0.00545895+0.00440402j -0.00496718+0.00575605j -0.00304363+0.00646752j 0.00604037+0.00309148j -0.00161326+0.00255875j -0.00287992+0.00344811j 0.00522046+0.00268652j -0.00135885+0.00548527j -0.00274815-0.00084318j -0.00109742-0.00084343j -0.00492668+0.000438741j -0.00165236+0.00388746j 0.00179822+0.00240048j -0.00117104+0.00406846j 0.00303581+0.00240584j 0.00207447+0.00241042j 0.000644671-0.00277407j -0.00333344+0.00136144j 0.000474905-0.00267749j 0.00469003-0.00144734j 0.00213078+0.000827846j -0.000750758-0.000686617j -0.00126169+0.00499457j -0.00245946-0.000543543j -0.000802635+0.000583708j 0.00259281+0.00350138j 0.00191226-0.000885383j -0.0014419+0.000306303j -0.000975381-0.00458999j -0.00108955+0.000126314j 0.00347194+0.0010218j 0.00126057-0.00225344j 0.00172393+0.00119508j -0.00150093-0.000544357j -0.00239704+0.000252368j -0.00233732+0.000181825j 0.00151276+0.000942022j 0.0020121-0.000691985j -0.000186402+0.00100311j 0.00116302+0.0033383j -2.86135e-05-5.14254e-05j -0.00224245-0.00152958j -0.000694142+0.00109832j -0.000656008-0.00252372j -0.000507134-0.00324162j 0.00264313-0.00106847j 0.00235203+0.000546885j 0.00310565-0.00291762j -0.000332354+0.00406703j -0.00874175-0.00317523j -0.00315653+0.0113265j 0.0053768-0.00200007j 0.00991144+0.00471367j -0.0019567+0.00978663j -0.0154513+0.018621j 0.0179281+0.014988j 
0.00234088-0.000905638j -0.000418369-0.00184899j 0.00467667+0.00142868j -0.00178232+0.00157003j 0.000891069+0.00153152j -0.000120874-0.000805134j -0.00484067-0.00483602j -0.00618653+0.000121636j -0.00254712-0.00158932j 0.00999552+0.00456248j 0.00154187-0.000567433j 0.000708494+0.00350104j 0.00227633-0.00263909j -0.0020553+0.00142007j -0.00128128+2.48872e-05j 0.000227419+0.00112034j -0.00847121+0.0012338j -0.00717258-0.00391636j 0.00529626-0.000152591j -0.0022466+0.000489725j -0.00401065-0.0101074j 0.0031127-0.00351248j 0.00148331-0.00230338j 0.00428709+0.0024946j -0.00775647+0.00425777j 0.00694428-0.0035551j -0.0109328-0.00549163j -0.00166328-0.00370943j -0.00938029-0.00464864j -0.00125152+0.00296144j 0.00711324-0.00843323j -0.00327621+0.00218465j -0.00826339+0.00381526j 0.00262005-0.00319587j -0.00929727-0.00394283j 0.00563671-0.00990259j 0.00682531-0.00703595j -0.0048011-0.000885352j -0.0117253-0.0054535j 0.00850049+0.00411684j -0.00431181+0.00621847j 0.0126645-0.00308868j -0.00920337-0.00195308j -0.00928179+0.00143795j -0.00637259-0.00394256j 0.00534641-0.00425183j 0.00950352-0.00271215j 0.00264182+0.00453852j -0.010201+0.000270878j -0.00397518+0.00454195j 0.0036644+0.00354238j 0.00180887-0.00594134j 0.00469572-0.00228443j -0.00177089-0.00367056j -0.0011809+0.00352774j -0.00216752-0.00172662j 
-0.00314331+0.00224738j 0.0048552-0.00159205j -0.00315166+0.000307792j -0.00359076-0.0010554j -0.00319575-0.00117832j 0.00188955-0.000706457j -0.000932019+0.00121795j -0.0045182-0.00513481j -0.000665536-0.00308498j -0.00155592-0.00458932j 0.00129868-0.000247981j 0.000233226+0.001474j 0.00330295+0.000366872j 0.00904479-0.000462919j 0.00521283+0.00280826j -0.00542336+0.00540426j 9.69137e-05-0.00160595j -0.00426453-0.0010909j -0.00069139-0.000649736j 0.00661882-0.000402253j -0.000983673-0.00890141j -0.00193964-0.000613065j -0.0014679-0.00445135j 0.000679925-0.00123876j 0.0106324+0.00182597j -0.00901704-0.00518581j -0.00142201+0.0085714j 0.0114917+0.00316671j -0.00210293+0.00607778j 0.00164876+0.00329961j 0.0011587-0.00173532j 0.000917781+0.000298762j -0.00178615-0.00150673j 0.0100317+0.000584104j 0.00153427+0.00325072j -0.000324436-0.00959775j 0.0105517-0.000435124j -0.00871252+0.00307766j -0.00220327+0.0153739j 0.00660756+0.0023964j -0.00657446+0.00299188j -0.00985656+0.00808247j 0.00499396+0.00330475j -0.00586934-0.00218309j 0.00414675-0.00800601j -0.0102391-0.00554406j -0.00697861+0.00112002j -0.000559966+0.000238722j -0.00535769-0.0020532j -0.00227974+0.0012934j 0.000852499+0.000980669j -0.00691744+0.00336362j -0.000725155+0.00454462j 0.00682458-0.00540462j 0.000957222-0.000954744j 0.00407075-0.00390678j 
0.00138872-0.0012194j 0.000125413-0.000763334j 9.07502e-05+0.000416953j -3.0302e-05+0.000600742j 8.6116e-05+0.000906301j -0.000136557-0.00142937j 0.00268674+0.000432751j 0.000407813-0.00281573j 0.00190025+0.00473397j -0.00126773+0.00168687j 0.00252296-0.00161505j -0.000110389+0.0020062j 0.00619157-0.000347743j 0.0028104-0.00197309j -0.00289387+0.000575614j -0.000237094-0.00519227j -0.00781458-0.00508909j -0.000725707-0.000801793j 0.00360436+0.00451579j 0.00539423+0.00330177j 0.00549675-0.000322034j -0.00155627+0.000445427j 7.15066e-05+0.000614825j 0.00285436+0.00174075j -0.00155542+0.00344687j -0.00395919-0.0041225j -0.00607163+0.00367828j -0.00172363+0.00132109j -0.00203073-0.00183884j -0.00935428+0.001955j 0.00260214-3.14358e-05j -0.00332609+0.00345725j -0.0033546+0.00316408j 0.00564216-0.00688951j -0.00185478+0.00210727j 0.00283182+8.77419e-05j -0.00470209+0.00442856j -0.00357501-0.00500751j 0.0109612-0.00873691j 0.00456665+0.00705803j 0.0154646+0.00201996j -0.0143468+0.00703614j 0.0105179-0.00235149j 0.0166356+0.000111884j 0.00310554-0.00827561j 0.0164275-0.0125665j -0.00372917+3.2892e-05j 0.00242323+0.0117517j 0.00499199-0.000952281j 0.00795799+0.00136028j 0.0024311+0.00779202j -0.000780562-0.000157965j 6.43237e-05+0.000235831j 0.000142765-0.00234288j -5.64154e-05+0.00221391j -0.00245297+0.00811858j 
-0.00145055+0.00518775j 0.00397896+0.00150302j -0.000996124-0.00109042j -0.00150465+0.00366771j -0.00131745+0.000600108j -0.000280273-0.00184222j -0.00195948+0.000935215j 0.0017717-0.000114304j 0.00129616+0.00223459j -5.14835e-05-0.000927145j 0.000774352-0.00203583j -0.00256166+0.00440411j -0.00152186-0.0018252j -0.00732059+0.00164425j 0.00607636+0.00703491j 0.00222+0.000974116j 0.000384399-0.00330256j -0.00040644-0.00260074j 0.00017286+0.00128526j 0.00445301+0.00370942j -0.00177218-0.0122938j -0.000750947-0.000388923j 0.00981732+0.00553011j 0.000909819+0.000585744j -0.004842-0.000135095j 0.00524293+0.00296772j 0.00172744+0.00134701j -0.0084563-0.000602494j -0.00430603+0.00429631j 0.00747248+0.00374638j -0.00462314+0.000730918j -0.00215556-0.003641j 0.00402691+0.00898098j 0.000631955+0.00194486j 0.00192251-0.00610445j 0.00772417-0.0100308j -0.00429103+0.00715455j 0.00170595-0.000908703j 0.00643592+0.00114596j 0.00260982-0.000993625j -0.00821182+0.000776693j -0.000781757-0.00895984j -0.00245534+0.0016882j 0.00428342-0.00480733j 0.00830939-0.00614361j -0.00793768+0.00440047j 0.00721325-0.00698228j 0.00487548+0.00774712j 0.00960418-0.00289287j -0.000644389-0.00770571j 0.00328062-0.00896776j -0.00184417-0.00143917j -0.00345216+0.00289618j 0.00160052+0.00281164j -0.00351935-0.000748757j -0.000556882-0.00321302j 
-0.00222782-0.00744842j -0.00376155-0.00168686j -0.00332025+0.00326507j -0.000249401-0.00435692j -0.00553861+0.00152563j 0.00115723-0.00584435j -9.06648e-05-0.000821193j -0.00686784-0.00562814j -0.00260194-0.000250056j 0.0024672+0.000403732j -0.00152276-0.000356286j -0.00234313+0.00058895j 0.00221202+0.00177409j -0.00121469-0.00214031j 0.00111733-0.00170819j -0.00390578+0.00351312j -0.0027508+0.0016078j -0.00124077+0.000107748j -0.00323474+0.00855032j 0.00151044+0.00461914j -0.000789259-0.00130979j -0.0102559-0.00540866j 0.00815905+0.00554327j -0.00184626+0.00236426j -0.00549815-0.00153682j -0.00770059-0.00628456j 0.000905566-0.00269684j 0.00154273-0.00535476j -0.00221157+0.00874267j 0.00286924+0.00316901j 0.000633235+0.000582939j 0.0100019-0.0153952j -0.00440047-0.000700392j 0.000971768+0.000124997j -0.00348399+0.00188528j -0.00467927-0.000981518j -0.000927102+0.00284896j -0.00185377+0.00483773j -0.00371845+0.00395503j -0.00187433-0.0090427j 0.000876873+0.00547512j -0.00666768-0.00234829j -0.00328298+0.00134847j -0.000244374-0.00477711j 0.00553709-0.00459244j 0.0139987+0.00128107j 0.00708956+0.00172267j 0.00885667-0.00376404j -0.00345242+0.0056282j 0.00488018+0.00859113j -0.00414867-0.00490249j -0.00261482+0.0108008j 0.00123761+0.000610607j 0.00271882-0.00199878j 0.00416378-0.00385347j 0.00218316+0.00435593j 
-0.00101865+0.00152175j -0.000130663+0.00178908j -0.00291923+0.00371913j 0.00204282-0.0035143j -0.00360817+0.00209745j 0.00132238+0.00275911j 0.000745374-0.00237825j 0.00301533+0.000335159j 0.00235845+0.00463129j -0.00352195-0.00469401j 0.00144365+0.000891721j -0.000969247+0.00367896j 0.00224599+0.00473512j 0.00616376-0.00860208j 0.00111827+0.00035817j -8.46931e-05+0.00379009j -0.0011832-0.00194625j 0.00721672+0.00146935j -0.00183725+0.00227702j 0.00278407+0.00808828j -0.00105163+0.00863032j 0.00444925-0.0079564j 0.0033263-0.00451264j 0.00217543+0.00446879j -0.00220291+0.00450319j -0.00139644-0.00177198j -0.00291628+0.00383241j -0.00314863+0.00069047j 0.0053612-0.00736175j 0.000127544-0.00134665j 0.00485268-0.000991644j 0.00214794-0.00892573j -0.00379485+0.00477606j -0.0107359-0.00113474j 0.00123278+0.00244224j 0.000583287-0.000211918j -0.00106231-0.00164852j -0.00520861+0.00362548j -0.00462316-0.00909711j 0.00388233-0.00477917j -0.00205036+0.00557036j -0.00950069+0.00259382j -0.00325731-0.00516875j -0.00331591+0.00775382j 0.0045353+0.00502241j -0.0122778-0.00178145j -0.00957415+0.00180688j 0.00589142+0.0133313j 0.00554714-0.00165173j 0.000171797-0.00110029j -0.000836914+0.00705636j -0.00535834-2.08762e-05j -0.00136136+0.00191019j -0.00242659-0.00366345j -0.00165488-0.00338488j -0.000468139-0.00307661j 
0.00312474+0.000144178j 0.00251731-0.00229056j 0.000237681+0.00234365j -0.00119202-0.00136794j -0.00236173+0.00126567j 0.00177369+0.000202893j -0.00491941-0.00129218j -0.00324346-0.00162153j -0.00259112-0.00108955j 0.00106451+0.00736975j 0.00150542-0.000678462j 0.00198877+0.000724774j -0.000806262+0.00332849j 0.00131083+0.00386195j 0.00111713-0.00381069j 0.00337937-0.00189043j 0.00105201+0.00517953j -0.00420366+0.00528014j 0.0036083+0.00112386j -0.00469628-0.00618487j -0.00220585-0.0025404j 0.00095242+0.00448551j 0.000791251+0.00636431j -0.00158189+0.00265981j 0.00494577-0.00522576j 0.00410037-0.00233259j -0.000165086+0.00170785j -0.000946131+0.00239883j -0.00707711+0.00868827j 0.0125569+0.000280828j -0.0023857-0.00135654j -0.00254342+0.00280614j 0.00196263-0.00439164j 0.00142734+0.00214328j -0.00396809+0.00921589j -0.000629112+0.0018566j 0.00316002+0.00625153j -0.00116948+0.00358618j -0.00246094+0.00306372j -0.00545216+0.00237417j -0.000302882-0.00554752j 0.00908141+0.0113469j 0.00141089+0.0152189j 0.0100572+0.00600275j -0.0056966-0.00101792j -0.00109732+0.0167797j -0.00120481+0.00410241j 0.000850171+0.00521602j -0.00257706+0.00199703j -0.00149955+0.00720647j -0.00252238-0.00573026j 0.00208874-0.00133599j 0.00498472-0.00816193j 0.000446141-0.00834781j -0.00448425-0.000636112j -0.00103645-0.00093573j 
0.00100533-0.00162998j -0.000381089-0.00576239j 0.00338659+0.00373951j -0.000730446+0.00304382j 0.000858526-0.00119563j 4.6078e-05-0.000485492j -0.00253107+0.00182048j -0.00187703+0.00297761j -0.000870521+0.000166293j 0.00576421+0.0029937j -0.00232964+0.000367644j 0.00274897+0.00119928j 0.00120469+0.00934143j -0.000360643+0.00215813j -0.00189785-0.000302808j 0.00474411+0.00269614j -0.00340067+0.00177511j 0.000171464+0.000302726j -0.00658473-0.0029499j -0.00479936+0.0044802j 0.00177906+0.0021069j 0.00807482-0.00307789j 0.00134775+0.00363549j -0.00062422-0.0039373j 0.00315253-0.00179021j 0.00674963-0.000670234j -0.00447589+0.00335935j -0.00270422+5.46076e-05j 0.00402326+0.00724494j 0.00907608-0.00628493j 0.00524912+0.000811602j -0.015246-0.00122872j -0.00408745+0.000118541j 0.00429977-0.00512591j 0.00574484+0.00247178j -0.00452709-0.00210022j 0.00310646+0.000127055j -0.00726067+0.00225938j 0.00376315-0.00112738j -0.00482487+0.000996026j -0.00699402+0.00687328j 0.00673427-0.00531203j -0.00778889+0.00494399j 0.00013411-0.00980545j -0.00356992+0.00637439j 0.0020856-0.0148199j -0.00634622+0.00348544j -0.00204546-0.00245227j 0.000474937+0.0038119j 0.00505832+0.00224324j 0.00114823+0.00593178j 0.00184195+0.00036463j -0.00128101-0.00816272j -0.00599571+0.0041726j 0.00076116+0.00420679j -0.000849247-0.00148182j 
-0.00490132+0.00186707j 0.00122965+0.00611023j -0.00255034-0.00350376j -0.00224421-0.0041543j -0.000952708-0.000325241j 0.00197004+0.00195384j 0.000873954-0.00328349j -0.00122046+0.00135176j 0.000101362-0.00487495j -0.00232355-0.00208165j 0.000415505-0.00167006j -0.00292924-0.00184589j -0.00340058-0.00617754j 0.00236867+0.00428422j -0.0025845+0.00138409j -0.00150125-0.00212698j -0.000980812+0.00378199j -0.00233547-0.0048595j -0.00543006-0.00278319j 0.00228387-0.00470158j -0.00134432+0.00155419j -0.00159344+0.00509674j 0.000530451+0.00925217j -0.000933875-0.00745577j 0.0033023-0.00207576j 0.000868311+0.00121635j 0.0017227-0.00203762j 0.000877597+0.00373241j -0.00759918+0.00612878j 0.0109783-0.00637857j -0.00396501+0.00713955j 0.00180433+0.0150177j 0.00244489-0.00344882j 0.00675301-0.00234569j 0.00276204-0.00387504j 0.00307979+0.00431404j -4.25702e-05+0.00247007j -0.000648825+0.00505483j -0.0002421-0.00827673j -0.00268918+0.0132769j 0.00181488+0.000667831j -0.0105887+0.00300617j 0.00749801+0.00362046j 0.0027169-0.00720164j 0.00657323+0.00393884j 0.00441589+0.00355349j 0.0027713+0.0156599j 0.00614038-0.0139187j 0.00318856+0.00532445j 0.00101589+0.00344263j -0.00454563+0.00188829j -0.00048373-0.000995906j 0.00252324+0.00753646j 0.00488282-0.000430643j -0.00359031-0.00433393j 0.00369007-0.00482431j 
0.00319628-0.0025028j 7.50241e-05-0.00134768j 0.00146473-0.0012414j 0.00203219-0.000977959j 0.00241778-0.000741903j 0.00147286-0.00630699j -8.59517e-05-0.000992688j 0.00610062-0.000408943j 0.00236046-0.00580029j -0.000247697+0.00205898j 0.00238585-0.00340739j 0.00258651-0.00377485j -0.0059398+0.00130556j 0.00300664+0.00379719j 0.00109891-0.00378801j -0.000428865+0.0022869j 1.48359e-05+0.0122193j 0.00336091+0.00841913j -0.00157006+0.00758239j 0.000733091+0.00120105j -0.00257202-0.000164627j 3.35442e-05-0.00806736j 0.000436268+0.00950659j 0.000243833+0.000613085j -0.00609257-0.0106227j -0.00246041+0.00386435j 0.00632497+0.00363549j 0.00383675+0.000313415j 0.00327119-0.00039782j -0.0076896-0.000987215j 0.000278471+0.00215464j 0.00102075-0.00389411j 0.0060008+0.00678205j -0.00315271+0.00732239j -0.000871576+0.00184987j 0.00106002+0.006966j -0.0165143-0.00171377j -0.00924859+0.00697863j -0.00307479+0.000596298j -0.00157657+0.0107615j -0.000867275+0.0117031j -0.00887098+0.00334089j -0.00588476+0.00894036j -0.00956478-0.000462132j 0.00423733+0.00935566j -0.00174238-0.00566748j -0.00176006+0.000373792j -0.00306208+0.009624j 0.00326586+0.00276181j 0.00110068+0.00821034j 0.00403281+0.00456323j 0.00308414-2.55461e-05j -0.00232198-0.00113714j -0.00073539-0.00119149j 0.00159464+0.00499523j -0.000644187+0.00426148j 
-6.13882e-05-0.00138895j 0.00172934+0.00383739j 0.00155682+0.000491306j -0.000553088-0.00139503j 0.000152544+0.00296271j 0.00201758-0.00373933j -0.00051052-0.00178877j -0.000868532+0.00480561j 0.0021042+0.00134839j 0.00274548+0.000330764j -0.00143231+0.00371956j 0.0027962-0.00131314j -0.000821924+0.00145889j 0.00116131+0.00049164j 0.000305336+0.00211759j -0.000667685+0.00217225j 0.00122114-0.0014635j -0.00134618+0.00131722j -0.00601191+0.00183327j 0.00266439-0.00212275j 0.0014135+0.00258404j -0.00213241-0.00218188j 0.00153209+1.69665e-05j -0.00245485-0.00747578j -0.000905273+0.00609754j 0.00187896-0.0011233j -0.00140172+0.00101782j -0.000798102+0.00484589j -0.00479221-0.00130688j 0.00400831-0.0071265j 0.00273151-0.000378067j -0.00345284-0.010905j -0.00115996-0.00878071j -0.000449433+0.00883618j 0.00307535+0.00758299j 0.00686639-0.0148465j -0.00436862+0.00515135j 0.00246809-0.00219352j -0.00609132-0.000354613j -0.00759642-0.00285125j 0.000898937+0.0121081j -0.000748213+0.000981496j 0.00312662-0.00866168j 0.0012675+0.00828044j 0.00399456-0.00108035j 0.00647866-0.00763979j 0.003437-0.00102511j 0.00169182-0.00461428j 0.00327542+0.00179703j -0.000907523+0.00688666j 0.00284995+0.00542743j -0.000346986-0.000804693j -0.00270808-0.00173727j 0.00208193+0.00363442j -0.00313878+0.000144443j 0.00220361+0.00190838j 
0.000624438-0.00130112j -0.00302736-0.00018j -0.00241387+0.00180444j -0.00128468-0.00150194j -0.0013515+0.00307103j 0.000857857+0.00267519j 0.00126373-0.00107696j -0.00446036-0.000643225j -0.00333598+0.00754865j -7.50115e-05+0.00200029j -0.00316228-0.00248331j -0.000545898+0.00450148j 0.00224666+0.00144128j -0.00193885-0.00350516j -0.00125083-0.00187038j 0.0032333-0.00179674j 0.00412195+0.00346956j -0.00287584+0.00139331j 0.00166509-0.00197881j -0.00669109+0.0011926j 0.00166623+0.00385799j -0.00163658-0.000273567j -0.00409495-0.00163063j -0.00419117+0.00393231j -0.00338175-0.000822071j -0.00138407-0.000927423j -0.000190757-0.00273426j 0.00290295+0.00401319j -0.00579587+0.000823679j 0.00264303+0.00145797j 0.00134067-0.00293683j -0.000250947+0.000845147j -0.00260386-0.0047467j 0.00708194-0.00717783j 0.00230902-0.00213745j 6.67673e-05+0.00562552j 0.00169454+0.00728441j 0.00134602-0.012278j 0.00326881-0.018083j -0.0113118-0.00208376j -0.00638982-0.00636398j -0.00357029-0.00654436j -0.00736319-0.0065834j -0.00159186-0.00301424j 0.004096+0.00888683j 0.00281678-0.00431959j 0.00244895-0.00914353j -0.00547849-0.00677043j -0.00244953+0.00686552j 0.000956522+0.000204741j -0.00119025-0.00232576j 0.00869177+0.0104557j 0.00362716+0.00178804j 0.000740691-0.00417968j 0.00246971-0.00268803j 0.00297314+0.00648269j 
-0.00260058+0.00374505j -8.51195e-05+0.0025261j -0.000944133+0.000283451j -0.0018928-0.000646125j 0.000461315+0.00349142j -0.000334078+0.00542967j -0.00262536+0.00317945j -0.0021547-0.000109823j -0.00299256+0.00341759j -0.000588864-0.00422752j -0.00111292-0.00552616j 0.00533853+0.00146415j -0.00208231-0.00456107j 0.00119916+0.00211771j -0.00101917+0.000804021j 0.00230952-0.00204483j 0.00194084-0.00153476j -0.00369291-8.2518e-05j 0.000233648+0.00185653j -0.00198683+0.0107511j 0.00420738+0.0076791j 0.00144053+0.00266683j 0.00241613-0.00104293j 0.00580149+0.00353261j 0.00138748-0.0064756j 0.00112557-0.00194133j -0.00248429-0.0002259j 0.00415775-0.00775279j 0.00577215-0.005404j 0.000720764+0.00544177j -0.000637472+0.00329887j -0.0054539+0.00136449j 0.00576321-0.00419621j 0.00374487-0.0147968j 0.00199828+0.00130559j 0.00591067+0.00302956j 0.00676634+0.00133244j -0.00346559+0.00551712j -0.000915792-0.00437851j 0.00609115-0.000295075j -0.00744033+0.00882066j -5.29728e-05-0.0118226j 0.0018136+0.000444342j -0.0108827+0.019152j 0.00317977-0.00548194j 0.00382432+0.00121585j -0.000661701-0.00428859j -0.00256737+0.0069782j 0.0023004+0.00756786j 0.00527891-0.00273828j -0.000835975+0.00196796j -0.00184919-0.00760916j 0.00465898+0.00193159j -0.00341022-0.00281173j -0.00243901+0.000455859j 0.000315101-0.00505901j 
0.00147426-0.00175413j -0.00367051-0.0060459j 0.0010658-0.00314956j 0.00148947+0.00248447j 0.00365205-0.00664201j -0.00496203+0.00302798j 0.00245668+0.000121709j -0.00188943-0.0033127j 0.00203647-0.000496092j 0.000498312+0.0023977j -0.0034145-0.00253179j -0.00353517-0.00316332j 0.00101501-0.00133205j -0.00566529-0.00481398j -0.00278377+0.00244779j 0.000673626-0.00522612j -0.00334842-0.000577915j 0.00216604-0.00336603j -0.00034248-5.88929e-05j -0.000120882-0.000769989j 0.00534338-0.00380578j 0.000792721+0.00556772j -0.000105467-0.00106081j -0.000689608-0.00279638j -0.00146931+0.0127137j 0.00466629-3.38871e-05j 0.00194084+0.00132708j -0.00537342-0.000492138j 0.00253169+0.00449717j 0.000129879-0.0013991j -0.00196707+0.00850946j 0.00792961+0.00407121j 0.00354144+0.00558042j -0.00142841-0.00557125j -0.00362941-0.00763263j -0.00597639-0.00777952j 0.00473379-0.00197804j -0.00409752+0.0141432j -0.00212649+0.00127366j 0.00110823-0.00360581j -0.00551718+0.00168844j -0.00702473+0.00372238j -0.00729293+0.0061965j -0.00114467+0.00389939j -0.00415024-0.00803568j -0.00268136-0.00410906j 0.000951608-0.0138686j 0.00338893+0.00185674j -0.00398939-0.000192199j -0.00478701-0.00740017j 3.61452e-05-0.0101228j 0.00201507-0.00210439j -0.00161186+0.00197249j 0.00137937+0.0047073j 0.00785472-0.000757992j -0.000233725+0.00815268j 
-0.000481829+0.000455265j -0.00325445+0.00317121j -0.000333638-0.00436935j 0.00148243-0.00134477j 0.00161967+8.36832e-05j -0.0001447-0.00187075j 0.00145785+0.0016264j 0.0026419+0.00135846j 0.00013914-0.000934487j -0.00325096-0.00428379j -0.00393896-3.58876e-05j -0.000257353-0.00673475j 0.00226723+0.000974645j 0.0020387+0.00309282j -0.00242574-0.00245321j 0.0039668-0.00298199j -0.00235938+0.00486459j -0.00240951-0.00298106j 0.00155868-0.00197053j 0.00215364-0.00254453j 0.000876227-0.00750615j -0.00334477-0.00219122j 0.000811061-0.00277422j 0.00249053-0.00412784j -4.15502e-05-0.00955083j -0.00136382+0.000381142j 0.00960288-0.00340022j 0.00314815-0.00497317j 0.000657016-0.0105956j 0.000317032+1.9261e-06j 0.00337777+0.00339758j -0.00789231+0.0120751j 0.00675864-0.00481543j 0.00548273-0.00919642j -0.000117927-0.0062443j -0.00882207+0.00113343j -0.00405734-0.0127324j -0.0021039+0.00832977j 0.0169188-0.0029576j -0.00479714-0.000439706j 0.00150857+0.0162642j 0.00217163-0.00603322j 0.00144297-0.0040751j 0.00919457+0.0141651j 0.000298031-0.000995619j 0.00331393-0.00430604j -0.00574779-0.00213516j 0.00693985-0.00726071j -0.0002262+0.00123575j -0.00074074-0.00284524j 0.0021494+0.000557454j -0.00185667+0.00248705j -0.000335729+0.00490694j 0.00232253+0.00505273j 0.00259182-0.00135955j 0.000709198+0.00356266j 
0.0028222-0.00129998j -0.00144439-0.00245886j 0.00208137+0.000151817j 0.000777057+0.00202231j 0.00296448+0.00112805j -0.00105606-0.00617889j -0.000207111+0.00371955j 0.00540273-0.00142268j 0.000447868-0.00310519j 0.00252915-0.00388808j 0.00199686+0.00387462j -0.000616619-0.000467308j -0.00015936+0.000350508j -0.00628822+0.00649557j -0.00171629-0.00158775j -0.00100416+0.00264566j -0.00319663-0.00143463j -0.00701838-0.000253268j -0.000708083+0.00116601j 0.00736172-0.00705j 0.00359889+0.000308232j -0.00379404+0.000593746j 0.00259196+0.000388595j -0.0082167+0.000163609j 0.000319484-0.0118478j -0.00302197-0.00312507j 0.00182842+0.00125573j 0.00128097-0.00484432j 0.000995056+0.00161298j -0.000188792+0.0102368j -0.00185786-0.0063602j 0.00667126-0.00217655j -0.00176955-0.00213817j -0.00126867-0.0023002j -0.00458531+0.00460581j 0.0041456+0.00158712j 0.00372091-0.00261045j -0.00788248-0.0126296j -0.00426726+0.0127184j -0.00355676-0.00299293j 0.00464097-0.0076097j 0.00584831-0.00434864j 0.00426776+0.00338702j -0.00185448-0.00642994j 0.0014283-0.0107011j -0.00214131+0.00291757j -0.00193898+0.00615831j -0.00561127+0.000532093j -0.00640756-0.00403181j -0.0042243-0.00282656j 0.000247524+0.00252073j 0.00321882+0.000472822j -0.00351343-0.00304695j 3.39614e-06+0.00189692j 0.00238885+0.000211629j -0.00299659+0.00260843j 
-0.000713367-0.000457417j -0.00387804-0.000414473j 0.000344604-0.00418803j 0.000264414+0.00272302j 0.00310512-0.00152256j 0.00202691+0.00246528j 0.0016674+0.00491087j -0.000961452+0.00355242j 0.00400468+0.000753019j -0.000905832-0.00224462j -0.0037619-0.00529006j -0.00260826+0.00104166j -0.00320088-0.00457718j -0.00195612-0.00295362j 0.000197437+0.000105889j -0.00161336+0.00437009j -0.00184545+0.00631552j 0.00127473-5.42545e-05j -0.00314188+0.00405j 0.00323818-0.00753884j -0.00826139-0.00344258j 0.00307154-0.00139728j 0.00647097-5.06869e-05j 0.00274868-0.000974805j 0.00152673+0.000642254j -0.00566554-0.00386024j 0.00256387-0.00489208j 0.00241688+0.00316724j 0.00619725+0.00107457j 0.00613812+0.00799107j 0.0100634+0.00400113j -0.00140811-0.0095259j 0.0091402-0.00505724j 0.00021916-0.00204835j 0.00236075-0.00400527j 0.00311897-0.00613077j -0.00524408-0.00218836j -0.00481097+0.00202487j 0.00720915+0.00568454j -0.00764037+0.00413762j -0.00261304+0.00398496j 0.00697348+0.00839323j -0.00513461+0.00516755j 0.0012543+0.0084335j -0.00553503-0.00149294j 0.000750447+0.00970471j -0.00363103+0.0078146j 0.000657785-0.00396811j 0.00175659+0.000114021j 0.00750721-0.00297677j -0.00358852+0.00269479j -0.00160481-0.00444573j 0.00149958+0.00189951j -0.00228565+0.000886317j 0.00168673-0.00111269j -0.0021118-0.000900113j 
-0.000535773-0.000131948j -0.00431784-0.00247461j -0.00342955-0.00486595j 0.00311795-0.00104163j -0.00221925-0.00373946j -0.00246877+0.000118612j 0.00331109+0.000640677j 0.00277069-0.00858223j -0.000101842-0.00582747j 0.00126354-0.00222581j -0.00224443+0.00289398j -0.000584523+0.00123863j 0.00471458-0.00191473j -0.00315907+0.00052089j -0.0016732-0.00119867j 0.00168353+0.0051486j 0.00484887+0.00958512j 0.00160478+0.00536316j -0.0066403-0.00444933j -0.00387504+0.0102589j 0.00372891+0.00137466j -0.00191279-0.00334492j -0.00444817-0.0094586j -0.00102699+0.0110279j -0.00279149-0.0104692j 0.00193594+0.003076j 0.000881915+0.00164377j 0.00166668+0.00517795j 0.00246015+0.000431438j 0.00563947-0.00697701j 0.00533094-0.00601963j -0.00857794-9.06994e-05j -0.00102833-0.00309791j -0.00290905+0.00761001j 0.00546493-0.00237408j 0.00385446+0.00498237j 0.00458734+0.00282483j 0.0084887-0.00625554j 0.00291554+0.0092155j -0.00706936+0.01386j -0.000498862-0.001296j 0.00199463+0.000334448j -0.0044079+0.00543899j -0.00015544+0.00556363j -0.00372226-0.00817334j 0.00164487+0.000530453j -0.00153518+0.00631662j 0.00127275-0.000925383j -0.00270782-0.00122695j 0.00227014+0.000860615j 0.000281439+0.00188386j -0.00109139-0.00307585j 0.00390935+0.00811231j 0.00253572+0.000617558j 0.00768308-0.00216644j 0.00195229+0.00605738j 
