-0.00395712-7.18869e-15j 0.0371483+1.90958e-06j -0.0280243+0.00176346j -0.000495995-0.00204216j -0.00372176+0.000747456j -0.0012045-0.000520078j -0.0025176+0.000113653j -0.00637235-0.00350767j -0.0189367-0.00131377j -0.0197595-0.00105392j -0.0156693-0.000419867j 0.014289+0.00114776j -0.0232099-0.000715482j -0.0160135-0.000268669j -0.0200226-0.000819967j 0.0120199-0.000938388j 0.0141512-0.00288721j -0.0421306+0.000250626j -0.00338979+0.0030551j -0.0248263-0.00110793j -0.0138941+0.00251469j 0.0205471-0.00133765j 0.0479222+0.00236694j -0.0273944-0.00208365j -0.0242633+0.000512059j 0.0499879-0.00198722j 0.0271907-0.000800575j 0.0440095-0.00150799j -0.0145839+0.00949219j 0.0562538-0.00697814j -0.296861+0.000760131j -0.140752+0.0163861j -0.0906215+0.0225786j -0.22587-0.00366324j -0.0649907+0.000412892j -0.0405264+0.000899563j 0.122227-0.00802947j -0.00504591+0.0160899j 0.00803424-0.0024933j 0.0187661+0.000417756j 0.0234971+0.00978142j -0.0528098+0.00193231j 0.0249454+0.00488279j 0.0224177-0.0044271j -0.0450112-0.000916283j -0.0136204-0.00398674j -0.00544272+0.00405414j -0.0459727+0.00507845j -0.00882857+0.000243357j 0.0361337+0.00357742j -0.030213+0.00318873j -0.0393112+0.00455487j 0.0237363+0.000427339j -0.0115559-0.0037439j 0.00296897+0.000106252j 0.0234859-0.00646801j -0.000188093-0.00167599j 0.00632902+0.00522458j -0.0113395+0.00191732j -0.0167219-0.00147273j -0.0229914+0.00249804j -0.0119492-0.0111476j -0.0104797+0.00134576j -0.014208+0.00056146j 0.0165896+0.000364509j -0.00894301+0.0125141j 0.0363867+0.00101111j 0.0403125-0.0117374j -0.0143131+0.0171933j -0.0906829-0.00578082j 0.0234662-0.0189182j 0.132589+0.0177836j 
0.014289-0.00114776j -0.0138227+0.00106106j 0.0281507-0.000317155j -0.096733+0.00103076j -0.088129+6.67868e-05j 0.156598+0.000913902j 0.0541615+0.00127801j -0.168944-0.000435977j 0.0426774-0.000279768j -0.158159-0.000852553j 0.264926+0.000872829j 0.211756-2.17738e-14j 0.0708215-0.000358177j -0.0183214-0.00010764j -0.0976276-0.000526915j 0.190869-0.00038834j 0.231998+0.000878665j 0.210923+0.000599254j 0.0794071+0.000599795j -0.134605+0.00125579j -0.167522+0.000563068j 0.228364-0.00259792j 0.115028-0.00236689j 0.181779+0.00119298j 0.518596-0.00299868j -0.0842905+0.00559158j 0.0951982-0.00208498j 0.165479-0.00180582j -0.0141551-0.00189921j 0.0309452-0.00195359j 0.106024-1.09335e-05j -0.133626-0.00124744j -0.0511402+0.00146716j 0.0260471+0.00417391j -0.0199642+0.0021775j -0.0199896+0.00111411j 0.000247709-0.00174436j 0.0254366+0.00131031j 0.00873733+0.002517j -0.00405678+0.00508409j -0.0139825-0.000118135j -0.0223713+0.00140535j 0.00991913-0.000525521j -0.0195866-0.00209473j -0.00470376+0.00173384j 0.0174464+0.00648962j 0.077145-0.00718355j -0.0150523+0.00125831j -0.0110193+0.000266721j 0.051569-0.00352083j -0.00433401+1.54346e-05j 0.0548067+0.000128037j 0.0705526-0.0113504j -0.0354521-0.00203332j 0.03351-0.00213848j 0.00542756-0.00155265j 0.044872+0.00105596j 0.0385612+0.00514412j 0.0124294-0.00240121j 0.00888064-0.0137303j 0.00542234+0.00821017j -0.0545547+0.000963508j 0.0370227-0.00448525j 0.0777544+0.0124118j -0.0410143-0.00619665j -0.0553584-0.00778834j -0.0317183+0.000779191j 0.0065967+0.00257839j 0.0272199+0.000811948j 1.16039e-05+0.00348269j 0.0039358+0.00109825j -0.00377393+0.00246829j 
-0.0232099+0.000715482j -0.00709039-0.00236496j 0.0910759+0.000800402j -0.0555654-0.000631524j -0.214488-0.000564492j 0.0542774-0.00239159j 0.0756329-0.00110627j 0.112709-0.00132319j -0.310938-0.000443869j 0.0927247-0.00226849j 0.205124+0.000175683j 0.0708215+0.000358177j -0.266378+4.6187e-15j -0.0386152+0.00164878j 0.310584+0.00137904j -0.193908+0.000204166j 0.313999-0.00280464j 0.152282+0.00353186j -0.342219+0.000772742j 0.0438021+0.00112347j 0.0858502+0.000224035j 0.256121+0.000667691j -0.115083+0.001967j -0.0714029-0.000304696j -0.10702-6.21473e-05j 0.0826056-0.00182054j 0.196612-0.00021715j -0.0500645-0.00360648j 0.000824121+3.18726e-05j -0.0570904+0.000678038j 0.117271+0.00258787j 0.0614814-0.000124823j 0.0681398-0.000169467j 0.0726325-0.00291532j -0.0354841+0.00282375j 0.0206369-2.25327e-05j -0.0507215+0.000824028j -0.0280373+0.00371453j 0.0787691-0.000191909j -0.0182821+0.00381375j 0.0324358-0.000245853j 0.000523738-0.00117055j 0.00136896-0.00175629j 0.0193244-0.00320324j 0.00292632-0.0118771j -0.0574515-0.00298341j -0.00485134-0.00376882j 0.0546914+0.0043849j -0.0468333-0.00113815j -0.00470806+0.00688793j -0.0536101+0.00708509j -0.0219478+0.00450354j 0.0331001-0.00103232j -0.102895+0.0117898j -0.016972-0.00240399j -0.0175701-0.00884514j -0.0425433-0.00777543j 0.00282121-0.00403038j -0.155324+0.00436796j -0.0190516+0.00346401j 0.0225728-0.00583199j 0.0140621-0.00206577j 0.0139865+0.0106641j -0.0352554+0.000205992j 0.0514325+0.00462639j -0.0189302-0.00142662j -0.000335014+0.0129044j 0.00926547+0.00115478j -0.00560711-0.00666396j 0.0218126-0.00125397j -0.000777518+0.00270239j 0.00159591+0.000660919j 
-0.0160135+0.000268669j -0.00894272-0.000534267j 0.102797-0.000775005j -0.10733-0.000728864j -0.232497-0.0010835j 0.115708-0.00092126j -0.0867915-0.00129019j 0.175616-0.000805928j 0.129144+0.00025278j 0.051776-0.00189627j -0.148278-0.00249408j -0.0183214+0.00010764j -0.0386152-0.00164878j 0.202433-2.00235e-13j -0.0842433-6.50758e-05j -0.227001-0.000106389j 0.0481283-0.000702513j 0.225199+0.00430512j 0.117171+0.00109911j -0.419973+0.00191461j -0.276063+0.00309352j 0.00238241-0.0014294j 0.285005-0.00066686j 0.271691-0.00159144j -0.274081+0.000522721j 0.0767168-0.00382731j -0.0990674+0.00201595j -0.0749511+0.0027161j -0.0653822-0.00208978j -0.0254801+0.00568329j 0.0460421+0.000782283j -0.00421639+0.000250493j 0.0750653-0.000551817j -0.0046371-0.000997366j -0.0482361+0.0037304j 0.0443886+0.000872927j -0.00297882+0.00083784j -0.00468055-0.00203409j 0.022894-0.00293052j 0.0264466+0.00145318j 0.00822359+0.00184146j -0.00952429+0.0002908j 0.0089095-0.0039986j 0.032415-0.00838012j 0.00493615-0.00176453j 0.0422809-0.0135157j -0.0456097+0.00393726j 0.0255348-0.00471783j -0.0183609+0.00197764j 0.0689269+0.00284314j 0.029905-0.011828j -0.0316488-0.00207815j -0.0320516+0.00449953j -0.0448149+0.00863009j 0.0437173+0.0036159j 0.0926318-0.00516519j 0.023504+0.00843128j -0.0675918+0.00927409j -0.00172518+0.00228263j 0.0172383-0.00206775j 0.0638603+0.00518096j 0.029559+0.0168091j 0.067532+0.0129485j 0.0423596+0.000948463j 0.0522911-0.00113817j 0.0183171+0.00483097j 0.0150088+0.00864471j 0.00598844+0.000659561j -0.00279646-0.0014999j 0.00404136+0.00161386j 0.0007489+0.000390352j 0.000735094-0.000455225j 
-0.0200226+0.000819967j 0.00797502-0.000510626j 0.0177806-0.000580143j 0.0743057-0.00193039j 0.00182562-0.00101348j -0.0453283-0.0012605j 0.148298-0.000900894j 0.0580129-0.000571658j -0.0011318+0.00024819j -0.258555-0.00171784j 0.0721371-0.00110538j -0.0976276+0.000526915j 0.310584-0.00137904j -0.0842433+6.50758e-05j 0.196284+1.00857e-14j -0.258758+0.00217193j 0.187228-0.000690304j -0.166546+0.000695576j 0.469559-0.000226911j 0.100224+0.000803133j 0.2592-0.000475493j 0.272769-0.000292342j 0.0543089+0.00188791j 0.133548-0.00334917j 0.0500206+0.00194555j 0.198019-0.00333003j -0.0505288-0.00258502j -0.107159+0.00182997j -0.0403643-0.00148911j -0.0188954+0.00302917j -0.107058-0.00199535j 0.0823457+0.00212303j 0.0441571-0.00174801j -0.0343587-0.00318369j -0.00132409-0.000420725j -0.00421391-0.00559037j -0.0207338+0.00135808j -0.00575619-0.000719627j 0.0231356+0.00152419j 0.052892+0.00212686j -0.010994-0.00666251j -0.00769427+0.00288498j -0.0466965+0.00468283j -0.0243109-0.00135766j 0.0482772-0.00166292j -0.0332061-0.0150277j -0.011435+0.00109426j -0.00303494-0.00478367j 0.00679353+0.000479312j 0.0113557+0.0104436j -0.0711285-0.00361376j 0.0114692+0.00175854j -0.0150746-0.000974807j 0.0412556+0.00174183j 0.0703157-0.00554304j -0.00295857+0.00227904j 0.042208-0.00417292j -0.143256-0.00277194j -0.0506422+0.000310936j 0.0123081+0.00955588j -0.00163072-0.00158127j 0.00178129+0.0100196j 0.0211712+0.00306945j 0.0311363-0.00348112j 0.0203127+0.00197573j 0.0118601+0.00882964j 0.0504897+0.00753819j -0.00422071-0.00377165j -0.0211293+0.000586209j -0.00333884+0.00014938j -0.00325047-0.00159528j 0.00272015-0.00294275j 
0.0120199+0.000938388j -0.0424534+0.00169337j 0.0426633+0.00119843j -0.0820698+0.00156027j -0.116183+0.00110518j 0.121698+0.0013912j 0.193458+0.00194582j -0.244945+0.000958192j 0.0293227+0.000997448j 0.168956+0.00427982j 0.0889611+0.000776724j 0.190869+0.00038834j -0.193908-0.000204166j -0.227001+0.000106389j -0.258758-0.00217193j -0.0829886-1.16647e-14j 0.1067-0.000583155j 0.122714-0.00301936j 0.313428-0.000594735j -0.0319505-0.00140351j 0.073255-0.00224608j -0.100856+0.00154055j -0.400597+0.00198489j 0.00572218-2.90607e-05j -0.25203+0.00265852j 0.14452-0.00138372j -0.0108947-0.000772361j 0.0978252+0.00157403j -0.0487718-0.00252233j 0.114831-0.000721052j -0.0976724+0.00182668j -0.163018+0.000491426j -0.080938-0.002603j -0.00304768+0.00559657j -0.0495739-0.00109567j -0.0720164+0.0017617j -0.00571608-0.00236974j 0.0218785-0.00357728j -0.0065293-0.00201209j -0.0577112+0.0066996j 0.0198499+0.00205927j 0.0195222-0.000560918j 0.00917833-0.00240393j -0.0493848-0.00226664j -0.0752206+0.0111264j 0.0521008+0.00166633j 0.0710298-0.0061617j -0.00669012-0.00416543j 0.119915-0.00739788j 0.0399149-0.00664616j 0.0232436-0.00730485j 0.0951684+0.00207694j -0.0448091+0.00824362j 0.0101792-0.00696844j 0.00947675-0.00300731j -0.0618947-0.0104277j -0.00673523+0.00721687j -0.0626032-0.00363084j 0.0460021-0.00466093j 0.0270282+0.016253j 0.0124401-0.00319332j 0.0769035+0.00534679j -0.0114892-0.00924867j -0.0679789-0.0101205j 0.0215277+0.00587761j -0.0277973+0.00380949j 0.0256576+0.000352622j 0.00236879-0.00354546j 0.02184+0.00480628j -0.0329853-0.00159136j 0.00793101-0.00224803j 0.000455967+0.0059507j 
0.0141512+0.00288721j -0.00969956-0.00037253j -0.0759678+0.00259352j 0.064187-0.000543327j 0.157771+0.00162986j 0.125833-0.00126677j -0.189773+0.000414518j -0.0523588-0.00128876j 0.0704785+0.000641389j 0.00178527+0.00120542j -0.170657+0.00149678j 0.231998-0.000878665j 0.313999+0.00280464j 0.0481283+0.000702513j 0.187228+0.000690304j 0.1067+0.000583155j 0.547516-1.1334e-13j -0.0339034-0.000744261j 0.0269596-0.000926567j -0.0212261-0.000337485j -0.0626792-0.000408437j -0.333142-0.00115848j -0.0686869+0.00191175j 0.0136856+2.38079e-05j -0.138484+0.00159892j -0.0673311+0.00122636j 0.0335413+0.00213633j 0.0380107-0.00111939j 0.0960521+0.00183442j -0.0788627-0.00317072j 0.0204472+0.000669932j 0.149826+0.000671388j 0.0738961+0.000579074j 0.0625113-0.000550625j 0.0639947-0.00416887j -0.0229335-0.000204678j 0.0505223+0.00310106j 0.00499629-0.000770832j -0.0503966+0.0016078j -0.019397+0.0023204j -0.0156801+0.0104336j -0.0241931-0.00345871j 0.0625456+0.00294411j -0.0277124+0.00321753j 0.0252642-0.00552233j 0.0960089-0.00168234j 0.00165179-0.00699295j -0.0655084+0.00764619j -0.00327504+0.00422329j 0.0174543-0.000164914j -0.125631+0.00710454j 0.0665422+0.00895525j 0.0240378-0.00522097j -0.119466-0.00201298j 0.0241378+0.00295319j -0.0610553-0.00870359j -0.142759+0.00636433j 0.00631596-0.00632432j 0.00986561-0.0129637j -0.0179749-0.00065509j 0.0434607+0.00163724j 0.0324515-0.000999115j 0.0298255-0.00359271j -0.0421728-0.00223902j -0.00480005+0.0108919j 0.00120427-0.00646555j -0.0129395+0.00207082j -0.00768238+0.00106656j -0.0140555-0.00296912j 0.0160431-0.00696349j -0.000208885+0.00286802j -0.000161344-0.00285614j 
-0.0421306-0.000250626j 0.0181523-0.000394196j 0.0952446-0.00331069j 0.113901-0.00205733j 0.0365139-0.00292374j -0.240314+0.00114525j 0.0750007-0.000178243j -0.0186775+0.00187966j -0.217776-0.000125559j -0.26899-0.003265j -0.168901-0.0033985j 0.210923-0.000599254j 0.152282-0.00353186j 0.225199-0.00430512j -0.166546-0.000695576j 0.122714+0.00301936j -0.0339034+0.000744261j 0.547862-4.54447e-13j -0.0189084-0.00100045j 0.111895+0.000514341j -0.0107078+4.87706e-05j -0.0269217+0.00139174j -0.045782+0.00261049j -0.207853+0.000225015j -0.00937978+0.000342125j 0.156202-0.00412116j -0.00492412+0.000336681j -0.0486309-0.00125765j -0.0965156+6.76821e-05j 0.00606118+0.00347289j -0.18521-0.00492285j 0.0392075+5.05865e-05j 0.0134893-0.00273337j -0.0719035-0.00409151j -0.000691889+0.00436915j 0.0544364-0.00751882j -0.038805+0.00214968j -0.0199725-0.00176738j 0.0213891+0.0051629j 0.0607911-0.00572073j 0.00752678-0.0062877j -0.0199247-0.0130598j -0.0130463-0.00699547j 0.0651226-0.000162972j 0.162003-0.00809582j -0.00704607-0.00413538j 0.0306464-0.00158172j 0.0253316+0.00643748j 0.0330686-0.00262318j -0.0263376+0.00719071j 0.00920742+0.00279466j 0.0617832-0.00154297j -0.0021228-0.00925485j -0.0977562-0.00281539j 0.0296174+0.00890663j 0.0737427-0.00916076j 0.0460626+0.000597688j -0.0141795-0.00610393j -0.0225685+0.00470571j -0.026098-0.00366192j -0.0608505-0.00980101j 0.0421727+0.00549978j -0.0187433-0.00432895j -0.0139203-0.0128148j 0.00990653-0.00154061j 0.00774373+0.00735836j 0.0321571+0.00587274j 0.00252627-0.00233274j -0.0235316+0.000835937j -0.015088+0.00310114j -0.00499566-0.00476804j 0.00599541-0.00352673j 
-0.00338979-0.0030551j 0.0253304-0.000167294j 0.0281594-0.00259492j -0.038958+0.000601958j -0.0364488-0.00134069j -0.120399+0.00122008j -0.0532473-0.00125801j 0.112485+0.0013651j -0.059849-0.00126527j 0.0224611-0.00221169j -0.0184395-0.000398513j 0.0794071-0.000599795j -0.342219-0.000772742j 0.117171-0.00109911j 0.469559+0.000226911j 0.313428+0.000594735j 0.0269596+0.000926567j -0.0189084+0.00100045j 0.50965-2.14809e-14j 0.0462862-0.000705824j -0.219533+0.00132151j -0.0578951+0.00174588j -0.0626016+6.3089e-05j -0.142482+0.00213764j -0.0185491-0.000659123j -0.0428056-0.000281551j -0.0594364+0.000252429j -0.00287917-0.000162621j -0.0643568+0.000451344j 0.0139956+0.00153536j 0.0787107-0.000781821j -0.0896685-0.00135336j -0.0432405+0.0017549j -0.0138965-0.000505507j -0.00312598+0.00405335j 0.0598918+0.00104458j -0.00987767-0.00222857j -0.0127558+0.00252404j 0.0229497+0.000237656j 0.00471458-0.00757701j 0.0133316-0.0060861j -0.0324072+0.00117064j 0.0219685-0.00238515j 0.0415354+0.00012721j 0.0203768-0.00195439j -0.0863166+0.00771189j -0.107359+0.00378982j 0.0615155+0.00177753j -0.10742+0.00017237j -0.0209652-0.00291507j 0.0676123+0.000452821j 0.0406852-0.00719512j 0.116668+0.00445445j 0.0257781+0.00199719j -0.0478192+0.00478226j 0.0254215+0.00419833j 0.0733164-0.00456183j -0.00860585+0.00476743j 0.0613575+0.0102101j 0.00280042-0.0028866j -0.0178381-0.00608685j -0.00365542-0.00395797j -0.0292769+0.00402042j -0.0011172+0.000636672j -0.00712076-0.0101525j 0.00374853+0.000143291j -0.0204379-0.00422988j 0.00306089+0.00283071j 0.0149682-0.000211523j 0.00364108+0.00692758j -0.00199336+0.00037172j -0.00122613+0.00102037j 
-0.0248263+0.00110793j -0.0292276+0.000290425j 0.153283-0.000432412j -0.0503722-0.000149622j -0.12989-0.000407819j 0.0585065+0.000649622j -0.175272+0.000234339j -0.118519+0.00103942j -0.222995-0.000120311j 0.224963+0.0010569j -0.180244+7.33575e-05j -0.134605-0.00125579j 0.0438021-0.00112347j -0.419973-0.00191461j 0.100224-0.000803133j -0.0319505+0.00140351j -0.0212261+0.000337485j 0.111895-0.000514341j 0.0462862+0.000705824j 0.378051+1.07331e-13j -0.236934-0.000126654j -0.169221-0.00269449j 0.294246+0.000736868j 0.125517-0.00036097j 0.0899177+0.00123726j 0.121257+0.00206219j 0.0986072-0.000449448j -0.00534297-0.00164148j -0.0440771+0.000310389j 0.055501+0.00184125j -0.144685-0.00110376j -0.0854511-0.000848868j 0.0105606-0.00473563j -0.00305886+0.00148443j -0.0285443+0.00380462j 0.0097134-0.00132429j 0.0585411+0.000344473j 0.037584-0.00223999j 0.0370444+0.00186438j -0.000155872+0.00609223j 0.054677-0.00358988j 0.104228-0.00700846j -0.00128833+0.001792j -0.0941378+0.00816269j -0.00101885-0.000486216j 0.0622095-0.00209158j 0.0436345+0.00488565j -0.0218884+0.00259938j -0.013617+0.00627605j -0.122869+0.00565623j -0.0475121-0.00407624j 0.00750444+0.00194351j 0.00748506-0.0085918j 0.0287691-0.001123j 0.0299632-0.0173004j 0.0694552-0.00263264j -0.027425+0.00318j -0.0216277-0.00945852j -0.0280092-0.00327016j -0.0671016-0.0148549j -0.0517083+0.00667456j -0.00307004+0.00300932j 0.0335716-0.0078383j 0.0114516-0.000996826j 0.00422459-0.000538103j -0.0109762+0.00192638j 0.0266028+0.00657063j 0.0153188-0.00325366j -0.00486301+0.00227612j -0.0229329-0.000944261j 0.00235345-0.00461514j 0.00414471+0.00218993j 
-0.0138941-0.00251469j 0.00328751-0.000134111j 0.137538-0.00198342j -0.106543+0.00214723j -0.183723-0.0010954j 0.0429763+0.00263621j -0.000666161-0.000420761j -0.0515811+0.00275925j 0.125433-0.00107163j -0.528738-0.00177273j 0.105965+0.000922791j -0.167522-0.000563068j 0.0858502-0.000224035j -0.276063-0.00309352j 0.2592+0.000475493j 0.073255+0.00224608j -0.0626792+0.000408437j -0.0107078-4.87706e-05j -0.219533-0.00132151j -0.236934+0.000126654j 0.0661828+5.64674e-15j -0.292311-0.000259385j -0.0645003+0.00196527j 0.00561157-0.000145316j -0.108758+0.000540239j 0.0527482-0.000630982j 0.00442472+0.00124798j 0.0306529-0.000900863j -0.100073+0.00196894j 0.0695919+0.00205487j 0.0181514-0.000399214j -0.210601-0.0015348j -0.0588197-0.00106865j 0.0214578+0.00172076j -0.0458236+0.00686277j 0.00666622+0.00158475j -0.0253458-0.00454507j 0.0359565-0.000163278j -0.050301-0.00297151j 0.164549-0.00807526j -0.00635687-0.00732319j -0.0371994-0.00533799j -0.00506958+0.00824332j -0.0462901+0.0114691j 0.104975+0.000115711j -0.104985+0.00326401j -0.0119107-0.00113943j -0.0759581+0.00682112j -0.00213497+0.00925695j -0.0658622+0.00186222j 0.033865-0.000695552j 0.0126629+0.00174516j 0.00448886+0.00477383j -0.0148624+0.0078311j -0.0597222+0.00280312j 0.0131572-0.00562275j -0.0132412-0.000352075j 0.0215944+0.00169687j 0.0258321-0.00410434j 0.0156452-0.000913454j -0.0092235-0.00524033j 0.0702947+0.00326281j -0.0220187-0.00964351j -0.0129996-0.0101346j -0.00530367-0.00690366j -0.012959+0.00396313j 0.00125932+0.000837062j 0.0128504-0.000205934j 0.0254512+0.00131811j -0.0123618+0.00648959j 0.000662408-0.000789986j 0.000859418+0.00547147j 
0.0205471+0.00133765j -0.0138502+0.000826786j -0.0954471-0.000192996j 0.0839621-0.00239953j 0.208163-0.000215491j 0.00769028-0.00180448j 0.128489+0.000219793j -0.16659-0.00234179j -0.282904+0.00213896j 0.0939786-0.00108659j 0.361469-0.00180322j 0.228364+0.00259792j 0.256121-0.000667691j 0.00238241+0.0014294j 0.272769+0.000292342j -0.100856-0.00154055j -0.333142+0.00115848j -0.0269217-0.00139174j -0.0578951-0.00174588j -0.169221+0.00269449j -0.292311+0.000259385j -0.0869163+3.82999e-14j -0.018241-0.00116055j 0.0716816-0.00289531j -0.112055+0.00252991j 0.0207185-0.00237012j -0.0744132-0.00134072j 0.0469992+0.00411411j -0.0378052-0.00412891j 0.0126111+0.000335446j -0.0875559-0.000561619j 0.0673627+0.00151874j -0.0364543-4.70638e-05j -0.0240083+0.000585847j 0.0582831-0.00554846j -0.0706195-0.00366846j 0.00788336+0.00310081j 0.0025113-0.00104909j 0.126539+0.00838496j -0.114216+0.0114351j -0.0905244-0.00558911j -0.0120129+0.01309j 0.0139291+0.00441243j -0.121395-0.0110003j 0.0246125+0.000291893j -0.0652858-0.00629985j 0.0676399-0.00740359j 0.0667627-0.00283784j -0.0642616+0.00727252j 0.0773168+0.000288005j -0.044078-0.00444664j -0.0458075+0.0018705j -0.0342909+0.00157815j 0.0386228-0.0093644j 0.000419602-0.000587517j 0.0758206+0.0108087j 0.00628676+0.00291179j -0.00773785+0.00770226j 0.0274273+0.0125029j 0.00780777+0.000816636j 0.0339164+0.0027831j -0.00306702+0.00951628j 0.0317387+0.00858928j -0.0250176+0.00220161j 0.0203884+0.00477683j -0.0104183+0.00285443j 0.0171637+0.00591177j -0.00720343-0.00242132j -0.00376136+0.00157622j -0.013654-0.00118556j -4.05989e-05-0.00124087j -0.000967357-0.000394424j 
0.0479222-0.00236694j 0.00759017+0.000196041j -0.0921932-0.00201972j -0.0653955+0.00210562j 0.152319-0.000254323j 0.226458+0.00242153j -0.250901-0.000263454j -0.0414789+0.00140548j -0.03238-0.00111391j -0.244161-0.00186651j -0.176659-0.00100913j 0.115028+0.00236689j -0.115083-0.001967j 0.285005+0.00066686j 0.0543089-0.00188791j -0.400597-0.00198489j -0.0686869-0.00191175j -0.045782-0.00261049j -0.0626016-6.3089e-05j 0.294246-0.000736868j -0.0645003-0.00196527j -0.018241+0.00116055j -0.166188-1.38635e-14j 0.128191+0.000177021j 0.0714837+0.00153365j 0.083224+0.00169878j -0.0828866-0.00109108j 0.171514+0.000539674j -0.11299-0.00217782j 0.032272-0.000825979j 0.198972+0.00158024j -0.180828+0.0013692j -0.128522+0.00516066j 0.0644098+0.00440596j 0.0857562-0.000111138j -0.0328904+0.00137734j 0.100905-0.00641844j 0.0579081+0.00156928j -0.0312717+0.0021055j 0.0184429-0.00665784j 0.0533774-0.00302568j -0.107891+0.00469251j -0.00216249-0.00509697j 0.0159321-0.00470534j 0.0843939+0.000906414j -0.0255254-0.000368308j 0.0431204-0.00979626j 0.135477-0.014278j -0.0163604-0.00801175j -0.0697965+0.000794074j 0.0319619+0.00567059j 0.00431968+0.00713752j -0.0595052+0.00023219j 0.0827548-0.00315126j 0.0355351-0.00688807j 0.0351896-0.00312028j -0.000294088-0.00830232j -0.0648528-0.0094264j -0.00963174+0.00681815j 0.00888476-0.000873473j -0.00200529-0.00390993j 0.044034+0.00864987j 0.00560004-0.00947977j -0.0246109-0.00264015j -0.01556-0.00398274j -0.0467819+0.00103981j -0.0165173+0.0060336j -0.00683816+0.00108306j 0.0548273-0.000176162j 0.000628678+0.00927941j -0.00047404+0.00723608j -0.00476312+0.00762674j 
-0.0273944+0.00208365j -0.0640585+0.00129958j 0.175203-0.00288941j -0.105667-0.00158296j -0.112913-0.00249313j -0.0821404+0.000212141j -0.0563531+0.00287052j -0.307322-0.00229487j 0.438961+0.00400844j 0.0597293-0.000256897j 0.0950975-0.00258818j 0.181779-0.00119298j -0.0714029+0.000304696j 0.271691+0.00159144j 0.133548+0.00334917j 0.00572218+2.90607e-05j 0.0136856-2.38079e-05j -0.207853-0.000225015j -0.142482-0.00213764j 0.125517+0.00036097j 0.00561157+0.000145316j 0.0716816+0.00289531j 0.128191-0.000177021j -0.0634092-8.98218e-15j -0.0243255-0.00146739j 0.162742-0.000725772j 0.0712348-0.000570763j -0.0148396+0.000193892j -0.0530039-0.00132642j 0.0498154+0.00323928j -0.353847-0.000570429j -0.108359-0.00442653j 0.0159958-0.00992777j -0.0670934+0.00379631j -0.0437197+0.00416522j 0.0740823+0.00242032j -0.0570992+0.0114466j 0.0412229-0.0076275j -0.0674539+0.0159014j -0.14792+8.13216e-06j -0.116609+0.0107165j -0.130877-0.00353372j 0.0345553-0.000833474j 0.0439799-0.0056426j 0.00844403+1.84438e-05j 0.0406977+0.00406762j -0.0107118+0.00802563j 0.00174995-0.00545041j -0.0703662-0.0018884j 0.0431763+0.00300767j -0.0703903+0.0139488j -0.0800087+0.00307041j 0.030725-0.00142722j -0.0288559-0.00257571j 0.0200628+0.00683639j 0.0459693+0.00991184j -0.0255775-0.00707547j 0.00540451-0.00595762j -0.0600693+0.00452512j -0.0374172-0.00417035j -0.0265669-0.00304934j -0.0265488-0.00476573j -0.00145933+0.00816662j -0.0216361-0.00205099j 0.0242374+0.00404359j 0.000984114+0.00136898j 0.0427843+0.00820535j 0.0249211-0.00340716j -0.0183233+0.00555716j -0.0493275-0.00333784j 0.00357104-0.0139361j 0.00440134+0.00391529j 
-0.0242633-0.000512059j 0.0354143-0.000373989j 0.0214947+0.00237411j 0.102272+0.000462382j -0.112334+0.00124419j -0.0383213+0.000315296j 0.254107-0.00128299j 0.196357+0.00159914j 0.261041+0.000489506j -0.145013-0.000562783j -0.098356+0.00343024j 0.518596+0.00299868j -0.10702+6.21473e-05j -0.274081-0.000522721j 0.0500206-0.00194555j -0.25203-0.00265852j -0.138484-0.00159892j -0.00937978-0.000342125j -0.0185491+0.000659123j 0.0899177-0.00123726j -0.108758-0.000540239j -0.112055-0.00252991j 0.0714837-0.00153365j -0.0243255+0.00146739j 0.0958681+1.23009e-14j -0.0975158+0.00221951j 0.0262389+0.000425602j -0.124564-0.00104161j 0.0923327+0.00291043j -0.0379339-0.00219417j 0.0379739-0.00261404j 0.165249+0.00121396j 0.085712+0.00137116j 0.000460418-0.00575843j -0.0745436+0.000355299j 0.00783225+0.000224664j -0.0685908-0.000384014j -0.142659+0.00487199j -0.160921-0.004293j 0.00632522-0.00709422j 0.124326+0.00450797j -0.0879487+0.00620671j 0.0614416-0.0100675j -0.0484228+0.00772323j -0.0770652+0.00111049j 0.00183178+0.00262282j 0.0881393+0.00139053j 0.0661072-0.00418663j -0.0277273-0.0158698j -0.0322537+0.0047161j 0.045892-0.00528999j 0.053837+0.00764141j -0.0127164-0.0028132j 0.0369353+0.00315705j -0.0135205-0.0138171j -0.0175158-0.00110479j 0.000549334+0.00438804j 0.0211166-0.00534598j 0.0173172-0.00206141j -0.0163964-0.00556987j -0.0110821+0.00566548j -0.0272954-0.00946648j 0.00549211-0.00113164j 0.0261854+0.00500379j -0.0141543-0.00220181j 0.0266325-0.00234409j -0.00851996-0.010876j -0.0103208+0.000796202j -0.0287964-0.00243929j 0.0255668-0.00417596j 0.000193667+0.00117686j 8.72782e-05-0.00899022j 
