-0.00395712-7.18869e-15j 0.0371483+1.90958e-06j -0.0280243+0.00176346j -0.000495995-0.00204216j -0.00372176+0.000747456j -0.0012045-0.000520078j -0.0025176+0.000113653j -0.00637235-0.00350767j -0.0189367-0.00131377j -0.0197595-0.00105392j -0.0156693-0.000419867j 0.014289+0.00114776j -0.0232099-0.000715482j -0.0160135-0.000268669j -0.0200226-0.000819967j 0.0120199-0.000938388j 0.0141512-0.00288721j -0.0421306+0.000250626j -0.00338979+0.0030551j -0.0248263-0.00110793j -0.0138941+0.00251469j 0.0205471-0.00133765j 0.0479222+0.00236694j -0.0273944-0.00208365j -0.0242633+0.000512059j 0.0499879-0.00198722j 0.0271907-0.000800575j 0.0440095-0.00150799j -0.0145839+0.00949219j 0.0562538-0.00697814j -0.296861+0.000760131j -0.140752+0.0163861j -0.0906215+0.0225786j -0.22587-0.00366324j -0.0649907+0.000412892j -0.0405264+0.000899563j 0.122227-0.00802947j -0.00504591+0.0160899j 0.00803424-0.0024933j 0.0187661+0.000417756j 0.0234971+0.00978142j -0.0528098+0.00193231j 0.0249454+0.00488279j 0.0224177-0.0044271j -0.0450112-0.000916283j -0.0136204-0.00398674j -0.00544272+0.00405414j -0.0459727+0.00507845j -0.00882857+0.000243357j 0.0361337+0.00357742j -0.030213+0.00318873j -0.0393112+0.00455487j 0.0237363+0.000427339j -0.0115559-0.0037439j 0.00296897+0.000106252j 0.0234859-0.00646801j -0.000188093-0.00167599j 0.00632902+0.00522458j -0.0113395+0.00191732j -0.0167219-0.00147273j -0.0229914+0.00249804j -0.0119492-0.0111476j -0.0104797+0.00134576j -0.014208+0.00056146j 0.0165896+0.000364509j -0.00894301+0.0125141j 0.0363867+0.00101111j 0.0403125-0.0117374j -0.0143131+0.0171933j -0.0906829-0.00578082j 0.0234662-0.0189182j 0.132589+0.0177836j 
0.0237363-0.000427339j 0.00549343+0.00397608j 0.00636916-0.00325436j -0.028478-0.00256973j 0.0207541-0.00117365j -0.0226949+0.00377991j -0.0133889+0.000485971j -0.0362869-0.00628314j -0.0108639-0.00792555j 0.0201841-0.00471134j -0.0472301-0.00270198j 0.0705526+0.0113504j 0.0331001+0.00103232j -0.0320516-0.00449953j -0.0150746+0.000974807j -0.0448091-0.00824362j 0.0240378+0.00522097j -0.0021228+0.00925485j 0.116668-0.00445445j 0.00748506+0.0085918j 0.00448886-0.00477383j -0.0342909-0.00157815j -0.0595052-0.00023219j 0.030725+0.00142722j -0.0127164+0.0028132j 0.00458594+0.000151041j -0.0464167+0.00614j 0.0447829-0.000747522j 0.00814113+0.00326664j -0.00380696-0.00145513j -0.00724912+0.000658146j -0.0306418+0.00221463j 0.0358386+0.00317567j -0.0109928-0.00234998j 0.0154215-0.000315645j 0.0131234+0.00241975j -0.00511411+0.000129707j 0.0227215+0.00336613j 0.00780552+0.000628072j -0.0104473+0.00055904j 0.00565738+0.00110728j 0.00138389-0.000649031j 0.00414613-0.000541743j -0.008664+1.69462e-05j 0.0053199+0.00202461j -0.00244806+0.000371119j 0.0184779+0.000796926j 0.00185643+0.000515517j 0.00925251+7.72542e-05j -0.00188275-0.000491438j 0.00693921+0.000458914j -0.00440413+0.000401111j 0.000304587+3.63099e-16j 0.00207081-0.000927969j 0.00231717-0.000419187j 0.00455172-3.14501e-05j -0.00114712-0.000221524j 0.0106487-0.00028738j -0.00684346+0.000338804j -0.00190286+0.000191929j -0.00851297+0.000805145j -0.005758+0.000425627j 0.00117324-0.000438754j -0.00175567-0.000473825j 0.00434031-2.66066e-05j 6.2654e-05+0.000349906j 0.0083839+3.5321e-05j -0.00121785-0.00159647j -0.00460545+0.00128857j -0.00932733-0.00115275j 0.00415605+0.0005498j 0.00955713-0.00085826j 
-0.0115559+0.0037439j -0.0271408-0.00288475j -0.00454642+0.00075107j -0.0110602+0.00252467j 0.0221476-0.00431489j 0.0233514+0.00454286j 0.0184804+0.00493397j 0.0764229+0.00888842j -0.0203981-0.00462527j 0.0109467-0.00570051j 0.00213084-0.00685992j -0.0354521+0.00203332j -0.102895-0.0117898j -0.0448149-0.00863009j 0.0412556-0.00174183j 0.0101792+0.00696844j -0.119466+0.00201298j -0.0977562+0.00281539j 0.0257781-0.00199719j 0.0287691+0.001123j -0.0148624-0.0078311j 0.0386228+0.0093644j 0.0827548+0.00315126j -0.0288559+0.00257571j 0.0369353-0.00315705j -0.0209829-0.0109175j 0.0269338+0.00661744j -0.0211069-0.00101091j -0.0264995-0.00292224j -0.0046511-0.00112335j 0.0278432+0.000936743j 0.0114602+0.00407718j -0.00922522+0.00151627j 0.000938826-0.000974321j -0.00594979-0.00281508j -0.0260529-0.00198009j 0.0122635+0.000643077j -0.0220148-0.00057467j -0.0102639-0.00287492j 0.00260592+3.47608e-05j 0.020803+0.00167891j -0.00408892+0.00060312j 0.00844048+0.000644404j -0.00113555-0.000174951j -0.00893477-0.00132291j -0.0104663-0.000167183j 0.000117707-0.00110455j 0.000182167+0.000596521j -2.54667e-05-0.00172222j 0.00506379+0.0021849j 0.00738912-0.00062808j 0.0107753-0.000728583j 0.00207081+0.000927969j -0.0119435-2.42536e-14j 0.00731484-0.000558415j 0.000475137+0.000240542j -0.00293213+0.00120129j -0.000473841-8.79345e-05j 0.000607105-0.000192368j 0.00205619+0.000872488j 0.00285501+0.00136506j 0.0103768-0.000551811j 0.00132055-0.00017174j -0.00288248+1.48544e-05j 0.00260521-0.000307679j -0.000335905+0.000966014j 0.0040553+0.00116571j 0.00520277-0.00045647j -0.00360104-0.000246629j 0.00775771+0.00112358j -0.00187853+0.000921971j 0.00133857-0.000605843j 
0.00296897-0.000106252j 0.00542952+0.00066181j -0.00554443+0.00403761j 0.0148411+0.00286503j -0.0408967+0.00295749j 0.00851956+0.00247209j -0.0155123+0.00295371j 0.00852691-0.00686538j 0.033599+0.00332249j 0.0223324+0.00499023j -0.0380793+0.00194505j 0.03351+0.00213848j -0.016972+0.00240399j 0.0437173-0.0036159j 0.0703157+0.00554304j 0.00947675+0.00300731j 0.0241378-0.00295319j 0.0296174-0.00890663j -0.0478192-0.00478226j 0.0299632+0.0173004j -0.0597222-0.00280312j 0.000419602+0.000587517j 0.0355351+0.00688807j 0.0200628-0.00683639j -0.0135205+0.0138171j -0.00896899-0.00537981j 0.0218158-0.00123921j -0.000615379+0.00519758j 0.00904211+0.0030031j -0.00695847+0.00114732j -0.00488833-0.00118243j 0.0149889-0.00253479j -0.0132587-0.000715195j -0.00155187+0.000875302j -0.018458+0.000690879j 0.0115466-0.00159589j -0.00807719-0.000988005j -0.0121526-0.00221363j -0.0169779-0.00187215j -0.013279-0.0014766j -0.0036268+0.00135407j -0.00202167-0.000271529j -0.00673095+0.000372326j 0.001306-0.00014953j 0.00599106-0.00145564j 0.00246803+0.00022888j -0.00912146+0.00122597j -0.00138194-0.000724671j -0.000624979-0.000809566j -0.00202326-0.0015776j -0.00887607-3.54558e-05j -0.00446909+0.000360876j 0.00231717+0.000419187j 0.00731484+0.000558415j 0.00731378-2.3267e-16j -0.00683472+0.000263565j 0.00357816-0.000198244j -0.000372464-2.16202e-05j 0.000992614+0.000643634j 0.00731811+0.000197474j -0.000430808-0.000289593j 0.00275334+0.0012065j -0.00470456+5.38237e-05j 8.07223e-05+0.000676708j -0.00932591+0.0013809j 0.00294591-0.000466114j -0.00176379+0.000827505j -0.00582789+0.00159255j 0.00373111-0.000550715j 0.00488721+2.91941e-05j -0.00101252+0.000321478j -0.00558693+0.000194556j 
0.0234859+0.00646801j -0.0183009+0.00368028j 0.0221416+0.00848939j 0.0229835+0.00218531j -0.0464277+0.00561762j -0.0831155-0.00587937j -0.0101604+0.00248419j 0.010073-0.00288074j -0.0277709+0.00352315j -0.0166544+0.00909116j -0.029466+0.00243809j 0.00542756+0.00155265j -0.0175701+0.00884514j 0.0926318+0.00516519j -0.00295857-0.00227904j -0.0618947+0.0104277j -0.0610553+0.00870359j 0.0737427+0.00916076j 0.0254215-0.00419833j 0.0694552+0.00263264j 0.0131572+0.00562275j 0.0758206-0.0108087j 0.0351896+0.00312028j 0.0459693-0.00991184j -0.0175158+0.00110479j 0.055364-0.005144j 0.017885+0.00150722j 0.0247762+0.00436185j -0.0180343+0.0120872j -0.0258564-0.00396225j -0.0199867-0.000540637j 0.00944075-0.0064134j 0.00299715+0.00572031j 0.0198827+0.00410443j -0.000982982+0.00647362j 0.0448642+0.000622623j -0.0192202-0.00247117j 0.00897557-0.00123556j 0.0070866+0.000783426j -0.00961965-0.00111981j -0.014987-0.0015188j -0.00208577-0.000973321j 0.00125031+6.30932e-05j -0.00138747+0.000879574j 0.0207501+0.00142949j 0.0038222+0.00108469j 0.00346972+0.00133622j -0.00207785-0.000797717j -0.00382218+0.00119565j -0.000280144-0.00194356j -0.00584593+0.00195267j 0.00517993+0.00198293j 0.00455172+3.14501e-05j 0.000475137-0.000240542j -0.00683472-0.000263565j -0.00535218+3.74267e-16j -0.00641809+0.000860342j 0.00967813-0.000614852j 0.00713491+0.000908696j -0.00213509-0.000155979j 0.000223775-0.00163075j -0.00333915+0.000274176j -0.00376699-0.00114837j -0.00428074+0.00192732j -0.0149783+0.00119138j 0.00734157-0.000657277j -0.00906954+0.000541126j -0.0115541+0.000141392j -0.000905141+0.000473467j -0.00130981-0.00321265j -0.00358917+0.000959088j 0.00514526+0.000955859j 
-0.000188093+0.00167599j -0.00200115-5.55374e-06j 0.00394635+0.000618019j 0.00525315+0.0038938j 0.00340163+0.00232261j -0.0458628+0.00207054j 0.0116539+0.00163363j -0.0406479+0.00880771j -0.099877-0.000328124j -0.0783232+0.000751029j 0.0602378+0.00404151j 0.044872-0.00105596j -0.0425433+0.00777543j 0.023504-0.00843128j 0.042208+0.00417292j -0.00673523-0.00721687j -0.142759-0.00636433j 0.0460626-0.000597688j 0.0733164+0.00456183j -0.027425-0.00318j -0.0132412+0.000352075j 0.00628676-0.00291179j -0.000294088+0.00830232j -0.0255775+0.00707547j 0.000549334-0.00438804j 0.0096589+0.0061745j -0.0150403+0.00163912j -0.0127037-0.00744832j -0.0131361+0.00600836j 0.00171274-0.00231622j 0.01722-0.00132977j -0.0124247-0.000121795j -0.0161449+0.00282449j -0.0117556+0.00102007j 0.00427933+0.00318197j 0.0180406-0.0017583j 0.00584157+0.000409832j 0.039564-0.000529989j 0.0204459+0.00169881j 0.0152145-4.33279e-06j 0.00765527-0.00144151j -0.0250777-0.000280075j 0.000724424+9.13349e-07j -0.013118-0.00144468j 0.0157474+0.00122443j -0.00946249-0.000202558j 0.00249121+0.000300502j 0.00322583+0.000422789j 0.000363762+0.000892953j -0.00412041+8.99391e-05j 0.0118306+0.00165537j 0.000556823+0.00113224j -0.00114712+0.000221524j -0.00293213-0.00120129j 0.00357816+0.000198244j -0.00641809-0.000860342j -0.0090718+3.06829e-17j -0.000213595+0.00024581j -0.00470566+0.000673374j -0.00333208-0.000189098j 0.00158317-0.000842452j -0.000472136+0.000422693j 0.00638553-0.00123469j -0.00952044+0.000101873j 0.00018558-0.00049626j -0.0107587+0.000759656j 0.00267315-0.00122775j -0.0077192-0.00123781j 0.00622036+0.000573877j -0.0141753-0.00217842j 0.00483416-0.000459583j 0.00600648+0.000565305j 
0.00632902-0.00522458j 0.01653+0.00255969j 0.014464-0.00510159j -0.0245204-0.00602674j 0.00563145-0.00763414j 0.000456163-0.0158358j 0.029669-0.00708037j 0.00587594+0.00605385j 0.018558-0.00262938j 0.0337134-0.00306872j 0.0316693+0.000918581j 0.0385612-0.00514412j 0.00282121+0.00403038j -0.0675918-0.00927409j -0.143256+0.00277194j -0.0626032+0.00363084j 0.00631596+0.00632432j -0.0141795+0.00610393j -0.00860585-0.00476743j -0.0216277+0.00945852j 0.0215944-0.00169687j -0.00773785-0.00770226j -0.0648528+0.0094264j 0.00540451+0.00595762j 0.0211166+0.00534598j -0.000507407+0.00261026j -0.0451914+0.00940824j 0.0118113-0.00318251j 0.0166329-0.00118136j 0.00927042+0.0030783j -0.00746116-0.000507641j -0.0219113+0.00163396j 0.0299251-0.00106156j -0.0025818-0.00438848j 0.0164133-0.00204179j -0.00907016+0.00793426j 0.0128697+0.00205838j -0.00744149+0.00146226j 0.00506108+0.00070476j -0.00382729+0.00143344j 0.00837946-0.000497647j -0.000320846+0.000677772j 0.00325427-0.000448121j -0.0115172+0.000544927j -0.00986115+0.000748043j -0.00389119+0.000518153j -0.0028048+8.62357e-05j -0.000823657-0.000209018j -0.00640717-0.000968266j -0.00478825+0.000149918j -0.00215865-0.000783742j -0.00106294-0.000967824j 0.0106487+0.00028738j -0.000473841+8.79345e-05j -0.000372464+2.16202e-05j 0.00967813+0.000614852j -0.000213595-0.00024581j 0.00409881-1.72193e-15j -0.00536669+8.97571e-05j -0.00338003-2.11533e-05j -0.00546239+0.00147798j -0.00341227-0.00135672j -0.000509713+0.000385742j 0.00339203-0.000706726j 0.0138888-0.000656243j 0.000799327-0.000232945j 0.000222428+0.000151894j 0.0133451-0.00245j -0.00699054+0.00179373j -0.00641256+0.00146317j 0.0050545-0.00116875j 0.00321551-0.000805212j 
-0.0113395-0.00191732j 0.00969304-0.00114026j -0.0199832+0.00157273j -0.0124457+0.00340272j -0.0506933-0.00188884j 0.0326748+0.00189828j -0.025256-0.0133457j 0.0746199+0.00364005j 0.014555-0.00106319j -0.0379681-0.0121277j -0.0186863+0.00363468j 0.0124294+0.00240121j -0.155324-0.00436796j -0.00172518-0.00228263j -0.0506422-0.000310936j 0.0460021+0.00466093j 0.00986561+0.0129637j -0.0225685-0.00470571j 0.0613575-0.0102101j -0.0280092+0.00327016j 0.0258321+0.00410434j 0.0274273-0.0125029j -0.00963174-0.00681815j -0.0600693-0.00452512j 0.0173172+0.00206141j -0.0448984+0.00497067j -0.00444818+0.0011286j -0.0280251+0.00112979j 0.000602553-0.00415384j -0.00110666+0.00488318j 0.0412245-0.00518377j 0.00673669+0.00405634j -0.0302508-0.00179656j -0.0215386-0.000577742j -0.022345+6.82671e-05j -0.00658013-0.00152491j 0.0394449+0.00445363j -0.00109137-0.000212065j -0.0164549-0.00224975j 0.0297479+0.00156497j 0.0197705+0.00171962j -0.0108964-0.000468105j 0.00196191+0.000943236j -0.00442127+0.00118531j -0.00383504-0.00238226j -0.0136703-0.000318006j 0.00759994-4.19925e-05j -0.00320853-0.0020585j 0.00053776+0.000572604j -0.00300399+0.000949583j -0.00548144-0.00133796j 0.000926645-0.000504114j -0.00684346-0.000338804j 0.000607105+0.000192368j 0.000992614-0.000643634j 0.00713491-0.000908696j -0.00470566-0.000673374j -0.00536669-8.97571e-05j -0.00386667+1.27285e-16j -0.00113002+0.000140516j 0.002033+0.00111918j 0.00907572-0.000988181j 0.00955737-0.000404605j -0.00492238+2.08635e-05j 0.00295595+0.0012022j -0.0141978+0.00126649j 0.00892196-0.000207513j 0.00277415+0.000397781j 0.00520516+7.03614e-05j -0.00171393+0.0020023j 0.00648665-0.000856745j -0.00470379-0.000973587j 
-0.0167219+0.00147273j -0.00636795-0.00401191j 0.00908064+0.00580749j 0.014693+0.00651045j -0.0069197+0.00286436j -0.0309908-0.00265604j -0.0250135-0.00483489j 0.054301+0.0121686j 0.0021075+0.00116964j -0.0638466-0.00281431j 0.0807664-0.00023061j 0.00888064+0.0137303j -0.0190516-0.00346401j 0.0172383+0.00206775j 0.0123081-0.00955588j 0.0270282-0.016253j -0.0179749+0.00065509j -0.026098+0.00366192j 0.00280042+0.0028866j -0.0671016+0.0148549j 0.0156452+0.000913454j 0.00780777-0.000816636j 0.00888476+0.000873473j -0.0374172+0.00417035j -0.0163964+0.00556987j -0.00524247+0.01026j 0.0127672+0.00479492j -0.0288477-0.000562455j -0.0149951-0.00104386j -0.000447169-0.000581589j 0.0108824-0.00263025j 0.0139713-0.00132907j -0.0179893-0.000656301j 0.0136674+0.00521569j 0.00635366+0.00374045j 0.015262-0.000622277j 0.0214401+0.002834j -0.00991488-0.0029596j 0.00991438+0.000590744j 0.0132945-0.00071722j -0.00207697+0.000149496j -0.00545149-0.00127498j 0.0108878-0.000920359j -0.00128799+0.000790075j -0.00128054+0.000578756j 0.00295303+0.00072711j 0.000900275+0.00134336j 0.00630758-8.00236e-07j 0.00991007+0.00084855j -0.008296-0.000248904j -0.00427392-0.000429896j 0.00565397+1.94038e-05j -0.00190286-0.000191929j 0.00205619-0.000872488j 0.00731811-0.000197474j -0.00213509+0.000155979j -0.00333208+0.000189098j -0.00338003+2.11533e-05j -0.00113002-0.000140516j -0.000290731+1.67618e-16j -0.000449317+0.000148969j 0.00371722+1.21558e-05j 0.00411246-0.00154868j -0.00123109+0.000357976j -0.00698105+0.000436548j -0.00490385+0.00123803j -0.00507083-0.001262j -0.00373088+4.73054e-05j 0.00554112-3.41848e-05j 0.00247367-0.000208689j -0.00206002-0.000436392j -0.00463921+0.000699611j 
-0.0229914-0.00249804j 0.00502148-0.00630314j 0.0253321+0.00516176j 0.0412305+0.00648378j 0.0552151+0.00938104j -0.0064689+0.00416247j -0.02568-0.00211436j 0.0500664+0.0133586j 0.0284124-0.0146644j 0.0508356-0.00671547j 0.0772706+0.00755819j 0.00542234-0.00821017j 0.0225728+0.00583199j 0.0638603-0.00518096j -0.00163072+0.00158127j 0.0124401+0.00319332j 0.0434607-0.00163724j -0.0608505+0.00980101j -0.0178381+0.00608685j -0.0517083-0.00667456j -0.0092235+0.00524033j 0.0339164-0.0027831j -0.00200529+0.00390993j -0.0265669+0.00304934j -0.0110821-0.00566548j -0.0124392+0.00780716j 0.00842578+0.0074018j -0.0336319-0.00559128j 0.00624278-0.00254546j 0.0119345-0.00019242j -0.0183857-0.000201457j 0.015909-0.00344223j -0.00224753-0.0049473j 0.0378374+0.00582468j 0.0281869+0.0028159j -0.010405-0.00320857j 0.00610512+0.00268428j -0.0367474-0.00261317j 0.011806+0.00358728j -0.013037+0.00161348j -0.00133676-0.00258686j 0.00621853-0.000396519j -0.00736412-0.00159081j 0.00214703+0.00102394j -0.00113848+0.00261763j 0.0102403+0.00055638j 0.00333924-0.00052898j -0.00187102-0.000153874j -0.000243845-0.000265028j -0.0114212+0.000490324j 0.00274891-0.000521725j 0.0109662+9.03928e-05j -0.00851297-0.000805145j 0.00285501-0.00136506j -0.000430808+0.000289593j 0.000223775+0.00163075j 0.00158317+0.000842452j -0.00546239-0.00147798j 0.002033-0.00111918j -0.000449317-0.000148969j -0.00891058+4.18502e-16j 0.0114235-0.000145902j -0.00364012-0.00148603j 0.0111388-0.000202412j -0.0102391-0.000259366j 0.00655844+0.000210316j -0.00780825-0.00214991j 0.00183756-8.84966e-05j 0.000196337+0.000708119j 0.010432+0.000463042j -0.00719448-0.000618446j -0.00901573+0.000228643j 
-0.0119492+0.0111476j -0.0368403-0.00183522j -0.0305876+0.00540363j -0.0172678-0.00448722j -0.0164179-0.0018433j -0.0434744-0.00603025j 0.00950525-0.00106304j 0.0467957-0.000760768j 0.0257076-0.0042347j -0.082551+0.00336831j -0.0581699+0.00305465j -0.0545547-0.000963508j 0.0140621+0.00206577j 0.029559-0.0168091j 0.00178129-0.0100196j 0.0769035-0.00534679j 0.0324515+0.000999115j 0.0421727-0.00549978j -0.00365542+0.00395797j -0.00307004-0.00300932j 0.0702947-0.00326281j -0.00306702-0.00951628j 0.044034-0.00864987j -0.0265488+0.00476573j -0.0272954+0.00946648j 0.0201829+0.00100025j 0.0504204-0.0132021j -0.000643859+0.0128743j -0.0431648-0.00481508j -0.0168287-0.00345485j 0.0233878+0.00233151j 0.0193735-0.000406066j -0.0142974+0.00697558j -0.0100642+0.00578143j -0.0221274+0.00234282j 0.0218604-0.00113037j -0.00897626-0.00040351j 0.00267006+2.89404e-05j -0.00242499-0.000237613j 0.000832317+0.00124992j 0.00376371+0.0022844j 0.00382817+0.00404985j 0.00267804-5.57889e-05j -0.0111193-0.00239577j -0.00461124-0.00216883j 0.00142971+0.00115065j 0.005761+0.00143515j 0.00698891-0.00153222j -0.00284982+0.0012399j 0.00822036-0.00121685j -0.00167946+0.000382766j 0.00182626+0.000821806j -0.005758-0.000425627j 0.0103768+0.000551811j 0.00275334-0.0012065j -0.00333915-0.000274176j -0.000472136-0.000422693j -0.00341227+0.00135672j 0.00907572+0.000988181j 0.00371722-1.21558e-05j 0.0114235+0.000145902j -0.0148035+4.7358e-15j 0.00930491-0.000163965j -0.00505008+0.000967187j -0.00926611+0.00183194j -0.00374435+0.00106015j -0.00250766-0.00025149j -0.0120642+0.00274624j 0.00419477-0.00280589j 0.00834508-0.000964572j -0.00809804+0.00154832j 0.00126369+0.00125041j 
-0.0104797-0.00134576j 0.00800612-0.00358232j -0.00241002+0.00221441j -0.0111997-0.0101465j 0.0731217+0.00505843j 0.0194219-0.003707j 0.0789164+0.00345875j 0.0120027+0.0180905j 0.0765361+0.00959896j 0.0755439-0.00928296j -0.0433629-0.00913937j 0.0370227+0.00448525j 0.0139865-0.0106641j 0.067532-0.0129485j 0.0211712-0.00306945j -0.0114892+0.00924867j 0.0298255+0.00359271j -0.0187433+0.00432895j -0.0292769-0.00402042j 0.0335716+0.0078383j -0.0220187+0.00964351j 0.0317387-0.00858928j 0.00560004+0.00947977j -0.00145933-0.00816662j 0.00549211+0.00113164j -0.00695886-0.00536046j 0.00159848+0.000338599j -0.0139981-3.52524e-06j 0.00957331-0.00241369j 0.0189927+0.00188092j -0.0107273+0.00526537j -0.00828202-0.00347417j 0.0217946+0.00138755j -0.00337779-0.000289313j 0.00830677-0.00126992j -0.028062+0.00182058j -0.0359555-0.00032487j -0.025657-0.00301331j -0.00479113-0.00519302j -0.00672698+0.0027065j -0.00573449+0.00102251j 0.0116914+0.000128741j -0.000243404+0.00118473j -0.00712795+0.000286835j 0.00041952+0.00122694j -0.00566035+0.000228928j -0.00273552-0.000112921j -0.00332088+0.000112247j 0.00515428+0.000286421j -0.0067769-0.00121042j 0.00495521-0.000989934j 0.00224402+0.000105965j 0.00117324+0.000438754j 0.00132055+0.00017174j -0.00470456-5.38237e-05j -0.00376699+0.00114837j 0.00638553+0.00123469j -0.000509713-0.000385742j 0.00955737+0.000404605j 0.00411246+0.00154868j -0.00364012+0.00148603j 0.00930491+0.000163965j -0.00369747+4.17418e-17j 0.00973319-0.000585341j -0.00555848+0.000892433j 0.00727492-0.00121728j 0.00240815+0.000145629j 0.000288223+0.000183279j -0.00290796+0.000189738j 0.00658985+0.0010975j -0.00523862+0.000230567j -0.00318668-0.000355481j 
-0.014208-0.00056146j 0.00933183-0.00475299j -0.017442+0.00380303j -0.0815388+0.00234886j 0.0114611-0.00544199j 0.000774365-0.00220849j -0.052873+0.00340622j -0.0506179-0.00800893j 0.0133671+0.00116546j -0.104387-0.0026693j 0.0106827-0.0105057j 0.0777544-0.0124118j -0.0352554-0.000205992j 0.0423596-0.000948463j 0.0311363+0.00348112j -0.0679789+0.0101205j -0.0421728+0.00223902j -0.0139203+0.0128148j -0.0011172-0.000636672j 0.0114516+0.000996826j -0.0129996+0.0101346j -0.0250176-0.00220161j -0.0246109+0.00264015j -0.0216361+0.00205099j 0.0261854-0.00500379j 0.00700489-0.000236307j -0.0163474+0.00327532j -0.0181619+0.00202805j -0.0230958-0.00304793j 0.0189191+0.00468984j 0.041796-0.00154003j -0.0303282+0.0010659j 0.000470968+0.000318669j -0.046326+0.00120398j -0.00245399-0.00175436j 0.0356664+0.00131796j 0.0197336-0.00302078j 0.0378922+0.00278448j 0.00964866-0.00357102j 0.0135354+0.0025483j 0.0109676+0.000526982j 0.00361689+0.00103139j -0.004813+5.65175e-05j 4.08486e-06+0.00160152j -0.00279095+0.00114893j -0.00262812+0.00027408j -0.00404845-0.000220578j -0.00940307-0.000782191j 0.00615733+0.00153616j -0.00283857-0.000820893j -0.00807117+0.00025879j -0.00456081+0.000812776j -0.00175567+0.000473825j -0.00288248-1.48544e-05j 8.07223e-05-0.000676708j -0.00428074-0.00192732j -0.00952044-0.000101873j 0.00339203+0.000706726j -0.00492238-2.08635e-05j -0.00123109-0.000357976j 0.0111388+0.000202412j -0.00505008-0.000967187j 0.00973319+0.000585341j -0.0140723-9.70361e-18j 0.00381619-0.000524887j -0.0177329-0.000105912j 0.00162392+0.000389131j -0.0125322-0.000946354j 0.0175882-0.000767499j -0.0159301-0.000337897j 0.00828674-0.000405903j -0.000695159+0.00181028j 
0.0165896-0.000364509j -0.00875773+0.000761967j 0.0823956+0.0206027j -0.09677+0.00469253j 0.0777019+0.00511719j -0.064975-0.00631388j 0.00249251-0.0126877j -0.0605607-0.0020853j -0.0131912-0.0044303j 0.0651063-0.00941242j 0.0400892+0.0115838j -0.0410143+0.00619665j 0.0514325-0.00462639j 0.0522911+0.00113817j 0.0203127-0.00197573j 0.0215277-0.00587761j -0.00480005-0.0108919j 0.00990653+0.00154061j -0.00712076+0.0101525j 0.00422459+0.000538103j -0.00530367+0.00690366j 0.0203884-0.00477683j -0.01556+0.00398274j 0.0242374-0.00404359j -0.0141543+0.00220181j 0.0255242-0.00105671j -0.0183446+0.00196721j 0.0255071-0.00374819j -0.0166124+0.00544144j 0.0281469+0.00144909j -0.0265263-0.00111975j -0.0531202-0.00322946j 0.0822526+0.00501323j 0.00452372+0.00917597j 0.0314036+0.00587053j 0.0126669+0.00547467j -0.0256845+0.000855392j 0.00680535+0.00618551j -0.00710427+7.36002e-05j 0.0037078-0.000450713j 0.00838969+7.57868e-05j -0.00338029-0.00260086j 0.00447365-0.000882011j 0.00534503+0.00173495j -0.0107511+0.00379415j -0.00301183+0.000406787j -0.000746144+0.00107936j -0.00491238+0.00172243j 8.60442e-05-0.000922638j -0.0102391-0.0018787j 0.0125762+0.00166211j 0.00805083+0.0022947j 0.00434031+2.66066e-05j 0.00260521+0.000307679j -0.00932591-0.0013809j -0.0149783-0.00119138j 0.00018558+0.00049626j 0.0138888+0.000656243j 0.00295595-0.0012022j -0.00698105-0.000436548j -0.0102391+0.000259366j -0.00926611-0.00183194j -0.00555848-0.000892433j 0.00381619+0.000524887j -0.00682913-4.8247e-17j 0.00932874-0.000488327j -0.000712112-0.00288127j -0.0101685-0.00200733j -0.00110402+0.00204502j -0.00968482-0.00340924j 0.000681735+0.000362824j 0.0095421+0.00119038j 
