-0.0001914-5.45779e-14j 0.0253219-3.00455e-06j 0.0271192+0.00178081j -0.00660573-0.00225291j -0.00964349-0.000556959j -0.0121673-0.000680223j -0.00336112-0.00358304j 0.01176-0.000917761j -0.0152288-0.00126664j 0.0127939+0.00149776j -0.00146536+0.00048318j 0.00402563+0.000904462j 0.00585119+0.00264427j -0.00384925-0.00101571j 0.00640834-0.00206199j 0.00511994-0.00112162j 0.0020576-0.00129568j 0.0137792+0.000671579j 0.00521989+0.00159172j -0.000554417+0.00299622j 0.000847107-0.000626223j -0.00442301+0.000858436j 0.0102711+0.000666534j 0.00516311-0.000511984j 0.00272455+0.000178141j -0.0285128-0.00277432j -0.012499-0.000782035j -0.000631179-0.000232654j 0.008072+0.00129364j 0.0132248+0.000254096j -0.00118895-0.00165839j -0.00568165+0.00105436j 0.00415829+0.0022313j -0.0222452-2.6901e-05j 0.00157724-0.000270842j -0.00227935-0.00165795j -0.000456516+0.00537247j -0.00337858+0.00146686j 0.0348364+0.000350298j -0.00381393+0.000605087j 0.0215619+0.00124428j -0.0206762-0.00503925j -0.0156888+0.00887759j -0.0561642-0.00203477j 0.0716575-0.00587169j 0.10609+0.0080874j 0.0912821+0.00494739j -0.03241-0.00531278j 0.105444+0.0180275j -0.0350287+0.0209948j -0.164897+0.00150406j 0.012457-0.00101973j -0.107152-0.00567651j -0.0149688+0.00785217j 0.0979822-0.00121598j -0.0823399-0.0176031j -0.00637827+0.00396812j 0.00163409-0.00855906j -0.00170428+0.00388607j 0.0358373+0.00254027j -0.0284436+0.0104524j 0.00379946+0.00756077j -0.00685355-0.00328321j -0.0484855-0.00724074j -0.0243166+0.00651602j -0.0295258-0.000703872j 0.0034657-0.00404315j -0.0388597-0.00692995j -0.0105114-0.00617275j -0.0343971+0.00265072j 0.020715-0.00235765j -0.0405033+0.000999043j 0.0258331+0.00502217j 0.0165212-0.000846746j 0.0269008+0.000586888j 0.00763304+0.00194604j -0.0246884+0.00778074j 0.0229748+0.00259658j 0.0265776+0.00501904j -0.0210417-0.00299391j -0.00439451+0.00016211j -0.0109822+0.00137737j 0.0172993+0.00327152j -0.0134958+0.00246573j 0.00270872+0.00555359j -0.0100381-0.00221018j 0.0262413-0.00422023j -0.0109791-0.00893927j 0.00059014+0.00456089j 0.0190335-0.0028527j 0.0158665-0.000904246j 0.0106965+0.0128553j -0.0294692+0.00331291j -0.0287074-0.0111728j 0.0155276+0.0157491j 0.0818896-0.00569816j -0.0133948-0.0149787j -0.13307+0.0151664j 
0.00415829-0.0022313j -0.00384868-0.00110387j -0.026534-0.00211991j -0.0146559-0.000954327j 0.111459+0.00174751j -0.0746356-0.000910019j 0.016025-0.00108908j -0.0304504-0.00162363j -0.0858821+0.00216736j 0.093212-0.0037433j -0.187285+0.00275687j -0.245353+0.00164j -0.186571-0.00134745j -0.0371794-0.00112155j -0.257895-0.00122373j -0.0546909-0.00141432j 0.0782325-0.000925372j 0.0456713-0.000828593j -0.32071+0.0013484j -0.162352+0.00228559j 0.185866-0.002848j 0.203167-0.00116951j -0.221174-0.000540965j -0.173475-0.00128645j -0.0364955+0.00106463j 0.0914758+0.000777615j 0.318079-0.00289646j -0.15329+0.000127174j -0.0141911+9.01584e-05j 0.173728-0.00159297j -0.12869-0.0018544j -0.083826+0.000402584j 0.0213641-5.86369e-15j 0.0568929+0.001206j -0.0613684-0.000597766j -0.087692+0.00264713j -0.00591861-1.89227e-05j 0.0630989-0.0013441j 0.0149213+1.80666e-05j 0.0109755-1.27397e-05j 0.0160797-0.00307283j 0.0349776-0.00167303j 0.0295923-0.00265281j -0.0279733-0.00110648j -0.0434926-0.00813606j -0.0160904+0.00136737j -0.0989101+0.00050491j 0.0879586-2.51814e-06j -0.00285424+0.00379649j 0.0268662+0.0050809j 0.0259874+0.000435607j 0.00340283-0.00396172j -0.0219048-0.00165953j 0.0277072-0.00541664j -0.108991+0.00466023j 0.182716+0.00240336j 0.072352+0.00810073j 0.0262284+0.00264504j -0.0434812-0.0053525j -0.0950039-0.00930907j -0.0635236-0.004481j -0.0734236-0.0011615j 0.0136529+0.00706693j 0.0847321+0.00140419j 0.0891054+0.00467302j 0.0644572+0.00367825j -0.058679-0.00840415j 0.0618405-0.000314408j -0.0308422+0.00746717j 0.126511+0.00104333j -0.0211941-0.00350085j 0.081341+0.00412603j 0.00729073+0.00297485j -0.0190331-0.00906779j -0.03443+0.00849448j 0.0448667+0.000923518j 0.0524233-0.0130326j 0.00302158+0.00288449j -0.00588091+0.000699744j 0.0435063+0.00285164j 0.0208044+0.00475248j 0.00986126-0.0046987j 0.00686709-0.00622824j -0.00397648-0.0076701j 3.02602e-05+0.00491388j -0.00738044+0.00382324j -0.010558-0.00113106j 0.00617027+0.00354352j -0.0139012-0.00817484j -0.0163187+0.00165732j 0.00210058+0.00278447j -0.00161189-0.00539491j 0.0127147-0.00280756j 0.0224083+0.0014556j -0.00338882-0.00751777j -0.0349285+0.00166171j -0.00458347+0.0116123j -0.0126278-0.00726605j 
-0.0222452+2.6901e-05j -0.00930978+0.00162212j -0.00578965+0.00154052j 0.0692483+5.25296e-05j -0.0732342+6.60853e-05j 0.221953+0.00154705j -0.233951+0.00125741j -0.000842739+0.000115731j -0.223551-0.00272727j 0.0806431-0.00237648j 0.223933-0.00235802j -0.150042+0.00277764j 0.138221-0.00273165j 0.0803216-0.000853795j -0.0721573-0.00169332j 0.00620699-0.00220223j 0.133326+0.00324661j -0.10169+0.00392371j 0.0187194+0.0015822j 0.0559183-0.00118642j 0.303986-0.000948809j -0.246989+0.00237388j -0.042746+2.95846e-05j -0.137975+0.00311916j 0.0824811-0.00143998j -0.0147746-1.41566e-05j -0.0237792+0.00017311j 0.0628137+2.37549e-05j -0.239623+0.00156271j -0.0130913+0.00222568j 0.0170408-0.00304125j 0.115479-0.00219475j 0.0568929-0.001206j 0.0380221+2.84213e-15j -0.03173+0.000934419j 0.0272541-0.00175994j -0.0630244-0.00151416j 0.0332058-0.000858109j 0.00557854-0.00201781j 0.208046-0.00598837j 0.07596+0.00035563j 0.0230239-0.00127006j -0.3381+0.00043411j -0.0698614+0.00268841j -0.0369091+0.00201941j -0.093446-0.0019811j 0.00758261+0.00856917j 0.0189497-0.00419415j -0.0730431+0.00478283j -0.012541-0.00189268j -0.0712568-0.000445079j -0.112875-0.0173794j 0.0207823-0.000834687j 0.120147-0.00664341j -0.0476629-0.00134864j 0.0215247+0.0017355j 0.117362-0.00124986j -0.0377303+0.00504481j 0.06365+0.00769826j -0.0111151-0.00209172j 0.0480406+0.0089794j -0.0707821+0.00109536j 0.01928+0.00464077j -0.0208274+0.005011j -0.0270632-0.00551698j -0.071747-0.0127072j -0.0920321-0.00425935j -0.0550196-0.00533195j -0.0208837-0.00536805j -0.0137064-0.00890394j 0.0149023-0.00360559j 0.00356675+0.00684342j -0.0372142-0.00382517j 0.0526154-0.00311646j -0.0284793+0.002534j 0.0357782-0.00715881j 0.00576588+0.00173131j -0.0345941-0.0116282j -0.0403113-0.00108987j -0.0108756+0.00060754j 0.0310196-0.00720744j -0.0361812-0.0109237j -0.0224609+0.00465078j 0.0031655+0.00443225j -0.00432296+0.00406865j -0.0277622+0.000751907j 0.0181716-0.00259625j 0.00788336-0.00361678j 0.0254388-0.00665807j -0.0546628-0.00385381j 0.0387791-0.00130589j -0.03954-0.00345301j 0.0108754-0.00552578j -0.0259383-0.00387031j 0.00836793+0.00193546j -0.0152644+0.00809501j -0.00835101+0.0017542j -0.00704569-0.000549011j 
0.00157724+0.000270842j 0.00273666+0.00187745j 0.036958+0.0024584j -0.0324826-0.00023178j -0.00930321-0.0030535j -0.135049-0.00126386j -0.0458665-0.00107072j -0.0119787+0.00205425j 0.0121778-0.00183223j -0.250058+0.00462547j 0.108821-0.00349975j 0.140884-0.000256003j 0.160824+0.00217242j 0.136399-0.00086009j -0.25327+0.00460341j 0.032239+0.000689978j 0.00786808-0.000129902j 0.305203-0.00125499j 0.345492-0.00144277j -0.05909+0.000484591j 0.233794-0.000181785j 0.242367-0.00268545j -0.154984+0.0024898j -0.0222113+0.00139357j 0.0502087-0.000882679j -0.0916964-0.00175864j 0.0991151-0.000202309j -0.164227+0.000242775j -0.116623+0.000326682j 0.209199-0.00141347j -0.0317163+0.00281817j 0.0724878+0.0010236j -0.0613684+0.000597766j -0.03173-0.000934419j -0.0561867-1.82914e-14j -0.0299791-0.00132986j -0.079017-0.000416537j -0.0265209-0.000319574j 0.022829+0.00171833j -0.119525-0.000364933j 0.0563315+0.00259129j 0.0232739-0.000389498j -0.0697467+0.0030024j 0.0713799+0.00154611j 0.000833957+0.00730311j 0.0429116+0.00602799j 0.0169394+0.00189302j -0.0712576-0.00161841j 0.0548662-0.00536231j 0.0419831-0.0048801j 0.00515713-0.00586139j 0.116118+0.00253482j 0.0724381+0.00863873j 0.0403641+0.00731481j 0.0628864-0.00464134j -0.23807-0.00451635j 0.0533288+0.00484861j -0.088485-0.00690763j 0.0398026-0.00402274j -0.0320245+0.00329628j -0.0737953-0.00630287j 0.0711876+0.00183219j -0.0231449-0.00286326j -0.0840715+0.00127402j 0.0971339+0.0100205j 0.00840166-0.00230541j -0.0227906+0.00112968j -0.0501505+0.00447066j -0.0162629-0.00147625j 0.0089926-0.00608934j 0.0179651-1.28126e-05j -0.0683135-0.000552229j 0.0580952-9.44306e-05j 0.0196189+0.0097317j 0.0185311-0.00686991j 0.0121496+0.00776187j -0.0391455+0.00990188j 0.0403185-0.00064931j 0.0277171-0.000729872j 0.00232212-0.00728043j 0.0039461-0.00335271j 0.0152015+0.00374837j 0.00364335-0.0064345j 0.00852568+0.0037362j 0.011898-0.00485597j 0.00572865+0.00128897j 0.0112188-0.00110733j -0.024471-0.0013791j 0.0183868+0.0067081j -0.00157295-0.00285471j -0.0181537-0.0055526j 0.0027835+0.00149128j 0.0011286+0.00629868j -0.0244564+0.00244784j -0.0239108+0.00906489j 0.0229945+0.00344558j 0.0140981-0.00281044j 0.00303477+0.0127863j 
-0.00227935+0.00165795j 0.00456394-0.00103822j -0.0226213-0.00136713j 0.0390065+0.00165193j -0.0651707+0.00219518j 0.113637+0.0027319j 0.0878864+0.00247099j 0.0918458-0.00187346j 0.0614699+0.000734213j 0.267857-0.00316081j 0.255991+0.00169981j -0.00181957-0.000903506j 0.024179-0.00133909j 0.360652-0.000307627j 0.287585-0.00343442j 0.141007+0.000476569j -0.261077-0.00126526j 0.0616849-0.00106921j -0.0836338+0.000875088j 0.0712426-0.000219375j 0.190715-0.000545882j 0.187237+0.000108259j -0.141564-0.00125251j 0.094294-0.00160745j 0.0752647-0.000338652j -0.165479+0.00145226j 0.166005-0.000397695j -0.174392+0.00180241j 0.0458696-0.000665639j 0.0643703+0.00101006j 0.0751862+0.000953467j 0.0576794-4.95937e-05j -0.087692-0.00264713j 0.0272541+0.00175994j -0.0299791+0.00132986j -0.064852+7.79108e-16j 0.0756375+0.00229602j -0.0491211+0.000589534j -0.0645138-0.000645258j 0.0383693+0.00157379j -0.0984828-0.00120888j -0.0674075+0.00190835j 0.121861-0.000149274j 0.0162605-0.00166315j -0.00314334-0.00206673j -0.0234039-0.0080078j 0.0486231-0.00391005j -0.0256417+0.00369243j -0.0519267+0.00429481j -0.0397326+0.001385j -0.0346898+0.00528961j -0.230442-0.00345932j 0.0495914-0.00790735j -0.000490121-0.00122128j 0.170369+0.000844214j 0.0618344+0.000816287j -0.0299037-0.00940402j 0.0513233+0.0081612j -0.0527321+0.00390645j 0.00337026+0.00327606j -0.00913531+0.00615067j -0.0673061-0.00224554j 0.073761-0.00547922j 0.0831262-0.000959088j -0.0167658-0.00659043j 0.000991119+0.00829556j -0.0297022+0.00128123j 0.00722192-0.0027588j 0.062031-0.00524547j -0.00858202-0.00308445j -0.0247376+0.0112724j -0.0179354+0.00387792j -0.00464996-0.000807685j -0.00219502-0.00897327j 0.0231772-0.00148663j 0.00563002-0.00539486j -0.0230491-0.00245891j -0.0294115+0.00440366j -0.0201543-0.000504048j 0.00411257-0.000771567j -0.00241835+0.000478537j -0.00712814-0.00236226j -0.0249984+0.0135623j -0.00298743+0.000659373j 0.00510135-0.00167942j 0.0166165-0.000987106j -0.0111123+0.000659685j 0.011291+0.00352939j -0.0111937-0.00194371j 0.0259734+0.00218798j -0.00867749+0.00460294j 0.0102117+0.0038054j -0.006319-0.00276343j 0.0151946-0.000251115j 0.0193552-0.00407779j -0.00172417-0.00657586j -0.0053267-0.00339821j 0.00560853-0.00688781j 
-0.000456516-0.00537247j -0.0193754+3.59853e-05j -0.0423942-0.00116409j -0.0950446-0.00639269j 0.188847-0.00524019j -0.0416307-0.00651181j 0.168968-0.00483638j -0.302594+0.00136693j 0.431484+0.00245379j 0.0174758+0.00282966j -0.0304191-0.000153612j -0.085469+0.00179931j 0.0695273+0.000626021j 0.162984+0.00256192j -0.0267637+0.00496084j 0.0794995+0.000611769j -0.123002+0.00335829j -0.19967+0.00137299j -0.0281981+0.00459528j -0.0329015+0.00121772j 0.0810922+0.00164547j -0.172054+0.00314389j 0.0284612+0.00129001j -0.0838218+0.000346057j 0.156393+0.000120947j -0.0557048+0.00349668j 0.022557+0.00312647j 0.00599959+0.000183011j -0.0158573-0.00074948j 0.026208-0.000222043j 0.0492177+0.00221092j 0.0152928-0.00063848j -0.00591861+1.89227e-05j -0.0630244+0.00151416j -0.079017+0.000416537j 0.0756375-0.00229602j -0.141723+3.48159e-15j -0.0574762+0.00239671j 0.106977+0.0061363j -0.0356383-0.000523888j -0.00762778+0.00422787j 0.0266015-0.00208588j 0.0307469-0.00806508j -0.262542+0.0030832j 0.0801312-0.00861834j 0.0656085+0.0119272j -0.0685084+0.00235977j -0.0262179-0.00816343j 0.0491262-1.24086e-05j -0.0614664-0.00405027j 0.258953+0.00309227j -0.0522232+0.0124678j 0.190558-0.00294376j -0.0634833-0.00168411j -0.0982171-0.011022j -0.0265652+0.00486766j 0.0692898+0.00540765j -0.0571891+0.00758895j 0.0475737+0.00641688j -0.0743782-0.00155274j 0.108554+0.010814j 0.0910936+0.000741439j -0.0210397+0.0109727j -0.00452695-0.00367707j 0.046169-0.0063983j -0.0333007-0.00287876j -0.0500808+0.00865368j -0.0253658-0.000168127j -0.0260043+0.00160939j 0.00316982-0.00607048j -0.0182569+0.00462295j 0.018194+0.00201601j -0.0142678-0.00415485j 0.00242311+0.00389551j 0.00651843-0.0086583j 0.0116954-0.00225814j 0.0157317+0.0070616j -0.00991126-0.00532661j -0.00639147-0.000375996j -0.0122742-0.00511215j 0.0173599+0.00382211j -0.000973242+0.00902725j -0.0160441-0.00346716j 0.0111299+0.00486147j -0.00778549-0.00761601j -0.0143691-0.000859304j -0.00120107-0.00118011j -0.000376514+0.00603002j -0.00457742+0.00196041j -0.0289985-0.00142824j 0.0387264-0.00346622j -0.0045544-0.00776459j 0.0146769+0.00193928j 0.0155028-0.00414006j -0.0192143-0.00611158j -0.0125398+0.00971561j -0.00276681+0.0120656j -0.0160114+0.000167395j 
-0.00337858-0.00146686j -0.02132-0.00162439j -0.0293018-0.00376019j 0.0399438-0.000944629j 0.0271321+0.00169801j 0.28211-0.00444031j 0.0762412-0.00263009j -0.161624-0.000147112j -0.116407+0.00485651j -0.233409+0.000900621j 0.0158772-0.00379686j 0.346637-0.00150349j -0.256495-0.000581622j 0.146936-0.000672459j 0.180935+0.00067715j -0.0336823-0.00164061j 0.0533707+0.00228195j 0.18378-0.00116478j 0.0212765-0.000839737j -0.0190398-0.000255238j -0.11325-0.000511167j 0.0860821-0.00271116j -0.0302068+0.000656902j 0.0740344-0.000278975j 0.031381-0.000463665j -0.00443446+0.00150628j 0.105477+0.000674139j 0.00622696+0.000138633j 0.0294747+1.73023e-05j -0.0228295-0.00210261j -0.00272693-0.000904709j -0.053477-0.0013214j 0.0630989+0.0013441j 0.0332058+0.000858109j -0.0265209+0.000319574j -0.0491211-0.000589534j -0.0574762-0.00239671j 0.125478+2.98689e-14j 0.0958955+0.000218407j 0.18259-0.00278288j 0.0761759-0.000410116j -0.0590029+0.000786563j -0.0732425-0.00903792j -0.281418+0.00130575j 0.0538884-0.00855861j -0.0168552+0.000120212j 0.0520065+0.00486062j 0.0906597-0.0110265j -0.211667-0.00697434j 0.0282025-0.00038722j 0.0487498-0.00448961j 0.221431-0.00396706j 0.0862468+0.00966844j 0.0965213+0.00577642j 0.0247429+0.0047794j 0.021028-0.00610194j -0.0654756+0.00480243j 0.0711778+0.00428497j -0.113717+0.00573532j 0.0215614-0.00407172j -0.0559847-0.00581965j 0.0633928-0.0056054j -0.0187634+0.000710632j 0.0286234+0.00838719j -0.0199907+0.00885526j 0.0213865+0.00424491j 0.0389369-0.00620332j 0.0195568-0.0061446j 2.13858e-05+0.00644369j 0.024075+0.00127249j 0.00952883+0.000291417j 0.0546442-0.00819475j -0.00448226-0.00117175j 0.0164003-0.00098638j 0.0117902+0.00450988j 0.0184422+0.000680858j 0.000554549-0.00383224j -0.0209248+0.00551351j -0.0173248-0.0085952j -0.00921203+0.00036419j 0.00997936+0.00112417j -0.00717031-0.00217243j 0.00147706-0.00534357j -0.0397003+0.00152007j -0.0165592+0.00360959j -0.0298339-0.00154381j 0.00841442-0.00364382j 0.0157363-0.00401514j -0.0278783-0.001101j -0.0294842-0.00186849j 0.0749895+0.00136326j -0.0109612-0.00731364j -0.00817764-0.00487822j 0.0106272-0.0109055j 0.0134296-0.00859794j -0.0103064+0.00738082j -0.0237364-0.00027383j -0.000357448-0.00804526j 
0.0348364-0.000350298j -0.0240506-0.00270554j 0.0718633-0.00369168j 0.0831237+0.0053268j -0.0858638+0.0065004j 0.0754303-0.00312118j 0.23497-0.00319535j 0.134271-0.00103129j -0.0704119+0.00257088j -0.163239-0.00173201j 0.141813-0.00115134j -0.0226763+0.00687207j 0.106867-0.00334866j -0.0857321+0.00327115j -0.332667+0.00572526j 0.0736565-0.00179213j -0.0775789+0.00425307j -0.224626+0.0020846j 0.138466-0.00381349j -0.0814631-0.000548244j -0.041538+0.00172036j -0.0780777+0.00165347j -0.105218-0.00071132j -0.0516182+0.00350423j 0.0862234-0.00333773j -0.056966+0.000137008j -0.0524106+0.00128016j -0.055614-0.00346615j 0.0537649+0.00142648j 0.00278472-0.00159032j -0.117739+0.00167261j -0.0384674-0.00290506j 0.0149213-1.80666e-05j 0.00557854+0.00201781j 0.022829-0.00171833j -0.0645138+0.000645258j 0.106977-0.0061363j 0.0958955-0.000218407j 0.0407979-4.93529e-15j 0.192733+0.00236774j -0.105429-0.00185948j -0.110795+0.00309954j 0.269982-0.00557158j -0.087564-0.0114718j -0.0138228-0.00463571j 0.0565566-0.0089202j 0.0667545-0.0101717j -0.0316291-0.00849061j -0.0756491-0.00052009j -0.16368-0.00682431j -0.187363-0.0106511j 0.0701179-0.00126085j 0.110887+0.00556702j 0.0477112-0.0123079j -0.0661973-0.00913924j 0.0570108+0.00761753j 0.0918439+0.00665298j 0.0198812-0.0111023j 0.0870464+0.0131618j -0.0266849+0.0016276j 0.0102836+0.00366771j 0.0536698+0.0073015j 0.0790357-0.000875339j -0.0239288-0.00375211j 0.0304281-0.00153374j -0.0081435-0.0069667j 0.0228994+0.00446987j -0.0808317+0.000508119j -0.0163264+0.00440004j -0.0471482-0.0124595j 0.00534988-0.0055367j -0.0118781-0.00193851j 0.03536-0.0101773j 0.047951+0.00694082j 0.0454935-0.000862327j -0.0044525-0.00413701j -0.0240661-0.00257491j 0.0332472+0.00722412j -0.02542+0.0021234j -0.0202407+0.000808577j -0.0317082-0.00184542j 0.00461378-0.00446963j 0.0217034-0.00309265j -0.0504695+0.00610288j 0.00181459+0.00199234j -0.0341561-0.000784371j -0.0146254-0.00278725j 0.00875518+0.00321202j -0.0330636+0.00334753j 0.0589949-0.000311778j 0.0353779+0.00833939j 0.0464811+0.00123878j -0.0263353+0.00322827j 0.026031-0.00464126j 0.0112102-0.0136421j 0.0162395-0.00823897j -0.00627946-0.0089348j 0.0245697-0.00084662j 
-0.00381393-0.000605087j -0.012619-0.00468867j -0.0705823-0.0106247j 0.218959-0.0019599j 0.322211+0.00020737j 0.239632-0.00758755j -0.165109+0.000868056j 0.229554-0.00513069j 0.029483+0.00383534j -0.104278+0.00289901j -0.0769257+0.00098657j -0.0105416-0.00207272j 0.225209-0.00247318j 0.0177622-0.00125147j 0.0238889-0.00285123j -0.0346782-0.000240951j 0.0343908+0.000926555j -0.0511241-0.00212139j 0.039295-0.00164373j 0.0556609+0.00133093j 0.075832+0.00343161j 0.00227246+0.000570429j 0.0144468+0.00251833j 0.154188-2.95715e-05j -0.00799629+0.000344869j -0.076266+0.00168645j -0.0760238+0.00049759j 0.00470772-0.00158328j 0.102646-0.0011101j 0.0957406-0.00373497j 0.0362121-0.00105007j -0.157116+0.000533048j 0.0109755+1.27397e-05j 0.208046+0.00598837j -0.119525+0.000364933j 0.0383693-0.00157379j -0.0356383+0.000523888j 0.18259+0.00278288j 0.192733-0.00236774j -0.201923-1.7074e-15j 0.0785991-0.0046127j 0.0208024+0.00183907j 0.00347837-0.00504751j 0.160195-0.0015518j -0.105769-0.0088549j 0.00583006-0.0104125j 0.170942+0.0104855j 0.210898+0.00639194j 0.0457414-0.0073327j -0.202111+0.00238351j 0.141279-0.00341951j -0.00816745+0.00325566j 0.149573+0.00961728j -0.0661959-0.00847474j -0.0301208-0.0022827j 0.0558583-0.00582373j -0.0319737-0.00520824j -0.000711098+0.00298403j -0.0299868-0.00269162j -0.0359638-0.000241383j 0.0416135-0.00299725j -0.0406394+0.00723131j -0.0484722+0.00984871j 0.0312858+0.00691676j 0.00916418+0.00678876j 0.0266821-0.000543978j -0.0109006+0.015025j 0.0645996+0.00639227j 0.0253265+0.00938873j 0.0179545-0.00463243j -0.00911582+0.00533927j -0.0367023-0.000993041j -0.00225049+0.00314097j -0.0398758+0.0017215j -0.0231502+0.00229421j -0.00509901+0.00444799j 0.00835094+0.000775105j -0.0237708+0.00323839j -0.0120595+0.0055286j 0.031025-0.00134291j -0.00791372+0.00280626j 0.0188451+0.00295592j 0.00846924-0.00559394j 0.0166186-0.00571738j -0.017012-0.00641875j 0.0401547+0.00034748j 0.0133082+0.00611722j -0.0157504+0.0101583j -0.0177667-0.00105322j -0.00467597-6.37167e-06j -0.0442958-0.00217342j -0.0102317+0.0011476j -0.00708234-0.00175985j 0.0172325+0.00620682j 0.0132471+0.000612085j -0.0210438-0.003081j -0.0104071+0.00328643j -0.0149647-0.0113661j 
0.0215619-0.00124428j 0.0184768-0.00118701j 0.167981+0.00202963j -0.0633763+0.00402509j -0.00465268+0.00032253j 0.187354-0.00369393j -0.145987-0.00588252j -0.459184+0.00419908j 0.0284939-0.00852839j -0.0342663+0.00420382j 0.026665-0.00162356j 0.0408571+0.0033794j 0.0682972+0.000825308j 0.0367122-0.00108179j 0.0173169-0.000282487j -0.0316552-0.00197672j -0.0557206+0.00505056j -0.13502+0.00161639j -0.117332-0.00112522j 0.0332594+0.001732j -0.0078856+0.00155517j 0.0935915-0.00129799j -0.0745782-0.00116385j 0.0182225+0.00255788j -0.0935998-0.00195612j 0.0960388-0.00236433j -0.0159249-0.00233899j -0.101447-0.00147647j -0.0302814+0.00151195j -0.0874472+0.000358767j 0.025004+1.08008e-05j -0.0191046-0.000943132j 0.0160797+0.00307283j 0.07596-0.00035563j 0.0563315-0.00259129j -0.0984828+0.00120888j -0.00762778-0.00422787j 0.0761759+0.000410116j -0.105429+0.00185948j 0.0785991+0.0046127j 0.0455297-1.20559e-14j 0.118613-0.000459076j -0.0454682+0.0140955j 0.143402-0.0144421j -0.0388917+0.00399221j 0.259759+0.00200807j 0.309173+0.00113155j -0.00495619-0.0102773j -0.141948-0.00358808j 0.1136-0.0108738j 0.0677843+0.00343781j -0.0407601-0.00144101j -0.0189035+0.00270439j -0.0312758-0.00733967j -0.148808+0.00557256j -0.0476273-0.00686457j 0.0377605+6.78027e-05j -0.0349404+0.0121865j 0.011475+0.0111799j -0.0714686-0.00916774j 0.0850517-0.00131819j 0.0155809+0.00287169j 0.00267854+0.0050133j -0.00101655-0.000401447j 0.0722672+0.00152537j 0.003674-0.000779279j -0.00260019-0.00255194j -0.00231552-0.00479108j -0.0623556-0.00123467j 0.0184432-0.000940025j -0.0129511-0.00130484j -0.00542872-0.000284621j 0.042885-0.00655878j -0.00958143-0.00602927j -0.0173361+0.00531264j -0.0244443-0.00207872j 0.0314152-0.00424839j 0.0358579-0.0025675j 0.0235333-0.00332858j 0.0249851-0.00418549j -0.0208323+0.00428043j -0.00468433+3.2541e-05j 0.0263074-0.0102254j 0.026434+0.00344369j 0.04015+0.000106149j 0.0143937+0.00454347j -0.0208375+0.00171156j -0.0216651+0.00586034j 0.0354316+0.00462282j 0.0254438+0.00214654j -0.0788196+0.00138918j 0.0182005+0.00602071j 0.0049055+0.00722021j -0.0213937+0.0169013j -0.00866069+0.00738699j 0.00377114-0.00773831j 0.0304757+0.00564245j -0.00821465+0.0101097j 
-0.0206762+0.00503925j 0.0201922-0.00222555j 0.0522285-0.0037393j -0.033877+0.00185004j -0.111851-0.000630874j 0.271992+0.00291303j 0.315434-0.00566526j 0.0880541-0.0113471j 0.149019-0.00307412j -0.131001+0.00206762j 0.0376869-0.00142578j -0.234445+0.00118992j 0.021256+0.00259804j -0.128672+0.00371733j -0.0386112+0.00350736j 0.0309187-0.00440033j -0.0837816-0.000530049j 0.0657358+0.000457536j 0.0260544-0.00348743j 0.0761607+0.0042841j -0.0603068+0.00146929j 0.138593-0.00022107j 0.057342-0.00280796j -0.0267825+0.00174762j -0.103219-0.00113012j 0.0297146+0.000424185j 0.0100162+0.00199828j -0.0253992-0.00112614j -0.0147983+0.000424991j -0.0311014-0.00249479j 0.033338+0.00095221j -0.00600915+0.00204577j 0.0349776+0.00167303j 0.0230239+0.00127006j 0.0232739+0.000389498j -0.0674075-0.00190835j 0.0266015+0.00208588j -0.0590029-0.000786563j -0.110795-0.00309954j 0.0208024-0.00183907j 0.118613+0.000459076j 0.0265139-1.12089e-14j -0.163859+0.0136196j -0.0687312+0.0144399j -0.266428-0.00527797j -0.0841745-0.00345087j 0.110514-0.000823036j -0.289313-0.00664594j -0.044188+0.00985773j -0.181675-0.00358533j -0.0550712-0.00997124j 0.0479072+0.0100208j 0.109888+0.00393545j -0.167781-0.00613769j -0.00244128-0.00626613j 0.145467+0.00157296j -0.0320803+0.00542959j 0.0462037-0.00849284j -0.00951465+0.0151972j -0.0496129+0.00536466j -0.0541673-0.00305597j 0.0484283+0.00108274j -0.0582582-0.00683578j 0.0673729-0.0136113j -0.0144076-0.00621084j 0.0501607+0.00428087j -0.0106455+0.00341048j 0.0750526-0.000598903j -0.00651625+0.00727555j 0.0489648-0.00651957j -0.0150496-0.00284752j 0.0440042-0.00520147j -0.0412599-0.00751857j -0.0165194+0.000150569j -0.0416612+0.00281942j -0.00994413+0.00353863j -0.00244571-0.00445597j -0.0150571+0.00206018j 0.00821177+0.00116126j 0.0243487-0.00451158j 0.0198522+0.00365536j 0.000659324+0.00383899j -0.0174152-0.00248531j 0.0297369-0.000158561j -0.00244173-0.00811427j 0.0323927-0.00216236j 0.0086875+0.00631657j -0.00136408-0.000101904j 0.0199409-0.00612977j -0.0542047+0.0029252j -0.0284597-0.00953932j -0.0537582-1.37841e-05j 0.0202811-0.00825099j -0.0352465+0.00707043j 0.0143672+0.0139635j -0.0151489+0.00680856j -0.0152256+0.00442692j -0.0239426-0.00986675j 
