-0.0001914-5.45779e-14j 0.0253219-3.00455e-06j 0.0271192+0.00178081j -0.00660573-0.00225291j -0.00964349-0.000556959j -0.0121673-0.000680223j -0.00336112-0.00358304j 0.01176-0.000917761j -0.0152288-0.00126664j 0.0127939+0.00149776j -0.00146536+0.00048318j 0.00402563+0.000904462j 0.00585119+0.00264427j -0.00384925-0.00101571j 0.00640834-0.00206199j 0.00511994-0.00112162j 0.0020576-0.00129568j 0.0137792+0.000671579j 0.00521989+0.00159172j -0.000554417+0.00299622j 0.000847107-0.000626223j -0.00442301+0.000858436j 0.0102711+0.000666534j 0.00516311-0.000511984j 0.00272455+0.000178141j -0.0285128-0.00277432j -0.012499-0.000782035j -0.000631179-0.000232654j 0.008072+0.00129364j 0.0132248+0.000254096j -0.00118895-0.00165839j -0.00568165+0.00105436j 0.00415829+0.0022313j -0.0222452-2.6901e-05j 0.00157724-0.000270842j -0.00227935-0.00165795j -0.000456516+0.00537247j -0.00337858+0.00146686j 0.0348364+0.000350298j -0.00381393+0.000605087j 0.0215619+0.00124428j -0.0206762-0.00503925j -0.0156888+0.00887759j -0.0561642-0.00203477j 0.0716575-0.00587169j 0.10609+0.0080874j 0.0912821+0.00494739j -0.03241-0.00531278j 0.105444+0.0180275j -0.0350287+0.0209948j -0.164897+0.00150406j 0.012457-0.00101973j -0.107152-0.00567651j -0.0149688+0.00785217j 0.0979822-0.00121598j -0.0823399-0.0176031j -0.00637827+0.00396812j 0.00163409-0.00855906j -0.00170428+0.00388607j 0.0358373+0.00254027j -0.0284436+0.0104524j 0.00379946+0.00756077j -0.00685355-0.00328321j -0.0484855-0.00724074j -0.0243166+0.00651602j -0.0295258-0.000703872j 0.0034657-0.00404315j -0.0388597-0.00692995j -0.0105114-0.00617275j -0.0343971+0.00265072j 0.020715-0.00235765j -0.0405033+0.000999043j 0.0258331+0.00502217j 0.0165212-0.000846746j 0.0269008+0.000586888j 0.00763304+0.00194604j -0.0246884+0.00778074j 0.0229748+0.00259658j 0.0265776+0.00501904j -0.0210417-0.00299391j -0.00439451+0.00016211j -0.0109822+0.00137737j 0.0172993+0.00327152j -0.0134958+0.00246573j 0.00270872+0.00555359j -0.0100381-0.00221018j 0.0262413-0.00422023j -0.0109791-0.00893927j 0.00059014+0.00456089j 0.0190335-0.0028527j 0.0158665-0.000904246j 0.0106965+0.0128553j -0.0294692+0.00331291j -0.0287074-0.0111728j 0.0155276+0.0157491j 0.0818896-0.00569816j -0.0133948-0.0149787j -0.13307+0.0151664j 
0.0102711-0.000666534j 0.00102494-0.000731807j 0.0326715-0.000287788j 0.0196098-0.000553102j -0.0459665-0.000484601j -0.0499635-0.000112829j -0.209986-0.00135789j 0.00701597-0.00135974j -0.0475075+0.000421604j -0.122586-0.000394596j 0.0337473-0.000834063j -0.248132+0.000829517j 0.0150093+0.000540299j 0.168586-0.000394859j -0.138548+0.0014028j 0.0192859-0.000462173j 0.0639659-0.000138266j 0.170787-0.000799123j 0.0524244+0.00178341j -0.250162+0.000449151j -0.129218-0.000872221j 0.0595419+0.000106953j 0.241128-2.60339e-14j -0.0184947+0.000563913j 0.225804+0.000443887j 0.165246-0.00109538j -0.0276596+0.000730737j -0.0591587+0.00124378j 0.190345-0.000168802j -0.209304+0.00283468j 0.422597+0.00156163j 0.0332033-0.000844029j -0.221174+0.000540965j -0.042746-2.95846e-05j -0.154984-0.0024898j -0.141564+0.00125251j 0.0284612-0.00129001j -0.0302068-0.000656902j -0.105218+0.00071132j 0.0144468-0.00251833j -0.0745782+0.00116385j 0.057342+0.00280796j -0.000704379+0.000282246j -0.00530118-0.00122323j 0.010673-0.00266508j -0.100383-0.0025297j -0.0432624-3.72258e-05j 0.095693-0.00520613j -0.0785784+0.00260513j -0.0144533+0.000634155j 0.0341792+0.000850863j -0.025992-0.000851755j 0.0693785+0.00287773j 0.000411898+0.000523788j -0.0401837-0.000501595j 0.0162578-0.00242481j 0.0272188+0.00441301j 0.00901264-0.0016542j 0.011289+0.000175032j -0.093298-0.00400005j -0.0450826-0.00418645j 0.0322698+0.00396693j 0.0122523+0.00609569j -0.0279273-0.00752639j -0.0300384-0.00971401j 0.0560357+0.00445328j 0.0536381-0.0021202j 0.00581898+0.00430347j -0.0021482+0.00121747j 0.00884842-0.00397408j -0.040192-0.00138543j 0.0611175-0.00516263j -0.0695527-0.00565849j -0.0647477-0.00363437j 0.00764803-0.00886818j -0.0841896-0.00860775j -0.0436229-0.00248204j -0.0472441+0.000130028j -0.0309132-0.00486464j 0.0168845-0.0121147j 0.00177113+0.009281j -0.0455738+0.00612853j -0.060436+0.0115356j 0.00632061+0.00329692j 0.0363196+0.00117264j 0.0206242-0.000282533j -0.013382+0.00267156j 0.0302573+0.00057645j -0.0107925+0.00209831j -0.0074509+0.00529221j 0.00357499+0.0016194j -0.0110999-0.00464352j 0.0164802-0.00596127j 0.0208525+0.00305378j 0.0121698-0.00575615j -0.0299946-0.00100058j -0.00414055+0.00660615j -0.00449201-0.00799961j 
0.00516311+0.000511984j 0.00906939+0.00051401j 0.010303+0.00307159j -0.0495821+0.000822433j 0.10798+0.00135464j -0.105026+0.00201946j 0.0902892-0.00092815j -0.056995+0.00139173j -0.182786-0.00390123j -0.068379+0.000534001j -0.0848377+0.00042435j 0.0344808+0.0011456j 0.21421-0.00203676j 0.082575-0.000643155j -0.208034-0.00252094j 0.178495+0.000690123j -0.0901771+0.000880142j -0.117443-0.00026771j -0.149155-0.00440414j 0.0359542-0.000893887j 0.0154286+0.000978067j 0.0456611-0.00207932j -0.0184947-0.000563913j 0.484951+2.97657e-14j -0.131097+0.00188224j -0.081776-0.0031394j 0.154558+0.000117121j 0.227353+0.000617119j 0.191136+0.0017607j -0.0563112+0.000438893j -0.0341732-0.00181609j 0.138553+0.00133186j -0.173475+0.00128645j -0.137975-0.00311916j -0.0222113-0.00139357j 0.094294+0.00160745j -0.0838218-0.000346057j 0.0740344+0.000278975j -0.0516182-0.00350423j 0.154188+2.95715e-05j 0.0182225-0.00255788j -0.0267825-0.00174762j -0.10524+0.00341786j 0.0486879-0.00244309j -0.135193+0.000461301j -0.00903104+0.00296649j -0.115787-0.00272289j -0.0323211-0.00195167j -0.0144228-0.000663935j 0.0992987+0.00223222j 0.0323809-0.00381024j 0.037259-0.00491183j 0.0718242-0.000909842j -0.0144466-0.0025752j -0.0343992+0.0055166j -0.0138783-0.00477779j 0.0637379-0.00922741j 0.0545983-0.00331701j -0.0180144+0.00134388j 0.0446298+0.0103671j 0.050384+0.00118598j -0.0707391+0.00118346j 0.0854669+0.00498629j 0.00220533-0.00377002j 0.00493455+0.00764815j 0.0331315-0.00569626j 0.053065+0.00111463j -0.0166008+0.00494349j 0.0157854+0.00921444j -0.0262575-0.00326905j -0.0596197-3.46984e-05j -0.023119-0.00168759j 0.013189-0.00258387j -0.0967286-0.00478485j 0.0541562-0.000325661j 0.0304108-0.000906283j 0.0919955+0.0017808j -0.062306+0.00190995j 0.0129847-0.013488j -0.0486199+0.0140606j 0.0301541-0.00174094j 0.0522958-0.00356179j -0.0594134+0.00118623j -0.0100005+0.00761483j 0.0118793-0.000279263j 0.00959131+0.00180043j -0.00248216+0.00333553j 0.0286676-0.0128528j 0.032073-0.00726832j -0.0315118+0.000628304j -0.00884947+0.00261395j -0.0111473-0.00676906j 0.0268686-0.00622091j -0.00850129+0.000862151j -0.0206318-0.00112392j -0.0272495+0.00283227j 0.00274221+0.00777398j -0.00468044+0.00296352j 
0.00272455-0.000178141j -0.0142792+0.00115128j 0.0369512+0.00133133j 0.0450711+0.00027117j -0.156952-0.000134605j 0.0680343-0.000660595j -0.115366+0.000464335j 0.0813507+0.00107255j 0.058394+0.000997935j -0.155272+0.000120112j -0.0651201+0.00104359j 0.0414119+0.00144099j 0.023243-0.00101925j -0.0646325+0.000767506j 0.0821205+0.000852328j 0.24269+0.000772997j -0.0996635-0.000667615j 0.0923967-0.00114025j 0.00564192+0.00343052j 0.10101+0.00202494j 0.364767-0.00173361j -0.101156+0.000833094j 0.225804-0.000443887j -0.131097-0.00188224j -0.19896+1.80212e-14j 0.30279+4.36965e-05j 0.188366-0.000238576j -0.0407425-0.00108781j 0.345251-0.000638077j -0.155282-0.00116508j -0.134188-0.000531008j 0.052227+0.000869541j -0.0364955-0.00106463j 0.0824811+0.00143998j 0.0502087+0.000882679j 0.0752647+0.000338652j 0.156393-0.000120947j 0.031381+0.000463665j 0.0862234+0.00333773j -0.00799629-0.000344869j -0.0935998+0.00195612j -0.103219+0.00113012j 0.0233417-0.00319653j -0.104385+0.000446904j -0.0599648+0.00153974j 0.0100548+0.00297436j 0.0445075+0.00306058j -0.0327413-0.00375918j 0.1209+0.00587658j 0.108951-0.00316694j 0.0293078-0.00176393j 0.0358732+0.00137691j -0.0113676+0.000179563j 0.024259-0.00141824j 0.0126131-0.000328599j -0.0723652-0.000670203j 0.0175041+0.0014229j -0.0267998-0.000564683j 0.0426211-0.00152178j -0.00521885-0.000994456j 0.0370098-0.00278923j -0.00944346-0.00649709j -0.0485825+0.0018644j -0.0196288-0.00508149j -0.0103068-0.00083252j -0.0262337+0.00412212j -0.129531-0.000700653j 0.0149125+0.00851209j -0.00781072-0.00637774j 0.0381612+0.000876715j -0.068177-0.0050282j 0.00519145+0.00658486j 0.0320878+0.00819623j -0.0766174-0.00539072j -0.0427737-0.00130111j -0.0341593-0.00187307j 0.0680839-0.000190503j 0.03108-0.00146758j 0.0441532+0.00211472j 0.0202249-0.00615078j -0.0511118+0.00260013j 0.0166178-0.00416875j 0.0379576-0.00169887j 0.0098551-0.00915267j 0.0374838-0.00474864j -0.0199203+0.00129221j -0.032194-0.00598391j -0.0520817+0.0121886j 0.0145993-0.00280838j 0.0159769-0.00538944j 0.0227097-0.000584987j 0.0371369+0.00224321j 0.00358453+0.00861303j -0.00584707-0.00240183j -0.0407217+0.000693767j 0.0196888+0.00759139j 0.00801338+0.00363953j 0.00465637+0.0135584j 
-0.0285128+0.00277432j 0.000645545+0.00208035j -0.0169067-0.0038668j 0.0609694+0.00240876j 0.0235654-0.000456099j 0.125689-0.000336178j -0.0985456+0.00217822j 0.0255332-0.00173168j 0.0612979+0.00273484j 0.183398-0.00261386j -0.0350201-0.00253584j 0.0630024-0.000694065j -0.0808059+0.00334326j -0.0247322+0.000995308j -0.109162+0.000399372j 0.33852-0.00258468j 0.216421+0.000609881j -0.113449-0.000346318j -0.0448726+0.00315936j 0.0369692-3.36991e-05j -0.12806+4.32056e-05j 0.138052+0.00119515j 0.165246+0.00109538j -0.081776+0.0031394j 0.30279-4.36965e-05j -0.0676681-2.56053e-15j 0.160765+0.000469496j 0.229983+0.000199409j 0.217577+0.00082155j 0.183969+0.000308758j -0.116453+0.00159004j 0.167908-0.00151736j 0.0914758-0.000777615j -0.0147746+1.41566e-05j -0.0916964+0.00175864j -0.165479-0.00145226j -0.0557048-0.00349668j -0.00443446-0.00150628j -0.056966-0.000137008j -0.076266-0.00168645j 0.0960388+0.00236433j 0.0297146-0.000424185j 0.00458159+0.000386605j -0.00547706+0.0034527j 0.014378+0.00292503j 0.120859-0.00521613j 0.196867+0.00533849j -0.0345267+0.00273843j 0.0681824-0.00308339j -0.0224629-0.00140557j -0.0398727+0.00040203j -0.0255548-0.0044596j -0.0891793-0.00237177j 0.0113744+0.00164736j 0.0568299+0.00116335j -0.00730215+0.00740442j 0.0474822+0.00773278j -0.0743715+0.00575365j 0.0230745+0.00628334j 0.0900683+0.00432158j -0.0647174-0.000726234j 0.0970127+0.00363385j -0.0324632+0.00300344j 0.00790897+0.00279996j -0.107467-0.000920902j 0.100188-0.00164474j -0.0110405-0.00528882j -0.0952214-0.0011772j -0.00995035-0.00496382j -0.0197789-0.00332588j -0.0220687+0.00277234j 0.043343+0.00804688j 0.0213162+0.00441913j 0.0234618+0.00946345j 0.122183-0.00845021j 0.0445638+0.00323291j 0.00341537-0.0011531j 0.102162+0.0109326j 0.0349421-0.0082271j -0.0527486-0.00306683j 0.00705754+0.00607239j -0.0394924+0.0114606j 0.0162393-0.00813068j -0.057104+0.00496512j 0.0255533+0.00674573j -0.0322-0.007825j 0.0454707-0.00769409j -0.012637-0.00115604j 0.00762988+0.00268999j 0.0115605+0.00318876j -0.0141398+0.00152927j 0.00275142+0.0104839j -0.0212971+0.00411197j -0.0234908+0.00121088j 0.0034935+0.00755772j 0.0358639+0.00185383j 0.00629295-0.0117119j 0.0058629+0.00655434j 
-0.012499+0.000782035j -0.00366222+0.0022738j 0.0112428-0.00150133j 0.0357926+0.000481677j -0.0376352-0.00117018j 0.0326654-0.000384001j -0.0890454+0.000232401j 0.0379168-0.00165258j 0.100061+0.00120755j 0.174334-0.00204424j 0.232097-0.0019953j 0.0314197-0.000123949j 0.208122+0.00189957j -0.0437223-5.17239e-05j -0.0295544+0.00033953j -0.0271713-0.00067938j -0.187111+0.00219327j 0.218104-0.00172227j -0.0144457+0.00160473j -0.358298+0.00200737j -0.103099-0.000908924j 0.0419136+0.000400564j -0.0276596-0.000730737j 0.154558-0.000117121j 0.188366+0.000238576j 0.160765-0.000469496j 0.12169-1.31588e-14j 0.110606-0.000923885j -0.128439+0.00197557j -0.213509-0.00106742j -0.146396-0.000827484j -0.236364-0.00127217j 0.318079+0.00289646j -0.0237792-0.00017311j 0.0991151+0.000202309j 0.166005+0.000397695j 0.022557-0.00312647j 0.105477-0.000674139j -0.0524106-0.00128016j -0.0760238-0.00049759j -0.0159249+0.00233899j 0.0100162-0.00199828j 0.00661811-0.00261029j -0.0215253+0.00176271j -0.112334+0.000317385j -0.00681146-0.000333047j 0.0167312+0.00408226j -0.0373424-0.00155546j 0.0670713+0.00206204j 0.0241886+0.00240916j 0.0644009-0.000386596j -0.0598646-0.000856155j 0.000279673-0.00606995j 0.0692214+0.00313575j -0.0259838+0.00647764j -0.0294105+0.00424102j -0.0339627-0.00136681j -0.0274747-0.00326167j 0.0649272+0.00145025j 0.0541669-0.00452415j -0.0252356-0.00501635j 0.0446594+0.00356981j 0.0888064+0.0140208j -0.0358023-0.00122116j 0.0281773+0.00113948j 0.0891361+0.000686352j 0.0732054-0.00365595j -0.0101456+0.00759711j -0.0194448-0.00262887j 0.0570927+0.00321547j -0.0930448-0.00748785j 0.101931-0.00139859j 0.0223498-0.00486713j -0.00350226+0.00627707j 0.0129925-0.0038252j 0.0335545+0.00201329j 0.105302-0.00137647j 0.0131109+0.00406105j 0.0554917-0.00152493j -0.0047554+0.00780489j 0.0192673+0.00173533j -0.0125363+0.00613549j 0.0486478-0.00941057j 0.0375558-0.00324075j -0.0184209+0.00113288j -0.0170702-0.0071419j 0.00585617-0.004622j -0.000446761+7.34933e-06j 0.0193265-0.00427417j -0.012177+0.00447143j -0.00785912+0.00304303j 0.0109463+0.00112863j 0.0140911+0.00279088j -0.00129268+0.00309872j -0.0262456-0.000691266j -0.00690427+0.00743423j 0.00862932+0.00630938j -0.0039627+0.00676536j 
-0.000631179+0.000232654j 0.00383388+0.00109353j 0.0283051-0.000369019j -0.0143801-0.00065856j -0.0353663-0.00149117j 0.0228739+0.000278783j -0.0823646-0.00106796j -0.0954547-0.00161117j 0.00740007+0.000159181j -0.0206421-0.000530174j 0.0998223+0.000330987j -0.0531837-0.000337182j 0.007215+0.00249676j -0.395396+0.00218524j 0.280502-0.000383394j 0.0549276+0.000499468j 0.0229317-9.43749e-05j -0.132458-0.00149901j 0.25605+0.000269098j -0.137535+0.00216591j -0.0341075+0.000199913j -0.0843728-0.000661097j -0.0591587-0.00124378j 0.227353-0.000617119j -0.0407425+0.00108781j 0.229983-0.000199409j 0.110606+0.000923885j -0.0298403-1.27647e-14j -0.168842+0.000420175j 0.364916-0.00160685j 0.0207116+0.00209797j 0.130075+0.00192155j -0.15329-0.000127174j 0.0628137-2.37549e-05j -0.164227-0.000242775j -0.174392-0.00180241j 0.00599959-0.000183011j 0.00622696-0.000138633j -0.055614+0.00346615j 0.00470772+0.00158328j -0.101447+0.00147647j -0.0253992+0.00112614j 0.0613747-0.00273277j -0.0624419+0.00118986j -0.0755074-0.00235213j -0.0436887+0.000995813j -0.0455576-0.00141871j 0.0260677-0.00379235j -0.0112036+0.00542144j 0.0421239+0.00217873j 0.0621544+0.00204511j -0.0112572+0.00151187j 0.0248564-0.00772627j 0.00115537+0.00686462j -0.0409048+0.000787246j 0.0296065-0.0021404j -0.0930707-0.00733462j -0.0485016+0.000641702j 0.0974439+0.00883565j 0.087955+0.00137968j 0.0569194-0.0104739j 0.0105273-0.00583076j 0.0408312-0.00104192j 0.0376766+0.000368474j 0.0672991+0.00116246j 0.118632-0.00288298j 0.000638375+0.00487516j 0.0268321+0.00784134j 0.113296-0.00126723j 0.0309399+0.00236207j -0.0251963-0.00496729j 0.0200827-0.00102746j -0.0502875-0.00926076j -0.0717238-0.00108408j -0.00186873-0.0033946j 0.0575787+0.00712256j 0.0514354+0.00220999j 0.0468019+0.00578781j 0.0154926-0.00356944j 0.0200979+0.00637302j 0.0782566-0.00694192j 0.00683324+0.00688085j -0.0573041+0.00327867j 0.0310539+0.000668354j 0.0266689-0.00899663j -0.00373044-0.00583119j -0.0183148-0.00116257j 0.00413033+0.0012739j 0.000184089-0.00256946j -0.00624126+0.00537023j 0.00237685+0.0043437j 0.0103931-0.000581522j 0.0177286-0.00164502j 0.0170952+0.00106684j -0.0136902-0.00565149j -0.0219749+0.0046667j 0.00407757+0.00986584j -0.00472642+0.000175859j 
0.008072-0.00129364j -0.010624-0.000852257j 0.00263092+0.00269212j -0.00124678-0.000978756j -0.0968387+0.000226943j 0.0500724-0.000993669j 0.077559-9.4597e-05j 0.0648151+0.00268249j 0.0834637-0.00123097j -0.00146787+0.0028359j 0.0224882+0.00132732j 0.0192162+6.32589e-05j 0.174617-0.00181277j -0.0672061+1.86372e-05j 0.107627+0.000415718j -0.3851+0.00142265j 0.133145+0.000295294j -0.104105-0.000967929j -0.164872+0.0004001j 0.0973362+0.000256407j 0.145491-0.000235773j 0.282896-0.00151529j 0.190345+0.000168802j 0.191136-0.0017607j 0.345251+0.000638077j 0.217577-0.00082155j -0.128439-0.00197557j -0.168842-0.000420175j 0.0505095-1.79635e-14j 0.0460695+0.000337376j -0.17729-0.000825027j 0.114124+0.000905607j -0.0141911-9.01584e-05j -0.239623-0.00156271j -0.116623-0.000326682j 0.0458696+0.000665639j -0.0158573+0.00074948j 0.0294747-1.73023e-05j 0.0537649-0.00142648j 0.102646+0.0011101j -0.0302814-0.00151195j -0.0147983-0.000424991j -0.0484848-0.00120053j -0.0659275-0.00113243j 0.0591645+0.00256498j -0.0251045+0.00210922j -0.00300495-0.000720507j -0.0239691+7.59703e-05j 0.0128151-0.000318627j -0.0568392-0.00264805j -0.0431176+0.000842436j 0.0211237+0.00558458j -0.0578267+0.00451684j -0.0237251-0.00490354j -0.029933-0.00151678j -0.0106812-0.00340672j -0.0611613-0.000455931j -0.0186105-0.00531928j -0.077377-0.00650582j -0.0535384-0.00630992j 0.0499592-0.00111918j -0.137515-0.00132739j -0.0986329+0.00360738j -0.102066-0.00507863j 0.0512524+0.0023414j 0.0128532+0.00405084j -0.0146768-0.00385695j 0.0178749+0.000104491j -0.0778832-0.00155537j -0.003775-8.36133e-05j -0.0449539-0.00817717j -0.0855304+0.00411567j 0.0475406+0.0127623j -0.0143439-0.00467222j 0.0508519-0.00358671j -0.00819764+0.00975971j -0.0346099-0.00741242j 0.0466992-0.00795667j -0.0262897+0.000531184j 0.0245372+0.00075991j -0.00876227+0.000884916j 0.0226925-0.00725941j 0.0141802-0.00323793j -0.0374995-0.00198634j -0.00845168+0.00558201j -0.0461484+0.00386211j 0.0181418+0.00480063j 0.0195979-0.0039147j -0.0064196+0.00193714j -0.00359328-0.00198638j 0.0318739-0.00343202j -0.00250125-0.00155243j -0.00999466+0.00292508j -0.00650877-0.00579101j 0.00742841+0.000915276j 0.0187106-0.00227954j -0.00547561-0.00504723j 0.00604208+0.000948412j 
0.0132248-0.000254096j 0.00199968-0.00161478j 0.0182011+0.00118602j -0.0300179-0.00098079j -0.054563-0.000389109j 0.0268362+0.000397289j 0.0380944-0.00102641j -0.0562696+0.00042986j 0.0865138-0.00140896j -0.0711009+0.00249495j -0.0265749+0.0022043j -0.162413-0.00135961j 0.211868-0.000454366j 0.202676+0.000659648j 0.108774+0.00134403j 0.151793+0.000651973j 0.369751-0.00123715j 0.0921532-0.00268884j -0.00514009-0.00122535j -0.0910771+0.00210969j 0.106303-0.000683613j 0.204309-0.00178221j -0.209304-0.00283468j -0.0563112-0.000438893j -0.155282+0.00116508j 0.183969-0.000308758j -0.213509+0.00106742j 0.364916+0.00160685j 0.0460695-0.000337376j 0.178374+5.43139e-14j 0.0559307+0.0018968j -0.00966801+0.00149071j 0.173728+0.00159297j -0.0130913-0.00222568j 0.209199+0.00141347j 0.0643703-0.00101006j 0.026208+0.000222043j -0.0228295+0.00210261j 0.00278472+0.00159032j 0.0957406+0.00373497j -0.0874472-0.000358767j -0.0311014+0.00249479j 0.0921041-0.00182472j -0.0853355-0.000689283j 0.0778757-0.000993124j -0.0337002+0.000166889j -0.0247883-0.00575033j 0.0430521-0.0013448j -0.026722+0.0016785j -0.0547905-0.000647843j -0.0113757+0.00384946j -0.0293129+0.00812701j 0.0161889-0.000644187j -0.119443+0.00141431j -0.00342708-0.00576985j -0.0632886-0.00763977j 0.0193806-0.00458696j -0.0435231+0.00363673j -0.0680415+0.0030797j -0.0186924+0.00625255j -0.0189919-0.0101245j -0.0912759-0.00625344j -0.05399-0.0072605j 0.0501745-0.00561085j -0.00861121-0.000310984j 0.036499+0.00437129j 0.0889832-0.00283302j 0.0829125+0.00824295j 0.099023+0.000220913j -0.0264069-0.00591829j 0.00946622+0.00350498j -0.00852919+0.00307313j -0.0520954+0.00130618j -0.0107412-0.00706529j -0.0178038+0.00167479j -0.0198483+0.00801685j 0.0141865+0.00109477j 0.0385727-0.0015993j 0.0269707-0.00235469j -0.051665+0.00496724j 0.00786637-0.00764985j -0.0231769+0.00778955j -0.00884951+0.0058322j -0.0223593+0.0038018j -0.0299817+0.000208919j -0.00423894-0.00276155j -0.0151044+0.00674689j 0.0236811-0.00323116j -0.0230652+0.00380403j 0.0158026+0.00339526j 0.0244558+0.00163242j 0.00458776-0.000644254j -0.00907854-0.0024287j 0.0156116-0.00442977j 0.0194843-0.00418248j 0.00355067-0.00459634j -0.00746483-0.00260818j 0.00575523-0.0059335j 
-0.00118895+0.00165839j 0.0155052-0.00145115j -0.00968522-0.00162406j -0.0214768+0.00103674j 0.0794205+0.00198886j 0.115964+0.00161025j 0.13511+0.000727339j -0.110499-0.00124342j 0.0658871+0.000619796j 0.140967-0.00150417j -0.0761065+0.000841625j 0.288514-0.000757686j -0.0128166-0.00183407j -0.0712651-0.00182669j -0.103749-2.60168e-05j 0.0871461-0.000845861j 0.0525405-0.000331201j 0.0605805-0.00119908j -0.0889915-0.00156275j -0.34796+0.00033204j 0.321697-0.00186182j 0.0175729-0.00161522j 0.422597-0.00156163j -0.0341732+0.00181609j -0.134188+0.000531008j -0.116453-0.00159004j -0.146396+0.000827484j 0.0207116-0.00209797j -0.17729+0.000825027j 0.0559307-0.0018968j -0.0325124-6.67673e-15j -0.0265516+0.000580589j -0.12869+0.0018544j 0.0170408+0.00304125j -0.0317163-0.00281817j 0.0751862-0.000953467j 0.0492177-0.00221092j -0.00272693+0.000904709j -0.117739-0.00167261j 0.0362121+0.00105007j 0.025004-1.08008e-05j 0.033338-0.00095221j 0.0798441+0.0021877j 0.0415591-0.00165072j 0.00601136-0.00196753j 0.0171173-0.00524423j 0.0286082-0.00557076j 0.0121322+0.00220475j -0.110613-0.00146132j -0.0964586+0.00140479j 0.0411041+0.00396615j 0.0445379-0.00361392j -0.029387+0.000688187j 0.0194861+0.00313827j 0.0126837+0.00979864j 0.0483014-0.00613441j -0.0152554+0.00900589j 0.0010914-0.00839217j 0.0877326-0.000294677j 0.014875+0.000700919j -0.173778-0.00422362j -0.136298-0.00568109j 0.0309897-0.0021143j -0.0875993-0.0044855j -0.0637484-0.00903669j -0.0327597-0.00278803j -0.0118284-0.00279471j 0.0430879+0.0143919j 0.114253+0.0101934j -0.0115019-0.000929057j -0.0223187-0.0141135j 0.0125565-0.00184128j -0.120882+0.0049192j 0.000857336+0.00948686j -0.00153985-0.00798931j 0.0274018-0.00624354j -0.056596+0.000506459j -0.0283077+0.00133519j -0.0449201+0.0097584j 0.0200053-0.00107515j 0.0225591-0.0108036j 0.0137366-0.00554974j -0.03499+0.00641104j 0.0168737+4.70635e-05j -0.0185708-0.00869088j 0.000626788-0.00730715j 0.00333022+0.000756426j 0.0301552-0.0065968j 0.00186968+0.000196583j 0.0142065-0.000180181j -0.0112574+0.00233627j -0.0134367+0.00201145j -0.00639117-0.00881084j 0.010784+0.000731524j 0.0308303-0.00259955j -0.0106762-0.0067451j -0.00949221-0.00383766j 0.00147948-0.0113187j 
-0.00568165-0.00105436j 0.00715531+0.00116679j -0.0211678-0.00237638j -0.0501807-0.000501077j 0.109141-6.63922e-05j -0.0890073-0.00105493j 0.116937-0.000674075j -0.108775-0.00239407j -0.0796631+0.00378066j 0.108267-0.00376548j 0.419232-0.000108424j 0.0369786+0.00121385j -0.341929+0.00240757j 0.0540688-0.00114957j -0.192183-0.00075683j -0.0735116+0.00013765j 0.160213-0.000626149j -0.0463158-0.000418176j 0.124823+0.0024286j 0.211716+0.00123282j 0.11645+0.000271664j 0.124617+0.000135626j 0.0332033+0.000844029j 0.138553-0.00133186j 0.052227-0.000869541j 0.167908+0.00151736j -0.236364+0.00127217j 0.130075-0.00192155j 0.114124-0.000905607j -0.00966801-0.00149071j -0.0265516-0.000580589j -0.107492-7.3587e-15j -0.083826-0.000402584j 0.115479+0.00219475j 0.0724878-0.0010236j 0.0576794+4.95937e-05j 0.0152928+0.00063848j -0.053477+0.0013214j -0.0384674+0.00290506j -0.157116-0.000533048j -0.0191046+0.000943132j -0.00600915-0.00204577j 0.0687197-0.000347979j 0.042795+0.00101245j -0.115682-0.00639426j 0.0485778+0.00318148j -0.0407624+0.000381403j -0.0335075+5.73879e-05j -0.0475239+0.00492257j 0.078639+0.00192741j 0.0354748-0.00193404j -0.0554009-0.00939076j 0.122056-0.00579765j 0.238751+0.00635594j -0.00902133-0.00206958j 0.132156+0.00464311j 0.0373231+0.00410668j -0.0682475+0.00279759j 0.0351156-0.00802641j 0.0399345-0.001458j 0.0484046+0.00107552j 0.0499439-0.00208906j -0.0992786-0.00581818j 0.0442864+0.00587187j 0.00273663+0.00626539j 0.0399375+0.000752223j -0.0560728+0.00826199j 0.0585941+0.000591775j -0.0245562-0.00078807j 0.0388037-0.0115612j -0.0663269-0.00713804j -0.0106597+0.00849544j -0.0292391-0.000145044j -0.046196+0.000806904j -0.054327+0.000782505j -0.0423984+0.000636394j 0.0716957-0.00308109j 0.00600207+0.00407228j -0.00868974+0.00685274j 0.00872033-0.00470386j -0.0103799-0.00204781j 0.023501-0.00184297j -0.0171873-0.00454576j 0.0475929-0.00296316j 0.0124866-0.00683019j 0.0331+0.00123392j -0.0327098-0.00456424j -0.0217753+0.0140514j 0.0138172-0.00946918j -0.00248275-0.00201045j -0.0376599+0.00112343j 0.0133641-0.00034318j 0.0264811+0.0016724j 0.0154327+0.00667164j -0.0298125-0.00350453j -0.0304594+0.00490539j 0.0115491+0.0150575j -0.0147098+0.00151254j 
