-0.13423+2.14134e-14j -0.109758-0.0013248j -0.0462752+0.0492334j -0.0986347+0.103434j 0.0203948+0.000269135j 0.027839+0.0376536j -0.0296541-0.0285468j 0.00839582-0.103649j 0.0231449-0.0198446j 0.0111886+0.0817298j -0.00322795+0.0138142j 0.0128619-0.012781j -0.0329203-0.0838418j -0.0216073-0.0459774j -0.0124683-0.0103613j 0.0342616+0.0061545j 0.0108204+0.00378988j -0.000919373-0.0301502j -0.0198066+0.0031178j -0.030118-0.00636786j -0.0242646+0.0188428j -0.0191242-0.0333835j -0.0532515+0.0512816j -0.0182731+0.0336182j -0.0314581+0.0408306j 0.164-0.0119873j 0.0378753-0.139232j 0.0795179+0.0228102j -0.0818423-0.0182092j 0.01283-0.071382j -0.0482362-0.0621234j 0.0593707-0.0423825j 0.0288109-0.00273565j 0.083027-0.0983343j -0.013216-0.0788305j 0.0237876+0.0266011j -0.0506693+0.0559065j 0.00670565+0.0519689j 0.0186652-0.0103783j 0.00766359-0.012081j -0.0099422-0.0125814j 0.0415601+0.0195851j -0.0206896+0.0154499j -0.0014629-0.00593267j -0.000160852-0.0173163j -0.0121271+0.00662845j -0.0109815+0.0357724j -0.0323793+0.0415943j -0.00883217-0.00132334j 0.0131198-0.0401185j 0.0282425+0.0391826j 0.0169774-0.0695601j 0.0545535+0.0261713j 0.0247878-0.00740073j 0.0541075+0.012636j 0.00917864+0.0455452j -0.0365337+0.0132845j 0.0472023+0.0360715j 0.000206503-0.0177248j -0.00456074-0.00882844j 0.027827+0.0151704j -0.0289288-0.0514903j -0.0359523-0.00327267j -0.041194-0.109502j -0.103912-0.135705j -0.135112+0.224532j -0.267296+0.0627095j -0.0798638-0.0923708j 0.0486361+0.153449j 0.0533194-0.0292111j 0.0139515-0.000659859j 0.180863-0.0748812j 
0.00766359+0.012081j 0.0276643-0.0474908j -0.00841377+0.00592353j 0.0264776-0.0095658j 0.0163772-0.00294265j -0.00740018-0.0383716j 0.0170866+0.0322979j 0.0021412-0.00341954j -0.00537978+0.0400925j 0.0509688+0.0156456j 0.0544231+0.0104522j 0.0275525+0.0338367j 0.0179096-0.0194855j -0.00527765-0.0256491j 0.0184426+0.0244677j -0.00882985+0.0230437j 0.00125744+0.0295046j -0.0117256+0.0487069j 0.0321207+0.00876119j -0.0481247-0.0427856j 0.00865267-0.0191817j 0.0324455+0.034359j 0.0162425+0.00984037j 9.32064e-06-0.0693698j -0.00406622+0.01309j 0.00842061+0.0309866j -0.0301197+0.00546604j -0.00143957+0.0200974j -0.010043+0.0103443j -0.0162698-0.054472j 0.0722522+0.0296205j 0.0257607-0.0701433j -0.0367999-0.0233784j 0.0174153+0.0462963j 0.044389+0.0385809j -0.0341448-0.0142363j -0.0167725+0.039532j 0.0573523-0.0222507j -0.00476558+0.0771942j 0.217973-4.05231e-15j -0.0496978+0.0145454j -0.0775753-0.0682513j 0.0723295+0.0470136j -0.0392067+0.0367702j -0.0262967+0.0857423j -0.114561+0.0627971j 0.0649886-0.00116018j 0.0436827-0.00202783j -0.0636018+0.00648504j 0.126741+0.139259j 0.0613029+0.116389j -0.095919+0.0424759j 0.0534869+0.123691j 0.151083-0.0121075j -0.00443582-0.165715j 0.100691-0.066667j 0.0167923+0.179672j 0.18862-0.0861632j -0.0869846-0.117203j -0.00459559-0.167132j -0.060019-0.00459043j -0.0200714-0.144169j -0.049606-0.0658433j -0.112215-0.123429j 0.0520978-0.0199951j -0.140858+0.0814615j -0.0136735+0.0883095j -0.00158567-0.0965249j -0.129987-0.0938117j -0.0482757+0.211164j 0.0399315+0.103951j 0.0821088-0.0123707j 
-0.0099422+0.0125814j -0.000328882-0.0728921j -0.0513237+0.0568349j -0.0177095+0.00654938j 0.0453963+0.0359979j 0.00350293-0.0232268j 0.00171825-0.0625355j 0.0213593+0.00484555j 0.0204523-0.0048667j -0.00956688+0.00963974j 0.0251551-0.0235111j -0.0168898-0.0119935j -0.0312996-0.00257779j -0.0266146-0.0811744j -0.00238061+0.00841105j -0.000221451-0.00991705j 0.00416393-0.00188448j -0.00414589+0.0198392j -0.0291314+0.0222758j 0.0301587+0.000513079j -0.00418892+0.0271308j 0.0165015+0.0139659j 0.0215405-0.0484818j -0.0363222-0.0639203j 0.00787254+0.0108392j 0.030213+0.00862767j -0.0463052+0.0173535j -0.000187486+0.00486731j 0.00623374+0.00451605j 0.0459933-0.0402324j 0.0363858+0.0402423j -0.0209466+0.000687812j 0.0217891-0.0343205j 0.000451873+0.0323609j -0.0218669+0.0189281j -0.00282075+0.00660953j -0.0068018+0.0063604j 0.0110698-0.0276079j -0.0104311+0.00709242j -0.0496978-0.0145454j 0.0517672+1.13798e-15j 0.062188-0.0168317j -0.00544068-0.00249741j -0.118974-0.0444964j -0.0857901+0.166157j 0.0422003-0.0306732j -0.0506637-0.0524285j 0.0959572+0.0177261j 0.084123+0.0203766j 0.0658801+0.0956481j -0.0207617-0.0133193j 0.021015+0.0423082j 0.104642-0.0421392j -0.0292344-0.0738647j 0.132653+0.0895267j 0.156942-0.0887498j -0.0417103-0.0346382j -0.0899097+0.0357012j 0.00158321-0.0618245j -0.0412748+0.0776862j 0.082957+0.225764j 0.114468+0.0773324j -0.0887874-0.0385952j -0.01347-0.0304916j -0.273142-0.0751875j -0.00531772-0.0195072j 0.0943749+0.172042j -0.0267438-0.170495j -0.0868437+0.0386526j -0.0196024+0.0790686j 0.0499918+0.030724j 0.11817+0.0178394j 
0.0415601-0.0195851j -0.036785-0.0252031j -0.00628875-0.0425829j 0.0199264+0.0308449j -0.0201773-0.0113731j 0.00663637+0.0317193j -0.075227+0.00798006j -0.060337+0.010112j 0.000292284-0.0477158j 0.00265588+0.0172113j -0.0546931+0.0183289j -0.00173799+0.0265647j 0.0414182+0.0149759j -0.0105734+0.00376143j 0.025748-0.00982928j -0.00808475+0.00808753j 0.0172376+0.0430153j 0.0222361-0.00500403j 0.0552346+0.0639531j 0.0596112-0.00186124j 0.00713543-0.0151553j -0.0604481+0.0159791j -0.00364271-0.0479114j 0.0302208+0.0301238j 0.0192337+0.055053j 0.006978+0.0253019j 0.00950683+0.000395075j -0.0183081-0.0146087j -0.0152341-0.0120263j 0.0282047+0.0123388j 0.0528961-0.0523402j -0.0413185-0.0272783j 0.0681663-0.0156985j -0.0150568+0.0667196j 0.0010104+0.041385j 0.00698035-0.00525997j 0.0688352+0.0358423j 0.0653467-0.00956572j 0.0449058-0.0970122j -0.0775753+0.0682513j 0.062188+0.0168317j 0.0142609+1.1241e-15j 0.0394412+0.0570294j -0.0953334-0.00867904j 0.129516-0.00941053j 0.0258946+0.0702983j -0.0143212-0.056306j -0.0047608+0.0499911j 0.0452035+0.032589j -0.0496943+0.0316673j -0.042232-0.0809018j -0.0907604+0.000116293j -0.0115331-0.0712889j 0.0276733+0.143574j 0.0640011+0.0105956j -0.0540515-0.0366928j -0.122911+0.102531j 0.198807-0.0151138j -0.0924568-0.190843j 0.0918504+0.0604763j -0.0162172-0.156013j 0.0690377+0.0746148j -0.105682-0.0456434j -0.0357856-0.159104j 0.0154221+0.0558296j -0.0719239+0.00284572j 0.114895+0.00452029j 0.0647431-0.109079j 0.0839942+0.055464j -0.000241333+0.004347j -0.0629815+0.028432j 0.067937-0.0162883j 
-0.0206896-0.0154499j 0.0160474+0.0292109j 0.0258943-0.017718j -0.0134977+0.00397336j -0.0124478-0.0270994j -0.00820306+0.0455698j 0.0470794+0.0367139j -0.0023242-0.00436298j -0.0129154-0.00179281j 0.0213016-0.0219957j 0.0219058+0.00692184j 0.0145794-0.0111894j 0.000700123+0.00791169j 0.00516779+0.00905323j -0.0304197-0.0584193j -0.027124+0.000646814j 0.0155677-0.0166861j 0.0159794+0.0366249j 0.0112805-0.0534291j -0.0264583+0.00815633j -0.00407081+0.0121886j -0.00743831-0.0506514j -0.0232121+0.0245482j 0.0197429+0.00353239j 0.0352738+0.00264543j -0.0356849+0.0252761j -0.00508698-0.00606578j 0.00826515+0.022023j -0.0134749-0.0125545j -0.0297711-0.010004j -0.0257381-0.0038135j 0.0325425+0.000904284j -0.0327499+0.0249818j 0.00848305-0.00743702j 0.0609653+0.00455558j -0.071538+0.00803053j 0.029382+0.00430858j -0.0124104-0.0373374j -0.00556097-0.00326294j 0.0723295-0.0470136j -0.00544068+0.00249741j 0.0394412-0.0570294j 0.166829+9.29812e-16j -0.0517025-0.0351785j 0.00186562-0.0798939j -0.0367332+0.120838j -0.113867+0.0355038j 0.12061+0.100997j 0.112814-0.0175587j 0.0153567-0.0156844j -0.0955994-0.0769257j -0.105684+0.0327404j 0.0812121+0.0981018j 0.0527466-0.0226798j 0.118159+0.157474j -0.0218665+0.0910543j 0.143972+0.110611j -0.0896044-0.127598j -0.0636138-0.178408j 0.104752+0.165396j -0.102757+0.176234j 0.00772408+0.0911696j -0.0159927+0.100836j -0.0180384+0.0129379j 0.036277+0.0696748j 0.0406852+0.168215j -0.0524053-0.114447j -0.0134408-0.034056j 0.0100578+0.0137997j 0.0379744-0.017673j 0.00585823+0.0392006j -0.0100132+0.0120948j 
-0.0014629+0.00593267j -0.00484074+0.000552693j -0.000285471+0.00705725j -0.0371914+0.0415401j -0.00505576-0.00122059j 0.0230183+0.0221155j -0.00898901+0.00924755j -0.0561324+0.0164477j -0.0137497-0.014526j -0.00771652+0.0189077j -0.0158864+0.0562187j 0.0186582-0.0412329j 0.0276014+0.00200261j -0.00658544-0.018963j -0.00910333+0.0183534j -4.49135e-05+0.0174356j 0.0276611+0.00386678j 0.0320347-0.0171689j 0.024894-0.00694896j -0.0356567+0.00430364j -0.00659496+0.00328699j 0.047597-0.0377107j 0.0103447+0.0231499j -0.0199034-0.00176686j -0.00270117+0.00121038j 0.00145975-0.018014j 9.85603e-05+0.0332049j 0.0113073+0.018944j 0.00869516-0.0105894j -0.00779856+0.00626146j -0.0212564+0.00774544j 0.0109083+0.0218244j 0.089083-0.0414636j -0.00716538+0.0119139j -0.0261641+0.016487j 0.0225264+0.063483j 0.0583324+0.0361626j 0.0178427-0.0840951j -0.0958204+0.0114917j -0.0392067-0.0367702j -0.118974+0.0444964j -0.0953334+0.00867904j -0.0517025+0.0351785j -0.0821922-1.98383e-14j 0.0667616-0.0926409j 0.0527166+0.0728716j 0.035801+0.0757645j 0.00943063+0.025526j -0.201901+0.00784755j -0.00643241+0.0718532j 0.084063-0.0749054j -0.0493466+0.0652072j -0.121272+0.0649546j -0.0283819-0.109305j -0.147399-0.108844j 0.0872284+0.0116375j -0.0879792-0.153141j 0.141126+0.0172157j -0.0284656+0.0156789j 0.00912127-0.177765j -0.116946-0.187701j 0.0424309-0.0235901j 0.0689114+0.094683j -0.0734953+0.0959566j -0.196817-0.111365j 0.0596248+0.115033j 0.00492738-0.0490041j 0.0145269-0.0552485j -0.0131445+0.183568j 0.140281-0.0329826j -0.0255486-0.015759j 0.0320827-0.00963958j 
-0.000160852+0.0173163j 0.0446817-0.0617072j -0.0116695+0.052701j 0.0417855-0.0742677j 0.0356155+0.0230564j -0.0472568-0.00551527j 0.0157832+0.0109622j 0.0287417-0.025006j -0.0288426+0.0126369j -0.0101987-0.0462128j -0.00488183-0.0365539j 0.00813745-0.0271776j -0.0451192+0.00952751j -0.0234984+0.0269109j -0.0223826-0.00345176j -0.00491085-0.0284j -0.0323822+0.00550554j -0.0314811+0.0321187j -0.0331282-0.00346359j 0.0232064-0.00703279j -0.0375402+0.0459506j 0.0215991+0.0165918j 0.00957937+0.0134687j 0.0200008-0.0278921j -0.0259568+0.0428879j 0.0251937+0.0546685j -0.0124724+0.035352j 0.015812-0.00945228j 0.077721+0.0105842j -0.013709-0.0107999j 0.0818937-0.0489432j -0.0123629+0.0210389j -0.0766814-0.0151217j -0.00261837-0.00786021j 0.0815307-0.0559122j -0.151881+0.0202349j -0.0239767+0.0953103j -0.0124782-0.0331594j -0.0404203-0.0499662j -0.0262967-0.0857423j -0.0857901-0.166157j 0.129516+0.00941053j 0.00186562+0.0798939j 0.0667616+0.0926409j -0.0826122+1.25164e-13j -0.0262001-0.0329522j 0.0581589+0.063827j -0.10518-0.000972446j -0.0136312+0.042866j -0.0230402-0.100943j 0.0278236+0.07706j -0.00747325-0.00781583j 0.0718821+0.0374728j 0.0112145-0.0360596j 0.00309966-0.0769489j -0.0487567+0.0404151j -0.0877562+0.0985936j 0.069861+0.0805422j -0.0711292+0.11153j 0.0987327-0.125912j -0.0752067-0.119991j 0.0171965+0.155438j -0.156605+0.0349134j -0.022535-0.00702382j 0.0661815-0.037064j 0.0051906+0.0245864j -0.0298174-0.0181806j 0.0725509+0.0173568j 0.122343+0.0190499j 0.0292452+0.0627451j -0.0394261+0.0379282j 0.0349807+0.119387j 
-0.0121271-0.00662845j 0.04089-0.0372465j 0.0104522-0.00395941j 0.0205068-0.0505406j 0.0292051-0.00650584j 0.00235266-0.0481365j 0.0389495-0.0271484j 0.0170368-0.0228566j 0.00183282+0.00713057j -0.00212582-0.00207055j -0.0173235+0.0146994j -0.0248987+0.00473308j 1.43666e-05-0.0290575j -0.0130907-0.0280621j 0.0509868+0.0682167j -0.0149414+0.0399448j -0.00670495+0.0214325j 0.00862893+0.0239141j 0.0147348+0.0335431j 0.0193667-0.000264445j 0.00416799-0.00661808j -0.0242916+0.0386832j 0.0142031-0.0429221j 0.0106746-0.0256067j 0.0148159+0.0129965j 0.0217295+0.0337523j -0.0305152-0.0183362j -0.000882141-0.0435727j 0.0228074-0.0100001j 0.000753164-0.00642725j 0.0803009-0.0041711j 0.0202784-0.0399859j -0.0610368+0.0644418j 0.0199624-0.0132263j 0.0826245+0.00806965j -0.0730869-0.0708132j -0.0333896-0.0987148j -0.037885-0.00656365j -0.0511597+0.0249222j -0.114561-0.0627971j 0.0422003+0.0306732j 0.0258946-0.0702983j -0.0367332-0.120838j 0.0527166-0.0728716j -0.0262001+0.0329522j 0.0355203-7.76289e-15j 0.0790553+0.035978j 0.049664-0.0979244j 0.0881395+0.0733304j -0.0683338-0.0307611j 0.103772-0.0699914j -0.0532176-0.0905405j 0.0696403-0.0715974j -0.149691-0.0649894j 0.101487-0.00512242j 0.0986622+0.0423921j 0.129324-0.00226041j 0.172082+0.0270247j 0.112733-0.0596295j -0.0152257+0.00650516j -0.0282638+0.0870255j 0.0958344+0.157259j 0.099435+0.190846j 0.0215186-0.132804j 0.111858-0.0291374j 0.013539+0.0996254j -0.0140141-0.124336j 0.0276083+0.0739641j -0.00406154-0.0567161j -0.0695476+0.0287057j 0.0963637+0.054524j 0.0805439-0.00346015j 
-0.0109815-0.0357724j -0.0442687+0.0216546j -0.0380742+0.0227733j -0.0161541-0.035174j -0.0169527+0.0151568j -0.00358734-0.002479j 0.0158175+0.011887j 0.0255569+0.012213j 0.0386552-0.0172107j -0.0179286+0.0243576j -0.00192937-0.0290515j -0.00385429-0.0362205j -0.0435978+0.0334062j 0.0237238-0.00645254j -0.0162086-0.00807455j 0.0282139-0.040863j -0.00624679-0.00910182j 0.00923896-0.0340285j -0.0511464+0.0171835j 0.0158242+0.000434355j -0.03389+0.00525639j 0.0149664+0.0116277j 0.0154193-0.00969313j 0.0063535-0.00587495j 0.0119261+0.0548749j -0.00798925+0.0231882j 0.00518378-0.012573j -0.00994437+0.00979898j -0.0344166+0.0111045j 0.027325-0.0209246j -0.00500808-0.025936j -0.0296407-0.00452795j -0.00532236+0.0432995j 0.0174917+0.0179359j -0.00437083+0.0415516j -0.00715073-0.0551778j 0.0550114-0.00992678j 0.0278982-0.0340436j -0.0306091+0.017368j 0.0649886+0.00116018j -0.0506637+0.0524285j -0.0143212+0.056306j -0.113867-0.0355038j 0.035801-0.0757645j 0.0581589-0.063827j 0.0790553-0.035978j -0.111594+1.08524e-14j -0.0386571+0.0271357j -0.0863923+0.0592663j -0.0648875-0.0729973j 0.0616305-0.0643057j 0.0991657-0.0748616j 0.0079185-0.179389j -0.0116114-0.100897j -0.0686741+0.0119997j -0.0680598+0.0495825j 0.110232-0.0637638j 0.0935223+0.0581108j 0.158655-0.0669523j 0.00169986-0.0196559j -0.177024+0.102537j -0.218428+0.135222j -0.0251396-0.0250825j -0.0930731-0.145747j 0.0722088+0.0693862j -0.079259+0.091405j 0.109322+0.17916j 0.129841-0.0776429j -0.0274189+0.0164106j -0.0861113+0.0478875j 0.00421899+0.0226396j 0.0440541-0.0193257j 
-0.0323793-0.0415943j -0.0241359+0.0161157j 0.0176796-0.0412285j -0.00665152+0.0344145j 0.0184563-0.0458259j 0.0481766+0.0601423j 0.0280265-0.0322424j 0.0479007-0.0192351j -0.0132408+0.0203383j -0.0142414-0.00497655j 0.0179825-0.00180264j 0.0191731+0.00680373j 0.00309178-0.0273283j -0.00376571-0.00535206j -0.0654282-0.0333135j -0.000457464-0.00892188j 0.0437261-0.0190905j 0.00949414+0.0313652j -0.0391754-0.0213981j 0.0632002+0.01581j -0.00422946-0.0164688j -0.0466465+0.0121771j 0.0195851-0.048877j -0.0427144+0.0124861j -0.00617837+0.00483115j -0.00240035-0.0312245j 0.0254678-0.0383038j -0.00205047-0.0286541j -0.0345491-0.029909j 0.0195463+0.000267995j -0.0260054+0.0157595j 0.0123705-0.00756955j -0.0478729+0.0324417j 0.0030878-0.00581696j 0.0282703+0.0328685j -0.0267929+0.019077j 0.0105588-0.0623919j -0.0733153+0.026829j 0.026649+0.0486213j 0.0436827+0.00202783j 0.0959572-0.0177261j -0.0047608-0.0499911j 0.12061-0.100997j 0.00943063-0.025526j -0.10518+0.000972446j 0.049664+0.0979244j -0.0386571-0.0271357j 0.107585+1.90126e-15j -0.0975834-0.00361359j -0.0831343+0.0801718j -0.00463644+0.0297145j 0.0885873+0.239432j 0.172379-0.102473j -0.034006+0.104583j -0.0172593+0.0737198j 0.080541-0.0758741j 0.0993009-0.0632149j 0.0950312+0.181427j -0.0799865+0.0802435j 0.0353752-0.175721j -0.00335625-0.182532j -0.00958861-0.0203991j 0.0282368+0.00765642j 0.0276276-0.0936163j 0.0300004+0.111152j -0.00148842+0.0706782j -0.0322013+0.0635837j -0.0193274+0.0565372j -0.0281844+0.0173616j -0.0420828-0.0859595j 0.0525665-0.0243555j -0.0100402+0.0055563j 
-0.00883217+0.00132334j 0.00700212+0.0197371j -0.00958722+0.022564j -0.0210075-0.013231j -0.0171338+0.0238994j -0.0348184+0.00478724j 0.00351128-0.0147461j -0.00349906+0.00429952j 0.000358821-0.031174j 0.0166379-0.0189725j -0.0215102-0.0275608j -0.0196232+0.0288715j 0.00912282+0.037648j -0.0321857+0.00672585j -0.00768596-0.0202441j -0.00549489+0.031433j -0.0270617-0.00417164j 0.020885-0.0436529j -0.0130678+0.00681814j 0.00602759-0.0348889j 0.00264712-0.00814842j 0.0249676+0.0107266j -0.0141471+0.0382866j 0.0240437-0.0457644j 0.00299039-0.00266025j 0.0226318+0.0198764j -0.0191049+0.0287398j 0.00253584+0.0206014j -0.00914351+0.0340027j -0.0124946-0.00556325j -0.00384747-0.00576789j -0.00553731-0.00645861j 0.00403819+0.0244046j -0.00266753-0.0164758j 0.00358756-0.0312166j -0.0185362-0.0233456j -0.0337583-0.0464855j 0.0313909+0.0297816j -0.049763-0.106937j -0.0636018-0.00648504j 0.084123-0.0203766j 0.0452035-0.032589j 0.112814+0.0175587j -0.201901-0.00784755j -0.0136312-0.042866j 0.0881395-0.0733304j -0.0863923-0.0592663j -0.0975834+0.00361359j 0.141347+8.32667e-15j -0.00733651-0.0528616j -0.131182+0.0503711j 0.00579777-0.0283693j -0.0620443+0.00748798j 0.073767-0.140445j -0.13301+0.070063j 0.0880295-0.136021j -0.0526498-0.0930937j -0.0735031+0.196006j -0.0489249+0.161152j 0.199433-0.321772j 0.0478813+0.00456992j 0.078951+0.0490765j 0.0372317-0.0043971j -0.107472-0.0698419j 0.053802+0.0575033j -0.0188165+0.0436054j 0.100369-0.00466227j 0.0497343-0.0919672j -0.0217286-0.0220116j -0.0328782+0.0475133j 0.027041+0.0200413j 0.00190635-0.0325374j 
0.0131198+0.0401185j -0.0223029+0.00748483j -0.0179034+0.00103694j 0.0163386+0.00637393j 0.0478926-0.0121119j 0.00911695+0.00215778j -0.00361404-0.00836773j 0.0531527-0.0885793j 0.0107118+0.0234167j 0.0121939-0.0440568j -0.00980142-0.0526706j 0.0243621+0.00432009j 0.0272056-0.017353j -0.0369581+0.0312754j -0.0123569+0.00518819j 0.0210166-0.00814314j -0.00455981+0.0166492j 0.0448247+0.00714277j 0.0191052+0.0212746j 0.00355612+0.0148858j 0.0127247+0.0293069j 0.0162509+0.0055593j -0.00901234-0.0260507j 0.0156963+0.0199635j 0.0262986-0.00505545j -0.0012892-0.00287014j -0.0115778-0.0128263j -0.0128799-0.00703065j -0.0160433+0.0165452j 0.0324406-0.0129097j -0.0100566-0.00386525j -0.0490574+0.042813j 0.038629-0.010621j 0.0226514-0.0369301j -0.108571+0.00398873j -0.0474672-0.0069713j 0.0340874+0.0038197j -0.0327456+0.1337j 0.0821783-0.00599162j 0.126741-0.139259j 0.0658801-0.0956481j -0.0496943-0.0316673j 0.0153567+0.0156844j -0.00643241-0.0718532j -0.0230402+0.100943j -0.0683338+0.0307611j -0.0648875+0.0729973j -0.0831343-0.0801718j -0.00733651+0.0528616j 0.2212+1.62821e-14j 0.15335-0.0524645j 0.189701+0.00912061j -0.13837+0.0498456j 0.134406+0.00854253j 0.0475138-0.0679857j -0.0492445-7.36986e-05j -0.000447607-0.0617677j 0.0474327+0.0339366j 0.0680972+0.132701j 0.0914003+0.0138052j -0.0424128+0.107792j -0.071584-0.055541j -0.00291605+0.119121j -0.0824153+0.0187523j 0.0909371-0.0322154j 0.0604875+0.0193238j 0.102633-0.0771384j -0.0777407-0.00072972j 0.0772151+0.0778078j 0.0203196-0.0984498j -0.017551-0.0334449j 0.0183364-0.0191774j 
0.0282425-0.0391826j 0.019663+0.0201738j 0.038342-0.0671173j 0.0288774-0.0153262j -0.039861-0.00815109j -0.0066938-0.0152841j 0.00289566+0.00888554j -0.00359773+0.00356443j -0.0110961-0.0114056j -0.00281616-0.0230206j -0.0227964-0.0342977j -0.00289678+0.00225738j -0.00724429-0.0269548j -0.0023857+0.0301672j -0.00688278-0.00242065j 0.000172746-0.0206978j 0.0104305+0.00440997j -0.0329997+0.00651292j 0.00703516-0.00515828j -0.00916177+0.0137173j -0.00514364-0.00673468j -0.0311187-0.0533148j 0.0227904-0.0481987j 0.00123442-0.0259145j 0.0126231+0.0046941j 0.0148146+0.0277775j 0.0185738-0.00359576j 0.0133634-0.0161394j -0.030173+0.0150883j 0.0153153+0.00848834j 0.0280636+0.0238229j 0.0289799-0.0657193j -0.0583668+0.068105j -0.0470247+0.00957302j 0.038774-0.0200022j 0.00795825-0.0523032j -0.0775794-0.044558j 0.0733185-0.0160513j -0.0690711-0.0393559j 0.0613029-0.116389j -0.0207617+0.0133193j -0.042232+0.0809018j -0.0955994+0.0769257j 0.084063+0.0749054j 0.0278236-0.07706j 0.103772+0.0699914j 0.0616305+0.0643057j -0.00463644-0.0297145j -0.131182-0.0503711j 0.15335+0.0524645j 0.060245+2.05738e-15j -0.0342102+0.181406j 0.0248923+0.158654j -0.176797-0.118414j -0.0298698-0.0282874j 0.0842506-0.00320382j -0.115613-0.103655j 0.0637642+0.113096j 0.0308524-0.0855291j 0.0332003-0.0979491j -0.0964096+0.08753j 0.0199833+0.181945j 0.012222-0.151949j 0.0708893+0.0735399j -0.0735918+0.0407423j -0.00805549+0.00554788j 0.128398-0.0447726j 0.036112-0.160284j -0.0406625-0.0808827j -0.0422429-0.012384j 0.109481+0.0840541j -0.00250962-0.0448802j 
0.0169774+0.0695601j 0.0371048+0.0094977j 0.0126321+0.0196345j -0.0136474-0.0058377j 0.0364151+0.0171737j -0.0358911-0.0651969j -0.0160077-0.00143044j -0.0103604-0.0356535j -0.044177+0.0324639j -0.0163261+0.00324953j -0.021188+0.0101294j -0.0254006-0.0146696j -0.00931595+0.00456077j -0.0184772+0.0240905j 0.037-0.0132676j -0.0216306+0.0167559j -0.00381455-0.0266081j 0.0230863+0.00306365j 0.00642489-0.0438623j -0.00952601+0.0342121j -0.0237718+0.0240219j -0.000339675+0.01879j -0.0197257+0.0324368j 0.0133237+0.0391828j -0.0308925-0.0178164j -0.0198593+0.00317114j 0.0306826+0.024608j 0.00982425+0.00202257j 0.0398172+0.0116172j -0.00928301+0.016314j 0.0023451+0.0392844j 0.00664968+0.0342271j 0.0719274-0.0464248j -0.0228047-0.0403912j -0.110465-0.0180223j -0.00470787-0.0453165j -0.022617+0.0343005j -0.0169094+0.0788561j 0.0280407+0.0880723j -0.095919-0.0424759j 0.021015-0.0423082j -0.0907604-0.000116293j -0.105684-0.0327404j -0.0493466-0.0652072j -0.00747325+0.00781583j -0.0532176+0.0905405j 0.0991657+0.0748616j 0.0885873-0.239432j 0.00579777+0.0283693j 0.189701-0.00912061j -0.0342102-0.181406j -0.0880383+3.09822e-14j 0.149703+0.130848j -0.140263+0.0153282j 0.00840299-0.0425645j 0.0693505-0.0972136j -0.0303498+0.136434j 0.162997-0.0361067j -0.0431416-0.112152j 0.0662313-0.0637454j 0.00563295-0.0500374j -0.0842734-0.0203627j 0.100096+0.0459805j 0.0756963-0.24493j -0.00338146+0.0348913j -0.0772567-0.0492059j -0.0155943-0.043551j 0.0281752+0.0710989j 0.0320708+0.0606254j 0.0318337-0.0952527j -0.0571065-0.0408798j -0.0123136+0.0241076j 
0.0545535-0.0261713j -0.0130691-0.00612874j 0.00768576-0.0249367j 0.0177608-0.0143364j -0.0144651+0.00831023j -0.0224753-0.0289873j 0.00726941+0.00388811j -0.0244445+0.0110338j -0.0120772-0.0431462j 0.013349-0.00186442j -0.0175365-0.0320953j 0.00900261-0.0544153j -0.0200486-0.0109187j -0.0244162-0.0213537j -0.00617116+0.0349383j -0.0352909-0.0286923j 0.0264987+0.0112169j 0.00999185-0.0174077j 0.0122277-0.0126262j 0.0152327+0.019427j 0.00704288-0.0290186j 0.000780725+0.0103974j 0.0163022+0.0063818j 0.00711088-0.00920911j -0.025731-0.0261094j 0.0183708+0.0277762j -0.00697167+0.011161j 0.0119768+0.00810616j -0.012229+0.0178166j 0.0206255-0.00740748j 0.0164036-0.000686442j -0.0106042-0.0191684j 0.0243456+0.0155301j -0.014764+0.017139j -0.00157177+0.0171544j -0.026669-0.035498j 0.0384339+0.0129073j 0.0210848-0.0638034j 0.0507397-0.0238949j 0.0534869-0.123691j 0.104642+0.0421392j -0.0115331+0.0712889j 0.0812121-0.0981018j -0.121272-0.0649546j 0.0718821-0.0374728j 0.0696403+0.0715974j 0.0079185+0.179389j 0.172379+0.102473j -0.0620443-0.00748798j -0.13837-0.0498456j 0.0248923-0.158654j 0.149703-0.130848j 0.0878336-6.44537e-15j 0.0965331-0.164252j 0.0612709-0.0641249j -0.0467886+0.0078044j 0.0138908+0.0440821j 0.0573941-0.0656397j -0.138075-0.111013j 0.0691825-0.0910915j 0.219484-0.013541j -0.0946557-0.0532444j 0.0194005+0.0241806j 0.0561382+0.0575338j 0.0264898-0.0432789j 0.0217288-0.122925j -0.101184-0.0124214j -0.065676-0.0308977j 0.00705314+0.00599948j -0.000588872+0.0228704j 0.00410887+0.0451153j 0.0171883-0.0140003j 
