-0.13423+2.14134e-14j -0.109758-0.0013248j -0.0462752+0.0492334j -0.0986347+0.103434j 0.0203948+0.000269135j 0.027839+0.0376536j -0.0296541-0.0285468j 0.00839582-0.103649j 0.0231449-0.0198446j 0.0111886+0.0817298j -0.00322795+0.0138142j 0.0128619-0.012781j -0.0329203-0.0838418j -0.0216073-0.0459774j -0.0124683-0.0103613j 0.0342616+0.0061545j 0.0108204+0.00378988j -0.000919373-0.0301502j -0.0198066+0.0031178j -0.030118-0.00636786j -0.0242646+0.0188428j -0.0191242-0.0333835j -0.0532515+0.0512816j -0.0182731+0.0336182j -0.0314581+0.0408306j 0.164-0.0119873j 0.0378753-0.139232j 0.0795179+0.0228102j -0.0818423-0.0182092j 0.01283-0.071382j -0.0482362-0.0621234j 0.0593707-0.0423825j 0.0288109-0.00273565j 0.083027-0.0983343j -0.013216-0.0788305j 0.0237876+0.0266011j -0.0506693+0.0559065j 0.00670565+0.0519689j 0.0186652-0.0103783j 0.00766359-0.012081j -0.0099422-0.0125814j 0.0415601+0.0195851j -0.0206896+0.0154499j -0.0014629-0.00593267j -0.000160852-0.0173163j -0.0121271+0.00662845j -0.0109815+0.0357724j -0.0323793+0.0415943j -0.00883217-0.00132334j 0.0131198-0.0401185j 0.0282425+0.0391826j 0.0169774-0.0695601j 0.0545535+0.0261713j 0.0247878-0.00740073j 0.0541075+0.012636j 0.00917864+0.0455452j -0.0365337+0.0132845j 0.0472023+0.0360715j 0.000206503-0.0177248j -0.00456074-0.00882844j 0.027827+0.0151704j -0.0289288-0.0514903j -0.0359523-0.00327267j -0.041194-0.109502j -0.103912-0.135705j -0.135112+0.224532j -0.267296+0.0627095j -0.0798638-0.0923708j 0.0486361+0.153449j 0.0533194-0.0292111j 0.0139515-0.000659859j 0.180863-0.0748812j 
0.0128619+0.012781j 0.0395356-0.00404752j -0.0463908+0.0219255j -7.88446e-05-0.0121472j 0.136491-0.00308833j 0.0137937-0.0553727j -0.0557152+0.0905665j -0.121507-0.0320236j -0.102512+0.0070262j -0.0333249+0.127853j -0.00281759-0.0871088j -0.058677+8.9373e-15j 0.036878-0.0441862j -0.0796513-0.0669358j 0.0679638-0.0318127j 0.0985748+0.0455974j -0.0985092-0.0951095j -0.00704765-0.0861733j 0.0465981+0.12175j 0.127449+0.0953126j 0.0630514-0.0196285j -0.0205042+0.135617j -0.0839525-0.0421544j -0.12606-0.00948768j -0.0266137+0.226856j 0.15056-0.0131283j -0.0887994-0.0160945j 0.0807226+0.157566j -0.0232446-0.0213932j 0.0105689-0.0204417j 0.0582995+0.0384597j 0.051514-0.0037089j 0.0114776+0.0173165j -0.0567016+0.0218644j 0.0350351+0.0195882j -0.00626986+0.0119275j 0.0482396-0.00703865j -0.0240753-0.00839829j 0.0197471-0.00162143j 0.0275525-0.0338367j -0.0168898+0.0119935j -0.00173799-0.0265647j 0.0145794+0.0111894j 0.0186582+0.0412329j 0.00813745+0.0271776j -0.0248987-0.00473308j -0.00385429+0.0362205j 0.0191731-0.00680373j -0.0196232-0.0288715j 0.0243621-0.00432009j -0.00289678-0.00225738j -0.0254006+0.0146696j 0.00900261+0.0544153j 0.0003228+0.0103739j 0.0198033-0.00767085j -0.0138622-0.0104021j -0.0197832+0.0081645j -0.0317844+0.00864344j 0.00944995+0.0079246j 0.0226714+0.0286914j -0.0190021-0.00346187j -0.00802487+0.000479752j 0.0345725+0.0129195j 0.0257387+0.0144356j 0.0295443+0.0043024j -0.0182316-0.000383468j -0.0159494-0.0454717j -0.00565804-0.00684067j -0.00810436-0.00730119j -0.00532788-0.0206398j 0.0494747-0.0178464j -0.022407+0.00208799j 
-0.0329203+0.0838418j 0.00139399+0.0152764j 0.0955531-0.0720817j 0.059549-0.0375011j -0.14057+0.00661689j -0.090896-0.0375933j 0.10098+0.00798572j 0.0215423+0.00638249j -0.0193126-0.009921j -0.235124-0.0489949j -0.0199198+0.0565424j 0.036878+0.0441862j -0.00776801+1.68086e-14j -0.125277-0.102221j 0.0456249-0.0210331j -0.179684-0.172034j -0.0176988-0.042928j -0.142082-0.0671897j 0.0565019+0.144822j -0.0136821-0.0299662j 0.068154+0.222464j 0.090404+0.109046j 0.164322-0.0549609j -0.0332212-0.0707003j -0.0345783-0.000129204j 0.124094+0.00170831j -0.0981511+0.0837983j -0.0942294-0.147585j 0.0157816+0.157392j 0.091829+0.0193743j 0.0316314-0.0432027j -0.138983-0.0907565j -0.0164198-0.0381859j 0.0071709+0.0257864j -0.0332557+0.0202467j 0.0507604+0.0260127j 0.0111356+0.0480767j 0.00877845+0.0161767j 0.0197959+0.0150044j 0.0179096+0.0194855j -0.0312996+0.00257779j 0.0414182-0.0149759j 0.000700123-0.00791169j 0.0276014-0.00200261j -0.0451192-0.00952751j 1.43666e-05+0.0290575j -0.0435978-0.0334062j 0.00309178+0.0273283j 0.00912282-0.037648j 0.0272056+0.017353j -0.00724429+0.0269548j -0.00931595-0.00456077j -0.0200486+0.0109187j 0.022177+0.0217169j -0.00422335+0.0134171j -0.0159921+0.0155008j 0.0332178+0.0160537j 0.00227647-0.0123647j 0.00488415+0.0129114j -0.0208878-0.00206348j 0.0199202+0.0145968j 0.00304133-0.00363409j 0.0113612+0.0263144j -0.0197892+0.0234869j 0.00147112-0.0134391j -0.0249626-0.00239702j -0.041472-0.0105998j -0.044931-0.00220172j 0.0143965-0.00726606j -0.0166372-0.0291662j -0.0370283-0.0229289j -0.0127994+0.00994664j 
-0.0216073+0.0459774j 0.00471183+0.00550615j 0.146069-0.148471j 0.0715467-0.00946825j -0.148933-0.00522257j -0.110385+0.00153384j 0.0307385+0.0633122j -0.0425684-0.033876j -0.051779+0.0156601j -0.0905407-0.0292509j -0.0432697-0.190128j -0.0796513+0.0669358j -0.125277+0.102221j 0.0425571+1.55917e-14j 0.0523502-0.10038j 0.0148034-0.0676328j -0.0136069+0.00966517j -0.0896643+0.118452j -0.0997576-0.0246053j -0.130291-0.0974889j -0.14674-0.0666458j -0.128625+0.0667059j 0.0382076+0.072317j -0.0491548-0.0974576j 0.0214924+0.0518828j 0.0229372+0.133202j -0.0987911-0.106306j 0.00350571+0.0555935j -0.0687298+0.0877123j 0.072261-0.184267j -0.0179109+0.0109871j 0.00542335-0.0910752j 0.0246248-0.058527j 0.0499941-0.0157297j -0.0367627-0.00364767j 0.0536371+0.0556828j -0.00714336+0.0280178j 0.00565352+0.0100906j -0.0141868+0.0589893j -0.00527765+0.0256491j -0.0266146+0.0811744j -0.0105734-0.00376143j 0.00516779-0.00905323j -0.00658544+0.018963j -0.0234984-0.0269109j -0.0130907+0.0280621j 0.0237238+0.00645254j -0.00376571+0.00535206j -0.0321857-0.00672585j -0.0369581-0.0312754j -0.0023857-0.0301672j -0.0184772-0.0240905j -0.0244162+0.0213537j 0.019366+0.0295018j -0.0120551+0.0128671j 0.00981355+0.0384998j -0.00559502-0.0473678j 0.0338044+0.0324345j 0.0142058-0.0142747j 0.00579325+0.00652798j 0.0489704-0.0765086j -0.0340207-0.0212939j 0.0215753+0.0166895j 2.17965e-05+0.00283021j -0.0210303-0.0407492j 0.0130735-0.015514j -0.0140576-0.0304029j -0.00736638-0.00401038j 0.0322536+0.0275922j 0.011655-0.0570556j 0.002222-0.0178577j -0.0147614-0.0178682j 
-0.0124683+0.0103613j -0.000270292+0.00967437j 0.0289104+0.0470198j -0.0442993+0.0609861j -0.0339773+0.0351028j -0.0197001+0.0328474j -0.0234801-0.0484328j -0.0341695-0.0324857j -0.0701311+0.0282109j -0.0865577+0.109324j 0.0318114-0.00307327j 0.0679638+0.0318127j 0.0456249+0.0210331j 0.0523502+0.10038j 0.106791-5.80785e-14j -0.123677+0.299511j -0.00295926+0.0209339j -0.0348404-0.0161185j 0.17636-0.0903445j -0.288313+0.0944331j 0.192577-0.17213j -0.175017+0.0206193j 0.0375789+0.061367j -0.0283894+0.160647j -0.0343811-0.0646931j -0.12721+0.0308715j 0.0322713-0.083474j -0.071244-0.0307434j 0.0119911-0.00455393j -0.0238217+0.0208039j -0.0418558-0.0268508j -0.0419724+0.0343227j 0.0179142+0.0141503j 0.048906-0.0426853j 0.0179164-0.0237063j -0.0332726+0.0128383j -0.0100146-0.0114152j -0.0445388-0.00411765j 0.0441083-0.0441298j 0.0184426-0.0244677j -0.00238061-0.00841105j 0.025748+0.00982928j -0.0304197+0.0584193j -0.00910333-0.0183534j -0.0223826+0.00345176j 0.0509868-0.0682167j -0.0162086+0.00807455j -0.0654282+0.0333135j -0.00768596+0.0202441j -0.0123569-0.00518819j -0.00688278+0.00242065j 0.037+0.0132676j -0.00617116-0.0349383j 0.0046129-0.0262818j -0.0369353-0.0207493j 0.0178712-0.00528899j 0.0283602-0.0247955j 0.0335228-0.0079967j -0.0132832+0.00380198j -0.00365355-0.0532344j 0.00325093+0.0148043j 0.0162887-0.000262116j 9.03452e-07-0.0059198j -0.00881234-0.0197533j -0.0168207+0.0202936j 0.00933597+0.0378674j 0.0146096+0.0477274j 0.00810908-0.0095975j 0.00860856+0.0149752j -0.00135845+0.0273713j -0.0108671+0.0435069j 0.048382-0.0282758j 
0.0342616-0.0061545j -0.0344517-0.0293082j 0.0328617+0.0236836j 0.00129607+0.0223469j -0.14989+0.036801j 0.0498817+0.0587815j -0.0853244-0.112956j 0.12551+0.0877028j -0.0456318+0.00550603j -0.0467191+0.128284j -0.102926+0.0935074j 0.0985748-0.0455974j -0.179684+0.172034j 0.0148034+0.0676328j -0.123677-0.299511j -0.13518+4.53804e-15j 0.0913404-0.215715j 0.0123449+0.036471j -0.0883446-0.0515491j 0.0453333+0.0695554j -0.112798-0.054693j -0.00477756+0.0100445j 0.0364657-0.218058j 0.0246566+0.054075j -0.00365419+0.151751j 0.0518635+0.220838j -0.00643243+0.0430904j 0.0445567+0.0117654j -0.032141-0.0461242j 0.0350168-0.0138384j -0.0322743+0.04869j 0.0468842+0.00494969j -0.0311025+0.00946304j 0.0249963-0.0415955j -0.0402505+0.00411883j -0.0747131-0.0288121j -0.00976018+0.00467918j 0.0229636-0.0104161j -0.00785751+0.0200273j -0.00882985-0.0230437j -0.000221451+0.00991705j -0.00808475-0.00808753j -0.027124-0.000646814j -4.49135e-05-0.0174356j -0.00491085+0.0284j -0.0149414-0.0399448j 0.0282139+0.040863j -0.000457464+0.00892188j -0.00549489-0.031433j 0.0210166+0.00814314j 0.000172746+0.0206978j -0.0216306-0.0167559j -0.0352909+0.0286923j 0.00573237-0.00311899j 0.0181235-0.0282668j 0.0251865+0.0478106j 0.0202494-0.0230527j -0.0104385-0.0178084j 0.0345734+0.0493289j 0.0248942+0.0281903j -0.000636285-0.00250604j 0.00250576-0.0131097j -0.0231966+0.023291j -0.00980792-0.0198077j -0.0309681+0.0222138j 0.0532643-0.0281236j 0.0207198-0.00782858j 0.0161063+0.0213308j -0.0135048-0.00127071j 0.0236474+0.0198471j -0.0240274-0.000268492j -0.0467187-0.0183329j 
0.0108204-0.00378988j -0.0376963+0.0327025j 0.031055-0.0325942j 0.0569141-0.102856j -0.0964302+0.0361498j -0.0389575-0.0534705j 0.0523959-0.0739206j 0.00902307+0.155817j 0.0946079+0.0229932j -0.0176353+0.137573j -0.0563932-0.128327j -0.0985092+0.0951095j -0.0176988+0.042928j -0.0136069-0.00966517j -0.00295926-0.0209339j 0.0913404+0.215715j -0.391968+1.32189e-13j -0.0158329+0.0710924j -0.0133207-0.0867434j -0.229153-0.0600655j -0.0425887+0.0132903j 0.221021+0.0254838j -0.106796+0.272616j 0.0386025-0.0232081j 0.0868664-0.108633j -0.0369587+0.0592862j 0.0783191+0.109938j -0.00145603+0.0631718j 0.112884+0.105099j -0.0265637-0.0464774j 0.0378383+0.0888781j 0.0286122+0.0227913j 0.0744858-0.00864316j 0.0199491-0.0109676j 0.00087519+0.0193889j -0.000171918+0.0308039j -0.00386266+0.0689793j 0.00959965+0.0124894j -0.0055209+0.00963433j 0.00125744-0.0295046j 0.00416393+0.00188448j 0.0172376-0.0430153j 0.0155677+0.0166861j 0.0276611-0.00386678j -0.0323822-0.00550554j -0.00670495-0.0214325j -0.00624679+0.00910182j 0.0437261+0.0190905j -0.0270617+0.00417164j -0.00455981-0.0166492j 0.0104305-0.00440997j -0.00381455+0.0266081j 0.0264987-0.0112169j 0.012299+0.0254238j 0.00874541+0.0334282j -0.0105111+0.000839235j -0.0225254+0.00413446j -0.0121745+0.00575153j 0.0250268+0.00327678j -0.0101558+0.0322842j 0.00120444-0.00914739j 0.0081065+0.0156619j 0.00802302-0.00737j -0.00650905+0.00736366j 0.0113238+0.014047j 0.0115594-0.00507416j 0.0180954+0.0101179j -0.00773672+0.0188466j 0.010158-0.0287442j -0.022165-0.0177695j 0.0294733+0.0137774j -0.0232906-0.0330255j 
-0.000919373+0.0301502j 0.0211766-0.0248371j 0.036433+0.0504466j -0.0453261+0.0557585j -0.122541+0.0545009j -0.0408795-0.0888978j 0.0492138+0.0806867j -0.0988221+0.211689j 0.0240158-0.0366511j 0.00175227+0.109155j -0.0159069+0.0857896j -0.00704765+0.0861733j -0.142082+0.0671897j -0.0896643-0.118452j -0.0348404+0.0161185j 0.0123449-0.036471j -0.0158329-0.0710924j -0.0206196+1.42941e-15j -0.0264529-0.0295965j -0.123905-0.0803249j 0.125116-0.0757897j 0.0672995-0.163427j 0.0372639+0.0668426j 0.0012474-0.171938j -0.0524377+0.00107723j -0.0581586+0.00709962j 0.0145094+0.0711893j -0.0176507+0.125402j -0.0372922+0.0597837j -0.0398855-0.125263j -0.059998-0.114328j -0.0493424-0.0842876j -0.016472+0.0202562j 0.0507429-0.0243171j -0.0467133-0.00584295j -0.0278647+0.0821285j -0.0408583+0.00454816j -0.0507829+0.0802271j -0.00660845+0.0149567j -0.0117256-0.0487069j -0.00414589-0.0198392j 0.0222361+0.00500403j 0.0159794-0.0366249j 0.0320347+0.0171689j -0.0314811-0.0321187j 0.00862893-0.0239141j 0.00923896+0.0340285j 0.00949414-0.0313652j 0.020885+0.0436529j 0.0448247-0.00714277j -0.0329997-0.00651292j 0.0230863-0.00306365j 0.00999185+0.0174077j -0.0117954+0.0483066j 0.0128515+0.0166303j -0.00297363+0.0124322j -0.0124887+0.0425813j 0.043526+0.0340278j -0.00674281+0.0327172j 0.0088574+0.00602118j -0.00167939-0.00366508j 0.00198047+0.0185179j 0.0117526+0.0453659j -0.00322819-0.0252098j -0.0386621+0.0147857j 0.0239382+0.0257793j -0.0116744+0.0157659j 0.00145087-0.00964331j 0.0327218+0.0423511j 0.00263421-0.00373022j -0.0268955-0.000474433j 0.0315983-0.0350394j 
-0.0198066-0.0031178j -0.0146364+0.0430375j 0.0132644-0.0225023j 0.00772461-0.0446799j -0.00108892+0.0138154j -0.101013-0.0723972j 0.0944772-0.0191538j -0.087055-0.00660799j -0.027017+0.0402876j -0.105452+0.112484j 0.131844-0.0625276j 0.0465981-0.12175j 0.0565019-0.144822j -0.0997576+0.0246053j 0.17636+0.0903445j -0.0883446+0.0515491j -0.0133207+0.0867434j -0.0264529+0.0295965j 0.0870216-1.79433e-13j 0.0623006+0.100632j 0.046301-0.0728179j -0.0146832+0.178985j 0.0850011-0.0479395j -0.00790919+0.0990627j -0.110247+0.118461j 0.0431551+0.0876093j -0.00316433+0.0226341j 0.018684+0.0214072j 0.0804301+0.0290587j -0.0232629+0.0245437j 0.0329634+0.0735373j 0.0229276+0.0486956j 0.0550658-0.0114154j 0.0161798-0.00317604j 0.0147771+0.00415244j 0.0611037+0.0310109j -0.00288353+0.0481887j -0.0220896+0.0025646j 0.0082507-0.0363555j 0.0321207-0.00876119j -0.0291314-0.0222758j 0.0552346-0.0639531j 0.0112805+0.0534291j 0.024894+0.00694896j -0.0331282+0.00346359j 0.0147348-0.0335431j -0.0511464-0.0171835j -0.0391754+0.0213981j -0.0130678-0.00681814j 0.0191052-0.0212746j 0.00703516+0.00515828j 0.00642489+0.0438623j 0.0122277+0.0126262j -0.0215757+0.00358155j 0.00313785+0.000438183j 0.00618789-0.010749j -0.00195376-0.038013j 0.0132836+0.0147002j -0.00449984-0.00311154j 0.0218668+0.00179508j 0.0183081+0.0125367j 0.0101477+0.0143853j 0.00247148-0.0160189j 0.00210055-0.00443333j 0.0128535+0.0129665j 0.00576583+0.0164441j -0.00346804+0.0227508j -0.0279471+0.00707873j 0.0209708-0.0182346j -0.0224676-0.00461089j 0.0287958+0.0344137j 0.0303885-0.033035j 
-0.030118+0.00636786j -0.00985522+0.0409346j 0.0607544-0.0870216j 0.0390614+0.00217292j -0.171899+0.0107681j 0.0414472-0.0218149j -0.0163783+0.101572j -0.00708244-0.129675j -0.0205617+0.0396293j -0.131402+0.0518282j 0.141477+0.0690105j 0.127449-0.0953126j -0.0136821+0.0299662j -0.130291+0.0974889j -0.288313-0.0944331j 0.0453333-0.0695554j -0.229153+0.0600655j -0.123905+0.0803249j 0.0623006-0.100632j 0.129308-2.6229e-15j 0.0887725-0.0219205j -0.00650824-0.169829j -0.0823046-0.0460489j -0.0531954+0.0354061j 0.0900701+0.0981243j 0.115838-0.0844594j 0.0772743-0.0312488j 0.0918899-0.0846957j -0.0110278-0.0632899j 0.0715916-0.0703629j 0.00254684-0.013577j -0.0326605-0.0151368j -0.0501989-0.0303658j 0.0289141-0.0579666j -0.0308447-0.043963j -0.0369756+0.00530991j -0.0355275-0.0580525j -0.0203631-0.0382508j -0.0117493-0.0455404j -0.0481247+0.0427856j 0.0301587-0.000513079j 0.0596112+0.00186124j -0.0264583-0.00815633j -0.0356567-0.00430364j 0.0232064+0.00703279j 0.0193667+0.000264445j 0.0158242-0.000434355j 0.0632002-0.01581j 0.00602759+0.0348889j 0.00355612-0.0148858j -0.00916177-0.0137173j -0.00952601-0.0342121j 0.0152327-0.019427j 0.0510051-0.0153991j -0.0210697+0.0409272j 0.0146675-0.00519198j 0.00245311-0.00146955j 0.00086307-0.0276779j 0.0326948-0.0234331j -0.0236407-0.0151801j -0.00198716-0.00247139j 0.0026508-0.0181263j 0.0114304+0.000786173j -0.014595+0.00114589j 0.0115196+0.00382863j 0.0154716-0.0325542j 0.016055+0.0103722j 0.0342165+0.0195202j -0.015123+0.0104248j 0.025264+0.0170984j -0.0270015+0.0205098j -0.0334401+0.0304106j 
-0.0242646-0.0188428j -0.0379014+0.0540233j 0.0898115-0.165226j 0.101562+0.0274522j -0.170615-0.0208619j 0.0537491+0.059934j -0.00473949-0.0124372j -0.0198598+0.0495354j 0.138637-0.0417892j -0.0149288-0.213598j 0.00868158+0.0858332j 0.0630514+0.0196285j 0.068154-0.222464j -0.14674+0.0666458j 0.192577+0.17213j -0.112798+0.054693j -0.0425887-0.0132903j 0.125116+0.0757897j 0.046301+0.0728179j 0.0887725+0.0219205j 0.014923-1.32117e-14j -0.169545-0.0962531j 0.0205597-0.0601977j 0.00149686-0.0711077j -0.117181+0.0984517j -0.0771463+0.139034j 0.111241+0.000532296j 0.0196918+0.0222423j 0.0947429-0.0547307j 0.030568-0.0416818j 0.0243761+0.041691j -0.0335136+0.0332741j 0.0564222-0.0576771j 0.0299522-0.107055j 0.00102127-0.0486281j -0.0632527-0.019063j -0.035331+0.0446921j -0.00882549-0.0168997j -0.0338572+0.0122721j 0.00865267+0.0191817j -0.00418892-0.0271308j 0.00713543+0.0151553j -0.00407081-0.0121886j -0.00659496-0.00328699j -0.0375402-0.0459506j 0.00416799+0.00661808j -0.03389-0.00525639j -0.00422946+0.0164688j 0.00264712+0.00814842j 0.0127247-0.0293069j -0.00514364+0.00673468j -0.0237718-0.0240219j 0.00704288+0.0290186j 0.0226877+0.0159277j -0.0127283+0.0181426j 0.0276192-0.00784644j -0.00497637-0.0196985j 0.0195278+0.00867897j 0.013955-0.016812j 0.000784168-0.00190729j 0.00618209-0.0025255j -0.0154694-0.0292753j 0.00567224-0.0290408j 0.00320706-0.0205574j 0.00876937+0.0155688j 0.0321014+0.023087j 0.00945087+0.0263276j 0.0101664+0.0226827j 0.00213151+0.00204136j 0.00442551+0.0306103j 0.010397+0.0380029j -0.009646-0.0316009j 
-0.0191242+0.0333835j 0.0175076+0.0450054j 0.18319-0.168826j 0.0839488+0.115077j -0.0563437-0.0295634j 0.0294073+0.0764467j -0.0872919+0.0454462j -0.16698+0.00659415j -0.0646999+0.0837516j 0.0294317+0.172675j -0.202613-0.0381664j -0.0205042-0.135617j 0.090404-0.109046j -0.128625-0.0667059j -0.175017-0.0206193j -0.00477756-0.0100445j 0.221021-0.0254838j 0.0672995+0.163427j -0.0146832-0.178985j -0.00650824+0.169829j -0.169545+0.0962531j 0.0581835-2.13232e-14j 0.0267209-0.0491216j 0.0178932+0.0628388j 0.0648794-0.058044j -0.0408505-0.00777425j 0.103156-0.0188481j 0.0259621-0.0980302j 0.0637078-0.0269615j 0.0235351-0.0647876j 0.0405099-0.0694014j -0.135433+0.000281721j 0.0641899-0.0378684j 0.0707171-0.118065j 0.0712083-0.0681049j -0.0647313-0.0341486j -0.0248553-0.00137971j -0.0721822-0.0104096j 0.032959-0.0637321j 0.0324455-0.034359j 0.0165015-0.0139659j -0.0604481-0.0159791j -0.00743831+0.0506514j 0.047597+0.0377107j 0.0215991-0.0165918j -0.0242916-0.0386832j 0.0149664-0.0116277j -0.0466465-0.0121771j 0.0249676-0.0107266j 0.0162509-0.0055593j -0.0311187+0.0533148j -0.000339675-0.01879j 0.000780725-0.0103974j 0.00632957-0.0106169j 0.0258603-0.00343238j 0.0405591-0.0115263j 0.00624033-0.0109395j -0.0114932-0.0135711j 0.00267586-0.047278j -0.0169801-0.00889378j -0.00978418+0.0312503j 0.00945796-0.0175171j 0.0150864-0.0287058j 0.00495935-0.0284763j 0.00808301+0.0198451j -0.0145273+0.0397822j -0.000277324+0.0405578j 0.0196299-0.00722083j -0.00242273+0.0141682j -0.0253079+0.0360424j 0.0278308+0.0437936j 0.0302075-0.0371493j 
-0.0532515-0.0512816j -0.0421081+0.0453141j -0.0226866+0.0209353j 0.0113334+0.0673024j 0.0777086-0.0510758j 0.0374804+0.126367j 0.017525+0.106126j -0.0714481-0.0234954j 0.0152057+0.100322j -0.0465334-0.206399j 0.0547269-0.0149548j -0.0839525+0.0421544j 0.164322+0.0549609j 0.0382076-0.072317j 0.0375789-0.061367j 0.0364657+0.218058j -0.106796-0.272616j 0.0372639-0.0668426j 0.0850011+0.0479395j -0.0823046+0.0460489j 0.0205597+0.0601977j 0.0267209+0.0491216j -0.0804406-1.22957e-14j 0.0817402-0.0299786j 0.0381863+0.035307j 0.0108128+0.0971723j 0.0946617+0.0935833j 0.057399-0.0112465j 0.0364019-0.0286102j -0.00731596+0.0984524j 0.0347037+0.0391532j 0.0784688-0.00801087j 0.045724+0.00439806j 0.00683585-0.0356385j 0.0272247-0.0260238j 0.0298455-0.0598864j -0.0373188-0.0463211j -0.00993127+0.0266137j 0.00483625+0.0112467j 0.0162425-0.00984037j 0.0215405+0.0484818j -0.00364271+0.0479114j -0.0232121-0.0245482j 0.0103447-0.0231499j 0.00957937-0.0134687j 0.0142031+0.0429221j 0.0154193+0.00969313j 0.0195851+0.048877j -0.0141471-0.0382866j -0.00901234+0.0260507j 0.0227904+0.0481987j -0.0197257-0.0324368j 0.0163022-0.0063818j 0.0317888+0.0403803j 0.0197736+0.00251677j -0.00782645+0.0161005j -0.0123047-0.00660879j 0.00158606-0.0360503j 0.00692879+0.0105156j -0.028101+0.0145248j 0.0232692+0.0101281j 0.00840407-0.00972937j -0.0333391-0.0060846j -0.0114208-0.0264341j -0.0240646-0.000365343j 0.0320924+0.0148802j -0.0252633+0.0540787j -0.0154292+0.0506161j 0.00170025-0.00226498j 0.0154359+0.0409154j -0.0454336+0.00407836j 0.013965-0.0199653j 
-0.0182731-0.0336182j -0.0495862+0.0279462j -0.172709-0.0940051j 0.1481-0.135782j 0.151632-0.186536j -0.0104385-0.00317926j 0.0590484+0.0612891j 0.00913249-0.0555454j -0.210885+0.171588j -0.0712146-0.105325j 0.022589-0.176247j -0.12606+0.00948768j -0.0332212+0.0707003j -0.0491548+0.0974576j -0.0283894-0.160647j 0.0246566-0.054075j 0.0386025+0.0232081j 0.0012474+0.171938j -0.00790919-0.0990627j -0.0531954-0.0354061j 0.00149686+0.0711077j 0.0178932-0.0628388j 0.0817402+0.0299786j 0.0877364+3.96905e-15j 0.0607351+0.0172644j -0.187866+0.0231096j -0.00237132+0.167993j -0.0711235+0.0627616j 0.0144302+0.135473j -0.00554396-0.00310809j -0.0713528-0.0140303j -0.0237349+0.144422j 0.0876858-0.109017j -0.192457+0.0498562j -0.00169782-0.0932631j 0.00135642-0.0216527j -0.00010398-0.00497829j -0.0358878+0.0179852j -0.000466089+0.015397j 9.32064e-06+0.0693698j -0.0363222+0.0639203j 0.0302208-0.0301238j 0.0197429-0.00353239j -0.0199034+0.00176686j 0.0200008+0.0278921j 0.0106746+0.0256067j 0.0063535+0.00587495j -0.0427144-0.0124861j 0.0240437+0.0457644j 0.0156963-0.0199635j 0.00123442+0.0259145j 0.0133237-0.0391828j 0.00711088+0.00920911j -0.0012487-0.0050227j 0.00133164+0.0171025j 0.0191665+0.0253511j 0.00731223-0.03201j 0.00967788+0.0353796j -0.00816967+0.0306631j -0.00630184-0.000712818j 0.00644362+0.0153968j -0.00260793+0.0198992j -0.0176334-0.00340937j 0.00963474-0.0537391j -0.0617274-0.048357j -0.0115617+0.0639696j -0.0261478+0.00148002j -0.0189175-0.031075j 0.0041847+0.04026j -0.0227029+0.00264248j 0.0200166-0.0445299j 0.0479901-0.0550753j 
-0.0314581-0.0408306j -0.0203454+0.0283018j -0.00662625+0.123698j -0.103883-0.0151455j 0.0188562+0.0798585j -0.122802-0.0434457j 0.129776-0.000272724j -0.0412136+0.0431645j 0.0587535+0.0282368j -0.0989162+0.0952462j 0.239943-0.0975242j -0.0266137-0.226856j -0.0345783+0.000129204j 0.0214924-0.0518828j -0.0343811+0.0646931j -0.00365419-0.151751j 0.0868664+0.108633j -0.0524377-0.00107723j -0.110247-0.118461j 0.0900701-0.0981243j -0.117181-0.0984517j 0.0648794+0.058044j 0.0381863-0.035307j 0.0607351-0.0172644j -0.0258854+1.47521e-14j 0.0236515+0.071038j 0.0305024-0.0159297j 0.0776386+0.00231843j 0.0258968-0.0767052j 0.012979+0.0600511j 0.011344+0.0407337j 0.0970862-0.0514929j -0.0556653+0.0208086j 0.036198+0.060035j -0.0335297+0.0547268j 0.119875+0.02644j -0.0449095+0.00998297j 0.0375414+0.0746703j -0.0658517-0.0108268j -0.00406622-0.01309j 0.00787254-0.0108392j 0.0192337-0.055053j 0.0352738-0.00264543j -0.00270117-0.00121038j -0.0259568-0.0428879j 0.0148159-0.0129965j 0.0119261-0.0548749j -0.00617837-0.00483115j 0.00299039+0.00266025j 0.0262986+0.00505545j 0.0126231-0.0046941j -0.0308925+0.0178164j -0.025731+0.0261094j 0.00542662+0.00180544j -0.00438494-0.0111075j -0.00438584+0.0168826j -0.00936893-0.00454079j 0.0103083-0.026845j 0.00400913+0.0166217j 0.0097711+0.0138997j 0.0146022-0.0226439j 0.00879885-0.0262951j -0.00947901+0.000959545j -0.0178884+0.0114578j 0.00654053+0.0205338j 0.0410886-0.0302328j 0.00515329+0.00247604j -0.0161104+0.0446299j 0.0114349-0.0196481j 0.0328363+0.00882007j -0.0538602+0.0112895j -0.0309065+0.0200703j 
