-0.104967-0.0713467j -0.0528173-0.0521745j 0.0070122+0.00254083j -0.147979+0.0415841j 0.0216607+0.0231299j -0.0425104+0.0253763j 0.0809143-0.0868183j -0.0304107+0.0153435j -0.0119406+0.0635065j 0.00656708-0.0265741j 0.0285774-0.0122252j -0.0421654+0.0597285j 0.0088544+0.0280348j 0.00914346+0.0265648j -0.0167256-0.0445648j -0.00354151-0.0653126j 0.000870983+0.00208212j -0.0142934-0.023636j -0.00192235-0.00796246j -0.0144211-0.0113125j 0.00217537+0.0252816j 0.0217312-0.0514171j -0.00350877-0.025708j 0.00381015+0.0216825j -0.00172504-0.00615852j 0.013616-0.00573846j -0.0256054-0.0161839j -0.00900786+0.0175096j 0.0115452+0.033168j 0.0233168+0.0446842j 0.0127906-0.0298513j -0.0115036+0.0420566j -0.0202496-0.0222979j 0.0164691+0.0122202j -0.029814-0.00415842j 0.0211719+0.0236322j -0.00126702-0.0136832j -0.0202711-0.00395566j -0.00707118-0.0178887j 0.0199135+0.0154834j -0.013311-0.0201542j 0.0306284+0.0405875j 0.0211905+0.046081j 0.0155612+0.00162445j -0.0215128+0.0498598j 0.00872373+0.0475187j -0.000196291+0.0235672j 0.02897+0.000718333j 0.0702354+0.0101357j 0.0159961-0.0230544j 0.039889+0.0119427j -0.018507-0.00357558j 0.0186915+0.00291884j 0.023363+0.024067j 0.01904-0.0278744j 0.0336229+0.0461933j 0.0106301-0.0517411j -0.0551848-0.000329764j 0.0438955+0.0745209j -0.00992277+0.0317842j 0.00228636+0.0404761j 0.0386855+0.0820289j -0.0352843-0.0375644j -0.0941563-0.0284824j -0.0867504+0.078641j -0.235842-0.153862j 0.0488679-0.212618j 0.178342-0.120297j 0.025306-0.0621565j -0.138364+0.0847177j -0.121444-0.0227445j -0.0654674-0.207266j 0.0190552+0.0102387j 0.0424553-0.106355j 0.0569673+0.15079j 0.0154356+0.0558001j 0.157965+0.152621j 
0.00581372-0.00549749j 0.0114138-0.00270839j 0.0114536-0.0543764j -0.0348461+0.0518061j 0.0471611+0.00209053j -0.0704009+0.00766515j -0.0102351-0.0552811j 0.00499484-0.0288493j 0.00738785+0.0275293j 0.0474807-0.0677801j 0.0177+0.120379j 0.0490571-0.0554317j 0.0536465-0.0084625j 0.00448589+0.0110215j 0.0729052+0.019882j 0.0469909+0.0476206j 0.0298298-0.0111322j 0.0349177+0.00998751j 0.0205779+0.0885891j -0.00721837+0.0887789j -0.060766+0.00312982j 0.0116257-0.0585731j -0.00191548-0.0418033j -0.00826279-0.0703495j 0.0110867-0.123599j 0.0589194-0.0697519j -0.0280667+0.0235678j -0.0209066-0.0410174j -0.117079+0.0478439j -0.090785-0.0908315j 0.0267278+0.0659626j 0.0450921+0.127578j 0.124542+0.0445548j 0.0481115-0.0170346j 0.172355+0.0785262j -0.087719-0.0190687j -0.105078-0.154659j 0.0353526+0.0580269j 0.00283365+0.0147001j -0.0324748-0.00637676j -0.0831881-0.0872294j 0.0402858-0.0614786j -0.0495093+0.111601j 0.124931+0.137934j 0.0225962-0.0832898j -0.0866249-0.0367388j 0.009814-0.0370112j 0.0244898-0.0859939j 0.0411097+0.0811584j -0.068712-0.156636j -0.0904147+0.115519j 0.00651842+0.00423724j -0.118789-0.0774979j 0.0127814+0.0462623j 0.0198151+0.0828867j -0.0257867-0.0194003j 0.0360705-0.0910276j 0.0168051-0.0161494j -0.0319598-0.0167758j 0.0325495-0.0263047j 0.0339019+0.0127158j -0.00257274-0.0246456j -0.0902216-0.0650076j 0.0111703+0.00334422j -0.0367952+0.0264784j -0.0337587-0.0150465j -0.174949+0.0338963j -0.0267205+0.0771944j -0.0136159+0.0274516j 0.0384163-0.0129986j 0.0342368-0.0440021j 0.0111477-0.00867702j -0.048525+0.051607j 0.0600326+0.048054j -0.00994029+0.0410259j -0.00842448-0.0116803j 0.00127319+0.00218839j 
-0.0203199+0.0179462j -0.0188366+0.0259433j -0.0123969-0.0041824j -0.0149334+0.018676j 0.0150408-0.022609j 0.0124806-0.0159059j 0.0333831+0.0313701j -0.0496946+0.0528674j -0.0102709+0.0464901j 0.0190345-0.0447554j 0.0274431+0.0393613j -0.0490505-0.0702168j 0.00498035+0.025156j 0.0354022+0.0621767j 0.072282+0.0146303j 0.0486876-0.00539373j 0.0300644+0.0445689j -0.0441745+0.0070134j -0.0102776+0.0252983j 0.0562178-0.0419518j -0.0293711-0.0534324j 0.00246255+0.0649784j -0.00211796+0.059663j 0.00652514-0.0120364j -0.024803+0.0348855j 0.1132+0.0273021j -0.043317-0.0519017j -0.0304443-0.0452472j -0.124521+0.0682763j -0.121543-0.048553j 0.0305741+0.0873551j -0.0541598+0.0227259j -0.0298031-0.0233807j -0.0235862-0.0135109j -0.0136437-0.141691j -0.157606-0.0763458j 0.149643+0.0281934j 0.0516446-0.00303452j 0.115524-0.0774655j -0.248518+0.137874j 0.069311-0.061494j 0.148498+0.0961853j -0.0296682+0.0544294j 0.0436438-0.101104j 0.0612267+0.0207612j 0.107903-0.0380695j -0.0889917-0.0125117j -0.0429828+0.0267373j 0.1079-0.075646j -0.00319854+0.11066j 0.107901+0.164253j -0.0855572+0.0922381j 0.00702728-0.00579655j 0.0105349+0.0730084j 0.0992297-0.0570091j 0.124001-0.0760609j -0.15316-0.0548789j -0.0210568-0.0898516j -0.0671518+0.0460893j 0.0179718+0.0250081j 0.0882757+0.0372448j 0.0184296-0.132764j -0.00624804-0.0491567j -0.00644721-0.0150117j 0.00201169-0.0548316j 0.0315684+0.0497278j -0.0441191+0.106959j 0.0577047+0.0712106j -0.0428371+0.0705446j -0.00879584+0.0121854j 0.00667445-0.00757675j 0.020224-0.00978221j -0.0740151-0.0288813j 0.0221618-0.00695199j -0.0237+0.00620519j 0.0296053+0.0155437j 0.0278334+0.0110239j 
-0.0382091-0.0224542j 0.0260814-0.0472323j 0.0604101+0.0148417j 0.0150921-0.00365314j -0.00778495+0.0857775j 0.0134255+0.0463503j 0.0223565-0.0774015j 0.0359289-0.0575993j -0.0372964-0.0471905j -0.0303834-0.0333022j -0.0374604-0.0803005j 0.0341759+0.0418175j -0.0252114-0.0410883j -0.114594-0.011317j -0.0911881+0.0963192j -0.11005-0.0910655j -0.0529476+0.0260564j -0.0500879+0.047142j -0.0172571-0.0780219j -0.00659302-0.0398456j 0.0108602-0.0396626j -0.03944-0.0540071j -0.0251942-0.0977341j 0.0443009+0.0494849j -0.0530546-0.0215015j -0.0610563+0.0808j -0.0603777+0.0807043j -0.0439947+0.171239j 0.00891014-0.00181171j 0.0542975-0.0116438j -0.0486209-0.136481j 0.180449+0.0749602j 0.0287381+0.0185471j -0.104433-0.095302j 0.0599901+0.175948j -0.112527+0.00708143j -0.0305248-0.036323j 0.114903-0.172637j 0.0164333+0.205889j -0.0421696+0.0170293j 0.077753+0.0954117j -0.0311595+0.0436248j 0.0970224-0.0750369j -0.0481566-0.0284033j 0.0624603+0.0167019j -0.0158875-0.0206599j -0.0290783-0.0686289j -0.0694189-0.0368806j 0.0850703-0.169875j 0.034816+0.0232862j 0.00182193-0.0169064j 0.0191498+0.0479558j -0.0220733-0.00262844j 0.064354+0.0196684j 0.0867478-0.0815691j 0.0355054+0.00476864j -0.114756-0.0810378j -0.0447848+0.0267889j -0.00257417+0.0495539j 0.132425-0.0121859j 0.0261653-0.0169868j 0.0687021+0.0186286j -0.0702211+0.0807226j -0.147458+0.00984598j 0.080526-0.0257561j -0.0310273+0.00777992j -0.0372562+0.00302967j -0.033285-0.0842861j 0.073613-0.0502053j -0.0490655-0.0696383j -0.0178498-0.0690584j 0.00983433-0.00681917j 0.062862+0.0610677j -0.0403428+0.014555j 0.0252247-0.0219592j -0.0486441-0.0228585j -0.00124374+0.0385534j 
-0.00943052+0.0254405j -0.012079+0.0103797j 0.00184982+0.0454712j 0.060247-0.0647556j -0.0571946-0.0460414j 0.0592018+0.0314169j 0.0190246+0.0537782j 0.00939397+0.0133379j 0.0165231-0.0265332j -0.0346999+0.0338889j -0.0370902-0.0428322j 0.0162768+0.0109504j 0.0222765-0.0440663j -0.0116124-0.00116867j -0.111892+0.00888049j 0.00999938-0.0230853j 0.0615182+0.0820906j 0.00784131+0.00951769j -0.0402533-0.0261972j -0.0361809-0.0418497j -0.101593-0.0357047j 0.0773055+0.0203057j -0.0415854-0.127396j -0.0509399+0.00952715j 0.131746+0.0279556j -0.0808082-0.0555878j -0.00591029-0.0795172j 0.0222128+0.0697362j 0.0864717-0.0975649j 0.10568-0.0733246j 0.0443445-0.0454193j -0.0299536-0.0428755j -0.0502356+0.00160475j 0.129365+0.0365992j -0.0281105-0.0812933j -0.0495098+0.0686579j -0.124937-0.0238074j 0.0439575-0.0235919j 0.15314+0.00802602j -0.0441364-0.075813j -0.111349-0.17234j 0.1032-0.163866j -0.158162+0.105238j -0.0123767+0.0629241j 0.0514232+0.0908479j 0.0521021+0.0648267j 0.11017-0.172872j -0.00657832-0.03185j 0.0366783-0.00812477j 0.0484313+0.0867258j 0.0137726+0.144628j 0.126152-0.00714272j -0.00919328-0.0228069j 0.0597094+0.017917j -0.0315614-0.0202445j 0.0043521+0.1018j -0.00445345+0.0279516j -0.0192253+0.0498528j -0.02115+0.0523327j 0.0505434-0.0759481j 0.0195469+0.0583082j 0.0803225-0.0416524j 0.0365708+0.0360049j -0.0282972+0.00448542j 0.0217786-0.0300041j -0.0387045-0.0924119j 0.127144-0.0493773j 0.000692151-0.00436932j -0.00241666-0.0602464j -0.0586257-0.0208708j -0.00542181+0.0314028j -0.0172919+0.00955185j 0.0658768-0.0664494j -0.0476822-0.0596478j -0.0386431-0.0456452j 0.0114536+0.00540653j 0.00356993-0.00902148j 
-0.00130753-0.0156366j -0.0069117+0.00730598j 0.00461162-0.00645892j -0.0102369-0.0145924j -0.00685045-0.0407612j -0.000502404+0.0470457j 0.0162846-0.00454979j -0.0100454-0.0106338j -0.0169198+0.0360594j -0.0195178-0.0449339j 0.0476649+0.0564517j 0.0585421-0.0402782j -0.0292434-0.00942194j -0.0804367+0.00635612j -0.0879543+0.000109347j 0.00720226+0.0222415j 0.0341372+0.00265643j 0.020064-0.0181016j 0.0550809+0.0484459j -0.0451626-0.0185812j 0.0680406+0.131849j 0.0182608-0.0450886j 0.0223895+0.00592606j 0.0943577+0.0953502j -0.0780317-0.0376308j -0.074675+0.155659j 0.0350692+0.106799j -0.0750496-0.134362j -0.0543172+0.0309208j 0.0887796+0.199207j -0.0888591-0.00278094j -0.0471831-0.106398j -0.0520407-0.0202745j 0.0248082-0.196631j 0.0333573-0.0363269j 0.019095+0.0335637j -0.145448+0.119087j -0.0608693-0.00419059j -0.0611501-0.00402893j 0.0232116+0.190385j -0.0396789-0.00169862j -0.112257-0.0532904j 0.0557625+0.0104003j -0.0212609+0.238017j -0.0749947+0.00390136j 0.0421122+0.0606662j 0.131394-0.0406874j -0.0627516+0.0633156j 0.0433478+0.0337253j 0.0447381-0.0719363j -0.143204-0.0657303j -0.0110319+0.210931j -0.0688291-0.104119j 0.0549864+0.0431026j -0.0118063+0.0326387j -0.0182982-0.0303393j -0.0173024+0.153399j -0.000650859+0.00320138j -0.0578739+0.104078j 0.016075+0.0380386j 0.0115605-0.0291042j 0.0435886+0.00150079j 0.0324524+0.0437364j -0.0816011-0.0184001j 0.00675352+0.0285581j 0.00508924-0.0322046j -0.0228897+0.00377689j -0.0271529+0.043988j 0.0322821+0.0275403j 0.00879982-0.00394552j -0.0194689-0.0239249j 0.0112392+0.0411418j 0.000940316-0.055893j 0.00962533-0.0281471j 0.00826012+0.00235568j 0.00822035+0.0158017j -0.00868829+0.0162944j 
0.00487486+0.0197225j -0.0121209+0.0182048j -0.00372563+0.0353423j 0.0644338-0.0644317j -0.0257986-0.0769342j 0.049869+0.0376096j 0.00611552+0.0610771j 0.0467412+0.00958059j 0.043545-0.0467294j -0.0420011-0.0534428j -0.132147-0.035749j -0.044698-0.0720993j 0.0466047-0.0588815j 0.0225725+0.00542755j -0.100342-0.00051643j -0.0465036-0.0694198j -0.0221785-0.0324543j -0.00650639+0.0157014j 0.0551361-0.0171201j 0.0213443+0.110879j -0.0737688+0.120026j 0.0260305-0.0227218j -0.0565759-0.072151j -0.0338142+0.0101682j -0.00701008-0.0548254j -0.124744-0.0705083j 0.0498144-0.0658239j -0.0500355+0.0883064j 0.0713203-0.0454553j -0.0166584+0.0536811j -0.0409372-0.0827407j -0.0602024-0.0940041j -0.0627709-0.0285643j -0.0170235+0.0516341j -0.148106+0.0474392j 0.0738691+0.0789821j -0.144623+0.177237j -0.0859826+0.027395j -0.0597236-0.0807589j -0.0160382-0.0862924j 0.004819+0.0306926j -0.0176052+0.0336239j -0.096375+0.168559j 0.0816174-0.0034919j -0.0606683+0.00242802j 0.132612+0.0842583j -0.00940961-0.00755011j -0.142216-0.0445965j 0.0281042+0.0753364j -0.0122447+0.135407j 0.13909+0.0871615j 0.115269-0.0423208j 0.00419216+0.014013j -0.0713972-0.0634588j -0.00486561+0.0273769j -0.0566424+0.079425j 0.025758-0.057769j 0.0566369-0.0921641j 0.0706073-0.0499797j 0.0168926-0.00362172j 0.0591797-0.0513951j -0.00719614+0.0242664j 0.124769-0.0354033j -0.0215388+0.0385227j 0.0507367-0.0475071j 0.027431-0.0400336j 0.0455697-0.0366002j -0.0603181-0.0474629j -8.22237e-05-0.0217351j -0.000931107+0.0136406j -0.00186897+0.0648277j -0.036228+0.015505j 0.0842876-0.0810213j -0.0542896-0.0662723j -0.0392702-0.0697521j 0.0159532+0.00794809j -0.0120127-0.0217983j 
0.0323901-0.0169597j 0.0152634-0.00830664j -0.0212964-0.0354634j -0.0112909+0.0322603j 0.0422196-0.0161893j -0.0158893-0.000813714j -0.0187228-0.0460555j -0.0172843-0.0367584j 0.020934+0.0427435j 0.045867+0.0166591j 0.0624775+0.0705085j 0.0225151+0.0588712j -0.0531669+0.0484463j -0.0357306+0.00606725j 0.00025769-0.0438368j -0.014804-0.0421248j 0.0187424-0.0523862j -0.0548835-0.0406377j 0.0896111+0.112546j 0.074835+0.0376699j 0.178232-0.041517j -0.113422+0.0977755j 0.0199083+0.200674j 0.0278996-8.35047e-05j 0.00647842+0.038535j -0.157085-0.0157675j 0.135244+0.0192565j 0.157407+0.0743856j 0.110241-0.219447j 0.0878609+0.0237412j 0.0400881-0.0935765j 0.135578-0.0984972j -0.0484693-0.127207j 0.0291478+0.099046j -0.0577298+0.0147876j -0.0363022-0.13231j 0.121603-0.0147476j 0.00729428-0.050738j -0.0849585-0.106045j 0.193124-0.0268352j 0.144673+0.0327452j -0.155388+0.0632274j -0.0311699-0.0107507j -0.0401746-0.0557949j -0.0175203+0.0172259j 0.0400477-0.0190867j -0.0770822-0.00486018j 0.0837731-0.114456j -0.0434044+0.020122j -0.0896794+0.00838385j 0.0575052+0.000404094j 0.010086-0.0648883j 0.0389618+0.0488282j 0.0500976-0.0485402j 0.00830204-0.0827987j -0.0203259+0.0241036j 0.071734-0.0835749j -0.0474055-0.00893627j -0.0182632-0.0780683j -0.006319+0.0473096j 0.0349104+0.00325294j -0.0278744-0.0352138j 0.00797465+0.0118371j 0.0210936-0.0944456j -0.0515762+0.0316607j -0.00100761-0.0469249j -0.0388477-0.0202054j 0.0152608+0.0763243j -0.00918417+0.022772j 0.0514984+0.00693243j -0.0233282-0.03851j 0.000182733+0.0212443j -0.0369283+0.00310587j 0.0149959+0.0347827j 0.0218936+0.0439394j -0.0113688-0.0136878j -0.0282492-0.0168583j 
0.0112136-0.00755356j -0.0154641+0.0146075j 0.0163651+0.0287871j 0.0310929-0.0451921j 0.0113855-0.0641191j -0.00626855+0.0269414j 0.0102704+0.0184164j 0.0250321+0.00650532j 0.0124389+0.0110075j 0.013775+0.0182739j -0.101496-0.0132889j -0.102108+0.0725578j -0.0207045-0.00365725j 0.0433242+0.0455047j -0.0185543+0.03312j -0.0369616-0.0135849j -0.026179+0.0223354j 0.0375291+0.0539219j 0.0233902+0.0387335j -0.0162069-0.108955j 0.0390565+0.0955877j -0.0789477-0.0119503j 0.00495489+0.0316694j 0.103594+0.0443998j 0.0554433+0.0325555j 0.0980579+0.0221628j -0.00891691-0.0219898j -0.00237178+0.13528j 0.0945737-0.0326273j 0.0576727+0.0352145j 0.142895+0.0827675j 0.00306905+0.0476452j -0.0792318+0.116213j -0.0766589+0.0738588j 0.084997+0.104078j -0.0719979-0.0903165j 0.0643002-0.124346j 0.0853902-0.0129066j -0.0170395-0.0484056j 0.0430357+0.113887j 0.0737101-0.164058j 0.0713459-0.0269276j -0.130193+0.128078j -0.0915376+0.0807261j 0.00404361-0.001085j 0.0160687+0.0115595j 0.0887473-0.0764127j 0.0556088+0.00169503j -0.0211582-0.0195672j -0.0335045+0.016361j -0.0288116+0.0283695j -0.0479494+0.142389j -0.0264319-0.0513327j -0.0127416+0.0999397j 0.02754-0.0532863j -0.0217186+0.0244716j -0.0742527-0.0244275j 0.0065032-0.179772j -0.0460681-0.0715704j 0.0336604-0.00464878j 0.0125964+0.0349029j -0.00227301+0.00333923j -0.0506081-0.0401811j -0.00513068-0.0174425j 0.0366424-0.0300702j 0.101935+0.0323552j 0.0173754-0.0640443j -0.0150224-0.0378727j 0.0172606+0.00942845j 0.043852+0.0397764j -0.00352448+0.0769927j -0.0662815+0.00500449j 0.0453222-0.0272384j -0.00981865-0.0227034j -0.0237667-0.0493118j 0.0117887+0.0121425j -0.0187125-0.00734051j 
-0.00271111-0.0137533j 0.0178188+0.0141596j 0.0366443-0.0240503j -0.0152601-0.00820194j -0.0270511-0.0402575j -0.00775219+0.048579j 0.00432777-0.0504166j -0.0153264-0.0244482j 0.00949019+0.0210321j 0.0237175+0.0254266j 0.00967538-0.0506417j -0.0424117-0.00655736j -0.00380887+0.0472134j -0.0512284+0.0983849j 0.0849907+0.0936749j -0.0476385+0.011507j -0.0696921-0.0217404j -0.07146-0.053887j 0.0491837-0.0141687j 0.00267006-0.136361j 0.0803115-0.0830728j 0.114363+0.0968308j -0.125237+0.0630894j -0.00896067-0.0901109j 0.0675866-0.0153846j -0.0890944+0.032814j 0.0272116+0.145314j 0.014481+0.098835j -0.0103287-0.0368664j 0.0826975-0.111858j -0.120797-0.0715934j -0.0123962-0.036674j 0.065021-0.120895j 0.121541-0.0232473j 0.028161-0.00194605j -0.0898233-0.0861214j -0.0467539+0.0971351j 0.0157926+0.0880802j 0.200208-0.0343879j -0.0903845-0.0977372j -0.0895744-0.0917545j 0.00928837-0.139154j 0.0632619+0.0468061j -0.0374736+0.0321239j -0.0236032+0.0216481j 0.180617+0.0709035j 0.0444859-0.0716426j -0.116693+0.044529j 0.040816-0.0331136j -0.132277-0.0608879j 0.0190039+0.126361j -0.0061065-0.0139705j 0.0531536-0.0517542j 0.0747606+0.108867j 0.0768837-0.0886517j -0.0595631-0.0294117j -0.0784697+0.0106052j -0.0222238-0.020173j -0.0448073-0.0485784j 0.0179138-0.00136347j -0.0415243+0.048373j 0.0562496-0.0180263j -0.0589+0.014542j -0.00716622-0.0251225j -0.00363781+0.100955j -0.0343683+0.0748946j -0.0200014-0.00359597j 0.00606427-0.005907j 0.0219958+0.0143835j 0.0101897-0.00542713j -0.0136772+0.0108771j -0.0163663+0.0439767j 0.0331311+0.00104316j 0.0359626-0.00531082j 0.00794506+0.0345563j -0.00171668-0.0257402j 0.00353323+0.0246012j 
-0.00301179-0.00703733j 0.0385545+0.00178535j 0.0257593-0.0286415j -0.00607015+0.0477201j 0.024921+0.00667317j 0.0510476-0.00958153j 0.0148389-0.0106652j -0.0016281+0.00652067j 0.109302+0.0110699j -0.0601681-0.0685859j 0.025985-0.0279682j 0.0450373-0.00900283j 0.0284781+0.0379501j -0.00361193-0.0328537j -0.0766577+0.028055j 0.0288303-0.00264291j -0.0437172+0.0175527j -0.0234377-0.0623107j 0.0387362-0.0333373j 0.0412445+0.142727j -0.0172543+0.01642j 0.00295726-0.0905594j 0.0867936-0.0719009j -0.254958+0.00589895j -0.0153303-0.230066j -0.135057-0.120095j 0.132963-0.0623638j -0.0147289+0.237409j 0.0636821+0.072682j -0.031638-0.000448734j -0.0540889+0.12658j -0.0760205-0.0314481j 0.0208791+0.012276j -0.00929167+0.0827571j -0.08119+0.13778j -0.0341701-0.11713j 0.0814325-0.0814122j -0.0734974+0.114496j 0.132866-0.0269193j -0.0903785-0.0176173j -0.0346424-0.0208808j 0.108146+0.0261212j -0.0169037-0.130196j -0.0151059-0.00868564j -0.0324153-0.0203247j 0.0517878-0.107471j 0.0753029-0.00506906j 0.0629729+0.0540288j 0.0517061+0.0515453j 0.0830616-0.0126342j 0.0358021+0.10176j 0.073081-0.0879329j -0.00620445-0.11677j 0.0438922+0.048375j 0.0493945+0.0272889j 0.0312058-0.0485978j -0.0445297+0.00119746j -0.0839321+0.0192116j -0.0806575-0.0907255j 0.0513473+0.054118j -0.0200452-0.0507508j 0.0457466+0.0271566j 0.0648717-0.010898j 0.0365804+0.00746379j -0.00779773+0.0557496j -0.0423571+0.0167725j -0.0275565-0.000548925j -0.00907556+0.0212675j -0.0549847+0.0183018j -0.0232299+0.00225433j -0.0372212-0.102278j 0.0333371-0.0136737j 0.0163022-0.00153938j 0.00862147+0.0212605j 0.00882823+0.0202236j -0.025444-0.0509225j -0.0117577+0.0123138j 
0.0178049+0.0222559j 0.00448899-0.00970586j -0.0489029-0.0195332j 0.0254532+0.0047316j 0.0101222+0.0401084j -0.0266971+0.0286403j -0.0650731+0.0197281j -0.0127732-0.0534827j -0.069704-0.0405598j 0.110794+0.114608j -0.0214896+0.0312798j 0.0455811-0.0400684j 0.01703-0.0264452j -0.0845624-0.0780711j -0.0593117-0.131162j 0.0679347+0.0220276j -0.00561052-0.134886j 0.162222-0.106053j -0.0891282-0.0100958j 0.107767+0.174496j -0.0828155+0.0828471j -0.0263726+0.129475j -0.0958659+0.0253284j 0.0129529+0.188782j 0.0324531+0.073436j 0.0284919-0.144487j 0.0119233-0.013739j 0.0363522-0.00448988j -0.00751194-0.0567722j 0.078348+0.0644348j -0.0896523+0.0883817j 0.00282446-0.0368811j -0.113804-0.0374013j -0.0909398-0.108713j -0.0917465-0.0876457j -0.0200517-0.105408j 0.128351-0.123176j 0.124888-0.0698935j 0.0868905+0.149598j -0.120181-0.0476206j -0.0408604-0.011075j -0.0667845-0.0729627j 0.0218402+0.00202563j -0.0590136-0.121772j 0.144342+0.173641j 0.00823536-0.0761134j 0.0675347-0.103956j 0.025441-0.112559j 0.0321365-0.00186948j -0.0231105+0.0324582j 0.0557541+0.0410764j -0.0312706+0.0352907j -0.00459433-0.0513233j 0.0686686-0.0112684j -0.0262175+0.00738949j -0.000170278+0.0719106j -0.0466668-0.0509445j -0.0213551+0.0501903j 0.0748047-0.0178616j -0.107537+0.0968445j 0.0352467+0.00299747j -0.0170355+0.0348335j 0.0295205-0.0570244j -0.0419935-0.00210642j 0.00749248+0.00702628j -0.00792348+0.000723473j 0.00260783+0.0214774j 0.00611998-0.0139329j 0.0668499-0.0416421j 0.0582294-0.0177789j 0.0531229+0.0526231j 0.00083968-0.0232319j -0.033459-0.0132321j -0.0263785-0.0177069j -0.00926799+0.000526076j 0.00269549+0.00517707j 0.00825775-0.0368094j 
-0.00118006-0.0288213j 0.0328089-0.0013296j -0.00513228+0.0042494j 0.0108677+0.00995994j 0.0765672-0.0514952j 0.046699+0.0169967j -0.0308332-0.0180355j 0.0186554-0.0136664j 0.215779+0.0553467j 0.0515092-0.0190129j -0.0432316-0.0252778j -0.0150576+0.163217j 0.0739411+0.0336311j 0.0570401-0.0443969j -0.00106263-0.0432412j 0.0347828-0.0578478j -0.0431429+0.136466j 0.0219604+0.0678662j 0.0928307+0.0668119j 0.0953657-0.0114938j -0.0448429+0.191701j -0.213455-0.0461029j 0.0774592-0.185213j -0.0979388-0.0343025j -0.0629516+0.154683j -0.109899+0.0166736j 0.0814879-0.205603j 0.00934287-0.0194896j -0.111941-0.0243882j 0.017371-0.0596624j 0.0181183+0.0612985j -0.00756699-0.144822j 0.0311896-0.0268764j 0.060018-0.0975717j 0.0389137-0.0785609j -0.090403+0.0930095j 0.0840416-0.106539j -0.0437929-0.0497806j 0.0360228+0.0526947j 0.000300439+0.0292369j -0.0559593+0.134744j 0.14124-0.0148954j -0.00500046-0.0211033j 0.0222785+0.052722j 0.0376203+0.000946312j -0.0869194+0.0742802j -0.038475+0.036573j -0.0472536+0.0950867j 0.0797155+0.011261j -0.0394013-0.0402355j -0.0141812+0.0217787j -0.000257984-0.00275191j -0.00416618+0.00695293j -0.0615587-0.0831972j 0.0489343+0.046061j 0.065334-0.0165993j -0.0404894+0.0426898j -0.098807+0.010471j -0.00866351+0.0722248j -0.00321528-0.0460793j 0.0410916+0.0189341j 0.0074869+0.000405768j 0.0360749+0.038957j 0.0528216+0.0737842j -0.0293108+0.00239582j 0.0274821-0.0124795j -0.0170074-0.0598166j 0.0399683+0.0501343j -0.0668915-0.0283324j 0.0666818+0.0361536j -0.00145543+0.00495753j -0.0455836-0.0115544j -0.0025343-0.0675954j -0.0411654-0.00479352j -0.0271953-0.0535283j -0.0245882-0.0266069j -0.0400424+0.000324461j 
-0.0354023-0.0222982j 0.0154262-0.014334j -0.0278734+0.0243317j -0.0193953-0.0302104j 0.0404807-0.075054j -0.0106525+0.0577183j -0.0961999-0.0199747j -0.0306942-0.0161424j 0.0908104+0.0539439j -0.0310715-0.155721j 0.0979881-0.0704248j -0.00722634-0.0792209j -0.00129738-0.0514076j -0.0360463+0.0308139j -0.0172946-0.089468j 0.0371123-0.0210428j 0.0687052+0.0265243j 0.0724592+0.0544845j 0.0274152-0.227712j -0.112033-0.0506516j 0.0727646-0.0810437j -0.00594364+0.0350392j 0.0747601-0.0707348j -0.0255002+0.0366803j 0.0543303-0.12314j 0.0447554+0.0383075j -0.0532984-0.0139835j 0.103423+0.00486695j 0.046508-0.152948j -0.0194381-0.082674j 0.0859644-0.04612j 0.0539954-0.0300258j 0.0323458+0.0173397j 0.0826935+0.0566411j -0.0131317-0.122931j -0.000699103-0.0721057j 0.00445741-0.00897657j -0.0640546-0.0969922j 0.00924081+0.0307314j 0.00770146-0.101506j -0.0430152+0.131741j -0.15728+0.0570271j 0.0516104-0.0305347j 0.0266468+0.0326339j 0.00454294-0.0137324j 0.00752925-0.0737977j -0.121844-0.0321049j 0.142822-0.0603047j 0.0115715-0.0711472j 0.0429263+0.0918947j -0.0673144+0.00213048j -0.0138993-0.0446278j -0.0180472-0.0196532j -3.00369e-05+0.00751109j -0.0284464+0.0238086j 0.035282-0.00355636j -0.00910167-0.0146682j -0.0443529+0.051027j -0.009811+0.0702574j -0.0247267+0.0336595j 0.0258167-0.00813114j 0.0522229+0.0109924j 0.0196378-0.0194449j 0.0372521+0.102348j -0.00708947+0.0118663j -0.0212872+0.00645644j -0.0271347+0.0689946j -0.00106359+0.0420783j -0.0764175+0.0423755j -2.15207e-05+0.0393302j 0.0148945+0.0437875j -0.0333384+0.0854846j 0.00979853-0.0746423j -0.0358716-0.0222676j -0.00581021-0.00862999j -0.0222626-0.00105911j -0.000490218+0.0281767j 
