-0.028308+0.00735596j 0.0350277+0.00899908j 0.017569+0.0108695j -0.0258745+0.00615195j -0.00411852-0.0224517j -0.000885299+0.0173835j 0.0120185-0.00337742j 0.0032663+0.000448541j 0.0280399-0.015815j -0.0144089-0.00604651j 0.00662802+0.0139433j 0.000542132+0.00600024j -0.00675383+0.00860338j 0.000113873-0.00580581j 0.00695781+0.00349843j 0.00252105+0.0110915j 0.0104319-0.000575796j -0.00232321-0.0171341j -0.0056863-0.00435049j -0.0119989-0.000105216j -0.00166074-0.0078816j 0.018923-0.00434499j 0.0101684-0.0110408j 0.0140556+0.00043119j 0.00811082-0.00835677j 0.00963202-0.000933044j 0.00564548-0.0024085j -0.00391609-0.00397528j -0.0136755+0.00780689j 0.00106064+0.0039531j 0.00895899-0.00224129j -0.00162846+0.0237318j -0.002695-0.0098303j 0.00874172+0.00143264j -0.0142772+0.00449796j -0.00229827-0.00640654j -0.00191894-0.00861753j 0.00355261-0.00470539j 0.0025246+0.00637312j 0.0166293+0.00426999j -0.0133701+0.00276825j 0.0119359+0.0100597j -0.000294696-0.00903503j -0.00198762+0.00531993j -0.00226167-0.00776021j -0.00392548+0.00459606j -0.00840786+0.0106333j 0.002088+0.00644138j -0.0289621-0.00673013j -0.00394008+0.013713j 0.00176982-0.00394627j -0.0078926-0.00788698j 0.000288636-0.00834062j 0.00337993+0.0004458j -0.00508843+0.000562019j 0.0106723-0.00673023j -0.012346-0.00414135j 0.0120728-0.0050778j 0.00428709-0.00242902j -0.0131428-0.000207733j 0.014789-0.0171244j -0.00207097+0.00371352j -0.0166425+0.00231447j 0.00785911-0.00732188j 0.00336682-0.00270186j 0.000343531+0.00798156j -0.0199757+0.00677398j 0.00910168+0.0033887j 0.00362641-0.0173723j 0.00460933+0.0090486j -0.0113599-0.00196727j 0.0316662-0.0185019j 0.0216298+0.0156071j 0.00320871+0.0114412j 0.0069393+0.00514827j -0.0217962+2.48509e-05j -0.00542356-0.00277363j -0.0171841-0.0111224j -0.0204111+0.015523j 0.00825071-0.00579337j -3.34597e-06+0.0116812j 0.00780767-0.0077109j -0.00711116+0.0282303j -0.0105533-0.000388329j -0.00657089+0.0025058j 0.0104564-0.0249558j -0.00573576+0.013908j 0.00486062-0.0363115j 0.00540227+0.0283673j -0.00544768+0.022457j -0.00392846-0.0121999j 0.000666402-0.225897j 0.00468973+0.0140296j -0.0027785+0.0169445j 0.0154684+0.030369j 0.0224248-0.113583j 0.20646+0.00272107j 
-0.0789458-0.0247444j -0.0180654+0.037226j 0.010125-0.0598766j 0.23748+0.0554941j -0.0961721+0.0516473j 0.0358425+0.0994158j 0.170043+0.0476999j -0.0297409-0.0186046j 0.0683589-0.0596809j 0.0886145-0.0753797j -0.0629077-0.120417j -0.0323596+0.100452j 0.0263899-0.0329926j 0.00360083-0.103253j 0.0251684-0.00326009j -0.0387002-0.0324222j -0.0104674-0.0206455j 0.0105298-0.00272801j 0.00445391-0.0506353j 0.0292354+0.0174157j 0.0229851-0.000184157j 0.0699503-0.121833j 0.0490227-0.0373572j -0.080747+0.029357j -0.0177952-0.0204161j -0.0263056+0.0509609j 0.0666734+0.0423501j -0.0261881-0.00241778j 0.000739761-0.0668354j -0.0150894+0.0541179j 0.0387283+0.0704497j 0.0270652-0.0863347j 0.0358666+0.137746j -0.0239026+0.0914777j -0.00096791+0.0650194j 0.0120629-0.055228j 0.0181164-0.0358497j 0.0252288-0.0754544j -0.0216687+0.0798567j -0.00523444+0.0575367j -0.00405895-0.000303947j 0.00883089-0.00871989j -0.00819915+0.0584103j -0.00788676+0.0374324j -0.00543142+0.0088938j 0.010975-0.0144594j 0.0344024+0.00810081j -0.0220085+0.0138868j 0.0191747-0.0375766j -0.0072839-0.00406691j 0.0121415+0.00758715j -0.0120102+0.0193147j -0.0109176+0.0223349j -0.0107225-0.0397736j -0.0139806+0.0105946j 0.00290234+0.0269856j -0.0164147-0.0201472j -0.0062829+0.0157279j 0.00162955+0.00258414j 0.0108459+0.0436662j -0.0137185+0.0362325j 0.0187478-0.0179883j -0.00559271-0.0343638j -0.0453023+0.0272386j 0.0439433-0.0291029j -0.0146024-0.0284361j -0.00557058-0.00805052j -0.0171048-0.00674201j 0.00341419+0.00998384j -0.00439766-0.0124686j 0.0122586+0.00674496j 0.02108-0.00362843j -0.00376794-0.027183j 0.00415956-0.0096826j -0.0177395+0.0254064j 0.0202551-0.0238522j -0.00436934-0.0140182j 0.00397906+0.0157584j -0.011832-0.0307524j 0.0157393-0.0246293j -0.0158639+0.016521j 0.000689016-0.0355805j 0.00596549+0.00114185j -0.0174598-0.0173041j -0.00205602+0.0114415j 0.0190993+0.0264869j -0.0034695+0.0152284j 0.0111154+0.00147928j 0.0179288-0.00552359j -0.0160938+0.00522974j 0.0237288-0.00741815j 0.00310865-0.00800908j 0.00387252+0.00414161j -0.0288773+0.00041123j 0.0305677-0.00429359j -0.00914272-0.00440374j 0.00749843+0.00547976j 
-0.00190464-0.000148315j -0.0323062+0.00584003j -0.0779619-0.030969j 0.0792355-0.00376332j -0.0308634+0.00618999j -0.0142932+0.0150995j 0.07699+0.00280453j 0.0113291-0.0122798j -0.0509181-0.0164153j 0.00331468+0.00567918j 0.0489529-0.0603389j -0.0589162-0.0169494j 0.0593521-0.0244287j -0.0162219-0.0228147j -0.0011686+0.00244478j 0.0116387-0.0184543j 0.0371221-0.00408014j 0.0503717+0.00406934j -0.0208258-0.000594597j 0.0265814+0.00857631j -0.00842831-0.0201967j 0.0477689+0.00929133j -0.0171848-0.0153997j 0.00127507+0.0058999j -0.0225894-0.0409253j -0.00104522+0.00919008j -0.00326208+0.0775437j 0.0339206+0.0677727j 0.0295426-0.0511651j 0.0172583-0.0262246j 0.0447369-0.084881j 0.0424591-0.0334558j 0.0261632+0.0738278j 0.0216238+0.0103025j 0.00207272+0.0215539j 0.0107891-0.0154308j 0.00275381-0.00429902j 0.00918717+0.00465113j -0.0143776-0.00125451j -0.00805104+0.0215858j -0.01543-0.00749008j 0.0241538+0.0125741j -0.0136774+0.0655305j 0.0281283+0.0325942j -0.0282708+0.0235897j -0.0175707-0.0148682j -0.00508309+0.0296879j 0.0286167+0.0245951j -0.0364879-0.036744j 0.0278262+0.0342649j 0.000519333-0.0159355j -0.00307293+0.0151828j 0.0104976-0.0227331j -0.0282816-0.0453087j -0.00393686+0.0120727j 0.000734425+0.0265151j 0.0183158+0.0461893j -0.00223081-0.000284802j -0.0339258-0.0237029j 0.0126545+0.0188679j 0.0146767+0.00341123j 0.0258003-0.0205405j 0.00172144+0.0318221j 0.0116601+0.0206351j -0.0164648-0.0501698j -0.034398-0.0158809j -0.0147916+0.0164289j -0.0167216+0.0653288j 0.0530402-0.0966375j -0.0281048+0.0157453j -0.0329198-0.025597j -0.00713531+0.014995j 0.0370104+0.0480773j -0.04887+0.00220089j 0.0515323-0.0172127j 0.00289171-0.0253183j 0.0652223-0.00950566j 0.00669322+0.0252017j 0.0262334-0.0164815j -0.0120756+0.0434541j -0.0180603-0.00388304j 0.0172654+0.0307782j 0.013577+0.0200776j -0.00379789-0.00630497j 0.0138934-0.00767102j 0.00629413-0.0332269j -0.0239319+0.00360651j -0.0238718+0.00368694j 0.00245247-0.00243863j -0.0058122+0.00724829j -0.0196389+0.00505844j -0.0189581-0.0402646j 0.0022258-0.00777278j 0.0282518-0.00230729j -0.0248116+0.00549194j 0.0170614-0.0118295j 0.0349972-0.00290392j 
-0.0296305-0.000348894j 0.0280142+0.00841197j 0.0949802+0.0194493j 0.00998662+0.0483963j -0.0523596-0.0140294j -0.0222041+0.0345731j 0.0929333+0.00874572j -0.0326166+0.00315899j 0.0589352-0.0282872j -0.0307733-0.0688554j -0.0926843+0.0502612j 0.00909313+0.0139451j 0.00783326-0.00601799j -0.0553497-0.0443943j 0.0180979+0.0473421j 0.018381-0.00846481j 0.0051132-0.043734j -0.0354746-0.0650302j 0.00608644+0.0121946j 0.0181964+0.00562187j 0.00266094-0.0134705j 0.00959234-0.0498632j 0.00945683-0.0189422j -0.00813701+0.0250322j -0.0228777+0.00943714j -0.0102842+0.0164238j -0.00641717-0.00783467j -0.0233482-0.0270896j 0.00256054+0.0131131j -0.00580318-0.0109541j -0.0211465+0.059038j 0.00750027+0.0367092j -0.0611473+0.0192129j 0.0780016+0.00962696j 0.00399243+0.100089j -0.0181001-0.0418387j -0.0466346-0.0203902j 0.018653-0.0521799j -0.0580803+0.0485103j -0.0355437+0.00585489j -0.0380433+0.0196528j 0.00303322+0.0227073j 0.0351091-0.0251708j -0.00189666-0.0199763j -0.0177563+0.0362899j 0.0443938+0.00897723j 0.0238065-0.00664906j -0.0106968-0.0104072j -0.000713595-0.0181798j -0.0186455+0.02995j -0.0124163+0.0174236j -0.00980718+0.00192694j -0.00492843+0.0203759j 0.000370272-0.0277154j -0.00625577+0.0142702j -0.000141715+0.0138536j 0.00334303-0.0273721j -0.026023+0.00826441j -0.0111405+0.0415874j -0.0198575+0.0268285j 0.000957756-0.00820872j -0.00922671+0.00913031j 0.0334492+0.0330884j 0.00647525-0.015466j 0.0262107+0.0275411j -0.0208624+0.0190839j 0.0108595+0.085373j 0.0430151+0.052309j 0.00748957-0.0242529j -0.0265154-0.0116341j -0.0566847+0.0352785j -0.0208003-0.0201865j -0.0241853+0.0402514j 0.00377296+0.032414j 0.0434816+0.0614122j -0.0109441-0.0227652j 0.0212759-0.0180925j 0.0434468+0.0178945j -0.0117069-0.0379515j -0.0145073+0.0362873j -0.0605092-0.00929528j -0.00814239+0.0532372j 0.0127155-0.04238j 0.0167181-0.0258608j -0.00985351+0.012011j 0.0190145-0.000925894j -0.0401463+0.0159645j -0.00229278+0.0130028j -6.12058e-05-0.0217178j -0.0568953+0.0402228j -0.0312579+0.00122908j -0.00887718+0.00408522j -0.0124213-0.0207472j 0.00793997+0.00207363j 0.0136878-0.0132597j 0.0174371+0.00447346j -0.00458411+0.00722449j 
0.0442692+0.00930831j -0.000642069-0.0203851j 0.0165386-0.00274491j -0.0406485+0.0292835j 0.0658299-0.00745615j 0.0098816-0.0656931j 0.0458119+0.00148564j -0.129367-0.00973432j 0.070246+0.0288464j -0.0167823-0.0502557j -0.0444627+0.0236381j 0.0366453+0.0044317j -0.0174942-0.0257385j 0.0255901+0.00899744j 0.00255868-0.00295663j -0.0155353-0.0223509j 0.0143454-0.0394776j -0.131367+0.00177915j 0.0196015+0.0269459j -0.0363277+0.00405033j 0.0526377-0.0161753j -0.0140324-0.00698152j 0.0296291+0.00733879j 0.040041+0.00372016j -0.0133948+0.0244954j -0.0247564+0.0125418j 0.000973208-0.0162455j -0.048806-0.0478318j 0.000611974+0.0292949j -0.0623291-0.00628354j -0.0517313+0.0729348j 0.013518-0.0161644j -0.0147653-0.0215286j 0.014585-0.000982878j -0.0493784+0.082523j -0.0210971-0.0266035j -0.00952478-0.0176285j -0.00480147-0.0511321j -0.0181073-0.0221457j 0.0224045-0.0360019j 0.00629067-0.00746116j -0.00259224+0.057725j -0.0174024-0.0749822j -0.0323335-0.0675667j 0.0206736+0.0462922j 0.00496402-0.00187144j 0.00372973-0.0429078j 0.00490092-0.0290643j -0.0314277+0.035638j 0.00140802-0.0287714j -0.0416351+0.0151992j -0.0372282+0.0600852j -0.0463317+0.0176843j 0.0134685+0.0190442j 0.0162881-0.0135035j 0.0119369+0.0321221j -0.0259859+0.00854699j -0.0166043-0.0275418j -0.0406163+0.00268654j 0.0099781+0.00591867j -0.0149657-0.0191222j -0.0144373-0.0608525j 0.0257775+0.0316717j 0.0364916-0.00600198j 0.0251977+0.0414197j 0.00741145+0.0436937j 0.0229772+0.065872j -0.029183-0.0527578j -0.0370983+0.0339423j -0.0161904-0.00706681j -0.0124004+0.0168761j -0.0435288-0.00523023j -0.0321133+0.0232687j 0.00788329-0.0784828j -0.0244617-0.00772192j 0.0337328-0.0356809j -0.0271831-0.0275206j 0.0148513-0.026652j 0.0195781+0.00499756j -0.00858379+0.00118507j 0.00766556-0.0401085j 0.012271+0.0128332j -0.0197131+0.0127597j 0.0340972+0.0417396j -0.014154-0.0670709j -0.0188407+0.000526692j -0.00841591-0.00378934j -0.00743143+0.030661j 0.000138629+0.0328162j -0.00234268-0.0237526j -0.0367143+0.0222701j -0.00254606+0.0537407j -0.0128422-0.011916j 0.0158402-0.0132239j 1.4575e-05+0.0096987j 0.00232448+0.0093358j -0.0477914+0.00022224j 
-0.102624-0.0117049j -0.017774+0.0209243j -0.027132-0.0173091j 0.0591688-0.00501066j 0.00843049+0.0372905j 0.00245041+0.0788539j -0.0180722+0.0146128j -0.0775937+0.00201358j 0.0107032-0.00140207j -0.0100075-0.0136547j -0.00168524-0.0215109j -0.0357052+0.00203698j 0.0320955+0.0238204j 0.0594216-0.0520641j -0.0485412-0.0156406j 0.0344095-0.051696j 0.0567865+0.0356954j -0.058588-0.0245867j 0.00913796-0.085844j 0.042013-0.0160475j 0.0343806+0.0213696j 0.00796855-0.0018981j -0.0427252-0.0395599j -0.0121705-0.0246647j 0.00559954-0.0115399j 0.00409286-8.61249e-05j -0.0302676-0.00496295j 0.00858896-0.00243029j 0.0114393-0.00518491j -0.0487763+0.0297589j 0.0169108+0.0226748j 0.0117968-0.00578878j 0.0717102+0.0256664j -0.0371661-0.0298941j -0.0585822-0.027961j -0.035103-0.0181088j 0.0635848+0.0239592j -0.0201368+0.00747449j 0.0281765-0.0273809j -0.00206569-0.0118827j 0.0396083-0.0276954j -0.0122329+0.0595672j 0.0198754-0.0167171j -0.0461561-0.0305416j -0.000629386+0.0930936j 0.0127536-0.0617976j -0.0175474-0.011858j -0.0480816-0.00360907j -0.0111598+0.0317524j 0.0207282+0.0309343j -0.020712+0.0225194j 0.007064-0.0238165j -8.999e-05-0.00038004j 0.0289665+0.0148283j 0.0169686-0.0159824j 0.0241177-0.0428095j -0.0390967-0.0187501j 0.0650261+0.0471733j -0.00996884-0.0791144j 0.00220467-0.00077193j -0.0296649+0.0639566j 0.0459289-0.0763035j 0.021177-0.0437504j -0.00618382-0.0463981j 0.00391696+0.000953599j 0.0377454-0.0182888j -0.0148301+0.0203166j 0.0411237+0.00232008j 0.00213792-0.0189397j -0.0184392-0.0453512j -0.0185064+0.0203196j 0.0304056-0.02854j 0.00362123-0.0160702j 0.0028981-0.0218892j 0.0108071-0.0273498j -0.00237129-0.0129085j 0.00273609+0.0104344j 0.0196376+0.0125393j 0.00187506+0.00964407j -0.00128379-0.00417115j 0.00190875+0.0197465j 0.00159849+0.000610839j -0.00331204+0.00618082j -0.029527+0.0119289j -0.00884203+0.00712518j 0.015788+0.00844362j -0.000277551+0.0005735j 0.0100564+0.0151682j 0.0141414-0.00792553j 0.01367+0.00189527j 0.00010377-0.00578693j 0.0123398-0.000538767j 0.00122585+0.00836229j -0.00478584+0.00921682j 0.0119233-0.0137007j -0.00433767+0.00251757j 0.0082604-0.00274887j 
0.0586965+0.00154319j -0.0309939-0.0197627j -0.00683272-0.0426061j 0.0761459+0.0217319j 0.0297335+0.00217571j 0.0182491-0.0671263j 0.0765629+0.0222112j 0.0696694+0.000456185j 0.0538159+0.012747j 0.0960573-0.0265443j -0.00945327-0.0689981j 0.0795225+0.0588275j -0.00722386-0.0213098j -0.00612279+0.0240319j -0.00236541+0.00458425j -0.032867-0.0197886j -0.0140077+0.0159644j -0.0463147+0.0177235j 0.0114267+0.0384594j -0.0410073-0.00917979j -0.0216535+0.0292728j 0.0176702-0.0702487j 0.0388071+0.0080627j -0.0375008+0.0238738j 0.0282451+0.0394349j 0.0662164+0.0284067j -0.0333993+0.0241221j 0.0137441-0.0242401j -0.087492-0.0483257j -0.0523012+0.0338957j -0.00205218+0.0493653j 0.041154-0.0359464j 0.00932087+0.00923205j -0.0207217+0.0295524j -0.0174039+0.043342j -0.0174374-0.00469375j -0.029603-0.0149911j 0.0552447-0.022594j 0.0115039+0.0481489j 0.0168939+0.0169649j -0.00827147+0.0576532j 0.0198452-0.048958j 0.0124047-0.00733042j -0.020455+0.0130045j -0.00599482-0.0767927j 0.0074619+0.0279785j -0.0276578-0.00941773j -0.0104909-0.0105129j 0.00280489-0.0413284j -0.0512392-0.0202293j -0.00454941+0.0209906j -0.0231898-0.0439717j -0.0473962+0.0732966j 0.0194296-0.00113051j 0.00427865+0.0552226j -0.0348282-0.0267772j -0.0122189+0.0183738j -0.0616801-0.012114j 0.0282677+0.00229229j 0.0203539-0.0256718j 0.0293593-0.00906085j -0.0192179+0.042136j 0.0175551-0.0234584j 0.00401534+0.0356672j -0.0353849+0.0587582j 0.034357+0.0462542j -0.00105923+0.0240148j -0.0251155-0.0701521j -0.0211425+0.00741572j 0.0533853-0.0444346j -0.00471814-0.0418835j -0.00874147+0.0378059j 0.00205134+0.0264612j 0.0486765-0.0138954j -0.00583361-0.0216176j 0.0220815+0.00289471j 0.00815453+0.00655588j 0.0111789+0.0475364j 0.0103463+0.0174998j 0.00368044-0.0279734j -0.011361-0.0652773j 0.00803546-0.00513527j -0.00414713-0.0338245j 0.00324642+0.026796j 0.0107453-0.0161949j -0.00472872-0.000892451j -0.0261982+0.00811515j -0.012486+0.0148891j -0.0479949+0.0138757j -0.0187076+0.028785j -0.00193268+0.0132278j -0.00705993+0.00815327j -0.00300235-0.0265601j -0.00635857-0.016266j 0.00318611+0.00528758j 0.0287932-0.00295753j -0.00454798+0.0122644j 
0.0372103-0.0127902j -0.0384547-0.0132564j 0.118716+0.0244438j -0.0190127+0.00784801j -0.00160094+0.0383557j -0.00313756-0.041473j -0.0284875-0.00408383j -0.0450789-0.00455741j -0.100239+0.00860063j -0.00945324+0.00541502j -0.020259+0.0520454j -0.0194242-0.012892j -0.0170538-0.0380197j -0.0556275-0.0103952j -0.0125863+0.0740165j -0.0327118+0.0196313j 0.00425184-0.030009j 0.0666888+0.00737863j -0.00724747-0.0016023j 0.00800988-0.0134278j -0.00714812-0.0116884j -0.00016579-0.0250227j 0.0208114-0.00922729j 0.0063049-0.00212568j 0.0195252-0.000211445j 0.00250822+0.00625697j 0.0290768-0.00588921j -0.01064-0.031973j -0.0141511+0.0367186j 0.0489076-0.00798577j 0.0119541+0.0267111j -0.0460802+0.0219793j -0.0258362-0.0443831j -0.0304562-0.0161942j -0.0311682-0.01358j -0.00643736+0.0289618j -0.0121055+0.000650957j -0.0358817+0.0475921j -0.0307838-0.0270169j 0.0441714-0.0231838j -0.0188204-0.0103335j -0.00540697-0.0149782j -0.0241383+0.0646224j -0.0190976+0.0361263j -0.000516667+0.00368246j -0.0352209+0.0335625j 0.03343-0.0666425j 0.0152431+0.0141917j 0.03796-0.0419789j -0.00848284-0.00141799j 0.021717+0.00669611j -0.022664-0.0144844j 0.00851413+0.00727316j -0.0123605-0.0161832j 7.95377e-05-0.0097322j -0.0138475+0.0310705j 0.00167939+0.00740868j -0.023789-0.0426723j 0.0111837+0.0667694j -0.0253717-0.0324739j 0.031866-0.0103162j -0.0276636+0.0325873j 0.0156288+0.0144507j 0.0176127-0.0167287j -0.0128948+0.0224482j -0.00585557+0.0137682j -0.0310356-0.00406842j 0.0104905+0.0293382j -0.00469531-0.0179615j -0.0183596+0.0118047j 0.02329+0.0146879j -0.0016678-0.00917872j 0.0308761-0.0129009j -0.0224276-0.0114232j 0.00676017+0.00675543j -0.00124055+0.0205023j 0.00141327+0.00863872j 0.0123329-0.015351j -0.0073386+0.0143708j -0.00827618+0.0387577j 0.0101673+0.00920164j 0.00483147-0.0161114j 0.00267344+0.0434241j 0.0164113-0.0100019j -0.00997858+0.0282466j 0.0092506+0.00822341j -0.0101726-0.00244026j 0.00749099+0.0156671j -0.0041995-0.0016915j 0.0131121+0.00441168j 0.00079395-0.0185886j -0.00636086-0.0159212j -0.00747268-0.0220291j 0.0223375+0.00652697j 0.0150475-0.0128102j 0.0137119-0.00841891j 0.00527902+0.00604668j 
-0.0937138-0.0316518j -0.11443+0.0139956j -0.062247-0.0308943j 0.0731323-0.0260075j 0.0011391+0.116212j 0.0621981+0.0566653j -0.0853998+0.0600507j -0.0256225+0.011882j 0.0105108+0.028673j 0.0311625+0.0254515j 0.0317166-0.0347813j -0.00104536+0.025912j -0.0640897+0.0185017j 0.00381088-0.0383139j -0.0403385-0.0519635j 0.0122466-0.00133386j 0.0402848+0.00583507j 0.0125296+0.0569796j -0.007469-0.068213j -0.0472684-0.00428904j -0.00619171-0.0254821j -0.000638613-0.0419752j -0.0167087-0.0110211j 0.00156208-0.0188231j 0.0664477-0.00748711j 0.0377418+0.00543914j -0.00616827+0.0161712j 0.0153573-0.0087439j -0.0239805+0.02246j 0.0260805+0.00111625j -0.0200738-0.0046165j -0.0176499-0.0398333j -0.0294915+0.00934081j -0.0263767-0.0138546j -0.0232742-0.108774j -0.0221678+0.00901768j -0.0150909+0.0265029j -0.0025475+0.0167597j 0.00463154-0.0386459j 0.0429345-0.0454653j 0.00898672-0.0277548j -0.0113618-0.00973259j -0.00217535-0.026639j -0.0449192-0.0157805j 0.00313026-0.0209633j 0.021295+0.00220883j -0.026129-0.0792605j -0.0142734-0.00542317j -0.017026+0.00681411j 0.00928125-0.0142375j -0.0300856-0.00507524j -0.0160634-0.0185611j -0.0545746+0.0489152j 0.0155539+0.00862762j 0.0126261+0.0344696j 0.0162853-0.0244877j -0.0667307+0.0429491j -0.00441988-0.0472628j 0.0194757-0.0675142j -0.0384842-0.0305843j -0.00452978-0.00783962j 0.00344437-0.00911547j -0.00715923+0.0523736j 0.00447707+0.00322152j -0.0232159+0.0709348j -0.0417475+0.0356538j -0.0117045+0.021057j 0.00948916-0.0502604j 0.00322896+0.0201658j 0.0424094+0.0379141j -0.00598871+0.0356751j -0.0420625-0.0156493j 0.00781795+0.030481j -0.00918482-0.0335327j 0.0176875-0.017714j 0.0128248+0.00926646j -0.0180338+0.023991j 0.024978+0.0154412j 0.0141939+0.00380047j 0.016159-0.00659903j 0.021161-8.60556e-05j 0.0408637+0.0100704j -0.0319124+0.032425j -0.00357732+0.00338758j 0.00685792-0.00269993j 0.00390868-0.00594686j -0.0226475+0.000344551j -0.0011434+0.0271502j 0.0119557-0.00871333j 0.00705931-0.00179859j -0.0255898+0.0118282j -0.00685546+0.00145368j -0.0182174-0.0373954j 0.0222643-0.00439278j 0.0110695-0.0037473j 0.0371803-0.00924591j -0.00356686+0.00315892j 
-0.067687-0.0271026j -0.116527+0.00560065j -0.113433-0.0323161j 0.00999252-0.0550439j 0.0147513+0.0952455j 0.0539261+0.0274453j -0.0762697+0.0715442j -0.0145621-0.0109932j -0.00676033+0.0375809j 0.0529281+0.0624856j 0.0932677-0.0367829j 0.0403647+0.00724106j -0.0134676-0.0374206j 0.0118727-0.0111092j -0.0175062-0.0475067j -0.0456161+0.0395861j 0.000941358+0.0307751j 0.0306034+0.105116j -0.0102902-0.0171046j -0.0595319-0.023412j -0.0296556-0.00095891j -0.0133662+0.0118876j 0.036802-0.0224362j 0.0204988-0.0108582j -0.00275449-0.000129201j 0.00352096-0.014679j 0.0301203+0.0391213j 0.0124352+0.0296945j 0.0265801-0.0133424j 0.0286375+0.0194506j 0.00510928-0.0464313j -0.0238756-0.0007553j -0.0322108+0.0299193j -0.00455833-0.000437474j 0.00828509-0.0480304j 0.0268658+0.0170289j -0.0453182+0.0269334j 0.0150088+0.0548704j 0.0342273-0.0439815j 0.0450984-0.00270312j -0.0160635+0.00730114j 0.0122645-0.0348635j 0.0136995-0.0141477j -0.0393748+0.0108002j -0.0113981-0.069501j -0.0331169+0.0183997j -0.0220114-0.0586799j 0.00454424-0.0214165j 6.55462e-05-0.0180302j -0.00678942-0.0253718j 0.010804-0.0102109j -0.0116685+0.0214013j -0.0474099+0.0237794j 0.0339848-0.0103288j -0.0129646+0.0520646j -0.0182221-0.0130898j -0.0213739+0.0414615j -0.0131328-0.0523533j 0.0232363-0.0241062j -0.00156951-0.0418539j 6.93318e-05-0.0491444j 0.0170728+0.02252j -0.0344123-0.0393434j -0.0243094+0.015315j -0.0222597+0.0455802j 0.0127632-0.0161179j -0.0254376+0.00879358j 0.0142762-0.0516366j -0.0235296-0.0225156j -0.0286723-0.036263j 0.0250631-0.00417618j 0.00934186-0.0420276j 0.0336994+0.000163896j 0.034579-0.0175158j 0.0139543-0.0101671j 0.0115973+0.0161429j 0.00469134-0.0219035j 0.0180813-0.0117039j 0.00461655+0.0190832j -0.00959443+0.0261174j 0.0079856+0.00680942j 0.0177732-0.0366439j 0.0245191-0.00118321j 0.009243+0.0119949j 0.0103918+9.84094e-05j 0.0156049+0.0149732j -0.0103836+0.0115738j 0.000810955+0.00549566j -0.020686+7.92799e-05j 0.0173833-0.00662092j 0.0100583-0.000520882j 0.000995623-0.0121116j 0.00873012-0.00575001j -0.0128806+0.0049707j 0.00928746+0.00664253j 0.0117184-0.00684678j 0.0126563-0.00572978j 
0.00463316+0.00020023j -0.0355132-0.00213291j -0.0727276-0.00500122j -0.0554715-0.00933148j -0.0112408+0.018171j -0.0127525-0.00593806j 0.0254371-0.00432167j -0.0388898-0.000230405j -0.04358+0.0235153j -0.000970518+0.0194681j 0.0094424+0.00487285j -0.0489504+0.00377215j 0.027858+0.0162623j -0.0260417-0.0176982j -0.0168896-0.0050066j 0.0409661-0.00963279j 0.000254425+0.0337617j -0.0442232+0.0372747j 0.00418475+0.0125256j 0.0568075+0.0211418j -0.00660644+0.01603j -0.0187015+0.0331128j -0.0349915-0.000108556j -0.0521937-0.0193781j 0.0388015+0.0185875j 0.0336769-0.0159342j -0.0422409+0.00306847j -0.0129816+0.0353303j 0.00648591-0.0199502j -0.0323791-0.024144j 0.00907672-0.0529105j -0.0123037+0.0247816j 0.023794+0.0439094j -0.0253528-0.0264793j 0.00633254+0.0432879j 0.00860184-0.0104525j 0.00220814-0.010432j -0.0168437-0.00405193j 0.00319057-0.028664j 0.00976708+0.00858284j -0.033033+0.0188836j 0.0271058+0.0130485j -0.0017326+0.0174934j 0.00593366-0.0204254j -0.0244778+0.0405071j -0.00317921-0.00219338j -0.0178398-0.00603534j 0.00261611+0.0021721j 0.0250818+0.0281936j 0.014838+0.0174241j 0.0299985+0.0247216j -0.00856156-0.0555473j -0.0353011+0.0182071j 0.0145868-0.018834j -0.0011914+0.026337j -0.0344786-0.0341247j 0.0266673+0.0109604j -0.0064932-0.0140766j 0.0130317+0.0174578j 0.000773857+0.0409203j -0.0235998+0.0294198j -0.0262118+0.0433999j 0.00136536-0.0313254j -0.0365019+0.0218743j 0.0304758+0.00775057j 0.00175113-0.0129481j 0.013615-0.0235102j 0.00478864-0.0266405j -0.0162607+0.000699564j -0.00375669-0.00149222j 0.018479+0.0205466j -0.00606291+0.00652784j 0.0181334+0.00826377j 0.041622-0.00672834j 0.00322313-0.0144785j -0.00127795+0.00191118j 0.00391068-0.0204997j -0.0128199-0.0205885j 0.00954326+0.00634341j -0.00861426+0.0236956j 0.015284+0.0156006j 0.0019759-0.0077868j 0.0116991-0.00946669j 0.00983991+0.0200356j 0.000227458-0.00817593j 0.001753+0.012366j 0.00691021+0.00136891j -0.0154189-0.0214281j -0.00965959+0.0102023j 0.0259316-0.0187391j -0.00144333-0.00597426j 0.00251288+0.000382625j 0.0172979+0.0207859j -0.0169248+0.00930552j -0.0174068+0.0169047j -0.0134995+0.00222345j 0.00135119-0.0127155j 
