-0.0754207-0.0560065j 0.0555509+0.0248358j -0.00327451+0.0033647j -0.096763+0.0311931j 0.0149203+0.00557259j 0.0373427+0.00815113j -0.0201719+0.0211589j -0.00217257-0.0544056j -0.0469567+0.023685j 0.0320897-0.0190657j -0.0200746+0.00682683j -0.0191445-0.017315j -0.0134137+0.00306953j 0.027185-0.0037548j 0.00972769+0.00597042j 0.0193452-0.00610664j -0.0118915+0.00648884j 0.00331359+0.0210649j -0.0162589-0.00351878j 0.00419069+0.0103688j 0.026345+0.0033989j 0.00532699-0.0100291j -0.0127141-0.00633358j -0.000979238-0.00879534j -0.0173417+0.00186326j -0.0157533+0.000756771j 0.00162107-0.0109436j 0.0175069-0.00338405j 0.00843069-0.0146966j -0.0121981-0.0206872j -0.00409657+0.0135273j 0.0186577-0.0257731j 0.0170871+0.00913775j -0.00776557-0.00204254j 0.0128296+0.0022731j -0.0228301+0.00657213j -0.011522+0.00304494j -0.00485522+0.0206425j 0.0052946+0.0170526j -0.00387036-0.00298607j 0.0148547-0.0218174j 0.0130337+0.00550673j 0.0119037-0.00278518j -0.0257673-0.0048625j 0.00842048-0.00271142j -0.00280913-0.0165345j 0.0148901+0.00493195j -0.00432395+0.000796473j -0.000801435-0.00820035j -0.00902065-0.00245193j 0.0155642+0.0167845j -0.0110425+0.00786161j -0.0132801+0.0166364j -0.0107416+0.000561688j 0.00116523-0.000507806j -0.00331476-0.00459729j 0.00467314+0.0153242j -0.000628843+0.00108861j -0.00454159-0.0205481j -0.000784417-0.00564553j 0.00316712+0.00604616j 0.0107772-0.0097873j -0.00230493+0.0137095j 0.038133+0.00964527j -0.0194055-0.0259171j -0.00186201-0.0174729j 0.0123259+0.00723216j 0.00438858-0.00393079j -0.00860466-0.00687025j 0.0255925+0.00113154j -0.00438806-0.0111345j 0.00633962+0.0157477j 0.00729761-0.00919608j -0.0101795+0.00298782j 0.00919756+0.0175478j 0.0187517+0.05458j 0.00076734+0.0310333j 0.00178242+0.0522106j -0.0154967+0.0221343j 0.0393262-0.0200914j -0.0825443-0.0028123j -0.00974336-0.0483105j -0.0884327-0.000304336j 0.00843942+0.0126246j 0.051706-0.122024j 0.0236853-0.00827073j 0.0386318+0.0266702j -0.0198414-0.0357099j -0.0753507-0.0348219j -0.00247325+0.101045j -0.0369646-0.0181103j -0.0107591+0.017994j -0.00766379-0.0176809j -0.039193+0.0079387j -0.0707963-0.147138j -0.0397712+0.0117805j -0.131699-0.1384j 
0.0284404-0.00729318j 0.050357+0.0482156j 0.0163694+0.0368661j 0.0612403+0.0278734j -0.0228016-0.0428138j -0.0404086-0.00249042j -0.0608012-0.0275638j 0.0503966-0.0254348j 0.00586821-0.0590445j -0.070892+0.00986072j -0.0113679-0.068514j -0.030548+0.00539301j 0.0415008+0.0363637j -0.0147212+0.0559547j -0.032445-0.0297842j -0.00568053-0.0115743j -0.0108733-0.0033903j 0.0335636+0.0901932j -0.0277339-0.0480191j 0.0446796-0.0314819j -0.00613024+0.00360572j 0.0399925-0.0379839j 0.0192596-0.0279063j 0.0259934-0.0157349j 0.00854453-0.000864022j 0.0164575-0.0183185j 0.0318836+0.00410566j 0.0175845+0.00453463j -0.038625+0.00242707j -0.0255075+0.0680784j 0.0825937-0.042957j -0.0291525+0.0201007j -0.0257615-0.0224799j -0.0287671+0.0070376j -0.0338845+0.0499593j -0.00557792-0.016883j 0.0732418-0.0233869j 0.0689126-0.0414413j -0.00816709+0.0230616j 0.0698912-0.0069257j 0.0262822+0.0157242j -0.00632875+0.0140286j 0.0235757+0.0122291j 0.0807733-0.0646853j 0.00394308+0.0511329j 0.00714782+0.0413245j 0.0343241+0.0427203j -0.00438795+0.00166333j 0.0767624-0.0253513j -0.00981921+0.0103426j 0.014897-0.0842568j 0.017747+0.0328577j 0.0149082-0.0400266j 0.123758-0.0129326j -0.0421167+0.074361j -0.0629458-0.0885114j 0.0114821+0.000649097j -0.0231475+0.0505955j -0.0193783+0.059629j -0.0343137+0.0233454j -0.0122581+0.0629239j -0.0761783+0.0100198j -0.00125848+0.112605j 0.0980697+0.0384842j 0.0507512-0.0219106j -0.024622+0.00302887j 0.0444824+0.0427906j 0.0351363-0.0150846j -0.0457077-0.0143246j 0.0336693+0.00983436j 0.0111284-0.0907093j -0.000174023-0.00701234j -0.0782854-0.0304301j -0.00420211+0.0259836j -0.0478347-0.00897038j 0.0129518+0.033494j -0.0144701-0.0111146j -0.0283183-0.00683507j -0.000370958-0.028307j 0.0327199+0.0106569j 0.015584+0.0121161j 0.0678844-0.00373395j 0.0552208-0.0454511j -0.000665095-0.00669008j 0.00642968-0.0145863j 0.0662949+0.0274412j 0.0934998+0.0280386j -0.0083741-0.0136248j -0.0358216+0.0342033j -0.0416985+0.000225109j -0.0186606-0.00872724j 0.0192938+0.0330462j -0.0171126+0.0422293j -0.0654975+0.0459201j 0.0311599+0.0580185j -0.0506107+0.0722934j 0.0253611+0.0835405j 
-0.0774588+8.19657e-05j 0.0309003-0.0575241j 0.0113427-0.061019j 0.00965705-0.0197j 0.00104704+0.0216194j 0.019111-0.0224205j -0.0155619+0.0427292j -0.000643269+0.0160332j -0.019504-0.0735943j -0.0657848-0.0183667j 0.0482962-0.000993751j -0.0299356-0.0249932j 0.041665-0.0119346j -0.0117888+0.00247122j -0.00312643-0.00837818j -0.0471851+0.0332109j -0.00823389+0.00432608j -0.00775008+0.0258023j -0.0231349+0.0242807j 0.0256683+0.0240976j -0.0217464+0.0122509j 0.0350247-0.0194403j 0.0360627-0.021118j 0.0241032-0.0283607j 0.0189765-0.0162371j -0.00134477-0.0258134j 0.0113704+0.00720965j -0.0082026+0.0271271j -0.0346449-0.0315555j 0.00180607-0.0283699j -0.00683467+0.00151723j 0.050449-0.0252738j -0.0213055+0.059873j 0.0336822+0.00456163j -0.0269643+0.0158365j 0.0357481-0.018664j 0.0295495-0.0258293j 0.0236321-0.0240146j 0.0212762+0.00486284j -0.0296772-0.00519358j 0.0412687+0.0144373j 0.0254692-0.00082085j 0.0249571+0.0349568j 0.0144871-0.013529j 0.0664162-0.0248218j -0.0205549+0.0249458j -0.0394223-0.0225551j -0.00455461+0.0148924j -0.0284823-0.0433995j -0.00129905+0.0108282j -0.0390864-0.000249121j 0.0949829-0.0111569j 0.0320174+0.0151548j -0.00170765-0.0152257j 0.0594694-0.0440825j -0.0306936+0.0495096j 0.00951171-0.010393j -0.0478774+0.0405825j 0.00326012-0.048995j 0.0813363-0.00863588j -0.0969899-0.00862584j -0.00364127+0.0519526j 0.0254066-0.0116406j 0.0314761-0.0491452j 0.062366-0.102833j 0.0115491-0.000450317j 0.0029409+0.00549282j 0.0128861+0.00784792j -0.0086313+0.0231237j 0.0668875+0.058245j -0.0197117+0.0193097j -0.015428+0.0381023j 0.0052073-0.0262588j 0.0453078+0.0399644j -0.0339268-0.00108902j 0.0542122+0.0140601j -0.0103654+0.0335372j 0.0175782+0.00992328j -0.0024415-0.046901j 0.0172658+0.0419316j -0.0489917-0.017202j 0.00548249+0.0313306j 0.00369505-0.0202241j 0.0117529+0.0146861j 0.070589-0.00900952j 0.0181512+0.0143907j 0.0320712+0.00514307j 0.0195348+0.0292345j 0.00311842-0.00148239j -0.00762747+0.00988699j -0.0291577+0.0268955j 0.00641633-0.0160669j 0.0295525-0.00834322j 0.0424487-0.0151717j 0.0137736-0.0217494j 0.0111016-0.0342949j -0.044302-0.0133049j 
0.0183595+0.0245785j 0.0357187+0.0414369j 0.0374383-0.0156758j 0.0534913-0.046371j 0.0661394+0.000332126j -0.0391589-0.0422143j 0.00278827-0.0225442j 0.0578738-0.0496591j 0.0348509-0.021756j 0.0650312+0.030956j -0.0645026+0.0645211j -0.015044+0.0279329j -0.0156972+0.0158632j 0.00833322-0.0324764j -0.0370077+0.00640245j 0.0564052+0.0368864j -0.00343881-0.0124306j -0.0222239-0.00129454j -0.00617331-0.0256272j 0.021618+0.0211654j 0.000533761-0.005203j -0.0385764-0.00798755j -0.0331141+4.95551e-05j -0.00692453+0.040131j -0.0329548-0.0287028j -0.00261148+0.0515418j 0.031999+0.0128887j -0.0233945+0.00218489j 0.0771597+0.0056668j 0.0287474+0.0202605j -0.0218002+0.0506653j -0.0662243+0.0162566j 0.0402584+0.0369086j -0.0896828-0.0283385j -0.0103712+0.000250844j 0.0576054+0.0295869j 0.00984957+0.0191363j 0.0639555+0.000876664j -0.0358984-0.00799966j 0.0146208+0.079942j -0.0315217+0.0131696j -0.00371969-0.00968407j 0.0188201+0.108931j 0.0510438-0.0981931j 0.00903494+0.0165707j -0.0202964-0.00174648j 0.0894628-0.0841699j -0.0613239+0.0282906j 0.0645565-0.0341034j 0.0643157+0.0531095j -0.0236928-0.0425166j 0.0228285-0.0786344j -0.032318+0.0144761j 0.136543+0.0524817j 0.0132212-0.0237707j -0.0257818-0.0327018j 0.071992+0.0150039j -0.144374+0.0223127j -0.0924934-0.0318096j -0.00162806-0.152638j 0.0473171+0.0745503j 0.152677-0.0330047j 0.0446063-0.060027j 0.0112982+0.0286996j -0.00538565-0.053725j -0.00166689+0.00644903j -0.0408685-0.0477257j -0.0465151+0.015806j -0.0107519+0.0040879j 0.0414342+0.00333939j -0.000178581-0.0207455j -0.0263536-0.0177743j -0.0461153+0.0152105j 0.0112272-0.0140528j 0.0893986+0.0858165j 0.0213467+0.0164579j 0.0410977+0.014409j -0.0421539-0.0401104j -0.0266282+0.0277617j -0.070857-0.0161483j 0.0168162-0.0295992j -0.028138+0.027501j -0.00986491-0.0671615j 0.0187453+0.00926614j 0.00191813+0.00470522j 0.0389165+0.00792109j -0.0234149+0.033369j -0.0216792-0.00740013j -0.0359447-0.050265j -0.00789897+0.0148439j -0.0202455+0.0155262j 0.0143829-0.0185692j -0.00498572-0.0104716j 0.0471703-0.0186944j -0.0208072-0.0059272j -0.00135849+0.0211145j -0.0120261+0.0309288j 
0.045586+0.0020651j 0.0140232+0.0158641j 0.0110942-0.00400227j 0.00173648-0.0681455j -0.0533111-0.0156956j -0.0664224+0.0587844j 0.0024018-0.0179642j 0.00583636+0.00131013j -0.0118262+0.00203731j 0.0183112+0.0143241j 0.0698635-0.0227985j 0.0419259+0.0440913j 0.000187953+0.0261051j 0.0175657-0.00568807j -0.0376581-0.0399782j 0.0712856-0.00488242j -0.0146889-0.0505681j -0.0200406+0.0666476j 0.0390024+0.0151219j -0.000461602+0.00994522j 0.0143831-0.0046247j 0.00821844+0.0801764j -0.0202193+0.0170596j -0.00855524+0.00577751j 0.00346214+0.00213681j 0.0300132+0.0430151j -0.0199374-0.024783j -0.0242233+0.0262589j -0.0526112+0.0373431j -0.050582-0.0383716j 0.0442684+0.0724012j 0.0471854-0.0422775j -0.00456816+0.024044j -0.0471355-0.0237205j 0.0442162-0.0238563j -0.0351279-0.0485847j 0.0204355+0.0385777j 0.0208581+0.0280271j -0.083151+0.0578925j -0.000471527-0.0301222j -0.0419471-0.00233386j 0.014966+0.0483966j -0.00231416+0.0823816j -0.01845+0.0384375j -0.0597592-0.00679239j 0.0384478-0.0187611j -0.00434522-0.00136874j -0.019002+0.0231199j 0.0468749-0.0221433j -0.0311208-0.0401796j -0.00495224-0.000222116j 0.0440371-0.0410485j -0.0213425-0.0784122j -0.0260143+8.12139e-05j -0.0627959-0.0615009j -0.000389791+0.0285095j 0.00490523-0.00617622j 0.019434-0.0431908j -0.0527793-0.0189264j -0.0373345+0.0591835j 0.0186545+0.0856487j 0.104574+0.011305j -0.00833355-0.0323355j -0.0615239-0.0427893j 0.029811+0.0130892j -0.0428394+0.013588j 0.0423658+0.0296465j -0.0374528-0.0778251j -0.108146+0.0541557j 0.00998767-0.0525838j -0.0732241+0.0386954j 0.00883518-0.0248253j -0.00890793+0.0272708j 0.0200985-0.0542288j -0.054527-0.0165466j 0.0295603+0.0144027j -0.00330676+0.0179462j 0.0614376-0.024234j 0.0679148-0.0174946j 0.0291121+0.0178959j -0.00419116-0.00534632j -0.0585841+0.0411727j 0.0394818-0.00856522j 0.0428152+0.022591j 0.0514899-0.0489975j 0.0310876-0.0534018j 0.0271504+0.026644j -0.0402889-0.00568646j 0.0123337-0.00477889j 0.0673172-0.00978577j 0.0826064-0.0418628j 0.0448746+0.00105762j 0.0408934+0.0228923j -0.023605+0.0311325j 2.6385e-05+0.0266032j 0.0345501+0.00511415j 0.0123073-0.015686j 
-0.00490299-0.053847j 0.0330362+0.0134003j -0.0237025-0.0230688j 0.00481093-0.00782613j -0.00582987+0.00190709j 0.018262+0.0356509j -0.0501978-0.0338397j -0.0468525-0.00292844j 0.0275289+0.0685519j -0.0352336+0.00996921j 0.0037425-0.0356327j -0.00914032+0.0298254j 0.00976938+0.0251226j 0.0268809+0.0360835j 0.0209941+0.0209029j -0.0179954-0.0153111j 0.0372262+0.0124888j 0.013515-0.0239077j 0.00473099-0.0158226j 0.00495252-0.0466377j 0.0146415-0.0286386j -0.0237966-0.0314165j 0.0147296+0.00668214j 0.0112206+0.0139027j -0.0116036+0.0306722j 0.0158907+0.0187161j 0.000475399+0.0108727j -0.0183862-0.0424786j -0.0306573-0.0141674j 0.013736+0.0464319j 0.011334-0.015247j -0.0238869-0.0195245j 0.0415289-0.0249706j -0.0498622-0.0569392j -0.0307846-0.0503092j 0.0326648-0.0292777j 0.0199914-0.0389266j -0.0352841+0.030465j 0.00703231-0.0109592j 0.00858027-0.00638727j -0.0206032-0.0153597j -0.0387663-0.0197009j -0.0419501+0.00434318j 0.00970651+0.00557062j 0.0117294+0.0617063j 0.00785295-0.042179j 0.0171897+0.00950733j -0.0164929+0.00545062j 0.0503578+0.032046j 0.00433648-0.00938501j 0.0397984+0.0292673j 0.0309714+0.0267692j -0.0464168-0.00424333j 0.0119975+0.0739233j -0.0585821-0.0458812j -0.00268439-0.091453j -0.0342247+0.0350518j 0.0574243-0.0160358j 0.0446578+0.0699237j 0.0369196+0.00232099j -0.0574697+0.00837796j -0.015391+0.0207567j 0.0332341+0.02953j -0.0428376+0.00772595j -0.0127819-0.0198355j 0.0231888-0.00100076j 0.0520096-0.04057j -0.0274148+0.00207369j 0.0275134+0.00558566j 0.0419433-0.0365839j 0.00912421-0.0134449j -0.0511945+0.0378133j -0.0626237+0.00275692j 0.0170975-0.0621517j 0.0413997+0.00400494j -0.0325676-0.0133104j -0.127625+0.0317109j 0.0158355-0.0327716j 0.0540437+0.0320757j -0.0275078+0.00726809j -0.0158136-0.0355693j 0.0223419-0.0221263j 0.0426953-0.0554956j -0.044475+0.0579086j -0.0329678+0.000760439j -0.00127666+0.0181861j 0.0434083-0.0228456j 0.0236069+0.0135685j 0.0201217-0.0265318j 0.0179329-0.0525092j 0.00871681+0.00395186j -0.0114566-0.0231716j 0.0177501+0.0107574j -0.0036301-0.00944645j -0.0231073-0.0125775j -0.00339986-0.00140362j -0.00148053-0.0190642j 
-0.0197472+0.00298625j 0.0193256-0.00505809j 0.0242853-0.00989531j 0.0290544-0.0102179j 0.00891499+0.0433667j 0.0208346+0.00159038j -0.0328584-0.00381404j 0.00445994+0.0257723j 0.0279715-0.00800809j -0.0151357+0.00345634j 0.045031+0.00729186j 0.0483056+0.0531785j -0.00972681-0.00316566j -0.00901873+0.00893568j 0.00811789-0.0216662j -0.0200308+0.021753j 0.0416969+0.00608602j -0.0148807+0.0116996j -0.00904711+0.0140558j -0.0014863-0.00501161j 0.00578547+0.014227j 0.0135668+0.0432145j 0.0237524-0.00723815j -0.0144252-0.0408771j 0.0172691+0.0114478j 0.0281653+0.0107616j -0.0188129+0.00938414j 0.00869626+0.0237106j -0.0151842-0.0117483j 0.00448117+0.0146408j -0.00499099+0.0430373j 0.0527666+0.0333354j 0.0304055+0.0245645j 0.00533257+0.0206401j 0.0293463+0.0521673j 0.0356402-0.000582422j -0.0100311-0.0111767j -0.0301596+0.00479404j 0.0280885+0.0253039j 0.0450417+0.00502654j -0.0318574-0.0192747j -0.00932125+0.0158556j 0.024493+0.0281538j 0.00646521+0.0338379j -0.0333305-0.0310761j -0.00028152-0.0124725j -0.00665057+0.0288551j -0.0189207-0.0182942j 0.00331169-0.0135053j -0.0177958+0.036228j 0.0184781-0.00774228j 0.0200776-0.0470635j 0.0255794+0.0694479j -0.0514555-0.027095j 0.104465+0.0584573j 0.0201946+0.0190136j -0.0160205-0.0096668j -0.0181778-0.0189663j 0.0467626+0.0299848j -0.00130568+0.045887j -0.0271405+0.039995j -0.0280904-0.0172389j -0.0709634-0.023153j 0.0678419+0.0125431j -0.0251905-0.0682536j -0.051279+0.0188284j -0.023862+0.0165419j 0.0399803-0.0264574j -0.0240432-0.0498451j -0.0170301+0.0519284j 0.0373284+0.054987j 0.0521469-0.0316597j -0.0346907-0.0102985j 0.0169751-0.0916132j 0.0224771-0.0305554j -0.0400729+0.0131965j -0.0588714+0.0280212j -0.000433642+0.0154015j -0.0289735+0.0103702j -0.0368041-0.0130309j -0.00378164-0.0366754j 0.00481733+0.0133575j 0.0364625+0.0592578j -0.0217273+0.0329527j 0.0433092-0.0439239j -0.0245604-0.0546043j -0.0208576+0.00384731j -0.0409314-0.00552465j 0.00891215-0.0114051j 0.0378981+0.0327586j -0.00569504-0.0216261j 0.0264803-0.00299359j 0.00527297-0.000634677j 0.047629+0.0148283j -0.00193336-0.00457724j 0.0145925-0.00195378j -0.0156653+0.000740019j 
0.0200429+0.00885905j -0.00848904+0.0160934j 0.0210892+0.0489765j 0.00825909+0.00270126j 0.0177025+0.00420394j -0.00793153-0.0165319j 0.00886403-0.00649561j 0.00660281-0.00297663j -0.00356836-0.00753259j -0.00718702-0.0151621j 0.00216179+0.0286844j 0.0131665+0.051076j -0.0119781+0.00252045j -0.0222419-0.0423762j -0.0399572-0.00399915j 0.0460587+0.00894151j 0.0150462+0.0279795j -0.0225193+0.00331768j 0.0181796-0.0150624j 0.00127367-0.00888183j 0.00839197+0.0265802j 0.0157963+0.0545098j -0.0105595+0.0149479j -0.00658742-0.0156481j -0.0165842-0.00840435j -0.00285493+0.0326288j -0.00906889+0.00551322j 0.00923011+0.0219346j -0.00553167-0.00576634j 0.00386268+0.0129593j -0.0118951+0.0348695j 0.00466783+0.0394584j 0.0183094-0.00125771j -0.0335581+0.025424j 0.0205963+0.0430949j 0.00966792-0.0118582j 0.00280274-0.0004427j -0.00846776+0.00692662j -0.0300755+0.012656j -0.00270818+0.0482052j 0.0281801+0.0322959j 0.0074731+0.0286702j 0.0305674+0.0391953j 0.0240728-0.00541909j -0.0154001-0.014756j -0.012623-0.0133651j 0.0297515+0.0198704j 0.0217084+0.0333809j -0.0120609-0.0216139j 0.0371344+0.0131671j -0.00922591-0.0132677j -0.0589781-0.0989829j 0.0192443+0.0745611j -0.0192308-0.0361693j 0.0560536+0.0796246j 0.0386259+0.0185082j 0.024097-0.000370324j -0.0660743-0.00888717j -0.0150684+0.0156404j -0.0333813-0.0240427j 0.041742+0.00319076j 0.0108833-0.0602776j -0.0686495-0.0118354j 0.0442912+0.0438569j -0.0388852-0.021168j -0.0839992+0.0429758j -0.0257538-0.0032929j 0.0457292+0.012197j 0.0192783-0.0254804j -0.0242895+0.0424345j 0.05258+0.0126483j 0.0437992-0.0928633j -0.00638897-0.0199993j -0.0491435-0.0277225j 0.0112372-0.00886697j 0.00710892+0.0149895j 0.0217961+0.0290442j -0.0544654+0.0124873j -0.0349238+0.0267794j -0.0395615-0.0302474j 0.0122898+0.00447594j 0.0124783+0.0264513j 0.00338858+0.0715j 0.00329425+0.0199117j 0.0205209-0.0280023j -0.0182588-0.0166755j -0.0141747+0.0223135j 0.002319-0.0120389j -0.0173948+0.00605635j -0.000357725+0.0536223j 0.00591706-0.0103035j 0.00914216+0.00910493j 0.0119401-0.00759754j -0.0101013+0.01771j -0.00302439+0.0175284j 0.00905126+0.028718j 0.0162378+0.00558254j 
-0.0233279-0.00431833j 0.0146767-0.0175509j -0.0373635-0.0115712j -0.00450213-0.0450903j 0.132098+0.120534j 0.0194708-0.100439j -0.0038126+0.0168103j 0.0219894+0.0698641j -0.015538+0.00557952j 0.0004753-0.0543688j 0.0340004+0.0816211j -0.0177011+0.0342092j 0.0177967-0.0321859j -0.0315683-0.0374564j 0.0597196-0.0340777j -0.0317674-0.00289243j 0.0406687+0.0126761j 0.0167781-0.0677165j 0.0579156+0.0253733j 0.0227224+0.00465852j 0.0107865+0.00527782j 0.0301975+0.09853j 0.0445792+0.0372539j 0.0139837-0.0539061j 0.0128208-0.00164357j 0.033356+0.0232243j 0.00256778-0.0712222j -0.0285971-0.00789787j -0.0651922-0.0135118j 0.0146026-0.022858j -0.0106584+0.0123206j 0.0249771+0.019828j 0.0828102+0.0370004j 0.0360829+0.0751408j 0.041241-0.0220628j 0.0036172+0.00897769j 0.00937634-0.00359652j -0.049294-0.0130431j 0.0396683+0.049844j 0.00373812+0.0200228j 0.00225903-0.0309195j 0.0347536+0.0630618j 0.0646151+0.0111246j 0.0331701+0.138194j -0.0219969-0.0723374j 0.0174685-0.0405369j -0.0328913-0.00167931j 0.00586898+0.0198903j -0.0519106+0.0233778j 0.006646+0.0263053j 0.00965951+0.0353295j -0.0429655-0.0396474j 0.0753208+0.0227122j -0.0634359-0.114416j 0.0757874+0.105466j -0.0183424+0.0394851j 0.0393565+0.00356754j 0.0159102+0.0239053j 0.00454501-0.0437009j -0.0260411-0.00227542j -0.0442348-0.0654192j 0.0224623+0.0551521j -0.0137623-0.0650114j -0.00737709-0.00966478j -0.0450913+0.00606367j 0.0632198+0.00164577j 0.0252797+0.0387337j 0.0130304-0.0159597j -0.0513465+0.00912113j 0.0308372+0.0343087j 0.0407489-0.0077213j 0.0164915+0.0572993j -0.0413883+0.0211262j 0.0322661-0.0406708j 0.0268029+0.00831288j -0.0604618-0.0149501j -0.0756688-0.0257426j -0.0257187-0.0414356j 0.0124454-0.0147834j -0.0101222+0.0215595j 0.0471628-0.0208048j -0.0055343+0.00130975j -0.0276224-0.0167445j -0.0446365+0.0230665j 0.00466642-0.0133526j -0.000971504-0.0128425j -0.0164649+0.00616183j -0.0216209+0.0109562j 0.0460844-0.00518304j -0.000761567-0.0107716j -0.0102463+0.022813j -0.0250914+0.0430876j 0.00945267-0.0890381j 0.0280497-0.0410991j 0.0306097-0.0442279j 0.000436606-0.0320352j -0.017581-0.0174227j 
0.0156985-0.00825389j 0.0200813+0.0326367j -0.0742119-0.067861j -0.0812449-0.0348056j 0.053739-0.113344j -0.064401-0.065769j 0.0275803+0.00712728j 0.0530102+0.0278982j 0.0100349+0.0532336j 0.0345679+0.0172229j -0.0453412+0.0414573j -0.0599642-0.0228937j -0.00982441+0.00751477j 0.00773795+0.0434744j -0.0253633-0.0278783j 0.0395966+0.0295621j -0.00911538+0.00425844j -0.0070169-0.075024j -0.00911203-0.0314942j 0.0256475-0.0171193j 0.00849748-0.0303011j -0.0413659-0.0805298j -0.0542023-0.0365629j -0.00838162+0.0336216j -0.0438897-0.0216922j 0.00773704+0.0038382j 0.00972156-0.0183686j -0.00354997-0.0135855j 0.0455586+0.0011917j 0.00411095-0.013708j 0.0291827+0.0147806j 0.00624548+0.0279829j -0.0618881-0.0502772j -0.045262-0.0578143j 0.033223-0.0452518j -0.103276-0.0451567j 0.0207834+0.00738674j 0.0263358+0.0344245j -0.036839-0.0415143j -0.00938338+0.00260276j -0.0160748-0.0423695j -0.0819521+0.00414639j -0.118303-0.0877047j -0.0641545+0.00296297j 0.0837751-0.0125528j 0.062423-0.0316104j 0.011886+0.0152764j 0.0219034+0.00808184j 0.0546874+0.00237262j 0.0205922+0.0199567j -0.0420411-0.0114522j -0.0404656+0.0478109j -0.0972762-0.0671244j 0.0295551+0.0398853j -0.026621-0.0436247j 0.0478597+0.0272706j 0.0689963+0.0956082j -0.0344182-0.0472414j 0.00385719+0.0648946j -0.0126101-0.0316673j 0.0519422-0.0160153j -0.0705333-0.0511064j -0.0104011+0.0310237j -0.00347643-0.0501853j -0.000474728+0.0568862j 0.0219015+0.0383184j -0.0293278-0.103852j -0.0282633+0.0553001j 0.00270434+0.00929762j 0.0139366+0.00842429j 0.0505358-0.000485546j 0.0225248-0.0314875j -0.0182232+0.0295901j -0.0139076-0.0420593j -0.0192739+0.0242849j -0.047385+0.00455491j -0.0363374-0.00418036j -0.0907821+0.0107233j 0.0705878+0.0520935j 0.0103761-0.0328468j 0.0371385+0.0193554j 0.00164369-0.0263532j -0.0127513+0.0199331j -0.0851034+0.0238008j -0.0128563+0.0162507j 0.000408319+0.00376144j -0.0193055-0.033909j 0.0537081-0.0103247j 0.0349311-0.0208402j -0.0332739+0.00643138j -0.0570988+0.0343612j -0.0107351+0.0421018j -0.0320143-0.00298417j 0.0173555-0.04142j 0.0324573-0.01869j -0.0153424-0.0318773j -0.0340851-0.0195747j 
0.0368176+0.0424724j -0.0582795+0.0193417j 0.0855376+0.00825832j -0.018715-0.0331768j -0.0889285+0.0212306j 0.0168838+0.084985j 0.089459+0.00918319j -0.0415173-0.0155916j 0.0112806+0.00569166j 0.0607097+0.0356467j -0.0206631-0.00255122j 0.0203631-0.0199727j -0.0316995-0.0444275j -0.0656873-0.0302231j 0.000764344+0.0061319j -0.0254588+0.00697291j -0.0028015-0.0242192j 0.0135127+0.00246824j -0.0100337+0.0202042j -0.00431406-0.0130295j -0.0173963+0.00800877j -0.0244478-0.000904801j 0.0170147+0.00730599j 0.0289464+0.033735j -0.0452964-0.0206208j 0.0537699+0.0116379j 0.00515522-0.0164302j -0.00583847+0.0050758j -0.0200166-0.0290634j -0.0273596-0.0389025j 4.55484e-05-0.014892j 0.0214423-0.0400756j -0.0465677+0.0304858j -0.00480351+0.00474744j -0.0191996-0.00998176j 0.0312672-0.0474262j -0.0555725-0.0436124j 0.0316835-0.0315083j 0.00427477+0.0251163j -0.0187247-0.00435298j -0.0228333-0.0215214j 0.00686206-0.0324643j 0.0562703+0.0191058j -0.0301851-0.0280375j -0.0929903-0.0237878j -0.0448681+0.0341155j 0.00510187-0.0205207j -0.0145823-0.0300822j 0.011089+0.0457187j -0.0309622-0.0382511j 0.0468437+0.0296849j -0.00599332-0.0644649j -0.0457626-0.0230292j 0.00174452-0.0176121j 0.0299861-0.00962131j 0.0436998+0.0114012j -0.0108354-0.0621318j 0.033714+0.0752229j 0.0235767-0.0496104j 0.0578665+0.0277858j 0.00329138+0.0408087j 0.0124177+0.00616528j 0.0248861+0.0102432j 0.00623643-0.0714018j 0.0322714-0.0185372j -0.00435012+0.0337141j -0.0439991+0.0127435j 0.0466303-0.0293702j 0.0254663-0.00795199j -0.0196022-0.00424782j 0.0420794+0.0161812j -0.0183051+0.000511882j 0.0385551-0.0228594j 0.0950671-0.0456946j -0.0261862-0.0313414j 0.0703357-0.0268918j 0.0584513-0.00570977j 0.0559047-0.0108838j -0.0609668+0.0146113j -0.00256548+0.0311505j 0.00519311-0.0245264j -0.0183383-0.00683605j -0.0102214-0.0134188j 0.0642646-0.0201703j 0.00674793+0.0181111j -0.0218439-0.00123434j -0.0605556+0.0106297j -0.0119644-0.00627927j -0.0187299+0.0045085j 0.0294865+0.000979243j 0.050106+0.0148606j 0.00605811-0.0511013j 0.0173023+0.0187299j 0.00873376-0.0252608j -0.0637915-0.00861823j 0.0163148+0.010116j 0.0287197-0.0103081j 
