-6.66966e-16-0.0363889j 4.80447e-15+0.115946j 5.07551e-17-0.0374998j 1.95905e-16+0.0183359j -3.98643e-16-0.0247129j -2.85462e-18+0.0926048j 2.51949e-16+0.04606j 4.8901e-17-0.0137719j 2.93065e-16-0.0412777j -6.23175e-17+0.0919933j -1.98889e-16-0.0703047j 2.43012e-16-0.0398189j 6.11917e-17+0.0206321j -3.09834e-17+0.0144505j -4.20518e-16+0.0113394j 5.5212e-15+0.0163837j 4.01423e-17-0.0127665j 6.05696e-17-0.0315844j 2.86095e-16-0.00731953j -2.09536e-16-0.00803559j 2.34575e-16+0.0116242j -3.40412e-16-0.0362264j 2.11947e-15-0.0219159j -3.79403e-16+0.0104343j 9.63194e-17-0.00213151j 1.43844e-16-0.00662815j 9.14432e-17-0.00643334j -6.20418e-17+0.00716325j -5.05688e-16-1.60988e-05j 2.64116e-16-0.00109991j 4.2437e-17-0.00960235j 1.52093e-16-0.00705975j -4.46197e-16+0.0124605j -2.64775e-16+0.018687j 4.01464e-16-0.0204572j 9.20069e-17-0.000929145j 2.77063e-16-0.0176046j 7.47606e-16+0.00332698j -2.72037e-16-0.0208405j -2.7566e-17-0.00765987j -2.01816e-17+0.00223166j 1.00184e-17+0.0030833j 7.7432e-18-0.0196519j -3.7588e-17+0.0402072j 1.14245e-16+0.00746284j -1.06383e-16-0.0108534j 1.35244e-16-0.0472671j 5.87329e-17-0.00252112j 6.12435e-17-0.0298424j -9.59088e-17-0.0266168j -1.30747e-17+0.0161292j -2.78326e-17-0.0161318j 1.98065e-16+0.0236363j 3.42586e-17-0.0350435j 1.41744e-14+0.0606176j 3.2147e-15+0.00061717j 
9.12118e-17-0.0169074j -6.73912e-17-0.00496284j -2.02168e-16-0.147313j -1.44133e-16-0.0538317j -2.29368e-16-0.121844j -9.43066e-17+0.091741j -1.58416e-16-0.099883j -7.42756e-17+0.0772188j -4.56585e-17+0.0351396j 5.34323e-16-0.0684632j -1.91796e-17-0.194239j -8.89849e-17-0.0760814j 1.7691e-16+0.017404j 1.38843e-16+0.0576333j -2.76721e-15-0.05588j 3.20309e-14+0.0892174j -6.5708e-16+0.0538063j -4.97984e-17+0.0421754j -3.30073e-16+0.0274096j 2.93214e-16+0.0482248j 1.83901e-16-0.00938774j 1.06105e-16-0.00514465j 7.57489e-16-0.00738346j -1.75533e-15+0.0299831j -8.3012e-17-0.011924j 2.7385e-16+0.0450532j -5.99044e-17+0.0408738j 1.62963e-15+0.0660428j 7.02793e-14-0.022224j -3.76459e-16+0.0508118j -7.76364e-17-0.0205218j -2.93196e-16+0.0260646j 9.42399e-16-0.0494741j 2.09804e-16+0.0052318j -5.90366e-16+0.0228616j -3.72646e-16+0.0453184j -1.74223e-16-0.0115805j -7.05361e-16-0.00260649j 2.09849e-16+0.0229857j 2.54177e-16+0.0191908j -2.12878e-16-0.00600779j -1.34189e-16-0.00104421j 1.25005e-16+0.0293451j -1.4063e-16-0.0251363j -1.42806e-16-0.0210753j 6.96625e-17+0.0442111j -4.88415e-17+0.0501236j 1.32455e-16-0.0142461j -9.02828e-17-0.0419628j 4.35629e-17+0.0304146j -1.62475e-16-0.0182768j -7.64672e-17-0.0493217j 3.09484e-16+0.0325512j -7.01367e-17-0.0414304j -1.6781e-14-0.0700231j -3.52646e-15-0.00793627j 
6.59234e-16+0.0417813j -1.96893e-15-0.036776j 1.19548e-17+0.0241854j -4.9255e-16-0.045006j -6.1482e-17+0.0187394j -6.73184e-16-0.112405j -9.08959e-18+0.0209988j -5.12067e-16-0.0954622j -4.0698e-16-0.0459443j 7.3357e-17+0.0481982j -3.52816e-17+0.0299501j -9.96257e-17+0.0535945j -6.12006e-16-0.0689074j 3.37746e-16+0.0110775j 1.70832e-15-0.00117302j -2.12574e-14-0.0604121j 6.38977e-16+0.0354743j -5.22678e-17-0.030436j 2.27915e-16-0.0273245j 2.97011e-16-0.00714783j 5.39358e-16+0.0527033j 3.24586e-16+0.0261712j -5.91523e-15+0.0594125j 5.13283e-18+0.000239225j 1.06293e-15+0.0512853j 2.27758e-17+0.0164902j 9.83663e-17+0.00857566j -3.20949e-15-0.0257563j -1.95622e-13+0.058504j -1.6297e-15+0.0840961j -1.31851e-16+0.0187806j -1.87489e-16-0.00802889j 1.06823e-15-0.0337792j -2.76094e-16-0.0754615j 3.44918e-16-0.0107147j 3.42301e-16-0.0387345j -1.91889e-16-0.0603314j -1.70495e-15-0.0313871j 1.1366e-15-0.000210233j -1.67713e-15-0.0761541j -8.15364e-16-0.0151446j -3.01069e-16-0.0473688j 2.0268e-16+0.0150665j -3.52082e-16-0.0334649j -1.08e-15-0.0893427j 7.67108e-17+0.0336138j -1.07147e-16-0.0458147j -1.33532e-16+0.0191683j -3.09479e-16-0.0310465j -1.34785e-16-0.0224578j -1.38313e-16-0.0261602j -1.9589e-16-0.0210634j 8.53188e-16+0.0760325j -1.71121e-16-0.0278135j -5.07998e-15-0.0246555j -9.12293e-16+0.0186974j 
-7.29312e-16+0.0537608j 3.00588e-15+0.0992975j -6.63861e-17+0.0155937j -7.50608e-17+0.034248j 1.85645e-17-0.0874108j -3.42888e-16+0.0878187j -5.09593e-17+0.0980318j 1.48969e-17-0.022406j 1.84644e-16-0.00869039j -3.61341e-16+0.0722751j 3.21702e-16-0.0577489j -2.27022e-16-0.00985974j 2.58744e-16-0.0154405j 3.13162e-17-0.0348827j -3.07605e-15-0.0482771j 3.90803e-14+0.111256j -5.44888e-16+0.0356825j -4.84082e-17+0.0155345j -5.96497e-16+0.0338709j 2.32265e-16+0.00495095j 4.85031e-16+0.113497j -3.20578e-16+0.00111076j 9.81146e-15-0.0940034j 1.54521e-15-0.0190991j -6.76668e-17+0.00545615j 4.30713e-17-0.0142236j -1.8289e-16+0.137558j -3.98816e-15-0.024773j -2.15013e-13+0.0642712j -1.55635e-15+0.00785063j -5.79175e-16+0.0513913j -3.67091e-16+0.0159574j -2.8915e-15+0.0890382j -3.34857e-16+0.00673665j 6.91337e-16-0.00929035j 1.01933e-15-0.074405j 3.35697e-16-0.0189771j 9.6445e-16+0.0159764j -4.00854e-16-0.0021879j -4.34573e-16-0.0387382j -6.52696e-18-0.00490507j 9.58244e-18+0.0284549j -8.74515e-17-0.0231922j -4.28782e-16+0.0653717j 2.64077e-16+0.00466603j -1.56616e-16+0.0501156j -1.46974e-16+0.0240585j 2.75935e-16-0.0833139j 7.43929e-17-0.0557493j 7.70315e-17-0.0413845j -4.16775e-16+0.097642j -1.54833e-16+0.0486653j 8.07684e-17+0.0289571j 5.2614e-17-0.0294562j 2.47152e-15+0.0115248j 5.53202e-16-0.00322174j 
4.27404e-16+0.100717j -1.77054e-15-0.0257909j 1.27095e-17+0.0361073j 4.04485e-17+0.00306419j 6.49302e-19-0.136226j 2.53642e-16-0.157126j -1.6271e-16+0.00831223j 6.05909e-17+0.0787421j -1.01837e-16+0.119069j 2.92915e-16-0.045451j 2.64613e-16-0.0668082j -1.02997e-15+0.0821931j 1.85984e-16+0.111476j -1.64866e-16+0.0667066j -2.7331e-15-0.0781175j 2.73306e-14+0.0735711j -2.3943e-16+0.0486217j -1.50362e-16+0.053534j -2.60647e-16+0.00581198j 3.0631e-16+0.0405211j 2.77319e-16-0.0050186j 1.76627e-16-0.00725142j -6.3474e-16+0.0069104j 1.25178e-15-0.0246677j 3.87189e-16+0.0313044j -2.91958e-16+0.00682144j -3.91418e-18+0.144564j 2.74538e-15+0.0619076j 1.10285e-13-0.0340833j -1.72079e-15+0.106414j -1.84333e-16+0.0348729j -1.61868e-16-0.00962127j 2.05126e-15-0.0817287j 3.07554e-16-0.0113108j -4.47135e-17+0.0419445j -2.23824e-16+0.013181j -6.11142e-17-0.06543j 4.4071e-15+0.0385594j -1.26665e-15-0.0460059j -9.51936e-16-0.077036j 1.53014e-15+0.0402196j 1.14936e-16-0.0160438j -9.34939e-17+0.0552797j -1.46376e-16-0.0609608j 8.69675e-16+0.0676921j 4.33216e-16+0.0550064j 6.41082e-17-0.0454926j -7.25891e-17+0.0356632j 8.1e-17+0.0342478j 6.46116e-17-0.0361699j 1.26134e-16-0.109653j 3.68357e-17-0.0450608j 5.7646e-17+0.0235702j 1.1671e-16+0.00490735j 9.48035e-15+0.0317243j 2.10168e-15+0.0429917j 
5.80172e-16+0.0147154j -1.94875e-15-0.0488953j 6.06347e-17+0.0473389j -1.27972e-16+0.0140193j -2.53448e-16+0.0924876j -3.25602e-16+0.064432j 3.18055e-17-0.0414212j -1.47534e-16+0.124917j 2.55812e-16+0.081031j 4.93068e-16-0.0333331j 9.41161e-16-0.115484j -1.23127e-15+0.0662706j 4.06314e-18-0.0788243j -4.54452e-17-0.0883074j -5.48305e-15-0.183616j 6.55451e-14+0.174779j 1.41823e-17-0.0794901j -4.69339e-16+0.0158759j -1.03888e-15+0.0636723j -2.89982e-16-0.0881088j -3.00078e-16+0.00551642j 8.98107e-18-0.0616986j -1.64761e-15+0.0157784j 5.37898e-15-0.0815569j -7.16475e-17+0.0735273j -4.49977e-16-0.031082j -3.35957e-16-0.0119239j -3.39228e-15-0.0272618j -1.86934e-13+0.0557556j -1.20772e-15+0.0382684j -3.83254e-16+0.063149j -5.18832e-16+0.0175013j -9.36058e-16+0.0361082j -7.27812e-17-0.0436793j -5.87836e-16+0.0531518j 1.61731e-16+0.0167244j 2.91011e-16-0.0859345j 1.08006e-15+0.0232968j -7.11835e-16+0.0362397j 1.60577e-16+0.000136542j 1.48639e-15+0.043652j 1.84346e-16-0.00579998j 3.06399e-16-0.0322618j 1.881e-16-0.0370888j -1.58927e-17+0.0269123j -6.99202e-17-0.0646778j 4.15478e-16-0.0749841j 6.75669e-17+0.0687326j -5.6984e-18+0.0102458j -4.9033e-17+0.0167308j -1.53821e-16-0.0122591j -4.46647e-17+0.0403494j 1.89704e-16-0.00631882j 6.18079e-18+0.073148j 3.83493e-15+0.010695j 8.66746e-16+0.0276131j 
-3.48837e-16-0.0549735j 4.69418e-16+0.00945943j 3.04722e-16+0.0148734j -9.38788e-17+0.00221444j 8.79771e-16+0.200633j -1.33748e-15-0.000210517j -4.71155e-16-0.142027j -6.72849e-16+0.0294943j -1.98122e-16-0.0237988j -1.16894e-16+0.0282116j -1.05364e-16-0.0206651j 1.8254e-15-0.209425j -1.20449e-16-0.0424165j -2.36877e-16-0.0833144j -3.48658e-15-0.0187926j 4.91942e-14+0.142987j -9.21856e-16-0.0684687j 1.19038e-15+0.132106j -5.65154e-16-0.0579072j -7.07324e-16-0.150288j -7.63522e-16-0.0189691j 9.43843e-16+0.121114j 6.11936e-15-0.0604803j 2.4324e-15-0.0426245j -3.83367e-16-0.0205351j -6.05423e-16-0.0685515j 3.12737e-16+0.0257048j -1.98716e-15-0.0605813j -9.83406e-14+0.0302926j -1.29095e-15+0.00899327j 5.21505e-17-0.0217787j 7.98448e-16-0.0680574j -1.22727e-15+0.0171587j -2.50254e-16+0.124171j 1.32395e-15-0.0751286j 3.00665e-16-0.047236j 2.83406e-16-0.0193422j -2.20895e-15-0.00751746j 1.33633e-15+0.0444423j -1.19001e-15-0.0650095j -4.91734e-16-0.0189716j -1.34058e-16+0.0549301j -2.00992e-17-0.0362282j 1.632e-16+0.0403777j -5.09617e-16-0.0414564j -2.7255e-16-0.0597254j -1.55742e-16-0.0767158j -4.80065e-17-0.0396732j 9.77626e-17+0.0339523j 3.03824e-16+0.0491851j -1.36002e-16+0.0295323j -5.61974e-17+0.0169219j 5.04465e-16+0.0417406j 8.98101e-17+0.0274011j 1.52533e-14+0.0649934j 3.07198e-15-0.00166832j 
-1.82551e-16-0.0205123j 1.5388e-15+0.0268545j -8.79217e-16-0.0493331j -2.10449e-18-0.00441389j -1.325e-15+0.00134668j 3.14124e-15+0.216796j 2.01665e-16-0.0432157j 1.27228e-15+0.11013j 2.75715e-16+0.00837695j -1.4175e-16-0.038724j -2.13842e-15-0.186347j 3.00244e-16+0.0132371j 3.45431e-16-0.0067243j -8.91035e-16-0.0838514j -7.1744e-15-0.147278j 6.16696e-14+0.162638j 3.92801e-16+0.0430888j -1.69085e-15-0.0549008j 3.93117e-16-0.00856492j 8.66842e-16+0.0120567j 2.8387e-17+0.000962602j -1.59314e-15-0.0670895j -1.38725e-16+0.00656373j 4.87289e-15-0.103957j 2.76627e-16+0.0387535j -2.02919e-16-0.00812837j -5.85156e-16-0.0218641j -7.89741e-16+0.0282305j -8.19067e-14+0.0235729j -5.44161e-17+0.0665505j 1.97495e-16+0.00230308j 6.94889e-16+0.0252753j -7.88691e-16+0.0432864j -9.28484e-16-0.0131462j 2.02121e-16+0.00969576j 3.44848e-16-0.0138621j -5.65674e-17+0.00414016j 1.50399e-15+0.0107116j -1.09037e-15-0.0205135j 6.82816e-16-0.00644539j -5.03988e-16-0.0150713j -1.34787e-16+0.0208654j -3.09892e-17-0.0230283j 6.30737e-17+0.0228252j 1.51316e-16-0.00357444j 1.62055e-16-0.0155599j 6.62767e-16+0.0148173j 2.33412e-16-0.00565452j -2.18677e-16-0.00272026j -5.08006e-16-0.0124719j 2.98735e-16+0.0317044j 9.08093e-17+0.0145843j -6.45876e-16-0.0300925j 3.49294e-17+0.0219134j -2.49728e-15-0.0122439j -1.62501e-16+0.0184038j 
1.33227e-16+0.0766537j -2.72991e-16+0.00498053j -3.63242e-17+0.0686485j -3.49512e-17+0.0384365j -1.68453e-16-0.130629j 1.06458e-16-0.147402j 2.71842e-16+0.126125j 5.06882e-17+0.164037j 2.48513e-16+0.181464j 4.40206e-17+0.0661713j -8.74102e-16+0.0983422j 1.74885e-15-0.105374j -4.33955e-16-0.0629142j 1.10301e-16+0.0342636j -1.80673e-15+0.0547705j 2.2484e-14+0.069595j -9.23446e-16-0.0535307j -5.67988e-16+0.181185j -1.91517e-15+0.133818j -3.34854e-16-0.17936j -1.03558e-16+0.00324956j -4.97926e-16-0.0639104j -1.09537e-14+0.100392j -1.08608e-14+0.194121j -3.42604e-16-0.100557j 1.08175e-15+0.069574j 3.63588e-17-0.0425046j -8.06311e-16-0.026791j -6.07113e-14+0.0185171j -3.56533e-16-0.0185938j -9.63253e-17+0.0343604j -4.27524e-16-0.00432129j 6.81003e-16-0.0130072j -3.65007e-16+0.00188758j -6.91871e-16+0.00158951j -6.45856e-16+0.102483j -2.60168e-17+0.0272567j 8.68433e-16-0.00266782j -2.03274e-16-0.0252108j 1.19836e-17-0.00739374j 1.33422e-15+0.0322j 2.84559e-16+0.0255571j 2.83146e-16-0.0318591j 1.64964e-16-0.0461558j -6.32869e-16-0.0154487j -2.21443e-16-0.0640534j 9.85856e-18-0.0290797j 5.99608e-17-0.017641j -1.7412e-16-0.00550686j -4.72136e-17-0.0636641j -2.25449e-16-0.0270107j 4.83084e-18+0.1111j 2.40237e-16+0.0301879j -3.54422e-17+0.00421542j 6.2985e-15+0.0368292j 1.28186e-15-0.0468661j 
1.29426e-15+0.00627942j -8.35007e-15-0.182956j -4.16303e-17+0.0148224j -8.21416e-16-0.0568088j 1.03915e-15+0.0899932j -1.15853e-15-0.145799j -2.31178e-15-0.188932j 7.38002e-16+0.0793355j -6.05497e-16+0.0244283j -1.02309e-15-0.188819j -1.58036e-16+0.0724486j 4.09025e-16-0.087685j 2.2033e-16+0.00268753j 9.53519e-16+0.0628832j 2.47588e-16+0.0596856j 3.69113e-15+0.0161034j -1.01709e-16-0.0102823j 1.03103e-15+0.108962j -9.28815e-16+0.0342923j 5.73858e-16+0.00184783j -2.45093e-16-0.0211519j 2.36036e-15+0.161729j -2.28121e-16+0.00754686j -6.52391e-16+0.000941181j 2.34962e-16-0.0143455j 3.33994e-16+0.022438j 6.12312e-16+0.0666938j 2.75447e-15+0.0193469j 1.22256e-13-0.0365695j 4.69367e-16-0.0219213j -5.86071e-16-0.0356231j 2.68196e-16+0.0506821j 6.34194e-16-0.037689j 5.44051e-16-0.0154545j 2.00057e-16-0.070875j 1.43538e-16+0.00482833j -6.58092e-17-0.00580993j -3.74767e-15-0.0318845j 1.77205e-15+0.0478512j -9.50052e-16-0.0132732j -1.65583e-15-0.0334596j -1.65287e-16-0.0237253j 3.33983e-16+0.0354333j -3.96577e-16-0.0487361j -1.99358e-16-0.0079967j 6.41678e-16+0.041937j 2.92179e-18+0.0375496j -2.99433e-16-0.0302605j 7.48134e-16+0.0850441j -4.98436e-17+0.00904692j -4.24986e-16-0.0362683j -3.58029e-16-0.00618954j -5.85128e-16-0.0488992j 2.34449e-16+0.0428464j -1.27391e-14-0.0541155j -2.49311e-15+0.00380232j 
1.37835e-15-0.0622572j -6.41311e-16-0.0750437j -1.49626e-15+0.0687417j 7.46987e-16-0.0521206j -2.78553e-15+0.145643j -1.76961e-15+0.101411j -2.32979e-15+0.120532j -1.03672e-16+0.0158914j 2.12218e-15-0.131357j 2.69261e-15-0.108966j -1.493e-15+0.0646605j -5.3756e-16+0.0123191j 2.26815e-15-0.106569j 2.05211e-15-0.0727587j 2.0634e-16+0.00321735j -1.17238e-15-0.00171416j -3.45922e-15+0.136421j 3.72172e-16-0.0465018j -2.8092e-15+0.1084j -5.23341e-16+0.0571601j -2.15902e-15+0.161071j 2.02491e-16-0.0136393j -8.11987e-15+0.0655531j 2.34856e-15-0.0249168j -3.41487e-16+0.0322013j 1.70671e-16-0.00958779j 9.91652e-17-0.010528j -5.89609e-15+0.00297616j -2.95797e-13+0.087514j 1.60035e-15-0.0708554j -2.12336e-15+0.0760304j -1.77671e-15+0.0460012j -6.15646e-15+0.144561j 1.97511e-15-0.111951j 1.95505e-15-0.0407852j 4.41471e-15-0.129508j 1.03162e-15-0.0411782j 1.14852e-15-0.0176313j 1.29825e-15-0.0413241j 6.91938e-16-0.122959j -3.25563e-16-0.0259206j -5.17614e-16+0.0300842j 1.74045e-15-0.0900771j -5.07077e-16+0.0209337j 1.1431e-15-0.0820997j -1.33026e-15+0.0495012j -8.83784e-16+0.0209036j 1.88134e-15-0.0828744j 2.53236e-16-0.0145284j 6.38327e-16-0.0371614j -1.89752e-15+0.0815959j -2.60447e-15+0.113723j 1.45512e-15-0.0949225j -6.62515e-16+0.0196476j -8.22803e-15-0.0266243j -8.14309e-16-0.0558744j 
-1.71818e-15-0.207596j 2.61969e-15+0.035935j -5.10865e-16-0.141697j -1.72235e-16-0.0276902j 4.56377e-16+0.0374944j 5.90659e-16+0.133512j 3.72354e-16+0.00414983j 2.94644e-16+0.0895815j -6.64857e-16-0.175669j -8.43141e-16-0.0166945j -9.31172e-16-0.200486j 1.29633e-16-0.105285j 1.5842e-16+0.00447178j 2.20168e-16+0.133038j 7.49762e-16+0.0433889j -5.17069e-15-0.0104961j -1.6373e-16+0.0477888j -5.10676e-16+0.0289915j -6.87703e-17+0.113483j 1.03876e-15+0.0458298j 3.65174e-16+0.0165794j -1.96402e-16+0.00370742j -1.0309e-14+0.103648j -5.59545e-15+0.099262j -1.60521e-17+0.00961098j -3.61367e-16+0.00536593j 3.4037e-16+0.0419059j 2.2224e-16+0.0821142j -2.33465e-14+0.00554205j 6.19993e-16-0.0316888j 2.41557e-16+0.0541363j 3.86711e-17-0.0484937j 1.16101e-15-0.0305396j -7.94431e-16+0.0103095j 8.48727e-16-0.0419362j 2.01512e-16+0.0712221j 5.93428e-17-0.136271j 1.59573e-15-0.00853184j -1.21757e-16-0.0551272j -1.3315e-15-0.0622542j 1.65284e-15+0.0446095j -1.11934e-16+0.0429444j -7.42557e-17-0.0574343j -1.6841e-16-0.0428478j -5.9828e-16-0.0487757j 2.62738e-16+0.020708j -3.96735e-17-0.100385j -1.37363e-16+0.0220614j 1.22154e-16-0.0232012j 1.61392e-16+0.0128635j -2.10391e-16-0.0833615j 9.15834e-17-0.0799949j -6.98146e-16-0.05482j -3.32148e-16-0.0626372j 1.03661e-14+0.0593273j 1.56618e-15-0.0706291j 
-1.36033e-17-0.0629782j -2.78965e-15-0.0910883j -2.71523e-16+0.00130449j 8.80878e-18+0.00108344j 2.22908e-16+0.0725665j 2.52773e-16-0.0300973j 2.53962e-16+0.0677802j 1.10515e-17-0.0915377j -2.19125e-16+0.113906j 5.34147e-16-0.138172j 3.51957e-16-0.0142009j -1.54053e-15+0.115443j 4.66424e-16+0.0286186j 1.62827e-16-0.176072j 2.03991e-16+0.0153538j -9.46303e-16-0.00336346j 4.46302e-16-0.084529j -7.28711e-16-0.0549465j -5.75031e-16+0.0943067j 2.44455e-16+0.0406403j -1.45303e-16-0.0640088j -4.42257e-16-0.14444j -1.15751e-16+0.00636813j 2.92393e-15-0.0707239j -1.96155e-15-0.21823j -6.59491e-16-0.150811j -2.11137e-16-0.019564j 3.42597e-15-0.0116117j 1.70417e-13-0.0504878j 8.63817e-16-0.0168279j 2.09413e-16+0.06394j -3.18589e-16+0.0157771j 1.97783e-16-0.00803466j 7.11975e-16-0.00484896j -1.10981e-15+0.074335j -6.03138e-16+0.0517j -6.46781e-16-0.0111004j 1.03711e-15-0.00310206j -1.10159e-15-0.0405884j 1.05947e-15+0.0511222j 1.09862e-15+0.0286921j 3.62742e-16-0.097642j 2.36632e-16+0.049878j -1.92257e-16-0.0576055j -1.60011e-16-0.0373445j -1.38712e-16+0.0209596j -2.83287e-16-0.0255356j 2.17066e-16+0.0511216j 3.40859e-17+0.0249404j 2.77631e-16+0.0926705j -4.34898e-16-0.020866j -1.51082e-16+0.0604098j 4.45993e-17+0.0289917j 9.10663e-18+0.00906065j -1.30556e-14-0.0383039j -3.14133e-15-0.0887995j 
-1.74888e-16-0.0173752j 1.26982e-15+0.0304438j 1.76098e-16+0.0254141j 6.09284e-16+0.118451j -1.03005e-16-0.00315392j -1.86101e-17+0.0889989j 4.09793e-16+0.00940312j -2.61408e-16+0.0903086j -2.54559e-16-0.106453j -5.24187e-16+0.140532j 3.29964e-17-0.00105234j 1.21278e-16+0.0631253j -3.6756e-16-0.0633929j -4.34639e-17+0.124704j -2.68746e-16+0.100776j 8.48365e-15+0.0330919j 1.01066e-15-0.166135j -3.44616e-16+0.00643477j -1.22718e-15+0.0823966j 3.10909e-16-0.129022j -2.15018e-16+0.0525424j 2.34119e-17+0.0982993j -7.96479e-15+0.079895j -1.45513e-16+0.00380571j 5.53425e-16+0.0694304j 1.00346e-16+0.0909168j -1.79179e-16-0.00571691j 2.03676e-15-0.0266977j 1.28411e-13-0.0372359j 3.32545e-15-0.12568j -4.83105e-17+0.0422652j -2.65731e-16+0.00819599j 1.33869e-15-0.0206908j 1.49753e-16-0.0854594j 9.13287e-16-0.0909022j -2.73231e-16+0.103399j 3.86875e-16-0.0538605j -3.4075e-15-0.0636256j 1.16693e-15-0.013196j 7.45876e-16+0.0929498j 2.21455e-15+0.0627676j -1.44812e-16+0.0601254j 2.81055e-16-0.0471708j 2.98986e-16-0.0285344j -7.39266e-16-0.0267547j -2.14936e-17-0.137925j 8.87662e-17-0.0502634j -2.93716e-16+0.0319184j 2.10602e-16+0.0157829j -1.34592e-16-0.0856273j 2.03094e-16+0.0188221j -1.35291e-17+0.0157894j -4.57782e-16-0.0727447j -1.00918e-16+0.0292586j 7.07901e-15+0.0287974j 1.47124e-15+0.0059184j 
1.03957e-15+0.0199983j -4.34515e-15-0.10662j -5.51743e-16-0.0377393j -8.77461e-16-0.0100623j 9.85201e-17+0.000545822j -4.44773e-16-0.00782223j -6.53625e-16-0.12695j -4.96223e-16-0.00681286j -2.41116e-17-0.0688835j 5.99705e-16-0.0870219j 5.57355e-16-0.0735501j -1.71946e-15+0.0552587j -6.1653e-16-0.062075j 3.446e-16+0.0139079j -2.88647e-15-0.157829j 3.24701e-14+0.0830222j -5.68515e-16+0.0885479j 2.24153e-16+0.0179731j -7.9661e-16+0.0502642j -4.53104e-16-0.00107118j 4.31499e-16+0.0209408j 4.04644e-16+0.123938j 1.36439e-14-0.128892j 4.29236e-15-0.0502763j 2.17869e-16+0.0410302j 6.41109e-16+0.0850896j 1.42296e-16+0.227949j -5.27608e-15-0.00241094j -2.53529e-13+0.0755653j -1.01682e-15-0.0493034j 1.58912e-16+0.0135676j 7.65043e-16-0.0818763j -2.48878e-15+0.0632084j -6.96716e-16+0.00298281j -7.06984e-16+0.065248j -5.89913e-16+0.0528293j -3.1639e-16-0.0458075j -5.23e-15-0.00166211j 1.88301e-15+0.155733j -1.28337e-15-0.0448663j 2.61192e-15+0.0663664j -1.44459e-16+0.0434654j -7.23653e-17+0.00899773j -9.18269e-17-0.0492472j -1.03471e-15-0.0245508j -2.10744e-16-0.00212353j -4.72253e-17+0.0490208j 4.05762e-16-0.011531j -7.32606e-16-0.0278369j 3.32831e-16+0.0550943j -2.08255e-17-0.0282818j -1.32071e-16-0.0294452j 1.10956e-15+0.0129206j -2.28654e-16+0.0130303j -2.03372e-14-0.0855537j -4.0658e-15+0.00436877j 
-3.70956e-16-0.032648j -1.23157e-16-0.0226238j 2.48633e-16+0.0389483j 1.32777e-15+0.121665j -1.10268e-16-0.0132274j 1.11923e-15+0.0865191j 4.19697e-16-0.0112685j 1.18225e-15+0.121691j 3.58598e-17-0.0464747j 2.65711e-17-0.108668j 7.13882e-16-0.0628382j -1.52565e-15+0.130147j 1.61344e-15+0.0879445j -7.61789e-16-0.0729051j -2.93864e-15-0.167192j 2.53602e-14+0.0598812j -9.81711e-17+0.161225j -9.2092e-16-0.0422909j -1.43334e-16+0.0493158j 4.0207e-16+0.0979592j -6.77945e-16-0.0785562j -4.49625e-16-0.018327j 1.33506e-14-0.127388j 5.45984e-15-0.0904273j -9.21431e-16+0.014745j -8.80577e-16-0.00971824j 7.31715e-16+0.168152j -4.20064e-15+0.0680394j -2.39034e-13+0.0696026j -9.99283e-16-0.00732362j 4.0834e-16-0.00612449j 1.01427e-15-0.0625623j -3.88271e-15+0.136321j -5.48157e-16+0.109322j -9.34704e-16+0.0670254j -6.77524e-16+0.0354203j -1.95856e-16+0.0113778j 7.20197e-15+0.118157j -3.74484e-15+0.0234262j -1.33395e-15-0.0817938j 2.21517e-15+0.0487182j 7.08807e-16+0.0713391j -1.95528e-16+0.0144089j 8.2743e-17+0.00147028j 2.27152e-15+0.142513j 5.97251e-16+0.0229919j -2.50222e-16+0.0220374j -1.30987e-17-0.0403405j 1.24861e-15+0.125992j -2.86669e-16+0.0138356j 9.99454e-17-0.0179027j 1.92271e-17-0.0247155j -1.88597e-15-0.155303j 1.89415e-16+0.0561387j 1.30801e-14+0.0557142j 2.44714e-15-0.0145049j 
