7.64938e-14+0.177815j 6.8251e-15-0.177325j -2.52233e-16+0.121767j 5.79832e-16-0.011914j -1.01927e-15+0.0260188j -1.13146e-15+0.255877j -5.84919e-16+0.0492954j 5.29105e-17-0.0154291j -3.43438e-16+0.118639j -1.4933e-15+0.167583j 2.37669e-16+0.193088j 1.53743e-17-0.0406174j 3.99533e-16-0.029796j -1.36889e-16+0.0297058j -3.228e-16+0.0363931j 4.41752e-16-0.00846076j 6.87227e-16-0.0471474j 3.25301e-16+0.0027464j -4.55689e-17-0.0211093j 5.24793e-16-0.0570291j 5.73082e-17-0.0104951j 3.89015e-16-0.0672327j -8.82945e-17+0.00636992j -8.40437e-17-0.0427906j 1.63493e-16+0.0063096j -1.59848e-16+0.014956j 1.58545e-16+0.0069097j -1.16255e-15+0.0210585j 2.88363e-16-0.0405075j -4.74887e-19-0.000447377j -2.14722e-16+0.00913336j 7.13544e-16-0.0120963j -2.73651e-16+0.00636578j 3.28533e-17-0.0300231j 3.56783e-16-0.00438704j 2.5219e-16+0.00379072j 8.32095e-17+0.000856708j -1.01176e-14+0.021253j -6.78049e-14-0.0208061j -5.59053e-14-0.00325446j 4.60562e-17+0.00287045j -2.94037e-15+0.0168017j 4.08851e-16-0.0102852j -5.48749e-16+0.0251204j 6.04347e-16-0.0326451j -2.18882e-15+0.0241677j 3.77533e-16-0.00880583j 3.03389e-16-0.0106245j 4.77234e-17+0.000100953j 5.61386e-16-0.00237518j 2.59366e-16-0.0365595j -1.63408e-16+0.00605465j -5.69864e-17-0.0192251j 6.57138e-17-0.00407376j -4.57472e-17-0.0304009j 2.94943e-16-0.0209343j -9.66705e-16+0.0544217j 1.88737e-16-0.0269919j 1.02563e-16+0.00388577j -1.92186e-17-0.0149878j 1.86312e-16-0.0124787j -4.78208e-17-0.000551267j -4.49129e-18-0.00817791j 1.28568e-16-0.0044816j -3.452e-16+0.0759721j -7.5202e-19-0.0202687j 5.26552e-17+0.0152422j -3.1656e-17-0.0632403j -9.62672e-17+0.0216936j 3.70446e-16-0.055966j 1.87744e-16+0.00122431j -3.24687e-16+0.0376534j -1.92038e-16+0.0290323j -1.86468e-16+0.000439542j 3.64605e-17-0.071852j 8.92155e-16+0.0794038j -2.35151e-14-0.0438362j 
7.61158e-15+0.0140206j 7.62504e-16+0.040658j -4.4083e-16-0.0352641j -8.50293e-17-0.0483884j -2.67328e-16+0.00196747j 3.62338e-16+0.0564849j 1.89231e-16+0.0659304j -4.11771e-16+0.0293907j -1.2816e-15-0.0789801j -1.08891e-15-0.0240205j -7.7311e-16+0.0147964j 6.68345e-16+0.0950593j -1.35356e-16-0.0460559j -1.2352e-15-0.116399j -2.58358e-16-0.06814j 6.00204e-16+0.0703665j 4.96204e-16-0.0184618j -7.6749e-16-0.0823604j -8.22751e-16+0.0130288j 2.27882e-16+0.0506277j 1.53362e-15+0.0906424j -5.60466e-16-0.0101446j 2.16296e-16+0.0277815j -2.18657e-15-0.177026j 6.75044e-16+0.0361111j 1.65149e-15+0.0339443j 4.65586e-15-0.0222249j -2.68983e-15+0.118299j 2.51022e-15+0.16656j -1.94727e-15+0.0477517j -5.17447e-16-0.28303j -3.09275e-15+0.056522j -8.22675e-16-0.0909402j 2.01191e-15+0.0811995j 7.28104e-16+0.0680572j 5.77718e-16-0.00685863j 1.04246e-15-0.0173636j -5.22346e-14+0.0445424j 5.60758e-13+0.0872219j 5.43791e-13+0.146696j -2.5707e-15+0.199802j -2.50126e-14+0.157389j 2.17577e-15-0.255332j -2.35738e-15-0.115067j -2.62811e-15+0.0772261j 1.43819e-14-0.206771j 2.7293e-16-0.431373j 8.07854e-15-0.195806j 9.29553e-16+0.0945082j -8.73499e-15+0.249804j -3.75176e-15-0.0196785j 2.68898e-16-0.12759j 1.55869e-15+0.217671j 1.55238e-15-0.0999113j 1.52555e-15-0.0389393j -9.27465e-16+0.0704908j -2.88778e-15+0.260094j -7.75261e-16-0.0270143j 1.95322e-15-0.116871j 2.32651e-15+0.151856j -1.12121e-15-0.0160264j 1.50906e-15+0.0278728j 1.36342e-15-0.00664368j 1.22175e-17+0.0295827j -1.01531e-15-0.0850083j 7.80185e-16-0.00954347j -1.07711e-15+0.0739569j 9.19456e-16+0.00306952j -5.17329e-16-0.00729692j 1.1432e-16+0.0520546j -1.63384e-17+0.00660858j -5.21424e-16+0.0064099j 7.11771e-17-0.0827751j -4.19206e-16-0.0725667j 5.27593e-16+0.0418111j 1.34785e-15-0.0154599j -2.29536e-14-0.0491119j 
6.56409e-15+0.0156718j -4.86336e-16+0.0108836j -6.25043e-16+0.0260141j 1.13386e-15-0.00968468j -7.75553e-19+0.0111878j -2.25241e-15+0.0300473j 5.62526e-16-0.01973j -6.95974e-16-0.00629044j -3.62433e-15+0.078284j 1.1093e-15-0.0282131j -3.38161e-15+0.0877688j 4.15853e-15-0.0756564j -2.05193e-15+0.0195967j -1.57685e-15+0.0311187j -1.00509e-15+0.0424225j 2.94918e-15-0.0598256j 3.85409e-17+0.0194829j -2.74692e-15+0.0747261j -7.06852e-16+0.0252366j -2.50397e-15+0.0355486j 1.64838e-16+0.0231804j -5.69591e-17-0.00238635j 9.0577e-15-0.150872j -2.44528e-15+0.0519292j -7.94451e-15+0.12926j 1.9423e-15-0.0214814j -3.65505e-15+0.0552796j 1.64841e-14-0.151055j -1.17704e-16+0.0114735j -7.20578e-15+0.195579j -3.77656e-15+0.0567805j -1.39625e-15+0.0434845j -2.55401e-15+0.0358046j 2.13585e-14-0.425704j 6.24416e-15-0.0852577j -3.12026e-15-0.168999j 5.05195e-15-0.0637083j -1.07946e-13-0.00585009j 3.92101e-13+0.290878j 4.12866e-13-0.136296j -4.57126e-15+0.0751722j -8.9976e-14+0.415421j 1.28884e-14-0.140272j 1.73085e-14-0.265607j -3.65239e-15+0.029952j 6.27057e-15-0.0310209j 1.6678e-14-0.192162j 2.21649e-14-0.250311j 8.98973e-15-0.122842j -4.5058e-14+0.416321j -1.26145e-14+0.165384j -1.00042e-14+0.122265j -1.09113e-14+0.144686j 7.41477e-15-0.0508319j 1.08487e-14-0.163151j -8.37399e-15+0.0900169j -4.96899e-15+0.0712284j -3.60365e-15+0.0587195j 1.42457e-14-0.213747j 3.42978e-15-0.1055j -1.26305e-14+0.197578j 2.77375e-15-0.0725511j -1.02174e-15+0.0249925j 1.50619e-15-0.0378862j 4.33884e-15-0.0692757j 1.81861e-15-0.0234495j -9.32722e-15+0.161281j 3.45314e-15-0.0493864j -2.35852e-15+0.0547671j -7.99776e-16+0.00533046j -9.13389e-16+0.0251314j -3.35548e-15+0.0536425j 2.70865e-15-0.0244222j 1.12868e-15-0.00158872j -1.37984e-15+0.014269j 1.2181e-15-0.0112992j -6.1456e-15-0.0162911j 
-3.65055e-15-0.00811911j -2.45888e-16+0.0140278j -7.24287e-16-0.0605977j -5.0611e-17-0.0147587j -2.49028e-16-0.0466445j -8.16042e-16-0.0229104j 3.72846e-19+0.0139906j 4.93754e-16+0.0626033j -1.39708e-15-0.0704902j -2.4554e-17+0.0167398j -2.29856e-15-0.165298j 7.93571e-16-0.0880806j -1.23052e-15-0.00344874j 7.51332e-17-0.0255145j 1.77014e-16+0.0103423j 9.68632e-16+0.0769491j 1.11846e-15-0.0122692j -2.48056e-16-0.236901j -3.78804e-16+0.00677805j 1.10719e-15+0.0490493j -8.15293e-16-0.0802647j -1.70028e-17+0.0222528j 8.62171e-16-0.0402293j 1.26483e-15+0.106549j -1.42911e-15+0.0190025j -7.11848e-16-0.1773j -2.23206e-15-0.124355j -3.40614e-16-0.0208858j -2.23676e-15+0.0478532j -5.69395e-15-0.278466j 1.42844e-16-0.0672808j 4.70995e-15-0.165538j -4.63914e-15+0.0429002j 3.2199e-15+0.0163313j -1.39674e-15+0.147478j -2.4497e-14-0.310496j 1.72992e-15+0.067944j 5.05266e-14-0.0126086j -4.65062e-13-0.133612j -4.44547e-13-0.0541233j -2.13511e-15-0.0561601j -1.40388e-14+0.0699362j 3.02576e-15-0.392965j -3.54417e-15-0.0431655j -2.31184e-15+0.0855408j 3.88679e-15-0.0609023j 3.20122e-15-0.038857j 3.77779e-15-0.0423337j -1.12844e-15-0.132466j -6.50606e-16+0.0535729j -5.35683e-15-0.36081j -4.36492e-15+0.127476j -1.4356e-15+0.0183638j 1.53259e-15-0.421634j 1.08589e-15-0.0677281j 4.9488e-16+0.188152j 3.17269e-15-0.265372j -4.44199e-16-0.0130651j 3.29828e-15-0.068806j 1.48366e-15+0.195855j -3.16273e-15+0.017045j 1.41513e-15-0.0392538j 1.70512e-15+0.00175823j 4.11474e-16+0.0659968j -2.46486e-16-0.0216901j 7.8911e-16-0.0994341j -2.04676e-15-0.14175j -2.7358e-16-0.0480054j -8.15063e-16-0.113287j -5.08606e-16+0.0546619j 6.50774e-16-0.0312174j -6.72205e-16-0.0369759j 7.29816e-16-0.0640568j -2.75747e-16-0.0457096j 6.52205e-16+0.0550943j -3.84004e-16-0.0218365j 7.31448e-15+0.013448j 
-9.1035e-15-0.0210845j -5.24347e-16+0.0235994j -1.55535e-16-0.0127545j -1.70479e-17+0.0210143j -3.7318e-16+0.0481062j 5.96201e-17-0.0544562j -4.0883e-16+0.0205764j 2.40977e-16+0.026935j -1.00651e-15-0.0148979j -3.57327e-16-0.0482995j -4.40742e-16-0.0682168j 2.99029e-17+0.0533401j 1.67731e-16-0.120475j -8.20772e-16-0.0170242j -5.49423e-16+0.102353j 9.20656e-16+0.0127217j -1.79741e-15+0.115136j -1.41449e-15+0.0215739j 6.10085e-16+0.00244115j 2.01392e-15+0.13501j -3.83954e-16-0.00344973j -2.5373e-16+0.0195459j 7.04459e-16+0.045702j 7.05547e-16+0.135405j 1.07561e-15+0.0518071j -5.3332e-16+0.0158504j 2.37722e-15-0.0327968j -7.13539e-15+0.114303j 4.48652e-16-0.0834534j -4.5221e-15-0.109223j -3.31244e-15+0.00927838j -3.65766e-15+0.0549678j 6.53053e-16-0.32579j -1.06266e-15-0.116422j 3.84376e-16-0.0933031j 1.53894e-15+0.0546729j 1.53002e-15+0.221211j -2.15778e-13+0.157898j 1.04869e-12+0.301132j 1.05095e-12+0.138549j 2.76505e-15-0.211388j -2.42528e-14+0.153198j -6.36536e-15-0.11369j 3.39909e-15-0.436041j 1.15648e-15-0.278554j 4.02809e-16-0.0545249j -2.76435e-15-0.182932j 9.5897e-16+0.0465551j -6.13997e-16-0.0710737j -8.90495e-15+0.303241j -7.30485e-15-0.164922j 1.75143e-15-0.0828752j 1.18942e-15+0.00544177j 2.18566e-16-0.19032j -1.02084e-18+0.0942222j 9.77411e-16+0.107076j -3.29448e-15+0.131389j -1.34142e-16+0.0257054j 1.04842e-15+0.116232j 1.55276e-15-0.0282005j 2.11027e-15-0.281533j 2.23536e-17-0.0269227j 1.04441e-15+0.316365j -9.09077e-16-0.0410289j -5.04636e-16-0.149535j 1.33395e-15+0.0111916j -2.06585e-16-0.0445864j 7.18501e-16+0.0405978j -9.04324e-16-0.0125676j -2.09235e-16-0.0424458j 3.6034e-16+0.0671874j -1.39465e-16-0.0802202j 1.35685e-16+0.074047j -8.0329e-16-0.0195132j 1.87278e-16+0.00617966j -3.94854e-16-0.0328876j 1.82655e-15+0.00105759j 
-9.78641e-15-0.0224379j -1.10079e-16+0.0195975j 4.50891e-16+0.0474094j 6.29623e-16+0.0617848j 4.27172e-16+0.0456435j 1.31695e-16+0.0265986j -2.18342e-16-0.0257269j 7.11011e-16-0.00248947j 1.73586e-15+0.0714625j 5.0586e-17+0.0171911j 7.59622e-16+0.0667548j -6.75972e-16+0.0137582j -2.00998e-16+0.00804877j 7.36521e-16+0.0332686j 2.66485e-15+0.0885229j -9.65078e-16-0.0584186j 6.11278e-16-0.00734207j -6.21537e-16-0.0381928j 9.22865e-16+0.0172931j -1.38867e-15-0.012195j -1.30706e-15-0.00721936j 9.70926e-16+0.0361943j 1.34914e-15+0.0802323j -1.98266e-16-0.0059449j 1.04131e-15+0.0286682j -1.89613e-15-0.0759193j 3.56722e-15+0.0984156j -6.57137e-16+0.0915627j 7.2117e-16+0.0532818j -2.16128e-15-0.07843j -1.00793e-15+0.00682329j -4.1541e-16+0.274107j 9.43931e-16-0.00352457j 1.24719e-15+0.0574543j -1.76669e-17-0.00244564j -5.29457e-15-0.059357j 8.7515e-16+0.132605j -1.19609e-14+0.103014j -4.90759e-14-0.155019j -1.55845e-14+0.158204j -5.48996e-16-0.135217j -9.50404e-15+0.0449524j -7.80684e-16-0.106944j 5.55672e-16-0.0267695j 1.25316e-15+0.125996j 4.02676e-15-0.102412j 2.22836e-15-0.117337j 3.11166e-15-0.0751368j 1.36387e-15+0.0239484j -2.81162e-15-0.122376j 8.51527e-15+0.217109j 3.173e-16-0.0533812j -2.92372e-15-0.106642j 9.95406e-16-0.132487j -2.34143e-15+0.0339043j 5.92049e-16+0.132657j -6.23945e-17-0.0323604j 1.44388e-15+0.003755j -1.10058e-15-0.0868733j 6.27395e-16+0.00139878j -1.77496e-15-0.139169j -1.34224e-16+0.00580147j -1.41911e-15-0.0114313j 4.05931e-17+0.0747699j 3.65214e-15+0.134047j -3.37491e-15-0.131063j -5.50183e-16+0.0605396j -1.59862e-15-0.0447047j 2.68635e-15+0.110572j -1.05488e-15-0.079251j -1.5259e-15-0.102875j 1.54765e-15+0.0407754j -2.84677e-15-0.125496j 5.23364e-16+0.0639844j -4.4581e-16-0.0374885j 1.19335e-15-0.0209383j -1.99281e-14-0.0403253j 
-1.20046e-14-0.0252051j -7.81525e-16-0.0237475j -1.44322e-15+0.0893329j -1.53288e-15+0.0877006j -9.49464e-16+0.0460988j -4.38425e-16+0.035303j 8.13395e-16-0.0321677j 1.07668e-15-0.0931177j -1.24692e-15+0.0587035j -8.5821e-16+0.0708866j -1.60337e-15+0.138296j 4.16934e-16+0.00956197j -1.93438e-15+0.0917961j -1.08495e-15+0.0422851j 1.32319e-15-0.123872j 1.70969e-15-0.0674477j 1.13495e-15-0.0497335j 1.78813e-16+0.0449104j -5.85254e-16-0.015816j -1.0533e-17+0.0148347j 1.09331e-15+0.0429636j -6.37887e-16-0.00958903j -5.23514e-16+0.0549627j -8.96086e-17-0.00611943j 4.66903e-17-0.0261909j 5.84661e-16+0.00342197j -2.36345e-16+0.0700442j -1.2053e-15+0.0288923j 2.72126e-16+0.0287454j 1.78418e-15-0.0465831j -2.30663e-15+0.00610458j -2.2322e-15+0.0304955j -1.32147e-15+0.0331332j -1.59113e-15-0.0458917j 3.23034e-16-0.030815j -1.15037e-14-0.159345j 4.6601e-16-0.0422932j -1.29948e-13+0.0633704j 4.16202e-13+0.219086j 4.32947e-13-0.0472304j -2.84694e-15+0.115673j -2.27638e-15+0.0196287j -4.13491e-15+0.10724j 9.17216e-15-0.334917j 3.17304e-15+0.0455383j -2.4761e-14+0.303883j 8.47156e-15-0.227201j 1.00512e-14-0.303345j -1.08062e-15+0.0856213j -6.87529e-15+0.173048j -4.11912e-16-0.122622j -3.57997e-15+0.134496j -1.02733e-15-0.0449571j 7.71688e-15-0.246429j -5.42886e-15+0.382895j -3.33871e-15+0.173328j 1.36423e-15-0.0655695j 2.55752e-15-0.255951j -4.51563e-16+0.0956113j 1.94361e-15-0.0861585j 3.53641e-15-0.0720191j 7.76222e-16-0.106144j 1.6999e-15-0.0821926j -3.31027e-15+0.106244j -1.4849e-15+0.0588657j 6.0794e-16+0.0339896j -2.98231e-15+0.169149j -9.40211e-16+0.112013j -2.28895e-15+0.0724879j 1.32545e-15-0.101473j 1.76166e-15-0.115163j 7.00949e-16-0.0466615j 4.7424e-16+0.0102201j -1.65516e-15+0.0953628j 7.33257e-16-0.0789864j -3.41971e-16-0.031126j 1.63976e-14+0.0322334j 
-2.04392e-14-0.0618466j 2.88994e-15-0.0231164j 4.83133e-15-0.0111743j -9.06453e-15+0.051457j 8.95496e-15+0.0232398j 3.71585e-15+0.025324j 1.13761e-14+0.0063107j -2.40376e-16-0.0479335j 1.73195e-14-0.0688981j 4.78145e-15+0.0123775j 1.96341e-14-0.0858406j 1.52025e-14+0.0522702j 2.14088e-14-0.0694909j -2.46648e-15+0.0175406j -5.3669e-15+0.0220387j 1.2448e-14+0.0105533j 6.50243e-15-0.062077j 1.6378e-14+0.0261045j -1.65551e-14-0.0558984j -4.64613e-15+0.0101293j 8.1043e-15+0.0123176j -1.6513e-14+0.0242959j -2.14749e-14+0.0710481j 4.08963e-15-0.0401173j 4.3504e-14-0.170224j 1.56687e-14-0.0410597j -4.43922e-15-0.0327786j 1.36802e-14-0.0588103j 3.60884e-14-0.100112j -1.42785e-14-0.0104079j 2.7983e-14-0.0542919j 1.86343e-14-0.0234205j 1.73369e-14-0.00327583j -4.75472e-14+0.0266989j -4.90118e-14+0.0330958j -7.81651e-15-0.0329381j 3.25012e-14-0.032573j 1.0141e-13-0.141044j 4.33962e-13+0.114378j 3.56762e-13+0.0482122j 1.04058e-14-0.157689j 7.46636e-14-0.165402j -6.11065e-15-0.0925473j 1.55856e-13-0.342949j 8.59157e-14-0.202228j 2.62039e-14-0.131458j 9.75142e-15-0.0691193j -2.79976e-14-0.0220335j 2.68754e-15-0.162287j 1.35092e-14-0.0945274j 1.14542e-13-0.303418j -1.7345e-14+0.0296526j -2.40736e-14+0.128563j -3.22068e-14-0.0193022j -6.97153e-14+0.108659j -3.1966e-14+0.218332j -7.2153e-16-0.0661097j 7.17979e-14-0.127579j -1.24281e-13+0.253679j 2.0475e-14-0.112822j 5.46832e-14-0.0776783j 8.45724e-14-0.109911j 6.23262e-14-0.186699j 5.03664e-14-0.0296706j 1.63846e-14-0.0393505j -9.20329e-15+0.0178327j 6.78006e-14-0.195968j -3.76118e-14-0.0118881j 1.9294e-15-0.104814j 1.62294e-14-0.0719824j -1.11722e-14-0.00337178j -6.18556e-15+0.0174599j 1.4546e-15-0.0557162j -5.76697e-15+0.0807723j -1.58664e-14+0.05188j 4.85417e-15-0.0246533j 1.6189e-14+0.0625091j 
2.30945e-14+0.033783j 4.67972e-15+0.00639565j 3.85877e-15-0.00732719j -7.58564e-15-0.0197509j 8.64379e-15-0.0674097j 3.68761e-15-0.0479748j 1.08777e-14-0.0590955j -5.82667e-16+0.058766j 1.44833e-14+0.00394337j 4.3251e-15-0.0356725j 1.74657e-14+0.0101836j 1.61196e-14-0.135052j 1.70919e-14-0.0117488j -1.66621e-15-0.00982224j -3.59787e-15-0.00338156j 1.26554e-14-0.0699527j 4.19342e-15+0.0461602j 1.56986e-14-0.106972j -1.49814e-14+0.138902j -5.00659e-15+0.0102066j 6.61046e-15-0.0512721j -1.3877e-14+0.0461632j -1.75794e-14+0.0102334j 2.84518e-15+0.029701j 3.57699e-14+0.00853236j 1.45385e-14-0.0230905j -1.96314e-15+0.0481301j 1.05246e-14+0.0141346j 3.20601e-14-0.0501561j -1.1164e-14+0.0692033j 2.60269e-14-0.0600641j 1.77218e-14-0.0594638j 1.59306e-14-0.0756771j -3.96434e-14+0.180073j -4.54557e-14+0.183666j -2.2011e-16+0.060445j 2.86708e-14-0.111722j -3.12895e-15+0.0509217j -1.21803e-13-0.0445399j -9.17444e-14+0.0104225j 3.80866e-15+0.144867j 4.62715e-14-0.0208203j -6.78643e-15+0.117529j 1.36274e-13-0.286033j 7.54775e-14-0.146121j 1.06436e-14+0.0615331j 2.13917e-15+0.0403599j -3.178e-14+0.163141j 2.26508e-15+0.171151j 3.14884e-15+0.0827117j 9.83497e-14-0.159757j -1.61402e-14+0.0424426j -2.16395e-14-0.0441698j -3.10065e-14+0.174535j -5.78768e-14+0.17995j -2.43347e-14-0.115408j -4.20834e-15+0.0848978j 6.32264e-14-0.176588j -1.07369e-13+0.257271j 1.29277e-14+0.0540649j 4.56572e-14-0.148644j 7.4722e-14-0.255442j 5.16268e-14-0.0500001j 4.38196e-14-0.192681j 1.53494e-14-0.0291724j -5.10088e-15+0.0139656j 5.80523e-14-0.0722589j -3.28564e-14+0.183417j -3.19001e-16+0.118378j 1.29921e-14+0.0096953j -8.94031e-15+0.0505939j -4.5105e-15+0.00317128j 9.11359e-16+0.057804j -4.45219e-15-0.0705765j -1.34491e-14+0.00969347j 6.76674e-15-0.0024762j -1.6828e-14-0.0104933j 
-6.36488e-14-0.032722j 6.53261e-14+0.0437637j 6.93338e-14+0.0455544j 7.90881e-14+0.0520137j 5.17074e-14+0.0338957j 6.41869e-14+0.0417765j -6.41452e-14-0.0425619j -7.3361e-14-0.0480876j 5.99551e-14+0.0395089j -4.26169e-14-0.0282382j -1.19379e-13-0.0787141j -1.82043e-13-0.120803j 1.28774e-13+0.0851282j -1.99884e-14-0.0132566j -1.49834e-14-0.0101465j -1.53794e-13-0.102234j 3.8461e-14+0.0256692j 4.29103e-14+0.0278439j -6.73717e-14-0.0439427j 1.12651e-13+0.0745935j -3.4171e-14-0.0229102j -9.8995e-14-0.0652365j -2.33268e-14-0.0154368j 6.84722e-15+0.00517455j 6.29667e-14+0.0416509j -1.50286e-13-0.100041j 5.03784e-14+0.0322756j 8.41238e-14+0.0572292j 6.29171e-14+0.0408842j -3.47176e-14-0.0228231j -2.58145e-14-0.0168764j 7.4495e-14+0.0489296j 2.03692e-14+0.0127219j -1.09509e-13-0.0710861j 8.03098e-14+0.0537568j 2.35883e-13+0.14787j 1.0485e-13+0.0679452j -1.55067e-14-0.0170768j -3.21488e-13-0.0191832j -4.32385e-13-0.102834j 7.12391e-14+0.0481622j -1.6877e-13-0.123908j -1.26517e-13-0.0832581j -3.07467e-14-0.0213168j -1.33861e-14-0.0069765j -2.56095e-13-0.176862j 3.54678e-13+0.238189j 4.60403e-13+0.309227j -8.22166e-14-0.0530809j 5.27269e-15+0.00533084j 1.31577e-13+0.0863495j 1.55336e-13+0.104201j 3.02118e-13+0.198662j 4.23203e-14+0.0284727j -5.24429e-13-0.345371j -2.41763e-13-0.160648j 2.22823e-13+0.148889j 5.56888e-14+0.0371218j -1.42861e-14-0.00842887j 6.07657e-13+0.40199j 2.37328e-13+0.15687j -2.57648e-14-0.0174385j 2.58539e-13+0.171996j 2.39868e-13+0.157582j -8.37424e-14-0.0554199j -5.97353e-13-0.395245j -1.27048e-13-0.0844748j 1.01182e-13+0.0672736j 6.28092e-14+0.0417952j 7.40225e-14+0.0489389j -1.37149e-13-0.0901379j -1.3804e-13-0.0918204j -1.63425e-13-0.107263j 1.20542e-13+0.0789994j 1.60371e-14+0.0104905j -1.28851e-13-0.0855922j -5.43375e-14-0.0287001j 
-8.18349e-15-0.014927j 1.36737e-15-0.05455j -1.65955e-15+0.0447123j -1.85075e-15+0.0532676j -1.92318e-15+0.0791031j 3.72948e-15-0.107996j -1.21425e-15+0.0449559j 1.69434e-15-0.0247746j 3.20972e-15-0.100776j -4.39525e-15+0.130145j -2.24519e-15+0.043614j -3.44109e-15+0.117031j 1.97658e-15-0.0748443j -1.72204e-15+0.0324956j 3.59107e-15-0.0852597j -3.90272e-16+0.0296554j 4.62971e-15-0.110211j 4.4916e-15-0.113013j -9.95727e-16-0.00549232j 2.20642e-16+0.00380037j 1.52141e-15-0.0849823j -2.50448e-15+0.092565j -1.81762e-15+0.0668999j -5.9734e-16-0.00592173j -1.30581e-15+0.00737293j -1.15553e-15+0.0159856j 3.34476e-16-0.029434j -4.00988e-15+0.03894j 2.01438e-15-0.0902617j -9.44102e-16-0.0656069j -7.57785e-16-0.000631048j 2.80227e-15-0.0462537j 1.39251e-15-0.0741275j 9.75702e-16-0.0531732j 3.15573e-15-0.0514643j -3.85235e-15-0.0621965j 6.62775e-16+0.0116925j 1.07662e-14+0.0185064j -2.47093e-13-0.0782145j -2.26704e-13-0.0182275j -6.93093e-15+0.160079j -2.2235e-14+0.119068j 2.40112e-15+0.0349364j -9.08564e-15+0.169698j -9.69888e-15+0.216926j 3.09815e-14-0.258344j -1.10798e-14+0.250321j -1.07931e-14+0.11467j 2.48071e-15-0.0263807j -7.45398e-15+0.0894661j -6.59274e-15+0.141495j 6.82303e-15-0.0832524j 6.71067e-15-0.272587j -1.01101e-14+0.219888j 6.30455e-15-0.130991j 2.57104e-15-0.102869j 1.42038e-15-0.0698734j 1.68859e-15-0.053822j 1.87213e-15+0.00811899j -1.64076e-15+0.100619j -1.35843e-15+0.0158153j 1.59304e-15+0.00519349j -3.85662e-15+0.13349j 4.43419e-15-0.170038j 7.93475e-15-0.155883j 1.96654e-15-0.0372827j -6.26379e-16+0.0109225j 4.87174e-15-0.121024j 4.57738e-15-0.154882j 7.42343e-15-0.223462j -5.6061e-16-0.00865524j 4.08208e-15-0.130815j -5.25478e-15+0.137377j -3.54395e-15+0.0569156j 1.98721e-15-0.0756544j -7.51484e-16-0.013352j 1.53695e-14+0.0337194j 
5.6531e-15+0.0109336j -2.82284e-16+0.0242358j 3.44399e-16-0.0230029j 5.61136e-16-0.0354795j 3.15844e-16+0.0705291j -1.23044e-15+0.0439011j 2.52342e-16+0.0433498j -4.52187e-16+0.0848272j -1.22885e-15+0.0359676j 1.49735e-15-0.0366189j 5.2645e-16-0.0773521j 8.92458e-16+0.0416006j -7.47532e-16-0.018441j 4.35705e-16-0.0367354j -1.6606e-15+0.0741822j -1.63888e-17+0.0457802j -1.84202e-17-0.0848322j -9.04941e-16+0.0150419j 2.65929e-16-0.102962j -1.42458e-16+0.022596j -6.10798e-16+0.0280042j 1.32585e-15+0.00185j 1.13474e-15-0.0346072j -5.831e-16-0.0253504j -4.53777e-17-0.0657059j -4.48069e-16-0.020735j -1.07212e-15-0.0732661j 1.4749e-15-0.0406703j -1.86667e-15+0.0126258j -1.37447e-15-0.0664483j 5.4645e-16-0.0506627j 1.20602e-15-0.0107234j -2.07088e-15+0.0371495j -3.05251e-16-0.0210255j -1.75424e-15+0.0629836j -8.36499e-15-0.102069j 9.36211e-17+0.0619641j -2.1989e-14+0.0527087j -2.46273e-13-0.0600534j -2.10459e-13-0.0310909j 1.81913e-15-0.0303259j 1.73468e-14-0.107802j -2.73092e-15+0.170777j 2.59935e-15-0.0729168j 2.73711e-15+0.120631j -8.21452e-15+0.106057j 2.61456e-15+0.0392814j 9.09793e-17-0.0690525j 4.6879e-16+0.13594j 4.84199e-16+0.0180692j 9.37756e-16+0.0565772j -2.76389e-15+0.150884j -3.36009e-15-0.259836j 6.75288e-16+0.0515147j 6.38569e-16-0.0100696j 1.1157e-16-0.119846j 1.29274e-15-0.130913j -1.2899e-15-0.0560225j 1.03713e-16+0.136897j -2.18545e-16+0.260923j -3.07507e-15+0.127714j -1.17923e-16+0.17213j 2.50968e-16+0.0871809j -1.34896e-15-0.128765j -1.8507e-15+0.241689j -3.3967e-16-0.0308501j -1.51732e-16-0.000657594j -5.21214e-16+0.121835j -1.13382e-15-0.0303829j -2.33155e-15-0.0149323j 8.4158e-16-0.135323j -6.46593e-16-0.0441008j 2.06513e-15-0.143654j 1.45923e-15-0.169691j -2.41493e-16-0.00348413j 1.22224e-15+0.00929677j -1.92587e-14-0.040535j 
