7.64938e-14+0.177815j 6.8251e-15-0.177325j -2.52233e-16+0.121767j 5.79832e-16-0.011914j -1.01927e-15+0.0260188j -1.13146e-15+0.255877j -5.84919e-16+0.0492954j 5.29105e-17-0.0154291j -3.43438e-16+0.118639j -1.4933e-15+0.167583j 2.37669e-16+0.193088j 1.53743e-17-0.0406174j 3.99533e-16-0.029796j -1.36889e-16+0.0297058j -3.228e-16+0.0363931j 4.41752e-16-0.00846076j 6.87227e-16-0.0471474j 3.25301e-16+0.0027464j -4.55689e-17-0.0211093j 5.24793e-16-0.0570291j 5.73082e-17-0.0104951j 3.89015e-16-0.0672327j -8.82945e-17+0.00636992j -8.40437e-17-0.0427906j 1.63493e-16+0.0063096j -1.59848e-16+0.014956j 1.58545e-16+0.0069097j -1.16255e-15+0.0210585j 2.88363e-16-0.0405075j -4.74887e-19-0.000447377j -2.14722e-16+0.00913336j 7.13544e-16-0.0120963j -2.73651e-16+0.00636578j 3.28533e-17-0.0300231j 3.56783e-16-0.00438704j 2.5219e-16+0.00379072j 8.32095e-17+0.000856708j -1.01176e-14+0.021253j -6.78049e-14-0.0208061j -5.59053e-14-0.00325446j 4.60562e-17+0.00287045j -2.94037e-15+0.0168017j 4.08851e-16-0.0102852j -5.48749e-16+0.0251204j 6.04347e-16-0.0326451j -2.18882e-15+0.0241677j 3.77533e-16-0.00880583j 3.03389e-16-0.0106245j 4.77234e-17+0.000100953j 5.61386e-16-0.00237518j 2.59366e-16-0.0365595j -1.63408e-16+0.00605465j -5.69864e-17-0.0192251j 6.57138e-17-0.00407376j -4.57472e-17-0.0304009j 2.94943e-16-0.0209343j -9.66705e-16+0.0544217j 1.88737e-16-0.0269919j 1.02563e-16+0.00388577j -1.92186e-17-0.0149878j 1.86312e-16-0.0124787j -4.78208e-17-0.000551267j -4.49129e-18-0.00817791j 1.28568e-16-0.0044816j -3.452e-16+0.0759721j -7.5202e-19-0.0202687j 5.26552e-17+0.0152422j -3.1656e-17-0.0632403j -9.62672e-17+0.0216936j 3.70446e-16-0.055966j 1.87744e-16+0.00122431j -3.24687e-16+0.0376534j -1.92038e-16+0.0290323j -1.86468e-16+0.000439542j 3.64605e-17-0.071852j 8.92155e-16+0.0794038j -2.35151e-14-0.0438362j 
1.95966e-14+0.0529227j 1.15505e-15-0.157723j 1.72316e-16+0.0204443j -6.39522e-17-0.0754219j 4.97071e-16+0.145649j 2.54266e-16+0.101213j 6.51745e-17+0.102629j -1.21442e-16-0.039956j -5.48879e-17+0.118821j 7.5209e-16+0.183995j -1.05781e-15-0.0639146j 2.3018e-16-0.0150756j 1.04624e-16-0.191502j 6.17849e-17-0.0979566j -2.1563e-16+0.0907112j 1.25937e-15-0.16089j 4.34297e-16+0.0763277j 9.1244e-17-0.0161123j -1.25893e-15-0.168689j 2.3178e-16+0.0553171j 7.06915e-16+0.0882432j -2.23527e-16-0.00294585j 3.79165e-16-0.0289087j -1.12814e-15-0.179185j -2.49476e-16-0.0474118j 1.16269e-16-0.0246948j -3.35143e-15-0.0633904j 2.41944e-15-0.0742029j -1.73093e-15-0.0171768j -2.38077e-15-0.182291j -1.48807e-15+0.107334j 2.55881e-15-0.0968495j -1.79148e-15-0.102538j -1.10794e-15-0.118488j 1.04088e-15-0.032933j 9.73508e-16+0.00588458j 4.6561e-16-0.0657725j 1.17297e-14-0.0206148j -3.39098e-14+0.00571011j -3.65202e-14-0.0223472j -1.26301e-15+0.0256144j 1.28664e-14-0.084114j 3.01751e-16-0.0718049j -6.85465e-16+0.0313799j 2.06298e-17-0.120464j -5.51991e-16-0.0220964j 6.19746e-16+0.00470363j 7.60215e-16-0.0511107j -6.49735e-16-0.0659772j 1.85515e-16-0.00291175j -2.36163e-16-0.0115163j -2.00182e-16-0.00122008j 6.67874e-16+0.00676666j 7.71578e-17-0.0517345j 7.9031e-17-0.0321952j -3.11963e-16-0.0724611j -3.06761e-16+0.0037622j -6.60734e-17-0.00507679j 2.41461e-16-0.0511636j 4.85497e-17+0.0325662j 5.72036e-16-0.0467533j -1.15598e-16-0.0376743j -2.01229e-16+0.0018957j 1.79897e-16+0.0050312j 9.26433e-17+0.0459121j 7.23504e-17-0.030795j -3.68303e-16-0.0411279j -3.51224e-16-0.0281898j -1.03064e-16+0.013041j 6.21077e-17+0.0165489j -2.19822e-16-0.0379354j -4.28253e-17+0.0036011j -1.21013e-16-0.00548921j 1.45582e-16-0.0334422j -1.03212e-16-0.0371329j 6.34249e-16+0.0648099j -9.77342e-15-0.0163181j 
4.3128e-14+0.0785053j 4.49921e-15+0.194915j 4.06372e-16-0.0073193j 1.40916e-15+0.110735j -1.98934e-15-0.183733j -6.56789e-16-0.109635j -1.48023e-15-0.105056j 1.09981e-15+0.0517548j 3.15781e-16+0.11158j -3.32892e-15-0.293346j 2.99938e-15+0.12896j -1.57448e-15-0.197057j 1.19176e-16-0.00687628j -4.99996e-17+0.0287469j 3.2961e-16+0.13518j 4.52437e-16+0.00462152j -1.27296e-16-0.0650234j 5.96588e-16-0.0449802j 2.28636e-15+0.194727j 8.29307e-16+0.0170517j 1.97881e-15+0.135401j 9.80523e-16+0.146508j -1.15826e-15-0.205419j 6.46159e-16+0.0232904j 2.7557e-16+0.023358j -7.35447e-16+0.0356364j -1.91928e-15+0.205552j 1.25056e-14-0.184026j 1.05008e-15+0.0600179j 2.62599e-15+0.00522973j 9.15883e-17+0.0997257j 5.22048e-18-0.0348776j 6.40936e-16+0.0930997j 2.25305e-15+0.11123j -6.63641e-16+0.0283171j -1.21286e-14-0.127004j -1.48031e-15-0.147651j -1.01236e-13+0.11643j -1.47216e-13+0.0160515j -8.56612e-14-0.0610704j -2.05785e-16-0.105781j 6.77381e-16-0.00856535j -2.05502e-15+0.0884918j 1.34663e-15-0.12393j 1.5587e-15-0.075933j -8.1226e-15+0.119646j -3.55061e-16+0.00638531j -4.09277e-16-0.0122041j 1.56204e-15+0.082735j -4.63242e-16-0.034521j 1.62611e-15+0.0865335j 4.09086e-16+0.0521524j -1.75359e-15-0.141868j -6.58514e-16+0.0255806j -5.92423e-16-0.0461506j 6.54872e-16+0.0597408j -1.06668e-16+0.01636j 1.01277e-16-0.00247398j 1.63781e-16+0.0109184j -6.04266e-16-0.0442783j 1.19825e-16-0.0654915j -7.3479e-16-0.0633864j 1.80875e-16+0.0196558j 1.94066e-17-0.00588899j -1.02519e-16-0.0118782j -1.53428e-16-0.0230377j 8.97232e-16+0.137041j 8.145e-16+0.0639231j 7.20163e-16+0.105807j 1.47397e-16+0.0365153j 7.80758e-18-0.00426635j -3.78709e-16-0.0237475j -1.1811e-16-0.0153373j -3.69839e-16-0.0670006j -9.71171e-17-0.0184849j 1.93829e-15-0.0263187j -3.19487e-14-0.06761j 
-5.31314e-14-0.118153j -4.03982e-15+0.0603246j -2.37564e-16-0.0610355j -3.61368e-16-0.116394j 7.5256e-16+0.129452j 2.09638e-16-0.126285j 3.47197e-16+0.0161381j -1.57992e-16-0.0951369j 8.4785e-17+0.107377j 8.47703e-16-0.0456996j -2.94255e-15-0.375739j 4.84266e-16+0.0266449j -1.55614e-16+0.0769073j -3.64201e-16+0.136961j -9.79404e-17+0.121458j -1.10619e-15+0.0560728j -2.25452e-15+0.242936j -1.00572e-15+0.0705845j -1.05594e-15-0.0901175j -1.72124e-16-0.111576j -1.01219e-15-0.0206518j 1.64322e-16+0.0175046j 1.56834e-16-0.16662j 4.33356e-16+0.0385372j 4.33542e-16+0.0275152j 3.77051e-16+0.0453253j 4.2144e-15+0.0337664j -8.55247e-15+0.201856j 8.70863e-16+0.0420705j 7.08619e-16-0.0558411j -5.23385e-16+0.122517j 5.05333e-16-0.0449709j 2.00826e-16+0.138739j 1.43538e-15+0.13274j -9.98431e-16+0.0907275j 1.01049e-14+0.115871j 2.14985e-16+0.086818j 1.11341e-13-0.0827528j -3.31808e-13-0.13745j -3.51787e-13-0.00492392j 1.43388e-15-0.0935979j 7.31571e-15-0.0598382j -1.34712e-15-0.0315066j 7.30647e-16-0.0803775j 3.39443e-16+0.0223309j -1.86792e-15+0.0238779j -7.9551e-16-0.0078681j 9.86273e-17+0.0219058j -4.37419e-16-0.0576809j -8.41969e-16-0.0034011j 5.07766e-17+0.0664436j -3.08994e-15+0.137306j -3.65489e-17+0.122283j 2.62486e-16+0.0256455j 1.38987e-18+0.0174828j -1.67311e-16+0.0170578j 9.59929e-16-0.0686635j 2.25837e-16+0.0231448j -2.73783e-16+0.0365894j 1.2328e-16+0.0280244j -2.99872e-16+0.0944458j 8.19962e-17+0.00244932j -1.17058e-16+0.0130818j 8.8471e-17+0.0110012j 2.07651e-16-0.00548766j -1.48878e-17-0.00897658j -2.90644e-16-0.0799127j 9.05046e-16+0.125114j -1.79698e-16+0.0592733j -4.88128e-17+0.064235j -8.16352e-17-0.0154878j 1.08409e-16+0.0578611j -4.43212e-17-0.0366502j -1.48599e-17-0.0360298j 3.23197e-16+0.0424306j -1.41691e-16-0.0875026j 3.19273e-15+0.000565587j 
-2.80494e-14-0.0649492j -1.86964e-15+0.0582799j 2.24879e-16+0.188287j 3.55256e-16+0.0440475j -3.34084e-16+0.206463j -1.45437e-16+0.0570341j 4.23684e-16-0.221119j -7.51565e-16+0.253769j 6.11952e-16-0.164275j -6.14215e-16-0.107157j 8.79523e-16+0.247474j -3.18936e-16+0.189736j 4.37764e-18-0.279142j 1.52584e-16-0.0470846j -3.19059e-16+0.181456j 6.12222e-16-0.0320967j 7.08568e-16-0.0669606j 4.90341e-16+0.115629j 2.55312e-16+0.0344238j 4.69661e-16+0.172071j 9.95904e-16+0.0942214j -6.30909e-16+0.114101j -2.18247e-16-0.00773281j -3.49275e-16-0.0572196j 9.54907e-17-0.0729243j 4.25681e-16-0.0631626j -1.04932e-15+0.0355694j -2.09117e-16+0.00130796j -1.26106e-15-0.105137j -2.76078e-15-0.142611j -9.53007e-16+0.0369535j -2.02283e-15+0.0367695j -2.33325e-16-0.0849564j 1.34462e-15+0.0698375j 1.09858e-15-0.179721j -1.37653e-15-0.0136565j 1.32712e-16+0.0942089j -5.60272e-14+0.103088j 1.34215e-13-0.0420286j 1.5823e-13+0.11369j -1.35825e-15+0.0228687j 1.46639e-14-0.0985263j -8.72384e-16+0.0893122j 4.20341e-16+0.0101557j -2.76454e-15+0.0865107j 1.41877e-14-0.187345j 1.31648e-17-0.0053427j -3.15999e-16+0.00158532j -5.80092e-16-0.0693284j 2.62182e-15-0.0757746j 1.86388e-16+0.0115376j 2.06047e-15-0.131554j 4.96093e-16+0.0406559j 1.78844e-16-0.106041j -3.71299e-16-0.036583j 8.91302e-18-0.027245j 9.12632e-16-0.0470998j 2.72636e-16-0.0629066j 3.82721e-16-0.00792406j 2.66491e-16-0.0282836j -3.87633e-16+0.0392928j 1.66949e-16+0.067146j 6.64863e-17+0.0540794j 2.14326e-16-0.00938806j -1.20291e-16-0.025582j -1.77825e-16+0.0850043j -1.55546e-17-0.0213358j 7.27136e-17-0.018038j -2.49965e-17-0.0215499j -1.19292e-16+0.0479854j -5.69378e-17-0.0846074j -3.52679e-17-0.0887008j 9.12174e-17+0.00746904j -2.55398e-16-0.0232837j -2.65826e-17+0.0082537j -1.5344e-15-0.0392019j 2.43848e-14+0.0485168j 
4.8084e-14+0.103631j 3.32657e-15+0.0080166j 2.28751e-16+0.00831947j 2.08817e-16-0.0313044j 1.29075e-16-0.0229096j 8.38022e-17+0.0516048j -1.83408e-16-0.0394979j 6.00443e-16-0.1624j -4.16221e-16+0.382069j -3.22172e-16-0.0474209j -3.83647e-16-0.147614j -1.57017e-16+0.166112j 1.52781e-16-0.284595j -1.0984e-15+0.228273j 1.43875e-17+0.164754j -7.84943e-16-0.0413444j -4.52593e-15+0.335013j -2.7618e-15+0.245519j 2.9585e-16-0.181558j 7.11001e-16+0.116673j 2.09669e-15+0.138981j -9.69323e-17-0.343598j 7.02062e-16-0.0408751j 6.94397e-16+0.195486j 8.41612e-16-0.19096j 2.85167e-16-0.0550455j -1.8862e-15-0.181738j -1.77516e-15-0.05818j -1.23578e-15-0.0358579j -1.24772e-15+0.035309j 2.08823e-15-0.189508j 1.55456e-15-0.0566042j -2.48691e-16-0.112766j -1.47787e-15-0.021316j -1.59642e-15+0.19054j -1.74551e-15-0.0255865j 4.88034e-16+0.0988338j -2.18356e-14-0.017893j 3.40715e-13+0.110783j 3.15636e-13+0.0216687j 1.81427e-15-0.152175j -6.53459e-15+0.0409748j -1.197e-15-0.01917j 5.70406e-16-0.0578594j 6.52157e-16-0.0988366j -2.55286e-15+0.0224811j -1.11863e-15+0.0188842j -3.95903e-16+0.040071j 7.36833e-17-0.013391j 2.62683e-16-0.0242686j 3.45589e-16+0.00995742j 4.30382e-16-0.0200068j 4.79003e-16+0.0024192j -1.28582e-16-0.0691835j -1.09609e-16-0.0441912j 2.1437e-16+0.0134979j -1.02614e-15+0.0772757j -2.10823e-16-0.05053j -2.49078e-16+0.0379393j -2.32856e-16-0.000780331j -1.00387e-17-0.0225123j 1.05243e-16+0.00597166j 9.05754e-17+0.0114998j -7.92149e-17-0.0100641j -1.94724e-16-0.00345336j 1.72459e-16+0.0269426j -1.04525e-16-0.00843346j -1.81243e-16-0.0306463j 1.03164e-16-0.0191646j 1.69459e-16+0.012915j -1.36441e-16+0.0197462j -8.41864e-17-0.0176013j -1.60464e-16+0.0266824j 1.50846e-17-0.0671241j 5.19286e-17-0.00130642j 4.46811e-17+0.0310593j -1.3967e-15-0.000990545j 
-2.76454e-14-0.0538579j -1.88163e-15-0.0852366j -1.98336e-16-0.0697422j -9.35627e-17+0.2327j 8.83341e-17+0.0360292j 3.30601e-17+0.011932j -6.63981e-17+0.130431j -1.77678e-16+0.00864498j 2.17663e-16-0.167436j -3.25051e-16-0.088844j -7.34068e-16-0.0485334j -1.14302e-16-0.256861j -4.47076e-16-0.00357967j -1.84948e-16-0.0450089j 4.13967e-16+0.101261j -1.63955e-16-0.0107141j -8.16591e-16+0.119302j -5.64967e-16+0.0833498j 8.17658e-16+0.00420921j 2.89521e-16-0.0269645j -5.00867e-16-0.0889336j -7.39263e-16-0.115934j 5.5642e-16+0.232754j -1.26455e-16+0.0324446j -7.44862e-16+0.114701j -5.49929e-16+0.0869517j 8.78194e-16-0.0396974j -8.78308e-16+0.0134394j 2.75331e-16-0.0693487j -1.46248e-15+0.042658j -1.3947e-15-0.102872j 4.6327e-16+0.0245739j -5.53959e-16-0.143585j -3.97754e-15-0.33276j 1.08817e-16+0.0551612j -7.09211e-16-0.00717653j 1.50657e-15+0.173092j -6.02288e-14+0.0267347j 6.40695e-13+0.145971j 6.10254e-13+0.114866j 1.17155e-15-0.0932773j 1.77639e-15-0.0128472j -2.07371e-15+0.00633304j 1.24921e-15-0.102163j 7.95395e-16-0.12435j -5.42094e-15+0.0649949j -8.5965e-16+0.0116254j -1.76903e-16+0.0334758j 5.13549e-17-0.120349j -1.37958e-15-0.00893024j -2.22471e-16+0.0831444j -1.9771e-15+0.0535383j 5.33551e-17+0.18296j 6.03424e-16-0.10214j -5.27704e-16-0.0692909j -4.9844e-16-0.0576713j -8.98775e-16+0.0644162j 1.84885e-16+0.101197j -1.25392e-16-0.100506j -4.60837e-16+0.0279151j 3.06564e-17+0.0276948j -1.17787e-15-0.0985164j 2.21991e-16-0.0582872j 1.36197e-16+0.0564775j 1.90546e-16+0.0930179j -3.90528e-16+0.0621128j -1.76055e-16+0.0190617j 1.07752e-15+0.127039j 5.17449e-17+0.0479266j 1.85917e-16-0.0198663j -5.5693e-17-0.0616729j 1.50883e-16+0.0678583j 5.4232e-17-0.031856j -7.08563e-18-0.0318758j -1.98444e-16-0.0475064j -1.80282e-15+0.000602522j 2.71688e-14+0.0567415j 
-2.25711e-15-0.00341344j -1.71565e-16-0.0269856j -5.38165e-17+0.102035j 1.33146e-16+0.0468495j -5.87822e-16+0.176904j 5.06438e-17-0.0928782j 1.78276e-16+0.00642947j -6.72471e-16+0.191682j 3.47081e-16-0.0580912j 5.77043e-17+0.0502716j -8.32406e-17+0.072186j 4.45145e-17-0.0803532j 2.88808e-17+0.0247239j -6.10439e-16+0.340649j -5.60459e-16+0.153139j 9.58003e-17+0.0704522j -1.36679e-15+0.102512j -1.17611e-16-0.0246112j 2.63026e-16+0.113532j -5.39389e-16-0.143883j -2.56039e-16-0.0597112j 3.2884e-16+0.11059j -1.55714e-17+0.0061735j 6.94853e-16+0.384151j -1.19464e-15-0.0399052j -1.71833e-16+0.142279j 2.90268e-15-0.214764j -1.16924e-14+0.133194j -4.05616e-16-0.0421558j -4.6725e-16-0.00976766j -1.76345e-15+0.0660683j -2.62123e-15+0.131663j 8.6513e-16+0.0279536j -5.39003e-16-0.0705481j -1.84718e-16+0.0641917j 9.68048e-15+0.12084j 1.35475e-15-0.0175668j -1.02172e-13+0.103137j -5.84194e-14+0.0432658j -8.87435e-15-0.0548899j 6.6507e-16+0.0284333j -9.70278e-15+0.0515856j 5.86884e-17+0.032875j -3.65549e-16+0.0236174j -1.93941e-15+0.0288237j 1.16005e-14-0.151149j -2.50063e-15-0.0517972j -1.39363e-15+0.161512j 4.46623e-17+0.00791733j -1.47761e-15+0.0136727j -4.67885e-16+0.0197965j -2.28302e-15+0.126215j -5.34336e-16+0.00747035j 1.02779e-16+0.0306736j -5.0902e-16-0.0128521j 5.09778e-16+0.0436361j 7.14155e-16-0.0312918j 3.47761e-16-0.108857j 9.55904e-16-0.0342731j 1.80862e-16-0.0341876j 1.81842e-16+0.0205182j 2.88504e-16+0.00958178j -2.69488e-16-0.0311691j 2.09207e-16-0.0839356j 3.31536e-16-0.0336265j 3.60356e-16-0.0431914j -1.00919e-16-0.0032303j -8.79093e-17-0.0167472j -2.10214e-16-0.00890584j -3.62473e-16-0.0550751j 1.23963e-16-0.0415387j 3.27305e-16-0.0572628j -4.28766e-17+0.00218j -1.00671e-16+0.0363677j -2.072e-16-0.0300328j 3.04801e-16+0.000370921j -4.38946e-15-0.00907229j 
3.5321e-14+0.0787293j 2.01652e-15-0.0326549j -4.8952e-17-0.0377067j 3.93767e-16-0.0396756j 2.98972e-16-0.0289337j -9.24227e-16+0.0770869j -5.57193e-16+0.20044j -2.60139e-16-0.0916645j -1.82966e-16+0.0815748j 5.15372e-16+0.147854j -5.37097e-16-0.04436j -5.34324e-16+0.0363597j -5.14585e-16+0.208146j 7.52134e-16+0.0696769j 3.92374e-16+0.211013j -2.06903e-15+0.334193j 1.97443e-16-0.0214819j -4.4551e-16-0.1391j -1.1061e-15-0.0323515j 8.59768e-16-0.408379j 4.55156e-16+0.123776j 4.53745e-16+0.102441j 4.16565e-16-0.0412334j 6.2224e-16-0.137973j 1.01493e-15+0.054372j -5.23412e-16+0.162196j 3.01456e-15+0.146395j 3.541e-16+0.10424j 1.61609e-15+0.166198j -1.91281e-15-0.149818j -9.51129e-16-0.0509961j -4.30734e-15+0.140453j 1.2648e-15-0.0412468j 1.14653e-15+0.259424j -1.71705e-15-0.0335453j 2.75264e-15+0.0156381j -1.32631e-16+0.215378j -1.36405e-14+0.0296074j 1.75602e-13+0.00245286j 1.70363e-13+0.0737632j -8.91898e-17-0.128997j 3.77657e-14-0.24977j -1.83226e-15+0.0847026j 5.59445e-17+0.0782205j 8.96254e-16+0.00464769j -2.34378e-15+0.0254769j 1.10425e-15+0.0396681j 1.23271e-16-0.0629135j 4.95037e-16+0.0189467j 3.09797e-15-0.0917235j 1.6247e-15+0.0727276j 3.40643e-16-0.0387918j 4.0575e-16-0.0391816j -5.79199e-16-0.0611641j -1.01969e-15-0.0633023j 1.11851e-16+0.133573j -6.92276e-16+0.0888548j 6.30639e-16-0.130267j 4.25182e-16-0.0250032j 6.03809e-16+0.0329698j 3.12197e-16-0.00459522j 5.10766e-16+0.0569668j -2.45697e-16-0.031981j 3.88116e-17+0.0134402j 6.92133e-16+0.00126936j 5.03189e-16-0.0489698j -1.9026e-16+0.0198056j -3.76246e-16-0.0997951j -4.59726e-18-0.0473852j -4.23505e-16-0.033115j -3.10705e-17-0.0306049j -1.76714e-16+0.0504569j 2.37706e-16-0.0182141j -5.88759e-17-0.0143497j -2.81203e-16-0.00726492j 5.87358e-16-0.00217852j -6.39454e-15-0.013748j 
-9.26828e-16-0.00517237j -2.11509e-16+0.0523624j 2.07666e-16-0.0114169j -4.67152e-16+0.0866579j 2.0108e-16+0.0295146j -2.28432e-17+0.164513j -5.144e-16+0.116182j 2.81469e-16+0.117089j -2.79944e-16+0.0594096j -2.55385e-17-0.0851414j 5.3251e-16+0.0783565j -1.48579e-16+0.142682j -5.02765e-16+0.0197356j -3.01444e-16+0.117534j 1.2689e-15-0.295929j -7.10314e-16-0.101514j -2.78883e-15+0.0547885j -2.705e-15+0.440831j 3.45942e-16+0.130857j 2.43914e-16-0.104046j 1.05624e-15+0.113201j -1.37989e-16-0.0954285j 2.79454e-16+0.112838j 1.16689e-15+0.0644083j 1.0185e-15-0.292609j -7.28441e-16+0.193561j 5.28781e-16-0.0345813j -5.8674e-15+0.0805503j 8.10624e-17-0.0940772j 3.53757e-16+0.161963j 2.42529e-15-0.149515j 1.08024e-15-0.0200242j 7.84113e-17-0.108303j -2.24106e-15-0.0555502j 9.69187e-17+0.0401318j -1.78438e-15-0.0359557j -5.02056e-16-0.0206117j 5.57525e-14-0.112142j 3.41943e-13+0.104568j 2.803e-13+0.0163761j -2.09955e-15+0.115091j 2.3638e-14-0.135937j -3.63195e-16+0.104193j 5.378e-16+0.0598453j 1.7045e-15-0.00309541j -9.03111e-15+0.122035j 2.74379e-15+0.0540422j 1.94888e-15-0.177566j -1.08928e-16-0.0116546j 3.9153e-16+0.00829498j -1.22839e-16+0.0144502j 3.15613e-16+0.0130535j 1.46051e-16-0.0137092j -9.40164e-16+0.127431j -3.04606e-16+0.0403257j -4.47504e-17+0.0545686j 4.43965e-16-0.0196638j 5.72178e-17+0.0604696j -2.8625e-16-0.0186553j -2.02981e-16-0.160482j 7.57138e-16-0.0477715j -1.17007e-16-0.021796j 1.04477e-16-0.0187627j -1.16118e-16-0.00413485j -9.14818e-17-0.0202548j -1.90302e-16+0.00987866j -5.62018e-16+0.0689959j -8.05931e-17-0.0127738j 2.34646e-16+0.00415823j 4.4761e-16-0.0671609j -6.85014e-17-0.0018977j -7.45141e-17+0.0296074j 1.20451e-17-0.0593121j 5.28252e-17-0.00165674j 1.89745e-16+0.0184816j 4.85152e-16-0.0289513j -5.50352e-15-0.0134522j 
9.62938e-15+0.0245568j 5.07355e-16-0.0484496j 1.70061e-16-0.0827238j 2.03152e-16+0.223811j 5.10815e-16-0.0631701j -7.36456e-16-0.144955j -1.39111e-16+0.0657543j 6.04814e-16-0.117276j -1.27102e-16+0.0700136j 6.1568e-16-0.0704595j -6.96844e-16-0.0930378j -9.56265e-16-0.148315j 5.6097e-17-0.119605j 5.58183e-16+0.227012j 8.33535e-16-0.0452787j -1.08504e-16+0.155521j 1.75942e-15-0.1051j -1.01691e-15-0.103671j 3.21268e-16+0.0586924j 1.18123e-16+0.119149j 1.76012e-15-0.0498759j 1.14832e-15-0.00992028j -4.0246e-16+0.0209558j -1.50793e-16-0.000912893j -2.89039e-16-0.029869j 1.57795e-15-0.0350656j 5.08335e-15+0.0706954j -5.7122e-15+0.151333j 2.2598e-15+0.0812197j -1.83878e-15-0.0805422j -1.2926e-15+0.0616317j -2.72777e-15+0.01106j 1.68511e-16+0.116055j 4.39833e-15+0.313071j 6.92567e-17-0.0808097j 7.88149e-15+0.101823j -8.83898e-16-0.158495j 3.36362e-14-0.0649027j -2.69672e-13+0.0157433j -2.6763e-13-0.136548j -5.88327e-16-0.0364744j -5.65329e-15+0.0151591j 4.54396e-16-0.117359j 2.02311e-16-0.0173443j -1.87269e-15+0.102061j 7.83442e-15-0.0790205j -1.0789e-15+0.0983628j -2.10698e-15+0.0443446j 2.5638e-16+0.0154392j -3.61073e-15+0.0664941j -1.71693e-15-0.0260642j 9.48953e-16-0.0672937j 4.60519e-16-0.0301189j -1.74565e-16-0.0141858j 7.79091e-17-0.153016j 6.38591e-16+0.0552291j -1.61972e-15+0.0832815j -1.29661e-17+0.176751j -1.64818e-16+0.038357j 4.61047e-16+0.0486888j 1.26831e-16-0.0323297j -1.16161e-16-0.0424092j -5.60743e-17-0.0743696j 2.05733e-16+0.0327145j 3.19033e-16+0.124781j -4.43178e-16+0.0172781j -2.70324e-16+0.0670643j 4.9739e-16+0.0509102j -3.99405e-16-0.0939016j -2.52439e-16-0.163688j -2.03732e-16-0.0147993j 5.30802e-17-0.0568345j -3.34501e-17+0.0519968j 3.50263e-16-0.0377012j -5.3228e-16-0.103325j -1.29381e-15+0.0396839j 1.56765e-14+0.0351975j 
-1.87078e-14-0.0401719j -1.48164e-15-0.0151265j 2.1178e-16+0.0147364j 9.0547e-16+0.0208751j 3.65827e-16+0.0360463j -2.14861e-15-0.117961j -4.72176e-17-0.0808712j -6.75381e-16+0.0924622j 2.77201e-16-0.0275702j -4.822e-16+0.0232374j -1.97795e-16-0.0357327j -5.39932e-16-0.173506j -1.88095e-16-0.0616434j 2.19702e-15+0.174194j 2.10539e-15-0.00752366j 1.83492e-15+0.0633099j 1.08591e-15+0.235769j -6.18785e-16-0.170124j 1.3815e-15+0.11583j -1.94997e-16+0.0966342j 2.00143e-15+0.305696j -1.70644e-15+0.0313405j 2.28002e-15-0.0392011j 2.73543e-15+0.0224733j 4.08686e-15-0.128354j 9.37645e-16+0.0579669j 5.09749e-15+0.188448j -8.29814e-17+0.127677j 4.43312e-15+0.170859j -1.67517e-16-0.150046j -1.3869e-15-0.299087j 8.55276e-15-0.274787j -1.12912e-15-0.00951773j 7.8873e-16+0.0244259j 2.56763e-16+0.0773702j -8.63629e-16+0.00159242j 4.06258e-16-0.0232545j -4.35319e-14+0.0877774j 2.37312e-13-0.0304553j 2.49487e-13+0.141986j -3.75552e-15+0.114301j 3.44926e-14-0.212169j 1.83467e-15-0.205751j -5.29986e-15+0.0988514j 2.83927e-15+0.0440693j -1.45943e-14+0.213447j 2.19894e-15-0.121364j 3.569e-15-0.0552543j -9.15298e-16+0.0905459j 5.32821e-15-0.0897521j 5.39189e-16-0.106067j -9.57001e-16-0.0876458j 9.69033e-16+0.0813476j -9.13156e-16-0.0194124j -6.13214e-17+0.0671283j -4.73318e-16-0.011775j -7.96118e-17-0.0276873j 9.95336e-16+0.101379j -6.16368e-16-0.0564011j 4.86289e-16+0.117682j 5.46153e-16+0.0610576j -1.25762e-15-0.0609934j -1.28623e-15+0.0256023j -4.96273e-16-0.00551281j 5.85534e-16+0.0366681j 7.62878e-16-0.00744456j 6.56474e-16-0.00847042j 7.46218e-16+0.0544893j -4.75607e-16+0.0228654j 9.2972e-17-0.00895377j 7.82866e-16+0.065183j -6.63631e-16+0.0196506j 9.0914e-16+0.00278546j -3.25434e-16+0.0250391j -4.49776e-16+0.0179845j 2.3143e-16-0.00990291j 3.30884e-15+0.0057862j 
