-8.90273e-16-0.036845j -9.94694e-16-0.156099j 1.18586e-16+0.0453j -2.20431e-17-0.0110402j 4.2895e-16-0.0457556j -4.14378e-16-0.106369j 2.51936e-16+0.0496855j -4.51447e-17-0.0261087j -5.62631e-17-0.0625538j 6.34119e-16-0.124757j 1.54079e-16-0.0355024j 6.13597e-17-0.0403038j -1.4003e-17+0.0430747j 2.9403e-16+0.0659326j -1.8949e-16-0.0228201j 1.10352e-16+0.0105723j 1.19711e-16+0.043395j -1.8213e-16-0.0263076j 1.7078e-16+0.0210627j 2.17995e-16+0.0307695j 1.08523e-16+0.0155535j 3.41584e-17-0.0120659j 8.6628e-16-0.0256093j -4.69599e-17+0.0253371j 4.15388e-16+0.0333509j 2.93591e-16+0.031644j 5.97975e-16+0.00283541j 1.0064e-15+0.0247203j -1.12129e-15+0.00511157j 7.40705e-16+0.0238695j -1.10653e-15-0.00426383j -2.08507e-16+0.0065662j -8.21751e-17-0.00963479j 5.60169e-17+0.0103582j -2.46431e-16-0.0083026j -4.58649e-17+0.0146144j -6.59955e-17-0.00176609j -5.62504e-16+0.0201089j -1.41267e-17-0.0127119j -1.69366e-15-0.020004j -1.04279e-15+0.0169845j 1.46242e-14-0.00954108j 6.08097e-16+0.0142591j -2.50227e-16-0.00823777j 1.59272e-16-0.000353999j -6.01602e-17-0.0193532j -3.12976e-16-0.0194787j -2.22085e-16-0.0197536j 3.79009e-17+0.00791882j 1.11481e-16+0.0181109j -9.16926e-18-0.00224877j 1.91843e-16+0.0299968j 7.13511e-16+0.00472085j 3.00004e-18-0.00336742j 3.78115e-18-0.019525j 1.43937e-16+0.0155476j 3.21593e-16+0.0127878j 1.56068e-16+0.034909j -1.26407e-16-0.00821517j -1.675e-16-0.0068393j 3.47684e-16+0.0329746j 3.07039e-17-0.00189579j -1.46016e-16-0.0611019j -1.90475e-17-0.0144508j -8.54313e-17-0.0312076j -1.7948e-16-0.0521116j -9.07277e-19+0.00475378j -2.74785e-16-0.0400934j 2.29265e-16+0.0699318j -2.4993e-17-0.00652578j 2.82314e-16+0.0609618j -3.79198e-16-0.0641658j 
-6.65206e-15-0.0107827j 4.81633e-15+0.0262479j 6.80628e-15+0.00701803j 1.84259e-14+0.0367846j 1.41568e-14+0.0441583j -6.46393e-15+0.0351574j -2.80977e-15+0.0281773j -2.82794e-15-0.0367472j 4.301e-15+0.0490583j 1.59306e-14+0.092591j 3.14737e-15+0.0857213j -6.6471e-16-0.0135017j -2.06759e-14-0.0450931j 7.27927e-15-0.0547919j 3.30585e-14+0.0754316j -9.75587e-15-0.0212948j 5.51281e-15+0.0217324j -1.2668e-14-0.226594j 7.65355e-15-0.0151588j -1.70979e-14+0.1063j 1.11034e-14-0.0642666j 2.81297e-14+0.163658j 2.33603e-14+0.0691779j -3.85736e-14-0.277216j 1.47043e-14-0.0204799j 2.65188e-14+0.102894j 5.08533e-15-0.215066j -1.60174e-14+0.144303j 2.08768e-14+0.173049j -5.22288e-15-0.0777016j -1.44656e-14-0.0576758j 9.80414e-15-0.0346855j 2.32174e-14+0.22021j 1.89043e-14+0.00126924j -4.34744e-14-0.102305j 1.24041e-14+0.0605495j 7.73702e-15-0.0694542j 1.92882e-14-0.0787073j -2.83916e-14+0.0468246j 1.09017e-14+0.0823516j 5.99411e-15+0.0138025j 2.20582e-13-0.143121j 9.86718e-15+0.0134087j -1.07588e-14-0.0885591j -4.17318e-14-0.272096j -1.69856e-14-0.350788j -4.21744e-14-0.0419352j 1.89537e-14-0.00885006j 1.90827e-14+0.056402j -9.75353e-15+0.00623035j -1.34367e-14+0.00307877j -8.85254e-15-0.131192j -2.90247e-15-0.0800562j -6.51855e-15+0.0161446j 1.56464e-15+0.150645j 1.38084e-14-0.0153097j -1.71072e-14-0.0796802j -1.14144e-14-0.0604719j 2.14872e-14+0.154335j -1.77737e-14-0.0263502j 3.55492e-15+0.0973607j 1.5018e-15-0.0512179j 2.00385e-15+0.03941j 5.59379e-16-0.0188272j -1.6746e-14-0.0210287j -7.13425e-15-0.0369426j 4.84409e-15+0.0116267j 2.76929e-15+0.0209162j 1.22704e-14+0.0700981j -9.00571e-15-0.00979226j -5.42657e-16+0.0227504j 4.47232e-15+0.00270589j 
-2.54341e-15+0.0361056j -2.35957e-15+0.0294685j -4.18559e-16-0.0133328j 5.05189e-15-0.0623846j 1.1574e-14-0.0678553j -3.3559e-15+0.0270354j 7.79449e-15-0.0996561j -6.07222e-15+0.0229179j 9.78528e-15-0.109201j 7.89358e-15-0.0921079j 8.49181e-15-0.061103j 1.18135e-14-0.138572j -1.28099e-15+0.0263469j 8.88748e-15-0.104242j 3.91098e-15-0.0274438j 1.81686e-14-0.182783j 1.3639e-14-0.121399j 7.88354e-15-0.0646131j 3.86107e-15+0.0237586j -5.77431e-15+0.0663358j -7.03408e-15+0.048719j 1.09541e-14-0.153176j 1.47515e-14-0.122132j 1.50505e-14-0.206668j 1.03635e-14-0.0771235j 1.32843e-14-0.129258j -5.54179e-15+0.0841453j 1.12092e-14-0.114482j 5.82947e-15-0.113115j 1.41666e-14-0.186989j 1.91496e-14+0.0617215j -2.7992e-15+0.149946j 6.2858e-15-0.182994j -1.06924e-15+0.0106505j 9.71296e-15+0.0214722j 5.28265e-15-0.0790659j 2.08154e-14-0.0755005j -1.13819e-16-0.0112826j 5.45337e-15+0.0191257j 5.80299e-14+0.147077j 4.83063e-14+0.0984702j 5.36083e-14-0.0347807j -2.58756e-15+0.086479j -1.32472e-14+0.0438587j -1.78856e-15+0.00044397j 5.04844e-15+0.00407202j 1.09397e-14-0.144113j 4.76156e-15-0.0584488j 1.81688e-15-0.114563j 1.56956e-14-0.137862j -1.02396e-14+0.0370303j 2.26743e-15+0.0497142j -4.03289e-15-0.044583j -5.36808e-16+0.0654961j -1.13511e-15+0.0198372j 5.65556e-15-0.150365j -4.0788e-16-0.0652713j 7.75168e-15-0.0667574j 4.80418e-15-0.0238485j 2.0235e-15-0.0218214j -3.91904e-15+0.0526284j -7.5688e-15+0.137577j 6.22352e-15-0.0813671j 3.50609e-15-0.0881351j -8.24178e-15+0.0695342j -4.18376e-15+0.0181927j 7.35402e-16-0.0107002j -3.09963e-15+0.0774574j -3.89161e-16+0.0266036j -7.27299e-16+0.0168222j 1.91425e-15-0.01068j -2.846e-15+0.0260334j 
1.31766e-15+0.00132215j 6.62735e-16-0.00461099j 5.18335e-16-0.0323884j -3.44025e-15+0.00102168j -8.69905e-15+0.117114j 2.10497e-15-0.0282477j -3.65315e-15+0.00243725j 3.12852e-15-0.0968425j -6.08888e-15+0.0298076j -5.95842e-15+0.00719058j -6.66457e-15+0.10578j -6.6421e-15+0.0265487j 2.04366e-15+0.022357j -4.068e-15+0.0111949j -9.38152e-16+0.0199288j -1.07877e-14+0.109524j -7.62534e-15+0.0839966j -3.24998e-15+0.0467249j -2.39468e-15+0.111175j 4.54824e-15-0.0234714j 5.05779e-15-0.110875j -4.99249e-15-0.0535099j -4.48752e-15-0.0185796j -6.95255e-15-0.0111509j -6.09831e-15+0.135097j -8.31689e-15+0.0567754j 3.48879e-15-0.00382421j 2.32399e-15+0.0745021j -1.2124e-14-0.116473j -3.49891e-15+0.0380949j 6.02796e-15+0.00319866j -5.48379e-15+0.239863j -4.39901e-15-0.169308j 1.88094e-15-0.00159104j 1.08422e-14+0.207716j -5.88186e-15+0.0140849j -1.09722e-14+0.397312j 1.24085e-15-0.01786j 3.54775e-15+0.173188j 9.12314e-14+0.250421j 7.79133e-14+0.103432j 4.95923e-14-0.0343486j 2.45993e-15+0.0196347j 4.36803e-15-0.229955j 1.94254e-15-0.0706478j -2.09977e-15+0.0787092j -6.17773e-15+0.0194397j -4.30179e-15+0.0280951j -2.11542e-15-0.168754j -6.39088e-15+0.102506j 3.28298e-15-0.163169j -1.14083e-15+0.154202j -1.03421e-14-0.109721j 3.33237e-16+0.0934263j -8.23679e-16+0.0159278j -4.36263e-15-0.118929j -2.72134e-15-0.10192j -3.80195e-15+0.039687j -2.90013e-15+0.0907987j 9.91013e-16-0.00720756j 1.75509e-15-0.00320575j 4.23615e-15+0.0536219j -3.18923e-15-0.0167853j -8.98141e-16-0.081144j 4.25145e-15-0.0527484j 2.47213e-15-0.0658294j -8.17439e-16-2.347e-05j 2.30916e-15+0.0558382j 6.51656e-16+0.0432841j 1.84816e-16+0.0125829j -3.81232e-16+0.0275485j 1.81098e-15-0.0207095j 
9.17818e-16+0.0568498j -8.44915e-16-0.010453j 7.11791e-16-0.0688889j -1.15547e-15-0.00999006j -3.67382e-15+0.0470197j -4.83872e-16+0.0278086j -3.03787e-16+0.0348487j 1.94505e-15-0.0824157j 7.11646e-16+0.121451j -2.69893e-15-0.126438j -1.3352e-15-0.0194472j 2.46522e-16-0.0263624j 9.05181e-16+0.0347946j 2.64525e-15-0.12511j 2.02161e-15+0.135886j 8.03742e-16-0.0388998j 8.33193e-16+0.129849j 1.16632e-15+0.0680984j -2.81256e-16+0.0261464j 3.27562e-15+0.0648148j 1.25174e-15-0.0727794j -3.22595e-15-0.0593669j -1.37987e-15+0.0937109j 6.4251e-16-0.0819992j 2.79603e-15-0.0750919j 2.92843e-15+0.0860794j 3.98712e-15+0.0597241j -3.60021e-15-0.0582842j 4.20715e-15+0.0716811j 3.10935e-16+0.0741615j 3.68558e-14+0.108029j 3.39004e-15-0.042565j 1.3736e-15-0.0836003j 2.37619e-15-0.0907417j 1.36464e-14+0.203089j -4.87393e-16-0.107404j -5.86854e-16-0.334724j -1.79009e-15-0.0929371j -2.90744e-15-0.168745j -6.29452e-14-0.244784j -5.1893e-14+0.0093203j 2.70309e-14-0.0191887j 7.46246e-15+0.255502j 7.88386e-17+0.196851j 3.6857e-15+0.0471579j 1.83941e-15+0.113099j -8.23048e-16+0.0564694j -1.04608e-15-0.0176407j -1.089e-15+0.138903j 1.01929e-15+0.140428j -2.20096e-15-0.12069j 1.24622e-15-0.139678j 2.66677e-14+0.265968j 9.04103e-16+0.0460554j -1.26125e-15-0.0435475j -1.81835e-15-0.0591363j -5.48417e-16+0.0291402j -3.9211e-16+0.0835558j 3.8125e-16-0.0506061j 3.04868e-15+0.0903982j 1.23158e-15+0.0453953j 1.07629e-15+0.0673753j 6.24294e-16+0.0391066j -1.01868e-15-0.0773379j -2.1717e-16-0.104009j 8.77582e-16+0.0370761j -5.12644e-16+0.0132266j 4.53091e-16+0.0333918j 8.37278e-16+0.00867172j 2.23182e-16+0.0144206j -4.4157e-16-0.0392939j -7.43616e-17-0.01796j 
-7.6363e-17+0.0305384j 2.65505e-15-0.0932868j -5.14623e-15+0.013615j 2.61223e-15-0.0846458j 1.1447e-14-0.145551j 4.6639e-15+0.0095637j 5.28079e-15+0.0992568j -1.01874e-14-0.00252325j 9.8297e-16-0.00427537j 1.33556e-14-0.155211j 8.28968e-15-0.0963683j -2.68664e-15-0.0170692j -1.43025e-15+0.138576j -1.37319e-14+0.0524883j -9.22055e-15+0.113529j -8.16808e-15+0.0494794j 1.7996e-15+0.0663495j 4.15431e-15-0.0341927j 4.87971e-15-0.0947271j -1.35074e-14+0.0482602j -1.62828e-15+0.0719228j 7.48461e-15-0.0947458j -1.07474e-14+0.120858j 1.42932e-15-0.0180001j -1.84017e-14+0.171266j -8.04267e-15+0.0671678j -3.48138e-15+0.0698107j -1.50801e-15+0.022603j 5.97751e-16-0.0272222j -2.61004e-15-0.0955874j 1.88477e-15-0.018812j 7.81728e-15-0.0240648j -7.14428e-15+0.0832845j -2.95459e-15+0.1446j 2.9012e-15+0.0875865j 1.40836e-14-0.168801j -6.17377e-15+0.170204j 7.51339e-16+0.019136j -4.7145e-15+0.128132j 3.98894e-15+0.0193386j 9.47313e-15+0.00958293j 2.2515e-13-0.14381j 1.5706e-15-0.192507j 8.19223e-15-0.139986j -6.48411e-15-0.0160199j 1.10298e-15-0.0293257j -3.50842e-16-0.148914j -3.47031e-15-0.0220789j 2.96759e-15+0.014809j -2.32984e-15+0.0465419j -2.06362e-15-0.133223j -3.62341e-15+0.0363895j -4.74707e-15-0.0661765j -4.28597e-15+0.0498234j 8.33614e-16-0.0978314j -4.29183e-15+0.0770559j -7.19612e-16-0.173044j -8.55544e-16-0.0440911j -2.21366e-15+0.105453j -1.92119e-15+0.124432j 1.13643e-15-0.0420056j -4.24093e-16-0.0216182j -3.05914e-15+0.0183564j -3.69928e-16-0.0342301j -1.53951e-15-0.00858015j -2.5812e-15+0.0546866j -8.45481e-16-0.00182749j 9.45537e-16+0.00779199j -1.50562e-15+0.0949874j -4.6974e-16+0.0140904j 1.71465e-15-0.00638488j 1.10582e-16-0.0199364j 
1.22465e-15-0.00695704j -4.64839e-15+0.00884737j 7.97689e-15-0.0738146j -5.10139e-15+0.0162784j -1.73463e-14+0.107829j -9.05132e-15+0.10374j -1.08481e-14+0.162268j 1.86357e-14-0.209928j 2.18633e-15-0.042934j -2.50372e-14+0.193028j -1.23458e-14+0.0824791j 7.89797e-15-0.105921j -1.45069e-15+0.0543132j 2.74212e-14-0.273428j 1.7941e-14-0.136961j 1.73059e-14-0.176946j -1.84423e-15+0.0396209j -6.56038e-15+0.0326257j -6.75767e-15-0.0049107j 2.51916e-14-0.264092j 1.78871e-15+0.0224855j -1.71116e-14+0.136869j 1.50009e-14-0.0835224j -4.0007e-15+0.0163849j 3.69309e-14-0.33281j 1.86891e-14-0.218307j 9.65835e-15-0.1761j 2.67875e-15-0.088214j 1.23724e-15-0.0366243j 5.36867e-15-0.102955j 4.68438e-14+0.179221j -1.19604e-14+0.119164j 6.16021e-15-0.0386502j 9.12891e-16+0.0516679j 3.56127e-15-0.0476772j -2.55533e-14+0.188291j 9.02148e-15-0.00382102j -1.64636e-15+0.0322292j 9.47139e-15-0.0129968j 9.44937e-15-0.0781196j -6.15703e-15+0.0955608j -1.13805e-13+0.0675313j -9.45983e-15-0.00516029j -1.36323e-14+0.0665896j 1.19476e-14-0.129362j -8.37731e-17-0.0170335j -4.23838e-15-0.0450121j 7.85394e-15-0.0856339j -6.27509e-15+0.0660066j 5.66323e-15-0.0559561j 9.33914e-16-0.0368391j 5.16904e-15-0.0195301j -4.72375e-15-0.047487j 1.01512e-14-0.0749812j -2.28369e-16-0.0323723j 6.82008e-15-0.00946601j -4.44905e-15-0.0502737j 8.38707e-16-0.0218884j 6.71224e-15-0.000739117j 6.40472e-15-0.0397869j -1.73514e-15-0.0193834j 3.08464e-15-0.059202j 4.85654e-15-0.0397542j -1.45753e-15+0.00813997j 2.42586e-15-0.0164321j 3.85599e-15-0.0233922j 1.59802e-15-0.00701784j -4.53891e-16+0.0056309j 3.12125e-15+0.010564j 1.49482e-15-0.0126447j -3.2689e-15+0.0358034j -8.58763e-16+0.000941652j 
-1.77253e-15-0.00465326j -1.23271e-15+0.0487495j 1.18843e-15+0.0248838j 2.18345e-16+0.0242393j -4.99021e-15+0.0538026j -1.9468e-15+0.0367673j 3.53371e-15-0.0976883j 3.80006e-15-0.0720795j -3.77858e-17-0.0631135j 4.97369e-15-0.0292857j 4.19682e-15-0.0678469j 4.80032e-15-0.132669j -5.74189e-16-0.00681227j 7.30972e-15-0.0997142j -3.11428e-15+0.11911j -2.93378e-15-0.0481671j -5.77165e-16-0.0540068j 1.08574e-14-0.150929j 4.40239e-15-0.148912j -3.84827e-15+0.0390012j 4.96425e-15-0.0116822j 8.4429e-15-0.11172j -2.23833e-15+0.0164436j 5.18328e-15-0.0376428j -4.54565e-15-0.0609861j -9.53986e-15+0.0473783j -4.40336e-15-0.0926649j 5.02331e-15-0.159162j 7.27056e-15-0.150216j 9.08438e-15-0.0468684j 5.63924e-14+0.199046j 4.86179e-15-0.047079j 1.24901e-14-0.16179j 1.19978e-15-0.0570455j -2.14827e-15+0.00290868j 9.34515e-15-0.173358j 1.00733e-14-0.0299838j -7.10578e-15+0.0524142j 3.06609e-15+0.0887496j -1.31234e-14-0.0694469j -1.2877e-14-0.0138493j 2.34012e-14-0.0161632j -5.23901e-15+0.173749j 4.93428e-17-0.0393998j -5.8504e-15+0.120591j -4.73556e-15+0.0422427j -3.87589e-15+0.0730878j -7.34183e-15+0.140097j -1.86864e-15+0.0493561j 3.25087e-15-0.0206486j -7.17259e-15+0.144991j 2.20624e-15+0.0588926j -5.82501e-17+0.0865573j -1.08771e-14+0.148511j -9.91776e-15+0.157603j -9.4127e-15+0.146184j 1.4394e-15+0.000343451j -7.51039e-15+0.134899j -1.54349e-15+0.0746356j -1.12637e-15-0.0133924j 3.69752e-15-0.0843885j -2.39425e-15+0.0224191j -3.32e-15+0.0993768j 4.51999e-15-0.0162768j 9.53325e-16-0.033169j -3.25083e-15+0.0110055j -3.12703e-15+0.0380909j 4.9355e-16+0.00352029j -3.97817e-16+0.00869361j -2.67176e-15+0.010935j 4.56022e-15-0.0528815j 2.28819e-15-0.00484655j 
1.89411e-15-0.0609806j 9.65006e-16+0.0236706j -2.60789e-15+0.102448j -1.5859e-16+0.0524295j 5.57133e-15-0.088332j 2.32236e-15-0.0110296j -6.88928e-16-0.0912996j -4.6493e-15+0.0393609j 1.77721e-15-0.0853879j 1.1789e-15-0.00352032j 1.83432e-15-0.0559167j -1.78291e-15-0.0787274j 6.95582e-16-0.018393j -6.24136e-15+0.123606j -3.79618e-15+0.191559j 2.4015e-15-0.129557j 2.01486e-15-0.106728j -5.56356e-15+0.0908688j 8.7198e-16-0.164795j -2.39197e-15+0.048009j -4.47183e-15+0.104066j -4.17974e-15+0.0201686j 6.22612e-16+0.012432j -4.40054e-15+0.121999j 5.75744e-16-0.157819j 3.58593e-15-0.139382j -2.70779e-15-0.150548j -1.08679e-14-0.0726832j 2.33293e-16+0.159605j -5.66405e-15+0.0834541j -4.94103e-14-0.165326j 5.49888e-15-0.126238j -1.16586e-14+0.137535j -1.16538e-15-0.0839832j -8.57981e-16+0.0406401j 6.80285e-16-0.14551j -8.78653e-15+0.295414j 8.42993e-15-0.107918j -4.32107e-15+0.247731j 5.82535e-14+0.13787j 5.048e-14+0.119586j 1.89881e-13-0.121271j 6.19771e-15-0.0824535j -5.94081e-16-0.0275812j 1.88527e-15+0.0430278j 4.73724e-15-0.0694863j 4.56906e-15-0.0327077j 4.42566e-15-0.00269607j 2.25114e-15-0.00305817j -4.40705e-15+0.130418j 2.96338e-15-0.0128868j -3.40055e-15+0.166107j -2.9617e-15-0.0932781j 5.1106e-15-0.0468593j 7.8281e-15-0.0297467j 5.69806e-15-0.0518001j 5.43696e-16+0.0377036j 2.81566e-15+0.0347543j -1.39756e-15+0.0951315j 1.11409e-15-0.0465334j -1.96775e-15-0.0228773j 2.44065e-15-0.0511014j -1.58819e-15+0.110764j -3.85079e-15+0.113348j -2.40917e-16-0.0466968j 1.89301e-15-0.0649261j 2.05778e-15-0.0344088j -6.35656e-17-0.00031745j 7.82612e-16+0.00528851j 2.07016e-15-0.0633196j -2.88891e-15+0.0364428j -1.63315e-15+0.0500057j 
2.00866e-16+0.057025j 5.38748e-16+0.0309678j 4.36168e-17-0.0159016j 3.81761e-16+0.0128643j 4.18798e-16-0.0633596j 1.16309e-15+0.121134j 3.13178e-16+0.0354458j -8.26634e-17-0.0608631j 7.61775e-16+0.156214j -1.93154e-15+0.0952326j -1.0931e-15+0.168274j -8.51735e-16-0.0693207j -1.13047e-15-0.0195206j -2.74806e-16+0.032019j -2.47743e-16-0.171428j -5.74508e-16+0.0573827j 5.73348e-16+0.0894486j 1.29086e-15+0.0409439j -2.17974e-15-0.0674551j 5.24132e-16-0.0944122j 7.40717e-16+0.0315728j -1.38827e-15+0.0404404j -2.81706e-15+0.113699j 1.97912e-15+0.0757243j -3.20701e-15-0.162398j -4.87401e-16+0.17994j -1.87917e-15-0.0560634j 5.15744e-16-0.0963765j -1.48458e-14-0.231823j 1.06728e-14+0.0998414j 1.81537e-14+0.0356497j -4.23001e-15+0.208488j 3.92605e-16-0.0958989j -2.09742e-15-0.00305403j -1.11796e-14-0.166067j -2.05517e-15+0.0329421j 1.31173e-15-0.0164684j -9.19591e-16-0.00096041j -2.29098e-16-0.0787906j 2.05333e-14+0.037951j 1.8634e-14+0.0458873j 1.26447e-14-0.0102265j -6.46104e-16+0.0029672j 1.91789e-15-0.00407105j 2.06775e-15+0.117617j 1.14143e-15+0.0696922j -3.1151e-16+0.0408234j 2.26881e-16+0.0228492j -8.02049e-16+0.0363715j 1.21045e-15-0.0405012j 8.92486e-16+0.0412229j 1.29873e-15+0.00186174j 7.16242e-15+0.0654196j 3.75461e-16+0.0350716j -5.80552e-16+0.131949j -2.16156e-16+0.0699931j -7.42658e-16-0.00866581j 1.57876e-16-0.033043j 4.79403e-16+0.0788521j 2.96653e-16+0.0274661j 1.29636e-16-0.00037198j -1.41893e-15-0.0399045j 9.56988e-16+0.0783106j 1.55857e-16+0.0008842j -2.55912e-16-0.00129648j 2.80569e-16-0.00982203j -2.37128e-16+0.0128196j -7.9463e-16-0.0325114j -9.33867e-16+0.0245085j -4.29884e-16-0.00295646j 9.7223e-17-0.0486449j 3.23567e-16-0.00573152j 
3.57818e-16-0.0138371j 7.80445e-16-0.0161914j -1.168e-16-0.0637937j 4.84412e-16-0.047161j 6.87048e-16+0.031985j -3.23203e-16+0.0379095j -6.11561e-16+0.137078j -7.31004e-16-0.0113855j 6.54622e-17+0.0477859j 5.11172e-15-0.130729j 2.16659e-15-0.018707j -1.21225e-16-0.0198916j 2.6106e-15-0.147722j -2.1032e-17-0.167158j -2.36131e-15-0.0470757j 3.09311e-16+0.0323165j 7.48338e-16+0.0553512j -7.91697e-16+0.000265628j 2.6351e-15-0.0778659j -2.68586e-15+0.102505j -1.6642e-16-0.00177964j 2.99498e-15-0.0754071j 5.59235e-15-0.0802383j -3.41929e-15+0.0785494j -6.84161e-16-0.116891j -1.04883e-16-0.0227533j -3.94911e-15-0.148489j -1.86557e-15-0.145384j 5.13201e-17-0.13907j 1.54893e-15-0.171111j 2.92019e-14+0.0905168j 6.18697e-15-0.10227j -5.28392e-16-0.0242062j -2.10857e-15+0.0674366j -1.16578e-14-0.221295j 1.40509e-15-0.0734837j -3.34652e-15+0.013559j -1.18844e-15+0.0471446j -6.90311e-16+0.0505885j 2.11134e-14+0.0167516j 1.71892e-14+0.0757411j 3.67774e-13-0.240808j -4.62454e-15-0.148252j 9.16097e-16+0.103586j -8.00751e-16+0.072948j 4.8261e-16-0.0706631j 2.22393e-15-0.151158j -4.48989e-17-0.0615615j 1.99554e-15-0.165496j -4.11346e-16-0.0197657j -5.51015e-16+0.253417j -1.24894e-15+0.0665542j 3.12778e-15+0.0271666j -1.3685e-16+0.0996098j 2.35317e-15-0.174571j -8.19703e-16-0.0706344j -6.78935e-16-0.118788j -5.13883e-16+0.0115661j -7.87487e-16+0.0182223j 1.7056e-15-0.113639j -4.96354e-16+0.0324072j 2.34418e-15-0.117161j 4.22571e-16+0.0619659j 4.27966e-16-0.032414j -5.25383e-16+0.0843991j -9.14573e-16+0.0515832j 5.54269e-16+0.0315929j 3.88648e-16-0.0108723j 7.04256e-16-0.115363j -1.49915e-17+0.015766j -9.77913e-16+0.0191811j 1.83896e-16-0.00178736j 
6.72447e-17+0.0338152j 1.2742e-15+0.0316556j -2.76838e-16+0.0110998j 7.68873e-16-0.0804491j 3.74427e-15-0.0417526j -5.79882e-16-0.0937141j -6.0998e-16-0.0251012j -2.12524e-16+0.0222426j -1.21173e-15-0.0304769j 2.63226e-15-0.0384221j -1.78642e-15+0.190536j -1.28854e-15+0.0141583j -1.0521e-15+0.0716259j -2.12874e-15-0.0103571j 3.39691e-16+0.0784541j 9.09321e-16+0.00241103j 9.48894e-17+0.00391293j -3.25251e-15-0.0600094j -4.0358e-16+0.0180809j 7.3762e-16-0.0139896j 4.22465e-16-0.0122023j -9.19391e-16-0.106869j -1.81253e-15+0.0432352j -7.6415e-16-0.122396j 1.9972e-16+0.0606152j -1.21186e-15+0.143604j -4.30195e-15-0.0797877j 3.85522e-15+0.0401237j -9.95006e-15-0.112279j 4.81001e-16+0.0233064j -1.25108e-14-0.0459483j -1.59948e-15-0.0449346j -1.29097e-15+0.0240293j 1.04178e-15+0.0824428j 4.37774e-15+0.0472814j 7.26492e-16-0.0210723j -3.36668e-15-0.134692j 1.31689e-15-0.0671486j 2.18106e-15+0.0749819j -4.88366e-15-0.00889087j -1.69511e-15-0.00593516j 1.09802e-14-0.00747943j 2.77859e-15+0.0671093j -9.2218e-16-0.170078j 1.21766e-15+0.0815176j -4.31934e-15-0.129801j 2.36046e-15+0.0919837j 2.88749e-15+0.0319367j 2.31089e-15+0.150687j -1.69616e-15+0.00468885j 5.29683e-15+0.0153451j 7.7986e-16-0.0308011j 8.17881e-15+0.0749527j 2.89728e-15-0.00951099j -5.04186e-16-0.123425j -8.82778e-17+0.0381652j 1.57031e-16+0.0465743j 1.35021e-15-0.0183888j 1.73037e-15+0.151834j 1.42557e-15+0.0370041j 6.27923e-17+0.0392218j 1.67452e-15+0.125963j 3.05022e-15+0.130029j -5.45229e-16+0.0111406j 2.58627e-16+0.00515433j 4.84904e-16-0.0038078j 1.10662e-15+0.069039j 9.63413e-16+0.0404702j -9.73826e-16+0.00453191j 8.54331e-16+0.0131196j -1.3339e-15-0.0569474j -1.00735e-16+0.0173275j 
-2.84559e-16-0.0209562j -7.3448e-16-0.00485544j 2.63563e-15+0.0679181j -3.496e-15-0.0237774j -2.52811e-15+0.00180767j -9.91221e-15-0.206396j -2.90571e-15-0.0911713j 4.23596e-15+0.0853767j -4.69243e-15-0.124361j 1.98108e-15+0.101193j 3.38743e-15+0.0198457j 2.90332e-15+0.0431147j 5.5997e-15+0.100028j 4.20223e-15+0.0835464j 4.61735e-15+0.106641j -2.45223e-15-0.0368109j -1.07954e-15-0.0256685j 2.8656e-15+0.0370014j 4.7371e-15+0.066335j 2.48266e-15+0.0599402j 4.47434e-15+0.0990621j 1.53983e-15+0.0327887j -1.39309e-15-0.0425853j -1.0342e-14-0.199201j -2.07939e-15-0.0249936j -4.16375e-15-0.108496j -5.79246e-15-0.048056j 1.42976e-15+0.0505965j 3.77609e-15+0.0706671j 1.6398e-15+0.0239995j 3.91971e-14+0.0982894j 3.61995e-15+0.0488517j 5.51101e-15+0.0960948j -2.45413e-15-0.051495j -8.32312e-15-0.0633933j 2.17598e-15+0.0516096j -5.22572e-15-0.0711425j -4.45345e-15-0.096185j -8.43973e-15-0.131029j 3.22305e-14-0.0128166j 3.73466e-14+0.16484j 5.74773e-14-0.0388911j -4.00089e-15-0.0421675j 2.06778e-15+0.0459876j -8.01807e-15-0.179139j -1.87433e-15-0.0216869j -4.7535e-15-0.0678789j -1.05875e-14-0.184126j -4.07437e-15-0.0803655j 1.09837e-15-0.0123403j 9.81632e-15+0.236998j -3.98981e-15-0.0741372j 7.20572e-15+0.052682j 3.50956e-15+0.101367j -7.54922e-16+0.0249065j -6.09195e-15-0.0958975j -8.02094e-15-0.124929j -2.4404e-15-0.0192518j 5.0667e-15+0.0950625j 1.23301e-15-0.0101443j 6.95443e-15+0.100286j -9.3041e-16-0.0252146j 2.58877e-15+0.0470853j -6.30273e-15-0.149539j 1.54351e-15+0.0260946j 2.42955e-15+0.0533554j 2.7951e-15+0.0551894j 4.90517e-15+0.0778396j -3.3559e-17+0.000834899j 2.94419e-15+0.0647305j -1.72382e-15-0.0439955j -2.52696e-16-0.0172921j 
