-8.90273e-16-0.036845j -9.94694e-16-0.156099j 1.18586e-16+0.0453j -2.20431e-17-0.0110402j 4.2895e-16-0.0457556j -4.14378e-16-0.106369j 2.51936e-16+0.0496855j -4.51447e-17-0.0261087j -5.62631e-17-0.0625538j 6.34119e-16-0.124757j 1.54079e-16-0.0355024j 6.13597e-17-0.0403038j -1.4003e-17+0.0430747j 2.9403e-16+0.0659326j -1.8949e-16-0.0228201j 1.10352e-16+0.0105723j 1.19711e-16+0.043395j -1.8213e-16-0.0263076j 1.7078e-16+0.0210627j 2.17995e-16+0.0307695j 1.08523e-16+0.0155535j 3.41584e-17-0.0120659j 8.6628e-16-0.0256093j -4.69599e-17+0.0253371j 4.15388e-16+0.0333509j 2.93591e-16+0.031644j 5.97975e-16+0.00283541j 1.0064e-15+0.0247203j -1.12129e-15+0.00511157j 7.40705e-16+0.0238695j -1.10653e-15-0.00426383j -2.08507e-16+0.0065662j -8.21751e-17-0.00963479j 5.60169e-17+0.0103582j -2.46431e-16-0.0083026j -4.58649e-17+0.0146144j -6.59955e-17-0.00176609j -5.62504e-16+0.0201089j -1.41267e-17-0.0127119j -1.69366e-15-0.020004j -1.04279e-15+0.0169845j 1.46242e-14-0.00954108j 6.08097e-16+0.0142591j -2.50227e-16-0.00823777j 1.59272e-16-0.000353999j -6.01602e-17-0.0193532j -3.12976e-16-0.0194787j -2.22085e-16-0.0197536j 3.79009e-17+0.00791882j 1.11481e-16+0.0181109j -9.16926e-18-0.00224877j 1.91843e-16+0.0299968j 7.13511e-16+0.00472085j 3.00004e-18-0.00336742j 3.78115e-18-0.019525j 1.43937e-16+0.0155476j 3.21593e-16+0.0127878j 1.56068e-16+0.034909j -1.26407e-16-0.00821517j -1.675e-16-0.0068393j 3.47684e-16+0.0329746j 3.07039e-17-0.00189579j -1.46016e-16-0.0611019j -1.90475e-17-0.0144508j -8.54313e-17-0.0312076j -1.7948e-16-0.0521116j -9.07277e-19+0.00475378j -2.74785e-16-0.0400934j 2.29265e-16+0.0699318j -2.4993e-17-0.00652578j 2.82314e-16+0.0609618j -3.79198e-16-0.0641658j 
7.50754e-16+0.025477j 9.99828e-16+0.0199097j 3.03087e-17-0.00653158j -3.26214e-16-0.0240702j -1.10336e-17-0.00566067j -6.94728e-16-0.027542j -5.45577e-16-0.0166912j -5.18455e-16-0.0416448j -5.72563e-16-0.00389146j 6.35084e-16+0.01509j 4.71551e-16+0.0310335j 4.3891e-16+0.00331312j -3.43098e-16+0.0144023j -1.73206e-16-0.0527408j 4.78852e-16+0.00920537j 1.60973e-15+0.0584236j -3.86435e-17+0.0165566j -2.47953e-16-0.0247224j 1.87191e-16-0.0123679j -8.23371e-16-0.0157499j 2.03434e-16-0.019935j -1.04846e-15+0.0134873j -6.72106e-16+0.0259858j 1.44938e-16+0.0322656j 1.06781e-15-0.00255114j -1.1182e-15-0.0295854j -4.1104e-16-0.0199718j -1.65665e-16-0.0231261j -3.08388e-15-0.0447265j 8.44576e-16-0.014525j 5.073e-15+0.0135639j -8.11383e-18+0.0226785j -4.65511e-16-0.0261169j 4.38926e-16-0.0065456j -1.15199e-15-0.0183652j 1.70114e-16+0.0578933j -1.469e-16+0.0138811j -5.61196e-16+0.0144723j 3.19364e-16-0.010265j 4.5077e-15+0.00135825j 4.52143e-15+0.0198513j -2.96173e-14+0.0206417j 1.70545e-15+0.0429812j -6.83987e-16+0.0105549j 4.87734e-16-0.0294599j 1.56699e-15+0.0635729j -8.78127e-16-0.0196392j 6.97137e-16+0.0219286j 3.97791e-16-0.012543j -1.43993e-15-0.0372328j 1.76551e-15+0.0871656j 3.37154e-16-0.00840655j 3.71011e-15+0.0368956j 6.33462e-16+0.0580403j -7.37976e-16+0.0606041j -2.49817e-16+0.0123113j -9.04401e-16-0.0262452j 8.23912e-17+0.0196904j 1.03122e-16-0.00253075j -4.79896e-16-0.027589j -4.60456e-16-0.016097j 2.50518e-15+0.0407182j -8.89027e-17-0.000785735j 1.15756e-16-0.0140007j 1.04739e-17-0.000726502j -4.7758e-17-0.0205394j 1.14152e-15+0.0655628j 3.03433e-15+0.0791914j 1.08085e-15+0.0231188j -1.18073e-16-0.0034373j -8.70928e-16-0.0343816j 1.26246e-15+0.0294922j 
4.40043e-16-0.0218341j 6.18899e-16-0.0236703j -3.46712e-16+0.0150694j 4.16585e-17-0.00889236j 2.27369e-16+0.0179726j -7.1445e-16-0.0705877j -3.45603e-16+0.0210159j -3.6585e-16-0.0311154j -3.15133e-16-0.0568414j 9.8048e-16-0.00425914j 4.5384e-16-0.00372258j 4.11918e-16-0.00578514j 6.51665e-17-0.00722816j -1.01719e-16+0.0182195j 1.05749e-15+0.0461239j 9.55744e-16+0.02229j -1.75812e-16+0.00777617j 2.09636e-16-0.0198348j 9.58216e-16+0.0649504j -4.71781e-16-0.0349975j 1.04959e-16+0.0198562j -6.95509e-16-0.00654627j 4.24145e-17-0.00934856j -1.60527e-16-0.0344275j 6.25906e-16+0.0433616j -6.58791e-16-0.017056j 1.89959e-16+0.00333006j -1.70221e-15-0.0403964j -3.61517e-16-0.0116985j 5.64991e-16-0.000936134j 8.45317e-15+0.0222549j 2.56184e-16+0.00214764j -3.85196e-18-0.00365097j -1.48995e-16-0.000225545j -8.66187e-16-0.00990413j -8.10643e-17+0.000283963j -2.12694e-16+0.00296485j -4.82891e-17+0.00271254j 6.16906e-16+0.020798j -8.58774e-15-0.04361j -5.95885e-15+0.0142774j -4.55847e-14+0.0310383j 1.6207e-15+0.0356871j -1.25317e-15-0.0392129j 3.12209e-17-0.0184789j 1.63049e-16-0.0133946j 7.75822e-16+0.0385131j 7.2467e-16+0.0495095j 1.00731e-15+0.0430799j -1.01808e-15-0.0200333j 1.30744e-15+0.0146243j 4.21676e-16+0.0461075j -1.36756e-15-0.0145164j 7.6663e-16+0.00825946j -6.01015e-16-0.0344273j -2.19684e-16-0.0167559j -5.07635e-16-0.00196258j 4.72663e-16+0.047984j 1.04467e-16-0.00952619j -6.88934e-16-0.009192j -2.50683e-16-0.0012414j 1.58457e-15+0.108252j 4.42951e-16-0.0388994j 1.87044e-16+0.0483664j -3.36974e-16-0.0481775j -7.78267e-17-0.0709105j 1.03298e-15+0.0334044j 2.67086e-15+0.139192j 4.60816e-16+0.0662404j 1.48523e-16-0.0196536j -8.94663e-16+0.0383547j 6.47608e-16+0.0407665j 
1.76809e-16+0.0495581j -3.57641e-16+0.0549734j 8.237e-16-0.0254647j -5.24424e-16+0.0161317j -7.51183e-16-0.00798088j -7.46865e-16+0.046067j -1.48569e-17-0.0330462j -1.46971e-15+0.0080843j -1.54842e-15+0.0414264j -9.30027e-16+0.0504185j -5.21192e-16+0.00126616j -3.65919e-16+0.0304379j 1.00164e-15-0.000988148j 3.09036e-16-0.0110963j 7.42082e-16+0.0109235j 2.1851e-16+0.00786923j -4.44386e-16-0.0160485j -6.91175e-16+0.0448108j 5.65705e-16-0.00262738j -1.03518e-15+0.000266261j 1.88266e-16+0.00262647j 2.90157e-16-0.0231294j 8.44168e-17-0.00307223j -4.50177e-16-0.0128169j 2.4749e-16-0.0036437j 1.80436e-16-0.0233238j 5.00208e-16+0.0296457j -3.74737e-16+0.00163152j -8.89624e-17+0.00335346j 1.78448e-18+0.00279087j 7.27962e-15+0.0159863j 1.6605e-16+0.00966655j -5.73038e-17+0.00556278j -7.48076e-16-0.00701392j -1.62084e-15-0.010463j -2.82068e-16-0.0226735j 7.44252e-16-0.0109198j 4.99848e-16-0.0171158j -1.06089e-16-0.0227825j 6.32749e-16+0.00254441j 1.85445e-15+0.00683671j -3.04176e-14+0.0205216j 3.38574e-16-0.0291698j -7.06253e-16+0.0108942j -4.60751e-16+0.0102198j 4.62735e-16+0.0237242j -1.14273e-16-0.0347483j 8.28365e-16-0.0414475j 1.13335e-16-0.0183552j -6.49852e-17-0.0117878j 1.81873e-16+0.027758j 2.57874e-16-0.0354259j -5.06612e-16-0.000135679j -9.14045e-17+0.0118067j 1.11084e-15-0.00589505j 9.54553e-16-0.0195043j 2.09183e-16-0.0161655j 1.15138e-15-0.0249413j 4.6967e-16+0.0183717j 5.73895e-16-0.00030566j -1.68317e-15-0.0208935j 1.53752e-15-0.0255971j -1.02001e-15+0.0536101j 1.21355e-15-0.0315428j -2.6524e-16+0.0246319j -1.28531e-15+0.0694633j 1.02804e-15-0.00174137j 1.82914e-15-0.0179142j 2.18557e-15-0.0234509j -9.08616e-16+0.0218265j 4.69479e-16-0.0696259j 1.0656e-15-0.00126295j 
-1.26926e-15+0.00829189j -1.35364e-15+0.0196621j 8.93443e-16-0.0125589j -1.34033e-15+0.0250839j -1.21197e-15+0.0314259j -4.66014e-16-0.0135605j 4.13666e-16+0.00834481j -8.88764e-16+0.0260771j -9.94891e-16+0.00288195j -1.75782e-15+0.0200473j -5.63595e-16+0.0149745j -8.40333e-16+0.000538367j -5.41067e-17-0.0121746j 6.29321e-16-0.0201123j 1.50729e-16-0.00764649j -1.04555e-15+0.0278082j -3.86048e-16+0.0232852j -3.02367e-16-0.0120609j -2.77717e-16+0.00410451j -7.38433e-16+0.0179618j -3.76611e-17+0.00700797j 5.73691e-18-0.000500988j -1.27945e-15+0.0265468j -8.17061e-16+0.0352916j -1.46407e-17-0.00460494j 4.4522e-16-0.00664921j -7.64609e-16-0.0061457j 5.47832e-16-0.0255972j 1.71576e-16-0.0356517j 1.35738e-16-0.0172992j -1.31834e-14-0.0397036j -3.70948e-16-0.00805366j -1.03631e-16-0.00570829j -4.63297e-16+0.031942j 1.25907e-15+0.0266719j 6.4271e-16+0.00769123j 1.59314e-15-0.0381539j 1.80109e-16+0.00372612j 1.76775e-16+0.0207205j 1.22244e-14+0.0275775j 1.04433e-14+0.027305j 4.15871e-14-0.0272588j 1.59017e-16-0.0427938j -9.42314e-16+0.0418857j -1.12805e-15+0.0414122j -4.73343e-16+0.00605967j 7.83205e-16-0.00700344j 1.30854e-15+0.002164j 2.96751e-16+0.00980591j 1.23551e-15-0.0350904j -1.56103e-15+0.051492j 8.88289e-16+0.018314j 3.07706e-15+0.0426148j -1.59494e-15+0.0424891j 1.5939e-15-0.0617745j 1.30601e-15-0.037492j 9.09154e-16-0.0296912j 1.22455e-15-0.0198789j 2.31808e-17-0.00804282j -2.5466e-16+0.00187198j -3.49437e-17+0.0133843j -3.44931e-16+0.0485303j -2.5294e-15+0.0458703j 2.0667e-15-0.0330145j 2.97335e-16-0.0163684j -2.20563e-15+0.010225j 4.43431e-16-0.00611991j 9.07487e-16+0.00478051j 1.41594e-15-0.0305694j -1.10956e-15+0.0133351j 2.64056e-15-0.0324473j 7.2467e-16-0.00519342j 
6.80416e-17+0.0235758j 3.13685e-16+0.0116314j -2.62956e-17-0.00466623j 1.84095e-16+0.00962359j 7.46171e-16-0.0230466j 1.35258e-17+0.0277052j -5.08509e-16+0.0156945j 1.92459e-16-0.0128067j 4.53832e-16+0.00842304j 5.21134e-16+0.000765674j -1.31323e-17-0.0115153j 1.32889e-16+0.0183203j -1.39505e-15+0.0340692j 3.62483e-16-0.0295457j -1.60518e-16-0.00929219j 1.03267e-16+0.0200461j 1.01878e-16+0.00630924j 8.84199e-16-0.0504868j -2.9315e-16+0.00287286j -2.05345e-16+0.0274577j 3.18567e-17-0.0184222j -7.98621e-16+0.0289471j -1.81489e-15+0.0278471j 4.20261e-16-0.00188134j 2.90938e-16-0.00725637j -8.6226e-16+0.00818648j -7.70942e-16-0.0363848j 1.05971e-15+0.0128787j -2.46668e-16-0.0238311j 2.09227e-16-0.0335038j 6.69899e-15+0.0215434j 2.23354e-16+0.00175395j 2.5463e-16-0.00318754j 8.71744e-16-0.00920828j -1.98816e-16-0.0064017j 5.52466e-16+0.0041341j 5.89356e-16-0.0360141j -1.44194e-15+0.0288312j 2.4069e-16+0.00317845j -1.69545e-15-0.0135023j -2.14527e-15+0.00696943j 6.54309e-14-0.0428077j -1.06168e-15-0.0102534j 3.62264e-16+0.0261573j 1.64114e-16-0.000221113j -1.55916e-16+0.0179779j -8.22435e-16-0.00335207j -4.17721e-16+0.0149863j -3.88484e-16-0.0104067j 4.05304e-16-0.0191693j 1.17307e-16+0.0439922j -9.52254e-17-0.0273776j 3.92493e-15+0.0492314j -7.95023e-16+0.0551682j -1.34552e-15+0.0608472j -7.25477e-16-0.00445328j -3.80256e-16-0.0380058j 8.07992e-17-0.017799j 3.6386e-16-0.0161297j -4.04098e-16+0.0398475j 3.99758e-16-0.00637801j -9.33616e-16+0.0358555j 1.54489e-16+0.0103374j 5.25661e-16-0.0618233j 5.84572e-16-0.0206207j 6.52806e-16+0.0267011j 3.54488e-16-0.0314386j -3.8808e-16+0.0242894j -5.51211e-16+0.0296167j -3.65922e-17+0.0154882j -6.57623e-17-0.0284048j 4.00727e-17-0.000342815j 
2.34065e-17+0.0184445j -4.59374e-16-0.00326947j -5.49196e-17-0.000602612j 2.61637e-16+0.0171837j 1.85121e-16-0.033522j -4.28871e-16+0.00367623j -1.45645e-16-0.0133364j 5.79396e-16+0.0144006j -4.72228e-16-0.0205147j -7.08904e-16-0.0301815j 2.17313e-16+0.0106086j -8.69732e-16-0.0189156j -7.43744e-16+0.00547071j 7.08084e-16+0.0183694j 8.7252e-16+0.0317803j -1.56438e-15-0.0491216j -1.16078e-15-0.0573572j 7.39417e-16+0.00405306j 4.46794e-17+0.00130442j -4.054e-17+0.00615681j 1.07216e-15+0.0247555j -1.06454e-15-0.0300088j -5.25332e-16+0.0025986j -3.76625e-16-0.0294681j -1.0487e-16+0.0128701j 6.58284e-16+0.0194328j 1.63532e-15+0.0245804j -3.98837e-16-0.0265006j -3.61807e-15-0.0337567j 3.68043e-15+0.0530579j -2.55861e-15-0.00962531j -1.27186e-16-0.0160637j -2.51133e-16-0.0108286j -5.52951e-16-0.024751j -1.94954e-15-0.0124179j -1.58797e-15-0.0738011j 1.03053e-15-0.00230641j -1.97487e-16+0.0469036j 7.21281e-16+0.0281432j -1.33993e-15+0.012881j -2.17473e-15-0.0238403j -5.12521e-14+0.0344413j 3.13893e-15+0.034012j -2.68071e-15-0.0825744j 9.27992e-16+0.0506256j -4.06234e-16-0.00325057j 1.89605e-15+0.0524399j -1.88884e-18-0.000149661j 1.39365e-15+0.043742j -6.20996e-16-0.027072j -1.09035e-15-0.0279347j 1.85714e-15+0.0529625j -5.50657e-15-0.0421499j -1.01488e-15-0.0241238j -6.90512e-16-0.00309096j 3.31395e-15+0.113981j 2.76857e-15+0.0570005j 5.8438e-16+0.0103772j 7.68583e-16+0.0459321j -2.08933e-15-0.0441608j -2.40758e-15-0.0946386j -1.11201e-15-0.0131659j 2.90675e-16+0.0377083j 2.41667e-15+0.068958j 3.15578e-16+0.014934j -2.18592e-15-0.0602869j 1.1593e-15+0.0341502j -1.82978e-15-0.069915j -8.471e-16-0.0141196j -8.93279e-16-0.0323497j 2.60049e-16-0.0243559j -2.91849e-16-0.0100372j 
-4.3787e-16-0.0298982j 3.11924e-17-0.000386719j 6.07895e-17-0.00802257j -1.99833e-16-0.0307106j 1.05725e-16+0.0329759j -4.42201e-16+0.0289243j 1.98894e-17+0.037747j -2.45286e-16-0.0128707j -6.08006e-17+0.0317784j 1.0934e-16-0.0192074j 6.51811e-16+0.00759164j 1.12228e-17-0.0172647j 1.93264e-16-0.0234086j -5.82219e-17+0.0089481j 3.14593e-16+0.0203271j 4.38003e-16+0.0253221j 4.87082e-16+0.0520525j -5.18434e-17-0.0222282j -9.27732e-17-0.0118605j -2.33425e-16+0.00355882j 1.42804e-17+0.00825004j -5.0284e-16+0.0102789j -6.25542e-16+0.022508j 6.73726e-16+0.00767368j 2.09087e-17+0.0099978j 5.23217e-16-0.00296415j 9.73966e-16+0.0294242j -1.74661e-15-0.0428489j 1.15811e-15-0.00413638j -1.95201e-16-0.0101756j -2.99872e-15-0.00826563j -3.37598e-16+0.00867636j -2.36184e-16-0.00674929j -8.78694e-17-0.00749887j 5.20967e-16+0.00353259j 5.01306e-16+0.016158j -3.40179e-16-0.000673899j 6.66249e-16-0.0497064j -8.0956e-16-0.0231085j 1.22187e-14+0.0231257j 1.01658e-14+0.0254538j 6.10162e-14-0.0402693j 1.03471e-15+0.0294241j -2.02452e-16+0.0511327j -2.56587e-16-0.0234662j 9.34782e-16+0.0162617j 1.90556e-16-0.0294813j 1.24959e-16+0.0400821j 8.92357e-17+0.00743597j -1.60675e-16+0.00709031j -5.72475e-16-0.0453995j -1.93188e-16+0.000219768j 3.66252e-15+0.0350062j 4.17034e-16+0.0080237j 3.70757e-16-0.00392597j 4.65338e-16-0.0324996j -1.59393e-15-0.0490889j 4.53999e-16+0.00343912j 3.1759e-18-0.0212983j 5.51144e-17+0.0257588j 1.19309e-15+0.0821733j 6.66799e-16+0.0946903j -9.89194e-16-0.126853j 1.03665e-16-0.0407488j -3.05922e-16-0.0258806j -2.29033e-16-0.0308979j 6.49117e-16-0.0515956j 1.6832e-15+0.143669j 4.04872e-16+0.0677563j -1.48582e-16+0.00946506j 3.26284e-16+0.093679j 4.03354e-16+0.0347304j 
3.45629e-17+0.00406466j -1.67169e-15-0.009078j -7.32348e-16-0.00476555j 5.1481e-16-0.0148997j -6.57958e-16-0.0175267j -5.61923e-16+0.0304953j 9.26781e-16+0.0204011j 1.98076e-15-0.00748357j 6.32489e-16+0.00973345j -1.74951e-15-0.0253774j -6.90945e-16-0.00239106j -2.78818e-16-0.00923852j -2.31742e-15+0.0288613j -2.76867e-16+0.00275634j 3.82457e-16+0.0280581j -2.27244e-15-0.00272285j -1.1423e-15+0.0061072j -5.15919e-16-0.0284894j 4.26799e-16+0.000728172j 1.65698e-15+0.00687219j 2.45563e-16+0.00160456j 9.57715e-16+0.0281293j -2.16095e-15+0.020774j 1.49766e-18-0.00959589j -3.62051e-16-0.00357368j 3.15221e-16+0.00793723j 6.09238e-16+0.0102912j -4.37233e-16-0.0127269j 3.48824e-15+0.0139508j -9.36661e-17-0.00971021j 2.20194e-15+0.0116588j -5.07396e-16+0.00713993j 1.84553e-16+0.0164098j -7.21669e-16-0.00752839j 5.14639e-16+0.00421522j 1.48785e-16-0.0130013j 1.17802e-15+0.0092568j 1.56629e-15-0.0207105j 1.88171e-16+0.00300173j 9.62144e-15+0.0120523j 6.08054e-15+0.0189021j 2.90593e-14-0.0189369j 2.64841e-16+0.00243151j 5.36036e-17+0.0240218j -7.33466e-17+0.00439858j -1.61122e-15-0.0154527j -1.60348e-15-0.0636027j 6.6998e-16+0.042029j 4.18857e-16+0.0248116j 2.05944e-16+0.0111637j 1.38777e-16-0.0205109j 3.20703e-15+0.0223257j 2.4666e-15+0.0403553j -9.15814e-16-0.00966997j -4.55852e-16-0.019423j -6.51589e-16-0.0303767j 2.48995e-15+0.00290637j -8.35098e-16-0.0325014j -7.20014e-16+0.021093j -3.02048e-15+0.0319323j 1.17792e-16+0.0182835j -1.19824e-15+0.0857535j 6.23728e-16-0.0241632j 1.39188e-15-0.0601003j 1.81546e-16-0.00795714j -4.32961e-15-0.0290373j -6.27053e-16-0.0694412j -1.99746e-15+0.0397425j -1.83257e-15+0.052292j -7.61019e-16+0.0101343j 1.48711e-15+0.0360487j -1.36371e-15-0.00303815j 
8.67666e-16+0.0040499j -1.50249e-15-0.0341953j -9.55347e-16-0.0185293j -1.88979e-16+0.0106984j -1.70911e-15-0.0169509j 7.86953e-16-0.0106895j 1.30984e-15+0.0167513j 1.33208e-15+0.0399594j 1.02168e-15+0.0214503j -2.08423e-15-0.039189j -2.13929e-16-0.0134983j -7.14544e-16-0.0128438j 5.28712e-16-0.0550634j -4.41781e-16-0.00592348j 1.71802e-15+0.00791983j -1.64638e-15-0.04379j -6.29355e-16-0.0183963j -2.07279e-15-0.0132208j 2.01823e-16+0.00347017j 1.62669e-15+0.0348267j 2.40696e-16+0.00850649j 2.10301e-15+0.0186411j 1.11892e-15-0.0245209j -3.22166e-16+0.000655497j -2.77139e-16-0.00743977j 4.29234e-16+0.0035299j 6.06026e-16+0.00423549j -5.08119e-16+0.00856208j 2.33052e-15+0.0283729j -9.00466e-16+0.0150132j -1.7245e-14-0.0451129j -4.14007e-16-0.0115473j 7.83869e-16-0.00232655j -4.8551e-16-0.0161271j 1.01697e-15+0.00622024j -4.39973e-16+0.00702414j 1.40848e-15+0.0262364j -1.03748e-16+0.0224356j 1.07134e-15+0.00936997j 1.44858e-14+0.051642j 1.03627e-14-0.00803063j -1.40265e-14+0.00903136j 1.01717e-15+0.0215083j 2.49314e-16-0.00251651j 4.3938e-16-0.00278732j -1.68672e-15-0.0286293j -3.14509e-15-0.00696493j 2.32633e-15+0.0105144j 2.07954e-15+0.00436331j 1.13704e-16+0.00110604j 1.40753e-16+0.00955823j 3.39734e-15+0.0622257j -2.62819e-15-0.0385998j -5.25941e-16-0.0118451j -8.37755e-16+0.00212807j -1.60583e-15-0.0069756j 2.87351e-15+0.0501512j -2.22932e-15-0.00757522j -4.86905e-16-0.0278807j -2.14031e-15-0.0802836j 8.38566e-16+0.0064718j 3.16154e-15-0.031526j 2.55044e-16+0.00501976j -2.22871e-15+0.0334256j -6.76633e-16-0.00295359j -4.26278e-15-0.0927469j -3.72673e-15-0.00906752j 9.2364e-17-0.0299357j 7.77273e-16-0.0373076j 4.6023e-16-0.0114564j 1.85199e-15+0.0330125j -1.62791e-15-0.0278687j 
4.73856e-17+0.00524063j 2.98428e-16+0.028743j -1.83456e-17-0.00483744j 9.47175e-17-0.00346199j 1.51229e-16-0.000855597j 1.1932e-16-0.0170981j 2.06814e-16-0.00905778j -1.18465e-16+0.0352909j 1.29821e-16-0.0125467j 9.24891e-17-0.0101378j 1.36001e-16+0.0176105j 1.06828e-16+0.0291601j -2.63971e-16+0.0141504j -2.48887e-16-0.0165202j 1.84736e-16+0.0215905j -1.20213e-17-0.00568299j 8.12549e-17-0.0261751j -2.62336e-16-0.0113555j 2.3749e-16+0.0327997j 7.0907e-18+0.00606848j -3.44182e-16-0.0150775j 2.7389e-16+0.0223036j -8.95796e-16+0.0183457j 5.97204e-17-0.01459j -1.52931e-16+0.0130578j 9.95936e-17+0.0225103j -1.95613e-16-0.00222257j 4.98528e-17+0.00183108j 2.27148e-17-0.00557105j -4.39064e-16-0.00622866j -4.86888e-15-0.0127959j 9.06815e-17-0.0211395j 1.46037e-16+0.0154271j 2.58818e-16+0.00339763j 1.49303e-15+0.0248303j 5.54419e-16-0.00755818j 1.29549e-17+0.000820387j -4.39292e-16+0.020823j 6.28517e-16+0.0295896j 1.58677e-16+0.0128059j -3.23735e-16-0.0154538j 2.75607e-14-0.0185385j -4.94494e-16-0.0137624j 4.5074e-16-0.00854203j -2.81275e-16+0.00765094j -4.7237e-16-0.00912082j -2.68428e-16+0.00706361j 6.22641e-16+0.0278195j 3.67914e-16+0.0039934j 9.36693e-17+0.00462198j -4.14028e-16-0.0213702j 6.73505e-17+0.0227701j 1.61765e-15+0.0121453j -7.29743e-17-0.00169725j -3.13502e-16-0.0346467j -9.8526e-16-0.0217063j -4.0224e-17+0.0105438j -3.37528e-16-0.0322919j -6.07746e-17-0.00312801j 2.76111e-16+0.0132848j 3.14802e-16-0.0222342j 6.11597e-16+0.0242332j 7.84791e-17+0.0609577j -7.6367e-17+0.0154649j -4.06141e-16-0.00478164j -2.70773e-17-0.0137423j -2.64685e-16+0.00737817j 3.44502e-16-0.0253445j 1.41388e-16-0.0487554j -1.09645e-16-0.0128012j 7.95072e-17-0.0290699j 3.61683e-16+0.0140066j 
-1.2088e-15+0.0120303j 3.43422e-15-0.0443038j 6.12997e-16-0.0153578j -3.09516e-16-0.00121117j 2.91424e-15-0.0199792j -9.42555e-16+0.0036795j -2.14547e-15+0.0365442j -1.05431e-16+0.00185475j -2.85665e-15+0.0337764j 2.01502e-15-0.0194748j 1.3677e-15-0.0176865j 2.65531e-15-0.042732j 4.93301e-16-0.0109338j -1.54818e-15-0.000986214j -1.81446e-15+0.0318917j 1.74711e-15-0.0162075j -1.90135e-15+0.0256211j 1.71464e-15-0.0315224j 1.63517e-15-0.0226007j 1.27972e-16+0.0060262j -2.46648e-15+0.0314998j -6.25247e-16+0.0116884j -1.96053e-16-0.00354546j -1.57161e-16-0.0108765j 1.06803e-15-0.0195075j -1.79274e-15+0.0213402j -7.1766e-16+0.0286114j -8.18152e-16-0.0234154j 9.96787e-16+0.0264877j -1.57982e-15+0.00944981j 9.62978e-15+0.0275863j -1.24485e-16+0.0096163j -3.07157e-16-0.000512652j -2.73943e-16-0.0151386j -6.65778e-17+0.0228265j 3.56797e-16-0.0132097j -6.738e-16+0.0029639j 3.04657e-15-0.0501873j -2.02472e-16-0.0117136j 1.10741e-14+0.0267965j 1.01962e-14+0.0239797j -2.39414e-14+0.015441j -4.84969e-16+0.00815245j -9.71212e-16+0.0342635j -7.16661e-16+0.00122271j 1.61854e-15-0.0400624j 3.1286e-15-0.0664471j -1.32209e-15+0.0239446j -3.28931e-15+0.053019j -1.41025e-15+0.0162138j 1.64652e-15-0.0222017j -1.89361e-15+0.0436866j -3.41871e-16-0.00921891j 4.59475e-16-0.000628658j 8.38915e-16-0.0277405j 8.64564e-16-0.0474664j -8.0751e-16+0.00912014j 8.48681e-16-0.0216812j -5.27485e-16+0.0112654j 6.60431e-16-0.0111134j -2.07325e-15+0.0314298j -5.32829e-16+0.016325j 1.17219e-16+0.0197132j 6.15042e-16+0.000269353j 2.05544e-15-0.0248673j 3.55326e-15-0.069062j 2.37742e-15-0.0177252j -5.84777e-16+0.00768641j -2.58368e-15+0.0171855j -4.60321e-16-0.000656608j -2.11955e-15+0.0282718j 2.20223e-15-0.0259244j 
-1.29774e-15+0.021555j 3.37275e-15-0.0456577j 5.29047e-16+0.00348033j 4.11192e-17+0.0070253j 3.69277e-15-0.0591674j -9.38896e-16+0.0165663j -1.83187e-15+0.0109564j 7.67064e-17-0.00239937j -2.83174e-15+0.0373517j 2.14587e-15-0.0326997j 1.2937e-15-0.0140341j 2.51514e-15-0.0233539j 2.37749e-17+0.00746091j -1.70629e-15+0.0473515j -1.6764e-15+0.0160121j 1.68868e-15-0.032052j -1.83247e-15+0.018657j 1.59732e-15-0.00759535j 1.41936e-15-0.0144688j 2.70862e-16-0.0122702j -2.32938e-15+0.0323539j -5.82073e-16-0.00456223j -2.47061e-16+0.00727697j -2.12048e-17+0.0136412j 1.14621e-15-0.00901095j -1.85877e-15+0.0411174j -7.45659e-16+0.0248258j 5.869e-16-0.00128199j -1.06246e-15+0.0084685j -1.05918e-15+0.022551j -7.99221e-15-0.0227477j -1.16232e-15+0.00667877j -5.20818e-16+0.0117233j -4.29054e-16+0.0186477j -6.84161e-16+0.00405003j 1.79518e-16+0.00443697j -1.84284e-16+0.00827161j 2.84553e-15-0.0111646j 4.37435e-16+0.00382446j -5.0897e-16+0.00726785j -1.15659e-16-0.00564875j -2.16838e-15+0.000932874j -2.34477e-16+0.000452594j -1.09981e-15-0.0148082j -5.98555e-16+0.0158604j 1.70529e-15-0.0118123j 3.52479e-15-0.0356732j -1.20235e-15+0.0119269j -3.28817e-15+0.0432357j -1.58377e-15+0.0226478j 1.72075e-15-0.0288298j -1.40622e-15-1.94368e-05j -9.79391e-17-0.00455739j 5.28135e-16-0.0140804j 6.13149e-16+0.0125497j 1.2679e-15+0.0131035j -5.99723e-16+0.0148853j 8.17692e-16-0.00187147j -5.74921e-16+0.00203378j 2.53618e-16-0.000111768j -2.14503e-15+0.0285914j -6.21438e-16-0.00113289j 3.8543e-16-0.0190813j 7.2065e-16-0.0112754j 1.72338e-15-0.0284378j 3.00688e-15-0.0131944j 2.16175e-15-0.0368793j -7.18299e-16+0.00481148j -2.85596e-15+0.053618j -5.34452e-16+0.0100412j -1.9177e-15+0.0183863j 2.05333e-15-0.0302908j 
