-0.38487-0j -0.00831314-0j -0.325342-0j 0.315702-0j -0.296996-0j -0.007274-0j -0.00484933-0j 0.416036-0j -0.212184-0j 0.291182-0j -0.00300037-0j 0.365269-0j 0.297231-0j 0.269976-0j 0.0894371-0j -0.0519308-0j -0.00111019-0j -0.0428407-0j 0.0415712-0j -0.0383179-0j -0.0262345-0j -0.000938479-0j 0.0536763-0j -0.000856711-0j -0.0265063-0j -0.0249904-0j 0.0363748-0j 0.0242499-0j 0.04563-0j -0.000612064-0j -0.00773101-0j 0.0495073-0j 0.0150039-0j 0.031797-0j 0.0325996-0j 0.0200994-0j 0.00537914-0j -0.0345988-0j -0.0049939-0j -0.000733862-0j -0.000105924-0j -0.0280282-0j -0.00404552-0j 0.0271977-0j 0.00392565-0j -0.0247186-0j -0.00356782-0j -0.0234501-0j -0.000605405-0j -0.00338473-0j -8.73827e-05-0j 0.0346261-0j 0.00499785-0j -0.000541491-0j -0.000370734-0j -0.0167535-0j -7.81575e-05-0j -5.35108e-05-0j -0.00241817-0j 0.022991-0j -0.0216287-0j 0.00331847-0j 0.0288408-0j -0.00832491-0j -0.00312184-0j 0.0209878-0j 0.00416281-0j -0.0012016-0j -0.000374575-0j 0.00302933-0j -0.000353153-0j -5.40653e-05-0j 0.0302979-0j -0.0089214-0j -5.09733e-05-0j 0.0201986-0j 0.00437312-0j 0.0194594-0j -0.00128769-0j 0.0149944-0j 0.00291541-0j 0.00280872-0j -0.000109251-0j 0.0266008-0j 0.00216426-0j -1.5769e-05-0j 0.0124972-0j 0.00383949-0j 0.0115971-0j 0.00180382-0j 0.0139024-0j 0.0016739-0j 0.00651327-0j 0.00200664-0j 0.000940109-0j 0.00146363-0j 0.000211256-0j 
0.000208325-0j 4.49978e-06-0j -0.000514802-0j -0.000170885-0j 0.000160759-0j -1.15099e-05-0j 2.62487e-06-0j -0.000225194-0j 9.75704e-05-0j 0.000460748-0j 2.00059e-05-0j -0.000197715-0j -0.000136678-0j 0.000427193-0j -4.8411e-05-0j -0.00267209-0j -5.71247e-05-0j 0.00644399-0j 0.00213904-0j -0.00197164-0j -0.00134989-0j 0.000141164-0j 0.0027619-0j -4.40819e-05-0j -0.00115866-0j 0.003759-0j -0.00547141-0j 0.00124777-0j 0.00234788-0j -2.67548e-05-0j -0.0125241-0j -0.00744677-0j 0.00951011-0j 0.00163611-0j 0.00142501-0j -0.00302331-0j 0.000276783-0j -0.0017814-0j 0.0119551-0j -3.77847e-05-0j 0.000253574-0j 0.00421861-0j -0.0283112-0j 0.00140034-0j -0.00939772-0j -0.0012727-0j 0.0085411-0j -0.00120739-0j 9.11214e-05-0j 0.0081028-0j -0.000611518-0j 0.00178281-0j -0.0119645-0j -2.788e-05-0j -1.90881e-05-0j -0.000732803-0j 0.000187104-0j 0.000128101-0j 0.00491787-0j -0.00346045-0j 0.00325541-0j 0.0232232-0j 0.00148494-0j -0.000428628-0j -0.0218471-0j 0.00108061-0j -0.00996548-0j 0.00287654-0j -1.6384e-05-0j -0.00725201-0j 5.31542e-05-0j 0.000109954-0j -0.00456022-0j -0.00565837-0j -0.000356719-0j 0.00103997-0j 0.0306038-0j 0.00100191-0j 0.0379735-0j 0.000655859-0j -0.0069793-0j -0.00672387-0j -0.000177097-0j -0.00400376-0j -0.00440149-0j 0.0011885-0j 0.00792634-0j 0.0268694-0j 0.000597107-0j -0.0531939-0j 0.000608095-0j -0.0040072-0j -0.000980332-0j -0.00408095-0j 0.00657904-0j 7.53584e-05-0j -0.000505733-0j 
-1.41747e-05-0j 1.48567e-05-0j -1.19823e-05-0j 1.2097e-05-0j 2.12676e-05-0j 1.29997e-05-0j -4.23671e-05-0j -6.97659e-06-0j 1.51943e-05-0j -2.16936e-05-0j 5.36208e-06-0j 4.19821e-05-0j -4.98432e-06-0j -2.65439e-05-0j -1.55277e-05-0j 0.000365538-0j -0.000379197-0j 0.000301553-0j -0.000304439-0j -0.000524417-0j 0.000184663-0j -0.000320546-0j 0.000172029-0j 0.000568942-0j 0.000186577-0j -0.000859941-0j -0.000266385-0j 0.000868172-0j 0.000515514-0j 0.000406472-0j 5.44182e-05-0j -0.000308501-0j -0.000109878-0j -0.00116172-0j 0.000368301-0j 0.000523503-0j 0.00021651-0j -1.27427e-06-0j -0.00502105-0j 1.31151e-06-0j 0.00516782-0j -1.03227e-06-0j -0.00406752-0j 1.04215e-06-0j 0.00410645-0j 1.77007e-06-0j 0.00697469-0j -8.63662e-07-0j 1.08194e-06-0j -0.00340313-0j 0.00426323-0j -5.80652e-07-0j -0.00228797-0j -1.88156e-06-0j 6.62553e-07-0j -6.1703e-07-0j -0.00741399-0j 0.00261069-0j -0.00243131-0j 8.80965e-07-0j 1.54881e-06-0j 0.00347131-0j -1.70487e-06-0j 2.40162e-06-0j 0.00610286-0j -1.56364e-06-0j -0.00671776-0j 0.00946323-0j 6.69419e-07-0j -0.00616127-0j -3.08539e-06-0j 0.00263774-0j -5.08071e-07-0j 6.38852e-07-0j -0.0121575-0j 1.65585e-06-0j -0.00200198-0j -1.91323e-06-0j 0.0025173-0j -1.11712e-06-0j 0.00652462-0j -0.00753881-0j 1.95247e-07-0j 3.05735e-06-0j -0.00440182-0j 0.000769341-0j -2.09569e-07-0j 0.012047-0j 3.07288e-06-0j -0.000825773-0j -1.36688e-06-0j 0.0121082-0j -1.13081e-06-0j -0.00538598-0j -0.00445578-0j -3.62045e-07-0j -0.00142658-0j 
-0.000439279-0j 0.00187013-0j -0.000371335-0j -0.00390719-0j -0.000338981-0j 0.00163636-0j 0.00109091-0j 0.00307382-0j -0.00024218-0j -0.00360372-0j 0.000674964-0j 0.00264903-0j 0.00219604-0j -0.00386154-0j 0.000184467-0j 0.00278758-0j -0.0117457-0j 0.00229963-0j 0.0241967-0j 0.00205686-0j 0.00140823-0j -0.00992904-0j -0.0186512-0j -0.00906393-0j 0.00142283-0j 0.00134145-0j 0.0211721-0j 0.0141148-0j -0.0155633-0j -0.00647558-0j 0.000414991-0j -0.0172026-0j 0.00873306-0j 0.0213893-0j -0.0111189-0j 0.0309102-0j -0.0418198-0j -3.94899e-05-0j 0.000541833-0j 0.00016509-0j -0.00226516-0j -3.19905e-05-0j 0.000438935-0j -0.000336603-0j 0.00461846-0j -2.8213e-05-0j 0.000387104-0j -2.67652e-05-0j 0.000136192-0j 0.000367239-0j -0.00186866-0j 0.00025583-0j -0.00351018-0j 0.000121814-0j 8.34003e-05-0j -1.9122e-05-0j -0.00167138-0j -0.00114432-0j 0.000262368-0j -0.000284541-0j -2.46864e-05-0j 0.00390413-0j 0.000209161-0j -9.50178e-06-0j 0.000338716-0j -0.000259749-0j -0.00286985-0j 0.000130372-0j 8.42646e-05-0j 0.00356396-0j 7.94454e-05-0j -0.00115618-0j 0.000223851-0j -1.01826e-05-0j -0.00109005-0j 0.000149234-0j -0.00307141-0j -0.000278332-0j 0.000139713-0j -0.000185574-0j -0.00204761-0j 0.00381894-0j 2.45772e-05-0j 0.000192916-0j 0.00254622-0j -0.000337218-0j 9.23339e-05-0j -0.00264695-0j -0.00037922-0j -0.00126689-0j -0.00019885-0j 0.0052032-0j 1.34338e-05-0j 0.00272838-0j -0.000184323-0j 0.000816208-0j -0.011199-0j 
-0.000171859-0j 0.000363969-0j 0.000139706-0j -0.000129697-0j -0.00013262-0j -0.000306259-0j 0.000212315-0j -0.000365872-0j 0.000276977-0j 0.000115036-0j -0.000641703-0j -6.83285e-05-0j 0.000764125-0j -0.00037332-0j 0.000656132-0j 0.00220436-0j -0.00462059-0j -0.00174876-0j 0.00162347-0j 0.00162652-0j 0.0011136-0j 0.00375612-0j 0.00448725-0j -0.0035656-0j -0.00328912-0j -0.00102011-0j -0.00136606-0j 0.000947026-0j 0.000811407-0j 0.00744677-0j -0.00224682-0j -0.00398-0j -0.0028623-0j -0.00434636-0j -0.00169462-0j 0.00725887-0j -0.0059256-0j 0.00146958-0j -0.00986241-0j -0.00305625-0j 0.0205106-0j -0.00114484-0j 0.00768305-0j 0.00106282-0j -0.00713262-0j 0.00104992-0j -0.00704605-0j 0.000996042-0j 0.00242458-0j -0.00668447-0j -0.0162714-0j 0.00289653-0j -0.0194387-0j -0.0022551-0j -0.00154396-0j -0.00208024-0j 0.015134-0j 0.0103616-0j 0.0139605-0j -0.000863977-0j -0.000883447-0j 0.00579817-0j 0.000513182-0j 0.0003536-0j 0.00592884-0j 0.000820154-0j -0.00344398-0j -0.00237302-0j 0.00456022-0j -0.00550408-0j 0.00141434-0j -0.0306038-0j -0.00243726-0j -0.00185108-0j -0.00949166-0j 0.00168964-0j 0.0163565-0j -0.00266161-0j 0.0124227-0j -0.00171289-0j -0.0113392-0j 0.0178621-0j 0.00311512-0j -0.00045517-0j 0.0114953-0j -0.0209057-0j -0.00510677-0j 0.00305466-0j -0.00435808-0j 0.0342717-0j 0.00555878-0j 0.0292472-0j 0.00437082-0j -0.0373051-0j -0.0293327-0j -0.00232551-0j 0.0156066-0j 
-0.000269002-0j 0.00114521-0j -0.000227396-0j -0.00239265-0j -0.000207583-0j 0.00100206-0j 0.000668041-0j 0.00188232-0j -0.000148304-0j -0.00220682-0j 0.00041333-0j 0.00162219-0j 0.0013448-0j -0.0023647-0j 0.000112963-0j -3.62966e-05-0j 0.00015294-0j -2.99432e-05-0j -0.000315062-0j -2.6782e-05-0j -1.83364e-05-0j 0.000129284-0j 0.000242854-0j 0.00011802-0j -1.85264e-05-0j -1.74669e-05-0j -0.000275679-0j -0.000183786-0j 0.000202647-0j 8.43175e-05-0j -5.40353e-06-0j 0.000223992-0j -0.000113712-0j -0.000278507-0j 0.000144778-0j -0.000402477-0j 0.000544529-0j 0.0046247-0j -3.49045e-06-0j -0.0193338-0j 1.4592e-05-0j 0.00374644-0j -2.82759e-06-0j 0.03942-0j -2.97518e-05-0j 0.00330405-0j -2.4937e-06-0j 0.0031345-0j -0.0159496-0j -2.36573e-06-0j 1.20378e-05-0j -0.0299605-0j 2.26124e-05-0j -0.0142658-0j -0.00976709-0j 0.00223939-0j 1.07669e-05-0j 7.37162e-06-0j -1.69016e-06-0j 0.0333229-0j 0.00289104-0j -2.51501e-05-0j -0.0244951-0j 0.00111276-0j -2.18199e-06-0j 0.0304195-0j 1.84874e-05-0j -8.39847e-07-0j -0.00986831-0j -2.29588e-05-0j -0.00930393-0j 7.44801e-06-0j -0.0262154-0j 0.00119249-0j 7.02205e-06-0j -0.0174769-0j 1.97858e-05-0j 0.0325958-0j -9.00023e-07-0j 0.0217327-0j 1.31906e-05-0j -2.46013e-05-0j -0.00287826-0j -0.0225926-0j -1.64026e-05-0j 2.17234e-06-0j -0.0108133-0j 1.70515e-05-0j 0.0444109-0j 8.16124e-06-0j 0.0232875-0j -3.35187e-05-0j -0.00157325-0j -1.7576e-05-0j 1.18739e-06-0j -0.0955869-0j 7.21432e-05-0j 
-1.22757e-05-0j -2.65152e-07-0j 3.0335e-05-0j 1.00695e-05-0j -9.47284e-06-0j 6.78229e-07-0j -1.54672e-07-0j 1.32697e-05-0j -5.74939e-06-0j -2.71498e-05-0j -1.17886e-06-0j 1.16505e-05-0j 8.05384e-06-0j -2.51726e-05-0j 2.85265e-06-0j 0.000316565-0j 6.76762e-06-0j -0.000763426-0j -0.000253414-0j 0.000233582-0j 0.000159923-0j -1.67238e-05-0j -0.000327205-0j 5.22242e-06-0j 0.000137267-0j -0.000445332-0j 0.000648204-0j -0.000147825-0j -0.000278156-0j 3.16967e-06-0j 0.00148374-0j 0.000882226-0j -0.00112667-0j -0.000193831-0j -0.000168822-0j 0.000358174-0j -3.27907e-05-0j -1.10355e-06-0j -0.00434836-0j -2.34069e-08-0j -9.22315e-05-0j 2.61335e-06-0j 0.0102975-0j 8.67485e-07-0j 0.00341819-0j -7.88412e-07-0j -0.00310662-0j -7.47954e-07-0j 5.64481e-08-0j -0.0029472-0j 0.000222425-0j 1.10442e-06-0j 0.0043518-0j -1.72712e-08-0j -1.18248e-08-0j -4.53958e-07-0j -6.80544e-05-0j -4.65936e-05-0j -0.00178875-0j -2.14369e-06-0j 2.01667e-06-0j -0.00844686-0j 9.19894e-07-0j -2.65528e-07-0j 0.00794636-0j 6.69419e-07-0j 0.0036247-0j -0.00104627-0j -1.01496e-08-0j 0.00263774-0j 3.2928e-08-0j -3.99929e-05-0j -2.82498e-06-0j -3.50526e-06-0j 0.000129748-0j 6.44245e-07-0j -0.0111314-0j 6.20667e-07-0j -0.0138119-0j 4.06293e-07-0j 0.00253855-0j 0.00244564-0j -1.09708e-07-0j -2.48026e-06-0j 0.00160094-0j -0.000432289-0j 4.91022e-06-0j -0.00977308-0j 3.69897e-07-0j 0.019348-0j 3.76704e-07-0j 0.00145752-0j -6.07298e-07-0j 0.00148434-0j -0.00239296-0j 4.66832e-08-0j 0.000183948-0j 
1.01269e-05-0j -2.14471e-05-0j -8.23225e-06-0j 7.64247e-06-0j 7.8147e-06-0j 1.80465e-05-0j -1.25108e-05-0j 2.15592e-05-0j -1.6321e-05-0j -6.77854e-06-0j 3.78127e-05-0j 4.0263e-06-0j -4.50265e-05-0j 2.19981e-05-0j -3.86629e-05-0j -0.000261153-0j 0.000547405-0j 0.000207177-0j -0.000192335-0j -0.000192695-0j -0.00013193-0j -0.000444991-0j -0.000531609-0j 0.00042242-0j 0.000389666-0j 0.000120853-0j 0.000161838-0j -0.000112195-0j -9.61282e-05-0j -0.000882226-0j 0.000266183-0j 0.000471514-0j 0.000339099-0j 0.000514918-0j 0.000200764-0j -0.000859965-0j 0.000702011-0j 9.1038e-07-0j 0.00358721-0j -1.89329e-06-0j -0.00746023-0j -7.09207e-07-0j -0.00279452-0j 6.58398e-07-0j 0.00259432-0j 6.50407e-07-0j 0.00256283-0j 6.1703e-07-0j 1.50198e-06-0j 0.00243131-0j 0.00591834-0j 1.79435e-06-0j 0.00707034-0j -1.39699e-06-0j -9.56456e-07-0j -1.28867e-06-0j -0.00550464-0j -0.00376877-0j -0.0050778-0j -5.35218e-07-0j -5.47279e-07-0j -0.00210894-0j 3.17907e-07-0j 2.19049e-07-0j -0.00215647-0j 5.08071e-07-0j 0.00125266-0j 0.000863129-0j 2.82498e-06-0j 0.00200198-0j 8.76157e-07-0j 0.0111314-0j -1.50984e-06-0j -1.14671e-06-0j 0.00345236-0j 1.0467e-06-0j -0.00594928-0j -1.64882e-06-0j -0.00451844-0j -1.06111e-06-0j 0.00412437-0j -0.00649692-0j 1.92976e-06-0j -2.8197e-07-0j -0.00418113-0j 0.00760393-0j -3.16355e-06-0j -0.00111106-0j -2.69975e-06-0j -0.0124655-0j 3.44356e-06-0j -0.010638-0j 2.70764e-06-0j 0.0135688-0j 0.0106691-0j -1.44061e-06-0j -0.00567651-0j 
5.49098e-05-0j -0.000233766-0j 4.64169e-05-0j 0.000488398-0j 4.23727e-05-0j -0.000204545-0j -0.000136363-0j -0.000384227-0j 3.02725e-05-0j 0.000450465-0j -8.43705e-05-0j -0.000331129-0j -0.000274505-0j 0.000482692-0j -2.30584e-05-0j -0.000704304-0j 0.00296766-0j -0.000581021-0j -0.00611349-0j -0.000519681-0j -0.000355801-0j 0.00250865-0j 0.00471237-0j 0.00229007-0j -0.000359488-0j -0.000338929-0j -0.0053493-0j -0.0035662-0j 0.00393218-0j 0.00163611-0j -0.000104851-0j 0.00434636-0j -0.00220648-0j -0.00540419-0j 0.00280928-0j -0.00780971-0j 0.0105661-0j -0.000469539-0j 0.00315109-0j 0.00196293-0j -0.0131733-0j -0.00038037-0j 0.00255267-0j -0.00400225-0j 0.0268592-0j -0.000335455-0j 0.00225125-0j -0.00031824-0j 0.00161934-0j 0.00213572-0j -0.0108674-0j 0.00304184-0j -0.0204139-0j 0.00144838-0j 0.000991637-0j -0.000227362-0j -0.00972011-0j -0.00665491-0j 0.00152583-0j -0.00338322-0j -0.000293523-0j 0.0227049-0j 0.00248694-0j -0.000112977-0j 0.00196984-0j -0.00308844-0j -0.01669-0j 0.000758192-0j 0.00100191-0j 0.0207266-0j 0.000944613-0j -0.00672387-0j 0.00266161-0j -0.000121072-0j -0.00633933-0j 0.00177441-0j -0.0178621-0j -0.0033094-0j 0.000812518-0j -0.00220649-0j -0.0119081-0j 0.0222095-0j 0.000292225-0j 0.00229379-0j 0.0148078-0j -0.00196113-0j 0.00109786-0j -0.0153937-0j -0.00450897-0j -0.00736776-0j -0.00236435-0j 0.0302598-0j 0.000159729-0j 0.0158672-0j -0.00107195-0j 0.00970478-0j -0.0651291-0j 
-3.23559e-06-0j 1.37748e-05-0j -2.73514e-06-0j -2.87791e-05-0j -2.49683e-06-0j 1.20529e-05-0j 8.03529e-06-0j 2.26408e-05-0j -1.78382e-06-0j -2.65439e-05-0j 4.97158e-06-0j 1.95119e-05-0j 1.61754e-05-0j -2.84429e-05-0j 1.35873e-06-0j 8.34396e-05-0j -0.000351581-0j 6.88341e-05-0j 0.000724271-0j 6.15671e-05-0j 4.21521e-05-0j -0.000297202-0j -0.000558279-0j -0.000271307-0j 4.25889e-05-0j 4.01532e-05-0j 0.000633737-0j 0.000422492-0j -0.000465849-0j -0.000193831-0j 1.24218e-05-0j -0.000514918-0j 0.000261403-0j 0.000640239-0j -0.000332819-0j 0.000925224-0j -0.00125178-0j -2.90871e-07-0j -0.00114613-0j 1.216e-06-0j 0.00479147-0j -2.35632e-07-0j -0.000928473-0j -2.47932e-06-0j -0.00976938-0j -2.07808e-07-0j -0.000818836-0j -1.97144e-07-0j 1.00315e-06-0j -0.000776816-0j 0.00395276-0j 1.88436e-06-0j 0.00742505-0j 8.97244e-07-0j 6.14301e-07-0j -1.40847e-07-0j 0.00353545-0j 0.00242056-0j -0.000554984-0j -2.09584e-06-0j -1.81832e-07-0j -0.00825835-0j 1.54062e-06-0j -6.99872e-08-0j -0.000716482-0j -1.91323e-06-0j 0.00607057-0j -0.000275774-0j 6.20667e-07-0j -0.00753881-0j 5.85171e-07-0j 0.00244564-0j 1.64882e-06-0j -7.50019e-08-0j 0.00230578-0j 1.09921e-06-0j 0.00649692-0j -2.05011e-06-0j -0.000295534-0j -1.36688e-06-0j 0.00433128-0j -0.00807815-0j 1.81028e-07-0j 1.42096e-06-0j -0.00538598-0j 0.000713313-0j 6.80103e-07-0j 0.00559907-0j -2.79322e-06-0j 0.00267984-0j -1.46467e-06-0j -0.0110063-0j 9.89495e-08-0j -0.00577131-0j 0.000389895-0j 6.01194e-06-0j 0.0236891-0j 
0.0101104-0j -0.0540622-0j 0.00854663-0j 0.0086352-0j 0.00780197-0j 0.00965445-0j 0.0064363-0j 0.00563176-0j 0.005574-0j 0.00796452-0j 0.00398226-0j 0.0032852-0j 0.00402353-0j 0.00181802-0j 0.000400836-0j 0.0013642-0j 0.00147351-0j -0.00551423-0j -0.00557138-0j 0.0010066-0j 0.00068917-0j 0.0012456-0j 0.000726601-0j 0.00113707-0j 0.000696312-0j 0.00065649-0j 0.000994939-0j 0.000663293-0j 0.000410391-0j 0.000812364-0j 0.000203091-0j 0.000670166-0j 0.000410391-0j 0.000214121-0j 0.000293198-0j 0.00010817-0j 2.06541e-05-0j 0.000908898-0j 0.000131188-0j 0.000974022-0j 0.000140588-0j 0.000736291-0j 0.000106275-0j 0.000743922-0j 0.000107376-0j -0.00318164-0j -0.000459231-0j 0.000616026-0j -0.00393708-0j 8.89156e-05-0j -0.000568269-0j -0.00229663-0j -0.00033149-0j 0.000718697-0j 0.000492058-0j 0.00044011-0j 0.000103735-0j 7.10224e-05-0j 6.35244e-05-0j 0.000628859-0j 0.00056818-0j 9.0768e-05-0j 0.000259391-0j 0.000218692-0j 8.20096e-05-0j 0.000574068-0j 3.74399e-05-0j 3.15655e-05-0j 0.000497157-0j 8.28595e-05-0j 0.000468724-0j 7.17584e-05-0j 0.000410134-0j 0.000234362-0j 6.76545e-05-0j 0.000273422-0j 5.91977e-05-0j 0.00013104-0j 3.38273e-05-0j 0.000410134-0j 3.94651e-05-0j 1.89139e-05-0j 0.000145004-0j 0.000239245-0j 5.91977e-05-0j 2.09295e-05-0j 0.000169172-0j 3.4532e-05-0j 6.24128e-05-0j 2.44178e-05-0j 9.36193e-05-0j 9.00852e-06-0j 2.91909e-05-0j 1.35128e-05-0j 4.21335e-06-0j 4.91557e-06-0j 7.09502e-07-0j 
-0.00163156-0j 0.00872425-0j -0.00137921-0j -0.0013935-0j -0.00125904-0j -0.00155798-0j -0.00103865-0j -0.000908822-0j -0.0008995-0j -0.00128527-0j -0.000642634-0j -0.000530146-0j -0.000649294-0j -0.000293382-0j -6.46847e-05-0j 0.0103536-0j 0.0111831-0j -0.04185-0j -0.0422837-0j 0.00763954-0j 0.00523043-0j 0.00945344-0j 0.00551451-0j 0.00862977-0j 0.00528464-0j 0.0049824-0j 0.00755105-0j 0.00503403-0j 0.00311465-0j 0.00616541-0j 0.00154135-0j 0.0050862-0j 0.00311465-0j 0.00162507-0j 0.00222521-0j 0.000820953-0j 0.000156753-0j -0.000146673-0j 0.00201246-0j -0.000157182-0j 0.00215666-0j -0.000118819-0j 0.00163028-0j -0.00012005-0j 0.00164718-0j 0.000513435-0j -0.00704473-0j -9.94107e-05-0j 0.000635344-0j 0.00136399-0j -0.00871741-0j 0.000370617-0j -0.00508516-0j -0.000115979-0j -7.94055e-05-0j -7.10224e-05-0j 0.00159132-0j 0.00108951-0j 0.000974483-0j -0.000101482-0j -9.16896e-05-0j 0.00139241-0j -4.18591e-05-0j -3.52913e-05-0j 0.00125805-0j -9.26398e-05-0j 0.000574339-0j 0.000484225-0j -8.02284e-05-0j 0.00127109-0j -7.564e-05-0j 0.0011008-0j -6.6185e-05-0j -3.782e-05-0j 0.00103784-0j -4.41234e-05-0j 0.00090811-0j -2.11464e-05-0j 0.00051892-0j -6.6185e-05-0j 0.000605407-0j 0.000290146-0j -2.33999e-05-0j -3.86079e-05-0j 0.00090811-0j 0.000321065-0j -2.72999e-05-0j 0.000529731-0j -1.00718e-05-0j 0.000374576-0j -1.51077e-05-0j 0.000138193-0j -4.71067e-06-0j 0.00020729-0j 6.4634e-05-0j -7.93247e-07-0j 1.0884e-05-0j 
-0.0111902-0j -0.000241706-0j 0.0370181-0j -0.0359212-0j -0.0086352-0j -0.000211493-0j -0.000140995-0j 0.0120963-0j -0.00616929-0j 0.00846616-0j -8.72364e-05-0j 0.0106203-0j 0.00864203-0j 0.0078496-0j 0.0026004-0j -0.0015099-0j -3.22791e-05-0j -0.0012456-0j 0.00120869-0j 0.00435989-0j -0.000762772-0j 0.000106782-0j -0.00610739-0j -2.4909e-05-0j -0.000770677-0j -0.000726601-0j 0.00105761-0j 0.00070507-0j 0.0013267-0j -1.77959e-05-0j -0.000224781-0j 0.00143943-0j 0.00043624-0j 0.000924503-0j 0.00094784-0j 0.000584395-0j 0.0001564-0j -0.00100597-0j -0.000145199-0j -2.13372e-05-0j -3.07976e-06-0j -0.000814925-0j -0.000117624-0j 0.000790777-0j 0.000114139-0j -0.000718697-0j -0.000103735-0j 0.0026682-0j -1.76023e-05-0j 0.000385121-0j -2.54067e-06-0j 0.00100676-0j 0.000145313-0j 6.16119e-05-0j -1.07791e-05-0j 0.00190625-0j 8.89291e-06-0j -1.55584e-06-0j 0.000275144-0j -0.00261596-0j -0.000628859-0j -0.000377582-0j -0.00328156-0j -0.000242048-0j -9.0768e-05-0j 0.000610225-0j -0.000473653-0j -3.49366e-05-0j -1.08908e-05-0j 8.80784e-05-0j -1.0268e-05-0j -1.57196e-06-0j 0.000880916-0j -0.000259391-0j -1.48206e-06-0j 0.000587277-0j 0.000127149-0j 0.000565784-0j -3.74399e-05-0j 0.000435966-0j 8.47662e-05-0j 8.1664e-05-0j -3.1765e-06-0j 0.000773422-0j 6.29262e-05-0j -4.58488e-07-0j 0.000363359-0j 0.000111634-0j 0.000337188-0j 5.24464e-05-0j 0.000404216-0j 4.8669e-05-0j 0.000189374-0j 5.83435e-05-0j 2.73338e-05-0j 4.25552e-05-0j 6.14232e-06-0j 
-0.00133216-0j 0.00712332-0j -0.00112612-0j -0.00113779-0j -0.001028-0j -0.00127209-0j -0.000848057-0j -0.00074205-0j -0.000734439-0j -0.00104942-0j -0.000524709-0j -0.000432862-0j -0.000530146-0j -0.000239545-0j -5.28148e-05-0j -0.00017975-0j -0.000194152-0j 0.000726564-0j 0.000734093-0j -0.000132631-0j -9.08062e-05-0j -0.000164122-0j -9.57381e-05-0j -0.000149823-0j -9.17472e-05-0j -8.65001e-05-0j -0.000131095-0j -8.73965e-05-0j -5.40738e-05-0j -0.000107038-0j -2.67596e-05-0j -8.83022e-05-0j -5.40738e-05-0j -2.8213e-05-0j -3.86322e-05-0j -1.42527e-05-0j -2.72141e-06-0j 0.0113914-0j -1.72856e-05-0j 0.0122077-0j -1.85241e-05-0j 0.00922813-0j -1.40029e-05-0j 0.00932376-0j -1.4148e-05-0j -0.0398763-0j 6.0509e-05-0j 0.00772081-0j -0.0493445-0j -1.17157e-05-0j 7.4876e-05-0j -0.0287843-0j 4.36777e-05-0j 0.00900761-0j 0.00616709-0j 0.00551601-0j -1.36683e-05-0j -9.35803e-06-0j -8.37007e-06-0j 0.00788166-0j 0.00712114-0j -1.19597e-05-0j 0.00325102-0j 0.00274093-0j -1.08057e-05-0j 0.00719493-0j -4.93314e-06-0j -4.15912e-06-0j 0.006231-0j -1.09177e-05-0j 0.00587464-0j -9.45501e-06-0j 0.00514031-0j 0.00293732-0j -8.91426e-06-0j 0.00342687-0j -7.79998e-06-0j 0.00164235-0j -4.45713e-06-0j 0.00514031-0j -5.19999e-06-0j -2.49213e-06-0j 0.00181737-0j 0.00299851-0j -7.79998e-06-0j -2.75771e-06-0j 0.00212027-0j -4.54999e-06-0j 0.000782236-0j -3.21733e-06-0j 0.00117335-0j -1.18698e-06-0j 0.000365857-0j -1.78046e-06-0j -5.55157e-07-0j 6.16081e-05-0j -9.34851e-08-0j 
0.000192281-0j -0.00102816-0j 0.000162541-0j 0.000164226-0j 0.000148379-0j 0.00018361-0j 0.000122406-0j 0.000107106-0j 0.000106007-0j 0.00015147-0j 7.57352e-05-0j 6.24783e-05-0j 7.652e-05-0j 3.45754e-05-0j 7.62316e-06-0j -0.0024663-0j -0.00266391-0j 0.00996902-0j 0.0100723-0j -0.0018198-0j -0.00124593-0j -0.00225189-0j -0.0013136-0j -0.00205568-0j -0.00125884-0j -0.00118685-0j -0.00179872-0j -0.00119915-0j -0.000741935-0j -0.00146865-0j -0.000367163-0j -0.00121157-0j -0.000741935-0j -0.000387104-0j -0.000530064-0j -0.000195558-0j -3.73399e-05-0j 1.72856e-05-0j 0.0110344-0j 1.85241e-05-0j 0.011825-0j 1.40029e-05-0j 0.00893886-0j 1.4148e-05-0j 0.00903149-0j -6.0509e-05-0j -0.0386264-0j 1.17157e-05-0j -7.4876e-05-0j 0.00747879-0j -0.0477977-0j -4.36777e-05-0j -0.027882-0j 1.36683e-05-0j 9.35803e-06-0j 8.37007e-06-0j 0.00872525-0j 0.00597377-0j 0.0053431-0j 1.19597e-05-0j 1.08057e-05-0j 0.0076346-0j 4.93314e-06-0j 4.15912e-06-0j 0.00689792-0j 1.09177e-05-0j 0.00314911-0j 0.00265501-0j 9.45501e-06-0j 0.0069694-0j 8.91426e-06-0j 0.00603568-0j 7.79998e-06-0j 4.45713e-06-0j 0.00569049-0j 5.19999e-06-0j 0.00497918-0j 2.49213e-06-0j 0.00284525-0j 7.79998e-06-0j 0.00331945-0j 0.00159087-0j 2.75771e-06-0j 4.54999e-06-0j 0.00497918-0j 0.00176041-0j 3.21733e-06-0j 0.00290452-0j 1.18698e-06-0j 0.00205381-0j 1.78046e-06-0j 0.000757716-0j 5.55157e-07-0j 0.00113657-0j 0.000354389-0j 9.34851e-08-0j 5.96769e-05-0j 
