-0.0371838-0j -0.0460126-0j -0.0268407-0j -0.00463339-0j -0.00540563-0j -0.00331026-0j -0.00472992-0j -0.00195099-0j -0.00292122-0j -0.000421642-0j -0.00329987-0j -0.000476296-0j -0.00269434-0j -0.000388894-0j -0.00272226-0j -0.00235754-0j -0.000392924-0j -0.000340282-0j -0.00194487-0j -0.000280718-0j -0.000621397-0j -8.96909e-05-0j -0.00217052-0j -0.000383698-0j -3.19748e-05-0j -0.00240233-0j -0.000424676-0j -0.00189921-0j -3.53896e-05-0j -0.00126614-0j -0.00191889-0j -0.000335736-0j -0.000223824-0j -0.00221574-0j -2.7978e-05-0j -0.000339215-0j -0.000783383-0j -1.8652e-05-0j -0.00129252-0j -2.82679e-05-0j -0.00137092-0j -0.000391692-0j -0.000138484-0j -3.2641e-05-0j -0.000228487-0j -0.000799703-0j -1.15403e-05-0j -0.000242347-0j -1.90406e-05-0j -0.000208622-0j -0.000141369-0j -2.01956e-05-0j -3.68796e-05-0j -1.17807e-05-0j -3.0733e-06-0j 
0.00061683-0j 1.32246e-05-0j -0.00086736-0j -0.0073251-0j -0.000148066-0j -0.0052333-0j 0.00721859-0j 0.00903943-0j 4.84593e-05-0j 0.0310936-0j 9.48426e-07-0j 0.000608552-0j 4.46955e-05-0j 0.0286786-0j -4.35938e-05-0j 6.77589e-07-0j -0.0279717-0j 0.000434771-0j -6.28489e-05-0j -0.0403266-0j -4.03396e-05-0j -0.0258837-0j 3.60061e-05-0j -0.000606601-0j 0.00722603-0j 6.9046e-07-0j -1.16323e-05-0j 3.15053e-05-0j 0.000138568-0j 2.10036e-05-0j -3.07288e-05-0j -0.000530776-0j -0.000353851-0j 6.36833e-07-0j 0.00632278-0j 0.000517694-0j 1.29953e-05-0j 0.00421518-0j -4.17678e-05-0j -0.00616693-0j -2.19537e-05-0j -1.07288e-05-0j -0.000218934-0j 0.000127805-0j 0.00070367-0j -3.88787e-05-0j 0.00260801-0j 0.000369858-0j -0.00838234-0j -1.69441e-05-0j 0.000654997-0j -0.00440587-0j 0.00028546-0j -0.00780253-0j -0.00340049-0j 
0.000712254-0j 1.52705e-05-0j -0.00100154-0j -0.00418477-0j -8.45888e-05-0j -0.00298974-0j 0.00412392-0j 0.00516415-0j -0.00534967-0j -0.000769711-0j -0.000104702-0j -1.50645e-05-0j -0.00493417-0j -0.000709928-0j 0.00481255-0j -7.48025e-05-0j 0.00069243-0j -1.07626e-05-0j 0.00693821-0j 0.000998271-0j 0.0044533-0j 0.000640742-0j -0.0060021-0j 0.0331316-0j -8.78616e-05-0j -0.000115097-0j 0.000635339-0j -0.00525184-0j -1.68485e-06-0j -0.00350122-0j 0.00512239-0j 0.0289902-0j 0.0193268-0j -0.000106158-0j -7.68789e-05-0j -0.0282756-0j -0.00216627-0j -5.12526e-05-0j 0.00696256-0j 7.4984e-05-0j 0.00365961-0j 0.000585992-0j 0.0119578-0j -1.55399e-06-0j -0.0384334-0j 0.00648095-0j -3.17109e-05-0j -0.0202011-0j 0.000101921-0j 0.00282452-0j -0.0357749-0j 5.35712e-05-0j -0.0155914-0j 9.48713e-05-0j 4.13467e-05-0j 
0.00025182-0j 5.39893e-06-0j -0.000354098-0j 3.13787e-05-0j 6.34274e-07-0j 2.24181e-05-0j -3.09225e-05-0j -3.87225e-05-0j -0.00571375-0j 2.85549e-06-0j -0.000111827-0j 5.58866e-08-0j -0.00526997-0j 2.63371e-06-0j 0.00514008-0j -7.98933e-05-0j -2.56879e-06-0j 3.99273e-08-0j 0.0074104-0j -3.7034e-06-0j 0.00475638-0j -2.37703e-06-0j 1.46994e-05-0j -0.000750491-0j 2.16543e-07-0j 2.81879e-07-0j -1.43916e-05-0j 1.2862e-05-0j 4.15247e-09-0j 8.57467e-06-0j -1.2545e-05-0j -0.00065668-0j -0.000437787-0j 2.59986e-07-0j 1.89475e-07-0j 0.000640494-0j 5.3053e-06-0j 1.26317e-07-0j -1.70516e-05-0j -1.84805e-07-0j -8.96257e-06-0j -1.32738e-05-0j -0.000270867-0j 3.82995e-09-0j 0.000870585-0j -1.58722e-05-0j 7.81545e-08-0j 0.000457591-0j -2.51194e-07-0j -6.91739e-06-0j 0.000810366-0j -1.32031e-07-0j 0.000353173-0j -2.33819e-07-0j -1.01903e-07-0j 
-5.93545e-05-0j -1.27254e-06-0j 8.34617e-05-0j 0.00106098-0j 2.14462e-05-0j 0.000758004-0j -0.00104556-0j -0.00130929-0j -4.66299e-06-0j -0.00916905-0j -9.12624e-08-0j -0.000179453-0j -4.30082e-06-0j -0.0084569-0j 4.19482e-06-0j -6.5201e-08-0j 0.00824845-0j -0.000128208-0j 6.04763e-06-0j 0.0118917-0j 3.88168e-06-0j 0.00763272-0j 0.000500175-0j 8.78616e-05-0j 0.0320802-0j 9.59145e-06-0j 1.68485e-06-0j 0.000437653-0j 0.000615176-0j 0.000291769-0j -0.000426866-0j 7.68789e-05-0j 5.12526e-05-0j 8.84649e-06-0j 0.0280702-0j -7.4984e-05-0j 0.000180523-0j 0.0187134-0j -0.000580213-0j -0.0273783-0j -0.000304968-0j 1.55399e-06-0j 3.17109e-05-0j 0.000567396-0j -0.000101921-0j -0.000540079-0j 0.0115784-0j -5.35712e-05-0j -0.0372137-0j -0.000235377-0j -9.48713e-05-0j -0.01956-0j -4.13467e-05-0j -0.0346396-0j -0.0150966-0j 
-6.29549e-05-0j -1.34973e-06-0j 8.85245e-05-0j 0.000747615-0j 1.51119e-05-0j 0.000534122-0j -0.000736744-0j -0.000922583-0j 0.000950643-0j -0.00317348-0j 1.86056e-05-0j -6.21101e-05-0j 0.000876808-0j -0.002927-0j -0.000855196-0j 1.32925e-05-0j 0.00285485-0j -4.43736e-05-0j -0.00123293-0j 0.00411582-0j -0.000791357-0j 0.00264174-0j -3.67486e-06-0j -0.0118999-0j -0.000737504-0j -7.04698e-08-0j -0.000228195-0j -3.2155e-06-0j -1.41425e-05-0j -2.14367e-06-0j 3.13625e-06-0j -0.0104124-0j -0.00694162-0j -6.49965e-08-0j -0.000645316-0j 0.0101558-0j -1.32633e-06-0j -0.000430211-0j 4.26291e-06-0j 0.00062941-0j 2.24064e-06-0j -0.000210472-0j -0.00429491-0j -1.30441e-05-0j 0.0138042-0j 3.96804e-06-0j -0.000266179-0j 0.00725565-0j 0.000855519-0j 1.72935e-06-0j 0.0128493-0j 0.000449672-0j 0.00559997-0j 0.000796342-0j 0.000347061-0j 
5.24625e-06-0j 1.12478e-07-0j -7.37704e-06-0j -0.000125256-0j -2.53186e-06-0j -8.94873e-05-0j 0.000123435-0j 0.000154571-0j -3.94041e-05-0j 0.00163227-0j -7.71201e-07-0j 3.19462e-05-0j -3.63436e-05-0j 0.0015055-0j 3.54478e-05-0j -5.50973e-07-0j -0.00146839-0j 2.28235e-05-0j 5.11048e-05-0j -0.00211696-0j 3.28017e-05-0j -0.00135878-0j 3.06238e-07-0j 0.000991677-0j -0.0117134-0j 5.87248e-09-0j 1.90166e-05-0j 2.67958e-07-0j -0.000224619-0j 1.78639e-07-0j -2.61354e-07-0j 0.000867717-0j 0.000578478-0j 5.41637e-09-0j -0.0102492-0j -0.00084633-0j 1.10527e-07-0j -0.00683282-0j -3.55242e-07-0j 0.00999661-0j -1.8672e-07-0j 1.75396e-05-0j 0.000357915-0j -0.000207173-0j -0.00115037-0j -3.3067e-07-0j -0.00422759-0j -0.000604647-0j 0.0135878-0j -1.44112e-07-0j -0.00107079-0j 0.00714192-0j -0.000466672-0j 0.0126479-0j 0.0055122-0j 
-1.95516e-07-0j -4.19179e-09-0j 2.74926e-07-0j 7.01421e-06-0j 1.41782e-07-0j 5.0112e-06-0j -6.91223e-06-0j -8.65579e-06-0j -1.53601e-08-0j -0.000152929-0j -3.00622e-10-0j -2.99306e-06-0j -1.41671e-08-0j -0.000141051-0j 1.38179e-08-0j -2.14775e-10-0j 0.000137574-0j -2.13835e-06-0j 1.99211e-08-0j 0.00019834-0j 1.27864e-08-0j 0.000127305-0j -1.14128e-08-0j 5.80857e-07-0j 0.00221741-0j -2.18855e-10-0j 1.11386e-08-0j -9.98622e-09-0j 4.25214e-05-0j -6.65748e-09-0j 9.74008e-09-0j 5.0825e-07-0j 3.38833e-07-0j -2.01856e-10-0j 0.00194023-0j -4.95722e-07-0j -4.1191e-09-0j 0.00129349-0j 1.32391e-08-0j -0.00189241-0j 6.95865e-09-0j 1.02735e-08-0j 2.09642e-07-0j 3.92188e-05-0j -6.73806e-07-0j 1.23233e-08-0j 0.000800305-0j -3.54161e-07-0j -0.00257224-0j 5.37075e-09-0j -6.27198e-07-0j -0.001352-0j -2.73345e-07-0j -0.00239431-0j -0.00104349-0j 
0.0223112-0j -0.0268228-0j 0.0161051-0j 0.00278015-0j 0.00324351-0j -0.00584563-0j -0.00275728-0j 0.00117065-0j 0.00175281-0j 0.000252996-0j 0.00198001-0j 0.00028579-0j -0.00157065-0j -0.000226703-0j 0.00163342-0j -0.00416322-0j 0.000235764-0j -0.000600909-0j -0.00113375-0j -0.000163643-0j 0.000372854-0j 5.38168e-05-0j 0.00130237-0j 0.000230228-0j 1.91857e-05-0j 0.00144146-0j 0.000254816-0j -0.00110713-0j 2.12347e-05-0j 0.000759715-0j 0.00115138-0j -0.000195715-0j 0.0001343-0j -0.00129165-0j -1.63096e-05-0j 0.000203537-0j -0.0023101-0j 1.11917e-05-0j 0.000775542-0j 1.69615e-05-0j -0.00242093-0j -0.000228334-0j -0.000408373-0j -1.90279e-05-0j 0.000137098-0j -0.000466182-0j -3.40311e-05-0j -0.000427963-0j 1.14248e-05-0j 0.000125179-0j -8.24102e-05-0j -3.56636e-05-0j 2.21287e-05-0j -6.86752e-06-0j 1.84406e-06-0j 
-0.0225424-0j 0.0269282-0j -0.0146097-0j -0.00280897-0j 0.00316357-0j -0.00200682-0j 0.00286576-0j -0.00559027-0j -0.00177097-0j -0.000255618-0j 0.00193121-0j 0.000278745-0j -0.00163342-0j -0.000235764-0j 0.00164936-0j 0.00137972-0j 0.000238065-0j 0.000199145-0j -0.00105862-0j -0.000152799-0j -0.00395035-0j -0.000570184-0j -0.00131587-0j -0.000232614-0j -1.93845e-05-0j 0.00140593-0j 0.000248536-0j -0.00115138-0j 2.07113e-05-0j -0.000767588-0j 0.00116262-0j -0.000203537-0j -0.000135692-0j 0.00129673-0j -1.69615e-05-0j 0.000205523-0j -0.000474921-0j -1.13076e-05-0j -0.000703534-0j 1.71269e-05-0j 0.000830612-0j 0.000229232-0j -8.39549e-05-0j 1.91027e-05-0j -0.000124368-0j -0.00229142-0j -6.99624e-06-0j 0.000146833-0j -1.0364e-05-0j -0.002299-0j -0.00040507-0j 1.22361e-05-0j -0.000406409-0j -3.37559e-05-0j -3.38675e-05-0j 
-0.00347837-0j 0.00418173-0j -0.00251082-0j 0.0204368-0j 0.0238429-0j -0.042971-0j -0.0202687-0j 0.00860537-0j -0.000273267-0j 0.00375897-0j -0.000308688-0j 0.00424621-0j 0.000244868-0j -0.00336832-0j -0.000254655-0j 0.000649056-0j 0.00350294-0j -0.0089282-0j 0.000176755-0j -0.00243138-0j -5.81288e-05-0j 0.000799601-0j -0.000203042-0j 0.0016924-0j 0.000429082-0j -0.000224727-0j 0.00187314-0j 0.000172604-0j 0.000474907-0j -0.000118441-0j -0.000179503-0j -0.00143869-0j 0.000987233-0j 0.000201372-0j -0.000364759-0j 0.0014962-0j 0.000360151-0j 0.000250298-0j -0.000120909-0j 0.000379338-0j 0.000377428-0j -0.00167848-0j -0.00300193-0j -0.000425552-0j 0.0010078-0j 7.2679e-05-0j -0.000761094-0j -0.00314594-0j 0.000255512-0j -1.95157e-05-0j -0.000605794-0j -0.000797605-0j 0.000162667-0j -0.00015359-0j 4.12417e-05-0j 
0.00351442-0j -0.00419818-0j 0.00227769-0j -0.0206486-0j 0.0232553-0j -0.0147521-0j 0.0210661-0j -0.0410938-0j 0.000276099-0j -0.00379793-0j -0.00030108-0j 0.00414155-0j 0.000254655-0j -0.00350294-0j -0.000257139-0j -0.000215102-0j 0.00353712-0j 0.00295887-0j 0.000165042-0j -0.00227026-0j 0.000615869-0j -0.00847169-0j 0.000205147-0j -0.00170994-0j -0.000433529-0j -0.000219188-0j 0.00182697-0j 0.000179503-0j 0.000463201-0j 0.000119669-0j -0.000181255-0j -0.0014962-0j -0.000997464-0j -0.000202164-0j -0.000379338-0j 0.00151079-0j 7.40413e-05-0j -0.000252892-0j 0.000109683-0j 0.000383039-0j -0.000129494-0j 0.00168508-0j -0.000617149-0j 0.000427225-0j -0.000914227-0j 0.000357239-0j -0.000156469-0j 0.00107936-0j -0.000231788-0j 0.000358419-0j -0.00297766-0j 0.000273656-0j -0.0029875-0j -0.000754939-0j -0.000757435-0j 
-0.00269434-0j 0.00323916-0j -0.00194487-0j -0.000335736-0j -0.000391692-0j 0.000705927-0j 0.000332973-0j -0.000141369-0j 0.0202369-0j -3.05522e-05-0j 0.02286-0j -3.45124e-05-0j -0.0181338-0j 2.7377e-05-0j 0.0188585-0j -0.0480661-0j -2.84713e-05-0j 7.25666e-05-0j -0.0130896-0j 1.97618e-05-0j 0.00430475-0j -6.499e-06-0j -0.000157276-0j 0.00265808-0j -2.31689e-06-0j -0.000174073-0j 0.00294196-0j 0.000133699-0j -2.56433e-06-0j -9.17443e-05-0j -0.000139043-0j -0.00225961-0j 0.00155055-0j 0.000155982-0j 1.96957e-06-0j 0.00234992-0j 0.000278972-0j -1.35152e-06-0j -9.36557e-05-0j -2.04829e-06-0j 0.000292355-0j -0.00263621-0j -0.00471483-0j 2.29783e-06-0j 0.00158285-0j 5.62969e-05-0j 4.10964e-06-0j -0.00494101-0j -1.37968e-06-0j -1.51168e-05-0j -0.000951459-0j 4.30679e-06-0j 0.000255485-0j 8.29331e-07-0j -2.22691e-07-0j 
0.000388894-0j -0.000467532-0j 0.000280718-0j -0.00461827-0j -0.00538798-0j 0.00971049-0j 0.00458027-0j -0.00194462-0j 3.05522e-05-0j 0.0196036-0j 3.45124e-05-0j 0.0221447-0j -2.7377e-05-0j -0.0175663-0j 2.84713e-05-0j -7.25666e-05-0j 0.0182684-0j -0.0465619-0j -1.97618e-05-0j -0.01268-0j 6.499e-06-0j 0.00417004-0j 2.27008e-05-0j -0.000382445-0j 0.00455581-0j 2.51252e-05-0j -0.000423289-0j -1.92978e-05-0j 0.00504236-0j 1.32422e-05-0j 2.00691e-05-0j 0.000325113-0j -0.000223093-0j -2.25141e-05-0j -0.00387285-0j -0.000338107-0j -4.02661e-05-0j 0.00265755-0j 1.3518e-05-0j 0.00402764-0j -4.21978e-05-0j 0.000379299-0j 0.00067837-0j -0.00451833-0j -0.000227741-0j -8.12575e-06-0j -0.00808096-0j 0.000710914-0j 0.00271292-0j 2.18192e-06-0j 0.000136896-0j -0.00846863-0j -3.67592e-05-0j -0.00163075-0j 0.000437887-0j 
0.00272226-0j -0.00325189-0j 0.00176429-0j 0.000339215-0j -0.000382037-0j 0.000242347-0j -0.000346074-0j 0.000675089-0j -0.0204466-0j 3.08688e-05-0j 0.0222966-0j -3.36617e-05-0j -0.0188585-0j 2.84713e-05-0j 0.0190425-0j 0.0159294-0j -2.8749e-05-0j -2.40491e-05-0j -0.0122222-0j 1.84522e-05-0j -0.0456084-0j 6.88562e-05-0j 0.000158906-0j -0.00268563-0j 2.3409e-06-0j -0.000169782-0j 0.00286944-0j 0.000139043-0j -2.50113e-06-0j 9.26951e-05-0j -0.000140399-0j -0.00234992-0j -0.00156662-0j -0.000156595-0j 2.04829e-06-0j 0.00237285-0j 5.73521e-05-0j 1.36553e-06-0j 8.49598e-05-0j -2.06827e-06-0j -0.000100306-0j 0.00264658-0j -0.000969294-0j -2.30687e-06-0j -0.00143588-0j 0.000276716-0j 8.44877e-07-0j 0.00169525-0j 1.25158e-06-0j 0.000277631-0j -0.0046767-0j -1.47765e-06-0j -0.00469216-0j 4.07641e-06-0j 4.08988e-06-0j 
