0.00832943-0.00470664j 0.00385234+0.00241522j -0.00978551-0.000603383j -0.00788388+0.00478494j -0.00405637+0.00371967j 0.00681303+0.00175459j 0.00209627-0.00121388j -0.0137488+0.00425815j 0.00598092-0.00189638j 0.00351624-0.00100877j 0.00153937-0.00145668j -0.0167546+0.0069107j 0.00244631+0.00499729j 0.0152925-0.00115193j 0.00461619-0.000393639j -0.0155362+0.00329098j 0.0066889-0.00359231j -0.000633138-0.00263636j 0.0158016-0.00697646j 0.0116072+0.00214847j 0.00502743-0.00427519j 0.00865756-0.00017816j -0.00144568-0.00121218j -0.00127616+0.00232753j -0.0047634-0.00307431j -0.00604713-0.00313067j -0.00445712-1.13323e-05j 0.00259502-0.00388074j 0.00674362-0.000403785j 0.00218468+0.000358635j -0.00364313-0.001698j -0.00395369-0.000178993j 0.0071825+0.000180245j 0.0148578+0.00157633j 0.000995427+0.00156958j -0.00326929+0.000331314j 0.00184321-0.00107046j 0.000373916+0.00198296j 0.00703798-5.91198e-05j 0.00268124+0.000332184j 0.00101917-0.00186306j -0.002351-0.00231314j 0.00298304+0.00192935j 0.00910904+0.00439999j -0.00610339-0.00400912j -0.00379508-0.00228266j -0.000858082-0.00166889j 0.00424067+0.00249027j -0.00259124-0.00100191j 0.00412435+0.00133163j -0.00440624-0.00206319j -0.000312401-0.000927982j -0.00263602+0.00026053j -0.00044975-0.00129906j -0.000244446+0.000649927j -0.00258411-0.00280685j 0.00342574+0.00273542j 0.00161064+0.00223456j 0.00176672+0.00372245j -0.000749028+8.5711e-05j 0.00764396+0.00308023j -0.0031549-0.00476136j 0.00162237-0.00149925j 0.0021675+0.00513047j -0.00330736-0.000732744j -0.0043371+0.000361503j 0.00341939+0.00082382j 0.00285574+0.00265119j -0.0028862-0.00638878j -0.00520268+0.0022054j -0.00301714-0.00336584j 0.00351054+0.000787256j -0.00471982-0.00298446j -0.000927448-0.0061158j 0.00635725+0.00295879j 0.00730133+0.00393993j 0.0015089-0.00423504j 
-0.00148369-0.000935014j -0.00444421-0.00416504j 0.00182389+0.00581527j 0.00207828-0.000309912j 0.00128934-0.00159505j 0.00121524-0.00167619j -0.000387119-0.002203j -0.000184605+0.00320071j 0.000409828+0.002314j 0.00129898+0.00308598j -0.00214314-0.00548793j -0.0011765+0.0024511j 0.00172216+0.00106472j 0.000444992+0.00306939j 0.00355311+0.00765683j -0.000680722-0.00478835j 0.00327224+0.00487287j 0.00289576+0.00194422j 0.00105809-0.00883285j -0.00653249+0.00223528j 0.00364772-0.00342214j -0.000239403+0.00559661j -0.00349136+0.00223363j 0.00206484-0.00920616j 0.0024492+0.00967431j -0.000363513-0.00166922j -0.000508737+0.00804651j 0.00339676+0.00362804j 0.000174605+0.0167287j -0.00281506+0.00118195j -0.00148725-0.00398839j 2.36267e-05-0.00287801j -0.00351363+0.00192763j 7.35774e-05-0.00581695j -0.00119661+0.00598062j -0.000265994-0.0108767j -0.00410214-0.000861341j -0.00199568-0.00212252j -0.00454048+0.00636966j -0.00209006+0.00915295j 0.000198453+0.000273145j -0.00273616+0.00980673j -0.00035757+3.94443e-05j 0.00453747+0.00151287j 0.000684387-0.000874879j 0.000648064+0.00150553j -0.000695652-0.00533095j -0.00236887-0.000169652j -0.00128016+0.000374104j 0.00103913-0.00372859j 0.00284804-0.00395381j -0.00200281+0.00619387j -0.00128914+0.00544571j -0.00229008-0.00240227j 0.00402057+0.0022287j -7.95688e-05-0.00038262j -0.0081503-1.60507e-05j 0.00660314-0.00744262j 0.00171433+0.00133209j -0.00223534-0.00347504j 0.00262034-0.00132474j -0.000123167-0.000850425j -0.00397824+0.00351508j 0.00463534-0.0057444j -0.00228121+0.00509266j 0.00419601-0.000705822j 0.00475562-0.0025237j 0.00643874+0.00192538j -0.00139294-0.00181908j 0.00366737-0.00215179j 0.00113095-0.000463154j 0.0010366+0.00108742j -0.00311855+0.00627566j -0.00177674-0.00202626j 0.00560916-0.00149128j 0.00436238-0.00712512j -0.00155295-0.0029658j 
-0.00309096-0.00477284j 0.000258739+0.00027864j 0.0020049+0.00597078j 0.00470164+0.00425686j 0.00458062+0.000789306j -0.00246104-0.0110742j 0.000883436-0.00290388j -0.00120309-0.00133572j -0.00378948-0.00538358j -0.00287173-0.005119j 0.00100948+0.00597823j 0.000310871-0.00345417j -0.00344039-0.0032152j 0.0025018-0.00360464j 0.00181789-0.0024517j -0.00166937+0.00133341j -7.99904e-05+0.000923175j 0.00115832+0.00182161j -0.000643996-0.00178421j 0.00100729+0.00645667j -0.00155975-0.000885334j 0.00314083+0.00124875j 0.00288073+0.00735611j -0.00731519-0.00987697j 0.000456586-0.00598916j -0.000209296+0.00430747j -0.000464378+0.00393097j 0.00392421+0.00104528j 0.00517883+0.00394017j 0.000955869-0.000447102j -0.00165706+0.00238628j -0.000859366+0.00312693j -0.00184525+0.00519918j -0.00150609+0.000634481j -0.00239557+0.00104759j 0.00646424+0.00505187j 0.000388795+0.0130093j 0.000326388+0.00193422j -0.0025781-0.00794715j 0.00344964+0.00483743j -0.00197051-0.00765169j 0.00108492-0.00473892j -0.00346072-0.00221816j 0.00147099-0.00169467j 0.00141184+0.00156237j 0.00337244-0.00031625j -0.00123649+0.00637361j -0.00156355+0.00272003j -0.000300586-0.00327686j 0.00118954-0.000380245j -0.00313624-0.00487137j 0.00170835+0.000381296j 0.00171949+0.00157985j 1.80942e-05+0.00244544j 0.00645058-0.00104403j -0.000127363+0.00426474j -0.00652826+0.00794825j -0.00333617-0.000189206j -0.00237773+0.00414486j -0.00370801+0.00734648j -0.00278074-0.00243961j 0.00203211-0.00285277j 0.000822065+0.00324447j -0.00597596+0.000695624j 0.00080782-0.000151422j 0.00266315+0.00159517j -0.0034112+0.000307845j 0.00452479-0.00760441j 0.00369419-0.00496422j -0.00683386+0.000776362j -0.00299301-0.000235968j -0.00280744-0.00534399j 0.00425374-0.00228433j 0.00315812-0.0095399j 0.00976957-0.00410028j 0.00133244+0.00102462j 0.00493544-0.00545289j 
0.002894-0.00379469j 0.00666388+0.00756096j -0.00060061-0.00376619j -0.00045312-0.00484426j -0.000245547-0.00353497j -0.00354102-0.0030963j -0.00162686+0.000129783j 0.00499205-0.00326214j 0.00417595+0.00695251j -0.00302391+0.00243026j 0.00261243-0.00173997j -0.00216881-0.000557757j 0.00186892+0.00264103j -0.00163125+0.00155991j -0.00384325-0.00182137j -0.00485569-0.000824733j 0.00249152+0.00165164j -0.00527622-0.00165788j -0.00814933-0.00569581j 0.00501195+0.00348544j -0.00886854-0.00543566j 0.00425994-0.000625353j 0.00661247+0.00465424j -0.00823349-0.00400443j 0.0104862+0.00624771j 0.00288971+0.000615311j 0.00761127+0.00702721j -0.00416758-0.00178425j 0.00658489+0.00366787j 0.00144966+0.00512027j 0.00128361+0.00368066j 0.00468431+0.00151736j 0.002775+0.00653256j 0.00577822+0.000526765j -0.00182407+0.00396576j -0.00327553-0.0111672j 0.00027097+0.00427829j -5.87778e-05-0.00119951j 0.00505485+0.00829563j 0.00387213+0.00169542j -0.00283831-0.00124696j 0.00286745+0.00220709j -0.000633187+0.0016219j -0.000147494-0.00696442j 0.00122122+0.00292776j 0.00048363+0.00125532j -0.000528478+0.000884566j 0.00290944-0.00200442j 5.0928e-05+0.00635949j 0.00244926-0.00679295j -0.00166086+0.00172406j 0.00190291+0.00110302j 0.00332273-0.00285491j -0.0039345+0.00115384j 0.00250922-0.00631197j -0.00205122-0.00325972j 0.00712731+0.00445479j -0.0011221+0.00181021j -0.000201171-0.00195836j -0.000144693+0.00135518j 0.00117375-0.000699968j -0.0017702+0.00425381j 0.00326664-0.000957172j 0.000874892-0.00473579j -0.00239794-4.87736e-05j 0.000469688-0.00194578j -0.0014722+0.000228022j -0.00300206-0.000134645j -0.00361527+0.0020043j 0.00520072+0.00184522j -0.00455525+0.00330383j 0.00216079+0.000827988j -0.000100287+0.000748384j -0.00623962+0.00275892j -0.00237878-0.00540653j -0.00666634+0.00995029j 0.00527806+0.00326659j 
0.000727021+0.00125476j 0.00127561+0.0029646j -0.0017137-0.00319804j -0.00384233+0.00359449j -0.00499286+0.00411437j -0.0016855+0.00210644j -0.000564736-0.00171834j -0.00738523+0.00764154j 0.00328176-0.000152713j -0.00343123+0.000929126j 0.00616501-0.00139419j 0.000231103-0.00254398j -0.00162281+0.00600111j 0.00107443-0.0045836j 0.00430097-0.00830449j 0.00459761-0.00536939j -0.0045062+0.00219388j -0.000905792+0.000485967j 0.0055107-0.00786841j 0.00224636+0.00280837j 0.00346321-0.00710795j -0.0030397+0.00572776j -0.00350677+0.00378233j 0.0051604-0.00518629j -0.000218142+0.00305715j -0.00259009+0.00444173j 0.00929919+0.000807974j 0.00109325-0.00269023j -0.00945337+0.00638471j 0.00968084-0.0070077j -0.00253459+0.00463773j -0.000384239+0.00237481j 0.00129771+0.00259688j -0.00861997+0.00209144j 0.00322652-0.00151382j 0.00565672+0.00229149j 0.00502723+0.00163277j -0.00362832+0.000389538j 0.000325949-6.77536e-05j -0.000358166+0.00133117j 0.0080308-0.00421623j -0.00782516+0.00296028j -1.94017e-05+0.002684j -0.003728-0.00316502j -0.00465954+0.000816072j -0.00335755-0.000515932j 0.000678828+0.000730136j 0.00474303-0.00170284j -0.000886378+0.00323831j -0.00463161-0.00193043j 0.00706451+0.00414466j -0.00284807-0.00304711j 0.0063747-0.00435832j 0.000464452+0.00185781j 0.00503525+0.000335343j 0.00200192-0.00248173j -0.000107445+0.00323935j -0.0037645+0.00150463j 0.000632421+0.00259392j 0.00376336+0.00301787j 0.00195632-0.00043876j 0.00200505+0.00352112j 0.000219185-0.000936118j 0.00549761-0.000151599j 0.005458+0.00211079j 0.00459634+8.86186e-05j -0.00272413+0.00328388j -0.00407487-0.00163708j -0.0009431+0.000291619j -0.00592329-0.00144689j 0.00837215+0.00228622j -0.00317716+0.00454282j -0.00276592-0.00363415j 0.00328866+0.00282648j -0.00418442+0.00096943j -0.00221726+0.00279648j -6.79734e-05+0.00121318j 
0.00219832-0.0048395j -0.00164796+0.00136049j 0.00027446+0.00449344j 0.00399658-0.00271069j 0.00189844+0.00110961j 0.000451758-1.88115e-05j -1.76091e-05-0.00163218j -0.00132693+0.00116965j 0.00404174-0.0105112j -0.00224136+0.00360497j 0.00360313-0.00807432j -0.00234315+0.00384286j 0.0002716+0.00237598j -0.0035428+0.0049322j 0.00219647+0.00028474j -1.98956e-05-0.00198777j -0.00055339+0.00245665j -0.00127803+0.00646328j 0.000241309-0.000648288j 0.00585933-0.0110342j -3.40139e-05-0.000154381j 0.00342131-0.00437528j 0.00303922-0.00348747j 0.000145612-0.000929035j 0.00463561-0.0106667j 0.0123701-0.00950868j 0.00797355-0.00674109j -0.000538763+0.00142817j 0.00410984+0.00112638j 0.00465999-0.0055779j -0.000129782+0.00464108j 0.0135464-0.00347215j 0.00326915-0.00593923j 0.00218828-0.000235829j -0.00214726+0.000865349j 0.00222573+0.00041985j 0.00510544-0.00310843j -0.00408179+0.00230718j -0.000587385-0.00328647j 0.00362946+0.00160477j -0.00162467-0.00137727j -0.000903405+0.00205619j -0.00400949+0.00206689j -0.00327014+0.00479472j 0.00665861-0.000870049j 0.00106478+0.00184287j -0.00327073+0.00013109j 0.00145239-0.00343396j 0.00552984-0.00126642j -0.00356545+0.00299658j 0.00529894-0.00266015j -0.000816634+0.00204301j 0.000225198+0.00051883j -0.000979346-0.00281806j 0.0022753+0.00354187j -0.000349928+9.43418e-05j 0.00666593-0.00051791j 0.00228169-0.00336785j -0.00336315+0.00104963j 0.0099602-0.000111983j 0.00227694-0.00163927j 0.00528287-0.00306309j -0.000454777+0.00358197j 0.00028584+0.00399307j 0.00596571+0.000767158j 0.00570114-0.0016263j 0.000125859+0.00132768j 0.00066479-0.000509407j 0.00393505-0.00170744j 0.00226587-0.00251551j 0.00485994-0.00327599j 0.00223694+0.00152835j -0.00309367+0.00226799j -0.00289615-0.00355591j 0.00600506-0.00246616j -0.00211481-0.00178618j 0.00268642+0.000715754j 
-0.000183355-0.000964421j -0.00163102-0.000825912j 0.00153296+0.00187418j -0.00176669-0.00310669j -0.00287147-0.00488608j -0.00277107-0.000981918j 0.00331622+0.000962738j -0.00631209-0.00658982j 0.00595754+0.00254139j -0.00274109-0.00133492j 0.00632692+0.00510742j -0.000340132-0.000242084j -0.00439636-0.00038686j 0.00243541+0.00443803j 0.00541432+0.00741896j 0.00528887+0.00389044j -0.00225776-0.00486435j -0.0022088+0.00166307j 0.00703599+0.00756725j 0.00515496+0.000752808j 0.0056654+0.00673468j -0.00339675-0.00593889j 0.000171077-0.00308764j 0.00365405+0.00536298j 0.00456971+0.00219912j 0.00348941-0.00276846j 0.00472109+0.0124022j 0.0019613+0.00103549j -0.0035834-0.00465492j 0.00858381+0.00771611j -0.00352739-0.00700305j 0.0034697+0.00328755j 0.00277843-6.06136e-05j 0.000612731-0.00977483j 0.000440399+0.00215913j -0.00172342+0.00299476j 0.00150656+0.00820484j -0.00244972-0.0060698j 0.000865549+0.000758823j -0.000474864+0.00171076j 0.00164373+0.00566602j -0.00427838-0.0063311j -0.00375202-0.00139189j -0.000959412-0.0014954j 0.00256612-0.001116j 0.000898411-0.0039171j -0.000664056-0.000262996j 0.00145481+0.00410811j -0.000552067+0.00199699j -0.000323498-0.00728273j 0.000172214+0.00960959j 0.000795976-0.00188521j 0.00170286+0.00621308j 0.000104273+0.000379424j -0.00180275+0.00750047j 0.00148336+0.000730246j -5.00944e-05+0.00175014j 0.00157271-0.00294543j -0.00253101-0.00109004j -0.000762759+0.00706917j 0.00183148+0.0013889j -8.32676e-05+0.00433321j -0.00189983+0.00038999j -0.000189307+0.00305173j -0.00243784+0.00839602j 0.00279165+0.00581753j -0.00223411-0.00139752j 0.0021117-0.00230178j 0.000111892+0.00204485j 0.00422043-0.00518782j 0.000590048+0.00910149j -0.00331618-0.00136327j 0.000117081-0.00125912j -0.00218023+0.00182055j 0.00124008-0.00282416j 0.000362555-0.00163033j 0.000349856-0.000407472j 
-0.00210358+5.94298e-05j 0.00376053+0.00331078j 0.00140632-0.00434214j -0.00545212-0.000444942j -0.00290609-0.00852449j -0.00314288-0.0046535j 0.00108345-0.00413772j -0.00344015-0.00756724j -0.00362377-0.00167063j 0.00200518-0.000671473j -0.00222257-0.00326983j 0.00105467+0.0064735j 0.000163891-0.00602381j 0.0055868-0.00491868j 0.00138779+0.00403446j 0.000331547-0.00496269j -0.000475795+0.00598571j 0.00170934-0.00222948j 0.00391025-0.00288271j -0.00550083-0.00847761j -0.00184474-0.00470275j -0.00729422+0.0051997j 0.000239685-0.00250434j 0.00329248-0.00588305j -0.00101515-0.0112731j -0.0045254-0.00490339j -0.00058483-1.45025e-05j -0.00147316+0.000487701j -0.00600725-0.00225874j 0.000647508+0.0053676j -0.0041166+0.0107339j -0.003369-0.0103542j -0.00395238-0.000241452j -0.00164226-0.00546227j -0.00390261+0.00625458j -0.00129262-0.00163525j 0.00287222-0.00271944j 0.000494725+0.00200121j 0.002659-0.000972504j -0.000488128-0.000654793j -0.000570112+0.00522799j 0.000679473-0.00555809j -0.00561519+0.0075728j 0.00650925-0.00770946j 0.00189327-0.00603023j -0.00449184+0.00222142j 0.00190132+0.00367781j 0.00229325-0.000589767j 0.00106816-0.00425755j 0.000953211-0.000867458j 0.00126947-0.00337452j -0.000209055+0.00131544j 0.00235901+0.000861354j -0.000839021+0.000843739j 0.00399292-0.0029531j -0.00297826+0.00370264j 0.00306872-0.00750739j 0.0014299-0.00196276j -0.00408287+0.00321728j 0.00119485-0.00231964j 0.000626213-0.00158957j -0.00308061+0.000961698j 0.00190259-0.000812488j -0.00196313+0.00253664j -0.00165683+0.000957801j -0.000575336-0.00546947j 0.00256958-0.00156571j 0.00263849-0.00158959j 0.00277057-0.00369029j 0.000530188-0.00390793j -0.0049609+0.00714932j -0.00337782-0.00273j 0.00468591-0.00281813j -0.000409312+0.00448494j -0.00447427-0.00300501j -0.000887404+0.0051889j 0.00117771-0.00142534j 
0.00234797+0.00661305j -0.00542248-0.0036378j -0.00179743-0.00270494j 0.0022632+0.00335376j 0.00568723+0.000733867j 0.00239077-0.00109211j 0.00374146-0.00154458j 0.00488248-0.00473233j 0.00487558+0.00274883j -0.000154711-0.0014355j 0.00300447-0.00155664j -0.00698821+0.000570658j 0.00190789-0.00442574j -0.00281683-0.00891218j -0.00350302+0.0035114j 0.00332063-0.00162801j -0.00464837+0.00454832j -0.00108843-0.00378221j 0.00218306-0.00180937j 0.00893657+0.00178566j 0.0037086-0.00459126j 0.000200084+0.00912192j 0.00267512-0.000824688j 0.00438025+0.00256065j 0.00931652-0.00160996j 0.00680715+0.0147801j -0.000283603-0.000795544j -0.00181135+0.00126067j -0.00175872-6.78916e-05j -0.00583374+0.00552473j -0.0116286+0.00589761j 0.00314736+0.00703778j 0.00179995+0.00216075j 0.000731979+0.00392655j -0.0051175-0.00124839j -3.74185e-06+0.000657177j 0.00745366-0.00304126j -0.00042506+0.000395538j 0.000934275-0.00127762j -0.00359867+0.00151142j -0.0041475+0.00114215j 0.00234674+0.00101718j -0.00522876-0.0059858j 0.00436532-0.000771839j 0.00279865+0.0058837j -0.00616553+0.00232686j 0.00204743-0.00459149j 0.00221001+0.000660941j 0.00351141+0.00143878j -0.0023167+0.00217779j 0.00244146-0.000800124j -0.00362051+0.00058308j -0.00346388+0.000716744j 0.00401119-0.00304666j -0.0025135-0.00053046j -0.00316818+0.000915612j 0.00391078+0.00359965j 0.00639482+0.00308557j -0.00141966-0.00349095j 0.00195385+0.00603172j 0.000555805+0.00286968j -0.000118999-9.18112e-05j -0.00293546+6.99229e-06j -0.00729924+0.00233136j -0.00216328+0.00244045j 0.000310949+0.00220947j 0.00341604+0.000994111j 0.00179299+0.00414723j 0.00504025+0.00206606j 0.00373877+0.00437052j -0.00305703+4.74927e-05j -0.000552716-0.00140543j 0.00173992-0.00105261j 0.00188669-0.002911j -0.000134883+0.0058405j 0.00153547-0.00620399j -0.00475957+0.00310142j 
0.00404396+0.00231297j -0.00333977-0.00175374j -0.00470887-0.000961298j 0.00309517+0.00101933j -0.00342571+0.000696194j -0.00414113+0.00125133j -0.00387644-0.0029757j -0.00765455-0.00335745j 0.00230984+0.00244662j -0.0023133-0.00161585j -0.00383204+0.000512178j 0.0036752+0.00123851j -0.00826128-0.00225339j -0.011794-0.0041685j 0.00566601+0.00192495j -0.00384252+0.00271535j 0.00734446+0.00239415j -0.00476198-0.00180009j -0.00367976-0.0024532j -0.00237525+0.00319488j -0.00458853-0.000682019j 0.0122081+0.00578345j -0.000545615-0.00412932j -0.00458414+0.00119383j -0.00774192-0.00317487j 0.00662134+0.00515492j -0.000532458+0.000358323j 0.00111602+0.00485243j 0.00100005+0.00134639j 0.00686931+0.00631347j 0.00954414+0.00944646j -0.00194322+0.00429946j 0.00216243+0.00392755j -0.000620697+0.000921178j 0.00517637+0.00664919j -0.00258561+0.00203792j -0.00283714-0.0079947j 0.0015877-0.000244749j -0.00206654-0.00190768j 0.00108182+0.00181208j 0.00243243+0.00506491j -0.00255451-0.00225179j 0.00327678+0.00277634j -0.00614241-0.00761254j -0.00125812-0.00106552j 0.00409324+0.00706595j -5.81681e-05-0.00495174j -0.000414475-0.00231753j -0.00178801-0.00170242j 0.000349276+0.000555164j -0.00529485-9.31973e-05j 0.00268287+0.00172703j 0.000133111+0.00189128j -0.00115232-0.00308112j -0.00509887-0.00151209j 0.00342687+0.0043069j -0.00244846-0.00229019j 0.000820199-0.00488068j 0.00138499+0.00301j 0.00187468+0.000181056j -0.000640571+0.0019849j 0.000210085+0.00194379j -0.000871143+0.000163198j 0.0013021+0.00900985j 0.00172814+0.00374167j -0.00395128+0.00406792j -0.00223065-0.00368228j 0.000286348-0.002381j -0.00130149-0.00436429j 0.0015654-0.00224048j 0.00484753+0.00466342j -0.00223427+0.00240723j -0.00239216-0.00461028j 0.000146791-0.00152242j 0.00141918+0.00423433j -0.000659742-0.00412498j -0.00167783+0.00350965j 
-0.00221316-0.00468663j 0.000113659-0.00279046j 0.00220709-0.000956285j -0.00263733-0.0101572j 0.00207069+0.0096071j 0.00133877-0.00229815j -0.00117237-0.00333994j -0.00172409-0.00516195j 0.0013445+0.00221882j -0.00377803+0.00202835j -0.00270121-0.00632179j 0.000524981-0.00525249j 0.000255386+0.000712024j 0.00127013-0.0014405j 0.000192943-0.00411342j -6.32017e-05+0.0109232j -0.00161848+0.00323286j -0.000517052+0.00709669j 0.00261525-0.00383523j -0.00416471+0.00914746j 0.00587213-0.00624498j -0.00355245+0.00258371j 0.00195211-0.00551186j -0.00336476+0.00802785j -0.000896825+0.00124022j -0.00862531+0.0054737j 0.00230459-0.00662968j -0.00264401+0.0120635j 0.000259691-0.00623555j 0.000679814+4.07157e-05j -0.0046821+0.00372102j 0.00747974-0.00682909j -0.00718775+0.00778811j 0.00389444-0.00468697j -0.000689205+0.00662687j -0.000335631+0.000899811j 0.000804361-0.000196578j -0.00298439+0.00417868j 0.00067159+0.000307658j -0.000805859+0.00128833j 0.000502939+0.00135067j -0.00177378+0.00287376j 0.00650612-0.00923015j 0.000508703+0.00223479j -0.00139323+0.00106049j 0.00440246-0.00144093j 0.00216452+0.00067642j -0.000614012-0.00312355j 0.00292238+0.000284088j 0.00228905-0.00239619j -0.000958053+0.00121047j 0.00447523-0.00316221j 0.000880234-0.000161327j -0.00612418+0.00220312j 0.00322752-0.00213786j -0.00151241+2.26706e-05j -0.00135865-0.000105558j 0.000889367-0.000502662j 5.64926e-05+0.00273766j 0.00125827-0.00177958j -0.00240313+0.0041877j 0.003735-0.00319666j 0.00136989-0.00136278j -0.00087596+0.00465188j 0.000507185-0.00192139j 2.0014e-05+0.00470558j -0.00515362+0.0041791j -0.00202368+0.00211684j 0.00191855-1.61695e-05j 0.00283022-0.00626001j 0.00136059-0.00333568j 0.00447768-0.004009j 0.000633464+0.0026886j -0.00486923+0.00390835j 0.00123685-0.00404716j 0.0010664+2.40247e-05j 0.0024353-0.00255425j 
-0.0042574-0.000843813j -0.000312552+0.000865556j -0.000740679-0.000109457j -0.00967832-0.00065014j 0.00975691-0.00161463j -0.00224162-0.00144184j -0.00425152+0.00168047j -0.00527286+0.00111604j 0.00257728-0.00270217j 0.00098237+0.00408085j -0.00616334+0.00159292j -0.00494388-0.000555157j 0.00120802+0.000812868j -0.00203192+0.00318365j -0.00649495+0.000232717j 0.0110234+0.00134845j 0.00452217-0.000611316j 0.00623217+0.00250019j -0.00537582-0.000735232j 0.010878+0.00194505j -0.00865483-0.00259531j 0.00463975-0.00119741j -0.00299202-0.00257739j 0.00718477+0.00324322j 0.00108603+0.00135173j 0.00859194+0.00369088j -0.00619621-0.00172612j 0.0108618+0.00324739j -0.00459445-0.0014173j 0.000785471-0.00212097j 0.00782684+0.00285007j -0.00437255-0.00905554j 0.00949702+0.006588j -0.00164934-0.0053519j 0.00549006+0.00143889j 0.00138472-0.000596233j -0.00167904+0.000352476j 0.00398922+0.00199046j 0.00057+2.11488e-05j 0.00180296+0.00152243j 5.7613e-05-0.00157275j 0.0024908+0.00115047j -0.00921049-0.00661865j -0.000108883+0.00132862j 0.00328718+0.000639145j 0.000561187-0.00527369j -0.000152414-0.00021858j -0.00367626+0.000228986j 0.000927061-0.0031042j -0.000876572-0.00377426j 0.000529773+0.00189765j -0.00279782-0.00455758j -0.00141864-0.00103664j 0.0020287+0.0074995j -0.00392327-0.00173795j 0.00038105+0.00142514j 0.00174846-9.35583e-05j 0.000310608-0.0012542j 0.00232027-0.000342747j -0.000789191-0.00221342j 0.00490077+0.00209098j -0.00227998-0.00414366j -0.00127092-0.00196529j 0.00526534+0.000414406j -0.00200005-0.00157976j 0.0052066-0.000647335j 0.0044098+0.00592784j 0.00214558+0.00234346j -0.000650061-0.00214685j -0.00435972-0.00361525j -0.00327994-0.00089663j -0.0031951-0.00474852j 0.00150871-0.00013036j 0.00229184+0.00544562j -0.0028512-0.00254212j 0.000990681+0.000941363j -0.000672151-0.00361593j 
-0.00153259-0.000157821j 0.00714957-0.00165243j -0.00123921-0.00292933j 0.000275135+0.00243664j 0.000560493+0.00203438j -0.00432733+0.00278401j 0.000842554+0.001932j 7.58416e-05-0.00199618j -0.00473389+0.000653819j -0.00184437+0.0010622j 0.00205333-0.0015375j 0.000708898+3.18185e-05j -0.00285807-0.000770057j 0.00106713+0.000986902j -0.00295456+0.00238627j -0.000729481-0.00192408j -0.0021372-0.00251523j 0.000328252-1.88955e-05j -0.000174594-0.000838261j 0.00382175+0.00331678j -0.00180894+0.000557518j -0.0028106+0.00165938j 0.00542804-0.000909698j -0.00748516+0.00478185j -0.0075761-0.00289607j -0.000674471-0.00146435j 0.00235821+0.000205681j -0.00200829-0.00108875j -0.0036781+0.00293582j -0.0024775-0.000467252j 0.00503922-0.00312851j -0.00064182+0.00107154j 0.00159238+0.000164186j -6.8434e-05-0.00044155j -0.00372463+0.00295828j 0.00806486-0.00329379j 0.00903755+0.00182223j 0.00150328+0.00119195j -0.00648324-0.0012149j -0.0010074-0.000141685j -0.00641866+0.000212791j -0.00756831+0.0028703j -0.000225469+0.000246331j -0.00240735-0.00181403j 0.00101671-0.000910774j 0.000472107+2.15187e-05j 0.00760746+0.000170708j -0.000337214+0.00116681j 0.000891414+0.000767278j 0.00104056+0.000293673j -0.00528159-0.00656236j -0.00308612-0.00175098j -0.00157222+4.27015e-05j 0.00503276+0.00344688j -0.00286546+0.0015558j 0.00198137+0.00273291j 0.00463541+0.00092674j 0.00215781+0.000392356j 0.00385737-0.000688911j 0.00385407+0.00241427j 0.00208759-0.00338323j -0.00198839-0.00186094j -0.00227739+0.000594878j 0.00113796-0.00155408j -0.00181448-0.000430356j -0.00268913+0.000859903j 0.00329973-0.00105408j -0.00385308-0.000259199j -0.00744382-0.00175634j 0.00544093+0.00122763j 0.00218003+0.000976195j 0.00116494-0.000191316j -0.00183915+0.00240057j -0.00413243+0.00117756j -0.00871622+1.2577e-05j 0.00285916+0.000954458j -0.00387469+0.000332571j 
