0.00832943-0.00470664j 0.00385234+0.00241522j -0.00978551-0.000603383j -0.00788388+0.00478494j -0.00405637+0.00371967j 0.00681303+0.00175459j 0.00209627-0.00121388j -0.0137488+0.00425815j 0.00598092-0.00189638j 0.00351624-0.00100877j 0.00153937-0.00145668j -0.0167546+0.0069107j 0.00244631+0.00499729j 0.0152925-0.00115193j 0.00461619-0.000393639j -0.0155362+0.00329098j 0.0066889-0.00359231j -0.000633138-0.00263636j 0.0158016-0.00697646j 0.0116072+0.00214847j 0.00502743-0.00427519j 0.00865756-0.00017816j -0.00144568-0.00121218j -0.00127616+0.00232753j -0.0047634-0.00307431j -0.00604713-0.00313067j -0.00445712-1.13323e-05j 0.00259502-0.00388074j 0.00674362-0.000403785j 0.00218468+0.000358635j -0.00364313-0.001698j -0.00395369-0.000178993j 0.0071825+0.000180245j 0.0148578+0.00157633j 0.000995427+0.00156958j -0.00326929+0.000331314j 0.00184321-0.00107046j 0.000373916+0.00198296j 0.00703798-5.91198e-05j 0.00268124+0.000332184j 0.00101917-0.00186306j -0.002351-0.00231314j 0.00298304+0.00192935j 0.00910904+0.00439999j -0.00610339-0.00400912j -0.00379508-0.00228266j -0.000858082-0.00166889j 0.00424067+0.00249027j -0.00259124-0.00100191j 0.00412435+0.00133163j -0.00440624-0.00206319j -0.000312401-0.000927982j -0.00263602+0.00026053j -0.00044975-0.00129906j -0.000244446+0.000649927j -0.00258411-0.00280685j 0.00342574+0.00273542j 0.00161064+0.00223456j 0.00176672+0.00372245j -0.000749028+8.5711e-05j 0.00764396+0.00308023j -0.0031549-0.00476136j 0.00162237-0.00149925j 0.0021675+0.00513047j -0.00330736-0.000732744j -0.0043371+0.000361503j 0.00341939+0.00082382j 0.00285574+0.00265119j -0.0028862-0.00638878j -0.00520268+0.0022054j -0.00301714-0.00336584j 0.00351054+0.000787256j -0.00471982-0.00298446j -0.000927448-0.0061158j 0.00635725+0.00295879j 0.00730133+0.00393993j 0.0015089-0.00423504j 
2.54239e-05+0.00066632j -0.00174678+0.00711116j 0.00236254+0.0046334j 0.00032014-0.00307969j -0.000340489+0.00227198j 0.0018021-0.00995475j -0.00187336+0.000601884j -7.15446e-05+0.00163738j -0.00246973+0.00192972j -0.00214939-0.0032553j 2.58145e-05+0.000600951j 0.00130997-0.00110652j -0.000592604-0.0018931j 0.000996854+0.00301096j -0.00331964+0.00187137j 0.00411414-0.00429372j 0.0030893-0.00189506j -0.00165072-0.00235371j 0.00682732-0.00590231j -0.00474004-0.000262951j 0.000424405-0.00257449j 0.00340797-0.0159752j 0.00167306-0.00970869j 0.00166558-0.00919979j 0.00312416+0.00422243j -0.0016699-0.000189623j 0.00143783+0.00181578j -0.00615995+0.0160854j 0.00289833-0.00793298j -0.0021107+0.00382162j -0.00204139+0.00460381j -0.00676061+0.00600935j 0.00362984-0.00620378j -0.0102198+0.0105193j 0.000519657+0.00401326j 0.00138191-0.00951283j -0.00333894+0.00325965j -0.00350272+0.00324668j 0.00856956-0.000696857j 0.00258917-0.00339996j -0.00846033+0.00793739j -0.00688056-0.00470735j 0.00286351-0.00237742j -0.0056925+0.00828273j -0.00315971+0.000821627j -0.00680699-0.00078888j 0.00485232+0.000696894j 0.00645594-0.00483872j -0.00403584+0.000808207j -0.00689866-0.00319312j 0.00569439+0.00496907j 0.00317781-0.000401725j -0.00333154+0.00203743j 0.00742971-0.00202634j 0.00470532-0.00789688j 0.00188139+0.000623693j -0.0043175-0.00368698j -0.00176511+0.000799046j -0.00134431-0.00195197j 0.00139027-0.000213523j 0.00500495+0.000112565j 0.00168722-0.00120713j -0.00364563-0.00331856j 0.00266188+0.00430985j -0.00339749-0.00261973j -0.00291896-0.00365719j 0.00126501+0.00167326j -0.00199717-7.12736e-05j 0.001668-0.00117823j -0.00485345+0.00405982j -0.00176789-0.000436149j 0.00352578+0.000973527j -0.00592274-0.000185271j 0.00951525-0.00525761j 0.00560788-0.000483172j -0.00214025-0.00196217j -0.00714686-0.00107784j 
-0.000474937-0.000787406j -0.00333937-0.00193317j 9.97676e-07-0.000794353j 0.000629826+0.00208378j -0.0016248-0.000285631j -0.00277751+0.00455276j 0.00343295-0.00151665j 0.000402913-0.0018042j 0.00289937-0.000233271j -0.000963559+0.000878277j 0.000277919-0.00165456j 0.00305979+0.00186001j -0.00702469+0.00170504j -0.00232098+0.00237844j -0.00773478-0.00146155j 0.00176019+0.000272473j 0.000424427-0.0016653j -0.00520534-0.000391348j 0.00483519-0.00102287j 0.00331951-0.00163417j 0.00496083-0.00120038j -0.000917423+0.00519659j 9.31668e-06+0.00126488j 0.00133939+0.00327908j -0.00426316-0.00300772j 0.00686123+0.000762025j -0.000892768+0.000224496j 0.00100643-0.00313885j 0.00306214+0.00567148j 0.00174086-0.0029744j -0.00409048-0.00135473j 0.00132035+0.000104392j -0.00256918+0.000779122j -0.00193329-0.00319467j 0.00132057-0.00086481j -0.00294632+0.000520537j -0.00523757-0.000277753j 0.00113988+0.000100287j 0.0102026+0.00289072j -0.00255866+0.000563739j 0.00548303-0.00217078j -0.00732401+0.00142886j -0.00254077-0.000437558j -0.0030173-0.0040622j -4.06381e-05-0.00231252j 0.00314247-0.00219084j -0.00472561+0.000637402j 0.00116839+0.00456126j 0.00404983+0.00229909j 0.00267885-0.000168267j -0.00149036-0.0102778j 0.00418096+0.000294319j 0.0053243-0.000791444j 0.000360101+0.00548983j -0.00313629-0.00207576j -0.00156826+0.00289249j -0.000221375-0.00259285j 8.36987e-05-0.00158331j 0.000704147-0.00449118j 0.00166363+0.00292503j 0.000531228+0.00182779j -0.00123074-0.00426041j -0.00297249-0.00221396j -0.000941869-0.00443372j -0.000199649-0.00623187j 0.000554562+9.9474e-05j -0.00259055-0.00394225j -0.0028182-0.000890603j -0.00365509+0.000243975j 0.00431758+0.00459821j -0.00361811-0.00199274j -0.00247441-0.00442441j 0.001589+0.0016335j -0.00268124+0.00257236j -0.00282073+0.000672499j -1.21987e-05-0.000179838j 0.00230569-0.00345844j 
-0.000996166-0.00242049j 0.00221139-0.00378404j -0.00112734+0.000698573j 0.000458967+0.00226953j 0.00236055+3.78774e-05j 0.00233547-0.00361183j -0.0019507+0.00438409j 0.00169159+1.41382e-05j -0.000575144-1.31425e-05j 0.00329999+0.000214844j -0.000333558-0.00178005j -0.00632976+0.00410051j 0.00348219-0.00662853j 6.55158e-05-0.000928379j 0.00297145-0.00647321j -0.00153946+0.00215206j 0.00154543+0.0029943j 0.000465867-0.0071604j 0.00515632+0.00654271j 0.00310735+0.00464706j -0.00187761+0.00454052j -0.00300802-0.000492681j -0.00278884+0.000642988j -0.00340635+0.0015803j -0.000743241-0.00438559j -0.00306988+0.00566199j -0.00358467-0.000533455j 0.00253298+0.00192668j -0.0034386+0.0050928j -0.00107103+0.000567154j 0.00430939-0.00467511j 0.00501295+0.00146033j -0.00586787-0.005104j -0.00591155-0.00549921j 0.00575126+0.00322933j 0.000176559-0.00407961j 0.00172136-0.00438464j -0.00174573+0.00112014j -0.00792571+0.00906937j 0.00153154-0.00316242j -6.91196e-05+0.00432195j 0.00172723-0.00893981j -0.00154546-0.00440069j 0.000162854-0.007804j 0.00267346+0.00200404j -0.00224029-0.00106496j 0.00129276+0.000865407j -0.00532982+0.000708809j -0.000809832+0.00384521j 0.00142848+0.00151738j 0.00762259+0.000673151j -0.000109034+0.00480831j 6.71472e-05+0.00671917j -0.00738888+0.000652553j 0.00459628-0.00259947j -2.21407e-05+0.00464311j 0.00301113-0.00228659j -0.000180295-0.00029706j 0.00309923-0.00146473j -8.22782e-05+0.00579759j 0.000309314+0.00396658j 0.00384313+0.00221994j 0.00472876+7.40286e-06j 0.00302398-0.00274829j 0.00629908-0.00170859j 0.00329876-0.00146073j 0.00525998+0.00172742j -0.00245145-0.0018412j 0.000929508-0.000503515j -0.00633502+0.000302959j 0.00372491-0.00557884j 0.00780381+0.00310448j -0.00282815+0.00127446j -0.00032566+0.000650785j -0.00108179+0.000953341j 0.000236024+0.00188165j 0.00467013-0.000304356j 
0.0011766+0.000205256j -0.004288-0.00224886j 0.00244304+0.00215183j -0.0031245-0.00196718j -0.00460956-0.00279786j 0.00154245+0.00300023j -0.00271019-0.00173296j 0.00285036+0.00316678j -0.00117883-0.000237068j 0.00166218+0.00279629j 0.00207658-0.000645698j -0.000342408+0.00045456j 0.000618703-0.000164241j -0.00593385-0.000797305j -0.00683949-0.00331017j 0.00684564+0.00755399j 0.00377842+0.00371164j 0.0023284+0.000685601j 0.00438361+0.00819973j -0.00345224-0.00635495j 0.00285058+0.00055474j 0.00517867+0.00800062j 0.00580349+0.00434986j 0.00641163+0.00492648j -0.00167227-0.00104586j 0.000327936+0.00169385j -0.000860783+0.00158381j -0.00942234-0.00549567j 0.00283395+0.0065621j -0.00336869-0.00518663j -0.00378282+0.000808989j -0.00668708-0.00200829j 0.00556236+0.00376356j -0.00358886-0.0079538j -0.00222203-0.00147875j 0.000639105+0.000630572j -0.00672239-0.00536713j -0.0024485-0.00403536j 0.00826771+0.00667834j 0.0010857-0.00157639j -0.00144688-0.00885845j 0.000307013-0.00603424j 0.00238992+0.00394584j -0.00278719-0.00440253j -0.00184363-0.00185357j 0.000637318-0.00679281j -0.00169282+0.00114796j 0.0041232+0.00700983j -0.00283167-0.00342686j 0.00180385-0.00211851j 0.00444602+0.00374546j 0.00316539+0.00493656j -0.000264371-0.0023581j -0.00127281+0.00406029j 0.00320432-0.000926447j -0.00511789+0.000177592j 0.000638536+0.00226905j 0.00212177-0.00511669j 0.00391742-0.00155379j -0.00336121+0.00117659j -0.00224966+0.00656551j 0.000843739-0.00448975j 0.00113091+2.55492e-05j -0.0026055+0.00809794j -0.00137649-0.00478485j 0.0026866-0.00249254j 0.000153133+0.00145435j 0.000102676-0.00755848j -0.000133156+8.99005e-05j -0.00388358+0.00343277j 0.000159515-0.00232883j -0.00414456+0.00281725j -0.00199854-0.00612026j -0.00209648+0.00110141j 0.00124881-0.0071447j 0.00118411-0.00760651j -0.000317391-0.00288382j 
0.000146156+0.00197076j 0.000846999+0.000317651j 0.00120476-0.000677527j -0.000100046-0.00348067j 0.000364014-0.00211047j 0.000419687+0.00167418j -0.00231321+0.00030224j 0.0017963-0.000922623j -0.000381186-0.000349225j 0.00185714+0.00153051j -0.000997397+0.000307583j -0.00304807-0.000693051j 0.00236262+0.00614703j 0.00242785-0.000939937j -0.00235702+0.00800205j -0.00177273-0.000365471j -0.000876499+0.00366447j -0.00394681+0.00686316j 0.00196519-0.00695263j 0.00135229-0.00668002j -0.00338759-0.00192488j -0.00291839+0.010052j -0.00474729+0.00433962j -0.00111525+0.00444285j -0.00372157+0.00429566j -7.6287e-05-0.00414332j -0.00115445+0.00496431j 0.00488778-0.0061622j 0.00451815-0.00526593j -0.00549395+0.00123465j 0.00449586+0.00378108j 0.00465218-0.00216858j -0.00836047+0.00633562j -0.00480003+0.00478035j 0.00773886-0.00563398j -0.00633827+0.0046826j -0.000856694+0.00463589j -0.000803539-0.00126174j 0.00591701-0.0110544j -0.000728343+0.00215658j 0.00282355-0.00401208j -0.0021623+0.00773481j -0.00342289+0.00304171j -0.00555557+3.0022e-05j 0.00077531+0.00046357j -0.00555948-0.00135998j 0.0012673+0.00452067j -0.00139985-0.000170766j 0.00296979-0.00335834j 0.000139749-2.31883e-05j -0.0057822+0.00386786j 0.00577454-0.00279682j 0.00426814-0.0012746j 0.00267939-0.00474519j -0.00595974+0.00379168j 0.00341566+0.000345702j -0.00502849+0.00192085j -0.00172919-0.000506238j -0.0052911-5.60572e-05j 0.00452976+2.17046e-05j 0.00406109+0.000383578j -0.00224561+0.00216137j -0.00078546+0.00783946j -0.00656793+0.00206006j -0.00961948-0.000414737j 0.00203032+0.00116746j 7.31488e-05+0.00443834j -0.00201886+0.00202388j -0.0010266+0.00364694j 0.0025367-0.00154143j -0.00119575+0.00207762j -0.00138658+0.00299465j 0.000300454-0.00170963j -0.00201913-0.000782151j 0.00176076-0.00182781j 0.00137727-0.00124348j -0.0020194+0.00159335j 
0.000217998-0.00138702j -0.000610953-0.00304868j -0.000104036+0.000248915j -0.00132458+0.00163194j -0.000533559-0.00147486j -0.00241862-0.00233128j 0.00256691+0.00237014j -0.000444422-0.000628445j -0.00105982+0.00112128j 0.000886475-0.0041745j -0.00110015+0.00147072j 0.000948938+0.0103704j -5.4055e-06-0.00780721j -0.00224475-0.00464275j -0.0008106-0.001262j 0.00126951+0.00497573j 0.0050014-0.00363085j -0.0030182+0.00469608j 0.00183838-0.0067635j -0.000588711-0.002546j 0.00239898+0.00466327j 0.00426256-0.00290213j 0.000749953+0.00300923j 0.00214877+0.00370598j -0.000506909+0.0014351j 0.000375317+0.00518269j 0.00205304+0.0028092j -0.00463331+0.000103602j 0.00156898+0.000920989j 0.00133055+0.00619882j 0.00226091-0.0143918j 0.00173113-0.00832932j -0.00313893+0.0154547j -0.00411424+0.0123514j -0.000540834-0.00966694j 0.000186816+0.00296057j -0.000358198-0.00204025j 4.58627e-06-2.5821e-05j 4.22069e-05+0.00567173j -0.00142501-0.000440239j -0.00191445+0.00107843j -0.0030313-0.00218228j -0.00451832+0.00524858j -0.00614057+0.00428323j 0.00451525-0.00263688j -0.00459107+0.00815468j 0.00210861-0.0050616j -0.00189751+0.00602728j -0.000246784-0.00113488j 0.00185076-0.00188449j 0.00582502-0.00273024j 0.00397039-0.00126453j 0.00976205-0.00355444j -0.00594664+0.00568245j 0.00202563-0.000643867j 0.00602011-0.00461116j -0.00131567+0.00132721j 0.00182903+0.000188929j -0.00207782+0.00246565j 0.0082393-0.00374786j 0.00464951-0.00135461j 0.00454564-0.00369508j 0.0075267-0.00211954j -0.0014681+0.00328574j -0.00106151+0.000383407j -0.00059987-0.00374678j 0.0081459-0.00543782j 0.000477282+0.00254651j 0.00421704-0.00237757j -0.00242162+0.00366945j -0.00207757-0.00332778j 0.00406926-0.00541007j 0.00013716+0.00173071j -0.00144625+0.00039487j -0.000839318-0.00161563j 0.000415356-0.00070107j 0.0031112-0.0015103j 
-0.00120453-0.00101853j 0.000188331-0.00277124j 0.000326818+0.00281628j 0.00166412-0.00228043j 0.00135146-0.00245576j 0.00212865-0.00579656j -0.00219349+0.0079988j 0.002051-0.0047469j 0.000678675+0.000456063j 0.00167105+0.000806354j 0.000228092-0.00155786j 1.70387e-05+0.00563095j -0.000633759-0.00281696j -0.00334571+0.00265699j 0.00437051+0.000774565j 0.00142187+0.00122394j -0.00192197+0.00736956j 0.00392664+0.0010382j -0.0021479+0.00047673j 5.03986e-05-0.00336841j -0.00225903+0.00293251j -0.00822867+0.0143352j -0.00140244+0.00997373j 0.000661277+0.00484387j -0.00131945+0.000948631j -7.19435e-05+0.00326061j 0.000470395+0.00443207j 0.0071003-0.00485143j -0.000561879-0.00287367j -0.00121624+0.00656879j -0.00550371+0.000319931j 0.00217355-0.00392424j 0.00642134+0.00146685j 0.00534545+0.00269954j 0.00477049-0.00736892j 0.00115321+0.00157197j 0.00172084+0.000863671j -0.00395427+0.00541271j -0.00123164-0.00110063j 0.00124338-0.00343668j 0.00573451+0.00154351j 0.000891502+0.00237519j 0.00667576+0.00207148j -0.00447165+0.000453648j 0.00116796-0.00425934j 0.000767497+0.00407373j 0.00537678+0.00179362j -9.80734e-05+0.0026148j -0.00154108+0.000298781j -0.00258444+0.000458134j 0.00170418+0.000896256j 0.00214661-0.00538358j -0.00426304-0.00194778j 0.000612933+0.00211585j 0.00240097+0.000311738j -0.00244851+4.99775e-05j 0.00127841+0.00138891j -0.00287045-0.00183213j 0.00301643+0.00138707j -0.00257058-0.00299163j 0.00445856-0.00392376j 0.00330139+0.000971024j 0.00673577-0.00355169j 0.00361754+0.00359778j -0.00336988+0.00610557j 0.00448296-0.00102599j 7.85304e-05-0.00228162j -0.00297447+0.00114075j -0.00258089+0.00121955j -0.00326416+0.00132937j 1.95834e-05-0.0020904j 0.00926752+5.04496e-05j -0.00492525+0.00209184j 0.000391636+0.000154801j 0.00206197+4.93934e-05j 0.00126432+0.000154101j 0.0020156-0.00199358j 
-0.000136556-0.000541573j -0.00195707+0.000192613j -0.00109441-0.000415302j -0.00219419+0.00159181j -0.00343509+0.000642103j 0.0030084+0.00333376j 0.00155507-0.00166349j -0.00395817+0.000924251j 0.000244321-0.000899967j 0.00162194-0.000750011j -0.000289407+0.000863019j 0.00242056+0.00229883j 0.00669321+0.00168733j 0.000512675-0.000907109j 0.00519252+7.28938e-05j 0.0010688-5.81004e-05j 0.0048689-0.000717456j 0.00773531+0.00506064j -0.00556432+0.00159877j -0.00821161+0.000888939j 0.00138533+0.000384287j 0.0158729+0.000804833j 0.00707395+4.72561e-05j 0.00687485-0.000214078j 0.00407389+0.000366679j -0.00226609-0.00133632j 0.00460369-4.6262e-05j -0.0119217-0.000872996j -0.0025488-0.00476107j 0.00288245+0.00202102j 0.00191928-0.00498608j -0.00585398-0.00175863j 0.00649384+0.00637516j 0.00254569-0.000690338j -0.0101642-0.00376746j 0.00783138+0.00256996j 0.00373603+0.000747218j 0.00111995-0.00213867j -0.00943142-0.00580358j 0.00104844+0.00251401j -0.00772986-0.0021258j 0.0104604+0.00108217j 0.00352756+0.00219588j 0.00195472+0.00376318j -0.00121547-0.00164495j 0.00074035+0.001531j -0.000220302+0.000867965j 0.00145635+0.00175835j -0.00469815-0.000650873j -7.73433e-05-0.00020307j 0.00083712+0.00492554j -0.00437956-0.0054888j -0.00111067-0.00788095j -0.00177851-0.00173159j 0.00477515+0.00378865j -0.00198535-0.000270922j 0.00160582+0.00332536j 0.00175299+0.00142083j -0.000182856+0.00303133j -0.00151437-0.00223287j -0.00125438-0.00293982j 3.91983e-05+0.000918617j 0.00216624-0.000554468j 0.00203036+0.00317912j 0.00417377+0.00679639j 0.000745647-0.00384221j 0.00135628+0.000628024j 0.00435946+0.00106608j 0.00336127+0.00191031j 0.000530205-0.00433187j 0.00242872+0.00329178j -0.00270008+0.00224905j 0.000554839-0.0011494j 0.00130547+0.00408352j -0.00199101+6.17533e-05j -0.000488808-0.000810888j -9.97072e-05-0.00169312j 
0.000806217-0.000337825j -0.000241041+0.00422307j -1.52974e-05+0.00171198j 0.00207346-0.000293674j 0.00199725+0.00263094j 0.000651359-0.00343905j -0.000177145-0.00066833j 0.00162605-0.00242784j 0.00131447-0.00249213j -0.00425896+0.0033943j 0.00190398-0.00635853j 0.000803145+0.00319247j -0.00510492+0.00509719j -0.000717211-0.00212082j -0.00115834-0.00193324j -0.000547872-0.00219489j -0.00421477-0.00500024j 0.000964724+0.00348802j -0.00558176+0.00358082j 0.00151791-0.00333622j 0.00285902-0.0048363j -0.00841146-0.00897962j -0.00252721-0.00365725j -0.00325631-0.0031835j 0.00273024-0.00964691j -0.00194614+0.0036839j -0.0012981+0.00249749j 0.00303667+0.00824391j -0.00237085+0.000752173j -0.0014868+0.0050193j -0.00153622-0.00854611j -0.00816847+0.00520991j -0.000778254+0.0064159j 0.00649493+0.00123831j 0.00708395-0.00337003j 0.00437371-0.00526545j 0.00164734-0.00522335j 0.00192328-0.000953502j 0.00285602+0.00118096j 0.00378395-6.17333e-05j 0.00558214+0.00147761j -0.00522181+0.000617818j 0.00258988+0.0020901j 0.0060628-0.000598804j 0.00106466-0.00593432j 0.00061793+0.00488438j 0.00123379-0.000247678j -0.00627609+0.00311378j -0.00348854+0.00195026j -0.0042079-0.00131977j -0.00399846-0.00157353j -0.00361866+0.000422655j 0.00667412-0.00752403j 0.00407498+0.0023125j -0.00374753-0.000845708j -0.00595779-0.000773306j 0.000622358-0.00034916j 0.0065255-0.0027989j -0.00142701+0.00282583j -0.00499268-0.00229988j -0.00159797+0.000236003j 0.00273729-0.00525249j 0.00023265-0.00339514j -0.00129029-0.00103475j 6.97041e-05-0.000722597j 0.000553932+0.00140054j -0.00655636-0.00153698j -0.00332027-5.03694e-05j -0.00346664-0.000999008j 0.00192544+0.000970046j -0.00103074+0.000657596j -0.000979356+2.65571e-06j -0.00143498+0.000315536j 0.00298635-0.00224215j 0.00153571+0.00212005j -0.0022965+0.000736663j -0.00219465+0.00095979j 
0.00206696+0.00131252j 0.00149677-0.00196443j 0.00176856-0.000710844j -0.00170595-0.00140473j 0.000662564-0.0005391j -0.00442215+0.00108707j -0.000601484+3.69239e-05j 0.00355756+0.0045789j -0.0012971+0.0031203j -0.00390561-0.00302816j 0.00197951+0.00472576j 0.00505071-0.00313974j -0.00400268-0.00362265j -0.00471187-0.00201072j -0.00072748-0.00164033j 0.00115485-0.00207413j -0.0058804-0.000501735j 0.00372327+0.00129637j -0.00563735-0.00232634j 0.00166445+0.00139347j -0.000671998+0.000479643j -0.00932373+0.000564575j -0.00257196-0.000488883j -0.00038807-0.00186082j 7.03143e-05+0.00185826j 0.00332569-0.000940244j 0.0026276-0.00276719j 0.00665551+0.000615902j -0.00311222-0.00366995j 0.00438245-0.00122395j -0.0093781+0.00071277j -0.000762882-0.00128507j 0.011936+0.00164753j 0.0127708+0.00292182j -0.00707702+0.00478108j -0.00269609+0.000167642j -0.00204478+0.000470724j -0.00216885+0.000345816j 0.00523527+0.00265179j -0.00238614+0.00403981j 0.00413468+0.00491899j -0.000385567-0.000881049j 0.00295635+0.00212564j 0.0038133+0.00385192j -0.000138779-0.00229505j 0.0065152+0.00408582j -0.003653-0.00206157j 0.00375545+0.000648273j -0.00036525+0.00135223j 0.000857475+0.00201569j 0.002067-0.00209651j 0.000444949+0.000766386j -0.00588283-0.00212303j 0.0025582-0.00113479j -0.000709422+0.00122373j -0.00290898-0.00790258j 0.00161947+0.00322117j -0.00121138-0.00275538j 0.00288856+0.00321159j -0.00341196-0.00629067j -0.00242707-0.00530346j -0.00276393-0.00312606j -0.000728467+0.000473979j 0.00227848+0.00271911j 0.000932564-0.00218621j -0.00301104+0.00418345j -0.000361857-0.00575966j 0.00408547-0.00499366j -0.00171962-0.00547993j -0.002066+0.0021266j 0.000721114-0.00174915j -0.00244839-0.0030262j 0.00181943-0.00133677j -0.00410282-0.00325088j 0.000428221-0.00384539j 0.000750882-0.00267493j 0.000771235+0.00364244j 
-0.00020996+0.00191534j 0.000251665-0.0031575j 0.00111282-0.00175805j -0.00174685-0.000863924j -0.00066911+6.75074e-05j -0.000801464-0.00100615j -0.000779246+0.00464451j 3.05188e-05+0.00433569j -0.00167692+0.000208146j 0.0035337-0.00377444j -0.000662504+0.00143226j -0.00278516+0.00234013j -0.00100364+0.0054496j 0.00164255-0.00149377j -0.000226564-0.0072389j 0.004163-0.0108433j 0.00152795+0.0029132j -0.00240582+0.00254663j 0.00192365+0.00251496j 0.000504738-0.000603955j -0.000252169-8.6539e-05j 0.00459658+0.00996425j 0.00401417-0.00426824j 0.00309243-0.00394003j -0.00118133-0.00232807j 0.00198399+0.00247634j 0.00136719+0.00180711j -0.00365918-0.00249354j 0.00964982-0.00883222j -0.00351283+0.00657483j 0.0067515-0.000431647j 0.00284937+0.000344163j -0.00490904-0.000537468j 0.000104612-0.0076039j -6.64208e-05-0.000337133j 0.00324232-0.00304971j -0.00208854+5.54954e-05j 0.000907682+0.00080617j 0.00591557+0.000124529j -0.0106255+0.00644497j -0.00101674-0.00155097j 0.00218723-0.00331072j 0.00430048-0.00434115j -0.00319034-0.00152862j 0.00756537-0.00373696j -0.00119452-0.000679639j -0.00151314-0.000900679j -0.00214412+0.000520983j -0.00808892+0.00496229j 0.00166477+0.00250921j -0.00263385+0.00317003j 0.00194463+0.00255003j 0.00363614+0.00209677j 0.00631953-0.00424588j -0.00182553+0.00226325j -0.00120182+0.00131966j 0.00305725-0.00160873j 0.0010874+0.000650674j -0.00306913-0.00283233j -0.00447751+0.00432794j 0.0032241-0.00123197j 0.00198752-0.00298168j -0.00122821+0.00177725j 0.00533183-0.00366825j 0.0067147-0.00150171j 0.00325882+0.000375004j -0.000465596+0.00408909j -0.000819828-0.00116789j 0.00107322+0.000103299j -0.0036075+0.000440933j 0.00293045-0.00285419j 0.00230183-0.00168465j 0.000989832+0.000659022j -0.00294866+0.000164169j -0.000910399-0.00224026j 0.00223609-0.00134529j 0.000725224+0.000356773j 
-0.00415652+8.31444e-05j 0.00126512-0.00222503j -0.00307641-0.00375979j 0.00430844+0.00568974j 0.00098153+0.00195571j 0.00411604+0.00341663j -0.00462619-0.00479585j -0.000891144+0.00421489j -0.00196298-0.00104726j 0.00549799-0.00312554j -0.00424765+0.000397078j 0.00276245+0.00031469j 0.00473733-0.000244571j -0.00178092-0.00431097j -0.0018195+0.00333086j 0.00390452-0.00489279j -0.00620525-0.00790961j 0.00221721-0.000723742j 0.00583649-0.00248138j 0.000387684+0.00543555j -0.00150618-0.00440744j -0.00641629-0.0136496j -0.00319677-0.00646044j 0.00253662-0.00449806j -0.00797459-0.00137078j 0.00322406+0.00262666j -0.000691514-0.00139926j 0.00396077+0.0114087j 0.00951326-0.0011425j -0.000621309-0.00237882j -0.00930713-0.00823653j 0.00660598+0.00437202j 0.00381953+0.00691266j -0.0032111+0.00398342j -0.00437281+0.00450991j -0.00246006-0.00317669j -0.00634596+0.000583491j -0.00564902-0.00596784j -0.000646095-0.000350334j -0.00452108+0.00196825j -0.00568304+0.00363679j -2.03548e-05-0.000983355j 0.000328856+0.00555815j -0.00167466-0.00604171j 0.00206172-0.000181398j -0.000212581+0.00177364j -0.00596595+0.00436859j 0.00212818+0.00316705j 0.00161829+0.00327916j 0.00151656-0.0019708j -0.00142066+1.34713e-06j 0.00255713+0.00233488j -0.00382016-0.0112526j 0.000777549+0.00329489j -0.00310556+0.000677798j 0.00401477+0.00123323j 0.00128026-0.000601215j -0.00110117-0.00468835j -0.00237158+0.0022035j 0.00389268-5.70005e-05j 0.00480608+0.00361954j -0.00560702+0.00184709j -0.000181769+0.000895728j -0.000424839+0.000496216j 0.00120999-0.00375767j -0.0031398+0.000210182j 0.0015072+9.33867e-05j 0.00132038+0.000774764j 0.003823-0.00395809j -6.43126e-05-0.00393646j 0.00203327+0.000679021j -0.00128001+0.00759132j 0.00199096-0.00413889j 0.000646458+0.00375872j -0.00370794+0.00555922j 0.00253605+0.0038161j 0.000903784-0.00355951j 
