-0.0120974-0.010091j -0.01296+0.000512465j -0.00978483-0.00163054j 0.00862153+0.00184973j 0.00146217+0.00294999j -0.0130621-0.00818712j -0.00356659+0.00256765j 0.0232681+0.00419073j -0.00562157-0.00292059j -0.00287805-0.00773332j 0.00549703+0.00819432j 0.00305545+0.0025272j -0.0140002+0.00334499j -0.0149674-0.000466824j -0.00404482-0.00232053j -0.00811461-0.00458199j -0.00640687+0.00110252j -0.00577064-0.000886729j 0.0155182-0.00297605j -0.00286526+0.00455336j 0.00350858-1.9039e-06j -7.24324e-05+0.00363635j -0.0052825-0.000223945j 0.00225502+9.99223e-05j -0.00554181+0.00516658j -0.00452726-0.000722651j 0.00307035-0.000292603j -0.00574554+0.00372992j 0.00969712-0.00241439j 0.000493067+0.000900263j -0.00202724+0.00127049j -0.000271339+0.00150416j -0.000630688-0.00141633j -0.00922638+0.00297471j 0.000129791+0.000784387j -0.000359008-0.00292604j 0.00192642-0.00151871j 0.00234545-0.0019432j 0.00220668-0.00235j 0.00523487-0.00641292j -0.00299381+0.000104567j -0.000131303-0.0016275j -0.000710006+0.00223699j -0.00171199-0.00143656j -0.00374233+0.000746441j -0.00420948+0.00318853j 0.00492339-0.00348838j 0.000166784-0.00373279j -0.00215783-0.00245787j 0.00420095+0.000933744j -0.00533016+0.00485081j -0.00348593+0.000749089j -0.00573262+0.00402343j -0.000851856+0.00276611j 0.0123046-0.00167049j -0.00335481+0.0100681j 
-0.0010826-0.00191693j -0.00580916+0.00567082j -0.00580327-0.00386645j 0.00696816-0.00477042j -0.00225932-0.00251892j 0.000178149+0.00358861j 0.000354675-0.000720302j 0.000877288+0.00698238j -0.00227409+0.00320079j -0.000343762-0.000751262j -0.00529105+0.00231063j 0.00439561+0.00323j -0.00136238+0.00787326j -0.002908-0.00571077j 0.00739079+0.0115871j 0.00354463+0.00365068j -0.00585159-0.00930006j -0.00760907+0.00132758j -0.00374037+0.00181869j 0.00017309+0.00796246j -0.00308305-0.00214505j -0.00891309+0.000352351j 0.000375992+0.000407007j -0.00192051-0.000602529j -0.000156787+0.00354983j 0.00315118+0.000560968j -0.00508177+0.00327512j 0.00250048+0.000628444j -0.00446836-0.00194509j 0.00145184+0.00344955j -0.0011243-0.00090937j -0.00452975+0.001971j -0.000471351-0.00197541j 0.00173524-0.00411958j -0.00119814+0.00449953j -0.00403038-0.00528499j 0.00402548-0.00425311j -7.19983e-05+0.00226474j -0.00358364-0.00229195j -0.00506916-0.00436447j 0.00172466-0.000436743j 0.00777831+0.00523673j 0.000447091+0.000594842j 0.0020769-0.00160336j 0.000843801+0.00349927j 0.00280638+0.00135775j -0.00114132-0.00109916j -0.0045318-0.00270164j 0.00137491-0.000107196j 0.00213565-0.00405226j 0.0011294-0.00166158j -0.00202545-0.00091559j 0.00613866-0.00314961j -0.00470606-0.00420329j -0.000479055+0.000710624j 0.000990773-0.00657671j 
0.00600022-0.00292324j 0.00104096+0.000682977j 0.00289271+0.00194765j -0.00315798-0.00179297j -0.00537277+0.000840179j 0.00770312-0.000397577j 0.000392382-0.0029197j 0.00494013+0.00236555j 0.00503025-0.00112636j -0.00259237+0.00077564j 0.00672647+0.00677163j 0.00490533-0.00852j 0.00526751-0.00619575j -0.00780597+0.00237142j 0.00486507-0.00366491j -0.00172514+0.00172202j -0.00227656+0.0042054j 0.00014729+0.00231703j 0.000539594-0.00577137j 0.00150199-0.00675745j -0.00440043+0.00450303j 0.00368361+0.0036011j -0.000670639-0.000936207j 0.0012114-0.00114222j 0.00435296-0.00542274j -0.000544405-0.000411161j -0.00271802+0.0020208j -0.00226172-0.00124866j 0.000941015-0.000744839j 0.000468849+0.00295123j 4.08023e-05+0.00100984j -0.000515043+0.00426135j -0.00484169-0.000330068j -0.00373601+0.00160768j 0.000733981+0.00178121j 0.00272003+0.00178994j -0.00418881-0.00394738j -0.000433479-0.000634326j -0.001829+0.00116664j -0.00324308+0.00196234j -0.00341678+0.00124261j -0.00232654-0.0046941j -0.000695934-0.00130498j -0.000326817-0.0013616j 0.000512178+0.00388287j -0.000490226-0.000750869j 0.000467807-0.00281985j 0.00158865+0.00120513j 0.00100973-0.00220258j -0.000845064-0.00559953j 0.000585325+0.00139585j -0.00108509+0.00465133j -0.0022818-0.00224587j -0.00212139+0.00180241j 0.00120144-0.00280262j -0.00199126-0.00132632j 
0.000273125+0.00117385j -0.00985283+0.00509967j 0.00319843-0.00360429j 0.00386111-0.00166235j 0.00191915-0.00439975j 0.00293956+0.00230035j -0.00477953-0.000317692j -0.00257603+0.00748345j 0.014178-0.000628807j -0.0016293+0.00385102j -0.0102622+0.0102829j 0.00797409+0.00126366j 0.000814813+0.0012518j -0.00481028-0.00646905j 0.00230612+0.0147269j -0.00320405-0.00106676j -0.0014151-0.00231645j -0.00626411+0.00295641j 0.00356644-0.0104868j 0.00671747-0.00504423j -0.000644768-0.000729127j -0.00127296+0.00333531j 0.00356595+0.000211423j -0.000270778+0.00231344j 0.00273109+0.000802117j 0.0022716+0.00684694j -0.00230995-0.00125341j 0.00148584-0.00447975j 8.18494e-05-0.000185504j 0.000735932+0.000590828j -0.000981493-0.00430002j -0.0059679-0.000558603j -0.00167827-0.00247256j -0.000125387+0.00475388j -0.00280777+0.00174119j 0.000392587-0.00452017j 0.00467587-0.00489292j -0.000815494-0.0030092j 0.00115592-0.00206472j -0.0017331-0.0026045j 0.000475482-0.000897079j -0.000528752+0.00161502j -0.000913422+0.00223194j -0.000538339-0.00126945j -0.00241664-0.00372291j 0.00336865+0.004017j 0.000189109-0.00124507j 0.000376441-0.00272212j 0.00376478-0.000148763j 0.00202065-0.00198843j 0.00108156-0.0034204j -0.000486125+0.00112497j 0.0019572-0.00185736j -0.00102009-0.00511899j 0.00111313+0.00135513j 0.00343655-0.004188j 
0.00674951-0.00486146j -0.00234831+0.000275908j -0.00267468+0.00227524j -0.00290117+0.00262367j -0.000120094-0.00235422j -0.000221941-0.00397606j 0.000225051+4.98132e-05j -0.00228343+0.00192043j -0.00225753-0.00798264j 0.000590666+0.00298761j 0.0049427-0.000591302j -9.99048e-05-0.00554821j -0.000197591-0.00508388j -0.00369572+0.00261437j -0.000446519-0.00540044j -0.000541728+0.00334983j 0.00233087+0.000340744j -0.00188787-0.000596459j -0.00232343-0.00564563j -0.00495886-0.00443499j 0.00281726+0.000769314j 0.00116686+0.00157516j 2.05335e-06-0.00187906j 0.000990179-0.00426007j -0.00107992-0.00256439j 0.00177773-0.00217947j -0.0024037-0.0015092j -0.00147745+0.00217996j 0.00043253-0.00165725j 0.000409864-0.00131764j -0.000599853+0.000774117j -0.00143831+0.000173108j -0.00258999+0.00132762j 0.00310883+0.0023777j -0.00121484-0.000268568j -0.000730729+0.00106392j -0.000541121-0.00164301j -0.000615077+0.000134909j -0.000129117-0.000647323j 0.00022755-0.00138193j -0.00165709+0.00124424j 8.68454e-05+0.0015581j -0.000492777+9.5804e-06j -0.00195436+0.000892394j -0.00146547+0.00418775j 0.000950825-0.00103947j 0.000955357-0.00138019j -0.000553432+0.00361988j 0.00173156-0.00100218j -0.000637554-0.00459158j -2.90741e-06+0.000984053j 0.000541465-0.00203449j -0.000459105+0.00452942j -0.000359811+0.000627846j 0.00149573-0.00246835j 0.00157476-0.00242558j 
-0.00113478-0.000160806j 0.000138682+0.00213673j -0.00411289-0.0002481j 0.0010826-0.00353968j 0.0027921-0.00149731j -0.00240085+0.00525485j 0.00010433-0.0066929j -0.00501213-0.000970995j 4.10298e-05+0.00322441j 0.00227394-0.000557403j -0.00761106-0.00244393j 0.00387355+0.000519471j 0.00407877-0.00359056j -0.00220598-0.00642652j -0.0015868+0.00981224j 0.00209382-0.00456921j -0.00592+0.00254333j -0.00128176-0.00264632j 0.00249076-0.000682015j 0.00622095+0.0125382j 0.00423529+0.000350285j -0.000316357+2.10032e-05j 0.00120619+0.00344793j -0.00194977+0.00322954j -0.000688931+0.000232684j -0.00288683-0.0033773j 0.00416556+5.99631e-05j 0.00250026-0.000866805j 0.00261051+0.00217919j 0.00177165+0.00703114j -5.87141e-05-0.0002087j 0.00368849+0.00274689j -0.00280471-0.00456407j -0.00205466-0.00457365j -0.00213552-0.0041091j -0.00418981+0.00664594j 0.00358486-0.0025668j 0.00301615+0.000106177j 0.000661374-0.00034518j 0.00124865-0.00351889j 0.000835447+0.00297477j 0.000418312-0.00718551j -0.00483941-0.00175035j -0.00507673-0.00167034j 0.00261348-0.00434767j 0.00235563+0.00237j -0.00576378-0.00229908j -0.00309962+0.00284038j -0.000715268+0.00201836j 7.05381e-05+0.00246554j 0.00131874+0.000638527j 0.00168245-0.000536793j 0.00151194-0.00126275j -0.00296406-2.88963e-05j 0.000770704+0.00033544j -0.00160065-0.000602703j 
0.00173267+0.000544919j 0.00142617-0.000989765j -0.000716886-0.00134034j 0.00132647-0.00117866j 0.00344509+0.00287384j -0.00466537-0.00834535j -0.00545441-0.00188097j -0.00103983+0.000954883j -0.00217956+0.00398144j 0.0058551+0.00314132j -0.00127469-0.00581472j -0.0015806+0.00267658j 0.000312362+0.00378948j -0.00130819-0.00418471j -0.00414233+0.00018007j 0.000426501+0.00418509j 0.00127105-0.00418054j 0.00117299+0.00245696j -0.000970836+0.00215532j -0.00214398+0.00407331j 0.00264977+0.00200231j 0.00341748+0.00266956j 0.0003441-0.000724099j -0.00421362-0.00726468j -0.000492306+0.0034871j 0.00440541+0.00350142j 0.00469127+0.00302565j 0.000639024+0.00329756j -0.00251367-0.00419445j -0.00282601-0.00315407j 0.000542141-0.00336207j -0.00378423-0.00122769j -0.00191402+0.00366485j -0.000142994-0.00329946j 0.00266419-6.62106e-05j -0.00758511-0.00285563j 0.00106595+0.00159435j 0.00118882+0.000349204j 0.00306378+0.00194264j 0.00237543-0.00140332j -0.00153063+0.00241794j 0.00312418+0.00414376j 0.00126715+0.000574177j -0.00569003-0.000461926j 0.00428838+0.00330539j 0.000657498+0.000971551j -0.00228759-0.00216728j -0.000458313+8.48397e-06j 0.0021424-0.000305336j -0.00698245+0.000581235j -0.000870478-0.0028404j 0.00427983-0.00200541j -0.0013595-9.262e-05j -0.000711176+0.000920884j 0.00239546-0.0025414j 0.00209287+0.00065009j 
0.00343743-0.00323085j -0.00349338+0.000926051j -0.00140341-0.00529837j 0.00137592+0.00838264j 0.0010902+1.26851e-05j -0.00167978-0.00391177j 0.00349413-0.00225196j -0.00398717-0.00654586j -0.00257865-0.0170669j 9.79191e-05+0.00700982j 0.00436735-0.010037j -0.00155066-0.00436515j -0.00281483-0.00804154j 0.00297665+0.00505345j -0.00596011-0.00710967j 0.00133854+0.00220496j 0.00229362+0.00356447j -0.00234369-0.00867045j -0.00302379-0.00781276j -0.0113834+0.00240529j 0.00474763+0.00684223j 0.000116213-0.00428685j -0.0002138+0.000982005j 0.00299323-0.00122334j -0.00473095-0.00619933j 0.0039534-0.00422268j -0.000159978+0.000829556j -0.00131707+0.00182397j 0.00415267+0.00349067j 0.000869141+0.0012315j -0.00110846+0.000445396j 0.00186181+0.00127395j -0.00155461-0.00900895j 0.00730063+0.00416988j -0.000847906-0.0042514j -0.00493075-0.00191023j 0.00525599+0.0045736j 0.000452146+0.00329401j 0.00104409-0.000536348j 0.00579626-0.000273223j -0.00097665+0.00229129j -0.000344593-0.0001369j -0.00283886-0.00228295j -0.00257503-0.00270743j -0.0018662+0.000506247j 0.00205257+0.00289448j -0.000491114-0.00443123j -0.00340233+0.000153038j -0.000804576-0.000797869j 0.00126709-0.00284145j 0.00167536+0.00239872j 0.00213134-0.00131198j 0.00259477+0.00592888j -0.000253321-0.00340163j 0.00177237+0.000379655j 0.00267808-0.0011171j 
0.00341399-0.000976166j -0.00444642+0.00102449j -0.00346289+0.00370081j -0.00392709+0.000336614j 0.00604723+0.000565076j 0.000798093-0.00563931j -0.00647043-0.00689012j -0.00854995+0.000573121j 0.00381547+0.00115308j 0.000168758+0.00741636j -0.00299288-0.00465798j 6.96571e-05-0.000673666j -0.00226526-0.00249129j -0.00514176-0.0046167j -0.00216266-0.0010737j -0.00316486-0.0013144j 0.00400255+0.00386051j -0.00695933+0.000742369j 0.00194419-0.00242704j 0.00491749+0.00261507j 0.00614665+0.00439707j 0.00191314+0.00520535j 0.00450323-0.000271157j 0.00157251-0.00463085j -0.00306417+0.00244299j -0.00101764+0.00322193j 0.00207131+0.0022017j 0.000594126+0.00302173j 0.00127313-0.0031874j 0.00501551-0.00458562j 0.00229994-0.00180386j 0.00199583-0.00254562j -0.00495812-0.000607683j 0.000383639+0.00175157j -0.00167292-0.000814239j -0.00170819-0.0010755j 0.000531938-0.000719134j 0.0021114+0.00130734j 0.00240157+0.00178024j 0.00342457-0.000767935j -0.00023972+0.00181721j -0.00360601+0.00358735j -0.00363205+0.002618j -0.00814243-0.00132925j 0.00149506+0.00164131j 0.00158068+0.000429326j -0.00291414-0.00170989j -0.000642884+0.00328895j 0.00349567+0.00166252j -0.00409253-0.00437365j 0.00286684-0.00333425j 0.004807-0.00285975j -0.00179423+0.00460134j 5.09922e-05-0.000417345j 0.00326532+0.00171584j 0.000796191-0.000835084j 
0.00453855-0.00252845j 0.00397714+0.00452743j -0.00885869-0.00222415j 0.00140264-0.00378496j 0.000588997-0.00673164j -0.00496273+9.1884e-05j 0.00246689+0.00509851j -0.00552139+0.00606515j -0.0118482-0.01341j 0.00811216-8.82014e-05j 0.000172383+0.00751863j 0.00316906-0.00372699j -0.00189972+0.00189709j -0.00325816+0.000777216j 0.00160618+0.00366952j -0.0011188+0.00280035j 0.00312681-0.00478306j 0.000374489+0.0056558j -0.00847599-0.000561373j -0.00370619-0.00184869j 0.00270777-0.00712806j 0.00158104-0.00241142j -0.000102894-0.00269385j 0.00434175-0.00458125j -0.000535354-0.000610824j 0.00399283-0.0054834j 0.000837751-0.0025594j -0.00284077+0.000851271j 0.00401874-0.00442279j -0.00394411-0.00107766j -0.00189835+0.00104783j -0.00127399+0.00337895j -0.0041196+0.00363143j 0.00628317-0.00411907j -0.000378061+0.00159832j -0.00638331+0.00479493j 0.00253886-0.00839617j -0.000240244-0.00155686j -9.797e-05-0.00403174j -0.000289261-0.00502671j 0.000217816-0.000981789j 0.00248865+0.0014252j 0.00231892+0.00122361j -0.00139957+0.00370101j -0.00421732+0.00212312j 0.00293414-0.0033313j -0.00159294+0.00167229j -0.00335233+0.00345515j -0.00156036-0.000108289j 0.00137169-0.00104216j -0.00332335+0.000861934j 0.000785045-0.00349711j -0.000173231+0.00220287j -0.0025589+0.00156693j -0.000690274-0.00374007j -0.0010762-0.00417337j 
-0.00516218-0.0038392j -0.00364064+0.00174737j 0.00159887-0.00300125j 0.00224151+0.00336096j 0.0017468-0.00145526j -0.00568903-0.00224838j -0.00461715+0.00874115j 0.00175489+0.00111852j 0.0013782-0.00795689j 0.00490999-0.000520668j -0.0041393+6.92052e-06j -0.00430926+0.000446494j -0.00409958+0.000155909j 0.00446368+0.00840312j -0.000587383-0.00096082j 0.00267823+0.00270048j 0.00224899-0.00234023j -6.59605e-05+0.00145376j -0.00382034-0.00435551j -0.00184331-0.00559856j 0.00763083-0.00351925j -0.000632722-0.00388299j -0.00103601-0.00211906j -0.0052416+0.00193501j -0.00196614-0.00115341j 0.00376935+0.000269302j 0.00393041-0.00164779j 0.00111948-0.00249837j -0.00183026+0.00210825j -0.00167311-0.00404338j -0.00330123-0.000595082j -0.00175606-6.60865e-05j 0.00212825+0.00279512j 0.00363991+0.00555794j 0.000931507+0.00110574j -0.0022744+0.000928268j 0.00133707-0.000233754j -0.000160854-0.00273297j 0.00188505-0.00330624j -0.00029639-0.000986614j 0.0036147-0.00124828j 0.00181125+0.00222062j 0.00271802+0.00247413j 0.00199768+0.00659465j 0.000251101-0.00534926j 0.00210112-2.03296e-06j -0.00120233+0.0044255j 0.000655772-0.0008901j -0.000906557-0.00256523j -0.0010089+0.00553098j -0.00213493-0.00149018j -0.00110165-0.00308435j 0.00105601+0.00136837j 0.00238916-0.000441187j -0.00375968-0.000132688j 0.000578612-0.00167522j 
-0.00541914-0.000751163j 8.381e-05+0.00351404j -0.0034347+0.000158501j -0.00715597-0.00189861j 0.00375056+0.00166014j -0.00125951-0.00628041j -0.00402026+0.00355503j 0.00342784-0.00229668j 0.00678986-0.00514578j -3.35905e-05+0.00130921j 0.00626101+0.000469982j -0.00429354-0.00221119j 0.000955635-0.00159182j -0.00129323+0.00545651j 0.00979658-0.0033233j 0.00130482+0.0024437j -0.00224683+0.00221312j 0.00422302+0.00227243j -0.00241383-0.000208253j -0.00158523-0.0057978j 0.00317025+0.00202254j 0.00230879+0.00162326j 0.00134212-0.00111535j -0.00415653+0.00149233j -0.00284581+4.26523e-05j 0.00360963+0.00276111j 0.00359723+0.00195093j -0.001691-0.0011221j -0.00436086+0.00145475j 0.00324531-0.00391763j -0.00198596-0.00113139j 0.00219936+0.00161052j 0.00431257+0.00182005j -0.000342363+0.00462018j 0.00476704+0.000641742j -0.00194555-0.00142726j -0.00735477+0.00116501j -0.00101036-0.000152842j -0.00016602+0.000160315j 0.00108606+0.00433527j 0.000787408-0.000874148j 0.000404158+0.00232937j 0.00165402+0.000773803j -0.000438345+0.000728617j 0.00167375-0.00360172j 0.000288182+0.000208003j -0.000759713+0.00295458j -0.00171694+0.000233199j -0.000581085-0.000436889j -0.00395765+0.00218053j -0.000481359-0.00268725j 0.00464018-0.00071504j -0.00411837+0.00194326j 0.000754367+0.00124233j -0.00236291+0.00410456j -0.00334933+0.00112772j 
0.00867389-0.00222324j -0.00209302-0.00444755j 0.00563387-0.00201538j 0.00614225+0.00528591j -0.00190032-0.00200888j -0.00106342+0.00106476j -0.000366089+0.00296346j -0.000753787+0.00153672j 0.000708174-0.00239006j 0.00200894-0.00106063j -0.00470642-0.00133357j 0.00326458+0.000565599j -0.0001687-0.00204006j -0.00144409+0.00146054j -0.00962603-0.00160579j -0.000820894+0.00232977j 0.00363461-0.00224909j -0.0027304-0.00214853j 0.00137318-0.00479921j 4.5561e-05-0.0026423j 0.0013858-0.00265761j 0.00261856-0.00367691j -0.00110366-0.00171262j 0.000199731-0.0019678j 0.00321853-0.00157679j 0.000992013-0.00228557j -0.00229766-0.00422025j 0.00149558+0.00133922j 0.00201543-0.000763073j -0.00375034+0.000911326j 3.31026e-05+0.000227534j -0.00607633-0.00117304j -0.00203656-0.00112454j 0.000940611-7.32943e-05j -0.00314789-0.000579302j 0.000357949+0.000517045j 0.00707343+0.00100204j 0.000737184-0.0003902j 0.00152541-0.00171061j -0.00135208-0.00367916j -3.83219e-05+0.0015497j 0.0017659+0.000488056j 0.000667261-0.000539206j 0.00119608+0.00362007j -0.000700499+0.00333868j -0.000655543-0.000145063j 0.00135986-0.00181555j 0.0021502-0.00125588j 0.00127051-0.00395474j 0.00304595+0.000206009j -0.00114982+0.00276014j -0.00587371-0.000185767j 0.0046669-0.000529604j -0.000644014-0.00181278j 0.00303566-0.00620162j 0.00462169-0.00112724j 
-0.000104543-0.000808019j 0.00765692-0.00175049j 0.0056818-0.00633969j 0.00740642+0.000176763j -0.00441686+0.00477523j 0.0041835-0.00605262j -0.00830297-0.00366098j 0.00397301+0.000802865j -0.00296539+0.000603457j 0.00720961+0.00148441j -8.51553e-05-0.00417432j -0.00379269-0.00303524j -0.00310397-0.00125561j -0.00241284+0.00353652j 0.00132955+0.00334729j -0.00382459+0.00410461j 0.00405832-0.000567082j 0.00170768+0.000497601j -0.00509278-0.00147998j 0.00340867+0.00352647j 0.00269551+0.00521687j 0.00369284-0.00391413j 0.000457433-0.00158382j 0.00263743-0.0051378j -0.000596165-0.00230897j -0.00242458+0.00423885j 0.000605612+0.00531378j -0.000121961-0.000557526j 0.0033168-0.0029864j 0.00295721+0.000981115j -0.000219071-0.0019206j -0.000752584-0.00371665j -0.00714822+0.00265578j -0.00266538-0.00366386j -0.00164675+0.00298852j -0.00156376-0.00486309j 0.00214325+0.00158472j 0.00358264+0.000340581j 0.00193899+0.00223658j -0.000146669-0.00239173j 0.00185055+0.00385216j -0.00350067+0.00242369j -0.000992524+0.00348865j -0.00530465+0.00153592j 0.00257137+0.00229433j 9.26248e-05+0.00112096j -0.00595935-0.00237958j 0.00115458-0.00380323j -0.0006641-0.00206068j -0.00547717+0.00146442j 0.000908456-0.00174133j 0.0015461+0.00368692j 0.00270432-0.00872901j -0.00486085+0.00260013j 0.00312625-0.00687062j 0.000463264+0.00434352j 
-0.000172921-0.00397411j -0.00622271-0.00519114j 0.00500275+0.00763743j -0.00223396+0.00575771j 0.00282058-3.42054e-05j -0.00406914-0.000716196j -0.00657312+0.00016503j -0.00232358+0.000936316j 0.00597178+0.00916472j -0.000651631-0.00145572j -0.00922327-0.00906039j -0.00195158+0.0044395j -0.00301271-0.00136161j -0.000304561+0.00295304j -0.00785955-0.00519072j 0.00325239+0.000160246j 0.00204091+0.00117741j -0.00505024-0.00147995j 0.00518361+0.00124143j 0.00697102+0.000711346j 0.00487932-0.00200487j 0.00080596-0.00107061j -0.000337752-0.00102327j -0.00698579-0.000337075j 0.000299849+0.00378105j -0.00214471+0.00205925j 0.0025683-0.00168215j 0.00479028+0.00225199j -0.00315688-0.000636934j 0.000287396-0.00392752j 0.000908845-0.000958536j -0.000923438-0.0035224j 0.000124369+0.00150918j -0.00402377+0.00216355j -0.00108896-0.0019334j 0.00309851+0.00136858j 0.00043294+0.00500084j 0.00381246-0.00134384j 0.00136789+0.0011165j -0.000618934-0.000902462j 0.00185758+0.00188465j 0.00251497+0.000836297j -0.00115281+0.00106068j -0.000852962+0.00413054j 0.00591651-0.00132084j -0.00175354+0.00111197j -0.000281361+0.000665623j 0.004239+0.00106278j 0.00167576-0.000838498j -0.00252684+0.00282776j 0.0013866-0.00163902j -0.00206585-0.00346061j 0.00190239+0.00170185j 0.00261952+0.000727174j 2.32849e-05-0.000842407j 0.00270547+0.000568396j 
-0.0119249-0.00757606j 0.000372839+0.00412773j 0.00447009-0.0044231j 0.00904072+0.00153938j -0.00584057+0.00392763j 0.00138698-0.000260847j 0.00142455-0.00161978j 0.00546391-2.92943e-05j -0.012303+0.00111389j 0.00381718-0.00192368j 0.000517534-0.00404531j -0.00907131-0.00280001j -0.00596609-0.00210836j 0.0110015+0.00412065j -0.00534799+0.00447213j 0.00362751+0.00161122j -0.00070405-0.00257277j 0.00109947+0.000824238j -0.00986909-0.00100961j -0.00742645+0.00535704j 0.000901923-0.00215302j -0.00176006-0.00492661j -0.00260405+0.000182159j -0.0030516-7.74649e-05j -0.0063557-0.00325544j -0.00579118-0.00129155j -0.00208053+0.00273652j -0.000579235-0.000777773j 0.00194414-0.000234732j 0.000251722+0.00367428j -0.000336715+0.00102794j 0.00115402+0.00264307j -0.00012801+0.000991737j 0.00369303-0.00330835j -0.00017661+0.00214957j 0.00366904-0.000846802j -0.00300368-0.00202653j -0.000382413+0.000140273j -0.00281528+0.00036453j -0.00253069+0.00108417j 0.00130028+0.000458822j -0.000734359-0.00216234j -0.000718508-0.000204512j 0.00415127+8.30708e-05j 0.00323424+0.000745092j -0.00194821+0.0014173j -0.00129349-0.00105369j 0.00332225-0.00266204j -0.00380959-0.00261519j -0.00402752-0.000479868j 0.00381593+0.000819576j -0.00271607+0.00592702j 0.00626741-0.00519225j -0.000871182-0.00107495j -0.00489198-2.75013e-05j -0.00359785-0.000434489j 
-0.00101549-0.00702494j -0.0111337-0.00424484j -0.00791149-0.00130112j -0.00184526-0.00791317j 0.00476088+0.00369563j -0.000446565-0.000907629j -0.000958719-0.00204699j -0.00366353-0.000656074j 0.00255976+0.00872553j -0.00432679-0.00332944j -0.00428886+0.000712285j -0.000382146+0.000402494j -0.00144508+0.00148512j 0.00120192-0.00198058j -0.000712616+0.00601838j 0.00414555+0.00136032j -0.0019169-0.00282486j -0.0052898-0.0010071j 0.00136245+0.00312236j 0.00420121+0.00107451j 0.000685937+0.000771142j -0.00604478-0.00124089j -0.000177195+0.00178664j -0.0059414-0.00375765j -0.00498093-0.000473805j -0.00130281+0.0015847j 0.00114524+0.000753704j 0.00213754+0.00194952j -0.00397432-0.00545207j 0.00293554+0.000992325j 0.00104249-0.000478461j 0.000412114+0.00340722j 0.00201894+0.00310757j -0.00391487+0.00151693j 0.0011227+0.00134466j 7.77598e-05+0.00103997j -0.000843542-0.00500361j -0.000180307-0.00155853j -9.96973e-05-0.000762338j -0.00212418+0.00153127j 0.00140194-0.000634975j -0.000539745+0.000642294j -0.000582212-0.000168064j 0.00115689+0.00029311j 0.00469014-0.000404667j -0.000838531+0.00196522j -0.00202642+0.00141619j -0.0026434-0.000802494j -0.00165416+0.00284379j 0.000799873-0.00208177j 0.00362653-0.000149557j 0.00317311+0.000441847j -0.0059853+0.00146403j 0.00341217+0.00133719j -0.00829938+0.00143561j 0.0012763-0.00479721j 
