-0.0120974-0.010091j -0.01296+0.000512465j -0.00978483-0.00163054j 0.00862153+0.00184973j 0.00146217+0.00294999j -0.0130621-0.00818712j -0.00356659+0.00256765j 0.0232681+0.00419073j -0.00562157-0.00292059j -0.00287805-0.00773332j 0.00549703+0.00819432j 0.00305545+0.0025272j -0.0140002+0.00334499j -0.0149674-0.000466824j -0.00404482-0.00232053j -0.00811461-0.00458199j -0.00640687+0.00110252j -0.00577064-0.000886729j 0.0155182-0.00297605j -0.00286526+0.00455336j 0.00350858-1.9039e-06j -7.24324e-05+0.00363635j -0.0052825-0.000223945j 0.00225502+9.99223e-05j -0.00554181+0.00516658j -0.00452726-0.000722651j 0.00307035-0.000292603j -0.00574554+0.00372992j 0.00969712-0.00241439j 0.000493067+0.000900263j -0.00202724+0.00127049j -0.000271339+0.00150416j -0.000630688-0.00141633j -0.00922638+0.00297471j 0.000129791+0.000784387j -0.000359008-0.00292604j 0.00192642-0.00151871j 0.00234545-0.0019432j 0.00220668-0.00235j 0.00523487-0.00641292j -0.00299381+0.000104567j -0.000131303-0.0016275j -0.000710006+0.00223699j -0.00171199-0.00143656j -0.00374233+0.000746441j -0.00420948+0.00318853j 0.00492339-0.00348838j 0.000166784-0.00373279j -0.00215783-0.00245787j 0.00420095+0.000933744j -0.00533016+0.00485081j -0.00348593+0.000749089j -0.00573262+0.00402343j -0.000851856+0.00276611j 0.0123046-0.00167049j -0.00335481+0.0100681j 
0.00217434+0.000894299j 0.00216748+0.00602996j -0.000135085+0.00225607j 0.000588175-0.00227451j 0.00202763+0.00300531j 0.00102734-0.00199415j 0.00151774+3.66143e-05j 0.000213134-0.00511115j 0.00100601-0.00245739j -0.000641335-0.00224991j -0.00330821-0.0036149j 0.00260536+0.00483551j 0.00139753-0.000558351j 0.00398177-0.00315199j 0.00289645+0.00945977j -0.00273724-0.00405823j -0.00267818-0.00914103j -0.00529933-0.00781742j -0.002431-0.000948894j -0.00761349-0.0109616j 0.00635528+0.00284908j 0.00328799+0.00654553j -0.000744804-0.00189577j 0.000171547+0.00413484j 0.00150392+0.00116148j 0.00273004+0.00595171j 0.00180184+0.00350618j 0.00531914+0.003416j -0.00564758-0.0039824j -0.00159239-0.0049303j 0.00635584+0.00489939j 0.00145803-0.0088819j -0.00578539-0.00338811j -0.00915379-0.0146213j 0.00366622+0.00789261j 0.00573264+0.00127016j -0.00292616-0.0024587j 0.00348003-0.00264846j -0.00430105-0.00131032j -0.00566599-0.00732527j -0.00245579+0.00620039j -0.0034796-0.00125643j 0.0044165+0.000468036j -0.00577271+0.00215041j -0.00559746-0.00339257j -0.000278834+0.00191459j 0.000278059+0.00033771j -0.0037983-0.00147482j -0.0154948-0.0012153j -0.00249271+0.00504232j -0.00289915+0.00163864j 0.00109341+0.00380454j -0.00176741-0.00101021j 0.00113959+0.00441693j 0.00055019-0.00242089j -0.00764045-0.00152164j 
-0.00183932+0.00156034j -0.000238354+0.00101004j -0.00134222+0.000418285j -0.000580925+0.00107288j 0.00132738+0.000471324j 0.00354238-0.00211255j 0.00130935-0.00288463j 0.00283537-0.0031624j -0.000675495-0.000111405j 0.00153774-0.00228969j -0.00459457+0.00174728j 0.00401929-0.00225895j -0.00111361+0.00158098j -4.83524e-05-0.00181863j 0.00228521-0.00097554j -0.00127513+0.00096527j -0.00189706+0.000122295j -0.00654191+0.00514927j -0.00573288+0.000491627j -0.00547927+0.00450528j 0.000927685-0.00528274j 0.00298597-0.00254667j -0.00996642+0.00297902j 0.000123817-0.00155283j 0.00097915-0.00605372j 0.00318893+0.00393726j -0.00242431-0.000115607j 0.00778797-0.00293148j -0.00677212+0.000826972j -0.00407469-0.00017143j 0.00431712-0.00809759j -7.84822e-05-0.00494682j -0.0011724-0.00147481j -0.0148004+0.0121605j 0.00746473-0.00513895j -0.00301504+0.00166644j -0.0105257+0.00314357j -0.00494828+0.00130632j -0.00106412-0.00277547j 0.000634403-0.00287909j 0.00293853-0.000756331j -0.00105056+0.00291458j -0.00159697-0.00141501j -0.00210938+0.00186333j -0.00567027+0.00973214j 0.00160146-0.0101303j -0.00202873+0.000211877j -0.00551563+0.00840608j -0.0015219+0.00331474j 0.000868165+0.0056676j -6.94739e-05-0.00273565j -0.000943037+0.00325129j 0.00122837-0.00645162j -0.00289307-0.000957515j 0.000123583+0.00409255j -0.00202431-0.00405255j 
-0.00311368+0.00614363j -0.00103291+0.00306363j 0.00378371-0.00296603j -0.000220088+0.00266345j -0.00376521+0.00722848j 0.00114808+0.00162848j -0.00103279-0.00434533j -0.0009488+0.000902255j 0.0011923-0.000757289j 0.00117877+0.000188069j -0.00328673-0.00414133j 0.00351081-0.00209289j 0.00107252+0.00114952j 0.00261333+0.00144683j -0.000694709+0.00391621j -0.00231756-0.00241929j 0.000653597-0.00442533j 0.00557337-0.0107789j 0.00290887-0.000793942j -0.000166109-0.00910661j 5.84651e-05+0.00200935j -0.00456057+0.00592143j -0.00171406-0.00102533j -0.000292442+0.000332671j 0.00199143+0.00291062j -0.000857506+0.00382788j -0.00142785+0.00437553j -0.00142014+0.0112061j -0.00257285-0.00377264j -0.00328598-0.00248962j -0.00323837+0.00293093j 0.00251209+0.00304393j -0.00981928+0.00237105j 9.7396e-05-0.00984873j -0.00556866+0.00225034j 0.00439081+0.007415j -0.00337488-0.003885j 0.00765219+0.00208846j -0.00498015-0.00041445j -0.00150944-0.00597732j -0.000795485+0.000300117j 0.00770999+0.00514733j -0.00152982+0.00159898j -0.00428422+0.00257019j 0.00017352-0.000434949j -0.00293541+0.000478696j -0.00175493-0.000910229j -0.0028538-0.00500727j -0.00588202-0.00299714j 0.00221926+0.00172103j 0.00411921+0.00300199j 0.00058377+0.00323243j 0.003379-0.000222224j -0.00816432-0.00824093j 0.00734257+0.00566843j -0.00238047+0.0011165j 
0.000384824+0.00120653j 0.000443544+0.0023628j -1.77196e-06+0.000832495j 0.00105621+0.00066848j -4.89611e-05-0.00168317j -0.000989152-0.0038232j 0.000350229+0.00796808j -0.0019705-0.00245752j 0.00251642+0.00281904j 0.00122475-0.00229984j -0.00114197-0.00635567j 0.00156973+0.00598623j 0.0029182+0.00735216j -0.000266653+0.000641377j 0.00215711+0.00220149j -0.00246891+0.000348238j 0.00619727+0.00251309j 0.00198839+0.00057408j -0.00223288+0.00357165j 0.00173666+0.00305385j -1.35341e-05+0.00171371j 0.00119258+0.00270424j 0.00158161+0.00280255j -0.00186283+0.0065777j -0.00272921-0.00729604j -0.00302909-0.00261674j -0.00199556-0.000682314j 0.00516466+0.00534806j 0.0043634+0.00778926j 0.00426528+0.00436225j -0.000805296+0.00251846j -0.00637446-0.0041033j -0.00588633-0.00383357j -0.00111158-0.00207022j -0.0044408+0.00082353j 0.00169534+0.00151376j -0.0038219-0.00149958j -0.0051508-0.000706689j 0.00240587-0.000394529j 0.00567345-0.00014607j -0.0103916+0.000146745j 0.00229019+0.00203313j -0.0071222+0.00173857j 0.000628246+0.00249148j -0.00534559+0.00148508j -0.00786965-0.00175401j -0.00464357-0.00248348j 0.0005273-0.0028379j -0.00228593-0.000308438j -0.011919+0.000697103j -0.0080995-0.0050244j 0.00113969-0.000972618j -0.00105347+0.000183617j 0.00149896+0.00157426j 0.00149312-0.00109123j -0.000762499-0.000457253j 
0.00321921-0.00244513j 0.00145945+0.000785263j -0.000886184+0.00249251j 0.00102274-0.00121333j 0.00191175-0.00374642j 0.000989824-0.0024835j 0.000384804+0.00240968j 0.000863995-0.00302941j -0.000391652+0.000777201j -0.00125999-0.00119363j 0.000458787-0.00152813j -0.000159826+0.00365681j 0.00263007-0.000180905j 0.00145471-0.00403301j 0.00167523+0.00141893j -0.00161367+0.00127902j -0.000457864+0.00161358j -0.00468646+0.00281884j -0.00115446+0.00167027j -0.00072324-0.00064941j 0.00166781-0.000909332j 0.00214361-0.000663688j 0.00439204-0.00188763j -0.000370475+0.00187458j 0.000782506-0.00419538j 0.00192929-0.00178297j 0.00176728-0.00184685j 0.00386791-0.00218046j 0.000799315+0.00321455j 0.0016418-0.000192549j 0.00332599+0.000494283j -0.000338279-0.00545254j 0.00145942-0.00227607j -0.00258303-0.00350395j 0.00162656+0.00246087j 0.000398849-0.00356121j 0.00253555-0.00349428j -0.00266025-0.003996j 0.00296615-0.000767101j -0.00108446-0.000537996j -0.00384205+0.00417632j -0.00396769-0.000620087j 0.00169304-0.00263822j -0.000744601+0.00234181j -0.0039019+0.000275249j -0.00157298+0.00176187j -0.00172456-0.00113907j 0.000697529-0.00270177j -0.00341434-0.00153051j -0.00345809-0.000972838j -0.00343615+0.00104474j -0.00211007-0.00235276j -0.00299226-0.000310424j 0.00578925+0.00682173j -0.00199301-0.00132414j -0.0040356-0.000376696j 
0.00158137-0.00228696j -0.00342222-0.00142205j -0.00122822+0.00156891j 0.00371462-0.000579201j -0.00409748-0.00126165j 0.000504913+0.00282959j -0.00245751-0.00285123j 0.000561064-0.000685942j -0.00150976+0.000475499j -0.000183223+0.00208702j 0.0056673+0.000895048j -0.000585543+0.00242079j -0.00279517+0.00211668j -0.00196944+0.000968949j 0.00178131+0.00373199j -0.00333191-0.00703153j -0.00653442+0.00054449j 0.00984576+0.00490445j 0.000761186+0.00430961j 0.00109792-0.000691995j 0.00280952-0.000545963j -0.00275384-0.00149735j 0.00492578+0.003455j -0.00859383-0.0021761j -0.00787316+0.00190778j 0.00639601-0.00153662j 0.0015434+0.00357863j -0.0131043+0.000395147j -0.0106333-0.000713349j -0.00428265+0.000834768j -0.00374012-0.00177828j -0.00825568-0.00186368j -0.00600863-0.0044912j 0.00508986+0.000632098j 0.00170061-0.00406558j -0.000749856-0.000458327j 0.00123085+0.00163988j 0.00048079-0.00144931j -0.00751374+0.00172162j -0.00391241-0.00200554j 0.00590513-0.00575568j -0.00609488+0.00315081j -6.1642e-05-0.00074575j -0.00480648+0.00128644j -0.00089385-0.00329343j -0.000749569-0.00389193j 0.0034396-0.0044326j 0.00422926+0.00487067j -0.00403206+0.00173666j 0.0029002-0.000724767j 0.00150266-0.0025073j -0.000870462+0.00670827j 0.000633369+0.00116438j 0.00446717-0.00182522j -0.0018329-0.00471915j 0.00212529-0.00392849j 
4.91852e-05+0.00100499j -0.00154972+0.00121234j -0.00119863+0.00197556j 0.00185035-0.00153673j -0.00251232+0.00244547j -0.00280108+0.000396072j 0.00252168+0.00210813j 0.001012+0.000180745j 0.00275379-0.00168551j 0.0034783-0.00193801j -0.000393134-0.00189754j -0.000144396-0.000466643j -0.00153617+0.00370186j -0.00507045+0.00740931j -0.00374379+0.000198049j 0.00470427-0.00135325j 0.00927644-0.00152477j -0.000286073-0.00335243j -0.00115235-0.000406629j -0.00326773-0.00203303j 0.000883786+0.0033228j -0.00132091+0.00410749j -0.00667084+0.00512113j -0.000876921+0.00267631j -0.00533886+0.00282081j -0.00995281+0.00492581j -0.00406364+0.00215531j 0.0013702+0.00307473j 0.00932521-0.000600075j 0.00407352+0.000987665j -0.00184604-0.000568234j -0.000517541+0.000558393j 0.00701581-0.00536909j 0.00442807+0.00513056j -0.000500387-0.00460174j -0.00439149+0.00683429j -0.00987239+0.010565j -0.0105389+0.0107219j 0.00247072-0.00233824j -0.0017508-0.00307993j 0.0021011-0.00590641j 0.00580308-0.00321495j -0.00293966+0.00881506j 0.00848222-0.00838877j 0.0012079+0.00055195j 0.000264756-0.00504725j -0.00308329+0.00875306j -0.00129575+0.00825455j 0.00149614-0.00111931j -0.00220768+0.00385902j -0.00166624-0.0072717j 0.00234193+0.00808116j 0.000790622+0.00147037j 0.000646764-0.00518323j -5.11844e-05-0.00379156j 0.000813885-0.00440704j 
-0.00101604+0.00119452j 0.00153245+0.000585061j 0.00161419+0.00312869j -0.00341427+0.000470486j 0.00201301-0.00145562j -0.00381109-0.00285724j 0.00601755+0.00554358j 0.00199739+0.00227339j -0.000208962-0.00201076j -0.00188369-0.00317815j -0.00107412+0.00185469j -0.00138401+0.000985794j -0.0093677-0.00157856j 0.00330148+0.005831j -0.00172377-0.000891147j 0.00250622+0.00109995j -0.00713693-0.00561596j -0.00571825-0.00164891j -0.00518706-0.00437565j -0.00110652-0.00156669j 0.00223799-0.00173883j 0.00273886+0.0014861j -0.00190454+0.00408042j 0.00238944+0.000492306j 0.00742723+0.000281712j -0.00351405+0.00242768j 0.00186861-0.00138724j -0.00413192-0.003735j -0.0056943-0.00150132j 0.00715308-0.00260267j 0.0108703+0.00131089j 0.00125456-0.00239386j 0.00792491-0.00365412j 0.00327889+0.00232465j 0.00535101-0.00366834j 7.79376e-05+0.00517708j 0.00119405+0.0023246j -0.000140446+0.00219042j -0.00583663+0.000611323j 0.00302228+0.00141878j -0.00172709-0.00223726j 0.000156483+0.00276337j -0.000755026+0.000583369j -0.00138872-0.000219467j 0.00554076-0.00533003j 0.00830572-0.00503914j 0.000451884-0.000339008j 0.000373555+0.00416347j 0.00496204-0.00263989j -0.00491907+0.00244076j -0.00618149+0.000526687j -0.000215907-0.00256189j -0.00107353+0.00104936j 6.29311e-05-0.00014875j 0.000876585+0.00176731j -0.000567233+0.000972006j 
0.000935118-7.51522e-05j 0.00201935+0.00452223j -0.00118725-0.000590672j 0.00118026-0.00367043j 0.000140684+0.00349466j 0.000687169-3.24627e-05j 0.00110043+0.00132783j -0.00232258-0.00387104j 0.0030963+0.00170012j 0.00171047+0.00424238j -0.000361055-0.000832013j 0.00594583+0.00148455j -0.00434283-0.0032434j -0.00452096-0.00642647j -0.000911243-0.00763637j -0.00250303+0.00543853j -0.000930297+0.00739415j 0.000612622-0.0105192j 0.000747632-0.00572714j -7.66148e-05+0.00185778j 0.00123873-0.000873592j -0.00299429+0.000669292j -0.00749711-0.0107676j -0.00144379+0.00696706j 0.00657911+0.00897135j -0.00762082-0.0105898j -0.00545005-0.00450576j -0.00436248+0.000106458j -0.00428494+0.0125156j -0.00094967+0.00322139j 0.00201247-0.00110972j 0.00117208+0.00725266j -0.00014643+0.0133581j -0.00235419-0.00205867j 0.00356763+0.000610066j -0.00859798-0.00515649j -0.00927728+0.00115612j -0.00532962-0.00514187j -0.00269128+0.00937655j 0.00228452+0.00177499j 0.00573354-0.00108412j 0.00146193+0.00411077j -0.0021891+0.00384413j 0.00628056+0.00781918j 0.000170594-0.00284224j 1.64081e-05+0.0029443j -0.00554557-0.0030518j 0.001733+0.000133529j -0.00276244+0.0066989j 0.00162666+0.00232634j 0.000289218+0.00256551j 0.00380842+0.00296045j -6.98214e-05-0.0012204j -0.00165314-6.71999e-05j -0.000445279-0.00320763j -0.00329237-0.000220559j 
0.00064079-0.00178798j -0.00243852-0.00291645j 0.000748918+0.00435389j 0.000190828-0.00122812j -0.00108911+0.000140081j -0.00029091-0.000990327j 0.000827505+0.000121746j 0.00258637+0.00512338j -0.00385133-0.00171875j -0.00228933-0.000226221j -0.00229948-0.0005832j -0.00235828-0.00999116j 0.00667872+0.000970818j 0.00617284+0.00397126j 0.00553388-0.000446823j -0.00640974+0.00123303j -0.00664407+0.0039329j 0.00115827-0.007327j 0.00388571+0.00181743j -0.0013708-0.0107457j -0.000503379+0.000556209j 0.00230111+0.00173238j 0.0135193+0.000649451j 0.00483166+0.00683086j -0.00606572+0.000210618j 0.00339628-0.00588851j 0.0101989+0.00112795j 0.00472834+0.0106783j 0.0015659+0.00917621j 0.00167327-0.00222034j -0.00100491-0.000808565j -0.00245864+0.00761339j 0.00168154+0.00869302j 0.000275646+0.000986183j 0.00240237-0.00224552j 0.00906165+0.00177156j 0.00740923-0.00238539j -0.00287926-0.00567384j 0.00315184+0.00605462j -0.00616274-0.00483936j -0.00686663+0.00189628j 0.00679072+0.00496695j 0.00261158-2.69352e-05j 9.25805e-05+0.00876275j 0.000958294+0.00360416j 0.000404042+0.00254586j -0.00636004-0.00209237j -0.000190568-0.000607882j 0.00667645+0.00301781j 0.00347918+0.00161625j 0.000104775+0.0056474j -0.00185335-0.000614828j -0.00225861-0.00085345j 0.00174175-0.000324909j -0.000751682+0.00026828j 0.00111295-0.00118967j 
0.000396708+0.00236556j -0.000757688-0.000612843j 0.00317572-0.00236202j -0.000330937+0.00254053j -0.000627085+0.000834241j -0.00066114+0.00329301j -0.00101775-0.00218452j 0.001544-0.000157079j -0.00127916+0.0027706j -0.000567699+0.00155607j 0.00126224-0.00164089j -0.000662066-0.00131069j -0.000710126+0.00650039j 0.00277956-0.00268928j 0.0020621-0.00215334j -0.00126359-0.000467593j -0.00399629+0.0100814j -0.00236201-0.000838794j -0.00111457+0.00151405j -0.00425922+0.00189689j 0.000220013-0.00100183j 0.00101598-0.000700637j 0.00197796-0.000880172j -0.000771801+0.000762123j 0.00203162-0.00310677j 0.00112064-0.00440852j 0.000829037-0.00444391j -0.000469763+0.0103166j -0.000905824+0.00854441j -0.00482601-0.000932877j -0.00252614-0.0064914j -0.00138109+0.0021463j -0.00269954-0.000508227j -0.000195911-0.00304998j -0.00263447-0.00371544j 0.0047912-0.000491272j -0.000421034-0.00236465j 0.000133713-0.00374397j 0.00239516+0.00707965j -0.00182478+0.00351029j -0.00185111-0.00299317j 0.00648634+0.00196323j -0.00112689-0.00161047j 0.00157646+0.00413959j -0.00385017-0.00374151j -0.00422553-0.00579874j -0.0011786-0.00164126j 0.00225674-0.00149807j -0.000264288-0.000192614j 0.00245522-0.00176592j 0.00351076+0.000929492j 0.000418198+0.000573855j 0.00247159+0.00269311j -0.00243641-0.00377661j 0.00293727+0.000277108j 0.00114333+0.00144415j 
-0.000231279-7.51708e-05j -0.000481826+0.00038895j -0.000508786-0.000278042j 0.000585373-0.00217199j -0.000549559+0.00354923j -0.000889753-0.00156507j -0.000374185+0.00113875j -0.00117143+0.00476478j 0.000185437-0.00169518j -0.000331802+0.000155494j -0.00417679+0.00324644j -0.000350037-0.00449884j 0.00354038-0.0103505j -0.000996462+0.00200554j 0.00247965-0.00307215j -0.00248583+0.00241822j 0.000594807-0.00972855j 0.0039187-0.00574639j 0.00674617-0.00424642j -0.00174261-0.00323852j 0.00195748+0.00152923j -0.000494932+0.00232864j 0.00159678-0.00324657j 0.00309151-0.000531341j -0.00601457+0.00932594j -5.87582e-05-0.000642566j 0.00393851+0.00313656j 0.00416941-0.00781822j -0.000798913-0.00885292j 0.00259686+0.00188756j 0.000770103+0.00885449j -0.000525119+0.0071739j -0.000403113+0.0127094j -0.000717677+0.00417937j 0.00216325+0.00548853j 0.00114393-0.00243285j -0.000978275+0.00131347j 0.000865086+0.00281439j -0.00519423-0.00450995j -0.00399244-0.000593219j 0.00441546+0.00598344j -0.000344889-0.00090016j 0.00101185+0.00343015j -0.000126952+0.0017473j 0.00771308+0.00588269j 0.00641225+0.0105476j -0.000143382+0.00303382j -0.00488707+0.00155863j 0.00325375+0.006189j 0.00185358+0.00311227j -0.000411168+0.00196233j 0.00149888-0.000455495j 4.35848e-05+0.000694867j -0.00168056-0.00345546j 0.000693773-0.000427526j 0.000649949+0.000794971j 
-0.00103921-0.00056432j 0.000664549+0.00298016j -0.00153801-0.00191366j 0.000372407-0.000498784j -0.000308723-0.00165394j -0.000559907-0.000136142j 0.000453868+0.00600272j -0.001935-0.00239802j 0.00200699-0.000285731j -0.000762296-0.00597723j -0.000950035-0.00542827j -0.00437411-0.00292865j -0.00553262-0.00557596j -0.00688875-0.00520874j -0.00489397-0.00485348j -0.00250517-0.00496476j 0.000410039+0.00200722j 0.0049224+0.00334992j -0.00255408-0.00820652j -0.000728564+0.00247424j -0.000759502+0.00163669j -0.0053835-0.00269225j -0.00198465+0.00519954j 0.00224501+0.00809644j -0.00305788-0.0046783j -0.00889903-0.00345649j -0.00133962-0.00292246j 0.0052244+0.00431576j -0.00767104-0.00139883j -0.00341931-0.000350033j -0.00887142-0.000497651j -0.000149351-0.00374595j 0.00325851-0.00184252j 0.000739067-0.00145619j 0.0109342+0.00450725j 0.00397361+0.00284452j 0.00552858+0.000129702j -0.010701-0.00313726j -0.00289281+0.000717871j 0.00163086+0.00323548j 0.000633736-0.00546581j 0.00253989-0.00185591j -0.00282521-0.00298536j -0.00615527-0.00052978j 0.0057861-0.00344786j 0.0044577+0.000964127j 0.00372759-0.00195026j -0.00296131+0.00102876j -0.00449394+0.000622648j -0.00399532-0.00263598j -0.00200054-0.00465015j 0.0018614+0.000958722j 0.00107475+0.000417173j -0.00023002+0.000281295j -0.000483507-0.000616769j -0.00104744+5.45777e-05j 
0.00175555-0.00126211j 0.000619-0.000427428j 0.000758787-0.000212792j 0.000722834-0.000922932j -0.000683241-0.000831662j -0.000574051+0.0033482j 0.00296967-0.00508796j -6.95128e-05-0.00164295j -6.65629e-05+1.50443e-05j -0.000756972+0.00104264j -0.0013704+0.000521877j 0.00152268-0.00256412j 0.00178786+0.000481189j 1.52042e-05-0.00609342j -0.00123592-0.00150295j -0.000316392-0.001559j -0.00150362+0.00371578j -0.002533+0.0016707j -0.00237436+9.16287e-05j -0.000307183+1.32532e-05j 0.00142219-0.000513164j 0.00038988-0.00251325j 0.000834434-0.00137139j 0.00434551+0.00150426j -0.00127828-0.00112966j -0.00165204+0.000547977j -0.0022137-1.15145e-05j 0.000614743+0.000946709j 0.00155024+0.0029064j -0.00367462-0.00548259j -0.00350687-0.0062282j -0.000252834+0.00191667j -0.000207424+0.000886243j -0.00174107-0.00267871j 0.00287555-0.000300126j 0.00186139-0.0013065j 0.00166301+0.00177791j -0.00326828-0.000430665j 0.00189299+0.00331743j -0.00138437-0.00372234j 0.00177044+0.00263448j 0.00139061-0.00134812j 0.00402533+0.00164136j -0.00039477+0.00110144j -0.00302186-0.000906672j -0.00200523+0.000475159j -0.000989477+0.00131755j 0.00154264-0.000486199j -0.00232528+0.000356255j 0.00548591+0.00432665j 0.00191455+0.00601176j -0.00068024+0.000781091j 2.34321e-05+0.00023881j 0.00128573+0.000702303j -0.000926091-0.00223341j -0.000688166+0.000156757j 
0.000325318+0.000410106j -0.00122843+0.000382823j -0.00010084+0.0045171j 0.000514679-0.0007443j 0.000929292+0.000958131j 0.00106143-0.00414117j -0.00523429+0.0080987j 0.00115268+0.00012456j -0.0019737+0.00158749j 0.00110924+0.00111865j 0.00256998-0.00309384j -0.00122984+0.00177654j -0.000564077-0.00083861j 0.00228009+0.00629615j 0.00660187-3.06185e-05j -0.00622865+0.00222428j -0.00586289+0.00184157j 0.00212125-0.0102462j 0.00454875-0.000241381j -0.00307566-0.00291141j 0.0018848+0.00244636j 0.00126536+0.00314463j 0.00576203-0.00345505j -0.00529089+0.00442032j 0.00322752+0.00564637j 0.00398382-0.0118502j 0.00647309-0.00373698j -0.00366482+0.00359972j -0.00588694+0.00847012j 0.00211512+0.00857662j 0.00398678+0.00572898j -0.0038964+0.000459664j -0.00121128+0.00507355j 0.00113767+0.000542849j 0.000320321-0.0014665j -0.000885654-0.00240375j -0.00204847-0.00494454j 0.000398059-0.00752263j -0.00349426+0.00407864j -0.00331327+0.00596612j -0.00216801-0.0049762j -0.000647072+0.0067323j -0.00469484-0.00396943j 0.000708832+0.00733819j 0.00246662+0.000454661j 0.000646395-0.00072925j -0.00220339-0.00688588j 0.00151541+0.000634662j 0.00223432+0.0042091j -0.00482143-0.00722893j -0.00199645-0.00632177j 0.00122095+0.00122084j -0.00281015-0.000953775j 0.00169518+0.00103198j 0.000512747-7.14149e-05j -0.000794801-0.00111284j 
0.00277147+0.000353025j -0.00193521+0.00157681j 0.00489232+0.000157197j 0.00142825-0.000449369j -4.26738e-05-0.000141216j -0.00221814+0.00316564j -0.00174193+0.00128706j 0.00289077-0.0024984j -0.00388174+0.00587319j -0.00307599+0.00155509j -0.00170909+0.00169169j -0.00697788+0.00718981j 0.00330096-0.00515352j 0.00576745-0.0056416j 0.00808547-0.00283111j -0.00378291+0.000651805j -0.00344552+0.00155551j -0.0052744+0.00015269j 0.00224828-0.0016958j -0.0143711+0.00750967j 0.00526692+0.00242138j 0.00614217-0.00162253j 0.00915837-0.0105617j 0.00166054-0.00359817j -0.00460199+0.00793924j 0.00510344-0.00653693j 0.00584898-0.00860703j 0.00937069-0.00862001j 0.00170011-0.00530052j -0.00459286+0.000104519j -0.000830094+0.00336061j -0.00543778+7.56302e-05j -0.00454242-0.00413587j 5.95708e-05-0.00408954j -0.00163251+0.00137957j 0.00861091-0.0119748j -0.00200493-0.00555526j -0.000106266+0.00201939j -0.00317235-0.00429501j -0.00995116+0.0109697j 0.000992038+0.00622498j 0.00123499-0.00916478j -0.00066449-0.00203288j 4.20476e-05+0.000558083j 0.0023156-0.00174263j -0.00298037+0.00121931j 0.00517718+0.00404929j 0.00207717+0.00293723j -0.00405019-0.000281189j 3.61685e-05-0.00267123j -0.00079927-0.00242565j 0.00200505+0.00238233j 8.88622e-07+0.00489737j 0.00102366-0.00203493j 0.0026859-0.0045038j -0.00093773+0.0015505j 
0.00111718-0.00262756j 0.00181426+0.00158862j -0.00049355-0.00381296j 0.00105336-0.00292767j 0.00151089-0.00158169j -0.00590611-0.00289031j -0.00221792+0.00080274j -0.000751346+0.00723116j -0.00211448-0.00310518j -0.000990049-0.0038083j 0.000470377+0.00298141j -0.00106595-0.00181056j -0.00517836+0.00344319j -0.00157824-0.00291573j 0.00228532+0.00108136j 0.00382461+0.00670988j -0.00307425+0.00270842j 0.0013992+0.00622961j 0.00333579-0.00223786j -0.00855722-0.00236142j -0.00510705-0.00811046j 0.0010621+0.00316217j -0.000659177+0.00167496j -0.00354799-0.000656218j -0.00802338-0.00708337j 0.00781189+0.00974537j 0.00704992+0.00353865j 0.00208614+0.00874485j -0.004609+0.00287267j 0.00339736-0.00109571j 0.00557662+0.00167942j -0.0012675-0.000666633j 0.00185684+0.00147278j 0.00157855-0.00104694j -0.00437412-0.000645459j 0.0050406+0.00256939j 0.00462692+0.00287958j 0.00376709-0.00172881j 0.00139079+0.0062745j -0.011267+0.0002653j 6.5096e-05-0.00230859j 0.00403103+7.19533e-05j 0.00319064+0.00296904j 0.00607919+0.000391534j -0.00106852-0.00707695j 0.0067972+0.00213809j -0.00442054+0.0026241j -0.00203525-0.000568521j -0.00131807+0.00582704j 0.000321993-0.00166125j 0.00281075-0.00127274j 0.00529839+0.000695862j -7.23449e-05+0.00375613j 0.000847555-0.000615351j -0.000164124-0.00448284j -0.000398968+0.00409421j 
0.00300197-0.000335079j 0.0005104-0.004999j 0.00178641+0.0023511j 0.000777264-0.000367952j 0.000445462-0.00120049j -0.00114364+0.0031693j -0.00152669-0.00337605j -0.00179835+0.00179026j -0.00267414-0.00118088j 0.000876272-0.000444845j -0.00113569+0.000855747j 0.00275249-0.00532189j 0.0051499-0.000393039j 0.00248818+0.0013312j 0.00548974+0.00251908j -0.00161419-0.0067826j -0.00582671-0.0057685j -0.00402195+0.00136553j 0.000618178+0.00136826j -0.00239742-0.000679312j 0.00365875+0.00285884j 0.00432735-0.00106441j 0.00412411+0.00647863j 0.00126335+0.00154198j -0.000655547-0.00176624j 0.00709475+6.62396e-05j 0.00424834+0.00654288j -0.0036278-0.000906401j 0.00178535-0.00562373j -0.00172348-0.00349913j -0.00266651-0.00475374j -0.00664353-0.000327685j -0.00177527+0.00115977j -0.00143633+0.00013783j 0.00255589+0.00459442j 0.00386849+0.00366933j 0.00357108+0.007433j 0.00145205+7.1622e-05j -0.00203378-0.00200222j -0.00586727-0.00258131j 0.00334547-0.000159607j -0.000917421-5.20661e-05j 0.0048571+0.000990438j -0.00598685-0.00438616j -7.25569e-05+0.00466693j -0.00124794+0.00390996j 0.00439902+0.00337689j -0.000197674+0.00022913j -0.000166185+0.00442738j 0.00631635+0.0029242j -0.000236216+0.0024069j -0.000910543-0.000645038j -0.00215914+0.00196439j 0.00378909-0.000427318j 0.0006006-0.00231278j 0.00175417+0.00310898j 
