-0.26913+0.0779484j 0.0467705+0.251669j -0.288615+0.0902483j -0.230257-0.350383j -0.223934+0.216201j 0.0619089-0.053721j 0.134152-0.0272838j -0.107824+0.0432765j 0.133355+0.274044j -0.166921-0.033065j 0.100073-0.142991j 0.140069+0.0556808j 0.216073-0.134727j -0.291468-0.0422337j -0.0184569+0.358329j -0.134392+0.00718646j 0.00636676+0.13264j -0.0578148+0.0285665j 0.0191168+0.0739439j 0.037057-0.00341208j -0.0360196-0.012595j 0.00445882-0.0353921j 0.0302075+0.00349595j 0.019797+0.0133716j -0.0153606+0.0271133j -0.01821-0.01914j 0.00906787-0.034241j 0.0105675-0.00205126j -0.00276283+0.00914778j -0.0309422+0.0121371j 0.0352876+0.0069745j 0.0088973-0.0139332j 0.0107579+0.0157638j -0.0151971+0.0211468j 0.0286538+0.0226982j -0.0136664-0.00495349j -0.0139101+0.0150313j -0.00666463+0.00487086j 0.00566694+0.00739697j -0.0102246+0.0456853j -0.0418566-0.00969701j 0.0302619+0.00121041j 0.00491671-0.0122412j -0.00352344-0.0119687j 0.00122307+0.0180711j 0.00251702+0.0171311j -0.0108232+0.0215148j 0.0274585+0.0132734j 0.00324101+0.00727474j 0.00971923-0.0201604j 0.00795951+0.00664075j 0.015675-0.00462916j -0.00409767-0.00617776j -0.0175306-0.0102034j 0.00329429-0.00957312j 0.0113298+0.00366536j -0.00844489-0.00463421j -0.00927892-0.0172764j -0.0015962+0.00404898j 0.000932628-0.00548023j 0.00172892+0.00192102j 0.00374494-0.0011957j 0.00723263+0.0191375j 0.00324248-0.011275j 0.0102111+0.00187497j -0.00531624-0.00868883j -0.00321617-0.00851406j 0.00713331-0.00553286j 0.0125485-0.0110577j 0.0020198+0.0140466j -0.00263174+0.0048079j 0.00771103+0.00796317j 0.000901981-0.00105651j 0.0124125-0.00874347j -0.0194916+0.0116276j -0.0103963+0.00791927j -0.00368112+0.00145383j 0.00160598-0.00302663j 0.00747088+0.0108342j -0.00236527-0.00553395j -0.00011659-0.00316793j -0.00271845+0.00156364j 0.00218764-0.0060489j -0.00301086+0.00310993j 0.0157475+0.0222915j -0.01563+0.00622277j 0.0130959+0.00038857j 0.00375089+0.00209081j -0.00106912-0.00849394j 0.0175363-0.00246816j 0.000334951+0.0155324j 0.00263731+0.00181025j -0.00378286-0.00392149j -0.00755981+0.00584705j -0.00545553-0.0102059j 
0.0016184+0.00103686j 0.0011243-0.000762055j 0.00230993+0.000893122j -0.00393025-0.0039493j 0.00218218+0.00146436j -0.0030406-0.0040757j -0.00430878-0.00136528j 0.00403358-0.00362636j -0.00239708+0.00223762j -0.00481426-0.00651779j 7.56433e-05-0.00460974j -0.00264958-0.000789321j 0.0043565-0.000294917j -0.00602951+0.000648401j -0.00323699-0.00569943j 0.000441165+0.000913267j -0.00141384+0.00214763j 0.00245203-0.00192827j -0.0021753-0.00284214j -0.0015699-0.00201282j 0.000687596-0.000848411j 0.000190815-0.00322209j -0.00203862-0.000885748j 0.0037504-0.000214404j 0.00351326+0.00475348j -0.00184799+0.00398803j -0.00189172-0.00214131j 0.000997612+0.00373339j 3.99679e-05+0.00472031j -0.00377085-0.000370751j -0.00420725+0.00453925j -0.000673097-0.00182194j 0.00127726-0.00232872j -0.00203169-0.000711092j 0.00302993-0.000550115j 0.00176518-0.00269729j 0.00576234+0.0020285j 0.00337786-0.00188857j -0.00107858-0.00291221j 0.000602023-0.00149008j 0.00391669-0.00196642j 0.00231471-0.00107195j 0.000373648-0.00194411j 0.00316593+0.00450038j 0.004754+0.000999741j -0.000266939+0.0020026j 0.000395402-0.00135017j -0.000516485+0.00253916j 0.00366843-0.00612099j 0.00102131+0.000965697j 0.00394428-0.00014398j -0.00500635-0.00716824j 0.00558244+0.00787017j 0.000303842+0.00083899j 0.000989197-0.000713754j 0.00213857+0.00362219j -0.00190162-0.00463677j -0.000216948-0.0081883j 0.00769765+0.00245421j 0.00430118-0.00410071j -0.00350985+0.00561879j -0.00338131+0.000451632j 0.000103816-0.00529816j 0.000135563-0.00319946j 0.00272822+0.00164027j -0.000753967+0.0103606j -0.00214363+0.00475379j -0.00493387+0.00177498j -0.00332004-0.0036876j 0.000750617-0.00528063j 0.00120942+0.00497581j 0.000641395+0.00328288j 0.00900408+0.00127866j -0.000950362-0.00475132j -0.00691273+0.00841787j 0.00576434-0.00266207j -0.000811741-0.00673379j -0.00951498-0.000724329j 0.00440069+0.0106369j 0.000536743+0.00148795j 0.00466773-0.00702134j -0.00744196-0.00779503j 0.000442564-0.000521784j 0.00361956+0.00182881j -0.00395023+0.00336392j 0.00126317-0.00463669j 0.0036139-0.00549453j 0.00163483+0.000926436j 0.000739859-3.81596e-05j 0.00182937-0.00338045j -0.00315128-0.00454101j 0.00299204-0.00460608j -0.00527744-0.0049489j -0.00263354-0.0041232j -0.000577686-0.000375048j 
-0.00343625+0.000779862j 0.000820482+0.0031049j -0.00209038-0.000671541j -0.00134282+0.000387326j 0.00116481-0.00173368j 0.000503948-0.00235954j -0.00108847+0.00115361j -0.00346087-0.00567289j -0.00211477+0.00367836j -0.000638603-0.00255076j -0.00407476+0.00180732j -0.00283618+0.00293974j -0.00390477+0.000441825j 0.00265365+0.0061673j -0.00108546-0.00128296j -0.000711779+0.00342827j -0.000109446-0.00493009j -0.00526052+0.000261076j -0.00261892-0.00369192j -0.00163636+0.000809095j 0.00444323-0.000392748j -0.00454829+0.00352277j -0.00251492+0.00476943j 0.00593263+0.00533517j 0.00826472+0.00317367j -0.000768266+0.00543054j 0.000260216-0.00177051j -0.00599014+0.00724387j 0.00357382-0.00191388j -0.00229499-0.00242903j -0.00444328+0.00413781j -0.00715897+0.000408735j -0.00554306-0.00679838j -0.00271692+0.00488515j -0.000267686+0.000325621j 0.00472783-0.00400647j 0.00928261-0.00457826j -0.00276771-1.87344e-05j 0.00040464-0.00345045j 0.00241257-0.00104875j -0.000661729+0.00104757j -0.00157649-0.000522939j 0.000632435-0.000950669j 0.00751197+0.00453171j -0.00246466-0.00306302j 0.0112217+0.0011097j 0.00387127+0.0011504j -0.000514848-0.00154384j 0.00466442+0.00469674j 0.00231302+0.00183575j 0.00150144+0.00104319j 0.00283225-0.0018088j -0.00818047+0.00259278j -0.00146454-0.00207062j -0.00308194+0.000103145j 0.00116272-0.00174019j -0.002133-0.000425236j 0.00092551-0.0035331j -0.000703447+0.00591578j -0.00698334-0.00404795j 0.00403448-0.004052j 0.00533501-0.00615756j 5.40459e-05+0.000301851j -0.00668966-0.00331159j 0.00105286+0.000170184j 0.00449325+0.00756003j -0.00307045-0.00569887j -0.00593635+0.00202993j 0.0058882+0.00378515j -0.00192854+0.0011245j -0.00392741+0.000497551j 0.00686983-0.000689924j 0.00105433+0.000656535j 0.00304642+0.00588752j -0.00154125-0.00732448j -0.00268207+0.000198507j -0.00232739-0.000508081j 0.00016306-0.000437212j -0.00788534-0.00234765j -0.00185422-0.000588505j 0.0102431+0.000277554j -0.00182917-0.00288502j 0.00182232-0.000114444j -0.00461313+0.00280266j -0.00201768-0.000822246j -0.00157546-0.00248442j -0.00667255+0.000900409j 0.00459962+0.00224722j 0.00292455+0.00132905j -0.00107791+0.00173755j 0.00375267+0.00411622j -0.00196548+0.00368899j 0.00150122-0.00349858j 0.00266894+0.00493212j 0.0010445-0.0012552j 
-0.00612572-0.00252791j 0.00447248-0.00288775j -0.00150767-0.00441774j -0.00342872+0.00736471j -0.00422355+0.00518264j 0.00176067+0.00416619j -0.00160106+0.0033887j 0.00162539-0.00326602j -0.00354272-0.00739994j 0.0039037+0.000929802j 0.00104158-0.00184422j 0.000829214-0.00875941j -0.00135014+0.0060569j 0.00600146+0.00310224j -0.000157397-0.0016003j -0.00203033+0.000251394j -0.00158722-0.00495636j -0.00775976-0.00312734j -0.000386529-0.00141758j 0.00265297+0.00243096j -0.00477731-0.00095481j -0.00498318+0.000706104j -0.00728246+2.48905e-06j -0.0021655-0.00138387j -0.00190775-0.00469319j -0.00192899-0.000606423j -0.00434347+0.0100249j -0.000480821-8.92551e-05j -0.00400233+0.00269017j 0.00573877-0.00820808j 0.00541697+0.00348382j -0.00897865+0.00527273j 0.00202154+0.00680048j -0.000906238+0.00166223j -0.00230397+0.00091391j 0.0161742-0.0102494j 0.00615097+0.00379685j -0.00494717+0.000354372j 0.00131532-0.00521067j 0.00177089+0.000438601j 0.00067438-0.00105821j -0.00301046-0.00189342j 0.00180951-0.0028637j -0.000481997+0.00195923j 0.00295452-0.00306923j -0.0027113+0.00229352j -0.000978863+0.00393274j 0.00353056+0.00459302j -0.00214344-0.000311266j 0.0085129+0.00634071j -0.00322326+0.0048746j 0.00326013-0.000352559j 0.000779707-0.00411847j -0.00195796+0.00973614j -0.00300462+0.00506458j -0.00380009-0.000526731j -0.00425885-0.00333776j -0.00160751+0.0037854j 0.00103559+0.00262452j -0.00168552-0.0128105j -0.00207583-0.0036822j 0.0017862-0.000303869j -0.0020302+0.000892683j 0.00390785+0.00652271j -0.00347094+0.00773244j 0.00302199+0.000450117j 0.000112485+0.000671278j -0.0022998+0.00547278j 0.00850142-0.00864286j -0.00102223+0.00197454j 0.00135955-0.000308743j -0.001759+0.00489649j -0.00613907-0.00123658j 0.00302893+0.0072004j -0.00586962-0.00197224j -0.0015494+0.00211589j 0.00752155-0.00714318j 0.00596649-0.000382158j 0.00314178+0.000706581j -0.00753902-0.00324016j 0.00187529+0.000785178j 0.00327245-0.00338145j -0.000829307+0.00733756j 0.0065345-0.000742981j 0.00438355-0.00526804j 0.00582125+0.000704469j -0.00143495-0.00273727j -0.00108183-0.00595805j -0.00190299-0.00253743j -0.0085282-0.00756181j -0.00170978+0.00332858j 0.0017748+0.00185332j 0.00117629-0.00462676j -0.00130979-0.00105599j -0.00072108+0.000776934j 
-0.00137211-0.00263167j 0.00185229+0.00304215j -0.000613142-0.000709394j 0.000727718+0.00173837j 0.000402141-0.00354789j 0.00501548+0.00159115j 0.00257735-0.00364332j -0.00188301-0.0015802j -0.000336712+0.000538904j 0.0031595-0.000397107j 0.00276744+0.00412947j -0.00052145-0.00238365j -0.00443386+0.00417998j 0.00450828+0.00268387j 0.00179837-0.000934353j -0.000617376+0.00176466j 0.00434872+0.000528704j -0.00271338+0.00203232j 0.000111368+0.00487061j 0.00111043+0.0075536j -0.00236738+0.00242525j -0.000443617-8.29355e-05j 0.00288591+0.0070357j -0.0023455+0.00590651j 0.00863155-0.00595202j -0.00417251-0.00212554j 0.000382502+0.00263026j -0.00744361+0.00150621j 0.00080915-0.00257063j 0.0103282-0.00379353j -0.00173986-0.00974425j -0.0147007+0.00480085j -0.00359025-0.00231594j -0.0120473+0.00669518j -0.0076971-2.85316e-05j 0.00577735-0.00767097j 0.0118313-0.00570104j 0.00619559-0.00265457j -0.000250354-0.000346544j 0.00143664-0.00105992j -0.0026487-0.00187833j -0.00190949-0.00274761j -0.00127374+0.00209846j 0.00193239-0.00283357j 0.00623596+0.000554232j -0.00400795-0.00638953j -0.00300977-3.25632e-05j -0.00146644-0.00416241j -0.00072332+0.00608624j 0.00231742+0.00225511j 0.00283785-0.00265892j 8.66945e-05-0.000199474j 0.00282214-0.00494724j 0.000465707-0.00305851j 0.000937204-0.000479858j 0.00333201+0.00150105j 6.07424e-05-0.000307577j 0.000971843+0.00140128j -0.00332587+0.00152154j -0.00234399+0.00651454j -0.000867806+0.0039753j 0.00317639+0.00351491j -0.00162747-0.00261206j -0.000137045-0.000205613j -0.00576345-0.00528119j -0.000843868-0.000507958j -0.00011003+0.00267217j 0.00572287+0.00475004j -0.00203858-0.00282352j 0.00469+0.00874091j -0.000563633+0.00284112j -0.00621039-0.00107925j -0.00556625+0.00307769j 0.000126453+0.00283866j 0.00619895+6.8176e-05j 0.000840481+0.00852494j -0.0049505+0.000435012j 0.00145688+0.021468j 0.00647419+0.00767337j 0.00372886-0.00487097j -0.00133019-0.00607231j -0.000249079-0.00334595j 0.00404871+0.0100889j 0.00271338-0.00106585j -0.00153834+0.00243288j -1.09112e-05-0.00199523j 0.000799696-0.00742163j 0.010574+0.00102004j -0.0028417+0.000445304j -0.00563285+0.000167087j 0.00154222+0.00284259j -0.00911884+0.00144044j 0.00126798+0.00694408j -0.00240766+0.00472021j 0.00749678+0.00655933j 
0.00465391+0.005009j 0.000441581+0.000466714j 0.00162536+0.00168107j 0.000200031+0.000971919j 0.003526-0.00111579j -0.00153223+0.000465359j 0.00286658+0.00123836j -0.00169041+0.000954545j 0.00199116+0.003355j -0.00520891-0.00521362j -0.0010165+0.00391256j 0.000501553-0.00103445j 0.00235195+0.00707561j 0.0011478+0.00302283j -0.00558604-0.00650769j -0.000426902+0.00037237j -0.00124779+0.00249891j 0.00087692+0.00234921j -0.0020561+0.00129268j 0.00104744-0.00261572j -0.0036027-0.00175137j 0.000241825+0.000955825j -0.00116443-0.00292991j -0.00330394-0.00126006j -0.00117026-0.00329743j 0.00519381-0.000484605j 0.0011488-0.00255503j -0.0025592+0.000232273j 0.000646643+0.00417948j 0.000813722+0.00446543j 0.00270936-0.00625116j 0.0026383-0.00224396j 0.00236746+0.00115266j 0.0028468+1.02292e-05j -0.000871893+0.00415145j -0.00589273+0.00375948j -0.00723652+0.00280992j 0.000780462+0.00157936j 0.00221382+0.00010112j -0.00371586-0.000912065j 0.00604412-0.00238922j 0.00100875-0.00093413j 0.00267295-0.00412223j 0.000679211-0.00159327j -0.00222732-0.00460554j 0.00864376-0.000947045j 0.00029464+0.00230917j 0.00268042+0.00377444j -0.00168575+0.00300487j -0.00164219+0.00195122j 0.00267965+0.00839056j -0.000433058+0.000860759j -0.00911571+0.000646827j -0.00278885+0.00337251j -0.00331473-0.00026037j 0.00195591+0.00237047j -0.00763472+0.00271045j 0.000289471-0.000787976j -0.00244047-0.00193343j -0.00215278+0.00157447j 0.00247407+0.00158068j -0.000140176+0.00475831j 0.00516855-0.00537561j 0.0013981-0.00200771j 0.00441271-0.00824202j -0.00307019+0.00133973j -0.00383363+0.000363899j 0.00429771+0.00907921j -0.00558994-0.00104921j 0.00902781+0.0030712j 0.00542165-0.00390989j -0.00347362-0.00390406j -0.00495393+0.0133139j 0.00117502-0.00376387j -0.00438927+0.00386311j -0.0057207-0.00636445j -0.00491034-0.00731757j 0.000534629+0.00603546j 0.00876655+0.00042672j 0.00138961-0.0061005j -0.00399762-0.00375095j 0.0143747-0.0049757j 0.00641417-0.000702992j 0.00528489+0.00393676j -0.00473929+0.000590733j 0.00480857-0.00114538j 0.00360738-0.00658327j 0.00210482-0.000146171j 0.00551312-0.000290122j -0.00232223-0.00898215j -0.0117426-0.00761398j 0.00521875+0.00373063j -0.000101184-0.00255136j -0.00025761-0.00122014j -0.00274767-0.00138102j 
-0.00294447-0.00293173j 0.00325462-0.00213403j 0.000250794-0.002461j -0.00261346+0.00180107j -0.00022794+0.00340168j -0.00022712+0.000629642j 0.00499894+0.0014624j -0.00233607-0.0029898j -0.00330427-0.00231772j 0.00470499+0.000947876j -0.00204903+0.00511184j -0.00433259+0.000320408j -0.00679143-0.000690969j 0.00737195+0.00137334j 0.000535003+0.00384491j -0.000602359-0.000247708j 0.00178853-0.00125203j -0.000642477+0.000169262j 0.00137212+0.00308819j -0.00226718+0.0056097j -0.000383643+0.000177094j -0.00235406+0.00373467j -0.0011199+4.91383e-05j 0.00410275-0.00426292j -0.00592693+0.00319174j 0.00531702-0.00248785j -0.00471619+0.00919838j 0.00142541-0.000331946j -0.00178527-0.00889645j -0.00363894-0.00199844j 0.00636108+0.00311904j 0.00246664-0.00553304j 0.000808713-0.000500528j 2.58122e-05-0.00460894j 0.000509431-0.00961211j -0.00329488+0.00352417j -0.00149671-0.0043817j -0.00266655-0.000173316j -0.000200324+0.0015008j -0.00758585+0.00294823j 0.000570635+0.00267621j -0.00195244+0.000318079j 0.00170005+0.00184563j 0.00283959+0.00156028j 0.00198213+0.00296715j -0.00476779-0.00121674j -0.00295389+0.00326549j 0.00138837+0.00190543j -0.00178715+0.00151002j 0.00777833+0.00852174j 0.00346617-0.00535755j -0.00416179-0.00188956j 0.00290981+0.0031313j -0.00224507+0.00210306j -0.00785358+0.00737838j -0.00203398-0.00104269j -0.000641937-0.00281536j 0.000344651-0.00554234j 0.0010296+0.00141433j -0.00281231-0.0035659j 0.00235811+0.00623952j 0.000359224-0.00208992j -0.000585189-0.00255379j 0.00308702+0.00547162j 0.00534874-0.0016123j 0.00106134+0.00185007j -0.00157898-0.00266872j 0.00100258-0.00225383j -0.00229341+0.000560428j -0.00261478+0.00278395j 0.00314913-0.00864638j 0.000661004+0.00330913j -0.00124108+0.00413477j -0.0046839-0.00656395j 0.00190687+0.0040076j -0.00251192-0.00295665j -2.32538e-05-0.00258891j 0.00768841-0.000813165j 0.00361235-0.00429878j -0.00663107+0.00179019j 0.002339-0.00253927j 0.000114704+0.000590411j -0.00327631-0.00334401j -0.00238989-0.00243054j 0.00218364+0.000606295j -0.0010829+0.00407457j 0.00143598-0.00294669j 0.00512958+0.00109896j -0.0041232+0.00155438j -0.00360072-0.00348884j -0.00495661-0.00483856j -0.00267449-0.00081237j 0.000600239+0.00122826j -0.000748458+0.00299486j 0.00408397+0.0004771j 
-0.00330209+0.000934578j 0.000221823-0.00618081j -0.00174339-0.00290518j -0.00150676+0.00542674j 0.00123348+0.00505285j -0.00442225+0.00140871j -0.00333119+0.00660929j -0.00297162-0.00244121j -0.0044016+0.00122836j -0.00161578+0.000968464j -0.00579481-0.00392153j -0.00187806+0.00470729j -0.00175387-0.00350165j -0.000722637-0.000914219j -0.000607564+0.00128645j 0.000586482-0.00225563j -0.00386001-0.00110569j -0.00134095+0.00091705j 0.00144466+0.00273121j 0.00095408-0.00226334j -0.00138389-2.69463e-05j -0.00146341-0.00115359j -0.00191872-0.00359471j -0.00126385+0.00186854j -0.00571388-0.000704688j 0.00342496+0.00503834j 0.000951163+0.000936271j -0.00852474+0.000870231j -0.00597205-0.000896651j -0.00606207-0.00849641j 0.000946303+0.0019583j 0.00839477-0.00164745j 0.0015468+0.00196512j 0.00156322-0.0053101j 0.00260291+0.000568303j 0.000658001+0.000135905j -0.00860247+0.00374334j -0.00226891+0.00166562j 0.00324047+0.00444236j -0.00252442+0.000563073j -0.00154903+0.00167532j 0.00232478-0.000157497j -0.00396382-0.00251419j -0.00200273-0.00190542j 0.000317641+0.00506173j -0.00442185-0.0027594j 0.00270848+0.00127511j 0.00154905-0.00137951j -0.00199172+0.00272184j -0.000633089+0.00123396j -0.00155161-0.00638235j -0.000425259+0.00208247j 0.00337789-0.00615171j 0.0033275+0.000987591j -0.000841725-0.00845176j -0.00166314-0.0016354j -0.000964543-0.000996551j -0.000565496-0.000394943j 0.00640732-0.00334324j -0.000838591-0.00287405j -0.000576568-0.00449313j 5.78622e-05-0.00789243j -0.000726824+0.00218657j -0.00219334-0.000566323j -0.00650317+0.000300794j 0.00754361-8.97089e-05j -0.000447351-0.00235393j 0.00691856+0.0023076j 0.00284722+0.000797427j 0.00465104+0.00312706j -0.0052983-0.000443447j -0.00849308-0.00313106j -0.000311313-0.0052888j 0.00120233+0.00655854j 0.00743516-0.00182192j -0.00263507+0.00293543j 0.00398836+0.00349261j 0.00207396+0.00631654j -0.0043673-0.00740297j 0.00181636+0.00079442j -0.00764294-0.00262348j 0.00419469+0.00313153j 0.00235814+0.00192158j 0.00694609+0.00296605j 0.00166624-2.4468e-05j 0.00109341+0.0042992j 0.0032269+0.00567293j -0.00731771+0.00288746j -0.00159407-0.00244819j 0.00324591+0.00161075j -0.000956509-0.000608284j 0.00139265-0.00262731j 0.00334965+0.00241568j 0.000687553+0.000895822j -0.00286836+0.0007543j 
0.000876056-0.00194811j 0.00373618+0.00188201j 0.000640478-0.000524388j -0.000175642-0.00201048j -0.000462563-0.00381395j 0.00142589-0.00315278j 0.00153045-0.000684022j -0.00296684-0.00175248j 0.0012921+0.000278456j 0.00335026-0.0010424j -0.00341205+0.00208618j -0.00476091+0.00372609j -0.00483411+0.00145345j 0.00358332+0.00498261j -0.00181063+0.000303735j -0.00345539+0.00167588j -0.00359178+0.0029033j -0.00276439-0.0010924j -0.00278037+0.00087813j 0.000940327-0.000895874j -0.00495707+0.00270448j -0.0016463-0.00247699j -0.0025257-0.00523703j -0.00315049+0.00263013j -0.00662831-0.00238431j 0.000842928-0.000847202j -0.000810102+0.00198436j -0.00679939-0.00644987j 0.00311105-0.000587234j 0.0059728-0.00476141j 0.00388406-0.00517608j 0.00218437-0.00165292j 0.00295406-0.000288898j 0.00385653-0.00160443j 0.000501401+0.00158642j 0.00081156+0.00262543j -0.00373174+0.00212246j -0.00194494-0.000486063j -0.000610543-0.00422907j 0.00322005-0.00312716j 0.0043554-0.0034185j -0.000257672-0.00083854j 0.00334676-0.00166026j 0.000532222+0.00285795j 0.00267304-0.00764638j -0.000843842+0.00234218j 0.00226711+0.000512335j -0.00189805+0.00153543j 0.00172741-0.00265374j -0.000431569-0.00122116j 0.00776982+0.00507473j -0.00347522-0.000976287j -0.00664438+0.00302431j -0.00626492+0.000925514j -0.00353576-0.00475247j 0.00612934+0.000401799j -0.00331718+0.00138795j 0.000751956+0.00246108j 0.00954069+0.00321061j -0.00262988+0.000571131j -0.00245686+0.00142635j 0.000537877-0.00524962j -0.000566195-0.00594783j 0.00442395+0.00104225j 0.00405766+4.25691e-05j 0.0019309+0.00551401j 0.00506932+0.00253296j 0.00127926+0.00427441j -0.00639377-0.00379741j 0.000893292-0.000763955j 0.00257873+0.00921862j 0.00302263-0.00357147j 0.00276382+0.00525313j 0.00633801-0.000245825j -0.0054902+0.00371711j 0.00384692+0.00128443j -0.00377835-0.00533753j 0.00110881+0.00358832j 0.00444118+0.00542352j -5.49262e-06-0.00102054j 0.00373055-0.00360544j -0.00473699-0.00360041j 0.00807049-0.00151736j -0.00200968-3.71689e-06j -0.00577698+0.0018385j -0.00191745-0.00859809j 0.0037722-0.00622581j 0.00173793-0.00152601j -0.00211208+0.00243562j -0.00354-0.000908259j 6.61629e-05+0.000189495j 0.000197834-0.000544051j -0.000540939+0.000586684j -0.00138054-0.00217821j 0.000944631-0.00164611j 
0.00270495+0.00206731j -0.000372618-0.0037091j 0.00428924+0.00161642j -0.00362637-0.00310477j 0.00397866+0.000377805j -0.00308332-0.0027425j 0.00379599-0.00184252j -0.00182852+0.00148006j 0.000467337+0.00386027j 0.00271187+0.00115649j 0.00302564+0.00122637j -0.00789658+0.00293608j -0.00851082-0.0059853j 0.00437689-0.00576409j 0.00203675+0.00721411j 0.00387132+0.00127401j -0.00597834+0.00156855j 0.0012796-0.00193545j -0.00271747-0.00315325j 0.000735238-0.00742069j -0.000937087-0.000257136j 0.00079475-0.00221266j -0.00367306-0.00315708j -0.0026793+0.00010436j 0.00116647-0.00422768j -0.000874145+0.0039948j 0.00105761-0.00572757j 0.00341441+0.000685655j 0.00169662+0.0106393j -0.00117597+0.000939721j -0.00405446+0.00271951j 0.00253429+0.00216139j -0.00153581+0.00299679j 0.00317816+0.0045241j 0.00337102+0.00818814j 0.00758467-0.0018578j -0.000968918+0.00727447j 0.00218899+0.00152368j -0.00350272+0.000591289j -0.00157595-0.00147766j -0.00173543-0.000318046j 0.00424732-0.0030364j 0.00246228-0.00271726j -0.000977038-0.00105756j 0.000712265-0.00146456j 0.00431738+0.000382935j 0.00352072+0.00112171j 1.56471e-05+0.00269816j 0.00370346+0.00192958j 0.000432353+0.00317182j 0.00165988+0.00947721j -0.00410168+0.00596179j -0.00395643+0.00406094j -0.00377877+0.0021795j -0.00180564+0.00473818j 0.00299201+0.00533217j -0.00186485+0.00184536j 0.00330827+0.00974872j -0.00176735+0.00516954j -0.00372524+0.000125066j 0.00535062+0.00878359j -0.00139681-0.00100718j -0.00485576+0.00444398j 0.00894509+0.011831j -0.000125591-0.00179585j 0.0042031+0.00463342j -0.00280931-0.00625469j -0.00104886-0.00578443j 0.00633776-0.000777136j -0.00835309+0.0109226j -0.00528249+0.00232772j -0.00199948+0.00372015j -0.00877864+0.00150349j -0.0090028-0.0104885j 0.000112376+0.0165022j -0.00175487+0.000869804j 0.00543156-7.01254e-06j 0.00205963+0.00379339j -0.0147319+0.00755774j 0.00835513+0.00422676j -0.00128039+0.016872j -0.0102509+0.00812296j 0.0125584+0.00407764j 0.00116936-0.000983212j 0.00386905-0.00694117j 0.00460448+0.00104585j -0.00358273-0.00279076j -0.00614544-0.00392147j 0.000667141-0.00497063j 0.00598502+0.00636079j 0.00138128-0.000490411j -0.000580249-0.00172118j -0.00116454-0.00206789j -0.000264802-0.00207055j -0.00186173-0.000483421j 
0.00250021+0.000109005j -0.000845648-0.00184829j 0.00344187+1.64604e-06j -0.00152733-0.00266662j -0.00104257-0.000362787j 0.00119532-0.00325494j -0.00128059-0.000551813j 0.00238512+0.00104598j 0.00218663-0.00268092j 0.00405474+0.00262847j 0.00252584-0.00374297j -0.00582756-0.00303401j -0.00183703-0.00244118j 0.00126186-0.00366353j 0.00128039+0.00248871j 0.00137301+0.000161456j 0.000623069+0.00101583j 0.00131539-0.00353958j 0.00234343-0.00146876j 0.00395262+0.00179924j -0.00106985+0.00218271j -0.00108823-0.00511192j -0.000473669+0.00121668j -0.000805719-0.00883026j -0.000261534+0.000251963j -0.00152965-0.0036542j -0.00339006+0.00828984j 0.0109569-0.00345196j -0.00164841-0.000344277j 0.00336609-0.000175649j -0.00370552+0.00375717j 0.00123563+0.000262913j 0.00596182-0.000161989j -0.000695451-0.00190638j -0.000161959-0.0029489j 0.00194114-0.000276652j 0.00379053-7.30796e-05j -0.000104433+0.000864294j -0.00221813-0.000674743j -0.0023469+0.00285004j 0.000712286+0.00259175j 0.0031536-0.000893474j 0.00318435+0.000326442j 0.00608569+0.00153115j 0.00417866-0.000673466j 0.000545142-0.000787033j -0.00142709+0.0033055j 0.00145009+0.0014578j 0.00134552-0.000586467j -0.00309812-0.00107004j 0.00438923-0.00308907j -0.00317143-0.00083919j -0.00334593+0.00390622j -0.00340473-0.00330676j 0.00172138+0.00520787j 0.00126536+0.00387788j 0.00323827+0.00187764j -0.00441845-0.00616627j 0.00367605-0.0015567j 0.000646477+0.00118498j 0.00124136-0.00341668j -0.00870866-0.00463242j 0.00117381+0.00269451j 0.0147621+0.00374487j -0.00446074-0.00477271j -0.0116994+0.00501606j 0.010991-0.006261j 0.00914751+0.00176841j -0.00583031+0.00414933j 0.00304394+0.00247994j -0.00905172+0.00589363j -0.00719027+0.00300338j 0.00623676-0.0058575j -0.00485029+0.00110951j 0.00575241+0.00516034j 0.00109919+0.00152575j 0.00702349+0.0021107j -0.00286395-0.000788641j -0.00816945+0.00210757j 0.00525692+0.00655331j 0.0033326+0.00802849j -0.00650422-0.000574684j 0.00374648+0.000978118j -0.00165181-0.000907408j 0.00189097-0.000157878j 0.00169151-1.75794e-05j -0.00231207-0.00355493j 0.00542828-0.0036285j 0.00224327-0.00165492j 0.00248092+0.00162982j -0.00114171-0.0009776j -0.00133818-0.00261136j -0.00211629-0.00293119j -0.00198625-0.00170074j 0.00109842+0.000751763j 
