-0.00974258-0.0119461j 0.0109762-0.00943267j 0.022639-0.00186882j -0.00117002+0.0205025j -0.00129855+0.00991834j 0.000827778+0.00691086j -0.0194133+0.00882175j -0.0119008-0.0219966j -0.00928143-0.00392361j 0.00549911-0.00596031j -0.0048467+0.00279722j 0.000201551+0.0092556j -0.00561625+0.0094719j 0.00193456-0.00578592j -0.00643603-0.00469758j -0.00594393-0.0080904j -0.00552932-0.002721j 0.00257679-0.00462891j 0.00180513-0.0108942j -0.00660294-0.0119985j 0.0016979-0.00412875j -0.0036096-0.00608744j 0.00283167-0.000842697j -0.004229-0.00104919j 0.00203384-0.00157663j -0.0110824+0.000709013j 0.00227105+0.00160569j 0.000274634-0.000284206j 0.00246664-0.0038555j -0.00146606+0.00295396j 0.00119204+0.00134723j -0.00627076+0.00311805j 0.00597167+0.00127631j 0.00819089-0.0016775j -0.00223725+0.000292391j -0.00509264-0.0081051j -0.00222988-0.00217451j 0.000489903+0.00168564j -0.00253202-0.00563386j -0.00872713-0.00126473j 0.00934259+0.00328872j 0.00201763+0.00323795j 0.00298301+0.00445923j 0.00600526+0.00345189j -0.0117872+0.00111954j 0.00604113+0.00253462j -0.000185514-0.00107753j 0.000487872+0.00674891j -0.00646405-0.0108389j -0.00746879+0.00133638j -0.0078592-0.0121759j -0.0169005+0.015299j 0.00105871+0.0161093j 0.0191988-4.968e-05j 0.00426046-0.0162056j -0.0176071-0.0064572j 
-0.0162075+0.00390881j -0.00399995-0.0124621j 0.00983679-0.00497737j 0.0138241+0.00838323j -0.0128608-0.0210131j 0.00486309-0.0114645j 0.00689619+0.00103838j 0.000698531+0.00487253j -0.00431007+0.010068j 0.000697267-0.0131714j -0.00543353-0.0202797j 0.00270563+0.00167525j 0.00263515+0.00107955j -0.0122649+0.0238716j -0.00934242-0.01389j -0.00240422-0.00387287j -0.0110952+0.00227768j -0.00330347+0.00893137j 0.00420897-0.00455676j 0.0150079+0.0051278j -0.0073281+0.00432456j 0.012837-0.00483617j -0.00129071-0.0081718j -0.00484053-0.011192j -0.00877775+0.00430732j -0.00487573+0.00121515j 0.00444626+0.00802905j 0.00273446+0.0166602j 0.00283075-0.00676019j -0.00218224-0.00244868j 0.012233+0.00104479j 0.0245857-0.00206711j 0.00193224-0.0100298j -0.0132413+0.00650014j 0.00300136-0.0168724j 0.0106585-0.00446573j 0.00258019+0.00227172j -0.00914249+0.00396684j 0.00517546-0.000106278j -0.00100049+0.0192361j -0.00418042+0.00701002j 0.00362147-0.00454275j 0.0122821+0.0136225j -0.0139593+0.00169312j -0.0212174+0.00394574j 0.00477193+0.00460155j -0.0054204-0.00854988j 0.00272119+0.00361712j 0.0135422-0.0135564j -0.0034665-0.00189281j -0.000417406-0.00864092j -0.00117472-0.00894997j -0.0107982+0.0120766j 0.00919431-0.00184285j -0.00502922-0.00853964j -0.010795+0.0181492j 
-0.000164957+0.00102198j 0.000728861-0.00163256j -0.0170398-0.0019143j 0.00194464-0.0130799j -0.000413526-0.00125466j 0.0113135-0.00422198j 0.0129254+0.0068583j 0.0111975+0.0155141j -0.00162201-0.00288709j -0.00197038+0.00521817j -0.000464452-0.0106479j 0.00363704-0.0151258j 0.0112468-0.00296607j -0.0100869+0.0156895j 0.00153915+0.000767762j 0.00435857-0.0066791j -0.00491726+0.00490516j 0.00307398-0.00214062j -0.00728813+0.00688431j 0.00715905-0.00817297j -0.00503923+0.015317j -0.00732776-0.00603785j 0.00479436-0.00213845j 0.00888206+0.0106057j 0.00327584+0.00211837j 0.014221-0.000300094j 0.00341399-0.00426763j -0.0037601-0.0030891j -0.0041966+0.00774358j 0.000601079-0.00156306j -0.0148585-0.00481994j 0.009652-0.00354214j 0.00577982-0.00834163j -0.000935702-0.00790293j -7.03119e-05-0.00890969j -0.00014665+0.00387985j -0.00455013-0.00159862j 0.00697448+0.00714171j 0.000981735+0.0155609j -0.000442075-0.00377297j -0.0130914-0.00663293j -0.0116545+0.0127494j 0.00665963+0.00578701j -0.00381915-0.00491934j -0.00383546-0.00285736j 0.00508831-0.001448j -0.0115153-0.0042523j -0.0114916+0.00014483j -0.00514526-0.00793603j 0.00309108-0.00764214j 0.00421683+8.24929e-05j 0.00996127-0.00949363j -0.0119171-0.0165474j -0.0143194+0.000379856j -0.00382227+0.00560577j 0.0011082+0.012847j 
-0.00417881-0.00948298j 0.0103817-0.00610945j 0.0272257+0.00341164j -0.0049918+0.0217406j -0.00468224+0.0195019j -0.00364648+0.00243419j -0.0103888-0.00213116j -0.00355842-0.0263152j -0.00395674+0.000947069j -0.00325498+9.85641e-05j 0.00198149+0.00189107j 0.00236265+0.0118368j -0.0155486+0.0110646j 0.00682566-0.0149552j -0.00770819-0.00326339j -0.0108856-0.00127377j -0.00297598+0.000281285j 0.00111011+0.00118718j -0.00314366-0.0137774j -0.00754371-0.00699698j 0.0175014-0.00920163j 0.0108834+0.0020824j -0.00736468-0.00264408j -0.00516225-0.00894788j 0.000585726-0.00495323j -0.000866189-0.00276353j -0.000702354+0.00462413j 0.000982439-0.00180899j 0.00886589+0.0105704j -0.0012368+0.00293611j -0.00101513-0.0027877j -0.00948459+0.012586j 0.00701326+2.05502e-05j 0.00991636+0.00630309j -0.0120809-0.00177669j 0.00402017-0.00798391j -0.00179111-0.00697985j -0.0179323+0.00616349j -0.000915445-0.0194935j -0.00764741-0.00126143j 0.0116382-0.00682833j 0.00314411+0.00526617j 0.00917116+0.00367704j 0.00620873-0.00966643j -0.00236965+0.00636552j 0.0030197-0.00174516j 0.0115367+0.00150687j 0.00513209+0.00353433j -0.00671464-0.00116297j 0.0057741+0.00900624j -0.00999449-0.0103206j -0.0033668-0.00201267j 0.0024861+0.0333714j 0.0020193-0.000946591j 0.00728097-0.0199569j -0.000232794-0.00746318j 
0.0180903+0.00314231j -0.00594723+0.0183816j -0.0271357+0.00287893j -0.00196906-0.02325j 0.0271924-0.00858636j 0.00311196+0.0105333j -0.00634464-0.0101655j -0.00388542+0.00242732j -0.00660319-0.00772891j 0.00044331-0.00337236j 0.00438983+0.00612873j -0.00204307+0.0104324j 0.0127583+0.00344305j 0.00543649-0.00972985j -0.0135181-0.0048943j -0.00328247+0.00545827j -0.00663295+0.00092652j -0.00387508+0.00357297j 0.014301-0.00246369j 0.0037615+0.00718142j 0.00982455-4.16469e-05j 0.00461037+0.00070976j 0.003479-0.0057669j 0.00289657-0.0104227j -0.00549504+0.0137952j 0.00077386-0.00246983j 0.00281144+0.00216311j 0.0168822+0.00205354j -0.0116129+0.0135878j -0.00729926-0.00881213j -0.0157987-0.00268675j 0.00377743-0.00941327j -0.0105025+0.0188198j -0.00318878-0.00651438j 0.0143274+0.00132823j -0.00195964-0.00667744j -0.0064646-0.0157886j -0.00268931-0.00332569j -0.0119496+0.00381886j 0.0102833-0.00509954j 0.00223549-0.00863022j 0.00204767-0.00658257j -0.0145919-0.00320793j -0.0057962-0.00222836j 0.00818873-0.00625115j 0.00506772+0.00614289j 0.0101846+0.00545627j -0.00321843-0.0104532j -0.00759135+0.00802761j 0.0021317+0.00091978j 0.00253561+0.00873914j 0.00829972+0.011462j 0.00536085-0.0208424j -0.0299933-0.00306621j 0.00493737+0.0137232j 0.0149415-0.0113947j 
0.00328823-0.0120587j 0.0121715+0.00418116j 0.0154012+0.000207826j -0.00768359+0.014204j -0.000572803+0.0258065j -0.0129344+0.00845473j -0.000797981+0.00827559j -0.0121136-0.00249514j -0.00378492-0.00120212j 0.00522054-0.0133978j 0.00421405+0.0104414j 0.00344148+0.0105244j -0.00696922+0.00698336j -0.00211023-0.0272643j -0.00777974-0.00695883j -0.00258409+0.00183134j -0.00160714-0.00480538j 0.00771104-0.000442333j 0.000744452-0.0125523j -0.000385885-0.0093299j 0.0104013-0.0150297j -0.00720942+0.00594382j 0.0121367-0.00397176j -0.00261333+0.0139219j -0.00501397-0.00423421j -0.00358209-0.0151816j -0.0039799+0.000741367j -0.00377014+0.00312522j 0.0293238+0.0115594j -0.00668384+0.00137152j 0.00537802+0.00635114j 0.00362771+0.0054078j -0.0035314+0.000182268j 0.00243394+0.00396284j -0.0269097-0.00413694j 0.00732875-0.00581704j -0.00673506+0.0141203j -0.0104735-0.0096863j 0.00612533-0.00941226j -0.00064503-0.000650054j 0.00672109+0.0108664j 0.00419495+0.0017286j 0.0114009+0.000855835j 0.00876581-0.00577929j -0.00098861+0.00794649j -0.00915674-0.00351519j 0.00659689+0.00432537j -0.00667745+0.00403337j 8.76936e-05+0.0136396j 0.0203462+0.0199496j 0.00821578-0.0182093j -0.00331792+0.0161014j 0.00384528+0.0125543j -0.00552691+0.000203192j 0.0132409-0.00782287j 0.00194947-0.0183697j 
0.0119816+0.0128208j -0.0116117+0.0147818j -0.0175318+0.00535827j -0.0062014-0.0106379j 0.00742621+0.00152089j -5.704e-05+0.0030165j -0.00257191-0.00229786j 0.0111515-0.00211163j -0.00842988-0.0125848j -0.0291453-3.71467e-05j 0.0241759+0.0204767j 0.013215+0.00592959j -0.010512-0.000772527j 0.0103222-0.00718915j -0.00600657-0.00158719j -0.0011274+0.0201881j 0.00868391+0.00645884j -0.0123887+0.00914347j -0.00491885+0.00417908j 0.0040043+0.00859266j 0.0156228+0.0108781j -0.0137975+0.00285544j -0.00990116+0.00233766j 0.00291502-0.00951679j -0.0114405+0.00310517j 0.010639+0.00156987j 0.00193207-0.00246588j 0.00738696-0.0118894j -0.00853935+0.0212432j -0.000648295-0.0223935j -0.0128946+0.0107155j 0.0034773-0.0034501j -0.00376463+0.000709782j -0.00172182-0.00607545j -0.0160655+0.00275923j 0.00113335+0.0198139j 0.00274369+0.00113457j -0.00141724-0.00144423j 0.00942757-0.021385j -0.00332218-0.0031714j -0.00337948+0.00592855j 0.0104367+0.0103869j -0.00787517-0.0173084j 0.000828886-0.00875555j 0.0233411-0.00844368j -0.00681269-0.00569619j 0.0152539+0.00642954j 0.000131256-0.00289441j 0.00637641-0.000462645j 0.00164254+0.00539951j 0.0046192+0.0127581j 0.0370609+0.00609598j 0.0128141-0.0165633j -0.0119659+0.012353j 7.19501e-05+0.0292162j 0.0228815-0.0136008j 
0.00363553+0.0144614j -0.0165821+0.00350524j -0.0216262-0.00128139j 0.00366102-0.0139931j 0.00211203-0.0127684j 0.00323138-0.0112569j 0.0145281-0.01205j 0.00923897+0.0156652j 0.00271692+0.00524072j -0.0114712+0.0059701j 0.0113683+0.000443125j 0.00563453+5.44869e-05j 0.00965694-0.00876007j -0.005484+0.00460425j -0.000870508-0.0036546j 8.48377e-05+0.00801795j -0.00211968+0.000277437j -0.00855444+0.00429246j 0.0018272+0.00781691j 0.00474159+0.0132152j 0.00389392+0.0217305j 0.00362654-0.000554075j 0.000909142-0.00119092j 0.00583673-0.00319744j -0.00778815+0.0107801j 0.00863519+0.00352263j 0.0026286-0.000543874j 0.00931409+0.00192357j -0.0133278+0.00813334j 0.0042418-0.00528056j 0.00161298-0.000872377j 0.00931392+0.00289608j -0.00666688+0.00227916j -0.0148291+0.00342052j 0.00565153+0.00124594j 0.000787947+0.00902829j 0.00196404-0.0054155j -0.00601002-0.0100451j 0.0104007-0.00113619j 0.00582481+0.00610824j -0.00393568+0.00572708j 0.00535091+0.000328939j -0.00836938-0.0021487j -0.0043464+0.00207495j 0.0149354-0.00314989j 0.00269048+0.00312686j 0.00436707-0.00755283j 5.34035e-05+0.00346735j 0.00714513-0.00338582j -0.00228128-0.00918717j 0.00363087+0.0127586j 0.0134682-0.0123195j 0.00759478-0.0111069j -0.00711838+0.0119094j -0.010842+0.0189936j 0.0125604+0.00354529j 
0.00410443-0.00738217j 0.00686095+0.00341744j 0.00418609+0.00131858j -0.0028866+0.00193326j 0.00173818+0.00492094j 0.00535311+0.00616489j -0.00785492+0.00778511j -0.00638466-0.0134683j 0.0048715-0.00717849j 0.00586186+7.09156e-06j -0.000789443+0.00795852j -0.00452752-0.000766033j 0.000815387-0.00146333j 0.00955746+0.00594999j -0.00698943-0.00515008j 0.0111747-0.00629324j 0.00409919+0.00389564j -0.00244304+0.0014188j 0.00512825-0.00406359j -0.00847785-0.00378187j 0.0119012-0.00344771j -0.0120265+0.000458057j 0.0136143+0.00970352j 0.00572137+0.0031354j -0.00626176-0.00360668j -0.00518014+0.00532569j -0.000136474+0.0112645j -0.00350383+0.00132596j -0.00146559-0.0104603j -0.000841434+0.00503657j 0.00725415-0.00944284j -0.00639355-0.00480287j 0.0119688-0.000688728j 0.00658082+0.00338631j -0.00524249+0.01893j -0.00855146-0.00581731j 0.00230276+0.0185598j -0.0112353-0.00340411j -0.0174451-0.00836315j 0.00245783-0.00438586j 0.00516895-0.0116107j 0.00178678-0.00816319j -0.00504982+0.0192013j -0.00150489-0.00975337j -0.00174262-0.00377833j 0.000570099-0.00320774j 0.0026157+0.00396812j 0.00385494+0.0033471j -0.00546795+0.00525274j -0.00236244+0.00103448j -0.0163718+0.00864748j -0.0175455+0.017146j -0.00143206+0.00446783j -0.00753578+0.00255665j 0.0113106-0.0151508j -0.0035214-0.0119234j 
0.0149179-0.00446701j 0.00494068+0.01513j 0.00395192+0.00147743j 0.000530306+0.00363165j 0.0251525+0.00669595j -0.00512837+0.00415413j 0.00577573-0.0050429j -0.0134142-0.000823448j -0.0086656-0.00176462j 0.00155576-0.00690264j -0.000595919-0.0133001j 0.00308646+0.00598836j -0.0106345+0.000975493j 0.0141988-0.004848j -0.0109435-0.00731124j -0.00368814+0.00596745j 0.00192993+0.00213492j 0.00207119+0.00716175j 0.0146056+0.000568225j -0.00613382+0.00905501j 0.00164085-0.00656004j 0.0156646-0.00130059j -0.00312066-0.00559796j -0.00228863+0.0035172j 0.000361337+0.00742027j -0.00326535+2.61423e-05j 0.010343+0.0120099j 0.00919781+0.000850717j 0.00448024-0.000403146j 0.00232285-0.00747159j 0.01271-0.00745065j -0.000109438+0.00468782j 0.00651761+0.015021j 0.00730541-0.00120426j -0.00192895+0.000484303j 0.0114528-0.00900904j -0.00588039+0.00292808j -0.00111401-0.0115156j 0.00830881+0.013488j 0.015872-0.00501802j 0.0147008+0.00429728j 0.00398789-0.0234465j 0.00831643-0.00111081j 0.00974906+0.00937446j 0.00387941+0.000267198j -0.0218173-0.00144417j 0.0053582+0.00901996j -0.00182328+0.000706096j -0.0109381+0.0137479j 0.0143267+0.00911994j 0.000676592-0.00528883j -0.0107394-0.0011433j 0.012873-0.00259487j -0.00979213-0.00248037j 0.00762589-0.00160666j 0.00714779-0.0136294j 
-0.00515012-0.00365988j 0.00343576-0.00581671j 0.0125653-0.00289883j 0.00631769+0.0165491j 0.000491056+0.00241354j 0.0121035-0.000795523j 0.00545135+0.00458259j 0.00371987-0.00644601j -0.000955069-0.00438755j 0.0078316-0.0020556j -0.00619616-0.0182625j 0.00485051-0.0112615j 0.00218987+0.00253745j -0.00796425+0.021298j 0.00114834-0.0151002j 0.0066346-0.00865934j 0.0010911+5.35378e-05j -0.000368046-0.00151933j 0.000209972-0.0141328j -0.00185377-0.00486954j -0.00633249+0.00361793j -0.000386006-0.00309539j -0.00159305-0.0152218j -0.00210749-0.00177037j -0.00297227-0.00387589j 0.00639457-0.00057212j 0.00400072+0.0106368j 0.00496938-0.00354646j -0.00998372-0.00273945j 0.00871852+0.00311229j 0.00997738-0.0091915j -0.00242081+0.011201j 0.00882471+0.00578829j 0.0179517+0.00417726j 0.00286495-0.00447191j 0.000635981+0.00164101j 0.0178648-0.0151646j 0.0011705-0.0114308j -0.00482503+0.0197304j 0.00435842+0.0133536j 0.0111339+0.00130124j -0.0051419-0.00731277j -0.00914076+0.00233284j 0.00202812+0.0124088j -9.32527e-05-0.00843832j -0.00086484+0.00504157j -0.00539253+0.0132846j 0.00759508+0.0198952j -0.00248692-0.0122776j -0.00315706+0.00255875j -0.00672613-8.67682e-05j -0.016816-0.012054j 0.00331982+0.00926173j 0.0071917+0.00219852j -0.0024156-0.0148936j -0.0110371+0.00844017j 
-0.00747214+0.00238512j -0.00268746-0.00699359j 0.00668544+0.00309205j 0.00337963+0.00708055j -0.0108981-0.0103918j 0.00211245-0.0176284j 0.00727394-0.00218497j -0.000770517-0.00205572j 0.00152814+0.00181796j 0.0121873+0.00227776j -0.0108455-0.00967329j -0.00680209-0.011532j 0.00666583+0.00696835j -0.0100758+0.0123012j 0.00142571-0.00371993j 0.0103067-0.00111142j 0.00422094-0.00328023j 0.00152234+0.00800273j 0.00356089-0.00356918j -0.000232851+0.00565872j 0.0055002+0.00271836j 0.0057436-0.00604375j 0.000883418-0.0130867j -0.00202547-0.000130754j -0.00593274+0.00468003j 0.0125623-0.000560153j 0.00303388-0.00289014j 0.00100683+0.00461878j -0.00384084-0.00100903j 0.0103218+0.00440961j -0.00866843-0.0106397j 0.016229+0.00998665j 0.0108502+0.0109806j 0.0119956+0.00368316j -0.000867827-0.0116577j -0.0153049-0.00516094j 0.0101753-0.0254097j 0.00555798+0.0280037j -0.00716243+0.0163175j -0.00401893-0.00297458j -0.00480432-0.00857962j -0.0166017+0.0139809j 0.0206794-0.0179847j -0.00245746+0.00445425j 0.0050879-0.000710474j 0.00477649+0.00238801j -0.00778998+0.00456242j -0.00659674-0.00125968j 0.00575667-0.00399572j -0.00829053-0.00765447j 0.00701284-0.00369186j 0.00650682-0.0160345j -0.0123641-0.00035788j 0.00855362-0.00644383j -0.0120396-0.00333978j -0.00990709+0.0218863j 
0.0129574+0.0137018j -0.0130589+0.0131733j -0.0278072-0.00154792j -0.000898484-0.0215252j 0.00549888-0.000485079j -0.00437741-0.00944955j 0.021979-0.0115621j 0.00512967+0.028512j 0.00310837-0.00255976j -0.0113022+0.00207106j 0.0176288+0.00034325j 0.00669066+0.00313648j -0.00208512-0.0151947j -0.00402036+0.00248468j 0.00450559+0.00337296j 0.0136545+0.0156472j 0.00669155+0.000563951j -0.00600773+0.00827391j 0.000109039+0.020542j -0.000362725+0.0144977j 0.000318763+0.0159488j 0.00404841-0.00472192j -0.0029343+0.00127153j 0.00700511+0.00816539j -0.00288479+0.00928967j 0.0175671-0.000811332j -0.00106952-0.0113289j 0.00479522+0.00190446j 0.00125808+0.00955947j 0.0061955-0.0142665j -0.00388601-0.00101922j 0.0105325+0.00729694j 0.00425557-0.00328314j -0.0102472+0.00277884j 0.0071134+0.00643739j -0.00200596+0.00097032j -0.00327352+0.0100041j 0.00593769-0.00294182j 0.0161177+0.0158711j 0.0191075-0.00797601j -0.00745667+0.00132443j 0.00398354-0.021193j -0.00491749-0.0047393j 0.00985587+0.00271046j 0.0179636+0.00497902j -0.00548107+0.00160873j 0.003785-0.0090164j -0.0127359-0.00560756j 0.00780016+0.00610557j 0.00447193-0.000113621j 0.00535571+0.00254419j 0.0170176-0.0163079j 0.00574561-0.0181j -0.0158649+0.00535724j -0.00666129+0.0272061j 0.0195137+0.000796963j 
-0.00599341+0.00340184j -0.00364681-0.00808888j 0.00430267-0.000174192j -0.00154974+0.00675486j -0.0106596+0.00100885j -0.00711732-0.0136066j 0.0162614-0.00220868j 0.00312824+0.0120603j -0.00200791+0.0104627j -0.0022233-0.00270489j -0.00659403-0.000866999j -0.00408306-0.00947681j -0.00714366+0.000210116j -0.0089132-0.00651629j 0.0105062+0.00407937j 0.00289931-0.00565879j 0.00287051+0.00232313j 0.0032177-0.000689845j -0.00145928+0.00274035j 0.000625938+0.00423024j -0.0110814-0.00228683j 0.00807948+0.00252826j 0.00139657+0.000753838j 0.00120171+0.0153882j 2.76515e-05-0.00445788j 0.014012-0.00419117j 0.0023486-0.0111035j -0.0012569-0.00267958j 0.0110194-0.00243245j 0.00582125+0.00351974j 0.0140606+0.00565428j 0.00548778+0.0090572j 0.00633894+0.00633961j -0.0122936+0.00551325j 0.00116392-0.0066014j 0.00295328+0.0127326j 0.00147766-0.0111518j 0.00425973+0.000201591j 0.0123459-0.00328391j -0.00391511-0.0013213j -0.00473036+0.00206503j -0.00264886+0.00996832j 0.0155684-0.0147995j 0.00637296-0.000740631j 0.00292194+0.00603747j -0.00394402+0.00510515j -0.0169516-0.00209853j -0.00888634+0.00420806j 0.00452392+0.00163537j 0.00362994-0.00517811j 0.0117868-0.00740664j 0.00681321-0.0159743j -0.00156968+0.00275177j 0.00835147+0.000873987j -0.0107542+0.00479044j -0.00206727+0.0110963j 
-0.00344689+0.00273235j -0.00274125-0.00451944j -0.00850435+0.00209877j 0.000406321-0.00533888j -9.62223e-06-0.00368999j 0.00705937-0.011677j 0.0101064-0.00374573j 0.00657154+0.000594323j 0.00195896+0.00292435j -0.00501172+0.0048334j -0.00377889-0.000313008j -0.00600346-0.0109142j 0.00350393-0.00211891j -0.00167068+0.00601687j 0.00390672+0.00487872j -0.0050528-0.00631942j 0.00219043+0.00434019j -0.00111502-0.00597757j 0.00278851+0.011842j 0.00173441-0.0036972j 0.00144697+0.00806674j 0.00600447-0.0014328j -0.000269799+0.00204264j 0.00157771+0.00313848j -0.00156282-0.00504449j 0.0134562+0.00590393j -0.00018608-0.00487124j -0.00527479-0.00252508j -0.00836503-0.00422076j -0.0008244-0.00165306j -0.00528543-0.0050493j 0.00114321-0.00463202j 0.00588149-0.00344952j -0.0119458-0.00964441j -0.00795574-0.00597925j 0.00412163+0.00849269j 0.000709851-0.00631515j 0.00794271-0.0026345j 0.0055743-0.0107175j -0.00757118-0.000347835j -0.00932019+0.00384949j -0.00278329+0.0173467j 0.000185477-0.00320035j -0.0101449-0.00674531j 0.00147736-0.00458081j 0.00115482-0.00223357j -0.00625347-0.00615173j 0.00583238-0.00312105j -0.000413434+0.000626769j 0.00466027-0.00564804j 0.00414971+0.0120356j 0.0050742-0.00880175j -0.00102544-0.00940155j 0.00299667+0.00619152j -0.00927614+0.0076678j 0.00386803+0.0076215j 
-0.0118306-0.0058253j 0.00643051-0.0125258j 0.00151673-0.00585347j 0.00514168-0.00411985j -0.0116165+0.00336309j -0.00168513-0.00485888j 0.00105435+0.00293871j 0.00145307+0.00202729j 0.00599584-0.00588785j 0.0136452+0.00977514j -0.00328658-0.00260703j -0.00726397-0.00503018j 0.0056792+0.000554269j -0.00294539+0.00722177j 0.0109157+0.00828312j 0.00291196-0.00045956j -0.00825131-0.012134j -0.00316965-0.00102782j -0.0091664-0.000576819j -0.000443675-0.00810978j -0.00518818+0.000144824j -0.002491-0.00813409j 0.0045511+0.00138721j 0.00593908+0.00358754j 0.0149995-0.00324154j 0.0030112+0.00315403j 0.00194826-0.0120471j -0.00273172+0.012964j -0.00371784+0.00606205j -0.000960698+0.0106148j -0.0150148-0.00637553j 0.0010059+0.00732287j -0.00548162-0.00586347j -0.00214768-0.00169457j 0.00584654+0.000976296j -0.0038305-0.0091521j 0.00191293-0.00369729j -0.0028127+0.000898302j 0.000344863+0.000280679j -0.00667885+0.0063472j 0.0056781+0.00143343j 0.00402807+0.00552081j -0.0098315+0.0106965j 0.000273802-0.00383116j -0.0182302+0.00556923j 0.0101695+0.0129342j -0.00389137-0.0112566j -0.00194685-0.00449175j -0.00061128-0.0030868j 0.00124285-0.00460216j -0.00525715-0.00144106j -0.0118103-0.00585753j -0.00487312+0.00378407j 0.00404447+0.00554154j -0.00615154-0.00970209j -0.00785138+0.00650779j 
0.00406303+0.00293029j -0.00235342+0.00483379j -0.00912969-0.000218225j -0.00145374-0.0092357j -0.000694+0.00334227j -0.00134778+0.0010202j 0.00488117-0.00119537j 0.00445281+0.00947028j 0.00175284-0.0030417j -0.0103763-0.00512699j 0.00717837+0.00198112j 0.0110925-0.00496143j 0.00228751-0.00869302j -0.0015114+0.00331789j 0.00323075-0.00187727j -0.00344482+0.00204755j 0.00714264+0.00436713j 0.000241062-0.00247307j -0.00401862+0.0124705j 0.000709503-0.00240564j 0.00236099+0.00449316j -0.000363603+0.000334257j 0.00895916+0.00422352j 0.000882206-0.00655227j -0.00982977-0.00179677j 0.0147148-0.000217596j 0.00584832-0.0121454j 0.00535308-0.00610788j -0.00285328+0.00584965j 0.00194029-0.00295583j -0.00370866-0.00619862j -0.00587715-0.00314308j 0.0133699-0.0010688j -0.00757758-0.00128368j 0.0101554+0.0115222j 0.00327472+0.00270034j -0.012879-0.000709242j -0.00155951-0.00647151j -0.00222786+0.000702836j 0.00454331-0.00367332j 0.00119179-0.0158317j -0.0014533-0.0100806j -0.00109537+0.00685596j -0.0031668-0.0052969j 0.00234456-0.00682251j 0.00637689-0.00285829j 2.13287e-05-0.0120516j -0.0153629+0.00163319j -0.00168438-0.00438529j 0.00295962+0.00539133j -0.0115507-0.00151269j 0.00837078-0.0181558j -0.000303173+0.00316895j -0.0215643+0.00539079j 0.00122554+0.00293903j 0.00728418+0.00120641j 
-0.00775193-0.00270575j 0.00458889-0.00955878j 0.00419834+0.000654201j 0.000696735+0.00167413j -0.00233943+0.00511807j 0.0021476-0.00647915j -0.000203138-0.00102937j -0.000570851-0.0134337j -0.00378929-0.00021995j -0.0065212+0.00987942j 0.00428693+0.00249015j -0.00219507+0.00172214j -0.00882015+0.00825272j 0.00278894-0.0054842j -0.00395873+0.00151028j -0.00434558+0.000550075j -0.00303761-0.00175115j -0.00263314-0.00728703j 0.00165385-0.000909828j -0.00391006-0.00937219j -0.000521344+0.00732852j 0.0028897-0.00822744j -0.00453016+0.00124131j 0.0074395+0.00531839j 0.0169727+0.00108659j 0.0100845+0.00191451j 0.00848912-0.0102264j 0.00287222+0.0133144j 0.00918361+0.00459912j -0.00224117+0.00407495j -0.00370736-0.00771456j 0.0108352+0.00187258j 0.00600453+0.00389278j -0.00410832-0.00922577j 0.00216495-0.0109269j 0.00037474-0.0112589j -0.00125684-0.00150244j 0.00781916+0.0153717j 0.0110758-0.00123417j -0.00746806-0.00486411j -0.00801188+0.00123601j 0.00696386+0.0147513j 0.0107089-0.00696024j -0.00507534-0.00424655j -0.0069166+0.0109485j -0.00532658+0.00245779j -0.00671668-0.00981348j -0.00604959-0.00742889j -0.00202683-0.00582144j -0.00152633-0.00877838j -0.00539884+0.00466373j 0.00180693-0.0042666j -0.00650849+0.000857112j 0.00648311-0.00281772j -0.00313926-0.00278665j -0.00274181+0.00510552j 
-0.00272571-0.00373373j 0.0031571-0.00369453j 0.00166161-0.00385821j 0.00200623+0.000723304j -0.00480646+0.00234199j -0.00365331+0.00244629j -0.00478209+0.00497586j 6.54658e-05-0.000385749j 0.00399956-0.00367084j 0.00926774-0.000535819j -0.000721343+0.0012333j 0.000287152-0.00376056j 0.00619996-0.0014062j -0.00460499+0.00607864j 0.00329334-0.00195927j 0.00408665-0.00584467j -0.00157193-0.00247792j 0.000503035+0.0014958j -0.00354836-0.00558653j -0.00280857-4.02669e-05j 0.00161515-0.00471014j -0.00692884-0.00756264j 0.0106905+0.00132615j -0.00245897-0.00245194j 0.00584669+0.00606722j 0.0027987-0.00358492j 0.00121034-0.000967805j 0.00505153+0.000792087j 0.000235792+0.00781407j 0.00340749+0.00684724j -0.0112128-0.00324781j -3.12611e-05+0.00854293j -0.00184453+0.00124546j 0.0117812+0.00336132j 0.0168963+0.00298012j -0.0101295-0.00953003j -0.00380123-0.0022974j -0.00833398+0.0136007j -0.0108518+0.00171467j -0.00513903-0.00684581j 0.000551016-0.0107122j -0.00675934-0.00380858j 0.00610045+0.00440602j 0.00447148-0.000276522j -0.00623048+0.00469651j 0.00347937+0.00407814j -0.000229963-0.00774669j -0.00870794-0.0011166j -0.00265453-0.00597972j -0.00828035-0.00502184j -0.00914455-0.0135725j 0.00161452-0.00348613j -0.00718455+0.00831403j -0.00541444-0.00459267j 0.000105959-0.00958281j -0.00822266+0.00570969j 
