-0.00974258-0.0119461j 0.0109762-0.00943267j 0.022639-0.00186882j -0.00117002+0.0205025j -0.00129855+0.00991834j 0.000827778+0.00691086j -0.0194133+0.00882175j -0.0119008-0.0219966j -0.00928143-0.00392361j 0.00549911-0.00596031j -0.0048467+0.00279722j 0.000201551+0.0092556j -0.00561625+0.0094719j 0.00193456-0.00578592j -0.00643603-0.00469758j -0.00594393-0.0080904j -0.00552932-0.002721j 0.00257679-0.00462891j 0.00180513-0.0108942j -0.00660294-0.0119985j 0.0016979-0.00412875j -0.0036096-0.00608744j 0.00283167-0.000842697j -0.004229-0.00104919j 0.00203384-0.00157663j -0.0110824+0.000709013j 0.00227105+0.00160569j 0.000274634-0.000284206j 0.00246664-0.0038555j -0.00146606+0.00295396j 0.00119204+0.00134723j -0.00627076+0.00311805j 0.00597167+0.00127631j 0.00819089-0.0016775j -0.00223725+0.000292391j -0.00509264-0.0081051j -0.00222988-0.00217451j 0.000489903+0.00168564j -0.00253202-0.00563386j -0.00872713-0.00126473j 0.00934259+0.00328872j 0.00201763+0.00323795j 0.00298301+0.00445923j 0.00600526+0.00345189j -0.0117872+0.00111954j 0.00604113+0.00253462j -0.000185514-0.00107753j 0.000487872+0.00674891j -0.00646405-0.0108389j -0.00746879+0.00133638j -0.0078592-0.0121759j -0.0169005+0.015299j 0.00105871+0.0161093j 0.0191988-4.968e-05j 0.00426046-0.0162056j -0.0176071-0.0064572j 
0.00202811+0.00234003j -0.00256399+0.00639731j 0.000780616+0.00271861j 0.000899169-0.00153022j 0.00116176-0.000880212j 0.00369537+0.00159906j -0.0108147+0.00060314j 0.00192812+0.00214517j 0.00106337-0.00115623j 0.002359-0.00093332j 0.00700603+0.0109536j 0.00109075-0.00684407j -0.00491575-0.00153513j 0.00147995+0.000675334j -0.00371095-0.0067186j -0.00128309-0.00166523j 0.000987098+0.000765181j 0.00132158+0.00617923j 0.00350453-0.00607908j -0.00525233-0.00323981j -0.000544126-0.00478441j -0.00550687+0.00280221j -0.00044484+0.00594254j 0.00104291+0.00121929j -0.00777547+0.00156509j 0.00130467+0.00477371j -0.00105353+0.0070898j 0.00279263-0.00311058j 0.0030618+0.00182124j 0.00111862-0.00353691j -0.00179692-0.00122375j -0.00256442-0.00266843j 0.00299408+0.00252343j 0.00109946+0.0022875j -0.00439831+0.00168618j 0.00535078+0.00486363j 0.00305175+0.004743j -0.000736899+0.000606394j -0.00150451-0.000326437j 0.00249778-0.00439763j 0.000964-0.00829928j 0.00302825-0.00419591j 0.000536974-0.000563695j 0.00119186+0.00296328j 0.00568209-0.000384646j -0.00123867-0.00634301j 0.00814706+0.00663505j -0.000261407+0.00344888j -0.00199523-0.00354498j -0.00745271-0.00206273j -0.00676263+0.00655111j 0.000811569+0.00613333j 0.00257699-0.000268322j -0.00118486-0.00170079j 0.00450916+0.000330669j 0.00199624-0.00117186j 
-0.00237558-0.00429073j -0.000882903+0.0026982j -0.00290003-0.00206319j 0.00499261-0.0144164j 0.00100766+0.00534893j 0.00479191+0.00236278j -0.000888547+0.00414564j -0.000780293+0.00496625j 0.0054748-0.00377808j 0.00505201+0.00323323j 0.000298572+0.00396114j -0.0018595-0.0029567j 0.00746319+0.00129737j -0.00664211+0.00216713j 0.00117051-0.000624112j 0.00192893-0.00313216j 0.0016975+0.00217428j 0.00141892-0.00823602j 0.00449879+0.00820576j -0.00218046-0.00528947j -0.000244871-0.0020237j -0.00383974-0.00354456j 0.00518801-0.0047654j 0.0051503-0.00122463j 0.00394981+0.00229781j 0.00550883-0.00115063j -0.00246944-0.0036107j 0.000248051-0.00147031j -0.000328562+0.00199513j 0.00372633-0.00128421j -0.0082844-0.0046975j -0.00153833-0.00394488j -0.00426903-0.00108016j -0.000601127-0.00176322j 0.00795517-0.00136583j 0.000695784-0.00796378j 0.00056616-0.000311181j 0.000849148-0.00383295j -0.0046891+0.0096139j 0.00427185-0.00435914j -0.00219667+0.00266334j -0.00010355+0.00126691j -0.00421941+0.007302j -0.00567172-0.00368183j -0.0019576+0.00372973j 0.00410553+0.00695977j 0.000462836+0.000776585j -0.0029322-0.00589411j -0.00163885+0.00192686j 0.000328481-0.00543533j -0.00333541-0.000224258j -0.00268376-0.00135501j -0.00323759-0.00627891j -0.00781748+0.00394574j -0.000870594+0.00079216j -0.0008292-0.000800493j 
0.0085828-0.00476122j 0.000485945+0.00246035j -0.0101983-5.69287e-05j 0.00625757-0.0051709j -0.00845846+0.011124j -0.00696758+0.0138908j -0.0059809+0.00915406j -0.00504214+0.00850034j 0.00978967-0.00466896j 0.00745408+6.35822e-05j 0.00152094+0.00860352j -0.000437135+0.00201792j 0.00471755+5.30588e-05j 0.006302-0.00290385j -0.00472524+0.00339006j 0.00541692+0.00330406j 0.00480959-0.00350251j -0.00285731-0.00592007j 0.00532632+0.00445242j -0.000156674-0.00290089j 0.000320494-0.00776705j -0.00568966+0.00865751j 0.00635459+0.00118629j 0.00406794-0.0013674j 0.00115617+0.000902021j -0.00542461-0.00740915j -0.00293871+0.00102644j 0.000940774-0.0020407j 0.0108403+0.00209135j 0.00646538-0.000113744j -0.00978576+0.00283533j -0.00441327-0.00434979j -0.0048924+0.00117683j 0.00348168+0.0016528j 0.00239237+0.00062499j 0.00186104-0.00702948j -0.00371681+0.00940434j 0.00079976-0.00249101j -0.00460062+0.0037481j 0.000997527-0.00348748j 0.00308377-0.00120534j 0.00157024+0.000896053j -0.00191575+0.00874305j -0.00546836-0.00712117j -0.00414764+0.0106463j 0.00103593+0.00226569j 0.000291771+0.00710411j -0.00402886-0.000676222j -0.0076108+0.00960059j 0.010414+0.00111881j -0.00525653-0.00562877j 0.00205249+0.0106476j -0.00229712-0.0117444j -0.0117418-0.00244242j 0.00659231+0.00131771j 0.00282251-0.00629544j 
-0.00174612-0.000684679j 0.00608421-0.00369302j -0.00108543-0.0008037j -0.000894558+0.00181065j -0.00486138-0.011166j -0.00762955-0.00118565j -0.0109411-0.000835262j -0.00677116-0.00402749j 0.00161588+0.000315462j 0.0097492+0.00687297j -0.00384549-0.00333131j -0.00956211-0.00144616j 0.00270209+0.00387591j 0.00176734+0.00568259j -0.0059727+0.000906187j 0.00145198-0.00787093j -0.00785881-0.00548897j 0.000390295+0.00129646j 0.00202822-0.00185154j 0.000827236-0.000960979j -0.0014967-0.00408807j 0.00654869+0.000711496j 0.00384341+0.00340603j -0.000105558-0.00235104j 0.00374409+0.0019275j -0.00465779+0.0059606j 0.000254591+0.00645023j -0.00305639+0.00724485j 0.00104822-0.0103016j 0.00264779+0.00370129j 0.00193283-0.00114843j 0.00033233-0.000508504j 0.000854477+0.00116178j 0.00170882+0.00431124j 0.000538535-0.00312025j -0.00687082-0.000455736j -0.000533965-0.000900635j 0.00391217+0.00732369j -0.00478194-0.00181518j -0.00316145+0.00238287j 0.000470242+0.000905832j 0.0030683+0.00467846j -0.00290572+0.00561729j -0.00365974-0.00162385j -0.0148046+0.00422412j 0.00646106+0.000704798j -0.007406-0.000371158j -0.00150717-0.00258943j -0.0039386-0.00476574j -0.00339155+0.000610084j -0.0051997-0.000795952j -0.00880891+0.00761394j 0.00109324-0.000267571j 0.0041293+0.000746918j 0.000149011-0.00550011j -0.00498476+0.00136731j 
-0.00129436-0.00252964j 0.00249277-0.0102891j -0.0122644-0.000135688j 0.00124025+0.00810463j -0.00545566-0.00114383j 0.00578855-0.00513923j -0.00814228-0.00380205j -0.00387928-0.0112092j 0.0126528-0.00626812j 0.00462168+0.00554971j -0.00582418-0.0072635j -0.00874044-0.00289092j 0.00160978+0.00624917j -0.00660692+0.00660456j 0.000760917+0.00703407j 0.00575083-0.0028496j -0.00582756-0.00510217j -0.00199108-0.00871357j -0.00135848+0.00145571j 0.00612707-0.0048337j -0.000594303+0.00359415j 0.004314-0.0030138j 0.00114125-0.00414308j -0.00486511-0.00385521j 0.0111914+0.00121444j 0.0070326+0.00153163j -0.000856594-0.000343374j -0.00429251+0.000425785j -0.00301089-0.00199825j 0.00384556+0.0010273j -0.00525086-0.00411734j 0.000262582+0.000737806j 0.00369427-0.00428718j 0.00399242+8.2432e-05j 0.00513202-0.00608727j -0.00610455-0.00263319j 0.00166312-0.0114178j 0.00454672+0.00829625j -0.0041393+0.000130136j -0.000363684-0.000559964j -0.00320169+0.00242118j -0.00346866+0.00882256j -0.00255854+0.00392168j -0.00151118+0.00103798j -0.0116524+0.002149j 0.00659792+0.00687652j -0.00997061-0.00338353j 0.000156614-0.00866274j -0.000344911-0.00955107j -0.00586148-0.00311737j -0.0032086-0.001804j -0.000749735-0.000752851j -0.00120212+0.000683062j -0.000428675+0.00223578j -0.00490793-0.0041998j -0.00381478+0.00429189j 
-0.00717551+0.00772519j 0.000781931-0.00610829j 0.0115832-0.0040024j -0.0125221+0.00993021j -0.00160676-0.0109889j 0.00815256-0.00153383j -0.00598827+0.00301971j 0.0118485-0.0120154j -0.0076633+0.0160765j -0.00330581-0.0046822j -0.00207778+0.00237424j -5.55544e-05+0.00197141j -0.0114902+0.00739895j 0.00206082-0.00658394j 0.00892427+0.00452535j -0.00424505+0.00260667j -0.00633975+0.00542701j -0.000254788+0.00194683j -0.0077967-0.00193936j 0.00253963-0.00466757j -0.0029759+0.00220868j 0.00097437+0.00275944j -0.0117245+0.000688708j -0.00702484+0.00432418j -0.00196842-0.00488631j 0.00335489+0.00437481j -0.00270564-0.00265431j -0.00371335-0.000751446j 0.00330774+0.00234627j -0.00404326-0.00589909j 0.00761592+0.00956577j 0.00428913-0.00141693j 0.00441913+0.00185452j -0.00230749+0.000345856j -0.00217315-0.00168357j 0.000791223+0.00389594j 0.00341145-0.00293389j -0.00230441+0.00628349j 0.00512474-0.0112218j -0.00467381+0.00594909j -0.00360234-0.000454576j 0.00252591-0.00232612j -0.00108085-0.0103424j 0.0027085+0.00759091j 0.00265813-0.00647292j -0.00356186-0.00516823j 0.0020002-0.00241026j 0.00683703+0.00455117j 0.0045444-0.00993744j -0.0122365-0.00141506j -0.000406197+0.00630657j 0.00102016+0.000241615j 0.000621403+0.0147329j 0.0128867-0.00108881j -0.00177353-0.00322383j -0.00103808+0.00380357j 
-0.00545764+0.00870786j -0.000863426-0.00270119j 0.00148533-0.00920382j -0.0121531-0.00340839j -0.0104236-0.0185082j 0.0185261-0.0053729j 0.00292989-0.0113151j 0.00940996-0.00171487j 0.00245881+0.00791676j -0.000768992+0.00259738j -0.00939018-0.00847276j 4.50665e-05-0.00881858j 0.00325401+0.00061987j -0.00338984+0.00952783j 0.0079889-0.000729592j 0.010322-0.000905737j -0.00472304+0.000591241j 0.00171799+0.00686113j -0.000452904+0.00258851j 0.00511816+0.00274819j -0.0101663+0.000966201j -0.00131168-0.00158874j -0.00384622+0.00323871j -0.000987981+0.00150636j -0.00598002-0.00136511j 0.00678191+0.00241409j 0.000890186-0.00492363j -0.00410296+0.00311988j -0.00154553-0.00357041j -0.00251779-0.0002486j -0.00146404+0.00371265j 0.00887633+0.00358131j 0.00411434-0.01054j -0.00634942-0.00442744j -0.00544772-0.00748537j 0.00186404+0.00925132j 0.0065704-0.00779079j 0.00561186+0.00276811j 0.00264425+0.00411297j -0.00154293+0.0023286j -0.00807415-0.000200074j -0.00358768+0.00601084j 0.00403431-0.00635193j -0.00145864+0.00220046j 0.00229677-0.0130075j -0.00345839-0.00121924j -0.00819512-0.00266724j -0.000437097-0.00553585j 0.00874371-0.00867042j -0.0134334-0.00512848j 0.00728478+0.0102385j 0.00619824-0.0062695j -0.00134834-0.00223904j -0.00118001+0.00130721j -0.0088848+0.00364446j -0.00067066+0.00920254j 
-0.00176973+0.00207124j 0.00273651-0.00165499j -0.00578741-0.00284288j -0.00595006+0.00225268j 0.0044248-0.000991138j 0.00543181-0.00438568j -0.00405433+0.00321473j 0.00391485-0.00524538j 0.000613678+0.000565498j 0.00316685+0.00224021j -0.0012638+0.00438378j -0.00323874-0.00679983j -0.00386828+0.00249909j -0.00549875+0.00172923j 0.00100556+0.00269592j -0.00167115-0.00482015j -0.00163884+0.00199432j 0.00116015+0.00295303j -0.00261636-0.000567115j 0.00146346-0.00768314j -0.000610189+0.00157357j -0.00100436-0.00150463j -0.00130023+0.00157857j -0.0016875+0.002909j 0.000989438-0.00102747j 0.00794593+0.00686185j -0.00144479+0.00236837j -0.0027377-0.000752441j 0.00167442+0.00140309j -0.00248232-0.00358798j -0.00057294-0.00354717j 0.00108951-0.0015783j 0.00375329-0.00036949j -0.00179382-0.000176348j -0.000694667-6.85627e-05j -0.0016596+0.00251846j 0.00310394-0.00245082j 0.00236646+0.00732654j -0.000858004-0.00197232j 0.00112632-0.000843634j -0.00312676-0.000464727j 0.00209339+0.00197535j -0.00357572-0.000588085j 0.000226108+0.00340468j -0.00323741-0.00264436j 0.00278097-0.00130437j -0.000988015-0.000599822j -0.000228547-0.0046649j 0.000355062-0.00676904j -0.0063359-0.00144474j -0.00389927+0.00310272j -0.00273573-0.000312295j -0.000372568+0.00243759j 0.000621596+0.0021394j 0.000139965-0.00200448j -0.000629816+0.00271453j 
-0.00440504-0.00470467j 0.00928212-0.0133483j 0.00918492-0.0028574j -0.00142784+0.029287j -0.0105792+0.00642781j -0.00855936-0.0052581j -0.00750096+0.00168231j -0.00476064-0.0198711j 0.00302404-0.00125829j 0.00833702-0.00632809j -0.00767308-0.00382241j -0.0014818+0.00828268j -0.007155+0.00267183j 0.00124314+0.00262852j 0.00269316-0.00159345j -0.00142442-0.00520333j -0.00446466-0.00573013j 0.00174176-0.00311696j -0.0034286-0.0139977j 0.00466639-0.0063328j -0.000921052-0.00422399j 0.00751438-0.000936033j 0.00192553-0.00204629j -0.00793829+0.000542803j 0.0106374-0.00515641j -0.00226343+0.00116551j 0.00223673+0.000766663j -0.00268034+6.19018e-05j 0.00569985-0.00474634j 0.000713748+0.00586978j -0.000207535-0.00162482j -0.00342226+0.00591434j 0.00553857+0.00106975j 0.0105539+0.00225667j -0.00273675-0.00641511j -0.00149782-0.00744607j 0.000855779-0.00375097j 0.00070293+0.00817399j -0.00346295-0.00628781j -0.00838801+0.00217206j 0.00426317-0.0025885j -0.00350799+0.00324177j 0.00660615+0.00200957j 0.00469459+0.00641088j -0.0116619+0.00411713j 0.00519272-0.0015799j -0.00584436-0.00189773j 0.00683515+0.00302086j 0.000952226-0.012137j -0.00277485+0.00471684j -0.00148591-0.0105956j -0.00659459+0.00162335j 0.00192121+0.0169367j 0.0191599-0.00263127j -0.0015606-0.0139347j -0.0121912+0.00386602j 
-0.0121873+0.00307714j -0.00142886-0.00582205j 0.00837774-0.00423256j -0.00607225-0.00439566j -0.00816984-0.000839211j 0.00408349-0.0124488j 0.00462734-0.00592502j 0.00845572+0.00605294j 0.000798518+0.00511822j 0.0058629+0.00735511j -0.00755294-0.00353344j -0.00491098-0.0109913j -0.000470392-0.000814502j -0.0117062+0.00167951j 0.0108708+0.0044649j -0.00394261-0.000464498j 0.00234637-0.0015128j 0.0023673-0.00146136j -0.00464119+0.00440605j -0.000910006-0.000152333j -0.006511+0.00682911j -0.000283842-0.0055906j -0.00358156-0.00481286j -0.000636724+0.000737956j -0.00056333-0.00390734j 0.0109194+0.000142407j -0.00197609-0.00625808j -0.00261838+0.00226344j 0.000406738-0.0040842j -0.000444095+0.00260554j 0.00273959-0.00156951j 0.00699113+0.00529059j 0.000564326-0.0046604j -0.00640319-0.00253776j 0.0021246-0.0049095j -4.72215e-05+0.000522821j 0.00536829-0.00773318j 0.00229153+0.00491081j 0.0028659+0.00137232j -0.000642443+0.00394034j -0.00960332+0.00513488j -0.00309297+0.0031962j 0.000293287-0.00342592j -0.00366536-0.00153059j -0.00150211-0.0046506j 0.00265804+0.000822773j -0.00772343-0.00887072j 0.00561168-0.00316078j 0.0101034-0.00200643j -0.00426386-0.00162591j 0.00818026+0.00273875j 0.00219827-0.0130767j -0.00194127+0.006133j 0.00472708+0.00468303j -0.00988584+0.000705613j -0.00209161+0.00951938j 
-0.00629816-0.0062998j 0.0115578-0.00591641j 0.0120157-0.00421632j -0.00505223+0.0175849j 0.00446321+0.00461009j -0.00582368-0.00409028j -0.0142261+0.00729306j -0.00106881-0.0119005j -0.00736932+0.00250815j 0.0165093-0.00221914j -0.00326828+0.0033875j -0.00564275+0.0058002j -0.00719938+0.00672434j -3.96572e-05-0.00154453j 0.00266452-0.00243086j -0.00882723-0.0107182j -0.00599677-0.000263743j 0.00337813+0.000673519j -0.00273882-0.0123928j -0.00320928-0.0143289j -0.0021999-0.00710455j 0.000749923-0.00445459j 0.00403269+0.00246844j -0.00442736+0.00339036j 0.00749175-0.00465075j -0.00384356+0.00635207j 0.00217101+0.00379193j -0.00291004+0.00162003j 0.00346866-0.00475609j -0.00165443+0.00113844j 0.00151924-0.00428334j -0.00606698+0.000205123j 0.00367178+0.00448065j 0.00913386+0.00250601j -0.00242209-0.006174j -0.00133558-0.0100698j 0.000369561+7.21654e-05j 7.4795e-05+0.00596441j -0.00517663-0.00261692j -0.00542091-3.66956e-06j 0.00453108-0.00109207j 0.000179172-0.00203745j 0.00155793+0.00236993j 0.00448936+0.00597217j -0.0116023+0.00196643j 0.00607478-0.00103683j 0.000443564-0.00159255j 0.00419511+0.00447599j -0.00506138-0.010627j -0.00620168+0.00303826j -0.00663915-0.00801615j -0.0151251+0.005483j 0.00305737+0.0148536j 0.0177316-0.00175545j 0.0035089-0.0136574j -0.0131924+0.000312393j 
-0.00381786+0.00920161j -0.00816465-0.00532904j 0.00809393+0.00455256j 0.000110575+0.0105045j -0.0045084-0.0177088j 0.00340829-0.00839232j 0.00314983-0.00719057j 0.0039906-0.00657047j -0.00568171+0.0107599j -0.0102591-0.00289178j -0.00433961-0.00547066j 0.00232971-0.000416216j -0.00444549+0.000313023j 0.00145206-0.000533004j 0.00555625+0.000834349j 0.00152168+0.00699002j -0.00390186+0.00202742j -0.00236614+0.00307998j -0.00304449-0.00322663j 0.00622481+0.00862813j -0.00127122+0.00681716j 0.00444173+0.00203553j -0.0118959-0.000305234j -0.0049773+0.00192409j -0.0043654-0.00122152j 0.000804649+0.00246189j -0.000881845-0.000973156j -4.88186e-05-0.000363573j -0.00384024-0.000168545j -0.00146772-0.00246551j 0.00830155+0.00806016j 0.00720776+0.00312888j 0.00310972-0.000734402j -0.00260536-3.23675e-05j -0.00234206+0.000394846j 0.00252353+0.0104833j 0.00408033-0.00449884j -0.00193894+0.00309121j 0.00492072-0.00765093j -0.00361082+0.00488992j -0.00636419-0.00339884j -0.000243842-0.00149835j 0.00309463-0.0115394j 0.00330662+0.0075092j 0.00984006-0.00802298j -0.00515089-0.0054913j 0.000671481-0.00269673j 0.00569893+0.00485616j 0.0102727-0.00990515j -0.0106492-0.00248655j 0.00610601+0.0101201j 0.00500581-0.00928639j 0.0012158+0.0119467j 0.0118663+0.000283464j -0.00687151+0.000811173j 0.00169171+0.0065765j 
0.0045062+0.00615398j -0.00583362+0.00773221j -0.00531909-0.00238251j -0.00286417-0.00549828j 0.0134789-0.00140415j 0.00496239-0.00617492j 0.010073-0.00410976j 0.00718811+0.00682654j -0.00651864+0.00651576j -0.00620037+0.000455746j 0.00474796+0.00360104j 0.00561811-0.00357775j -0.000930075-0.00393118j 0.00113927-0.00267094j 0.00432127-0.0030237j -0.00171209+0.00527953j 0.0045605+0.00596924j -0.000759978+0.00462448j -0.00100289+0.00161295j -0.00166456+0.00290923j -0.00075739+0.00133813j -0.00313551-9.64223e-05j -0.00236399+0.00151361j 0.00266496+0.00405113j -0.00582126+0.000633223j 0.00386752+0.00151927j 0.000346101-0.00263866j 0.0031126-0.00479612j -0.00363386+0.00504873j -0.00244269-0.00683578j 0.000958757+0.000415061j 0.000165792-0.00233334j -0.00293421+0.00227864j -0.00250251-0.00207627j -0.0011104+0.00271285j 0.00622254+0.00328036j 0.00146917+0.00447185j -0.00150403-0.00729802j 0.0019832+0.00366024j 0.00406163-0.00147758j -0.00368484-0.00334813j 0.000695872-0.00777516j -0.000281252-0.00820406j 0.00147999+0.00300105j 0.0154466-0.00460012j -0.00553861-0.00320643j 0.00895408+0.00123433j 0.000117178+0.00351982j 0.00431886+0.0030484j -0.00132487-0.000592512j 0.0033753+0.00669476j 0.00548828-0.00885557j 0.00140028-0.00124997j -0.00452657+0.000762129j -8.00933e-05+0.00775232j 0.0069548-8.15972e-06j 
0.0139318-0.00205479j -0.000744129+0.0136277j -0.0104648+0.000154155j 0.00197401-0.0138215j 0.00906777+0.0161162j -0.00620184+0.0133808j 0.00900618+0.00463365j -0.00158788+0.0125793j -0.000179157-0.00541384j -0.00743174-0.00137182j 0.0114347+0.00537975j 0.00806898+0.00234179j 0.00233193-0.00596043j 0.00905245-0.00860347j -0.00688859-0.000342464j 0.000576537+0.0079001j 0.00816991+0.000526206j -0.000760408-0.00270039j 0.00444525+0.00590246j -0.0030247+0.00577644j 0.0048919-0.00263859j -0.00395395+0.00628447j 0.00374797+0.000599348j 0.00706707+0.00043786j -0.00307902+0.00454098j -0.00318101-0.004945j 0.0014412-0.00174543j 0.00452427-0.00641635j 0.002097+0.00714026j 0.00192094-0.00317254j -0.00513656+0.00136804j -0.00452337-0.00409033j -0.00525028+0.00358212j 0.00180607+0.000216145j -0.000399892+0.00761136j 0.00160034-0.00014245j -0.00741415+0.0122853j -0.00113706-0.0103081j -0.00108513+0.00450663j 0.00441248-0.00289946j 0.00618932-0.00168885j 0.00250687-0.00563338j -0.00214006+0.00164034j -0.00151163-0.00756344j 0.00760261+0.0055573j -0.00520764-0.000869505j 0.00607684+0.00780075j -0.00676075+0.00207536j -0.00671886+0.0183594j 0.0165324+0.00635006j 0.0016373-0.00469173j 0.00637318+0.00587705j -0.00105923-0.0156253j -0.0188035-0.00298166j 0.00946766+0.00959369j 0.0112536-0.0109839j 
-0.00318833-0.00659536j 0.00743029-0.00428409j 0.013907-0.000670833j 0.00362025+0.0149949j -0.00408471+0.00730867j -0.00770243+0.00414664j -0.0117584+0.00790697j -0.00934092-0.0115817j -0.00462728-0.00225606j 0.00362969-0.00491438j -0.000858982+0.00189561j 0.00421618+0.00735857j -0.00549652+0.00498942j 0.00807336-0.00125429j -0.00465452-0.00191156j -0.00411797-0.00241226j -0.00309434-0.0022928j -0.000347826-0.00170379j 0.00244551-0.00700412j -0.00059661-0.00620331j 0.000853199-0.00541687j 0.000617402-0.000150658j 0.00143868+0.0020264j -0.00225318-0.000510483j 0.0038955-0.00144026j -0.00717469+0.00171189j 0.00327724+0.00182175j 2.64148e-05+0.000549703j 0.00389076-0.00300563j 0.0014618+0.00132866j 0.000118063-0.00127816j -0.00403177+9.4168e-05j 0.00162972+0.00432556j 0.00758168+0.00174577j -0.00225913-0.00179868j -0.000156447-0.00617805j -0.0023896+0.00297526j -0.000589884+0.00258947j -0.00268814-0.00291804j -0.00512547-0.000143912j 0.00767953-0.00133066j 0.00205923-0.00187493j 0.00247442+0.00308965j 0.000787399+0.00238807j -0.00874594+0.00325553j 0.00243935-0.000205688j 0.00165972+0.00101229j 0.00109996+0.00543626j -0.00332213-0.00495694j 0.00053736+0.00246209j -0.00534385-0.00821664j -0.010448+0.00645698j -0.000223136+0.0101311j 0.0124438-0.00136176j 0.00549462-0.0108349j -0.00899622-0.00345893j 
-0.00544364-0.00586085j 0.00746851-0.00730305j 0.00742883-0.0019156j 0.000853326+0.00990323j -0.00379652+0.00781845j -0.00330024+0.00290423j -0.00833907+0.00805863j -0.00570335-0.0091626j -0.000169837-0.00664036j 0.00446076-0.00206746j -0.00196949+1.30945e-05j -0.00157704+0.00319853j -0.00225393+0.00546633j -0.000265932+0.00208352j -0.00257205+6.45144e-05j -0.00275694-0.00477519j -0.00307058-0.00242854j -0.00011937-0.00215262j -0.00151615-0.00305611j -0.00181889-0.00701534j 0.00183318-0.000884156j 3.91452e-05-0.00183539j 0.00183654+5.43701e-05j -0.00146901-0.0016908j 0.00451051-0.00226815j -0.00266654-0.00104372j 0.00182844+0.00273255j -0.00280169+0.00371461j 0.00210751-0.00293493j -0.000770989+0.00429186j 0.000161298-0.00220846j -0.00222268+0.00110041j 0.0021257+0.000364952j 0.0023933+0.000206478j 0.000333407-0.000256019j -0.00429048-0.0045568j -0.00182455-0.00296232j -0.000172312+0.0049096j -0.000810982-0.00313069j -0.00333699+0.000465544j 0.00473146+0.00301854j 0.000716969+0.0032814j -0.000262333+0.00618534j 7.41403e-05-0.000502422j -0.0126478+0.00219454j 0.00455093+0.00428982j -0.00275593-0.00225203j -0.000370025-0.000785631j -0.00322591-0.00460537j 0.00103091-7.52875e-05j -0.00468075-0.00737908j -0.00929229+0.00459379j -0.0017403+0.00586111j 0.00827849+0.000890994j 0.00240815-0.00939469j -0.00850097-0.00134866j 
0.0105022-0.00481756j 0.00290073+0.00904046j -0.0117011+0.00135985j 0.000407569-0.0096361j 0.0111989+0.00965208j -0.0050364+0.00857308j 0.00658271+0.00112529j -0.00218149+0.00795942j -0.00133526-0.00541608j -0.000932914+0.00201751j 0.00787759+0.000944389j 0.00237816+0.00141502j 0.00351657-0.00383181j 0.00460247-0.00376245j -0.00670874+0.0012706j -0.000984741+0.002389j 0.0040631-0.00117095j 6.47245e-06-0.0016411j 0.00288145+0.00233763j -0.00260319+0.00282556j 0.00292658-0.00321066j -0.00309375+0.000441236j 0.00463984+0.0015978j 0.00450692-6.65151e-05j 0.000207084+0.00293238j -0.0023184-0.00225172j 0.00329439-0.000418698j 0.00132346-0.00253805j -1.79365e-05+0.00308081j 5.80194e-05-0.000581779j -0.00443332-0.000835234j -0.00392868-0.00189967j -0.00249374+0.000992567j 0.00230979-0.000183569j -0.00147781+0.00332206j -0.00276444+0.000142343j -0.00669524+0.00739093j 0.00113096-0.0059582j -0.00197202+0.0043065j 0.00218913-0.00147491j 0.00517613+0.00139745j 0.00147792-0.0016559j -0.00254661+0.00367304j 0.000135059-0.00821205j -0.000529544+0.00357477j -0.00179636+0.000413997j 0.000594919+0.00453017j -0.00670161-0.000528463j -0.0090174+0.013899j 0.0124106+0.00645413j 0.00128767-0.00531382j 0.000646612+0.00683288j -8.93528e-06-0.0137553j -0.0148158-0.00264227j 0.00727788+0.00606526j 0.00673609-0.00820688j 
