-0.00878072+0.01741j -0.0172243-0.00958483j -0.0248176-0.00392795j 0.000499478+0.0255233j -0.0120579+0.0159053j -0.00263474+0.0164892j -0.0244102-0.0267472j 0.0270418-0.0276256j 0.0174641-0.00877468j 0.00381698+0.00907361j -0.00249405+0.00749028j 0.0175873-0.0129488j 0.0205592+0.0249499j 0.0127045-0.0242122j -0.018505+0.0131841j -0.00188489+0.00504318j -0.000131486+0.00603222j 0.00295821+0.0126363j 0.00343658+0.000578082j 0.0272115-0.00703734j -0.0191081-0.0106599j 0.0110949-0.00668196j 3.03332e-05+0.00590132j 0.0128416-0.0158953j 0.00158776-0.0111878j 0.00429914+0.0119916j 0.00295086+0.00588249j -0.010326+0.00471866j 0.0065077-0.00617919j 0.00657308+0.00609753j 0.0109659-0.012454j 0.00924125+0.0274286j -0.010609-0.00582294j -0.0104946+0.00434198j -0.00643405+0.00434919j 0.00562848-0.00589625j -0.00117179+0.00168311j -0.0210648+0.0032711j 0.014845+0.00524666j 0.00705057+0.00362808j 0.00320405+0.00212026j 0.0080807-0.0110166j 0.0229822+0.00886319j 0.0141708-0.00218348j 0.00437368-0.0039067j -0.011134+0.0021986j 0.0108725-0.00236612j 0.00302439+0.00735938j 0.00933113+0.0137776j 0.0036019+0.00044816j 0.0103842-0.010432j 0.00307935-0.000827691j -0.00460426-0.00418741j 0.00601565-0.0103617j -0.0070694-0.00615487j 0.0146716+0.00572441j -0.00682303-0.00272618j 0.00822005+0.0078061j -0.00507483-0.0118634j -0.00459417-0.00220771j -0.00676688+0.00775851j 0.00255825-0.00445424j -0.0211156+0.0109636j -0.012625+0.0125712j -0.00662879-0.00158028j 0.0106577+0.00536437j -0.0265976-0.00107283j -0.00203245-0.000532864j 0.0219998+0.0262747j 0.00288896-0.0149394j 0.017343+0.00541971j 0.00957435-0.021124j -0.0428104-0.0203837j 0.0109227+0.0168496j -0.0213037+0.00734168j -0.0217409-0.0180993j -0.0177159+0.0213247j 
0.0301379-0.0149826j 0.0175235+0.0315683j 0.0365219+0.0209803j 0.018282-0.0274523j -0.0124297-0.0113665j 0.0244951+0.000756227j 0.00845212+0.034778j -0.0184924+0.0226342j 0.0197119+0.0295395j -0.0372122-0.0150101j -0.0406056+0.0128862j -0.00525803-0.0140889j 0.0125149-0.0125568j 0.00627602+0.0362648j -0.00209678+0.0269891j 0.0161695+0.042373j 0.00794807-0.0165805j -0.00598113-0.0169222j 0.00624131+0.00713996j -0.0196283+0.0508451j -0.00365707+0.00583052j 0.018329+0.0841902j 0.0369134+0.0184078j -0.0140126+0.0573177j 0.00412915+0.0505487j 0.000509735+0.016331j 0.0324343+0.00612799j -0.00380823-0.020701j -0.00882864+0.0142185j -0.0288368-0.00313591j -0.0024682+0.00362072j 0.0203552+0.0360717j -0.0107686+0.0323543j 0.0276112-0.0042459j 0.00580782-0.00105264j -0.0221811-0.010278j -0.0199489+0.00796474j 0.011988+0.00468262j -0.0340983+0.00990953j -0.00372619-0.000401534j 0.00711537-0.000232351j -0.00217356-0.014168j 0.00184568-0.0138621j -0.0148765-0.0297298j -0.0145621-0.00896621j 0.0143733+0.00623659j 0.00389822-0.0243004j -0.00926972+0.0146012j 0.0214346-0.0393995j 0.00860344-0.0463802j -0.0102967+0.00466019j 0.0185913-0.00714247j -0.0169496+0.00718336j -0.028993-0.00857852j -0.00777996-0.0102999j -0.0126061+0.0117456j 0.00524231-0.00579077j -0.0402066-0.0240262j 0.0219719+0.00467262j 0.0106707+0.00144804j 0.0185706+0.00237382j -0.0023234+0.00823602j -0.00962368-0.0400969j 0.0294275-0.0457582j -0.000373963+0.00575914j -0.0363564-0.0199904j 0.0442136-0.00636643j -0.00479086+0.000103431j -0.0161927-0.00462571j 0.00983489+0.0226904j -0.0132553+0.0311576j -0.00392884+0.0176058j 0.0408028-0.0208988j 0.00356036+0.000411925j 0.0294624-0.0122586j -0.00398581+0.0463915j 0.0480749-0.000698567j 
0.00369152+0.0183228j -0.0195499+0.000865135j -0.025149+0.00912742j 0.0159573+0.0267836j -0.0322993+0.0353016j 0.0165812+0.0190024j -0.00919906-0.00549281j 0.0248803-0.0250412j 0.0386095-0.0224235j -0.00198836+0.00800222j -0.0184763+0.0127482j 0.0014362-0.0220834j 0.000243549+0.0343643j 0.0115212+0.00045071j -0.0197869+0.0182381j -0.00342135+0.013293j -0.00010873-0.00276529j 0.0147501+0.0163305j -0.00431125-0.0175596j 0.0234388-0.0157607j -0.022067-0.00200651j 0.0302239+0.0118869j 0.00194523+0.0259609j 0.00870112-0.0231753j 0.00602744-0.00184445j 0.00471198+0.0144813j 0.0332573-0.00644076j -0.0297889+0.0100271j 0.0118096+0.000154454j -0.00569354+0.00465736j 0.00767003-0.0180874j 0.0246202+0.0187293j -0.00248301+0.0150639j 0.0134401+0.0156407j -0.00666623-0.012136j 0.00754222-0.000372611j -0.00975968+0.00118687j -0.013699-0.00555288j 0.0125361+0.0135535j 0.0135556+0.00143683j 0.0204993+0.00784568j 0.00823412+0.000392724j 0.0311148+0.0192304j 0.0179745-0.0149748j 0.0185529-0.0233684j -0.0166478-0.00981926j 0.0184968+4.63316e-06j 0.00938908+0.00506j 0.0357595+0.0188648j 0.00117473-0.0067245j 0.00328407-0.0149767j -0.00166787+0.0104706j -0.0230989-0.0026598j 0.00997117-0.0165128j 0.0011571-0.0232763j 0.0117822+0.0189734j -0.00449429+0.00853973j 0.001371-0.00281879j 0.00477789-0.0227782j -0.0232126+0.00201966j -0.00725942+0.0110197j -0.0111822+0.00584817j -0.0448436+0.0105119j -0.00437336-0.00388728j -0.00240513-0.0217941j 0.0121192-0.00365076j -0.00422197-0.00484404j -0.0180762+0.00122122j -0.00994257+0.0160184j 0.0116642+0.00141207j -0.00265603+0.0294146j -0.0108665-0.0233684j -0.0251663-0.00791873j 0.0166373+0.0100288j -0.0198536-0.0037525j -0.0281904-0.00224364j -0.00370591+0.0271806j 
0.00625471+0.0192346j -0.0186788+0.0041122j -0.0336599-0.0043201j 0.00287905+0.0317804j -0.0190775+0.0269751j 0.0110919+0.0163675j -0.0337401-0.0164634j 0.0367661-0.0407924j 0.028514+0.00156866j -0.0039667-0.000209255j -0.0267632+0.0124182j 0.0308194-0.0380738j 0.0341875+0.0350804j 0.0222968-0.0285156j -0.00235739+0.0166553j 0.0164889+0.00504776j 0.00589615-0.00492916j 0.00241322+0.015239j 0.00732993-0.000766428j 0.04023-0.0159541j -0.030195-0.0171142j 0.0224332-0.00538889j 0.019576+0.0135721j 0.0240678-0.00272879j -0.00555524-0.00186532j 0.00143921+0.00490686j 0.0129345+0.0298533j -0.0232055-0.00276288j -0.00461121-0.00649839j 0.0190477+0.0049367j 0.00267016-0.00241977j 0.026413+0.0545707j -0.0160908-0.0151511j -0.0180011+0.01135j -0.00487923-0.00274923j -0.00560839-0.0184621j -0.00314481-0.0133721j -0.0233942-0.00952365j 0.0176842-0.00565227j 0.00631287+0.011104j -0.00465545+0.00774357j 0.00988706-0.0222749j 0.0382933+0.00884742j 0.0228699-0.011874j -0.0150082-0.00874907j -0.00472839+0.0241904j 0.00967875-0.00231014j 0.0123681+0.00744555j 0.0263478-6.97475e-07j 0.0330605-0.00423163j -0.0010345-0.0317823j 0.0337028-0.00750599j 0.0020246-0.0146186j 0.0077047+0.00054243j -0.00628477-0.0122921j 0.0195274+0.0279232j 0.00198385-0.00883499j 0.0266364-0.00506234j 0.0196485+0.000125415j -0.0073154+0.0190752j -0.010629+0.0116957j 0.00472028+0.0100731j -0.0118293+0.0245195j -0.0247241-0.0277578j -0.00212764+0.00326624j 0.00910836+0.0165683j 0.00356559+0.00966031j -0.0226344+0.0151936j -0.00475799+0.0328828j 0.0113366-0.00784667j 0.0197292+0.00992701j -0.00849684-0.0185455j -0.0402015-0.0220858j 0.0121295+0.0141487j -0.0393835-0.0113272j -0.0325659-0.00875746j -0.0140481+0.0314086j 
0.013926-0.00181659j 0.00267087+0.0145132j 0.0107087+0.0053222j 0.00519893-0.00577493j -0.0113424-0.00490184j 0.00479568+0.00645046j -0.000679788+0.00915195j -0.00547351+0.000433963j 0.0185925+0.00321307j -0.0176171-0.000298379j -0.0274656+0.00529058j 0.0166945-0.0174114j 0.00622793+0.00640102j 0.00561759-0.00171228j 0.00722446-0.00172172j 0.0096669+0.00220391j 0.0113005-0.00420793j 0.00127438+0.0126806j 0.00740987+0.00329552j 0.0239948+0.00430865j -0.00342275+0.000709114j 0.00955451+0.00274254j 0.0167051+0.0127771j 0.0113792+0.0144419j 0.00253283+0.009248j 0.0002909-0.0115934j 0.0105292+0.0117509j -0.0194359+0.00101578j -0.0135407-0.00317137j 0.00693871-0.00662433j -0.0066121-0.00117699j 0.00132481-0.00730924j 0.00838568-0.00639653j 0.00571704+0.00891861j 0.00613998+0.00272803j 0.00373606+0.00740128j 0.00413012-0.00525826j 0.0205574-0.0123267j 0.00175987-0.0235073j -0.00580005-0.00876661j -0.00432548-0.00247553j -0.0129224-0.0012416j 0.0066245-0.00449326j -0.00476479-0.000496995j -0.000479394+0.0103981j -0.00358583+0.00686523j 0.000533711+0.0185787j 0.000670464-0.0111048j 0.000721111-0.0290534j 0.0180331-0.00998828j -0.0224115+0.00533744j -0.00560468+0.0139077j -0.00305874-0.0152458j -0.00614619-0.00868027j 0.00681203-0.0199155j -0.000997742-0.00317613j 0.00688509+0.00424497j -0.00608793-0.00475139j 0.00523713+0.0122467j -0.00496395+0.0104353j 0.0138714-0.00783896j -0.00467224+0.0142074j -0.00349823-0.013811j -0.00643218-0.020043j 0.00168533-0.000550262j -0.0133209-0.00540604j 0.0223307+0.000519731j 0.000475786+0.0101422j -0.00296678+0.00963064j 0.0137598-0.00334259j 0.00191329+0.0144457j -0.00031487+0.000588781j 0.00203891+0.00131644j -0.00430634-0.00167666j 0.017251-0.00263412j -0.00221368+0.011125j 0.0136976+0.000922862j 
0.00380932-0.000555671j 0.000877732+0.00452822j 0.0282731-0.00145968j -0.00126307-0.024042j -0.0200009-0.017915j -0.01653+0.0214545j -0.00875753+0.0027314j -0.0238193+0.00216792j -0.0169327-0.0210309j -0.0130803-0.0220838j -0.0199195+0.00956316j 0.0113172-0.0166782j 0.0196694-0.00810457j -0.0116279-0.014593j 0.000321752-0.00500136j -0.0122474+0.0235129j 0.0279726-0.0229451j -0.0199802+0.00216667j 0.00437039+0.0410455j -0.000330624+0.00924407j -0.00121725-0.00395145j -0.000956613+0.00107513j 0.0152028+0.00406222j -0.00390034+0.0126983j -0.00315894+0.0119596j -0.00946257-0.00313313j 0.0019385+0.00643317j -0.0257667+0.0094086j -0.00879149+0.00428967j -0.0205252-0.0277321j 0.01724-0.0192931j -0.0046411-3.16398e-05j -0.00811486-0.00535777j 0.0220394+0.0113074j 0.0224082+0.0090111j 0.0200619-0.00944401j 0.00679979+0.0104979j -0.000600004+0.000256207j -0.00675842-0.0122139j 0.00782+0.0082243j 0.0254963-0.00897262j 0.0109646-0.0156759j 0.00938216+0.00356785j -0.00590807-0.0275564j -0.00962503+0.0261958j 0.0121641-0.01102j 0.00487606-0.000578151j 0.0169511-0.00967965j -0.0194565+0.00455145j -0.00286977-0.0256684j -0.0136561-0.002979j 0.00378655-0.00524815j 0.00690449+0.00590868j -0.0131975-0.00449595j 0.0140741+0.0139451j 0.000687607-0.0130701j -0.00422651+0.00518659j -0.00263366+0.0263787j -0.00838831+0.0221062j -0.00876991-0.00593164j 0.0151116-0.00177484j -0.00997132-0.00584744j -0.00121445+0.00747842j 0.00438491-0.0184254j -0.00861842-0.00889587j -0.0110848+0.00443331j -0.0165997+0.00130191j -0.0132201-0.0158234j -0.00695749+0.0162808j 0.00378265+0.0102944j 0.011972+0.000364771j 0.026581+0.0198999j 0.0144703-0.0467387j 0.00255569-0.0289497j 0.0277577-0.00664375j -0.00796176+0.0145003j 0.0134443+0.00640837j 
-0.014084+0.00112541j -0.00160913-0.0140509j -0.0128377+0.000278916j 0.00599903+0.00815367j 0.0114326+0.00727443j -0.0116943+0.00538731j -0.0188472-0.0236967j 0.0118118-0.0163417j -0.00586958-0.0114806j 0.00167384+0.0249871j 0.0214756+0.0130004j 0.00311128-0.00399587j 0.00614454+0.0115081j -0.0112202-0.0178814j -0.0222515+0.0195817j -0.00756522+0.00202436j -0.00774586+0.00140072j -0.00623911+0.00709946j 0.0149377+0.0147846j -0.0126517+0.0139741j -0.00742438+0.00480717j 0.00545628-0.00123539j -0.00694311+0.00102965j 0.00462216-0.00249397j 0.0169268-0.0132887j 0.0185059+0.0139769j 0.0107985-0.0137979j -0.00826727-0.00509261j 0.00676804-0.00617704j -0.00620189+0.0142585j 0.00365114-0.0126553j -0.011797-0.000118032j -0.00380588-0.00587127j 0.00657104+0.00696469j -0.00953013-0.000972873j 0.00442918+0.011601j -0.00142379-0.00849549j 0.0212089-0.00296078j 0.00570003+0.0088092j -0.00669835+0.0100307j -0.00616781+0.009731j 0.014595+0.000899759j 0.00754682+0.0127618j 0.0151699-0.00724606j 0.00453392+0.00136519j 0.00963156+0.000755568j 0.0234889-0.0136757j 0.00316136-0.00758618j 0.0117408+0.0142639j -0.00706718-0.000509018j 0.00550727-0.0428419j 0.000497164+0.00307407j 0.0144355+0.0113642j 0.0281087-0.00900636j 0.0122567+0.00714118j -0.0192645-0.0214722j 0.00381008+0.00476524j -0.00211024+0.0152821j -0.00394346+0.00319446j 0.0146339+0.0125735j 0.0139697+0.00109024j -0.0115538-0.00309056j -0.00610435-0.00799975j 0.000797003+0.0248596j -0.00683228+0.00333054j 0.00222417+0.00571093j -0.0162134-0.00498477j 0.0180932+0.0125582j -0.00246544-0.0108181j 0.0033484+0.00125552j 0.00781494-0.0144945j 0.00766764-4.6528e-05j -0.0239059-0.0161269j 0.0104909+0.00715042j -0.0257882+0.0150033j -0.0027416-0.0152715j -0.0178404+0.00508408j 
-0.00654689-0.0282738j 0.0281068-0.00605634j -0.00843913-0.00099445j -0.00590542+0.00782026j 0.0285401-0.000240425j 0.0109382-0.0221505j 0.0103876+0.0242328j -0.0146052+0.0124867j -0.0166855+0.0265981j -0.0116058-0.0230777j -0.0113884-0.0108261j -0.00123984+0.00873097j -0.0140069-0.0092845j -0.00814525+0.0133187j 0.00966073+0.0158207j -0.000307262-0.0128859j -0.006813+0.0141325j 0.00734248+0.00531792j -0.00961147-0.0026251j -0.0140642+0.0112182j -0.00733-0.00320116j -0.00882458+0.0301091j -0.0223347-0.000371104j -0.000910206-0.00286064j 0.00274627+0.00108142j -0.0118315+0.0119502j -0.000276671-0.0246323j 0.00727268+0.00189645j 0.00934776+0.0250253j -0.0028346-0.00157486j -0.0259676-0.00589831j 0.00691325-0.0276447j 0.0166025+0.0181529j 0.0123836+0.0097641j 0.00443122-0.01093j 0.00230478+0.0218694j -0.00137209-0.00458215j 0.0288245-0.00194971j -0.014563+0.00468313j 0.0077293+0.0056136j -0.0177252+0.00932966j 0.00105432+0.0049397j -0.0220856-0.0256888j -0.00851836+0.0159193j -0.00363597-0.0354872j 0.015399-0.00866786j 0.0017634+0.00863401j 0.0115049-0.00329789j 0.00494828-0.00852527j -0.00380114+0.00961579j 0.00273756-0.0113473j 0.00972269-0.00561761j -0.00334759+0.00661721j 0.0117295+0.00118264j 0.0223511+0.0176541j -0.00506783+0.0237105j 0.0132623-0.0113932j -0.0243026-0.00750758j 0.00602776-0.0215386j 0.00482086+0.00562936j 0.00798082-0.00101531j 0.00309717+0.0134393j 0.0295316-0.00373794j 0.0268093-0.026053j 0.00823111+0.0463963j -0.0235327+0.000292162j 0.00598903-0.003068j 0.00321196-0.0121163j -0.0358569+0.00756107j -0.037712-0.0125491j 0.007326-0.0141823j -0.0160608+0.0142944j 0.0185374+0.020143j -0.00930604+0.0193626j -0.0160543-0.00497286j 0.0171772+0.00748986j 0.00813186-0.017015j 
0.00616866-0.00314932j 0.00296079+0.00574695j -0.00618733+0.0109407j 0.0101076+0.0047827j -0.00351579-0.00423452j -0.00324632+0.0115763j -0.0215539-0.00123438j 0.00780302-0.0151953j 0.00283032+0.0237406j -0.0121056+0.00144391j -0.00466719+0.00566255j 0.0112951-0.0169837j 0.0173703+0.0296076j -0.00739088-0.00267159j -0.00845049+0.0182833j -0.0066998+0.00724127j 0.00660119-0.00275704j 0.00905665+0.00785629j 0.00401968+0.0111273j -0.00349643+0.00267898j -0.0240808-0.00882125j -0.0112978+0.0200437j 0.0124949+0.00761486j -0.013237+0.000848314j 0.00862797+0.0115132j -0.0013906+0.00897964j 0.0229493-0.0018293j -0.0106099-0.0125573j 0.0108875-0.00750072j -0.00950534+0.00779881j 0.0108292-0.000895983j 0.00658237+0.00626781j -0.00165352+0.00651988j -0.000981283-0.00648104j -0.00421049+0.00569989j -0.00856989+0.00652318j -0.0139494+0.00909981j 0.0263732-0.0145394j -0.00230741+0.0028726j -0.000301255+0.000158163j 0.000195927-0.00453232j 0.00360024-0.00562036j 0.00766614-0.0223242j -0.0140516+0.00588175j 0.0072636-0.0224691j 0.00793334+0.00186645j 0.00547759+0.0142475j -0.00659349+0.00700379j -0.00115125-0.0193564j 0.00164506-0.0186213j 0.00849484-0.000448242j 0.00743417+0.00235593j -0.0103551-0.00830248j -0.00155539-0.00320045j 0.00470553+0.00193439j 0.00178165+0.000370923j 0.0083023-0.00845753j -0.010487+0.00183073j 0.0140882-0.0144111j 8.00726e-06+0.00725352j 0.00485346+0.00047228j 0.00348727+0.000931924j -0.0143148+0.0142824j -0.00709394-0.0149071j -0.00965173+0.00568448j -0.0186525-0.00311761j 0.0124913-0.00967933j -0.00044938+0.010451j 0.00681819+0.0200666j 0.00491561-0.0120184j 0.0122855+0.0107971j 0.00820137-0.00524711j -0.00148778-0.0113257j 0.00715853+0.0089147j -0.00364659-0.00236963j -0.00913129+0.00948277j 0.0107316+0.0067305j 
-0.00827915-0.00150089j -9.71442e-05-0.00689661j 0.00124127-0.0019563j -0.0017907+0.00430496j -0.00334429+0.0142264j 0.00322266+0.000402386j 0.0121418-0.00624576j -0.00611804+0.00452364j 0.00342371-0.0135952j -0.00590605-0.00751105j -0.0123759-0.00256972j -0.000192112+0.00689235j 0.00587165+0.00275271j 0.00359636+0.00863687j -0.00381454-0.008333j -0.00228258+0.00719528j -0.00554495-0.00575727j 0.000543643-0.00140467j -0.0123967+0.00742738j -0.00401917+0.0103428j 0.0122304-0.00900688j -0.00803291+0.00171148j -0.00937391-0.011474j 0.00754495-0.00395925j 0.00263085-0.0103887j -0.017245-0.0106872j 0.00148647-0.0112207j 0.00354023+0.0172493j 0.001943-0.00157169j -0.00164758-0.00533524j -0.00249914+0.012252j -0.0252093-0.0136561j 0.0135972+0.0143115j 0.00334118+0.000680815j 0.00375825-0.00329034j -0.0042542+0.00545723j -0.0151316-0.00506142j -0.00243769+0.00458805j -0.00972686-0.00291896j 0.00220711+0.00207772j 0.0137847+0.0148466j 0.00605652-0.0030504j 0.0059929+8.08018e-05j 0.00604448-0.00801993j -0.00190721-0.0114211j 0.0149228-0.0169825j 0.011133-0.00444359j -0.00854952-0.000666325j -0.0029668-0.0105895j -0.00537749+0.0151076j -0.0217713-0.00375049j 0.00398795-0.0154809j -0.00199062+0.00402784j -0.00939422-0.00780543j 0.0102883+0.00282427j -0.0102791-0.00139513j 0.000424531+0.0138912j -0.00384823-0.00956953j -0.0147435-0.0087128j 0.00427404-0.000700856j 0.0088447+0.00449211j -0.000640203+0.0132201j 0.0125173+0.00960266j 0.00119898+0.00717643j 0.00858161-0.00724432j 0.0148411+0.0123595j -0.00592767+0.00737984j -0.00284793+0.00223566j 0.00130182-0.00784133j -0.0143655+5.77328e-05j -0.0048079+0.00197045j -0.0152941-0.0222868j 0.00821414+0.00271006j 0.0060014-0.00120975j 0.00387795-0.00116056j -0.00246589+0.002036j 0.00228792-0.00089087j 
0.0146748+0.011965j -0.0108785+0.0152608j 0.0147932+0.00509574j 0.00575194-0.00891343j -0.0121113+0.0146446j 0.0275319-0.00838366j 0.0261987+0.0126318j -0.00292594+0.0179506j 0.0167939-0.0129516j 0.0133493-0.00207999j -0.0154273-0.00122169j -0.0107151+0.00455792j 0.00110583-0.00283296j 0.019666+0.0196273j 0.00105788-0.0154962j 0.00788598-0.000330179j 0.00450323+0.0013916j -0.00649622-0.0187946j -0.0061953-0.015691j -6.00127e-05+0.00666074j 0.0120907+0.0124981j 0.000794839+0.0162406j 0.0111604+0.00649144j -0.00513664+0.0165171j 0.00372501+0.0233551j -0.00723066-0.00703417j -0.00362634+0.00517777j 0.00417508-0.0042486j -0.0229291-0.00383491j -0.00915991-0.000631249j -0.00637239-0.00365099j 7.14027e-05+0.0109627j 0.000407892+0.00836707j -0.0073144-0.0249043j -0.0284951+0.00962069j -0.0061561-0.0128749j -0.00524926+0.00108744j -0.0264019+0.0150479j 0.00142327-0.0129803j 0.00424272-0.0117106j 0.0081422+0.00599808j -0.014249+0.00162621j -0.00969943+0.0107525j 0.00557055+0.0112091j 0.0151331+0.011067j -0.0068656+0.0014866j -0.00108937-0.0160751j 0.00416026-0.0126796j 0.0124385+0.000951143j -0.0159787-0.00537577j -0.0162557+0.0045076j 0.0135909+0.00367887j -0.0105144-0.0184193j -0.00742872+0.00392163j -0.0073061-0.0198391j 0.00731819+0.0168093j -0.00357951+0.0162961j 0.000828284-0.023032j 0.0031496+0.00639417j -0.00640061-0.0102568j 0.00258709-0.0093977j -0.00584176-0.0138085j -0.00209702-0.0202456j 0.00969254+0.000444904j 0.0103074-0.0272851j 0.015203-0.00249248j 0.0109789-0.00920044j 0.00877479+0.00086383j -0.000101694-0.0024558j 0.00514392+0.0293629j -0.0308128+0.0237929j -0.0264273-0.0179201j 0.0031533-0.00289439j 0.0021037-0.014815j 0.0182037-0.00886998j -0.00629454+0.0148734j 0.0133773+0.00397953j 
0.0025262+0.00584409j -0.00627321+0.0024388j -0.00521557-0.00208983j -0.00317595+0.00537994j -0.00598788-0.010707j -0.0116183+0.00445258j -0.0063744-0.00579825j 0.00992864-0.00822701j 0.017832+0.0136732j -0.0032894+0.00726032j 0.00851408-0.00768176j 0.0071497+0.00773542j 0.00698298+0.0106301j 0.0101822-0.00593936j -0.00716462-0.00632846j -0.00294774+0.00265808j -0.00538043+0.00531328j 0.00233004+0.0136894j 0.00266055-0.00439176j 0.0216009+0.00163095j -0.00582815-0.00546189j -0.0140605-0.00608546j 0.0119908-0.00561602j 0.000122942-0.000181471j 0.00462389-0.00447045j -0.00311874+0.00489726j 0.00136976+0.00612468j 0.0130298+0.00135693j 0.00316342+0.00111856j 0.0112591+0.00662885j 0.000733978+0.00623011j -0.00131798+0.0137792j -0.00368496+0.00415629j -0.00946953-0.0126589j 0.0115795+0.00960486j -0.00919994-0.00738188j -0.0101715+0.00310763j -0.0331535+0.00498401j 0.00759095-0.0143184j -0.000592802-0.00388223j 0.00559671-0.0123839j 5.213e-05-0.00722497j 0.00240399+0.00236144j -0.00234754-0.0189097j -0.00532612-0.00158202j 0.0070193-0.00781084j -0.000843577-0.00335938j -0.0111269-0.00117471j 0.00587421-0.000697949j 0.000994589+0.00739819j -0.0104027+0.000735703j -0.0159622+0.010462j -0.00990436+0.0061671j 0.00586201-0.009652j -0.00340671-0.0205916j 0.0194277+0.00181704j 0.00227464-0.00545208j 0.012372-0.00300606j -0.00752208+0.00647289j 0.00083578+0.00295986j 0.00382978+0.00724265j 0.00379076+0.0121734j 0.00262636+0.0048771j -0.00828794+0.0142142j -0.0162548+0.00715812j 0.00487253-0.00441558j -0.000861511+0.00439256j -0.00126352+0.0141002j 0.0105489-0.00277464j -0.00453376-0.00659342j 0.00590336-0.00061203j -0.00622644-0.0121021j -0.00904052-0.00773165j 0.00489264-0.00144873j -0.00391993-0.00322015j -0.01017-0.00416774j -0.00543532+0.00859685j 
-0.011521+0.0001043j -0.000819054-0.0120366j -0.00435631-0.00528572j -0.00380075+0.00191542j 0.0113924+0.0129827j 0.00635768-0.0119021j 0.0084378+0.00294817j -0.00604479+0.00320338j -0.0148204-0.0160325j 0.00417819-0.0035971j 0.0103052+0.00891523j -0.0186114+0.00990702j -0.00642395-0.0182175j -0.00287924-0.00326142j 0.00626766-0.00331446j -0.00090422+0.00145552j -0.0199318+5.86961e-05j -0.00447676-0.0115471j -0.0040521-0.000206283j -0.0181789+0.00100373j -0.00752454+0.00623762j 0.00281959+0.00538851j -0.00130528-0.00141384j 0.00108894-0.00140076j 0.00937268-0.00317771j 0.00601779-0.00646187j -0.00700864-0.00107782j 0.0134769+0.0131778j -0.00848975-0.00656841j 0.00740935+0.00129005j -0.00341483+0.00616391j -0.015375-0.00573122j 0.0166992-0.00239349j 0.000888272-0.00380709j -0.0103794-0.000340872j 0.0042569-0.00498821j -0.00257574-0.00479512j 0.00765364+0.00486322j -0.00532972+0.0114366j 0.00807574+0.0053108j 0.0030252+0.0145024j -0.0110718+0.00450607j 0.00228251+0.0194148j 0.00130797+0.00747368j 0.00771965+0.0121021j 0.0112104+0.00326511j 0.000716572-0.00213782j 0.00105201-0.00351531j -0.00722323+0.00342113j -0.00235619+0.0133798j 0.00579868-0.0133134j -0.00248597+0.00335614j 0.00894211+0.0215316j 0.0113789+0.00656106j 0.0115199+0.0189375j -0.0200715-0.000279855j -0.0106879+0.00357835j 0.00299132+0.00166321j -0.00197925-3.34349e-05j 0.00290117-0.00378545j -0.00625738-0.00941053j -0.00402009-0.0026758j 0.00301443-0.00868552j 0.0072133+0.00107658j 0.0114169-0.00647966j 0.013886+0.00608594j -0.0110402+0.001624j 0.0144321-0.0144997j -0.0115382-0.00945902j -0.0072974+0.00823504j -0.0140838-0.0106722j 0.00132943+0.00115698j -0.00298196+0.0124442j -0.00384533+0.00528291j -0.00855826+0.00321996j 0.0120078-0.0060856j -0.00569643-0.0100375j 
0.0132152-0.00703054j 0.00754131+0.0143839j 0.0230213+0.010562j 0.0094875-0.0192552j -0.00652297-0.00721703j -0.00218856+0.00214366j 0.00891439+0.00082154j -0.00849878+0.0109539j 0.00498122-0.00274661j -0.00461893+0.008636j 0.00111857-0.00862652j 0.00511513+0.00930782j -0.0130401-0.000572078j -0.00293022+0.0197208j -0.00369398+0.00473301j 0.00588075+0.0201445j 0.0133-0.027471j 0.00515763+0.0016695j 0.0171284+0.00219052j -0.00811176+0.00787348j 0.0159903+0.00445209j 0.00356748+0.0114057j -0.004557-0.0170892j -0.00151219+0.0124071j -0.0155588-0.00819185j 0.00162774-0.0147446j 0.0102724-0.0055737j -0.00283131-0.00927623j 0.00652485-0.0133952j 0.0133398+0.0123126j -0.00196981+0.00784674j -0.00381636+0.00463903j -0.0254912+0.0242301j 0.00410347+0.0106689j 0.00993272-0.000302325j -0.0232029+0.000341898j 0.00935708-0.00358673j 0.0166064+0.00291459j 0.000502237-0.0107483j -0.0101313-0.00276458j -0.0125064+0.000206365j 0.00170798+0.0137216j 0.00288183-0.0231141j 0.00801646-0.00764985j -0.0114742-0.00487285j 0.00571614-0.00832677j -0.0135059+0.000770148j -0.0214166+0.000375618j 0.0163006+3.86922e-05j -0.0150119+0.00130065j 0.003277-0.00234434j -0.00169521+0.000613279j 0.00186798-0.0196408j -0.0198257-0.00300516j 0.00675111-0.00735535j 0.00675548-0.00860723j -0.000741046-0.018131j -0.0244985+0.00625542j 0.00331483-0.00445969j 0.0123704+0.0182493j 0.00219663+0.0082601j 0.00601075+0.00272109j 0.0185014-0.0244065j -0.0109403-0.0119636j 0.000355336-0.00973471j -0.00606236-0.0151391j 0.0184625-0.00777432j -0.00466797+0.00665483j 0.0133797+0.00529437j 0.00747265+0.0224557j -0.00765753+0.013778j -0.0021719+0.0121131j 0.015541-0.0134156j 0.00158005-0.0174525j 0.0202128-0.00193438j -0.00134858+0.0115117j 0.0109217+0.000331742j 
