-0.00398731+0.00364871j 0.00780719-0.000908748j 0.00307531+0.00226377j -0.0129748+0.00428507j 0.00901683+0.000176958j 0.00685129-0.00410938j -0.0049369+0.00309312j -0.0101867-0.000430528j 0.00122198+0.000243275j 0.00222059-0.00183977j -0.00640227+0.00285863j -0.000487292-0.00177268j -0.00162501-0.000988707j -0.00445097-0.00231009j -0.00193144+0.000936163j -0.00889424+0.00222339j 0.00795802-0.00142963j 0.000914301+0.000635813j 0.000507596-0.000550042j 0.00109143-0.00373586j -0.00169122+0.000455866j -0.00449046+0.0012517j 0.000931783+0.00113753j -0.00738497+0.00315953j -0.000773959+0.000282462j 0.00790308-0.0033103j 0.0108075-0.00189731j -0.000703869+0.00117397j -0.007745+0.00270882j 0.00587948+0.000529142j 0.00769552-0.00493697j -0.00319576-0.00399376j -0.00278926-0.00237684j 0.0100836-0.00181526j -0.000556028-0.00308192j -0.0025361+0.00249992j 0.00743009-0.00147235j -0.00966085+0.000950459j 0.00656396-0.00716271j 0.00657681-0.000499051j 0.00607012-0.00145993j 0.00327362-0.00102991j -0.00253191+9.21015e-05j 0.00298436+1.4972e-05j -0.00654483+0.000496082j 0.00573152-0.00361447j -0.00892234+0.00418493j -0.00528147-0.000270074j 0.00123547-0.0019959j -0.00448031-0.00469892j -0.00288641+0.00158658j -0.00623557-0.00336353j -0.0102094-0.001849j 0.00755636+0.00138115j 0.00266229+0.00270885j -0.00433929-0.000672044j 0.00103822+0.00401216j 0.00550211+0.00332737j 0.00101309+0.00366076j -0.00519377-0.00147772j -0.0100467-0.00254122j 0.00619141+0.0045992j -0.000259187-0.00485859j 0.00129237-0.00120091j 0.0043858-0.00279381j 0.00335578+0.0014657j 0.00122135-0.00605771j -0.0143154-0.0088571j -0.00522928+0.00174893j -0.00925945-0.00793438j 
-0.00146306+0.00208604j 0.000814339-0.00200213j -0.00224989+0.000258327j 0.00365612-0.00227587j 0.000910256-9.41165e-05j -0.00363798-0.00487178j -0.00066315-0.000257623j 0.000454233-0.000806131j -0.00149967+0.00101293j -0.000410988-0.00275013j -0.00075119-0.00305155j -0.00214906-0.00154772j 0.00339935+0.000549964j -4.40069e-05+0.00528058j -0.00266687-0.00308885j -0.00507512-0.00271435j 1.34995e-06-0.000805407j 0.00138498+0.0095837j -0.00442659+0.00300914j 0.000191081+0.00303784j 0.00265079+0.00659296j -0.000293033-0.00102022j -0.00164005-0.0053647j -0.00338322+0.0010319j -0.00114604-0.000553318j 0.00249984-0.00330099j 0.00429382-0.00613918j -0.000591735+0.0100193j 0.00120031-0.00129709j 0.00538756-0.00490267j 0.00405973+0.00934723j 0.00153528-0.00433728j -0.00213847-0.00172629j -0.00338652-0.0014081j 0.00212259+0.00327467j 0.00580403+0.00587949j 0.00220637+0.00936477j 0.00341795+0.0130204j -0.00171734+0.00384389j 0.00591353-0.0100642j -0.00334246+0.0100389j 0.00332282-0.000753843j 0.00798392+0.00901295j -0.00367554-0.00984246j 0.00429216+0.00293754j -0.00267393-9.13272e-05j 0.000227127+0.00377348j -0.00314995+0.00577352j 0.00142868-0.00502479j -0.00204052+0.00779678j 0.00229112-0.00346711j -0.0052403-0.00301014j 0.00940828-0.00701748j 0.000566364-0.00442285j -0.00320738+0.00616063j -0.00293993+0.00882695j -0.00324759-0.00245166j -0.00407751+0.00925142j 0.00163069-0.00373331j -0.00119604+0.00150821j 0.00639577-0.00579139j 0.000353505+0.00503399j 0.00347284+0.00161404j 0.00300315-0.00371829j -0.000509618+0.00622106j -0.00416666+0.00390584j -0.00346867-0.00365624j -0.00198531+0.000497654j -0.00146154+0.00054883j 0.0022214+0.00043422j 
0.0022598+0.00194076j 0.00139884+0.00169415j 0.00117009+0.00246382j 0.00125171-0.000742428j 0.00254169+0.00319524j -0.00437588-0.00554447j -0.00398543+0.000907588j -0.000184418-0.00319496j -0.000972833+0.00350496j 0.00252758-0.0014439j 0.00122485-0.00020695j -0.000805266-0.00569579j -0.00173788-0.000191838j -0.00133209+0.00230115j 0.00233026-1.50584e-05j 0.00455635-0.00158224j 0.00353233-0.00241902j -0.0052984-0.00268845j 0.00464518+0.00405037j -0.00375414+0.00690361j 0.00537368+0.00273265j -0.000587853-0.00504075j -0.000830896-0.00149113j -0.00146048+0.00191284j -0.00371928-0.00212537j -0.00380608+0.00953105j -0.00529678-0.00577845j 0.00481195-0.00696104j 0.00829514+0.00264899j 0.00408665-0.0028536j -0.000564708-0.0058564j -0.00335887+0.0105897j -0.00536999-0.00211506j 0.00530549-0.00401927j 0.0066543+0.00656538j 0.00479579+0.00625343j 0.00599404+0.000598453j -0.000206109-6.70872e-06j -0.0027603-0.00669539j -0.00205725-0.004768j 0.00996044-0.00183949j -0.00455763-0.00445407j 0.0019749-0.00523779j -0.005895-0.00284259j -0.000574903+0.00339757j 0.00905104-0.000323949j 0.00346997-0.00969967j 0.00218366-0.00310773j -0.00847252+0.0099474j 0.00611535-0.00229669j 0.00156563+0.00440838j -0.00123541+0.00139833j 0.00172496-0.0016464j 0.0101521-0.000396772j -0.00036208+0.00880368j 0.00453222-0.00300532j 0.0030181+0.00671189j 0.00467172-0.00764818j 0.00111573+0.00201998j -0.000278478-0.000295257j 0.00369925-0.00413741j -0.00389458-0.000417888j -0.00113072-0.00228644j 0.00228582+0.00042622j 0.000126199+0.0110388j -0.00299937+0.000729554j -0.000554464-0.000451276j 0.000667084-0.000521658j 0.00124364-0.00192584j 0.000977929-0.00357261j 
0.00210531+0.000533009j 0.00136533+0.00120031j 0.00294929-0.000592253j -0.00175022+0.0055066j 0.00191353+0.00186964j -0.000969108-0.00687724j 0.000340648-0.00208648j -0.00423438-0.000303772j 0.00200335-0.00115429j -0.00273465+0.00158068j -0.00336582+0.00391825j -0.00458647-0.000728432j -0.000104396-0.00319597j 0.00250703-0.00571128j 0.000633687+0.0023038j 7.43491e-05+0.00183906j -0.00385829+0.00305905j 0.00501544-0.00571977j 0.00281321-0.00121965j 0.00450896-0.00422922j 0.003264+0.00515044j -0.00130347-0.000846367j -0.00178645-0.000594374j -0.00184027-0.00317649j 0.00172516-0.00342446j 0.00494151-0.000386927j -0.0078739-0.00114777j 0.00206894+0.00225024j -0.00208738+0.0135797j -0.00708132+0.00466578j -9.96808e-05+0.00147333j 0.00358921+0.00281743j -0.0043582-0.0056099j -0.00656499+0.00412437j -0.0141629-0.00463548j -0.00244604+0.00974843j 0.000946853+0.00311333j 0.00381088+0.00647573j -0.0030942-0.0034694j -0.00626799-0.00132764j 0.00284018+0.00251488j -0.00431514-0.00245224j -0.00803157+0.00287448j 0.007435-0.0106883j 0.00293284+0.00516996j -0.00621176+0.00439255j -0.00200902-0.00694313j -0.00236608+0.00152418j 0.00301552+0.00301661j -0.00202928+0.00285556j -0.00634538+0.0032879j 0.00736944+0.00187959j -0.00280528-0.00292167j -0.0061401-0.000829069j 0.00190177+0.00258366j -0.00320968+0.00385003j 0.000551249+0.00433857j 0.00309572-0.00470333j -0.00399796-0.000406763j 0.00223938-0.00290363j -0.0101468-0.00316876j 0.00324243+0.000336723j -0.0017034+0.0016423j 0.000718863-0.00085101j -0.00494249+0.00748428j 0.000892403+0.000871486j 0.00560552-0.000759178j 0.000478181-0.00114984j 0.000315158-0.00183627j -0.000410683-0.00245187j 
-0.00277606-0.00241563j 0.00142484+0.00152625j -0.000636225-0.00162879j 0.00223828+0.00223454j -1.48064e-06-6.35793e-05j -0.00168315-0.000677366j 0.00298456+0.00164533j -0.0019181+7.27933e-05j 0.0024663+0.000707591j -0.00270544-0.00515281j -0.0020746+0.000968068j -0.00554945-0.00628273j 0.00480959+0.00333861j 0.00124269+0.00062874j -0.00345749-0.00351589j -0.00612602-0.00576994j -0.00306499-0.0051807j 0.00185197+0.00319231j -0.00499546-0.00640164j 0.00444398+0.00348957j -0.00227881-0.00176156j -0.000731089-0.000132866j -0.000694029+0.0012964j -0.0010436-0.00122924j 0.000383957+0.000385713j 0.00857707+0.00986279j 0.00274251+0.00547428j -0.012812-0.0123323j -0.00249539-0.00169981j -0.000729732-0.00233624j -0.000735641+0.000116104j 0.00515042+0.0078411j 0.00191191+0.000694876j -0.00734737-0.0096206j 0.00417267-0.00933197j 0.00060554+0.0040457j -0.000312434-0.00416771j -0.000672718-0.000224994j -0.00353224-0.00115228j -0.000292625+0.0056635j -0.00714704-0.0167983j 0.00086374+0.00931189j -0.00045053+0.00304688j 0.003751+0.00298403j 0.00300278+0.00534192j -0.00275013-0.0115588j -0.00152381-0.00389762j 0.000821535-0.00472248j 0.00337613+0.00984636j -0.0012492-0.00570519j 0.00120067-0.00110614j -7.23578e-05-0.00431785j 0.00107002+0.00512221j -2.20101e-05-0.0125264j 0.000865381-0.00271893j -0.00161224-0.0044696j 0.00166984-0.00623265j -0.000304227-0.000612744j 0.00146937-0.00110801j 0.00186575-0.00424475j 0.000626818-0.00662562j 0.00152501+0.00728294j 0.00091031+0.00648463j -0.000969622-0.00160647j 0.00114448-0.000704835j -0.000334057+0.00124062j 0.00119031-0.0048648j -0.000458716-0.00245069j 0.000928289-0.00198813j -0.000574175+0.00360486j 
-0.00176961-0.00266446j 0.000684646-0.00170018j -0.000769414-0.00355903j 0.00552702+0.00356007j -0.000677336+0.000799868j -0.00156445-0.00335003j 0.000874374-0.00306684j 0.000787983+0.00607319j -0.00425768+0.00338135j -0.0029892+0.00644219j 0.00306108+0.00503715j -0.000579683+0.00203107j 0.000753574+0.00251788j -0.00263823-0.00594841j -0.00256867+0.000769705j -9.23961e-05-0.00223438j 0.00592818-0.00804056j -0.00265874-0.00471783j -0.00304512-0.00470195j -0.00493267-0.00252821j 0.000987343-0.00262169j 0.00533423-0.00672311j -0.000388714-0.00191887j -0.00264881+0.00356536j -0.00596479+0.00445864j 0.00150474-0.00431171j 0.00851127+0.003909j -0.00421053-0.0031929j 0.00448758+0.00726801j -0.00219986+0.0139767j 0.00399231+0.00203375j 0.00251104-0.000851051j -0.000870064+0.00159764j -0.000608086+0.00393099j 0.00365369+0.0138489j 0.00217153+0.0080854j -0.00961877+0.00430599j -0.00135619-0.00297056j -0.00467312+0.00481113j 0.00217419+0.00527135j -0.0046798-0.00251162j 0.00387558+0.00505617j -0.00843448+0.0110288j -0.00158838-0.00762308j 0.00927143-0.00680254j 0.0020905+0.0023431j -0.0024935+0.00262376j 0.00116066+0.00151774j -0.00173506-0.00113448j 0.00236027+0.000342479j 0.00662581+0.00202587j 0.00391246-0.0108909j 0.00394917+0.00344646j 0.00459726+8.55122e-05j 0.00281857-0.00518112j -0.00349124+0.00228293j -0.00132135-0.00371514j 0.00287834-0.000994385j -0.00652449+0.00589614j -0.00388616-0.00385354j -0.00238589+0.00700909j -0.00272176-0.00127544j 0.00427254+0.00243909j -0.00204857+0.000386865j -0.00219226+0.00352557j -0.001386-0.00118875j 0.000543762-0.00744459j -0.0017659-0.00200138j -0.00139073+0.000421237j -0.00139057+0.00327078j 
-0.00203524+0.00115541j 0.00118207-0.00114329j -0.00114467-0.00112701j 0.00384743+0.00163445j 0.000636351-0.00250218j -0.000772491-0.00545225j -0.00101402+0.000103085j 0.00202084+3.74804e-05j -0.00120028-0.006487j -0.00148704-0.00605932j 0.000998383+0.00213111j -0.000190602-0.0013982j -0.0008057+0.00413599j -0.00249975+0.00338502j 0.00378331-0.00513091j 0.000270192+0.00316699j 0.0018856+0.0107655j -0.00420408-0.000889228j -0.00387914-0.00137661j -0.00336862-0.00587858j 0.000121826+0.00108565j 0.000976025+0.00384434j 0.00070985+0.00316123j -0.00372731+0.00238254j 0.00214962-0.0110658j -0.0005919-7.57329e-05j -0.00171202+0.0129603j -0.00165708-0.00493846j 0.00823531-0.00272736j 0.00825235-0.00452726j 0.00261326+9.56866e-05j 0.000865997-0.00355509j -0.00329848+0.00270062j 0.00401372-0.00161585j -0.0143773+0.00530045j -0.00101728+0.00490958j 0.00594413-0.00926958j 0.00708272-0.00512848j 0.000619565-0.000267904j 0.00293913+0.00396979j 0.000819374-0.00722972j -0.0069279+0.00947612j 0.0100707-0.00049025j -0.00805458-0.000615344j -0.000918584+0.00460406j 0.000404049+0.00519957j -0.00342591+0.00240964j 0.000338266-0.00143943j 0.000175902-0.00172419j -0.00454969+0.00335346j -0.00345549+0.00629833j -0.00118599-0.00265935j -0.00367198+0.010102j -0.000974606+0.0072835j -0.00483976+0.00035415j 0.00658692-0.0033586j 0.00371177-0.00349972j -0.0045557+0.00281384j 0.00146563-0.00190387j 0.00178757-0.00406734j 0.00300059+0.000599732j 0.00204979-0.00363025j 0.00103316+0.00176932j 0.00304647-0.00138888j -0.00175894+0.00228717j -0.00195479-0.00039269j 3.44068e-05-0.00501977j -0.00183345-0.000947526j -0.00130672-9.45982e-05j 0.00175568+0.00131784j 
-0.000861816-0.00342328j -0.000706214+0.00439841j -0.00120248-0.000215674j 0.00342763+0.00146409j -0.00309835-0.00115995j -0.00423799+0.00982072j -0.000101586+0.000572734j 0.00249816+0.00150239j 0.00131624-0.00362631j 0.00117502-0.00467154j 0.0032753+0.000673503j -0.00230743+0.000952061j -0.000777262-0.00703413j -0.00185267-0.000746961j -0.00192043+0.00301458j 0.000854772-0.00701106j 0.00131486+0.00449264j -0.00466735-0.00667672j -0.00657396-0.000827591j -0.00299221+0.000303189j -0.00133032+0.00465441j -0.00307484+0.0096989j 0.00172473+0.000882155j 0.00189732-0.00838569j -0.00194934-0.00120526j -0.00214701+0.0011146j 0.00751562-0.00659726j -0.00536968-0.00118346j 0.000361583+0.00590508j 0.00305085+0.00294902j -0.00156323+0.00640231j -0.00580677+0.00378131j 0.00221718-0.0067083j -0.00286612+0.0031158j -0.00671708+0.00383745j 0.00929415-0.00322139j 0.000800326+0.00245302j -0.00706848+0.00192126j 0.00383883-0.00773129j -0.00199401+0.00323912j -0.00632085-0.00210285j 0.00984975-0.00212884j 0.00285623+0.00324208j 0.00549914-0.0100234j -0.00630423+0.00487884j 0.00394226+0.00108091j 0.00259905-0.000292991j -0.00116352+0.000689912j 0.00388384-0.00387278j 0.00715237-0.00496148j 0.00107834+0.00620188j -0.00161853-0.00480628j 0.00464226+8.4328e-05j -0.00270463+0.00400633j -0.00468703+0.00244214j -0.000407923+0.00272695j -0.00330089-0.00156031j -0.00255256-0.0034729j 0.00737362-0.00169476j -0.00145102-0.000307264j 0.00117821+0.00192219j 0.0020395-0.00310209j -0.00138753+0.00286743j -0.00392802+0.00100157j 0.00743311-0.00227903j 0.00399999-0.00330665j 0.000102314-0.00440489j 0.00129392-0.00155036j 0.00311866-0.00121468j -0.00154474+0.00235545j 
0.00269742+0.000799642j 0.000760535+0.000443893j 0.00176694+0.00116138j -0.00148006-0.000204124j -0.00116782+0.000865402j -0.00186351-0.000809692j 0.00136742+0.000698522j -0.00436828-0.00224282j -0.00606368-0.000861363j -0.00655101+0.000447988j -0.00269199-0.00120233j -0.00188283+0.00144237j -0.000687571-0.00267417j 0.00761183-0.000534445j -0.00569117-0.00572063j 0.00409425+0.000866988j 0.0110523+0.00167069j 0.00503309+0.00486674j 0.00357601+0.00231537j -0.000997169+0.00116063j 0.00382179+0.00464627j 0.00756257+0.00612441j 0.00403994+0.00153185j 0.000129708-0.0020124j -0.0110384-0.00490496j 0.00203696+0.00228662j 0.00602003+0.00567029j 0.00014508-0.00086463j -0.00784396-0.00406476j -0.0128644-0.0126456j -0.00166037-0.00366209j -0.00274682+0.00387408j 0.00110932+0.00456499j -0.00544347-0.00559969j -0.00337087+0.0106293j -0.0017766+0.00108598j -0.0090181-0.00872013j -0.0028626-0.00449187j -0.0030543-0.00740767j -0.00165988+0.00227468j -0.0022933-0.000476134j 0.00504643+0.00383995j -0.00648552-0.0173053j 0.00584424+0.0059317j 0.00644886+0.00920859j 0.00167505-0.000443046j 0.000875354-0.000175222j -0.00168243-0.000714574j -0.00119443-0.00145255j 0.00195719+0.00517193j 0.00328467+0.00485137j 0.00464221+0.00565531j 0.00522042-0.000206516j 0.00439601+0.00330584j 0.00448305+0.00547747j -0.00504486-0.00493593j -0.000795975-0.000555369j 0.00299078+0.0051555j -0.00518054-0.00548055j -0.000942471-0.00146879j -0.0048991-0.00427603j -0.00206365-0.00198895j -0.000559933+0.00200401j -0.000956593-0.0034768j -0.000287052+0.000374273j 0.00100599+0.000384359j 0.000489233+0.00148837j 0.000877086+0.000489657j 0.000278275-0.00079437j -0.000403272-0.00297962j 
-0.00292909-0.00145439j 0.00232936-0.000909257j -0.000102365-0.00157517j -0.000414712-0.00229627j -0.00184066-0.000953837j 0.00803693+0.00393911j 0.00275767+0.00136868j -0.000961357-0.00274929j -0.00493463-0.00429811j -0.00610038-0.00360819j -0.00221133+0.000954054j 0.000615237-0.00175499j -0.00281716+0.00764685j -0.00144262-0.0033195j 0.00416703+0.0063297j -0.00503835-0.00546474j 0.00514736+0.0039209j -0.00348215-3.59376e-06j 0.00011832+0.00161079j 0.0011102-0.00135739j 0.00288144-0.00728028j 0.00979313-0.000137075j 0.000540251-0.00417461j -0.00634478-0.00173811j 0.000668793-0.000395051j 0.00238813+0.0103524j -0.00435437-0.00663344j -0.00186364+0.00846439j 0.000458075-0.000140279j -0.00429151+0.00372838j 0.00323763+0.0037462j 0.00340398+0.00316897j -0.00141255-0.011536j -0.00112779+0.0116214j 0.00440106+0.00474322j -0.00462853-0.0103824j 0.00199435-0.00694858j 0.00136525+0.00599447j -0.0063958-0.0010371j 0.00536621-0.00333767j -0.0022244-0.000109695j -0.00426501-0.00701007j -0.0041036+0.00211288j -0.00380279-0.00611772j 0.0071306+0.00384971j -0.000954282-0.00370755j 0.000608954-0.0036639j -0.000535026+0.00389933j -0.00119361-0.00295026j -0.00271913-0.00789124j 0.00191761+0.00130755j -0.000355952+0.000837289j -0.0038926+0.00508913j 0.00185844+0.00251607j 0.000634428+0.00418743j 0.0024752-0.00226389j 0.00152158-0.0015625j -0.00248017+0.00436828j -0.00320062-0.00586158j 0.00319336-0.00299837j -0.00103684+8.10116e-05j -0.00205089-0.00118523j 0.00122393+0.00371831j 0.00020599+0.00109794j -0.00263028-0.00866967j -0.00269773-0.00264211j -0.00173972+0.000673171j -0.00115149-0.000785471j -0.00111905-0.00191098j 8.80419e-05+0.0026372j 
-0.00401175-0.00226654j 0.00211196+0.00203355j -0.000121886-0.000649065j 0.00114671+0.00190165j -1.5719e-05+0.00383032j 0.00770592+0.000973062j -0.000187186-0.00519295j 0.00217342+0.00386698j 0.000385276+0.00390365j 0.000624161+0.00189056j 0.00140247-0.00233971j 0.00103376+0.00442887j -0.00710689-0.00929997j -0.00267673-0.00372446j 0.00297247-0.00722741j -0.00729399+0.000416774j -0.000303388-0.00346314j -0.00199877+0.00772774j -0.000907854-0.00128001j 0.00167505+0.003716j 0.00222296+0.00517321j 0.00586883+0.00978011j 9.99215e-05+0.00921993j -0.00545438-0.00867495j 0.00149277+0.00199475j 0.002553-0.00100667j -0.00735724+0.00524048j 0.00329704-0.0091671j 0.00514123+0.00260323j 0.00612199-0.00365912j 0.00553056-0.00417951j 0.00329445+0.00655613j -0.00935372+0.00933997j 0.00527248-0.00455074j 0.000871656-0.00201823j -0.00540762-0.00324081j 0.000102412+0.0012509j 0.00339889+0.00368577j -0.00340768-0.00700888j -0.00407061+0.0146543j 0.000918+0.00227592j -0.00205022-0.00609744j 0.00663273-0.00253448j -0.00544088-0.00332114j 0.000290196+0.00559026j -0.000103361-0.00359633j -0.00345734+3.10143e-05j 0.00495163-0.00291555j -0.00174168-0.00389498j -0.00676758-0.00164102j 0.00323613-0.00146143j 0.000657526-0.00342954j 0.0010543-0.00861563j 0.000343939+0.000548359j 0.00560626-0.00534369j 0.00219339+0.00462467j -0.00107436+0.00366051j -0.00171968-0.000590091j 0.000160862-0.0021203j -0.00129901+0.00323759j 0.000205549+0.00424202j 1.23277e-05-0.000503294j 0.00214155+0.00109755j -4.73169e-05+0.00399863j -0.00393192-0.00371296j -0.00154615-0.00402028j 0.000486523-0.00205281j 1.84346e-06-0.00285602j 0.000571046-0.00286894j 0.00013024+0.00382533j 
-0.000649362-0.00521976j -0.00102571+0.00160397j -0.000405729-0.00765116j 0.00340102+0.00552338j -0.000343695+0.00463542j -0.00276804-0.00606172j -0.000510024+0.000116691j -0.00202373-0.00684719j -0.000258687-0.00240941j -0.000368164+0.0106586j 0.00132611+0.000698761j -0.000898793+0.00294687j 0.00389646+0.00177783j -0.00188831-0.00290955j 0.00266599+0.00307361j -0.000592058+0.00447j -0.0042119+0.00395949j -0.00117591+0.00965838j -0.00346684+0.00397868j -0.00110231+0.00199802j -0.00167639-0.000880401j -0.00455571+0.00621684j 0.000746564+0.000235412j 0.00515807-0.00334159j 0.00222708-0.00122179j -0.00356823+0.0132345j -0.000638987+0.00595193j -0.00443843+0.0116431j 0.00394429-0.00788382j 0.00858812-0.0076372j 0.0106714-0.0156742j -0.00547567+0.000243939j -0.00125195-0.00211878j -0.00225351+0.0057656j 0.00345871+0.00218138j 0.00115065+0.00162317j 0.00137393-0.00219105j 0.000755988-0.00252659j 0.00508274+0.000752402j -0.00539468+0.00447409j -0.00216622+0.00270191j 0.0038409+0.000339637j 0.00126715+0.000984666j -0.000482002+0.00300057j -0.00175566-0.00147217j 0.00268413-0.00395144j 0.00254472-0.00271252j 0.00399001-0.00300135j 0.00290783-9.20535e-06j -0.00239589+0.000606732j 0.000799128-0.00202245j -0.00550474+0.00655039j 0.00175179+0.00159458j -0.00384291+0.000468438j -0.00353577+0.00148442j 0.00123868-0.000225855j -0.00561773+0.00316168j -0.00367306+0.000896438j -0.00236196+0.00497331j -4.51263e-05-0.00343532j -0.00556748+0.00703626j -0.00325543+0.00522017j -0.00238147+0.0051785j -0.00119405-0.000480939j -0.00157843+0.00558033j -0.00169978+0.00147528j 0.00353713-0.00493557j -0.0010966+7.64137e-05j 0.00153738-0.000160056j -0.00301984+0.0029094j 
0.000506909-0.000133022j 0.00221122+0.0058766j 0.00267832-0.00118888j -0.00053521+0.00361502j -0.0020179+0.00544133j 0.00528166+0.00483416j -0.000971103+0.00454604j -0.00061172-0.00941266j 0.00461532+0.00160248j -0.00442037-0.00236835j 0.00112752+0.00138606j 0.00167607+0.0073562j -0.00419641+0.00380915j 0.00430506+0.0085656j -0.000800568+0.00396861j -0.00300157+0.00337996j -0.00243674-0.00563653j -0.00242302-0.0101279j -0.00317912+0.00222853j -0.000522713-0.00297651j 0.00147563+0.00859121j -2.77608e-05-0.00172095j 0.00598303-0.0194722j -0.00273049+0.00797183j -0.00274927+0.0074799j -0.00519734-0.0108539j -0.00336324-0.00277716j -0.0120632+0.0079464j 0.00403791+0.00249761j 0.0024566-0.00134157j 0.00491964+0.00621684j -0.00206687-0.00101669j 0.00117166+0.00232896j -0.00242462-0.00756332j -0.00708517+0.00230156j -0.00224396+0.00182435j 0.00173939+0.00457809j 0.00207675-0.00184929j -0.0038209+0.0037949j 0.000373465-0.000904595j -0.00346954+0.00278265j 0.00141515+8.23574e-05j -0.00224148-0.00305306j -0.00148699+0.00146326j 0.0028045-0.00029754j 0.000963463-0.000647958j 2.20234e-05+0.00582282j -0.000299041+0.000319444j -0.000845724+0.00158551j 0.00195817-0.00591407j 0.0042205-0.00266331j -0.00765752+0.00566833j -0.00216386-0.00387162j -0.000452531-0.000568957j -0.00141883+0.00084505j 0.00419916-0.00194658j -0.00306851+0.00463237j -0.00240199-0.00261239j -0.000528522-0.00515228j 0.00320683+0.00020408j -0.00449156-0.000986348j -0.0039586+0.00147837j -0.00385679+0.00340574j -0.00109599+0.00304557j -0.00107318-0.00315056j 0.000507167-0.004081j 0.00314538-0.00130717j 0.000224666-0.00169004j 0.00239572-0.00355881j 0.000184548-0.00118088j 
0.00146849+0.000758323j -0.00176251+0.0019824j -0.000523197+0.00189557j -0.00331874+0.000508277j -0.00446353+0.00114631j 0.00185659+0.00391425j 0.0038425+0.0010559j -0.00483844-0.000810535j -0.00447489+0.00169973j -0.00499906+0.00132245j 0.0028995+0.00121209j -0.00479074+0.000812672j 0.0116517-0.00265976j 0.00197847+0.00563424j 0.0091023-0.0013546j -0.00472861+0.00029879j 0.00604372-0.00205509j -0.00629336-0.00247284j 0.000199338+0.00205625j -0.00446627+0.000251738j -0.00984952+0.00235447j -0.00889706-0.0019852j -0.00816479-0.00457373j 0.00372255+0.00283648j -0.00373887-0.000121419j 0.00763497-0.00501441j -0.00863281-0.0030468j 0.0102876+0.00414573j -0.00231985+0.00240398j 0.0058937+0.00321873j 0.00359316+0.00585972j -0.00397729-0.00108574j -0.0146379-0.00474j 0.0126878-0.000357486j -0.00186936-0.00207141j -0.00444745-0.00154415j -0.00513927-0.00202617j 0.00179882+2.78787e-05j 0.00438818+0.00203946j -0.0135087-0.00821924j -0.00287838+0.00118262j 2.92238e-05+0.00374004j 0.00635354+0.00454558j -0.00286004+0.00139137j -0.00384572-0.00184365j 0.000618871+0.00134154j -0.00280815-0.0008943j 0.00402333+0.00393443j 0.00096363-0.000217499j -0.0035606-0.00284635j 0.00268807+0.00169718j 0.000309826+0.00374904j 0.00965854+0.00384755j 0.00128692-8.24476e-05j 0.00600339+0.00644537j -0.00286236-0.00277022j -0.00438629-0.00108687j 0.00232335+0.000567342j 1.80879e-05-0.0015742j -0.00389455-0.00263808j -0.00180786-0.00197982j -0.000226899+0.000625015j 4.8378e-05+0.00113965j -0.00243448-7.79607e-05j -0.000415432-0.00288215j 0.00256579-7.55155e-05j 0.0015329+0.00233749j 0.00188153+0.00102226j 0.00162561+0.000429047j 6.13886e-05-0.00140153j 
-0.00499448-0.000679922j 0.00106031+0.00467343j -0.00743261-0.00361997j 0.00583087+0.00226701j 0.00272505+0.00144207j -0.00637907+0.00317109j -0.00193029+0.00305178j -0.0071964-0.0037331j 0.000187845+0.00186106j 0.0095299-0.000780355j 0.00159322+0.00174145j 0.00378159+0.00157763j 0.00152549+0.000152582j -0.00452748+0.00518099j 0.00320328-2.12421e-05j 0.00179842+0.00176089j 0.00335715+0.00145329j 0.0111019-0.00573533j 0.000285751+0.00206842j 0.000777315-0.0014434j -0.000648561-0.000109888j 0.00648269-0.000244209j 0.0056335-0.012778j -0.00730308-0.00110952j -0.00316226+0.00215648j 0.0147272+0.000502051j 0.00554591+0.00115526j 0.00419091+0.00690938j -0.00672899-0.00141305j -0.00741765-0.00368139j -0.01598-0.00613749j -0.000374474+0.0037998j -0.00129162-0.000920772j 0.00679047+0.00236946j -0.00152113-0.00396951j -5.66039e-05+0.00281043j -0.00349153+0.000529485j -0.00108004-0.00148639j -0.00266823-0.000112382j 0.00540257+0.00153938j 0.00186969+0.0022325j -0.00170079-0.000806063j -0.0033274+0.00271308j 0.00335013+0.000577966j 0.00203421-0.00156822j -0.00358572-0.00218034j -0.00425292+0.000772246j -0.00367126-0.00254316j 1.42313e-05-0.00182293j 0.00225277+0.000780446j 6.12785e-05-0.00109592j 0.00393421+0.0065936j 0.000983112-0.00038117j 0.00157138+0.002985j 0.000663264+0.00308792j 0.00334798-0.00235675j 0.00173482+0.00678281j 0.0013132+0.00169405j 0.00595121+0.00167507j -0.00057145-0.00245425j 0.0062373+0.00665769j 0.00346903+0.00553393j 0.00144927+0.00530381j -0.00195442+0.00181216j 0.00456968+0.00218191j 0.00140203+0.00143329j -0.00113486-0.00621075j 0.000440328+0.00115405j 0.00161511-0.0027773j 0.0016017+0.00326959j 
