-0.00398731+0.00364871j 0.00780719-0.000908748j 0.00307531+0.00226377j -0.0129748+0.00428507j 0.00901683+0.000176958j 0.00685129-0.00410938j -0.0049369+0.00309312j -0.0101867-0.000430528j 0.00122198+0.000243275j 0.00222059-0.00183977j -0.00640227+0.00285863j -0.000487292-0.00177268j -0.00162501-0.000988707j -0.00445097-0.00231009j -0.00193144+0.000936163j -0.00889424+0.00222339j 0.00795802-0.00142963j 0.000914301+0.000635813j 0.000507596-0.000550042j 0.00109143-0.00373586j -0.00169122+0.000455866j -0.00449046+0.0012517j 0.000931783+0.00113753j -0.00738497+0.00315953j -0.000773959+0.000282462j 0.00790308-0.0033103j 0.0108075-0.00189731j -0.000703869+0.00117397j -0.007745+0.00270882j 0.00587948+0.000529142j 0.00769552-0.00493697j -0.00319576-0.00399376j -0.00278926-0.00237684j 0.0100836-0.00181526j -0.000556028-0.00308192j -0.0025361+0.00249992j 0.00743009-0.00147235j -0.00966085+0.000950459j 0.00656396-0.00716271j 0.00657681-0.000499051j 0.00607012-0.00145993j 0.00327362-0.00102991j -0.00253191+9.21015e-05j 0.00298436+1.4972e-05j -0.00654483+0.000496082j 0.00573152-0.00361447j -0.00892234+0.00418493j -0.00528147-0.000270074j 0.00123547-0.0019959j -0.00448031-0.00469892j -0.00288641+0.00158658j -0.00623557-0.00336353j -0.0102094-0.001849j 0.00755636+0.00138115j 0.00266229+0.00270885j -0.00433929-0.000672044j 0.00103822+0.00401216j 0.00550211+0.00332737j 0.00101309+0.00366076j -0.00519377-0.00147772j -0.0100467-0.00254122j 0.00619141+0.0045992j -0.000259187-0.00485859j 0.00129237-0.00120091j 0.0043858-0.00279381j 0.00335578+0.0014657j 0.00122135-0.00605771j -0.0143154-0.0088571j -0.00522928+0.00174893j -0.00925945-0.00793438j 
-0.000401824+0.0034344j 0.00129031+0.00306061j -0.00755461-0.00126741j -0.00946621-0.00744266j -0.0134774-0.00117613j 0.00278616+0.00207528j 0.00460321-0.00643428j 0.0040974-0.00269931j -0.000905151+0.00401178j -0.0027503-0.00255594j -0.00872502-0.000541318j -0.000717945+0.000164545j -0.00547146+0.00329778j -0.00996946+0.00238153j 0.000888793-0.000885847j -0.00606557-0.00289738j 0.00576467+0.0068074j -0.0099147+0.00227597j 0.0113853+0.0140337j 0.00560928-0.00123777j 0.000106838-0.00062229j -0.00286721-0.00123075j -0.00847181-0.0036625j -0.0107425-0.00834119j -0.00757459-0.00194305j -0.00262152+0.00178709j -0.00438814+0.000936495j 0.0048916+0.0060175j 0.000499867+0.00660336j -0.00408515+0.00470627j -0.000226437-0.00429173j -0.00684912-0.000168761j -0.00532576+0.00650788j -0.0023614-0.000979284j 0.00205933+0.00025262j 0.000913284+0.0044666j 0.000209361-0.00239759j -0.00434126+4.31535e-05j -0.00394909-0.00348561j 0.000328968-0.00245762j -0.00172991-0.00410345j -0.00178949-0.00184251j -0.00185687-0.00149653j -0.000853002-0.00662711j 8.44474e-05-0.00158032j -0.0023936-0.00378117j 0.00121715-0.000221969j 0.000454305-0.0020597j -0.00299152-0.00348332j 0.00242554+0.00514717j 0.00374899+0.00548829j 0.00265413-0.0012932j 0.00230001+0.00228856j 0.00170649+0.0041055j -0.0055916-0.00120684j 0.00233214+0.00101992j -0.00113616-0.00167913j -0.00615171-0.0026638j 0.00550869+0.00569153j -0.00079826+0.00505096j -0.00170891+0.0021443j -7.59827e-05+0.00589515j 0.000442803-0.000530995j -0.00434974-0.000294944j 0.000942812-0.00279195j 0.00562891+0.00589826j -0.00193355-0.00479148j 0.00108398+0.00741169j 0.00318495-0.00228744j 0.000895859+0.00208295j 
0.00177461-0.00100944j 0.00196398-0.00123226j 0.00131617-0.000408408j -0.00324789-0.0047313j 0.000528985+0.00181879j 0.00388844-0.00308897j 0.0038561-0.00179439j 0.00523674+0.00458299j 0.0157874-0.00751356j 0.00123712-0.000828785j 0.00562839-0.00457911j 0.0034735+0.00360511j 0.00354151-0.00404904j 0.0037562+0.00482948j -0.0166238-0.00423383j 0.00561717-0.000516426j 0.0071002+0.0045114j -0.0082659-0.0023679j -0.00926484+0.0030008j -0.00189773-0.0113366j 0.00523713-0.000411044j 0.00223008-0.00255821j 0.00576587-0.010015j 0.0178452-0.00278846j 0.00108198-0.00448003j 0.00068835+6.46638e-06j 0.00132494-3.71075e-05j -0.00477344-0.00316306j -0.00340371-0.00334248j -0.00344357+0.00110314j 0.00764684-0.00722662j -0.00409632-0.000153761j 0.000161678-0.00313812j 0.00381476-0.000769422j -0.000525833-0.00430975j 0.00348967-0.00198233j -0.00305517-0.00662344j 0.00261808-0.000516494j 0.00348285-3.13504e-05j -0.000501907-0.00350491j 0.00249498+9.66152e-05j 0.000454259-0.00113954j -0.00279947+0.00251792j 0.000257754-0.000477485j 0.000895934+0.00130984j -0.000230134-0.0012652j -7.57772e-05-0.00132703j -0.00160656-0.000623091j -0.0027874-0.00232911j -0.00136147+0.00192134j 0.00118708+0.00325285j 0.00401441+0.00220631j -0.00151357-0.00194516j -0.000814932+0.00208923j 0.00353301-0.0025131j -0.00317275+0.000849987j 0.00145224-0.00137728j -0.00170209-0.00174655j 0.00108278+0.00356545j -0.00300654+0.00186507j -0.000759455+0.00112444j 0.00136107+0.00330916j 0.00232032-0.00130683j 0.000463263+0.00101747j -0.00292684-0.00182531j -0.00133136+0.00185277j 0.00146309+0.000569947j -0.00183229+0.000372692j -0.000652836-0.000896259j -0.00129606+0.000131881j 
-0.00058753+0.00147991j -4.78636e-05-0.0101397j -0.00670363-0.00590004j 0.000844069-0.00192052j 0.00412604+0.00873136j 0.00258776+0.00444292j -0.00257828-0.00179312j -0.0103399-0.00423795j 0.00215141-0.0093546j 0.0051486-0.0193442j 0.000939991+0.011271j 0.0136159+0.00984035j 0.00977153-0.00537377j 0.00460541+0.0046414j 0.00205084+0.00781207j 0.001+0.00726542j 0.00517982+0.00737569j -0.00180275-0.00163401j -0.00451626+0.000120241j -0.00607391+0.000860143j 0.00610774-0.000195889j -0.000257102+0.00467577j 0.004753+0.00553556j 0.00111732-0.00308025j -0.00415043-0.0011122j -0.00280042+0.0002456j -0.000759415+0.000290303j 0.00330716-0.000471194j 0.000202999+0.00195052j 0.00088447-0.00120549j -0.00380344+0.00340809j 0.00243368-0.00138693j 0.00678022+0.00102169j 0.00507796+0.0041649j 0.00157027-0.00410529j -0.00367826-0.000256065j -0.00291314-0.00076971j 0.00390899+0.000961472j 0.0011669-0.000578889j 5.25274e-05+0.00161708j -0.00254081-0.000709241j 0.00240061+0.00160341j -0.000630489-0.00344145j -0.000451104+0.000946202j -0.00110062-0.00356776j -0.000422341+0.00198411j 0.000299581+0.00543004j -0.00214816-3.36764e-05j -0.00175788+0.00273821j 0.000571472-0.000349898j -0.000295184-0.0019787j -0.00192715-0.00316949j 0.00196177+0.00142244j -0.00024052-0.000653307j 0.00211169+0.000269174j 0.00292162+0.000975619j 0.00176506+0.00249071j -0.000826594+0.000717746j 0.00303479-0.00409084j 0.00262969-0.00210788j 0.000417095+0.000742153j 0.000620224+0.000102543j 0.000694384+0.000859242j -0.00220103+0.000648624j -0.00130004+0.0028974j -0.000134613+0.00137073j -0.000808896+9.66286e-05j -0.00170347+0.00261438j -0.00242304+0.00228956j 0.00310088+5.89321e-05j 
0.000781767+0.0101027j -0.00023931+0.00148257j 0.00142266-0.00413024j 0.00923207+0.00573925j -0.000659374-0.00924439j 0.00657421+0.00168956j -0.00353666-0.012604j -0.00422632+0.000208135j -0.00494852+0.010919j -0.00324905-0.0173089j 0.00994814-0.00479184j 0.0119968-0.0153248j -0.00468253-0.0107397j 0.00160187+0.00199236j -0.00361886+0.00728319j 0.000644299-0.00580303j -0.00188224+8.19276e-05j 0.000536103+0.00582586j -0.00605101-0.000345145j 0.00179923-0.00373254j -0.00455466+0.00162151j -0.00235329-0.00557882j 0.00217738-0.000694244j -0.000962234+0.00413276j -0.000104787-0.00316784j 0.00270792-0.00145872j -5.06715e-05-0.00119554j 0.00101436-0.00520325j 0.0003924-0.00386862j -0.000113633+0.00100702j 0.00109996-0.000707797j -0.00108961+0.00355739j 0.000633008+0.000739411j 5.27222e-05+0.00227293j 0.000454655-6.96938e-06j 0.00246021-0.00311797j 0.00148447-0.000566135j -0.000167436+0.00207001j -5.06283e-05+0.00438668j -0.00057238-0.00311681j 0.0020752+0.00125784j -5.75633e-05+0.00438023j -0.0014181+0.00196585j 0.000577786+0.00443939j 0.00108678+0.000509275j 0.000209507+0.00145661j 0.00133991-3.71775e-07j 0.000267097-0.0014099j -0.000367219-0.00168132j -0.00293293+0.00185291j -0.000306305+0.00154451j -0.00151388-0.000722475j 0.000305628-0.0021108j -0.00196791-0.00204831j 0.00228509+0.00249981j -0.00150913+0.00152373j -0.00039881+0.0030131j 0.000705734-0.00337934j 0.000777299-0.0028304j -0.00300515+9.35028e-05j 0.000284853-0.000830461j -0.0016482-0.00222422j -0.000535629+0.00286889j -0.00261+0.00164327j -7.75516e-06+0.000376062j 0.00126026-0.0040832j 0.0040995-0.00132248j -0.00109144-0.00119667j 0.00290367+0.000380618j 0.00131998-0.00314392j 
-0.00161083-0.00118052j 0.00224147+0.00210743j -0.00298562+0.00124513j 0.000416982-0.000246604j -0.00394171-0.00612115j -0.0020935+0.00893017j 0.00355161+0.00385329j -0.0102789+0.00561101j -0.0010505+0.0046051j -0.00267014+0.00340968j 0.00357768-0.00125649j 0.00612335-0.00719667j 0.00423203-0.0102367j 0.00340963-0.00417076j 0.00773503-0.00173727j 0.00686269-0.00523244j 0.00625026+0.00322589j -0.00672277-0.00462097j 0.000281575+0.00168888j -0.00302208+0.00512156j 8.04609e-05+0.00152827j 0.00576519-0.00141505j 0.00831878-0.00271437j -0.000483487-0.00683353j 0.000204559-0.0073553j -0.00549253+0.00273208j 0.00285785-0.00515556j 0.00779816+0.00146533j -0.00214424+0.0039425j -0.0017575-0.00189992j 0.000983846-0.000276598j 0.000499-0.00504631j 0.00260332+0.000644088j 0.00373792-0.000829174j 0.00239681+0.000436857j -0.00527461+0.00443134j 0.00221195+0.000225367j 0.00182162+0.00171221j -0.000128519+0.00163318j 0.00602831-0.00102207j -0.00466183+0.00153624j 4.22335e-05-0.00198649j -0.00552574-0.00243113j -0.00281675-0.000921436j -0.00518807+0.00159857j 0.0001785-0.0011369j 0.00136022+0.00193955j 0.00184639-0.00265904j 0.00636835-0.00399671j -0.00162351+0.00125779j -0.00650218+0.00235018j -0.000747164-0.00100054j 0.00313233+0.00396933j -0.000382331+0.000119501j -0.00164366+0.00131571j 0.00372706-0.000359165j 0.00274919-3.46675e-05j 0.00329363-0.00345112j -0.00392769+0.00382706j 0.000604515-0.00155014j 0.000912739-0.00132945j -0.00041074+6.96931e-05j 0.000662524+0.00198201j 0.000912019-0.00392064j 0.00460254-0.00112459j -0.000247163+0.00226465j -0.00279278-0.000550644j 0.000309906+0.000908807j -0.00120509+0.000214031j -0.000377624+0.00097964j 
-0.000684294-0.00288347j -0.00542511-0.00550577j 0.0016719-0.00233819j 0.00243923-0.000194245j 0.00126478+0.00997233j 0.00412149+0.00500147j 0.0051173-0.00684642j 0.00807948-0.00223975j -0.00652074-0.00425114j 0.0128669-0.00152765j -0.00599705+0.0118026j -0.00848112+0.00868602j 0.000945565-0.00881459j -0.00684016+0.00679211j 0.00454704-0.00964877j -0.00777116-0.00165153j -0.0112201+0.00175796j -0.000153181+0.00682258j 0.000777579-0.00094966j 0.00880723+0.000183876j 0.00107574-0.00332526j 0.000275231-0.00602383j -0.00210092-0.0062613j -0.00637362+0.00276077j 0.00125235-0.00021119j 0.00358281+0.00347023j 0.000330399-0.00177677j 0.00406237-0.00680006j 0.00160191+0.000213665j -0.00247373+0.00234696j 0.00504218-0.00301591j -0.00215705+0.00154014j -0.000180434-0.00328198j -0.00295555-0.00377252j -0.000183713+0.00282319j 0.0027267+0.003809j 0.00476236+0.00106104j -0.00438825-0.000606915j -0.00195107+0.000524162j 0.000938563-0.00372559j -0.00107935+0.00401195j -0.00247816+0.000488277j -0.00210082+0.00537098j -0.00287777+0.00366496j -5.78056e-05+0.00431031j -0.000241278+0.00104867j -0.000897438+0.000352412j 0.00108787+0.00117619j 0.000792936-0.000504455j 3.64275e-05-0.00287949j 0.000340413+0.00195128j 0.000878427+0.00154831j 0.00188903-0.0035807j 0.00120097-0.000782372j -0.0011309+0.00113709j -0.00193586-0.00257842j -0.000326165-0.00283092j -0.000231071+0.000398105j 0.000862843-0.000461952j -0.000244204-0.00346031j -0.00271296+0.00176642j -0.000982451-0.00116796j 0.000156276-0.00112403j -0.00252876+7.97767e-05j -0.000118683+0.00036451j 0.000684253+0.000404434j 0.000418481+0.0035537j -0.000126159+6.67253e-05j 0.00026247+0.00472864j -0.00175172-0.000526598j 
0.00778919+0.00580444j -0.00138128-0.00306899j 0.00215952-0.00198098j -0.007325-0.001115j 0.00363728-0.0120431j -0.00691752+0.00191303j 0.00670975-0.00483366j 0.0137235-0.00311684j -0.00819491+0.00336726j 0.00468214-0.00951126j -0.00298784+0.00409747j 0.000957856-0.00479158j 0.00994139-0.000147385j -0.00678874-0.00256428j -0.00963318-0.00330215j -0.000436349-0.00287188j -0.0107557+0.00182793j 0.00130317-0.00927992j -0.0023584+0.00937056j 0.000974561+0.0080835j -0.00373838+0.00017081j 0.000982385+0.00827071j -0.0012232-0.00490506j -0.000969756-0.000316845j 0.00727631+0.00592048j 0.000273806+9.73318e-05j 0.00305391+0.00394828j -0.000873278+0.00335885j -0.001183-0.0005141j 0.000293486-0.00294349j 0.00100335+0.00506441j -0.000635536-0.0030553j -0.00538124-0.00167557j -0.00349326-0.00137477j 0.000894915+0.00523198j -0.000231457+0.00245451j 0.00170296+7.5622e-05j -0.00369027-0.00528599j -0.00151024-0.00290916j 0.00112307+0.0029041j -0.00166508-0.000649919j -0.00115672-0.00544861j 0.00154003-0.000887652j -0.00211538-0.0042307j -0.000407833-0.000534013j -0.00159425-0.00231424j -0.00282151-0.00290326j 0.00192339+0.00218687j 0.00258027+0.00132796j -0.0025609+0.00181142j -0.000905504+0.000975152j 0.00400083+0.00409941j -0.00411573-0.00112653j 0.00261086+0.00429712j -0.00257511-0.00666846j -0.000691897-0.00330774j -0.00244911-0.00365204j 0.00309224+0.00145353j -0.00170571-0.00133967j 0.00123812+7.0411e-05j 0.00150821-0.000208997j 0.00295437+0.00469784j -0.00170084-0.00128187j 0.00327929+0.00502604j 0.000541626+0.000610171j -0.000946865+0.00224001j 0.000134371-0.00336563j -0.00063009+0.00463563j -0.00187362-0.00203156j -0.000346443-0.00512795j 
-0.0048482-0.00282037j -0.00625163-0.00121589j 0.00204932-0.00698374j 0.0143837-0.00298312j 0.00432865-0.00148671j -0.00192925-0.000397831j -0.000992277+0.00308258j 0.000282448-0.0015479j -0.0113264-0.00623304j 0.00379584+4.96926e-05j -0.0048279-0.00585534j -0.00636366-0.000523211j -0.00637214-0.0033966j -0.00192262-0.0082914j 0.0133024+0.00925293j -0.00238755-0.00621447j -0.0100587-0.00241429j 0.00604675+0.00245238j -0.00592132+0.00710544j 0.00117544+0.00466218j -1.47595e-05-0.00392893j -0.00232045-0.00533746j -0.0015045-0.00432682j -0.000830199-0.0111004j -0.000347717-0.00470123j 0.000840463-0.00266509j -0.000207656-0.00396873j -0.00521678+0.0053886j -0.000655604+0.00334739j -0.000102278+0.000538082j 0.0010643+1.79886e-05j 0.00294635-0.00215546j -0.00237658-0.00215951j -0.000950099-0.00486998j -0.00270936+0.00339198j -0.000746441-0.00201252j 0.0017704+0.0036704j -0.000411559-0.00282711j 0.00295454-0.00262823j -0.000654907+0.00111554j 0.00396707-0.000754195j 0.0023378+0.000120413j 0.00281645-0.00197853j 0.00524746+0.00191618j 0.00108365-3.6048e-05j 0.00385412+0.000864454j -3.07398e-05+0.000695283j 0.000707686+0.0016143j 0.00143411+0.00249576j -0.00180615-0.000618391j -0.00307178-0.00109194j -0.000986481-0.000193638j -0.00158379+0.000473655j -0.00336204-0.000723962j 0.00257083-0.00232404j -9.6111e-05+0.00283038j 0.00145998+0.000248441j 0.000608934-0.00134136j -0.00295362-0.00166303j -0.00260359-0.0020137j -0.00328767+0.000430835j -0.00614792-0.0039608j -0.000369849+0.00153373j -0.00169681-0.00348957j 0.00199383+0.00454623j -0.00440682-0.000721526j 0.00382492+0.00174821j -0.00512126-0.0021643j 0.00208118+0.00585011j -0.0020397+8.67687e-05j 
0.00207545+0.00238554j 0.0102491+0.000490954j 0.000197364-0.00825372j 0.0114417-0.00475783j -0.016419+0.00343005j -0.00119949+0.00460236j -0.003509+0.0010314j -0.0046006-0.00322995j 0.0147824+0.0100902j 0.00766884+0.00305j -0.011878-0.00283029j -0.0149745+0.00316493j 0.00165024+0.00696891j -0.00695268+0.00309546j 0.00651785-0.00126899j -0.00738969+0.000784721j -0.00572991+0.00855598j 0.00206789-0.00524455j -0.00148916-0.00337248j 0.00213057-0.004772j 0.00148231+0.00684061j -0.0036677-0.000709845j 0.00279057+0.00555492j 2.03967e-05+0.00136263j -0.00251098-0.00634815j -0.00200594-0.00275849j -0.000964507-0.00219923j 0.00305249+0.00139225j -0.00151625+0.000135933j -0.000392594-0.000666628j -0.000474229-7.76378e-05j 0.00151569-0.0015223j 0.00251935+0.00462419j 0.000116034+0.00479571j 0.00502189+0.000674893j -0.00257844-0.00197026j 0.00275677-0.00292451j 0.000567332+0.0042569j 0.00292132+0.00244331j 0.00116047-0.000411335j -3.55413e-05-0.00181752j 0.00170629+0.00227662j 0.000492543-0.00373853j 0.000758202-0.000190525j 0.000702876-0.00196236j -0.000578218-0.000416106j -0.00377637+0.00140146j -0.00106831-0.00334886j -0.00177499-0.00263129j 0.00130988+0.00305124j -0.00107848+0.000661895j 0.000210718-0.000558102j 0.000971111+0.00292055j -0.00192651-5.74181e-05j 0.00188746+0.00249119j 0.00128489+0.00266656j 0.00179052+0.00386548j -0.00139557-0.00356109j 0.00167882+0.00280917j 0.000867652+0.00210064j -0.00206231-0.000627819j -0.00360227+0.000638252j 0.00189388+0.00332218j -0.00217325-0.0022394j 0.000442365-0.00127656j -0.00315438-0.000574372j -0.00140051-0.00294534j -0.00415516-0.000504128j -0.000745757-0.00247629j 8.9897e-05+0.000894531j 
0.0134651-9.94038e-05j -0.00362617-0.00357548j -0.00961732+0.00295245j -0.000565467-0.0101179j -0.00749649+0.00169194j 0.00600511-0.00549258j -0.0114522+0.00240501j -0.00147424+0.00902058j 0.0122192+0.00537161j -0.0282632-0.00183927j 0.00129646-0.00330522j -0.00960536-0.0130887j -0.00869265+0.000341669j 0.000406527-0.000450249j 0.00721802-0.00360416j -0.0029174+0.000514953j 0.00613587+0.00167343j -0.000789945-0.00154289j 0.00309838+0.00467446j 0.00040011-0.000213207j 0.00428828+0.00317576j 0.00042473+0.00435318j 0.0013836-0.00291051j 0.00217086+0.00425678j -0.00242735+0.0043779j -0.0010042+0.0011939j -0.000229264+0.00227256j -0.00154421-0.00364658j -0.00170232-0.00122323j -0.00154603-0.000408354j 0.00295091+0.00184355j 0.000462838-0.000851416j 0.00187948-0.00296913j 0.00436763-0.000161034j -0.00036301-0.00233221j -0.0014097+0.00205174j -0.00167011-0.00192925j 0.0015129-0.00157997j 0.00360292-0.000450648j -0.000635232-0.000283721j -0.000340152+0.000555671j 0.00257664-0.00225334j -0.00133618+0.00117266j 0.00147459-0.00135774j -0.00258368-0.000180963j 0.000145119-0.00103331j 0.00243836-0.00151917j -0.00199568+0.000590193j -0.00125726+2.32194e-05j 0.00393897+0.00280644j 0.00141365+0.00161353j -0.000602638+0.00256656j 0.000348624-0.00174572j -0.00015027+0.00209858j 0.000537367-0.00281766j 0.00118535-0.00270907j 0.00445757-0.00132102j -0.00402959+0.000251531j -0.00342189-0.00141699j 5.14088e-05+0.000655531j -0.000765076+0.000450556j 0.000888468+0.00364203j 0.00462987-0.000166358j 0.00191715+0.00507666j 0.00116024-0.000224526j -0.00215776+0.000631537j -0.00359341-0.00308316j 0.00137306+0.00425727j -0.000522625-0.00126319j -0.00242518-0.00394767j 
-0.00477336-0.00414599j -0.0124781+0.00518999j -0.00778904-0.00199396j 0.00319961-0.00495481j 0.00781239-0.00462276j 0.00241993+0.00054438j -0.00567823+0.000342521j -0.00926345-0.00769208j -0.0116246+0.00852979j -0.0106864-0.0121232j 0.0107904+0.00607921j 0.00889751+0.00686369j -0.0091946-0.00484757j 0.00214378+0.00434936j 0.00740345-0.000410051j -0.000123742+0.0054796j 0.00253968+0.0119339j 0.0048474-0.0023648j 0.00480251+0.00342802j 0.00513502-0.0032669j -0.00493962-0.000922822j 0.000659916-0.000866883j -0.0029641+0.00425777j -0.00358058+0.00217276j 0.000460293-0.00333438j 0.00183285-0.00275792j 0.00100605-0.00149966j -0.00247905+0.000140079j 0.00114181+0.000214389j 0.000973341+0.000109093j 0.000653287-0.00127599j 0.0014603-0.00104815j -0.00240176+0.00140833j -0.00207904+0.00234482j 0.00241759+0.00142708j 0.000144961-0.000969033j 0.00201578-0.00175906j -0.00203056+0.00243481j -0.000579785+0.000241273j 6.7977e-05-0.000293849j 0.00208156-0.000327988j 0.000348312+0.000796501j 0.00186148-0.00259761j 0.00335971+0.000796893j 0.000374593-0.000947194j 0.0022265-0.000114438j 0.00195632+0.00245998j 0.00242264-0.000499354j 0.00329296+0.000197793j -0.00113493+0.000390542j -0.00154882-0.000312573j -0.000241203-0.00165082j -0.00119728+0.0016503j -0.000943733-0.00117359j -0.00200158+0.000472341j -0.000380816+0.00200174j -0.000443198+0.00119483j 0.00141376-0.000977417j -0.00443235-0.000147864j -0.00397057-0.00131604j -3.30795e-05+0.00255904j -0.00380339+7.89763e-05j -0.0012758+0.0014165j 0.000682864-0.0015655j 0.00466511+0.0024094j 0.000505574+0.00161225j 0.00175983+0.00123732j 0.00092506+0.00119102j 0.00559023+0.00435741j -0.00251251+0.00219228j 
0.0114891-0.00570108j -0.00270301-0.00469396j 0.00377287-0.00174133j 0.000485621+0.0093902j -0.00834945-0.00087794j -0.00131892+0.000487603j -0.00915401-0.0059367j 0.00568622-0.0111828j -0.000178856+0.000408365j -0.00720895+0.000927992j -0.00150602-0.00131315j -0.0127676-0.00649625j -0.000626002-0.00650701j 0.000566753+0.000819988j -0.000796067+0.0143855j -0.00402755-0.00360142j -0.00579019-0.000669153j 3.43974e-05+0.00449163j 0.00559552+0.000927878j 0.00268306+0.00115506j 0.000912201+0.00145696j 0.00218155-0.00136145j -0.00219196-0.00118413j 0.00329863-0.000810227j 0.00577856-0.00263076j 0.000891297-0.000992432j 0.00261817-0.00154771j -0.00245332+0.000435115j -0.00180392+0.000303942j -0.000267822+0.00038341j 0.00250033-7.75833e-05j 0.00112847+0.0030215j -0.00119394+0.00182084j -0.000730688+0.000724073j 0.00055642+0.00157974j 0.0018575-0.00192205j 0.000398567+0.00168764j -0.00360597+0.00106123j -0.000250042+0.00139334j -0.000290379+0.00144702j 0.000744502+0.0016322j -0.00262246+0.00173095j 0.00254952+0.00121938j -0.00189056+0.003119j 0.000977252+0.000482088j -0.000334818+0.00223652j -0.00478534-0.000755432j 0.00138036+0.000150716j 0.000544797+0.000591146j 0.00154206+0.000550308j 0.00140224-0.00223909j 0.00278044-0.00293303j -0.00233087+0.000146917j 0.00315489-0.0029277j -0.00258357+0.000653898j -0.0026968-2.87882e-05j -0.00375927+0.000328823j 0.00169036+0.000635343j -0.00125749-0.0027242j 0.00269675-0.00194015j -0.00153851-0.00158625j 0.0035175-0.00543977j -0.00282449-3.01302e-05j 0.00548423-0.000299523j -0.00249981+0.00236183j -0.000645478-0.00240837j -0.00172971+0.000284589j 0.00348668-0.00115307j -0.00431047+0.00235492j -0.00531289-0.00302102j 
-0.0128335+0.00659097j 0.00551767+0.0140589j 0.0069121+0.00358733j -0.00207535+0.00625918j 0.000644594-0.0148993j -0.00514075+0.000519338j 0.00965814-0.000361374j 0.000864864+0.00409503j -0.0045352+0.0118032j 0.00725432+0.00934416j 0.00378646-0.0104077j 0.0100102-0.00781993j 0.000596134+0.00701287j -2.02609e-05-0.00557774j -6.80727e-05-0.00251806j 0.00176398-0.00447067j -0.000431793-0.00575858j 0.00151202-0.00101197j -0.000630005-0.00482702j -0.0022252-0.000756754j -0.00190949+0.00290607j 0.000373271-0.00286314j 0.000221866+0.00277673j -0.000546732+0.00135466j 0.00222155-0.00189121j -0.00076771-0.0010934j -2.53742e-05-0.000670988j 0.000981589+0.00379186j 0.000406773-0.000966568j 0.000879389-0.0007589j -0.00158172-0.000275246j -0.00237803-0.000415621j -0.00142343+0.0031025j -0.00124933+0.00073559j 1.15826e-06-1.68549e-05j 0.000581917-0.0010989j 3.51143e-05+0.00026491j -0.000528771+0.00103572j -0.00359553+0.00144553j 0.000715524-4.07548e-05j -0.000655786-0.00175126j -0.00166217+0.000505882j -0.000314386-0.000964797j -0.00108903-0.00201108j 0.00138923+0.00043121j -0.00144855-0.00140526j -0.000544831-0.00280649j 0.00126571-0.0019117j 8.60425e-05-0.00272319j -0.0027978+0.000941101j -0.000308095+0.00104703j -0.000874215+0.000631706j -0.000296834+0.00194717j -0.000659064+0.000211956j -0.00146466+0.00263348j -0.000745355+0.0017816j -0.00321795+0.00129737j 0.00270625-0.00192999j 0.00248816+0.00525956j -0.00206697+0.00403069j 0.0028478-0.0019659j -7.72524e-05+0.000375332j -0.00248795+0.000657637j -0.00236921-0.00327004j 0.00144478-0.00412585j 0.00371742-0.00118147j 0.00396468-0.000379419j -0.000939958-0.00374247j 0.00440358-0.00450039j 0.00477155+0.00339225j 
-0.00480266-0.0141491j -0.0127583+0.00588126j -0.00298503+0.0087009j -0.00871217-0.001575j 0.00791579+0.00300418j -0.00368506-0.00430355j -0.00216118+0.0119423j -0.00060412-0.00117798j -0.00254611-0.00691315j -0.00914112+0.0161349j 0.00738104+0.00133652j 0.00229069+0.0123656j -0.00409348+0.0032002j -0.000460603-0.00045238j 0.00164933-0.00591837j 0.000195533+0.00503605j 0.00435519-0.00118852j 0.00182793-0.000308943j 0.00165376-0.00317962j -0.000530319-0.000532627j -0.000856935-0.0044985j 0.00278587-0.00160614j -0.00270413+0.000738336j 0.000254276-0.00239037j 0.00175601-0.000117995j 0.00155594+0.000688185j 0.00257336-0.000411053j -0.0020908+0.0023484j 0.000532993+0.00191799j 0.00188022+0.000744427j 0.000873923-0.00328617j -0.000325902-0.000351166j -0.00191348-0.000833576j 0.000330915-0.00266656j -0.00240041-0.000287171j 0.000650344+0.000914321j -0.00137225+0.00105872j 0.000161434-5.65441e-05j -0.00105974-0.002453j -0.000350044+0.000312782j 0.00155326-0.00019345j -0.000605793-0.00104621j -0.00018186-0.000282227j 0.00193183-0.00110322j -0.000379027+0.000891454j 0.00175491-0.000202872j 0.00174563+0.00114044j 0.0016267+0.00135306j 0.00308752+0.00164178j 0.00169546-0.00428515j -0.000491167-0.00198993j -0.000822513-0.00130724j -0.000456628+0.000900643j -0.000291746-0.00139294j -0.00219858+0.000749516j -0.0010255+0.000273909j -0.000717173-0.00199768j 0.0019078+0.00292881j -0.00371667+0.00207254j -0.00168775-0.00133377j 0.000573084+0.00251739j -0.00126071-0.00150031j -0.00287065-0.00259529j 0.00370844-0.00375337j 0.00275768+0.000722786j 0.00231547+0.00252014j 0.0001292+0.00535773j 0.00526135-0.00157969j 0.00383737+0.00437886j -0.00436315+0.00468716j 
