-0.112399+0.257969j -0.261712-0.103802j -0.0814948-0.210946j 0.169108-0.0519875j -0.0524763-0.102085j 0.113068-0.0857397j 0.201007+0.0738545j -0.0637957+0.143182j -0.00752052+0.0149059j 0.181932-0.0739367j -0.0663092+0.0152003j -0.0182424+0.0608261j 0.0103563-0.0826604j -0.00425267-0.075734j 0.0416382-0.0747503j 0.158454+0.11267j -0.0443736+0.0836845j 0.00518153+0.0119721j 0.0825937-0.0394813j -0.145375-0.113783j -0.0136868+0.0377843j -0.00561475+0.121619j 0.074389+0.110367j 0.0701389-0.0848374j -0.0175801+0.0924728j -0.0712599-0.0430667j -0.00575728-0.00597816j 0.00216447+0.0483326j 0.00840517-0.0814167j 0.0273305-0.0324719j 0.00607633+0.0348347j 0.0447128-0.106016j 0.0354157+0.0720856j -0.0813475-0.0288821j 0.0071351-0.0191616j 0.0102971-0.161833j 0.0568303-0.00394764j -0.0890626+0.0814086j 0.0408011-0.0490827j -0.00482268+0.030637j -0.083176+0.0297884j 0.0120895+0.0264016j 0.088957-0.0337049j 0.121239-0.0309088j 0.0309169+0.0133868j 0.00578433+0.0287853j 0.0633355+0.0375732j -0.0194925+0.0822721j -0.129992+0.0594749j 0.056566+0.0995519j -0.0287101+0.00020301j 0.090443+0.0673179j -0.0851137+0.157295j 0.142412+0.0712011j 0.2784-0.0361402j -0.0366429-0.278933j 
-0.000171933-0.0006437j 0.00129164+0.000109042j 0.00188365+0.000638602j 8.06278e-06-0.000541895j -0.00303783+0.000850558j -0.000892701-0.00130806j -0.00188187+0.000878918j -0.00149665-0.0013702j 0.000130771-0.001069j 0.00046371-0.000919287j -0.0001203-0.000608203j -0.000415771+0.00168157j -0.000655177-0.00103723j 0.00127949-0.000547785j -0.00120634+0.00314699j -0.000627841-0.00109897j 2.28251e-05-0.00221748j -0.000864395+0.00229744j 0.00219005-0.000626356j 0.00177675-0.000960575j -0.0011726-0.00056347j 0.00356782+0.00147555j -0.000330417+0.0004644j -0.00235363-0.00056566j -7.82864e-07+0.00145128j 0.00121192+0.00187475j 0.00184474+0.000790707j -0.000682421-0.000206245j -0.00130207-0.000891254j -0.000122579+0.00015309j 0.000251489-0.00250314j 0.00164373+0.00196034j 0.00188811-0.00160926j -0.000595773-0.00103855j 0.000816499+0.000604434j -0.00105326+0.00158966j -0.000975843+0.00141838j 0.000357712+0.000439644j 0.000710902-0.000173219j -0.000151784-0.000492059j -0.00125617-0.00335018j 0.000282923-0.00172438j -0.00213099+0.000998891j 0.000167355-0.000490179j -0.00035046+0.000840209j -0.000789717-0.00162084j 4.11634e-05-0.00096883j -0.000503348-0.00150561j 0.000530292+0.000592368j 0.000365624-0.000628608j 0.00179482-0.00017573j -0.000509937-0.000190053j 0.000339712-0.000539761j 4.20318e-05+0.000214398j -0.00145427-0.000405301j -0.000380687+0.00127629j 
0.000732181+0.000511219j -0.000526161-0.00116055j -4.5765e-05-0.0043661j -0.00279028+0.00038921j 0.00405255+0.00546802j -0.00467187+0.00350843j 0.00122311-0.000146789j -0.0017813+0.00588562j -0.00343767+0.00289853j 0.00244454-0.0041682j -0.00340152-0.00153839j 0.00257866+0.000416663j 0.00139131-0.000718371j -0.000150466+0.00336052j -0.00170618+0.00047913j 0.00060561-6.49598e-05j 0.00261057-0.00401581j -0.00139815+0.00291439j 0.00491292+0.00354364j -0.000567523-0.00235092j -0.000633095+0.000285064j -0.00044751+9.44292e-05j -0.00175879+0.00248134j -0.00179938-0.000888768j -0.00145033+0.00113055j -0.00252635+0.000579332j -0.000753951-0.000321552j -0.00352522-0.00166424j -0.00255385-0.00464699j 0.00342235+0.000516744j 0.000476863-0.00364421j 0.000824712-0.00229526j 0.0039303-0.00121797j -0.000441693-0.000609365j 0.00254192-0.00086069j -0.00440128+0.00186804j 0.00109408+0.00164277j -0.000522214-5.3657e-05j 0.000375962-0.00197877j -7.16205e-05-0.000768633j -0.00147-0.00154251j -0.00103937-0.00238835j 0.00102531-9.05928e-05j 0.00216466+0.00161899j -8.54102e-05-0.00191063j -2.18306e-05-0.00140283j 0.00137972-0.00117337j -0.000561322+0.000947897j -0.00217212+0.000523814j -0.0010709-0.000960629j -0.000683635+0.00171628j -0.000643061-0.000480809j -0.00283735+0.00064491j -0.00159906+0.000378041j 0.00234609-0.00121909j -0.00125527-0.00200154j 
-3.3217e-05+0.00139906j -0.0013494-0.000538714j -0.000339021-0.000679615j 0.000477776-0.000900751j 1.53563e-06-0.0023188j -0.000926754+0.00118881j 0.00279498-0.000140976j 0.00237708+0.000396653j 0.000933276-0.000810586j -0.00220893+0.00491997j 0.00141537+0.00470949j 0.00111735-0.00506374j 0.00055399-0.000818184j 0.000890519-0.00278426j -0.000794683-0.000430748j 0.00607747-0.00408167j -0.00274662+0.00159569j 0.00090156-0.00486408j 0.000938339-0.00318559j -0.00266235-0.000321549j -0.000434134-0.000108924j -0.000763945-0.00192683j -0.00272736-0.000806346j 0.00132864+0.00116579j -0.00156733+0.000883137j 0.00206551-0.00328579j 0.00304788+0.00204966j -0.00102931+0.00149683j 0.00280475-0.000391676j 0.0018167-0.00218592j -0.00510781+0.00373488j -0.000462532-0.00293906j -4.16375e-05+0.00182002j 0.00141756+5.44671e-05j 0.00200118-0.00377471j -0.00136909+0.000791765j 0.000618587-0.0024493j -0.0031949-0.000835124j 0.00131044-0.00351243j 0.000788125+0.000287294j 0.00237905-5.65881e-05j -0.00348985-0.00598405j 0.00164028+0.000432745j -0.00107888-0.002363j 0.00216648-0.000779726j -0.00427951-0.00014767j -0.0021746+0.00270089j 0.00105722+0.00156067j 0.00127859-0.00113642j 0.00269105+0.00384262j -0.000170356-0.00216716j -0.00057771+0.0020113j -0.00251914+0.00167914j 0.000316045-0.00139629j 0.00189022+0.000273175j 0.000488626-0.00159997j 
0.000309377+0.00125333j -0.00047862-0.00076757j 0.00151947-0.00268594j 0.0016406-0.000924735j 0.00122309+0.00259614j 0.000358382+0.00139946j 0.00110006+0.00059361j 0.0013081+0.000276517j -0.00407025+0.000245281j 0.00291529-0.000886793j 0.000818367-0.00102467j -0.00557548+0.00224121j 0.00109925+0.00354603j 0.000484526+0.00252358j -0.00203965-0.00509373j -0.00430923-0.000290134j 0.00290905+0.00278979j -0.00099217-0.00499549j -0.000684483+0.00278857j -0.000600899+0.00470107j 0.0027737-0.00182296j -3.50032e-05-0.00592328j 0.00112126-0.00310442j 0.00314691+0.00238138j -0.000101238-0.00421828j -0.00502307-0.00181303j -0.00488284+0.00280696j 0.00422962-0.00152405j -0.00154302+0.000684647j -0.00389702+0.00324622j 0.00186565+0.00314434j 0.00130926-0.0130123j -0.00130953+0.00172829j -0.0038387-0.00538214j -0.00092601+0.000349039j 0.0019799-0.00339564j 0.00300652-0.00756811j 0.00525729-0.00319279j -0.00517134-0.000739865j -0.000575242-0.000187426j 0.00299403+0.0052499j 0.000762178+9.34624e-07j 0.00191519+0.0030144j -0.00368904+0.00152203j -0.00170054-0.00296633j 0.00249522+0.00120272j 0.0018494+0.0064536j 0.00370678+0.00708581j -0.00152312-0.00693317j 0.000816362-0.000166669j -0.00152345-0.00273679j 0.000692589+0.00257464j -0.00406488-0.000628697j -0.00189668-0.00399347j 0.00156085-0.000721388j -0.000581054-0.000761142j 
0.000839611-0.00128884j 0.000267522-0.000812883j -0.00204279-0.000787329j -0.00387573-0.00148852j 0.00447278-0.00105041j -0.00016919+0.00257992j 0.00263732+0.00116504j 0.00126917-0.000124553j -0.00211904+0.00215314j -0.00183022+0.00222412j 0.00292142+0.00368942j 0.00152534-0.000347311j 0.000607891-0.00140845j -0.00253253-0.00121002j 0.00201915+0.00416362j 0.00110745-0.00210612j -0.000299084-0.00141783j 0.000354064+0.000483575j 0.000192252+0.00112037j -0.00583687-0.000279589j -0.000860057+0.00222673j 0.00342171-0.00162141j -0.00458379-0.000942581j 0.00167911-0.00300752j -0.0025351+0.00235339j -0.00184083+0.00396196j 0.00118078+0.000558012j -0.00173185-0.00576316j 0.000645592-0.00292567j -0.00209228+0.00156029j -0.000870013-0.000410983j 0.00315322-0.000743703j 0.00433076-0.00164218j 0.00123418+0.00511957j -1.31092e-05-0.00071231j 0.00103896+0.000139581j -0.000201334+0.00109649j 0.00103064+0.00152881j 0.00180768-0.00138738j 0.000723018+0.00209818j -0.00447622-0.000280213j -0.0019248-0.00174143j -0.00106637+0.00317153j -0.000966913-0.00240665j 0.000427613-0.00284052j -0.00582899-0.00187534j -0.000176286+0.00351987j 0.00170179-0.000970406j -0.000512465-0.000498367j 0.0024922+0.00383552j -0.00132158-0.000400666j -0.000271625+0.00262797j -0.0013906+0.00348864j -0.00389194-0.00368082j 0.00054815+0.00155095j 0.00212135+0.000134361j 
-0.000595526-0.00172545j 0.000153035+0.000646544j -0.00357972+0.00452053j 0.00150764+0.00197752j 0.00396414-0.00632451j 0.00813102-5.56216e-05j 0.000473433-0.000373541j 0.00518866-0.00272419j 0.000893388-0.00115468j -0.003337+0.00180081j 0.00168034+0.00328991j -0.00127505-0.00274694j -0.00064709+0.00151763j 0.000130481+0.000431955j 0.00552715-0.00181595j -0.00167808+0.0016586j 0.000482101+0.00609846j 0.000406773-0.0016867j -0.00617806-0.00181603j 0.00340426+0.00413854j 0.00194797+0.000880049j -0.000331841-0.00214958j 0.00379363-0.00441871j 0.00229209-0.0022128j 0.000858067+0.000192467j 0.00180057-0.00224877j -0.00201663-0.00233919j 0.002172+0.00140429j 0.00256103+0.00395289j 0.000251285+0.000882142j 0.00316839+0.00211554j 0.000669457+0.0014691j -0.00389178+0.00152503j -6.9188e-05+0.000949322j -0.00114901+0.00340262j 0.00155083-0.00189893j -0.00236708-0.00280214j 0.00200289-0.000298738j 2.65749e-05+0.00200658j 0.000398152+0.00180935j 0.00217822+0.00410087j 0.00172473+0.00392025j 0.00015778+0.00186011j -0.000738804+0.00193577j -0.00166956+0.00111065j 0.00016187+0.00207228j -0.0013435+0.0015684j -0.000180578-1.18718e-05j 0.00169736-0.00126396j -0.000221805-0.00119891j -0.000131713-5.55336e-05j 0.00167077-0.00194094j 0.00254499+0.00135868j -0.000105206+0.00110025j -0.00162244+0.000961545j 0.00135775+0.00146948j 
0.00080777-5.26611e-05j -0.00186671-0.001414j -0.00504905-0.00527048j -0.00369891+0.00267525j 0.0101841+0.00242776j -0.00166362+0.00783177j 0.00362307-0.00116163j 0.0031746+0.00855139j -0.000507297+0.00558951j 0.00149137+5.0677e-06j -0.0040062-0.000780559j 0.00378784-0.00435094j 0.00254744+0.000910991j -0.000672423+0.0066374j -0.00055561+8.87041e-05j 0.000747183-0.000961763j -4.05797e-05-0.00108324j -0.000664494-0.00373348j 0.000478454+0.00296712j -0.0042698+0.00122001j 0.000595236+0.00620161j -0.00355574-0.000656171j -0.00364929-0.000684574j 0.00293752-0.00207274j -0.0038072-0.00158175j -0.00683704+0.00102843j -0.00177239-0.00109376j -0.00241294-0.00583901j 0.0023769-0.00340995j 0.00222008-0.00126409j -0.00219283-0.0011676j -0.00254815-0.00514908j 0.00561751-0.000133494j 0.00330883+0.00228241j 0.00264785-0.000902366j -0.00275407-0.000414988j 0.000164729-0.000311346j -0.00123424+0.00266626j 0.00160557-0.00320248j -8.9877e-05+0.00232584j -0.00268329+0.00449182j -0.00416351-0.000940294j 0.0020015+0.00216445j 0.00122457+0.00252011j 0.0017303-0.00176377j -0.00329993+0.000393582j -0.000298579+0.00117502j -0.000409417+0.00185085j -0.00036215-9.7177e-05j -0.000409103+0.00282625j -0.00117932+0.000895958j 0.00098223+0.00127004j -0.000805641+0.00372274j -0.00338417-0.00147581j 0.0020316+0.000307393j 0.000900916-0.00133656j 
0.000424019+0.00201803j -0.00141315-0.000949979j 0.00195784-0.00334609j -0.000501553-0.00292426j -0.000915609+0.00435426j -0.0030681-0.0001475j 0.00218827-0.000375906j -0.00284519-0.000841027j -0.00510743-0.00224265j 9.07799e-06+0.0010827j 0.00376606-0.000483307j 0.000420515+0.00346525j 8.5875e-05-0.00231854j -0.00287148-0.00604312j -0.00034266+0.000581995j 0.000677197+0.000508114j 0.0018051-0.00148643j 0.00262055+0.00443264j 0.00427107+0.00152071j -0.00198843-0.000504198j -0.000590432-0.0055273j 0.000903283-0.00103894j 0.000409772+0.00412057j -0.00184279-0.000512492j 0.000475045+0.00124085j 0.00176668-0.00227995j -0.000652355+0.00167156j -0.00184722-0.00122778j -0.00232078-0.00429337j -0.00124143+0.00114683j -0.000169608+2.89578e-05j 0.00226826-3.49561e-05j -0.00136476-0.00056837j -0.00144742+0.00136968j 0.000409154-0.00316476j 0.00101113-2.30255e-05j 0.00162326+4.86677e-05j 0.000771431-0.00252541j 0.000380757-0.000854258j -0.000207966+0.0012248j 0.000512779-0.00208141j 0.00101653-0.000339052j 0.0026547-0.00166087j 0.000222571-0.00263332j 9.77572e-05-0.000432943j -0.000931639+0.000411177j 0.0015815-0.000400688j 0.000493232-0.00103082j -0.00294007-0.000190527j 0.00018065-0.00192818j -0.00217682+0.000540057j 0.00119143+0.000587203j -0.00290137+0.000457235j -0.0012267-0.0012069j 0.00194627-0.00034654j -0.00064872-0.00164197j 
-7.55157e-05-0.00064285j 0.000120386-8.38864e-05j -0.00276483+0.00106249j -1.88657e-05-0.000444816j 0.0023675-0.00109188j 0.00143128+0.000940925j 0.000456668-0.00110679j 0.00278229-0.00136593j -0.00192852-0.00135993j -0.000129468+0.00305084j 0.00113544+0.00176774j -0.00106459-0.00192517j -0.000295397+0.000348095j -0.000520165-0.000701967j 0.00113967-0.000530285j -0.00154561-0.00104578j -0.000561919+0.00329253j 0.000227816-0.000808801j -0.0032398-0.000284637j -0.000603747+0.00249024j 0.000640087+0.000856137j -0.00145106+0.000986077j 0.000663079-0.00124757j 0.00212857-0.000858314j -0.000861842-0.000611214j -0.00111562-0.00201329j -0.00175658-0.000716844j 0.00220908-0.000801554j 0.00159897+0.0007218j -0.0020516-0.00133158j 0.00139892+0.00337035j -0.000143592+0.00199657j -0.00114635+0.00149578j 0.000381245+0.000568038j -0.00255836+0.000588178j 0.00231315-0.000642678j -0.00235363-0.0015172j 2.26032e-05+0.000764385j -0.000127581+0.00132585j -0.000520548+0.000738218j 0.000899375+0.000637253j -0.000195928+0.00295826j -0.0010285-0.000337072j -0.000426669-0.00048148j 0.000490946-0.000627149j -0.000147709+0.000398195j -0.00141222+0.00165916j 0.000339387-5.21983e-05j 0.000231474-0.000372523j 0.0010079+0.000140063j -0.000259297-0.000282178j 0.000471249+9.9403e-05j 0.000689888+0.000562313j -0.000100493+3.53979e-05j -0.000863795+0.000935892j 0.00100172+0.000793588j 
-4.10026e-05+0.00139125j -0.000871634-8.48609e-05j 0.000548767+0.000407361j 0.00156638-0.000876511j 0.000179441-0.000692774j 0.000923496-0.00150693j 0.00138244+0.000836833j 0.00119941-0.0012726j -0.00195067-0.000665903j -0.000396341-0.000610616j 0.000381671-0.000248235j -0.00258827+0.000560798j 0.000547465+0.00162252j 0.0014953-0.000607778j -0.00042907-0.00323794j -0.000773268+0.0013085j 0.00160153+0.00323131j -0.00088862-0.00185197j -0.000466091+0.00076693j 0.00147852+0.00294368j 0.00126138-0.00335531j -0.000833019-0.00182638j 0.00137437-0.00187091j 0.00227711+0.00132209j 0.00077102-0.00139206j 0.000327863-0.00183243j -0.000419252+0.00223832j 0.000774496+0.00110756j 0.000277455+0.00104367j 0.000355067+0.00273768j 0.00112769+0.00184034j -0.00128561-0.00475388j -0.0017816+0.00195687j -0.00263994-0.00257407j 0.000341673+0.00081061j 0.000465647-0.00225806j 0.000870069-0.00362208j 0.00172731-0.00306897j -0.00140789+0.000223221j 0.000496319+4.67364e-05j 0.00403151+0.00205981j 0.000749419-0.000883821j 0.0024571+0.000721269j -0.00119397+0.000775449j -0.00161019-0.000520632j 0.00150633+0.000199527j 0.00102276+0.00217987j 0.0015141+0.00258004j -0.000740569-0.00272356j 0.000646967-0.000534055j -0.00107118-0.00127283j 0.000643002+0.000308689j -0.00183307-0.000722182j 0.000123151-0.000869881j 0.00127928-0.000261247j -0.000288429-0.00111454j 
0.000372924-0.00182369j 0.00227308+0.0013816j 0.000343258+0.00155075j 0.00165799+0.00170671j -0.0019569-0.000754698j 8.80556e-05-0.000125685j -0.00320559+0.000369057j 0.00121213-0.00060737j 0.00311721+0.00114223j 0.000955292-0.00220587j -0.00465737-0.000244106j -0.000538725-0.000787624j 0.000358803+0.00243949j 0.00414718+0.00324113j -0.0010969+0.000714934j -0.00144652-0.00100498j -0.00249333-0.000564991j -0.000392418-0.00168828j -0.00189553-0.00171848j 0.00306239-0.000818332j 0.00200649+0.00253383j 0.000602133+0.000198676j 8.97469e-05-0.00251109j 6.09899e-05+0.00253867j 0.000602441-0.0014884j 0.00143254+0.00121535j 0.000258457+0.000388006j 0.00164879+0.00149468j -0.000196861+0.00446935j 0.000825126-0.000916864j -0.00102691-0.000770663j -0.0020821-0.00095411j -0.000272271-0.000484134j 0.000646694-0.00264257j 1.76358e-05+0.00108954j -0.000804799+0.00127793j -0.000955887-0.000876959j 0.000478387+0.00085512j -0.0011966+0.000999606j -0.00110752-0.0014286j 0.00175713+0.000691363j -0.000201664-0.00167952j -0.00186442+0.00101449j -0.000593389+0.00103632j 0.000362927+0.00015575j 0.00143289-0.0010415j -0.000867833+0.000278238j -0.000806057+0.00104467j 0.00277755-0.00101008j -0.000202931-0.000216712j 0.00319874-0.00119698j -0.00182277+0.000287883j 0.00146232-0.00320669j 0.000106498+0.000832836j -0.00205129-0.000888728j -0.000854521+0.00172902j 
-0.000782254-0.00219118j 0.00298641+0.000293203j 0.00187417+0.00339593j -6.65531e-05+0.00039098j -0.00373305-0.002083j 0.000383204-0.00208912j -0.00275736+0.00247702j -0.00037922-0.000444097j 0.00575066-0.000861242j -0.00186187-0.00165965j -0.00197218+0.00205152j -0.000524088-0.000603273j -0.000178484+0.00112183j 0.00218213+0.00281742j -0.000289017+0.00297311j -0.000573793-0.000548606j -0.000728573-0.00219493j -0.00232335-0.00160158j -0.000504715-0.00235424j 0.00158075-0.00173927j -0.0016644+0.00433918j 0.00422267-0.000788765j -0.001481-0.00285406j -0.0013749+0.000993621j 0.000336779+0.000513701j -0.000405826+0.00523163j 0.00341188-0.000137282j 0.00145378+0.00101362j -0.000524989+0.00367268j -0.0012656-1.79386e-05j -0.000212724-0.00200535j 0.00233355+0.000529692j 0.00305576-0.00240923j -4.68148e-06-0.00218959j -0.000795182+0.00202183j -4.7591e-05+0.00248708j 3.34344e-05+0.000475479j -0.000698239+0.00253725j -0.00117469-0.000695066j 0.00135257-0.00282025j -0.00430046+0.000195071j -0.00122544-0.00162162j -0.00393138+0.00314124j -0.000398823+0.000613854j 0.000466607+1.35754e-05j 0.000516352-0.00214189j -0.00147182+0.00115785j 0.000757955+0.00119967j 0.0031307-1.77071e-05j 0.00106861+0.00290892j 0.00274923-0.0015349j -0.00213749-0.000105844j 0.00171847-0.000804877j 0.00170433-0.000996002j -0.00304756+0.000518181j 0.000705682+0.00284427j 
-0.000704245-0.00107248j 0.00182694-0.00117887j 0.00173916+0.000822199j -0.0017918-0.00341674j -0.00196459+0.00272335j -0.000754648-0.00196811j 0.00188979+0.00087908j -0.00208649-0.0035612j -0.00374871-0.0081312j -0.00367202+0.00503216j 0.00545553+0.00288827j 0.000146751+0.00115587j -0.00123632-0.0029476j -0.0039508-0.00685353j 0.00207451+0.00197442j -0.00177689+0.000513279j 0.00158649+0.00128609j 0.00496713+0.00284457j 0.000881497-0.00109523j -0.00118238+0.0024336j -0.00192207-0.00580205j 0.00254474-0.00289773j 0.000991548-0.000156808j -0.00245656-0.000672459j 0.00206283+0.00112145j 0.00358967-0.00174913j -0.000335056+0.00226905j 4.05789e-05-0.000818917j -0.000910147-0.000829552j -0.00391178+0.00175992j -9.98383e-05+0.0017596j 0.00430691+0.00149194j -0.00300576-0.00134094j -0.00122342+0.00220608j -0.0015442-0.00166806j 0.00328898+0.00114819j 0.00073577-0.00128241j 0.00196146-0.00231901j 0.000297643+0.000476106j 5.81636e-05+0.00101801j 0.000103491-0.00125419j 0.00285309+0.000955747j 0.000252632+0.000651027j -0.00168347-0.00303462j -0.000641929+6.39534e-05j -0.00225541-0.000520257j -0.00133289+0.000849302j 0.000932664-0.00138521j -0.000337121-0.000304376j 0.0017903-0.00178298j -0.000676883+3.65452e-07j 0.000830382-0.00013062j -0.000669224+0.000918664j -0.000557066-0.00244524j -0.0024118+0.000915506j 0.000774743+0.00261071j 
0.000369587+0.000127533j 0.000891034+0.0001708j 0.00138168+3.40171e-05j 0.000184524-0.000997989j -0.00248604+0.00162628j -0.00301152-0.000932282j -0.000717812+0.000151125j -0.00078272-0.00082167j -0.0027416-0.00130751j 0.00119979-0.000326589j -0.000389612+0.000675917j -0.000677583+0.000814054j -0.000899605-0.0011926j 0.00131914-0.00269968j -0.00094409+0.0010547j 0.000389586-0.00098546j -0.000956654-0.000513826j -0.00052685+0.00232424j 0.00120488-0.000270283j 0.00124084-0.00127142j -0.000875791-0.00239295j 0.000632489+0.00200522j -0.000637622+0.00132348j -0.000978646+0.000192021j 0.000797258+0.000344062j 0.00116481-0.000307366j 0.00169139+0.00178592j -0.000744739+0.00116982j -0.000928474-0.000283894j 0.00130956+0.000118403j -0.000330465-0.000673643j -0.000630647+0.00190613j 0.00141234+0.000121076j -0.000771017-0.000965793j -0.000110898-0.00123166j -0.000949241+0.000986967j -0.000102855+0.00134765j -0.00166151-0.000486375j 3.00176e-05-2.77282e-05j 0.000459061-0.00144553j 0.00115917-0.0028152j -0.000463659-0.00154976j -3.8049e-05-0.00171328j 0.000783767-0.00121158j -0.000278271-4.61221e-05j -0.000178549-0.0014889j 0.000445133-0.000895266j 0.000547088-0.000456413j -0.00142418+0.0011046j 0.00114821-0.000228609j 0.000786765-1.3725e-05j -0.00137722+0.000941888j -0.00097447-0.00234974j 9.53471e-05+0.000612979j 0.000497312-0.000572202j -0.000840653-0.000729015j 
-2.45084e-05+0.00177802j -0.000818253-0.00128024j 0.00173047-0.00173192j -0.00107597-0.00186621j -0.0014158+0.00184176j -0.0037004+0.000966305j 0.00220672+0.00175546j -0.0016964+0.00292255j 8.70104e-05-0.000187271j -0.00146204-0.00120097j -0.000329486+0.00341393j -6.23896e-05+0.000494263j 0.000679196-0.00197327j 0.00117758-0.00141906j -0.00144241+0.00245035j 0.00322482-0.000260792j 7.29234e-05-0.00229863j -0.0019+0.000460575j 0.00414105-0.000584246j -0.00333786-0.0019247j -0.00137033-0.000619322j 0.00276477-0.00124347j -0.00275796+0.00234836j -0.000436368-0.000140282j -0.000816831+0.00184108j -0.000565212+0.0028585j 0.00399515+0.00169337j -0.00186745+7.14304e-05j -0.00108879-0.00226269j -0.000336291+0.000960345j -0.00133518-0.000252118j 0.0026448-0.00155327j 0.00357888-0.00136303j -0.00147957-0.00120473j 0.000206698-0.001475j -0.000210393+0.00106571j 0.0027678+0.000544401j -0.00148773+0.000458499j -0.00062306-0.00286414j 0.00176178-0.00160106j -0.00332308-7.95158e-05j -0.0028638-0.0030052j 0.00085836+0.000730875j 9.64229e-05-0.00177573j 0.00060044-0.00256974j -0.00143716-0.00196949j 0.000761696+0.00230325j 0.00254721+0.00179074j -0.00071758-0.000999689j 0.00221391+0.00333314j -0.00151984-0.00138769j -0.00122755+0.00125241j -0.00395231+0.00151444j 0.00120301-0.00166094j 0.00280291+0.000378428j 0.000303833-0.00244584j 
0.000327041+0.00314792j -0.00161111-0.00109469j 0.00244182-0.00198716j -0.0006247-0.00269272j -0.00147643+0.00177544j -0.00372199-0.000742107j 0.00220919+0.00348102j -0.00191151+0.00262659j -0.00202416+0.000152954j -0.00086984-0.00314512j 0.000664946+0.00257053j -0.00118573+0.00192216j 0.000447703-0.000268865j 0.000882214-0.00160166j -0.00124876+0.000797063j 0.00354134-0.000664489j 2.92663e-05-0.00262479j -0.00283093-0.000368267j 0.00412225+0.000736329j -0.00365744-0.00224837j -0.00183184+0.00011726j 0.00299257-0.00176045j -0.00193928+0.00124089j 0.00083282+0.00179193j 4.14991e-05+0.000604464j -0.00110236+0.00194689j 0.00342888+0.00223498j -0.00102268+0.000305959j -0.00189993-0.000971319j -0.00104652+0.00215391j -0.000505423-0.000738928j 0.00317372-0.00430603j 0.00437413-0.00109801j -0.00203432-0.0022542j 0.00110094-0.00132606j 7.70284e-05-0.000143698j 0.00365151-0.00161507j -0.00145868-0.00103724j -0.00118277-0.00411732j 0.00137347-0.00253267j -0.00327758+0.00215631j -0.00333066-0.00412487j 0.00220165+0.00270982j -0.001174-0.00195478j 0.00065806-0.00187509j -0.00107158-0.00126121j 0.0008202+0.0042601j 0.00347818+0.00352498j 0.000240647-0.00100484j 0.00279243+0.0029947j -0.000991166-0.00284887j -0.000129527+0.00276054j -0.00667509+0.000369224j 0.000708882-0.00130692j 0.00492408-2.67973e-05j -0.000141919-0.00440135j 
