-0.112399+0.257969j -0.261712-0.103802j -0.0814948-0.210946j 0.169108-0.0519875j -0.0524763-0.102085j 0.113068-0.0857397j 0.201007+0.0738545j -0.0637957+0.143182j -0.00752052+0.0149059j 0.181932-0.0739367j -0.0663092+0.0152003j -0.0182424+0.0608261j 0.0103563-0.0826604j -0.00425267-0.075734j 0.0416382-0.0747503j 0.158454+0.11267j -0.0443736+0.0836845j 0.00518153+0.0119721j 0.0825937-0.0394813j -0.145375-0.113783j -0.0136868+0.0377843j -0.00561475+0.121619j 0.074389+0.110367j 0.0701389-0.0848374j -0.0175801+0.0924728j -0.0712599-0.0430667j -0.00575728-0.00597816j 0.00216447+0.0483326j 0.00840517-0.0814167j 0.0273305-0.0324719j 0.00607633+0.0348347j 0.0447128-0.106016j 0.0354157+0.0720856j -0.0813475-0.0288821j 0.0071351-0.0191616j 0.0102971-0.161833j 0.0568303-0.00394764j -0.0890626+0.0814086j 0.0408011-0.0490827j -0.00482268+0.030637j -0.083176+0.0297884j 0.0120895+0.0264016j 0.088957-0.0337049j 0.121239-0.0309088j 0.0309169+0.0133868j 0.00578433+0.0287853j 0.0633355+0.0375732j -0.0194925+0.0822721j -0.129992+0.0594749j 0.056566+0.0995519j -0.0287101+0.00020301j 0.090443+0.0673179j -0.0851137+0.157295j 0.142412+0.0712011j 0.2784-0.0361402j -0.0366429-0.278933j 
0.00383519+0.00481124j -0.00438881+0.00314449j -0.00245195-0.00131045j 0.000901574-0.00348628j -0.000269174+0.000334244j 0.00201514+0.0007377j -0.00155658+0.00389985j 0.000745697-0.000253385j -0.0013863-0.00050847j 0.00209024-0.00176141j -0.000674931+0.00219343j -0.0016238+0.00379862j -0.00113705-0.000488334j -0.0037376-0.00195452j 0.00178768+0.00154876j 0.00372849-0.00245041j -0.00533935+0.00114963j 0.000137067+0.00295917j 0.00165487+0.000737373j -0.00163786-0.00195909j -0.000105012+4.84099e-05j -0.00150845+0.00167091j 0.000389765+0.00072925j 0.00530069-0.000722678j -0.00233616+0.00251091j 0.00117976+0.00125974j -0.000408474-0.000468692j 0.00031378+0.000771498j -0.000458031+0.00127045j -0.00143052+0.00107688j 0.00106077+0.00398269j -0.000624386-0.00371571j -0.000886273-0.000626408j 0.00322161+0.00202657j -0.000843575-0.000236639j -0.00209591-0.00161073j 0.00134054+0.00153207j 0.000369655-0.00383354j 0.000903522-0.000120866j 0.00474613-0.000162542j -0.00118456-0.00261578j 0.00137822-0.00131932j 0.00268112+0.000344378j 0.00109166-0.000166972j 0.00217819+0.000612238j 0.00166127+0.000894467j -0.00189397+0.000381537j -0.00015414+0.00372477j 0.00105752-0.00158643j -0.00217403+0.00295782j -0.00145663-0.00127509j -0.00247278+0.00162682j -0.00188673-0.00128757j 0.00107153-0.00164677j 0.0062435+0.00238899j 0.00217468-0.00613051j 
0.00173389+0.004953j -0.00450034-0.000415473j -0.00372585+9.24166e-05j -0.000104368-0.00773322j 0.00245575-0.00522949j -0.00231659+0.000372741j -0.000955273+0.00594346j 0.00143753-0.00323093j -0.00198511+0.00441292j 0.00431409-0.00326318j 0.000239021+0.00433257j -0.00392899+0.0046269j -0.000266852-0.000154563j -0.0104661-0.000571895j 0.00161428+0.0013438j 0.00633361-0.00638548j -0.00919493+0.00161834j -0.00103493+0.00695058j 0.00577228+0.003324j -0.00186386-0.0070561j -0.000959785+0.000652281j -0.00505683+0.00397973j -0.000645827+0.00318649j 0.0094035+0.000435075j -0.00268319+0.00315649j 0.00287257+0.00517423j -0.00153637+0.000970218j -0.000817144+0.0045082j -0.00486886+0.00524074j -0.000739969+0.00129874j 0.00327846+0.00891246j -0.00340509-0.00547384j -0.00099024-0.00154909j 0.000783916-0.000621399j -0.0034997+0.00121766j -1.82418e-05+0.000633439j -0.000291763-0.00689443j -0.00184392-0.00483389j -0.000508862-0.000360695j 0.0102677-0.0022939j -0.00385177-0.0017597j 0.00134671-0.00563716j -0.002084+0.00187329j -1.2704e-05-0.00162943j 0.00323884+0.00502746j 0.00218979-0.00139413j -0.0018927+0.000149135j -0.000416102+0.00456512j 0.000571097+0.00303565j -0.000472607+0.00367477j -0.00169315-0.00521576j -0.00934996+0.00448432j -0.00301397-0.0013889j 0.00846546-0.00299958j 0.00169747+0.0024258j 0.00145199-0.00221216j 
-0.00525165-2.95442e-05j -0.00186347-0.00448821j -0.00231931-0.00250575j -0.00167948-0.00315464j -0.00233804-0.00140792j 0.000719159-0.000457036j 0.00174331-0.00560381j 0.00242595-0.00314984j 0.00756216-0.000721776j -0.0011219+0.00520629j -0.00111759-0.00410583j 0.000493606-0.00537163j 0.00742284-0.00189201j -0.000256865+0.00914166j -0.00206971+0.000815455j -0.00135328+0.000956033j 0.00602252-0.00468289j 0.00430786-0.00105545j 0.00662899-0.000786767j -0.00629913-0.000695465j -0.00757658-0.00304132j -0.00608481+0.00231582j -0.00856253-0.00590441j -6.2232e-05-0.00235402j -0.00122023+0.00151159j 0.00021653+0.00948837j 0.00171801-0.000383749j 0.00324407+0.000970284j -0.00261047-0.00452989j -0.00800935-0.00574957j -0.00893769+0.00174427j 0.000373311-0.00439905j -0.00122401-0.00668323j 0.00385491-0.000113235j -0.00183576-0.00704433j 0.000689938-0.000224578j -0.00569287+0.00184149j 0.00900592-0.00486994j -0.00442129+0.00773963j -0.00121976-0.00277147j 0.000851041-0.00571738j 0.00382038+0.00271146j 0.00169853+0.00619177j -0.00279979-0.00333139j -0.000886715+0.000662315j 0.00278925-0.00158085j -0.00103649-0.00132451j -0.00173877+0.00226311j 0.0103887+0.0012899j -0.00156963+0.000800328j -0.00352035+0.0055342j 0.00652477+0.00765426j -0.00219465+0.0066353j -0.00124948-0.00815189j -0.00716054+0.00175281j 0.00183546+0.00880577j 
-0.00139656+0.00614855j -0.00681578-0.00125774j -0.00187895-0.000788131j 0.000721429-0.00361829j -0.000661116-0.00556864j 0.000613917+0.00204082j 0.00141756+0.000977017j -0.00624891+0.00504341j 0.00484226+0.00360847j -0.00413352-0.000599459j 0.00188937-0.0034037j -0.000202446+0.00254724j -0.00196684-0.00101159j -0.00147445+0.00399759j -0.00410815-0.00204269j 0.00463218-0.00110014j 0.000709041-0.00204706j -0.00122723-0.00019853j 0.00250581-4.52696e-05j -0.00271287-0.00577398j 0.000979132-0.00229827j 0.00475559+0.00148085j 0.00191268+0.00525149j 0.00176685+0.00270745j -0.0039294-0.00471671j 9.75918e-05+0.00377879j -0.000929591+0.00308469j -0.00123219+0.00455141j -0.00496745+0.00512186j -0.00238505-0.00176531j -0.00116548+0.00689559j 0.0004544+0.00634024j -0.0029068+0.00304911j -0.0109476-0.000553582j -0.00303074+0.00123879j 0.00584416-0.00527858j -0.0026941-0.00441185j -0.00512912+0.00339128j 0.00417474-0.00334151j -0.000282028+0.00878974j 0.00131464+0.00466907j -0.00397667+0.00143128j -0.000732583-0.00153626j -0.00193485-0.00190156j -0.00408482+0.00444667j -0.00554219+0.00610048j 0.00797433+0.00217362j 0.000178204-0.00211712j -0.00429377+0.0100825j -0.000180975-0.000596047j -0.00624748-0.00359976j 0.00301711-0.000302807j -0.00163302+0.000454912j 0.0029563+0.00222187j 0.00273538+0.00337022j 0.00289008-0.00268329j 
0.000264474-0.000765315j 0.00053864-0.000452014j -0.00103146-0.000881542j -0.000928426-0.00276782j -0.00100704-0.00176654j -0.000130692+0.00146414j 0.000136375+0.00154492j 0.00141066-0.000824972j -5.50609e-05-0.00137068j 0.00101322+0.000485424j -0.000251442+0.00123727j -0.000986002+0.00113106j 0.00175882-0.000773463j -0.00282926+0.00291404j 0.000259495+0.000478497j 0.00022097-0.00371272j -0.00231845+0.000104263j 0.00254036+0.00321848j 0.00254516+0.00263195j -0.00514108-0.00267776j 0.000763664-0.00489051j -0.00388661+0.000358306j -0.00293587+0.00145971j 0.00152658-0.00216368j -0.000441212+0.00119298j 0.00300812+0.00686291j -0.00220919+0.00338423j -0.00282348+0.00325126j -0.00415758+0.00205838j -0.00118072+0.00202413j 0.000629161+0.00596886j -0.000479169-0.00251046j -0.00444905+0.000190361j 0.000378435-0.00190933j -0.00351173-0.00077177j 0.00302344+0.000822463j -0.0022957-0.00635855j -0.00123849-0.002969j -0.00263826-0.00129987j 0.00650061-0.00193949j 0.00113855+7.41538e-05j -0.000987536-0.00314447j -0.0011774+0.00172296j -0.00261741+0.0028659j 0.000385074+0.00173759j 0.00126421-0.000273763j 0.00167243+0.000923548j -0.00167071+0.00102817j 0.00418966+0.00240236j -0.000364623-0.00185225j -0.00294813-0.00157492j -0.00444904+0.00453696j -0.00252483-0.00235865j 0.00184849-0.0031274j -0.00033601-0.00130783j -0.00203777+0.000482794j 
-0.000274159-0.00312057j 0.00349494+0.000130425j 8.94393e-05+0.00208175j -0.000527118+0.00163061j 0.00175741+0.000729235j -0.000754311-0.00150743j -0.000413947+0.0014076j -0.000634617-0.000640464j -0.00169164+0.000247786j -0.0013263+0.00115445j -0.000930669+0.000163583j 0.00308986-0.00195781j -0.00172719+0.000289678j 0.00202901-0.00124331j 0.00117917-0.00173148j -0.000353182+0.000730255j -0.00135683+0.0011949j 0.000350493-6.75896e-05j -0.00160059+0.00110359j 0.00187682+0.00394147j 0.00503187-0.00201736j -0.000380542+0.00260746j 0.00102806-0.003594j -0.00215874+0.00683575j 0.0032684-3.93997e-05j -3.35444e-05-0.00324106j 0.000479254+0.00186841j -0.00177915+0.000194675j 0.00257447-0.00419995j 0.00248987+9.2613e-05j -0.00180983-0.00402236j 0.000535204-0.00374355j 0.00395545+0.0027016j 0.000963249+0.000312522j 0.00216891+0.00188799j 0.0033267+0.000160434j 6.99318e-05+0.000840104j 0.00152078+0.00331913j -0.00464544-0.000464934j -0.00685674-0.00200793j 0.000841113+0.000631172j -0.000562792+0.00117116j 0.000714903-0.00142704j 0.000816276+0.00415919j 0.00090237-0.00357371j 0.000111341-0.00318904j -0.0005547-0.00585529j 0.00133591-0.00092818j -0.00166189-0.00573034j 0.00287743-0.00124639j 0.00290941+0.00302502j 0.00147945-0.0110266j 0.00328417+0.00117438j -0.00258757+0.00447019j -0.00234567-0.000899051j -3.64538e-05+0.00180354j 
0.000119639+0.0047733j -0.00539967+0.000337319j 0.000509817-0.00252789j 0.00232487-0.000136212j -0.00141423-0.0026148j 0.00267645+0.00161187j 0.00176057+0.00233029j -0.000871378+0.00395268j 0.0030072+0.00182546j -0.000178405-0.000185662j 0.00163633-0.00626147j 0.000156713+0.00151795j -0.0014409+0.000147302j -0.000260309+0.00213908j 1.06817e-05-0.00415056j 0.00169104-0.000603828j -0.00197558+0.000763966j -0.000828515-8.07457e-05j 0.00182578+0.00162815j 0.00142621-0.00273992j 0.00345596+0.000248134j 0.00492613+0.00272847j 0.00382108+0.00301536j -0.000606745+0.00618791j -0.00462119-0.00215961j 0.00573303-0.000781436j -0.00156399+0.00451912j -0.00333727+0.00258659j 0.00252674+0.00381168j 0.00351252+0.00140107j 0.00322709+0.00440173j -0.0010209+0.00203812j 0.00144188+0.00681541j -0.00800284+0.00135479j -0.00168605+0.00465616j 0.00343165-0.000282815j -0.00168793-0.00232436j -0.00265201+0.00406652j -0.0014247-0.00934583j -0.000113206+0.00367647j -0.000527494+0.00230167j -0.00304046-0.000535586j 0.00117615-0.00378578j -0.0003319+0.00091675j -0.00470296+0.00291792j -0.00618922+0.00364499j 0.0037928-0.00212434j 0.0043357-0.00341854j -0.00766928+0.00667595j -0.00127787-0.000603264j -0.00423608-0.00295212j -0.0077555-0.00125789j 0.00133314-0.000531388j 0.00577743+0.00182119j 0.00195842+0.000149632j -0.000618072-0.00247562j 
-0.00136307-0.000359826j 0.000470497-0.00118371j -0.00153118+2.61121e-05j 0.00039845-0.000894884j 0.00106536+0.00102291j 0.000715394-0.00327525j 0.000125158+0.00127687j 0.00396863-0.00278077j -0.00148629+0.00102064j 0.00148852+0.000973283j -0.000948463-0.000677524j 0.00169512-0.00141037j 0.00109975+0.00152511j 0.00185322-0.000586458j 0.00201948-0.00245157j -0.00145533-0.00248064j -0.00193993-0.000635462j 0.00215392-0.000992204j 0.00128386+0.00172849j 0.00077831+0.00129812j -0.000372932-0.000775835j -0.0022517+0.00375628j -0.00256931-0.000602724j 9.02645e-05+0.00317076j 0.000122794-0.00225206j 0.00325838+0.0024172j -0.000812039+0.00166659j -0.00125313-0.000970918j -0.00161226+0.00111746j -0.00181663+0.0017944j -0.00266696+0.00095494j -0.00106293-0.00584181j 0.000202712-0.000954526j 0.00145452-0.000119272j -0.00240901-0.00132947j -0.00106522+0.00186377j -0.00232548-0.00131857j 0.00262012-0.0028516j -0.00144294-0.00100651j 0.00141087-0.0034194j 0.00142454-0.00302034j 0.00117664-0.00149527j 0.0030235+0.00384023j -0.000286156-0.000967259j 0.00116433+0.00228025j 0.00387289-0.00111875j -0.000875649-0.00291697j -0.00141493+0.00211095j 0.00446662-0.00144024j 0.00055354+0.00270022j 0.000797551+0.00349395j 0.00299697+0.00368447j -9.38126e-05+0.000460655j -0.00159199-0.00338488j -0.00170233-0.00070113j -0.000451985+0.00216723j 
-0.0014464+0.00239024j -0.00265614-0.00073061j -0.00307994-0.00227708j 0.00103433-0.00148461j -0.00101922+0.00144229j 0.00132571-0.00216441j 0.00265315-0.000502014j 0.00251453+0.0010228j -0.000193099+6.24565e-05j 0.0012711+0.00323477j -0.000934123-0.00278883j 0.00252994-0.00247938j -0.000260475-0.00122797j 0.00582828-0.00158778j 6.58586e-05-0.00265345j -0.00238907-0.00167093j -0.00267883+0.000118094j 0.00489002-0.000145712j 0.000672553+0.0019507j -0.00339737+8.85622e-05j -0.000301879-0.00750534j 0.00411042+0.00539999j -0.00402397+0.00148469j -0.000674238+0.00518282j -1.91973e-05-0.00325666j 0.00403475+0.00238726j 0.00120788+0.00620774j -0.00519726+0.00136346j -0.00282239+0.000427392j -0.001742+0.00305562j -0.00176584+0.00328963j -0.00105441-0.000571311j 0.00106948+0.00187699j -0.00296194+0.00156741j -0.00263422+0.000633446j 0.00483771-0.00332129j -0.00504097+0.00060157j -0.00193393+0.00104475j -0.00473072-0.00355085j -0.00191564-0.000514329j 0.00219128-0.00164914j -0.00311396+0.000560645j 0.00154786-0.00244449j -0.000457301+0.00196758j -0.000732179+0.00266728j -0.000565998+0.00227481j 0.0038076-0.00654776j 0.000744975-0.00394504j 0.00155849+0.00213331j 0.000501218+0.00217604j -0.0037844+0.00609064j 0.00276965+0.00144427j -0.0013986-2.14825e-06j -0.00344695+0.000165391j 0.00192702+4.70064e-05j 0.000245693-0.00129474j 
0.00425077+0.00186153j -0.00290142+0.00340489j 0.00467374-0.005199j 0.00333+0.00152531j 0.000933495-0.0034864j -0.00157549-0.000295148j 1.71095e-05-0.000486057j 0.00059604-0.00431392j 0.00459443+0.00344251j 0.0032785-0.00369803j 0.00340829-0.0042609j 0.000217481+0.00233133j 0.00371843+0.00435567j -0.0115307+0.00222276j 0.00432333-0.00388711j 0.00553344-0.00187544j -0.0014766-0.00511451j -0.00738231+0.00401128j 0.00600531-0.00397225j 0.00922283-0.00452871j 0.0109423+0.0120331j -0.00212252+0.00423426j 0.00634335-0.00442296j 0.0087997+0.00369719j -0.00748253+0.00715762j 0.00256552-0.00828804j -0.00394013-0.00528523j 0.00578677-0.00795996j 0.00507057-0.00521831j -9.7604e-05-0.00197488j -0.00415804-0.00406677j -0.00362376-0.00904924j 0.00577582-0.00369438j 0.00935211+0.00478971j -0.000884215-0.00206243j -0.00257975+0.0119846j 0.00530734+0.0066765j 0.011869-0.011338j -0.00100403+0.0019818j 0.00165397+0.00125131j -0.00482724-0.00603525j 0.00640257-0.00460135j 0.009888-0.00363138j -0.00636241-0.00830896j -6.15919e-05-0.0056339j 0.000192869-0.00380738j -0.00577913+0.00508475j 0.00594012+0.0054227j -0.00471205-0.00124454j 0.000835934+0.00179988j 0.00179755-0.00331421j -0.00475632+0.00554241j -0.00328633+0.00135219j 0.00191081-0.00147975j 0.00294385-0.000321316j -0.0008103-0.00285441j 
-0.000707603+0.00434109j -0.00499132-0.000111144j -0.00190336+0.000826813j -0.00326965-0.000228784j -0.00683709+0.000994274j 0.00658906+0.000562187j 0.00286183-8.54555e-05j 0.0027791+0.00287492j -0.000882753+0.00102438j 0.00366857+0.000277579j -0.00269118+0.00139316j 0.00072768+0.00101368j 0.000814662-0.00296336j 0.00656757+0.000781956j -0.0027529-0.000975499j -0.00386197-0.00260698j 0.000787679-0.000788696j 0.00784749-0.00565231j 0.00548783+0.0039194j -0.0137417-0.00306503j -0.0137244-0.00878445j 0.000637511-0.000894884j -0.00618525+0.0108269j -0.00109338-0.00161566j -0.00796416-0.00371987j 0.0119342+0.0130648j 0.00223235+0.00581369j -0.00309064+0.00958741j -0.00579414+0.0115942j -0.00251276+0.00492681j 0.00781212+0.0135389j 0.000702679+0.00502694j -0.00808834+0.00651678j -0.00718212+0.00166423j -0.00622794+0.00152423j 0.00143772-0.00830353j -0.0125537-0.00266865j -0.00399121+0.00324905j -0.0035528-0.00403568j 0.0094785-0.00381355j 0.00348322-0.0022764j -0.00611382+0.00193332j -0.00279706+0.00658685j 0.000294658+0.0016712j -0.000169482+0.00962698j 0.00106053+0.00880026j 0.00719922-0.00407328j -0.00441155-0.00190555j 0.0107401+0.00519403j -0.00637095+0.00163951j -0.0104735+0.003542j -0.00127048+0.0121958j -0.00558574-0.00220454j -0.000265482-0.00472276j 0.00367089-0.00210778j -0.00289537-0.00247215j 
0.00162361-4.49055e-05j -0.00106813+0.00298728j 0.00420815-0.00464816j 0.00255917+0.00343899j -0.00426349-0.00038432j 0.000926918+0.00255244j -0.000662543-0.00646139j -0.00426206+0.00345412j 0.00810867-0.00107789j -0.00298372+0.00148736j 0.00105998-0.00536073j 0.000776411-0.00202684j 0.00351303+0.000463123j -0.000272254+0.0058441j -0.00196028-0.00165469j 0.00280088+0.00284563j 0.00832405-0.00865919j -0.00324825-0.00104018j 0.00251476-0.00371978j 0.00277976-0.00213489j 0.00434165+0.00495877j 0.00498262-0.00296527j 0.000529802-0.00379187j -0.000824627+0.000504856j -0.00521554+0.00265468j -0.00118109-0.00224337j -0.0032096-0.0023931j 0.00444739-0.00467074j 0.00158555-0.00436147j -0.0044645-0.00350416j -0.00617571-0.00261817j 0.00530562+0.000342379j 0.00049887-0.00117289j 0.00229205+0.0022965j -0.00104368-0.00554197j -0.00191256+0.00308533j 0.00391415+0.00885282j 0.00768313-0.00523303j 0.00169583-0.000441045j -0.00386563+0.00883014j 0.00178787-0.00293226j 0.00303774+0.00271373j 0.00841666-0.00431549j -0.00651-0.00571952j -0.00738425-0.00370354j -0.00364262+0.00561115j 0.00442824+0.00365012j 0.00546984+0.00228811j -0.00531145+0.00467513j -0.000722385-0.00110769j -0.00113467+0.00224359j 0.00668859+0.00505787j -0.00251613-0.00184306j -0.0087238+0.000234197j 0.00231985+1.95351e-05j 0.00031261-0.00117512j 
-0.000596692+0.000814027j -0.00117121-0.000495323j 0.000400126-0.00154616j 0.000706914+0.000544832j -0.000667062+0.00102225j 0.00109411-0.00200999j 0.00351394+0.00217527j 0.00305287-0.0014225j 0.00142152+0.00384399j 0.0034934+0.00251489j -0.000945964-0.00559001j 0.00226716-0.000833259j 0.00102913-0.00327043j 0.00329478-0.00343281j 0.00143021-0.00709963j 0.00236213-0.00120275j -0.0100008+0.00705263j 0.00339033+0.004083j 0.00556628+0.00497077j 0.00615365-0.000165337j 0.000453212-0.00549481j 0.00688055+0.00830192j -0.00510402+0.00222354j 0.00146061+0.014304j -0.00251813+0.00135561j 0.00343443-0.00370705j -0.00228552+0.00375846j -0.00759226-0.00233701j -0.0015579+0.00187062j 0.00232329+0.00168678j 0.00231998+0.00373344j -0.00408473-0.00344058j 0.00595626-0.000465838j 0.00169798+0.00554661j -0.00130407+0.00126699j 0.00481329+0.00297298j -0.00460615+0.000565319j 0.00234767-0.00224878j -0.00952991-0.0020883j -0.00407307-0.00603918j -0.00258141-7.89878e-05j -0.0013503-0.0026791j -0.00177362-0.00432795j -0.00206089-0.00299299j 0.00663398-0.00113743j -0.002693+0.00155242j 0.00216543-0.0113821j 0.00843992+0.00132049j -0.00224501-0.00246237j 0.00386583+0.00242915j -0.00222369+0.00680302j -0.00515987-0.00396353j 0.00129188+0.00328454j 0.00263736-5.2633e-05j 0.000408465-0.000672328j -0.000726231-0.000459022j 
-0.000174939-0.000531272j 0.00106561-0.000975557j -0.00101276+0.0030361j -0.00193768-0.00068675j 0.00259382+0.000789405j -0.000767201-0.00271447j 0.000313347+0.00352244j 0.0014577-0.00471071j -0.00360452+0.00378087j 0.00303927-0.00254406j 0.00059124+0.00392269j -0.000304895+0.00065579j -0.000543541-0.00130201j -0.000442011-0.00504118j 0.00197828-0.000306875j 0.00106847-0.00162999j -0.00660971+0.0046818j 0.00231296+0.000683993j 0.000852793+0.00239891j 6.00449e-05+0.00221178j -0.00294852-0.00112903j -0.00170164+0.00503329j -0.00340313+0.00105789j 0.0022497+0.0036516j 0.00205116-0.000773299j 0.000694156+0.0005056j 0.000214068-0.00100055j -0.00221691-0.00151258j -0.00157733-6.90619e-05j -0.000580638+0.00153386j 0.000351076+0.00167316j -0.00521116-0.00601615j 0.00146123-0.00334999j 0.00413215+0.000692617j -0.000459067-0.000438799j -0.00127585+0.000974537j -0.00156419-0.0012139j 0.00171517-0.00355026j -0.00331186+0.00240635j -0.00142689-0.0067192j -0.00244864-0.00140028j 0.00108208-0.001777j 0.00110192+0.00227784j 0.000982098-0.000929994j 0.00720757+7.11905e-05j 0.00468597-0.00392008j -0.00559768-0.0041371j -3.6211e-05+0.00151183j 0.00348229-0.00722121j 0.00227918+0.00299641j 0.00251884+0.00274917j -0.000284601-0.00140972j -0.00059192+0.00293136j 0.00173649-0.000381109j 0.000117484-7.87728e-05j 0.000203056-0.000307676j 
-0.00200312+0.00172014j -0.00211509-0.0012886j -0.0013-0.000973092j 0.00156462-0.000609447j 0.00129583+0.00107272j 0.0010888-0.00273197j -0.00165798+7.9804e-05j 0.000239616-0.00375898j 0.000222076+0.00612313j -0.00415515-0.00219466j 0.00216312-0.00519979j 0.00100056-0.00262767j 0.00118278-0.000896901j 0.00454858-0.000480829j 0.00289233+0.00312406j 0.00291655+0.00789241j -0.00486004+0.00886592j -0.00383979-0.00414642j -0.00557712-0.00197894j -0.00452112+0.00583017j -0.0123483-0.000337932j 0.000352049+0.00415618j -0.00731545-0.00503212j -0.00392934+0.00280415j 0.00552256+0.00269097j -0.0102913-0.00306947j 0.00781904-0.00929976j 0.00131496-0.00352973j -0.00101853-0.00393842j -0.00207923+0.000334099j -0.00746772+0.00109024j -0.0018918+0.000792042j -0.00519144-0.0115075j -0.00199181-3.32562e-05j 0.0052284-0.00895343j -0.00167344-0.00497874j 0.00238384+0.00364648j 0.00186176-0.000167194j 0.00493604+0.0120002j -0.00586875-0.00464633j 0.00106837-0.00244482j 0.00926258-0.00359301j -0.00603577+0.000622313j 0.00266951-0.00628139j 0.00252156-0.00246146j 0.00336709-0.00532408j 0.00965557-0.00238201j -0.00294215+0.00602139j 0.00518182-0.00756401j 0.00143651+0.00110383j 0.0011352+0.0087824j 0.00914934-0.00045995j -0.000764735+0.00430862j -0.00442624-0.00178383j 0.0030169+0.00197743j 0.00268742-0.00206421j 
0.00178895-9.7333e-05j -0.00079893+0.00162223j 0.00106349-0.00326306j 0.000186531-0.00114242j -0.00303493-0.00682601j 0.000385987+0.00284275j 0.00204914+0.00266295j 0.000751966+0.00466959j 0.000455078-0.00410142j -0.0022801+0.0014129j 5.73509e-06-0.0129079j 0.00164561+0.00100279j 0.00277499+0.00290994j -0.00552617+0.00839635j 0.00125506+6.99896e-06j 0.00471076+0.000643794j -0.00529154+0.00460492j -0.00765955+0.00927392j 0.00188615+0.00205313j 0.00328914-0.00471591j 0.0046351+0.000554526j 0.00305273-0.0016021j 0.00652374-0.00427461j 0.00294792+0.00640215j -0.00573126+0.00738087j 0.000938279-0.00811977j -0.00187981-0.000190273j 0.000777716+0.00163811j 0.00506444+0.00404244j 0.00817849-0.00206135j 0.00657391+0.00319488j 0.00519611+0.00929951j 0.00265145+0.00542688j -0.00537018+0.00228974j 0.00591702+0.00297017j 0.00987283+0.00140574j -0.00354242-0.00729559j -0.00195501+0.00630026j -0.00151992-0.00653447j 0.00808399+0.00785545j 0.000699263+0.00795936j -0.00190794-0.00556585j -0.0114731-0.00431382j -0.00313283+0.00188897j -0.00667871+0.00235247j -0.0106722+0.00612986j 0.013576+0.0031573j 0.00351864-0.00309842j -0.00273756+0.0150791j -0.000534665-0.00722878j -0.00760843-0.0077032j -0.0122975-0.00105746j -3.93971e-05-0.00423304j 0.00624956+0.00131007j -0.00116372-0.000496839j -0.00183198+0.000552631j 
-0.000416659+0.00197233j -0.00229158-0.00019069j -0.00402305-0.0030383j 0.0019873-0.00318753j 0.00362787-0.00234364j -0.00214203-0.00444793j 0.00136528+0.00164363j 0.00459197-0.00278993j -0.0045663-0.000922534j -0.000506907+0.000611949j 0.00113208-0.00456488j 0.00439588-0.00282985j -0.00732589+0.00983354j -0.00232803+0.00168294j 0.00783126-0.000281445j -0.00620652-0.00243937j 0.00404597-0.000981005j -0.0042826-0.00142351j -0.00791667-0.00663065j -0.007856-0.00125419j 0.00911267+0.00680181j -0.00126852+0.00715589j 0.0059048-0.00815324j 0.00826717-0.00106662j 0.00345254-0.0054992j 0.00344688-0.000902805j 0.00431257+0.00282904j 0.000892671+0.00459269j 0.00610505-0.0122893j -0.00189313+0.00230833j -0.0105931-0.00480848j 0.00150594+0.000493781j -0.00313204+0.000994524j -0.00775528-0.000553154j 0.00118779+0.00128734j 0.00878241-0.00736693j -0.00162809+0.000965685j 0.00223697+0.000664295j -0.00131658-0.00256359j -0.001518+0.00141308j -0.000247934-0.00687269j -0.000562815-0.00779046j 0.000327862+0.000725342j 0.0021328+0.00799748j -0.00990534-0.00279732j 0.00605607-0.0105427j 0.000259653-0.00499804j -0.00478135-0.0109518j 0.00159868+0.00148413j -0.000777183+0.00223676j -0.00331217+0.00211008j 0.000920242-0.00164211j -0.000309469+0.00125742j -0.000387061+7.36986e-06j 0.00118418+0.00133869j 0.00141081-0.000933676j 
0.000869674+0.000664889j 0.000107571+0.00172036j -0.00133017+0.001289j -0.00192694+0.00219838j -0.00136801+0.00391547j -0.0010627-0.00430581j 0.00653346-0.00310568j 0.00235062+0.00827378j -0.00348575-0.0126556j 0.00171968-0.00242088j 0.00359363+0.000712772j -0.00129186-0.00980071j 0.00253737-0.00443752j 0.00267041+0.00562549j 0.00021626-0.0121762j -0.00377409-0.00318254j 0.005672-0.0117576j 0.000822863-0.00100282j 0.0111115+0.000504056j 0.00209074-0.00420487j 0.00845778-0.00345113j 0.00774446-0.000384256j 0.00188197+0.00389182j 0.00597048-0.00037016j -0.0145049-0.00630586j 0.0127168-0.000652194j -0.0130695+0.00613085j 0.00344949-0.00353799j 0.00137149-0.00260969j 0.00555493+0.000150537j -0.00522657-0.000345161j -0.00395948-0.00333088j 0.00901792+0.0124764j 0.0101019-0.00558283j -0.00175442+0.00484038j 0.0097158+0.0104429j -0.00926673+0.0128084j 0.0100398-0.00614901j -0.00779741-0.0028311j 0.00656152+0.0120019j -0.0113586+0.00145941j -0.00119866+0.0005272j 0.0147144-0.00348411j -0.00470593+0.00376399j 0.000407552+0.00207423j 0.00121455+0.00355669j -0.00686205+0.000188533j 0.00289931-0.00311216j -0.00245088+0.00269792j 0.00466415+0.0066996j -0.00074787+0.00601936j 0.00365666+0.00384739j -0.000935444+0.00239167j -0.000389163+0.00153463j -0.000422467-0.00167762j -0.00121317+0.000741208j 
