0.0369339+0.0228858j 0.0635832-0.0226884j -0.0868992-0.0361665j 0.00655759+0.0744689j 0.116626+0.0523643j -0.101495-0.067004j 0.0223995-0.153745j -0.141189-0.157585j -0.0737435+0.0506415j -0.0503757+0.0454872j 0.0486969+0.188938j -0.246307+0.292189j 0.116587+0.0138418j 0.101969+0.0480639j 0.0666094-0.0630173j 0.043284-0.137027j 0.0448763-0.147813j -0.126131+0.069706j 0.050341-0.0287446j 0.0820624-0.0377644j -0.0768715-0.0524965j 0.127003+0.11673j -0.165968-0.0554929j 0.0326483+0.0564512j -0.212233-0.114186j 0.0988771-0.0914598j -0.0799778-0.0708213j 0.0105241-0.085745j -0.162192-0.0585535j 0.1058-0.0274685j -0.0503434+0.171142j 0.017486+0.0419898j -0.0708651-0.0818258j 0.076203-0.10554j 0.135611-0.0703193j 0.0027921+0.124302j -0.0266416-0.064173j -0.0415958+0.0467125j 0.0450465+0.0705036j -0.0657684+0.0333962j 0.0179631-0.0209818j -0.0657522+0.0253187j 0.0102188-0.0390101j -0.0523191+0.122891j -0.0258925-0.00494054j -0.110241+0.0849777j -0.0225745-0.0204954j -0.214799+0.254431j -0.0158725+0.0890804j -0.0867427-0.021571j 0.0829208+0.148807j -0.104346+0.028281j 
0.00112569-0.00176454j -0.0013693+0.000785306j 0.000684228+0.0064124j -0.000145727+0.00346742j 0.00230366+0.00837501j -0.00735109+0.00428631j -0.00945256-0.00667222j -0.00551975-0.00311795j 0.00565973-0.00406783j -0.0168036+0.00576561j 0.00575367-0.0240875j 0.0108309+0.022732j 0.00961059-0.00341242j -0.0161276-0.00230945j -0.000501684+0.0203868j -0.00284944-0.0353295j 0.024488-0.00593108j -0.0316502-0.00467993j -0.0354996+0.0171067j -0.00258341-0.0109319j -0.0166975-0.011392j -0.00928153+0.0220378j 0.01657-0.0311136j 0.0136077+0.00766237j 0.0246123+0.0200677j 0.00883434+0.00221312j -0.0189838+0.0188666j -0.00326949+0.00664595j 0.00638228-0.0330078j 7.20639e-05-0.000554832j -0.00439543-0.0236799j 0.0074153+0.0165594j -0.010574+0.00314459j -0.00249124+0.00603176j -0.000829672+0.0142195j 0.0183546-0.0310475j -0.00933769+0.00130072j -0.0157087-0.01153j 0.0222343+0.0269624j -0.0234541-0.00704685j 0.00057065-0.0111815j -0.00862884+0.0199558j -0.022881+0.00754922j 0.00537156+0.0223777j 0.0229959+0.0199824j 0.017726-0.00242277j 0.00727219-0.0142656j -0.0027371+0.00396836j 0.000918138+0.00370482j -0.00440315+0.00262247j -0.00235696+0.00339686j -0.00108923-0.00110672j 
-0.00142462+0.00223269j -0.00152087+0.000974894j 0.00398668-0.00976528j -0.00343898-0.00232856j 0.000449367-0.0074754j 0.0138581-0.00989559j 0.0215596+0.0169729j 0.0138174-0.00299844j -0.0178832+0.00958213j 0.00678971-0.00924784j -0.0140204-0.00671982j 0.0159069-0.0131442j 0.0218584-0.0106183j 0.0132508-0.0121348j -0.0340496+0.00362846j -0.00557924-0.0384844j 0.0133083-0.00699119j -0.0202624-0.00188419j -0.0014659-0.0215349j 0.0444954+0.0103697j -0.012058-0.00179296j 0.0152142-0.0406689j -0.0199788-0.0100236j -0.00807853-0.00194313j 0.017017-0.00509025j 0.00707661+0.00580935j -0.00614963-0.0129328j -0.00142858+0.0120101j 0.00784683+0.00375535j -0.0103032-0.00579756j 0.00420181+0.0177178j 0.00589445-0.00290771j 0.00806808-0.00576332j -0.0168345-0.0229566j -0.00327973-0.00612922j 0.00523936+0.00660772j -0.00652724-0.00615993j -0.0159705-0.0109209j -0.0244202+0.012666j -0.0162398+0.0195161j -0.0113242+0.00861317j 0.00132352+0.00886164j 0.0129834+0.0453726j 0.035618+0.00521998j -0.00560711-0.00220087j -0.00368746+0.0144425j 0.0188188+0.00734239j 0.00379107-0.0164753j -0.00598903+0.00239993j -1.31891e-05-0.000551052j -0.00230738-0.00115994j 0.000969055-0.000251261j 
0.00197032-0.00377318j -0.00598378-0.00391493j -0.0037019+0.00830845j 0.010463+0.00973939j 0.0166122+0.00932324j 0.0162875-0.0079371j 0.0188049+0.00458165j -0.015606-0.00548909j -0.0140246-0.0121198j 0.0329699+0.0133521j -0.0170545+0.000402918j 0.00567819+0.0191608j 0.00678113+0.00328434j -0.00995699+0.0103368j 0.0167754-0.00443183j 0.00746091+0.031202j 0.00162524-0.0197608j -0.00922513-0.0354876j -0.0150581-0.00628768j -0.0191211-0.0186279j 0.00275115+0.00419945j 0.0218451-0.00704011j 0.0123356-0.00580537j -0.0085123-0.0036643j -0.0170038+0.00188379j 0.0172633-0.0148662j 0.00773587+0.000423774j 0.022518-0.017117j 0.0081784-0.0245594j -0.0165128-0.0274765j 0.00986189+0.0209992j 0.00637204+0.0029253j 0.00616278-0.0146778j -0.0203943-0.00385972j -0.0146426-0.00374881j 0.00744903-0.0184592j 0.0275233-0.00609731j -0.023891+0.00178672j -0.000472308+0.000781324j 0.0139715-0.0110664j 0.0048014+0.0248835j 0.0410517-0.00163345j -0.00204665-0.015761j -0.00226096+0.0088804j 0.0102883-0.00251762j -0.000454605-0.0039746j 0.00515067+0.00449001j 0.00757247-0.00400816j -0.00383451+0.00871912j -0.00701417-0.00120042j -0.00626895-0.00166623j 0.00104562-0.00512008j 
0.000955073-0.00370688j -0.000620462-1.09872e-05j -0.00403115+0.00883609j 0.00842043+0.00573045j -0.00307735+0.0207018j 0.0163899+0.00492355j -0.00857597+0.00609962j -0.0113661+0.00800477j -0.0304668+0.0098908j -0.000476384-0.0393002j 0.00927709+0.0138033j -0.00718815+0.00787206j -0.0275655-0.00851897j 0.00353958+0.0262089j -0.0174813+0.0164408j -0.0154134+0.0078106j 0.0144773+0.00643112j -0.00179523+0.0057755j 0.00898665-0.0150326j -0.0105681-0.00349783j -0.00483083+0.00690533j -0.00383681+0.0027306j -0.000417579+0.000780115j 0.00829894+0.00829048j 0.00739906+0.0208887j 0.0104651+0.0189202j -0.00142792+0.00249257j -0.0272626+0.00596694j -0.000661452-0.00679612j -0.010189+0.0213868j 0.00595975+0.0211548j 0.0173764-0.00390423j 0.0353367-0.00480299j 0.0153902-0.009062j 0.032647+0.0103852j 0.0253282+0.00198629j -0.00670294+0.0558261j -0.0380548-0.0116252j 1.32382e-05-0.0106689j 0.0272838+0.00168821j 0.0242167-0.000422118j 0.0118486-0.0191051j -0.0144559-0.00232539j 0.00684558+0.0128208j -0.00142255-0.0023263j -0.00811+0.00214363j 0.0027196+0.00114832j -0.00220075-0.00166736j 0.00345176+0.000698203j 0.00170887+0.000980693j 0.00195575+0.000351748j 0.000127463-0.000226809j 
0.000648977+0.00876662j 0.00441517+0.000544833j 0.00449543-0.0254624j -0.0110199+0.00175609j 0.0264925-0.0292081j 0.00682787-0.000232939j -0.00124219-0.000996606j -0.0151539+0.0120802j -0.00728425+0.0243143j -0.000672674+0.000754884j -0.00871344+0.0154807j 0.00269087+0.000190477j -0.00426801+0.00679807j -0.0145766+0.0228416j -0.00713741+0.00501212j 0.000757181+0.00172016j 0.0124694+0.0273581j 0.00528165-0.0213639j -0.0126002+0.0157294j 0.0101519-0.00114613j -0.0140116+0.0253077j 0.0319252+0.0124039j 4.65447e-05+0.00480838j -0.000284101+0.0326463j -0.0187812-0.0140632j -0.0317252+0.00106967j -0.0109629+0.00677756j -0.00543805+0.00665817j 0.0230698-0.0169897j 0.0158607+0.0158886j -0.000498091-0.0202574j 0.0160699-0.00941881j -0.00938537+0.0071445j 0.0269614+0.0200632j 0.00504225-0.0413136j 0.0222743-0.0030768j 0.0211997+0.00244919j 0.0133713-0.0319762j 0.0155659+0.00117395j -0.0142958+0.0172515j -0.00151823+0.00273304j 0.00289744-0.0149968j 0.00803287+0.0082635j -0.000993513-0.0152912j -0.00994403-0.00170145j 0.00559646+0.00169494j -0.00119954+0.00748561j 0.00387261+0.0030558j -0.00263873-3.19647e-05j 0.00261555+0.00395576j -0.00335569+0.00441734j -0.000978535-0.00205057j 
0.00554934+0.0017167j -0.000457313-0.0100792j 0.0104197+0.00229984j 0.00463631+0.0109271j 0.0440017+0.00320774j -0.0038475+0.00870463j -0.0132214+0.0224586j -0.00397255-0.0268007j -0.00353456-0.025687j -0.00185253-0.0146106j -0.0124056-0.0218868j -0.0259724-0.00123216j 0.0061697-0.00422206j 0.0251522-0.0188868j 0.00428039+0.0168414j -0.0127403+0.00385363j -0.00443263+0.00156704j 0.00930646-0.0232514j 0.00596077+0.0148574j 0.0161806+0.0174131j -0.00801446-0.00195327j -0.000443578+0.00135891j 0.00852873+0.0295002j 0.0197546-0.024986j -0.00433845+0.00329118j -0.0218083+0.00671508j -0.00572381-0.0230688j 0.00223524-0.0130898j -0.0180208-0.0129743j 0.00232227+0.0282928j 0.0144197+0.00230416j -0.00981122+0.0171271j 0.0174803+0.00139092j -0.00808438-0.00965328j -0.00902611-0.0171926j 0.00269437-0.012101j 0.0139463-0.00451319j 0.000340659+0.00041027j 0.00693602-0.00332503j -0.00498387+0.0108786j -0.00357721+0.00966309j 0.0150664+0.0100342j -0.00140047-0.00702231j 6.51424e-05+0.0105824j -0.00513946-0.00238661j -0.000466808+0.00908729j 0.00884833+0.000119918j -0.00176533-0.00292851j 0.00284414-0.00682055j 0.00301392+0.00752545j -0.000275439+0.00399219j -0.00468126+0.00105575j 
-0.0019363-0.00964917j -0.0108487-0.00114845j -0.00065924+0.00311875j -0.0161955+0.00525729j 0.00847716+0.0260573j -0.0130884-0.00559764j -0.0163224-0.0198796j 0.0251248-0.0102375j 0.0148595+0.0135512j 0.0261142-0.0199534j 0.0268481-0.0138764j 0.00633376-0.0143911j 0.0144587+0.0075173j 0.0143406+0.0324293j -0.0111534-0.017024j -0.0251826+0.000197785j -0.0208663-0.00746841j -0.00469519-0.0140846j -0.0409401+0.0120764j 0.00791653-0.00610455j 0.00806554+0.0416886j 0.0202047-0.0128501j 0.0196735-0.0221747j -0.034693-0.0151751j -0.0152834-0.0206192j -0.000605803+0.0110544j -0.00646977+0.00317766j -0.00326899-0.0172198j 0.00187326+0.00607029j 0.00795958+0.0078033j -0.00191176-0.00378008j -0.00476751+0.0143331j 0.0248517-0.00400983j -0.0115294-0.0109631j -0.00429105+0.000336617j -0.00204775+0.000729161j 0.00583728-0.00163579j -0.0005652-0.000353622j 0.0042952-0.00374319j -0.0124347+0.00915499j 0.0182917+0.00552168j -0.00571349-0.00549707j 0.00086473+0.00148016j -0.00308969+0.00255602j 0.000501891+0.00554512j 0.00590256+0.00231965j -0.000944499-0.00231272j -0.00367345+0.00195995j 8.37904e-05-0.00258731j -0.000906434-0.00194664j 0.000498593+0.000135161j -0.00181726+0.00240374j 
3.53248e-06+0.00636775j 0.00578892-0.000567689j 0.00211843-0.00908331j -0.00276759-0.00210552j 0.0118822-0.00975117j 0.00190461-0.00643788j 0.00774046+0.00249324j -0.00385891+0.000869611j -0.00748459-0.00294103j 0.00487451+0.00135063j 0.00201817+0.0102167j -0.00604159+0.0122358j 0.00544214+0.00485759j 0.00543047+0.00204017j 0.00465566-0.00482054j -0.00359675-0.00262156j -0.000481137-0.0089766j -0.00741111+0.00703512j -0.00277051+0.0021379j -0.00326553-0.000414448j -0.00667226-0.0132127j -0.0011916+0.00252086j -0.0112725+0.0137862j 0.00722518-0.0013074j -0.00656362+0.00298236j -0.011985-5.28401e-05j -0.00586614-0.0111196j -0.00424885+0.00216853j -0.00311635-0.0155682j -0.00813805+0.00548312j -0.012955+0.00495773j -0.0015576-0.0149761j -0.0137929+0.00171083j -0.00126336-0.00525969j 0.00754439+0.00723902j 0.00314943+0.0078028j 0.0137308-0.00253707j 0.0018557+0.00364151j 0.00583296+0.00193639j -0.00836091+0.00736438j 0.00618305+0.00492427j -0.00177821+0.0123971j 0.00351918-0.00206822j 0.000768435+0.0019117j -0.0101175+0.0108342j -0.00622828+0.0046705j 0.00304077+0.00883356j -0.0180472+0.00811177j 0.00211424-0.00677449j -0.00113418+0.00155411j -0.00450284+0.0104267j -0.0081584-0.00415031j 
0.00608753-0.00189876j -0.00140208-0.00665266j -0.00555699+0.00722777j 0.00385388+0.0115414j 0.00995923+0.00588534j -0.00735013+0.00795008j -0.00312885-0.0106662j -0.0197008-0.00865109j -0.00336339+0.00183693j -0.0100131+0.00356008j 0.00219818-0.00487259j -0.00130583+0.0169465j 0.0094142+0.00894386j 0.00155965-0.0027305j -0.000633469-0.00429815j -0.0107129-0.00443075j -0.00412368-0.00174056j -0.00320899+0.00981905j 0.00772679-0.0015578j 0.0104247-1.16822e-05j -0.00258825+0.0115103j 0.00910447+0.00813412j 0.00650872+0.00355744j 0.000202458-0.00893995j -0.00116782-4.18213e-05j 0.00194308+0.00384776j -0.00738275-0.0108842j 0.000236094-0.0038373j -0.0142762+0.00209447j 0.00973246+0.0142463j -0.000745811+0.00806438j -0.00763788+0.0112241j -0.00648177+0.00411184j 0.00990198+0.000196232j 0.00255359-0.00490087j 0.00340588-0.00128011j -0.00372349-0.000640668j -0.00574657+0.000351552j 0.00150669+0.010332j 0.0011382-0.00460136j 0.00282691+0.00662922j -0.00541891-0.00796974j 0.000550595-0.00033032j -0.0146671+0.00606078j -0.00414876-0.00619941j 0.00501133-0.00989101j -0.00508144-0.00590167j -0.0179601-0.0151766j -0.00186306+0.0080951j -0.00532803-0.0115822j 0.0103425+0.00470281j -0.00261993+0.0112991j 
0.00364604-0.00410368j -0.00472103-0.00248229j -0.00290987+0.00685865j 0.00169975+0.00786887j -0.00444778+0.00482288j -0.00317934+0.00640071j 0.00068421-0.0063355j -0.00596001-0.00247019j 0.000661372+0.00283317j -0.00678529+0.0022573j -4.14699e-06-0.00586292j 0.00253763-0.000568366j 0.00538676+0.00684018j -0.00158568+0.0010818j -0.00456757-0.00252979j -0.00763571+0.00128799j -0.00119656+0.00361917j -9.89411e-05+0.00112753j 0.0012383-0.000801208j -0.00135307-0.00116398j 0.00456291+0.00455458j 0.0034296+0.000326997j 0.00323283+0.000177303j -0.00377807-0.00249781j 0.00270915+0.000770269j 0.00139696+0.000702179j 0.00396203-0.0075389j -0.0057464+0.00367783j 0.00782064+0.00590088j 0.00354517+0.00270067j 0.00321655-0.000208019j -0.000653745+0.00123553j 0.00150901+0.00514216j -0.00267969-0.00415204j -0.00625168-0.00151075j 0.00360075-0.00741041j -0.00576306+0.00155175j 0.00312232+0.000995382j 0.00382966-0.00673032j 0.00227061-0.0065486j 0.000601755-0.000674754j 0.00219015-0.00580662j -0.00167927-0.000343274j -0.000979427+0.00326374j 0.00612283-0.00975735j 0.00445234-0.00502181j 0.000564323-0.00549989j -0.000952736-0.00224582j -0.00734976+0.0108472j 0.00241173-0.00496478j 0.00245307-0.0033294j 0.00447249+0.00467775j 
-0.000234155-0.00608527j -0.00720754+0.000598915j -0.000907176+0.0100628j -0.000591064+0.0048202j -0.00808599+0.00348558j 0.00228933+0.00426624j 0.00214493+0.00605649j -0.000534626+0.00770275j 0.00566294+0.00186615j -0.00197847+0.00662972j -0.000906926-0.00153114j 0.00852005-0.00799722j -0.00155762+0.00183196j -0.00814882+0.00557237j -0.00842791-0.00147963j 0.00319848+0.00378883j 0.00468741-0.000227294j -0.00619663-0.000969038j -0.00360799-0.00341077j -0.00510304-0.00478567j 0.0107935-0.00153493j -0.00270274-0.00561639j -0.00188038-0.0011144j -0.00638548+0.000416523j -0.00478791-0.00661235j -0.00124493+0.00241154j 0.000643798-0.00143503j 0.00123342-0.000928759j 0.0110918+0.00202294j 0.00341445-0.00281188j 0.00843983-0.00893993j 0.00308802+0.0145416j 0.00747701+0.000176513j 0.00135242-0.00725395j -0.00850397+0.000396363j -0.0068022-0.00577332j -0.00288856+0.00756344j -0.0054369+0.00348566j 0.00472929-0.00202752j 0.00698145-0.00532552j -0.00186715-0.00411703j 0.000215621-0.00849621j -0.00220156+0.00219871j -0.00223656+0.00465589j 0.0183352-0.00529807j -0.00300758-0.000423324j 0.00640518-0.00657228j 0.00770012+0.00705638j -0.0204337+0.00516075j -0.000931129+0.0155687j -0.00225004-0.00955682j 0.00547647-0.00218834j 
0.00683272+0.00226691j 0.00203656-0.00523928j -0.00479915+0.000347077j 0.00703446+0.0143078j -0.00100204-0.00248283j -0.00639867+0.0043387j 0.00563589-0.0184374j -0.00673038-0.000789211j -0.00889174+0.00182158j -0.00351564-0.00309823j 0.00496944-0.00986104j 0.00345706+0.00390411j 0.0150762+0.00277619j 0.00537258-0.00163193j -0.00104607-0.00334202j -0.0104367+0.00393872j -0.00934042-0.00158454j 0.00768165+0.0104465j 0.00601976+0.000834661j 0.00272723+0.00255174j -0.0119262+0.00462739j 0.00668376+0.00616292j 0.0192226+0.00975819j -0.00421265-0.00509253j 0.0070678+0.00607471j 0.00615666+0.00741408j -0.0122756+0.000759545j -0.00140291-0.00150897j -0.00665613+0.00721581j 0.0138539+0.0114273j 0.00494305+0.0125235j 0.00311838+0.00188235j -0.00314339+0.0124284j 0.0150867-0.00398513j -0.00463415-0.0191514j 0.0212195-0.0043564j 0.00269942-0.00431807j 0.00835988-0.00395577j 0.0069959+0.0168185j 0.00151427-0.00633723j 0.00133048+0.00939911j -0.00245796+0.000216733j 0.0154967-0.00505048j -0.0171232+0.0210261j -0.00943136-0.0194582j 0.0128301+0.00816754j -0.009013-0.00489498j -0.00341805-0.00814585j 0.00455925+0.0335081j 0.0276203-0.0116326j 0.00715779+0.00300463j -0.00133802+0.0142269j 
-0.00337883+0.00223088j 0.00489904+0.0040754j -0.00794264-0.00772877j -0.0030243+5.27453e-05j 0.00186082+0.00811797j 0.000791217-0.007744j 0.004275-0.00829378j -0.00390459-0.0125383j -0.00553473+0.00404088j -0.00234279+0.00229491j -0.00337994+0.0116294j -0.017005+0.0142574j 0.0107973+0.00149973j 0.00597693+0.00256047j 0.000904042-0.00660121j 0.00397309-0.00035007j 0.00344733-0.00559764j -0.00889318+0.000995824j 0.00167162+0.00523981j -0.00459553+0.00878729j -0.0140996-0.00728262j -0.00129895+0.00588331j -0.00453785+0.00588996j 0.00627385-0.00118485j -0.00235669-0.00282878j -0.00256245+0.00271275j -0.00506093-0.0143555j 0.00516682+0.00974181j -0.0102017-0.0190665j -0.00624388+0.00300891j -0.00341283+0.00576719j -0.00356746-0.01536j -0.00305423+0.00654113j -0.00849999+0.00489777j 0.0212527+0.00342258j 0.000904861+0.0173906j 0.00107586-0.00169924j 0.0187692+0.00555186j -0.00909486-0.00217125j 0.00164045+0.0054936j 0.00456406-0.00762448j -0.000224302+0.0137118j 0.0101265-0.0040508j 0.0156078+0.000864284j -0.0176151+0.00388721j 0.00729839-0.00981176j 0.00511468+0.0183532j -0.00702407+0.00107143j 0.0238066-0.000505558j -0.0133368-0.0258788j -0.00242768+0.0154356j -0.00711533-0.00209757j 
0.000933568+0.00146443j 0.000775269-0.000656141j -0.000668473-0.00268828j 0.00077213-0.000810561j -0.00255118-0.00313387j 0.000797302+0.000277761j -0.00103283-0.00253621j -0.000262744-0.00257374j 0.000546525+0.00169359j 0.000981168-0.00254676j 0.00122417-0.00210232j -0.000740742-0.00148139j -0.00153461+0.000332363j 0.00209777-0.00071068j 0.00686525-0.00188552j -0.00409993-0.000154879j -0.00276962+0.00165984j 0.00642056-0.00198001j 0.00200629-0.00690294j -0.00313187-9.17447e-05j 0.00138124-0.00126326j 0.00184231-0.00565862j -0.000928845-3.24611e-05j 0.00568611+0.00393138j 0.000358483+0.00127665j -0.00810714-0.00680315j -0.00479545+0.0054314j -0.00101702-0.000958229j -0.00176221+0.00401205j -0.00118633+0.00620657j 0.00133257+0.00352707j 0.000100273-0.00403621j -0.00340616-0.00387412j 0.00266024-0.00301504j 0.00962743+0.00492001j -0.00276722+0.00671151j 0.00572096-0.00720289j -0.000403765-0.00417003j 0.00320979-0.000461412j -0.000592872+0.00384976j -0.00189579+0.00115074j 0.00149949+0.00344931j -0.00543729+3.17946e-05j -0.00176183-0.00599086j 0.00157729+0.000528639j -0.00304658+0.00638468j -0.00609702-0.00489788j -0.00198688-0.00748833j -8.24236e-05+0.00267035j 0.000801177-0.00307492j 0.000591523-0.000793998j -0.000146481+0.000942912j 
0.000601362-0.00448143j -0.0035005+0.000179113j 0.00152148+0.00173729j -0.00233154+0.00521916j -0.00359028-0.00218623j -0.00114699+0.00323366j 0.00344819-0.000956105j -0.002026-0.000341932j -0.000775488+0.00231041j -0.00343189+0.00488354j 0.00589374+0.00175286j 0.00122415-0.00111372j 0.00450514+0.00015995j -0.00204758+0.0030467j -0.000623656+0.00124896j -0.00497228+0.00441914j 0.00230645-0.000101258j -0.00478223+9.93455e-05j 0.00349676-0.00428739j 0.00244164-0.00450017j 0.0149014-0.00756497j 0.00455614+0.00949282j -0.00814489-0.00041134j -0.00153281-0.000716482j 0.00290235-0.00766038j -0.00424641-0.00815874j -0.00226334-0.0280446j -0.00553247+0.0100698j 0.0177184-0.00715573j 0.00342211+0.0130982j 0.00449373+0.0034824j -0.00782951+0.00130047j 0.00599421+0.0109324j -0.00469976-0.00344998j -0.0139453+0.00948709j -0.00776567-0.0152237j -0.0122646+0.0178538j 0.0157134+0.00491026j -0.00965923-0.0204929j -0.0120915-0.0135365j 0.0129387-0.00826608j 0.00443559+0.000541864j 0.00479817-0.00203225j 0.0148261-0.00631536j -0.00564397-0.00551779j -0.00616176-0.0206399j 0.0139134-0.0118546j 0.016948+0.00917172j -0.00533645+0.00450288j 0.00155574+0.00126357j -0.000225859+3.50445e-05j 0.00247672-0.00184573j 
-0.000731607-0.000422841j -0.000135951+0.000607354j -0.000587722-0.000217986j -0.00228972+0.0043045j 0.00526382+0.00439132j 0.00381807+0.0007074j 0.00494091+0.00083405j -0.00303313+0.0019812j -0.00380151+0.00349675j -0.000845805+0.00611169j -0.00332431+0.00599466j -0.000641439+0.0031165j 0.00996221+0.000753938j -0.00246031+0.0017616j -0.00794638-0.00200963j 0.00663561+0.0103917j 0.00224171-0.00420957j -0.00640385+0.0120119j 0.00897702+0.00234657j 0.00683196+0.008879j -0.00121578+0.00263671j -0.00625241+0.00254026j 0.00634026+0.00303789j 3.16008e-05-0.00829822j -0.00499806-0.00757309j 0.000338111+0.000831999j -0.0037659-0.00878718j 0.00391323+0.0011949j 0.00422481-0.0120599j -0.00689706+0.0029452j -0.00549377-0.00189754j 0.000353567+0.00398837j -0.00507879-0.00681493j 0.0021553-0.00620424j -0.00357716-0.0118809j -0.00123401+0.00336959j -0.00886775+0.0115842j 0.0032401-0.000103363j 0.00318663-0.00458112j 0.00207836-0.00704425j 0.00667745+0.0084817j -0.00905855+0.00130793j 0.00803016-0.00257521j 0.00607884+0.00402288j -0.0018283-0.00339075j 0.00764548-0.00715752j 0.0165205+0.00370226j 0.00422675+0.0122385j -0.00367254+0.00114488j -0.00105632+0.00317953j -0.00124046+0.00381798j -0.00244298-0.00141968j 
-0.00537897-0.00286204j -0.00217914+0.00457767j 0.00163154+0.00375369j -0.00582332-0.00460024j 0.00178689+0.00467221j -0.00359225-0.00199885j 0.00198586+0.00649525j 0.00262328+0.0042551j 0.00100931-0.00140806j -0.00582246+0.00571621j -8.79951e-05+0.0142111j -0.00790371+0.000463112j 0.00161738+0.00173867j -0.00191855+0.00396812j -0.0118327+0.000791085j 0.00392637-0.00626399j 0.00298812-0.00554321j -0.0135679+0.00285384j -0.000567967+0.0120201j -0.0141551+0.00625584j -0.00315566+0.00956286j -0.00352537+0.00317953j 0.00949521+0.00464934j -0.00712631+0.00231474j -0.00626416+0.000118631j 0.0109733+0.0102611j -0.00341646+1.18379e-05j 0.014929+0.00238044j 0.00130728-0.00366854j -0.00127248-0.0126305j -0.000643139-0.019623j 0.00766428+0.01398j 0.0153684+0.00463889j 0.00344455+0.00603931j 0.00417497-0.000765245j -0.00346455+0.0103323j 0.00861369-0.00354926j -0.00205011+0.00209868j -0.000200555+0.00388322j 0.0201423-0.00437651j -0.00307886+0.0033004j -0.00529114+0.0010195j 0.0142027+0.00547453j 0.00282144+0.0148846j -0.000692714-0.00212068j 0.0136308-0.00268489j 0.00860195+0.0186353j -0.00320757+0.0143852j -0.00141133-0.00547721j -0.00389886+0.00547967j -0.00566559+0.00166188j -0.00148341-0.00423492j 
-0.000324105+0.00232332j 0.00336694-0.000447776j -0.000374588+0.0022239j 0.0022996-0.00317671j -0.00293431-0.00457272j -0.0117619-0.00194762j 0.00191401-0.00330218j 0.00145408+0.00263575j -0.00476939-0.00586543j -0.00355298-0.004574j 0.00166364-0.00913715j 0.00474479+0.00500727j -0.00865249+0.00237944j -0.000294592-0.00146537j -0.00659096-0.00166519j -0.00140694-0.00229953j -0.00334245-0.000680713j -0.00711082-0.00121163j -0.00378689+0.00536223j -0.0108628-0.0120051j 0.00227016-0.00586783j 0.00443036+0.00629342j -0.01477+0.00145136j 0.00171324+0.00913689j 0.00608718+0.00423307j 0.0165521-0.00822764j 0.00373357-0.0089113j -0.0042767-0.00437743j -0.00618261+0.00583985j 0.00131747-0.0169486j -0.000511357+0.010906j 0.00327713-0.0133469j 0.0140828+0.00152649j -0.00267235+0.00360231j -0.0162549+0.00751393j 0.00404722-0.0177752j -0.0045582+0.00529446j 0.00704666+0.00928233j -0.0103256-0.000859793j -0.0202605+0.00952569j -0.00911587-0.012195j 0.00677876-0.00716388j 0.000449489-0.00266819j -0.00931152+0.000212462j -0.00588739+0.00242034j -0.010384+0.00451958j -0.00966379+0.000604756j -0.00444123-0.00210429j 0.00473582-0.0044558j 0.00515672+1.23085e-05j 0.00239182-0.00112322j 0.00082968+0.0023344j 
0.00120567-0.000425562j 0.000114558-0.00158592j 0.00275839+0.000241455j 0.00433008-0.000272061j 0.0030489-0.0020496j 4.24669e-05-0.000647399j -0.0021377-0.00231302j 0.00376041+0.00157605j 0.00124395+0.00299675j 0.00907659-0.0026393j -0.00337704+0.00108641j 0.00860484-0.00258717j -0.000206583-0.000838861j 0.00469493-0.00265335j -0.00705144+0.0108893j 0.00707164-7.74809e-05j 0.00522112-0.00251613j 0.000900936+0.00284446j -0.000641055+0.0159866j 0.0114911-0.00442989j -0.0169491-0.00152336j 0.00760534+0.00574301j -0.00609547+0.0171409j -0.0219839-0.00044647j -0.00780613-0.006865j 0.0195262+0.0159985j 0.0182652-0.0201851j -0.0120867+0.00326013j 9.15455e-05+0.00585076j -0.00207853-0.0152759j -0.00661991+0.00160454j -0.0106185+0.00434536j -0.000602034-0.00246713j 0.00225259+0.013524j -0.017771+0.0043639j -0.00139833-0.0254667j -0.00244563+0.0179526j 0.00119893+0.00631056j 0.00960577+0.0175177j -0.00322515+0.000480065j -0.0115299-0.00273286j -0.00909128-0.0149559j -0.00673563-0.0130139j 0.00227787+0.0125014j 0.00100782+0.00632154j -0.00292062+0.000339357j -0.00357721+0.00912266j 0.00366688+0.0108943j 0.000234919-0.00403389j 0.00396391-0.000715167j 0.00131141+0.000169625j -0.00016081-3.0053e-05j 
