0.0369339+0.0228858j 0.0635832-0.0226884j -0.0868992-0.0361665j 0.00655759+0.0744689j 0.116626+0.0523643j -0.101495-0.067004j 0.0223995-0.153745j -0.141189-0.157585j -0.0737435+0.0506415j -0.0503757+0.0454872j 0.0486969+0.188938j -0.246307+0.292189j 0.116587+0.0138418j 0.101969+0.0480639j 0.0666094-0.0630173j 0.043284-0.137027j 0.0448763-0.147813j -0.126131+0.069706j 0.050341-0.0287446j 0.0820624-0.0377644j -0.0768715-0.0524965j 0.127003+0.11673j -0.165968-0.0554929j 0.0326483+0.0564512j -0.212233-0.114186j 0.0988771-0.0914598j -0.0799778-0.0708213j 0.0105241-0.085745j -0.162192-0.0585535j 0.1058-0.0274685j -0.0503434+0.171142j 0.017486+0.0419898j -0.0708651-0.0818258j 0.076203-0.10554j 0.135611-0.0703193j 0.0027921+0.124302j -0.0266416-0.064173j -0.0415958+0.0467125j 0.0450465+0.0705036j -0.0657684+0.0333962j 0.0179631-0.0209818j -0.0657522+0.0253187j 0.0102188-0.0390101j -0.0523191+0.122891j -0.0258925-0.00494054j -0.110241+0.0849777j -0.0225745-0.0204954j -0.214799+0.254431j -0.0158725+0.0890804j -0.0867427-0.021571j 0.0829208+0.148807j -0.104346+0.028281j 
0.00043014+0.000856807j 0.00384875-0.00101614j -4.58028e-05-0.00203123j 0.000444274-0.00084665j 0.00182753-0.00173616j 0.00470503+0.00068024j -0.000681471-0.000152411j 0.00123209-0.00361836j 0.00184376+0.00380691j 0.00391504-0.00644148j -0.00373753-0.00765212j 0.000497981-0.000374038j 3.62666e-05-0.00132615j -0.001144-0.00085338j 0.00517354-0.00105237j 0.0075187-0.00507628j 0.00200674-0.00369913j 0.00655009+0.00910267j 0.000955829-0.00380127j 0.0045945-0.00318961j 0.00319708+0.0072227j 0.00717296+0.00680249j -0.000867447-0.00272909j -0.00532454+0.00230438j -0.00109091-0.0015921j -0.00231727+0.00460131j -0.00303043-0.00374998j -0.00189063-0.000859734j 0.00797564-0.0140068j 0.00219583-0.00323099j -0.000930848-0.010255j -0.00224043+0.000448506j -0.00115546-0.00399177j 0.0073309-0.00674989j -0.00261185+0.00936823j 0.00462359-0.00120678j 0.00343392+0.00475635j 0.0131435+0.000245511j -0.00146016-0.0110607j 0.00174495+0.00308343j -0.00230053+0.00447619j 0.00302564-0.00233017j 0.00662399+0.00430363j -0.00133671-0.000729903j 0.00379288-0.000459031j 0.00163275+0.00601565j 0.00279983+0.00672005j -0.00184414-0.00183744j -0.00110547-0.00651834j 0.00302126+0.000539367j 0.000719675-0.000666075j 0.000350112+0.000883802j 
-5.73305e-05+0.000776087j 0.00170892+0.000756839j 0.00114536-0.00247527j -0.00246543-0.000147995j -0.000501335-0.00110992j -0.00200051-0.000428766j 0.00261557-0.000818952j 0.000696267-0.000164238j -0.000892169+0.00236001j -0.0035434+0.00264642j -0.00107884+0.00151062j 0.000722792-0.00154126j 0.0028052+0.000773506j 0.00172362-0.00078699j 0.000716326-0.00298368j -0.00952099+0.00325696j 0.00725562+0.00397886j -0.00313576+0.000989455j -0.00603922-0.00132121j 0.00370832+0.00052616j 0.000897253-0.0029007j -0.00339881+0.000674634j 0.000331702-0.00158194j 0.000983533+0.0067944j 0.00975213+0.00726979j -0.00338021-0.00235203j 0.00359051-0.00258223j -0.00677396-0.00827103j -0.00821282-7.47431e-06j -0.000987177-0.0134153j -0.00272569+0.00141082j -0.0084913+0.00904693j 0.000768488-0.000340707j 0.00485896+4.44754e-05j 0.0056956-0.00132462j 0.00380542+0.00740896j 0.00233832-0.00482736j -0.00103494+0.00487148j 0.00132759-0.00638922j 0.00203307+3.62541e-05j 0.000298576-0.000342006j 0.00213968-0.002484j 0.00380766+0.000116347j 0.000328224-0.00357921j -0.00133865+0.000754074j 0.00206962+0.00108116j -0.000992-0.000644119j -0.00202766+0.00151724j 9.71375e-05-0.000705961j -0.00226758-0.00192865j 0.000353438+0.00184451j -0.00087996+0.000293961j 
-0.00146916-0.000259201j 6.77772e-05+0.00128955j -0.00205681-0.00305678j -0.00222413+0.00460364j 0.000878814+0.00495938j 0.00489959+0.00547186j 0.00358775+0.000158728j -0.000699174-0.00162452j 0.000302537+0.00331063j -0.000797183+0.00147554j -0.00233443+0.00464411j -0.00366017+0.000161433j 0.00942016-0.00043795j 0.000175794+0.00494276j 0.00419396-0.00179819j 0.0109415-0.00156963j 0.00123388+0.000460497j 0.00615772+0.00408849j 0.00566602-0.00133502j -0.00309755-0.00378073j -0.000214313+0.00401789j 0.00342691-0.00313061j 0.000608915+4.61036e-05j -0.00956409+0.0131603j -0.0117554+0.00505875j 0.00124509+0.000812716j -0.00233861+0.000934066j -0.0131463+0.0123142j -0.000214894+0.0083511j -0.00365798-0.00266699j -0.000660769+0.0050711j -0.0132341-0.00173481j -0.0050853-0.00282636j 0.00435882-0.00289544j 0.000920049-0.00633775j -0.00308135-0.00493732j -0.0082464+0.0174479j 0.00820742-0.00207735j 0.000567829+0.00109157j 0.00279484+0.00021123j -0.00115025-0.0130068j 0.0157481-0.000581012j 0.0107385+0.0120637j -0.0114261+0.00733446j -0.00500023+0.00859343j -0.00642565-0.00214364j -0.00284738-0.000619915j 0.00537745-0.00332067j -0.00342582+0.00370972j -0.0058336-0.00197317j -0.00107002+0.00209777j -0.00250142+0.000973142j 
0.00183838+1.02365e-05j -0.000670414-0.00170796j 0.000204666-0.00208465j -0.00372875-0.00328184j -0.00109237+3.04089e-05j 0.00460452-0.00307204j -0.00291762+0.00115461j -7.96126e-05+0.000948475j 0.00217515+0.00739434j 0.001557+0.000374657j -0.000688798+0.00189562j -0.00247997-0.000876317j 2.63082e-05+0.00664176j 0.000365884-0.00608902j -0.00243148-0.0043412j -0.00751706-0.000558223j 0.000864167+0.00456986j -0.000181232-0.00474353j 0.00546485-0.00117083j -0.00730606+0.00942037j -0.00787354-0.00692291j -0.00208427+0.0015779j -0.000605726+0.00891613j 0.00283015+0.00896636j -0.00570559+0.00164908j 0.00419953-0.0117457j -0.00535806+0.000899796j -0.00410158+0.00234738j 0.00326043-0.00876497j 0.00148917-0.00583567j 0.0021606-0.00259343j 0.00315917+0.00535771j 0.00894674-0.00248478j 0.00300047-0.0029562j 0.00173228-0.0164877j -0.00226397-0.00674593j -0.0142474+0.00542195j 0.00242462+0.00186052j 0.00467736+0.0031381j -0.000674767-0.00852661j 0.0063649-0.0036667j 0.00583826-0.000108297j 0.000809276+0.00934739j -0.00842698-0.00182154j -0.00639258+0.00521576j 0.00421085+0.00206293j 0.00386549+0.00247958j -0.000486834+0.00289863j -0.000343442+0.00168512j -0.00296772+0.000564632j -0.00161796-0.00186295j -0.00105741-0.00109791j 
-0.00300412+5.45915e-05j -0.0016104+0.00139852j 0.000723744-0.00121963j 0.000860167-0.00194534j -0.00136869-0.000277867j -0.00061308-0.00169691j 0.00229813+0.000180591j 0.000401075+0.00025897j -0.00181806+0.00449229j -0.00134563+0.000614798j -0.000226434-0.000595102j -0.00311153-4.79891e-05j -0.00149563-0.000913152j 0.000598028-0.000656359j -0.00452584-0.00375945j -0.00362594+0.00419141j -0.000766695-0.00304756j 0.00334751-0.000904405j 0.00566891-0.00389296j -0.00511257+0.000748835j 0.00162684+0.0015147j -0.00385766-0.00484285j -0.00907793-0.000304707j -0.000627383-0.00137177j 0.00410011+0.0062273j 0.0110046+0.000591082j -0.00649038+0.000493941j -0.00226674-0.00859206j 0.00109126-0.00515657j -0.000199174-0.00132964j 0.00073869-0.00654981j -0.00412526+0.00798713j -0.000850878+0.00600632j 0.00377834-0.00219832j 0.00841908+0.000816605j -0.00239897-0.00432184j -9.79585e-05-0.000488099j 0.00654025-0.00149345j -0.0043316+0.00153273j 0.00297255-0.00222506j -0.000729191-0.000566589j 0.000464635-0.00166917j 0.00328309-0.00174939j 0.00169531-0.00102957j -0.000179962-0.00114046j 0.00062512+0.000397302j -0.000618391+0.000828679j -2.22565e-05+0.000553512j -0.00149706+0.000578952j -0.00199105+0.00164064j -0.0012786+0.000795316j -0.000669328-0.00118069j 
0.000298639-0.000953626j 0.00131928-0.000546469j -0.000714563+0.000738604j 0.000469156+0.00123032j 0.00101484+0.000100914j -0.00132625+0.00151949j 0.000686011+0.00190789j 0.00262971+0.00310083j 0.00254933+0.00353053j 0.00350202+0.0028222j 5.51193e-05-0.00055426j -0.00315322-0.000438904j -0.00241893+0.00180632j 0.000456796-0.0045378j 5.18243e-06-0.00162266j -0.00260624+0.00109052j 0.00992658+0.00449845j -0.00344563+0.00503779j -0.00377503-0.00141368j -0.00140167+0.00539904j -0.000313653+0.000868477j 0.00663115+0.00742311j -0.00382114+0.000837086j 0.004805+0.00177156j 0.00368175-0.00551304j -0.00116556+0.00710991j -0.00209715+0.00547139j 0.00662604-0.00533331j -0.000778394-0.00868373j -0.00876687+0.00350013j 0.00598854+0.00186537j 0.0116689+0.00432904j -0.0017344-0.00327937j -0.00280097-0.00467395j -0.0115561+0.00388274j 0.0151768+0.00455741j 0.00473015-0.00818672j -0.00373777+0.00630486j -0.00166424-0.00447749j -0.000961941+0.00312705j -0.000502703+0.0074046j -0.00844263+0.00312995j -0.00695781-0.00344914j 0.0024904-0.00524797j 0.00253209+0.00283692j -0.00240516+0.00324983j -0.00110126-0.00188087j 0.00119212-0.00152072j 0.000924453+4.75608e-05j -0.000546985-0.000440192j -0.000537993+0.000451378j 0.000608644-0.000757024j 
0.00116716-0.000841698j -0.00183281-0.00142485j -0.00158146+0.0011057j 0.00151123+0.00280205j 0.00175075+0.0011989j 0.00114815+0.000841551j 0.00111135-0.000497754j 0.000766277-0.000850824j 0.00297074+0.00563292j -0.000457343+0.00435508j -0.00191769+0.000123629j 0.00142788-0.00444981j -0.00104886-0.00028228j -0.00150841-0.000405977j -0.00547315+0.0112093j 0.000606651-0.0106287j -0.00085437-0.00624431j -0.000903173+0.00393436j 0.00394542+0.00221418j -0.000412783-0.00335743j 0.0037616+0.00304593j 0.0072886+0.00148492j 0.00748774+0.00128693j -0.00355993+0.000624738j 0.00742479-0.000958823j -0.0112361+0.00155202j -0.00106061-0.00298809j -0.00116492-0.00824475j -0.0122302-0.0241582j -0.00605049-0.0149562j 0.00703276-0.00296358j 0.00623254+0.00519931j -0.00403624-0.00287614j 0.000163634-0.0123856j 0.00023741-0.0019248j 0.0104748-0.00490805j 0.00568459+0.000618834j 0.0118815+0.00516644j -0.0150696-0.00644329j 0.00761127+0.00567435j 0.0110176+0.00821256j -0.00452324+0.0107463j -0.0106481+0.00105614j -0.00324784-0.0100669j 0.00306724+0.00254813j -0.000799877+0.0014759j -0.00182115-0.00386369j 0.00109232-0.0044705j 0.000187044+0.00318166j 0.000139487-0.00100105j 0.000954142-0.00139488j 0.00137432-0.000859294j 
0.000855489-0.00274759j -0.00535749-0.00131532j 0.00201153+0.000717868j -0.00399239-0.00206232j -0.00465957-0.00119166j 0.000295954+0.00473508j -0.00362766+0.00306106j 0.00032028-0.00116009j 0.000517076+3.84751e-05j -0.00378699+0.00909869j 0.00182496+0.0042908j -0.00121313-0.00196023j 0.00142741+0.00282005j -0.00391772+0.00723233j 0.000193499-0.00150752j 0.000314943-0.0025559j -0.00146847+0.00118917j 0.00446753-0.0082983j -0.00183472+0.00568188j 0.00350133+0.00827283j 0.000403642+0.00127966j 0.000667491+0.00772468j -0.0031652-0.00289664j -0.0195604-0.00476496j -0.00712138+0.00632046j -0.00491105+0.000226702j -0.00239551+0.0175908j 0.00392026+0.000628106j -0.0153871+0.00306215j -0.00178097+0.0194123j -0.00069115+0.0110414j 0.00415848-0.00717218j -0.00930615-0.0120168j -0.00162567-0.000474753j -0.0118022-0.00569586j 0.00390597+0.00304922j -0.0131618+0.0127236j 0.0064649+0.00367742j -0.000350695-0.00389504j -0.00853571+0.00311988j -0.00813703+0.00578165j -0.00969799-0.00496893j 0.00433827-0.00939115j 0.0101179+0.000938802j 0.00631971+0.0120292j -0.00340371-0.000434011j -0.0142724+0.000195093j 0.00381565+0.00118201j -0.00172008+0.00411985j 0.000656296-0.00107065j -0.00261078-0.000193674j 0.00286877-0.0015059j 
0.00213136-0.000894749j 0.000829-0.000578519j 0.000805208-0.00270762j -0.00321671+0.000832225j 0.000615212+0.00237184j 0.00242682+0.00290892j 0.00246508-0.000202929j 0.00146221-0.00362504j -0.000117214+0.00284715j -0.00217965+0.00424405j -0.00136679+0.0037373j -0.00233817-0.00295282j 0.00599418+0.00016289j 0.000355462+0.00197242j 0.00279457-0.00107715j -0.00687562+0.00373634j 0.00664453+0.00512422j -0.00299459+0.00307333j -0.00586947+0.00419446j 0.00525013-0.00282835j -0.00105772-0.00324299j 0.000401855+0.00703593j 0.00357764-0.0036474j 0.00165509+0.0111877j 0.00951041+0.00644586j -0.00976929+0.000848386j 0.00140378-0.0025806j -0.00833415-0.00484603j -0.0144766+0.00368381j -0.00622385-0.0130663j -0.00126263+0.0067054j -0.00890692+0.0118066j -0.00337472-0.0051161j 0.00314833-0.00544466j -0.0022507-0.00666728j 0.00673057+0.00673053j 0.00269136+0.00406102j 0.00534735+0.00593555j -0.00240856-0.00945695j -0.000124759+0.00133359j 0.00285278+0.000969276j 0.00425643-0.0063453j 0.00407999+0.00134971j -0.000990129-0.00370694j 5.84072e-05+0.00476141j 0.00115021+2.40472e-05j -0.00227026+0.000402612j 0.000548287+0.000401759j -0.00132886+0.00117055j -0.00222331-0.0026958j -0.000408476+0.00102335j -0.0017852-1.99696e-05j 
-0.00322355+0.000539241j -0.000702482+0.00197721j 0.000938184-0.00136946j -0.0013462-0.00457087j -0.00301177-0.00224658j -0.00259812-0.00390366j -0.000642954+0.000530285j -0.00227487-0.00163248j -0.000942642-0.00183635j 6.04527e-05+4.52403e-05j -0.00436567-0.00243211j -0.00181602+0.000219223j 0.00186354-0.00375927j -0.00181637-0.00602059j 0.00304161-0.00975096j -0.00373953+0.00423505j 0.00889008-0.00728489j 0.00737191-0.00161644j -0.00619809-0.00202786j 0.0028985+0.00413718j 0.00759614+0.0028731j -0.00659486-0.00444788j -0.00571752+0.0028707j -0.0121969-0.00335144j 0.0146638+0.00782639j 0.00593589-0.0114962j -0.000337883+0.0037673j -0.0115395-0.00554592j -0.00995382-0.00161865j 0.00485773-0.00189836j -0.00270112-0.00646592j -0.0105197+0.00478495j 0.00260202+0.00199822j 0.013172+0.00296729j 0.0101675+0.00362756j 0.0065306+0.000559249j -0.00348841+0.000614802j 0.0121575+0.00188682j -0.00233377-0.00233638j 0.00322158-0.00177545j -0.00515266+1.78172e-05j 0.00125514-0.00664208j 0.00997878-0.00692568j 0.00264084+0.00085751j -0.000860884-0.00449049j 0.00115454-0.00249908j -0.00112975+0.000871099j -0.00259016+0.00318987j 0.000408825-0.000388085j -0.000610914+0.0039515j -0.00258126+0.000683288j -0.000340207-5.31755e-05j 
0.000821754+0.000476304j 0.000712413-0.00100692j -0.0018081+0.000123328j 0.00250512+0.00335244j 0.000119569-0.000174973j -0.000232052+0.00208759j -0.000542968-7.99323e-05j 0.000854078+0.000861012j 0.000360848-0.00453378j 0.00570785+0.00157881j 0.00152089-0.00168428j 0.000994611-0.00143915j 0.00187639-0.00037653j -0.00149633-0.00484175j 0.00238084-0.00262361j 0.00413713-0.00449123j 0.0113982+0.00109893j -0.00469968+0.00580998j -0.0100928+0.00368558j 0.00212199+0.00613225j 0.0035673-0.00493489j 0.00604041-0.00506735j 0.0126989+0.00310054j -0.00301063-0.00399094j -0.0101908-0.00545567j -0.00576234-0.00776682j 0.0100291-0.00078401j 0.00449892+0.0111842j 0.00101853+0.00175748j 0.00709046+0.00725737j 0.00285348+0.00670474j 0.00298705-0.0161705j 0.00907861-0.00431073j 0.00165888+0.0101853j -0.00977072+0.00521557j 0.0100634+0.00469183j -0.00107858-0.00152837j -0.0115618+0.00662733j 0.00887703+0.000964461j 0.00154389+0.00419713j 0.000833236-0.00120403j 0.00289616+0.00697891j -0.00462638+0.00369885j -0.00122454-0.000698012j 0.00114643-0.00125728j -0.000429592+0.00102469j 0.00142424-0.00158986j 0.000748374-0.00270862j 0.00106019-0.000252918j 0.000155018-0.000374368j 0.00133178-0.00118107j 0.00027352-0.000507559j 
0.00119938-0.00326835j -0.00181759-6.18758e-05j 0.00325505-0.00186548j -0.00204069-0.00243228j 0.00113415+0.00231582j 0.000777364+0.00526906j 0.00750391-0.00401303j 0.00594827-0.00602597j -0.000785479+0.0130107j 0.00291493+0.00643372j -0.000916138+0.00162242j -0.0124967+0.00286007j 0.00446828+0.000870395j 0.00109438-0.00448435j -0.00624571-0.003358j -5.43543e-05+0.00970208j 0.00667783+0.00150549j -0.00639703+0.0110425j 0.00042323+0.00298288j -0.00843156+0.00508032j 0.00371398-0.00654351j 0.00115045-0.000357382j -0.00431813+0.00289532j 0.0135158-0.00733708j -0.000289911+0.00966568j 0.0186432-0.00568211j -0.00866939+0.00366352j -0.00156411-0.0103546j -0.00713595-0.002336j -0.00288083+0.00766501j -0.000293674+0.00268811j -0.00115544+0.0170163j 0.00222529+0.00911308j 0.00129168-0.000801252j -0.00785034-0.0038542j 3.96879e-05+0.00312196j 0.00399071+0.00368431j 0.00604414+0.00128358j -0.00239418+0.00360935j -0.00306192+0.00269129j 0.00697459+0.00217605j 0.000742342-0.00294729j -0.00144155+0.00609888j 0.00240447-0.0115317j 0.00171672+0.00568898j 0.00153273+0.000201651j -0.00311301-0.000117575j 0.000968022+0.000615775j -0.00389023+0.00249514j -0.00464431-0.00257381j -0.00283862+0.00256236j -0.00273526-0.00191988j 
0.00198251-0.000130008j -0.00035203-0.00299087j -0.00100886+0.000484871j -0.000768532-2.96565e-05j -0.00124567-0.000688279j 0.00221119-0.00233946j -0.00320976+0.00629654j -8.93795e-05+0.00540963j 0.00864734+0.00125047j -0.00109417-0.00445579j 0.0033397+0.00336232j 0.00273537-0.00386303j -0.00237374+0.00713332j -0.00120108-0.00757591j -0.00234895-0.00145994j -0.00780998+0.00197888j 0.00866697+0.0057095j 0.00633948-0.00186006j 0.00677734-0.0102454j 0.00077155+0.0128144j -0.017522+0.000582617j 0.00986425+0.00661911j -0.00480581+0.00486064j 0.00538566+0.0168798j -0.00714405-0.00641299j -0.00144573+0.00062434j -0.00472577+0.00615165j 0.00837787-0.00766926j 0.00595462-0.0184425j -0.00494373-0.00323478j 0.0105563-0.00933999j 0.0165888+0.00040423j -0.000493272-0.0114926j -0.00648655-0.00977898j -0.00514368-0.00202881j 0.00804265-0.00573527j -0.00712763-0.000480546j -0.00160799+0.000992805j 0.000190243-0.00565983j -0.00254233-0.00791742j 0.00315663+0.00323923j -0.00319934+0.00349957j -0.00231903+0.00382347j -0.00765848+0.00179497j 0.00135123+0.00524144j 0.00341831+0.00477595j 0.00186794+0.00221092j -0.000156155-0.000570117j 0.00139515+0.000153799j -0.001308-0.0002981j -0.000511859-0.00339137j 0.00232254-0.000171498j 
0.00270652-0.000935715j 0.00127962-0.00120756j 0.00134921+0.00165589j -0.00100633-0.00245373j 0.000805639-0.000418819j 0.000781434-0.0015461j -0.00105923+0.000146107j -0.0009166-0.00132834j 0.000864257-0.000505644j 0.00347601-0.00469077j -0.00212158-0.000886153j -0.000350191-0.000131036j -0.000699645+0.000440925j 0.00162504-0.00159593j 0.00944317-0.000969606j 4.46429e-05-0.0125976j -0.00150294-0.000988106j 0.00339835+0.00141395j -0.00342773+0.000149761j -0.00113306-0.000446549j 0.00320188-0.00127154j 0.00275026+0.00293625j 0.00073869-0.00294362j -0.00205412+0.00305359j -0.00735666+0.000223465j -0.000590631+0.00133106j -0.00180579-0.00118804j 0.00357133+0.00314008j -0.00266418-0.00329032j 0.00595449+0.00190339j 0.00227138-0.00358517j -0.00255612-0.000845299j 0.000339602-0.00181995j 0.00159923-0.000311443j -0.0010617+0.00438961j -0.00317726+0.00113819j 0.00119418+0.00663435j 0.00670423+0.00116387j 0.00235518-0.00110325j 2.81845e-05+0.000998237j -0.000412059+0.00150825j 0.00369233-0.00183662j 0.00115941+0.00418878j -5.02178e-05+0.0030703j 0.000623673-0.000466789j 0.000491049+0.00277862j 0.00166735-0.000211484j -0.00165313+0.00378218j 0.000345945-0.00260772j 0.00123622-0.00126924j -0.000591614-0.000188137j 0.00187674+0.000693502j 
0.00215155-0.00216406j -0.00300445-0.00167579j 0.00447754-0.00180414j -0.0027503-0.00176997j -0.00248429-0.0013448j 0.000731098-0.000826572j 0.000643454-0.00146194j 0.000555-0.00538487j 0.00187508+0.0110132j 0.00263379+0.00525868j 0.00165474+0.00149885j -0.00573837+0.00225717j 0.00286513+0.00257123j 0.000547844-0.00347216j -0.00223564+0.00227354j -0.00311665+0.000297175j -0.0035093+0.000939122j -0.00801898+0.00251361j 0.00268276-0.00177176j -0.00376013+0.00840211j 0.000434183-0.00956281j -7.59962e-05+0.00212812j 0.0038494+0.0091684j 0.00252046-0.00200768j -0.000599003+0.00683888j 0.0105404-0.0156099j -0.00135512+0.0063921j -0.000757155-0.00698925j -0.0109736-0.00657831j 0.00558528+0.0052976j -0.00203018-0.00161894j 0.0033487+0.00662449j 0.008071+0.00669506j -0.00078795-0.00150743j -0.00547547-0.00954783j -0.00834691+0.00280609j -0.00102153+0.00997965j 0.00594669-0.00470024j -0.000691871+0.0062427j -0.00321982-0.000370439j 0.0111581+0.000685155j -0.000962586+0.00019013j -0.00295957+0.00488077j -0.000989637-0.0107931j 0.00547591+0.00260834j 0.00496302+0.00142614j -0.00107299+0.00427771j -0.0019126+0.00250917j -0.00138286+0.00183808j -0.00194521-0.00124429j -0.000763963+8.02388e-05j -0.000481525-0.00207254j 
0.000824574-0.000749292j -0.00288844-0.00138647j 0.000662542+0.000990379j -0.00162673-0.00164808j -0.00115632+0.00373253j 0.00219821+0.00163243j 0.000944332+0.00093469j 0.000670789-0.00155563j 0.0032289-0.000292966j -0.00408951-0.0043393j -0.00129063+0.00851942j 0.000163891+0.00155264j 0.000657003-0.00368262j -0.00946762+0.000728435j -0.0150362-0.0047723j -0.00223537+0.00110864j 0.00873984-0.00343034j 0.00996596+0.0055076j 0.000469408+0.0112746j 0.00786514+0.00570575j -0.00501817-0.0182791j 0.00218274-0.0075831j 0.00644956-0.00624477j 0.00385215-0.0026677j -0.00613491+0.0127812j -0.000398294-0.015435j 0.00296944-0.00220043j 0.0121803-0.00667908j -0.00217921+0.0020776j 0.0156708-0.00160092j 0.00710671+0.00345801j -0.00132483-0.00321252j 0.00300269-0.00521595j 0.00791987+0.00339309j 0.00463233+0.00502439j 0.00838495-0.00103765j 0.00513587+0.00712772j 0.00348897+0.00109207j 0.000299952-0.00290823j 0.00105447+5.33109e-05j 0.00382638+0.000690965j -0.00123897-0.00249231j 0.00349536+9.89839e-05j 0.000363697-0.00458905j 0.000830414+0.00180949j 0.00214352-0.000793307j -0.000820522-0.00169201j 0.00115334+0.000473624j -0.00247128+0.00397495j -0.00194655-0.000754865j -0.00157565-0.00148597j 0.00122871-0.00125539j 
4.53517e-05+9.84813e-07j 0.00180894+0.000480523j -0.00145058-0.00324281j 0.000226561+0.000623913j -0.00347421-0.00339138j -0.000501862-0.00064112j -0.00176746-0.00211654j -0.000338956-0.00381039j -0.00224816+0.00225742j 0.00774063+0.00529442j -0.00131299-0.00845881j -0.00381344-0.00184099j 0.00361129+0.00103696j 0.000215717-0.00405458j 0.0105232-0.00338399j -0.00441052-0.000332389j 0.00803425-0.000563021j -0.00780113+0.00354672j -0.0123178+0.00216023j 0.00424129+0.000455023j 0.00779894+0.00412801j -0.000778975+0.00654503j 0.00650154+0.00195811j -0.0101826+0.00307312j 0.0124712-0.00407042j -0.0108378+0.000264324j 0.0064444-0.0017048j -0.0127498+0.00620807j -0.0108663+0.00175343j -0.00661646-0.00369614j -0.0039268+0.00240476j -0.00676327+0.00235837j 0.00379671-0.0046735j 0.0069614-0.00154522j -0.00768069-0.00107472j 0.0115234+0.003879j -0.00459671-0.00221806j 0.00311341+0.00932571j 0.00226996-0.00666181j 0.00199618+0.00192434j -0.00234626+0.000258963j 0.00297292-0.0024995j 0.000545879+0.000107846j 0.000128282-0.00211269j 0.00222325-0.0018697j 0.000920318-0.000719849j -0.00133669+0.00324303j -0.00314109+0.000196223j 0.00123057-0.00315474j -1.22413e-05+0.000897179j 0.000900479+0.000880908j -0.00189041+0.000221173j 
-0.00290697+0.000324316j 0.000452158+0.00189936j -0.00283724+0.00233385j 0.0011381+0.000616687j 0.000664358-0.000886143j -0.00278378+0.000799291j -0.000438978-0.00111626j 0.000485583+0.0033893j 0.00169594-0.0035701j 0.00116947-0.00224169j -0.00491872-0.00336689j 0.00305908+0.000875778j 0.000837281-0.00119382j 0.00276163-0.00865814j 0.00231728-0.00666353j 0.00635241-0.000570832j 0.00868301-0.0078061j 0.000894081-0.00358988j -0.00328992-0.00646016j -0.00335856+0.00376338j 0.00937711+0.0137362j -0.000685192-0.00547621j -0.0082404+0.0156775j -0.0127929-0.00307512j 0.00711363-0.00627292j 0.00749431-0.00570035j 0.00139054+0.00502031j -0.0102678+0.00384987j 0.00387915-0.0113591j 0.00278352+0.0023083j 0.000378114-0.00552728j 0.000615293-0.00245506j 0.00266908+0.00283355j 0.00656929+0.00237663j 0.0049858+0.00652879j 0.008517-0.00471076j -0.00710119-0.00451358j 0.000344759+0.000373748j -0.000610938+0.000116649j 0.00543344+0.000567078j -0.00391568+0.00294577j -0.000115451+0.00421171j -0.00166829-0.00396656j -0.000370834+0.00344478j -0.00258672-0.00285882j -0.00419879-0.00127432j 5.38349e-05-0.00267525j -0.000382037-0.00102988j 0.00203793+0.000527577j -0.000463461+0.0031828j -0.00127548+0.000868659j 0.00109612+0.000706003j 
-0.00111785-0.000574294j -0.00261767-0.00122727j -0.000361948-0.00172025j -0.00186626-0.00237815j -0.00200111+0.00360169j 0.0120269+0.000910271j -0.00293629+0.00154943j 0.00291184-0.0101685j 0.0106023-0.00559586j -0.00906728-0.00849195j -0.00516924+0.0111785j 0.0126167+0.00201188j 0.012165-4.17249e-05j 0.00892214+0.0025463j 0.000917931+0.000889373j 0.012893+0.00926234j -0.000279276+0.00545139j -0.0114726+0.00296742j -0.00125988-0.00452795j 0.00722765-0.0095174j -0.00197628+0.00761333j 0.00409118+0.012945j -0.000190296+0.0222483j 0.00870457+0.0165564j 0.00149281-0.00513912j 0.0109714-0.000743869j 0.0105094-0.00347568j -0.00854638-0.00693313j 0.0130378-0.00413601j 0.00724902-0.00314661j 0.00212254+0.00847334j -0.00124937+0.00118723j -0.00375611+0.007646j -0.00531176-0.00412307j 0.00478832+0.00709427j -0.000833386+0.00638445j 0.000470919+0.0040016j -0.00353719-0.00667927j -0.00204706-0.00553832j -0.00315418+0.00312718j 0.00274702-7.57067e-06j 0.0020934-0.00352747j 0.00381526+0.00541558j -0.00111185+0.0032888j -7.24947e-06+0.00172398j -0.00316805-0.000869548j 0.000617007+0.00452472j 0.00444115-6.14693e-05j -0.00420608+0.00318417j -0.00236142-0.000417438j -0.00315119+0.000868507j -0.000892381-0.00214094j 
