-0.0972495-0.0123007j -0.029277+0.0832301j -0.14546+0.135294j 0.155299+0.184189j 0.0656824+0.0830031j 0.15523+0.0658321j -0.0403238+0.350021j 0.175377+0.0125457j -0.0471837-0.0325901j 0.0289029-0.0571391j 0.133068+0.0526007j -0.136567+0.0459258j -0.191342-0.0303314j -0.0545659+0.0580255j 0.111349+0.0543681j -0.275625-0.00207483j 0.133066+0.0608265j 0.059413+0.0299705j -0.0299168+0.119092j -0.0739482-0.00878864j 0.103302-0.124117j 0.0570345+0.0690875j 0.0285231+0.113306j 0.0829429+0.0407329j 0.0421035-0.139484j 0.0550839-0.136802j -0.0409768-0.00631883j 0.0423176+0.0276466j 0.102829-0.0297585j 0.0878216+0.0047349j -0.0302527-0.0817342j 0.0392388-0.0304172j -0.0975626+0.0116372j 0.0739664-0.00563776j 0.0219225+0.0320711j 0.171522-0.186697j 0.106552-0.167747j -0.0232061-0.00380791j 0.0808659+0.276347j 0.217704-0.0184151j 0.0577824-0.0296175j 0.0714592+0.0136261j 0.121537+0.0373167j -0.0537437+0.11512j -0.0246227-0.030107j -0.0187292-0.0310037j 0.0787702-0.04135j 0.0539902+0.0669833j 0.0148571-0.000122816j -0.0215443+0.00993995j 0.00572545-0.012625j 0.00340443+0.0321549j -0.00251699-0.0135105j 0.0123529+0.0271518j 0.00207147+0.0161816j 0.00234252-0.0111153j 0.010557+0.0161675j 0.0295414+0.0101772j 0.0149644+0.00372131j 0.00975184+0.0284237j 0.0169874-0.0174536j 0.0310566+0.0114519j 0.0165394+0.0114097j 0.00866864-0.0124035j -0.0367644+0.000556685j -0.00162601+0.00775138j 0.0056956+0.0323414j -0.0097096-0.0133326j 0.0263413+0.00549194j 0.00255331+0.0112317j -0.0225417-0.0204717j 0.00274313-0.00685274j -0.00534998-0.0115244j 0.00973349-0.0260924j -0.0163516-0.00864476j 0.0098998+0.0133529j 0.0128558+0.00272011j 0.000283283+0.00944167j -0.00158069-0.0172997j -0.0085666+0.00933587j 0.00986016+0.00124359j -0.0175921-0.0241089j 0.0191979-0.00607721j -0.0198079-0.00593428j 0.00617634-0.00250894j -0.0193686-0.0261011j 0.0090961-0.0104164j -0.0508822-0.00255901j -0.00874989+0.0356859j 0.0208572+0.0148619j 0.035426+0.0131637j 0.00674337+0.0289493j 
-0.00166644-0.00302581j -0.00255012+0.00173461j 0.000711419-0.00054248j -0.00290149-0.00134388j 0.00156959+0.00126008j 0.00294282-0.000795492j -0.00204534-0.00138391j -3.68828e-05-0.000800102j -0.00366124-0.000775622j 0.00110519-0.000108575j -0.00032659-0.000847725j -0.00129783-0.00279338j -0.000583122-0.000593358j -0.000956423+0.000699343j 0.000789645+0.00301613j 0.00148595-0.000944786j 4.09885e-05+0.000361624j -0.00183966-0.000448304j -0.0020526+3.28635e-05j 0.00181642-0.00162636j -0.00174756+0.00223502j 0.00100543+0.000683244j -0.0012739+0.000395765j 0.00124064-0.00227621j -0.00173577+0.00190375j 0.000518165+0.00160296j 0.000990594+0.00063847j 0.00142365+0.00189013j -0.00266861-0.000274986j -0.0020239-0.00124705j 0.00395332-0.000514008j -0.00232358-0.00129964j -0.00405549+0.00440232j 0.00206079-0.00190448j 0.00137485+0.00182222j -0.0020608+0.00114016j 0.000941071+0.00380585j 0.000922062+0.00109293j 0.000658684-0.00204566j -0.0037484+0.000549352j 0.00144983-0.000713591j -0.00231909+0.00259336j 0.00334695+0.00103763j 0.00323935+0.00148517j 0.00712966-0.00194305j -0.000771071+0.00153725j 0.00226814+0.000677608j -0.000180577-0.000888212j -0.00358551+0.00100432j 0.000195725-0.00205453j 5.18603e-05+0.000949178j -0.000257402-0.000448839j -0.000686079+0.00126259j -0.00238478+0.000546762j -0.00404251+0.00183241j -0.00260834-0.000955354j 6.09203e-05+0.000918062j 0.00205941-0.00269371j 0.00385191+0.000684389j -0.00192495+0.000124272j -0.00298374-0.000193002j 0.00495541+0.00206743j -0.000418219+0.000851575j -0.00151906+0.000420874j -0.00093561-0.000923994j -0.000726529-0.000636101j -0.000445897+0.0023666j -0.00207076+0.00125186j -0.00575586-0.00111681j 0.00287465-0.00399254j 0.00614563+0.00888376j 0.00118888+1.35676e-05j 0.00231146+0.00372002j 0.00209473+0.00347015j -0.00296728-0.00112745j -0.00634379-0.000108286j -0.00621712-0.00229831j -0.00468026+0.00728328j 0.000222991+0.00364723j 0.000785575-0.000975313j 0.00664476+0.00712489j 0.00486276+0.000221666j 0.00288316+0.0049119j -0.00150202-0.00513391j -0.00264371+0.00197409j 0.00117171+0.00447925j 0.00486428+0.00647611j -0.00731655+0.00133815j 0.00388919-0.00875864j -0.00486408-5.72318e-05j -0.000617712-0.000159682j 0.000355246+0.00375072j 
0.000393519+0.00404946j 0.00259433+0.00179334j -0.00185908+0.00331399j 0.00153061-0.000108847j -0.00535105-0.00232691j 0.000867632+0.000204948j 0.00350331+0.00354832j 0.000837022-6.09881e-05j 0.00329337-0.000564101j 8.77705e-05+0.000744946j -0.00491828-0.0028726j 0.00255702+0.00360512j -0.000190005+0.00157964j 0.00445274-0.00128887j 0.00192413-0.000107505j -0.00504711-0.0021611j 0.001143+0.00154811j 0.00290703-0.00060889j -7.82542e-05-0.000482295j -0.00223138-0.00119313j -0.00144647-0.000473943j 0.00305601-0.00233314j 0.00183646+0.0040036j -0.00109547-0.00180945j 0.00569756+0.0060264j -0.00281732+0.00187001j -0.00122315-0.000863112j -0.0017546+0.000991058j 0.000678118+0.00442173j 0.00134748+0.000215764j -0.00025061-0.000965623j -0.000877711+0.00402628j 0.00479064-0.000277101j 0.00143002+0.00183267j 0.0028878+0.00364285j -0.00145866+0.00250025j 0.0037691+0.00225873j -0.00227501-0.00113773j 0.00173339+0.00163111j 0.00135836-0.000112674j -0.00226898+0.00392031j 0.00524955-0.0031587j -0.0020644+0.0020496j -0.00245288+0.000363184j -0.00601908+0.000585986j 0.0081605-0.00216229j -0.000945942+0.00542732j 1.34073e-05-0.00321771j 0.00285265-0.00185393j -0.00676659+0.00209974j 0.00620884+0.00132542j -0.00236066+0.000154777j -0.00240375+0.00114486j 0.00287202-0.000868188j 0.00426635-0.00298786j -0.00582383-0.000690356j 0.00325547-0.000281868j 0.00338509+0.000174692j -0.000807426-0.00258964j 0.00256937-0.00290582j -0.0014948+0.000818117j -0.000725087-0.000450895j 0.000549793+0.00322514j -0.00193726-0.00303367j 0.000848332-0.00044845j 0.0013621+0.00313041j 0.00306351-0.000531588j 0.00433414-0.00269107j 0.00710725+0.000390712j -0.000116504+0.00236223j 0.000251691+0.00063778j -0.000910379+0.000659808j -0.000285805-0.00225969j -0.00418746-0.00302035j 0.00190367+0.00210191j 0.00112487+0.00398277j -0.00201006+0.00372077j 0.00279086+0.00621159j 0.00100363+0.000284989j 0.000362009+0.0024369j -0.00439225-0.00304139j -0.0040994-0.000163129j -0.00471191-0.00453984j 0.00563798+0.002031j 0.00707098-0.00115257j 0.000856904-0.0056051j -0.00992481-0.00251719j -0.00452544+0.0012527j -0.000818722+0.00439121j -0.000731474+0.00351192j 0.000389416-0.00142013j 0.000955292-0.00032502j 
0.00144705+0.0017041j 0.00194612-0.0023825j 0.0021434-2.30827e-05j 0.00114887+0.00164418j -0.00253055+0.000135172j -0.00336112+0.0033603j 0.00388752+0.000487341j 0.000722729+0.000563396j 0.000307965+0.00246081j 0.00442767+0.0025751j -0.00298805+0.00131236j 0.000555377+0.00036541j -5.14846e-05+0.000394405j 0.000941785-0.000785799j -0.000691053+0.00305356j 0.00150622-0.000831228j 0.00177888-0.00344779j -0.00218206-0.000521344j 0.00174646+0.0027687j -0.000160843+0.00402524j -0.000299003+0.00138153j -0.000182148+0.00242916j 0.000473213-0.00386089j 0.00220504+0.000984549j -0.0024748-0.00103943j 0.00160768-0.000633249j 0.00272121-0.000857003j 0.000429271-0.00287565j 0.00315399+0.0048006j -0.00415089-0.004662j -0.000222173+0.00013668j 0.00124754+0.00583761j 0.000556606-0.00363157j 0.00271601+0.00367947j -0.00168284+0.00279691j -0.00361755+0.00350411j 0.000694851-0.000761519j -1.23054e-05-0.00150932j 0.00140314+0.00170336j -0.00106163+0.00149646j -0.00323014+0.00216437j -0.00153283-0.00115292j -0.00132289+0.000496877j 0.000691893-0.00232152j -0.00278446+0.0010375j 0.000174125-0.00774926j -0.00371205+0.00256211j 0.00564829-0.000839962j 0.00215523+0.00423143j 0.00223032+0.00018337j -0.00234359-0.00203531j 0.000173007-0.000874072j 0.00522439-0.00112281j 0.00278539-0.00296388j -0.00148322-0.00235814j 0.0103101+0.00521385j -0.00500472-0.000695001j -0.00247959-0.011791j 0.000225489-0.00378676j -0.00245055+0.000145056j -0.0027051-0.012464j 0.00193015+0.00249865j -0.00122692+0.00548051j -0.0103088-0.0019586j -0.00292465-0.00287494j 0.00476377-0.00529325j -0.00269468-0.00393138j -3.94146e-05+0.000401564j -0.00149246+0.00488701j -0.00663218+0.00609272j -0.0027812+0.00281567j 0.00191536+0.0020637j -0.00609511-0.0063452j 0.00258542-0.00552341j -0.00827243+0.00821497j 0.00486509+0.00241327j 0.00227241-0.00749042j -0.00839821-0.0027621j -0.00225762+0.00609241j -0.00256585-0.00323566j -0.00560236-0.00155154j 0.000480147+0.000752903j 0.00495716+0.00209166j 0.000949249+0.00341495j 0.00519088+0.00458522j -0.00235374-0.00165251j -0.00792266+0.000555791j 0.00504032-0.00436781j -0.00354303+0.00070541j -0.00160278-0.00145145j 5.05084e-05+0.000626749j -3.39892e-05-0.00115806j 
-0.000360527+0.0050417j 0.00119123-0.00145371j 0.00285559-0.00239172j 0.00154079-0.00293553j 0.000145045-0.00103804j -0.00192244-0.00115184j 0.00174634-0.00191494j -0.0051579+0.0012274j 0.00219647+0.00128853j -0.00116627-0.000681998j 0.00305768+0.00269379j 0.000975811-0.00121114j 0.000472952-0.000499527j 0.00108444+0.0016854j -0.00281841-0.00672504j 0.00287782+0.00198743j -0.00209443-0.000889782j 0.00338386+0.000364634j 0.00508394+0.000716756j -0.000249493+0.00194304j 0.000616744-0.00305668j -0.00453528+0.00177686j 0.00083379-0.00264108j -0.00274784+0.00405689j -0.00454847-0.00901304j 0.00102962-0.00279761j -0.00324955-0.00449077j -0.00342989-0.000162199j 0.00166693-0.00120566j -0.00129345-0.00595319j 0.00292946+0.00728359j -0.000451264+0.00552817j 0.00293405-0.0118991j -0.00431813+0.00248844j 0.00155517-0.00555702j 0.00337079-0.00136365j -0.00217071-0.00603522j -0.00395326-0.00100954j 0.00279028-0.0050667j 0.000228001-0.00193418j -0.00752425+0.00876296j 0.0056778+0.00440131j 0.00224585-0.00144763j 0.00105749-0.000937685j -0.00105238-0.000722841j -0.000294683+0.00149593j 0.000431069-0.0010382j -0.000793328-0.00172826j 0.000934463+4.80375e-05j -0.00234667+0.00240157j 0.00131537+0.00407768j -0.000334976+0.000612045j -0.000494518+0.000590207j 0.00165873+0.000349549j 0.00455143-0.00198376j -0.00194289-0.00248903j 0.0022447+0.000758813j -0.000517267+0.00336082j 0.000803753+0.000655366j 0.000801257-0.00380397j -0.00435945+0.00229563j -0.00432355-0.000700489j 0.00388957+0.000337178j -0.000525191-0.000240633j -0.0041402+0.000351308j 0.00102161-0.000135853j -0.000952539+0.000284198j 0.00298379-0.00148066j 0.00136545+0.00401732j -0.0020036+0.00312814j 0.00530771-0.000441999j 0.00103843+0.00351031j 0.00445157-0.00154638j -0.00593389-0.00750708j 0.00274005+0.00469787j 0.00371879+0.00256439j -0.00777716+0.0147063j 0.00819308+0.00694418j -0.00410269+0.000786992j -0.00233325-0.00398769j 0.000219488+0.00170394j 0.00125142-0.000242204j 0.000575836-0.00031437j 0.00610334-0.00131169j 0.00385035+0.00941461j -0.00312259+0.00732595j -0.0138704+0.00171203j -0.00164681-0.00600222j -0.00294696+0.00745153j -0.00418397-0.00121356j -0.00159594-0.00154291j -0.0012615-0.00692768j 
0.00378138-6.06047e-05j -0.000544441-0.00771788j 0.00780396-0.00477009j -0.0026589+0.000915389j 0.00137347-0.000240327j -0.00519244+0.00622967j -0.0030954-0.000149193j -0.00247419-0.00250806j -0.00140419-0.00344453j 0.00018317+0.00217857j 0.00345025+0.00261894j -0.00473075-0.000173171j -0.00176487-0.00189133j -0.00395657-0.000745299j 0.00462304-0.00298028j 0.00239994-0.000825614j 0.00243312+0.000364017j 0.00293251-0.000341336j 0.00257451-0.000157537j 0.00733797+0.00510198j 0.00109646-0.000737944j -0.00264113-0.000145209j -9.03177e-05-0.00451859j 0.000154851+0.00282177j -0.00102467+0.000972168j -0.00212192+0.00214024j -0.0017418+0.00437016j 0.0079488+0.00474891j -0.0037156-0.00659879j -0.00747584-0.00366669j 0.00321342-0.0155204j 0.0128467+0.00539412j -0.00182276-0.00134471j 0.00361406-0.0118827j 0.00300023-0.000888665j -0.000555728-0.000442112j -0.0054827+0.00122329j -0.00656367+0.00988441j -0.0101362+0.0052495j -0.00935677+0.00275039j -0.0107816-0.00460921j -0.0148769+0.0177359j -0.00404631+0.00210351j 0.00395792-0.00587096j 0.0017471+0.000833323j 0.00147051-0.00225116j -0.00267529+0.000330791j -0.00247004+0.00260751j -0.00236888+0.000464571j 0.000421434+0.00191401j -0.00135545+5.98107e-05j 0.000100492+0.00175363j 0.00160053-0.00108872j -0.0022533+0.00151858j 0.00245515-0.00194163j 0.0034157-0.00162297j 0.00171645+0.00180984j -0.000651098-0.00133156j 0.000402356+0.00151789j 0.0027203+0.00105791j 0.00338554-0.000251113j -0.000344671-0.0030692j -0.00527353-0.0019754j -0.000964475-0.000973562j 0.00321491+0.00149147j -0.00299303-0.000243321j -0.00299254-0.00272915j -0.000123797+0.000742809j 0.00377624-0.000288798j 0.00238624-0.00502111j -0.00583675-0.00376368j -0.00268013-0.00362973j -0.0072977+0.00452275j 0.000126039+0.00112571j 0.00400614+0.000403864j -0.00496412-0.00320948j 0.00402781-0.00742309j -0.00214885-0.0106286j 0.00529605-0.00335302j 0.000760284-0.00140593j 0.00310066+0.00134309j -0.0031669+0.0055452j -0.0052106-0.00333322j -0.00579169-0.000706107j -0.00756265-0.0044095j -0.00213307-0.00453326j 0.00732727-0.0107127j 0.00616604-0.000850688j -0.00432305-0.00136642j 0.00540685-0.00621127j 0.000835146+0.00961673j 0.00027678+0.00148546j 
0.00240869+0.0061977j 0.00231204-0.00207108j 0.00341736-0.0041571j 0.00124452-0.00616804j -0.00445748-0.00011652j -0.00312483-0.00185461j 0.000441548-0.00513621j -0.00843999-0.000717946j -0.000882472-0.000721928j -0.000447179-0.00126128j -0.005622+0.00119764j -0.00408367-0.00163925j -0.00128666+0.000858835j 0.00097204-0.00214186j -0.00127675-0.00268443j 0.000344486+0.00113761j 0.000811629-0.000636469j 0.00162561-0.00192118j 0.00190158+0.000102889j 0.00413033-0.00449348j -0.00308748+0.00149257j -0.00103727-0.000937881j 0.00163385+0.00160833j -0.0006842-0.00271962j -0.00145262-0.00148001j -0.000935758-0.000362071j -0.00619276+0.000142204j -0.00353394+0.00339748j 0.000574368+0.00188004j -0.00443706-0.0182816j 0.0153636-0.00391158j -0.00807013+0.00696161j -0.00326114-0.00262515j 0.00081868-0.00208239j 0.00894901-0.00156225j -0.00627044+0.00519362j -0.000542939+0.000452695j -0.00110719+0.00455044j 0.0102897-0.00393399j -0.00961196+0.00495335j -0.0206471+0.0164332j 0.0036073+0.00742141j 0.00345644-0.00215603j 0.00276026-0.00190861j -0.00196287-0.00161312j -0.00173539+0.00537579j -0.00158965+0.00080573j -0.000438099+0.000166146j 0.000247843-0.00255279j 0.000925874-0.000706899j -0.000689231+0.00618981j -0.00257657+0.00381905j 2.86418e-05+0.000885341j -0.000587382+0.000211848j 0.00137657-0.000411532j -0.00214288+0.00224803j -0.000374582+0.000444341j 0.00153145+0.00252502j -0.00330076+0.00240449j 0.00335121-0.00514807j 0.00557354-0.00161489j -0.00625263-0.000841357j -0.000989448-0.00214285j 0.00277598-0.00195713j 0.00313951+0.00231808j -0.00040956-0.00114173j -0.00269689-0.00271111j 0.00352253+0.000261334j 0.00279347-0.0041861j 0.000178184+0.0024172j -0.00488326-0.00461071j 0.00262751-0.00193826j -0.00511986+0.000847285j -0.00536864-0.00196332j 0.00397374+0.00623033j 0.000244024-0.00422892j 0.00504781+0.00447703j 0.00788394-0.00684187j -0.00459796-0.000432245j 0.00360268+0.00144014j -0.00469902-0.00124819j -0.00223429+0.00177739j 0.00158997-0.00444736j 0.00180862+0.0037784j -0.00686841+0.00054289j -0.00218831-0.00435245j -0.00252656-0.0045525j 0.00308489-0.000889186j -0.00409308+0.00511028j -0.000430168-0.00682536j -3.58607e-05+0.00583531j -0.000964404-0.00947337j 
-0.00232879+0.000460498j 0.000393048+0.00343138j -0.00213379+0.00343733j 0.000586945+0.00148442j 0.00270733+0.00164723j -0.000598888-0.00143288j 0.00050599+0.000964401j 0.00255911+0.000214884j -0.00131164+0.00280626j -0.000739891+3.78998e-05j 0.00290991+0.00175411j 0.000699631-0.000872353j -0.000533791-0.000753571j -0.00050321+0.000407464j 0.000688035-0.00261278j 0.00124552+0.00088681j -0.000914224-0.000645816j 0.00158259+0.00374905j 0.00112587+0.000998107j 0.001375-0.00122231j 0.00488182-0.00179941j 0.00194884+0.00135564j -0.000520862+0.000356226j -0.00198032-0.00102092j -0.00350909+1.6841e-05j 0.000681526-6.74456e-05j -0.000980611-0.00128132j -0.00438611-0.00339562j 2.05029e-05-0.00444655j 0.00229234+0.00128333j 0.00100874+0.00129668j -0.00663557-0.000641287j -0.000614118-0.00181469j -0.00143185+0.00176785j -0.00435906+0.000287601j 0.00091607-0.000498431j 0.000895419-0.00222398j -0.00174285-0.000625258j 0.00266994-0.00123716j 0.000603151-0.00174732j 0.00192091+0.000781386j 0.00567464-0.00417138j 0.00215273-0.0022224j 0.00180453-0.00206752j 0.0026028+0.0047533j -0.0058496-0.00112431j -0.00115037-0.0024752j -0.00394655-0.00040067j 0.00031762+0.00561672j 0.00154589+0.00342553j -0.00446635+0.000291702j 0.000447409+0.000132358j 0.00419603+0.003057j -0.00449236-0.000194169j 0.000815511+0.00139642j -0.000169285-0.00417659j -0.000897075-0.000512922j -0.00342078-0.000165537j 0.00574297+0.00296575j 0.000345944+0.00152525j -0.00393778+0.00687912j -0.000167981-0.00132773j 0.00262685-0.00611138j -0.000167847+0.00820019j -0.00881156+0.00239926j -0.000974664-0.00425844j -0.00318727+0.0112457j -0.0111557+0.000925378j -0.00402401+0.00161127j -8.44873e-05-0.0071958j 0.00296148-0.00319868j 0.00597618+0.000367845j 0.0097841+0.00220534j -0.00104719-0.00190535j 0.00725947-0.00269659j 0.00477142-0.00444288j 0.00192228+0.0111381j 0.00203998-0.000382122j -0.00497459-0.00144089j -0.0115372-0.00204144j 0.00987141-0.00523818j 0.0111245+9.58817e-06j 0.00156628+0.0126302j -0.00884417-0.00329428j -0.00105387+0.00866288j -0.00368437+0.00838668j -0.0040767+0.000557738j 0.000180035-0.00538803j -0.00265646+0.00615128j 0.00432737+0.00920018j -4.96365e-05-0.000822967j 0.00119541-0.000479321j 
-0.000887474+0.000422752j -0.000157232+0.00367312j 0.000257824-0.00307797j 0.00242612-0.00293565j -0.0015209+0.000245094j -0.000313228-0.00359759j 0.000894363-0.00281864j -0.00385853+0.00101242j -0.000634791+0.0016477j 4.62836e-05-0.00208414j -0.00272491+6.9458e-05j -0.00158564-0.00235968j -0.000995453+0.000727724j 0.00304887-0.000912051j -0.00339171-0.000628773j -0.000997335+0.00172511j 0.000361202-0.00212004j -9.67787e-05+0.00166225j -1.01796e-07+0.000293978j 0.00183372-0.00560171j -2.10044e-05+0.000800116j 0.00157604+0.000596926j -6.24665e-06+0.00228996j -0.00185905-0.00215102j -0.00144836+0.000810162j -0.000374626-0.00232339j -0.00160116-0.00140292j -0.00543539+0.00143884j 0.00198227+0.00265849j 0.00062359-0.00771171j 0.0103181+0.00157348j -0.010169+0.000743134j -0.00234807+0.00060679j -0.00145877+0.00146925j 0.00559683+0.000463739j -0.00408144+0.00556906j 0.00426832-0.00218002j 0.00205394-0.00177384j 0.0125573-0.00341587j -0.00526656+0.00164131j -0.00596479+0.0131583j 0.00494229-0.0015007j 0.00574141-0.00545707j 0.00112849+0.00249216j 0.00175662-0.00251571j -0.0014935+0.00418896j -0.000489692+0.00107344j 0.00215501-0.00210613j -0.00127241+0.000814896j 0.00165101-0.00450687j 0.000337504-0.00272196j -0.00158195-0.000771669j -0.00421905+0.000807386j -0.00113205+0.000543313j -0.00400772+0.00365759j -0.00238333+0.00246437j 0.00112706-0.000205333j 0.00264665-0.000871775j 0.000952724-0.000156343j 0.000735865-4.61916e-05j 0.00507786+0.000773404j 0.00458455+0.00040181j -0.0026435-0.00146954j -0.00141926+0.000876702j 0.000120281-0.00347257j -0.00192122+0.000817218j 0.00322265-0.000771985j -0.00471529-0.00102043j -0.00209816-0.00165504j 0.00879154-0.00496883j 0.00149481+0.00773822j 0.00491121-0.00103963j 0.00232678+0.00137356j 0.00408526+0.00360173j 8.03415e-05-0.00235655j -0.00927628-0.00900062j 0.0063881-0.00736615j -0.00311681+0.00170547j -0.00327305-0.00025271j 0.00684231+0.003388j 0.000685077+0.00227151j 0.00148301+0.0020644j -4.05986e-05+0.001831j -0.00492178-0.00541998j -0.00590784-0.00736817j 0.00759635+0.00175657j 0.0102619+0.00764137j -0.0039197+0.00311396j 0.000456462-0.00530233j -0.00641479-0.00486209j 0.00337777-0.00174578j -0.00207729-0.00380131j 
-0.000375758+0.000916223j 0.000413427-0.00144465j -0.00224479-0.00294218j -0.00236442+0.0017512j -0.00401593+0.00135337j 0.00284454-0.0065183j -0.00634095-0.00134017j -0.00238746+6.12729e-05j -0.00118352+0.00185429j -0.00288985+0.000338298j -0.00139062-0.00356068j -0.0051805+0.000756752j 3.43351e-05-0.000575646j -0.00124342-0.000765671j -0.00267002+0.00264261j -0.000985519+0.000421021j 0.00139332+0.00142316j -0.00555989-0.00293693j -0.00195666+0.00183781j 0.0018138-0.000242887j -0.00545116+0.00431962j -0.00113318-0.00198876j 0.00211029+0.00445205j 0.000504329-0.000816112j 0.00135844-0.00141547j 7.90931e-05-0.000609228j -0.00331836+0.00196377j 0.00652006+0.00339884j 0.00274512+0.00675855j -0.00140911-0.000698092j 0.00642392-0.00553364j 0.000735457-0.00111374j 0.00289862+0.00266278j -0.00227841-0.000478703j 0.00225896-0.00768928j -0.00146653-0.00310858j 0.00065367+0.00168454j -0.00117233+0.000112023j -0.00483316+0.000733434j -0.00418746+0.000539193j -0.00427335+0.000953288j -0.00403599+0.00634848j 0.000318043-0.000914691j 0.00084859-0.000120742j -0.0041846-0.00435734j 0.00376485-0.00405731j -0.0015138+0.00476482j -2.6612e-05-0.00276932j 0.00197544+0.00250286j -0.00471069+0.00214271j 0.00405589+0.000282592j 0.00123702-0.00173453j 0.000414024-0.000104544j -0.000180126-0.0076188j 0.00116735+0.00306809j -0.00419609+0.00782537j 0.0018691-0.00384519j -0.00407162-0.00173447j -0.00313188-0.00386175j -0.00167861-0.00237279j -0.00388185+0.000844914j -0.000717014+0.0021609j 0.0058018+0.00439118j -0.00781933+0.00379091j -0.00881352-0.00136416j 0.00159642+0.000240203j -0.00115777-0.000303289j -0.00617021-0.00239444j 0.00873824-0.00081481j -0.000855569+0.00424324j 0.0128865-0.00171572j 0.000231926+0.000842194j 0.000325184-0.00580136j -0.00260658-0.00295303j 0.00365372-7.72841e-05j -0.00282515+0.0112392j 0.00437432+0.0042451j -0.00149406+0.00517699j -0.00264728+0.00627761j -0.000359002-0.00178397j -0.00354911-0.00294553j 0.00172926-0.00661496j 0.00802292-0.000950307j 0.00281803+0.000964088j 0.007486+0.0045028j 0.0057524+0.0057787j -0.0132097+0.00680034j -0.00313522+0.00093171j -0.00536331-0.00590422j -0.000556844+0.00312948j 0.00233617+0.00343896j 0.0021295-0.000786002j 
-0.000257515+0.00148693j -0.00057778-0.00214169j 0.000552404-0.00373825j -0.00205161+0.00519418j -0.00157936+0.00215998j -0.000735338+0.00264324j -0.00297078+0.000179347j 0.00273508-0.00256192j -0.000655859+0.000679584j 0.0012232+0.00251069j 0.000475049-0.000244665j -0.00258893+0.00158416j -0.00283063+2.75241e-05j -0.000956069-0.00161718j 0.00288009+0.00189505j -0.00125483-0.000876293j 0.00418447-0.00057515j 0.000925748+0.00124742j 0.00251419+0.00610085j 0.0061375+0.00552102j 0.00185064+0.00283592j 0.00181893-0.00306196j 0.00258184-0.000154074j -0.00595355+0.00165797j -0.000851079+0.00265708j 0.00170665-0.00672671j 0.00124077+0.000850458j 0.00973094+0.00332884j 0.00366013+0.001497j -0.00374043+0.00728934j 0.000270819-0.00991013j 0.0113857+0.00818922j 0.0100819-0.00460997j -0.00344715-0.00352942j -0.00656689-0.00680801j 0.00241672-0.00217986j 0.00331598-0.000930416j -0.00691696-0.0019742j -0.0115009+0.00664059j -0.00474088-0.0015878j -0.00167074-0.00361845j -0.0125178+0.0117236j 0.000913161+0.00224883j 0.00337517+0.000287828j 0.00339834-0.00553162j -0.000207592-0.00109747j -0.000726553+0.0015277j -0.00231288-0.000825941j -0.000278957+0.00304127j -2.19928e-05-0.0015885j 0.00257126-0.00176593j 0.000879879+0.00130836j 0.00120971+0.00164993j -0.00263271+5.24661e-05j -0.00151566+0.00322771j -0.00699111+0.00113178j 0.000662654-0.00221319j -0.0025329-0.000637303j -0.00100495-0.00241462j -0.00415678-0.00126332j -0.0035053+0.00359394j -0.00229377+0.00492983j 0.00303857+0.000607651j 0.0027736+0.00371236j -0.00574814+0.00118421j -0.00109737-0.00476521j -0.00268644+0.00533857j -0.00478105-0.00238631j -0.00321054+0.000113625j 0.0011919-0.00139084j 0.00793205+0.00345632j -0.000552591-0.00174327j 0.00560667+0.000801052j 0.000726001-0.00113231j 0.00706797+0.00164173j -0.00316924+0.00883155j -0.00098429+0.00982108j 0.00032303+8.3565e-05j -0.00557288+0.00445088j -0.00301154-0.0025456j 0.00177645-0.000427566j 0.00558642-0.00745541j 0.00580383+0.0058984j -0.00147324+0.00097446j 0.00415905+0.00490546j 0.00266257+0.0116954j -0.00780431+0.00427488j -0.00458171+0.00031276j -0.00156351-0.00432481j 0.00375583+0.00246399j 1.18952e-05+0.00710653j 0.002607+0.00264877j 
