-0.0614561+0.015979j 0.0163003-0.0345701j -0.0743835-0.0515193j -0.00770741+0.0490247j 0.0810822+0.0404414j 0.0590737-0.0233783j -0.0863325-0.161139j -0.091332-0.0450823j -0.0969216+0.0440134j -0.108789+0.0275361j -0.0429133+0.0155151j 0.0867224-0.230638j -0.0588835-0.0289608j 0.0256158+0.0524268j -0.0438444+0.0812967j -0.0113285-0.128074j -0.0747294+0.0486066j 0.149494+0.0172013j -0.125037-0.0169055j -0.087116-0.0281775j 0.0343328-0.116142j 0.0212666-0.0349451j -0.0154353-0.03361j -0.0677528-0.0508774j -0.0305057-0.0750494j 0.137794-0.0325493j 0.079677+0.0234502j 0.0673249-0.0382524j -0.00113015+0.104938j 0.0198284+0.0951107j 0.0198629+0.124053j 0.0870572+0.00394331j 0.172765+0.113479j 0.0905642-0.0660359j -0.0386836+0.0695037j -0.0473355-0.0254061j 0.0098496-0.0335195j 0.156611-0.0142107j -0.0839978+0.0297867j -0.170115-0.00333046j -0.0708374-0.130024j -0.0575344-0.0986588j -0.0892321+0.027754j 0.0282097-0.128502j -0.067625+0.0888129j 0.0324747-0.0356794j 0.0336208+0.0626774j 0.109409+0.00272627j -0.00758738-0.0912624j -0.0259869-0.117198j -0.0896766+0.0664052j 0.0441149+0.0239063j 0.0135453-0.0231541j -0.0752645+0.00419623j 0.0738056-0.0289427j 0.0242433+0.0279857j -0.00741065-0.099703j 0.0157572-0.0083022j 0.0140958+0.075285j -0.102792-0.0930767j 0.0593197+0.0801081j 0.2145-0.00287665j -0.0449217-0.0468375j 0.134136+0.128981j 0.0340824+0.0264184j 0.260592+0.0172397j 0.0225971+0.0900019j -0.0530182-0.000531062j -0.0969646-0.0835072j -0.0169747+0.0762663j 
-0.00310844+0.00296401j -0.0042088-0.000588453j -0.000127507-0.00202397j -0.00274235+0.00492979j -0.000866009+0.00393633j -0.00633509-0.00486122j 0.00271438-0.00235701j -0.00533194-0.00320018j -0.000573985+0.00350199j -0.00221927+0.00362724j 0.00363716+0.00268276j -0.00152061+0.00133806j -0.00515062-0.000449704j 0.00253519+0.00470775j 0.0014518-0.000298977j 0.00175588-0.000353751j 0.00117573+0.0010091j 9.79769e-05+0.00462435j -0.00775071+0.00485807j -0.00126438-0.00365718j -0.00515955+0.0059457j -0.00162025-0.00446857j 0.00166302-0.00319863j -0.00768373-0.000811119j -0.00366153-0.000807264j 0.00032419-0.00162848j -0.00208329-0.00812022j -0.00247054+0.00579937j -0.000483511+0.00624681j -0.000873139-0.00322221j 0.00483059-0.00284161j 0.000109108+0.00292844j -0.00133332+0.00466696j 0.00465182-0.00362731j 0.00609325+0.00111896j -0.00624159-0.00191818j -0.00489255+0.00381744j -0.00523787+0.00145166j -0.00336926-0.00243765j 0.0011684+0.00308507j 0.00566377-0.00207389j 0.00482682+0.00970774j 0.00599308-0.000184275j 0.00469364-0.0107711j 0.00201403-0.00718556j 0.00862707-0.00246269j 0.0043137-0.00164128j -0.00326015+0.00924206j 0.0101439+0.00113093j 0.00124336+0.00486067j 0.00520165+0.0141064j -0.0114119-0.0019535j 0.0055652+0.00889973j -0.0156113-0.00524266j -0.0144+0.0126406j 0.00716127-0.0133473j 0.00456773+0.00489925j 0.00942255+0.00217655j 0.00300754-0.00339339j 0.00922827-0.000425745j -0.0050262+0.00184073j -0.00601833-0.00397282j -0.0126705-0.0139563j 0.00891474-0.0105092j 0.015476+0.00450835j -0.00236372+0.010791j 0.00130642+0.0156102j -0.0122684+0.00197957j 0.00348769-0.00238598j 0.00180462-0.00277281j 
-0.00133639-0.000630183j 0.00151403-0.00078753j 0.00056946-0.00143933j 0.00119801+0.000369215j 0.00102535-0.000986871j 0.00042171-0.00043403j 0.000696481-2.36963e-05j -0.00228116+2.98878e-05j -0.00309473+0.00117023j 0.000691799+0.00287787j 0.000659436-0.00175537j 0.00124727+0.000961044j -0.000937505-0.00111643j 0.00106781+0.00111779j -0.00287399+0.00407866j -0.00113992+0.00474464j -0.00141748-0.00132728j 0.00147813-0.00286272j -0.000897822+0.00222593j -0.00124897+0.00124737j 0.000824017+0.00555369j 0.00225419+0.00157796j -0.00132889-0.000579178j -0.00434667+0.000763195j 0.00128065+0.00158634j -0.000232027+0.000204437j -0.00312281-0.00232121j 0.00229007+5.25107e-05j 0.00306297+0.000862518j 0.00131448-0.000922549j 0.0018608-0.00042297j -0.00171015+0.000988152j -0.00109499+0.000276643j -0.00603805+0.00114808j -0.00245992-0.000285619j 0.00130501+0.00376247j -0.00219881+0.00340631j 0.0029302+0.00558597j -0.00274523+0.000195007j -0.00104188+0.00574534j 0.000221049+0.000198606j -0.00305618+6.2118e-05j 0.00335399+0.00341362j -0.000182624-0.0069932j 0.00174112-0.00126072j 0.00192047+0.00029779j -0.000989129+1.74324e-05j -0.00337163-0.00156319j 0.00284604+0.000958175j -0.00128255+0.00498287j -0.00708749+0.00184274j -0.00748545+0.000764055j 0.00508733+0.00270414j 0.000280212-0.0116945j 0.00261669+0.00570447j 0.00828444-0.00193107j -3.47752e-05-0.00463243j -0.000401873-0.0026182j 0.00351775-0.00199186j 0.00822116-0.003438j -0.00113117+0.00273551j 0.0020526+0.00259483j -0.00303585+0.000328099j 0.000264259-0.00650249j 0.00535831-0.00392094j 0.0050674+0.00114906j 0.000264172+0.00408965j -0.000873043-0.00305022j -0.000631532+0.000286421j 0.0015436+2.76487e-05j 
-0.000341662+0.000968004j -0.00343209-1.3322e-05j -0.000104701+0.00137085j -0.000724764-0.00135446j -0.000761772-0.000783775j 0.00346844-5.58273e-05j 0.00070123-0.00109494j 0.000137634+0.000785032j 0.00120636+0.000494477j -0.0013675+0.00282073j -0.00346019-0.00102481j 0.00182542+0.00045964j -0.00181993-0.00118057j 0.000160594+0.00118419j 0.00103407-0.00185381j -0.00522185+0.00153737j 0.00367199-0.00206981j 0.00478542-8.16322e-05j 0.00116087-0.00214199j 0.00290118+0.000291221j -0.0024697+0.00209501j 0.00409289+0.000277656j 0.00133071-0.00223444j -0.0028814+0.00203128j 0.000953047-0.00168725j -0.00127734+0.00450362j -0.00494978+0.0012997j 0.00107017-0.00200079j 0.00114505-0.00351396j -0.000761839-0.00414686j -0.000943549+0.00364041j -7.96209e-05+0.000190122j -0.00386106+0.0017747j -0.000696759-0.00162157j -0.00150123+0.0010789j 0.00298378+0.0043474j -0.00410219-0.000560436j -0.00562938-0.00257315j -0.00434806+0.00195523j -0.00592417+0.000214746j 0.00325331-0.00179016j 0.00251162-0.0019602j -0.00192423+0.00277631j 0.00124263+0.00101758j 0.00135004-0.00220846j 4.78415e-05-0.00903639j -0.00216746+0.00337982j 0.00665534+0.00411241j 0.00131913-0.00466471j -0.00356164-0.000776922j 0.000509777+0.00116857j -0.000814421+0.00261208j 0.00397602+0.00275354j -0.00129297-0.00388833j 0.00321953+0.00369881j 0.00162641+0.000148569j -0.00320821-0.00148842j 0.00163551+0.000614781j -0.00267086-0.00366273j -0.00196879-0.000666676j 0.000706786-0.00244318j -0.00038975-0.00592251j 0.000320828-0.00300301j 0.00386802+0.00222502j 0.00652947+0.00680858j 0.000360778-0.00301269j 0.00156664+0.000655603j -0.00164735+0.00224172j 0.00150721-0.00179719j -0.00114769-0.00168461j 
-0.000977486+0.00111594j -0.0026908+1.81656e-05j 0.000917198-0.00058688j -0.00255835+0.00245392j 0.00172283+0.0019214j 0.00120942-0.00212391j 0.000178437-0.0010053j -0.00108833+0.00280084j -2.15204e-05+0.00417462j -0.000250288+0.00680871j -0.00157049-0.00136934j 0.000928296+0.000523687j -0.00242199-0.00109216j 3.91085e-05+0.00101861j 0.000965844-0.00107563j -0.00413036+0.00495288j 0.00316881-0.00216094j 0.00186854-0.000937995j -0.00366456-6.59735e-05j 0.0018211+0.00233631j 0.00226046+0.00341789j 0.00643606+0.000705263j 0.000186664-0.00204232j -0.00108475+0.00118581j -0.000114767-0.000816896j 0.00158374+0.00218655j -0.00599519+0.000334492j -0.0026474+0.0018397j 0.00294276+0.000672062j 0.00216287-0.00271776j -0.00130848-0.00121615j -0.00519436+0.00235902j -0.000838929+0.00562214j 0.00468176+0.000555454j -0.00212515-0.000269044j -0.00338348+0.00624031j 0.00316548+0.00637594j 0.000347583+0.00338638j -0.00312045+0.000145855j 0.00460004+0.00309119j 0.00477087+0.00207675j 0.00206851-0.00175596j -0.00119017+0.00129895j -0.00632581+0.00176063j -0.00229345-0.00247724j 3.25621e-05-0.00603319j -0.000349121+0.00678545j -0.00416944-0.00288581j -0.00125751-0.00517946j -0.0010445+0.00394367j 0.00485432+0.00343403j -0.00162149+0.00525836j 0.00518207-0.00239664j -0.0021829+0.000541799j 0.00122631+0.00510779j 0.00326354-0.00178829j 0.000382191-0.00398136j 0.00828307+0.000974721j 0.00171257-0.00178493j -0.00210848+0.00785457j -0.0056204-0.00355398j 0.00512761-0.0024052j 0.00732896-0.00442798j 0.00754839+0.0042273j 0.000334107+0.0082106j -0.0034991-0.00153545j 0.00451271+0.00503709j -0.00243099+0.00543415j 0.00123734+2.5307e-05j -0.000826508-0.000223496j 
0.000501488-0.0013875j 0.0026166-0.000316236j 0.00569198+0.00162497j 0.000967411-0.00674351j 0.000591453-0.00490271j 0.00217838+0.00476462j -0.000496043+0.00332077j 0.00216188+0.00108915j -0.00182+0.00274395j -0.00132554-0.00227334j 0.000292502-0.00499334j 0.000245472+0.00131227j 0.00065106-0.00402164j 0.00148431-0.00216274j -0.00328446+0.00820486j -0.00257379+0.00498478j 0.00523641+0.00111552j 0.00680395-0.00227602j 0.00683149-0.00191084j 0.00358553+0.000667562j -0.000260023+0.00282175j 0.000552422+0.00174562j -0.0039445-0.000302426j -0.00261639+0.00197829j -0.000678624-0.00404952j 0.000574192+0.00157577j -0.00240218-0.000630119j 0.00242355-0.000300171j 0.00260641-0.000198976j -0.00523878-0.00259054j -0.00444119-0.00628144j -0.00180322-0.00205454j 0.00101902+0.00029613j -0.00790667-0.000649833j -0.000884299-0.000679576j 0.00185147-0.00190435j 0.00185885+0.00107663j -0.00342886+0.00102967j -0.00521806+0.0016413j 0.0036618+0.00713265j -0.00266778+0.00369894j -0.0033805-0.00236833j 0.00113284+0.000900207j 0.0037146-0.000117239j 0.00172431-0.000537021j 0.00151225+0.00429313j -0.00478254+0.00202463j 0.000372598-0.004248j 0.00259263-8.46175e-05j 0.000945002+0.00112995j -0.00983594+0.000539108j -0.000859336+0.00473636j 0.00719996+0.00360757j -0.00886846-0.0118339j -0.000641768+0.00856257j 0.00404745-0.00813355j -0.00690483+0.000815342j -0.00242627-0.00121967j -0.000119061-0.00186143j 0.0023412-0.00192485j 0.00472086+0.00574207j 0.00171486+0.00266951j 0.00177807-0.000191151j -0.00104464-0.0105859j 0.0069739-0.00472138j 0.00911738-0.00370826j 0.000938566-0.00222708j 0.00075071-0.00453086j 0.000933667-0.000892775j -0.000329745-0.000723654j 
-0.00133286+0.000177574j 0.000239389-0.0011242j 0.00074326+0.00225601j 0.00137467-0.00111893j 0.00347745-0.00079524j 0.000857412+0.00407873j -0.00356156+0.002252j -0.000322646+0.00117702j -0.00153144-0.00346078j 0.00228297-0.00321756j 0.00142517-0.00411321j 4.46581e-05-0.00215539j 0.000493685-0.00147452j 0.00163905-0.0030756j -0.00222189+1.55118e-05j -0.00578365+0.0017446j 0.0014834-0.00167007j -0.000130686+0.00108274j 0.00281006-0.00203454j -0.000159932+0.0010217j 0.000866705+0.00169125j 0.00224182+0.00150891j -0.000454749+0.000459356j -1.57339e-06+0.00685733j 0.00104088-0.000278297j -0.00272194+0.000832504j -0.000719736+0.000974963j 5.05702e-05-0.00256269j 0.00435015+0.00035529j -0.000851496+0.00163992j -0.00403753-0.00103776j 0.00340594+0.000282913j -0.0059839+0.00396307j -0.00409516+0.00284733j -0.00499198+0.00355272j 0.00611696-0.000828116j -0.000276022-0.00242892j 0.000133914-0.00236359j -0.00110498+0.00495833j 0.00504983-0.00578472j 0.00206289+0.0021199j -0.00742495-0.00614683j 0.00136047-0.00402819j -0.00281026+0.00469919j -0.00055509+0.000597015j 0.00357812+0.00259278j -0.00109204-0.00433419j -0.000459007+0.00109462j -0.00386339-0.00492258j -0.00581955-5.41552e-05j -0.00415708+0.00189788j -0.00491097+0.00195027j 0.000630537-0.0014308j 0.000159155-0.00224829j 0.00132455+0.00692841j 0.000731659+0.00130611j -0.00250668-0.000291118j 0.000528983+0.00280044j 0.00144304+0.00580102j -0.00604896-0.00266974j -0.00253389-0.00228384j -0.000939663+0.00155489j 0.00177246+0.00275614j -0.00310968-0.00205326j 0.00147855-0.00281259j 0.00354659-0.00298964j -2.21336e-06-0.00276629j 0.00448209+0.00121301j 0.000455804+0.000544555j 0.000492363-0.00112765j 
-0.00137663-0.000772063j 0.000879555-0.000218881j -0.00279379+0.00164761j 0.00331975+0.00187623j 0.0008355-0.000120498j 0.00458326+0.00487268j 0.00361597-0.000438773j 0.00245859+0.00289077j -0.00014187-0.000673298j -0.000864034-0.00156189j -0.00223698+0.0039865j 0.0010409+2.84475e-05j 0.0019013-0.00198973j 0.00221538-0.00469459j 0.00406294-0.00462676j -0.0028364-0.00234555j 0.00482553-0.000956148j 0.00859005-0.00227222j 0.0051227+0.00173734j 0.000299216+0.000737383j 0.00414963+0.00168307j 0.00462833-0.000644661j 0.00202662-0.000195335j 0.00570436+0.00322122j 0.000849675-0.00196633j -0.00310961+0.00327841j -0.00733072+0.00179173j 0.000767275-0.00607004j 0.015025-0.000149473j 0.0014523-0.00627859j -0.00384975-0.0053349j -0.000164859-0.000703018j 0.00858215-0.00299554j -0.00188881+0.00391525j -0.000780268+0.000284036j 0.00079258+0.0107696j 5.35115e-05-0.00855341j -0.00564738-0.00949008j -0.00528008-0.00163164j 0.00367062-0.011612j -0.00398741-0.0021046j -0.00164992+0.000520972j -0.00476651-1.35408e-05j 0.001068+0.000382105j -0.0063067+0.0119377j -0.000327955+0.00592672j -0.00636524+0.000854729j -0.00285741+0.00905975j 0.00482388-0.0123753j -0.000291693-0.00904071j -0.00503852-0.00931374j -0.0051282+0.00158574j -0.000327297+0.014328j 0.00142529-0.00476227j -0.0057904+0.0113246j 0.00160582-0.00619494j 0.00658403-0.00440569j -0.000488541+0.00530417j 0.0042269+0.00913293j -0.0159364+0.000407399j -0.00633898-0.00764291j -0.00725314+0.00749177j -0.00573307+0.00865477j -0.0119743-0.00205562j -0.00272513+0.00163417j 0.0112011-0.000293845j -0.000621594-0.00218485j 0.00422603-0.000468112j -0.00238531+0.00110341j 0.00261094-0.00153468j 
-0.00142536+0.000188648j 0.000694668-5.08904e-05j -0.00103991-0.00179724j -0.000318131+0.00308716j 0.00186989+0.00124333j -1.47276e-06-0.00132989j 0.00177399-0.00328192j 5.01309e-05-0.001302j 0.000388056-0.00157568j 0.000686614+0.0031487j -0.00095746+0.00280199j 0.000762624-0.00172672j -0.00199971-0.00142212j 0.00168558-0.00173151j 7.66629e-05-0.00376436j 0.00270233-0.00108769j -0.00215281+0.000442518j -3.23783e-05-0.00174765j -0.000498846+0.00039194j -0.00139616-0.00336244j 0.000186522+0.000948j -0.000851088-0.00281744j 0.00262627+0.00174609j 0.00313451-0.00276069j 0.00187253+0.00493336j -0.000897905-0.00105987j 0.000180003-0.00138431j -0.00304831+0.00588807j 0.00477692-0.00157185j 0.00306365-0.00326291j 0.000225381-0.000344864j -0.00207469-0.000798389j 0.00105057-0.000671633j -0.000558502+0.000621016j -0.00457664-0.00132811j -0.00068292+0.00612383j 0.00615563-0.00228001j 0.00447528+0.00116816j -0.00301877+0.000812949j 0.00256077-0.00227105j -0.00143051+0.00426862j -0.000232366-0.00446664j -0.00425505-0.000548379j 0.00133937-0.00322221j -0.000752299+0.00492894j 0.00335855-8.93184e-05j -0.000999315+0.000504733j -0.00671366+0.00499596j -0.00290156-0.00250045j 0.00324795+0.000366126j 0.00542228+0.000213314j -0.00449278+0.00203832j -0.00468151+0.000949644j 0.00116861+0.000667562j 0.000110531-0.00165795j 0.00134015-0.000708931j 1.05614e-05-0.00155142j 0.00271558+0.000613326j 0.00258611+0.00298507j -0.00274191+0.00708819j -0.00669049-0.00213301j 0.00103092+0.00127109j -0.000608446-0.00226779j -0.00201573+0.00299911j -0.0022798+0.00353075j -0.000724127+0.000844274j 0.00147323+0.00267972j 0.00037527+0.000497183j -0.00129433-6.19674e-05j 0.000466128+0.000631761j 
0.000400345+0.00164956j -0.00243583+0.000958062j 0.000129096+0.00180269j 0.0021882+0.00156781j -0.00180557-0.00281894j 0.0036554-0.00256459j 0.000446144-0.000647547j 0.000209702-0.000465118j 0.00081391-0.00538638j 0.00047233+0.00555361j -0.00451034-0.0008677j 0.000917117-0.00212407j 1.87332e-05-0.000929872j -0.000335257+0.00297801j -0.000671798-0.0025417j 0.00181777+0.00122819j -0.000750222-0.00417025j 0.00187215-0.00765582j 0.00128302-0.00501831j -0.00161453-0.00382562j -0.00367895+0.00146878j -0.00359734-0.00117787j 0.000833001+0.00272306j -0.000829481-0.000720206j 0.00514419+0.00100621j -0.00397635+0.00403646j 0.00250008+0.00442078j -0.00162336-0.00366013j -0.00624958-0.00393132j -0.00477418-0.00249359j 0.00265864+0.0053448j 0.00277793-0.00690379j -0.00804113-4.74957e-06j -0.00805078-0.0035088j -0.00289624-0.00284225j 0.0124224-0.00125783j -0.00222569-0.00832996j -0.0050903-0.00481396j -0.0126814+0.00511232j -0.00820141+0.00626584j 0.00488047-0.00482397j -0.00304183-0.0109073j -0.00493592+0.00242561j 0.00636108-0.00067656j 0.00407215-0.00130527j -0.0038041-0.00498189j 0.00393568-0.00331338j 0.0112033+0.00640948j -0.000290589+0.00088874j -0.00263787+0.00295477j -0.00389347+0.00121534j -0.00162026+0.00413815j -0.00270635+0.00754758j -0.00168848-0.0063587j 0.0030323-0.00715054j 0.00532863-0.000808221j -0.0024938+0.0034219j -0.00549743+0.00176658j -0.0107708-0.00027633j -0.00786127-0.0133925j 0.00533436-0.0080638j -0.00701703-0.0054928j -0.00707266-0.000304807j 0.000671802+0.00501544j 0.0104973+0.00324791j -0.000330321-0.00308765j -0.00133389-0.00177114j 0.000940931-0.0001158j 0.00187437-0.00272854j 0.000508075-0.00066809j 
0.000605585-0.000509208j -0.000267111-0.000220308j 0.00306068-0.000298886j -0.00157829-0.00506551j 2.8955e-05+0.00049967j -0.00278302-0.000212215j 0.000314189-0.000225841j 0.000600841-0.00269993j -0.00257915+0.0011598j -0.00232188-0.000204742j 0.000693245-0.00151979j 0.000723633+0.00302745j -0.00167407+0.000213437j 0.00145654+0.000253457j -0.00087166+0.00381496j 0.0018405+0.000692459j -0.000993691+0.00180732j 0.00311184+0.00282736j -0.000444658-0.00242982j -0.00151082-0.00157716j -0.00217657+0.00183026j -0.00118176+0.00338113j 0.000844547+0.000928173j -0.00143017-0.00217516j -0.000582221+0.00122384j 0.00318609+0.00248545j -0.00114791-0.00610447j 0.00458391+0.00322957j -0.00086449-0.0016661j -0.00326934-0.00486884j 0.00308598-0.00236247j 0.000952737-0.000784237j 0.00523969-0.00476805j 0.000361963+0.000525104j -0.000617474+0.00284216j -0.00380318-0.00274015j -0.00168073+0.00412627j 0.000517805+0.00435965j 0.00447129+0.00464955j -0.00678716+0.0155464j -0.0029906-0.000940417j 0.00692285+0.00705671j -0.000502635+0.00516259j 0.00117775-0.00585309j 0.00500934-0.00056832j -0.00258919-0.00344854j -0.00921641+0.00844427j -0.00119154-0.00807975j 0.00517808+0.00641562j 0.0089955+0.000674356j 0.000963403+0.0018982j 0.00558851+0.00193483j 0.00544579-0.00846856j -0.00469148-0.000714764j 0.00249603-0.00159417j -0.00305091-0.000391061j -0.00395982+0.0016512j -0.00520817-0.00303875j -0.00086815-0.00782409j 0.0154872-0.00163328j 0.00666043+0.0112062j 0.00455438-0.00304245j 0.00395267-0.00178507j 0.00192824-0.0023358j -0.000244316-0.00199647j 0.000839115-0.000806787j 0.00110818+0.0017096j -0.00428445-0.0028682j 0.00144734-0.000217963j -0.00263471+0.000728459j 
0.00119733+0.000396221j -0.00203219+0.0004731j -0.00140802+0.00429187j 0.000871556-0.000198678j -0.00118407+0.00202275j 0.00165169+0.0010569j -0.00211183+0.0016971j -0.000821826+0.00272818j -0.00274442-0.00207534j 0.001272+5.99093e-05j 0.000834405-0.00456835j 0.000472577+0.000453223j 0.0015109+0.00149493j -0.000746236+0.000755422j -0.000209017+0.000120996j -0.00353282-0.000798867j -0.00246693-0.00117242j -0.000476122+0.00287943j -0.00118111+0.000112916j -0.00112758+0.00196789j 0.00275872+0.00150334j 0.00620199+0.002154j 0.000575761-0.00209631j -0.00259303+0.00731532j 0.00189102+0.00180926j -0.00427182+0.00108507j -0.0043842+0.000500261j 0.00413741-0.0128714j -4.96173e-05-0.00164485j 0.00185813+0.000864266j 0.00782013+0.00575008j 0.00675084+0.00330185j -0.00544542+0.000805637j -0.00284469+0.00708721j -0.00202806+0.00511514j 0.00547321-0.000648387j -0.00723259+0.00755195j 0.000300271+0.00265792j 0.00142047+0.00512401j -0.00991282+0.0072735j -0.00250259-0.00849974j -0.00158717+0.0029425j 0.0111381+0.00339928j -0.00642561-0.00314349j -0.000299798-0.00627568j -0.00575379-0.00221608j -0.00275246-0.00326352j 0.0072131-0.00834714j 0.00446093+0.00128832j -0.00350448+0.00717081j -0.0087977+0.000283913j -0.00441685-0.00137452j 0.00872897-0.00415809j 0.00502769-0.00884551j 0.0139367-0.00353805j 0.00694496+0.00701652j -0.00447434-0.00791321j -0.00774884-0.00193227j -0.00425146-0.00472821j 0.00719012-0.0154778j 0.00559552+0.00407935j 0.000245443-0.00533733j 0.00228272+0.00809146j 0.000189282+0.00289034j -0.00190739-0.00404516j 0.00407755-0.00370936j -0.000208442-0.00213358j 0.000188622-0.000417125j 0.00131006+0.00117213j -0.00067175-0.000458515j 
0.00112653+0.000829973j -0.000434739+0.000478577j 0.000569816+0.00148156j 0.000129333+0.000440774j 0.00161971+0.000889876j 0.000572364-0.000719261j 0.0012681-4.05222e-05j -0.000407379-0.00013781j -0.000962798+0.000240421j -0.000764244+0.00452608j 0.00285564-0.00182325j -0.000304875+0.00226795j 0.00179907+0.000633604j -0.000373381+0.00093096j -0.0017113+0.000359642j 0.00203167-0.00107081j 0.00180364-0.000748196j 0.00272612-0.00696719j 0.00165524-0.00233629j -0.00160376-0.00249499j -0.0016306+0.00341179j -0.00086433-0.000297007j 0.00103599+0.00225798j -0.000613043-0.0010678j 0.00398773-0.00254938j 2.7772e-05+0.00275359j -0.000601986+0.00297822j 0.00675875-0.00742819j -0.00364433-0.00336985j -0.00166486-0.00108373j 0.00764381+0.00154857j 0.000326633-0.00209701j -0.00730751-0.00124379j -0.00362529+0.00471655j 0.00174955+0.00263819j 0.00861535+0.00703505j -0.00266852+0.00401615j -0.00212122+0.00294521j -0.00229936-0.00344221j -0.00704584+0.00290046j -0.00813339+0.00133982j -0.00505465-0.00554571j 0.00749768+0.00777786j -0.00307455-0.0110693j 0.00433361-0.00267614j -0.00617341-0.00649017j 0.0021778+0.00565561j 0.014376+0.00240073j -0.00278222-0.0043325j 0.00258777+0.0017482j -0.00518499-0.00563389j -0.00356712+0.00425524j 0.000808644+0.00168548j -0.00487055-0.00926332j 0.00474786-0.00693143j 0.00725054-0.00155826j -0.00779831-0.00162945j -0.00563441+0.00212887j -0.00727261-0.00265766j 0.0036708-0.0127999j 0.00910238-0.000607582j -0.00290303-0.00237124j -0.00127054+0.00387833j 0.00150557+0.00247524j 0.00203556+0.00109668j 0.0017753-0.00293279j 0.00111676-0.000309233j -0.00111514-0.00098937j 0.00168768-0.000497708j -0.000889585-0.000141671j 
-0.00131692+0.00124043j -0.00417823-0.000253342j 0.0035818+0.00122196j -0.00223645-0.000778473j -0.00369347-0.00406621j 0.00412385-0.000177413j 0.00105871-0.00104222j -0.000254198+0.000482784j 0.00392287+0.00574876j -7.95081e-05+0.00516184j -0.00516769+0.00518412j -2.43621e-05+0.000624447j -0.000772174+0.00102597j -0.00389228+0.0022341j 0.00346047-0.000440381j -0.00679913+0.00778749j 0.0081404-0.00432063j 0.00606538-0.00304585j 0.00045562-0.00194498j 0.00202772+0.00322388j -0.00291196+0.00365912j 0.00262043-0.00205269j -0.00257178-0.00522084j -0.00226358-0.000292817j -0.0014414-0.00262845j -0.00500552+0.0100392j 0.00125277+0.00623516j -0.00299109+0.00217122j -0.00860253-0.00109166j -0.00347061-0.00234403j 0.00104885+0.0021753j 0.00287083+0.00113723j -0.00685949+0.00932875j 0.00149876-0.00138994j -0.00314373+0.00609085j 0.00147778+0.00146286j -0.00742016-0.00155109j -0.00880979-0.00236547j 0.00582275-0.0011238j -0.00896123-9.81443e-05j 0.0101687+0.00904997j 0.00175417-0.00706921j -0.00552327-0.00417511j -2.73379e-05+0.00688918j -0.00238745-0.00404435j 0.000489252-0.0144017j 0.00505138+0.00540541j 0.00809265-0.00112733j -0.0108751-0.000724147j -0.00585949+0.00118515j 0.00210553+0.00508627j 0.00263203+0.00849211j -0.00082828-0.00745056j -0.00703489-0.000752495j 0.00673924-0.00186363j -0.00478272+0.00149858j -0.00303149+0.00473627j 0.00454011+0.00156276j -0.0060238-0.00166294j -0.00500616-0.00240733j 0.0092842-0.00797354j -0.00569816-0.00441992j -0.0026691-0.0101041j 0.00212604+6.74772e-05j 0.0132249+0.00323383j -0.00537059-0.00254615j 0.000770068+0.00112544j -0.00120992+0.00372766j 0.00170868-0.00096957j 0.000247704-0.000646175j 
-0.000346687-0.000480831j 0.000144403+0.000531096j -0.000885895-0.0015192j -0.000178479+0.000385476j -0.00279864+0.00261635j -0.000196689-0.00456207j 0.000438935-0.00393607j 0.000565525+0.00137172j -0.00178974+0.00250897j 0.00144538+0.000581294j -0.00476536-0.00237498j 0.00261254-1.58084e-05j -0.0011538+0.00135273j 0.000676099+0.00354857j 0.00184489+0.00233985j -1.65544e-05+0.00531052j -0.003996+0.000782852j -0.00215445-0.00163927j -0.00319053+0.00524298j 0.00265281+0.0054111j 0.00472381+0.00175467j 0.00835587-0.000477194j -0.00119398-0.000905305j -0.000620214-0.000293075j 0.00107302-0.00132049j 0.0047139-0.00332804j -0.0088213-0.000166578j -0.00209092-0.000974463j 0.00406672-0.00389517j 0.00675772-0.00267127j -0.00107155+0.00169259j -0.00645579+0.00146068j -0.00286626+0.00357067j -0.00350248+0.000938317j -0.000994688-0.00509277j 0.00031283-0.00428218j 0.0058162+0.00148467j 0.00658466+0.000354786j -0.00317682+0.00438901j 0.00731672+0.00794568j 0.00805182-0.00661092j -0.00221319+0.00316502j 0.0032068+0.00100762j -0.00860582+0.00398834j 0.00164866-0.00548771j 0.00180064+0.0026856j 0.00131608-0.00134941j -0.0110209-0.00536995j 0.00512332+0.000801211j -0.00445888+0.00580474j -0.00243083+0.00557057j -0.00774767-0.00224362j 0.00531432-0.00343566j 0.00384429-0.00521276j 0.00553198+0.000996027j 0.0090663+0.00239652j 0.000126828-0.00760703j 0.00213859-0.00373186j 0.00470399-0.00572006j 0.00451448+0.00182225j -0.00698108+0.00296741j 0.00532605-0.000337328j 0.00481365-0.000967384j 0.00154904-0.00134778j -0.00231386-0.00177256j 0.000358097+0.0006318j -7.55383e-05+0.00281007j -0.00182517-0.000739636j -0.00181019+0.00044727j -0.000542865-7.32297e-05j 
