0.0057184+0.00211609j 0.00179714-0.00157879j 0.000893858+0.00224454j -0.0114205-4.62418e-05j 0.00320198+0.00395386j 0.0012985+0.00353294j -0.00250957+0.00476837j 0.0019657+0.000288075j 0.000999752-0.00249588j 0.00103472-0.00219607j 0.00148674-0.00282753j -0.0015876-0.00331992j 0.00642281+0.00597935j 0.0160008+0.00459429j -0.00697678-0.0005768j 0.047596-0.0094058j 0.0255041+0.023824j 0.0198517+0.00363676j -0.00879024+0.0149607j -0.0030282+0.0088438j -0.00469306+0.00985681j -0.00876683+0.00553533j 0.0075762-0.00397384j -0.0035089+0.00106119j 0.00721851+0.00307361j -0.00311399+0.00790259j -0.00389187+0.00880542j -0.00280867-0.0025101j 0.00199811-0.00560146j -0.00920972+0.00438879j 0.00243588-0.0106739j -0.00237789-0.00168158j -0.00627793-0.00704681j -0.00229192+0.00603446j 0.016205+0.0183306j 0.0179276-0.00272293j 0.00307876+0.0063696j -0.00974496+0.00306462j 0.00303916+0.0264495j -0.0118429-0.00657397j -0.00127699+0.0259993j 0.00782969+0.0196976j -0.0133409+0.0178139j 0.00939404+0.00669554j 0.00322236+0.0141185j 0.00383673-0.00569996j 0.00704734-0.0197099j -0.00870864-0.00893842j -0.00158568-0.00439331j -0.0023355-0.00472746j -0.00134358-0.00554903j -0.00174859-0.000137378j -0.00233753-0.00424103j 0.000258906-0.0102042j -0.00830917-0.000690566j -0.00572162-0.00327448j 0.00142755-0.00415692j 0.000559646-0.0090617j -0.00232127-0.00114246j -0.00265067-0.00723771j -0.00498008+0.00239706j -0.00894193-0.00242294j 0.00288899+0.0039678j -0.00205282+0.0125232j -0.00179193-0.00441238j -0.000637634+0.00679232j -0.000858604+0.00684546j -0.00827324-0.00287061j 0.00545024+0.00595132j 0.00237097+0.00237871j 0.00516093-8.31691e-05j -0.00662853+0.00740048j 0.00164835-0.00675827j -0.00307055-0.000245941j 0.00619601+0.00657017j 0.000519194-0.00958261j -0.00871042-0.0100074j -0.00709489+0.00109928j -0.00390691-9.10797e-05j -0.0076544+0.00676284j -0.00140415+0.00986869j -0.0127432+0.0110016j 0.00067495+0.00921178j 0.0133549-0.000138182j -0.00695126-0.0140904j -0.0149654-0.000512603j 0.0057977-0.0327767j -0.0133975-0.00664071j -0.0133519+0.00890467j -0.012309+0.0221893j 0.0247921+0.0181449j -0.0162616-0.273437j -0.146903-0.0736735j 0.00864201+0.0287283j -0.0405297-0.0345847j 0.06633+0.0431052j -0.630674+0.0233202j 
0.0279391-4.08884e-05j 0.00977693+0.0110386j 0.0132131+0.00789059j -0.00092692+0.00160868j -0.00350662-0.0202807j -0.000796763-0.00228569j 0.00879983-0.018341j -0.00394181+0.0252178j -0.0138665-0.00904376j 0.0032179+0.00377906j -0.0107331+0.0148986j -0.0169862+0.0425557j -0.000401528+0.0680784j 0.0300302-0.0301876j -0.0186491-0.0260549j -0.0104714+0.021038j -0.0104667+0.007629j -0.0188316+0.00452606j -0.0370858+0.00314053j -0.0137364-0.00355264j -0.0667712-3.22307e-05j -0.0422037+0.0126228j -0.0016359-0.00512503j -0.0561387-0.00855148j 0.0323679+0.00547571j 0.0106962+0.00163889j 0.0190265-0.00332981j -0.00257164-0.0120913j 0.047687-0.0132046j -0.0543474-0.0190154j -0.0469183+0.00892533j 0.0481402+0.00577117j 0.0491795+0.0327854j -0.00464341-0.0131979j -0.0524206-0.00578069j -0.0295814-0.0193955j -0.0059101+0.00158791j -0.0266841+0.0432126j -0.00799008-0.00360315j -0.00727041+0.0129791j -0.0328798-0.0421383j -0.0613808-0.000121245j 0.0296241-0.0168556j -0.0102426-0.0778544j 0.0142531-0.0227646j 0.0307627-0.0217697j -0.0787439-0.0043334j 0.0799171+0.017425j 0.0142354-0.0377646j 0.0562127+0.0161595j -0.0191618+0.0590363j 0.000434944-0.024146j -0.0565744+0.108773j -0.116342-0.126105j -0.00116383+0.1008j -0.01385-0.037992j -0.126037-0.0217168j 0.0260533-0.0169097j -0.0428952+0.0941483j -0.00637192+0.0500634j 0.0585188-0.131284j 0.0135684+0.129398j 0.0909716+0.03192j -0.0104121-0.0431644j 0.0372839+0.0862666j 0.0767701+0.168369j 0.190648+0.0251438j -0.00354446-0.123582j 0.0845078-0.134991j 0.0350162-0.134891j -0.180277+0.0683668j -0.0103699+0.0352253j 0.0699008-0.0381099j 0.0295889-0.0560163j -0.0393029-0.0271532j -0.126401-0.177397j -0.0542832-0.205802j 0.106913+0.151819j -0.0167763+0.0576565j 0.0119456-0.231585j 0.0726419-0.0576634j -0.193626+0.114539j -0.0248624-0.189514j 0.224088+0.000597606j -0.323933+0.0457042j 0.0899283-0.0191625j 0.136217+0.00287833j 0.0727434+0.0102398j 0.148645-0.000548033j -0.0866402+0.0541872j -0.0209847-0.00570056j -0.0156934-0.0183095j 0.0117161+0.0903253j 0.0220465-0.0205622j -0.00247096-0.00329834j -0.0644614+0.00946133j 0.00538781-0.0295789j 
-0.0326555-0.00187222j -0.00540686-0.00959019j -0.00324578+0.00737515j -0.00205313+0.0147947j -0.0139291-0.0341367j -0.00670145+0.0132984j -0.00916109-0.00322801j 0.0031056+0.00770852j 0.0158505+0.00647195j 0.00754992+0.0338595j 0.0126077-0.0211073j -0.0045864+0.00529245j -0.00848645+0.0120048j -0.0151914+0.0138553j 0.0255348+0.012466j 2.19833e-05+0.000370407j 0.00523795-0.0102737j -0.0038254-0.0104027j -0.00159633+0.0154348j -0.0235593+0.00134631j 0.0183943-0.00459143j -0.0384499+0.0062214j 0.0375587-0.00310842j 0.0238634+0.00669614j -0.000752675-0.000496499j 0.0417268-0.00654683j 0.070091+0.0130248j -0.0274068+0.014736j -0.078526+0.0113867j 0.0477823-0.000809759j -0.0895643-0.00338526j -0.0530666+0.00335292j 0.00444463-0.0059262j -0.0307468-0.0084898j -0.0488714-0.00101521j 0.0563195-0.00582313j 0.00781437-0.0210664j -0.0136894-0.0271127j -0.0949981-0.016372j -0.0339027-0.0422824j -0.0249617-0.00883033j -0.0558515+0.00601831j 0.0671844-0.0195979j -0.0307109-0.119643j 0.0717934-0.0270928j 0.0313006-0.0366802j -0.0358205+0.0147389j 0.0282249+0.0303603j -0.0109282-0.114192j -0.065757+0.00763209j -0.199816-0.00824193j 0.0620542+0.0410888j 0.0787299+0.0850536j -0.0311303-0.0248659j 0.0908646-0.10142j -0.0677483+0.219432j -0.149332-0.088256j -0.120205-0.0525586j 0.00658255+0.030548j -0.109236-0.0771123j 0.0193911-0.203911j -0.0762602+0.0389044j 0.0484934-0.13354j -0.0836726+0.0455684j -0.111715+0.0649447j 0.073412-0.0257827j 0.0338392+0.200647j 0.01217+0.132605j 0.0814226+0.0823998j 0.0572457+0.0611173j 0.159939+0.239554j 0.00396496-0.13761j 0.110265-0.0369021j -0.060356+0.0288629j -0.0459286-0.114351j 0.255272-0.0583168j -0.146033-0.0796702j 0.183923-0.158366j 0.0980743-0.163063j 0.120854+0.0555523j -0.0666927-0.0465442j -0.0661007-0.01456j -0.0571841-0.060363j -0.0502227+0.00649993j 0.0303805-0.0283567j -0.193898+0.0632276j -0.0601814-0.0153335j 0.00201269-0.033078j 0.108701-0.0160922j 0.0398005-0.0154876j -0.0355081-0.00224575j 0.020388+0.0914759j -0.00244635+0.0160574j -0.0125551+0.00542574j -0.0122744+0.0100232j -0.00041356-0.0271706j 0.0465867-0.00649291j 
-0.0198621-0.00939194j 0.00688123-0.0047332j -0.0010752-0.0244112j -0.0108874-0.00727437j -0.0136618+0.0214068j 0.00160119+0.00411444j 0.00835513+0.0424102j -0.00740604+0.019968j 0.00820339+0.00399981j 0.0114055-0.027983j 0.014014+0.0333911j -0.00725555-0.00841872j -0.00462401-0.0806923j -0.0100835+0.0405157j 0.00455671+0.0488007j -0.00510941+0.00594154j 0.00210302-0.0184407j -0.0101755-0.00848136j -0.0125731+0.00901408j -0.0122863+0.000317605j 0.0326187-0.000717199j 0.0197256-0.00449404j 0.0203236-0.0256672j -0.0105132-0.00901359j -0.0796923+0.000993071j -0.0302589-1.52077e-05j -0.00534131-0.0102293j -0.0370751-0.0245316j 0.0466528-0.00502577j 0.00137234-0.00616882j -0.0746961-0.0107552j 0.00254287-0.00679137j 0.0147556-0.00596497j -0.0176906+0.00618941j 0.029755-0.00841867j 0.0215069-0.00029633j 0.00828924-0.0217035j -0.0219016-0.014316j -0.0496142+0.00164646j -0.0343136-0.0369473j -0.0291648-0.022025j -0.0850887+0.00238037j 0.110433-0.0120527j -0.0403829-0.151411j 0.0931094-0.0424369j 0.0210198-0.0609829j -0.103333-0.00343952j -0.028109+0.0371142j -0.08321-0.109863j -0.160831-0.00100665j 0.0189579-0.0156594j -0.00288612-0.105782j -0.0307397+0.0428566j 0.0653828+0.0857504j 0.095308-0.105099j 0.0291604-0.1027j 0.0384884-0.0504436j -0.0339639+0.0344362j 0.0674324-0.092118j -0.0362602-0.0781834j 0.0337536+0.0732818j 0.0614683-0.018693j 0.045713-0.0274044j -0.0986227-0.0621398j 0.0664851+0.133229j -0.0501525+0.00442112j 0.0761933-0.0474088j 0.142637+0.0337804j -0.0881151-0.08436j -0.0638205-0.068318j -0.0651985-0.0867325j -0.0408434-0.161677j -0.02311-0.130744j 0.122257-0.0303694j 0.0782149+0.320405j -0.0315307-0.0340858j 0.148354-0.228857j -0.0383713+0.110308j -0.0109775-0.0281607j -0.104334+0.173579j -0.332911-0.0660994j 0.00664325-0.0122907j 0.0794382+0.104349j 0.275159-0.0772012j -0.0455566+0.0123496j -0.163682+0.0544476j -0.102733+0.0397855j -0.0248292-0.0214557j -0.0834078-0.0125347j 0.0662994-0.0179143j -0.0263185-0.00526022j 0.00544551+0.0154359j -0.000182219-0.00514501j -0.00342562+0.00293948j -0.00548041-0.00296241j 0.0001354-0.00358586j 0.00536277+0.0028363j 
-0.0282012-0.00304312j 6.35502e-05-0.0116588j -0.0110639+0.0164583j -0.00587334+0.0210336j -0.00707399-0.0431718j -0.00995917+0.0237391j -0.00462312-0.029751j 0.00759578-0.0218512j -0.00807585-0.0572028j 0.00878297+0.0503689j 0.0209325-0.038478j -0.00415484+0.0728211j -0.00348102+0.00358423j -0.0260481+0.00469834j 0.00527044+0.0348583j 0.00525726-0.0157161j 0.00685636-0.0158191j -0.00308667-0.00588088j 0.0391824-0.00261482j 0.00739035-0.00724853j 0.0130687+0.00216395j 0.00828303+0.00847761j -0.00789014-0.000851989j 0.0358507-0.0024301j -0.0747024-0.00542438j -0.059749-0.0140638j 0.0081617+0.0105932j 0.0170844+0.0137037j 0.0119241-0.00715608j -0.0267099+0.00306597j -0.0447086-0.0126241j -0.0374918+0.00138257j -0.0618216-0.0136759j 0.0537284-0.00164837j 0.0141637+0.0106316j 0.0336926+0.0132356j 0.0150986-0.0111945j 0.00802469-0.0362658j 0.00656484+0.0116224j -0.00475187-0.0280162j 0.0229086+0.0206604j 0.0189022+0.00501496j -0.0317096+0.0124663j 0.0167943+0.027569j 0.00360309+0.0143818j 0.0321947+0.0476193j 0.0374148+0.00537272j 0.105566-0.00709584j -0.0295185-0.0174636j -0.032169+0.000177935j -0.0551385+0.0720995j -0.0193355+0.0819893j -0.0616969+0.0523866j -0.152909-0.062638j -0.0440366-0.0824547j -0.00213487-0.125718j 0.012602-0.00126398j 0.121236-0.0644078j -0.0333795+0.117762j 0.0600007+0.156397j 0.0267308+0.00349285j 0.044435-0.0494081j -0.115+0.023966j -0.043424-0.0725384j 0.00822629-0.0933884j 0.0174387-0.143868j -0.0595889+0.0780672j 0.0590988-0.0856991j -0.167581-0.275656j 0.180012+0.313455j -0.0626618+0.00469066j -0.242638+0.0356803j -0.0522159-0.00815225j -0.347344+0.221185j -0.167683-0.075478j -0.0316636-0.0467214j 0.0927952-0.131339j -0.00445959+0.0244762j 0.176668-0.0135002j 0.0701835-0.0518225j -0.0590627-0.0651626j 0.00626741-0.0652328j -0.0277254+0.0577218j 0.0371606-0.101843j -0.104828-0.0251765j -0.0184317+0.00995198j 0.00370437-0.00377635j -0.00124831-0.0245956j -0.0306604-0.0235421j 0.148417-0.0359449j 0.0182431+0.00450524j 0.0162998-0.00796793j -0.0102105-0.0767325j -0.0123351+0.0142801j -0.00242303-0.00275865j 0.0533319-0.00124826j -0.0143343+0.0271756j 
0.033237-0.0058405j 0.0478+0.0173339j 0.00549989+0.0125203j -0.0105239-0.0115503j 0.0210183-0.00947583j -0.00998529-0.00344376j -0.000718302+0.0122039j 0.00380714-0.0225309j 0.00648174-0.0245908j -0.0178843+0.0243493j -0.00261915-0.0437557j 0.0387194-0.0108228j -0.00767038-0.0569762j 0.028398+0.0160558j -0.0192515-0.00447459j -0.0258096+0.0193173j -0.00139087+0.00706234j -0.0379956+0.00606558j -0.0118414-0.00160831j 0.00123642-0.0161897j -0.114852+0.00348872j 0.0547529+0.00793606j 0.00610748-0.0158327j -0.0287057+0.00512132j 0.0678658-0.0114817j -0.112795-0.00469488j -0.0062108+0.018383j 0.0225705+0.00592758j 0.0819213+0.000528795j 0.109019+0.0300454j 0.0369076-0.00341192j -0.0180405+0.00298874j 0.02995-0.00532599j 0.0728066+0.0161625j 0.00769977+0.00302855j -0.0542976-0.0101339j 0.0203071-0.0132932j -0.0365974+0.0678648j 0.00826721+0.0276581j -0.020624-0.00140083j -0.0421841-0.0720179j -0.0459149+0.00796874j -0.017469-0.0155912j -0.0311496-0.0558257j 0.0866615-0.014892j 0.0468357+0.00768731j -0.0899959-0.0108727j 0.0984998+0.0198196j 0.0485238-0.0945559j 0.0867376+0.0506431j -0.0223699+0.0734288j 0.0391527+0.039524j 0.0223977+0.129275j 0.0982582-0.0728991j 0.0655275+0.151318j -0.0111449+0.102647j -0.150608-0.00688805j -0.0884358+0.0733383j -0.00259498-0.143532j -0.00160561-0.0761319j 0.0220231-0.103095j -0.0436561+0.0697531j 0.169721+0.134215j 0.126089+0.127918j 0.0351117+0.009984j 0.0135751+0.196911j 0.0873397+0.00352314j -0.180026+0.00931162j 0.0767668-0.244976j 0.0868789+0.0588223j -0.1578-0.0505566j -0.185859+0.0102532j 0.051568-0.0889422j -0.0512233+0.0676846j -0.0150477+0.0180338j -0.0486681+0.255004j 0.0270207+0.0866413j -0.171948-0.0531895j 0.0290531-0.12005j 0.011108+0.0512398j -0.164876+0.0639426j 0.109708-0.0808906j -0.0289165+0.0178051j -0.138627-0.0224696j 0.156214-0.039194j -0.043296-0.00513849j -0.00718372-0.0212972j 0.0268901+0.027761j 0.0380832-0.0193269j 0.0560276+0.0055923j 0.0222022+0.00184625j -0.0247749-0.124287j -0.0099089+0.0539692j 0.0116801-0.00984581j 0.0274162-0.031192j -0.0643556+0.0413264j -0.0695754-0.0145349j 
-0.00267361+0.00134254j 0.0175711-0.00579806j -0.0120993-0.0234719j 0.00165587+0.00831941j -0.00676401-0.0216314j -0.0219834+0.0145557j -0.0253127-0.0133555j 0.00272559-0.012439j 0.00758399-0.0309011j -0.0166713-0.0224517j -0.0043023+0.00744592j 0.0127435-0.0409349j 0.00452268+0.00969429j -0.0209553+0.0105911j 0.0212832-0.00733715j -0.00346327-0.01486j -0.00823972+0.00486351j 0.035928+2.48125e-05j 0.0100882-0.0158023j 0.0694235+0.00546764j -0.0147337-0.021687j -0.0153423+0.0069859j -0.0532565-0.00518552j -0.0295298+0.000611961j 0.0289471-0.00284327j 0.0291089-0.00403234j 0.198759+0.00750243j 0.00160553-0.00910291j 0.0450577-0.0049807j 0.0597169+0.0048786j 0.0452123-0.000307035j 0.00814816-0.00154573j -0.0438691-0.00210875j -0.0815868+0.00128665j 0.00490277-0.00354512j 0.0429997+0.0212425j -0.0278346-0.00298927j -0.0331917-0.00109951j -0.0265262-0.0182625j 0.0353655+0.0292853j 0.00273965-0.0063091j 0.0373497-0.0230202j -0.0602654+0.00119528j 0.0256106+0.106074j -0.102814+0.00886151j -0.0532952+0.0281156j -0.0595851-0.0214753j -0.116758-0.0178864j -0.046644+0.103393j -0.0418172-0.0399287j 0.151649-0.027889j -0.0284957-0.199707j -0.0771428-0.00550101j -0.0409046+0.048328j 0.01221+0.00521962j 0.0488548-0.0952488j -0.0143517-0.0423841j -0.0103566-0.0383387j -0.120183-0.0353288j 0.185876+0.120748j 0.0414431+0.00301725j -0.054583+0.23352j -0.134336-0.0435139j -0.0810498-0.122198j 0.0644634-0.0604996j 0.226214+0.0653313j 0.147077+0.193459j 0.0668854-0.22258j 0.132407-0.0483436j 0.154934+0.0614012j -0.134876+0.178344j -0.00896463-0.0209532j 0.0930444-0.0446975j -0.0680578-0.0223852j 0.0144027+0.226845j 0.113742+0.0269236j -0.0712501+0.179135j 0.0241311-0.0318893j -0.0701788-0.00988093j -0.149992+0.086964j -0.0708663+0.0521825j 0.076699-0.00364433j 0.134818-0.0545693j -0.00453223+0.0222011j 0.132778-0.0180758j 0.00162608+0.0249871j -0.0228603-0.0205737j 0.00516602-0.00318279j 0.0480987+0.00221257j -0.0379924-0.0114778j 0.00771321+0.00882704j 0.0125574+0.0920359j 0.0025965-0.0438286j -0.00452706+0.0106882j 0.00494998+0.00933819j 0.0324408-0.0289362j 0.0478726+0.0098602j 
-0.040426-0.0100209j -0.00604676-0.018658j -0.00437909-0.0143045j -0.0188498+0.0176422j -0.0109299-0.0477557j 0.0141399-0.0349274j 0.0145261+0.014195j 0.00248659+0.0244601j -0.00400525+0.0381029j 0.0142419+0.0105962j 0.0413386-0.027073j -0.0138973-0.0390757j 0.000620062+0.0130687j -0.0254069-0.00730844j -0.00407858+0.0174581j 0.00912766-0.0172354j 0.0286296-0.0300921j -0.0353825-0.00218621j 0.0569437-0.0035625j -0.0560838-0.0135517j 0.00969109+0.000723959j -0.0158318+0.00512522j 0.0151138-0.0183097j -0.0189401-0.00397292j -0.109929-0.00566498j 0.0326532+0.00597086j -0.00114895-0.00035641j 0.0899939-0.000597083j 0.0410757+0.000126815j 0.00301925+0.000966058j -0.0641181-0.00360973j -0.0262735-0.00336986j -0.102365-0.0232369j -0.0137552+0.00387066j -0.0214525+0.0191319j 0.0137671+0.0053691j 0.0478558-0.0170198j 0.0281587-0.0571628j 0.0387197+0.0335601j -0.0272855-0.0609601j 0.0409999+0.0362374j 0.003517+0.0183963j -0.0630131+0.0139838j 0.0609396+0.000909217j -0.0608691-0.00376993j 0.031021+0.124288j 0.18207+0.0180207j 0.100582-0.0511694j 0.00148628+0.0704262j 0.0258126-0.00697394j -0.056259+0.0162333j -0.027369+0.161769j 0.0209171-0.0830087j -0.0647284-0.0610018j -0.0321397-0.0855489j -0.0115781-0.00686323j 0.20182+0.0269506j -0.152491-0.195974j -0.167901+0.023777j 0.0288281-0.00810484j -0.0712217+0.141883j -0.0305765+0.227486j 0.152406+0.0181092j -0.0986696-0.0765382j 0.15278+0.143241j -0.0247139+0.143775j 0.195254-0.117306j 0.0270897-0.0436814j 0.0553675-0.0731104j -0.0559824-0.196333j -0.111858+0.0447605j 0.0778564-0.192213j 0.0814276+0.189692j 0.0952044+0.0270137j -0.058406-0.0555842j -0.0429737+0.0697141j 0.082928-0.0463602j 0.131089-0.102876j -0.0742688-0.056465j 0.164172-0.0344956j -0.0827337+0.0703374j 0.0795099-0.0390571j -0.0848303+0.0400746j -0.112904-0.0373349j 0.0155355-0.032282j -0.0111824+0.00206701j 0.0159719+0.0155794j -0.0110956-0.0212278j -0.0164342-0.019401j 0.0602163-0.0217458j -0.000324037+0.0142306j 0.0146302-0.0546827j -0.017788-0.0933142j -0.0106999+0.0206193j 0.000662495+0.00453748j 0.0710146+0.0107409j -0.0508556+0.0358761j 
0.00138545+0.00385037j -0.0394362+0.000591796j 0.0134725-0.00211356j 0.00656634-0.0105005j 0.00170089+0.0180034j 0.0203377+0.0374808j 0.031667-0.0451008j 0.00598049-0.0125941j -0.0230268-0.0248881j 0.0157815+0.000904427j 0.00157325+0.00552763j -0.0125941-0.0111584j 0.0119955-0.0109137j 0.0173261+0.00444907j -0.00734553-0.00933303j 0.012143+0.00443506j 0.0012587+0.000642821j -0.00845612-0.00100567j -0.0233039+0.0103634j -0.0554356+0.00819213j 0.0484786+0.00174449j -0.0439706-0.0206223j 0.0502399+0.0111119j -0.0334128-0.00656335j -0.0566808-0.00257868j 0.080468-0.00897604j -0.102018-0.0134436j -0.0168279+0.00240417j -0.0369218-0.00537158j -0.0663594-0.000417583j -0.00490862+0.00752569j -0.0155893-0.00161989j 0.0592504-0.000324079j -0.0277513-0.0054527j -0.0109991-0.00633086j -0.0341907-0.0178261j 0.00642747+0.0195177j 0.0415362-0.0144977j 0.0241446-0.00417208j -0.011872-0.00419776j 0.00983245+0.0318268j -0.0160356+0.00960258j 0.0614857-0.00147555j -0.000332554-0.0612145j 0.00439085-0.00854962j -0.000718987-0.0350946j 0.0795998+0.0181054j -0.00673261+0.00119096j 0.0110965+0.00348768j -0.00703215-0.0098482j -0.0324115-0.0438269j -0.000412791+0.0716629j 0.0441679-0.0850928j 0.0815369+0.0419272j 0.0366272-0.0254338j -0.0265911+0.0501272j 0.016551-0.0102827j -0.169935-0.0311232j 0.0557892-0.0655019j -0.128362-0.159508j -0.0945965-0.0627325j -0.100877-0.00388776j -0.155508-0.299874j -0.13166+0.00777113j -0.20193-0.125829j 0.33267-0.111845j -0.123828+0.246657j 0.0351992-0.227601j 0.00893599-0.227774j 0.142982-0.146508j -0.173757-0.16932j -0.0666029+0.0912823j 0.0237193+0.0971246j 0.0309941-0.0529536j 0.0381777-0.00662553j -0.204581+0.104583j 0.0999352-0.0366924j -0.047437-0.0411201j -0.0870051+0.00427896j 0.0234634+0.013389j 0.0224454+0.00878383j 0.00322733+0.0299476j -0.0599336+0.0360549j -0.040531+0.0375313j 0.0204815+0.0217217j -0.0125656-0.0252479j -0.0030536+0.0359791j -0.0186671+9.4317e-05j -0.0423724+0.0125299j -0.0471114+0.0149101j -0.0179591-0.0140643j -0.00773397-0.00917395j 0.00804285+0.0560172j 0.00927216-0.0139894j -0.0111337+0.0106907j -0.0252003+0.00356873j 0.00392522-0.0165755j 
-0.0101398-0.0167805j 0.0363604-0.00593126j 0.00127014-0.0546294j -0.0211143-0.00729236j 0.00517168-0.0242085j -0.00345063+0.000969393j -0.0110213+0.0242083j 0.0156911-0.00414482j 0.00563469+0.00709441j 0.0100446-0.0794826j 0.0338773+0.0829487j 0.0129376+0.0351773j 0.00324012+0.0586261j -0.00845828-0.0162722j -0.0150947+0.00935278j -0.0171202-0.00111101j 0.0144538-0.0220772j -0.0535406+0.0085448j 0.0122769-0.00404961j -0.0259548+0.00043736j -0.0433059-0.0283492j -0.0129427+0.0269866j -0.0318198-0.00439183j 0.0935509+0.00905024j 0.0115532-0.0107424j -0.0526049+0.0171718j 0.00888736+0.00402704j 0.0979997+0.00148526j -0.0387028-0.0142038j 0.0303879+0.000962799j -0.0339401-0.0135061j 0.100364-0.00181578j -0.0542006-0.00680916j 0.017239+0.00456221j 0.0113321+0.0126778j -0.0148921-0.00399804j 0.0385989-0.0299513j -0.0300811+0.0138044j -0.018467+0.0363103j -0.0505812-0.0513262j -0.0333178-0.0446179j -0.109608+0.0111114j 0.0604942-0.003236j -0.00931389-0.133807j -0.000351742-0.054657j -0.0229209+0.0263024j -0.0758842-0.0101162j -0.128929-0.0258676j 0.0161799-0.0102191j -0.0190172+0.0168713j -0.1368-0.0903621j 0.0874345-0.122259j 0.1701-0.0103318j 0.112786+0.0378831j 0.0663709-0.0194254j -0.00468854+0.258882j -0.0287224+0.0318252j -0.0801274-0.0119001j -0.117643-0.115862j 0.242254+0.100743j -0.0286269+0.025831j -0.0946774+0.00159655j -0.166331+0.131269j 0.129797+0.0407052j 0.0447738-0.258834j -0.0137825-0.0565032j -0.138541+0.035127j -0.0732243+0.134117j -0.057297-0.103521j -0.0403688-0.0126095j 0.0671921+0.0431559j -0.0467407+0.0127765j 0.049462+0.275818j -0.0442398-0.0806303j -0.0481544+0.171736j -0.0679488-0.123936j 0.0908419-0.0303993j 0.203316-0.0185635j -0.201864+0.090154j 0.0113395-0.0738795j -0.00393482+0.00297192j -0.00635548-0.0453642j 0.077853-0.0391478j 0.0635693-0.044392j -0.05402+0.00518395j 0.0374995+0.0194882j 0.0119904-0.017396j 0.0134528+0.00101031j 0.0260088-0.00892255j 0.0485849-0.0040583j -0.016691+0.0192415j -0.00170162-0.0956677j -0.0215664-0.0229715j -0.00900095+0.0134096j 0.00218884-0.0172738j 0.00105147+0.0293259j -0.0706734+0.0129782j 
0.00475275-0.00105582j -0.0213518+0.00155166j 0.0216171-0.0116468j 0.00521639-0.012755j -0.00101381-0.0340101j 0.021061+0.0335146j 0.0200556-0.03711j 0.0141708+0.0205922j -0.00899037-0.0686296j -0.00991302-0.0447465j 0.00677844+0.00929623j -0.00480961-0.0671221j 0.00980834-0.0249973j 0.0171384+0.0138653j -0.0220008-0.0162919j -0.00544098+0.00102316j 0.0108764-0.0107713j -0.047084+0.00484348j -0.0269822+0.00853013j -0.0694508-0.0112031j -0.0212251-0.00762698j -0.0787091+0.00187451j 0.0838916-0.0092795j 0.0230053-0.000741656j -0.0650907-0.00996867j 0.0807575-0.00707995j -0.0395733-0.00745115j 0.109095+0.00137259j 0.0398548+0.00138383j 0.0499778+0.00888107j 0.0490738-0.00682077j -0.000365545-0.000976211j 0.000341893-0.00686038j 0.000404791+0.00209541j -0.00113597-0.00384262j -0.0587965-0.0308606j 0.0362928+0.00543076j 0.0194834+0.00717865j 0.00555503+0.0170158j -0.0547207-0.0323211j -0.0321503-0.00673186j -0.110111+0.010397j 0.118174-0.015176j -0.019086-0.18745j 0.0658764-0.0605852j 0.0636747-0.0202809j -0.0672182+0.00903569j 0.116267+0.0362164j -0.0315053-0.0560878j -0.0082691+0.014808j -0.0602629+0.0584002j -0.0373251-0.00323561j -0.11903+0.0367344j -0.326259-0.152305j -0.138075+0.0344178j -0.0205474-0.202295j 0.011844+0.0992879j 0.186733-0.126896j -0.106447+0.230061j 0.0593031+0.20566j -0.0164464-0.0223564j -0.0260811-0.0443557j -0.138636-0.0121874j 0.0500133+0.0896011j -0.0503574-0.192057j 0.0681995-0.0581158j -0.110009+0.130582j -0.0558184+0.0820625j 0.0743828+0.122372j -0.0201133-0.124984j 0.0704865-0.0387404j 0.0293136-0.170756j 0.0605985-0.106394j 0.170651-0.0191838j 0.0918259+0.0702317j 0.0847241+0.0937085j -0.0149605+0.0925011j -0.0513909+0.0143715j 0.00134949-0.00532938j -0.0249717+0.00729935j -0.13064+0.0689077j 0.0958732-0.0512834j -0.0167156+0.0242688j -0.0365969-0.00451413j 0.0368161+0.0176071j 0.0368364-0.0156572j -0.000455826+0.0230389j -0.00294094+0.00344212j -0.0157227+0.00189995j 0.0126633+0.0132374j -0.0246638-0.00101126j -0.0173307-0.0774041j -0.00483092+0.0924348j 0.00807932-0.0105021j -0.00714113-0.00114943j -0.0582727+0.0258957j -0.0420756-0.0230318j 
