0.0057184+0.00211609j 0.00179714-0.00157879j 0.000893858+0.00224454j -0.0114205-4.62418e-05j 0.00320198+0.00395386j 0.0012985+0.00353294j -0.00250957+0.00476837j 0.0019657+0.000288075j 0.000999752-0.00249588j 0.00103472-0.00219607j 0.00148674-0.00282753j -0.0015876-0.00331992j 0.00642281+0.00597935j 0.0160008+0.00459429j -0.00697678-0.0005768j 0.047596-0.0094058j 0.0255041+0.023824j 0.0198517+0.00363676j -0.00879024+0.0149607j -0.0030282+0.0088438j -0.00469306+0.00985681j -0.00876683+0.00553533j 0.0075762-0.00397384j -0.0035089+0.00106119j 0.00721851+0.00307361j -0.00311399+0.00790259j -0.00389187+0.00880542j -0.00280867-0.0025101j 0.00199811-0.00560146j -0.00920972+0.00438879j 0.00243588-0.0106739j -0.00237789-0.00168158j -0.00627793-0.00704681j -0.00229192+0.00603446j 0.016205+0.0183306j 0.0179276-0.00272293j 0.00307876+0.0063696j -0.00974496+0.00306462j 0.00303916+0.0264495j -0.0118429-0.00657397j -0.00127699+0.0259993j 0.00782969+0.0196976j -0.0133409+0.0178139j 0.00939404+0.00669554j 0.00322236+0.0141185j 0.00383673-0.00569996j 0.00704734-0.0197099j -0.00870864-0.00893842j -0.00158568-0.00439331j -0.0023355-0.00472746j -0.00134358-0.00554903j -0.00174859-0.000137378j -0.00233753-0.00424103j 0.000258906-0.0102042j -0.00830917-0.000690566j -0.00572162-0.00327448j 0.00142755-0.00415692j 0.000559646-0.0090617j -0.00232127-0.00114246j -0.00265067-0.00723771j -0.00498008+0.00239706j -0.00894193-0.00242294j 0.00288899+0.0039678j -0.00205282+0.0125232j -0.00179193-0.00441238j -0.000637634+0.00679232j -0.000858604+0.00684546j -0.00827324-0.00287061j 0.00545024+0.00595132j 0.00237097+0.00237871j 0.00516093-8.31691e-05j -0.00662853+0.00740048j 0.00164835-0.00675827j -0.00307055-0.000245941j 0.00619601+0.00657017j 0.000519194-0.00958261j -0.00871042-0.0100074j -0.00709489+0.00109928j -0.00390691-9.10797e-05j -0.0076544+0.00676284j -0.00140415+0.00986869j -0.0127432+0.0110016j 0.00067495+0.00921178j 0.0133549-0.000138182j -0.00695126-0.0140904j -0.0149654-0.000512603j 0.0057977-0.0327767j -0.0133975-0.00664071j -0.0133519+0.00890467j -0.012309+0.0221893j 0.0247921+0.0181449j -0.0162616-0.273437j -0.146903-0.0736735j 0.00864201+0.0287283j -0.0405297-0.0345847j 0.06633+0.0431052j -0.630674+0.0233202j 
-0.179788+0.0606331j -0.205937-0.110934j 0.0502607+0.00195983j -0.0589441-0.0525041j -0.0243384-0.015393j -0.0130159-0.00910363j 0.0325991-0.0201807j -0.0216333+0.0130756j -0.0374547+0.0120998j 0.000454973+0.0159155j 0.00997675+0.016077j -0.0225625+0.0175966j -0.0182261-0.0332516j -0.105631-0.0141529j 0.0448944-0.00875995j 0.165943-0.0493066j 0.180519+0.0428348j -0.165186-0.00837807j -0.0897923-0.00410143j 0.0906138-0.00138785j -0.0322438-0.0150177j 0.0570354+0.00969205j -0.0133716-0.00945808j 0.0119683-0.00252341j 0.0068744+0.00487162j 0.0106-0.0151485j 0.0183375-0.0011196j -0.0096724-0.0039519j -0.0126132+0.00862452j 0.0113881-0.0127638j -0.0124957+0.0197786j 0.00145925-8.08856e-05j 0.0104886-0.00404666j 0.0266272-0.0133223j 0.0200703-0.0184851j -0.053929-0.0594176j 0.173801-0.0230053j -0.0698513-0.208289j -0.0131784+0.0125042j 0.0471412-0.256473j -0.102342+0.181807j 0.149213+0.119864j 0.0218473+0.0194776j 0.0165709-0.0499859j -0.0369028-0.026814j 0.041888-0.0905382j -0.0658211-0.0396137j 0.00633955+0.0779125j -0.0229436+0.166132j 0.03881-0.125547j 0.00358896+0.0794187j 0.00871251+0.0344883j -0.00675901+0.0863434j 0.0517701-0.0207654j 0.00391201+0.0580825j -0.00209191+0.0245098j -0.0435913+0.0203608j 0.0048142+0.0745427j 0.0231803-0.0559416j 0.024692-0.0151291j 0.0229172+0.00607082j 0.00826029-0.0165087j -0.00468297+0.0234869j 0.00373237-0.0418948j 0.0192576-0.0252674j -0.0065485+0.000288823j 0.0291654-0.0098578j 0.0246283+0.00176007j -0.00609093+0.0106254j -0.00624654+0.0279447j -0.0043896+0.0234325j 0.00550588-0.00508347j -0.00891-0.0124775j -0.0194505-0.00385062j -0.00535532+0.033888j 0.0124849-0.00377274j -0.00876504-0.0265645j -0.0145133-0.0143791j 0.00206505-0.0513236j -0.0280335+0.0149804j 0.00825254+0.00467474j -0.00535705+0.0440413j 0.0179276-0.03636j 0.000974081+0.00441622j 0.0205892-0.0441775j -0.00714311-0.0460646j 0.0259446+0.0600789j 0.00757672-0.162709j 0.00909785+0.0308001j -0.0155068+0.0278898j 0.012188-0.0467242j 0.0137772-0.0205043j -0.00257061+0.105981j 0.0897364-0.0190561j -0.0444584+0.0598372j 0.00339942+0.00860493j -0.0158601-0.0274256j 
-0.135313+0.0494112j -0.208236-0.0691633j 0.0458079+0.0126213j 0.0395222+0.00674767j -0.00372339+0.000360047j -0.00125663+0.00252825j 0.0450704+0.00762724j -0.0362034-0.00331718j -0.0357786+0.000334211j -0.004504+0.00304428j 0.0173842+0.0120042j -0.0407042-0.00398981j 0.00418001+0.00432232j -0.0623848-0.00504414j 0.0580503-0.044601j 0.104912-0.0352668j 0.0819892+0.0233118j 0.0449804-0.00550917j -0.0513727+0.000994032j -0.00273682-0.00413749j -0.000822641-0.00585969j -0.0238072+0.0100108j -0.00348713-0.00218171j -0.0131911+0.0023732j 0.0135888+0.00355749j 0.00396323-0.0052032j 0.00483413+0.00750529j -0.00487845-0.00657985j -0.00188773+0.000686669j -0.0109385-0.00323669j -0.0108465+0.00605646j -0.00892414-0.000571439j -0.0171098+0.0140388j -0.0229275-0.000801007j 0.062095+0.0064356j 0.0721684-0.0166658j 0.0350999+0.00602132j -0.00906569-0.161429j -0.073189-0.0569651j 0.0402998-0.147793j -0.00996213+0.205183j 0.0277993+0.0825849j 0.001743+0.0300112j -0.0166708+0.0460101j -0.0145509+0.0168037j -0.0110714-0.10047j -0.0199299-0.0293682j -0.0263198+0.0130513j 0.00358551-0.0121898j 0.0129513-0.0167964j 0.015347-0.0170368j 0.00166709-0.0443849j -0.00955132+0.00710654j -0.0174013-0.01234j -0.000611977-0.0144534j 0.00345861-0.00323036j -0.0107059-0.0231787j -0.00992919-0.00664826j -0.00934566+0.0145668j -0.000709324-0.00679993j 0.00483066-0.0154383j -0.0042391+0.00974197j 0.00775692-0.00569254j 0.0042167-0.0172689j 0.000934501+0.0217147j 0.00848401+0.000457283j 0.0144672-0.00645283j -0.00249045-0.0333257j 0.0124596+0.0219227j 0.0036289+0.00877921j -0.00937874+0.00511665j 0.0116663+0.0117986j 0.00155572+0.0203139j 0.00134038+0.0055604j -0.000267363-0.000830458j -0.00365865+0.000392509j -0.0108381+0.0334716j 0.00450565+0.00982377j -0.00185967+0.00237966j 0.000331523-0.00288672j 0.0250639+0.00706888j 0.00207932-0.0316876j 0.00734196-0.0412259j -0.0055522+0.0111242j -0.00820219+0.0281783j 0.0158057+0.0260811j -0.024043-0.0534989j -0.0155869+0.242008j 0.00803542-0.0725796j 0.00298722+0.0161385j 0.0169477+0.0275898j -0.0182749-0.109541j -0.00445754-0.0819209j -0.10846-0.00178298j 0.0360255-0.100042j -0.0267555+0.016118j -0.0151452+0.0247948j 
-0.178938-0.0676577j 0.13941-0.0387093j -0.0395288-0.000769642j 0.0289372+0.00785858j -0.0474799-0.00253302j -0.0100199+0.00480914j -0.0147898-0.00578265j 0.0108181+0.000191474j 0.0147669+0.0099736j 0.0343658+0.0097785j 0.0451669+0.019345j 0.028737-0.00460261j -0.072979-0.00279647j -0.024215+0.029831j -0.0182005+0.0095715j -0.0777281-0.0164385j 0.0950102-0.0417305j 0.0292024-0.00215162j 0.0458252+0.00439855j 0.0281266+0.0164058j 0.0343004-0.00518036j 0.0238878-0.00126207j 0.0061321+0.00824203j 0.00139981-0.00541984j 0.0210086+0.0173209j 0.0369721+0.00397395j 0.0293057+0.000191805j 0.00493136+0.0008364j -0.0193892+0.000235883j 0.0113701-0.00730216j -0.0301628+0.00359658j -0.00420467-0.000407523j 0.0282982+0.00252919j 0.04594+0.0120543j 0.0724676+0.00376047j 0.000359234+0.0239177j 0.0163567-0.115664j -0.0631811-0.0240922j 0.0227695+0.0885831j 0.00208708-0.178121j 0.0318544-0.164108j 0.00920043+0.0365987j -0.00557826-0.053122j -0.00447358+0.0573098j 0.0233499+0.0349936j -0.0195505+0.0285246j 0.00681641+0.0271283j -0.00771564-0.0430644j -0.00878561-0.0299391j -0.0161181+0.00202313j 0.0164595+0.0109263j -0.0177202+0.00833561j -0.00608671-0.0104775j 0.00569538+0.03131j -0.002725-0.0368062j 0.00693669-0.0276064j 0.0170227-0.00262482j 0.0120877+0.0295213j 0.0139649-0.0133828j 0.00305277+0.00762374j -0.00797257+0.00384583j 0.00875976-0.0211206j -0.017662-0.00282429j 0.0202343-0.0201524j -0.0103634-0.0105804j 0.0172388+0.00865621j -0.0122557+0.0110684j -0.0112088-0.00845604j 0.0108323+0.0174707j -0.00194498+0.00609663j 0.00907395+0.0344481j 0.00724593+0.00890904j 0.00926856+0.00654343j 0.0127816-0.00454436j 0.00597961+0.00119259j 0.00225712-0.00407621j -0.0136549+0.0137273j 0.00830351+0.0019725j -0.00668854+0.0115974j 0.00816812+0.0117035j -0.000842617-0.00806423j -0.0181149-0.0412561j -0.0010085+0.00228257j -0.00544479+0.0506687j 0.000342265+0.0867781j -0.0158861-0.0875614j -0.0203826+0.249012j 0.0422247+0.0362678j 0.00463202-0.0724475j 0.00426321+0.0346928j -0.00551335-0.0716877j 0.00138529-0.0844639j 0.0181445+0.0855985j 0.0213671-0.100993j 0.111893-0.0128592j -0.00316533+0.0202111j 0.0297143-0.00922828j 
-0.0586714-0.0218865j 0.0139937-0.0120404j 0.000460899-0.00351805j 0.016015-0.00526802j 0.00698614+0.00207238j 0.0304683+0.0103488j 0.0168122+0.00340209j 0.0115354-0.00116161j 0.00424483+0.00580699j 0.0110955+0.00641773j 0.00769351+0.016299j -0.0122851-0.0136202j -0.0215664+0.00277532j -0.0251248-0.00081771j -0.0374855-0.0484707j -0.00619379+0.0238797j 0.0175696-0.0311174j 0.0124333+0.00426577j -0.0217115-0.00211507j -0.0340157+0.00625537j 0.0105629-0.00386264j -0.00142736-0.00169964j 0.00197338+0.0055838j -0.000910349-0.00256036j -0.00985981+0.0128148j 0.0112375+0.00234537j 0.00522514+0.00351261j 0.00803416-0.00605907j -0.00782077-0.00267261j -0.00589164-0.00383644j -0.022289-4.74873e-05j -0.0128375-0.00193374j 0.0134989-0.00178534j -0.00551946+0.00829037j 0.0480378+0.0145897j -0.0109591-0.00439111j -0.0169566-0.0409903j -0.0125285-0.018254j -0.0284306-0.000830745j 0.00367009-0.0615231j 0.00601875-0.0298233j -0.0105125+0.0179831j 0.0253614-0.00527774j -0.0130805+0.00468517j 0.0122831+0.0117431j -0.00520491-0.0292985j 0.00015606+0.00943803j -0.0115046-0.0169618j 0.0098517+0.00221054j 0.00460916+0.0174979j 0.011292-0.0187662j -0.00940451+0.0125546j -0.00354064-0.0525628j -0.00477555-0.0079883j -0.00810698+0.0298988j 0.00333086-0.022553j 0.010252+0.029322j -0.00346647-0.0101127j -0.0061738+0.000666829j 0.00435581+0.00183243j -0.0157594+0.00595603j -0.00565364-0.0166297j -0.00466018-0.00660734j 0.00302225+0.033417j 0.0010008-0.0145105j 0.00761897+0.00718232j -0.00991169+0.0322119j -0.0127572+0.0399414j 0.00621893-0.0269106j -0.00128682-0.00142703j -0.00246022+0.0200832j -0.00166154-0.0202573j 0.0127066-0.00688716j 0.0160467-3.46863e-05j -0.00222864+0.0241338j 0.00138579-0.0256942j 0.000893177-0.0676635j 0.0106575-0.0102212j 0.00542962-0.0220278j 0.00951538+0.0624303j -0.00342416+0.0231815j -0.0182633+0.0672508j -0.0128941-0.0142462j 0.00748031+0.0515432j 0.00577347+0.0307633j 0.00248237+0.00428315j 0.00215706-0.0102432j -0.0120558+0.226438j 0.00443147-0.0507118j -0.00401962+0.0186014j -0.0440017-0.0279715j -0.0111127+0.00945218j 0.0246707-0.0304695j 0.0509367-0.00596734j 0.00867496-0.0741472j -0.000675359-0.0155718j 0.00104415+0.00120274j 
-0.0363138-0.0166267j -0.00455669-0.0223884j -0.000216542-0.0113248j -0.00757186-0.000739877j 0.00296985-0.0109953j 0.0259695-0.015384j 0.0210784-5.69715e-05j 5.36448e-05-0.0124442j 0.0118836-0.000679348j 0.00299094-0.00438017j 0.0240761+0.0138158j -0.0405814+0.00040036j 0.0228092+0.00604421j -0.0170325-0.0315615j 0.00992366+0.0103326j -0.0242489-0.0321297j 0.0259536-0.0415632j -0.0304848-0.00947172j -0.011431-0.0108964j -0.0362414-0.0116073j 0.0206083-0.00780112j -0.0264435+0.00111667j -0.0365084-0.00390957j -0.00821417-0.000579605j -0.0387994-0.0061347j -0.0106268-0.00430008j -0.024155-0.00710054j 0.0175522-0.000964055j 0.00569042+0.000627988j 0.00699668-0.00731844j -0.0335166+0.000268003j -0.00986177-0.00505418j -0.0178273+0.00674723j -0.0735754-0.0123045j -0.0194173+0.00158564j -0.0192689-0.00807611j 0.0250629-0.00659753j -0.01942-0.0232002j 0.0277578+0.0244258j 0.000287483-0.0509376j -0.00302167-0.0044767j -0.0288893+0.0125652j 0.00645285-0.00878789j 0.00991165-0.0239792j -0.0315605-0.0253295j 0.00459996-0.00424909j 0.0267206+0.0132437j -0.00957976-0.0128228j 0.0128979+0.0393236j 0.011392-0.000200572j 0.0105588-0.0317412j -0.00243142-0.00240333j 0.0097914-0.0541465j -0.00983535-0.0100493j -0.00708697+0.0217031j 0.00627444-0.00770793j -0.011101+0.00400528j 0.00396198-0.0035371j -0.00230338+0.0238265j 0.000792777+0.00230092j -0.000738317-0.0172514j -0.00304771-0.0129094j 0.00264669+0.00172835j -0.000714158-0.00264502j 0.0026553+0.0248872j -0.00378869-0.0136172j -0.00213968-0.00625574j 0.00247486+0.00986143j -0.00774805-0.0313153j 0.00545476+0.000107407j 0.00185113-0.0121519j -0.00475568-0.0319204j 0.0043046+0.0327092j -0.00790915-0.00183621j -0.00632949+0.0175877j 0.00141214+0.02388j 0.0135342+0.00194213j 0.0232699+0.0241266j 0.000929091-0.0121069j 0.0135056-0.0176706j -0.0228449-0.0238306j 0.00108346-0.125524j -0.000437501-0.133674j 0.00240224+0.0866561j -0.0185065+0.147513j -0.00207867+0.168857j -0.0207251-0.0976857j 0.0149496-0.0847358j -0.0120809+0.0682859j 0.00377623+0.0518725j -0.0284321+0.0898352j -0.0232304+0.0206522j -0.00938565+0.0279161j -0.0287793+0.0202838j 0.0194507+0.0281833j 0.00813939+0.00351448j 0.0266797-0.0230461j 
0.114199+0.00882018j 0.00873201+0.0428712j 0.0176975-0.000143079j -0.0191617-0.0162976j 0.0321745-0.000240026j 0.00593299-0.00121281j -0.00353642-0.00733896j -0.0055316-0.00461847j 0.0111129+0.0147676j -0.0105366+0.00905145j -0.0107492+0.0232042j -0.0178821-0.0154119j -0.0149523-0.00158945j 0.0246383+0.0038565j -0.00130096-0.00235877j -0.00770008+0.0442436j -0.0613055+0.00482149j -0.0237002+0.010849j -0.0276123-0.00450831j -0.0197811+0.00345703j -0.018229+0.000955469j 0.0152767-0.00308274j 0.00532346+0.00596163j 0.00623351+0.000864971j -0.00644567+0.000955898j -0.0134581+0.00122822j 0.00789959-0.00147362j -0.00360569+0.00133459j 0.00065604-0.000426158j -0.016906+0.000166076j 0.0348479+0.00558441j 0.000365187+6.21651e-06j 0.0450921+0.00395846j -0.0106531+0.00932619j -0.0181841-0.00642262j -0.0249824-0.0143178j -0.0111307+0.0412971j 0.00917902+0.0588517j 0.0325744-0.0099171j -0.00542776+0.113343j -0.0263453-0.00453176j -0.0081355-0.0391483j 0.0183228+0.0186073j -0.00876443-0.0324376j 0.0153875-0.0107278j 0.00920396-0.0139205j -0.00489474+0.00341746j -0.00524338+0.0174682j 0.00351393+0.0177854j 0.000710007+0.014535j 2.50182e-05+0.00918369j 0.00445802+0.0353051j -0.00117128-0.00540861j 0.0182193-0.01169j 0.00534925+0.0309362j 0.0018981+0.0179347j 0.0055839+0.0224041j -0.0140477-0.0190926j -0.00711768-0.000840225j 0.0125747+8.75726e-05j -4.02269e-05+0.0177452j -0.00406681+0.00806537j -0.00430683-0.00963409j -0.0151883+0.0213852j 0.012371+0.0151867j -0.00168665+0.00528515j 0.00899125+0.0113681j 0.0140472+0.00472583j -0.00108796-0.00271328j 0.0019459+0.0403346j 4.20509e-05+0.0294384j 0.0109259+0.0279907j -0.0129832+0.0111136j -0.00803296-0.00305958j 0.00205107+0.0448834j 0.00428912-0.03454j -0.00559789-0.00882967j -0.0142754-0.00699509j 0.00347721+0.0366544j -0.014839+0.069561j 0.0118568+0.0714787j -0.000657343+0.132823j -0.00688071-0.00356982j -0.0121222+0.127693j -0.00294921+0.0442289j 0.0365857-0.0285754j 0.000574558+0.0149537j 0.0203114-0.0559144j 0.00584894+0.0851689j -0.0282137+0.0341144j -0.0112828-0.0160407j -0.00148924+0.0355464j -0.00220331-0.0153432j -0.0251249-0.0034804j 0.0241148+0.0340079j 0.0309527-0.0193135j -0.030298-0.000875407j 
-0.0362301+0.0288545j -0.123217-0.0251897j 0.0337006+0.00981021j 0.0305924+0.00125557j 0.00595282+0.00625391j 0.0176098+0.0106434j 0.0394202+0.0123885j -0.0152579-0.00448497j -0.0323294-0.00460896j 0.00485355+0.000190686j -0.000246008+0.00206662j -0.0273233-0.0121932j -0.00336676-0.0152907j 0.0181197+0.0313058j 0.0177019+0.0114734j 0.0468184-0.0186743j 0.0151482+0.0245659j 0.0269634-0.00052592j -0.0399685+0.00226496j -0.0255367-0.00677437j -0.0114597-0.000991289j -0.0335355-0.00243151j 0.0100439-0.00730443j -0.0178296-0.000626876j -0.00692739-0.00944387j -0.00748815-0.00668331j -0.0331826-0.00532188j 0.024024+0.00310979j 0.0123579+0.00373934j -0.0398741-0.00336268j 0.000478647-0.00038488j -0.0249938-0.00385804j -0.0237022-0.00590245j -0.0347719-0.0101639j -0.0291988-0.025608j -0.0135086-0.0173774j 0.00601455+0.0196189j 0.0178876-0.0609663j 0.00315515-0.0286526j 0.0334522-0.0426691j 0.00239675+0.110476j -0.0124157+0.0318444j 0.0127067+0.0203006j -0.0121136-0.00620014j -0.0120101-0.00313161j 0.01018-0.0582118j -0.00797976-0.0137549j 0.00919735+0.0150466j 0.00501537-0.0176576j -0.00403938+0.000107708j 0.0152595-0.00560708j 0.000361193-0.00230279j -0.00770099-0.0143765j 0.0050174-0.0190567j 0.00825983+0.0172527j 0.00691016+4.64346e-06j -0.0179655+0.00514483j 0.0115107-0.0311183j 0.00264372+0.013278j 0.00249754-0.00673566j 0.00273364+0.000168214j 0.00173106+0.0265909j -0.00102032-0.0140505j 0.00411434+0.0413797j -0.00588944-0.0094068j 0.000975876+0.0199532j -0.0111066-0.00187176j -0.00489522-0.0024111j -0.00155541-0.00093891j -0.00440776-0.0166801j -0.0150335-0.000842599j -0.0038763+0.0208829j 0.00360692-0.00450226j 0.0291322+0.0226383j 2.41914e-06-0.0216593j -0.0141349-0.0435719j 0.00908733+0.0279644j -0.00142238+0.0031713j 0.00705668+0.0912542j 0.0243018+0.110443j -0.00376762-0.0402057j 0.00674488-0.056115j -0.0411999+0.165238j 0.00367706-0.00950937j -0.011438+0.0445335j 0.0120344+0.0954304j 0.0122338-0.0902969j 0.0303904-0.0217377j -0.0198402+0.0712881j -0.0117419-0.0551751j -0.0338083+0.0576137j -0.0139335-0.00859279j 0.00162305-0.0263771j 0.0456743+0.0323696j 0.0330474+0.0188591j -0.0336688-0.00135278j -0.0198693+0.0107861j 
0.00130599-0.00749524j 0.00347959+0.00881982j 0.0082391+0.00934288j 0.0183566+0.00388388j 0.0184124+0.00296274j 0.0174806+0.0147179j -0.00390133-0.00277261j 0.000354596+0.00585552j 0.00603577+0.013387j 0.0205924+0.0166567j -0.0217245+0.00208812j -0.0367978-0.0230052j -0.00103656-0.00727289j -0.0443988-0.00469438j -0.0116414+0.00890259j -0.0301133+0.00804457j -0.0221399-0.0120747j 0.0109272-0.00381514j -0.011079-0.00100469j -0.0186977+0.00307116j 0.000870884+4.56372e-05j 0.0181804-0.00447643j -0.0115506+0.00189783j 0.00201661-0.00152144j -0.0174645+0.00110375j 0.00471594-0.00172545j -0.00083303-0.0034137j -0.00678379+0.00402616j -0.0157318+0.000982101j -0.0140076-0.000164049j -0.0132767+0.00466083j -0.0260166-0.00262996j 0.025823+0.00357983j -0.0283799-0.00144952j 0.000665777-0.000268292j 0.00186307-0.00104273j -0.0124958+0.000736594j 0.00454009+0.00709952j 0.00415847+0.00279094j 0.00852205+0.0196167j 0.00808676-0.0142295j 0.00996977-0.00703242j -0.0130542+7.82642e-05j -0.00626536+0.01368j 0.00205467+0.0183681j -0.000345016-0.0465873j 0.0103571+0.00463531j 0.00557544+0.00838161j 0.0117713-0.0345997j 0.00252588+0.0168346j -0.00124418-0.000493708j -0.00269655+0.0053193j -0.000294736+0.00661684j 0.00857582+0.0125634j -0.000437852-0.0128544j 0.00369366-0.0112646j 0.0072769-0.0168981j -0.0119093+0.00416761j -0.000554582-0.00379003j 0.00354494+0.0134612j -0.0140843-0.0020039j -0.00314179+0.00782857j -0.00439675-0.000867035j -0.00431987-0.0575285j -0.000916819-0.00627282j 0.00889745-0.0156414j -0.000767266-0.0319096j 0.0076143-0.00884171j 0.00101941+8.93751e-05j 0.0030167-0.00371794j 0.00533732-0.0157392j 0.00654512+0.0259608j -0.00170554+0.0157278j 0.00799418-0.00991996j 0.00697639-0.0485671j 0.0048487+0.0162364j -0.0195492-0.0558572j 0.000626422-0.066789j 0.00881514-0.053149j 0.00386363+0.107125j -0.0171076-0.0102493j -0.0133019+0.00725789j 0.00747456-0.0170031j 0.0220074+0.127739j -0.0160214+0.0716258j -0.0222768+0.05392j 0.0186994-0.0089104j 0.00118309-0.00456516j -0.0102007+0.028848j 0.0203588+0.0347913j 0.0638717-0.00110891j 0.0063697+0.000396323j 0.0126287+0.00472558j 0.00198713-7.55881e-05j -0.0202256+0.0113572j 0.00892079-0.00094795j 0.0110557-0.00272444j 
0.0152634+0.00411583j -0.00962402+0.00145286j 0.0181902-0.00542243j -0.0082386-0.00665302j -0.0193162-0.00858377j -0.0193787-0.00611306j -0.00828128-0.00892967j -0.0183024-0.005174j -0.0250966-0.00397596j 0.0129031+0.00607369j 0.0459444+0.000244875j -0.00977152-0.012988j 2.18778e-05+0.00115623j 0.0157889-0.0185415j -0.0115069-0.00332559j 0.0187485-0.00131404j -0.0231002-0.00923545j -0.0160436+0.00273921j -0.00701379-0.0054751j -0.00465223-0.00572788j -0.00789506-0.00276124j -0.00154617-0.00281391j 0.00261985+0.00126051j -0.0054876+0.000678423j -0.011252-0.00276338j -0.00369585-0.00456363j -0.0146584-0.00314843j 0.02399+0.0042906j 0.0151774+0.00440477j -0.00842714-0.000522057j 0.026562+0.00353134j -0.00523297+0.000883525j 0.00161498+0.00180223j -0.00588206+0.00338611j 0.00531649+0.00186291j -0.0167739-0.00535271j 0.008723+0.00996535j -0.000690061-0.00188449j 0.013244+0.00604771j -0.000733602+0.00433366j -0.00596366+0.0174936j -0.0129012-0.00322389j 0.000726092+0.00683275j 0.00855671-0.0227334j -0.0107334-0.0185678j 0.0061651+0.0109106j 0.0114724+0.00513942j 0.00821135+0.00645044j 0.00601308+0.01038j 0.0182263+0.00216583j 0.0148493+0.0103309j -0.00718977+0.00863933j -0.00523949-0.000498682j 0.00556029+0.00814614j -0.0085853+0.00756159j 0.00480602-0.00857176j 0.00393628-0.00178847j 0.00144348+0.008389j -0.00676043-0.014259j 0.00466923-0.0114999j -0.00974101-0.0147173j 0.00162527-0.0129901j -0.000338045-0.0127027j 0.00258984-0.0153711j 0.0061673+0.00596138j 0.00281163-0.0184958j 0.000259881+0.0138903j -0.0142017+0.00850799j 0.0119885+0.0149265j 0.00229587+0.00622061j 0.00117806-0.00111297j 0.00758925-0.0828295j 0.000103302+0.0227493j -0.00353728+0.0770733j 0.000605657-0.028698j -0.0134136+0.0453623j -0.0095534+0.0658607j -0.0127582+0.00616353j -0.0054956+0.0342422j 0.00889929-0.00917961j -0.00789847+0.120279j -0.0256164+0.0371042j 0.0102332+0.0107591j 0.00343153+0.0549076j -0.0145715+0.034706j -0.0183987-0.0284413j -0.0206117-0.0299794j 0.00339147-0.0316408j -0.0170369+0.0569215j 0.0374764+0.0244634j 0.0265685+0.00833978j -0.00145857+0.0139903j -0.00939813+0.00849056j -0.0453944+0.0107552j 0.047335+0.0191734j 0.0188395-0.000553074j -0.00427845-0.00973822j 
0.00917902+0.0291501j -0.0669255-0.00866693j -0.0124178+0.000159407j -0.0176618-0.00453304j -0.0108886-0.00641306j 0.00283468-0.00650145j 0.00625538-0.00599681j 0.000566723-0.00213891j -0.00891252+0.00566924j -0.0167091-0.0101296j -0.0493868-0.00432069j 0.00916674+0.00272715j 0.000158883+0.0125213j -0.038568-0.000515504j -0.00550544-0.00775975j 0.0346111-0.00690097j -0.00783065+0.0247311j -0.00177717+0.00582944j 0.0045823+0.00197685j 0.0173663-0.00363441j -0.00510605-0.00245986j -0.0119785+0.00162743j 0.00731665+0.00253847j -0.0094089+0.000702542j 0.022344-0.00161179j -0.00832355-0.00209946j -0.0128361-0.00297288j 0.0112839+0.00296784j 0.0101594+0.00348423j -0.0182907-0.00220559j 0.031962+0.00989884j 0.0115412+0.00306243j -0.00133502+0.00419095j 0.00447304+0.000321998j 0.0026506-0.00903509j -0.00121546-0.00871164j 0.00964752+0.0223251j 0.0157446-0.0266267j 0.00260429-0.0202062j 0.0154632-0.0048722j -0.00244496+0.075314j 0.00425205+0.00974285j -0.0076929+0.0160833j 0.00835914-0.024831j -0.0152982-0.018512j -0.00519618+0.00173625j 0.0105061-0.00804014j -0.000489502+0.0139734j -0.000209835-0.0143452j 0.0194924-0.0142716j 0.021217+0.00963305j -0.00256996-0.0154848j -0.000978444+0.0287007j 0.0111395+0.0135566j 0.000247446-0.0297509j 0.00690716-0.00182446j -0.00598262-0.0241104j -0.00204686+0.0154072j -0.00123481+0.0098098j 0.00439013+0.0134432j 0.00208508-0.0223758j -0.00314016-0.0126748j 0.000490348+0.0206689j 0.0299557-0.0234187j -0.00233729+0.0112486j 0.0066316+0.00388924j -0.0108341-0.0128829j -0.0313527-0.0307032j 0.012881+0.00825223j 0.00134184-0.0205374j 0.00890497-0.0142808j -0.0143891+0.0234021j 0.00105775+0.0669228j 0.00563546+0.0019491j 0.018276+0.0026829j -0.00853902-0.0110431j -0.0129922+0.0594552j -0.00736859+0.0177437j 0.00655834+0.0764276j 0.00547852-0.0525242j -0.0242503+0.0679554j -0.0362408+0.0731157j -0.0105215+0.0379344j 0.011899+0.00774571j -0.0155736-0.0328837j -0.0332775-0.0575074j -0.0371354-0.0225868j 0.00243355-0.0266734j 0.014595+0.0447755j 0.00928679+0.00432175j -0.0247252-0.00531937j -0.00284355-0.00389315j -0.0108526+0.00238727j -0.0401786+0.0111368j 0.0374515+0.011181j -0.0128498+0.00361655j -0.00561946+0.00308573j 
