-0.12473-0.0430077j 0.0484147-0.126864j 0.217079-0.149533j 0.165888+0.230461j 0.140148+0.0807466j 0.0905687+0.209703j 0.22011-0.227815j -0.0965904+0.0956246j 0.125501-0.0421006j 0.185712-0.106557j -0.100098-0.211823j -0.0625172+0.10284j -0.152205-0.194547j -0.0108743+0.0147103j -0.0459345+0.144868j -0.0278227-0.0505521j 0.0684086+0.0646622j -0.140764-0.00594852j -0.029927+0.0201381j -0.177671-0.0106617j 0.182972-0.0342302j 0.00346018+0.138813j -0.0383204+0.0412104j -0.0953977-0.00569186j -0.0470367+0.152645j -0.0828914+0.210686j 0.152665+0.172932j 0.17716+0.16831j 0.198819-0.129776j 0.0797088+0.0186554j -0.0179447+0.0990236j 0.103322-0.0466881j 0.0350473+0.0854355j -0.0357917-0.0195831j 0.0140765+0.0384256j -0.0481164+0.0197099j -0.0311793-0.0208001j -0.00302136+0.00931318j -0.034823-0.0226699j -0.015303+0.0195064j -0.029988+0.0152595j -0.0311658+0.0224292j 0.0233479+0.0108121j -0.0250235-0.0140208j -0.00207944+0.0222618j 0.0224698+0.00596717j -0.00427646+0.005185j 0.0113362-0.00158598j -0.00837021+0.0111441j -0.000284746+0.0256259j -0.00443831+0.0136451j 0.0128195+0.0208854j -0.00515855+0.00725814j 0.011853+0.0272555j -0.0236187-0.0223499j 0.00899991-0.00156853j -0.0130402-0.0118261j 0.00874044+0.00889503j 0.0055173-0.00176475j -0.0184931+0.0179423j 0.018915-0.00383444j 0.00561199-0.000596077j -0.00590975-0.00290139j 0.0149183-0.0165997j -0.0285713-0.00290962j -0.0135955+0.0239839j 0.0126297+0.0178177j 0.0287589+0.00554369j -0.00353016-0.0219072j 
-0.000446729-0.00130286j 0.000381268+0.00228921j 0.000759705+0.00156827j -0.000365068+0.000298757j -0.000993718+0.00148871j 0.00179401+0.000580127j 0.00172574+0.002582j 0.00108627-0.00434191j -0.00304259-0.00113488j 0.00118631-0.00292614j 0.00422033-0.00071462j -0.000848961+0.000917639j -0.00375786+0.0015784j 0.00120018+0.000904787j 0.00217316-0.00339909j -0.00090892-0.00385443j -0.00233098+0.00267624j 0.000940204+0.00146602j 0.000181127+0.000331997j -0.00188593+0.000350896j -0.00135004+0.000392209j 0.00109114+0.00222071j -0.000250769-0.00218543j 0.00171748+0.00227549j -0.00136767+0.000929238j 0.00264471+0.000222495j -0.000567478-0.000121779j -0.00140474-4.7413e-05j 0.00174468-0.00018711j 0.00388507+0.00161181j 0.000546003-0.00130354j 0.00181929-0.00362987j 0.000135139+0.00267402j -0.00214794-0.00496268j 0.00364581+0.000245246j -0.00277474-0.000255033j -0.00256098+0.00546998j 0.00197866+0.000368864j -0.00261752-0.00150338j 0.00261641-0.00108649j 0.00107241-0.00155545j 0.00081815-0.00275578j -0.00257991+0.00488308j -0.00740714-0.00173875j -0.00350826-0.00409997j 1.23555e-06-0.00457027j 0.0051755-0.00951461j -0.00129262-0.00589912j -0.00630176+0.00484573j -0.00362657+0.00186597j 0.0024282-0.00316033j -0.00228546-0.00336201j 0.00337932+0.00855502j 0.000281604-0.0134288j 0.00207112-0.00445019j 0.00801587-0.00246493j -0.00018925+0.00942061j -0.00979632+0.00984844j 0.0133223-0.00226453j -0.00762382+0.00701702j -0.00887971-0.00954212j 0.00354935+0.000327046j 0.00174961+0.00125976j -0.000679336+0.00427346j 0.000121049+0.00321979j -0.000471563-0.000866362j -0.00290429-0.00216855j -0.00268083-0.000868176j -0.00104272+0.00125859j 
0.0013343+0.000424332j 0.000478218+0.00121879j 0.00189198+0.000250641j 0.00210684+0.000253122j 0.00178918+0.00106243j -0.0021517-4.1081e-05j 0.00299589+0.00213867j 0.00461032-0.00495194j -0.00466348-0.00054661j 0.00123732-0.00490321j 0.00119837+0.00491264j -0.00179599+0.00175195j -0.00266867-0.00380618j -0.00329808+0.00601264j 0.00530007-0.00290063j -0.000156652-0.00816855j -0.00333577+0.00241891j -0.00167901+0.0017824j 0.00976178+0.000600762j 0.00224522-0.00988742j -0.00985913+0.00198325j 0.000220787+0.00864874j 0.00267078-0.00184307j 0.00274083+0.0054809j -0.00161801+0.00169957j -0.00011544+0.00187144j 0.00240026-0.000604924j 0.00114983+7.47319e-05j -0.000128665+0.00106611j 0.00251061-0.00127564j 0.00229346+0.00122686j -0.0017937-0.00318092j -0.0022473-0.00315812j 0.00166548+0.000750276j 0.00409433-0.00236423j 0.0019947-0.00148377j 0.00190981-0.00308262j -0.00282805+0.00268572j 0.00375043-9.712e-05j 0.00092063+0.00366501j 0.00282491-0.00239114j -0.00292025+0.00474517j -0.00109688-0.00623114j -0.0070353+0.00393922j 0.000991198-0.00719992j -0.0103145-0.00378475j -0.00256041-0.00104036j -0.000269249-0.00869198j 0.00733522-0.00015557j 0.000500994-0.00151633j -0.00574102-0.00571784j -0.0119896+0.0178761j 0.00317472+0.00748805j -0.0111462+0.00216099j -0.00625321-0.000855871j 0.0117189+0.00537781j 0.0088758+0.00140428j -0.00252587-0.00446544j -0.00153615+0.000227732j -0.00179669-0.0023959j 0.012699-0.00274245j -0.00357974+0.00248653j -0.00229745-0.00276955j 0.0024743-0.00183963j 0.000827619-0.00188711j -0.00130248+0.00325387j 0.00148743-0.00447493j -0.00151732+0.000698148j 0.00142365+0.00103479j 
-0.00197199-0.000810302j -0.000569278+0.00102357j -0.000201678+0.00102881j 0.00167473+0.000836568j 0.00116007+0.00262939j 0.00175926+0.00757048j 0.000586563+0.00665529j -0.00512239+0.00114856j 0.000836278-0.00136992j -0.00357518-0.00332813j 0.00259307-0.00905021j -0.00520964+0.00376446j -0.00637716+0.00703156j -0.00648949-0.00780835j 0.000104524-0.0138192j -0.0135106-0.0156355j -0.00165151+0.00140832j 0.00898763+0.00444177j 0.00912887+0.00616328j 0.00487793-0.00577788j -0.00757839-0.00162812j 0.000841288+0.00475039j -0.00345144+0.00104668j 0.00237381+0.00173916j 0.00339179-0.000879868j 0.000177804-0.00169407j -0.000405749+0.00109741j -0.00238642+0.000122145j -0.00172213+0.000437249j 0.00152848+0.000229247j 0.000678905-0.00269648j 6.73545e-05-0.00115727j -0.00162656-8.35379e-05j 8.57841e-05+0.000490057j 0.00650482+0.00073944j -0.00283417-0.00193262j -0.000964978+0.00366017j 0.0039563+0.00280348j 0.00366244-0.0111497j 0.00527764-0.00158695j 0.00445743+0.00621444j 0.00653992-0.0017075j 0.00878376-0.00524448j 0.00279372-0.00675376j -0.00451211-0.000340742j 0.00695593-0.00554411j -0.00251863+0.00375911j 0.00412119+0.00892483j 0.0106473+0.00365934j 0.00105684+0.0012374j -0.0039776-0.0115904j 0.00160416-3.94332e-05j -0.00712024+0.00565073j -0.0103605+0.00823834j 0.00253466+0.00308014j -0.00353716-0.00135805j 0.00415517+0.000400116j 0.0021348-0.00832927j -0.00247215+0.00452668j -0.00131497-0.00472226j 0.00867097-0.00323804j -0.00308261+0.00113132j -7.0513e-05-0.000123199j 0.000732944-0.00115344j -0.00118006-0.000109221j -0.000442403+0.000899055j -0.00199583-0.000128069j 0.000479409-0.00111991j -0.000736354-0.0001501j 
-0.000403034-0.00195817j 0.00161858+0.000451035j -0.00272359-0.00100743j -0.000324864+0.000174959j 0.000232976-0.00256929j -0.00465746+0.00606368j -0.00331927+0.000412264j 0.00558406-0.00590681j 0.00155034-0.000870132j 0.000813575-0.00427608j 0.00141426+0.00459187j 0.00297577-0.000729571j -0.00104165-0.00249807j 0.00334948+0.00389096j 0.00365118-0.00399306j 0.00490013-0.00650857j -0.00228793+0.00907598j -0.00367178+0.000712856j 0.00477045-0.00391183j -0.00439707-0.00671579j -0.000270851+0.000892974j 0.00100115+0.00577803j 0.00194247-4.15479e-05j -0.00326388+0.00257773j -0.00109024-0.00385872j -0.000191119+0.00523275j 7.11916e-05-0.00244714j 0.00327566-0.000123345j 0.000410998+0.00152909j -0.000671819-0.000279431j -0.000513259-0.0019873j 0.00153276-0.00164436j 0.000180468+0.000304613j -0.001026-0.00306731j 0.00219407-0.00196556j -0.00459847-6.87035e-05j 0.00177033-0.000546394j -0.00197277-0.00199872j -0.00316599+0.00500684j 0.000909568-0.00197793j 0.00406272-0.00590164j -0.00300673+0.00195795j -0.00828524-0.0026867j 0.00220568-0.000626397j 0.00788536+0.00453916j -0.00331265+0.00537218j -0.00188616-0.00654559j -0.00502696+0.00591609j -0.004116+0.0030175j -0.000906331+7.04693e-05j -0.00242192-0.000496595j -0.000794042+0.0020897j 0.00164799-6.71159e-05j -0.00074697+0.00284161j -0.00244549+0.000866122j 0.00291729-0.000304769j -0.00134557+0.00389015j 0.00340291+0.005351j -0.00151295-0.00453633j 0.00103426+0.00171987j -0.00258788-0.000156087j 0.00163975-0.0018227j 0.0038352-0.000167682j 0.00368097+0.00291822j -0.0014804+0.000155194j 0.00148755+0.000111536j -0.00150612-0.00257762j 0.000464359-0.0017137j -0.000200348+0.00088231j 
0.00364087+0.00601688j -0.00326249+0.000629207j -0.000674965+0.00327699j 0.00449684-0.00141942j 0.00373915+0.00327381j -0.00327522+0.00322303j -0.0011895+0.00117529j 0.00511573+0.00455063j 0.00598499+0.00539221j -0.00253274-0.00111829j -0.00946393+0.00493887j -0.00361169+0.000587731j 0.00182625-0.00252724j -0.00728102+0.00479545j 0.00534544-0.00665636j 0.000788772+0.00905298j 0.00548127+0.00197053j -0.0133165-0.00676421j 0.010892+0.00440304j 0.0125943-0.0086556j -0.0110052+0.0111338j 0.000641069-0.0137786j 0.0129282-0.0127012j 0.00781824+0.0176323j -0.00771172-0.00158465j -0.00976659+0.00344532j 0.00611451+0.00874072j 0.00607448-0.00240389j -6.26537e-05+0.00556134j -0.000841805-0.00700303j 0.000475469-0.000324715j -0.000100521-0.000816172j 0.00159356-0.000511329j -0.001256-0.00118956j -0.00287898+0.000388603j 0.00245491-0.00183906j -0.0027549+0.00222356j -0.000283882+0.00138426j -0.00293633-0.000808626j -0.00261351+0.00390635j -0.00241799+0.000495846j 0.000266483-0.00134543j 0.00253238+0.00405982j -0.00229376+0.00485285j 0.00123739-0.00415272j 0.00260004-0.00475788j 0.00445194+0.000774378j 0.000334997-0.000532776j -0.00698966+0.00362877j -0.00151087+0.00239911j -0.000924819-0.00219555j 0.000426308+0.00352586j 0.00343658+0.00386045j 0.00194296+0.00155495j 0.012772+0.00548258j 0.00433524-0.00238622j -0.00547552+0.00161084j -0.00455895+0.00149923j 0.00223991-0.00538847j 0.000475865+0.00785272j -0.00868467+0.000834479j 0.000701457-0.00560736j 0.00283669-0.00658958j 0.00804958+0.00281047j 0.000131449+0.00309542j -0.000539417+0.00340069j -0.00536185-0.00400042j -0.000630282-0.00231114j 0.0029216+0.00232477j 
-0.000313658-0.0001092j 0.00139353+0.000331931j -0.00123961+0.00225173j -0.000842425+0.000406368j -0.000722386-0.000165572j 0.000960002+0.000411996j -0.000909611-0.000750314j -0.00134569+0.000827315j 0.00111877+0.000107081j 0.000215924-0.00123533j 0.00211948-0.00287035j -0.00313672-0.0009356j -0.00136573+0.00139581j -0.00344318-0.000481782j -0.00141021+0.00359929j -0.00270399+0.00610961j 0.000454285-0.00394981j 0.00171762+0.000678308j -0.00468005+0.00158922j 0.00074001+0.00348191j 0.00410069+0.000305012j -0.000565092-0.00550452j -0.000708554-0.000155808j 0.000579153-0.00320668j -8.30716e-05-0.000763834j 0.00102422-0.000809393j -0.000863301+0.0013053j -0.000609322-0.000280669j -0.000257936+0.000423577j -0.00191321-0.000987335j 0.00235621-0.000933285j -0.00116389-0.00191282j 0.00115961-0.00160625j -0.000113505-0.000718264j 0.00266824+0.00160854j -0.00107558+0.000384696j 0.000879548+0.000230345j 0.00210427+0.00145746j 0.00169594-0.00144776j 0.00216821-0.00368485j 0.00289589-0.00220959j 0.000459321-0.000637065j -0.00969272-0.0021697j -0.00476727-0.00461235j 0.00199298-0.00520598j -0.00152006+0.000422368j -0.0109439-0.0118101j 0.00468509+0.00612792j 0.00832523+0.00312189j 0.000257272-0.00146564j -0.00809148+0.00460736j 0.00299701+0.00156287j 0.00582955+0.00586243j -0.00264011+0.000978423j -0.00482263-0.00488459j 0.00321383-0.00108629j 0.00734196+0.00833996j -0.000943286+0.0030466j -0.00164292+0.00553338j -0.00543329-0.0023115j 0.00666826-0.00506951j -0.000951698+0.00121374j 0.00115408+0.000893639j 0.00233047+0.00261705j -0.000685725+0.00221465j 0.000106512-0.00223049j -5.9652e-06-0.000699637j 0.000395258+0.000760103j 0.000493764-0.000537129j 
-8.47605e-05-0.00015272j -0.000513969-0.000804851j 0.00214784-0.0032067j 0.00124496+0.000106363j -1.64901e-05-0.000382213j 0.00085537-0.0102359j 0.00437061-0.00414457j 0.00460021-0.00976709j -0.013317+0.00420591j -0.000206492-0.00441929j 0.00843954+0.00655936j -0.00322238-0.000153791j 0.00253482-0.0132066j -0.00362195+0.0161839j 0.00176187+0.0144901j 0.00412904+0.00266578j 0.00146345+0.000347569j -0.00511035+0.00137941j 0.00128825+0.0012754j 0.0016028-0.00344299j -0.00743501-0.0018965j 0.000320783+0.0070165j 0.000362113-0.00115118j 0.00198725-0.00140431j -0.00517678+0.00515325j 0.00208672+0.00234854j 0.00317096-0.00315247j -0.000448388-5.43671e-05j 0.000813259-0.00240546j -0.000853756+0.00104957j -0.00126917+0.000848059j -0.000368347-0.000578973j -7.10045e-05-0.00323333j -0.00109469+0.000521391j -0.00150773+0.00425387j 0.00144322-8.99359e-05j -0.000596705-0.000443502j 0.00165072+0.000148187j -0.000802585+0.00263406j 6.3287e-05-0.00226616j -0.00118562+0.00149627j 0.00452657-0.00232617j 0.00218873+0.00476926j 4.01884e-05-7.06574e-05j 0.00118992+0.00048147j 0.0042241-0.000251498j -0.00306764-0.00159652j 0.00183546-0.00145985j 0.00393504+0.00112296j -0.000912801+0.00034053j -0.00289334+0.000447795j 0.00434676-0.00384841j 0.000665744-0.00144018j 0.000178232-0.00033564j 0.000315091-0.00186936j -0.00172694-0.00380173j 0.00319053+0.00289493j 0.00167934+0.0027178j 0.00058446+0.000170247j -0.000699498+0.000832059j -0.000845862+0.00237068j 0.00341342+0.000555066j 0.00347645-0.000257524j -0.00315839+0.00390951j -0.00112196-0.000120241j -0.00164968-0.0025096j 0.000701668+0.00116609j 0.00164498-0.000276183j 0.000454888-0.000380547j 
-0.00225761+0.0013336j 0.000545559+0.000686754j -0.00127702+0.00758013j -0.00704878-0.000948193j -0.00680812+0.000219497j 0.00486378+0.00421572j 0.00159687+0.00174212j 0.0043277-0.00540651j 0.000473892-0.010486j -0.00108888-0.00529855j 0.00406593-0.00204211j -0.0142502-0.00215303j -0.0137881+0.0073678j -0.00924787+0.000626322j 0.00408298+0.00273237j -0.00959912+0.00635657j -0.0071858-0.0151305j 0.00468239+0.00659022j -0.00426622+0.000441688j -0.00418627-0.00184257j 0.00410765-0.000906662j -0.00511035-0.00567621j 0.0015077-0.00221876j 0.00544307-0.00337821j -0.00129444+0.00646697j 0.00228438+0.00135955j -0.000510541+7.26367e-05j -0.00376692-1.66834e-05j -0.00277244+0.00295394j 0.000777853-0.00196596j -0.000400383-0.00320206j 0.00154291+0.00287274j -0.00382239+0.00447931j -0.00341747-0.00247498j -0.00153347-0.00652879j -0.00593258+0.0046705j 0.00193797+0.000487799j -0.002958+0.0021449j 0.00618308+0.000202978j -0.000216251+0.000378342j 0.00319858-0.00255063j -0.0100147+0.00140445j -0.00461059-0.0106388j -0.00229261-0.000348755j -0.000532693-0.00313807j -0.00137864+0.00505283j 0.00448152-0.00493804j -0.00681472+0.0124613j -0.0106562+0.0025605j -0.000681636+0.0018328j 0.00459754+0.00108665j 0.00233581-0.00288682j -0.00020598-0.000296681j 0.00878642-0.00739488j -0.00691074-0.00178165j -0.00552979-0.00705317j -0.00421747-0.00176944j 0.000139503+3.17139e-05j 0.00019846-0.00324909j 0.00157087-0.00339272j -0.00120212-0.00448707j -0.00060575-0.00378362j -2.75747e-05+0.000970147j 0.00131867-0.00377748j -0.000569362+0.000248217j -7.45131e-05+0.000516237j -0.00188994+0.000246697j -0.000560458-0.00162501j -0.00160321+0.000471522j 
-0.00133164-0.000571837j 0.00132269-0.001579j -0.00191994-0.000580248j -0.000405229-0.00306072j 0.000257571-0.00771464j 0.00285974+0.00528892j -0.00172654+0.00270657j 0.00121118+0.00298541j -0.00220018-0.00237645j -0.0089727+0.00409761j -0.00266787-0.00716266j -0.00297703+0.0031465j -0.000988825-0.00378661j -0.00955038+0.00100812j -0.00883023-0.00542488j -0.0161609-0.0117092j 0.00195043+0.00112557j 0.00701449+0.00158752j 0.0166228+0.00310127j -0.00134068-0.0150885j -0.00822129-0.00774039j -0.00101664+0.0128718j -0.00677093+0.00886072j -0.0044121-0.00568296j 0.00129815-0.00295927j 0.000365637+0.00131854j 0.0023169-0.00387579j -0.0011662+0.000979572j -0.000780278-0.00231623j -0.000985929+0.00185587j -0.00156079-0.00037696j 0.00228501-0.000457222j 0.00107597+0.00245314j -0.0033981-0.00217303j -0.00130803+0.00211821j -0.00200204+0.00422555j -0.000648485+0.00228703j -0.000632638+0.00017535j 0.000143034+0.00608385j -0.00201602-0.00200118j -0.000855021-0.00227312j -0.00372184-0.000998834j -0.00329382+0.00429863j -0.00274478-0.000472781j 2.32574e-05-0.00158065j 0.00336241+0.00399821j 0.00406938-0.00731467j -0.00423889+0.00239254j -0.0102005+0.00625372j -0.00207037+0.00272263j 0.00673682+0.00138288j 0.00252514-0.0108029j 0.00179917-0.00344571j 0.0100381-0.0164603j -0.00191986-0.00445267j -0.00278633-0.00680271j -0.00394223+0.00480653j -0.000544228+0.0118103j 0.00551124-0.00445524j -0.00147754+0.00213777j -0.0101766+0.000346772j 0.00536828-0.00338121j 0.00480449+0.00523354j -0.000238248+0.00276785j -0.000245342+0.00122964j -0.000934491-0.00429198j -0.000323828+0.000688567j -0.000211337-0.000929462j -0.00185744+0.000381347j 
-0.000719585-0.00236836j -0.000253578+0.00106638j -0.00175276-0.00480577j 0.00216253+0.000727194j 0.000773217-0.000418913j -0.000451433+0.0062441j -0.00311456+0.000324607j -0.00493866-0.00371154j 0.000815793+0.00793048j 0.00231768-0.00867495j 0.00676897-0.000750289j 0.00281162+0.00158921j 0.00182637+0.000782357j 0.00158535+0.00220154j -0.00202542-0.000560455j -0.00200833-0.00382218j 0.00310196+0.00892575j 0.00192953-0.000372495j -0.00249269-0.00157803j 0.00226466+0.00292608j 0.00239393+0.00528635j 0.00543099+0.00123082j -0.00172489+0.00210855j -0.00374892-0.00193655j 0.0011017-0.00783063j -0.000132092+0.000974659j -0.00279145-0.00067076j 0.000720964+0.000508624j 0.0018609+4.31281e-05j 0.000369824+0.00237472j 0.000883133-0.000502347j 0.000930697+0.000236451j 0.00269977+0.00345906j 0.000317359-0.000900596j 0.000585576+0.00145674j 0.00016064-0.000870492j -0.00198912+0.00412451j 0.00203817+0.00130189j -0.00220165-0.00560316j 0.00325583+0.00251066j -0.00123249+0.00471548j 0.00285496-0.00317677j 0.00590695+0.00206479j 0.00183602-0.00361194j -0.00747755+0.00163875j 0.00488394-0.00534503j 0.00468816+0.00422011j 0.00383916+0.000860614j -0.00313413+0.00193425j -0.00199086+0.00131957j 0.00600763-0.00430063j 0.0010331-0.00780278j -0.00474257+0.00157181j 0.000329765-0.00220336j 0.00765196+0.00228324j -0.00207489+0.00130128j -0.00427841+0.000853073j -0.00365837-0.00064756j 0.00439717+0.000133786j -0.001444+0.00223607j -0.00442683-0.000852088j -0.00131329-0.000823999j -0.00237679+0.000496433j -0.000462893-0.00175212j 0.000377098+0.000616047j 0.00167684-0.000199277j -0.00197404+0.00148427j -0.00105253-2.69192e-05j -0.00176049-0.00145374j 
0.00133298-0.000404029j -0.000638551+0.00152828j 0.000531431-0.00215465j 0.00125892+0.000428637j 0.0010712+0.000240877j -0.000754015+0.00234921j -0.000152798+0.00133315j -0.00233283+0.000730752j 0.00203635+0.00176172j 0.00146707-0.00220499j -7.91975e-05+0.000585444j 0.00339342+0.0010959j 0.000372803+0.0023464j 0.00225992-0.0014328j 0.000173937-0.00380684j -0.000274821-0.00473689j -0.00015586+0.00364131j 0.000793043-0.000343157j 0.00184297-0.00194695j -6.50228e-06-0.00141672j -0.000512874+0.00276275j 0.00202425+0.00186176j 0.000421786+0.000832414j -0.0011385+0.00144024j 0.0014956-0.00294747j -0.00025775+6.36227e-05j -0.00134638-0.0001392j 0.000700289-0.000319489j 0.00072157-0.000286707j 0.00384115-0.000168093j -0.000705569+0.00282693j -0.00191894-0.000276124j 1.65379e-05-0.00199483j 0.0012206+0.00482777j -0.00375472+0.000875982j 0.00306738-0.00121115j 0.000498424-0.00495422j 0.000641693-0.00610443j -0.00707216-0.00186728j 0.00267465+0.000567374j 0.000999413-0.00460883j 0.00247456-0.00227145j -0.00132871+0.00643176j 0.00419152+0.00599818j 0.00424647+0.00786422j -0.00789733-0.0040043j 0.000257301-0.00152707j -0.00567216-0.0113899j -0.00316213-0.00711628j -0.00248562-0.00410528j -0.00273222+0.0103849j -0.00314996+0.000572072j 0.00445999-0.00145368j -0.00594027+0.00724526j 0.00224656-0.0022279j 0.00186538+0.00894236j -0.00213295-6.81984e-05j -0.000778762+0.00348917j 0.00197225-0.00277314j 0.00240555+0.00705904j -0.00510462+0.00075606j 0.000877699+0.00472662j -0.00543466-0.00246193j -0.00437585-0.00325209j 0.00340698-0.00662386j 0.000756397+0.00526056j 0.00168341+0.00101541j -0.000101273+0.00144898j 0.00120588-9.14639e-05j 
-0.000308203+0.00412099j 0.00146988-0.00108743j 0.000901401+0.00267897j -0.00302233-0.00211368j -0.00103428+0.00586023j 0.00145957-0.0113444j 0.00900942+0.00299298j -0.00155133+0.00809272j 0.00506341-0.00978215j -0.000145642+0.00926977j -0.00731035-0.00162951j 0.00739557-0.00275833j -0.00376185+0.00710874j 0.0123092-0.0117393j 0.00957425-0.00448106j 0.0061049+0.00125725j -0.0053462-0.00666481j 0.00167747-0.0017729j -0.00300383-0.00772558j -0.00598102+0.00433607j 0.00411049+0.00234078j 0.00177584-0.00248817j 0.00447018-0.00266113j 0.00184145+0.00602338j 0.00238776+0.00825313j -0.000114975-0.00399063j -0.0011864+0.00285407j -0.00152115-0.00148992j -0.00327018+0.00185811j -0.00129554-0.00377518j -0.00112627-0.000558191j 0.000278845+0.00335333j -0.001727+0.00145018j -7.83023e-05-0.00189849j -0.000498644-0.00371957j -0.00323028+0.0038498j 0.00469916+0.000491749j -0.00523675-0.00470052j -0.0100214+0.000999859j -0.00779746-0.00452854j -0.00418543-0.0101147j 0.00222469+0.00358512j 0.0016835-0.00366062j 0.00135958-4.54978e-05j -0.00548446-0.015003j -0.000543272-0.000995987j 0.00237537+0.010804j 0.00693447+0.00189373j 0.0079958+0.00376208j 0.00100185+0.00181847j -0.00165805+0.0017897j 0.00630561+0.00361241j -0.00365034-0.000950344j 0.00554639-0.0011663j -0.00146948+0.00022982j -0.00201458+0.00578942j 0.000113544-0.00269045j -0.00139407-0.00127993j 0.000269773-0.000658618j 0.0026936+0.000109925j -0.00196391-0.000765028j -0.00117703-0.0035756j 0.000612763+0.00140895j -0.00102475-0.00158722j -0.00214401+0.00106988j 0.00150269-0.00243771j -0.00124286+0.000812306j 0.0010078-0.000806041j -0.000228644-7.67672e-05j 
-0.00130639-0.000298893j -9.71915e-05-0.00212425j 0.00132008-0.000536931j -0.000858716-0.00164538j 0.00085228-0.00257377j -0.0027259-0.00174145j 0.000444369+0.000634388j 0.00327034+0.00082209j 0.00165101-0.00665846j -0.00269062+0.0101783j -0.00948115+0.00309026j 0.00737171-0.00161108j 0.00252986-0.00325242j 0.0118227-0.00442056j 0.00246635-0.00729957j 0.0075332-0.00845767j -0.0011276+0.00462822j -0.00444659-0.00141978j 0.00687922-0.00733479j -0.00755954-0.00736927j -0.00119392-0.00475579j -5.20299e-05+0.00907753j 0.000389079+0.00157304j -0.00311204+0.00512444j 0.000278582+0.00329809j -0.00174159+0.00131425j 0.00267587-0.00284964j 0.000532753+0.00116011j -0.00126921-0.00179424j -0.000536499+0.000843028j -0.00162811-0.00069295j -0.00069672+0.000308424j -0.000840318+0.00302154j -0.00191957-0.000942911j 0.00352746-0.00238061j -0.00447645+0.0014655j 0.00200368+0.00505408j -4.48757e-05+0.000151089j -0.00127271-0.00170666j -0.000346863-0.00375785j 0.00279194-0.00716536j 0.00119674+0.00139361j 0.00133799-0.00432663j -0.00820863-0.00204123j -0.00735692-0.00833533j 0.000739847-0.00430221j 0.00307918+0.00331513j 0.00268618-0.00226848j 0.00695296+0.00472087j 0.00232253+0.000698137j -0.00328311-0.00717721j -0.000474931+0.00577391j -0.000588147+0.00859462j -0.00289737-0.00274987j -0.00305776-5.73866e-05j 0.00658948-0.00330044j 0.00545917+0.00174786j -0.00116538+0.00506317j 0.00314949+0.000852908j -0.00361622+0.000380181j 0.00024458-0.00827259j 0.0012388-0.000378711j 0.00380689+0.00270612j -0.00193496+0.000626559j -0.00223459+0.00322037j -0.000284367-0.0013911j -0.00241097-0.000184263j -0.000338485-0.00253431j -0.00212585-0.000358326j 
-0.000598514-0.0025637j 0.00371883+0.00146514j -0.00502396-0.000336544j 0.000672571+0.000112868j -0.00127369-0.0057656j -0.00383366+0.00236023j -0.0060169-0.00449226j 0.00144336-0.00506724j -0.00432831+0.00369777j -0.00503894+0.00193107j 0.00422656-0.000712447j 0.00258978-0.00475764j 0.00962783-0.012716j 0.00836928+0.0049076j -0.00403345+0.0036689j 0.00988603+0.00239122j 0.0103469+0.0135016j -0.0103448-0.00179373j -0.0066618-0.00432411j -0.00570992+0.0034631j 0.00848578-0.00944709j -0.000301325-0.00273963j -0.00311178-4.33547e-05j -0.00738796-0.000251017j -0.00679645-0.00300822j 0.00227523+0.00637284j 0.00333046-0.00325629j 0.0028287+0.00271631j -0.00116254-0.00107444j -0.00120423+0.0018101j -0.00117197-0.00394916j 0.000687101+0.000241543j 0.000974364-0.000258925j 0.000250127+0.00150987j 0.00180941+0.00318088j 5.6864e-05+0.00185734j -0.000182388+0.00325063j 0.00119101+0.00462382j -0.00191273+0.00249404j -0.00036355-0.00580036j -0.00191804-0.00034239j 0.00231064-0.00114198j 0.00616202-0.00661224j -0.00867358-0.000882313j -0.0091495-0.00663366j 0.000547103-0.00275474j 0.00364312+0.0018036j 0.00325377+0.0005115j 0.00877039+0.00399694j 0.000501591+0.00193577j -0.00672017-0.009407j 0.00420777+0.00415575j 4.52154e-05+0.00486256j 0.00093857-0.00291295j -0.0009923-0.000879446j 0.00271931-0.00912425j 0.00722134-0.000138657j 0.000470504+0.00350695j 0.000935587+0.000762296j -0.00354943-0.00269413j 0.00303996-0.000873557j 0.0024556-0.00102183j 0.00661267+0.00733504j -0.00286507+0.00748502j -0.00333701+0.00291607j -0.00147392-0.0034962j -0.00332684-0.00186693j 0.000429603-0.00107231j -0.000889679+0.00090973j 
