0.108884+0.0144261j 0.0129315-0.121667j -0.0608002-0.0787261j 0.107768-0.0831961j 0.0834868+0.0621334j 0.126329+0.000260655j 0.0059186-0.107774j -0.0452464-0.135749j 0.0738582-0.0459686j -0.06409+0.0139186j 0.012952-0.0512687j 0.022836+0.0911014j -0.141104+0.106701j 0.0671828+0.0903656j -0.0890816-0.0647731j -0.13169+0.0213083j -0.0199135-0.0595443j -0.0374848+0.0534353j -0.0107051+0.142676j 0.00317382+0.00674336j -0.180881+0.00405184j 0.0118948+0.173596j 0.0762036+0.0282496j 0.0309846-0.0597306j -0.145515-0.00183553j -0.047605-0.118751j -0.00758765-0.110369j -0.0701047+0.0448859j -0.0188796-0.0743954j -0.032184+0.0156021j -0.0764202-0.0268391j 0.0988518-0.0189061j 0.0283593-0.164671j 0.100793-0.0190412j 0.128433+0.00570482j -0.127584+0.0970469j 0.0255909+0.0414965j -0.102604-0.10644j 0.120072-0.0403568j -0.0350618+0.0816368j -0.00579666-0.0799345j 0.00379989+0.00399835j 0.0318985+0.0268474j 0.0256093+0.0439521j 0.0121812+0.283938j -0.0766646-0.10085j -0.00434084-0.0135613j -0.0249843+0.180787j 0.114589-0.0694773j 0.0217573+0.0439242j -0.0958904-0.0191189j 0.0747187+0.0372663j -0.00325236-0.00430143j 0.0278735+0.0116901j -0.0101928-0.0614418j -0.231709-0.0473907j 0.0989807-0.00683271j -0.014213+0.075464j 0.117622-0.152369j 0.0299142-0.0303571j 0.0632625-0.0593088j 0.0543396+0.111974j -0.0893022-0.121052j -0.0959157-0.0550625j -0.03545+0.0278507j -0.0479114-0.00608998j 0.0523476-0.0281062j 0.0469088-0.0872936j -0.0190337-0.00416828j 0.0285665-0.0181919j -0.0210855+0.0250465j 0.048878+0.0153811j 0.00965007+0.0646267j -0.0671814-0.0522125j 0.06172-0.0446667j 0.0092328-0.0414773j -0.0573722-0.0100576j 0.0134042-0.00335749j -0.051219+0.0243241j -0.000647738-0.0130499j -0.0131212-0.0272006j -0.00645296-0.0125476j -0.0205224+0.011202j 0.0263991-0.0294282j -0.0102751-0.0393005j 0.024873+0.00102021j -0.00651749+0.0124368j -0.0655423+0.0029798j 0.0244045-0.0785085j 0.0819901+0.0306959j 0.0143203-0.0624943j 0.0656581+0.0180725j 
-0.000828774+0.000677928j 0.000250555+0.00248479j 0.000557256-0.00846748j -0.000643293-0.00344988j 0.00117557+0.0023137j -0.000272087+0.0028977j 0.00243741+0.000716328j -0.00237634-0.00220072j 6.74869e-05-0.00105054j 0.0022948+0.0052858j -0.002235+0.000609342j 0.00373512-0.00335334j -0.00063562+0.00091925j -0.00257189-0.00321494j 0.000585472-6.41758e-05j -0.00169475-0.00100974j -0.0022729+0.00081258j 0.00096345-0.00135736j 0.000137168+0.000135324j 0.0013744-0.000500051j -0.00249521-0.00127853j -0.00246597-5.14485e-05j -0.00510648-0.00213032j -0.00318511+0.000645835j 0.000829175+0.0016746j -0.0011792+0.000247796j -0.00195827-0.00209129j -0.000285872-0.000921668j -0.00131106+0.000764395j 0.000906416-0.00393644j 0.000196733-5.92087e-05j 0.00167249+0.00122679j 0.00128524+0.00387827j -0.000839132+0.00516856j 0.000144143-0.00352791j 0.000181619+0.000347163j -0.00161015+0.000502249j -0.000834021-0.00145965j -0.000118527-0.00166644j 0.000318424-0.000827654j 0.000163797+0.000970875j 0.00108264+0.00143224j -0.00156105-0.00111082j 0.00178521-0.0010182j -0.00188206+0.000274548j -0.000218405+0.00277046j 0.00138039-0.000591718j -0.000248339+0.00256266j -0.000242956-0.00139892j -0.00108396+0.00240641j -0.000911642+0.000644884j 0.00170157+0.000760624j -0.00196844+0.00205463j -0.000505882+0.00281967j 0.000385867+0.00108739j 0.000581445+0.00209382j -0.000319181-0.00225176j 0.0036574+0.0026679j 0.000767579-0.00148567j -0.00181898+0.0042019j 0.00198649-0.000142508j 0.00402502+0.00222501j 0.000892115-0.00246242j -0.00347441+0.0031107j 0.000238652+0.00136097j -0.0014474+0.00142779j -0.00598052+0.00216522j 0.00128016-0.00351004j 0.00199388-0.00160536j -8.36003e-06-0.000695518j 0.00041224+0.00146963j 0.000633714+0.000904626j 0.0028466-0.00380593j -0.000994093-0.00267601j 0.0020944-0.000915464j -0.00173229+0.00017895j 0.00115336-0.00281243j 0.00466903-0.000954038j -0.00219577+0.000224724j -0.000743116-0.001448j 0.00303711-0.000257464j -0.00157076-8.17748e-05j -0.00221134+0.0012867j -0.00246404+0.000513124j 0.00141689+0.0050386j 0.000767955+0.0059172j -0.00058308-0.00409164j 0.00562798-0.00132964j 0.00477985+0.00513476j -0.00155282+0.00390575j -0.00219219-0.000281792j 0.000425601-0.00169978j 
-0.00677969-9.97458e-06j 0.00342911+0.00934871j -0.000158727-0.00449816j 0.0019919+0.00510305j -0.00498706-0.00203666j -0.00777017-0.00427534j 0.00141013-0.00129816j 0.00542865+0.00410281j -0.00232977-0.000480872j -0.00420985-0.000164376j -0.000448343+0.00346735j 0.0080095-0.000572001j -3.87862e-05+0.00192302j -0.00160913-0.00550869j -0.00301901+0.00452064j 0.00271259+0.00193786j 0.00173671-0.00136938j 0.00654249-0.00468806j -0.00167545-0.00055028j -0.0037786+0.00136583j 0.00098428+0.00187335j -0.00453566-0.00233387j -0.00826664+0.00400018j -0.00686341+0.00366282j 0.00472873-0.00194479j 0.00340083+0.00322005j -0.00284561-0.00948996j 0.00540862+0.00357983j 0.00636248+0.00481345j -0.000450731-0.00334061j 0.00171484-0.00216073j -0.000651694-0.000746912j -0.00023163+0.0011452j -0.00381907+0.00350828j -0.00240809-0.00433348j -0.000631718-0.00247902j -0.00267703-0.00301273j -0.00183809-0.00164288j -0.00407096+0.00490854j -0.000334267-0.00253496j -0.000682794+0.0063278j -0.00569501+0.00207616j 0.0007627-0.00108531j 0.00854069-0.00286184j -0.00118305-0.00330725j -0.00148713+0.00160381j 0.00109223+0.00134452j 0.00189802+0.00211822j 0.00178528+0.0021849j -0.00372648+0.00657738j 0.000785458+0.000957511j -0.00300138-0.00402162j -0.0043218+0.000409115j 0.00118091+0.00175903j -0.00506417+0.00288736j -0.00188038+0.00070605j -0.00172714-0.00224127j 0.00349843-0.00398457j -0.00723106+0.00666769j 0.00159515+0.0033668j 0.00339201-0.00110564j -0.000745793-0.00350046j -0.00202968-0.0035617j 0.00399828+0.00111443j 0.000677744+0.00734036j 0.000595749+0.00277145j -0.00887902+0.00333815j 0.0034375+0.00218187j 0.0023953-0.000663571j 0.00302921+0.0032535j 0.00206949+0.000815609j -0.000436231+0.0029469j 0.000777963-0.00433075j 3.48728e-05+0.00396732j 0.00224395-0.00991873j -0.00443464-0.00130499j 0.00275496+0.000666982j 0.0037544+0.00319695j 0.0017881+0.00147804j -0.000829822-0.00110929j 0.00653036+0.000999793j 0.00520525+0.00510933j 0.00315097+0.00303144j -0.00688432+0.00271175j -0.00118639+0.00601593j 0.00387365+0.00578588j 0.000181831-0.00783864j 0.0129598-0.0012801j 0.00522964+0.00801403j -0.00529585+0.00245765j -0.00361368+0.00531383j -0.00596776-0.00325013j 
0.00461719+0.00330858j 0.00452193-0.00740187j 0.00467383+0.00215587j -0.00861842-0.00180925j 0.00418191-0.00172314j 0.00518668+0.00384561j -0.00196982-0.00337493j -0.00852606+0.00205818j 0.00222959+0.00341016j 0.00437304+0.00672673j -0.00113629-0.00124363j -0.00504563-0.00321555j -0.00758579+0.00419605j -0.00249102-0.00169232j 0.00420993-0.00413437j -0.00172931-0.000600745j -0.000888642+0.000543765j -0.000950479+0.0033502j -0.00103044+0.00525034j -0.00218651+0.00318319j 0.00360729-0.00591261j 0.00488828+0.00115099j -0.000133187-0.0035747j 0.00357784+0.000283331j -0.00274253+0.00274321j -0.00216635-0.00018883j -0.00610764-0.000386466j -0.00969055+0.00151146j -0.00265018+0.00140817j -0.00242165-0.00117942j -0.00240626+0.00246895j 0.00782077+0.00373547j 0.00229274+0.00706633j 0.00288705+0.0067058j -0.000412242+0.00148259j 0.0019107+0.00465108j -0.00182394+0.00384967j 0.00120219-0.000695142j 0.000824788-0.0040658j 0.00192639+0.000714789j -0.000108747+0.00212139j 0.00117223-0.000258183j 0.000202582+4.92109e-05j 0.00109289-0.00228593j -0.000757275+0.00204292j -0.00730491-0.000548598j 0.00114372+0.00127258j -0.00361884-0.000289654j -0.00247274-0.00116966j -0.00134755+7.84119e-05j 0.00481459-0.000321161j 0.00498573-0.000589106j -0.00441737+0.00220019j -0.00356255+0.00154194j 0.00111588+0.00077829j 0.00347522-0.000267653j 0.0046777+0.000431336j 0.00370588+0.00407869j 0.00612945-0.00467155j -0.000168247+0.00564863j -0.00221737+0.00325218j 0.00320148+0.00577985j 3.3023e-05+0.00258554j -0.00194634-0.000625913j 0.00378587-0.000668808j 0.000264043-0.000422266j 0.00413654-0.00314147j -0.0020382-0.0011471j -0.000262163+0.000717571j -0.00145935+0.000218776j 0.0012127-0.000729839j -0.000842678+0.00124566j 5.71338e-05+0.00405398j -0.000555709-0.0045271j -0.00151284+0.00370414j 0.000525727-0.000845463j 0.00495402+0.000735512j -0.00169384-0.00267418j -0.00638243-0.00290996j 0.00577005+0.00203077j -0.00681139-0.00523138j -0.00236609-0.00334029j -0.00142361-0.002589j 0.0016159-0.0076219j -0.000211779-0.00109195j -0.00476208-0.00186131j 0.00273606+0.00353078j -0.00362463-0.000104882j -0.00418313-0.00416189j 0.00761916-0.0066784j 0.00823984-0.00157636j 0.00104693+0.010043j 
0.000295861+0.00471013j 5.27096e-05-0.00229203j 0.00337725+0.00236821j -0.00437854-0.00247844j -0.00105454+0.00052234j 0.00294336+0.00479793j -0.00603655+0.00126678j 0.00278744-0.000740857j -0.00197823-0.00628766j -0.000329152-0.00155299j -0.00150229+0.000685846j -0.00279091-0.00443049j -0.000744905-0.00341674j 0.00600442+0.00456998j -0.00263434-0.00082653j -4.01942e-05-0.00203882j -0.00243371-0.000122135j -0.00213391+0.000442244j 0.00206236-0.00181144j 0.00181026-0.00187982j -3.67222e-05+0.00338157j -0.00316038-0.00100051j -0.00512794-0.000346719j 0.00231254+0.00241817j 0.00134121+0.00532889j -0.00408161-0.000548037j 0.00353684-0.00406092j 0.00258195+0.000164424j -0.00581272-0.00250808j -0.00230084-0.00208086j -0.000257299+0.0010342j -0.00107897+0.00603132j -0.000181121-0.00120417j -0.00147204+0.00176558j 0.00117342+0.00433365j -0.000641193+0.00506471j -0.00403069+0.00438453j -3.75927e-05+0.0015839j 0.00770824-0.00369423j -0.00159647+0.00101265j -7.61738e-05-0.00134475j 0.00274212-0.00209973j -0.00134729-0.00118929j -0.00288691+0.00196932j 0.00148645-0.000203902j 0.00590603+0.00346308j -0.00351373-0.000438181j -0.000789249-0.00102077j 2.74987e-05-0.000326993j 0.00159154+0.0021166j 0.00190199-0.00218775j 0.00154023-0.000575671j -0.000702582+0.00599238j 0.00160163+0.00244592j 0.0016832-5.74829e-05j 0.00143395-0.000975243j -0.00316992-0.00589824j -0.00341147-0.00137141j 0.00264896-0.000666744j -0.00143947+0.0030543j -0.00363177+0.0072401j 0.00381671-0.00359178j 0.00128071-0.00292395j -0.00322463+0.00262199j 0.00103883+0.00160214j -0.0044475+0.00295126j -0.00818323+0.00542197j 0.00440279-0.00178091j 0.00278501+0.000485809j -0.00036188-0.00436819j -0.000488634-0.000139917j -0.000822851+0.00055924j 0.00220459+0.00230778j -0.000242689-0.00069763j 0.00349177+0.00102674j -0.0010954+0.00145412j 1.4897e-05-0.000774978j 0.00401168+0.00156751j -0.00409717+0.00318482j -0.00207499-0.000229903j -0.00581891-0.000538777j -0.00230718-0.00216471j -0.00497103-0.00034014j -0.00733872-0.00158343j 0.00736688-0.000298549j -0.00631895+0.00144209j 0.00108292+0.00236376j 0.00845258-0.00227005j -0.00528168-0.000603004j 0.00890482-0.00335902j 0.00635007+0.00168271j -0.00214858+0.00192372j 
-0.00443221-0.000707021j -0.00339072+0.00445628j 0.0102496+0.00205089j 0.00306239-0.00355987j 0.00165066+0.00458969j -0.00544398-0.00492544j 0.00959318-0.00128293j 0.00367793-0.00424862j -0.00534176+0.00103368j 0.0102591+0.00666831j -0.00550636+0.0032669j -0.00244605-0.00235459j -0.00460598-0.00205104j -0.00820804-0.0044089j 0.0118975+0.00148685j -0.0149412+0.00555322j -0.00161384+0.00252363j 0.0146957-0.000388643j 0.00587452+0.0023303j 0.00975693+0.00123391j -0.0122067-0.00122623j 0.0039745+0.0011157j 0.0123137-0.0068285j -0.015125-0.000249207j 0.00437444-0.00775556j -0.00174205+0.00355059j 0.00295522+0.00306954j -0.00222828-0.000256825j -0.00494054+0.000830141j -0.00133774-0.00238375j 0.00254585+0.00422072j -0.00223785-0.00511617j 0.000628427+0.00860757j 0.00608935+0.000110793j -0.00144963-0.00112846j -0.00186719-0.00508904j -0.00482435-0.00206517j 0.000382612-0.0226807j 0.00141802+0.000525333j -0.00108985+0.00855937j 0.0034249-0.00159155j -0.000306874+0.00725057j -0.00215213+0.00873112j 0.00555296-0.016309j -0.000300516+0.00417368j -0.000291459+0.00315238j 0.00358406-0.00962126j 0.000687155+0.00671071j -0.0025536-0.0073466j -4.54451e-05-0.00821228j -0.000229417+0.0093244j -0.00135738+0.000248119j -0.00164282-0.00175043j 0.00056868-0.0022334j -0.000744333+0.00596269j -0.00479686-0.00497873j -0.000428201-0.000597039j 0.00210214-0.00065421j 0.001033+0.00344303j 0.00309409+0.00781486j -0.000678616-0.00024509j 0.00230079-0.000411107j -0.000695177+0.00626679j 0.000123106+0.00427581j 0.00239913-0.000640358j 0.00223483-0.000624463j -0.00337521+0.00269609j 0.00235284+0.000232132j -0.00288577-0.00187758j -3.26902e-05+0.0029841j -0.000349946-0.000124102j -0.00262782+0.00209529j -0.000652394-0.00195526j -0.00243648+0.0013794j -0.00117719-0.000526342j -0.00218778+0.00374857j -0.00103398+0.00081811j -0.000345656+0.00192757j -4.74287e-05+0.000864769j 0.00232188+0.000956653j 0.000701208-0.00176546j 0.000588978+0.00137299j 0.000766111+0.00150453j -0.000741199-0.000286335j 0.000466176+0.00102688j 0.0014901+0.00278123j 0.00302854-0.00129882j 0.0028144-0.000301589j 0.00326625+0.00264012j -0.00155946+0.00462047j -0.00340997+0.000353694j 0.000251527-0.00217864j 
-0.00287775-0.00715198j -0.00819325-0.00268112j -0.00439899-0.00595464j 0.0145009-0.00383904j -0.00169239+0.00824358j -0.00256236+0.00144368j 0.000243891+0.000430031j 0.00309944-0.0111226j 0.0102039+0.00297j 0.00227728-0.000433898j 0.00564082-0.000166507j 0.00168265+0.000698333j 0.000998174+0.00359807j 0.0049999+0.000297739j -0.00282047+0.00833215j 0.00671872+0.000462566j 0.00327284+0.00683068j 0.000949367-0.00427836j -0.00166122-0.00021043j -0.000650005-0.0030385j 0.00114972+0.00286088j 0.00360762+0.00860659j 0.00438029-0.00121444j 0.000676476-0.000340873j -0.00248913-0.00391078j 0.000684609-0.00243989j 0.0096296+0.00415958j -0.00272425-0.00303713j 0.00220325+0.00216068j 0.00234846+0.000197637j -0.000142912-0.011021j -0.00205779-0.00175239j 0.00150864-0.00167216j 0.00270797-0.0040811j 0.00323899-0.00387777j -0.00152749-0.00209403j 0.00281158+0.00338432j -0.000777014+0.000861873j -0.00163912-0.00456319j 0.00274719-0.00342941j 0.00370187-0.00334324j 8.50093e-05+0.00197446j 0.00487389-0.000434083j -0.00532678+0.00233033j 0.000908644+0.00201107j -0.00619113+0.00638843j 0.00295807-0.00389026j 0.000773976+0.00238515j 8.3253e-05+0.00322357j 0.00120438+0.00015376j -0.00334015+0.00114454j -0.00796461+0.00596685j -0.00373205-0.00066732j -0.00249482+0.00330041j -0.000446542+0.0012056j -0.00540719+0.00212647j 0.00564834+0.00176215j 0.00127214+0.000315044j 0.00236996-2.15183e-05j 0.00111194+0.00118569j 0.00238814-0.00607563j 0.000606507-0.000311156j -0.00344835-0.00153221j -0.000146527-0.00251234j 0.00333089-0.00300623j 0.0037484-0.00102197j -0.0044734-0.00127416j 0.00227847-0.000230794j -0.00185584+0.000756762j -0.00234273+0.00183448j -0.00203725+0.00220015j 0.00272003-0.00350084j -0.00225419+0.00154714j -0.000608248+0.000772171j -0.00417122+0.000402452j 0.000172755-0.000647678j -0.00486722+0.00104714j -0.00608046-0.00339801j -0.00380268-0.00229419j 0.000943015+0.00149807j 0.00357648-0.000610464j -0.000951943-0.00497245j -0.000879103+0.0016099j 0.00600812+0.0036635j 0.00343222-0.00385044j 0.000743111+0.00012845j 0.00347575-9.8427e-05j -0.00206457+0.000534584j 0.00478618+0.000427501j -0.000658486+0.0108194j -0.0132138-0.00675583j 0.00520863-0.0074118j 
-0.00589666-0.00877532j -0.0108419+0.00219377j -0.00615561-0.00402405j 0.0134625-0.00154865j -0.00885209+0.0066024j -0.00572671+0.00335618j -0.00174161+0.0051764j 0.00821429-0.0107166j 0.00447846+0.000631188j -0.00288355-0.00182459j 0.00762739+5.48648e-05j 0.00335869+0.000383459j 0.00309559-0.000410718j 0.00678103+0.000527691j -0.00552854+0.0131209j 0.00774056-0.00350638j 0.00551348+0.00589352j -0.00107088-0.00364795j -0.00151973-0.00424119j -0.0016651-0.00358251j 0.00453256+0.00460143j -0.00115495+0.00638064j 0.00106305+0.00199074j 0.000708278+0.000288415j 0.0010565-0.00339568j 0.00187062-0.00211613j 0.0080106+0.00194595j 0.00484201-0.00247346j 0.00626645+0.00237265j 0.00213078+0.000638496j -0.00254533-0.0107898j -0.00504576-0.000863977j -0.000561956-0.00261025j -0.00145038-0.00416805j 0.00012757-0.00280788j 5.96527e-05-0.00372045j 0.0016987+0.000811736j 0.00259969+0.00505589j -0.00165573-0.00215301j -0.00100637-0.00648297j 0.00250544-0.00184045j -0.000890509-0.000887724j 0.00258239-0.00330108j -0.00593502+0.00550954j 0.00146719-0.00330948j -0.00123044+0.00684698j 0.0019451-0.00141015j -0.000545701+0.000900859j 0.00103444+0.00425127j 0.00252073+0.00182891j -0.00513026-0.000248645j -0.00926714+0.00283884j -0.00165779-0.000537624j 0.000763361+0.00323276j -0.00279213+0.00121032j -0.00208388+0.00337811j 0.00114974-0.000155578j -0.00192643-0.00309753j -0.00463345+0.00527752j -0.000689532-0.000939454j 0.00205738-0.00570158j 0.000370638-0.00469437j -0.00512131-0.00221256j 0.00322338-0.0024526j 0.00394928-0.00236117j 0.00390146-0.000343808j -0.00944698+0.000370798j 0.00131419+0.00277933j -0.002532+0.00273963j -0.00167107-8.60405e-05j -0.0038888+0.00196999j 0.000977273-0.00527939j -0.00119517-0.00186738j 0.000839111+0.00513815j -0.00270325-0.000805685j -0.000311536-0.00122674j -0.00503913+0.00146936j -0.0049615-0.00219373j 0.000369399-0.000675989j -0.00121546+0.00327411j 0.00394068+0.000359826j 0.000264401-0.00564224j 0.000154635+0.00298398j 0.00128669+0.00639468j 0.00605746-0.00358554j -0.000574786+0.00165204j 0.00179568-0.00104279j 0.00341363-0.000325116j 0.00246547+0.00378552j -0.00288895+0.00923022j -0.0145491-0.0034214j 0.00175372-0.0105934j 
-0.00295637+0.00173228j 0.0014138+0.00291312j 0.000997889-0.00394346j 0.00493489+0.00228535j -0.00114282+0.00126658j -0.00317385-0.00420559j -0.00141414-0.00195413j 0.0022042+0.00232049j -0.000596414-0.000947884j 0.000919517+0.00174882j -0.000866259+0.00160757j 0.00298036+0.00128404j 0.00123725+0.000905639j 3.19881e-05-0.00211522j -0.00110979+0.00137585j -2.5973e-05+0.000785042j -0.000474669-0.000634552j 0.00331019+0.000691718j 0.00124151+0.000271529j 0.000375349-0.000510188j -0.00169216-0.000848735j 0.000996556+0.000478607j -0.00317546-0.000170953j -0.00203606+0.00134808j 0.00342773+6.98373e-05j -0.00058642+0.000689585j 0.00228838+4.28612e-05j 0.000604757-0.000204383j 0.00224505+0.000754513j -0.000773834-0.00233249j 0.000431957-0.00191204j -0.000663413-0.00210214j 0.00144861-0.000225676j 0.000457645+0.000487142j 9.48693e-05-0.00289616j -0.000177231-0.00145389j -0.00210932-0.00148671j -0.000944332-0.00208878j -0.00117619-0.000556313j 4.78797e-06-4.17285e-05j -0.000303726+0.000720478j -0.000696848-0.000259732j 0.000925684+7.26487e-05j 0.00492916-0.0012291j -0.00162755-0.000913323j -0.00112278+0.000711229j 0.0012859-0.00112277j 0.00364657-0.00100611j 0.00197059+0.000187628j -0.00116274+0.00073536j 0.000614816+0.00102368j -0.000552946+0.00132122j -0.00345512-0.000146005j -0.000692621+0.00101651j -0.000628415+0.00112265j -0.000208168-0.000382256j 0.000567506-0.000506677j 0.00258453-0.00247386j -0.00178734+0.00048937j 0.000980408+0.00138985j 0.00113281-0.000658708j -0.00195052-0.0022466j -0.000458623-0.000603511j -0.000657765+0.000729949j 0.000233623+0.00289051j 0.000939691+0.000579018j -0.00384123-0.000418445j 0.00193609+0.000434012j 0.00193818-0.00284751j -0.000552688+0.00215937j 0.000649702-0.000838853j 0.000823782+0.00161786j -0.000836276-0.00181456j -0.00120728-0.000440431j 0.000103615-0.00318081j -0.00349639+0.000497094j 0.00058905-0.000556486j 0.00188284+0.00319514j -0.0017106+0.00169997j 8.22768e-05-0.00191496j 0.00427294+0.00111908j 0.00387487+0.00462735j 0.000425382-0.000753037j -0.00139064+0.000818702j -0.00308912+0.00305816j 0.00333498+0.00130877j 0.00069396-0.00391344j 0.00401566-0.000681796j 0.00552128+0.00235208j -0.00270906+0.00591432j -0.00216304+0.00151224j -0.000796057-0.00130055j 
0.00228775-0.00769189j -0.0033602-0.00477271j -0.00462039-0.00910319j 0.0111522-0.00094685j 0.0019193+0.0034652j -0.00338215-0.00765531j 0.00534019-0.00594437j -0.00255498-0.00435117j 0.00942147+0.00579484j 0.00393504+0.0062376j 0.00355205-0.00667285j 0.00336277+0.00105907j 0.00174387+0.00309826j -0.00544124-0.00352309j 0.00248847+0.00489925j 0.00301725+0.00116794j 0.00334607+0.00582567j -0.000341151-0.00394761j -0.00230997+0.00336975j -0.00167626-0.000100968j -1.10376e-05-0.00509495j 0.00629404+0.00713012j 0.00409758-0.00312533j -0.00207563+0.00191587j -0.00295728-0.00226303j 0.00258487-0.000146268j 0.00240867+0.00384455j -0.00708133-0.000832876j 0.00231529+0.0068862j 0.00439136-0.00250805j -0.000509677-0.005513j 0.00287944-0.00392323j 0.00154278+0.00171727j 0.00335751+0.0027338j 0.000728778-0.00513904j 0.000175986-0.00168788j 0.00398853-0.00261217j 0.00130351-0.00376024j -0.0117002-0.000469029j 0.00452139-0.0033264j 0.00385497-0.00273616j -0.00371138+0.00347664j 0.00317041-0.000845413j 0.00166772+3.5295e-05j -0.000398739+0.000838974j -0.0148926+0.00625308j 0.00843206-0.00552783j -0.00142286+0.00129591j -0.00239425+0.00128839j -0.000640195-0.00223353j -0.000429929+0.00508333j -0.00830674+0.00683868j -0.00195128-0.00541148j -0.00548234-1.88833e-05j 0.00050202-0.00148683j -0.00372099+0.00186397j 0.00702384+0.00713516j 0.00784699+0.00141374j 0.00410398-0.00248728j 0.00457709+0.00125165j 0.00290847-0.0062471j -0.00287261+0.00212562j -0.0031246+0.00363664j -0.000356185-0.00244383j 0.00377442-0.00352195j 0.00659461-0.00314726j 0.00308751-0.00527704j -0.00219689-0.00267808j -0.000756663-0.00114877j -0.00543394+0.00606518j 0.000404169+0.00117915j 0.0029355+0.000304006j -0.00287344+0.000548011j -0.000293365-0.00133452j -0.00423529+0.00323721j -0.00131305-0.000935201j -0.00145276+0.00128949j -0.00197049-0.00213767j -0.000855069-0.00344571j 0.00268098+0.00128257j 0.00599032-0.000883767j -0.00191483-0.000201968j -0.000375233-0.00299733j 0.00861655-0.000322546j -0.00222258-0.00263027j 0.00497572-0.00149418j 0.00341825+0.00555397j -0.00655578-3.88159e-05j 0.00932886-0.000384766j -0.00341471+0.0152247j -0.010294-0.00938774j 0.00828906-0.00391702j 
0.00476374+0.00432332j -0.000461944-0.00699953j 0.00418008-0.00372715j -0.000214296-0.00553543j 0.00479841+0.00314351j 0.00701936+0.00288894j -0.00373018+0.00112491j -0.00193985-0.00307266j 0.00161195-0.00820157j 0.00535314+0.00228851j -9.52042e-06-0.00249087j -0.00322315-0.00579777j 0.000525238-0.0055699j 0.00339058+9.6778e-05j -0.000543478-0.00223207j -0.00281569-0.00156535j -0.00450683+0.00276017j -0.000671162+0.00146748j 0.00190111-0.00205091j 0.00353597-0.00346053j -0.00052987+0.00119159j -0.000142114+0.0025381j -0.00264495-0.00493371j 0.00361161+0.0014636j 0.00136335+0.00546717j -0.00746168-0.00106063j 0.00721827-0.00361587j 6.54424e-05-0.00395698j -0.00785238-0.00162203j -0.00243535-0.00426869j 0.000989291+0.00220986j -0.00193852+0.00595022j 0.00180872+0.00123133j 0.00333285+0.00515953j 0.000832249-0.000608132j -0.000158978+0.00448775j -0.00162399+0.00492917j -0.000580432-0.00152841j 0.00627519-0.00707595j -0.000841143+0.00171586j -0.000609744-0.00417997j 0.00461086-0.00137573j -0.000851276-0.000507363j -0.00104446+0.00111653j -0.000916096+0.000270636j 0.00283528+0.00132972j -0.000848802-0.00273222j 0.00110603-0.00199741j -0.00041143+0.00108006j 0.000930597-0.0029888j -0.000352296+0.00217006j 0.00434574+0.00599551j 0.000439334+0.00489228j 0.00135732+0.0022116j 0.00203867+0.000563866j 0.00348054+0.000719598j -0.00347675-0.00544395j 0.00106128+0.00457362j 0.00568394-0.0051512j -0.00289406+0.00356899j -0.000847269+0.00604819j 0.00398217-0.00336985j 0.0029806-0.00206553j -0.0071857+0.00136341j -4.84305e-05-0.000449254j -0.00269978+0.000803137j -0.00519782+0.00504021j 0.00425825-0.00736511j 0.0026008-0.0020076j -0.00284108-0.000288451j 0.000373428-0.000366064j 0.00010666+0.0034153j 0.00120554+0.00273914j -0.00127981-0.00327691j 0.00116085+0.00369793j -1.65597e-05+0.000953808j 0.000516768-0.00111074j 0.00496398+0.00164227j -0.00257582+0.00267641j 9.38912e-05-0.00183062j -0.00210006+0.000984684j -0.00181021-0.00160283j -0.00542414-0.000542026j -0.000590352-0.000231938j 0.0028676-0.00404809j -0.00671432+0.00304857j 0.00199187+0.00262606j 0.000476086-0.00746991j -0.00160604-0.00211456j 0.00915439-0.00312689j 0.00756143-0.00451313j 0.00358399+0.00466686j 
