0.108884+0.0144261j 0.0129315-0.121667j -0.0608002-0.0787261j 0.107768-0.0831961j 0.0834868+0.0621334j 0.126329+0.000260655j 0.0059186-0.107774j -0.0452464-0.135749j 0.0738582-0.0459686j -0.06409+0.0139186j 0.012952-0.0512687j 0.022836+0.0911014j -0.141104+0.106701j 0.0671828+0.0903656j -0.0890816-0.0647731j -0.13169+0.0213083j -0.0199135-0.0595443j -0.0374848+0.0534353j -0.0107051+0.142676j 0.00317382+0.00674336j -0.180881+0.00405184j 0.0118948+0.173596j 0.0762036+0.0282496j 0.0309846-0.0597306j -0.145515-0.00183553j -0.047605-0.118751j -0.00758765-0.110369j -0.0701047+0.0448859j -0.0188796-0.0743954j -0.032184+0.0156021j -0.0764202-0.0268391j 0.0988518-0.0189061j 0.0283593-0.164671j 0.100793-0.0190412j 0.128433+0.00570482j -0.127584+0.0970469j 0.0255909+0.0414965j -0.102604-0.10644j 0.120072-0.0403568j -0.0350618+0.0816368j -0.00579666-0.0799345j 0.00379989+0.00399835j 0.0318985+0.0268474j 0.0256093+0.0439521j 0.0121812+0.283938j -0.0766646-0.10085j -0.00434084-0.0135613j -0.0249843+0.180787j 0.114589-0.0694773j 0.0217573+0.0439242j -0.0958904-0.0191189j 0.0747187+0.0372663j -0.00325236-0.00430143j 0.0278735+0.0116901j -0.0101928-0.0614418j -0.231709-0.0473907j 0.0989807-0.00683271j -0.014213+0.075464j 0.117622-0.152369j 0.0299142-0.0303571j 0.0632625-0.0593088j 0.0543396+0.111974j -0.0893022-0.121052j -0.0959157-0.0550625j -0.03545+0.0278507j -0.0479114-0.00608998j 0.0523476-0.0281062j 0.0469088-0.0872936j -0.0190337-0.00416828j 0.0285665-0.0181919j -0.0210855+0.0250465j 0.048878+0.0153811j 0.00965007+0.0646267j -0.0671814-0.0522125j 0.06172-0.0446667j 0.0092328-0.0414773j -0.0573722-0.0100576j 0.0134042-0.00335749j -0.051219+0.0243241j -0.000647738-0.0130499j -0.0131212-0.0272006j -0.00645296-0.0125476j -0.0205224+0.011202j 0.0263991-0.0294282j -0.0102751-0.0393005j 0.024873+0.00102021j -0.00651749+0.0124368j -0.0655423+0.0029798j 0.0244045-0.0785085j 0.0819901+0.0306959j 0.0143203-0.0624943j 0.0656581+0.0180725j 
0.00813483-0.000347507j -0.00395907-0.00676001j -0.000123283-0.00968034j 0.00670982+0.00493142j 0.0053246-0.000181371j 0.00387687-0.00515235j 0.00639743-0.00643655j 0.00398074+0.00199446j -0.00222239+0.000138563j 0.00367957+0.00615633j -0.00317395-0.00440788j 0.00162273+0.00174684j 0.00402245+0.00423786j 0.00578964+8.06555e-05j -0.0019772+0.00179989j 0.000823594+0.00389837j 0.00350367+0.00582509j -0.00715572-0.0039805j -0.0036427+0.00850826j -0.00181812-0.00239803j -0.00140096-0.0084848j -0.00150333+0.0015198j -0.00473094-0.00474927j -0.00562457+0.00443512j 0.00522158+0.00248172j -0.00822321+0.00200622j 0.0046883-0.00440397j 5.7234e-05-0.000776592j -0.00121225+0.00381247j -0.00554367-0.00100919j -0.00880897+0.000397007j 0.00260538-0.0115901j -0.00105406-0.00226484j 0.00845587-0.00554605j 0.00154872+0.00329819j -0.00060471-0.00560489j -2.89245e-05-0.00543235j -0.00377384+0.00405203j 0.00235176+2.50663e-05j 0.00532788-0.000118222j -0.00257836-0.00397218j 0.00393489-0.00232403j 0.00471967+0.00454976j 0.0059075+0.00548881j -0.00079908-0.00287355j 0.00396188-0.00397041j 0.00486372-0.00493456j 0.00733094-0.000547106j -0.00383167-0.00253881j 0.000950402-0.00106877j -0.00556772+0.00341543j -0.0028108-0.00259269j 0.00265799-0.00359933j -0.00146892+0.00178853j -0.00411984-0.00603876j -0.00102571-0.00663403j 0.00126922-0.000254344j -0.00112365-0.00819755j 0.0058786-0.00409242j 0.000983497+0.00493297j -0.00188605+0.00623574j -0.0038686-0.00366731j 0.000955796+0.00401104j 0.00158616+0.00303211j -0.00131816-0.00060769j 0.00153839-0.0034259j 0.00479799-0.0046814j -0.00456816-0.00580516j 0.000343132+0.00178571j -0.00794917-0.00610178j -0.00311066-0.00387611j 0.00556195+0.00419457j -0.00180448+0.00644258j -0.00180071-0.00413857j -0.00098158+0.00685302j -0.00276203+0.00374317j 0.002628-2.15334e-05j 0.0102264+0.00240252j -0.00923237+0.00184165j 0.00430366+1.13528e-05j 0.00130479-0.00451994j -0.00352101+0.00824464j -0.00202968-0.0105017j 0.0065577-0.00729819j 0.000436116-0.00219656j -0.00800263+0.000154797j -0.00159429+0.00980146j -0.0042809-0.00614322j 0.00304101-0.00310501j 0.0131656+0.0137929j 0.000177542-0.00409539j 0.00370081-0.00159522j 
0.00623001+0.0101212j 0.00861182-0.00826657j 0.00415129+0.0116466j -0.00994289+0.00415777j -0.00295352-0.00603292j 0.00588786-0.00995101j -0.0101685-0.00572113j 0.00318291+0.011843j -0.00657397+0.000924046j 0.00250821-0.00197245j 0.00124694+0.000651674j -0.00522214-0.000407375j -0.00672084+1.59391e-06j 0.00646351+0.00447288j 0.00374811-0.00880631j -0.00416768-0.00110779j -0.00136878-0.00121496j 0.00116238+0.0113747j 0.00291739+0.000964284j -0.00256793+0.000109481j 0.00549706-0.00287349j -0.00151054-0.0036669j -0.00639727+0.00124854j -0.00265771-3.01679e-05j -0.00029628+0.00308643j -0.00150305+0.00120945j -0.00798548+0.000789069j -0.000289068+0.0141052j -0.00633679-0.00443924j 0.000929378-0.00680372j 0.000378053+0.00477448j 0.00356749+0.00325163j 0.00359451-0.00501379j 0.00253017-0.00396879j 2.85937e-05+0.00156958j 0.0068206+0.0046359j -0.00347385-0.000620587j -0.000171518-0.0036097j 0.000824242-0.00469379j -0.00558544+0.000529821j -0.0031699-0.00108747j 0.00126788-0.00166317j -0.00509991-0.00342594j -0.000601537+0.00389999j 0.000570449-0.00128355j -0.000902277-0.00671358j -0.0053132+0.00379761j -0.00538935-0.00318597j 0.00554395+0.00327239j -0.00141556-0.00290537j 0.00883729+0.000385109j 0.0057898-0.00200744j 0.000228553-0.00160943j -0.00233364-0.00407942j 0.00697306-0.00818497j 0.00542984-0.00187942j -0.00210656+0.00292166j 0.00944775+0.00211087j 0.00176345+2.65606e-05j 0.0092805+0.00626576j -0.00558351+0.00355627j -0.00508698-0.000338229j 0.00204005-0.000290961j -0.00131554+0.000349943j 0.00384835+0.0124919j -0.00326568+0.00318946j 0.00613411+0.00233694j 0.00865327-0.00323007j 0.0024428+0.00394473j -0.00125359+0.00624645j 0.00552328-0.00574552j 0.00272479+0.0047428j 0.00350793-0.00119452j -0.00239902-0.00495505j -0.00173768+0.00108972j -0.00972185+0.0028634j 0.00874874+0.00101524j -0.00238508+0.00789614j -0.000194572+0.00523858j 0.00835742-0.00462029j -0.00427154-0.00565043j -9.84493e-05+0.000416723j -0.0022689-0.00521844j 0.00427898-0.0088869j -0.00433669+0.00110874j -0.00600893-0.00485279j -0.00221757-0.00343704j 0.00196457-0.000892079j -0.00706409-0.0140582j 0.0119057-0.0107099j 0.0174682+0.00658877j -0.00502894+0.0158648j 
-0.00496272-0.00136413j -0.00315385+0.00600446j -0.00302486+0.00279863j -0.00160512-0.000942928j -0.00661531-0.00234539j -0.0104998+0.00833831j 0.0118784-0.00409015j 0.0143119+0.00209093j -0.00604872+0.00129506j -0.00876917-0.000842366j 0.00271457-0.000469465j -0.0039301+0.000231887j -0.00249211-0.00201766j -0.00032947-0.00280569j -0.00769868+0.0021123j 0.00351421+0.000443451j -0.00366901-0.0115625j 0.000541556+0.00077068j -0.00238601+0.000384255j 0.000340693+0.00110792j -0.00189267+0.00318959j -0.00563079+0.000567429j 0.0024107-0.00535769j 0.00174779+0.0047674j -0.000366086+0.00348985j -0.00683934+0.00359433j -0.0192297-0.000330552j 0.00330043+0.0120085j 0.00171649+0.016158j -0.000955318+0.00260748j -0.00124226-0.00350295j 0.00128649+0.00644686j 0.00752416+0.0037093j -0.0121461+0.00273654j 0.0071108-0.000228032j -0.000547205+0.00341771j 0.00137113-0.00966873j 0.00183677-0.00333124j 0.00171099+0.00400235j -0.00653515-0.000483875j 0.00356559-0.00250605j 0.0135778-0.00136688j -0.00176841+0.00150846j -0.00638578-0.00588797j -0.000703068-0.00190188j 0.00451209-0.00166684j 0.000212132-0.00326511j 0.000730497-0.00893848j -0.00955673-0.00639297j 0.00672269+0.00534274j 0.00248984+0.00111685j -0.00483814+0.00214813j -0.00751596-0.00126019j 0.0103555+0.00369178j -0.00827886-0.000959115j -0.00673533-0.00294722j -0.00927497-0.005182j -0.00229674-0.0102253j 0.00227263+0.00540016j -0.00231623+0.00601948j -0.0147502-0.0102007j 0.0011589+0.000105353j -0.00102905-0.00167795j -0.00877741+0.00707466j -0.000142945+0.0117749j 0.0142656+0.0160277j -0.00217343-0.00519978j 0.00745951+0.0153208j 0.00912234+0.00147836j 0.00374368+0.0115392j -0.0113862-0.00526939j -0.00532359+0.0185144j -0.00699771+0.00683486j 0.00410612+0.00230835j 0.0135099-0.00534513j -0.00235023-0.00549242j 0.00412093-0.00808786j -0.0166461-0.00949903j 0.00581849+0.0150843j -0.00717552+0.00850602j 0.00661993+0.0116195j 0.000760099-0.0119414j -0.0124537+0.00988505j 0.000863394+0.00573745j -0.00680622+0.00901542j 0.0065594-0.00300624j -0.00643178-0.0100282j 0.00419076+0.00312602j -0.00227296+0.00362071j -0.000937132-0.005547j -0.00522659+0.00506212j -0.0059744-0.00230141j 
0.000197909-0.00350083j -0.00267546-0.00163264j -0.00252395-0.00349846j -0.00379555+0.00198703j 0.00585168-0.00659163j 0.00128502+0.00458699j -0.000571424+0.00114739j -0.0043621-0.00141326j 0.0100426-0.0067371j -0.00427809+0.00259085j -0.00448147-0.00514681j -0.00653718+0.00526007j 0.00434959+0.00122353j -0.00743494+0.00217057j 0.00564477+0.00703968j -0.00269155+0.00599125j -0.00517588-0.00131072j -0.00157447-0.0104886j -0.00384381-0.00330594j 0.00156847+0.0122394j -0.00509071+0.00710067j -0.00298501-0.0177773j 0.00470435+0.00486291j 0.00760881-0.00773143j 0.00459235-0.00509984j 0.00719679+0.00274172j 0.00545494+0.00554828j -0.00992452-0.00439771j 0.0046216+0.00660939j 0.00344681-0.00816494j -0.00284108+0.00815905j 0.000938078+0.00498541j -0.00379633-0.00354194j -0.00235884-0.00533791j 0.00665638-0.00459372j -0.00299247+0.00413168j 0.00970817+2.18227e-05j 0.00435869+0.00289265j 0.00247838-0.00339172j -0.000574984-0.000391803j -0.00643297-0.00538901j 0.0027421+0.00317135j -0.00169318+0.00308513j -0.00453953-0.00331226j -0.00181782+0.00131602j 0.000345114+0.00862741j 0.00987024-0.00522651j -0.00140654-0.00192563j -0.00291675+0.00582832j 0.00159178-0.00236057j -0.00103098+0.00580292j 0.00072906-0.00467127j 0.00560934+0.00182454j -0.00542735+0.0046862j 0.00117945+0.00932715j -0.011757-0.00385894j -0.00271255-0.00892446j -0.00952585+0.0022581j 0.000866079+0.00448142j 0.00111379-0.00557021j -0.0045687-0.000374266j 0.00268872-0.00010685j -0.000510634+0.000144718j 0.00401017-0.0075741j 0.0046708+0.00486708j -0.00628665-0.000795052j -0.000662925-0.00255419j 0.0082761-0.00503666j 0.00724473+0.0080602j 0.00494462+0.00496175j -0.0079918+0.00426667j 0.00528784+0.00212831j -0.0103051+0.00318565j 0.0157454-0.0024056j 0.000775609+0.0008387j -0.00481733+0.00669486j -0.0123402+0.000143516j 0.00157621-0.00691257j 0.00537949-0.00726159j 0.00197705-0.00101643j 0.009139+0.00689337j 0.0037509+0.00445951j -0.00827715+0.000217786j 0.00357409-0.00950033j -0.00655941-0.00266367j -0.000215306+0.00332163j 0.00645784+0.00432141j -0.00332099-0.00574131j -0.00496094-0.00247431j 0.000572403-0.00492403j -0.000252815-0.00138543j 0.000701971-0.00182617j 
-0.00474872+0.000140506j 0.00155592+0.00724798j -0.000260041-0.00671491j 0.00667892-0.00223598j -0.0045073+0.000951612j -0.00199546+0.00722042j 0.00401108+0.00096057j -0.00393025-0.00633244j 0.00247023+0.000588204j -0.00036524-0.00211583j -0.00633615-0.00216451j 0.0030977-0.00798626j 0.00457566+0.00487306j 0.002165-0.0108712j -0.00426554-0.00502775j 0.0039261+0.0147074j 0.00627771+0.00620492j -0.00434017-0.00427528j 0.0046688+0.00687724j -0.00108908-0.00117614j -0.00535917+0.00114089j -0.00849764-0.00556302j 0.0011512-0.0041596j 0.000602511+0.00838398j 0.00716553+0.00257728j -0.00323906+0.00114508j -0.0027731+0.00282661j -0.00368889-0.0114116j 0.00629858+0.00529913j -0.00836408+0.00208911j -0.00229447-0.0146001j -0.00343231-0.0067035j 0.000334396+0.00394811j 0.0125286+0.00275469j 0.00612061+0.00530811j -0.00482315-0.00276623j -0.000267956-0.00961163j -0.0054994+0.00389099j -0.00917452+0.00290699j 0.00158979-0.00398617j 0.0020669-0.00262406j 0.00102147+0.00793452j 7.6032e-05+0.00399102j 0.000490939+7.12255e-05j -0.00389625+0.00154257j 0.0110754-0.00566598j 0.00489959+0.00189201j 0.00668516+0.00243822j -0.0028302-0.00156095j -0.0141288+0.00623509j -0.0141399-0.000330707j -0.000980237-0.00233864j -0.00644703+0.0064226j -0.00192527-0.000863933j -0.00805641+0.00313023j -0.000961172+0.0053257j 0.00320753-0.00374202j -0.0129709+0.00578598j 9.48327e-05-0.00555846j -0.00375531-0.0039271j 0.00600715-0.00552536j 0.0010068+0.0014256j -0.00189836+0.006144j 0.00838791+0.0134099j -0.00330879-0.00184951j -0.0045207-0.00715386j -0.00864692+0.00319468j 0.00212333+0.00603979j 0.00460539-0.00638107j 0.00210141-0.00486697j 5.28734e-05+0.00780553j 0.0079258-0.00447324j -3.58719e-05-0.00121202j 0.0016435+0.000230635j 0.00178933-0.00209487j 0.00533411+0.00096364j 1.73292e-05-0.000759233j 0.00673788+0.0010489j 0.000333411-0.00924368j -0.000927547-0.00706085j -6.35055e-05-0.00163005j 0.00327129+0.00723716j 0.00179892+0.000731225j -0.00198514+0.0150669j 0.00253316-0.00196157j 0.00648558+0.00588743j -0.000443591+0.00146558j 0.00469162+0.00416031j 0.00657324+0.00480347j -0.0120925+0.00756782j -0.00570633+0.00276491j -0.00102078-0.00565979j 
-0.00507725-0.00626102j -0.00566848+0.00587623j -0.00437423-0.00217691j 0.00299342-0.00663286j 0.000886071+0.00672307j -0.00541569+0.00675542j 0.00198624+0.00514018j 0.00311174-0.0101645j -0.000377307+0.00584532j 0.00190668-0.00450893j 0.00502243+0.0121734j 0.00301497-0.005094j -0.000446515-0.00244346j -0.00469818-0.00277354j -0.000456687+0.00337369j 0.00228794-0.00811889j 0.00258091+0.00244282j 0.00672907+0.000898326j 0.00136772-0.00431442j 0.00353312-0.00242091j 0.000194291+0.000273281j 0.00785187+0.0070441j 0.000989433+0.00596177j -0.00284564+0.0010338j -0.00393241-0.0110554j 0.00211452+0.00311348j -0.00257444-0.00296037j 0.00441963+0.0053505j 0.00165544-0.00272833j 0.00323232-0.00346382j 0.0064802-0.00590641j -0.00453196-0.00274188j 0.00117612+0.00473077j -0.00720722+0.000824069j 0.00283431-0.00875948j 0.000377693-0.00294108j 0.00144005+0.00522287j 0.00315628-0.00340843j 0.00142436+0.00133027j -0.00273689-0.00311495j 0.00786355+0.0015173j 0.00265955+0.000346561j 0.000741691-0.00519933j -0.00531927-0.00403025j 0.00193411+0.00108154j -0.00533894+0.00277267j -0.00252008-0.000285992j 2.72755e-05-0.00497954j 0.0011879-0.00342282j 0.00543408-0.00124082j 0.0018054-0.00175936j -0.00234864-0.000890286j 0.00405697-0.00334292j 0.00130416+0.0013863j 0.00239459+0.00234313j 0.00176634+0.00174415j -0.00328903+0.00201524j -0.00156721-0.000497199j 0.00213073-0.000583363j 0.00472679-0.00391849j 0.00740571-0.00782191j 0.00882577+0.00178632j -0.00463088-0.00302046j -0.0116623-0.00542871j 0.00558774-0.00212426j 0.00867579+0.00934048j 0.00183831-0.00616227j 0.00478899-0.0121813j 0.00153059-0.00231018j -0.00150686+0.0122509j 0.00294289+0.00145922j -0.00893655+0.00269626j 0.00230109-0.0112688j -0.0041963-0.00628652j -0.00192714-0.00290569j -0.00753463+0.000282471j 0.000657736+0.00403341j -0.00477245-0.00390349j 0.00688176+0.00533149j -0.0103647+0.00864254j -0.00206923+0.0198755j -0.013913-0.00335164j -0.00504608+0.00195252j -0.00203412-0.00704686j -0.00132932+0.00655921j 0.00586394-0.000601768j 0.00675946+0.00112327j 0.000958271+0.00685249j 0.00788721+0.00746607j -0.00667021+0.0150761j -0.00888816-0.00466224j 0.00412871-0.00835084j 
0.000667085+0.00276774j -2.77804e-05-2.724e-05j -0.00139501+0.00323094j -0.00273361+0.000890518j -0.00390954-0.000374709j 0.00443066-0.0018275j -0.00258149+0.000885683j 0.00475597-0.00237077j 0.00301168+0.00353747j -0.00241703-0.00638761j -0.00289638+0.0107066j -0.00339701-0.0091231j 0.000846063+0.00218123j -0.002171-0.00439102j -0.000952745-0.00972126j -0.00165099+0.0137762j -0.00437879+0.0148312j -0.00203523+0.00725551j 0.00310318+0.00669391j -0.00244112-0.0018687j 0.000956382-0.00149634j -0.00603717-0.0149863j 0.00122314+0.00814335j 0.00443764+0.00758161j 0.00308451-0.00146552j 0.00996672+0.0066397j -0.0138794-0.00387009j -0.000976288-0.00115898j 0.00465862-0.00207914j -0.00624283-7.81261e-05j -0.000679038-0.00346788j -0.0112509+0.00597814j 0.00372743-0.01274j 0.000577565-0.00019713j -0.00241083-0.00089257j -0.00872028+0.00645386j -0.0103053-0.0036786j -0.00494694+0.00279877j -0.00847233+0.00380355j 0.00281001+0.00536311j 0.0118559-0.00398999j -0.000137383+0.000462328j -0.00679856-0.00484493j -0.0102089-0.00306691j -0.0038681+0.00108449j 0.00171297+0.00671878j 0.00176543+0.00555609j 0.00593996-0.00283538j -0.00119112-0.00282654j -0.00841069-0.00116055j -0.00846446-0.00753837j 5.30276e-05-0.00299873j 0.0110465-0.00502415j -0.00812625-0.00690441j -0.00164451+0.00537293j 0.0106506+0.00414044j 3.98056e-05+0.00193423j -0.0157081+0.00679517j 0.00355825-0.00053583j 0.0115356+0.00586128j 0.000243365-0.00790844j 0.00825595+0.00339772j 0.000549566+0.00271397j -0.0145269-0.00856372j 0.0101831+0.00696073j -0.00311463+0.00252099j -0.000120173-0.00739829j 0.00544198-0.0111943j -0.00816391-0.00111325j -0.00175819+0.00253295j 0.00912306+0.00239869j -0.00218047-0.00129295j -0.00416623-0.0205935j 0.00248041-0.0134114j -0.00118639+0.00425926j -0.0112704+0.00487391j 0.00246982+0.00653842j -0.000289385+0.00763327j -0.00308486+0.00830765j -0.00300694+0.00524979j 0.00502885+0.0153893j -0.00768716+0.00237441j 0.000321938-0.00415166j -0.00230583-0.015984j -0.0105769-0.00115002j -0.0121425+0.00306302j -0.0018339-0.00488988j 0.00229816-0.00246064j -0.000257512-0.00122552j 0.00110414-0.00343999j 0.00210927+0.00233237j -0.00223079+0.00287799j 
-0.000659095+0.00130155j 1.81575e-05+0.000738954j 0.00350297+3.5077e-05j -0.0034036+0.00370922j 0.0138359-0.00156941j -0.00488412+0.00520228j -0.00305335-1.32048e-05j 0.00896567+0.00352363j 0.00231615-0.00402294j -0.00771135-0.0063623j -0.00541577-0.00266324j 9.66814e-05+0.0140402j 0.00458409-0.0186363j 0.0018435+0.00212872j 0.0010458-0.00220547j 0.00342753+0.00086829j 0.00368408+0.00282056j -0.00617591-0.0205978j 0.00515295+0.00546484j 0.00675588+0.000999238j 0.0015715-0.00893417j 0.00552844-0.0116092j 0.00142408+0.00572502j -0.00664693+0.0230793j 0.00394177-0.00744524j 0.00176252-0.00199697j -0.00862753+0.00103734j -0.00529321+0.00508747j 0.00244004-0.00906962j 0.00412806+0.00312335j 1.32162e-05-0.00502157j -0.00195687-0.0011416j -0.000130268-0.00518152j -0.00269045+0.00273162j -0.0109949-0.00597201j 0.0152424+0.00010691j -0.00644208-0.000395058j 0.000446177+0.00475739j 0.00127895+0.000395918j -0.00728715-0.0194378j -0.0069579+0.0040427j -0.00104335-0.00441588j 0.0126763+0.00585479j 0.0122367+0.00163028j 0.0119005-0.00150396j 0.000334751-0.00788721j 0.0106297-0.0166278j -0.0055661+0.00407278j -0.00789028-7.51162e-05j 0.0108909-0.00313878j -0.00774721-0.00554524j 0.0102823-0.00125387j 0.00909053+0.000385976j 0.00622945-0.00661945j 0.00726546+0.00712004j -0.00773947+0.00297954j -0.00311373+0.00155637j -0.000949775+0.00332481j -0.000480845-0.00537904j 0.00173254+0.000397923j 0.000275874-0.00498725j 0.00358963-0.000913708j 0.00320703+0.00686647j -0.00251558-0.000312432j 0.000478176+0.000890443j -0.00146412-0.00101693j -0.00473275-0.0005435j -0.00108269+0.00115853j 0.0013071-0.00326306j -0.00444017-0.00273298j 0.00154029+0.00484607j 0.00213576-0.00193j -0.00208859-0.0091361j 0.00694791-0.00502405j -0.00362781+0.00230179j -0.00403177+0.000286737j 0.00456902-0.00120991j 0.000799243+0.00229528j -0.0024713+0.00176275j -0.00214639-0.000345603j 0.00126498+0.00263896j -0.00340687+0.00286258j 0.00366811-0.00109885j -0.00291691-0.00185008j -0.00174747-0.00100362j -0.00301603+0.000652758j -0.00313386-0.000226945j 0.00159656-0.00107027j -2.97095e-05+0.000954338j 0.000275155-0.00291461j 0.000306534+0.00142845j -0.00159357+0.000827128j 
0.000426015-0.000312307j -0.000979212+0.000156568j -0.00113448+0.00156955j -0.00251122-0.0027929j 0.000489798-0.00784824j 0.00440121-0.0056943j 0.00207418-0.00861902j -0.000356566+0.00190358j -0.0072001+0.00418292j -0.00262974+0.0115268j 0.00304352+0.00191949j -0.000372128-0.00248355j -0.00388112+0.00577411j -0.000139568+0.0100653j -0.00393645+0.0153072j 0.00355248-0.012829j 0.00126925+0.000796166j 0.00338173-0.000290371j -0.0121363+0.000728908j -0.00334704+0.00668926j -0.000584815-0.00274107j -0.00351225+0.00183605j -0.00357071+0.00472655j 0.00228508-0.0112865j -0.00267183-0.00223265j -0.00548154+0.00146578j -0.00199692-0.0116523j 0.00579058-0.00620714j -0.000153337+0.000624036j 0.00210092+0.00366445j -0.00334167-0.00014483j -0.00413402-0.00800982j -0.006147+0.0122753j 0.00622008-0.00283566j -0.00442389-0.00130941j 0.00282131-0.00775045j -0.00349171+0.0147973j 0.00904521+0.00253372j 0.0140561+0.0106276j 0.00567071+0.00223245j -0.00583691-0.00354662j -0.000884039-0.000850667j -2.75068e-06+0.00404954j -0.00465809-0.0012125j 0.000656284-0.00386901j -0.000254069+0.00532047j -0.00158439+0.00386854j -0.00110506-0.00961554j -0.00129945+0.00162086j 0.0126991-0.0046858j 0.00526855-0.0101557j 0.00677606-0.00723453j 0.00958141-0.00860236j -0.00602251+0.00311715j -0.00369328+0.00691932j -0.00836383-0.00662432j -0.000449626-0.000629237j -0.0121707+0.00342753j -0.00623416-0.000825436j 0.00622282-0.00173697j 0.00934901+0.00458461j 0.00739416+0.0022869j -0.00111397+0.000484762j -0.00493608-0.00530294j 0.00169062-0.00169012j -0.00476116-0.00691879j -0.00622419-0.00849431j 0.00105701-0.0159778j -0.00599624-0.000886943j -0.00114967-0.0158256j 0.012058+0.0060205j 0.00380745-3.76093e-05j -0.00102364-4.40322e-05j 0.00305134-0.00165908j -0.00199578+0.00316323j -0.00782509-0.00348026j -0.00407625+0.0158022j 0.0039153+0.00232957j -0.000889314-0.00289225j -0.00183264+0.00506555j 0.00207078+0.00365907j -0.00451587+0.00795544j 0.00871668-0.00166881j -0.00558584-0.011831j -0.0013321-0.00633947j -0.00646674+0.00771606j -0.00747299-0.00347546j 0.00475666-0.00508351j 0.00117117+0.000107233j -0.00286296-0.00562519j -0.000987959+0.00496441j -0.00332761+0.0013947j 
0.00254464+0.000218054j 0.000235241-0.00308589j -0.00258105-0.00145616j -0.00668411+0.00749412j 0.0105693-0.00652801j 0.00851785+0.00719394j 0.00158428+0.00758001j -0.00588197+0.00882917j 0.00159778+0.0124707j 0.00376551-0.00669994j -0.00412425+0.0125427j -0.00282099-0.00267947j 0.00741664-0.00416422j -0.00113883-0.00388575j -0.00564964+0.00163844j 0.005751-0.00917385j 0.00470069+0.0155199j 0.00799549-0.00441065j 0.000777825+0.00021976j 0.011362-0.015019j 0.00497816-0.0174602j 0.0129515+0.00731459j 6.01722e-05-0.00225517j 0.0054305+0.0013987j -0.001099-0.00325447j -0.00405228+0.00527147j -0.00317375+4.08211e-05j 0.000680214-0.00714266j -0.00635183+1.81545e-05j -0.00451942+0.00228318j 0.00803875-0.002064j -0.00445476-0.000394566j -0.00344071-0.00139447j 0.00440935-0.00199884j 0.0111003+0.002304j -0.00414511+0.00484126j 0.00102876+0.000149165j 0.00966708+0.00277223j 0.00824705+0.00647451j 0.00856053+0.00159657j -0.0010651-0.00966738j -0.00315523+0.00320272j 0.00703685+0.00241484j 0.00729176-0.00215313j 0.00651711-0.00419878j 0.000839763-0.00192828j 0.000291326-0.00233393j -0.00129643-0.00454467j 0.00493641+0.00535173j -0.00751179-0.00496557j 0.000983541+0.000232818j 0.000442607-0.00365128j -0.00680387+0.0126987j 0.00651429+0.00371584j 0.00767195+0.00567699j -0.00375388+0.000196672j 0.00791677+0.000592694j 0.00322218+0.00703865j 0.00324638+0.00492879j 0.00248183+0.00615903j -0.00392014-0.00380096j 0.00818828-0.00395089j 0.000617341+0.0016405j 0.00195279+0.00340653j -0.000466918+0.00569008j 0.00166099-0.00233595j 0.00433417-0.00169373j 0.000109078+0.00562747j 0.00455418+0.00349383j -0.00291425+0.00267596j 0.00616276+0.00333528j -0.00959506+0.00279464j 0.0133117+0.014317j -0.0218239+0.000620936j -0.0107272+0.00521519j -0.00810998-0.00256993j 0.00450709-0.00503706j -0.00812011-0.000785646j 0.00780546-0.00730336j -0.00201081-5.45532e-05j 0.000628952-0.00107613j 0.00213056-0.00235976j -0.00402025-0.000991599j 0.00447197+0.00358802j -0.00276431-0.00244402j 0.000334912+0.000883626j -0.000905242+0.00115221j -0.00164481-0.00599515j -0.00287235-0.00167748j 0.00725515-0.0120064j 0.00481231-0.000396495j -0.00104179+0.00542166j 
