6.23765e-15+0.022045j 1.35675e-15-0.0041581j 3.60127e-17+0.00446979j -3.91912e-17-0.0052352j 1.56406e-17+0.00256238j 7.0995e-17+0.012875j 8.52253e-18-0.0141191j -4.10294e-18+0.00316319j -9.39379e-18-0.00975077j 1.11452e-17+0.00646438j -1.41221e-17-0.00823851j -1.35959e-17-0.00207394j -1.68641e-17-0.00109068j -3.5095e-17-0.010734j 3.48963e-17-0.00531671j -6.4141e-17-0.0111967j -1.15997e-16+0.00128351j 9.72892e-17-0.00430164j -5.29463e-17+0.00214097j 1.25247e-17-0.00974657j -3.02965e-17-0.016737j -1.32719e-16+0.0173621j 1.49736e-17-0.00797992j -1.06022e-19+0.0123304j 1.28053e-17-0.000645366j -5.89053e-17+0.00707704j 4.89521e-18-0.00203819j 1.66739e-16+0.0033141j 2.15539e-16+0.00683674j -1.48833e-17-0.00470539j 9.42759e-17-0.00185374j 1.72953e-17-0.00459588j -3.47717e-17+0.00137735j 1.67974e-17+0.00102749j 1.05097e-16+0.0203989j -1.08517e-17-0.00350636j -1.15906e-16-0.0110465j 1.19405e-16-0.000820269j 3.63212e-16-0.00949103j -1.23934e-16+0.0143559j 5.9687e-17+0.00480551j 1.07203e-16+0.00148048j -7.83017e-17+0.0121553j -7.38809e-18-0.00409156j 5.55339e-18-0.0026847j -3.29866e-17+0.00414709j 5.03273e-18-0.00678844j -3.19972e-17+0.00954357j -3.11546e-17+0.010513j 4.03965e-18+0.00880216j 8.28789e-18-0.0105245j -7.86589e-18+0.00182617j -2.73784e-17-0.0105207j -2.76388e-17+0.0020827j -1.40703e-15+0.0110142j 6.44839e-15+0.0185918j 
-1.66667e-15-0.00882019j -4.12478e-16+0.0144916j 1.14292e-16-0.0113988j 4.06412e-17-0.0264153j 5.05975e-17-0.0136992j -6.1356e-17-0.0198601j 2.9431e-17-0.00614345j -1.59729e-16+0.0276383j 1.93172e-16-0.0406512j -1.16122e-17-0.000921655j 4.7935e-17-0.00680572j -1.83877e-17-0.0143649j -2.3996e-17+0.00313285j 2.90619e-17-0.038179j -4.4007e-16-0.00682898j 1.81894e-16+0.0327164j 3.29825e-15-0.0608206j -3.91628e-16+0.00388655j 6.93554e-17-0.0077576j 1.67336e-16-0.030376j 3.50331e-17+0.00855661j 5.83228e-16-0.0426506j 1.27957e-17-0.0267197j -3.64054e-18+0.0189643j 1.86552e-16-0.043684j 5.64389e-17-0.0155734j -3.23898e-16+0.0305908j 2.28409e-18+0.0083725j 4.68102e-16+0.0163635j 2.73337e-16-0.047472j 5.75824e-16-0.0373413j 8.32901e-17+0.0306576j 1.58023e-16-0.00694921j 6.41102e-17-0.00457854j -1.32179e-16-0.0344251j -3.23481e-16+0.040976j -1.91941e-16-0.0329637j -1.77644e-16+0.0126839j 2.31124e-16-0.00846536j 4.26802e-16-0.0294495j -1.53683e-16-0.0465114j -5.06344e-16+0.00626554j -5.53243e-16+0.041496j -2.02177e-17-0.0152813j 1.08827e-16-0.0158675j 5.183e-17-0.00303975j 3.75715e-17+0.000437085j -2.88804e-16+0.0400095j -1.90998e-17+0.00506622j -1.72505e-17-0.00647083j -7.69266e-17+0.0253592j -1.00884e-16+0.0240729j -5.1398e-17-0.0112134j -4.08241e-18-0.0171097j 1.4936e-15+0.00191392j -6.88657e-15-0.0169697j 
1.56245e-15-0.00211807j 7.24703e-16+0.032493j 1.56632e-16-0.00730364j -1.18362e-15-0.0667212j -9.48553e-17-0.00525043j -2.90785e-16-0.017165j -3.76415e-16-0.0192189j 7.70296e-16+0.0632394j -7.47962e-16-0.0464397j -2.08687e-18-0.00198584j -3.15605e-16-0.0175151j -3.09029e-16-0.0145463j -1.18692e-16-0.00811437j -9.06295e-16-0.0400403j -9.84687e-16-0.0237085j 5.66096e-16+0.0231044j 3.61719e-15-0.0999699j -4.31502e-16+0.0164643j 4.94567e-17-0.00423202j -5.45991e-16-0.0314064j -2.28262e-16-0.0215647j -1.11868e-16-0.0557294j -8.23656e-16-0.0516679j 8.69669e-16+0.0465526j -8.47181e-16-0.0615165j -3.18238e-17+0.00354108j 5.37223e-17+0.0184183j 1.09035e-15+0.0248353j 2.40289e-15+0.0504902j -9.92945e-16-0.0697566j 1.99098e-16-0.0629747j 7.17698e-16+0.0222437j -2.6689e-16-0.033174j 2.20664e-16+0.0157495j -6.56861e-16-0.0314309j 6.83519e-16+0.0777849j -9.82231e-16-0.0404626j 3.59299e-16+0.0176611j 1.80811e-16-0.0215796j 2.18845e-16-0.00301466j -1.36707e-15-0.0678182j -1.65292e-16+0.0222119j 4.08391e-16+0.0504382j -5.55776e-16-0.0290039j -2.5242e-16-0.0199354j -4.72214e-17-0.013252j -3.31034e-17-0.000442792j 6.05674e-16+0.0447915j 4.73396e-16+0.03757j -2.36644e-16-0.019601j 4.63266e-16+0.0343206j 5.36938e-16+0.037528j -9.61147e-16-0.0493684j -5.48011e-16-0.0250382j 3.02069e-15+0.018118j -1.27058e-14-0.0273222j 
-2.90684e-14-0.103053j -6.35359e-15+0.0210592j -1.64316e-16-0.0226651j 2.51877e-16+0.0207367j -8.54809e-17-0.0144444j -3.51584e-16-0.0627211j -1.47689e-17+0.0642228j -5.68761e-17-0.0108498j 6.43989e-17+0.0378767j -5.05659e-17-0.0298296j 8.92708e-17+0.0370101j 5.13092e-17+0.00702147j 9.57768e-17+0.0059237j 1.5044e-16+0.0427j -2.05501e-16+0.0237806j 3.61823e-16+0.0574832j 1.08556e-15-0.0152738j -5.29511e-16+0.0200384j 2.42752e-16-0.011309j -4.30366e-17+0.0395015j 2.00663e-16+0.0793756j 7.10122e-16-0.086816j -3.79567e-17+0.0327979j -4.1113e-17-0.05423j -1.84109e-17-0.004102j 2.40441e-16-0.0358616j -3.88992e-17+0.0151122j -8.13555e-16-0.0142954j -9.98365e-16-0.0296545j 1.31914e-16+0.0140343j -3.27724e-16+0.00281264j -3.92627e-17+0.0267545j 2.3133e-16-0.00669609j -1.05237e-16-0.00618021j -5.25635e-16-0.0998505j -4.57657e-17+0.0220905j 4.92473e-16+0.0452308j -5.89759e-16+0.00582754j -1.62156e-15+0.0425526j 5.84007e-16-0.0719718j -2.83721e-16-0.0295302j -6.07266e-16-0.00622214j 2.72263e-16-0.0488793j 4.80185e-17+0.01657j -8.53417e-18+0.00969065j 1.7661e-16-0.0192566j -1.5143e-17+0.0312967j 1.11177e-16-0.0370044j 8.71293e-17-0.0484708j 2.96336e-19-0.0411519j -5.63875e-17+0.0525061j 7.34822e-18-0.00461374j 1.83928e-16+0.0476133j 1.36102e-16-0.0123071j 6.66022e-15-0.0507976j -3.06437e-14-0.0880607j 
5.4164e-16+0.000838202j -1.39502e-16+0.00855861j -2.40731e-16+0.00694876j 6.26636e-16-0.0163914j -5.28829e-16+0.0121852j -3.57027e-16+0.00667317j 2.03494e-16-0.00162975j -5.81963e-16+0.012963j -6.80774e-16+0.0190326j 4.09595e-17-0.00290936j 1.30001e-16-0.0017773j -2.39946e-16+0.00763346j 4.13777e-16-0.00980966j -7.38924e-16+0.0212635j 4.54792e-16-0.00769283j 7.30878e-16-0.0189228j 1.24711e-16-0.00137264j -3.76178e-16+0.0095504j -1.9612e-16+0.00565432j -6.66491e-16+0.0177394j 1.06554e-15-0.0209424j -3.74852e-16+0.00373443j 2.95639e-16-0.00326452j -4.11939e-16+0.00736619j -2.86914e-16+0.00760124j -9.04499e-16+0.0195935j 1.03039e-15-0.0234635j 1.23556e-16+0.00740592j -1.68767e-16+0.015846j -3.21601e-16+0.00757566j 3.39e-16-0.00104652j 8.77449e-16-0.0195809j 6.57115e-16-0.0174997j -7.59661e-16+0.0175741j -6.26743e-16+0.011018j -4.44435e-16+0.0100465j -2.43073e-16+0.0144883j 2.88024e-16-0.00196805j 2.31568e-16-0.00234665j -1.49746e-15+0.0291429j -1.52801e-16+0.0041441j -1.67889e-16+0.00874469j 7.75907e-16-0.0179389j 1.2145e-16-0.00162896j -2.08493e-16+0.00558807j 3.13973e-16-0.00806668j -2.88274e-17+0.00176413j 7.46768e-16-0.0194207j -9.23437e-16+0.0186239j 3.43219e-16-0.0104883j 1.70033e-16-0.00122308j 6.03179e-17-0.00195223j 8.71001e-16-0.0200222j -1.34566e-16+0.00133088j 3.40062e-16+0.00732052j -3.34649e-15-0.00708007j 
-6.79492e-15-0.0258042j -1.56266e-15+0.0138974j 4.03049e-17+0.026208j 8.996e-17-0.00481214j -1.30082e-16+0.0474995j 8.67875e-17+0.0210167j 6.66243e-17+0.0280904j -1.66127e-16-0.00286917j -5.94979e-17+0.122653j -4.72133e-17-0.0186991j -1.35126e-18+0.0180341j 2.37916e-16+0.0435087j 1.33237e-16-0.0301252j 2.2702e-16+0.127724j 8.76679e-16-0.00411415j -5.57188e-16-0.0751923j -3.25559e-15+0.0695984j 1.48143e-16+0.0302203j 1.62669e-16+0.0220945j -2.35429e-16+0.106124j 3.405e-16-0.041018j -4.66604e-16+0.0330124j 4.45006e-16+0.0381306j -2.16169e-16-0.0244253j 2.87748e-17+0.0774259j -1.58649e-16+0.063073j 5.44414e-16-0.101865j 8.82234e-16+0.00492786j 3.22559e-16+0.012929j -2.01755e-16+0.0892952j 1.82911e-16+0.0468438j -6.18626e-17-0.0862539j -7.45391e-17-0.0440207j -3.22549e-16+0.0543284j 8.73716e-17+0.0382654j -1.1865e-16-0.016007j 1.28958e-15+0.102329j 5.16746e-16-0.0200029j -6.89243e-16+0.0206963j -9.03535e-16+0.0948388j 5.24671e-16+0.0613325j 9.02714e-16+0.0146586j 1.10694e-15-0.124843j 2.1742e-16+0.0216509j -9.1191e-17+0.0405966j 1.34705e-16-0.026742j -1.08046e-16+0.0165921j 3.99031e-16-0.122599j -3.33042e-16+0.0284488j 1.07271e-16-0.0376951j 1.87842e-17-0.0164075j -1.97258e-17-0.0388621j 2.63682e-16-0.0247859j -2.28208e-17+0.021446j 2.65771e-15-0.00095991j -1.2711e-14-0.0322334j 
1.34802e-14+0.0670398j 2.93523e-15-0.0986057j -6.15179e-16-0.00837757j 7.09188e-16+0.154487j 1.30462e-16-0.0416111j 2.23798e-16+0.0327276j 8.58174e-17-0.00882349j 1.98971e-16-0.139953j 6.78202e-17-0.0534861j 1.24877e-16+0.0363194j 1.14809e-16+0.00759446j -1.37433e-16-0.02154j -5.26799e-17+0.0538957j 2.12438e-16-0.0759598j 5.99177e-16+0.0529644j 5.20416e-17+0.0212882j -7.68179e-15+0.151312j 1.30576e-15-0.0810824j -5.55736e-16-0.0138423j 3.10129e-16-0.0686276j -5.24459e-16+0.0766164j -8.94593e-16+0.114659j -2.1249e-16+0.0634889j -3.0392e-16-0.0620216j 2.83862e-18+0.0492366j 1.46053e-16-0.0746886j 2.86932e-17+0.0773402j -2.67759e-15-0.0593875j -4.27977e-15-0.124118j 2.8775e-16+0.0484557j -2.47402e-15+0.0879582j -7.30761e-16+0.0459266j -1.22955e-16+0.132754j 1.84476e-16-0.101121j 7.29897e-16+0.0557445j 7.33538e-16-0.167401j -9.47029e-16-0.0446826j -7.49107e-16-0.0182365j 1.83805e-16+0.0121223j 1.44411e-16-0.0876067j 5.9504e-16+0.0910745j 3.39633e-17-0.0675953j -5.27943e-16+0.0501537j 1.18282e-16+0.0358849j 8.41024e-18-0.00627159j -3.60186e-16+0.069147j 1.03761e-16-0.0285455j -2.51819e-16+0.0569835j 2.97331e-16-0.107542j 5.6326e-17+0.103762j -1.59485e-16-0.0751235j -6.08251e-17-0.0381605j 5.03199e-16+0.130684j 5.19179e-16+0.0355056j -1.16572e-14-0.0257774j 5.35801e-14+0.128911j 
6.23675e-15+0.025551j 1.41465e-15-0.0172234j -6.84861e-16-0.0491485j 2.44595e-16+0.00629691j -7.13893e-16-0.0837264j -1.016e-15-0.0481922j -8.51914e-17-0.0380423j 1.03261e-16+0.00821274j -1.63214e-15-0.205693j 1.74557e-16+0.0263728j 1.60605e-17-0.0255957j -1.07253e-15-0.0739346j 3.70803e-16+0.0515821j -2.18851e-15-0.212933j -1.28222e-15+0.00921361j 2.71661e-15+0.139861j 5.02616e-15-0.129296j -8.02926e-16-0.0464813j -6.8301e-16-0.039902j -1.0854e-15-0.176061j 8.13821e-16+0.0819135j -1.40419e-16-0.0760245j -1.07758e-15-0.0633335j 2.96155e-16+0.0358378j -1.29429e-15-0.137447j -1.06125e-15-0.113242j 8.85532e-16+0.177356j -1.82441e-15-0.00883379j -1.13216e-15-0.0230114j -9.29552e-16-0.155116j -9.39429e-16-0.0843617j 1.77776e-15+0.153185j 9.5936e-16+0.0709044j -4.85923e-16-0.092139j -1.61112e-15-0.0852337j 4.46947e-16+0.0375515j -3.4823e-15-0.169352j -6.19275e-16+0.0364952j 9.3435e-16-0.0294828j -5.14027e-16-0.174143j -2.12175e-15-0.115087j -2.02558e-15-0.0241723j -1.75492e-16+0.20781j -5.63565e-16-0.0362949j -4.31377e-16-0.0689612j 1.55978e-16+0.0409721j 1.30043e-16-0.022734j 1.08493e-15+0.205617j -3.55701e-16-0.0537786j 1.99417e-16+0.0552115j 5.67869e-16+0.0399814j 5.9601e-16+0.0683653j 4.48594e-16+0.0464222j -3.66402e-16-0.0407009j -3.52015e-15-0.00580715j 1.51376e-14+0.0370292j 
3.28004e-14+0.0978223j 7.74811e-15+0.0568953j 9.37326e-16+0.0294894j -2.43229e-15-0.174891j 3.2308e-16+0.039739j 3.57948e-16+0.0510916j -5.54936e-16-0.0975455j 1.16217e-15+0.150044j -3.8922e-16-0.0582181j -4.43137e-17+0.0171738j -6.14008e-16-0.0690704j -7.55858e-17-0.0088642j -5.12605e-16-0.0466183j -6.49761e-16-0.0461207j -1.22349e-15-0.083175j -6.34822e-16-0.0710008j 5.80821e-15-0.152052j -1.31194e-16+0.0345694j 2.13845e-16+0.0199363j -2.19514e-16-0.0389451j -9.53017e-16-0.170475j -4.1123e-16+0.00309897j -7.97891e-16-0.124858j 1.39089e-15+0.148684j -6.18428e-16-0.0747853j 2.01129e-16+0.0955449j -5.75705e-16-0.0507977j 3.8948e-15+0.0750966j 6.52345e-15+0.155471j -1.1657e-15-0.105685j 1.86873e-15-0.10823j 5.28563e-16-0.0447705j -1.04426e-15-0.0970515j 7.77572e-16+0.0812385j 1.41985e-16+0.0757653j 6.55395e-16+0.133881j -6.91087e-16-0.0683801j 1.51843e-15+0.0176131j 2.03275e-15-0.0826186j 2.68729e-16+0.146504j -1.11504e-15-0.0704131j 9.85313e-16+0.066858j -1.4798e-17+0.0783808j -7.50648e-16-0.0677471j -1.11934e-16-0.0259829j -2.99588e-16-0.0258955j -7.3503e-17-0.0257733j 1.25204e-16+0.0535999j 8.23831e-16+0.160334j -5.13797e-16-0.0220653j 5.19779e-16+0.00205408j 5.24306e-16+0.0600382j -2.13957e-15-0.182679j -9.53418e-16-0.0252107j 7.57572e-16+0.0989464j -9.78432e-16+0.0200081j 
5.98178e-14+0.220997j 1.27672e-14-0.0827632j 4.89254e-17+0.0451958j 5.68048e-16+0.0315537j 1.77735e-16+0.0190098j 8.52903e-16+0.139232j 3.36575e-16-0.119579j -4.76425e-16-0.0453275j 2.87585e-16-0.0685061j 1.3946e-16+0.0692602j 9.15124e-17-0.0625705j 4.41964e-18-0.0133169j -5.71138e-17+0.0069183j 1.96298e-16-0.0869737j 1.14484e-15-0.0214109j -8.6511e-16-0.116624j -5.49713e-15+0.115667j 1.48404e-15-0.0688776j -6.78428e-16+0.0201304j 4.33669e-16-0.0824757j -1.80838e-16-0.124491j -1.47673e-15+0.225972j 5.96155e-16-0.0238569j -6.27015e-16+0.0684108j 5.69844e-16+0.048658j -5.73207e-16+0.0478572j 1.52817e-16-0.0161887j 2.2927e-16+0.00059104j -5.80059e-16+0.0014214j 4.59367e-16+0.0165976j 9.22298e-17+0.0465123j -3.77803e-16-0.0493371j -1.51202e-16+0.064446j -7.1665e-18-0.0228574j 1.49148e-15+0.224465j -3.21873e-16-0.123721j -7.15341e-16-0.0830665j 7.43203e-16-0.0241974j 3.25894e-15-0.0703685j -1.41608e-15+0.117753j 1.50703e-15+0.112736j 1.13455e-15-0.0163175j -9.52197e-16+0.0873397j 3.03462e-16-0.00972427j 1.69986e-16-0.0119387j -3.41645e-16+0.0626312j 8.42499e-17-0.0689081j -6.10792e-16+0.0684931j -5.72405e-16+0.0484732j 2.23929e-16+0.11782j -2.12624e-16-0.138539j -3.86632e-16-0.0180225j 5.26978e-16-0.0352054j 1.87807e-16+0.0448897j -1.77198e-14+0.0842222j 8.04191e-14+0.219893j 
5.66486e-16+0.00860304j 2.028e-15-0.00932236j -4.35563e-15+0.0249454j -3.4307e-15+0.019235j -6.26158e-15+0.0357201j -5.84807e-15+0.0350437j -1.94414e-15+0.0106323j 4.46484e-15-0.0250182j -1.55346e-14+0.0880042j 7.46832e-16-0.00409081j -1.83938e-15+0.00992176j -5.43119e-15+0.0319363j 3.04167e-15-0.0172385j -1.51808e-14+0.0874934j 5.17607e-16+0.0014608j 1.17057e-14-0.070677j -1.99628e-14+0.088512j -8.87838e-16+0.00781764j -3.19311e-15+0.0184192j -1.26261e-14+0.0709965j 6.18274e-15-0.0359007j -1.18147e-14+0.0640104j -6.39508e-15+0.0375846j 3.79027e-15-0.0217675j -1.3212e-14+0.0752216j -8.24507e-15+0.0470618j 1.36596e-14-0.0757995j 1.16143e-15-0.00362458j 8.50961e-16-0.00537949j -1.45973e-14+0.0818717j -9.92402e-15+0.0547516j 1.20239e-14-0.0701592j 2.0208e-15-0.0129175j -5.29444e-15+0.0295791j -1.0127e-14+0.0605156j 8.40112e-15-0.0470087j -1.16743e-14+0.070927j 4.15204e-15-0.0212702j -2.47836e-15+0.0119697j -1.43343e-14+0.0783867j -1.2317e-14+0.0735126j 6.64037e-16+0.00173793j 1.63917e-14-0.0884454j -3.68717e-15+0.0216861j -5.64709e-15+0.0316527j 1.24228e-15-0.00709665j -7.1644e-16+0.00339581j 1.56653e-14-0.0875031j -2.49875e-15+0.0141545j 1.21221e-15-0.00634617j 6.38349e-15-0.0367016j 6.8481e-15-0.038899j 1.22279e-15-0.00682328j -4.64536e-15+0.0267082j -1.53274e-15+0.0039188j 2.29175e-15+0.0112598j 
2.46647e-14+0.0880831j 5.40784e-15-0.0208035j 1.09469e-16+0.0218579j -2.34804e-16-0.0114015j 5.5771e-17+0.0157146j 3.05075e-16+0.0572923j 3.50695e-19-0.052116j 9.7213e-17+0.00276022j -1.14423e-16-0.0212008j 4.49991e-17+0.0250085j -9.07578e-17-0.0292698j -4.14604e-17-0.00215904j -7.41482e-17-0.005988j -1.44888e-16-0.0257531j 2.76026e-16-0.0184093j -3.42459e-16-0.0563937j -1.72075e-15+0.0273791j 5.36935e-16-0.0173623j -2.19275e-16+0.0114712j -1.62173e-17-0.025075j -1.76548e-16-0.0688753j -7.46329e-16+0.0827982j 1.97705e-17-0.0209939j 4.51773e-17+0.0408592j -4.40702e-17+0.0141937j -2.17332e-16+0.0342461j 1.20182e-16-0.0206858j 6.95859e-16+0.0101191j 7.44483e-16+0.021248j -1.94677e-16-1.50071e-05j 1.28735e-16+0.00663913j 2.16075e-17-0.0302938j -2.3654e-16+0.00673978j 7.18071e-17+0.00678226j 4.63321e-16+0.0918977j 1.29382e-16-0.0280134j -3.69227e-16-0.0293243j 5.44771e-16-0.00798015j 1.29265e-15-0.0335076j -5.99797e-16+0.0679905j 2.60226e-16+0.0359761j 6.38139e-16+0.003936j -7.3654e-17+0.0302037j -4.10683e-17-0.0101755j -2.48749e-17-0.00408283j -1.6029e-16+0.0165502j 2.04047e-18-0.026149j -7.76249e-18+0.0206168j -6.41324e-17+0.0397479j 1.99623e-18+0.0355633j 7.3212e-17-0.0499401j 2.68938e-17-0.0020232j -1.50482e-16-0.0375904j -1.19894e-16+0.0144326j -5.88843e-15+0.0421124j 2.71076e-14+0.0773135j 
3.43051e-16+0.00447102j 3.3302e-16-0.0188263j 1.07694e-16-0.0110792j -5.22816e-16+0.0328217j 4.56468e-16-0.0213085j 2.75643e-16-0.00771566j -2.00396e-16+0.000430729j 6.03501e-16-0.0268748j 5.13025e-16-0.0345454j -1.52068e-17+0.00717641j -1.1686e-16+0.00216075j 1.35905e-16-0.013622j -3.69116e-16+0.0181885j 5.55205e-16-0.0392958j -4.57711e-16+0.0141643j -4.8613e-16+0.0302288j -6.55197e-16+0.00913505j 4.30961e-16-0.0196747j 8.76045e-17-0.00952143j 5.6387e-16-0.0331194j -1.00638e-15+0.0352576j 2.39945e-16+0.0012851j -3.95814e-16+0.00709894j 3.96844e-16-0.0131321j 1.51808e-16-0.0102324j 8.03176e-16-0.0342284j -8.9102e-16+0.0412808j -5.23423e-16-0.0142431j -3.71974e-16-0.0303764j 2.35684e-16-0.0107497j -6.8433e-16+0.0053783j -7.74867e-16+0.0332469j -5.76301e-16+0.0345066j 7.01436e-16-0.0329079j 5.32079e-16-0.012774j 5.60824e-16-0.0242228j -9.61262e-17-0.0269417j -3.94713e-16+0.00227733j -2.08535e-16+0.00312526j 1.39622e-15-0.0493701j 2.9561e-17-0.00205152j 2.99697e-17-0.0170192j -7.45488e-16+0.0329313j -1.50524e-16+0.00371545j 1.5574e-16-0.00969951j -3.21197e-16+0.0167138j 4.31009e-17-0.00501238j -6.22148e-16+0.0353045j 8.95167e-16-0.0336741j -3.09518e-16+0.0227889j -1.25365e-16-0.0027191j -3.88723e-18+0.0017057j -7.52984e-16+0.0369745j 1.48885e-16-0.000310492j -1.53791e-15-0.0116132j 8.71165e-15+0.0196387j 
1.91374e-17-0.00101772j -5.70429e-16+0.00157945j 9.09557e-16-0.00271406j 1.14552e-15-0.00319283j 1.27787e-15-0.00377266j 1.26268e-15-0.00397005j 5.63912e-16-0.00138708j -1.32554e-15+0.00373016j 3.44714e-15-0.00984891j -1.58188e-16+0.00035448j 5.07232e-16-0.00130804j 1.20728e-15-0.00353753j -5.47964e-16+0.00162172j 3.35846e-15-0.00967305j 1.39881e-16-0.000568285j -2.51585e-15+0.00772818j 4.32228e-15-0.010946j 1.18218e-16-0.000476472j 6.64803e-16-0.00197735j 2.75662e-15-0.00782449j -1.03584e-15+0.00335339j 2.62596e-15-0.00767888j 1.6755e-15-0.00478258j -1.11842e-15+0.00304607j 3.05788e-15-0.00885825j 1.59763e-15-0.00479183j -2.81698e-15+0.00812647j -3.48008e-16+0.000819917j -5.14963e-16+0.00146242j 3.38461e-15-0.00967615j 2.40464e-15-0.0067806j -2.5571e-15+0.00763034j -2.06724e-16+0.000701048j 9.38893e-16-0.00274498j 2.20027e-15-0.00688107j -2.18231e-15+0.00628558j 2.7186e-15-0.00798039j -9.03572e-16+0.00251414j 6.4871e-16-0.00158835j 2.78002e-15-0.00815851j 2.94955e-15-0.00882403j -2.02882e-16+0.000229012j -3.58592e-15+0.00995818j 9.57382e-16-0.0027467j 1.26558e-15-0.00360616j -1.73266e-16+0.000463024j 1.60694e-16-0.000327021j -3.44213e-15+0.00976772j 2.03595e-16-0.000797763j -1.34991e-16+0.00024755j -1.47214e-15+0.00444939j -1.62688e-15+0.00468081j 1.26256e-16-0.000173902j 1.08982e-15-0.0032148j 1.16779e-16-0.000112393j -1.89449e-16-0.00174464j 
3.79641e-15+0.0203865j 7.85429e-16-0.0340425j -3.00929e-16-0.0101533j 3.96621e-16+0.0534514j -5.79697e-17-0.0252018j -6.53169e-17+0.00166417j 5.89253e-17-0.00448872j -2.91833e-17-0.046263j -1.24345e-16-0.0419081j 6.10629e-17+0.0139464j 7.90665e-17+0.00118491j -1.63791e-16-0.0161715j 5.64473e-17+0.024815j -1.52347e-16-0.050084j 7.41061e-17+0.0200623j 3.74979e-16+0.0276844j -1.73405e-15+0.0334465j 2.78831e-16-0.0319342j -2.61128e-16-0.0102349j 7.55582e-20-0.0431427j 4.59334e-18+0.0399626j -2.20753e-16+0.0242951j -1.24959e-16+0.0148779j -1.50985e-16-0.0189468j -8.29527e-17-0.00111182j -1.04092e-16-0.041064j 1.1861e-16+0.0489895j -1.21176e-15-0.0216783j -1.71708e-15-0.0458698j 8.13137e-17-0.00268218j -8.69362e-16+0.0188746j -2.94808e-17+0.0360362j 1.55262e-16+0.0529545j -4.60286e-17-0.0457223j 2.88747e-17+0.00279161j 1.81624e-16-0.0500557j -6.77914e-16-0.0340066j -3.80732e-16-0.00118884j 1.38654e-16+0.0024881j -2.4987e-17-0.0549002j 4.42732e-18+0.0143949j -3.16882e-16-0.0259463j -2.49402e-16+0.0405035j 1.739e-17+0.00824646j -2.69103e-17-0.010308j -6.84783e-17+0.0272916j 5.53204e-17-0.0108159j 5.64306e-18+0.043111j -2.28044e-17-0.0451722j 7.44189e-17+0.0395398j -2.2477e-17-0.0173809j 2.23964e-18-0.00435125j 3.33881e-16+0.0519301j 1.66455e-16+0.00609741j -4.04317e-15-0.0119227j 1.82816e-14+0.0432638j 
4.60748e-15+0.019488j 9.98997e-16-0.0178914j -7.94821e-17+0.00146771j 1.06005e-16+0.0238275j 3.5794e-17-0.00411672j 8.18713e-17+0.0117165j 2.15569e-17-0.00624222j 2.4384e-17-0.0225261j 3.07959e-17-0.00826998j 2.24931e-17+0.00809959j 1.46093e-17-0.00141732j -9.92915e-18-0.00279441j -1.79177e-17+0.00749515j 5.65211e-17-0.0122873j 1.48017e-16+0.00661132j -6.28577e-17-0.00400187j -1.45917e-15+0.0289292j 2.72194e-16-0.0143362j -1.0354e-16-0.000586735j 6.97449e-17-0.0114873j -1.04342e-16+0.0044285j -2.08155e-16+0.0279395j -5.42468e-18+0.00895817j -6.16648e-17-0.00636447j 2.64109e-17+0.0111345j 1.17585e-17-0.00723718j 3.26714e-18+0.00824535j -3.48045e-16-0.0084985j -6.18816e-16-0.0176949j 5.53315e-17+0.00978688j -3.61196e-16+0.0159905j -1.4187e-16+0.00247558j -4.68763e-17+0.0213382j 3.81403e-17-0.0145717j 1.89574e-16+0.0194191j 1.07659e-16-0.0304634j -1.37638e-16-0.00811702j -6.2599e-17-0.00422099j 1.55817e-16-0.0010641j -3.40941e-17-0.00515495j 1.6466e-16+0.0198521j 8.9262e-17-0.0102662j -1.03387e-16+0.00861578j 2.96275e-17+0.00524088j 8.95506e-18-0.000574337j -7.34255e-17+0.0123861j 1.62838e-17-0.00699929j -6.57835e-17+0.00877908j 3.45185e-17-0.0127481j 1.11454e-17+0.0197521j -3.23081e-17-0.0177468j -2.36584e-17-0.00724531j 7.53634e-17+0.0168124j 8.22743e-17+0.0077289j -2.45058e-15+0.000159824j 1.12568e-14+0.0282907j 
