6.23765e-15+0.022045j 1.35675e-15-0.0041581j 3.60127e-17+0.00446979j -3.91912e-17-0.0052352j 1.56406e-17+0.00256238j 7.0995e-17+0.012875j 8.52253e-18-0.0141191j -4.10294e-18+0.00316319j -9.39379e-18-0.00975077j 1.11452e-17+0.00646438j -1.41221e-17-0.00823851j -1.35959e-17-0.00207394j -1.68641e-17-0.00109068j -3.5095e-17-0.010734j 3.48963e-17-0.00531671j -6.4141e-17-0.0111967j -1.15997e-16+0.00128351j 9.72892e-17-0.00430164j -5.29463e-17+0.00214097j 1.25247e-17-0.00974657j -3.02965e-17-0.016737j -1.32719e-16+0.0173621j 1.49736e-17-0.00797992j -1.06022e-19+0.0123304j 1.28053e-17-0.000645366j -5.89053e-17+0.00707704j 4.89521e-18-0.00203819j 1.66739e-16+0.0033141j 2.15539e-16+0.00683674j -1.48833e-17-0.00470539j 9.42759e-17-0.00185374j 1.72953e-17-0.00459588j -3.47717e-17+0.00137735j 1.67974e-17+0.00102749j 1.05097e-16+0.0203989j -1.08517e-17-0.00350636j -1.15906e-16-0.0110465j 1.19405e-16-0.000820269j 3.63212e-16-0.00949103j -1.23934e-16+0.0143559j 5.9687e-17+0.00480551j 1.07203e-16+0.00148048j -7.83017e-17+0.0121553j -7.38809e-18-0.00409156j 5.55339e-18-0.0026847j -3.29866e-17+0.00414709j 5.03273e-18-0.00678844j -3.19972e-17+0.00954357j -3.11546e-17+0.010513j 4.03965e-18+0.00880216j 8.28789e-18-0.0105245j -7.86589e-18+0.00182617j -2.73784e-17-0.0105207j -2.76388e-17+0.0020827j -1.40703e-15+0.0110142j 6.44839e-15+0.0185918j 
4.43584e-16+0.00198961j 1.04803e-16-0.00233201j -9.54267e-18-0.000610806j -4.7206e-18+0.00328365j 1.16988e-17-0.00169289j 7.66305e-18+0.000390795j -5.08364e-18-0.000765063j 2.2116e-17-0.00285666j 5.7024e-18-0.00334145j 2.88379e-18+0.00112825j -2.20203e-18-0.000208971j -5.01956e-18-0.00123066j -1.00996e-17+0.00165199j 5.30167e-18-0.00390675j -1.0705e-17+0.0011481j 7.00257e-19+0.00170477j -1.15952e-16+0.00194331j 3.16368e-17-0.00225453j -1.17853e-17-0.000666473j 1.50337e-17-0.00336633j -3.43071e-17+0.00222526j -1.24257e-17+0.00191918j -2.14714e-17+0.000606642j 9.20265e-18-0.000791678j -3.42484e-18-0.000340739j 1.80203e-17-0.00263222j -2.01497e-17+0.00340251j -6.29822e-17-0.00130879j -7.8038e-17-0.00278228j 4.70976e-18-0.000590928j -6.26015e-17+0.00100133j -2.31511e-17+0.00245482j -1.46858e-17+0.0035609j 2.13442e-17-0.00306693j 2.05841e-17+0.000612883j 3.12489e-17-0.00323882j -4.20176e-17-0.0028065j -2.32576e-17-3.3242e-05j 1.26303e-17-0.000168804j 3.6598e-17-0.00341916j -1.12942e-18+0.000850821j -6.91289e-18-0.00166315j -3.28214e-17+0.00332487j -6.42472e-18+0.000343657j 2.08871e-18-0.000863689j -1.53105e-17+0.00194266j 3.76172e-18-0.000930465j -1.62334e-17+0.00341237j 2.84725e-17-0.00268749j -7.09592e-18+0.00288769j -2.27943e-18-0.00134448j 2.63751e-18-0.000101121j -1.29989e-17+0.00310668j 9.3156e-18+0.000376445j -2.90917e-16-0.000455854j 1.37979e-15+0.003376j 
1.20309e-15+0.0033091j 2.91008e-16+0.00339947j 3.13982e-17-0.000169357j -1.10011e-16-0.00920874j -3.03947e-18-0.000209277j -1.41892e-17-3.81252e-05j -2.865e-17-0.00468776j 5.32705e-17+0.00843038j -5.43112e-17-0.007323j 4.11724e-19+0.00079231j -2.76023e-17-0.00352307j -2.77471e-17-0.00213081j -1.41156e-17-0.00121294j -8.18239e-17-0.00667874j -1.00795e-16-0.00383677j 4.145e-17+0.00102011j 5.0237e-16-0.0122613j -4.60555e-17+0.00137997j 1.65291e-18-0.000166814j -3.66364e-17-0.00545094j -1.91331e-17-0.00545243j 1.48508e-19-0.0041274j -6.2313e-17-0.00774359j 7.42375e-17+0.00782068j -5.78713e-17-0.00775646j -1.27698e-17+0.00163677j -1.10934e-17+0.00190809j 1.47659e-16+0.00365217j 3.02633e-16+0.00744287j -7.38234e-17-0.00944173j 8.54921e-17-0.00815558j 7.26764e-17+0.00198043j -2.06168e-17-0.00395711j 2.34383e-17+0.00217411j -4.51328e-17-0.000587403j 3.19683e-17+0.00915646j -1.05268e-16-0.00679888j 5.1862e-17+0.00206448j 9.86422e-17-0.00423421j 1.28571e-17+0.0020222j -1.12914e-16-0.00766787j -1.64945e-17+0.00303134j -5.00599e-18+0.00821383j -4.93165e-17-0.00428352j -1.43055e-17-0.00290685j -5.06323e-18-0.00100076j -7.76184e-19-0.0011505j 3.10995e-17+0.00708294j 2.94495e-17+0.00643423j -2.01477e-17-0.00104439j 3.73916e-17+0.00257169j 3.81591e-17+0.00497055j -9.20609e-17-0.00791017j -5.54755e-17-0.00278147j 1.36812e-16+0.00406167j -5.35913e-16-0.000412864j 
8.3792e-16+0.00334124j 1.72711e-16-0.00214564j -2.232e-17+0.000305444j 3.65975e-17+0.00221434j -1.98952e-17-0.000458777j -7.58046e-18+0.00185672j 9.92108e-18-0.00153061j -1.79407e-17-0.00216524j -3.3548e-17-0.00184092j 5.83095e-18+0.00126856j 6.1429e-18-0.000666895j -1.76871e-17-0.000562142j 1.53512e-17+0.000829965j -3.6639e-17-0.00233244j 2.92236e-17+0.000411319j 3.49861e-17-0.000764793j -1.5337e-16+0.00283873j 1.80837e-17-0.0018413j -2.64415e-17-2.25139e-05j -2.38746e-17-0.00211696j 3.17013e-17-0.000313554j -4.66172e-17+0.00375345j 3.88627e-18+0.000357568j -2.10447e-17+0.000103665j -1.62431e-17+0.000847891j -4.18068e-17-0.000591308j 4.62052e-17+0.00111365j -4.37982e-17-0.000721537j -8.28657e-17-0.00151542j -1.28688e-17+0.000440809j -3.57272e-17+0.00139769j 2.78647e-17+0.000314638j 2.36943e-17+0.00246008j -2.68162e-17-0.00165862j -7.21088e-18+0.00301317j -1.34273e-19-0.00331383j -5.20428e-17-0.00182341j 3.8367e-18-0.000413724j 4.54258e-17-0.000708672j -6.94904e-17-8.68272e-05j 2.79506e-18+0.00211568j -3.55984e-18-0.00104201j 1.46028e-17+0.00201744j 4.28053e-18+0.000243367j -9.74933e-18-0.000353758j 2.66841e-18+0.00161685j 1.79513e-18-0.00116408j 2.70889e-17+0.00188241j -3.39516e-17-0.000852395j 1.57833e-17+0.0026813j 6.73912e-18-0.00237275j 3.3603e-18-0.000515567j 4.41202e-17+0.00126281j 1.56449e-18+0.000844101j -3.59946e-16+0.000627434j 1.57898e-15+0.00409223j 
-2.71419e-16-0.000672962j -4.91055e-17-0.00159109j 2.71418e-17-0.00385086j -1.0599e-17+0.00278294j 7.7747e-17-0.0061597j 3.65358e-17-0.00450285j -5.99013e-18-0.000590208j 2.05412e-17-0.00141306j 1.40212e-16-0.0124039j -3.27081e-18+0.00119049j 7.60186e-18-0.000424972j 2.43707e-17-0.00467998j -5.13797e-17+0.00403154j 1.17436e-16-0.0129739j -1.16211e-16+0.00188973j -4.58414e-17+0.0107216j 4.20844e-16-0.00682793j 1.64424e-18-0.00325618j 1.96791e-17-0.00299759j 1.36449e-16-0.0106701j -1.25699e-16+0.00836766j 1.55908e-16-0.00602075j -2.28875e-17-0.00227582j 1.7753e-17-6.6561e-05j 9.26287e-17-0.0081818j 1.24319e-16-0.00902524j -1.93531e-16+0.0124661j -1.4008e-16-0.00165926j -8.29787e-17-0.00374671j 1.31606e-16-0.00876347j -6.25129e-19-0.00420094j -1.21022e-16+0.0109324j -3.47005e-17+0.00577701j 1.02871e-16-0.00712697j 7.43933e-17-0.00766085j -1.22512e-17+0.00108676j -2.83896e-17-0.00980461j -1.14402e-16+0.00225322j 1.55386e-17-0.000453053j 2.77124e-16-0.0140634j 2.65418e-17-0.00704964j -1.0127e-16-0.00247751j -2.42603e-16+0.0121732j -3.08548e-18-0.00137576j 5.43291e-17-0.00411354j -3.40509e-17+0.00279644j 1.6378e-17-0.000829446j -1.72458e-16+0.0124651j 1.03064e-16-0.00604352j -3.64509e-17+0.00344042j -5.26623e-17+0.00319852j -4.30176e-17+0.00371581j -7.24392e-17+0.00582233j 4.5139e-17-0.00251035j -1.07287e-16-0.00216235j 6.67821e-16+0.00120141j 
2.38979e-15+0.00805852j 5.02833e-16+0.000506716j 7.14496e-18+0.00390292j 9.93654e-18-0.00551301j -3.90763e-17+0.0048248j 6.50525e-18+0.00698643j 1.56929e-17-0.00505506j -4.12113e-17+0.00378845j -6.60583e-17+0.00353323j 4.45716e-18+0.0014063j -2.62129e-18-0.00307084j -1.29872e-17+0.00197406j 2.72055e-17-0.00327379j -6.83131e-17+0.00374575j 7.93948e-17-0.00375829j -1.6962e-18-0.0103555j -1.36159e-16+0.00219805j 1.2844e-17+0.00111521j -2.43959e-17+0.00261262j -6.3553e-17+0.00280316j 7.88862e-17-0.0119624j -1.08855e-16+0.00848455j 4.14091e-17-0.00270153j -2.64931e-17+0.00562473j -2.50032e-17+0.00348858j -9.91246e-17+0.00853683j 1.05121e-16-0.00845324j 1.62871e-16+0.00294001j 1.60051e-16+0.00625881j -5.64821e-17+0.00223256j 9.14482e-17+0.000391804j 7.92049e-17-0.00822183j 2.23933e-17-0.00426492j -6.11113e-17+0.00551292j -4.86718e-18+0.0113005j -3.59977e-17+0.00021521j -4.82327e-18+0.00152684j 1.11749e-16-0.0012881j 1.40659e-16-0.00360073j -2.07884e-16+0.0142241j 2.27638e-17+0.00446125j 8.50173e-17+0.00277102j 9.04499e-17-0.00243294j 8.68846e-18-0.00131646j -2.0903e-17+0.00123715j 1.58005e-17-0.000775587j -6.91346e-18-0.00182542j 7.03124e-17-0.00369152j -9.1294e-17+0.008701j 2.78843e-17+0.000242065j 2.4174e-17-0.00482952j 7.76426e-18-0.000785171j 4.63335e-17-0.00888409j -3.36632e-17+0.00169329j -3.49572e-16+0.00576662j 1.46414e-15+0.00491745j 
-1.16745e-15-0.00430039j -2.88481e-16+0.00195929j -2.19051e-17-0.000953048j 8.95217e-17-0.00134435j -4.40501e-17-0.000422544j -4.35184e-17-0.00288106j 2.64939e-17+0.00210385j -7.92182e-17+0.00157206j -2.93102e-17+0.000822371j 9.90644e-19-0.00136293j 2.41617e-17+0.00101906j -1.5062e-17+0.000100405j 4.0254e-17-0.000224936j -4.06161e-17+0.00125033j 1.77055e-17+0.000153293j 8.10186e-17+0.0025056j 2.27867e-16-0.00333258j -7.32984e-17+0.00151544j -4.3765e-18-0.000434607j -3.74717e-17+0.0012569j 1.07576e-16+0.0021688j 3.84698e-17-0.00498243j 4.04487e-17-0.000104172j -5.40913e-17-0.000813176j 3.55897e-18-0.00161291j -6.57991e-17-0.000883006j 6.38991e-17+0.000509364j -4.06039e-17+0.000261937j -6.31064e-17+0.000528445j 1.54199e-17-0.00108252j 5.57639e-17-0.00158934j 6.84358e-17+0.0011937j 8.29983e-17-0.00161428j -6.97859e-17+0.000618755j -7.19667e-17-0.00468578j -7.70821e-17+0.0032478j -4.17894e-19+0.00116852j -1.67942e-17+0.000661071j -2.51263e-17+0.0011254j -8.20326e-17-0.00230535j -1.01215e-17-0.00292288j -7.21773e-17+0.000560817j 2.88759e-17-0.00114291j 2.11459e-17-0.000129421j -5.86422e-18+1.43062e-05j 3.86419e-17-0.00135906j 4.05643e-19+0.00132929j 3.68589e-17-0.000840238j -8.79013e-17-0.000522928j 3.32621e-17-0.00249726j -1.45724e-18+0.00305656j -1.18413e-17+0.000758874j 9.74008e-17+0.000136749j 3.20821e-18-0.00114241j 3.24547e-16-0.00143025j -1.67288e-15-0.00455655j 
5.56671e-15+0.0214735j 1.19513e-15-0.0118264j -4.65953e-17+0.00173727j 8.23106e-17+0.0101655j -1.24007e-18-0.00295169j 4.75179e-17+0.0111951j 2.66975e-17-0.0109942j -2.10691e-17-0.010128j -2.5797e-17-0.0140023j 2.22977e-17+0.00800658j 1.19274e-17-0.00532679j -3.89438e-17-0.00425083j 3.5507e-18+0.0046615j -4.18835e-17-0.016763j 8.07791e-17+0.00114141j 1.5394e-17-0.00411906j -6.67586e-16+0.0127151j 1.57927e-16-0.0107312j -1.00976e-16-0.000240826j 1.45367e-17-0.0149779j -1.70227e-17-0.00374823j -1.67925e-16+0.0212156j 1.79612e-18-0.000655335j -5.24579e-17+0.00344964j 2.85304e-18+0.00223093j -6.9594e-17-0.00313257j 4.15116e-17+0.00763362j -1.63255e-16-0.00308841j -2.83221e-16-0.00657245j 1.78757e-17-0.000857511j -1.44378e-16+0.00548396j -1.1225e-17+0.00278527j 8.46865e-18+0.013596j -5.3952e-18-0.00939213j 1.04203e-16+0.0179732j 2.80645e-17-0.0168043j -2.07617e-16-0.0136688j 5.751e-18-0.0017346j 2.92269e-16-0.00583742j -1.21102e-16-3.93152e-06j 8.14038e-17+0.00997814j 3.36066e-17-0.00527039j -1.01436e-16+0.0153922j 1.12576e-17-8.74953e-05j -4.09898e-19-0.00325705j -4.04296e-17+0.00949829j 1.52202e-17-0.00749602j -2.47287e-17+0.0141686j -3.91386e-17-0.00294375j 2.55176e-17+0.0159558j -5.78231e-18-0.013434j -1.34084e-17-0.00128331j 7.62743e-17+0.00490034j 2.75735e-17+0.00408565j -2.06782e-15+0.00524353j 9.39719e-15+0.0247187j 
-2.12339e-16-0.00104649j 1.95275e-17+0.000891762j 3.67762e-17+0.000320684j -1.76843e-16-0.00104307j 5.46724e-17+0.000830181j 3.22079e-17-0.000127268j -5.70364e-17+0.000579473j 1.45495e-16+0.000876536j 1.58789e-17+0.00198193j -6.8742e-18-0.000555911j -4.59743e-17+0.000271568j 1.92029e-17+0.000703149j -5.78631e-17-0.000720142j 3.59602e-17+0.00220884j -7.07173e-17-0.000343566j -8.9214e-17-0.00092177j -1.16933e-16-0.00019536j 5.15591e-17+0.000973599j 3.24405e-17+0.000336806j 2.45218e-17+0.00188313j -1.50891e-16-0.0008115j -1.9596e-17-0.000593941j -8.86669e-17+0.000133626j 1.16e-16-3.08815e-05j -4.16783e-17+0.000618018j 1.10385e-16+0.00118843j -8.84157e-17-0.0017428j 1.00269e-16+0.000422225j 1.83567e-16+0.000915641j -6.37867e-17+0.00081897j -7.01614e-17-3.09694e-06j -7.15307e-17-0.00130683j -1.24567e-16-0.00145651j 1.02095e-16+0.00133715j 4.47754e-17-0.000167494j 1.34929e-16+0.000986331j 2.36667e-17+0.00169038j 2.11869e-17-0.000109814j -6.96885e-17+0.000288958j 1.53269e-16+0.0015726j -5.54696e-17+6.90834e-05j 8.28179e-17+0.000619681j 1.57598e-17-0.00201611j -4.99075e-17+7.1488e-05j -3.91781e-18+0.000571504j -4.43092e-17-0.000848114j -6.00828e-18+0.000481431j -1.43117e-17-0.00200244j 1.51249e-16+0.000946287j -5.95774e-17-0.00127528j 2.00899e-17+0.000442196j 4.14299e-17-0.000237621j -1.78563e-16-0.00105878j -2.49616e-17-5.75492e-06j 2.07331e-16+2.55452e-05j -6.36289e-16-0.00150217j 
5.49679e-15+0.0181692j 1.18854e-15+0.0021279j 7.87074e-17+0.00327553j -6.49449e-17-0.0157637j 1.6297e-17+0.00246106j 5.25141e-17+0.00880437j 8.89052e-18-0.0147918j -3.50725e-17+0.0132064j 1.25538e-17-0.01332j 4.34285e-18+0.00483996j -1.26831e-17-0.00964163j -1.12895e-17-0.00320254j -1.76281e-17-0.00300265j -4.30652e-17-0.0129888j -5.30019e-17-0.00865647j -3.94178e-17-0.00762785j 6.82014e-16-0.0139017j -1.40535e-17-0.000283199j -2.01889e-17+0.00167018j 2.0993e-17-0.0112003j -1.69481e-18-0.0190717j -1.44992e-17+0.00655722j 2.53917e-17-0.0146331j 1.29534e-17+0.0178767j 3.73888e-17-0.00898946j -5.94747e-17+0.00820633j -4.00362e-17-0.00108675j 2.85561e-16+0.00712571j 4.70592e-16+0.0146407j 9.11912e-18-0.013606j 2.83402e-16-0.0109967j 6.30942e-17-0.00230335j -6.8883e-18-0.00535915j 1.7105e-17+0.00478576j 5.43241e-17+0.0133606j -8.77735e-17+0.00953419j -1.0539e-16-0.0139248j 1.28866e-16+0.00176054j 3.92536e-16-0.0113427j -7.36728e-17+0.0141736j 1.09711e-17-0.00568638j 3.51266e-17+0.00532591j -1.32487e-16+0.0160206j -1.59747e-17-0.00787196j 1.98573e-17-0.0046979j -1.01293e-17+0.000765388j 5.82887e-18-0.00557481j -6.00603e-17+0.0128671j -4.78549e-17+0.0160424j -5.09608e-19+0.00349053j 5.34466e-18-0.0038008j -1.8677e-17+0.00692281j -5.63841e-17-0.0179277j -5.18076e-17-0.00185977j -7.07262e-16+0.0125499j 3.22742e-15+0.0108262j 
-7.46243e-16-0.00468212j -1.59537e-16+0.00985259j 7.67645e-17+0.000986531j -8.74043e-17-0.0167542j 2.82368e-18+0.00405608j -6.48915e-18-0.00249749j -1.03567e-17-0.000746168j -1.49983e-17+0.0151172j 1.70366e-17+0.00322681j -1.30851e-17-0.00299658j -1.41038e-17-0.00180154j 1.98105e-17+0.00154667j -6.57535e-18-0.00542729j -3.03035e-18+0.0054457j -7.59457e-17-0.0060467j -2.92046e-17-0.00238639j 8.53819e-16-0.0167137j -1.24055e-16+0.00778824j 5.84163e-17+0.00139403j -7.84618e-18+0.00502893j 2.74516e-17-0.00917259j 1.02637e-16-0.0108746j 2.13082e-17-0.0079272j 3.74971e-17+0.00801558j 1.71579e-17-0.00620959j 1.46506e-18+0.00778606j -3.60086e-17-0.00711511j 2.92209e-16+0.00652595j 4.78289e-16+0.0135983j -1.22544e-17-0.00665609j 2.75861e-16-0.0100396j 5.57242e-17-0.00422972j -1.96824e-18-0.0133537j 1.68234e-18+0.0101134j -4.89385e-17-0.00442884j -7.89257e-17+0.0175471j 9.19584e-17+0.00242324j 7.93628e-17+0.00209364j 2.2492e-17-0.00243078j 1.64921e-17+0.00944965j -4.86579e-17-0.00991676j 1.33123e-18+0.00710054j 1.13935e-17-0.00262077j -1.39552e-17-0.00444221j 8.86053e-18-8.81945e-05j 2.77913e-17-0.00658469j -8.49401e-18+0.00217059j -5.85526e-18-0.00361649j -1.51338e-17+0.0120049j -1.30765e-17-0.009667j 9.29655e-18+0.00714147j -1.24051e-18+0.00467917j -7.37918e-17-0.0144949j -5.17913e-17-0.00381613j 1.07249e-15+0.00377551j -4.89455e-15-0.0114652j 
2.43694e-15+0.00789135j 5.21069e-16+0.00178625j 3.77903e-17+0.0027394j -2.37701e-17-0.00829348j -3.81494e-18+0.00326962j 2.43617e-17+0.00522121j 8.54233e-18-0.00619646j -2.89188e-17+0.00667587j -6.28609e-18-0.00145374j 7.09375e-19+0.00158192j -5.54202e-18-0.00407014j 4.62331e-19+0.000247747j 1.37567e-18-0.00283354j -2.30457e-17-0.00104403j 1.2572e-17-0.00456876j -3.18742e-17-0.00697239j 2.1266e-16-0.00425734j -6.32761e-18+0.00123797j -5.57249e-18+0.00177492j -8.57968e-18-0.00106299j 2.50701e-17-0.0113391j -3.09704e-17+0.00447955j 3.19607e-17-0.00580508j -5.1264e-18+0.00799279j 1.39404e-17-0.00132975j -4.65275e-17+0.0068343j 1.48971e-17-0.00490311j 1.80238e-16+0.00384833j 2.48125e-16+0.00802692j -1.00932e-17-0.00313722j 1.51003e-16-0.00366333j 4.0716e-17-0.00481308j 7.05931e-19-0.00470473j -1.31797e-17+0.00480184j 2.11729e-17+0.00817991j -5.14133e-17+0.00433616j -4.85067e-18-0.00261585j 8.86394e-17+7.12943e-05j 1.68113e-16-0.00481458j -9.02375e-17+0.0111552j 2.14601e-17-0.00041416j 5.15792e-17+0.00336807j -9.82323e-18+0.00271487j 1.022e-18-0.00307796j 2.91302e-18-0.00064227j 4.0821e-18-0.000834788j -1.94991e-18-0.00204788j -2.84522e-18+0.00122488j -4.68179e-17+0.009349j 7.59901e-18+1.73744e-05j 6.5956e-18-0.00247004j -7.88319e-18+0.00189012j -9.02989e-18-0.010171j -2.9351e-17-8.60455e-05j -2.2888e-16+0.0062599j 1.00215e-15+0.00386836j 
6.05553e-16+0.00236912j 1.44827e-16-0.00138365j -1.65014e-17+0.00295343j -3.06219e-17+0.00194265j -2.38185e-17+0.00395575j 3.17117e-18+0.00461088j -1.00979e-17+0.000264805j 3.54215e-17-0.00267552j -7.08105e-17+0.00881692j 2.26044e-18+2.6926e-06j -1.63629e-17+0.000571045j -4.70683e-18+0.00328722j 1.07607e-17-0.00185797j -4.14843e-17+0.00867332j 8.36483e-17-0.000104287j -2.18397e-17-0.00828049j -5.72851e-16+0.00980653j 6.07938e-17+0.000476521j -1.37856e-17+0.00209978j -6.32629e-17+0.00696539j 1.36424e-17-0.00480514j -1.35422e-16+0.00811116j -7.89581e-18+0.00363782j 1.26778e-17-0.00166327j -6.14e-17+0.00812829j -3.58771e-17+0.0054151j 9.28485e-17-0.0081984j 6.90676e-17-0.000260311j 7.77457e-18-0.000312924j -8.98189e-17+0.00859381j -7.8618e-17+0.00589592j 2.17736e-17-0.00778726j -2.82408e-17-0.00114204j -2.63197e-17+0.00312526j 2.52061e-18+0.00784834j 6.52568e-17-0.00549064j 2.74669e-17+0.0069076j 6.95202e-17-0.00236558j -2.45641e-17+0.000720207j -1.29681e-16+0.00922352j 2.84546e-18+0.00833208j 1.13695e-16+0.000194405j 1.48518e-16-0.00872045j -5.08891e-18+0.00212967j -3.25487e-17+0.00323802j -3.52029e-18-0.000423198j -1.07095e-17-8.78885e-05j 9.10538e-17-0.00877134j -1.08188e-17+0.00203947j 5.59721e-18-1.23691e-05j 3.13643e-17-0.00469747j 3.35912e-17-0.00412718j 2.16505e-18-0.00122104j -2.02823e-17+0.00305094j -1.97722e-16+0.001069j 8.99755e-16+0.00251964j 
2.66324e-15+0.00915188j 5.57305e-16-0.000465624j 2.84361e-17+0.00217051j 2.46687e-17-0.00467408j 6.72502e-18+0.0017769j 3.63272e-17+0.00543037j 2.22832e-17-0.00636552j -5.41268e-17+0.00351034j 3.02444e-17-0.0037257j 2.6972e-18+0.00244168j 8.02989e-18-0.00390191j 6.27371e-18-0.000647481j 5.75276e-19-0.00128544j 1.16185e-17-0.00384863j 2.74109e-17-0.00322025j -4.06212e-17-0.00543912j 1.33708e-16-0.00165055j 1.3801e-17-0.000793106j -1.45803e-17+0.00118166j 2.58809e-17-0.00349718j 1.84075e-17-0.00880641j -1.36237e-17+0.00628564j 5.13445e-17-0.00460926j -3.53435e-17+0.00658342j 5.04732e-17-0.00103929j -3.68245e-17+0.00433355j -8.25147e-18-0.00204731j 9.52943e-17+0.00239415j 1.20146e-16+0.00496185j 4.12157e-17-0.00289648j 1.26843e-16-0.00215577j 6.42076e-18-0.00276505j 1.19089e-17-0.00130634j -9.04428e-18+0.00194413j 5.1727e-17+0.00854534j -7.29574e-17+0.000852033j -7.4934e-18-0.00444535j 5.32806e-17-0.000104016j 1.84117e-16-0.00454466j -6.55564e-17+0.00786022j 6.6217e-17+0.000854931j 3.05507e-17+0.00166969j -6.80251e-17+0.00488014j 1.79128e-17-0.00241279j 1.74621e-17-0.00115172j -7.04415e-19+0.000896557j 3.46743e-18-0.00270427j -4.53073e-17+0.00357908j -5.24907e-17+0.00640381j 1.34289e-17+0.00252991j -1.50508e-17-0.00372857j -3.08112e-17+0.00140952j 2.27163e-17-0.00674823j -2.81682e-18+0.000430075j -4.94343e-16+0.00544025j 2.19328e-15+0.00665768j 
-2.58985e-15-0.00907858j -5.60495e-16+0.00134932j -2.17686e-17-0.00396408j 1.90518e-17+0.0023905j -4.44228e-18-0.004422j -4.52258e-17-0.00779761j -6.52703e-18+0.00490282j 6.16461e-18-0.000897308j 1.82783e-18-0.00366416j -1.91049e-18-0.00193784j 8.47453e-18+0.00270678j -1.24995e-17-0.00196212j 3.53894e-18+0.00246065j -7.0955e-18-0.00347208j -7.56157e-17+0.00269586j 7.89278e-17+0.0105941j 3.08549e-16-0.00594114j -6.53526e-17+0.000226761j 1.33573e-17-0.00253332j 3.11026e-18-0.00246716j 3.80686e-18+0.010722j 9.66673e-17-0.0110592j -3.46641e-17+0.00100768j 1.0911e-17-0.00407306j -1.07001e-17-0.0052369j 2.97402e-17-0.00759003j -3.01684e-17+0.00784692j -1.37799e-16-0.00176344j -1.2183e-16-0.00382547j 1.84473e-17-0.0040968j -4.9275e-17-0.00264043j 6.98301e-18+0.00809405j 3.02971e-17+0.00199035j 5.80542e-18-0.00397074j -6.58911e-17-0.0127126j 6.29561e-18+0.00333142j -3.54577e-17-0.00164772j -9.07549e-17+0.00184773j -1.25979e-16+0.00311339j 1.08247e-16-0.013287j -6.88058e-17-0.00688294j -1.19162e-16-0.00152881j -3.17592e-17+0.00266335j -1.04255e-17+0.00035997j 1.74609e-18-0.00151086j 1.09166e-17-0.000357424j 4.75931e-18+0.00221746j -4.67854e-18+0.0037498j 2.76206e-17-0.00673784j -5.76142e-18-0.00195422j -3.55245e-18+0.0064701j 5.55847e-18+0.00194314j 3.81872e-18+0.00641455j 1.28562e-17-0.00261282j 5.27219e-16-0.0051839j -2.39959e-15-0.00715086j 
1.58165e-15+0.00667327j 3.63984e-16-0.00629071j -2.07288e-17-0.00151463j -1.10836e-17+0.00801267j 3.38037e-17-0.00457616j 2.52818e-17+0.00159872j -1.11864e-17-0.00309942j 5.29559e-17-0.00699039j 2.12339e-17-0.0102501j 8.18238e-18+0.0034415j -4.93376e-18-0.00122446j -1.35106e-17-0.00366294j -2.83494e-17+0.00439748j 1.55159e-17-0.01179j -3.20409e-17+0.00260444j -1.27186e-18+0.00432814j -2.59675e-16+0.00431684j 8.43971e-17-0.0062623j -3.36314e-17-0.00176283j 4.63473e-17-0.0101524j -9.23272e-17+0.00496124j -2.98581e-17+0.00562849j -5.31312e-17+0.000657987j 2.17863e-17-0.000983062j -1.44241e-18-0.00165269j 4.53936e-17-0.00681495j -6.05283e-17+0.00945655j -1.58565e-16-0.00314516j -1.89457e-16-0.00672308j 2.04113e-17-0.00265701j -1.48252e-16+0.00195863j -6.12799e-17+0.00674855j -3.77323e-17+0.00951206j 5.8866e-17-0.00821158j 6.18582e-17+0.00246893j 7.35158e-17-0.00825086j -1.20285e-16-0.00878331j -5.80992e-17+5.80523e-05j 6.34253e-17-0.00122806j 9.71612e-17-0.00865074j 2.59385e-18+0.00185937j -2.04152e-17-0.00425102j -1.05735e-16+0.0103817j -1.62684e-17+0.000399413j 9.10546e-18-0.00274608j -4.19238e-17+0.00543072j 1.12252e-17-0.00294181j -5.36504e-17+0.0104157j 7.19251e-17-0.00640134j -1.8334e-17+0.0082196j -8.61974e-18-0.00390446j 2.60249e-18+0.000236943j -3.49384e-17+0.00742457j 2.44767e-17+0.000875104j -8.50862e-16-0.000445347j 4.01944e-15+0.0100203j 
