-0.00488045+0.00291756j -0.00828156-0.0161281j -0.00380368-0.0166463j -0.00231104-0.0128875j 0.00873035+0.016141j 0.00247859-0.00929764j 0.000339964+0.0181961j -0.000546916-0.000761577j 0.00600765+0.03683j -0.00128068-0.0016048j 4.39958e-05-0.00645757j 9.44837e-05-0.0189444j 0.00976014-0.00939568j -0.016962-0.00521224j -0.0231122+0.0419305j 0.0120644-0.011162j -0.00502653+0.00509196j -0.00751599+0.00358358j 0.0142195-0.00711611j 0.0194842-0.00713184j 0.00379628-0.00486363j -0.00623045+0.00167549j -0.0102987+0.0059805j 0.00200584+0.000109465j 0.0206595-0.00496481j 0.0140547-0.00564001j -0.0202025+0.00684128j -0.0114949+0.00217674j -0.0105276-0.000817167j -0.00989623+0.00134876j -0.0110606-0.00299032j -0.00499635-0.00149261j -0.0112347+0.00172119j -0.0207759-0.00287329j 0.00667068+0.0118045j 0.0207796+0.0107743j -0.0171228+0.000504258j -0.0056609-0.000575908j 0.0058712+0.00740819j 0.00677317-0.00363938j 0.00507897-0.0039107j 0.00783602+0.0061368j 0.00219949-0.00763673j -0.000975111+0.00449345j 0.00765871+0.00503368j 0.00394384-0.00250329j -0.00061046+0.000717264j -0.00883965+0.000632872j -0.00330485-0.00867337j 0.00249512-0.00603957j -0.00544994+0.000879171j 0.00100082-0.00948365j -0.00394168+0.00492574j 0.00154456+0.0022897j 0.00766221+0.00482646j 0.00312592-0.00507326j -0.0059665+0.00984947j 0.00232109+0.0134991j 0.00620449-0.00332454j 0.0120627+0.00316507j -0.00219759+0.00125223j 0.00443827-0.000133558j -0.00207191-0.000328026j 0.0099468+0.00277219j -0.007683+0.00323375j -0.0049361-0.00220287j -0.00787371+0.000980983j -0.000491807-0.00235912j 0.00394626+0.00040677j -3.43989e-05-0.00178218j -0.00263524+0.00357463j -0.000325917-0.00576706j -0.00947828-0.000460305j -0.0140595+0.000112403j 0.00302381-0.00544915j 0.000968762+0.00201505j -0.0059771+0.00099217j -0.00258194-0.0099788j 0.00364728-0.00711637j 0.0047442-0.00635974j 0.00113996+0.00151864j 0.00296617+0.00622198j -0.00749012-0.00807317j 0.000623538+0.00595501j -0.00406518-0.00860573j -0.00950363-0.000534831j 0.00218223+0.00114911j -0.00240368-0.0107777j -0.00608029+0.00500346j 0.0141176+0.0055112j 0.00700267-0.00203772j -0.00288494+0.00224495j -0.00396145+0.00891278j 0.00192742-0.0130694j -0.00558571-0.000557381j 
0.0308458+0.00601306j -0.053856+0.0558141j -0.0156453+0.0557181j 0.164753+0.0911043j -0.343814+0.0701519j -0.0630668-0.167397j 0.0292487+0.0573812j 0.00630853+0.0395274j 0.0105069-0.0367194j -0.0197208+0.0114848j -0.0134625+0.0108595j 0.00305284+0.0152756j -0.00154264+0.000857201j 0.00849235-0.0148546j -0.0114351-0.0050987j 0.0212049-0.018503j 0.00580577-0.0346816j -0.0299054-0.0218493j -0.0195881-0.0191859j 0.0312239+0.019008j -0.0132576+0.0455387j 0.0321364-0.00253706j 0.0340661+0.0184482j 0.0225584+0.013517j -0.0147635-0.0013711j -0.0354524-0.00209504j 0.00732647-0.00958457j 0.0114203+0.010757j 0.00915364+0.00613529j -0.000254999+0.0033578j -0.00451956-0.00948583j 0.00765108+0.00550771j 0.00589802-0.00169926j -0.0036676+0.00272611j -0.00528713-0.0044348j 0.00267905-0.00218595j -0.00200106-0.00447212j -0.00962875+0.0011169j 0.0114456-0.0232521j -0.00481311+0.00162046j -0.00720256-0.000170077j -0.00828158-0.00185372j 0.00517132+0.00943673j -0.0102795+0.00966062j -0.0101032-0.0007907j -0.00417984+0.0242074j 0.0144546-0.0149787j -0.00259059+0.000690476j 0.0114956+0.0187775j 0.0160662+0.0154569j -0.0131124-0.0301178j 0.00360111+0.0168861j 0.0183675+0.00422872j 0.00823397-0.0122247j 0.0116253+0.0186294j -0.0108176+0.00265003j 0.0181792+0.000963575j 0.00793345-0.00373387j -0.0142217-0.00619475j 0.00499063-0.0129996j -0.00771266-0.00166494j 0.00299964-0.0138284j 0.00207615-0.000575991j 0.00808867-0.0169591j -0.0117228-0.00231492j 0.000892987+0.00944523j 0.00169708+0.00330794j 0.00528627-0.00321825j -0.00402006-0.00723963j -0.0037903+0.00443133j 0.00439337+0.000887559j -0.00601852-0.00422567j -0.00332865-0.0102635j -0.00427155+0.00082613j -0.00736948+0.00833039j -0.00637191+0.00781565j -0.00948+0.0138466j -0.000428854+0.00892509j 0.00435343-0.00518067j -0.00181105+0.00418295j -0.00412431+0.0092328j -0.00480994+0.00281658j -0.00172622+0.00257024j -0.000884719+0.00374217j -0.00017604+0.000495689j 0.00152091+0.00490131j 0.00479792+0.00118745j 0.00152602-0.00724732j 0.00952571+0.000413361j -0.00473626+0.00183289j 0.0016041-8.48799e-05j 0.000862255-0.00346145j 0.00202482-0.00260554j 0.00732806-0.00220122j 0.00679219-0.00138486j 
-0.0582486+0.0853476j 0.0282044+0.0047134j 0.155823+0.265888j -0.173485+0.0961349j 0.035109-0.0434751j -0.097795-0.000464706j 0.0719964+0.0492392j -0.0710323-0.0440973j 0.0298219-0.0182346j 0.0511019-0.0183737j 0.00225733-0.00328961j -0.024128-0.00134808j -0.00780134+0.0335026j -0.0013021-0.0303742j -0.00635125+0.00367462j -0.00223802+0.0577845j -0.00575207-0.00338441j -0.0878516-0.0379945j -0.00810948-0.00523769j -0.0422742-0.00975582j -0.0109513-0.0055715j 0.0046799-0.00910126j -0.00569937-0.0041704j 0.00154608-0.00268527j -0.00530409-0.00559496j -0.0202101+0.00629221j -0.0292151+0.00397231j 0.00138183+0.00137475j -0.0139094-0.00285922j -0.00394365+0.00111975j 0.00452585+0.000448971j 0.00232159-0.00978019j 0.00224456-0.00543244j 0.00491648-0.0091138j -0.00415731+0.000660717j 0.00287511+0.00180536j -0.00749564+0.0037528j -0.00930425-0.00356349j 0.00203577+0.0117145j -0.0157848+0.00499611j -0.0100128+0.00128521j 0.00278933+0.0221322j 0.0236603-0.00535286j 0.0014758+0.00722214j 0.00639578-0.00404649j -0.00112728-0.0103774j 0.0239975-0.0223217j 0.0284395-0.00944031j -0.0129961+0.0200721j -0.00908312-0.0214403j 0.00901011-0.0110452j -0.023941+0.00853443j -0.0032818-0.00799453j -0.00809315-0.00677079j -0.0102623-0.0092454j -0.0106623-0.00235332j -0.00146762+0.00646576j -0.0172818-0.00676139j -0.00459439+0.00323113j -0.00623616-0.0129574j -0.0134653-2.46092e-05j 0.00583088+0.0131104j 0.00748497-0.00330325j -0.00875474-0.00525519j -0.00954123-0.00353807j -0.00813991-0.000514024j -0.00416818-0.000917277j -0.00515624+0.00177261j 0.00464026-0.000888189j -0.0040108-0.00427198j 0.00137604+0.00260031j 0.000611965+0.00628038j -0.00804104-0.00787699j 0.005876+0.000589311j 0.00109408-0.000791977j 0.00639724-0.00155772j -0.0114693-0.00886912j 0.00256279-0.00407564j 0.00152742-0.00274924j -0.00487848+0.00616328j -0.0016397+0.00433635j -6.15783e-05+0.0012163j -0.00414028-0.00766861j 0.00334535-0.00299132j 0.00168675-0.00368885j 0.00812852-0.000197526j -0.00568059-0.00933187j -2.9072e-05-0.000877724j 0.00118465+0.00427502j 0.00301262-0.00429954j 0.00444542+0.00479604j 0.0004302-0.00623881j -0.0111203-0.00164202j -0.000396767-0.00677391j 0.00235704-0.000802114j 
0.0114914+0.0114575j 0.0223597-0.0436493j 0.0593819+0.00605714j 0.063543-0.131355j 0.0829264-0.0760619j -0.343755-0.102441j -0.132995+0.0234213j 0.0812445-0.077063j -0.0430336+0.00625709j 0.108812+0.020825j 0.0376797-0.00531239j 0.0263507-0.0311733j -0.0484227-0.00674604j 0.026647+0.0201016j -0.00279959-0.00627662j 0.00320296+0.000536296j 7.69216e-05+0.0319121j -0.0164062+0.00346315j 0.00211655-0.0113806j 0.0283194-0.0308683j 0.0409733+0.0222473j -0.0132923-0.027542j 0.00719116-0.0463023j 0.0022853-0.0149385j 0.00763264-0.00495627j 0.00182771-0.002557j -0.0151472-0.0351676j 0.0100966+0.000860398j -0.0113808-0.0432947j -0.00217792-0.0111363j -0.000340208+0.0192527j 0.00171953-0.0142816j 0.00379692+0.00636259j 0.00491174+0.022183j -0.00145241+0.0162578j 0.0011011-0.00856802j -0.00291669+0.00920606j -0.00781965+0.00866761j -0.00173321+0.00171305j -0.00587046-0.0042828j -0.00252733+0.00755316j 0.00172794-0.00919058j -0.00493506+0.000339099j 0.00432016-0.00749075j 0.0101313-0.0228154j -0.016744+0.00346375j -0.00663666+0.00587262j 0.00113088-0.000741463j 0.00825921+0.0101457j -0.00252367+0.0187693j 0.0199115+0.00842194j 0.00506651+0.00739018j -0.00219593+0.0167373j -0.0103178-0.0101085j -0.00780744+0.000155533j -0.000435325-0.0141924j -0.000877149+0.00654401j -0.00334312+0.0165083j 0.0087571-0.00528542j 0.00393187+0.0173601j 0.0101379-0.0152745j 0.0105042-0.00128816j 0.00164634+0.0014371j 0.00915945+0.0172123j -0.000417224+0.009093j -0.00971127+0.0121369j -0.000616374+0.00545374j -0.000567714+0.00333903j 0.00893976-0.00374623j -0.00275744-0.00130955j -0.00409177+0.00561429j -0.00555719+0.00214469j 0.0039907+0.00138045j 0.00384001-0.0106112j -0.00153307-0.00395137j -0.000186767-0.000791909j -0.00304143+0.00583177j -0.00489948-0.0031626j 0.00295761+0.0046927j -0.00625236+0.00962201j -0.0029885-0.00399547j -0.0111313+0.00502038j 0.00274233+0.00127361j 0.0021987-0.0040947j 0.00236147-0.00638438j -0.0036027+0.00256718j 0.00210638-0.00180293j 0.0140379-0.00229387j 0.00293431-0.00304011j 0.00453043-0.00355963j -0.00363197-0.000859594j -0.00744523-0.00138155j 0.00490994-0.000901899j 0.00062377-0.00210773j -0.00843444+0.00399422j 
-0.0574879+0.0601297j -0.00356675-0.133753j 0.160764+0.079205j -0.162685-0.296206j -0.153514+0.0899725j 0.145752-0.0484239j -0.134577+0.069769j 0.0874181+0.0179161j -0.0180855+0.00493729j 0.003256-0.0174235j 0.0058481-0.0109023j 0.041566-0.00324933j -0.0354832+0.00135997j 0.00459004+0.0439968j 0.00832544+0.0181661j -0.0126391+0.0304249j 0.023821+0.056125j -0.0227024+0.00338413j 0.0691027+0.0294591j 0.0145369+0.0416643j -0.0207914+0.00300145j -0.0205364-0.0099304j -0.00348341+0.00574898j 0.00720824+0.00641925j -0.00330412+0.00420207j 0.00144374-0.0376424j 0.00663449-0.0273527j -0.00297044+0.0132471j 0.00428145-0.0126616j -0.00120984-0.00184779j 0.00088826+0.00108068j -0.000568251+0.0132126j 0.000976463+0.0128232j -0.00297221+0.0225773j 0.000881508+0.010294j 0.00185449-0.00189077j 0.00049727+0.00483787j 0.00315036-0.013194j 0.000560837-0.00290939j -0.00323281-0.0127958j 0.0050685+0.0027548j 0.00442337-0.00123029j -0.000855762-0.00243072j -0.00143336+0.0193788j -0.00742184+0.000396686j 0.00448585+0.00114543j -0.000516799+0.014837j 0.0156739-0.0169413j 0.011492+0.00145115j 0.0148906-0.00404177j 9.04009e-05-0.00269152j -0.00337138-0.00325352j -0.00253168-0.00115517j -0.0186104+0.00459182j 0.0130535+0.00768j -0.00713229+0.000729209j 0.00709397-0.0121632j 0.00733201+0.010904j 0.000199064+0.00807978j -0.00419865-2.79935e-05j -0.0104811+0.00418238j 0.00340272-0.0143674j 0.00466139+0.00983166j 0.00088929-0.0106716j 0.000681082+0.000229398j 0.00285155-0.00105688j -0.00063234-0.00631269j 0.00167081-0.00282891j 0.00114892-0.00341597j 0.000575194+0.00629313j -0.00243881-0.00202675j 0.00333748-0.00367041j 0.00141061-0.00483617j 0.00061914+0.00313119j -0.00285824-4.98345e-05j -3.92909e-05-0.00179088j 0.00727548+0.00101594j 0.00489782+0.00596429j -0.00282501-0.00297739j 0.00658013-0.00254508j 0.0035645+0.00474705j 0.00189024-0.00331348j 0.000535772+0.00271287j 0.00210493-0.00416807j 0.00141556-0.00211586j -0.00950259+0.00479935j 0.00467139+0.00118211j -0.00925383+0.00365987j -0.00562543+0.00357807j 0.00613287-0.00192759j 0.00233492-0.00439213j 0.000308615-0.00606072j 0.0110643+0.00126317j -0.00548817+0.00325926j -0.00454558-0.000663162j 
0.0177487-0.126741j 0.155272+0.125436j 0.130999-0.162073j -0.110521+0.0964212j -0.186627+0.0737228j -0.124195+0.172455j -0.0284556+0.0408025j -0.0134432-0.0337555j -0.0294588+0.00658444j 0.0637695-0.00444172j 0.00145682-0.00745507j 0.00751317+0.0194982j -0.0182112-0.00131839j -0.0106883-0.0337778j -0.00305973-0.0173382j -0.001202-0.0231613j -0.0455757-0.0581452j 0.0383525-0.0122908j 0.0269099+0.0126477j -0.00918558-0.00638734j 0.0127568+0.033925j -0.0491078-0.0429955j -0.041079-0.0292176j -0.00605939-0.000442756j -0.0180536-0.00970978j -0.00472103+0.0116229j -0.0102539-0.0361356j 0.00676732+0.003276j -0.0187282-0.0269386j -0.00501745-0.00381445j 0.00561447+0.00800019j -0.00471864-0.0104598j -0.000919778-0.00193019j 0.0060225+0.00871087j 0.00266903+0.00505228j 0.00224091-0.00176347j -0.000143578-0.000569369j 0.0039515-0.00778018j -0.00586305+0.0237574j 0.00698633+0.0100167j 0.00237186-0.0143661j -0.00146857+0.00226197j -0.00669964+0.0212415j 0.00662209-0.00115115j -0.00834968-0.00490668j -0.0180795-0.00200336j -0.00635983+0.00984679j -0.0267633+0.000508028j 0.0147679-0.0154719j 0.0142015-0.013125j 0.0118583-0.00332535j 0.00977845+0.00891914j 0.00916215+0.00738836j 0.0144114+0.00586631j 0.0202789+0.00680268j -0.0140063+0.00981832j 0.000689334+0.000783911j 0.00536836+0.00186528j 0.00143513-0.0136029j -0.00216797-0.00563923j 0.00511817+0.0264158j 0.00762837-0.0102344j -0.000725933-0.000999981j -0.000195598-0.00140769j 0.000772049-0.00175869j -0.00466864+0.00659953j 0.00122311+0.00332864j 0.00124231+0.00703643j 0.00590681-0.0120432j -0.00119931-0.0027215j -0.00773803-0.00273327j -0.00660475+0.00107948j 0.00484851-0.00301776j 0.00332394-0.00711872j 0.000272373+0.00137642j -0.00364742-0.00802642j -0.00111071-0.00152449j -0.000782692-0.00382226j -0.000796064+0.0035879j -0.000308763+0.0119057j -0.00062515-0.00241771j -0.00284335-0.00361352j -0.000488284+0.00285535j 0.00682217-0.00217802j -0.00122778-0.0080169j -0.00225947+0.00173037j -0.00389769-0.00107791j -0.00267882+0.00764025j 0.00201705-0.00510927j 0.00408034-0.0103262j -0.00017847+0.00297996j -0.00627441+0.00232231j -0.0061836-0.00560712j -0.00770661-0.00772925j -0.00408029+0.00653149j 
-0.0503521-0.0727486j -0.0623254-0.0735623j 0.0543645+0.0278184j 0.101439+0.136883j 0.0847303+0.21917j 0.046398+0.0736269j 0.0701273-0.0083675j -0.0252908+0.0145782j 0.00463571+0.0157529j -0.0436303-0.0256466j -0.0143622+0.00790148j -0.0116351-0.00337322j 0.0261898+0.00413017j -0.0110345-0.00801857j -0.00527032-0.00508816j -0.0439356-0.0393011j 0.0055333+0.00204702j -0.00377873-0.029091j -0.00900268-0.0203602j 0.023926-0.00475737j 0.0621601+0.0222906j -0.0126973+0.00601884j -0.00100672+0.00985426j 0.00516524+0.00713954j 0.000901652+0.00249957j 0.00898166+0.0207712j -0.0188333+0.00201668j 0.00557096-0.00473823j -0.00127701+0.00790968j 0.00514754+0.00441385j -0.00457627-0.00882419j -0.00630071+0.00135258j -0.00136701-0.00740026j 0.00295281-0.00566251j 0.00491542-0.010636j -0.00756102+0.00482357j -0.00108668-0.00880318j 0.012992-0.0208718j -0.0257861-0.0151202j -0.0127209-0.000639435j 0.0217114-0.0182023j 0.00959854-0.00386424j -0.0084064-0.00647482j 0.0143561-0.00743351j -0.0319442-0.00482771j 0.00110222-0.00729179j -0.00205806+0.0206816j 0.0128063-0.0110213j 0.0119765+0.0133399j -0.00100818+0.0227104j 0.0302019-0.00085026j -0.0201963-0.0122251j 0.0062593+0.0172149j -0.00595745+0.0171934j -0.00903276+0.0198161j -0.0106707-0.0276895j -0.000173105+0.0203754j 0.00129812+0.0194059j 0.00528189-0.0116173j -0.00092212+0.0100887j -0.00226484-0.0130945j 0.0058855-0.00368867j -0.00527329+0.00498466j 0.000955661+0.00195726j 0.00357105-0.00526347j 0.00314754+0.00318758j 0.00175703+0.00279183j 0.00465391+0.00330895j 0.00151159-0.00689353j 0.00372971-0.00132261j 0.00116237-0.0026678j -0.00328303-0.00588794j 0.000339623+0.000229045j 0.00104127-0.000892934j 0.00230183-0.00111933j -0.003563-0.00917053j -0.00465792-0.00194217j -0.00173925+0.00795318j -0.0023174-0.00158374j -0.00241831-0.00181009j -0.00407737+0.000659924j 0.0012932-0.000872871j -0.00344466+0.00114819j 0.00156517+0.00422509j -0.00503946-0.000465397j 0.000792356-0.00410639j -0.00161354-0.000560675j 0.000874661+0.00149178j 0.00515061+0.00530365j -0.00760522-0.00200353j 0.00439038+0.00167258j 0.000378664-0.00241697j -0.00683518+0.00258967j -0.000299154+0.00211786j 0.00607428-0.00297336j 
-0.11597-0.146865j 0.0674363+0.0500082j 0.118361+0.0667217j -0.0981644+0.0293183j 0.0937779-0.0110506j 0.0460518-0.11187j 0.00809169-0.023865j 0.0296074-0.00986795j 0.0139162-0.00775391j -0.0309905+0.0478094j 0.00750297+0.0188199j 0.00488194+0.000625628j -0.00659754-0.0268969j -0.00487392-0.000435986j -0.00373623-0.0183243j -0.0246189-0.0379098j -0.0557461-0.0473049j 0.0026271-0.0146469j -0.000228516+0.00938278j 0.0238151+0.0216686j -0.0279217-0.0226811j 0.0222887+0.0114597j 0.0232507+0.0154744j 0.00468103+0.00171938j 0.00162241+0.011467j -0.00946864-0.0202711j 0.00869897+0.0147787j 0.00498451+3.47284e-05j 0.00857919+0.0108459j -0.00286185+0.00140922j 0.00231511-0.00411994j 0.00118728+0.0132012j 0.00162448+0.00804242j 0.00443038-0.00528265j -0.00421632-0.00660186j 0.00159604+0.0078457j -0.00950031+0.00202904j -0.0325216-0.0329832j -0.0133235+0.0229539j -0.0299619+0.0228223j -0.0140528-0.00221133j -0.0184299-0.0210064j -0.00914848+0.000388772j 0.0140957-0.00314047j -0.000706073-0.0058877j 0.00758155-0.00955985j -0.0420277+0.0152552j -0.0243318+0.0209666j 0.00284235+0.00712514j 0.0077319+0.00410213j 0.007096-0.0115912j 0.0278273-0.00301006j 0.0145739+0.00200437j -0.00442798-0.00368364j -0.00118314-0.00691206j 0.00618326-0.000159725j -0.00184943-0.00604012j 0.000102057-0.0135231j -0.00559082+0.00622228j -0.00775427+0.00349579j -0.00991066-0.0121288j 0.0050388-0.00641957j -0.0113508-0.0058763j 0.00105196-0.00153072j -0.00180764+0.00214163j 0.00328145+0.00236458j 0.000260607+0.0012842j 0.00530862-1.36742e-05j -0.0010297+0.00862357j -0.00172967+0.00958252j -0.00444644+0.00803033j -0.00106172+0.000583491j 0.00132711-0.00216551j -0.00143345+0.007771j -0.00424882+0.00196813j 0.00300453+0.0066507j -0.00251657+0.00428141j -0.0104132+0.000852673j 0.00111232-0.00716349j 0.0102186-0.00646181j 0.00470076+0.00301651j 0.00156666-0.00134428j 0.00405222-0.00144084j -0.0052808-0.00448106j -0.00233848+0.00090765j 0.00636252-0.00110721j 0.00380116+0.0051463j -0.00529781-0.00443097j -0.00183899+0.00302873j 0.00304956-0.00142274j 0.00736547+0.00134493j 0.00502185+0.00202981j -0.000984362+0.00524371j -0.00235805+0.00368924j 0.00346422+0.00412721j 
-0.167005-0.136326j 0.0101795-0.121945j 0.163605-0.0332264j 0.0205001+0.0861097j 0.0025795-0.159186j -0.0926527-0.0261604j -0.0119817-0.0146315j -0.000472992-0.0260559j -0.00439163-0.00338939j 0.019735+0.0271526j 0.0132928+0.00525202j -0.00532243-0.0180713j -0.0141919-0.0260636j -0.000987994+0.0128359j -0.0155854-0.0251381j -0.0803667-0.0695819j 0.00493911+0.0230643j 0.00872832-0.00644662j 0.0241406-0.0080807j -0.000459324-0.0241021j -0.0622834-0.0235338j 0.0245622+0.00215234j 0.0205828-0.00180704j -0.000898434-0.00433298j -0.00185033-0.00281452j -0.011944-0.00210636j 0.0296469+0.0103287j 0.006925-0.000432673j 0.0101506-0.00334435j 0.00141805-0.00100195j -7.74715e-05+0.00433932j -0.00445108-0.00205342j 0.00112749+0.00259822j -0.000186039-0.000809026j 0.00558032-0.000330731j -0.00698563-0.00120531j -0.00151014-0.0057856j 0.019651-0.0148859j -0.012128-0.0333775j 0.0136425-0.020101j 0.0203685-0.0246196j 0.00919883-0.00446109j -0.00383909-0.00193658j 0.0116753+0.00797182j -0.00471823+0.0350724j 0.00924336+0.0186931j 0.00214934-0.00490583j 0.0189316-0.00526844j 0.00673719-0.0138574j -0.0213451-0.0079694j 0.0109637+0.000594472j -0.00640002+0.0122702j -0.00497225-0.00256147j -0.0033718-0.0031226j 0.00031694-0.012962j 0.00317512+0.0182594j 0.0033635-0.0101326j 0.00764069-0.0202406j -0.00467967+0.0055574j -0.00353528+0.00642927j 0.0124565+0.00902409j -0.00519171-0.00665862j -0.00375445-0.00438429j 0.00112479+0.00513268j 0.00783784+0.00721863j 0.00237488+0.00287383j 0.00347968+0.00265938j 0.00129055-0.00173288j -0.00202837+0.00738029j 0.00332808+0.00210189j 0.00290228+0.00762308j -0.00117687+0.00862913j 0.00189342+0.000692355j -0.00217343+0.00243391j 0.000528003+0.00521977j -0.00611746+0.0100449j -0.000367662+0.0102066j -0.00794427-0.00433014j -0.00141138-0.00236659j -0.0051235-0.0015758j -0.00202832+0.00269311j -0.00638522+0.000459531j -0.00188329-0.00205304j -0.00489376-0.00355396j -0.00358817+0.00430365j -0.00745164-0.00385294j 0.00709571+0.0036247j 0.00496808-0.00532572j 0.00333508-0.00680559j -0.00892495-0.00116969j 0.00124565-0.0058208j 0.00287037+0.00685628j 0.00284254+0.00187933j 0.00124486+0.0028035j 0.00289794+0.00457724j 
-0.143485-0.0853714j 0.0665077+0.011916j 0.197243-0.00193211j -0.11516+0.0909474j 0.131736+0.0990135j 0.048837-0.0489132j 0.00530565-0.0131722j 0.00623284-0.0189765j 0.00693502-0.00149741j -0.00416559+0.0281837j 0.00639293+0.0140413j 0.0110268+0.00125033j -0.0105364-0.00989597j -0.0135184-0.0024271j -0.00520544-0.00982316j -0.0331062-0.00486579j 0.0102594-0.0158643j -0.01338-0.0167051j 0.0432109+0.0215941j 0.0380476+0.0142851j 0.00868963-0.0211637j -0.00062636+0.00921742j 0.0112826+0.0109956j 0.00566385+0.00390785j 0.0045289+0.00923206j -0.00339672-0.011459j -0.0038674+0.00533093j 0.00461969+0.000935732j 0.0104833+0.00456947j 0.00240089+0.00335948j -0.00341503-0.00397041j -0.00252305+0.00540565j 7.02369e-06+0.0053273j -0.0039813-0.00240712j 0.00301879-0.000657849j -0.000529474+0.00053873j 0.0056732+0.00165763j 0.0196298+0.0189482j 0.0265889+0.00862617j 0.0422235-0.0149103j -0.0231733+0.00523221j -0.0115492+0.0104582j 0.0167861+0.0288215j -0.0122658-0.00103308j 0.00440948-0.0346486j 0.0171113+0.0238051j 0.0259163-0.00182598j -0.0241939-0.0283078j -0.0139258+0.0135152j 0.00665838+0.0136151j -0.0207662+0.000673102j -0.00756046-0.00731736j -0.0152623-0.00310679j 0.0161453+0.00978808j -0.00412693+0.0103829j -0.00252906-0.0135267j 0.00344908+0.0085492j -0.00122051+0.00347381j 0.0098689-0.00278696j 0.00878305+0.00487875j -0.0012968-0.0165316j 0.000427059-0.00497183j 0.0142793-0.00425253j -0.000762969-0.00099389j 0.00250422-0.00174445j 0.00224165+0.00624762j -0.000562359+0.00381711j -0.00453801+0.00557378j -0.00313922-0.00204348j -0.00516775+0.00368686j 0.0067588+0.00581406j 0.00701102-0.00286819j -0.00176111-0.00242566j -0.00120067+0.00133637j 0.00345503-0.00499355j 0.00290852-0.0024322j 0.00189614-7.66149e-05j 0.00370277-0.00345548j -0.00050527-0.00210263j -0.00252764-0.00253467j 0.0062915+0.00575729j 0.00188391-0.0058396j -0.00387203+0.00406996j 0.000274835-0.00651368j 0.00388644+2.22326e-06j -0.00420408+0.00125597j -0.00150809+0.00839395j -0.00494086-0.00297793j -0.000960376+0.0040426j 0.000778136-0.00109382j -0.00336732-0.000492777j -0.000683625+0.00242734j -0.00451007+0.00372537j -0.00784517+0.000820293j 0.000281195+0.00601867j 
0.163642-7.56023e-05j 0.267871+0.278738j -0.133007-0.0138926j -0.17708-0.0232364j 0.0490157+0.0130775j -0.00829496-0.128171j -0.0302856-0.0129218j 0.0345939-0.00434581j -0.00761054-0.0255441j 0.00977211+0.0383829j 0.0013248+0.0088114j 0.0406095+0.0264097j 0.00150247+0.000977937j -0.0119245-0.0166743j 0.024514+0.00452249j 0.0321289+0.0375254j -0.0930203-0.0670576j 0.0423973+0.0208457j 0.00794565+0.0147939j 0.0152781+0.0242957j -0.00301899-0.0172037j 0.00213096-0.00614276j 0.00933635+0.00267363j 0.00767881+0.000639413j 0.00040113+0.00441939j -0.00106006-0.0190618j -0.0057643+0.00167142j 0.00208942+0.00556341j -0.00108999+0.00159574j -0.00470463-0.000805219j 0.00393257-1.24976e-05j 0.00151994+0.00368206j 0.00144858+0.00531195j 0.00776383+0.0032564j -0.00133628+0.0025073j -0.00323708+0.00104901j -0.00624638+0.00420598j 0.0137289-0.00437361j -0.0270448+0.00673061j 0.0187615+0.00431178j 0.0295859-0.0148291j 0.0316638+0.0127264j 0.0138539+0.00906598j 0.0107207+0.0174553j 0.00321775+0.0148785j 0.0167778+0.0209715j 0.0149558+0.0164367j 0.0224719+0.00573397j 0.00893202+0.0083048j -0.0141261+0.00189151j 0.00238028+0.000993386j -0.0183124-0.00394757j -0.000386294+0.00426637j -0.00399761-0.00981689j -0.00455399+0.00655992j -0.000603801-0.00873465j 0.00132296+0.0017163j -0.00203347+0.00206684j -0.00189418-0.000731033j 0.000351561+0.0025044j 3.09249e-05-0.0111935j -0.00474744-0.00177062j -0.00574881-0.00430175j 0.00237363+0.00201586j 0.00390209-0.00174137j 0.00512648-0.00376215j 0.00222386-0.00236921j 0.00497299-0.000950868j 0.00214561+0.00610196j 0.00415464+0.00642024j -0.00102218+0.00542719j 0.00181117-0.0027496j 0.00230023-0.00747614j 0.00302115+0.00587653j 0.0019365-0.00545433j -5.86986e-05+0.00555993j 0.00425999+0.000670732j -0.00195506-0.00544264j -0.00654968-0.00189016j 0.00548381-0.00102137j 0.00442178+0.00348352j 0.00142615-0.00905617j 0.0015335+0.0022539j -0.00284871-0.00332396j -0.00295661-0.00133788j -0.00449993+0.00413416j -0.000701914+0.00574904j -0.00275129-0.00901357j -0.00383315-0.000399913j 0.00119949-0.00196658j 0.00259524+0.00193611j -0.00123313+0.000676618j -0.000789738-0.00583469j -0.00325338-0.00780444j -0.00903175+0.00256624j 
