-0.00488045+0.00291756j -0.00828156-0.0161281j -0.00380368-0.0166463j -0.00231104-0.0128875j 0.00873035+0.016141j 0.00247859-0.00929764j 0.000339964+0.0181961j -0.000546916-0.000761577j 0.00600765+0.03683j -0.00128068-0.0016048j 4.39958e-05-0.00645757j 9.44837e-05-0.0189444j 0.00976014-0.00939568j -0.016962-0.00521224j -0.0231122+0.0419305j 0.0120644-0.011162j -0.00502653+0.00509196j -0.00751599+0.00358358j 0.0142195-0.00711611j 0.0194842-0.00713184j 0.00379628-0.00486363j -0.00623045+0.00167549j -0.0102987+0.0059805j 0.00200584+0.000109465j 0.0206595-0.00496481j 0.0140547-0.00564001j -0.0202025+0.00684128j -0.0114949+0.00217674j -0.0105276-0.000817167j -0.00989623+0.00134876j -0.0110606-0.00299032j -0.00499635-0.00149261j -0.0112347+0.00172119j -0.0207759-0.00287329j 0.00667068+0.0118045j 0.0207796+0.0107743j -0.0171228+0.000504258j -0.0056609-0.000575908j 0.0058712+0.00740819j 0.00677317-0.00363938j 0.00507897-0.0039107j 0.00783602+0.0061368j 0.00219949-0.00763673j -0.000975111+0.00449345j 0.00765871+0.00503368j 0.00394384-0.00250329j -0.00061046+0.000717264j -0.00883965+0.000632872j -0.00330485-0.00867337j 0.00249512-0.00603957j -0.00544994+0.000879171j 0.00100082-0.00948365j -0.00394168+0.00492574j 0.00154456+0.0022897j 0.00766221+0.00482646j 0.00312592-0.00507326j -0.0059665+0.00984947j 0.00232109+0.0134991j 0.00620449-0.00332454j 0.0120627+0.00316507j -0.00219759+0.00125223j 0.00443827-0.000133558j -0.00207191-0.000328026j 0.0099468+0.00277219j -0.007683+0.00323375j -0.0049361-0.00220287j -0.00787371+0.000980983j -0.000491807-0.00235912j 0.00394626+0.00040677j -3.43989e-05-0.00178218j -0.00263524+0.00357463j -0.000325917-0.00576706j -0.00947828-0.000460305j -0.0140595+0.000112403j 0.00302381-0.00544915j 0.000968762+0.00201505j -0.0059771+0.00099217j -0.00258194-0.0099788j 0.00364728-0.00711637j 0.0047442-0.00635974j 0.00113996+0.00151864j 0.00296617+0.00622198j -0.00749012-0.00807317j 0.000623538+0.00595501j -0.00406518-0.00860573j -0.00950363-0.000534831j 0.00218223+0.00114911j -0.00240368-0.0107777j -0.00608029+0.00500346j 0.0141176+0.0055112j 0.00700267-0.00203772j -0.00288494+0.00224495j -0.00396145+0.00891278j 0.00192742-0.0130694j -0.00558571-0.000557381j 
-0.00226374+0.00171149j -0.00745357+0.00777959j -0.0172356+0.00156623j -0.0146001+0.00192537j -0.0139433+0.00937171j -0.0416021+0.00721896j -0.039667+0.0064935j -0.000272449+8.42771e-05j 0.0259287+0.0109536j 0.0827264-0.0219213j -0.0222367-0.022978j -0.011586-0.0445238j -0.0570949+0.0519333j 0.0125563-0.00380254j -0.00263526+0.0208158j -0.00110374-0.0017184j 0.00760685-0.00092149j 0.0035367+0.00136984j 0.000654094-0.0051508j -0.00156216-0.00662067j 0.00161648-9.97522e-05j -0.00122485+0.00305632j 0.000606633-0.00292926j 0.00106207+0.00858675j -0.003478+0.0113953j 0.00421104+0.0308201j 0.00151475-0.000648685j 0.00153203-0.00970938j -0.00227058-0.00862645j -0.00195274+0.0247426j 0.00353599-0.0141453j -0.00140381-0.0244367j 0.00843673-0.00053244j 0.00552785+0.0111923j 0.00673613-0.0255606j 0.00254657-0.00248795j 0.00340133-0.00497564j 0.00108719+0.00196224j 0.00238851+0.00382569j -0.00107098+0.000417718j -0.00117641-0.00177345j 0.000614165-0.00306645j 0.000490538-0.000252205j -0.00222861+4.8643e-05j -0.000942008-0.00223749j -0.00870207+0.00294044j 0.00325842-0.00186355j -0.00113688+0.00236834j 0.00235483-0.00145935j 0.00184406-0.000675707j 0.000687762-0.000523158j 0.00117162+0.0117239j 0.00853186-0.000674329j -0.00315464-0.000862285j 0.00337395-0.00095237j -0.00481615+0.00100463j -0.00364025-0.00255908j -0.00381135+0.00390379j -0.0019806-0.0026866j 0.000328109-0.00514003j -0.00912746-0.00376124j -0.0103386-0.00667194j -0.00620429-0.00513465j 0.00483699-0.00261517j 0.0161265-0.00290036j -0.00340492-0.0190929j 0.000813194+0.00186359j -0.00523836+0.00935393j 0.00028086+0.00530469j 0.00271023+0.00770649j -0.0042455+0.00982431j 0.00807558-0.000275736j -0.00371155+0.011065j -0.0104703-0.00932353j 0.00187036-0.00170895j 0.0134869+9.1067e-05j 0.00406628+0.00437545j 0.00230276-0.00488719j 0.00956027-0.0120278j -0.0016109-0.00748168j -0.00246111+0.0118746j 0.00229213-0.000449459j 0.00474721+0.00546195j -0.000264466+0.00562541j -0.00844879+0.00203447j -0.00234082+0.00576828j 0.00684437-0.00238968j -0.00999469-0.00284064j 0.0104186+0.00156144j -0.00180475+2.31636e-05j -0.00310827+0.00387049j 0.00228958+0.00621088j 0.00201106-7.35015e-05j 0.00572874-0.00126353j -0.00270814+0.000304007j 
-0.0353609+0.010107j -0.0191832-0.0101962j -0.0541548-0.0123162j -0.0263825-0.0189424j -0.0272014+0.000890822j -0.0522101+0.00277125j -0.0408509-0.0167317j 0.0308309+0.00903098j -0.00558892+0.0184756j 0.0247443+0.0255505j -0.0408062-0.00486493j -0.0490504+0.0179311j 0.0514571-0.0409327j -0.00366072+0.00292061j 0.00863271-0.00944616j -0.0228994+0.00927381j 0.00534301+0.000810229j 0.0131224+0.00309077j -0.000714667+3.41151e-05j 0.0012885-0.00122226j 0.00141034-0.014873j -0.000114124+0.00330841j 0.00219122+0.00515585j 0.00164924+0.0151838j 0.00137617+0.00617546j -0.00207348-0.0097421j 0.00358728-0.0199705j 0.00112936+0.015542j 0.0128796+0.0171735j 0.00515784+0.0110011j -0.00758799+0.024626j -0.00256365+0.018641j -0.000621802-0.014036j -0.0111145+0.000502781j -0.00284669+0.0212242j -0.000460432+0.00441483j 0.00257996+0.00535987j 0.00265101-0.00712353j -0.0025773-0.00418569j -0.00335642+0.00106075j -0.00583404+0.00170355j -0.00505432-0.00757016j -0.00116721+0.00213899j -0.00128836-0.00146838j 0.00147603+0.00180175j -0.00428921+0.000216901j 0.0050921-0.00402012j 0.00769206+0.00379803j 0.000220027-0.000663976j 0.000110157-0.000330336j 0.00297425+0.00370658j -0.000184188+0.00507428j 0.00855999-0.00155177j 0.00434173+0.00275372j 0.0115304+0.00059027j 0.00138563-0.000855042j 0.00567366+0.00410888j 0.000169789-0.000378964j 0.00733132-0.00127679j -0.00259258-0.0108598j -0.00183593+0.00566185j 0.000536063-0.00562852j -0.0116193+0.004736j -0.00374935+0.00842066j 0.0139686+0.0104677j -0.00825608-0.0202466j 0.00100701+0.0133818j -0.0198567+0.0141452j 0.00360834+0.00380073j -0.0102428+0.00232671j -0.002619-0.00952802j 0.000531756+0.00511488j -5.03317e-05-0.00123081j 0.000441639-0.0185429j 0.0128381-0.00400061j -0.00479408+0.0109471j -0.0126346-0.00802849j 0.0080228+0.0107351j 0.00204618-0.000844291j -0.00187505-0.00623188j -0.00804277+0.0145122j 0.00473775+0.00236667j 0.0156849-0.00480599j -0.0119232-0.00622874j 0.00932436+0.00282926j 0.00186836-0.00570489j 0.0157013+0.00170288j 0.00218369+0.00264891j -0.00190422-0.00281941j 0.00295786+0.00506175j 0.00294982-0.00503119j 0.00230067-0.0047843j 0.00302303+0.00292557j 0.0024075+0.00270479j 0.00381815+0.000136971j 
0.00968286+0.00950452j -0.00762043-0.0062911j -0.0141987-0.00771506j -0.0342259-0.0466242j 0.0237309+0.0117175j 0.052717+0.0534742j -0.0141362-0.0450634j -0.00940401-0.00557382j 0.0249731+0.0315161j -0.0187593-0.00672012j 0.0110959+0.0130847j -0.00228043-0.0324617j -0.00160327+0.0102837j -0.000739385-0.00493151j 0.00297305+0.00466023j 0.00591921+0.0041785j 0.00401659+0.00977304j 0.00330583+0.014696j 0.00878328+0.0003075j 0.00587965-0.0284063j -0.0147424-0.0269863j -0.00251333+0.0237255j 0.000699724-0.0089113j 0.00455851+0.00765738j 1.26494e-05-0.00152787j -0.0137925+0.00185343j 0.00225202-0.0288775j 0.00207884-0.0343979j -0.00157315+0.0180056j 0.00766716-0.0301742j -0.00483254+0.00374396j 0.00495118-0.01052j -0.00266601+0.00523754j 0.000779212-0.00117468j -0.000857064-0.00201497j 0.0010782-2.23379e-05j -0.000201969+0.00269982j 0.000554361+0.00871103j 0.00160229-0.000331758j -0.00194717+0.00120867j -0.000682094+0.0068298j 0.00376971-0.00636252j -0.00253602-0.00162416j 0.00497137-0.0176999j -0.00124775-0.00645883j 0.00324738-0.0130132j 0.00363996+0.000336649j 0.00534+0.00273691j 0.00419883+0.00155036j -0.0055848-0.0114904j -0.000649435+0.00507487j -0.017383+0.00762227j -0.00123129-0.0102211j 0.00592913-0.00250502j 0.00737029-0.00165165j 0.00113796-0.00614052j -0.00147397-0.00839464j -0.00112982+0.00412088j -0.002342-0.0116623j -0.0153149-0.00266617j -0.00799423+0.00462159j -0.00491348-0.000342763j 0.0068674+0.0106429j 0.001279+0.00373523j -0.00532979+5.83721e-05j -0.00244952-0.00146108j -0.0148536-0.00406628j -0.000617626-0.0106785j -0.00257403-0.00161845j 0.0042649-0.00932719j 0.00395662-0.00220206j -0.00957093-0.0103365j 0.0126333+0.0104325j -0.00676923+0.00428059j -0.00555874+0.00590477j 0.00291961-0.00238915j 0.00438996-0.00119941j 0.00188825+0.00207076j 0.00372897+0.000951894j -0.0013525+0.0138586j -0.00777595+0.00881796j 0.00797195-0.00356534j -0.0025243-0.00189752j 0.00379742-0.00369241j -0.00151025-0.00152332j -0.000714605-0.00310388j -0.00508169-0.000990474j 0.00558572-0.0104267j -0.00315191-0.0011598j 0.000228227+0.00201157j 4.78572e-06+0.00166082j -0.000149244+0.00231406j -0.00242759+0.00182419j 0.000810394-0.00203138j -0.00064393-0.00220294j 
-0.00602567+0.00296857j -0.00424338-0.00173821j -0.00403011+0.000202046j 0.00517173+0.00372953j -0.00968018-0.000680524j -0.0143778-0.00944947j -0.00782297-0.00124063j 0.0135836-0.0194462j 0.0231388-0.035779j -0.00638082+0.0228829j -0.0443358+0.0513679j 0.00739146-0.0160059j 0.00495213-0.00902569j -0.00157814-0.000977674j 0.00175317-0.00469843j -0.00424803+0.00410415j 0.000528804-0.00180671j 0.000985822-0.00272798j -0.00163365+0.00417884j 0.000495842+0.0105147j 0.00355446+0.00140737j 0.00188286-0.000469434j 2.67679e-05-0.00364128j -0.00250805-0.00943028j -0.00114604-0.0211202j -0.00267483-0.0204077j 0.00612643+0.0311696j -0.00383708-0.045462j 0.00146317-0.0186223j 0.00419119-0.0479641j -0.00152916-0.0323488j 0.00727786-0.0191381j -0.00546264+0.0228953j -6.67451e-05-0.0044951j -0.00139381+0.00209691j 3.42587e-05+0.00160978j -0.00041137+0.00110498j 0.000560164-0.00278247j -0.00118919-0.00146606j -0.00111113-0.000526464j -0.000402264-0.00122381j -0.00137425+0.00111873j 0.000215367+0.00117443j -0.000288002+0.00452165j -0.000882162+0.00178751j 0.00054534+0.00201896j -0.000158009-0.000297109j 0.000249047-0.000487483j -0.00106178-0.00172015j 0.00143567+0.000265438j 0.00168705-0.00129763j 0.00334174-0.000240413j 0.00231869+0.00191402j -0.000413701+0.00170015j 0.00596739+0.00541637j -0.00509598-0.00350013j 0.0028422+0.0055258j -0.00011208-0.000552815j -0.00113297+0.00196875j 0.0093798+0.00193472j -0.0105121-0.00976895j 0.00585886-0.0152935j -0.00257352-0.00570417j 0.00928682-0.00715476j 0.0103043+0.00806457j 0.0171625-0.00775523j -0.0065055+0.0167067j -0.00646989-0.00314087j -0.00160766+0.00501432j -0.004051-0.00695447j 0.00424003-0.00949792j -0.00976784-0.00157312j 0.000568949-0.00824013j 0.0175366-0.0134611j 0.0115099+0.0101369j -0.00974103+0.000196506j -0.00537415-0.00911171j 0.00524735+0.00660156j 0.0149309+8.98267e-05j -0.00197313-0.00614877j 0.00250321-0.00468602j 0.000521837-0.005061j 0.0101863+0.00954093j -0.00393656-0.0046759j -0.000752155+0.000319901j -0.00197391-0.00185115j -0.00139454-0.00418302j -0.00167778-0.00201757j -0.00050483-0.000355712j 0.000783286+0.00140616j 0.00168513-0.00113033j 0.00068824-0.00141911j 0.00180246+0.000551371j -0.000665255+0.00109393j 0.000235701+0.000195859j 
-0.0176371-0.0144114j 0.00224871-0.00183083j -0.0189498-0.0207561j -0.00138697+0.000940741j -0.0459019-0.0407071j 0.00702608-0.00869578j -0.00984835-0.00978526j -0.0327511-0.0424027j -0.00438454+0.00189519j -0.0113784-0.00109066j 0.00213923+0.00069547j 0.00375716-0.0103875j -0.00212193-0.00588672j -0.000397874+0.00417504j -0.00186516-0.00270664j -0.008556-0.0101011j -0.0026628-0.00895698j 0.00839069+0.00322426j -0.000376075-0.000798326j 0.00565429+0.0204088j 0.00993259+0.0028135j -0.00235028+0.0187796j -0.00205323-0.0322359j 0.00633421+0.0469982j -0.00163685-0.0147536j 0.00396331-0.0215397j -0.00249919+0.0269722j 0.00373609-0.0384122j 0.0027197-0.00727819j -0.00106627+0.0123148j 0.00129633+0.00776281j -0.000876425-0.00439515j -9.31576e-05+0.000669583j 0.00117329-0.00394388j 0.000971989+0.000737572j -0.00132946-0.000672291j -0.000198884-0.00162933j 0.000258944-0.0085462j -0.00180467-0.00508177j 0.00297622+0.000293557j -0.00235962-0.000808601j -0.00308853-0.0011149j -0.000530992+0.000604387j 0.0015129+0.00693693j -0.000666785+0.00843023j 0.003208-0.00481421j 0.00125476-0.0036503j 0.00108876+0.00122116j 0.00116135-0.00651136j 0.00847786-0.0133673j 0.00157063-0.00443659j 0.00019415+0.00480373j 0.00076577-0.0071201j 0.0142384-0.00667559j -0.000281156+0.0125336j -0.000742072+0.00572304j -0.0143993+0.00191089j 0.00295137-0.013467j -0.0201744-0.00734153j 0.00118205+0.00593509j 0.0101388+0.00417244j 0.00727654+0.00675496j 0.001987-0.0107544j -0.004678-0.000852612j -0.0101531+0.00827276j 0.00984525+0.0149728j -0.0213292-0.00771956j 0.00789732-0.00996069j 0.00263783+0.00934412j 0.00049063-0.0132088j 0.0109924+0.0104457j 0.0102444-0.0138862j 0.0106575-0.00201738j -1.12265e-05+0.00411855j -0.00125748+0.00322056j 0.0026112-0.0104713j 0.00204899-0.00397892j -0.00562146+0.00864042j -0.00101267-0.00382582j -0.00394378+0.000610862j 0.00221988-0.000842678j -0.00177078-0.00197943j 0.000536796-0.00181041j 0.000850355-0.00100078j -0.000266884+0.000983451j -0.000760215-0.000613146j -0.00105854-0.000956355j -0.00119176+0.00343201j -0.00128221+0.00145005j 2.38931e-05-0.00133197j -0.000835426-0.00155673j 0.00131536-0.00113825j 0.000157363+0.00220432j -0.00113752+0.00299106j 0.00204423-0.00033593j 
-6.00115e-05+0.0117711j -0.00831887+0.00502766j -0.00521175+0.00783826j 0.000348491+0.00591601j -0.0154603+0.0135046j -0.00771128-0.00273202j -0.0137606-0.00307797j 0.0223746-0.0347856j -0.0303362+0.0397553j -0.0195359+0.0440214j 0.00402287-0.0216273j 0.0506608-0.0828587j -0.00626952-0.00503697j 0.00103744+0.0017889j -0.000978702+0.00192573j -0.00334182+0.006105j 0.00436006-0.0064186j 0.00282329-0.000699271j 0.000966087-0.000110919j 0.000648178-0.00428899j -0.00135592-0.00928399j 0.00166791+0.00788563j -0.0028509-0.0138646j -0.00669134-0.032259j 0.00925405+0.0243607j -0.00521959+0.0218266j -1.85321e-05+0.0301926j -0.00474941+0.0135278j -0.00196663-0.0122467j -0.00734702+0.00963414j -9.02535e-05+0.0428437j 0.0107847-0.000835112j 0.00093799+0.0227089j 0.00421192-0.020013j -0.000114282-0.00928126j 0.000239703+0.00198313j 0.000588992-0.00102759j 0.00226953+0.00221984j 0.000108215-0.00152985j -0.0019144+0.00163574j -0.000826862-0.000910272j 0.00191388+0.000661283j 0.000308667-0.000357546j 0.00338018+0.00484935j -0.00117919+0.000584142j 0.000382794+0.00115656j 0.00149661+0.000570152j -0.000867951+0.000656907j -0.00137462+0.000151798j 0.000345504-0.00302434j 0.00419561+0.00246519j 0.0105414+0.00475112j -0.0049923-0.00498933j -0.00439191+0.00441778j 0.00229707-0.00146864j -0.00442741-0.00256281j -0.0044701+0.000289825j 0.000993097+0.0048095j -0.00387509+0.00182695j -0.00789563+0.00459926j -0.00398061+0.0137714j -0.00221803+0.00291645j 0.00433693+0.00818472j 0.000164398-0.00160531j 0.00397566-0.0124788j -0.0185474+0.00200459j -0.00127751+0.00774137j 0.00214176+0.0108773j -0.000924925+0.000953771j 0.00111147-0.00164496j 0.00439687-0.00715799j -0.00722823-0.00286967j 0.011072-0.0051627j -0.00322132+0.00707452j 0.00308622+0.00250374j -0.00065345-0.0070348j -0.00683632-0.00339003j 0.00751644+0.000660706j -0.00727434-0.000967637j -0.00127475+0.00106561j 0.0167437+0.00253183j -0.000526584-0.00993819j 0.00382411-0.00797854j 0.00394539+0.00277604j -0.00676418+0.00573902j 0.0032619+0.00509406j -0.00440011-0.00922784j 0.00320692-0.000484624j -0.0038366-0.00338794j -0.00110171+0.00384032j 0.0012118+0.00178403j 0.00502251+0.00377961j 0.00127942+0.000733957j 0.00159028+0.000465019j 0.000567559-0.000673694j 
-0.0449276-0.0284521j 0.0168431-0.00740095j -0.056809-0.05637j 0.020431-0.0140003j 0.00649418+0.0067323j -0.01907-0.00871884j 0.0500014+0.0212542j -0.00886502+0.00485225j 0.00262819+0.0137529j 0.0031762+0.00324202j -0.000907727+0.00769622j 0.0039644+0.00613499j -0.00344191-0.0130242j -0.00212127+0.00529519j -0.00047738-0.00663404j -0.020177-0.0143205j -0.0118845-0.0144962j 0.0198213+0.0168622j -0.00518475-0.0058474j 0.00199907+0.01233j 0.00150583-0.0366504j -0.00463588-0.0215508j -0.000151688+0.0413698j -0.00180172-0.00184471j -0.00278492+0.0386366j 0.00101283+0.00884457j 0.00379604-0.0204074j -0.000652576-0.00316255j 0.000355164+0.00891447j 0.00430802+0.00243917j -0.000803298-0.00406729j -0.00207436-0.0125329j 0.00129573-0.00865495j 0.00239147+0.000846175j 0.000370872+0.00469425j -0.00335752-0.000424398j -0.00127341-0.000601289j 0.000657428-0.0185286j -0.0053784-0.00630875j 0.00785512+0.00180147j -0.00396614+0.00311544j -0.00768754-0.00741823j -0.00115157+0.00304268j -0.00386615+0.00766105j 0.00341651-0.0073935j -0.00578874-0.00303255j -0.00218233+0.00665012j 0.0109146-0.00840601j 0.00171656-0.00265173j 0.00628196+0.00644267j 0.00436141+0.00701785j -0.00238487+0.00335466j 0.000339926-0.00251277j -0.00810063-0.00711943j -0.00754247+0.0117678j -0.00686863-0.00448149j -0.0121087-0.000991141j -0.000306047+0.00413258j -0.00765138-0.00159283j 0.00243202+0.00743274j 0.0025454+0.0043475j 0.00525456+0.00914073j 0.00413811-0.00951248j -0.00382756+0.00184072j -0.0112522-0.00133972j 0.0021522+0.0045192j 0.00500476+0.000790833j -0.00906316-0.0125145j -0.00747996-0.00372475j 0.00371141+0.00655767j 0.0110194-0.00279992j -0.00863079+0.00984282j 0.0011068+0.00483407j -0.00399086+0.00887612j 0.00145994+0.00751658j 0.00209035-0.0084276j 0.00911184-0.00791487j -0.00245493-0.00198888j 8.548e-05-0.00581853j -0.000343796-0.00356869j 0.00434197+0.00685475j -0.00415516+0.000793674j 0.000130973-0.00161881j -0.00013642-0.00540838j 0.00143189-0.0022205j -0.00267219-0.0054089j 0.00469707-0.00071359j -0.00263689+0.0042713j 0.000395679+0.00264925j -0.00010651-0.00320094j -0.00120829-0.00312843j 0.000290073-0.001418j -0.00149989+0.00540735j -0.00346606+0.00443541j 0.00388358+0.000890306j 
-0.00804037+0.0159469j -0.00848528-0.0108652j -0.00263076+0.00452655j 0.0155388-0.0130117j -0.0399252+0.0391088j -0.0169584-0.0226387j 0.00800643-0.0205867j -0.045937+0.0576942j 0.000875435-0.0163686j -0.013116+0.0284375j -0.00878083+0.00895237j -0.003531+0.0169313j 0.00777467-0.00624344j 5.16323e-05-0.00312406j 0.00425621-0.00570393j -0.00464909+0.0154543j 0.00178861+0.0136905j -0.00594841-0.000523926j -0.00381117+0.0069961j 0.0017913-0.00435399j -0.00269397-0.0157068j 0.00831231-0.000414428j 0.00637547-0.00871583j 0.00282145+0.00966951j 0.00175508+0.00389557j -0.00459051+0.000915462j 0.0087198-0.00884739j -0.00102713-0.016379j 0.00697617-0.00607831j 0.00652347-0.00259673j -0.00550641+0.000277917j 0.00362245-0.0132286j -0.00122204+0.00141874j -0.00467211+0.00496104j -0.00225023+0.00690844j -0.000308022+0.00302477j 0.000896234+0.00514601j 0.000327541+0.00208669j -0.000905592+0.00431304j -0.00473356+2.18384e-05j -0.000244335+0.0005172j -0.00315145-0.00123976j 0.00117714+0.00127437j -0.00392668-0.00381478j -0.0051708+0.00229611j 0.00160663+0.00274876j 0.00112359-0.00262854j 0.00197786-0.000950792j 0.00614498+0.00222536j 0.0118835+0.0112115j 0.0063584-0.00026515j 0.000743393-0.00193718j 0.00585662-0.00123736j 0.0123921+0.016262j -0.0154187-0.00479781j -0.00485406+0.000406786j -0.000799773-0.0127294j 0.0148601+0.00472878j 0.0103784-0.0244171j -0.00880277+0.00646365j -0.000577815+0.00824235j -0.00700677+0.0078157j 0.0126882+0.00288932j 0.00502511-0.00678837j -0.00557893-0.0151652j -0.0177375+0.0144202j 0.012652-0.0179846j 0.0160821+0.013244j -0.00624153+0.000927143j 0.0115268-0.00129358j -0.0139135+0.0108509j 0.0101773+0.0120937j 0.00206115+0.00677996j -0.0023441-0.00291825j -0.00345996-0.00459089j 0.00538278+0.00264844j 0.00126757+0.00299087j -0.00964051-0.00859585j 0.00731834-0.000162049j -0.0032057-0.00237441j 0.00278757+0.00131388j -0.000798165-0.00340113j 0.00177774+0.00315003j -0.00183545-0.00172127j 0.00273136-0.000877221j -0.00142695-0.00312102j 0.000376463-0.00199362j 4.2808e-05-0.00260875j 0.00192797-0.00139208j 0.00271346+0.00271195j 0.00297005-0.00258032j -0.00129832-0.00278575j 0.0029096+0.000160255j 0.000651683-0.00123476j -0.000404916+0.000788054j 
-0.00968563-0.00713854j -0.00667124+0.00162772j -0.0297351+0.0153413j -0.0591559+0.026818j 0.0121765-0.0218992j 0.0711664-0.051432j -0.0535645+0.0135066j 0.0104919+0.00556184j 0.0385161-0.0139686j -0.0355496+0.033975j 0.00728529-0.0101692j -0.0047533-0.00614752j 0.0138481-0.00699608j -0.0048601-0.00468096j 0.00115624-0.0024839j -0.00313347-0.00586811j 0.00211458-0.00711j 0.0112771-0.00839982j 0.00549416-0.00245519j 0.00137901+0.0135287j -0.0012118-0.000927887j 0.00177077-0.0196798j 0.0038786+0.0125427j -0.00181335-0.0100445j -0.00057093+0.0205803j 0.00937512+0.00944335j 0.00419658+0.0136331j -0.00598958+0.00455478j 0.00422551-0.0118627j -0.0036973+0.0101352j 0.00182421+0.00160256j -0.00312506-0.00686557j -0.00388404+2.87043e-05j -0.00170603-0.00417658j 0.00173421+0.00310996j 0.00255424+4.49318e-05j -9.9112e-06-0.00150024j -0.000357669-0.00628168j -0.000118717-0.00489391j -0.000320983-0.0017597j -0.00400138-0.00271083j 0.00201114+0.000756322j -0.000773445+0.000674268j 0.00999699+0.00727071j 0.0111855-0.0036914j 0.0147025+0.0028315j 0.00176847+0.00405895j 0.00259327+0.00601942j 0.00371585+0.00263383j 0.00948409-0.00652058j -0.00458626+0.00604155j -0.00952388-0.0219504j 0.00634845+0.000954281j 0.00186043+0.00954308j 0.00768001+0.00667088j 0.00147944-0.000100154j 0.0108541-0.00346795j 0.00214536+0.000915482j 0.0143782-0.00565666j 0.00106905-0.0179059j -0.0117429-0.000633156j -0.000524682-0.0101174j -0.0061675+0.0111116j -0.00453108-0.00313847j -0.00446034-0.00983727j -0.00127132-0.00448018j 0.00452104-0.0140486j 0.0117275-0.00687627j -0.0019494-0.00273047j 0.0110105+0.000588081j 0.00377482-0.00225134j 0.00615793-0.00828724j -0.00560429+0.0120978j -0.00615998-0.0102434j -0.0020678-0.00251358j -0.000219621+0.00365127j 0.00168264+0.00105864j 0.00527904+0.000323696j 0.00101117+0.00150561j -0.0113291-0.00125351j -0.00730415-0.00937152j 0.0032462+0.00419238j 0.00622848-0.00704816j 0.00219972-0.000376419j 0.00287375+0.00275683j 0.0031395-0.0037374j -0.00242861-0.00529557j 0.00721011+0.0062511j -0.00765955-0.00213137j 0.00183716+0.000173448j -0.000676793-0.0013303j 0.00365154-0.000965511j -0.000124996-0.000209873j -0.000576289+0.00292104j -0.00122019-0.000245008j 
0.00663156+0.00380663j -0.0125556-0.0157677j 0.0236242-0.00236355j 0.0160773-0.0252894j 0.0389012-0.0348638j 0.00573307-0.0233358j 0.0541963-0.0585402j 0.012508+0.014479j 0.00748718-0.021066j -0.00952037+0.0312057j -0.00319535-3.88378e-05j -0.00348914+0.0112898j 0.0104173-0.00938617j -0.00178458-0.00823487j 0.00303252-0.00947244j 0.00434238+0.00453074j 0.00482572+0.0157502j -0.00906737-0.00691578j -0.00121557+0.00989419j -0.00151408+0.0153923j -0.00423144-0.00361121j 0.00673304-0.00542198j 0.00635102-0.0184795j 0.00294853+0.0333439j 0.0017746+0.00252946j 0.000264466-0.0062634j 0.00633642+0.00631125j 0.000104199-0.0298539j 0.0101824-0.0123581j 0.00288364+0.00984877j -0.00388573+0.00670765j 0.00389191-0.0137898j -0.00110221-0.00121842j -0.00387581+3.5851e-05j -0.00298324+0.00868424j 0.00130807+0.00151326j -0.000921317+0.00416432j -0.00107321+0.00352991j 3.78288e-05-0.00124623j -0.00399985-0.00417489j 0.00186656-0.00106227j -0.00324542+0.00267604j -0.00234524+0.00338566j -0.00119753-0.002929j 0.00739907+0.00657262j 0.00220458-0.00136536j -0.00967554-0.00628927j 0.00585528+5.41782e-05j 0.00196587+0.00063693j -0.0102351+0.00275511j -0.00301435+0.00133291j 0.00833174-0.00536113j -0.00720526-0.00334104j 0.00123485-0.0108151j -0.00238872-0.0112205j 0.00444658-0.000936875j 0.00850713+0.00167834j -0.00652132+0.00444114j 0.00126662+0.00894324j -0.00301698+0.00284392j -0.00398339-0.00419198j -0.00449936-0.00018049j -0.000785053+0.0104915j 0.00490053-0.0035226j 0.00971439-0.0135336j -0.0034875-0.00371465j 0.00979586+0.0170692j 0.00889315+0.00154981j 0.00833956-0.0131998j -0.0094985+0.00463821j 0.0012421-0.00239263j -0.015646-0.00466028j -0.00543208-0.00759192j -0.00526645-0.00322529j -0.00253355-0.00578386j -0.00333402-0.000280334j -0.00148558+0.00580943j 0.00462996-0.00300449j 0.000751291-0.000187438j -0.000428965+0.00378368j 0.00482428+0.000706558j -0.00220043-0.00232749j -0.000702168+0.000807171j -0.000306158+0.0012997j 0.00448889-0.00164429j -9.27243e-05-0.00238988j -0.00155077-0.00204849j 0.00436324+0.000700406j 0.00249535-0.000742526j 0.00321762+0.00139868j 0.00293601-0.00337968j -0.00406273-0.00509437j 0.00259471-0.000965867j -0.00149229+0.000125889j -0.00193322-0.00129128j 
