0.00176257+0.00994146j -0.00967224-0.0101219j -0.00964981-0.0154202j 0.00219991+0.00345725j 0.00222813+0.0049241j -0.000975498-0.00468739j -0.00676979-0.0041933j -0.00386807-0.00979866j 0.00138756-0.00266098j -0.00266609-0.000637928j -0.00477067+0.00523124j -0.0081146-0.00159371j -0.00282574-0.00411644j -0.0025686-0.00237755j -0.00230845-0.00547332j 0.000117143+0.00335944j 0.00376895-0.00544118j -0.00245711-0.0069758j -0.00515448-0.00190887j 0.00528191+0.0223079j -0.0015329-0.00112676j 0.00266612-0.000956463j 0.00406362+0.00715529j 0.00853697+0.00820368j -0.0112193-0.00547162j -0.00206162+0.00364571j -0.00313131-0.000144507j 0.00356828-0.00487068j -0.0107628-0.00362139j 4.02914e-05+0.0274864j 0.00204955+0.0098863j 0.0130995-0.000768839j -0.00946437+0.0187234j -0.00666835+0.00474711j -0.00491674-0.00927925j 0.000928828+0.0212982j -0.0060756-0.00182337j -0.00717399+0.00825503j -0.00284781+0.0235653j -0.0137625+0.00196741j -0.0420973+0.0265337j -0.0180842-0.0341446j -0.0186399+0.018744j -0.00834737-0.0112897j -0.00516359+0.0052248j 0.00160777-0.00593001j -0.00132152-0.00637287j -0.0152157+0.00983174j -0.0039718+0.00170669j -0.00276582+0.0020587j 0.00476379-0.000632105j 0.0018569-0.001481j -0.00474524-0.00127291j 0.000551367+0.00165956j 0.00524156-0.00307983j 0.0012886-0.00102576j 0.00366412-0.000930097j 0.00155191-0.00365913j 0.0033474-0.0023445j -0.0111964+0.0108723j -0.0096513+0.000457817j -0.00507686-4.95274e-05j -0.0027522-0.00297751j -0.00609614+0.00541726j 0.00288975-0.00126181j 0.00145406-0.00097996j 0.00201324-0.00559516j 0.000691658+0.000858925j 0.00205329+0.00101742j 0.00502015-0.00181829j 0.00742398-0.00533908j -0.00539237+0.000729664j -0.0102244-0.000233876j 0.0222326-0.00493493j 0.000614206-0.000442647j 0.00731167-0.000835433j -0.00680253-0.00454771j 0.00155587+0.00440366j -0.0183498-0.00483387j 0.00602121+0.0023994j -0.0139502+0.00213789j -0.0101504-0.00176812j -0.0108472-0.00782069j 0.00564035+0.00115798j 0.0098571+0.00388788j -0.00814081-0.013601j -0.001351-0.00333572j -0.0180588+0.00817729j -0.00943001+0.00305164j 0.00878381+0.00218551j -0.00714829+0.0114073j -0.0281208+0.000736236j 
0.00525566+0.00379815j -0.000897777+0.00928374j -0.00908761+0.00613339j 0.00400817+0.00654948j -0.00391518-0.00102781j -0.0114715+0.00364811j 0.00743087-0.00426257j 0.0050514-0.000782777j 0.0145441-0.00234178j -0.00237349+0.00178351j -0.00570475-0.00386913j 0.00630652-0.00459618j 0.00239257-0.000947919j -0.00966236+0.00452533j 0.0052643-0.00348815j 0.00518097-0.00188362j 0.00489171+0.00211435j 0.00167838+0.00286021j -0.00230618-0.00175692j 0.00093653-0.00628397j -0.00515926+0.00182124j -0.00250966-0.00158129j 0.0024625+0.0021236j -0.00414371+0.00384136j -0.0190832+0.000280228j -0.00703206+0.000130019j -0.00627348-0.00355009j 0.00390985+8.22583e-05j -0.0119408-0.000792845j -0.00565921-0.00635049j 0.00802544+0.000748086j 0.0206686+0.00231545j -0.0180119-0.00157147j 0.0134263+0.00103108j -0.015816+0.00870314j -0.0269025-0.00417167j 0.024614-0.0117812j 0.0146089+0.00553473j 0.0255501-0.0116704j 0.028948-0.0096333j 0.0295558-0.0162132j -0.00183085+0.00227682j 0.00503795-0.00452436j -0.00773296-0.00268632j -0.00148116+0.00168801j -0.00986307-0.00192446j 0.000154261-0.00381621j 0.00279044+0.00399435j -0.00634149+0.00268128j -0.0041954+0.00128003j 0.00375707+0.003257j -0.000562723-0.000622632j 0.00124378+0.00129742j 0.00156553+0.00290953j -0.000162965+0.00124059j -0.000754581-0.00159513j 0.000679323+0.00256113j -0.00541963-0.00181833j 0.00210724-0.000722576j -0.00205567+0.00187247j -0.00444103-0.000754392j -0.00159239+0.000897924j -0.00101167-0.00296688j -0.000401868-0.000717973j -0.00038212-0.000297707j 0.000234871-0.000201351j -0.00333246-0.00182183j 0.00359923-0.000131457j 0.00249716+0.00107681j 0.000148274+0.00266735j -0.00102015-0.00164006j -0.0044358+0.000396002j 0.000257575-0.000244876j 0.00130139-0.000103981j -0.00199398-0.000245572j -0.000658884+0.00299554j -0.000214631-0.00386263j -0.0041375-0.000894462j 0.000301426-0.00140182j 0.00131358+0.0013604j 0.000538751-0.00669518j 0.00726732-0.00530808j 0.00417099+0.00279536j 0.00887303-0.00791074j -0.0023258-0.00414324j 0.000347116+0.0160863j 0.00446178+0.0215875j 0.00782867+0.00150822j 0.0061949-0.0247276j -0.00342274-0.0267483j -0.0261767-0.0213434j 0.0242056-0.0342661j 
0.000526804-0.00953933j 0.00471753+0.00499151j -0.000568556+0.00729073j 0.00828992-0.00465762j 0.00541419-0.00404935j -0.00634553+0.00185643j -0.0138929+0.00257093j -0.00725364+0.00533492j -0.00371347+0.003651j -0.0192564+0.00139724j -0.00136953+0.00146909j -0.00861202-0.0010715j 0.00190697-0.000673438j -0.000923277-0.00405561j -0.00535443-0.00039534j -0.00497954+0.00178724j -0.00205734+0.00111214j -0.00572786+9.33632e-05j 0.00504957+0.000164743j -0.00228328-0.00329012j -0.000170039+0.00095033j 0.00843644+0.00332412j -4.06584e-05-0.00383756j 0.0035326-0.00128592j -0.00680242+0.00319201j 0.00356868+0.000519585j 0.00286005+0.00248765j -0.00253304+0.00503384j -0.00284556-0.000972539j 0.0132283-0.00161146j 0.00114856+0.00159546j 0.00861265+0.000226193j -0.0118827+0.00398875j -0.0215812+0.00703842j -0.0303765-0.006807j 0.0219031-0.00399279j -0.0261139-0.00574942j 0.0153617-0.0024183j 0.0386657-0.0105278j -0.0299029+0.00801237j -0.00650596+0.00602362j -0.0248764+0.0131844j -0.00401765-0.0021973j -0.00800331+0.00608408j 0.00290423+0.000744218j 0.000147007+0.00167289j -0.0107765-0.00128273j -0.00101307-0.0019112j -0.00280044+0.000952281j 0.00684404-0.00167754j -0.00405084+0.000208108j 0.00552607+0.00451695j -0.00148003+0.000341183j -0.0012736+0.00249402j 0.000466781-0.000492772j -0.00417001-0.0010292j -0.00172414+3.62778e-05j 0.00313352+0.00288499j 0.00204664-1.59146e-05j 4.99662e-06-0.00196959j 0.00115055-0.002327j -0.000477963+0.000954552j 0.000732942+0.000937715j 0.00104758+0.000835145j -0.000347759+0.000834596j -0.00153304+0.00137371j 0.00111714+0.00417027j 0.00129088-0.00120433j -0.000590506+0.00181175j -0.000958096+0.00117412j 0.00178308+0.00171883j -0.000163815-0.00397756j 0.00181107+0.0015889j -0.00267871+0.000758204j -0.00299263-0.000391772j -0.00211727-0.00114369j -0.00145575+0.00107033j -0.00285364-0.00232605j 0.00144416+0.00431421j 0.000160169-0.00383724j 0.00667947-0.00335132j -0.000926393+0.00574229j -0.00349061+0.00965318j 0.0061628+0.00342632j 0.00180254+0.0018632j 0.00862637+0.0121015j 0.00565949-0.0155235j -0.00427984-0.0194644j -0.00348191-0.0248127j -0.0100106+0.019247j 0.0250858-0.0352087j 0.0258636+0.0213847j 
0.001203-0.00702799j -0.000502023-0.00494757j 0.00220758-0.00247786j 0.000654454-0.00147244j 0.00857093-0.000558962j 0.000810239-0.00796695j -0.00717774+0.000375595j -0.00761783-0.00832102j -0.0026238-0.00462053j -0.00561213+0.0020504j -0.00543936+0.00555555j -0.00721799-0.00340796j -0.00213105-0.00341334j 0.00435133+0.00314096j -0.00622921-0.0127055j -0.00577069+0.00657689j -0.00293247-0.00834584j -1.38805e-05+0.00371259j -0.0030378+0.00630842j -0.00866321-0.00344184j 0.00448986+0.00906117j 0.00136821-0.000750334j -0.00367445+0.00727179j 0.00482366+0.00854647j 0.0189314-0.00356358j 0.000559669+0.00821712j 0.0049161-0.0159187j -0.00282148-0.00831173j 0.00397809-9.49295e-05j -0.00499396-0.00583949j 0.0314752-0.00688003j -0.0046095+0.00942497j 0.0196676+0.00852582j -0.0205283+0.0170431j 0.00961295-0.0184217j -0.0376232+0.00895096j 0.0375247-0.0554864j -0.0392829+0.0223315j -0.00797999-0.00312869j 0.0179834-0.0235503j 0.0028154+0.0161112j 0.000837174-0.000823911j -0.000166933+0.00532452j 0.000468802+0.00242419j 0.00531331-0.00119124j 0.00688745-0.00228939j -0.00719884+0.00330928j 0.00950515+0.00274664j -4.68238e-05-0.000834879j 0.00428881-0.0023462j -0.00368144-0.00146175j 0.00435233-0.00467261j 0.00346824-0.000324956j 0.00815219-0.000565174j 0.00442466-0.000285368j -0.00340889-0.000288055j 0.00365215+0.000260282j -0.00314661-0.00589283j 0.00264512+0.003693j -0.000584943+0.000165689j 0.000644-0.00117964j 0.0013593-0.00465764j 0.00312748-0.00214473j -0.00093104+0.00178495j 0.00447337-0.0014144j -0.000898055-0.00247325j 0.00858728-0.00756085j -0.000338453+0.00220724j 0.00245689-0.00240456j 0.00460672-0.00489683j -0.00240383-0.00550562j 0.00335618-0.00173798j -0.00412604-0.00770647j 0.00804725+0.00100714j -0.00150748-0.00454055j 0.00101683-0.00186754j 0.00675729-0.00833839j -0.00295809+0.0115677j 0.00667902-0.00885071j -0.00319695+0.00372052j 0.0035391+0.0190802j 0.00854483+0.00423651j -0.00395739-0.00463048j 0.0145161-0.00971495j -2.68493e-05-0.0179983j 0.006528+0.0234157j 0.0126516-0.0114191j 0.00102537+0.023867j -0.0167809-0.0371123j 0.0332036-0.0219758j 0.00153643+0.0148224j -0.00310634+0.00531966j 
-0.0024682-0.00559861j -0.0012852+0.00613215j -0.00637451-0.00366848j -0.00310015+0.000635169j 0.0054402-0.00122665j -0.00954356+0.00776124j -0.0021995+0.0111134j -0.00603917-0.0100896j -0.00410733+0.00709978j -0.00508854-0.000301352j -0.00328336+0.0070314j -0.00744893+0.00443959j 0.00122739-0.00122978j 0.00352285+0.000975637j -0.00251851+0.000430073j -0.00346462+0.0104198j 0.00084782-0.00294463j 0.00406233+0.000149008j 0.00280145+0.00383382j 0.00564741+0.00374279j -0.00036882-0.00504684j -0.00261186+0.000770096j -0.00534792+0.00533244j -0.00435556-0.00243859j 0.00755147-0.00812126j 0.00111967+0.00239265j -0.00190121-0.00555458j -0.0158245+0.00454671j 0.0102377-0.00274821j -0.00120148+0.0192614j 0.0055731-0.0147494j 0.0193512+0.0139041j -0.0175074+0.00100303j -0.00199491-0.00572241j 0.00489026+0.0174852j 0.00532371-0.00598662j -0.0371103+0.029808j -0.0176564+0.0550562j -0.0063118+0.0263522j -0.0035717-0.0143051j 0.00692465+0.00324368j 0.00639158+0.0239019j 0.0100727-0.0014883j -0.00183865+0.0057869j 0.00666946-0.000750794j 0.000589185+0.00800383j -0.00439111+0.00724265j 0.0088835+0.00389443j -0.00560155-0.00471078j 0.000203433-0.00438403j -0.00325752-0.000952068j 0.00417105-0.000222062j 0.00208152-0.00284189j -0.00173635+0.00101511j 0.000978639+0.000650366j -0.00115358-0.00021085j -0.000883954+0.000305876j 0.00238252-0.00173692j -0.00342489+0.00593938j 0.00132677-0.00192179j 0.00258529-0.000291555j -0.00378279-0.00266867j -0.00135047+0.00166355j 0.00160654+0.003641j -0.00428942-0.00116543j -0.00611562+0.000654537j -3.04196e-05+0.00228329j 0.00250694-0.00254684j -0.00125115-0.00357037j 0.00202729-0.00141028j -0.00147006-0.00281719j 0.00835262-0.000788534j 0.0047742-0.00731183j -0.0115536+0.00250129j 0.00373085-0.000499679j 0.00535109-0.00777262j -0.00544773+0.000785301j 0.00943888+0.0103226j -0.00766834+0.00633959j -0.00727398-0.0066426j -0.0168287-0.00683446j -0.00926498+0.0165019j 0.0133644-0.0127027j 0.0141303+0.00480631j 0.00172088-0.00342318j -0.0226218-0.0181144j 0.00493871+0.0179433j -0.0048729-0.0287556j -0.0298093+0.0053562j -0.00900468-0.0295057j 0.00153541+0.00128027j 0.000505402+0.013716j 
0.0028064+0.00126443j -0.00721166+0.00174217j -0.0092718-0.00167625j -0.00413319+0.00105223j 0.0101971+0.000943392j -0.00168306-0.00205719j -0.000231961-0.000899794j -0.0108665-0.00115348j 0.000437649-0.000838557j 0.00374178-0.00128691j -0.00194942-0.00119464j 0.00527617+0.00210269j -0.0013284+0.00176835j 0.00585627+0.00223435j -0.00433162+9.65426e-07j 0.000261247-0.00108108j -0.00648471-0.000174847j -0.000831632+0.000507755j 8.12697e-05+0.000538905j -0.00245365-0.0011445j -0.00287506-0.00187492j -0.00375203-0.00224933j 0.00526556+0.00124536j 0.00425451-0.00170455j -0.00204401-0.00400319j 0.00222573-0.000988015j -0.00517305-0.0010114j -0.00363448-0.00178742j -0.00227328-0.000530523j -0.00385633-0.000415284j -0.0156956-0.00433163j -0.00188202+0.00119618j 0.00274876-0.0157771j -0.0148488+0.000742688j -0.0028479-0.00977224j 0.0405578+0.00249882j 0.0297567+0.000618595j 0.0100732+0.0275785j 0.0292363+0.0415426j -0.0122599-0.00265572j 0.00865781+0.0536492j -0.0275508-0.0147074j 0.0162973+0.0228122j -0.00623556-0.00230186j 0.00723252+0.00279504j -0.00151086-0.0087096j -0.00455648+0.00503766j 0.00918754+0.0151418j 0.00243212+0.00301148j -0.0018326+9.5466e-05j 0.00413566+0.00433221j -0.00184123-0.0141324j 0.00268791+0.00588156j 0.00547698+0.00528154j 0.00104844+0.00288881j -0.00223864-0.000316378j 0.00153505+0.00580692j -0.00148483-0.012377j -0.000274074-0.00229153j 0.00133375+0.00735715j -0.00287457+0.00406299j 0.0019485+0.00218841j -0.00333741-0.00356621j 0.000164028-0.0031195j -0.0013796+0.000424636j -0.0012118-0.0027851j 0.0007542-0.00259368j -0.000393077-0.000574045j 0.00231762+5.77395e-05j 0.00187261+0.00537046j 0.000755532-0.00596934j -0.00451566+0.00859836j -0.00013134-0.00513904j 0.00183755+0.00558872j -0.00139599+0.00277641j 0.00206854+0.0070579j -0.00166264+0.00227936j -0.00296592+0.0019792j 0.00233532-0.00602939j -0.00368018+0.00153944j -0.00709033-0.0170001j 0.00288177-0.0106292j 0.0155416+0.00261108j -0.00575035-0.0282548j 0.00124192+0.006698j 0.00607776-0.0105884j 0.00432844-0.0183623j 0.00239367-0.0125818j 0.00725367+0.0149877j -0.000638775-0.019934j -0.0145469+0.0171579j 0.0136765-0.0100328j 
0.00710132-0.00303654j 0.00183631+0.000685335j -0.00231257+0.00133304j 0.0099832+0.00170692j -0.00172645-0.000622797j 0.0063715-0.000568576j -0.00825632-0.00232557j -0.00232955+0.000312969j -0.00145196-0.00272867j 0.000525815-0.000563482j -0.00562404-0.00244817j -0.0086971-0.00132977j -0.00312334-0.000439169j 0.00578351+0.00107654j -0.00382919+0.000692666j -0.00150711-0.00210754j 0.00256699-0.00055007j 0.00363523+0.000617939j -0.00486963-0.00177481j -0.0054388-0.00091604j 0.00151573+0.000374408j -0.00219052-0.00257752j 0.00431133-0.00250756j 0.0071215-0.00179401j 0.00202164+0.00578507j -0.0016366-0.000365159j -0.00454796-2.36837e-05j 0.00186256-0.00298365j -0.00349194+0.00314335j -0.0127292+0.0013491j 0.00607297+0.00314662j 0.00691215+0.0059785j 0.00189214-0.00416025j 0.00667929-0.0195644j 0.0299253+0.00708317j 0.0162866-0.00730866j -0.0193286-0.0296597j 0.0331079-0.00044609j -0.00939149+0.0124564j -0.0230285-0.0344235j -0.0321343-0.0215351j -0.0128873-0.0554388j -0.00707199-0.00168697j -0.0154703-0.0233985j -0.00114062+0.00192642j 0.00692351-0.00919929j -0.00630573-0.0122716j 0.000540246+0.0036143j 0.000198441+0.00426635j -0.00119452-0.00173586j -0.000429886+0.0103672j 0.00657639+0.00183406j 0.000336724+0.00149565j 0.00171333+0.00720858j 0.000418557+0.000601498j 0.00243941-0.00125367j -0.00173641+0.0034011j 0.00327269-0.00313113j -0.000277373-0.00066309j -0.00219437-8.46342e-05j -0.00255553-0.00948471j 0.000860339+0.00185906j 0.00160896-0.0057135j 0.00152764-0.00103391j 0.000252473+0.000334797j 0.000381703+0.00153565j 0.00200314-0.00370163j 0.000820965+0.00151427j 0.00122501+0.00668961j -0.00272954+0.00251622j -0.000151182-0.00176973j -0.00203734-0.00913148j 0.00205056+0.000801037j -0.00304639+0.00474704j 0.00232239-0.00244114j 0.000171578+0.0018641j 0.00181324-0.00232882j 0.00443372-0.00637164j 0.00284322+0.00305685j -0.00377829-0.00112543j 0.00285731-0.00864028j 0.00830485+0.016234j 0.00619607+0.0196805j 0.0145149+0.00677508j -0.00331064-0.00778436j -0.0062715-0.0226792j -0.00261393-0.00961123j -0.0132641+0.0194381j -0.000917781-0.0214022j -0.00269982-0.0196878j 0.0133829-0.00880901j 0.0126123-0.0153384j 
-0.0024995+0.000634715j 0.00110406+0.00217654j -0.00587632-0.00727j -0.000851647-0.0009482j -0.00232594+0.00150826j 0.00327716+0.0171586j 5.10782e-05+0.00331988j -0.00511287-0.00626328j -0.00498562+0.0053467j 0.000720613+6.14683e-05j 0.00637021+0.00801992j -0.00574494+0.00125083j -0.000188322-0.00346344j 0.00420766+0.00946883j 0.00158081-0.00175802j 0.0032474+0.00707678j 0.00389418-0.00152717j 0.00685454-0.00187934j 0.0044737-0.00362143j 0.0110144+0.00361152j -0.00425139-0.0103772j -0.00287937-0.000972834j -0.00102628+0.0163008j -0.00745606+0.0126318j 0.00243856+0.00450949j -0.00389688+0.0105403j -0.0156628-0.0110861j 0.00634633+0.0309057j 0.0121359-0.00530247j -0.00441622-0.00102194j 0.00760974-0.0100786j -0.00892408-0.0225029j -0.00569296-0.019838j 0.00963375+0.0247034j 0.00803092+0.0162076j -0.0290251+0.0522011j -0.00164175-0.000948984j 0.0176759+0.00742437j 0.00751338+0.00933173j -0.00836738+0.00158611j -0.00197208-0.00521888j 0.00677409+0.00347347j 0.0125992+0.00542053j -0.00183176-0.0017209j 0.00283072+0.00416677j 0.00712453+0.0089489j -0.00272775+0.00276213j 0.00481642+0.0063838j 0.000896632-0.00550853j -0.000294445-0.00460918j -0.00666776+0.00308799j 0.00401193+0.00157875j 0.00347592+0.00108701j -0.000241617+0.00547583j -0.000273598+0.00361314j -0.00244708-0.00278102j -0.00187558+0.00205532j 0.00396778-0.00278493j -0.00584896+0.00703019j 0.00324776-0.00300044j 0.00402452-0.00198048j -0.00391542-0.00328968j 0.000434964+0.000556761j 0.00244503+0.0047279j -0.00426965-0.00110508j -0.0105021+0.00074873j 0.0108962+0.00136119j 0.0060302-0.00515035j 0.00369967-0.0026672j 0.00345544+0.00580223j -0.00218305-0.00798769j -0.00417366+0.00492041j -0.00448969-0.00571053j 0.00188325-0.00229657j -0.00686321-0.00717841j -0.0198263-0.00570375j -0.00110442-0.0198475j -0.0224053+0.00798566j -0.0146964+0.00366571j 0.0181267+0.00488737j 0.00110336-0.00869452j 0.0160136+0.00762964j 0.000671053+0.00829472j -0.0106443+0.01472j 0.017076+0.0208556j 0.00741617+0.0130181j 0.0164381+0.0232935j -0.0198399+0.012688j -0.00196002-0.006348j -0.00249329-0.0166974j -0.00167244-0.000972497j 0.00270566-0.000306789j 
0.00165786-0.00270305j -0.000746474-0.00422043j 0.00166737-0.000193214j 0.0014685-0.00780674j 0.00300247+0.00932089j 0.00279012-0.00679207j -0.00717969-0.00372045j 0.000127305-0.000563911j -0.00196138+0.000802436j -0.00117959-0.00631681j -0.00219437-0.0114891j -0.0022417+0.0118432j -0.00225177+0.00328117j 0.00556643+0.00870977j -0.00660963+0.00335178j -0.00579706-0.0129669j -0.000124356-0.00830322j -0.00529431-0.0159468j -0.010781-0.0113031j -0.00937938-0.0145344j -0.00600818-0.0158551j -0.00197342-0.012836j 0.00446207+0.00813198j 0.0200348+0.00514342j 0.0191487+0.00119014j -0.0032432-0.00690308j 0.00280289+0.0266806j 0.0213959+0.0185496j 0.0040882-0.0150821j -0.00336886+0.0338829j 0.0102258-0.030739j -0.0138074+0.004028j 0.0189366-0.0309171j 0.0223114-0.0524236j 0.0125083+0.00183307j 0.000583747+0.0170221j -0.00484447+0.000580931j 0.00819034-0.00542618j -0.00602928-0.00829896j -0.00175638-0.0110549j 0.00106247+0.0032445j 0.0017069+0.00101206j -0.00203491+0.00509915j 0.00451355+0.00647094j 0.00406436+0.00247485j -0.00214128-0.00254521j -0.00403127+0.000638593j -0.00456114-0.00334976j 0.000447569-0.00187038j 0.00396919+0.00243275j 0.00369907-0.00128841j -0.00550311-0.00242333j 0.00627469-0.00119675j -0.000346594-0.00319716j 0.00199288-0.00173979j -0.00832695+0.00139547j -0.000259571-0.00235084j 0.00030462-0.0016955j 0.00319281-0.000890305j -0.00619005+0.00372581j -0.00485771+0.00565284j 0.00817242-0.000696407j -0.00601555+0.00280603j -0.00703175+0.000227697j -0.00928322-0.00186876j -0.00794088-0.00097857j 0.00627366-0.00851438j 0.0116031+0.00440047j 0.00553743-0.000978066j -0.00197813-9.57061e-05j 0.0038293-0.00230548j -0.017454+0.0131975j 0.01921+0.00416391j -0.00785025-0.00607962j 0.00149481-0.0122686j -0.00690383-0.00513458j 0.0236701+0.00835897j 0.00866616-0.0170915j -0.00449988-0.00728893j -0.00249528+0.0134217j -0.0139329-0.0256716j 0.00213625+0.0150149j -0.00901391-0.0188204j 0.00491345+0.00988915j -0.00913688+0.0147282j -0.0103076-0.0206371j 0.0222141+0.00341878j 0.0113955+0.0162324j 0.00223045+0.00411174j 0.00221199+0.00407159j 0.000154058+0.00839986j -0.00235188+0.00107748j 
0.00393636+0.00277258j 0.00288018-0.00273648j 0.00544042-0.00195297j 0.000890568+0.00398726j -0.00214204+0.000770988j 0.0136501+0.00747667j 0.00163177-0.00614462j 0.00922563-0.00390346j 0.00580759-0.00720296j 0.00469449+0.00487378j 0.00379967-0.00346305j 0.00141606-0.00956395j 0.00122758-0.00731166j -0.012281+0.00601275j 0.0134017+0.00196292j 0.00420016-0.00283958j 0.00685424+0.000394503j 0.00117056+0.00214471j 0.00257911-0.00751169j 0.00727685-0.00213381j -0.0097196-0.00337121j 0.0101412-0.0032292j -0.00604315-0.00287405j -0.00933107+0.006967j -0.0078461+0.0369554j -0.00395362-0.00720131j -0.00123204-0.0212508j 0.00797932+0.01697j 0.0071898+0.0249793j 0.00349674+0.0176052j 0.0103962-0.00102933j -0.00530355+0.00811119j -0.0150174+0.0302189j -0.000752029-0.0218123j 0.000147364+0.0472387j -0.0124897-0.0303999j 0.0261288+0.0119991j -0.0200649-0.00585361j -0.00322812-0.0202372j 0.0188328+0.0197107j -0.00198472+0.00354953j -0.00793035-0.0102437j -0.00607264-0.00206983j -0.000905637-0.00567291j -0.00203834-0.000706959j 0.0114406-0.00381507j 0.00322826-0.00274833j -0.0122181-0.00678311j 0.00211924+0.00526276j -0.00201702+0.00240238j -0.000131838+0.00542067j 0.000929676+0.00188179j -0.00896591-0.00724512j -0.00511783-0.00486688j -0.0013301-0.00182849j 0.00523529+0.00160414j 0.000180926-0.000435506j 0.00377472+0.00946007j 0.000474606-0.0042722j 0.00460008-0.000770897j -0.00313385-0.000689164j -0.00270283+3.48149e-05j -0.00503154-0.00310877j 0.00742694-0.00214214j -0.0091889+0.000701214j -0.00744848+0.00737465j 0.00158674-0.0059256j 0.0109588-0.00586659j 0.0065223-0.00295153j -0.00353504-9.06815e-05j -0.0140328+0.00548838j 0.0110635-0.00189482j -0.00476797+0.00168071j -0.00999255-0.00515188j -0.0158649-0.00880288j -0.00391741+0.00166895j 0.00457715-0.0224035j 0.00670866+0.00235745j -0.0188443-0.000787053j 0.00309139-0.00178904j -0.0183631-0.00171843j 0.0101951+0.00652592j -0.0161457-0.00249757j 0.0110036-0.0151934j -0.00424944-0.0151628j 0.0199659-0.0105033j 0.00440626+0.0185202j -0.00638366-0.0159034j -0.0100942+0.0136009j 0.00131392+0.00309373j 0.000502194-0.00610802j -0.00372892-0.00743033j 
0.000387972-0.00568692j 0.0048095+0.0011359j -0.00106233+0.00122408j 0.0019651-0.0023811j -0.00110268+0.000218312j 0.00107255-0.000271378j -0.0010778+0.0024359j 0.00283361+0.000146396j 0.00150095+0.00306342j -0.00649965-0.00310827j -0.00446312+0.0040056j 0.00259091+0.00481956j 0.00410581+0.00235933j 0.0020841+7.38822e-05j 0.00925899-0.00469573j -0.00868029+0.00128805j 0.00684616-0.00429602j -0.00498275-0.00526539j -0.00782677+0.00110224j 0.00602035-0.000217142j -0.0080106+0.00148769j -0.00806434+0.00147866j -0.0059142+0.00621651j -0.0105719+0.00122867j 0.0071579-0.0103634j -0.0116228+0.0091528j 0.0195344+0.018727j 0.004342-0.0110187j 0.0018454-0.0142261j 0.0140327-0.00912059j 0.008106+0.0113616j 0.00231396-0.0224645j -0.023392-0.00132236j -0.0398801+0.000650859j 0.0417785-0.00487151j -0.0235485-0.0191111j 0.0540506+0.0234227j -0.00110516-0.0162034j 0.0108175+0.00484369j 0.0111239+0.0132494j -0.0107414-0.00324954j 0.00883192+0.00226113j -0.00166488-0.00425069j -0.000617666+0.00668002j -4.07795e-05+0.00184149j -0.000520749+0.000248421j -0.000645949+0.00299046j -0.0015373-0.0109482j -0.00600161-0.00376673j 0.000783321-0.00557062j -0.00262833+0.00181611j -0.0011054+0.000958985j 0.00274523-0.00532772j -0.00331632-0.00985827j 0.00131941-0.00699966j -0.00238802+0.00263436j -0.00454875-0.00570412j 0.00290983+0.00873352j -0.000935602+2.22156e-05j -0.00122831-0.0023483j 0.00218286-0.00304452j -0.000764475-0.00311266j -0.00107788+7.9454e-06j -0.0021461+0.00526581j 0.00024445-0.00892573j -0.00615782-0.00010606j -0.00396325-0.00815125j -0.0010931+0.00399338j -0.0074376-0.00636593j -0.00276736-0.00892475j 0.00237038+0.00326307j -0.00588526-0.00368347j 0.00582214+0.00437672j -0.00117388-0.0204732j 0.0118958+0.0122969j 0.00147068-0.00409971j -0.008804-0.00326089j 0.0087195+0.0101422j 0.00727226-0.0133136j 0.00708852+0.00196272j 0.00924402-0.0100417j -0.00115212-0.0139714j 0.00587126+0.0180032j -0.00282802+0.001723j 0.0173359-0.00278157j -0.00111665-0.0315238j 0.0017858-0.00224962j 0.0127369-0.0176501j -0.0138757+0.00453829j 0.00794797-0.0111621j 0.00192646-0.00540741j -0.00447037+0.00685592j 
