0.00176257+0.00994146j -0.00967224-0.0101219j -0.00964981-0.0154202j 0.00219991+0.00345725j 0.00222813+0.0049241j -0.000975498-0.00468739j -0.00676979-0.0041933j -0.00386807-0.00979866j 0.00138756-0.00266098j -0.00266609-0.000637928j -0.00477067+0.00523124j -0.0081146-0.00159371j -0.00282574-0.00411644j -0.0025686-0.00237755j -0.00230845-0.00547332j 0.000117143+0.00335944j 0.00376895-0.00544118j -0.00245711-0.0069758j -0.00515448-0.00190887j 0.00528191+0.0223079j -0.0015329-0.00112676j 0.00266612-0.000956463j 0.00406362+0.00715529j 0.00853697+0.00820368j -0.0112193-0.00547162j -0.00206162+0.00364571j -0.00313131-0.000144507j 0.00356828-0.00487068j -0.0107628-0.00362139j 4.02914e-05+0.0274864j 0.00204955+0.0098863j 0.0130995-0.000768839j -0.00946437+0.0187234j -0.00666835+0.00474711j -0.00491674-0.00927925j 0.000928828+0.0212982j -0.0060756-0.00182337j -0.00717399+0.00825503j -0.00284781+0.0235653j -0.0137625+0.00196741j -0.0420973+0.0265337j -0.0180842-0.0341446j -0.0186399+0.018744j -0.00834737-0.0112897j -0.00516359+0.0052248j 0.00160777-0.00593001j -0.00132152-0.00637287j -0.0152157+0.00983174j -0.0039718+0.00170669j -0.00276582+0.0020587j 0.00476379-0.000632105j 0.0018569-0.001481j -0.00474524-0.00127291j 0.000551367+0.00165956j 0.00524156-0.00307983j 0.0012886-0.00102576j 0.00366412-0.000930097j 0.00155191-0.00365913j 0.0033474-0.0023445j -0.0111964+0.0108723j -0.0096513+0.000457817j -0.00507686-4.95274e-05j -0.0027522-0.00297751j -0.00609614+0.00541726j 0.00288975-0.00126181j 0.00145406-0.00097996j 0.00201324-0.00559516j 0.000691658+0.000858925j 0.00205329+0.00101742j 0.00502015-0.00181829j 0.00742398-0.00533908j -0.00539237+0.000729664j -0.0102244-0.000233876j 0.0222326-0.00493493j 0.000614206-0.000442647j 0.00731167-0.000835433j -0.00680253-0.00454771j 0.00155587+0.00440366j -0.0183498-0.00483387j 0.00602121+0.0023994j -0.0139502+0.00213789j -0.0101504-0.00176812j -0.0108472-0.00782069j 0.00564035+0.00115798j 0.0098571+0.00388788j -0.00814081-0.013601j -0.001351-0.00333572j -0.0180588+0.00817729j -0.00943001+0.00305164j 0.00878381+0.00218551j -0.00714829+0.0114073j -0.0281208+0.000736236j 
0.00250902-0.00361619j 0.00536051-0.00137752j 0.0128365+0.00777808j 0.00338278-0.00901968j -0.00117011+0.0148737j 0.00510889-0.0095843j 0.0148235+0.0105328j 0.0225374-0.000648154j 0.009353+0.0111776j -0.0302372+0.0139817j 0.0478077-0.0322391j -0.0255785+0.0319191j 0.00221638+0.00329487j -0.0216491+0.0322216j 0.0503291-0.0101686j 0.0209621-0.0178907j 0.00524335-0.0175399j -0.0104876+0.0170953j 0.0110637-0.00388198j 0.0421919-0.0284073j 0.0138988+0.0113557j 0.0193532-0.0326138j 0.0022473+0.0145182j -0.00497837+0.00471269j -0.00697949+0.020841j -0.0037831+0.0098058j 0.00550984-0.0110221j -0.0110718-0.00120904j 0.00904779+0.00382001j 0.0147337-0.0119219j 0.00295778-0.000807503j -0.000707849-0.00693204j -0.00792183+0.00712213j -0.00759406+0.000127667j -0.00676103+0.0110451j -0.00395434+0.000528891j -0.00809631+0.00323698j 0.00257453-0.00339264j 0.0102204-0.00658034j 0.00689863-0.00711736j -0.00333164+0.00571282j -0.00124393-0.000483596j -0.00751356-0.000809873j 0.00297326+0.00541114j 0.000362032+0.00616446j -1.07507e-05-0.0136039j 0.00677245+0.00688676j -0.000882774+0.0068315j -0.00674617+0.0022278j -8.6053e-06-0.0109959j -0.00789847+0.0107516j 0.00526418+0.0264839j -0.000718372+0.0159691j -0.00249124-0.00488993j -0.00124721-0.0046789j -0.000921836+0.00508977j -0.00670267-0.00889184j 0.00424969-0.00526161j -0.000549839-0.0223408j 0.000562784-0.00506364j 0.00274539+0.00922849j -0.00199642-0.000553752j 0.00364213+0.00162823j 0.00206952+0.0197331j -0.00334648-0.0017563j -0.00116962-0.0246862j -0.00298662-0.00542166j -0.0021314+0.0263745j -0.00409715-0.00632181j -0.00262248+0.0170303j -0.000314743-8.58255e-05j 0.00244837-0.0108399j -0.000570252-0.00211508j 0.00103515-0.00817754j -0.0030617+0.00782186j -0.00238649+0.00300326j -0.00192146-0.000144445j 0.00200475-0.0160685j 0.00013183-0.00650262j -0.00018308+0.00315047j 0.000633084+0.000786634j -0.000437258+0.00776485j 0.000855883+0.00489161j -8.36977e-05+0.00420333j -9.21928e-05+0.00205165j 0.00194156-0.00774105j -0.00045485-0.00500771j -0.0019696+0.00406127j -0.00242119+0.000628356j -0.000331776+0.00140581j -0.00316839+0.000470848j -0.000776108+0.00322734j 
-0.00690119-0.00576603j 0.00246635-0.00348545j -0.005955-0.00367144j 0.000980211-0.0049382j -0.010806+0.00248483j -0.0406881-0.0350158j 0.0299457+0.00346358j -0.0180548-0.00180141j -0.0190536-0.0139789j 0.00456022-0.016156j 0.0145095-0.00969091j -0.0110264+0.0263742j -0.000472877+0.0105558j 0.0270027-0.0229153j -0.00983557-0.017559j -0.00714253-0.0127739j 0.0430184-0.0510843j 0.0198074-0.0401808j -0.00314137-0.021911j 0.00364079+0.000827359j 0.000343916+0.00153103j -0.000416661-0.00496775j -0.00695417+0.00724192j -0.00078847+0.0273342j 0.00829106-0.00355304j -0.0012059+0.00671287j 0.000844446+0.0105094j -0.00553599+0.00553499j 0.00276705-0.00962914j -0.00375698+0.00114518j 0.00754808-0.00271498j 0.000509866-0.00609665j 0.00392686+0.0138255j -0.00199138-0.000250419j 0.0070548+1.72394e-05j -0.00521918+0.00508772j -0.00078484+0.00427701j -0.00687325-0.00583395j 0.00359325+0.000123931j -0.00393839-0.00272669j -0.00282598-0.00366867j 0.00991094+0.0018797j 0.00364693+0.00139802j -0.00391491+0.00380331j -0.0068347-0.00778333j -0.0145151-0.00885316j 0.00158522+0.0121944j 0.0122057+0.0120545j 0.00279101+0.00581894j 0.0102439+0.0092299j 0.00522626+0.0112396j 0.000672156+0.0131369j 0.00222217-0.0198876j 7.1325e-05-0.00360845j 0.00379545-0.00642387j 0.00139215+0.0166802j -0.0005294-0.0210203j -0.000425427-0.0085391j 0.000741766+0.0114982j -0.0013457+0.00145832j 0.000253348+0.0327175j -0.00281583+0.00493458j 0.00278268-0.0163265j -0.00144794-0.026117j 0.00100256-0.0194389j -0.0021663+0.0115415j -0.00168404+0.00589231j 0.00390264+0.00787602j -0.000245904+0.00716951j 0.00220817-0.00263324j -0.00343998-0.012136j 0.00170454-0.00463643j -0.00247023+0.0113293j 0.00570464-0.0089407j -0.00125708+0.000165138j 0.000294776-0.0103844j 9.76077e-05+0.00981096j -0.000680512+0.00308187j 0.000658751-0.00364683j 0.00168936+0.00133077j 0.000366881+0.00368475j 0.00257707-0.00108458j -6.46246e-05-0.0022398j 0.000403359-0.00854138j 0.000807068-0.00433283j -0.000805258-0.00192562j -0.000229396-0.00597992j -0.000625763-0.000520842j -0.00248737-0.00272951j -0.00105703+0.00299787j -0.000308699+0.00168571j 0.000948912+0.00241537j 
0.000264583-0.00337802j 0.00752048+0.00720897j 0.0294118+0.00673551j -0.0148568-0.0230365j 0.0163476+0.021611j -4.3137e-05-0.000976435j 0.0664826+0.0318653j 0.00658783-0.0264789j -0.00953772+0.0192974j -0.00403688-0.000624371j -0.0217808+0.0233963j 0.0198335-0.00804257j 0.0147674-0.00387595j -0.0145522+0.00954163j 0.00774524-0.0344213j -0.0395348-0.0129862j -0.00618949+0.0184773j -0.00626922-0.00964849j -0.0108456-0.0134114j -0.00660345+0.00269598j 0.00212213-0.00167118j -0.00813319+0.00180979j -0.00840929-0.00486425j -0.00579235+0.0152994j 0.0065972+0.0140517j -0.00236146-0.000542444j 0.00585013+0.00126621j 0.000793981-0.00253699j 0.0012772+0.000797851j -0.000367953-0.00183996j 0.0060927+0.00577835j 0.000872858-0.00129117j -0.00360514+0.00437994j -0.00577215-0.00654614j 0.00353921+0.00284426j -0.00305573+0.00143892j -0.00586125-0.00426787j -0.0049221-0.00143656j 0.00644906+0.00688611j 0.0002457+0.00481648j -0.00617878-0.00649783j -0.00269934-0.0036098j -0.00619394-0.00151412j 0.0188872+0.0102134j 0.00490912+0.00408013j -0.000781221+0.0040363j 0.0195593+0.0162188j 0.0124403-0.00551432j -0.00423445-0.00206015j 0.0035027+0.0307128j 0.00097575-0.000177539j -0.00591745+0.0174597j 0.00446375+0.0334705j -0.000423509+0.0104843j 0.00170082-0.0199718j 0.0010773+0.0250127j 0.00294464-0.0223477j -0.00207872+0.00476329j -0.000422841+0.00515697j -0.00354696+0.020559j -0.00125189+0.0160214j -0.00577538-0.00677133j -0.00102171-0.00352257j -0.00386364-0.0107135j -5.77129e-05-0.00909909j 0.0011774+0.00985775j -0.00658876+0.00549805j 0.00471556-0.00380843j -0.000748662+0.0105673j 0.000133082-0.0141813j -0.00275148-0.00641538j 0.00156691-0.0026008j -0.00199412+0.00816829j 0.00270713-0.00210461j 0.000355624-8.26889e-05j 0.000668281-0.00659744j -0.00112525+0.00424719j -0.00194865+0.00731158j 0.000801028+0.00163604j 0.00526494+0.00128197j -0.00113547+0.00064598j 0.000512913+0.00435958j -4.71141e-05-0.0060551j 0.00174917-0.00304071j -0.00256373-0.00178507j 0.0017316-0.000778892j -0.00183745-0.00367903j 0.00069375+0.000817827j 0.000503933+0.00179742j 0.00143767+0.00109178j -0.00201764-0.000703875j -0.000578027+0.00229788j 
0.00470631+0.00745141j -0.00406732+0.000472188j -0.00466647+0.0172358j 0.0137865+0.00609464j 0.00763156-0.0095795j 0.0491076+0.029468j -0.0381476+0.0117034j -0.0150094+0.0153598j -0.0393016-0.0035625j -0.0278782+0.0423846j 0.0356312-0.01191j -0.0284957+0.00530575j 0.016152-0.00611046j 0.040953-0.0255483j 8.74896e-05-0.0210968j -0.035023-0.0160795j 0.0293726+0.0144411j 0.0133982-0.00129118j 0.0097681-0.0121404j 0.00366686+7.65032e-05j -0.00932954-0.00614181j -0.00790284-0.000971866j -0.00245897-0.0136557j 0.00483961+0.00262252j 0.012151-0.00421521j 0.00417647+0.00515201j -0.00205462+0.000378308j -0.00265157-0.00230052j 0.00717328-0.00069766j 0.00357367-0.000327822j 0.0042256-0.00727354j -0.00575667-0.00182278j -0.00287414-0.00242365j -0.00242741+0.00256355j -0.0014031-0.0048671j -0.0027258+1.51258e-05j -0.000104574+0.000764567j 0.0039401+0.00690598j -0.00366526-0.00591332j 0.00206199+0.00545874j 0.00650045+0.00368014j -0.00316615-0.00900324j -0.00344609-0.0102425j -0.0113454+0.00590516j 0.00579895+0.0127085j 0.0189257+0.0056723j -0.0080816-0.00497364j -0.00614222-0.00733892j -0.00183938-0.0219568j 0.00103658-0.00570198j -0.0068441+0.0145326j 0.00422134+0.00181386j 0.00257734+0.0133833j -0.000192361+0.00859328j 0.00224301+0.0124779j 0.00467602+0.0260932j -0.00137157+0.000329154j -0.00265355+0.0189656j -0.00120284+0.0420167j 0.00706676+0.0334644j 0.00407739+0.00701733j 0.000989244+0.00510613j 0.00271948-0.0181091j -0.00112321-0.0259975j 0.00711262-0.0355571j 0.00193867+0.0117999j -0.000422362+0.0254726j -0.00270903+0.0197298j -0.000653118+0.00869746j 0.00245368-0.00368765j 0.00026741+0.00763303j 0.00135596+0.00100237j 0.000181435+0.00577764j 0.00311262-0.0118782j -0.00095429+0.00993298j 0.000870112-0.000347553j -0.0017299-0.00178317j -0.00194883+0.00146755j 0.000985515-0.00535438j 0.00174022-0.00250879j -0.00112636+0.00222322j 0.000652119-0.00138457j 0.00351205-0.00203907j -0.000585525+0.0026347j 0.00191195-0.00538922j -0.00400041+0.00283429j 0.00175296+0.000983887j 0.000952412+0.000324594j -0.00188937+0.000150141j 0.000337523+0.000637409j 0.00198965-0.00132527j -0.00242151-0.00189707j 
0.00601914-0.00442589j 0.00372395+0.00718784j -0.000814907+0.00506106j 0.00129358-8.47825e-05j -0.00240375-0.00972326j 0.0449689+0.00719799j 0.013146+0.0227158j -0.0200781-0.00786856j -0.00725365-0.0321705j -0.0150883+0.00628601j -0.0188697+0.0342546j -0.0476844+0.0315647j -0.00297938+0.0119234j -0.000824248-0.00992288j -0.00644153+0.0365779j -0.013401+0.0268742j 0.0183795-0.0279286j 0.0137748+0.00881109j -0.00030665+0.0100255j -0.00393707+0.0162639j 0.021533+0.00970263j 0.0160386-0.00805715j -0.00279361+0.0170704j 0.00266001-0.00340335j 0.016478-0.0280564j -0.000555457+0.00209351j 7.90819e-05-0.0113695j -0.000271242-0.00334356j 0.00608222-0.00186332j -0.000727185+0.0020974j 0.0060611-0.00380894j -0.0028273+0.00411328j 0.00399717-0.00577521j -0.00127492-0.00162965j 0.000999586+0.00186177j -0.000155631-0.00231769j 0.00129638-0.00765009j 0.00385072-0.00370584j -0.001424+0.0112235j 0.0111278-0.00480766j -0.00437805-0.00133438j -0.00204591+0.00695525j -0.000714704-0.00458722j -0.00408704+0.00443448j -0.00115764-0.00228754j 0.011418+0.00389619j 0.00592303+0.00783917j 0.00802846-0.00343683j -0.00264774-0.00909191j 0.00333767+0.0267259j 0.0047953+0.0252045j 0.00348613-0.0152638j 0.00467856+0.0163756j 0.00109543+0.0206445j -0.00457313-0.0100227j -0.0113775-0.00103499j 0.00210703-0.00503957j 0.0071324+0.0154605j -0.00223945+0.00275382j -0.0103692-0.00907813j -0.00289245-0.00336791j 0.00234105+0.0120111j -0.00293866+0.0246323j 0.00128155+0.027546j -0.00425525+0.00944426j 0.00330995-0.0155532j 0.0127758-0.0137284j -0.00267009-0.00412746j -0.00176477-0.0163201j -0.00130958+0.0147461j 0.00015849+0.00494631j -0.00565259+0.00872558j -0.00779049+0.00566505j -0.000339167-0.00764209j 0.0094128-0.00580111j 0.000733566-0.000303343j -0.000203344-0.00580908j 0.00409284-0.00688355j -0.000492589+0.00220011j -0.00297077+0.000428122j -0.00229988-0.00208955j 0.00367438-0.006685j -0.00134542+0.00206099j 0.00101322+0.00488636j 0.00183669-0.00148598j 0.00103487+0.00321556j -0.00197337+0.00562683j -0.000337684-0.000910722j 0.000843933+0.00310805j -0.00168295-0.00174092j -0.000578955-0.00440757j -0.00300708+0.00102087j 
0.00248479+0.00391238j -0.00969123+7.94528e-05j 0.00692793-0.000420002j -0.00989719-0.00633165j 0.0454404+0.0209029j 0.00928304+0.0392545j -0.0440052-0.0201482j 0.0093697-0.00924976j -0.0209774+0.0361939j 0.0479511-0.0357674j -0.0351556+0.014355j -0.0250697-0.00549793j -0.0164705+0.00882786j -0.0198032+0.0291253j 0.0208119-0.0140128j -0.0118799+0.00757014j 0.0212296-0.0309764j 0.0138558-0.0083947j -0.0219768+0.00951108j 0.0103475-0.00375637j 0.0033396+0.00790007j 0.00478063-0.0151601j -0.009236+0.017771j -0.007687+0.0155568j 0.00245783+0.00320502j -0.00490777+0.00848113j 0.0056123-0.0042794j -0.00189394-0.00052224j 0.00237748-0.000816485j 0.00497221-0.000701946j -0.000452105-0.00231229j -0.000488557-0.00174969j -0.00221846-0.000556201j 0.00454844+0.00118007j -0.00423294+0.00111106j -0.00366005+0.00227821j 0.00891561+0.000766901j 0.00315275+0.00364753j -0.0155552-0.000603099j -0.000832492+0.00296315j 0.00773828-0.000270202j -0.00844088-0.00175258j 0.00160161+0.00248371j 0.00249253+0.00347436j 0.0162711+0.0190881j 0.00774776-0.00187432j -0.0103155-0.0184294j -0.00701348-0.00923044j 0.00989449-0.0151112j -0.00548138+0.000335012j -0.00340301-0.029918j -0.000214278-0.019737j -0.00421653+0.0127191j -0.000562122+0.0016491j -0.00340199-0.0111381j 0.00840241-0.0116302j -0.00152978+0.00412718j 0.000605498+0.0134115j -0.000728858+0.00990639j -0.00238254-0.00454788j 0.00318074-0.00540238j -0.00300463+0.0135042j -9.62111e-05+0.00173856j -0.0013098-0.0185811j -1.22126e-05+0.0113278j 0.00102383-0.00835289j -0.00511682+0.00270071j 0.00141653+0.00190064j -0.000968949+0.00234699j 0.00141581-0.0024487j -0.0033815-0.00716548j 0.00305511-0.00860675j -0.0019912+0.00482809j 0.000875039+0.000774101j -0.000559048+0.00570982j 0.00059643-0.00459164j -0.0025655+0.0048742j -0.000559981+0.00367588j -0.00146269+0.00421764j 0.00300909+0.00133423j 0.000235814-0.00240253j -0.0012987+0.00516625j -0.0013156+0.000742152j 0.000115351+0.000214696j -0.0012377+0.00108926j -0.000447854-0.00208627j -0.000608529-6.60794e-05j 0.00272637-4.82167e-05j -0.00103055+0.00415143j 0.00276764+0.000780585j 0.00295939-0.00163545j -0.00190127-0.000622505j 
-0.00273814-0.00323706j 0.000729225+0.00263325j -0.0189802+0.00046432j 0.00696983+0.00170675j -0.0312164-0.0126778j -0.0275631-0.0172447j 0.00794762+0.0118118j -0.0151973+0.0255091j -0.0205555+0.0257488j 0.000584718-0.00574756j -0.0332799+0.0314157j -0.0251491+0.0104713j -0.00543285+0.0146832j 0.0105816+0.0441909j -0.0132306+0.0118959j -0.0160434-0.0104695j 0.0280832+0.0303934j 0.0153323+0.0201398j -0.00757579+0.00416423j -0.00969256-0.00899342j 0.0115992-0.00778933j 0.0132957-0.0199157j -0.00344545+0.000728601j 0.00340837-0.00639103j -0.00221204+0.0212948j -0.000377682-0.00281537j 0.00170711+0.00143129j -0.000882872-0.00132167j -0.000901956+0.0062786j 0.000606281-0.0109345j -0.00272323+0.00663423j 0.000677836-0.00592628j 0.00604755+0.0003875j 0.000522208-0.00413999j -0.00323685+0.00882314j 0.00358779-0.00219124j 0.00274126-0.00181431j -1.72211e-05-0.00435128j 0.000446227+0.00466196j 0.00104208-0.0012358j -0.00150618-0.00371499j 0.00513315+0.00166159j 0.00359704-0.00317525j -0.00988788-0.00155665j -0.0124123-0.0149839j -0.0109824+0.00241707j 0.0011477+0.0117476j 0.0061218+0.00285223j -0.00280241-1.99326e-05j 0.00551869-0.0054548j 0.00724383+0.0142976j 0.00437713+0.0101879j 0.000377723-0.00793188j -0.00136064-0.0130432j -0.000674887-0.0220314j -0.0107125+0.0180049j 0.00344943+0.0359575j -0.00882619-0.00572012j 0.00623422+0.0120333j 0.0112406+0.0124043j 0.000458443-0.00361749j 0.00655326-0.003376j -0.00442383+0.016101j 0.0057613-0.016961j -0.00109591+0.0054853j -0.0066349+0.0086858j 0.00255357+0.00239476j -0.00436799+0.0210493j 0.00147617-0.0165848j -0.000402773+0.0101553j 0.00264369+0.013708j -0.00200428+0.0122675j 0.00427771-0.00769025j -2.04089e-05-0.00516939j -0.00549608-0.00339575j -0.00083551-0.000563559j 0.00127201-0.00131984j 0.000489744-0.00675203j 0.000396422-0.00859266j -0.00385802-0.00939623j 0.00416251-0.000298278j -0.00188062-0.00225296j 0.00069104+0.00174804j -0.00281715+0.00693254j 0.00131864+0.0068378j -0.00157663+0.000839921j 0.00170269-0.00194262j -0.0014684-0.000190163j -0.00217207-0.000648631j -0.000298488-0.00250585j 0.00132473-0.000695261j -0.000970517+0.000962378j 
0.00499762+0.00248543j 0.00228867+0.0036172j -0.00833491-0.00168663j 0.0239063+0.0133771j -0.0730292-0.0330363j 0.0492203-0.0227589j 0.0262643+0.0105896j 0.0152048+0.0175027j -0.00590764+0.0327249j 0.0289818-0.0430327j 0.0138171-0.0259496j 0.0253115-0.0161114j -0.00102975+0.0112586j -0.0222157-0.00497727j -0.00324387-0.0257799j 0.0240739-0.0223743j -0.00733398-0.0197356j 0.00253504-0.0213084j -0.00960954+0.00339596j 0.0146395-0.00815593j 0.00110352+0.00954034j -0.00260771+0.0013017j -0.00391106-0.000960602j -0.00723486+0.00961259j -0.00842313+0.00574649j 0.0036459+0.00968477j -0.00731802+0.00698666j -0.00224265-0.0026401j 0.000122012-0.00251965j -0.00120783+0.00300723j -0.0039169-0.00246383j 0.00299074+0.00434247j -0.0045049+0.00562126j -0.00178713-0.00206873j -0.00191366-0.00852837j -0.000670646+0.00106299j -0.00533544-0.00193833j 0.00424955+0.000877858j 0.00452551-0.000336115j 0.00910367+0.00939007j -0.000903968-0.000206433j -0.00554794-0.00138484j -0.00389771+0.0106036j -0.00980235-0.00836942j -0.0307705-0.00900272j 0.0126918+0.0228561j 0.0107132-0.011518j -0.010356-0.00123459j -0.00314757-0.0238902j 0.00338407+0.00809967j -0.00105061+0.00763667j -0.0049367+0.00152795j -0.000322286-0.00754276j -0.00765819+0.0241422j -0.00201976+0.0227496j 0.00411543+0.0318177j -0.00158957-0.00678842j -0.00048566-0.000143456j -0.00576078+0.00382884j -0.00398027-7.82642e-05j 0.00454573-0.00881685j -0.0052269+0.00316096j -0.000285864-0.00103433j -0.00353043+0.00982693j -0.000369849+0.00880578j -0.000801154-0.0066209j -0.000707736-0.00550529j 0.00135284-0.00131624j 0.00210327+0.00961867j 0.00241344-0.0074022j -0.0011823-0.0102388j 0.00170928-0.00780198j 0.00182392+0.00125477j 0.000360994+0.00609298j 0.00111566+0.00477336j 0.00123099-0.0013547j -0.000855376+0.00862845j -7.90153e-05+0.00446761j 0.00120777+0.00350767j 0.000367163+0.00466733j -0.00327945+0.00115226j -0.00111625+0.00605309j 8.44888e-05-3.12426e-05j 0.000388908-0.00528135j 0.000559524-0.00321349j 0.00186099-0.00149326j 0.00398664-0.00308873j -0.00139801-0.00286274j 0.000539302-0.00550136j -0.00151679+0.00131766j -0.00122589+0.000340904j -0.00062294-9.34227e-05j 
0.00564151+0.00478918j -0.00426876+0.000719057j 0.00938304+0.00644861j 0.00917069-0.00403235j 0.00313196+0.0119335j -0.0105363-0.0159763j -0.00591365+0.00655723j 0.00738111+0.00295491j -0.0272747+0.0259333j 0.00734905-0.00537583j 0.0145764-0.01422j -0.0149313-0.0491303j -0.0066636-0.0280207j -0.0149863-0.0383941j 0.0257384+0.0066415j 0.00513076+0.0282368j 0.016012+0.00874668j 0.000985896-0.0134344j -0.00504602+0.00241609j 0.0233578+0.028383j -0.00646397+0.0218989j 0.00407519+0.0348261j -0.00456886-0.000278787j -0.00337744+0.00483887j -0.00471033-0.00609534j -0.00244893-0.00298982j -0.00412856+0.00229409j -0.000420841-0.0096017j -0.000200872+0.00530645j 0.00301018+0.0110061j -0.000279008+0.00102261j 0.00271879+0.00239989j -0.00582782+0.0036956j -0.000813506+0.00154914j -0.00119315-0.00408638j -0.00134387-0.00184522j -0.00165332-0.00167056j 0.00366854+0.00437858j 0.000341825+0.00211551j 0.00219714+0.00781587j -5.12871e-05-0.00554031j -0.00365557-0.000316959j -0.00628523-0.00717568j -0.00130968+0.00460725j 0.00263303+0.00728237j -0.00601683-0.013494j -0.00108403+0.00437207j 0.00253006+0.0128454j -0.00022545-0.00980999j 0.00504109-0.00650984j 0.00174168-0.00475089j -0.00269645-0.0107023j 0.00488729+0.00359307j -0.000274002-0.0391057j 0.0147574+0.014524j -0.00732015-0.0275937j 0.00581206+0.0244913j 0.00680378+0.02187j -0.00576752+0.00391547j -0.00516464+0.0110055j -0.00343694-0.0240698j 0.00339304+0.0249128j -0.00370243+0.0274672j -0.0102706+0.0211818j 0.000978574+0.00544864j 0.0022711+0.00850184j 0.012289-0.0155791j -0.0013336-0.00198905j 0.00499746+0.0039243j 0.00678804-0.0111729j 0.000622471+0.000224688j -0.0061356+0.0276886j -0.00651146+0.0165397j 0.00725563-0.0157205j 0.00432763-0.00830993j 0.00197453+0.00311189j 0.00392336-0.0130853j -0.0025681+0.00467673j 0.000477881+0.0068887j -0.000724856+0.0116859j -0.00445951-0.00140249j 0.00285065-0.00757718j 0.00371172-0.0053834j 0.000421196-0.00468334j -0.000704929-0.00456147j 0.00152121-0.00218108j -0.0022347+0.00455481j -0.00240263+0.00453462j -0.00281926+0.000965629j 0.00126767+0.00287709j -0.000586018+0.00239897j -0.000667933-0.00216992j 
-0.00747285-0.00241804j -0.00143747-0.00727918j -0.0426225-0.0251647j -0.00447507+0.0140818j -0.0414544-0.0230384j -0.0201903-0.0100091j -0.0164107-0.0167667j 0.0142704-0.0235821j -0.0200801+0.0231729j -0.0303459+0.033161j -0.0186306+0.00240455j -0.0146862+0.0171446j 0.0122164-0.0334435j -0.00194109-0.00692956j 0.0215567-0.0609321j -0.0346524+0.0572538j 0.0128305-0.0252545j -0.00237598-0.0143266j -0.00435797-0.00618747j 0.00586121+0.00130936j 0.00526469+0.00117073j -0.00108329+0.00732347j -0.00574115+0.0142599j 0.00088591+0.0239687j 0.0109633-0.0183679j 0.00231656+0.0152142j 0.00766813-0.0101421j -0.000952058+0.000344127j 0.00491618-0.00904009j 0.00630383+0.00140819j 0.00553715-0.0134537j -0.00380194+0.00224479j 0.00597625+0.0133761j -0.00390617+0.00335923j 0.001117-0.00304545j -0.00466498+0.00741568j 0.00555757+0.00723299j -0.00830129-0.00064426j -0.0042952-0.00440526j -0.00036283-0.000219035j 0.000493612-0.000690052j 0.00969366+0.00412077j 0.0192811+0.0187918j -0.020059-0.00420384j -0.0213727-0.0183396j -0.0131509+0.00720553j -0.0113688-0.0192966j -0.0101968+0.00488925j 0.000539007+0.0112819j 0.00682506-0.0166653j 0.0026093-0.0140412j 0.00206464-0.0138363j -0.00595132+0.00332239j -0.008424-0.00509076j -0.000155743+0.0123677j 0.00377603+0.000205409j -0.000270446+0.00596193j 0.00412638-0.00932878j 0.00034756-0.00338855j -0.00299321-0.0120762j -0.000690755-0.00400521j -0.00442507+0.00626514j 0.00208378+0.00961573j -0.00100883-0.0030597j -0.00118907+0.0051498j -0.000775684+0.00735101j -0.00107878+0.00123485j 0.00199024-0.000845856j -0.000730391+0.0054754j 3.69736e-05-0.00414418j -0.0036657-0.00823186j 0.00242919+0.00484824j -0.0038398+0.0014905j -0.000738907+0.00782054j 0.00352238-0.00438221j 0.00114486-0.00557906j -0.000768286+0.00578592j 0.00124162+0.00333995j -0.00124503+0.00715489j 0.000946858+0.00392187j -0.00102678-0.00427587j -0.00148098+0.00756627j -0.0017773+0.00160907j -0.000128106-0.00392724j 0.00325668-0.00312363j 0.000460096-0.0038938j -0.0011741-0.00139078j 0.000409271-0.00140547j -0.00352185+0.00135521j -0.00166986+0.00465396j 0.00166229-0.000113825j 3.08177e-05+0.000950027j 
