-0.00496255+0.00255035j -0.00495177-0.00120098j 0.00150449+0.00032691j 0.00709132-0.000954002j 0.000377256+8.99917e-05j -0.00061097-0.000677769j 0.00104328-0.000300507j 0.00599105-0.000232778j 0.00324656-0.000228404j 0.00389799-0.00048132j 0.00112317-0.000362385j -0.0029406-0.000532931j 0.00364734-1.80313e-05j 0.0018482+4.49627e-05j 0.00226725+0.000494113j -0.00038595-0.00149089j 0.00290585+0.000543354j 0.00186705+0.000523309j -0.00338084+8.15766e-05j 0.00246606-0.00088476j -0.00207163-0.000943737j 1.60216e-05-6.68702e-05j -0.00518265-0.000819358j 0.00366644-0.00189698j 0.000327294+0.00178941j 0.000899423-0.00195013j -0.000409655-4.21642e-05j -0.000293819-0.00531612j -0.00727712+0.00105141j 0.00215498+0.00303307j 0.0195296-0.0051666j -0.00845512+0.00462522j -0.0169681-0.00121096j 0.0168206-0.00901466j 0.00170351-0.00255864j 0.00065606-9.1584e-05j -0.000530828+0.00599684j -0.0131378+0.00102169j 0.000414554-0.00028935j -0.000723285+0.00275948j -0.00635718+0.00275078j 0.00227634-0.0032674j -0.00412661+0.00172063j 0.00230396+0.00137001j 0.000471205-0.00401121j 0.00307093-0.00248594j -0.00302435-0.000651798j -0.00155555-0.00302774j -0.000198773-0.000953656j -0.0034681+0.00281048j -0.00155546-0.00149506j -0.00148688-0.00284756j -0.00118265+0.0026615j 0.00165824-0.00235229j -7.71905e-05+9.54716e-05j 0.00152898+0.00137857j -0.00072641-0.000792615j -0.00186796+0.00176703j -0.00182656-0.00244733j 0.000881316-0.00264056j 0.00151884-0.00161527j 0.00310715-0.00321687j 0.000946901+0.000116548j -0.00131926-0.00292574j 0.00052495+0.00340088j -0.00331011-0.000907192j -0.003037+0.00629742j -0.000184888+0.000979992j 0.00251642-0.00164424j 0.00302264-0.00934554j 0.0049214+0.0914558j 0.0612122+0.0214445j 
-0.0035419+0.0014274j -0.00382323-0.000629278j 0.00518751+0.000476236j -0.0100282-0.00217283j -0.0147204-0.00117065j 0.0100707-0.00408084j 0.00216852+0.000339687j 0.00865464-0.00138397j -0.000981903+0.000433002j 0.0073648-0.000795516j 0.00275458-0.00228671j 0.00994842-0.00119018j 0.00555916+0.000917413j 0.013574-0.00022119j 0.00913325+0.000456714j 0.00771831-0.00162215j -0.0131441+0.00306175j 0.00969622-0.000729016j 0.000815725-0.000876453j 0.00673881-0.00296331j 0.0297109-0.005483j -0.00746692+0.00203688j 0.000812346-0.00170549j 0.00582901+0.00163817j -0.0174171+0.00829589j 0.00693307-0.00927602j -0.00231348-0.00204871j 0.0023974-0.00975326j 0.012099-0.0061062j 0.0446116-0.0160486j 0.0345695+0.00932762j 0.0124292+0.00585921j -0.00917686+0.0109346j 0.0175487+0.00388525j 0.0071281-0.00669075j 0.00695393-0.0119876j -0.00585494+0.00162775j -0.00396155-0.00513821j -0.00200026+0.0123499j 0.000612525-0.00545181j -0.00263589-0.00318706j -0.00368826-0.00569729j -0.000164035-0.00242522j 0.0028442+0.00658486j 0.00244213-0.00322439j 0.00201698+0.0129793j -0.00285236+0.0091288j -0.00381028-0.00268561j -0.000650608-0.00787816j -0.00187229+0.00639216j -0.0048485-0.0083279j -0.000234052-0.00264998j 0.000647644+0.0113433j 0.00180653+0.0245292j -0.00243572+0.0019779j 0.00256031-0.00229503j 0.00190884-0.00965693j 0.00341096+0.00999664j 0.00242679-0.00445188j -0.00142269-0.0105766j -0.010536-0.028586j -0.0100151+0.0199975j -0.00390731-0.0260503j -0.00920799-0.0142466j 0.00995794+0.0439587j -0.00918313+0.0190666j 0.00609551-0.0350811j -0.0311444-0.0102383j 0.00644459-0.0120989j -0.0168505-0.0269466j -0.00103495+0.0137349j 0.00444839+0.0170518j 
0.00729485-0.00217244j 0.000319327+0.00795663j -0.00185466-0.00215039j -0.00232111+0.000212354j 0.00706263-0.000263936j -0.000336784+0.0014907j -0.00959338-0.00059713j -0.00114707-0.00215447j 0.0106066+0.000945185j 0.00332241-0.00308108j -0.000706139+0.00255888j -0.00150469+0.0022229j 0.00911845-0.00331578j -0.00511208-0.0034873j 0.00503779-0.00282292j -0.00430969+0.00463393j -0.00612572-0.00326092j 0.019577-0.00309614j 0.00789972+0.00178012j -0.0136347+0.00597404j 0.00545852+0.00340424j -0.00013719+0.00163933j -0.0112857+0.0102427j 0.0166385-0.00968011j 0.0164548-0.00697041j -0.00380081-0.00741092j -0.012114+0.00339113j -0.00397491-0.0052639j -0.0289645-0.00790644j -0.00904134-0.00325414j -0.0111295-0.0096718j 0.0231261+0.00784444j 0.0211832+0.0150104j 0.000431057-0.00929996j 0.000723041-0.0127275j 0.00422941-0.0124388j -0.00625226+0.00287921j 0.00832108+0.000491917j -0.00162058+0.0160765j 0.00450081-0.0048353j 0.00374133+0.00262j 0.00349343-0.0130106j 0.00133403-0.000927933j -0.00238942+0.018812j -0.00424215+0.0123496j 0.00304494+0.0153156j -2.66198e-05+0.00474505j -0.00290141+0.00242134j -0.00122025-0.00261824j 0.00133264-0.00513908j -0.000816442-0.012351j -0.000991444+0.00432944j -0.00137546+0.00185434j 0.000169295+0.012561j 0.00245284-0.00216233j 0.00608439-0.0106521j 0.00307351-0.017686j 0.00135354+0.0149792j -0.00298127+0.00629666j 0.000972499+0.00670509j -0.00266289+0.00284479j 0.0159208+0.0561674j -0.00970034+0.00639847j -0.0124119+0.0254342j 0.00955779+0.0198226j -0.0124824-0.00156804j 0.0261387+0.0353211j 0.00422788-0.00885831j -0.00734599+0.0226835j -0.00898714+0.0152763j 0.00458297+0.0241713j 0.00955049-0.0134383j 
-0.00375141-0.00308739j 0.00189912-0.00276186j -0.00724729-0.00147283j 0.00543117+0.0025902j 0.0156528+0.000800286j -0.0112146-0.00334206j -0.00629261+0.000295607j -0.00237589-4.54178e-06j 0.00946639-0.00370767j -0.0137604-0.00160942j -0.00722895-0.000251382j -0.0153614-0.000530244j -0.01255-0.00067165j -0.0162967+0.000979799j 0.00460455+0.000811128j -0.00898885+3.40792e-05j 0.005883+0.00337529j 0.0169607-0.00208817j 0.0013259-0.00389255j -0.013785+0.00173962j -0.0212123-0.00549974j 0.0109917+0.0063982j 0.00857268-0.00600932j -0.0301539+0.0125113j 0.0216616-0.00952257j 0.0182413+0.00419268j -0.00348456+0.0021745j 0.0216682-0.00972354j 0.00301163-0.0028073j -0.00606941+0.00244281j 0.0167494-0.00753922j -0.00793843+0.00119275j -0.00471301+0.00496172j 0.00326173+0.00261027j 0.00163625+0.00520544j -0.00175639+0.00448049j -0.00202296-0.00330788j -0.000765116+0.00304614j -0.00486005-0.0112086j 0.00218477-0.00426135j 0.00265545+0.00784974j 0.00435648+0.000111105j 0.000475369+0.0106975j -0.000841404-0.00166106j -0.00336032-0.0095221j -0.00225433-0.00176111j -0.000111055-0.00525179j -0.00331287-0.0104707j 0.000740258+0.00605451j -0.000872297+0.0128536j -0.000943319-0.0106855j -0.00249699-0.0128551j -0.00239085-0.005498j 0.000997321-0.00711646j 0.00289084-0.00448656j 0.00315723-0.00201413j 0.00243566+0.00345452j -0.00238554+0.00185432j 0.00435785+0.0200296j 0.0017577-0.00346975j 0.00583799-0.0259762j -0.00119105+0.0139258j -0.0077771-0.0177232j -0.0126206+0.0232466j -0.0144435-0.0209251j -0.0289925-0.0458166j -0.0236072-0.00973337j -0.000856407-0.0193018j 0.027051-0.0313353j -0.00146766+0.00526651j 0.00955565-0.0044735j -0.000139078+0.0039006j 
0.000977835+0.00505072j -0.00353294+0.00406424j 0.00350949+0.00313968j 0.00477224+0.000510315j 0.00529505+0.00477488j -0.00243529-0.00306748j -0.00204181-0.00656903j 0.00402262-0.0038895j 0.000604665+0.00280252j -0.0018115+0.00114685j -0.00704403+0.00399059j 0.00385268+0.00149166j -0.00236736+0.00392847j -0.0102491-0.000454572j -0.00589322+0.00165846j -0.00223578-0.00496459j 0.0204838-0.00654625j 0.00213002+0.00348478j -0.0116562+0.00765262j 0.000287199-0.00196311j -0.0111849+0.00593918j -0.00485685+0.00244096j 0.0178951-0.00132239j -0.00651242+0.00110163j -0.0202832+0.00160213j 0.0127874-0.0180123j -0.00857479+0.0122398j -0.00264369-0.00255557j 0.0095504-0.00225844j -0.005507+0.00557492j 0.0101776+0.0182362j 0.00238359-0.00456924j 0.00461076+0.0102767j 0.00578657+0.00117388j -0.00013207-0.0167903j -0.0024436-0.00514845j -0.000706717+0.00070086j -0.00533897-0.00845898j 0.000138404+0.00558126j 0.000324623-0.00172589j 0.0019974+0.0111309j 9.26788e-05+0.0056553j 0.00109306+0.00353528j 3.21747e-05+0.011414j 0.00248034+0.013249j -0.000355696-0.00128324j 0.00393744-0.00580399j 0.000307433+0.00463525j 0.00181537+0.00519698j -0.00237402+0.00981835j 0.000413985+0.0109468j 0.00448548-0.00903574j -6.59609e-05-0.0061104j -0.000290439+0.00435867j -0.000530791-0.00550778j -0.012212-0.0308251j -0.0033522-0.0179116j 0.0032151+0.00145662j -0.00169758-4.21888e-05j -0.00926667-0.0352026j -0.00467817-0.0360796j -0.0152161+0.00774718j 0.000907601+0.0568464j 0.00626339-0.0254061j 0.0193014-0.0612181j 0.0328202+0.0201596j -0.00429626+0.000754958j -0.00589784+0.0369295j -0.0179083-0.024873j 0.00426407-0.0255757j -0.0089021-0.00379062j 0.000963115+0.0167233j 
0.00115571+0.00200189j -0.00177142-0.000588196j 0.00138962+0.00560079j 0.00256387-0.000209414j -0.00537552-0.000662016j 0.000681631+0.00147181j 0.00224421+0.000897752j 0.00471081-0.0041361j 0.0043856-0.0040957j 0.00885971+5.22937e-06j -0.00371214-0.000507695j -0.00550771+0.00545766j 0.0120857-0.00237622j 0.00239724-0.00109738j -0.00211322-0.00441431j -0.00433906+0.0054029j -0.0165445+0.00539871j -0.0129874-0.00631442j 0.00900427-0.00346772j 0.00228111+0.00150759j -0.00135903+0.0028695j -0.0099509-0.00225117j -0.00192989-0.00108011j -0.00214299+0.00429316j -0.00650049+0.000700764j -0.00938559+0.00449873j 0.0124308-0.00281738j 0.00754053+0.000262129j 0.0130442-0.00133794j -0.00143465+0.00628978j 0.00179746-0.00176033j -0.012837+0.0139775j -0.00434958+0.00658318j 0.00388075-0.0143712j 8.88188e-06-0.00983128j 0.00316029-9.05475e-05j -0.0018036+0.0121728j 0.00120594-0.00535921j 0.00177537-0.00275359j 0.000206456+0.00163025j 0.00268092-0.00225997j -0.000722014-0.00161199j 0.000887074+0.00200979j 0.00109111-0.00202055j 0.000233499+0.0121656j 0.000418755-0.00319422j 0.0008231-0.00524988j 6.02752e-05-0.0050271j -0.000979138+0.00912839j 0.00359077+0.00809056j -0.00591818+0.0103901j -0.00113636-0.00883164j 6.63269e-05+0.00493622j -0.00143682-0.00538927j 0.00259092-0.00947601j 0.00984134+0.0210194j 0.000773201+0.00997869j 0.000375076-0.0167787j 0.00444848-0.0132013j -0.000906386-0.00742456j -0.0153224-0.0264619j 0.00492449+0.00953291j -0.0152065+0.0254566j 0.0113404+0.00649247j -0.0198576-0.0423931j 0.0138103-0.0134985j -0.00792427-0.0610434j 0.0301545+0.0186384j -0.0013157+0.0070348j 0.0288366-0.00782812j 0.000626005+0.0116227j -0.000381311+0.00012757j 
0.00506137+0.00355574j -0.00110114+0.00266559j -0.00761206-0.00155673j 0.0116387-0.00254137j 0.0157509+0.00121761j -0.00338685+0.00123329j 0.00414772-0.00165903j -0.0118165+0.00083639j 0.00711901+0.00299303j -0.0101609+0.00363469j 0.00608073-0.00235426j -0.0117918+0.00349989j -0.00600799-0.000676883j -0.00897184-0.000570938j -0.007584-0.000758345j -0.0223115+0.00741856j 0.014148-0.00317189j 0.00994119-0.00408413j 0.01141-0.000997168j -0.00635706-0.0044179j -0.00907303-0.0020653j 0.00609195+0.000386099j -0.00339832+0.00194776j 0.000445179-0.000823498j -0.0246602+0.0115246j -0.00812165+0.00327839j 0.0124597+0.00516261j 0.0104456-0.0013253j 0.00783183+0.00360252j -0.000238207+0.000187549j 0.00854303-0.00558712j 0.00306617+0.0121021j 0.00572588-0.00662641j 0.00439515+0.00221567j 0.000935315+0.00818018j 0.00120852+0.00517739j -0.00354073-0.0126973j 0.00426273+0.0110143j 0.0013597-0.0103945j 0.00223184+0.0121768j 0.0015535+0.00786664j -0.000788471+0.0097402j 5.72465e-05+0.00149165j -0.000740589-0.0033582j 0.00178768-0.0147059j 4.23455e-06-0.0214891j -0.00115005+0.00473725j 0.000903718+0.0028597j 0.000323609-0.0156564j 0.000580762-0.0111811j -0.000855551-0.00303387j 0.00129833-0.00109985j 0.000781873-0.0032778j 0.0013723-0.00625662j -0.00390457+0.0167978j 0.000840647+0.00344266j 0.000758992+0.0107444j 0.00160807-0.00929801j -0.00360097-0.0195363j -0.000478869+0.000211808j -0.0156789+0.0117849j 0.00369829+0.00806828j -0.0112544-0.0377864j 0.00346999-0.023997j -0.000555809+0.014754j 0.0171444+0.0509532j -0.00487276-0.0332364j 0.00756635-0.00553338j -0.00536207+0.0322087j 0.0175489-0.021139j -0.00169183+0.00199281j 0.00220976-0.000268432j 
0.000210287-0.000447575j 4.27443e-06+0.000889808j 0.00586363+0.000709929j -0.011095+0.00852093j -0.0227056+0.00532111j 0.012817-0.000416264j -0.00021721-0.001399j 0.0166547-0.000343697j -0.00955307+0.00367561j 0.0124066+0.00158134j 0.0012944+0.00308365j 0.0119989+0.000347208j 0.00669464+0.00172286j 0.0122361-0.000636591j 0.000383851-0.000523218j -0.00289468+0.00239021j 0.00215166-0.00146363j -0.00613524-0.000543703j -0.00842233-0.000906711j 0.00833057+0.00101833j 0.0132057-0.00162829j -0.0191495+0.00312528j -0.00870436+0.00133392j -0.0125363+0.00460693j 0.0165213-0.0119295j -0.0127042+0.00544633j 0.0224643-0.00805505j 0.00948227-0.00288057j 0.009857-0.011386j -0.00617514+0.0107386j -0.0154324+0.00580928j -0.00816077+0.00139445j 0.00483226+0.0066402j -0.00783995+0.00056187j -0.00304228-0.00777405j -0.000512088-0.00172681j 0.0039508-0.00187044j 0.00278963+0.00874965j 0.00342832+0.0124258j 0.000432903+0.00900489j 0.00523076+0.0160296j -0.00192836+0.0048343j -0.000482017+0.00662915j 0.00217958+0.00384884j -0.000676589+0.0056165j -0.00303975+0.00257263j 0.00683538+0.00615419j 0.00550996-0.000749839j -0.00101602-0.0120581j 0.00121782+0.0183598j -0.00141546-0.00292351j 0.00128162-0.00411841j 0.00319206+0.00304216j 0.0016171+0.0217709j 0.0042448+0.0131236j -0.00468115-0.00933348j -0.00688887+0.00309399j -0.00627917-0.00480865j 0.00287469+0.0127325j 0.00339866-0.00673496j 0.00162015-0.0241778j 0.010737+0.00634101j -0.0169666-0.0379572j 0.0189322+0.00639562j -0.0157558-0.0187703j 0.0132018-0.0708201j -0.0124977+0.0128499j 0.0168998+0.00491331j 0.00138867-0.0241041j 0.0204945+0.0295516j 0.000163821-0.00233512j -0.00489376-0.00108385j 
-7.23042e-05+0.00393455j -0.00182128+0.0025962j 0.00681928-0.00369632j 0.000604826+0.00193805j -0.00210361+0.0044675j -0.0018128-0.00508509j -0.00578163+0.00171321j -0.00278366-0.000595852j -0.0108824+0.00359653j 0.00180656-0.000126891j 0.00957808-0.00725315j 0.00304989+0.000394165j 0.0142584-0.00410573j 0.00133237-0.00683989j 0.00798901-0.00266465j -0.00124387-0.00168582j 0.00179306+0.00344899j -0.00948335-0.00155687j 0.00525276-0.00290531j -0.000194954-0.00444838j 0.00460077-0.00406394j 0.0174957+0.00226715j 0.00823216+0.00232146j -0.0151038-0.00202212j -0.00204257-0.00313662j 0.0235622-0.00839368j -0.013838+0.0053503j 0.00316091+0.0035886j 0.012896+0.00249927j 0.00424221+0.00799861j 0.00267432+0.00628679j 0.00513314-0.00305767j 0.00171152-0.0115709j 0.0010797+0.0103954j -0.00185049+0.0034248j -0.00270425-0.00320417j 0.00154054-0.0239272j -0.000935214+0.016113j 0.00708622+0.0115477j -0.00319414+0.00926336j -0.00122859+0.0304751j -0.000512352-0.00484283j 0.00319885-0.0053004j -0.00225772+0.0152983j 0.0075853-0.0116448j -0.00330221-0.0123706j 0.000415817+0.0119049j 0.000334686+0.00573016j 0.00340746+0.00811101j 0.00685168+0.0110666j 0.00338869-0.0374282j -0.004765-0.00428961j 0.000618026+0.0116994j -0.00295672-0.0160068j -0.00174013+0.0166841j -0.00595029+0.0361135j 0.00137054-0.0256084j 8.4454e-05+0.00495254j 0.00513167+0.0474129j -0.00706245+0.0189371j -0.0097736-0.00912444j -0.00100858-0.0130379j 0.00224935-0.0288038j -0.00101525+0.0113388j 0.00210534+0.0212883j 0.0195998+0.0352962j -0.0023352+0.0472294j -0.00650919-0.0184468j -0.00520081+0.0367227j 0.00526002+0.00191681j -0.00263295-0.00196338j -0.000453186+0.0139804j 
-5.77758e-05+0.00353709j -0.00355418+0.00317869j 0.00338135-0.00305485j 0.00476032-0.00262116j 0.0157049+0.00346299j 0.0023658-0.00231719j -0.00405173-0.00705557j 0.00318977-0.00547861j 0.0114993+0.000369686j -0.00786842-0.00150626j -0.00653366+0.00384809j -0.0110243+0.00664329j -0.0129182-5.36703e-05j -0.0283496+0.000668258j -0.00254018+0.00087917j 0.000703269-0.000520839j -0.00906653+0.0048676j -0.00149613+0.0115408j 0.00571263-0.00119818j 0.00595821-0.00560626j -0.00649214-0.00225924j 0.0076176+0.00701628j -0.028731+0.00992437j -0.0113081+0.0108639j 0.000790961-0.00502332j -0.00536431+0.00317899j 0.0181978-0.0029523j 0.00280508-0.0151765j -0.00685019-0.000296531j -0.0064644+0.00607532j 0.0156396+0.00712094j -0.0064087-0.00409912j 0.0011759+0.00126504j 0.0159257+0.00449802j 0.00560376-0.00936679j -0.00514358-0.00568823j -0.00411893-0.00667583j -0.00595136-0.00382865j -0.00229172+0.0129545j -0.000123639-0.00638899j -0.0021831-0.00300062j 0.00122772-0.00225324j -0.00554223-0.00578155j -0.0016021+0.016847j -0.00209738+0.00974296j 0.000883294+0.00179337j 0.000190861+0.00094864j 7.04021e-05-0.00697535j 0.00398573+0.000961112j -0.00104437-0.00777713j 0.000280387-0.0195285j 6.97892e-05-0.014699j 0.00434836+0.0040218j 0.00947916+0.0433464j -0.00555053-0.0137865j 0.00703942-0.0152954j 0.0011824-0.0201559j -0.00276622+0.00455528j 0.00154046+0.0288152j 0.00966126+0.00954997j 0.00562054-0.0115016j -0.0117104-0.0237068j -0.00993455-0.0140008j -0.000285656-0.00760671j 0.00693491-0.00099814j -0.00446974-0.00480686j -0.0173881-0.0011673j 0.0189553-0.0120734j 0.00315022-0.0242493j -0.000333295+0.0233678j 0.000169705+0.00135419j 0.000805106-0.0021097j 
0.00360443+0.000811763j -0.00151283+0.00111642j -0.0117221+0.00145497j 0.00098556+0.000451152j 0.0115829-0.00156882j 0.0105266-0.00148478j -0.0144613+0.00560029j -0.00480941-0.00106978j 0.029367-0.0039383j 0.00448892-2.92936e-05j 0.00217825-0.00373508j -0.00199495-0.00339978j -0.00416782+0.00167488j -0.0108044+0.00359582j 0.00950072-0.00525446j 0.0117686-0.00365348j -0.00761397-0.000361575j 0.032134-0.0067293j -0.00336365+0.00630513j -0.00164065-0.0063413j 0.00867477-0.00174632j 0.00598999-0.00937709j -0.00788975+0.00455914j 0.00566784-0.00353955j 0.0158091+0.00481309j 0.00417359+0.00683656j 0.0241165-0.0103033j -0.00174966+0.000253231j -0.0069106+0.00374794j 0.00615273-0.0122565j -0.0064662+0.00856465j -0.00158193+0.00316898j -0.00360786+0.00161736j -0.00301218+0.0103694j -0.000301279+0.00982368j 0.00173096+0.0114527j 0.00473709-0.000517931j -0.00263146-0.00161721j -0.00288048-0.0111098j -0.00119547-0.0103725j -0.00657922+0.00167109j -0.00232951+0.0010835j -0.00138465+0.00957586j -0.00186453-0.0183357j 0.00689569+0.00184749j 0.000894691-0.00929966j -0.00191312-0.0100415j 0.00152318+0.0107896j 0.0012905+0.0072133j -0.0032738+0.013799j 0.00666986+0.00239287j 0.00444162-0.00866691j 0.00711562-0.00117419j -0.004607-0.0167495j -0.0081443-0.0230187j -0.00656312+0.00310274j -0.0041687+0.00402126j 0.00496144-0.00233228j -0.0097206-0.0325296j -0.00928238-0.00945419j -0.00886785-0.0256065j -0.0186334-0.016004j 0.013804-0.0241487j 0.00394587+0.00383031j 0.00642996+0.0190984j -0.00176002-0.0428602j 0.0208401-0.0208263j -0.0128653+0.00352111j -0.00685589-0.0104392j -0.00551313-0.0120062j -0.00692861+0.001529j 0.00169159+0.000951534j 
-0.00272744+4.50751e-05j 0.0005133-0.000702626j -0.000530973+0.00132283j 0.00251695+0.00020686j 0.00433828+0.000817232j 0.00135131-0.00556418j 0.00375892-0.00153123j -0.00191619+1.89687e-05j 0.0105035-0.00211903j -0.0131627+0.000580097j 0.00971747-0.00321051j -0.00930796-0.000430964j 0.0153367-0.00306425j -0.00123718-0.000201394j -0.0151549+0.00617034j 0.00430002-0.005323j 0.00963643-0.00385301j 0.00238721+0.00178243j 0.00982743+0.00059935j 0.00606279-0.00141948j -0.0157098+0.00458909j -0.00128499+0.00439337j 0.00669878+0.000451527j -0.00626603+0.00234774j -0.00139752-0.00480423j -0.0196477+0.00213039j 0.00299416-0.0033506j 0.00798911-0.00439954j -0.0051021+0.00043919j 0.00381146-0.000468572j -0.00143749+0.00434187j -0.0070176-0.00522891j -0.00443595+0.00131219j -0.0010726+0.0013736j 0.000757657-0.00567116j 0.000313448-0.00768545j 0.00294773+0.000248458j -0.00532672+0.000487241j -0.0031576+0.00534571j 0.000195415+0.00526192j -0.00455722+0.00175798j 0.00260053+0.00276546j 0.000648903+0.00888424j -0.00161355+0.00672428j 0.00266954+0.00344455j 0.00239357+0.00501011j 0.00355361+0.0227376j -0.000638545-0.00492075j -4.72422e-05-0.0163382j -0.00208491+0.0090648j 0.00320856-0.00873259j 0.00568273+0.00299112j -0.000226738+0.00572473j -0.00557304-0.00492663j 0.00480278+0.0336927j -0.00997314-0.025345j 5.38572e-05-0.00346038j 0.00475817+0.0205358j -0.00465396-0.00326587j -0.00460343-0.024608j 0.0128446+0.0197687j -0.0113541+0.0194694j -0.00209804-0.0389648j 0.00203257+0.00650251j 0.00856488+0.00090619j -0.00593417-0.0104138j -0.000391413-0.00303768j 0.00130149-0.0157888j -0.00268035-0.0177074j -0.00594386-0.000198217j -0.00197291-0.00620729j -0.00024523+0.00510027j 
0.000858491-0.00215857j -0.00076004+0.00296698j 0.00212424-0.000610889j -0.004183+0.00378354j 0.00307344-0.00247109j -0.00238371+0.0001044j -0.00938458+0.00606241j -0.00340394-0.00339673j 0.00665528-0.00646987j -0.00313256-0.00127027j -0.00404509-0.00223329j 0.000386752+0.0011551j 0.00472404-0.00400597j -0.00446828+0.00326102j -0.0102932-0.000929998j 0.00389701+0.000629481j -0.00624254+0.00155043j 0.0011823-0.00340483j -0.00224008-0.00120527j 0.0216615-0.00660301j -0.00892735+0.00223962j 0.000741654-0.00456261j 0.014537+0.00234358j 0.00262377-0.00536068j -0.00522843+0.00678343j 0.038111-0.0171356j -0.0265135+0.00695948j -0.0147039+0.0162218j 0.00132422-3.5356e-06j 0.00796253+0.00737249j 0.00256681+0.0108795j 0.0124836+0.00134844j 0.00269817+0.0138006j 0.00196018+0.00733305j 0.00234241+0.00221969j 0.00111488+0.00785267j 0.00339382+0.0176411j -6.14739e-05-0.00502549j -0.00253223-0.00113629j -0.000448666-0.00814987j -0.000104146-0.00603039j 0.000716852+0.000760234j 0.00172785+0.0276537j -0.00356235-0.0213468j 0.00121213+0.0156775j -0.000719522+0.00673428j 0.00192486-0.0149726j -0.00465351-0.0199076j 0.00322385-0.00488158j 0.00481256+0.0168401j 0.00300418+0.00216963j -0.00943878-0.01669j 0.00203134-0.0131795j 0.00119248+0.00156098j -1.71007e-05-0.0200099j 0.00301319-0.0133646j 0.0043069+0.050003j -0.0152522-0.0446306j -0.00120928-0.0160017j -0.00899889-0.00830176j -0.00746491-0.00748171j 0.0115327-0.0145363j 0.0172902+0.0108777j -0.0179612-0.0290285j 0.0155819-0.0156024j 0.0134133-0.00438109j 0.0171054+0.085243j -0.0176152+0.0219076j -0.0010251+0.0233733j -0.00754505+0.02776j -0.000492044+0.00689679j 0.00216839+0.00805065j 
0.000166237-0.00241187j 0.00301555+0.000573113j 0.00519991-0.00557676j -0.00818287-0.00498744j -0.00593795+0.00237003j 0.00912507+0.00442314j 0.00674075-0.00695628j 0.0119338+0.000469745j 0.00752123-0.000829327j 0.0120429-0.00383465j 0.0124416+0.000587183j -0.012163+0.00408001j -0.00711821+0.00120817j 0.00422963-0.00403572j 0.00536987+0.00389297j -0.00673275+0.00165933j -0.0153843-0.00601494j 4.45586e-05+0.00812064j 0.00271155+0.00476287j -0.00119916+0.00551136j -0.00975739+0.0122949j 0.000827246+0.00313414j -0.0218695+0.00323231j -0.0079392-0.00316273j -0.00811218+0.00551895j 0.00404656-0.0125543j -0.000223965+0.00142473j -0.00078529+0.00258006j -0.0115766+0.00293941j 0.000675285+0.00695925j -0.0124256-0.00947011j 0.00101004-0.00506539j 0.00108131-0.0110171j -0.00207138-0.000134773j 0.00226432+0.00650748j -0.00324456+0.0133253j -0.00319645-0.00988716j 0.00148014+0.00177916j -0.00210882-0.015814j -0.00246913+0.00278288j -0.00359512-0.00835094j 0.00124719+0.017144j -0.00145682-0.00373577j 0.00120474-0.00596874j -0.00749639-0.00189587j 0.00452518+0.00387965j -0.000930606+0.00353545j 0.000400014+0.00292326j -0.00292736+0.00147132j 0.00357967+0.0160276j 0.00169563+0.0124539j 0.000158045-0.00100252j -0.00222975-0.00410513j -0.00109028-0.0107614j 0.0050916+0.0206754j 0.00785615+0.00386724j -0.00126734-0.0258843j 0.00255907-0.00375642j -0.00837213+0.00412909j 0.00150121-0.0105791j 0.00814357-0.00728337j 0.0101798+0.00212931j 0.0115166+0.0596598j -0.00945689-0.0193381j 0.0326385+0.00253411j -0.0141087+0.0439262j 0.0170325-0.00812328j 0.00388131+0.0128536j -0.00750027+0.0188905j -0.0158625+0.00499137j 0.000453139-0.00493074j 0.00296433-0.00971378j 
