-0.00496255+0.00255035j -0.00495177-0.00120098j 0.00150449+0.00032691j 0.00709132-0.000954002j 0.000377256+8.99917e-05j -0.00061097-0.000677769j 0.00104328-0.000300507j 0.00599105-0.000232778j 0.00324656-0.000228404j 0.00389799-0.00048132j 0.00112317-0.000362385j -0.0029406-0.000532931j 0.00364734-1.80313e-05j 0.0018482+4.49627e-05j 0.00226725+0.000494113j -0.00038595-0.00149089j 0.00290585+0.000543354j 0.00186705+0.000523309j -0.00338084+8.15766e-05j 0.00246606-0.00088476j -0.00207163-0.000943737j 1.60216e-05-6.68702e-05j -0.00518265-0.000819358j 0.00366644-0.00189698j 0.000327294+0.00178941j 0.000899423-0.00195013j -0.000409655-4.21642e-05j -0.000293819-0.00531612j -0.00727712+0.00105141j 0.00215498+0.00303307j 0.0195296-0.0051666j -0.00845512+0.00462522j -0.0169681-0.00121096j 0.0168206-0.00901466j 0.00170351-0.00255864j 0.00065606-9.1584e-05j -0.000530828+0.00599684j -0.0131378+0.00102169j 0.000414554-0.00028935j -0.000723285+0.00275948j -0.00635718+0.00275078j 0.00227634-0.0032674j -0.00412661+0.00172063j 0.00230396+0.00137001j 0.000471205-0.00401121j 0.00307093-0.00248594j -0.00302435-0.000651798j -0.00155555-0.00302774j -0.000198773-0.000953656j -0.0034681+0.00281048j -0.00155546-0.00149506j -0.00148688-0.00284756j -0.00118265+0.0026615j 0.00165824-0.00235229j -7.71905e-05+9.54716e-05j 0.00152898+0.00137857j -0.00072641-0.000792615j -0.00186796+0.00176703j -0.00182656-0.00244733j 0.000881316-0.00264056j 0.00151884-0.00161527j 0.00310715-0.00321687j 0.000946901+0.000116548j -0.00131926-0.00292574j 0.00052495+0.00340088j -0.00331011-0.000907192j -0.003037+0.00629742j -0.000184888+0.000979992j 0.00251642-0.00164424j 0.00302264-0.00934554j 0.0049214+0.0914558j 0.0612122+0.0214445j 
0.00329349+0.0045183j -0.00351755+0.000170095j -0.0283692+0.0161739j 0.00421856-0.0115116j 0.014363+0.00861129j 0.0325123-0.0130917j 0.0269627+0.00107394j -0.0113804-0.00598648j -0.0112034+0.0193031j -0.00125328+0.0082659j -0.0274057-0.0126289j -0.00175448+0.0187093j 0.00291256+0.00113392j 0.0133858+0.00595509j 0.00453798-0.000260706j -0.0156446-0.016203j -0.00724091-0.000609597j 0.0165748+0.00669147j 0.00303019-0.000840352j 0.0178874+0.0262184j 0.000130691+0.000698035j -0.000597994-0.00466023j 0.0024662+0.00261037j 0.00644559+0.00670437j 0.00680704+0.00530766j 0.00643491-0.00255816j 0.00951521+0.0072116j 0.00370075+0.00889505j 0.00550179+0.00344383j -0.0138493-0.00771892j 0.0192986+0.0146249j 0.00176188+0.00263173j -0.0176731-0.00552209j -0.017493-0.00638278j 0.00860487-0.0139468j -0.0383605-0.0590991j 0.00082619-0.00608352j 0.00910738+0.0112702j -0.00969289+0.0483379j -0.0199461+0.0419014j 0.00522272-0.0276824j 0.0167624+0.0312758j 0.0121926-0.00683624j 0.00300964-0.0245942j -0.00875507-0.00313015j 0.0110547-0.0542733j -0.00204273-0.0351309j 0.00487076-0.0226368j 0.00294428+0.014758j 0.00311872+0.0300523j -0.00780113+0.00743609j -0.00289891-0.0236206j 0.00222877+0.00496702j 0.00570022-0.0227082j 0.00420258-0.0065168j -0.00447037+0.00419545j -0.00478719+0.0152357j 0.00327263-0.00334317j 0.00134771+0.0139646j -0.000357736+0.0160567j 0.00375646+0.0159084j -0.00701034+0.00759965j 0.00336862-0.00192034j -0.00574923+0.00170842j -0.00718567+0.0209931j -0.00340625+0.00395711j -0.00423368+0.021322j -0.00347077+0.00140541j 0.000461768+0.00107844j -0.000519161+0.00659115j -0.000586531+0.00368379j 0.000905769+0.00601064j 
-0.00138822-0.00515262j 0.00440978-0.00476618j 0.00782002+0.0164823j -0.00375571+0.00660144j -0.00614747-0.00255292j 0.00361063+0.00976898j -0.0256898-0.0288256j -0.0127936-0.00246716j 0.000172167+0.00132658j 0.00918584-0.000130715j 0.00748895-0.000389609j -0.0224946-0.0114487j -0.00363437-0.00487962j 0.0188481+0.0090788j -0.00396086-0.00782521j 0.0114984-0.00139779j 0.0265285+0.0151928j -0.0162525-0.00260837j -0.0148608-0.00276247j -0.00198597+0.00538967j -0.00629628+0.00428729j 0.0126-0.0027307j -0.0196547-0.00596399j 0.00673851+0.00656945j -0.000215181+0.00146318j 0.00474689+0.00180594j -0.000628333+0.0080266j 0.0104001+0.00300348j -0.0190472+0.00292547j 0.020952-0.00236831j -0.0186054-0.00294364j -0.000334519+0.0226283j 0.000872385-0.0328415j -0.00558285-0.050077j 0.00983389+0.010334j 0.00614064-0.0221502j 0.000459726-0.0855612j 0.0433215-0.0455556j 0.0073838+0.0385344j -0.00513304-0.00371218j -0.00944664-0.023126j 0.00297427-0.0112668j -0.00564087+0.0272826j -0.00229507-0.0559284j 0.0349714+0.00506755j -0.00399072-0.00630694j 0.00494811-0.00501267j 0.0115423+0.00810026j -0.00213379+0.00206475j -0.00706447+0.00140673j 0.00256281+0.0139872j 0.00436441-0.00838j -0.00408194+0.00551513j -0.000123377+0.00306806j 0.000781993+0.00525852j 0.00850825+0.0131931j 0.00611969+0.0107834j -0.00769703+0.000526257j -0.00218304+0.0149988j 0.000440552+0.019188j -0.00450685+0.00721338j 0.00812234+0.00180827j -0.00197579-0.00852738j 0.00413241+0.00189038j -0.00197218+0.00769474j 0.000962811+0.00556636j 0.000888811+0.00366042j 0.00356809-0.00194689j -0.00234521-0.00713257j 0.00499343+0.00448903j -0.00101406-0.00831491j -0.00369858-0.00447898j 
-0.0207745+0.0204023j -0.00813352-0.0194441j 0.00470884+0.0292232j -0.0295082+0.00181099j 0.0255591+0.0278477j -0.0101837+0.00190406j -0.00444119-0.00849062j 0.0239411+0.0216911j -0.00617856-0.0186685j -0.0103768-0.00754405j 0.00129833+0.00613024j -0.0100037-0.0107885j 0.011528+0.00373658j 0.00468935-0.013202j -0.00246772-0.0131265j 0.00514293+0.004093j 0.012923+0.00171428j 0.010833+0.0103996j -0.000873019+0.0080873j -0.00545725-0.00137157j 0.0105791+0.013236j -0.0062212-0.0150711j 0.00490862+0.000453481j -0.00671482+0.00429386j -0.00695471-0.000755892j 0.0149713+0.0110463j 0.0166814+0.0040098j -0.0145371+0.00118089j -0.0233038-0.000400701j 0.0138132-0.00400056j 0.0153057+0.0070547j -0.0193425-0.00462164j -0.0067952-0.00961015j -0.0146104+0.00212384j 0.00311242-0.0463561j 0.00316026+0.013398j 0.00695046-0.0169315j 0.00450738+0.0219164j 0.0117613-0.0416581j 0.0140181-0.0355837j 0.0227047-0.0187664j 0.0109737-0.0356667j -0.000681232+0.0153244j -0.0204892+0.012951j -0.00277228-0.00552273j -0.00483603+0.000270143j 0.0122099-0.0134143j -0.00131645+0.022674j 0.00758738-0.0271898j -0.0131108+0.0189365j 0.012958-0.0085954j 0.01325-0.0176049j -0.0051575+0.0100398j 0.00885892-0.00302583j -0.00085032-0.00202872j -0.00299183+0.00133822j 0.00156431+0.00200662j -0.0026409+0.0116467j 0.0114624-0.017161j 0.00191124-0.0018612j -0.00247371+0.00679532j 0.00246265-0.018539j 0.0020714-0.00442766j 0.00434454-0.00752884j -0.00881791+0.0145175j -0.000587854+0.00693455j -0.00327996-0.000407506j -0.00497967+0.00159453j 0.00465092-0.00531679j 0.0023398-0.0015291j -0.00313481-0.00377595j -0.00223652+0.0127936j 
-0.0093785-0.0186877j 0.0218395-0.0212642j 0.0181171-0.00210339j 0.00737312+0.0292728j 0.0194002+0.00192459j 0.0190624+0.0192704j 0.0153899+0.0141237j -0.00576868-0.0104154j 0.00586915+0.00641298j -0.00908699-0.00585854j 0.000405656-0.00953937j 0.00379869-0.0114433j -0.00850893+0.000740881j 0.0230128+0.0225636j 0.0202568+0.0144196j -0.000773432+0.0181184j -0.0104391-0.00273042j 0.00774055+0.00761508j -5.64858e-05-0.0058801j -0.00324751+0.000943749j -0.00102186+0.0104006j 0.0122515+0.00678235j 0.00329798+0.0082024j -0.010202-0.00549607j -0.0042359-0.0125376j -0.0092546+0.0100109j 0.00355755+0.0137399j -0.034379-0.00912634j 0.025308-0.00756025j 0.0144131+0.00518451j -0.0114343+0.0134025j -0.00875576-0.0155837j 0.00578041+0.023835j -0.0148099-0.0193884j 0.0104797-0.00193749j -0.0233201+0.0402886j -0.0204266+0.0132954j -0.0130709-0.0239096j -0.0143185+0.0164737j 0.00248209-0.00851915j -0.00468611+0.0191868j 0.027891-0.00735701j -0.00743564+0.00549864j 0.0172513-0.0386362j 0.00780198-0.0491134j 0.0165458-0.00346892j -0.0178426+0.0328441j -0.0213705+0.0103928j 0.00267335-0.000632411j -0.00970545+0.00499188j -0.0099075-0.00034029j -0.00232935+0.0103477j 0.00308758-0.0080604j -0.0157014+0.0264598j -0.00477178+0.00796922j 0.0033353-0.00848357j -0.000303512-0.0108773j 0.00175539+0.00337099j -0.00960676+0.0156858j -0.0019788-0.000952512j -0.00178957+0.00567871j 0.00605702-0.0172568j -0.00329464+0.0164847j 0.00100616-0.00269674j 0.00495311-0.00843761j -0.00212203-0.000645013j 0.000738555-0.00785877j 0.00121809-0.00976977j 0.00338302+0.00974038j -0.00511219+0.00597912j 0.00288374-0.00745721j -0.00205745-0.00158549j 
0.00363525-0.0117583j 0.0203317-0.00632772j -0.0114853-0.000120983j 0.0146765-0.0208291j -0.000443529+0.0170827j -0.00442773-0.0111472j -0.00522989+0.00203809j 0.0250962+0.034659j 0.00982268+0.013771j 0.0129951-0.0135622j 0.00586991+0.000848212j 0.0157419+0.0264133j -0.000122374-0.00948202j -0.000510395-0.0102253j -0.00165362-0.00403911j -0.00705186-0.00570195j 0.00893886+0.00186766j -0.00833782-0.00261179j -0.00909613-0.00211318j 0.00939428+0.00806552j -0.0132142-3.35097e-05j 0.00428416-0.00364575j -0.00625715+0.0100913j -4.91014e-05-0.0107405j 0.00828024+0.00350822j -0.0134922-0.0119845j -0.00803525+0.00408326j 0.000149792-0.0111131j 0.0182731+0.0070927j -0.00890691+0.00754148j 0.00192029-0.0117963j 0.00598124+0.00419976j -0.0152788-0.0254355j -0.0060415+0.0284755j -0.0146404-0.025632j 0.0267542-0.0205631j 0.0299017+0.0220711j -0.00933071+0.0736829j 0.00689945+0.0390485j 0.0454358-0.0250409j 0.0184021-0.0183129j -0.030675+0.0465966j 0.00932363-0.0176394j -0.00438775-0.000747826j -0.000586537+0.0208316j -0.0251713+0.00382929j 0.010792-0.017059j 0.00256095-0.00115661j 0.00719754+0.00195188j -0.00944278+0.0232404j 0.0165088-0.0077004j 0.0101322-0.0151407j 0.0072647-0.00711292j 0.00348366-0.00710211j -0.00436118+0.00350038j -0.00533611+0.00231929j 0.00484376+0.00092684j 0.00454848-0.0139892j 0.00690999-0.0033091j -0.00163829+0.00643308j -0.0117459+0.0218537j 0.00625634-0.00591164j -0.00571874+0.0121791j 0.00887262-0.00890876j -0.00331778+0.00721233j 0.00676309-0.0174236j 8.12625e-05+0.00671446j 0.00458641-0.00500518j -0.00369998+0.00635615j 0.000376476-0.00326011j -0.000375896-0.00214664j -0.00142879+0.000397176j 
-0.0211649+0.0113797j 0.00356424-0.0102166j 0.0181234-0.00408879j 0.02378-0.00814047j -0.012128-0.024805j 0.00543209-0.00564868j -0.00178037+0.00895162j -0.00576654+0.00355844j 0.0146523+0.0165978j -0.0193061-0.0147084j -0.0201031-0.0205009j 0.00793758-0.00211544j -0.0159697-0.0134816j -0.00674023-0.0180415j -0.000930522+0.00203937j 0.00173829+0.00662142j 0.00114171+0.00358812j 0.00320705+0.00892661j 0.000344257-0.00363196j 0.00523485+0.00667641j 0.0127072+0.0108919j -0.0110515-0.00570777j 0.0143091+0.00949827j -0.0259424-0.00701126j 0.00917568+0.00158546j -0.0162569-0.0175738j 0.00380909-0.00274085j -0.0165636+0.00596093j 0.0049588+0.00209122j 0.0181907-0.00638997j -0.0174714-0.00867423j 0.00937686+0.0265043j -0.00711131-0.0312293j 0.0400377+0.0119625j -0.0201833+0.0441458j 0.00740295-0.0253729j 0.00307013+0.0203109j -0.0138952-0.000451182j 0.0125812+0.04719j 0.00343352-0.0305199j -0.0109317-0.0188447j 0.0119755-0.0141889j -0.0049101-0.00554489j -0.00479942+0.00159172j -0.00750012+0.0155948j 0.00223603-0.00465346j -0.00416486+0.00774566j -0.011006+0.0139246j 0.00562235-0.00395256j 0.000366797+0.0261921j -0.00685306+0.000406083j -0.00284189-0.0104867j 0.000514154-0.00321156j -0.00190309+0.0027789j 0.000577902+0.0113124j -0.000612728+0.0146859j -0.00433913+0.00831311j 0.000383928-0.0197635j 0.00172444+0.000507094j 0.00187335+0.00255739j 0.00472246-0.00107857j 0.00251614+0.000586076j 0.00478545-0.005974j -0.00182125-0.00388924j 0.00359072-0.00356053j -0.00472508-0.00159726j 0.000609172+0.00383914j -0.00110954+0.0106248j 0.00272213-0.0126979j -0.00231655+0.0157904j -0.000920528+0.00117902j -0.00105245-0.00344881j 
-0.00376501+0.001139j -0.00692516-0.01179j -0.00743401-0.0440572j -0.00687975-0.0242361j 0.00334406+0.0033157j 0.0169861-0.000208918j 0.0116217+0.0315665j 0.0325602+0.0162362j 0.0088167+0.00312972j 0.00176889+0.00656416j -0.00951891-0.0201569j 0.0056828+0.000813638j -0.00980277+0.00466538j -0.0170793-0.00725485j -0.00814917+0.00483235j 0.0160823+0.00389211j 0.0157128+0.0127433j -0.0150119-0.00277917j -0.0159901-0.0125713j 0.00409342-0.00427754j -0.00871889-0.013922j 0.00275863+0.0129492j 0.000387811+0.00468022j 0.000484838-0.0100712j 0.000638164+0.00164502j 0.00519884-0.00733028j -0.00345117-0.00646695j 0.0134656-0.0114336j -0.0278112-0.0104217j 0.0181443+0.031109j -0.00267139-0.0432305j -0.0155716-0.0154885j 0.0299304+0.020599j -0.0313761+0.0810575j 0.0354299+0.0001141j -0.00353545+0.0079014j -0.0291969+0.0317061j 0.00574038+0.022479j 0.00300805+0.00738215j -0.0157643+0.00185645j -0.0173087-0.00578607j 0.00923052-0.0129453j -0.00302548-0.00789548j -0.00447175+0.00625324j 0.00820253+0.0130102j 0.00979776-0.0102517j -0.00320482+0.0106477j -7.52159e-05+0.00752262j -0.000285093+0.00720142j 0.00026735-0.00127965j -0.00671648+0.0150229j -0.00211399+0.00926988j -0.00222602+0.00132255j -0.00505886+0.0112449j 0.00313896-0.00323843j 0.00599995-0.011767j -0.000407338+0.00245144j -0.00410886-0.0055463j -0.0034623+0.00649997j 0.00336425-0.00220051j 0.00448948-0.00860599j 0.0029445+0.00853881j 0.000161293-0.0017655j -0.000244287+0.00915658j 0.00441851-0.0083677j -0.00113829+0.00191265j -0.000498819-0.0016594j 0.00286995+0.00696088j -0.000831693-0.0113062j 0.00324931-0.00117357j -0.00129164-0.00978346j -0.00254489-0.0015207j 
0.000462814-0.051989j -0.0120385-0.00236919j 0.00187928+0.023868j -0.0283069-0.0351187j 0.0104807+0.0429904j 0.018115-0.00109919j -0.020123-0.0206286j -0.0161875+0.0287157j -0.0215172-0.00713098j -0.0223631-0.00753073j 0.00671624+0.0204464j 0.00705869+0.00566857j -0.0164733-0.00861538j -0.00690789-0.00875222j -0.0143532-0.0119378j 0.00134358-0.00644925j -0.0130091+0.0022575j -0.00665748-0.000568058j 0.0162745+0.00587638j -0.00654708+0.000611996j 0.0132128+0.000363197j -0.00783739-0.00648627j 0.0149075-0.008048j -0.00752305+0.0112958j -0.00318578+0.00347233j 0.0118788-0.00569282j 0.0121914-0.00667478j 0.00460799+0.00291312j -0.00774005+0.0282295j -0.00654149-0.00711284j -0.0150599-0.0217496j 0.00693317+0.0188941j 0.0296185-0.0353266j 0.0233773+0.0145196j 0.0304718-0.0605217j -0.00431085-0.0169656j -0.00699223-0.0235441j -0.0440581+0.0289861j 0.0057702-0.0166711j -0.00463759-0.00914807j -0.00642889+0.00198978j -0.00451209+0.0161638j -0.00218106+0.00644693j 0.000889912-8.08372e-06j -0.0185374+0.0277043j 0.00725637+0.0076689j 0.0054757-0.0130705j -0.00786876+0.00849187j 0.00185389-0.0058441j 0.00403361-0.0061883j -0.0107802+0.00611049j -0.00335343-0.00254986j -0.00077995-0.00345386j 0.000384134-0.00113733j 0.00493168-0.00526498j 0.000874637+0.00462333j -0.0101878+0.0117831j 0.000491095+0.000242596j -0.00347529+0.00343789j -0.00413375+0.00860163j 0.000388145+0.00208894j -0.000876312+0.00237397j 0.00516968-0.0110411j -0.00583055+0.00297044j 0.00261251-0.00615091j -0.00400967+0.00746664j 0.0021214-0.00398835j 0.0011641-0.00497168j 1.61374e-06+0.00235814j -0.00384627+0.00966212j 0.00432655-0.00418859j 0.00109344-0.00917853j 
-0.0226885-0.00316145j -0.00223766+0.0666629j 0.0161422+0.00188595j -0.00456738-0.00449962j 0.00102937+0.01801j 0.0154913+0.0478491j 0.0379591+0.0171691j -0.0205926-0.00660399j 0.00821683-0.0107421j 0.00918951-0.00414948j -0.0283224-0.0118744j -0.00427053-0.00100487j 0.00199075-0.0132415j -0.00411999-0.00962926j 0.000332876-0.00944435j -0.00178168+0.00841961j 0.00273532-0.00507985j -0.00953169-0.0142703j -0.000672048+0.00411113j -0.0109273-0.00968589j 0.000499807+0.00329932j -0.00507387-0.0053797j 0.0101448+0.00657915j -0.0340955-0.0174184j 0.00995895+0.00655236j -0.00326975+0.00496509j 0.00778321-0.00514303j -0.0223734+0.00383433j -0.0276087-0.00742405j 0.00323565-0.00977019j 0.0268615-0.00533093j 0.0117443+0.00569899j -0.0150164+0.00628198j -0.00508708+0.00924841j 0.0191421-0.0127767j -0.013723+0.060628j 0.026133-0.0237412j -0.00374173-0.0133755j 0.0104887+0.00496025j 0.0139044-0.00867629j 0.0136869-0.025112j -0.00319509-0.00923026j -0.00029407-0.0085461j -0.000716784+0.00454223j -0.00975226+0.0134859j -0.016217+0.0179087j 0.00482072-0.00306628j -0.000132774+0.00230235j 0.00610865-0.00851042j 0.00562599-0.00836996j 0.0100592-0.0155736j 0.00295159-0.00046303j 0.00107602-0.000617756j 0.0030641-0.00303333j -0.000219266+0.00399781j -0.00637467+0.0142622j 0.000753002-0.00132561j -0.00120544-0.00484591j 0.00730905-0.014419j -0.000421006+0.00109536j -0.000348704+0.00253203j -0.000710703+0.00464271j 0.00284363-0.001324j -0.00019043+0.000342152j -0.00345979+0.0102633j -0.000145217-0.0055797j 0.00362743-0.0112318j -0.0013681+0.00943523j -0.00295797+0.00311986j 0.00308933-0.00626034j -0.00166238+0.00425259j 0.00302903-0.00750709j 
0.000286426+0.0423019j 0.0200938+0.00185892j 0.00686971+0.0339637j -0.0173946-0.0452413j -0.0110115+0.0261389j -0.0402172-0.0114991j -0.013147+0.0222056j -0.00825024-0.00555465j 0.0038904+0.0110133j -0.000176717+0.00628338j 0.000501477-0.0131731j -0.00535646-0.00808289j 0.0101629+0.00546014j 0.00797806-0.000569979j 0.0112067+0.009513j -0.0147355-0.00997224j 0.00363729+0.00506093j 0.0135765+0.011582j -0.00117023-0.00332096j 0.0015384+0.00179722j -0.00654111-0.0025197j 0.00384743+0.00126526j -0.0104305-0.00598279j 7.9833e-05-0.000810304j 0.00785821+0.00560151j -0.0151294-0.0181189j -0.00851395-0.00871098j -0.0226425-0.00842668j 0.009254+0.0164508j 0.0319375-0.00238987j 0.004255-0.00709012j -0.0281047+0.0175716j 0.0314653-0.0331261j -0.0108086+0.0233719j 0.0388078-0.0185629j -0.0453999+0.0148705j -0.0171615+0.0334604j -0.0112417-0.00207928j -0.019135+0.0287287j -0.0127423+0.00884468j -0.000894617-0.00323071j 0.0131532-0.0147056j 0.0022904-0.00204723j -0.000859313+0.00191753j -0.0120696+0.00654273j 0.0065897-0.0112185j -0.00418835+0.00333078j -0.00611084+0.000319465j 0.000554073+0.000410503j -0.0028067+0.010675j -0.00147659+0.00125804j -0.00337168-0.00467785j -0.00094102+0.0038789j 0.00208573-0.000450517j -0.00312071+0.00358139j -0.00470941+0.00803514j -0.0028319+0.00447584j 0.0050907-0.00721199j 0.00193782-0.000642921j -4.6871e-05-0.00171263j 0.000969308-0.00478362j -0.00176495+0.00310112j -0.000214415-0.000682893j -0.00284975-0.00107694j -0.00273522+0.0027793j -0.00103709-0.00282542j -0.000591498+0.00925864j -0.00607516+0.00858901j 0.00517027-0.00638275j -0.0014795+0.00272308j 3.37561e-05+0.00731687j -0.000519588-0.00113976j 
-0.00940623-0.0610044j -0.0191061+0.0134851j 0.0150059+0.0491669j 0.0583978+6.49422e-05j -0.00236137+0.0373693j 0.0137225+0.00960605j 0.00678583+0.00216511j 0.0198533+0.0115056j 0.0052801+0.0113967j 0.010271+0.00953091j 0.000761844+0.0159562j -0.00703769-0.00319984j 0.00376532-0.00106215j 0.0012565+0.00132734j 0.00204374+0.0004889j -0.000856279+0.00682392j 0.0102116-0.00278516j -0.00326597+0.00544052j -0.00996326-0.00239285j -0.000575831+0.0110591j -0.0123564+0.00435482j 0.000879345-0.0016883j -0.0166273-0.0113781j -0.000354753+0.0273433j 0.01102-0.0077204j -0.00269783+0.00223068j -0.0163926-0.0100278j -0.0163059+0.0308647j 0.00584362+0.0234952j 0.0257416-0.027505j -0.000719525-0.00280132j -0.0291978+0.0145663j 0.0203377-0.0182452j -0.0147923-0.00798481j 0.0279988-0.0346664j -0.00542176+0.00341865j -0.00503461+0.00287241j 0.00363337+0.00378866j -0.00171781-0.00250653j -0.00737602+0.0110434j -0.00831414+0.0195904j -0.00125892+0.00267288j -0.0020035+0.00693746j -0.00302613+0.00118017j 3.74857e-05-0.00229724j 0.00257382-0.00275481j 0.00487157-0.00386064j 0.000148776+0.000517406j 0.00312145-0.00347626j -0.00116532+0.00118947j -0.000269684+0.000594613j 0.00448599-0.000977597j -0.00128355+0.00130761j 0.000421382-0.00527417j 0.00138501-0.00118975j -0.000810787-0.000510214j -5.5686e-05+0.000455377j -0.00237804+0.0060083j 0.00166448-0.00160121j 0.000386453-0.000658898j -0.00233672+0.00363945j 0.00403948-0.0104318j -0.000876806+0.00106708j 0.00511297-0.0029375j 5.73058e-05+0.00199768j 0.00279675+0.00201519j -0.00258395+0.00171423j 0.00499829-0.00817371j -0.0033104+0.00221169j 0.00207065-0.00438392j -0.00339951+0.00269295j -0.000424969+0.0106363j 
-0.0188625+0.0166094j 0.0117059+0.0636514j -0.0544157+0.0154022j 0.00381366+0.0383063j -0.0234377-0.00226767j 0.0069271+0.0267003j -0.0067708+0.00973072j 0.0053508+0.00229052j -0.00202655+0.00430516j -0.0109531+0.0138697j -0.00115914+0.00302131j 0.0002556+0.00692753j -0.0116179+0.00136763j -0.00374079-0.00145463j 0.00251375-0.00953997j 0.0105321+0.0156487j -0.00221696+0.00067799j 0.00273741-0.0183761j -0.00456201-0.00412399j 0.00499596+0.000642444j -0.00231016+0.00220094j 0.00731886-0.000987354j -0.00513995+0.00946502j 0.0136976-0.00133674j -0.00250531-0.00898303j -0.00446077+0.0217911j -0.0187407+0.0141276j 0.017545+0.0230919j 0.0179123-0.0341271j 0.0020598-0.0140283j -0.0328578+0.0164644j -0.00622773+0.00276974j 0.0247412+0.00173465j 0.0240177-0.0234332j 0.0101642+0.00575238j -0.025269+0.0296643j -0.00631891-0.00692986j -0.015387+0.0187611j -0.0020515+0.001096j -0.012937+0.0109062j -0.00612591+0.0019624j 0.00723803-0.00478036j -0.00123891-0.00275179j 0.00184791-0.00337018j -0.00861087+0.0122916j 0.00771136-0.00803246j -0.000354037+0.00183306j -0.00505209+0.0100815j 0.00192236-0.00111832j 0.00507758-0.00937431j -0.00784345+0.00965146j -0.00619628+0.0115802j -0.0027484+0.000893188j 0.00238122-0.00246841j 0.00207809-0.00143852j -0.00319749+0.00241056j -0.00753871+0.00810104j -0.000945811-0.0017923j 0.000383482-0.000971523j -0.000894278+0.00273224j 0.00220166-0.000571871j 0.00174649+0.00157324j 0.00253881-0.00133086j -0.00615969+0.0119102j -0.00347876+0.00561603j -0.00362868+0.00541469j 0.00190328-0.00746333j -0.000229202+0.00428214j 0.00053835-0.00415339j 0.00175002+0.000311906j 0.000388821-0.0102929j -0.00305987+0.00241261j 
0.0235869+0.0793844j -0.065137+0.0272213j 0.00649288+0.0187977j 0.00998629-0.00852139j -0.000265478+0.00223531j -0.00438178-0.00277311j 0.000522014+0.00918918j 0.00509994-0.0118477j 0.00139671-0.00126709j -0.00051089+0.00808849j 0.000163142-0.00611718j -0.00438272+0.0030864j -0.000745883+0.00840662j 0.000281176+0.000689981j 0.00358967-0.00398469j -0.00116973-0.00500721j 0.000102083+0.00222439j 0.00542714-0.00635509j -0.0019052+0.00301408j 0.00310131-0.00566933j -0.00197133+0.00193848j 0.00115196-0.00302103j -0.00921067+0.0102983j 0.0098181-0.0137631j 0.00188012-0.00115945j -0.00541342+0.0050049j -0.0141162+0.0170268j 0.00688614-0.00573888j 0.0170868-0.019761j -0.000455877-0.00753j -0.0049388+0.0107386j -0.00861284+0.0127211j 0.0172095-0.0139342j -0.00454134+0.0121376j 0.00287616-0.000303002j -0.005532+0.00222424j -0.0048605+0.003649j 0.0100029-0.0119772j -0.00163258-0.000390487j -0.00551351+0.00383593j 0.00151799-0.00343095j 0.0008601-0.00086499j 0.00352096-0.00342414j -0.0036648+0.00391555j 0.00127303-0.00259478j 0.00221827-0.00109626j 0.00392382-0.00419114j 0.00152996-0.00393627j 0.00137501-0.0008918j 0.00322909-0.00314598j 0.000362097+0.000231153j 0.00233782-0.00329851j -0.000790103+0.00218516j 0.000101336+0.00080487j 0.000274349-0.00144722j -0.00301336+0.0030434j 0.000579229+0.000167344j 0.00148191-0.000494451j 0.00415392-0.00404807j 0.000269924-0.00140321j -0.00128098-0.00161503j -0.00282753+0.00355606j -0.00182381+0.000375888j 0.00275648-0.00277112j -0.00254343+0.00388489j 0.00578135-0.00648564j 0.000669618+0.0022171j 0.000252407+0.00131769j -0.00515781+0.00600813j 0.000831035-0.00516926j 0.000681625+0.00635299j 0.00496553-0.00678359j 
