-0.00541272-0j -0.000781258-0j -0.0044373-0j -0.000784411-0j -6.53675e-05-0j -0.00270026-0j -0.00272824-0j -0.000450043-0j -0.000275594-0j -0.000454707-0j -5.62554e-05-0j -0.00027845-0j -5.68383e-05-0j -3.31488e-06-0j -3.34923e-06-0j -0.00195964-0j -0.00242493-0j -0.00141454-0j -0.000316235-0j -0.000258205-0j -0.000391321-0j -3.72687e-05-0j -0.000228271-0j -3.22756e-05-0j -0.000319512-0j -3.80372e-06-0j -4.61176e-05-0j -0.000186382-0j -3.9939e-05-0j -1.73615e-07-0j -2.6902e-05-0j -2.32978e-05-0j -4.70686e-06-0j -2.14838e-07-0j -2.74567e-06-0j -1.25322e-07-0j -0.00153953-0j -0.00179611-0j -0.00109989-0j -0.00024342-0j -0.0015716-0j -0.000648252-0j -0.000192441-0j -0.000283991-0j -0.000128294-0j -2.77764e-05-0j -0.000173908-0j -0.000248492-0j -0.000224514-0j -3.20735e-05-0j -0.000102498-0j -0.000149676-0j -1.13397e-05-0j -0.000137486-0j -3.24058e-05-0j -2.67279e-06-0j -9.16576e-05-0j -1.98444e-05-0j -0.00019645-0j -2.83492e-06-0j -0.000130967-0j -3.7419e-05-0j -2.83551e-05-0j -8.10315e-05-0j -2.36243e-07-0j -2.29144e-05-0j -1.32296e-05-0j -5.4021e-05-0j -3.11825e-06-0j -1.16959e-05-0j -8.80427e-09-0j -8.10146e-06-0j -1.90953e-06-0j -3.30741e-06-0j -3.27417e-05-0j -2.02537e-06-0j -1.15759e-05-0j -2.75617e-07-0j -1.35052e-05-0j -2.72847e-06-0j -2.89398e-06-0j -1.6878e-07-0j -4.77483e-06-0j -1.02717e-08-0j -1.12544e-06-0j -2.41165e-07-0j -6.29008e-09-0j -1.19371e-06-0j -8.98769e-09-0j -9.94755e-08-0j -3.70723e-09-0j 
-7.32514e-07-0j -0.00291942-0j 8.75181e-05-0j 2.04042e-05-0j 0.0231888-0j -3.65431e-07-0j -3.69218e-07-0j -0.00170612-0j -3.72967e-08-0j -0.0017238-0j -0.000210216-0j -3.76832e-08-0j -0.000212394-0j -0.0538299-0j -0.0543877-0j -2.65202e-07-0j -3.2817e-07-0j -1.91433e-07-0j 8.22597e-06-0j 5.09265e-06-0j 1.01791e-05-0j 0.0202967-0j 5.93782e-06-0j 8.39559e-07-0j 6.30183e-06-0j 0.00134935-0j 0.0251158-0j 3.67607e-06-0j 1.0389e-06-0j -0.014719-0j 0.0146509-0j 6.06026e-07-0j 0.00166974-0j -0.0182138-0j 0.000974014-0j -0.0106247-0j -2.08347e-07-0j -2.43072e-07-0j -1.4885e-07-0j 6.3319e-06-0j -2.12688e-07-0j -8.77292e-08-0j -2.60434e-08-0j 7.38721e-06-0j 5.07812e-06-0j -0.000103795-0j 4.52373e-06-0j 6.46381e-06-0j -3.0384e-08-0j -0.000121591-0j 2.66619e-06-0j 5.92447e-06-0j -1.53462e-09-0j -1.86063e-08-0j -0.000121095-0j -0.138185-0j 3.62798e-06-0j -7.4155e-05-0j -2.6586e-08-0j -1.05936e-05-0j 5.18391e-06-0j -0.000141856-0j -0.000105958-0j -1.09661e-08-0j -0.00383633-0j -8.68688e-05-0j -1.79039e-09-0j 2.13825e-06-0j -0.161216-0j -4.37053e-05-0j -0.00227099-0j -1.09639e-09-0j -0.098724-0j -1.23592e-05-0j -0.000124124-0j -7.56841e-06-0j -1.56659e-09-0j -0.00447571-0j -5.11986e-05-0j -0.141064-0j -1.08143e-05-0j -0.0027408-0j -6.46186e-10-0j -0.00264949-0j -0.0581858-0j -0.00391625-0j -0.00162247-0j -4.46066e-06-0j -0.0023183-0j -0.00161537-0j -0.00095625-0j 
0.000173532-0j -0.00177533-0j -7.35469e-07-0j -0.00361903-0j 0.00687573-0j -4.4756e-07-0j -4.52198e-07-0j 1.07345e-05-0j -0.000845665-0j 1.08458e-05-0j 0.0247267-0j -0.000854429-0j 0.024983-0j 0.00144022-0j 0.00145515-0j -3.24804e-07-0j -4.01925e-07-0j -2.34456e-07-0j 7.54293e-06-0j 8.27808e-06-0j 9.3339e-06-0j -8.46891e-05-0j 5.44477e-06-0j 0.0142524-0j 1.02436e-05-0j -0.0773899-0j -0.000104797-0j 5.97544e-06-0j 0.0176364-0j 0.000190571-0j -6.11318e-05-0j 0.0102879-0j -0.0957651-0j 0.00023582-0j -0.055863-0j 0.000137561-0j -2.55172e-07-0j -2.97701e-07-0j -1.82304e-07-0j 5.80613e-06-0j -2.60488e-07-0j -1.07446e-07-0j 6.16968e-06-0j 6.77382e-06-0j -2.12643e-08-0j -6.3119e-05-0j 4.1481e-06-0j 5.92709e-06-0j 7.19796e-06-0j -0.000147977-0j 2.4448e-06-0j -2.48084e-08-0j -0.000105481-0j 4.40783e-06-0j -7.36388e-05-0j 0.000281139-0j -1.5192e-08-0j -4.50944e-05-0j 6.29821e-06-0j -0.119263-0j -2.17073e-08-0j -0.00017264-0j -6.44339e-05-0j 2.59788e-06-0j -0.0198537-0j -0.00010572-0j -0.000123061-0j -8.95382e-09-0j 0.000327996-0j -2.65776e-05-0j 1.94295e-05-0j -7.5359e-05-0j 0.000200856-0j -0.139141-0j -0.00015106-0j -0.0852059-0j -0.000107678-0j -0.0231626-0j -6.23091e-05-0j 0.000286996-0j -0.121748-0j -0.0141842-0j -4.4415e-05-0j 2.26678e-05-0j 0.00011838-0j -0.0202673-0j 1.38811e-05-0j -0.0502185-0j 1.98343e-05-0j -0.00835984-0j 8.18124e-06-0j 
-5.57178e-06-0j 0.000386007-0j 4.74743e-08-0j 0.000194205-0j -0.00463154-0j 2.88899e-08-0j 2.91893e-08-0j -1.15806e-06-0j -5.70334e-07-0j -1.17006e-06-0j -0.00267426-0j -5.76244e-07-0j -0.00270197-0j 0.0222176-0j 0.0224479-0j 2.0966e-08-0j 2.59441e-08-0j 1.51341e-08-0j -8.13746e-07-0j -2.65793e-07-0j -1.00696e-06-0j 1.84139e-05-0j -5.87393e-07-0j 1.60647e-05-0j -3.28902e-07-0j 0.0259305-0j 2.2786e-05-0j -1.91859e-07-0j 1.9879e-05-0j -0.0526663-0j 1.32918e-05-0j 1.15961e-05-0j 0.0320873-0j -0.0651712-0j 0.0187176-0j -0.0380165-0j 1.64713e-08-0j 1.92165e-08-0j 1.17677e-08-0j -6.26377e-07-0j 1.68144e-08-0j 6.9356e-09-0j -1.98096e-07-0j -7.30773e-07-0j 1.37261e-09-0j 1.37239e-05-0j -4.47505e-07-0j -6.39426e-07-0j -2.31112e-07-0j 7.94077e-06-0j -2.6375e-07-0j 1.60137e-09-0j -3.52614e-08-0j -1.41527e-07-0j 1.60112e-05-0j -0.000189377-0j 9.80638e-10-0j 9.80482e-06-0j -2.02223e-07-0j -0.000270932-0j 1.4012e-09-0j 9.26423e-06-0j 1.40098e-05-0j -8.34127e-08-0j -0.152345-0j 5.67316e-06-0j -4.11383e-08-0j 5.77967e-10-0j -0.00022094-0j 5.77875e-06-0j -0.0169224-0j -2.5192e-08-0j -0.000135298-0j -0.000316088-0j 8.1062e-06-0j -0.000193563-0j -3.5996e-08-0j -0.177736-0j 3.34364e-06-0j -0.000193323-0j -0.000276577-0j -0.10884-0j -1.48476e-08-0j -0.0197428-0j -7.97416e-05-0j -0.155519-0j -0.0120899-0j -0.000114082-0j -0.0172749-0j -0.0641482-0j -0.00712554-0j 
-1.824e-09-0j -2.56207e-05-0j -1.4953e-09-0j 8.91118e-08-0j 0.000514863-0j -9.09945e-10-0j -9.19375e-10-0j 5.11265e-08-0j -9.28709e-11-0j 5.16563e-08-0j -1.84485e-06-0j -9.38333e-11-0j -1.86397e-06-0j -0.00500275-0j -0.00505459-0j -6.60368e-10-0j -8.17164e-10-0j -4.76679e-10-0j 3.59254e-08-0j -8.70111e-11-0j 4.44555e-08-0j -1.22219e-06-0j 2.59323e-08-0j 3.66662e-09-0j -1.07671e-10-0j 2.99597e-05-0j -1.51239e-06-0j -6.28079e-11-0j 4.53722e-09-0j 0.0374419-0j -8.82227e-07-0j 2.64671e-09-0j 3.70733e-05-0j 0.046332-0j 2.16261e-05-0j 0.027027-0j -5.18797e-10-0j -6.05263e-10-0j -3.70646e-10-0j 2.76534e-08-0j -5.29605e-10-0j -2.18451e-10-0j -6.48496e-11-0j 3.22623e-08-0j -4.32331e-11-0j -9.10905e-07-0j 1.97566e-08-0j 2.82295e-08-0j -7.56578e-11-0j 3.64366e-09-0j 1.16441e-08-0j -5.04386e-11-0j -3.8213e-12-0j -4.63308e-11-0j -1.06272e-06-0j 2.1052e-05-0j -3.08872e-11-0j -6.50782e-07-0j -6.62006e-11-0j -9.29688e-08-0j -4.41337e-11-0j 4.25093e-09-0j -9.29882e-07-0j -2.73064e-11-0j -0.000356534-0j 2.60316e-09-0j -4.45818e-12-0j -1.82042e-11-0j 2.45607e-05-0j -3.83557e-07-0j -0.17832-0j -2.73007e-12-0j 1.50403e-05-0j -1.08464e-07-0j 3.71957e-09-0j -6.64201e-08-0j -3.90091e-12-0j -0.000415956-0j 1.53424e-09-0j 2.14906e-05-0j -9.49057e-08-0j -0.00025472-0j -1.60904e-12-0j -0.208039-0j 8.86443e-06-0j -0.000363961-0j -0.127398-0j -3.91466e-08-0j -0.182035-0j -0.000150126-0j -0.0750854-0j 
0.00508356-0j 0.000733749-0j 5.93189e-05-0j 1.04862e-05-0j 8.73849e-07-0j 0.00253605-0j -0.00248939-0j 0.000422675-0j 0.000258835-0j -0.000414898-0j 5.28344e-05-0j -0.000254072-0j -5.18623e-05-0j 3.1133e-06-0j -3.05601e-06-0j 0.00184047-0j 3.2417e-05-0j -0.00260031-0j 0.000297004-0j 0.000242503-0j 5.23128e-06-0j 3.50023e-05-0j -0.000419624-0j 3.03129e-05-0j 4.27132e-06-0j 3.57241e-06-0j 6.16512e-07-0j -0.000342621-0j 5.33915e-07-0j 1.63057e-07-0j -4.94531e-05-0j -4.28277e-05-0j 6.29225e-08-0j 2.87201e-09-0j -5.04729e-06-0j -2.30376e-07-0j 0.00144591-0j 2.40109e-05-0j 0.001033-0j 0.000228618-0j -0.00143401-0j -0.00179183-0j 0.000180738-0j 3.79646e-06-0j 0.000120492-0j 2.60873e-05-0j 0.000163332-0j -0.000226737-0j 3.00136e-06-0j 3.0123e-05-0j -0.000283313-0j 2.00091e-06-0j 1.06501e-05-0j 0.000129126-0j 4.33209e-07-0j 2.51025e-06-0j 8.60837e-05-0j 1.86377e-05-0j -0.000179251-0j 2.66252e-06-0j -0.000119501-0j 5.00227e-07-0j -2.58727e-05-0j -0.000223978-0j 2.21877e-07-0j 2.15209e-05-0j 1.76857e-07-0j -0.000149319-0j 4.16856e-08-0j -3.23285e-05-0j 8.26887e-09-0j 7.6088e-06-0j 1.79341e-06-0j 4.42142e-08-0j -2.98752e-05-0j 1.9022e-06-0j -1.05625e-05-0j 3.68452e-09-0j -3.73297e-05-0j -2.4896e-06-0j -2.64062e-06-0j 1.58517e-07-0j -1.31981e-05-0j 1.37314e-10-0j -3.11081e-06-0j -2.20052e-07-0j 5.90757e-09-0j -3.29951e-06-0j -8.20084e-09-0j -2.7496e-07-0j -1.02471e-08-0j 
-0.000784411-0j 0.0108244-0j -9.1531e-06-0j 7.65381e-05-0j 1.94042e-05-0j -0.000391321-0j 0.000384121-0j 0.00308508-0j -3.9939e-05-0j -0.00302832-0j 0.000779423-0j 3.92042e-05-0j -0.000765082-0j 9.23362e-05-0j -9.06373e-05-0j -0.000283991-0j -5.00206e-06-0j 0.000401237-0j 0.00216782-0j -3.7419e-05-0j 3.81828e-05-0j 0.000516361-0j -0.00306281-0j 0.000221252-0j -6.59079e-07-0j 7.93269e-05-0j 9.0949e-06-0j 5.28676e-05-0j 3.89701e-06-0j 6.05137e-06-0j -0.000729541-0j -0.000312596-0j 1.39722e-06-0j 1.06586e-07-0j -0.000112077-0j -8.5497e-06-0j -0.000223108-0j -3.70496e-06-0j -0.000159396-0j 0.00166867-0j 0.000221272-0j 0.000276485-0j -2.78885e-05-0j 2.77101e-05-0j -1.85923e-05-0j 0.000384845-0j 0.00119215-0j -0.00165494-0j -4.6312e-07-0j 0.000219866-0j -0.00206788-0j -3.08747e-07-0j -1.64335e-06-0j -1.99245e-05-0j 6.39078e-06-0j 5.57412e-05-0j -1.3283e-05-0j 0.000274946-0j 2.76591e-05-0j 3.92781e-05-0j 1.84394e-05-0j 3.65113e-06-0j -0.000381678-0j 3.45606e-05-0j 6.58058e-06-0j 0.00015708-0j -2.72896e-08-0j 2.30404e-05-0j 9.25646e-07-0j -0.000476916-0j 3.68503e-07-0j -1.17406e-06-0j 3.98235e-05-0j 6.52257e-07-0j -0.000218057-0j 2.80616e-05-0j 1.62983e-06-0j 1.09278e-07-0j -0.000272468-0j -5.52826e-05-0j -3.89549e-05-0j 4.70139e-06-0j 2.0365e-06-0j 6.11942e-09-0j -6.90769e-05-0j -6.52644e-06-0j 2.63272e-07-0j -4.86751e-05-0j -3.65472e-07-0j -8.15494e-06-0j -4.56665e-07-0j 
0.0576421-0j -8.64731e-05-0j -6.9908e-06-0j 0.000118902-0j -1.02984e-07-0j -0.000298876-0j 0.000293377-0j -4.98127e-05-0j 0.00590032-0j 4.88962e-05-0j 0.000599085-0j -0.00579175-0j -0.000588062-0j -3.66906e-07-0j 3.60155e-07-0j -0.000216901-0j -3.82039e-06-0j 0.00030645-0j -3.50023e-05-0j 0.00274973-0j -6.16512e-07-0j -4.12506e-06-0j 4.94531e-05-0j 0.000691004-0j 4.84322e-05-0j 4.05073e-05-0j -7.26566e-08-0j -0.00388496-0j 1.2171e-05-0j -1.92165e-08-0j 5.82811e-06-0j -0.000976287-0j 7.13474e-07-0j -3.38469e-10-0j -5.72308e-05-0j 2.71501e-08-0j 0.0507907-0j 0.000843437-0j 0.0362866-0j -2.69429e-05-0j -0.0503728-0j -0.062942-0j 0.00204938-0j -4.47417e-07-0j -1.42001e-05-0j -3.07442e-06-0j -1.92489e-05-0j 2.67212e-05-0j 3.40322e-05-0j 0.000341563-0j 3.33887e-05-0j -2.35809e-07-0j 0.000364792-0j 0.00146415-0j -5.10542e-08-0j -2.95836e-07-0j -1.01451e-05-0j -2.19647e-06-0j -0.00203252-0j 6.06941e-05-0j 1.40833e-05-0j 5.67204e-06-0j 3.04912e-06-0j -0.00253968-0j 2.51585e-06-0j 0.000244024-0j 6.05779e-06-0j 1.75974e-05-0j -4.91269e-09-0j 3.80995e-06-0j -9.74496e-10-0j 0.00026062-0j -2.11355e-07-0j 1.00789e-06-0j -0.000338753-0j 4.3362e-05-0j -0.000361791-0j 4.17785e-08-0j -0.000423279-0j 2.93402e-07-0j -6.01948e-05-0j 1.79741e-06-0j -0.000452066-0j -1.61826e-11-0j 3.66613e-07-0j -2.49515e-06-0j -6.96213e-10-0j -7.52148e-05-0j 9.66478e-10-0j -3.11775e-06-0j 1.20764e-09-0j 
8.64731e-05-0j 0.0558422-0j 1.00903e-06-0j -1.70534e-05-0j 0.000203792-0j 4.31391e-05-0j -4.23454e-05-0j -0.000687386-0j 4.40287e-06-0j 0.000674739-0j 0.00402098-0j -4.32185e-06-0j -0.00394699-0j 0.00146229-0j -0.00143539-0j 3.1307e-05-0j 5.51425e-07-0j -4.42322e-05-0j -0.000483011-0j 4.12506e-06-0j -8.5075e-06-0j 0.00266386-0j 0.000682424-0j -4.92971e-05-0j 7.26566e-08-0j 0.000833128-0j 4.69198e-05-0j -5.82811e-06-0j -8.68293e-07-0j 0.00012809-0j -0.00376365-0j 6.96496e-05-0j 1.46743e-05-0j 2.2561e-06-0j -0.00117709-0j -0.000180972-0j -0.007331-0j -0.00012174-0j -0.00523752-0j -0.000371795-0j 0.00727069-0j 0.00908489-0j 3.07442e-06-0j -6.17408e-06-0j 2.04961e-06-0j 0.00198538-0j -0.000265623-0j 0.000368736-0j 5.10542e-08-0j -4.89883e-05-0j 0.000460745-0j 3.40361e-08-0j 1.81162e-07-0j 2.19647e-06-0j 3.29695e-05-0j 0.00058542-0j 1.46431e-06-0j 0.00141843-0j -3.04912e-06-0j 0.000202632-0j -2.03275e-06-0j -8.13507e-07-0j -0.00196905-0j -3.80995e-06-0j 0.000104214-0j -3.4999e-05-0j 3.0084e-09-0j -2.53997e-06-0j 9.72157e-06-0j -0.00246037-0j 9.76372e-06-0j 1.29428e-07-0j 0.000418245-0j 3.36494e-06-0j 4.85853e-05-0j 0.000144768-0j -1.79671e-07-0j 1.73059e-06-0j 6.07085e-05-0j -0.000580604-0j -0.000200965-0j 7.44542e-05-0j -2.24504e-07-0j 1.62138e-07-0j -0.000725478-0j -0.000103357-0j 6.97554e-06-0j -0.000251111-0j -9.68339e-06-0j -0.000129147-0j -1.20996e-05-0j 
-0.000535854-0j -7.73439e-05-0j 0.000911277-0j -1.10534e-06-0j -9.21118e-08-0j -0.000267323-0j 0.000262405-0j 0.00649329-0j -2.72836e-05-0j -0.00637381-0j -5.56923e-06-0j 2.67816e-05-0j 5.46676e-06-0j -3.2817e-07-0j 3.22132e-07-0j 0.0478526-0j 0.000842849-0j -0.0676086-0j -3.1307e-05-0j 0.00372542-0j -5.51425e-07-0j 0.000537718-0j 4.42322e-05-0j -3.19526e-06-0j 6.56175e-05-0j -3.76565e-07-0j 9.47107e-06-0j -0.00526347-0j -5.62796e-08-0j -1.71878e-08-0j -0.000759716-0j 4.51443e-06-0j -6.63261e-09-0j -3.02736e-10-0j 5.32031e-07-0j 2.42838e-08-0j -0.000152412-0j -2.53097e-06-0j -0.000108888-0j 0.0059441-0j 0.000151158-0j 0.000188875-0j -1.90515e-05-0j 9.87086e-05-0j 0.00371479-0j -2.74984e-06-0j 0.00424667-0j -0.0058952-0j -3.16371e-07-0j 0.000462761-0j -0.00736619-0j 6.16882e-05-0j -1.12262e-06-0j -1.3611e-05-0j -4.56643e-08-0j 3.85634e-05-0j 0.00265397-0j -1.96458e-06-0j 1.88947e-05-0j -2.80655e-07-0j -0.00368422-0j 7.68466e-06-0j 2.72722e-06-0j 2.36094e-05-0j -2.33879e-08-0j 0.000330612-0j -1.86424e-08-0j -0.00460352-0j 6.40389e-07-0j 3.40772e-06-0j -8.71615e-10-0j -8.02038e-07-0j 2.7551e-05-0j -4.66059e-09-0j -0.000458953-0j -2.00509e-07-0j 1.11338e-06-0j -3.88383e-10-0j -0.000573473-0j -3.82461e-05-0j 2.78346e-07-0j -1.67091e-08-0j 1.3912e-06-0j -1.44742e-11-0j -4.77894e-05-0j 2.31955e-08-0j -6.22712e-10-0j 3.47799e-07-0j 8.64444e-10-0j 2.89833e-08-0j 1.08014e-09-0j 
-0.000366874-0j -5.29538e-05-0j -4.28097e-06-0j -7.56776e-07-0j -6.30647e-08-0j 0.0718868-0j -0.0705641-0j -3.0504e-05-0j -1.86798e-05-0j 2.99427e-05-0j -3.81299e-06-0j 1.83361e-05-0j 3.74284e-06-0j -2.24683e-07-0j 2.20549e-07-0j -0.000132824-0j -2.3395e-06-0j 0.000187661-0j 0.00841888-0j -1.75012e-05-0j 0.000148286-0j -2.52607e-06-0j -0.0118946-0j -2.18764e-06-0j -3.08256e-07-0j -2.57816e-07-0j -4.44929e-08-0j 2.47266e-05-0j -3.8532e-08-0j -1.17677e-08-0j 3.56897e-06-0j 3.09082e-06-0j -4.54104e-09-0j -2.07269e-10-0j 3.64257e-07-0j 1.6626e-08-0j -0.000104349-0j -1.73284e-06-0j -7.45507e-05-0j -1.64991e-05-0j 0.000103491-0j 0.000129314-0j 0.0051232-0j -2.73986e-07-0j -8.69577e-06-0j 0.00073947-0j -1.17875e-05-0j 1.63633e-05-0j 8.50765e-05-0j -2.17394e-06-0j 2.04463e-05-0j -1.44403e-07-0j -7.68605e-07-0j 0.00366019-0j 1.22797e-05-0j -1.81162e-07-0j -6.21256e-06-0j 0.000528303-0j -0.00508105-0j -1.92151e-07-0j 8.62423e-06-0j -3.61008e-08-0j -0.000733386-0j -0.00634889-0j -1.60126e-08-0j -1.55314e-06-0j -1.27636e-08-0j 1.07762e-05-0j -3.0084e-09-0j -0.000916383-0j -5.96754e-10-0j -5.49118e-07-0j -1.29428e-07-0j -3.19089e-09-0j 2.15606e-06-0j -1.37279e-07-0j 7.62281e-07-0j -2.65907e-10-0j 2.69404e-06-0j 1.79671e-07-0j 1.9057e-07-0j -1.144e-08-0j 9.52488e-07-0j -9.90978e-12-0j 2.24504e-07-0j 1.58809e-08-0j -4.26342e-10-0j 2.38122e-07-0j 5.91844e-10-0j 1.98435e-08-0j 7.39523e-10-0j 
-0.00911402-0j -0.00130717-0j 1.10534e-06-0j 0.000889292-0j -2.34328e-06-0j 4.72565e-05-0j -4.6387e-05-0j -0.000372559-0j -0.000932922-0j 0.000365704-0j 0.00905607-0j 0.000915757-0j -0.00888944-0j -1.11507e-05-0j 1.09455e-05-0j -0.00845922-0j -0.000148996-0j 0.0119516-0j -0.000261789-0j -0.00043477-0j -4.61101e-06-0j -6.23565e-05-0j 0.000369869-0j 0.00516815-0j -7.6578e-06-0j 0.000921694-0j -1.09831e-06-0j 0.000614266-0j 9.1029e-05-0j -7.30773e-07-0j 8.81005e-05-0j -0.00730183-0j 1.62342e-05-0j -1.28714e-08-0j -0.00130222-0j 1.03247e-06-0j 2.69429e-05-0j 4.47417e-07-0j 1.92489e-05-0j 0.0497045-0j -2.67212e-05-0j -3.33887e-05-0j -0.000324035-0j 0.0008254-0j 2.24524e-06-0j -4.64744e-05-0j 0.0355106-0j -0.0492956-0j -5.38097e-06-0j 0.00255461-0j -0.061596-0j 3.72847e-08-0j -5.76787e-05-0j -0.000231502-0j -7.7176e-07-0j -6.73139e-06-0j 1.60408e-06-0j -3.32029e-05-0j 0.000321369-0j 0.000917482-0j -2.22677e-06-0j 4.24222e-05-0j 4.60921e-05-0j 0.000401558-0j 7.64594e-05-0j 0.0018251-0j -9.57821e-07-0j -2.7824e-06-0j -1.11782e-07-0j 5.75931e-05-0j -4.4501e-08-0j -4.12077e-05-0j -4.80914e-06-0j 1.52358e-05-0j -0.00253359-0j 0.000655481-0j 5.72042e-05-0j 1.26969e-06-0j -0.00316579-0j 6.67601e-06-0j -0.000909934-0j 5.46252e-05-0j 7.1478e-05-0j -7.3899e-10-0j 8.34183e-06-0j -7.58303e-05-0j -3.17931e-08-0j -0.00113698-0j 4.41349e-08-0j -9.47517e-05-0j 5.51476e-08-0j 
-7.89388e-06-0j -0.0156209-0j -9.21118e-08-0j 2.34328e-06-0j 0.000861132-0j -3.93804e-06-0j 3.86558e-06-0j 9.44524e-05-0j -4.01925e-07-0j -9.27145e-05-0j -0.0011248-0j 3.9453e-07-0j 0.00110411-0j 0.0126724-0j -0.0124393-0j 0.000704935-0j 1.24163e-05-0j -0.000995969-0j 6.63696e-05-0j -3.76565e-07-0j 1.169e-06-0j -0.000745172-0j -9.37705e-05-0j 6.77382e-06-0j -6.63261e-09-0j 0.00352042-0j -1.31251e-05-0j 5.32031e-07-0j 1.1931e-07-0j 0.00167682-0j 0.00105282-0j -9.57041e-06-0j 6.20068e-05-0j 2.95346e-05-0j -0.00497383-0j -0.0023691-0j -2.24524e-06-0j -3.72847e-08-0j -1.60408e-06-0j -0.0126013-0j 2.22677e-06-0j 2.7824e-06-0j -2.80655e-07-0j -0.000209258-0j -1.87103e-07-0j -0.000555379-0j -0.00900278-0j 0.0124976-0j -4.66059e-09-0j 6.73139e-06-0j 0.015616-0j -3.10706e-09-0j -1.65377e-08-0j -2.00509e-07-0j -9.22269e-06-0j 0.00247372-0j -1.33673e-07-0j -0.000396782-0j 2.78346e-07-0j -5.66831e-05-0j 1.85564e-07-0j 1.11782e-07-0j 0.000550809-0j 3.47799e-07-0j 0.000903132-0j 4.80914e-06-0j -2.74628e-10-0j 2.31866e-07-0j 4.10789e-05-0j 0.000688249-0j 0.000170959-0j -1.18151e-08-0j 0.00176731-0j -9.41287e-07-0j -6.67601e-06-0j -4.04964e-05-0j 1.64017e-08-0j 1.49975e-05-0j -8.34183e-06-0j -0.00245337-0j 5.62167e-05-0j 0.000645229-0j 2.04943e-08-0j 2.83897e-06-0j -0.00306554-0j -0.000895702-0j 0.000122139-0j 7.02441e-05-0j -0.000169552-0j -0.0011192-0j -0.00021186-0j 
8.64731e-05-0j -0.00119328-0j -0.000147057-0j -8.43753e-06-0j -2.13911e-06-0j -0.00845037-0j 0.00829489-0j 0.0495659-0j 4.40287e-06-0j -0.0486539-0j -8.59233e-05-0j -4.32185e-06-0j 8.43423e-05-0j -1.01791e-05-0j 9.99182e-06-0j 3.1307e-05-0j 5.51425e-07-0j -4.42322e-05-0j 0.0468129-0j -0.000601187-0j 0.000824537-0j 0.00829602-0j -0.0661397-0j -2.43907e-05-0j -1.0589e-05-0j -8.74496e-06-0j 0.000146122-0j 0.000849389-0j -4.29605e-07-0j -6.67101e-07-0j -0.0117211-0j 3.44605e-05-0j -1.54029e-07-0j -1.175e-08-0j 1.23553e-05-0j 9.42516e-07-0j 2.45953e-05-0j 4.08434e-07-0j 1.75718e-05-0j -0.000183953-0j -2.4393e-05-0j -3.04796e-05-0j -0.000602238-0j -3.05475e-06-0j -0.000599471-0j 0.00831052-0j -0.000131423-0j 0.00018244-0j -1.00008e-05-0j 0.00353244-0j 0.000227963-0j -9.95489e-06-0j 1.81162e-07-0j -0.000430259-0j 0.000138006-0j 0.000895557-0j -0.000428283-0j 0.00593732-0j 0.000597283-0j -4.33e-06-0j 0.000594539-0j 5.86602e-05-0j -0.00824215-0j 0.000746319-0j -7.25441e-07-0j 0.0025237-0j 3.0084e-09-0j 0.00074289-0j 1.48717e-05-0j -0.0102988-0j -4.06237e-08-0j 1.29428e-07-0j 0.000639817-0j -7.19045e-08-0j -0.00350338-0j -3.0935e-06-0j -1.79671e-07-0j -1.20468e-08-0j -0.00437756-0j -0.000888189-0j 4.29437e-06-0j -5.1828e-07-0j -2.24504e-07-0j -6.74602e-10-0j -0.00110981-0j 7.19472e-07-0j -2.9023e-08-0j 5.36592e-06-0j 4.02895e-08-0j 8.98997e-07-0j 5.03426e-08-0j 
