-0.0154068-0.00154814j -0.00103115+0.0177387j 0.00280716-0.0144171j 0.011485-0.00149155j 0.00422356-0.00365844j -0.000613441-0.00641228j -0.00373222-0.00650088j 0.00837991+0.00488917j 3.41023e-05+0.000542843j -0.00828014+0.00450835j -0.00312292+0.00366048j -0.00706264+0.00503973j -0.000682088+0.00229195j -0.00639213+0.00846199j -0.00348068+0.00371065j -0.003245-0.00981377j -0.00156533-0.00345073j -0.0011744-0.0025302j 0.00341364+0.00255227j -0.0099492+0.00287605j 0.00701367-0.00222791j 0.00237129+0.00719814j -0.00233315+0.00245915j 0.0125319+0.00240074j 0.0031104-0.000156543j -0.00592959+0.00349097j -0.00693807-0.00958797j -0.00884088-0.00674537j 0.00547056+0.00596323j -0.00969479+0.0110216j 0.00291249-0.00119861j 0.00231017-0.00139736j -0.00914199+0.00848101j 0.00227542-0.00151563j 0.00536785+0.00050995j -0.00298782+0.00932294j 0.00062336-0.000226699j 0.0030138-0.00467048j -0.000727769-0.0113451j 0.00234185-0.00191154j -0.00512092+0.00401971j -0.00109638+0.000900416j -0.00217387+0.0028272j 0.00160054-0.00392051j -0.000811844+0.00925601j 0.00287074-0.00471565j 0.0082111+0.00944737j -0.00109-0.0107878j -0.0180737+0.00529421j -0.00491099-0.0163436j 0.0136689-0.00839098j -0.00962449-0.0121017j 
-0.00401236+0.00819309j 0.00101124+0.0027772j -0.00724821+0.00839844j 0.00248051-0.0117091j 0.00640913+0.0042425j 0.000915116-0.00073001j -0.00244729-0.00481635j -0.00129521-0.000661428j 0.00694582-0.0118953j 0.00852655+0.00429863j -0.00278938+0.00297191j -0.0166894+0.00256524j 0.00842596+0.00231318j 0.00120021+0.000432156j 0.0136479+0.000908624j 0.00454916+0.00432717j 0.00536713+0.00440778j 0.00121461-0.00500598j 0.00847157+0.00270703j -0.00769528+0.000359599j -0.0070769+0.00409327j 0.00456795+0.000793783j -0.00460627+0.00321324j -0.00192496+0.00172429j 0.000893467+0.00184388j 0.00953698-0.000323546j -0.00145679-0.00263137j -0.00423443+0.00746167j -0.00214826+0.00652212j -0.00285759+0.00312567j -0.00894829+0.000127926j -0.00431396-0.00320077j 0.000452064+0.00398644j 0.00888982-0.00213277j 0.000366972+0.00139868j -0.00448467-0.00308669j -0.021058+0.000490837j 0.0114422-0.00908731j 0.00421357-0.00444203j 0.000748802-0.00246365j 0.00989373-0.00719543j 0.00240472-0.000978044j 0.00496483+0.00431172j -0.00379786+0.00200477j -0.00596435+0.00552938j -0.00643108-0.00185179j -0.00591451+0.00207445j -0.000605083+0.000372353j 0.00165835-0.00404854j 0.00237002-0.0018133j 0.000544844+0.00110569j 0.00418393-0.00178816j 
-0.00351266-0.000525854j 0.00264899+0.000291074j -0.00485756-0.00620052j -0.00528172-0.0109913j 0.0050964+0.00269813j 0.000726749-0.00575352j 0.00969164-0.00659731j 0.00730774-0.010734j 0.00404544+0.000412437j 0.0114026+0.00608888j 0.0131017-0.00154888j 0.0162999-0.0087589j -0.0112962-0.00809468j -0.00524401-0.00334225j -0.0146464-0.000173692j 0.00718526-0.00592857j -0.00567313-0.000133611j -0.00386956-0.00879506j -0.00584647+0.000242395j -0.00947726+0.00122641j -0.00151181+0.00592871j 0.00919001-0.00841593j 0.0054865+0.00330108j 0.00939129-0.00483143j 0.00627571+0.00109075j 0.00452804-0.00011886j 0.000981895-0.00563154j -0.00345525+0.000706719j -0.00375487+0.00561769j 0.00611953+0.00035948j 0.0126986-0.00153207j 0.0114547+0.00396494j -0.00368107+0.00374527j -0.0039896+0.000209561j -0.000418928+0.000191134j 0.00450887-0.00199078j 0.00345379-0.00131309j 0.00361298+0.00243272j 0.00189963-0.00147074j -0.00747068-0.00160773j 0.00536815-0.00338519j 0.010255-0.00629884j -0.00602092-0.000452174j 0.00691975+0.00280022j -0.0138469+0.00561308j -0.000995102-0.00127083j -0.0112119-0.000759432j 0.00243258-0.00867853j -0.00241186+4.95518e-05j 0.00212404-0.00426942j -0.000914917+0.00616127j 0.000972214+0.00524873j 
0.000739077+0.0117184j 9.93822e-05-0.00240066j 0.0056485+0.0270759j -4.02775e-05+0.00485906j 0.00245241-0.000778321j -0.00110488+0.0163338j 0.00440724+0.00384298j -0.00488496+0.00388019j 0.000247542-0.00128544j 0.0118744-0.00639989j 0.000838265+0.00604527j 1.99557e-06+0.00765489j -0.00722284+0.00384933j -0.00875209+0.016254j -0.00475684+0.000610082j -0.000955841+0.0117478j -0.00159892+0.000651389j 0.000226795+0.00653934j 0.00334984-0.00423092j -0.00605756-0.000661031j 0.00687798-0.00627012j 0.00494686+0.000708422j -0.00209451-0.0149615j -0.00238033+0.00563082j 0.00388849+0.00320124j 3.92978e-05-0.000327406j -0.00257833-0.00458681j -0.00155459+0.00803614j -0.000822888-0.00208466j -0.000884369+0.0061399j 0.0185893-0.00319706j 0.0112547-0.00426645j -0.00257132+0.00289058j 0.000153829-4.68145e-05j -0.00367586-0.00237372j 0.00975646-0.00113225j 0.0207416+0.011533j -0.00610901-0.012673j 0.0060152-0.00253894j -0.00927273+0.00310828j 0.00362855-0.00362589j 0.00898141-0.00295897j -0.00233639+0.00209186j 0.0057809+0.000658561j -0.00136135+0.00105544j 0.00515489-0.00503788j 0.00188699-0.00437836j 0.00137775+0.00362701j 0.00271053+0.00026843j -0.000720335+0.00189543j 0.000373558-0.000536908j -0.000945854+0.00176598j 
-0.00684702-0.00401109j -0.00240639+0.000587027j -0.00500566-0.0126654j 0.000762716+0.00148371j 0.00695554-0.00470353j -0.00526441-0.00366481j 0.0012331-0.00574516j -0.0121517+0.00462683j 0.0154785-0.00390665j 0.00240814-0.00624461j -0.00544683-0.00299613j -0.0185443+0.00287179j 0.0110752+0.00341574j -0.006549-0.0112095j 0.0158071-0.00782349j 5.34434e-05-0.00454655j 0.00397112+0.000687528j 0.00186967-0.00263314j 0.00684586-0.00141824j 0.00795475-0.00461034j 0.00486113-0.0033031j 0.0130392-0.00542789j 0.00696627+0.00270326j -0.00468069-0.000639851j 0.00721884-0.00430563j 0.00238159+0.00398151j 0.00028681+0.00132119j -0.00176268-0.00145665j 0.00586667+0.00575479j -0.000219444-0.00052703j 0.0219495-0.000634688j 0.0149736+0.00230486j 0.00429226-0.000350316j 0.0029145-0.00259181j -0.0158353+0.00312636j 0.0123616-0.00120292j 0.0235504-0.00143735j -0.0120428-0.00422944j 0.0168124+0.00198485j -0.0112224-0.002345j 0.0136472-0.000207399j 0.00703494+0.000718251j 0.00402757+0.00321495j 0.0081083-0.000225642j -0.00290433-0.000500546j 0.00563189-0.00195066j 0.00142401+0.0022912j 0.00394946+0.00184453j -0.00063444-0.00204362j 0.00122531-0.000375877j 0.00212974+0.00379775j 0.000660671+1.98601e-05j 
-0.0012552-0.00141919j -0.00242707+0.00131766j -0.00301059+0.0017584j 0.00913303+0.00255748j -0.000255244+0.00388505j -0.000780827+0.00556983j -0.00667282+0.00178036j -0.0048042+0.001007j -7.75319e-05-0.000354005j 0.00887802+0.00139476j -0.0033016+0.00645304j 0.00740618+0.000393272j -0.00714205+0.0022636j -0.00142574+0.00181874j -0.00595182+0.00131084j -0.000288024-0.000793427j -0.00439152+0.00127593j -0.000758081+0.0110492j -0.00118764+0.00078499j -0.0041759-0.00270592j 0.00121819+0.00523722j -0.00988171+0.00932252j -0.00866008-0.00112708j -0.00703701-0.000230289j -0.00538367-0.00151475j -0.000472649+0.00402784j -0.0010408-0.00197354j 0.000556984-0.00156775j 0.00133221-0.00653575j -0.00308471+0.00103891j -0.00147261-0.00180308j -0.000570995-0.00548977j -0.000594507-0.0014266j -0.000617687+0.00558969j 0.0113959-0.0022418j -0.00617529-0.00132127j -0.00644183+0.00179447j 0.00457305-0.00352004j -0.00395117-0.00475971j -0.0018055+0.002987j -0.00903397-0.0026533j -0.00142355-0.00123092j -0.00271191-0.0030339j -0.00398464+0.000852559j 0.00881637-0.000108658j -0.00112908-0.00140815j 0.00829145-0.000161874j -0.00208112+0.00254461j 0.0047446-0.00155707j -0.00175777+0.00107428j 0.00116461-0.00220931j 0.00223496-0.00207002j 
-0.000589462-0.00162054j -0.00419366+0.0051885j -0.0160981-0.0015828j 0.013051-0.00406239j 0.0106153-0.00530402j -0.0079777+0.00137188j 0.0110209-0.00247909j -0.0102409+0.000656044j -0.00172409-0.000909021j 0.0100029+0.00242023j 0.00725501-0.0134813j 0.0026932-0.0017553j -0.00726144-0.00290304j -0.0147166-0.00120748j -0.00868265+0.00203726j -0.00401849+0.000145342j -0.00554607-0.00116505j -0.0117759-0.00371947j -0.00160001-0.00300622j 0.00880229-0.00801887j 0.00232708+0.00251771j -0.00624133-0.000131213j -0.0146263+0.00625944j -0.000667587+0.00562388j -0.00103327-0.0091512j -0.000146712-0.00976731j -0.00446751+0.0164288j 0.00835946-0.00487194j 0.000864638-0.00141495j -0.00505997+0.00286926j 0.00881782+0.00169189j -0.00179551+0.000968779j -0.00170393+0.00653158j 0.00498604-0.00202555j -0.0116457-0.00133212j 0.00331703-0.00186376j 0.00735836-0.00206024j -0.0137413-0.00805361j -0.00339596+0.00141081j 0.00785129+0.000820073j -0.00988601+0.00395801j -0.00698401+0.00348249j 0.00507896+0.00241672j -0.00372579-0.00884523j 0.00768-0.00168347j -0.0035019+0.00116819j -0.00197271+0.00170213j 0.00196975+0.00658698j -0.00638769-0.00547561j -9.90386e-06+0.00402236j -0.00539308-0.00909018j -0.00159435-0.00293549j 
-0.0013432+0.00358752j -0.000519127+0.00687997j 0.00507096+0.000824408j 0.00458591-0.00545411j 0.00301175+0.00783724j -0.0039989+0.0032129j -0.00417879-0.0123414j 0.00128005+0.00110012j -0.00706391-0.00727825j 0.0129135-0.00190349j -0.00661752+0.00580804j 0.00515216+0.00145724j -0.00452802+0.00181181j 0.000492229+0.000766951j 0.00179697-0.00287097j 0.00799452-0.000712039j -0.0029217-0.00368088j 0.00126899+0.00295321j -0.00509212+0.00287909j -0.000344546-0.00572592j -0.00100622-0.00339282j 0.00401734+0.00187556j -0.00205945+0.00926015j -0.00772681+0.00192745j 0.00029284-0.00393513j 0.00395232+0.00717382j 0.000997449-0.00908578j 0.00433505+0.000668336j 0.00629207+0.00897483j -0.0004776-0.00451212j 0.00359876+0.00066182j 0.000135979+0.000948963j 0.00332022+0.00132337j -0.00198134+0.00241578j -6.50741e-05-0.00210217j -0.00288185-0.00271944j -0.0113838+0.00559008j 0.00219623-0.0060376j -0.000411709+0.00562947j -0.00298798-0.00494877j -0.00219699+0.00127863j -0.00655085-0.00735879j -0.00162494+0.00570356j 0.000347665-0.00496077j 0.0061388+0.015922j -0.00835058+0.00897269j 0.00522561+0.0153112j 0.00920507-0.00035433j -0.00057817-0.00711674j 0.00560977-0.00882953j 0.00293467+0.00772819j 0.00468833-0.0085805j 
0.00235584-0.000853441j 0.000938518+0.00498461j -0.0169879+0.00231123j -0.00192515-0.00860324j -0.00314928-0.00104993j 0.00382046-0.0059565j 0.000864373+0.00280893j -0.00767665+0.00203185j -0.00304523+0.00238299j -0.00983664+0.00644225j 0.0234014-0.00836696j -0.00636375+0.00643003j 0.00333756+0.00365963j -0.00884298-0.00106321j 0.000403744+0.00233713j -0.00288927-0.00367059j 0.00307636-0.00291176j 0.00136265+0.00865673j 0.00217858+0.000188395j 0.00184418+0.000233903j 0.00179721+0.00409758j -0.0130476+0.00786982j -0.00737573+0.00237045j 0.000966335-0.00082721j -0.00670373-0.00425644j 0.00422112+0.00355482j -0.00130153-0.00704496j -0.00401794-0.00379326j -0.00124343-0.00228823j -0.000111671+0.00482805j -0.00143028-0.00176489j 0.00479026-0.00215783j -0.00439175-0.0015122j 0.00531859-0.00201038j -0.00385734+0.00439744j 0.00450291-0.00513281j 0.0236412-0.00314321j -0.00621394-0.00103159j 0.00148167-0.00260632j 0.00325192-0.00468877j -0.00459046-0.00653396j -0.00465232-0.00102538j 0.00514721-0.000296078j -0.000536666+0.00731429j 0.000976388+0.00631602j -0.00425525+0.00518457j -0.0017952+0.00229493j -0.00302734-0.00207454j 0.00712461-0.000131596j 0.000474241-0.00215868j 0.000850913+0.000560704j 0.00598953-0.000530809j 
-0.00186908-0.000874523j -0.00253664+0.000901747j 0.00600252-0.0136526j 0.00535252-0.000641608j 0.00779023-2.99608e-05j -0.00403692-0.00352863j 0.00331256-0.00425288j 0.00398827+0.00430526j 0.00196433+0.000890799j 0.00748703-0.00880976j -0.0147855-0.000653736j 0.00272615+0.0036662j -0.00793149-0.00699762j 0.00501574+0.000793316j 0.00435181-0.00123532j 0.00346202-0.00548964j -0.00283339+0.00662916j -0.00509466+0.0104411j -0.00390562-0.00711705j 0.0043807+0.00148062j -0.00780999+0.0113659j 0.005707-0.00124765j 0.00526424+0.00357815j -0.000242932-0.00510886j 0.00409526+0.00164465j 0.000152902-0.00332503j -0.000926702+0.000679666j 0.00699983+0.00221169j 0.00242289+0.00672728j -0.00125579+0.00267745j 0.003832+0.00180428j -0.00143584+0.000266767j 0.00514073+0.00390508j -0.00399148-0.0033117j 0.000580132+0.000248162j -0.00462519-0.00370812j -0.0101262-0.0109962j 0.00240483+0.00221275j 0.00018392-0.00893532j -0.00487799-0.0060072j -0.00119809-0.00706345j -0.000649525-0.000236737j 0.00330433-0.00830877j -0.00274794+0.011683j 0.00249937+0.000351469j -0.00135396+0.00530947j 0.00229463-0.000648577j 0.00146122+0.00320699j -0.00536345-0.00379338j 0.000188493+1.561e-05j 0.00135992+0.000532759j -0.000408041-0.00198601j 
0.00195837-0.0012666j 0.00562711+0.00186263j -0.00114093+0.00371055j -0.00689609-0.00263017j 0.000102064+0.0023081j 0.00859933+0.000235524j 0.00310121+0.00948127j 0.0056502+0.00405162j 0.000685794+0.00524951j -0.00210186+0.00102532j 0.00470281+0.0134917j -0.00453001-0.00341874j 0.00487042-0.00243628j 0.0010098+0.0041366j -0.00414342-0.00565106j -0.00792486+0.0106077j 0.00194965+0.0125003j 0.00225819+0.000286417j 0.000437531-0.00424708j -0.00236211-0.00234926j -0.00156537+0.00555926j 0.00442385+0.0162387j 0.00483716-0.00793905j 0.00182472-0.00640479j -0.0022818-0.0011843j 0.000625111-0.0126793j 0.00781321+0.0084005j -0.0061976+0.00732128j -0.000912689+0.00340522j -0.0066586-0.00409638j -0.00205519-0.00259646j -0.00275868-0.0101224j -0.00256476+0.00288755j 0.0016861-0.000576054j 0.0025693+0.00579201j 0.00329294-0.00104721j 0.00709263+0.00536519j 0.00212491-0.00178588j -0.00223756+0.00192116j 0.00837392+0.00024144j 0.00404192-0.00235502j 0.00567953-0.00621216j -0.00445165+0.00274393j 0.0037801-0.00309862j -0.0119145+0.0102736j -0.0023074+0.0128109j 0.0054311+0.0138359j 0.00915889-0.00152665j -0.00234825-0.00708843j 0.00432219-0.00275041j -0.0140447+0.00308358j -0.00498229+0.000581332j 
-0.000164277-0.0029581j -0.00172836-0.00145961j 0.00601856-0.00444058j -0.000676514-0.00332642j 0.00295957-0.00171496j 0.000510026+0.00467989j 0.00140987+0.00489504j 0.00714493+0.00483227j 0.00818967+0.00756413j 0.00360041-0.00555411j -0.00496478+0.0111798j -4.12816e-05-0.00121485j -0.00219383-0.00312651j 0.00228178-0.00405827j -0.00153483-0.00747842j 0.00319538+0.00243268j 0.00111207+0.00311784j -0.00239589-0.00367125j -0.00270297-0.00168442j 8.5254e-05-0.00519331j -0.00278787-0.00097746j 0.00351739+0.00346621j 0.00390642-0.00425838j -0.00445815+0.00364388j 0.00235064-0.00286379j 0.00150791-0.0116006j -0.000441743+0.0118176j 0.00295139+0.0040184j 0.00382201+0.00536195j -0.000266624-0.00646978j 0.00126514-0.000485808j 0.000399029+0.00073873j -0.00126467+0.000482785j 0.000245249+0.00097969j 0.0015611-0.000301971j -0.0057158-0.00121093j -0.00721429-0.00108947j -0.00610323-0.000325301j 0.00140266-0.00213572j -0.001157-0.0021122j 0.00164895-0.00422034j 0.00615139+1.78097e-05j -0.00188731-0.00149705j 0.00262561+0.00486393j 0.00658133+0.00267604j 0.00309097+0.00383664j 0.00209446+0.00222498j -0.00317168-0.00630241j 0.000972618-0.00188764j -0.0043476+0.00337396j -0.000764296+0.00644095j 0.00264846+0.00692137j 
-0.00382392-0.00510422j -0.000194115+0.0025494j 0.00271394-0.00346722j 0.00320302-0.00640232j -0.00163214+0.00341401j 0.000514103-0.00515474j -0.00304052-0.00190121j -0.000930048+0.00278879j -0.0010452+0.00509987j 0.00337604+0.00486618j 0.00228669-0.00143531j 0.00237616+0.00110409j 0.000478987-0.0039829j -0.00278391-0.00769353j 0.00429248-0.0026795j 0.00198886-0.00710521j -0.00225678+0.000785238j -0.000477095+0.00403729j 0.000831213-0.00191955j 0.00508996+8.14416e-05j 0.00179122+0.00980084j 0.00195343-2.56216e-05j -0.00366792+0.00199861j 0.00126665+0.00055353j -0.00502203+0.00393263j -0.0014429+0.00578089j 0.00146979+0.00674436j -0.000645379-0.00370123j -0.00258506-0.00486319j 0.00192281-0.00528724j 0.00189087-0.00511223j 0.00370966-0.0124692j -0.000476166-0.00678354j -0.00167326+0.00325239j -0.00134869+0.00780855j -0.0016343+0.0016614j -0.00795774+0.00853398j 0.00114928-0.00437725j 0.00114379+0.00516838j -0.000221882+0.0127926j 0.00256283+0.00689302j 0.00274576-0.00447704j -0.00176786+0.00650875j 0.00121338-0.0225112j 0.000627396+0.00300725j 0.00577611-0.00936841j 0.0025281+0.00377876j 0.00392865-0.00227891j 0.00119049-0.00146276j -0.000114506+0.000135622j -0.00376128+0.00131562j -0.00282254+0.00193642j 
0.00510802-0.00221558j 0.00479738-0.00059576j 0.0018988-0.00653757j -0.00418077-0.00356383j 0.00247503+0.0053126j 0.00684307-0.00667762j 0.0109201-0.00121856j 0.00665488-0.00962235j 0.012564-0.00564933j 0.00486694-0.00395135j -0.00438857-0.000255682j 0.006342+0.000532446j -0.000926347-0.00123621j -0.00547299-0.00837152j 0.0039976-0.00335972j 0.00123648-0.000488675j -0.00645894-0.00404899j -0.00153961+0.00503801j 0.00251433+0.00151522j -0.00140697-0.00593318j 0.00090272-0.00692286j -0.00439805+0.0100183j -0.00357688+0.00489937j -0.000864342-0.0028083j -0.00475158-0.00218367j 0.00138175+0.00501687j -0.00690854+0.00402029j -0.000434471-0.00136905j 0.00748854-0.0134575j 0.00250093-0.000427374j -0.00775803-0.00125232j -0.00432613-0.00734537j 0.00393528+0.00682122j -0.00317946+0.000290673j 0.00771412-0.00349936j -0.00188927+0.00135236j 0.00412193-0.00407079j 0.00770973+0.00395436j 0.00387324-0.018141j -0.00444741+0.00590411j 0.0109804-0.0215873j -0.00359273-0.00349554j -0.00266049-0.00405676j 0.00658027+0.00547871j -0.00590974-0.00159878j 0.00548854-0.000541546j 0.00184352+0.00224735j 0.00543926+0.00365841j -0.00474199-0.00566161j 0.00183191-0.000401466j -0.00855022-0.00627051j -0.000422468-0.000444831j 
-0.00614533-0.00128551j -0.000605052+0.00328297j -0.00395319+0.0067161j 0.00185837-0.00046875j -0.0062529-0.00439967j -0.00455385+0.00134749j -0.00629312-0.000778875j -0.0050083+0.00222639j -0.0110508+0.00687322j -0.00106181+0.00380882j 0.00619299-0.0019775j -0.00234028-0.0057582j 0.00370824+0.00434611j 0.00447325-0.00710398j -0.00117672-0.00398852j -0.00231413-0.00206952j -0.0024132-0.0066413j 0.0060467-0.00911977j -4.33362e-05+0.00186749j 0.00132611-0.00444127j 0.000771119-0.0178537j 0.00096765+0.00152024j -0.00401837+0.00290263j 0.000101813-0.00314658j 0.00109437-0.0119471j -0.00470084-0.00638124j 0.00828472+0.00258513j -0.00206854+0.00492547j -0.00492528+0.00191059j 9.9742e-05-0.00373573j 0.00588351-0.00192178j 0.00284271+0.00295072j -0.00192919+0.0031655j 0.00448011+0.000647773j -0.0081751-0.00347749j 0.00382785+0.00152979j -0.00484017+0.00657904j -0.00555236-0.000805031j -0.00057724-0.00371987j 0.00189346+0.000809168j -0.0034049-0.0101294j 0.00318401-0.00287653j -0.000629877+0.00256398j -0.00959506-0.00192514j 0.000773813+0.00244696j -0.00226188+0.000791619j 0.00215473+0.00586026j 0.00409986-0.00294986j -0.00298605+0.00140471j 0.000851131-0.00215361j -0.00282209+0.00411978j -0.00450723+0.000250332j 
0.00757152+0.00394436j 0.00178156-0.00264854j 0.00529853+0.00171294j -0.00462228+0.00546858j -0.000183107-0.00022648j 0.00514789+0.00296681j 0.00545146-0.00689925j 0.00296692-0.0042256j 0.00600752-0.0116973j 9.76188e-06-0.00509971j -0.00457186-0.00302351j -0.00328954-0.0014108j 0.00102104+0.000734374j -0.00220762+0.00456645j -0.000941863-0.00108097j 0.00051582+0.0102166j 0.00166039-0.0025273j -0.00486761-0.0164836j 0.00416343+0.00292005j -0.00456783-0.00459506j 0.000502617-0.0118024j -0.00241237-0.00633328j 0.00267004+0.00297626j -0.0031845+0.00305084j 0.00157095-0.00401581j 0.00264-0.00467472j -0.00300631+0.00120837j -0.00157846-0.00593102j 0.0137233+0.000161825j 0.00387283-0.00201803j -0.00604622+0.00653713j -0.00278778+0.00599918j 0.00501022-0.00112123j -0.00304737-0.000648932j 0.00503231-0.00350307j -0.000687346+0.00624051j 0.00436246+0.00826684j -0.00125634-0.0020666j 0.00240304+0.0221549j -0.0027323+4.14467e-05j 0.00553884+0.029173j -0.0038388+0.00376676j -0.0017675+0.00833181j 0.0098396-0.0146778j -0.0021115-0.00253009j -0.00132864+0.00109488j -0.00247273+0.00639666j -0.000390062-0.00198248j -0.00472073+0.0036309j 8.43691e-05-0.00164516j 0.000570621-0.00273184j 0.00330923-0.00211256j 
-0.000512188-0.00360858j -0.000842927-0.00402844j 0.0022882+0.00167479j 0.00185696-0.00718251j 0.000351899+0.00103946j 1.62258e-05-0.000571526j -0.00171172+0.00647317j -2.52759e-05-0.00467914j 0.00572992+0.00492091j 0.000923367+0.00327806j -0.00108577+0.000580612j 0.000469522+0.00217501j 0.000865517-0.00116529j -0.00666646-0.0120181j 0.00263005-0.00309392j 0.000439397-0.00526314j -0.0052588-0.0132092j 0.00322555+0.00166879j 0.00499227+0.0056083j 0.00214483-0.00228829j 0.00302957-0.00673893j -0.00269236+0.00601024j 0.000734117+0.00625878j -0.00160927+0.00808223j -0.00404236+0.00620907j -0.00281483+0.0102756j -0.000217902+0.00685339j -0.00326086-0.00108333j -0.00907912-0.00348017j -0.000133464-0.00680798j 0.000475551-0.0090276j -0.000879629-0.0134064j -0.00553637-0.00445431j 0.0017289+0.00504499j 0.000340111+0.00372757j 4.61491e-05+0.00301859j -0.000845483+0.0191098j -0.00161627-0.0090998j 0.000953259+6.34738e-05j -0.00066289+0.0180315j -0.00391791-0.000402959j 0.00381748-0.00811138j -0.00194354+0.00846523j -0.004851-0.0208034j 0.000865185+0.00198315j 0.00528385-0.0154399j -0.00329002+0.00462492j -0.00304466-0.00286887j 0.00155308-0.000645964j -0.00137898+0.00221651j -0.0010527+0.000621408j -0.000835265+0.00395712j 
6.48638e-05+0.000313787j 0.000329506-0.000922603j -0.0020897+0.00123102j -0.00206198-0.00223838j -0.00229597-0.00297993j -0.00194733+0.000535976j -0.000291776+0.00293535j -0.000294287-0.00443522j 0.00143829+0.00108413j -0.00192396-0.00255924j -0.00163401+0.000512299j 0.00201215-0.00102866j 0.00078585+0.00316433j 0.00126919-0.00631016j -0.00225872-0.00345288j 0.000299613-0.000267635j -0.00585762-0.0103948j 0.00456253-0.00488169j 0.00102284+0.00345858j -0.00144693-0.00438985j -0.00361286-0.0192692j -0.0026736+0.00365958j -0.0014265+0.00292627j -0.00244888+0.000627285j -0.000656663-0.00843189j -0.0023578-0.0035707j 0.00106749+0.000141533j 0.00271857+0.00697076j -4.41424e-05-0.000689246j 0.000221021+0.000211052j -0.000710305+0.00214783j -0.00174565+0.00812393j -0.000428433+0.0082984j 0.000696625-0.00344355j -0.00154518-0.00890449j -0.000667486-0.00137338j -0.00113657-0.00781272j -0.00195774+0.00585855j -0.00141924-0.0260496j -0.00148525-0.0048199j -0.00234179-0.0366218j 0.00128579-0.0039655j -0.000926358-0.0124721j -0.00303287+0.0250164j 0.000639999+0.000345796j -9.1104e-06+0.00527492j -0.00159031-0.000205019j -0.00173675+0.000791924j -0.00201101-0.000218943j -0.000894826+0.000493949j -8.62827e-05+0.000583813j -0.000245158+0.00104574j 
0.00307402+0.00120925j 0.00266754-0.00139829j 0.0015725-0.00362721j -0.00887696+0.00630539j 0.00112221+0.00223181j 0.00637938-0.00369601j 0.00731231-0.000354305j 0.00360767-0.00373742j 0.00485913-0.00352212j -0.00392347-0.000273243j 0.00394236+0.00392875j 0.000729263-0.00158422j 0.00341325+0.0019908j 0.0058385+0.00415001j 0.0034248-0.00520877j 0.000629633+0.00554447j 0.00360947+0.00652108j 0.00117218-0.000158673j -0.000936693+0.00150101j -0.00164583+0.00138886j 0.00162047+0.00284267j -0.00409535-0.00166165j -0.00323043-0.00290562j 0.00414555+0.00394716j 0.00769183-0.000977186j 0.00181662+0.00299688j -0.00254831+0.000691124j -0.000328836+0.00180391j 0.00767312-0.00646856j -0.00265819+0.000495413j 0.00192149+0.00301055j -0.00426071-0.000677278j -0.0110841+0.00257528j -0.00167047+0.00344511j -0.0267809+0.00135403j 0.0116627+0.00177539j -0.00715788+0.00437442j 0.0155217-0.00118908j 0.00769443+0.0025209j -0.0232136-0.0018695j -0.0119635+0.00307795j 0.00990364+0.00200604j -0.00563383-0.00360571j -0.0165107-0.00171366j 0.000421538-0.00401883j -0.00829313-0.00064895j 0.00821615-0.000578099j 2.63028e-05+0.000308237j -0.00213301-0.000971014j -0.000244285-0.00015589j -0.00191827-0.0026579j 0.00154005-1.50786e-06j 
0.000545281-0.00180951j 0.000276773+0.00247778j 0.00143547+0.00226741j -0.000201534+0.00389132j -0.00125174+0.00238434j -0.00148321+0.004064j -0.00680168-0.0100793j -0.000665924+0.00918515j -0.00064993-0.00116217j 0.00256295+0.00390668j -0.00273657-0.0141115j -0.00361857-0.00822018j 0.00126321+0.00671225j -0.00380749+0.00388879j -0.00367563+0.00193065j -0.0086709-0.00713238j 0.0016439+0.0149215j 0.000806951-0.00149094j -0.00595035-0.00852522j 0.00129222+0.000846817j -0.00260752+0.00187798j -0.000644649-0.00391201j -0.00732627-0.0051922j 0.00136266-0.0230949j -0.00727249-0.0133121j 0.00206793-0.00286617j 0.000743758+0.000304667j -0.00553706+0.00712032j 3.83902e-05-0.0072014j 0.00248511-0.00764688j -0.00129315+0.00365458j 3.84204e-06-0.00527542j -0.00257417-0.00160722j -0.0011095+0.0012712j -0.00149969-0.00217224j -0.00153682+0.00850939j -0.000464138+0.0195656j -0.00197143-0.0055568j -0.00113304-0.0106212j -0.000326661+0.0148236j 0.00198929-0.0204871j -0.00474795-0.0142384j -0.00234375+0.00115391j 0.000797943-0.00756193j 0.00362466+0.00386352j -0.000720372-0.00883909j 0.000680288+0.00435896j 0.0035138-0.00226847j 0.00166993-0.00439637j 0.00251368-0.00196808j 0.00030133+0.000239402j 0.00210272-0.00160209j 
