-0.0154068-0.00154814j -0.00103115+0.0177387j 0.00280716-0.0144171j 0.011485-0.00149155j 0.00422356-0.00365844j -0.000613441-0.00641228j -0.00373222-0.00650088j 0.00837991+0.00488917j 3.41023e-05+0.000542843j -0.00828014+0.00450835j -0.00312292+0.00366048j -0.00706264+0.00503973j -0.000682088+0.00229195j -0.00639213+0.00846199j -0.00348068+0.00371065j -0.003245-0.00981377j -0.00156533-0.00345073j -0.0011744-0.0025302j 0.00341364+0.00255227j -0.0099492+0.00287605j 0.00701367-0.00222791j 0.00237129+0.00719814j -0.00233315+0.00245915j 0.0125319+0.00240074j 0.0031104-0.000156543j -0.00592959+0.00349097j -0.00693807-0.00958797j -0.00884088-0.00674537j 0.00547056+0.00596323j -0.00969479+0.0110216j 0.00291249-0.00119861j 0.00231017-0.00139736j -0.00914199+0.00848101j 0.00227542-0.00151563j 0.00536785+0.00050995j -0.00298782+0.00932294j 0.00062336-0.000226699j 0.0030138-0.00467048j -0.000727769-0.0113451j 0.00234185-0.00191154j -0.00512092+0.00401971j -0.00109638+0.000900416j -0.00217387+0.0028272j 0.00160054-0.00392051j -0.000811844+0.00925601j 0.00287074-0.00471565j 0.0082111+0.00944737j -0.00109-0.0107878j -0.0180737+0.00529421j -0.00491099-0.0163436j 0.0136689-0.00839098j -0.00962449-0.0121017j 
-0.00376367-0.00250239j 0.0031957-0.00249923j -0.00922849+0.00067223j -0.00266209+0.00982225j 0.00292536-0.00148847j -0.00636537-0.00180594j 0.00847386+0.00630735j 0.00812329-0.00437847j 0.0102087-0.00325811j -0.00580421-0.00477512j 0.0077765-0.00148353j 0.00359024-0.00522697j -0.00387448-0.00100784j 0.00583936-0.00484385j -0.0058832-0.00188531j 0.00779018-0.00614418j -0.0111688-0.000543665j -0.00321874-0.00107522j -0.0103122-0.00108369j -0.00182866+0.00401566j 0.0210233+0.00396863j 0.00718855+0.000156334j -0.00112336+0.00636882j -0.00808733-0.0015548j -0.00160679-0.00140765j -0.0111499-0.000678885j -0.00363284-0.0145626j 0.00198107-0.00113094j 0.0038545+0.000624062j 0.00506697+0.000527327j -0.00468625-0.00207352j -0.00535055+0.000379344j 0.00445303-0.00177945j 0.000735922-0.000152158j -0.00190222-0.000986005j 0.00426082-0.00229109j 0.00380719-0.0102325j 0.000236489-0.00167116j -0.00155341+0.000241106j -0.00524697+0.000624948j -0.00488311+0.00746826j -0.00390504+0.0126306j 0.00187468-0.00713047j -0.0052822-0.00243682j 0.00950758-0.00355647j -0.00133578-0.00904647j 0.00577802-0.00214234j -0.00261386+0.00996913j 0.00350482+0.00102794j -0.000766106-0.000330955j 0.00293082-0.000212847j 0.000755995-0.00647086j 
-0.00321546+5.57763e-05j 0.0015837-0.00332423j 0.000979493+0.00288775j 0.0134165-0.00275328j -0.00564637-0.00207391j -0.00218743+0.00238467j 0.000310205-0.00456316j 0.00570337-0.00230053j -0.00587975+0.00171582j -0.0012796+0.00263338j -0.0030134-0.00127131j -0.00402659+0.00164705j 0.00848488+0.000506029j -0.00921604+0.00744329j 0.015353-0.00385494j 0.00687075+0.00531326j -0.00270601+0.0151498j -0.0164274+0.00366658j -0.00533715-0.00603071j -0.000658986+0.00198517j 0.0106668-0.00841676j -0.0022193-0.0105873j 0.000704874-0.00170286j 0.0077995+0.00899118j -0.0034454+0.00985099j 0.00188614-0.00453556j -0.0015147-0.00418959j -0.000715694-0.00402944j -0.00466064+0.00211569j 0.000870829-0.00233343j 0.00474161-0.000491169j 0.0086608+0.00204998j 0.0012004-0.0080424j -0.0083677-0.00119699j 0.0116117-9.19466e-05j -0.000470354+0.002247j -0.00273963+0.00289881j 0.0047039-0.00212486j -0.00630161-0.00545828j 0.00584514+0.00582484j 0.0104372-0.0031277j -0.0133962+0.00202463j -0.000998836+0.00224456j 0.00856849+0.00316078j 5.71703e-05-0.00164154j 0.00537285+0.0102777j -0.00533768-0.00207044j 0.00116224+0.0044689j 0.00143638-0.00150865j 0.000690878-0.00192161j -0.00263338+0.000676148j -0.00457986-0.00592813j 
-0.00110776-0.00357261j 0.000962844-0.00059615j 7.4634e-05-0.00370898j -0.00576593+0.0028137j 0.00290055-0.00171971j -0.00859075+0.00227409j -0.00912598+0.00295683j 0.00291137+0.000189148j -0.00193799+0.00128311j 0.000859488-0.00561617j -0.00645499+0.0124673j 0.00385582-0.00700131j 0.00208829-0.00592368j 0.0018701-0.00161319j 0.00919686+0.00649959j 0.00242178-0.00601014j -0.00974891-0.00160785j 0.0054066-0.000834685j 0.00014644+0.00968181j 0.0034118-0.00253558j 0.00774949-0.00767896j -0.00522873+0.0058242j -0.00978448-0.00554554j 0.00545932-0.00744445j 0.0049876-0.0106595j 0.0077294+0.00234815j 0.00562856+0.00378823j 0.00241095+0.00217975j -0.00273175-0.00633585j -0.00147858+0.00875697j 0.00356791-0.00746773j 0.0022934-0.000100044j -0.000476736+0.00185584j -0.00548038+0.000915913j 0.00704042-0.00847185j 0.00141911+0.00751322j 0.00280727+0.00248737j -0.000402875+0.00901249j -0.00388999+0.00144722j 0.00754494-0.0246757j -0.0030923-0.00563811j -0.00945964-0.00145168j -0.00584019+0.0057047j 0.00875215-0.0102268j 0.00299835+0.00202038j 0.00378562+0.00747258j -0.0047965-0.00437204j 0.00197161-0.00331319j -0.00203156+0.0010812j 0.000922658+0.000266537j -0.00129624+0.000610358j -0.00212766-0.00020452j 
0.00306237+0.00267199j -9.66784e-05-0.000882112j -0.002637+0.0021842j -0.0105938-0.000935701j 0.00727158-0.0020717j -0.00569056-0.00366418j -0.00230348+0.00810682j -0.00527418+0.00534362j -0.00807008-0.00647402j 0.000632432-0.00844693j -0.00418361-0.00387697j -0.00305965-0.000742123j -0.00148074+0.00904848j -0.00757844-0.00194828j 0.000172634+0.0160204j -0.00949665-0.00305595j 0.00584703+0.0106044j -0.0103406-0.0160697j 0.00481339+0.00380808j 0.00210651+0.00296819j -0.000462923-0.019487j -0.00677282-0.000129377j 0.010241+0.0117639j -0.00699557+0.0067319j -0.00342531-0.00517598j -0.00104394+0.0122967j 0.000377082-0.00289956j -0.00303064+0.00702236j 0.00375409-0.0068264j -0.00164271-0.003427j 0.0015742-0.00188683j 0.00266205-0.00152011j 0.000739624-0.00232368j 0.00270021-0.00219788j 0.00107241-0.00447438j -0.00178996+0.000248879j -0.0081081+0.0010288j 0.00444306-0.00257002j 0.00312862-0.00307639j -0.00751873+0.00167965j 0.00274648-0.00307486j 0.00124612+0.0012645j -0.012819+0.00512447j -0.00366559-0.00226877j -0.00053011-0.00252887j 0.00224051-0.00321136j 0.00184365-0.00196495j -0.00112532+0.00572458j -0.00203292+0.00321622j -0.00127963+0.00189437j 0.00148885-0.00250788j -0.00134322+0.000188516j 
0.000386697+0.000398045j 0.00263685+0.0018656j 0.000163516+0.00190944j 0.00236823-0.0035356j -0.0103589+0.00440597j 0.00440444+0.000804582j 0.0117206-0.0105203j 0.00320083-0.00352857j 0.00510883+0.000648508j -0.00240457-0.000309957j 0.0166409+0.000191127j 0.00233722-0.00568073j 0.00299522-0.00576349j -0.0124239+0.000761522j -0.0089781+0.0123804j 0.00111493+0.00225308j 0.00289959+0.00130181j 0.0113377+0.00452571j -0.0137295+0.0227756j -0.00136899+0.00033432j 0.00187566-0.0090848j 0.0201797+0.00207074j -0.00116576-0.0155548j -0.00707028+0.00735903j -0.00582705-0.00489372j -0.0100194-0.00168153j -0.00783204+0.00213925j 0.00635641+0.00523293j -0.00153654+0.0108936j 0.00646424-0.00553095j -0.00662362-4.61157e-05j -0.0042225+0.000446614j 0.00086606+0.00333596j -0.0047036-0.00115129j -0.00294953-0.000926297j 0.00252152-0.00281675j -0.0048438-0.000249559j -0.00156674-0.00394579j 0.00477343+0.000545385j 0.00331253+0.00485761j 0.00593422-0.00207161j 0.0056473+0.0128828j 0.000525836-0.00275437j -0.00174681+0.004662j 0.00316143-0.000477433j -0.0037559-0.00768248j -0.00407513+0.00953138j -0.00126894+0.00282536j 0.00198951+0.00394369j 0.00119379-0.00152363j 0.000734961-0.000185969j 0.0035115-0.00288276j 
0.00234995+0.000143779j -0.000109655-0.0018238j -0.000465503-0.00349773j 0.00499474-0.000484716j 0.00465645-0.00279491j 0.00720144+0.00532238j 0.00196663+0.00113488j -0.00329932-0.00464124j 0.002643+0.00265729j -0.00378607+0.00395423j -0.00103823+0.00386961j 0.00345201-0.00778372j -0.00618664-0.00548865j 0.0251483-0.00107028j 0.00549565-0.0113001j 0.00092513-0.00516169j 0.00490364+0.0116575j 0.00410229+0.00253364j 0.011632+0.00633369j -0.00169882-0.00267222j -0.00718315-0.0149778j -0.00577984-0.00207572j -0.00803449+0.00442216j 0.000567277-0.00182603j 0.000344616+0.0031818j 0.00157041-0.00474484j -0.00447757-0.00195206j 0.00327451-0.00357888j -0.00401822+0.00762066j 0.00441939-0.00265344j -0.00171139-0.00427944j -0.0023303-0.00326409j 0.00156799-0.00340452j -0.000987654+0.01217j -0.00331736-0.0119948j 0.0055215-0.00238835j 0.00902938-0.00136125j -0.000654192-0.00576694j -0.00462621+0.000334957j -0.00967969-0.00396229j -0.00617683-0.00861534j -0.00411023+0.0149349j 0.00488482-0.0023251j -0.00530058-0.0085171j 0.00204179-0.00374936j 0.00133345-0.00723143j -0.00430791+0.00675732j 0.00215924+0.000373723j -0.00193921-3.46221e-05j -0.000173335-0.00265738j -0.0035687-0.00241435j -0.00315327+0.000616638j 
0.00157738-0.00330033j 0.0049161+0.000266487j 0.00539772+0.00120657j -0.0053666+0.00300831j 0.0062529-0.00526675j 0.000759354-0.00313646j 0.00566798-0.00285701j -0.00239173+0.00391266j 0.00224083-0.00131421j -0.00212358-0.0044919j 0.0117823+0.00491196j 0.00246206+0.00264195j -0.00178306-0.000728775j -0.00217751-0.00568026j 0.00617156+0.000184519j -0.00776455+0.00493972j -0.00360379-0.0125082j -0.00987245-0.00386068j 0.0124277-0.00341375j -0.00372914+0.00385615j 0.00108804+0.0156705j 0.011143-0.000351191j 0.004855-0.00197994j -0.00899228-0.0021194j -0.0112423-0.00564593j -0.00200181+0.000343125j -0.000360403-0.00378006j 0.00468065+0.00551655j -0.00706118+0.00299468j 0.00921099-0.000669375j 0.002582+7.58835e-05j 0.00209934-0.000584631j 0.00972644-0.00055954j -0.00367032+0.000348482j 0.010032-0.00371737j 0.000799765+0.00280679j 0.00381009+0.000420118j -0.00547772-0.00331015j -0.00371277-0.00922764j 0.00603717+0.00550489j 0.00317061-0.000423506j -0.0157814+0.00659042j 0.00471011-0.000483174j -0.00309863+0.00127261j 0.00129927-0.00338017j -0.0035967-0.00665341j -0.00420185+0.00354969j -0.0019589+0.00557642j 0.00087057+0.00434882j 0.00210287-0.00236673j -0.00109136-0.00188331j 0.000557481-0.00706987j 
-0.000794622+0.00309343j -0.00082342-1.74449e-05j -0.001545+0.00186352j 0.00418251-0.0054609j -0.00660555+0.00155069j 0.000587557-0.00115471j 0.00402425-0.000894625j -0.000402528-0.000172935j -0.00349651-0.00325451j 0.00193261+0.00221472j 0.00191123+0.000219402j 0.000174044+0.000225651j -4.87274e-05+0.00978834j -0.015367-0.00468219j -0.0109992-0.00326537j -0.00389812+0.00589776j 0.00011886-0.00461823j 0.00509663+0.000720101j -0.01048-0.0141529j 0.000906653+0.000560344j 0.000806624+0.00546511j 0.0035315+0.00161406j 0.00305161+0.00110226j -0.0056759-0.00113301j -0.00244713+0.00359856j -0.00251254-0.0021689j -0.00321382-0.00110544j -0.00196363-0.00148787j 0.00135134+0.00322767j 0.000182655-0.00544917j 0.000470479-0.0139469j -0.000912573-0.0167967j -0.0041976-0.00913165j 0.00300482+0.00904j -0.00527229-0.0302521j -0.000728193+0.00741018j -0.00449014-0.00229088j 0.00293414+0.0130761j 0.00162428+0.0105497j -0.000274033-0.0218729j 0.00481069-0.0186629j 0.00502592+0.0205461j -0.00214158+0.00383744j 0.00252582-0.0123676j -0.00451144-0.000269668j 0.000541972-0.00657074j -0.000239145+0.00417536j -0.000706598-0.0007143j 0.000932316+0.000305181j -0.000530341+0.000101463j 0.000445919+0.000374764j 0.000478404+0.00142091j 
0.00716814-0.0014844j 0.00116764-0.00200543j 0.00789784-0.000286646j -0.0176353+0.00537633j 0.0146577+0.00412132j 0.00198945+0.000916386j -0.00503895+0.00200371j -0.00885374-0.00447222j -0.00804855+0.00532982j 0.010483-0.0065649j 0.0131089-0.00367719j -0.0074873+0.0144641j -0.0033717-0.0128309j -0.00929264+0.0206619j 0.0046451-0.000601162j 0.00193931-0.0117705j 0.00991985-0.00129589j -0.0161436-0.00178157j 0.00330512+0.00723127j 0.00107666-0.00103343j 0.0179914+0.00715293j 0.00194965-0.0101258j 0.0090303+0.00862067j -0.001135-0.00914434j 0.00285076+0.00495717j -0.00632684+0.00164125j 0.000104563+0.00365617j -0.00560254-0.00700978j 0.00324482+0.00303854j 0.00332134+0.00367903j -0.00398393-0.000944049j 0.00072078-0.00342256j 0.00397228+0.000231505j -0.00221337+0.0036162j -0.00309612-0.00489856j -0.00191132+0.00312408j -0.00474395+0.00200834j 0.00756363-0.000540394j 0.000301792+0.000429964j -0.00244515-0.00865667j -0.00776991-0.00719398j 0.00189739+0.00302645j 0.00403826-0.00080396j 0.00128903-0.00768956j 0.00328293+0.000773314j 0.00369029-0.00522092j 0.000823574+8.86274e-05j -0.000524048+0.0035033j 0.000539149+0.000706715j -0.00014181+0.000745101j 0.00141709-0.00129571j -0.000122738-0.000917453j 
0.00238896+0.000715763j 0.00230856-0.000551091j -0.00154499+0.000623062j -0.00154117-0.00393077j -0.00187393-0.00272807j -0.00304125+0.00114798j -0.0054406+0.00624651j -0.00551571+0.0038133j -0.00656049+0.000465353j 0.00810954-0.0030184j -0.00484703+0.0110627j 0.00329649-0.00553826j 0.01083-0.00378493j -0.00549203-0.01148j 0.00034736-0.00810625j 0.00121454-0.0037253j 0.000425345+0.00105762j -0.00762849+0.00283239j -0.00960538-0.00287761j -0.00535345+0.00487868j 0.00693164-0.000440436j -0.0056214+0.00585692j 0.00260784-0.000559554j 0.00103962-0.00713128j 0.00515393-0.00699577j -0.00110081-0.000324252j 0.00279739-0.0018735j -0.00476412+0.00545376j -8.15146e-05-0.00118549j -0.00348817+0.00137388j -0.008968-0.00222445j -0.00858405+0.00346595j -0.00595724-4.37619e-06j 0.00777638-0.00467842j -0.0210161+0.00764727j 0.010988-0.000322016j 0.000642912-0.000566962j 0.0125699-0.00367092j 0.00387698-0.00157697j -0.0243922+0.00735835j -0.0165638+0.00192781j 0.00524618-0.00114823j 0.00404115+0.000328414j -0.0133308-0.00174933j 0.000764841+0.00304248j 0.00197504+0.00400218j 0.000526304+0.000716178j -0.00066572+0.00232168j -0.00168048+0.000627265j 0.000782309-0.00110228j -0.00290677-0.00190502j -0.00318953-0.000943194j 
-0.002504-0.00350844j 0.000225702+0.00121446j 0.00168255+0.00273526j 0.00752617+0.00311755j 0.000301789+0.00491104j -0.000252623+0.000967745j 0.000696813-0.00208474j 0.0019101-0.00471525j 0.00722067+0.00820287j -0.0042876-0.00302157j -0.00591182-0.0055286j 0.00473742-0.0133232j 0.0069678+0.0136916j 0.0118224+0.0131686j 0.0110024+0.00869468j 0.00314649+0.00931292j -0.00418376-0.0158938j -0.00159141-0.0103497j -0.000592505+0.00473788j -0.00211797-0.00358691j -0.000269614-0.00034604j -0.000382909-0.00972393j -0.00308007-0.00393082j 0.00605865+0.00559724j 0.00491448+0.00195498j 0.00480467-0.00264929j 0.00639188-0.00171351j -0.000971479-0.00394451j 0.00115006-0.00598135j -0.000183227-0.000543764j -0.00329369-0.00297029j -0.00948158-0.00162615j -0.0051344+0.00246455j -0.00121597+0.00237122j -0.0080786-0.00206691j 0.0030525+0.00539933j 0.00136662+0.00541769j 0.00632215+0.000899936j 0.00323401-0.00290265j -0.0133399-0.00441751j -0.006808-0.00758511j 0.00212185-0.00749152j 0.00371801+0.00420264j -0.00363814-0.00635824j 0.00343494-0.00117415j 0.00104216-0.000498253j 0.00142635-0.00306264j -0.000318968-0.000754209j 0.00109207-0.00274705j 0.00172057-0.000437879j 0.000311055+0.000691267j 0.00112836-0.00357013j 
0.00604297-0.00111146j 0.00023362-0.00147765j 0.0030853-0.00349315j -0.00750681-0.00487711j 0.00547471-0.00146186j 0.00188498+0.00388752j -0.00155507-0.00154563j -0.00503522-0.00687442j -0.00825806+0.00911079j 0.00835338-0.00784206j 0.00732902+0.0033125j 0.00174509-0.0164397j -0.00852455+0.0162321j -0.00685605+0.00498169j -0.0021927-0.00898036j -0.00409497+0.00617037j 0.014704-0.0161647j -9.4662e-05+0.000650213j 0.00127676-0.00378542j 0.00200868+0.000566046j 0.00879032-0.00808322j 0.000940406-0.00319535j 0.00183392+0.00451675j -0.001737-0.00839567j 0.00375644-0.00256845j -0.00717134+0.00191004j -0.0043522+0.00109791j -0.00237653+0.00226033j 0.002375+0.00558804j 0.0084465-0.000392947j 0.00299221-0.000601634j -0.000316762+0.00560963j -0.002467+0.000564589j -0.00696834-0.000716891j 0.00791445+0.00326016j -0.00283076-0.0043465j -0.00557637-0.00511346j 0.00266914-0.00735007j -0.00497911+0.00130098j 0.00334169+0.00753472j 0.00100844+0.00723597j -0.00419225+0.00199352j -0.000988324-0.00437233j 0.000585404+0.00424271j 0.000435998-0.00195538j 0.00343842+0.0028223j -0.00223519+0.00171278j 0.00299668+0.00428873j -0.00118612+0.000621614j 0.000466996-0.000812936j -0.00347691-0.00135803j -0.00382806+0.000199751j 
-0.00515693+0.00115869j 0.000482429-0.00246812j -0.0130413+0.0105719j 0.0116745-0.00720944j -0.00363061+0.00810388j -0.00526744-0.00392299j 0.00634857-0.00258935j -0.000392369+0.0212145j 0.00177903-0.00282459j 0.000392448-0.00285985j -0.00870362-0.00789696j 0.00218098-0.0117056j -0.00871007-0.0185691j -0.0124004+0.00122351j -0.00237604-0.00155619j -0.015918+0.000926376j 0.0050878-0.00578345j 0.00466388+0.00392661j 0.00342124+0.00477434j 0.00350502+0.0132681j -0.00194061+0.0052511j -0.000285604-0.00771424j 0.00362454-0.00121871j -0.00290179-0.00137104j -0.00120361-0.00182646j 0.00318404+0.00686751j 0.000127874-0.000164283j -0.00743646-0.00479595j 0.00363519-0.00318676j 0.00071966+0.000737617j -0.000964993+0.00189391j 0.00591279-0.000187645j 0.000217069-0.00700592j 6.00938e-05+0.00190814j 0.00652225+0.000930726j 0.00356721-0.00199141j -0.00580164+0.000614228j 0.00366588+0.00429966j 0.00184727+0.000208692j -0.00440485-0.00301814j 0.00806769-0.00327315j 0.0017883+0.00449792j -0.00057608-0.00274365j 0.0014503-0.0031508j -0.00442317-0.00345228j 0.00258227+0.00114913j -0.00138101-0.00068548j 0.00581085+0.0015402j 0.00079472-0.00216985j 0.00161753-0.00247046j -0.00577212+2.43144e-05j -0.00420745-0.00160798j 
-0.00242194+0.00146499j -0.00191051-0.000493554j 0.00432061+0.0010239j 0.00680359-0.00247766j 0.00217513+0.0125287j 0.00413564+0.00134561j 0.00550382+0.00861343j -0.0013508-0.012596j 0.00206725-0.00396891j -0.00362454-0.00150793j 0.00493627-0.00519249j -0.00798716-0.00610467j -0.00492337+0.000716445j -0.0119461-0.00375919j -0.00387456-0.0105691j -0.00511212-0.0108114j -0.00247117-0.00459329j 0.00496452+0.0104469j -0.00427643-0.000321922j 0.00330515+0.00809434j 0.00252336-0.0122924j 0.00301772+0.000402552j -0.000189464+0.00499903j -0.00928165-0.00946342j -0.00389278-0.00165184j -0.00117156-0.00453142j -0.00297887-0.00597066j -0.00280243-0.00273023j 0.00733149-0.00983233j -0.00555172+0.004292j 0.00350364+0.0018151j 0.00179326+0.00225634j -0.00359259+0.00363541j -0.001854+0.00040318j 0.00418131+0.00220092j -0.00339101-0.000517415j -0.00331592+0.00208076j -0.0018309+0.00441628j -0.0021154+0.00217089j 0.00650107-0.00129795j 0.000198084+0.00252509j 0.0080325-0.0120598j -0.00326673-0.000211065j 0.00458864-0.000702503j 0.00308047-0.00294741j -0.00416296+0.00383764j 0.00940157-0.0098386j 0.000154619-0.00497647j 0.00209265-0.00406463j -0.00388405+0.00114374j 0.00529418+0.00315793j 0.000162247-0.000468983j 
0.00286856+0.000452021j -0.000839389-8.37815e-05j 0.000166843-0.000884602j -0.000590975+0.00321188j -0.000819019+0.00320904j 0.00794947+0.00448033j 0.0043748+0.00848065j -0.0128858+0.00265309j -0.00189553+0.00150323j 0.000636669-0.00360022j 0.00308911-0.000657139j -0.0221288-0.00710413j 0.0158124-0.00291033j -0.0138105+0.00396206j -0.00556186-0.000832983j 0.00290936+0.00211436j -0.00927725-0.00784844j -0.00604169-0.00180121j 0.000659505+3.36067e-05j 0.00298399+0.0036697j -0.00961652-0.00235165j 0.000930551+0.000539293j 0.00264844+0.00940567j -0.00637684-0.00405041j -0.0107331-0.000618057j 0.00482446+0.00308678j 0.00123484-0.000420983j 0.00438407-0.00445368j -0.00297624-0.00118198j 0.000710397+0.00155621j -0.00445259+7.1677e-05j 0.0028423+0.00284221j 0.00142551+0.00599198j -0.0032575+0.00212039j -0.000883096+0.00098991j 0.000767456-0.00309137j -0.00882977+0.00113631j 0.00390707-0.000301908j 0.000203199+7.62921e-05j 0.000934988+0.0028032j 0.00713909+0.00152445j -0.00151465-0.00118897j 0.00172171+0.00330885j 0.00148161+0.00451099j -0.00527734-0.0025094j 0.00438601-0.00460356j -0.0056118-0.000316519j 0.000529568-0.000844727j 0.000786075+0.00222636j 0.00149169+0.000922506j -0.00315934-0.00180653j 0.00160483+0.00546543j 
-0.000374021+0.00687099j -0.00160506+0.00184847j -0.00498273+0.000790163j -0.0143214+0.000428415j 0.00166009-0.00350057j -0.00900555+0.00796647j -0.0123908-0.00511437j 0.0119898+0.00464049j 0.00280463-0.00878245j -0.00103721+0.00494305j -0.00372775-0.0103239j -0.00663419-0.0170902j -0.00563054-0.0031233j 0.00368846+0.000824101j 0.00818456-0.00526708j 0.0079015+0.0117775j -0.0041337+0.00123188j -0.0144816+0.00829655j 0.00683956-0.000622509j -0.000920065+0.000518161j 0.0143081-0.00169557j -0.00956282-0.00241688j 0.00264968+0.000376248j 0.000901339+0.00238327j -0.00371832+0.00448811j 0.0069204+0.00413786j -4.2745e-05+0.00509787j 0.00475326-0.00403568j 0.00504807+0.00613026j -0.00790579-0.00186105j 0.00204806+0.000339453j -0.00105296+0.00183938j -0.00492849+0.000440919j 0.00156636-0.000878411j -0.0025043-0.00222659j 0.000516556-0.0012225j -0.00664857+0.00176695j -0.00768433+0.000487965j -0.00677401-0.00247465j 0.00494705+3.25025e-06j -0.00534699-0.002855j 0.0198037-0.00142196j -0.00178156-0.000542189j 0.000357499+0.00167167j -0.00596786+0.00746809j -0.0147073-0.00336059j 0.00355885+0.0077734j 0.00477476-0.00405908j 6.68372e-05+0.0060315j -0.00248814-4.48558e-05j 5.55815e-06+0.00102151j 0.00122697+0.00585396j 
0.0012921-0.00133984j -0.00209634-0.00578265j 0.00191684+0.00272386j -0.000116597-0.0057171j 0.00294342+0.000432655j 0.00305121-0.0048286j -0.00647888-0.00795385j -0.00342443+0.00461206j 0.00337783-0.00152581j -0.00411086-0.00445915j -0.00299562+0.00529505j -0.0104023+0.00293425j 0.00840666+0.00103484j 0.0165744+0.00495885j -0.00314512-0.000591008j 0.0148607+0.000211918j -0.0195007-0.00486357j 0.00258264-0.00394822j 0.0019792-0.00389535j 0.000464623+0.0027643j -0.00249084-0.00268783j -0.0117987-0.00447747j -0.00607228-0.000496643j 0.00792564-0.00390703j 0.00883267-0.00359748j -0.00817465+0.00734693j -0.00282783+0.00226054j -0.00734512+0.00546609j 0.00372172+0.0029684j 0.000775302-0.00905389j -0.000610448+0.00164534j 0.00402675+0.00483538j 0.00250584-0.0026381j 0.00282256+0.00792213j 0.00123452-0.00114962j 0.000116575-0.00319933j 0.00459294-3.10539e-05j -0.00143901-0.00784804j -0.00104334+0.0029805j 0.00567575+0.00339216j -0.00175883+0.000684292j -0.00222921+0.00851251j -0.00663006-0.00648963j 0.00279306+0.00191812j -0.00382724-0.0030736j -0.00024286+0.000866196j 0.000978632+0.0052119j 0.00411705+0.00634557j 0.000171517-0.00324082j -6.33931e-06-0.00184274j -0.00399002+0.00136908j -0.00550384-0.0019087j 
-0.00512989-0.000160514j -0.00625618-0.00907259j -0.00517973-0.0038837j 0.00850703+0.00124074j -0.00389053+0.00310508j -0.00319312+0.00389961j 0.00297401-0.00308711j 0.00441388+0.00148084j -0.00619104-0.000491598j -0.00644335-0.00807906j 0.00449122+0.018843j 0.00517847+0.00362778j -0.00596837+0.00104787j -0.00934684+0.0121918j 0.00685906+0.00413503j -0.00407616-0.00349648j -0.00223226+0.000562526j 0.00218073-0.00873862j 0.00109035-0.00394782j 0.00834012-0.00556583j 0.0032259+0.00241656j -0.00355323+0.00452386j -0.00408651+0.00974773j 0.00417075-0.0103107j -0.00348553-0.00546077j 0.0110152+0.00266367j 0.00435499+0.00424831j -0.00171546+0.00348406j -0.00539953+0.00642491j -0.00214397-0.0128017j 0.0028828+0.00540394j 0.00113368-0.00165324j -0.00552886-0.0064514j -0.00151862+0.000603157j -0.00141202+0.00330993j -0.00078262-0.00458636j -0.00517316-0.00561593j 0.00845862-0.0078016j 0.00136835-0.0026782j -0.00206294+0.00846912j -0.00132908+0.000321751j 0.0110345+0.0114111j -0.00285992-0.00233992j 0.00355057+0.00661762j -0.00890396-0.00243566j -0.00242442-0.00931257j -0.00487798+0.00795239j 0.00119244+0.0040267j 0.00234135-0.00659972j 0.00116154+0.000476031j -0.00286921+0.00223589j 0.00118306+0.00342749j 
0.00264284-0.00711215j -0.00429505+0.00661846j 0.00415962+0.00711415j 0.00992717+0.000962457j -0.00501299+0.00172881j 0.00625479-0.00319925j 0.00194396+0.00794124j 0.00231604-0.00761959j 0.00696481+0.00582611j -0.00409014+0.00791507j 0.00872777-0.00982798j 0.00917095+0.00547079j 0.00317774+0.00164356j 0.00411462-0.00510868j 0.00661807+0.00831178j -0.0044291-0.00524646j -0.00179785+0.0028454j -0.00370401-0.0043178j -0.00200731-0.00433609j -0.00383026-0.00128248j 0.000726279-0.00260963j 0.00808324-0.00760726j -0.00294807+0.000302012j -0.003006-0.00601097j -0.0011364+0.00287428j 0.00318361+0.0133871j 0.00611006-0.00210532j 0.00756965+0.00111337j 0.00894755+0.00746677j -0.00578692-0.00306464j 0.00136054+0.000301705j 0.000438712-0.000130111j -0.0014688-0.00141518j 0.00154106+0.000363835j -0.00342699-0.00146342j -0.00123827-0.000585707j -0.00322179-0.00326459j -0.00370108-0.00350185j 0.000342348-0.00282105j 0.00313017+0.00250767j 0.0041865+0.00102257j 0.0134954+0.00581414j -0.00406015-0.00239547j 0.000157437+0.00220183j -0.00899138-0.00208025j -0.00626445-0.00281187j 0.00444293+0.00261765j 0.0134595+0.0105079j -0.000604452+0.00160233j 0.00480755-0.00343528j -0.00865499-0.00075582j -0.00425634-0.00404382j 
