0.0604406-0.0548188j -0.0492096-0.0592676j -0.00137215-0.0040427j 0.00950406+0.010868j -0.0185056+0.0208852j 0.0152244+0.0175681j 0.0098384-0.012922j -0.018071-0.0068078j -0.00382234-0.0112286j 0.00454692-0.00728766j -0.00839932+0.00809374j -0.00562721-0.00274641j 0.000396388-0.00638524j -0.00326524+0.000143477j -0.00607938+0.000491375j 0.00456786+0.00555171j -0.00105872+0.00442738j 8.51773e-05-0.0135661j 0.00722676+0.0110999j 0.000954209-0.00514315j 0.00960117+0.00782411j -0.0214576+0.00770528j 0.00890242+0.0185335j -0.00641964+0.0044857j 0.0103813-0.0116478j 0.0217532+0.00278121j -0.0082199+0.0143944j -0.00233116-0.0200267j 0.000764023-0.00139186j 0.0233156+0.00803176j -0.0172369-0.00671079j 0.00780532+0.0091585j -0.0145554-0.00971013j -0.000362779+0.00342738j 0.00202784+0.00781284j -0.0130802-0.00765766j -0.00915403-0.0138012j 0.00207277-0.00531969j -0.0173904+0.00500522j -0.00622075-0.0131491j -0.00486903+0.0236069j 0.00504838+0.00953681j -0.00952377-0.00227825j -0.0124102+0.0162444j 0.0143236-0.00290758j -0.0174978-0.0211791j 0.00450997-0.00208364j -0.0132918+0.0148499j -0.00555815+0.00792998j 0.0021361-0.00474677j -0.00236312-0.0216566j -0.00577238+0.00275012j -0.0136294-0.00414371j 0.00719517+0.0102041j 0.00420235-0.00134238j 0.00911947+0.0079973j 0.00728194+0.0160069j 0.00123797-0.0136235j 0.0107812+0.00618307j 0.000815397+0.000274547j 0.00204376+0.00407086j 0.00641746+0.0149132j -0.00115233+0.00672894j -0.00261988+0.00209596j 0.00947068+0.0088293j -0.00545397+0.00555421j -0.00173789+0.00021945j -0.0197477+0.00707541j 0.00744074-0.00736991j -0.00312257+0.000440584j 0.00879877+0.0102632j 0.00821638+0.0108953j 0.0104369-0.00369726j -0.00450588-0.00492706j -0.00159292-0.00619973j 0.00217184+0.0188939j 0.00929121-0.0150488j 0.0120609-0.013043j 0.00919092+0.011222j -0.0060992+0.00885997j 0.0178073+0.0174907j -0.00464619+0.00179634j -0.00218524+0.00244194j 0.0133262-0.0407997j -0.0143731+0.0017126j 0.0113296+0.00747584j 0.0319497+0.0172967j -0.0166175+0.0234818j -0.0269056+0.0112165j 0.00443135+0.018695j 0.0186954+0.000484766j 0.00624974-0.0271819j -0.0224891-0.00854306j 0.0598876-0.0659129j 0.0650986+0.0632292j 
-0.00148318+0.00163673j -0.00187461+0.0030539j -0.00389375-0.00298501j -0.00101371+0.00796487j 0.00175208+0.00144943j -0.00244977-0.00345655j 0.00309826+0.00394666j -0.00165358-0.00302369j -0.0016195-0.000620709j -0.00268213-0.00268309j -0.00424296+0.00273259j -0.00563906-0.00262237j -0.00716001-0.0032731j -0.00870068+0.00583736j 0.000148133-0.00600535j -0.00631325+0.000368384j 0.00293017-0.00250923j 0.000873589+0.00705099j -0.00404191-0.00147455j 0.00235298-0.00857743j 0.00274484-0.00298989j 0.00671985-0.00393363j -0.00132697+0.00063133j -0.00395517+0.00107051j -0.00192815+0.00897401j 4.49216e-06+0.00216865j 0.00511339+0.00733682j 0.00229643+0.000342497j -0.00548448+0.00303941j 0.00682323-0.000437971j -0.00267495+0.00618205j -0.000691475+0.00387104j 0.00434778+0.00164847j 0.000919744-0.00216609j 0.000147918+0.000207744j 0.00373433+0.000477333j 0.000885172-0.00128272j 0.000353679+0.0010875j 0.000257803+0.00347553j 0.00362325+0.0018286j -0.000442392-0.00349901j 0.00448522-0.00266568j 0.000384767+0.0020904j -0.0052614-0.00239668j -0.00138004-0.00375382j -0.00225267+0.00106881j -0.00580215-0.00447713j 0.000995649-0.00591629j -0.00111145+0.00514736j -0.00114195+0.00749106j 0.00724669+0.00457248j 0.00205393-0.00202234j -3.65731e-05-0.00258102j -0.000666259+0.00206473j -0.00363106-0.00216529j -0.00545255-0.00532905j 0.00437243-0.0079223j -0.0103821-0.00047675j 0.00489576+0.000960301j -0.00218085-0.00437178j 0.00891421+0.013727j -0.00559309+0.0115504j -0.0085582-0.00826755j -0.0022813-0.00104222j -0.00403381+0.00206466j -0.0077697-0.000394525j -0.00680186-0.00438028j -0.0049578+0.00627439j -0.0120775+0.00171953j 0.00598821+0.00496617j -0.00967858+0.00665013j 0.00166386+0.00271617j 0.0055707+0.000692353j -0.008069-0.0012373j -0.00887082+0.00425909j -0.00128621+0.00676521j -0.00844651+0.00387292j -0.0104573-0.00021429j 0.00367279-0.00537998j -0.000318979-0.00122046j -0.000646687-0.0018496j -0.00158598-0.00338018j 0.0087356-0.000632833j 0.00954181+0.001755j 0.00859788-0.00272625j 0.00600397-0.000250534j -0.000854966+0.00230227j -0.000866039-0.00140882j -0.00342952+0.00396475j -0.00146715+0.0104566j 0.0102453+0.00431869j 0.00272553+0.00243802j 0.00574441-0.00305597j -0.00321445+7.87688e-05j -0.00290485-0.00409969j 
-0.00647817+0.00287251j 0.00209501+0.00791532j 0.00199793-0.00136788j 0.00184555-0.00407705j -0.00130507-0.00582133j -0.00840604+0.0045141j -0.00406428+0.00609867j 0.00366542+0.00388186j -0.00118153+0.0034354j -0.0103676+0.00134931j 0.00423881+0.00635401j -0.000287011-0.00026479j 0.00610893-0.00705395j 0.00545106-0.00588911j -0.00192758-0.00392891j 0.0135419-0.00604794j -0.000180137+0.008829j 0.00709617-0.00261759j -0.00353087+0.000528343j -0.000216688-0.00159676j -0.0006715-0.00395794j -0.000633682+0.00100852j -0.00332481+0.00335744j -0.002597-0.00215556j 0.00100139+0.000804768j -0.000501414-0.000152401j 0.00181091-0.00281442j 0.00104401-0.00183425j 0.00371029-0.00220928j -0.00184384-0.00241711j -0.0061667-0.00283755j -0.00145209+0.000985691j 0.000185006-0.0037581j -0.000872133+0.00118412j -0.00483094-0.00230661j 0.000317773-0.000762488j 0.00304257+0.00395334j -0.00300193-0.0049973j 0.00860755+0.00237578j 0.00316981+0.00174015j 0.00290039-0.00346489j 0.000739168-0.000636927j -0.00140886+0.00523832j 0.000471543+0.00400122j -0.00405414+0.00926217j -0.000220089+0.00833617j 0.00525743-0.000705002j -0.000113914-0.00747212j -0.00577071-0.0110843j 0.00782671-0.00604182j 0.00183274+0.00499217j 0.00469388+0.000453565j 0.00500065-0.00601854j -0.000524424-0.00377643j -0.00405546-0.0055465j 0.00812274-0.000870009j -0.000914213+0.00381498j -0.00440587+0.00188636j -0.00139472-0.0029133j 0.00182857+0.000955758j 0.00444549+0.00597568j -0.00254798+0.000474741j -0.00310382-0.00212665j 0.00158712+0.00241351j -0.00107984+0.00446484j 0.00890783+0.00143385j -0.00331781+0.00119646j -0.00907999+0.00336704j -0.00246409+0.00521522j -7.94736e-05-0.00338777j -0.0118768+0.00380207j 0.00586025-0.00187607j 0.0045659-0.00404737j 0.000126504-0.00220594j -0.000846655+0.00701049j 0.00523152+0.00453637j -0.00035363+0.011276j 0.00112517+0.000740259j -0.00895138+0.0109097j 0.0138951+0.00780973j 0.00118842-0.00281818j 0.00672814-0.00465789j -0.000746729+0.00581526j 0.0071969+0.00613952j 0.00244731-0.00379613j 0.00315751-0.0037605j -0.00543915-0.00623959j 0.00585265-0.0041786j 0.000813101+0.00269628j -0.00743338+0.0059353j 0.00718893+0.00792342j -0.000874939+0.000728187j 0.000476407+0.000650538j -0.00746902+0.00475168j -0.0050476-0.00708389j 
-0.000998629+0.00014774j -0.000744461+0.00128859j -0.003702+0.00281383j 0.00521484+0.00641799j -0.0044168-0.00404902j -0.00176718+0.00234326j -0.000996102-0.00309425j 0.00556009-0.0108836j 0.00146334-0.00449038j -0.00268494-0.00401449j -0.000923946-0.00487209j 0.00188061+0.00709326j -0.00240275-0.00431046j -0.0050254+0.00252419j 0.00346465+0.000680012j 0.00499579-0.00268947j 0.000706646-0.0131602j 0.00242117+0.00172134j -0.00558447-0.00919851j -0.00154774+0.0031019j 0.000790937-0.00244108j -0.00221251-0.00383204j 0.000597217-2.0089e-05j -0.00443687+0.00114258j -0.00381507+0.003032j -3.94149e-05+0.00354135j -0.00105696+0.00503059j 0.00463669-0.0033895j 0.00544367-0.00748155j -0.0114959-0.0017678j -0.0040036-0.00202202j -0.00426946-0.0140615j -0.0029946-2.012e-05j -0.00423193-0.00607163j -0.000241363-0.00396354j -0.00443123+0.0029437j -0.000715666+0.00344705j -0.00356591-0.0058811j 0.00401958-0.0037592j -0.00230208+0.00493329j 4.37726e-05-0.00563713j -0.00263904-0.000464247j -0.00680404-0.0032393j 0.00104758-0.000584322j -0.00238336+0.00103802j 0.00569517+0.00817846j -0.0021088+0.0091882j 0.00567518+0.00141771j 0.00190981+0.00680115j -0.00354865+0.00227471j 0.00557647+0.000629923j -0.00221008-0.00729583j -0.00290295+0.00155214j 0.00310734+0.012153j 0.00241972-0.00157172j -0.0101924-0.00484488j 0.00317258+0.00145722j -0.00579602+0.000105391j 1.92009e-05-0.00481855j 0.0013772-0.00419276j 0.0121368+0.00158752j -0.00522742-0.00356203j 0.00335696-0.00275831j 0.00579675+0.00230413j 0.00671184-0.00125416j -0.00283566-0.00155741j -0.00459075-0.00487156j 0.00206198-0.00226454j 0.0068992+0.000817205j 0.00186178-0.0153292j -0.00526686+0.00580284j 0.00353703-0.00863152j 0.00159045-0.00555864j 0.00111701-0.00455298j -0.00667697+0.00132426j 0.00519605+0.00226712j -0.00438983-0.00432944j 0.000532787+0.00179423j 0.00322205-0.00841222j 0.00113883+0.00406338j -0.012717-0.00245685j 0.000755381-0.00182679j -0.00683243-0.00775506j -0.00727932+0.00152492j 0.000990839+0.00457293j -0.00448677-0.000607429j 0.00117104-0.00462655j -0.0025553+0.00176618j -0.00216608+0.00400548j -0.00369986+0.000621454j 0.000623051+0.00521923j 0.00318467-0.00269144j -0.00321741-0.000743471j -0.0026142+0.00259159j -0.00337605-0.00240913j 
-0.00237377+0.00324944j 0.00413611+0.00234318j 0.0035539+0.00119722j -1.152e-06-0.00518908j -0.00590936-0.00717923j -0.00524475+0.00471987j -0.000785653-0.0030686j 0.00484463+0.00505262j -0.00123615-6.14803e-05j 0.000262807-0.00122454j 0.0046015-0.00502978j 0.00512877+0.00171375j 0.00250363+0.0015757j 0.00189941-0.00801641j 0.00121621+0.00625567j 0.00471852-0.00169148j 0.00173359-0.00213148j -0.00587927+0.00324037j -0.000290665-0.00634613j -0.000395556+0.00330602j -0.00729185+0.00187683j 0.00341382-0.00115138j 0.00111016+0.00419099j -0.0045921+0.00190847j -0.00404274+0.00177403j -0.00560086-0.000484547j 0.0123322-0.00527485j 0.00659598-0.000340463j -0.000530628-0.000986088j 0.00208784-0.00347028j -0.0152081+0.00433736j -0.00282159+0.00620436j 0.00100784+0.00190806j 0.00666377-0.000183673j -0.000193246+0.00236825j 0.00769382-0.00187798j -0.00149673+0.00380159j -0.00425204-0.00728707j 0.00178239+0.0139751j 0.00737941+0.00624701j 0.0041691+0.00370296j -0.000152254-0.00963609j 0.00318665-0.000724739j -0.00569227-0.00229275j 0.00413467-0.012189j 0.000140615-0.0117833j -0.00238978+0.000904536j 0.00303342-0.00738412j -0.000385345-0.00327285j 0.0104284-0.00342419j -3.34892e-05+0.00344336j 0.00269813+0.00121365j 0.00395793+0.0026875j 0.000518011+0.00165993j -0.0065288+0.00385315j 0.00171925-0.0036487j 0.0123596+0.000750644j 0.00131145+0.0020886j -0.00496516+0.0113414j -0.00725634+0.002146j 0.00430895+0.00211033j 0.00451845+0.0035661j -0.01215-0.00628516j -0.00313559+0.00262553j -0.00187364+0.00834027j -0.00674712-4.02826e-05j 0.00600726-0.000788857j -3.7986e-05+0.00173068j 0.00143604-0.00350933j -0.00383965-0.00336301j -0.00180021+0.00377142j -0.00276739-0.003597j 0.00691673+0.00337784j -0.0104201+0.00482725j -0.000763463+0.00028054j 0.00195058-0.00442421j -0.00456331+0.00118897j 0.00770026-0.00863036j 0.00455203-0.00711595j -0.00291726-0.00133382j -0.00127777-0.00263796j 0.00334099-0.00211087j 0.000107952+0.00928606j 0.0104501-0.00145161j 0.00373412-0.000802247j 0.00125234+0.00241745j -0.00200774+0.00367309j 0.00420243-9.41489e-05j 0.00513456-0.00257455j -0.000889441+0.0012102j 0.00151165-0.00116362j -0.000742713+0.0054305j 0.00605602-0.00323019j -0.00570024+0.00360762j -0.00212547-0.00435643j 
0.0039546-0.00442679j -0.00286648-0.00257351j -0.00665321+0.0042332j 0.00793345+0.00270917j -0.000986028+0.00150702j 0.001926+0.00521263j 0.00321375-0.00022382j -0.00542172-0.00213074j -0.00259506-0.00535916j 0.00152918+0.00360185j 0.00304913+0.00141192j 0.000347184+0.00384363j -0.00595675+0.00424592j 0.00175456+0.00350078j -0.00631414+0.00322834j -0.00105254+0.00384661j 0.00162136-0.00549124j 0.000176599+0.000292565j -0.00146715+0.0014715j 0.00255168+0.00139496j -0.00421923-0.000777484j -0.00100241-0.00210126j 0.000359785+0.00381097j -0.00108872+0.00213492j 0.0104779-0.00803208j -0.00304981-0.00235484j -0.00384983-0.00371105j 0.00933794-0.00017227j -0.00776563-0.00903303j 0.00719716+0.000917619j 0.00232319-0.00353377j 0.00485525+0.0112878j 0.00218877-0.00422761j 0.00403888-0.00196088j 0.00261708-0.00125799j 0.000611959-0.00772703j -0.00794259+0.00409074j -0.00589323+0.00588029j -0.000444764+0.000586881j 0.00780329-0.00171066j -0.00225256+0.000144238j -0.00350582+0.00461598j 0.00402598-0.00537271j 0.00668802+0.00316213j 0.00371384-0.00182689j 0.00823155+0.00373858j -0.00490791+0.00129105j 0.00284421+0.000542368j 0.00183803-0.000253623j -0.00214994+0.00398502j 0.00424522+0.00790304j -9.06165e-05-0.00488898j -0.00469299+0.00368457j 0.00105751-0.00480536j -0.00848043-0.00381248j 0.00529224+0.000661304j 0.00383935-0.00021448j -0.00356079-0.00193167j 0.000184156+0.00623812j -0.00418744-0.000395806j 0.00352604+0.0096484j -0.00939137+0.0151622j -0.00494231+0.00576585j -0.00614962-0.00345232j -0.00831027+0.00517631j -0.00498489-0.000742767j -0.00396709+0.00808748j -0.00175411+0.00486292j -0.00145108-0.00429301j 0.00452891+0.00626289j -0.00940893+0.000365491j 0.00933869-0.00499421j -0.00153053+0.00715041j -0.00263535-0.00240416j -0.00223688-0.00134569j -0.0134886+0.00100145j -0.00438732+0.0195824j 0.000161928+0.0142125j -0.00165076+0.00245409j 0.00449603-0.00966588j 0.00570398+0.00357165j -0.010274+0.00553736j 0.00137138-0.00127872j 0.00050617-0.00289262j 0.00156608+0.00745431j -0.00593376+0.00200962j 0.00563127+0.00207129j -0.00204852+0.00621241j 0.00533419+0.00646745j -0.000530648+0.000174874j 0.0027768+0.000961906j 0.000153507-0.0041949j -0.00137673-0.00182621j -0.00216775-0.00186008j 0.00224853-7.13701e-05j 
-0.00471299+0.00258388j 0.00248745+0.0063635j 0.000885603-0.00201722j 0.00166375-0.00351246j -0.00136288-0.00316637j -0.00354641+0.0027284j -0.00629611+0.00105919j 0.000720794+0.00107995j -0.000659528-0.00237849j -0.00583951-0.00146697j -0.00135393-0.000352392j -0.00501659-0.00502007j -0.00600297+0.00172796j -0.00471944+0.00717333j -0.000220155-0.00356524j -7.82806e-06+0.0002235j 0.00350378-0.000774474j 0.00183512+0.00237907j -0.0018123-0.00411183j 0.00461368+0.000825354j 0.00115598-0.00323616j 0.00211744+0.00161201j 0.00122717+0.00397787j -0.00609758+0.0019379j 0.00732163+0.00368406j 0.00327698+0.00231045j -0.00442992+0.00516538j -0.00864169-0.00172467j 0.00604637+0.00489175j 0.00327015+0.00640319j 0.0127396-0.00230146j 0.00634619+0.00101627j 0.004487+0.00415719j 0.000355985-0.00456848j -0.00621559-0.00969318j 0.00348957-0.00403879j -0.00530717+0.00136586j 0.00845661-0.000509279j 0.00078977-0.00319069j -0.0115912-0.00858646j 0.00607246-0.00312092j 0.00224348-0.00163733j -0.0026768+0.00372214j -0.00245496+0.00632282j 0.000255239-0.00536899j -0.000863624-0.0117531j 0.00205673-0.0095402j 0.00142587+0.00153588j 0.00101324-0.00908908j -0.00104359-0.00274465j -0.00390218+0.00220233j -0.00487431-0.000714202j -0.00717187-0.00187125j -0.00170466-0.00207945j 0.00202011+0.000468769j -0.00272452-0.00110285j -0.00717166+0.00365629j 0.000805727+0.000565325j -0.0132151+0.00316308j 0.00314523+0.00288165j -0.00231385-0.00930659j -0.00167316-0.00239235j 0.00655494+0.00122682j 0.00338352+0.000802547j -0.00392723-0.00315178j 0.00694038+0.00297076j 0.00326303+0.000868008j 0.0125245+0.00894544j 0.0016483-0.00270234j -0.00263478-0.00711054j 0.00199575-0.0082534j -0.00640567-0.00225067j -0.0031274-0.00216274j -0.000811173+0.00308273j 7.03887e-05+0.0154924j 0.00220937-0.0109968j 0.00848428+0.00296035j 0.00333986+0.00269853j -0.00664601+0.00374149j 0.0031745-0.000594711j 0.00936378+0.00505027j -0.00200175-0.0015969j -0.00296773+0.00486875j -0.000724143-0.00543885j 0.00149989-0.00678084j 0.00337651+0.00344199j -0.00322161+0.00558637j -0.00300228+0.00259985j -0.00182533-0.00946306j -0.0035864+0.00364028j 0.00368326+0.00489633j 0.00088115+0.00450486j 0.00532829+0.00248771j -0.00142867+0.00158041j -0.00114545-0.00232938j 
-0.000231164-0.00139663j -0.00454995-0.000189518j -0.00178648-0.00346979j 0.000183393+0.00725197j -0.00227767+0.00279591j 0.00158665-0.00292689j -0.00743142+0.00025723j 0.0017189-0.00719668j 0.000439807+0.00149659j 0.00212924-0.00225988j -0.00697517-0.00478628j -0.000819945+0.00564944j 0.0119492-0.00404021j -0.000227299-0.0153301j 0.00845451+0.000183514j 0.00103652-0.002488j -0.00580423+0.00202912j -0.00899791-0.00589953j -0.00230502-0.00241333j -0.00047645-0.00133342j -0.00100417+0.00481083j -0.00233659-0.00140506j -0.00118373-0.00499936j 0.00158627+0.000915161j 0.00195243+0.000763362j -0.00425295+0.00217771j 0.000680166+0.00101446j 0.00629893+0.000233958j 7.87998e-05-0.00256072j 0.00423951-0.00314195j -0.00232044-0.00481446j 0.00654793+0.00399776j 0.00179081-0.00180535j 0.00128556-0.00483511j 0.00460749-0.000155064j -0.000298627-0.00591034j 0.000401269+0.00467504j -0.000259138+0.00139349j 0.00358671-0.00278765j 0.00444681-0.00193652j -0.00527727-0.00161537j -5.58749e-05-0.000407578j 0.000133147-0.00337737j -0.00194775-0.00716462j -0.00617377-0.0078454j 0.00573379+0.00130349j 0.000612349-0.000818459j 0.00326252-0.00294157j 0.00187631+0.000801784j -0.00250326-0.00114589j 0.00336516+0.0029779j 0.00315571-0.000701102j -0.00532738+0.00218796j 0.0029063+0.00516079j -0.000640113-0.00549993j -0.00089555+0.0011128j -0.00393786+0.00540408j 0.00266002-8.00745e-05j -0.00645065+0.00929751j -0.0015703+0.00225462j 0.0061344-0.00342217j -0.00308622-0.00588898j -0.00127171-0.000306257j -0.000331266+0.00486638j 0.00102893-0.00347029j 0.00159827+0.0066017j -0.00222535-0.008374j 0.00464409+0.00665651j 0.00614688+0.000900385j -0.00404197-0.00604218j 0.000434987-0.00757337j 0.00120462-0.00697509j 0.00432054+0.00307495j -0.00331084+0.00380504j 0.00315248-0.00328385j -0.000271766-0.00976769j -0.00153164+0.00092057j -0.00780086-0.00506781j -0.00365068+0.00176205j 0.00315276-0.00849589j -0.000391145+0.00916937j -0.011457+0.000894254j -3.60632e-05+0.00571535j 0.0015533-0.000895631j -0.00247134+0.00221437j 3.23502e-05-0.000152646j 0.00186538+0.00288395j -0.00367073+0.00379402j 0.00347965+0.000716148j 0.00511711-0.0033292j -0.00423068-0.0043479j -0.00101888+0.000822206j 0.00287339+0.00153333j 0.000933409+0.000154104j 0.000216836+0.000308485j 
-0.00647253+0.0067284j 0.00639822+0.00681051j 0.000349186-0.00205473j -0.00382594-0.00313059j 0.00390462-0.00529084j -0.00696287-0.00307487j -0.00641119-0.00469582j 0.0083854+0.000375815j 0.000383519+0.000472814j -0.0052148-0.00174104j -0.000560137-0.00557142j 0.00623052-0.00605999j -0.00109026+0.00503693j 0.00171238-0.000705362j 0.000618397-0.00599709j 0.0060706-0.00467657j 0.00513732+0.00102649j 0.000137809+0.00906431j 0.00761725-0.00858011j -0.00237629+0.00865083j 0.00569926+0.0003591j -0.00211501+0.00403392j -0.000598178+0.00148889j 0.00566102-0.001307j -0.00184217+0.00474864j -0.00269484-0.000103791j 0.000894265-0.00485906j -0.00405187-0.00503018j 0.00487819+0.00276692j 0.00336308+0.000619223j -0.00525231+0.00491924j -0.0128341+0.00644882j -0.00257866+0.00522968j 0.00163906+0.00476037j -0.00261884+0.0107576j -0.00276649+0.00514351j 0.00490017-0.000458731j 0.00239566-0.000250802j -0.00308367-0.00568759j 0.00667196+0.0119853j -0.00142125+0.00212814j -0.00601991+0.00711712j 0.00521983-0.0106602j 0.00315465-0.00428324j 0.000686078+0.000528548j -0.00723109-0.0122039j -0.00664195-0.00877257j -0.00125859+0.00867569j 0.0082705-0.00168145j -0.00480234-0.00172508j 0.00584271+0.00595921j -0.00529366-0.00971513j 0.00511932-0.000801755j -0.00251886-0.0121546j -0.00198858+0.00804639j -0.00389448+0.00182544j 0.00481186-0.00753242j -0.00597759+0.00425674j 0.00079069-0.00228187j 0.000170818+0.0039662j -0.00377658+0.00444864j -0.00471129-0.00192717j 0.010706+0.00031002j 0.00402574-0.00289781j -0.00686773+0.00493634j 0.00172037-0.0059517j -0.000236205+0.00679322j 0.00550106+0.00288421j -0.000666177-0.00347488j 0.00411732-0.00295665j -0.0112555-0.00611795j 0.00424435-0.00734939j -0.00416974-0.00435596j 0.00175273-0.00623095j 0.00027182+0.0103232j -0.00152435-0.00340551j -0.00271284+0.0122952j -0.00237877+0.00728003j 0.00337768-0.00544933j -0.00100314-0.0047532j -0.00333086-0.00368198j 0.00150622+0.00362403j 0.000847713-0.00936504j -0.00121542-0.00458736j 0.00799277+0.000371889j -0.0047383+0.00325141j -0.00331303-0.00126892j 0.000355524-0.00391564j 0.00531889-0.00887531j -0.00125836+0.000598554j -5.72418e-05-4.4782e-06j -0.00249001+5.8012e-05j -0.00411259-0.000569436j -0.00310033+0.0042162j -0.00277369-0.00496277j 
0.00114733-0.000700686j -0.000878594-0.00126462j -0.00428944+0.00508701j 0.00115343+0.00561921j -0.00651152-0.00640546j 0.00147195+0.00299134j 0.00754467+0.000803928j 0.00437739+0.00651305j -0.00997112+0.00139712j 0.00788463+0.00480902j -0.00409755+0.00165759j -0.0132715-0.00842002j 0.00279071+0.00117088j -0.0031388-0.00014063j 0.00305121-0.00384156j -0.00420041+0.0016221j 0.00417253+0.0114774j 0.00246443-0.000563988j 0.002275+0.00146605j 0.00413612-0.00264221j -0.000100214+0.00381495j 0.00596195-0.00133131j -0.00250686+0.0009607j -0.00539042+0.00602271j 0.00262712+0.00200819j -0.00574352+0.00628228j -0.00424775+0.00171373j 0.000713879-0.0108526j 0.00860353-0.0169388j -0.00295744-0.00461205j 0.00146525-0.00818557j -0.00632758-0.00651304j -0.00909339+0.00646032j 0.00185932+0.000433313j -0.0050701-0.0117479j 0.0039928-0.00454708j -0.00533154+0.00100785j -0.00576583-0.000698369j 0.00190568-0.00335745j 0.00219524+0.0100963j 0.00327271-0.00420549j -0.00468039+0.00689941j -0.00133826-0.00767771j 0.00147208+0.00515597j 0.000238575+0.000772939j 0.000905486-0.00375758j -0.000660283+0.00960813j -0.00101059+0.00206357j 0.00307919-0.00307229j -0.000583574+0.000137846j -0.00823614+0.00407019j 0.00059586-0.00445372j 0.00201682-0.00187211j -0.00477662-0.00821139j -0.00309674+0.0107315j -0.00494855-0.00166925j 0.00335542-0.00384158j -0.00887132-0.000218004j 0.00114965+0.000837865j -0.004139+0.00202584j -0.00863797+0.000697876j -0.000947006+0.00248041j 0.00305883+0.00318936j 0.00177762-0.0072908j 0.00573065-9.97783e-06j 0.00219426-0.002276j 0.00422203+0.00429908j 0.00715693+0.00166741j -0.00990905-0.00520175j 0.00228087-4.78945e-05j 0.000177422-0.00172457j -0.00114409+0.00629087j -0.00355762-0.00262765j 0.00197936-0.00138825j -0.00446203+0.000961381j -0.00387384+0.00347432j -4.16704e-05-0.00131794j 0.00320625-0.000573536j -0.00328366-0.000124261j -0.00305302-0.00164632j -0.00315305-0.00572751j 0.00470233+0.00343561j 0.00657874-0.00160823j 0.00270872-0.00079163j 0.000261935-0.000321146j -0.00212961-0.00729919j -0.00428431-0.00601592j -0.00130529-0.00300344j 0.00368418-0.00297552j -0.000164399+0.00280143j 0.00178955+9.81982e-05j -0.000931693-0.00268663j -0.00451108+0.00229107j -0.00198158-0.000251409j 0.00230255-0.00266389j 
0.000298443-0.00180322j -0.00323343-0.000860103j 0.00223464+0.00187877j 0.000972142+0.0018818j -0.00123794+0.00226527j 0.0027818-7.56328e-05j 0.0032354-0.00218073j -0.00141702-0.00236414j -0.00046967-0.00305475j 0.00444985-0.00526422j -0.00554393-0.00524768j 0.00296071+0.00277885j -0.0028686+0.00599978j -0.0051189-0.000584132j 0.00680798+0.00723283j -0.00907319+0.00271642j -0.000205773-0.0100948j -0.00610118+0.00859961j -0.00190125-0.00860613j -0.000814028-0.000252754j -0.00254602+0.00281642j 0.00558314-0.000108834j 0.00265602+0.000603853j -0.00199702+0.000585468j -0.00397703-0.00246313j -0.00141127+0.000296579j -0.00406995+0.00276311j 0.00467325-0.00341702j 0.00246801-0.00650891j -0.000744449+0.00153018j -0.00212702+0.00176563j -0.00593855-0.0063288j -0.00136562+0.00616453j -1.94148e-05+0.00121468j 0.000980771+0.000696109j 0.00178901+0.00399423j -0.00564399+0.00401092j -0.00326876-0.00120929j -0.00129654+0.00672925j -0.00281599+0.00215002j 0.0084707+0.00355081j 3.27209e-05-0.00457462j -0.0024169+0.00270232j -0.00134489+0.00434768j -0.006494+0.00676339j -0.00442276+0.000822455j 0.00229698+0.00661833j -0.00436205+0.000926864j 0.00305221-0.00478628j 0.00314125-0.00286937j 0.00135156+0.00154447j 0.00146811+0.000167893j 0.00434872-0.00352343j -0.00101329-0.0042725j 0.00077191-0.000336882j 0.0061234+0.00615222j -0.00119109+0.0017375j -0.000527394+0.0024128j 0.00138098-0.00404951j -0.000818025+0.001569j -0.00246022+0.00400258j 0.000167655+0.000871469j -0.00344408+0.00292516j 0.00105316-0.00284155j -0.00371444+0.00077219j 0.00455013+0.00243565j 0.00179923+0.0035172j -0.00320906-0.000480413j -0.00674985+0.00131306j -0.0036486+0.00251271j -0.00466544+0.00266039j 0.00558788+0.00264988j -0.000969774+0.00080436j 0.00231338-0.00252072j -0.00172764+0.0015464j 0.00227806+0.00489991j -0.00236779+0.00171027j 0.00379238+0.00355128j -0.0072569+0.00285913j -0.00222241+0.0078581j 0.00516985-0.000179601j 0.000454635+0.00314791j -0.000309827+0.00391534j 0.00534065+0.000535372j 0.00189775-0.00134065j -0.00156788+0.00081874j -0.00875525-0.00532505j 0.00101558-0.0109172j -0.00350368+0.000666341j 0.000548354+0.00127867j 0.000608067-0.000543083j 0.00109117-0.000775206j -0.00220618-5.81629e-06j 0.00103314-0.00025867j -0.000209695+0.000691369j 
