0.0604406-0.0548188j -0.0492096-0.0592676j -0.00137215-0.0040427j 0.00950406+0.010868j -0.0185056+0.0208852j 0.0152244+0.0175681j 0.0098384-0.012922j -0.018071-0.0068078j -0.00382234-0.0112286j 0.00454692-0.00728766j -0.00839932+0.00809374j -0.00562721-0.00274641j 0.000396388-0.00638524j -0.00326524+0.000143477j -0.00607938+0.000491375j 0.00456786+0.00555171j -0.00105872+0.00442738j 8.51773e-05-0.0135661j 0.00722676+0.0110999j 0.000954209-0.00514315j 0.00960117+0.00782411j -0.0214576+0.00770528j 0.00890242+0.0185335j -0.00641964+0.0044857j 0.0103813-0.0116478j 0.0217532+0.00278121j -0.0082199+0.0143944j -0.00233116-0.0200267j 0.000764023-0.00139186j 0.0233156+0.00803176j -0.0172369-0.00671079j 0.00780532+0.0091585j -0.0145554-0.00971013j -0.000362779+0.00342738j 0.00202784+0.00781284j -0.0130802-0.00765766j -0.00915403-0.0138012j 0.00207277-0.00531969j -0.0173904+0.00500522j -0.00622075-0.0131491j -0.00486903+0.0236069j 0.00504838+0.00953681j -0.00952377-0.00227825j -0.0124102+0.0162444j 0.0143236-0.00290758j -0.0174978-0.0211791j 0.00450997-0.00208364j -0.0132918+0.0148499j -0.00555815+0.00792998j 0.0021361-0.00474677j -0.00236312-0.0216566j -0.00577238+0.00275012j -0.0136294-0.00414371j 0.00719517+0.0102041j 0.00420235-0.00134238j 0.00911947+0.0079973j 0.00728194+0.0160069j 0.00123797-0.0136235j 0.0107812+0.00618307j 0.000815397+0.000274547j 0.00204376+0.00407086j 0.00641746+0.0149132j -0.00115233+0.00672894j -0.00261988+0.00209596j 0.00947068+0.0088293j -0.00545397+0.00555421j -0.00173789+0.00021945j -0.0197477+0.00707541j 0.00744074-0.00736991j -0.00312257+0.000440584j 0.00879877+0.0102632j 0.00821638+0.0108953j 0.0104369-0.00369726j -0.00450588-0.00492706j -0.00159292-0.00619973j 0.00217184+0.0188939j 0.00929121-0.0150488j 0.0120609-0.013043j 0.00919092+0.011222j -0.0060992+0.00885997j 0.0178073+0.0174907j -0.00464619+0.00179634j -0.00218524+0.00244194j 0.0133262-0.0407997j -0.0143731+0.0017126j 0.0113296+0.00747584j 0.0319497+0.0172967j -0.0166175+0.0234818j -0.0269056+0.0112165j 0.00443135+0.018695j 0.0186954+0.000484766j 0.00624974-0.0271819j -0.0224891-0.00854306j 0.0598876-0.0659129j 0.0650986+0.0632292j 
-0.00192169+0.00205923j 0.00369718+0.00378672j -0.00246959+0.00556994j -0.00338642+0.00268547j 0.00540352-0.00295653j 0.00169805+0.000408289j -0.00101439-0.00124481j -0.00188175-0.000652558j 0.00258767-0.00401963j 0.000318618-0.00251604j 0.000575966-0.000860905j 0.000779893+0.00450025j 0.00507778+0.00623055j -0.00377653-0.00204697j 0.00119222-0.00918j -0.000894984-0.00695959j -0.00406925+0.00263107j 0.00172132-9.87811e-05j -0.00350678-0.00274668j -0.00039073+0.000103558j 0.00206587-0.00101202j 0.00314829+0.0026982j 0.00353478-0.0043683j -0.0023596+0.000688011j -0.00170177+0.00491761j -0.00216393-0.00378601j -0.00228107-0.000270274j -0.000256747-0.00113173j 6.25328e-05-0.000673928j 0.00159817+0.00593599j 0.000595644+0.00111445j -0.00668495+0.00156918j -0.0035656+0.00255402j 0.00384395-0.000333482j -0.00178868-0.00451824j 0.00448933+0.000882689j 0.00506801+0.000539108j 0.000602245-0.00251324j 0.00129863-0.000627955j 0.000439544+0.00166761j -0.00188442-0.00327609j 0.00189469+0.0028759j 0.00302016-0.00186775j 0.00370288-0.0019379j -0.00809573-0.00176307j -0.000712687+0.00106457j 0.00197347+0.00131386j -0.000452732-0.0047218j -0.00349168-4.95661e-05j 0.00988058+0.000264821j -0.00445938+0.00452002j 0.00336987+0.00270332j 0.00031795+0.00231778j 0.0026038+0.000522938j -0.000980207+0.00310302j -0.00670903-0.00464073j 0.00620085-0.00625965j -0.00196422+0.00381325j -0.00597589+0.00271532j -0.00182026+0.00048836j 0.00133561-0.00239863j -0.00516997+0.00188993j 0.000115085+0.00108252j -0.00401884+0.00724143j -0.00292312-0.000266397j -0.00367488-0.00234066j -0.000889911+0.0058278j 0.00173648+0.000660936j 0.00213821-0.00191215j -0.000828057+0.00267182j -0.000987445-0.00166769j 0.00242995+0.00101342j -0.000604066+0.004384j 0.00790589+0.000128037j -0.00136431+0.000918454j 0.00228795+0.00015023j 0.00418007-0.000793981j -0.00301009-0.000454147j 0.00401424+0.00326886j -0.00192456+0.00208958j 0.00445048-0.000375769j 0.00363447+0.00205447j -0.00669072-0.000412132j -0.00303496+0.00400845j -0.00194803-0.00281165j -0.00110627-0.000747609j -0.000909406-0.00160596j -0.00185639-0.000146677j 0.000185525+0.000181024j 0.0014818-0.000862598j -0.000771896-0.000699227j 0.000248515-0.00104625j 0.000371973-0.00224967j -0.00310119+0.00328135j -0.00449521-0.00213905j 
-0.00171778-0.00224076j 0.000574899-0.0019589j 0.00532789+0.00187101j 0.00308862+0.00404793j -0.0014319-0.00464221j 0.00239851-0.000357539j -0.000483286-0.00176835j 0.000939084-0.0015111j 0.00320747-0.000510414j 0.000612728-0.00152827j 0.000374226-0.00323524j -0.00320677+0.000667957j -0.00154973-0.00036034j 0.00223862+0.00409261j -0.00110361-0.00119014j 0.0015358-4.78676e-05j 0.00195499-0.00122622j 0.0017898-0.00205096j -0.00282687+0.000532249j -0.00198982+0.000387922j 0.000883976-0.0016559j -0.00438862-0.000302516j -0.000334545+0.00080546j -0.00327058+0.00149689j -0.00387383-0.000557361j -0.00274145+0.00160725j -0.00312336-0.00236245j 0.00204462+0.00272073j 0.00316729-0.00355264j 0.00115406+0.0037356j -0.00207561+0.00301735j -0.00131125-0.00163751j -0.00149842+4.8081e-05j 0.000186451-0.00108081j -0.00444261-0.00301057j -0.00550444-0.00117843j -2.42993e-05-0.00183578j -0.00281047-0.00528654j 0.00133238-0.000533507j -0.00179827-0.00130534j -0.00061308+2.48632e-05j -6.77926e-05-0.00332855j -1.87738e-05+0.00134222j 0.00517702-0.00653342j -0.0021632-0.00308373j 0.00299272+0.00232748j -0.0016803-0.000726942j -0.00136354+0.0047867j 0.000218183-0.00400722j 0.00277204+0.00278591j -0.0032337+0.0060197j -0.00156682-0.00344681j 0.000945927+0.00533701j 0.00113566-0.00800405j -0.00188657+0.00526792j 0.00334013-0.00465178j -0.00264714+0.0024366j 0.00483176+0.00304142j 0.000683084+0.00358058j 0.00370504+0.00650182j -0.0032553-0.00158482j 0.000562939+0.00176117j 0.0058185+0.000871964j -0.00263+0.00100514j 0.0032967-0.00660815j 0.00102642+0.000580349j -0.00565952+0.00178827j 0.00165076+0.00190276j 0.00294131+0.00484516j -0.00106215+0.00274622j -0.00388747+0.00091314j 0.000818151-0.00211143j -0.000609704-0.00517398j -0.00361723-0.00340347j -0.00303353-0.000422863j 0.00256379+0.00437735j 0.00260031+0.00160855j 0.00293634+0.000598146j 0.00380327-0.000559186j 0.000424879+0.00416326j -0.00137044+0.000634248j 0.000843963-0.00640052j -0.000480017+0.00453627j -0.00321783-0.00367865j -0.00287229+0.00124712j -0.00275434+0.00504482j 0.0014068-0.00294418j 0.000232797+0.00238855j -0.00263047+0.00278973j 0.00099264+0.000421699j 0.000194622-0.00177577j 0.0034358-0.00195913j -0.00213134-0.00381267j 0.00203992-0.00194957j 0.00127806+0.00250927j 
0.00226152-0.000433746j 0.00269578+0.00136782j -0.00364119-0.00134901j 0.000917415-0.00498101j 0.00447981-0.00384968j 0.00460741-0.00196237j -0.00704679-3.31751e-06j 0.00214576-0.000615089j -0.000673116+0.00148792j 0.00394232-0.00461577j -4.01833e-05-0.00357914j -0.00432224+0.00710074j -2.63283e-05+0.00388925j 0.00296498+0.00184051j 8.61946e-05-0.00437135j 0.000338662+0.00563853j 0.0048143+0.00157204j 0.00236984+0.00052268j -0.00401355-2.38288e-05j 0.00192912+0.00373677j 5.70857e-05-0.000267638j 0.000182871+0.00428607j -0.00295714-0.00480478j 0.00304051-0.000900873j 0.00127679-0.000676339j -0.00485547+0.000414347j 0.00211301-0.00195051j -0.00208129-0.00139294j 0.000585078+0.000277168j -0.000238458+0.00243094j -0.00194488-0.000676233j -0.000572139+0.00207243j -0.00280363+0.00456393j 0.00307597-0.00228633j -0.00203428+0.00333407j 0.00338235+0.00341406j -0.005124+0.00581732j -0.00420078+0.0101619j 0.00299766-0.00378597j 0.000614978+0.000755359j -0.00696791+0.00335134j 0.00136763+0.00335732j 0.000592198-0.00555219j -0.00428699+0.00407108j -0.000460069+0.00561156j 0.000380421-0.000981599j 0.00342519-0.00296118j 0.00035802+0.0021328j 0.00456867-0.00129104j -0.00166128-0.00330833j -0.000581238+0.00301172j 0.00114294+0.00318957j 0.00371612+0.00105445j -0.00571755+0.00474561j -0.00171205-0.00339909j 0.00182507+0.0049206j -0.000772111-0.00148275j 0.000990947-0.00754666j 6.18146e-05-0.00481482j -0.00144073-0.00261453j -0.000343843-0.00203873j 0.00580513-0.00461842j 0.00359849-0.0074251j 0.00585604-0.00633829j 0.00136476+0.00720471j 0.0022207-0.00253282j -6.30668e-05+0.00396405j -0.0054794+0.00520572j -0.00247572-0.00364374j -0.0024074-0.00109468j 0.00182746-0.00340886j 0.00280111+0.000468902j 0.00284521+0.00633843j -0.00411463+0.00255135j 0.000394543-0.00510674j -0.000898563-0.000546093j 0.000547705-0.00643441j -0.000270178+0.000442847j 0.00382525-0.000126075j -0.000431784-0.00271898j 0.00383227+0.0026489j -0.00126051-0.00129263j 0.000355698-0.00471229j 9.94818e-05-0.00425872j 1.11558e-06-0.00145868j 0.000693708+0.00351028j 0.00021566+0.00393816j 0.00209931+6.74246e-05j -0.0038242+0.000135848j 0.00422391-0.00205455j -0.000569958-0.00545516j 2.73551e-05+0.00332549j 0.00243924-0.00372657j 0.000209449+0.0013732j -0.000476823+0.00237307j 
-0.00678262-0.000569383j 0.000472846+0.000101931j -0.000236522+0.00116674j -0.000810013+0.00306451j -0.00915867-0.00351633j 0.00276653-0.00389055j 0.00949251-0.000795011j -0.00152116+0.00351361j 0.00372153-0.00403003j -0.00101223+0.00127909j 0.00108166+0.00193826j -0.00320367-0.00135907j -0.00530063-0.00423189j -0.00837261+0.00513911j -0.00130945-0.00146166j 0.00532513+0.00171467j 0.00374324-0.000591583j -0.000365891-0.00227993j -0.00048928+0.00861632j 0.00348272-2.46198e-05j -0.00371712+0.00314333j 0.00118617-0.00429783j -0.00186818+0.00725996j -0.000639327+0.00781764j -0.00170226+0.00159495j 0.00392011+0.00371005j -0.00137779+0.00153022j 0.00155776-0.00831967j 0.00300971-0.00336508j 0.00110587-0.00323189j -0.00236969-0.00352911j 0.00451632-0.00535299j -0.00352504-0.00416455j -0.00322865-0.00273174j 0.000351838-0.00148046j 0.00394978-0.00683656j 0.00105923-0.00301455j 0.0016854-0.00205455j -0.00367458-0.00240743j -0.00250982+0.000243442j -0.000497546-0.00544737j 0.00445389+0.0025577j -0.00118586-0.000329887j 0.00430167+0.00325935j 0.00426566+0.0042056j -0.00230211-0.00464048j -0.0016425+0.000826728j 0.00432368-0.00691583j -0.0020518+0.00116117j -0.000873367-0.00159559j 0.00394762+0.0011359j -0.00104591+0.000555141j -0.0046507+0.00305527j -0.000184069+0.00122201j 0.00498725+0.00130212j -0.00340921-0.00340037j -0.00307631+0.000265934j 0.00192828-0.00156856j -0.00127456-0.00144435j -0.00412913+0.00378115j -0.00105163-0.000293838j -0.00600578+0.00461278j -0.00867048+0.00315227j -0.000374725+0.00468672j -0.00639268-0.000808985j -0.00383298-0.000377451j 0.00347864-0.00476824j 0.00076406-0.00553518j 0.0017971-0.000700406j 0.00462355-0.00225968j 0.00116297-0.0016996j -0.00807719-0.00589369j -0.00215909-0.00134995j 0.000460912+0.00155763j -0.0047287+0.00623422j 0.00194217-0.000844047j -0.00323201+0.00262541j 0.00154914+0.000167951j -0.00323268+0.000217532j 0.00310804+0.00173088j 0.00292913-0.00140176j 0.000506244+0.00369491j -0.00332473+0.000151516j 0.00122094-0.00338977j 0.00194425+0.00346013j 0.000538024-0.00378082j 0.000342426+0.00291988j 0.00026712-0.000796404j -0.00567766-0.00200451j -0.0039313+0.00327965j 0.00264574+0.00278847j -0.000129449+0.00492438j 0.008689+0.00282489j -0.00337439+0.00075284j 0.00209889-0.00606525j 
0.00791413-0.00888876j -0.00345198-0.00458187j -0.00416918-0.00245419j 0.00264553+0.00570787j -0.000300186-0.00312094j 0.00494556+0.00574536j -0.00297466-0.00112812j -0.00349171-0.00652363j -0.00592275-0.003773j -0.00744324-0.00439874j 0.00487712-0.00485521j -0.00446027+0.00550137j -0.00014546-0.000844303j 0.00160599+0.00296949j 0.0017753+0.00194522j 0.00703994+0.000228118j -0.00325998-0.00214401j 0.000272385-0.00333881j -0.000735556-0.00191083j -0.00425156-0.00234672j 0.000614169-0.00306148j -0.00642057-0.00339377j -0.00123018+0.00143646j -0.0110217+0.00606011j 0.00307206-0.0025348j 0.00142578+0.003175j -0.00349772+0.00430045j 0.00214045-0.00293046j -0.00020455+0.000876601j 0.00519175-0.00172381j -0.00274607+0.00224144j 0.00318919+0.00537143j -0.00153526-0.00336917j 0.000198017-0.00108757j 0.00070806+0.0010236j 0.00379105+0.00394311j 0.00319727-0.00155579j 0.00361767+0.00206995j -0.00145336+0.00101398j 0.00273429+0.000513923j 0.00164137+0.00432917j 0.00674553-0.00143008j -0.000199738-0.00059015j 0.000645673+0.00398845j -0.000611561+0.00459136j -0.00402808-0.00116996j 0.00151755-0.00301126j -0.000354078-0.00502244j -0.00587457+0.0058662j 0.0040355-0.00177855j 0.00124506-0.000438511j -4.12588e-05-0.00211502j -0.00688967+0.0020573j 0.000157366+0.00347277j 0.00880306-0.00159717j -0.00595624-0.000820523j 0.00288752-0.00143207j -0.00194512-0.00439183j -0.00395453-0.000305107j -0.00166806-7.52516e-05j 0.0031464+0.00157106j 0.00398393+0.00411301j -0.00497012-0.000559651j 0.00166673-0.0024636j -0.00247956+0.00397002j -0.00130051-0.00395485j -0.0071615-0.00366255j -0.00122384-0.000154533j -0.00316451-0.000813157j 0.00849158-0.0030224j 0.00327565+0.00272331j 0.00349885+0.00670793j 0.00197732-0.00472981j 0.00269376-0.00138089j -0.00164215+0.00424191j -0.00291327+0.00252483j 0.00392215+0.00103861j 0.00536504-0.00148872j 0.000463063+0.0042221j 0.000801452+0.00539621j 0.00456231+0.00567889j 0.00299039+0.00350267j -0.00101736+0.00190076j 0.00451966-0.00339449j -0.000227156+0.00188406j 0.00610415+0.00196074j -0.000267938+0.00217089j -0.00404437+0.00497748j -8.61332e-05+0.00270411j -0.00989073+0.00450274j 0.00652762+0.0110093j 0.000537819-0.00372647j -0.0068784+0.00270904j 0.00421766-0.0108202j 0.0112717+0.00627119j 
-0.00856161+0.00877124j 0.00769226+0.00710488j -0.00111156-0.00148782j 0.00430441-5.54606e-05j 0.00470444-0.00368136j -0.00389295-0.00388079j 0.00531927+0.00313839j -0.00179425+0.000298981j -0.00864367-0.00486975j 0.00266019-0.000889533j 0.00481876-0.00207118j 0.0045678+0.00460336j 0.00255101+0.00543604j -0.00579632+0.000931631j 0.00171494-0.00508832j 0.00182316-0.00218737j 0.0010144+0.00261906j -0.00269934+0.00225348j 0.00605676+0.00104733j -0.00132893+0.000357352j -0.000768558+0.000624092j 0.0087543+0.00365158j -0.00267807-0.00452795j -0.00176537+0.00117617j -0.00502824+0.00625587j 0.00519354-0.00542005j -0.00236123-0.00499059j 0.00261293-0.000582429j -0.00482052+0.000539324j -0.00853627-0.00169104j 0.0127716-0.00328988j -0.00334462-0.000584958j 0.00210211-0.000577651j 0.00126877-0.00326021j -0.00700775-0.000443238j -0.00256844-0.000480375j 0.00139701+0.00671897j 0.00253605-0.00281202j -0.000537135+0.00573517j 0.00713298+0.00481596j 0.00524313-0.00821793j -0.00123554+0.000570438j 0.00202698+0.00415278j 0.000296306-0.00196439j -0.00919202+0.00151312j 0.0084327+0.00316705j -0.002723+0.00338459j 0.00561107-0.00228583j -7.48238e-05-0.00199288j -0.00211121-0.00118901j 0.00253663+0.00211828j 0.00171365+0.00112602j -0.000101927-0.00133823j -0.00172386+0.00170804j -0.00404894+0.00155535j -0.00146783-0.00067486j 0.00286641-0.00397339j -0.00183877+0.00705225j -0.000345695-0.00289185j 0.00337208-0.00618118j -0.00143645+0.00199747j -0.00394929-0.00402032j 0.001697+0.00343329j 0.00115847-0.000647206j 0.0023043-0.00154362j -0.00138421-0.000308955j 0.00211979+0.00334341j 0.00159429-0.00162529j -0.00125859-0.00187268j 0.000106119+0.00168553j 0.00265121-0.00235495j -0.00133697-0.0041386j -0.00405318+0.0039395j 0.00691756+0.00345334j 0.0033482-0.00149029j 0.00301619-0.00206042j -0.0080277+0.00173285j 0.00245545+0.00134668j 0.00238598-0.00594203j -0.00326646-1.23808e-05j -0.00559002-0.00463176j 0.00298196-0.00329796j -0.00138918+0.000894332j -0.00274655+0.00668317j 0.00116291-0.00160846j -0.00550281-0.00281492j -0.00433069-0.00351348j 0.00514053-0.000216019j 0.00424124-0.00532344j 0.0021686-0.00237397j -0.00282957-0.00241267j -0.000822847+0.00155117j 0.0035414-0.000782823j -0.00730593+0.011847j -0.0123264-0.00812234j 
0.00371526-0.00554931j 2.09162e-05-0.00444172j 0.00808538+0.00122628j -0.00887838+0.00482167j -0.000545323-0.000259048j 0.00485588+0.00205159j -0.00545916-0.00148609j -0.00723572+0.00579788j 0.00297872-0.00421967j 0.000817501+0.00324824j -0.000290774-0.00126973j -0.00133312+0.00458377j 0.00383232+0.0024923j -0.000179209+0.000620343j -0.00308307-0.000729603j -0.00131052+0.00188091j 0.00101153+0.00129504j -0.000520919+0.000827541j 0.000864624-0.00565272j 0.000860064+0.00469695j 0.00199952-0.00434318j -0.00505875+0.00536821j -0.000988527-0.00149777j 0.00063881+0.00279793j 0.000886785+0.00688882j 0.00378392-0.00141515j 0.00158993-0.00367946j 0.000847148-0.00525228j -0.00455051-0.00645039j 0.00125365-0.000595421j -0.00146926-0.00330759j -0.00576958+0.00140008j 0.00265418-0.00422426j -0.00285444+0.000269011j -0.00486301-9.7061e-05j -0.00336352-0.00286118j 0.00201113-0.0101918j 0.000267063-0.00186628j -0.00727635-0.000753549j -0.00190007+0.000694406j 0.00441297+0.00238198j -0.00255825+0.000328684j 0.000313931-0.00259727j -0.00136227+0.0041367j -0.00174346-0.00493717j -0.00569059-0.00223396j 0.00321241+0.0031822j -0.0062938+0.000184796j 0.00232811-0.00216365j -0.00131097-0.000937423j 0.00233611+0.002792j -0.00275935+0.00332136j -0.00186218+0.00713332j -0.000200264+0.000921169j -0.00375894-0.000406575j 0.00305851+0.00125726j 0.00209107+0.000773043j 0.00155342+0.00239231j -0.00220808-0.000769695j -0.00272503+0.00714859j 0.00241608+0.000967808j -0.00241097+0.00110461j 0.00172292+0.00639109j -0.0028613+0.000603825j 0.000781334-0.0055188j 0.000279787+0.000144073j 0.00180389+0.00227112j -0.000868646-0.00198912j 0.00129373+0.0018775j -0.00260849+0.00219177j -0.00140333+0.00516938j 0.000513924-0.00137387j 0.00204839+0.00505625j 0.00349229-0.00298355j 0.00049061-0.00193316j -0.000664903-0.00159881j -0.0002931-0.00358836j -0.00201809-0.000710273j -0.00274272+0.00127316j -0.00207574+4.74832e-05j 0.0011402+0.00270782j -0.00334859-0.00031496j 0.00253294-0.00345631j -0.00407774-0.00311105j -0.00266494-0.000606495j -0.00201844-0.00198865j -0.000607156+4.77158e-05j 7.584e-05-0.000503872j 0.00244565+0.0022956j 0.00473554-0.00271992j -0.00257367-0.00545754j -0.00208641+0.000360368j -0.00289797-0.000514912j 0.00265893-0.00381855j 0.00392587+0.00360633j 
-0.00901864+0.00389594j 0.00758585+0.00835912j 0.00269009-0.00648911j -0.00873296-0.00269869j 0.00434916-0.00581297j 0.00234503-0.0011021j 0.00508926+0.00835245j 0.00607498-0.00202026j 0.00153794-0.00107312j -0.00153817-0.00143513j 0.00112947-0.00291291j -0.00385258+0.00366486j 0.000252933+0.00102476j -0.000995924+0.000345152j 0.00499141-0.00138514j 0.00350391+0.00154607j 0.00129311-3.8969e-06j 0.00991417+0.000916462j -0.00710748+0.0034496j -0.0015033-0.00416344j 0.000213155+0.000437884j -0.00353074-0.0034618j -0.00441537+0.00445931j -0.00204466+0.000666798j 0.00225265-0.00120527j -0.00731804+0.00185188j 0.00498117+0.00059619j -0.00496433+0.00226288j 0.0041852+0.00572069j 0.0022341-0.00213072j -0.00665235+0.00589773j 0.00118564-0.00188104j -0.00072129-0.00122901j -0.00253639+0.00444533j -0.00229547+0.00276207j 0.00124006-0.00147129j 0.00359651-0.00512023j -0.00303689+0.000836632j 0.00138773-0.00520442j -0.00276358-7.01086e-05j -0.00670829+0.00154144j 0.00609262-0.00324575j -0.00191743-0.00205794j 0.00535581-0.00179164j 0.000520668+0.00334175j 0.00175466+0.00345336j 0.000633999+0.00149937j -0.00151006-3.27079e-05j 0.00429053+0.00189671j 0.00651077-0.000520671j -0.00770865+0.00390883j 0.00146643+0.00328327j 0.00515127-0.00373642j -5.8558e-05+0.00118022j 0.00432694+0.00317616j -0.00238705+0.00418827j 0.00122262-0.00142784j -0.00213517-0.0031623j 0.000653786-0.00155777j -0.00414421+0.00391998j 0.000698837+0.00111275j 0.00163683-0.000335948j -0.00705583-0.00485274j 0.000727981+0.00149006j -0.00247463-5.40928e-05j 0.000520106-0.0021549j 0.00104187+0.000400304j 0.00295235+3.487e-06j 0.000562257+0.00078459j -0.000378406-0.00361636j -0.00471183-0.000577297j 0.00140253-0.00176847j -0.000728554-0.0059992j -0.00246711+0.00137323j -0.00538691+0.00377293j -0.000829763-0.0048979j 0.00433755+0.006354j -0.00232496+0.00349471j 0.000154692-0.000424239j 0.00611376-0.0006384j 0.00243307-0.00402758j 0.00606111+0.00444743j -0.00697235+0.000461937j -0.00160088+0.00539246j 0.000639287+0.00219123j 0.00195496-0.00507849j -0.00276426+0.00108552j -0.000100372-0.000813786j 0.00119927+6.98039e-05j -0.00500192-0.00196534j -0.00126229+0.00533602j -0.000619397+0.000844381j 0.000382192+0.0026874j -0.00554195+0.00549444j -0.00347344-0.00697477j 
0.00325339-0.00441971j -0.000544748-0.00520967j 0.00219611-0.00222272j 0.00270293-2.94477e-05j -0.0050763-0.00497454j 0.00166065+0.00395681j -0.00182691-0.00335781j 0.000148315+0.00278277j -0.00325634+0.00378099j -0.00240177-0.00191286j 0.000868631-0.00233399j -0.00344499-0.00183307j -0.00538711-0.00269222j 0.00266408+0.00429246j -0.00056592+0.00372567j 0.00471134+0.00254558j 0.00393612-0.00366305j -0.00256772+0.00186895j 0.000991621-0.00519514j -0.000866445+0.00154296j -0.00261654-0.00205035j -0.00217882-0.00345304j -0.00330949+0.00822557j -0.00834143+0.00357429j 0.000800173-0.00353694j 0.00283746+0.00101987j -0.00156279+0.00184651j 0.000399405-0.0018266j 0.00020045+0.000792338j 0.00153358+0.00204252j -0.00211335-0.00183729j 0.0030412+0.00119924j -0.000170111-0.00372909j -0.00378589+0.000745399j -0.00255534+0.00197906j -0.003524-0.000325381j -0.00246734-0.00036828j 0.000955138-0.00242736j 0.00159629-0.00039105j -0.000545095-0.00272649j 0.00549412-0.00263117j -0.00199126+0.0025345j -0.000244858+0.00626624j -0.000390089+0.00584704j 0.00275837-0.000999366j -0.00429612-0.00287359j 0.0026862+0.000898072j -0.00139768+0.000701017j -0.00193887-0.00136613j -0.00249323+0.00277098j 0.00279404-0.0031344j -0.00328207-0.00565998j -0.00111646+0.00451589j 0.000890684-0.00127047j -0.0010339+0.00129231j 0.00177693-0.00334768j 0.000499901+0.00329102j -0.00130816-0.000116587j -0.000241458+0.000349825j 0.00279884-0.00121832j -0.000606179+0.00123697j 0.0013064-0.000654179j 0.000286498+0.00230788j -0.000476983-0.004666j 0.00148049-0.00174432j -0.000228142-2.71239e-05j -0.00131764+0.000458471j -0.00113567-0.00171636j 0.00185941+0.00228576j 0.000594753-0.0019734j 0.00196671+0.00369432j 0.000295355+0.00211388j -2.58348e-05-0.0040005j -0.000522666-0.00300211j 0.00110447+0.00057324j 0.000957247+0.00257793j -0.00292872+0.000743014j 0.00876192-0.00292553j -0.000740233-0.0019937j -0.00211577+0.00389443j -0.00402898+0.00252091j -0.00326705-0.00154897j 0.00621857+0.00213857j 0.00198394-0.0057056j -0.0019801+0.000917818j 0.000376422+0.00145624j 0.00509762+0.00122282j 0.000976217+0.00402557j 6.37222e-05-0.00123522j -0.00262067+0.00183685j 0.00268197+0.00167808j -0.000653666+0.00154893j -0.00235886+0.00153554j 0.00322941-0.00511118j 0.00607763+0.00376992j 
-0.00708468+0.00991802j 0.00627951+0.010351j 0.00329642-0.00476676j 0.00441247-0.00443639j 0.00151989+0.000858084j -0.00834672+0.00631275j 0.00637615+0.00929742j 0.00726497+0.00265327j -0.0046912-0.00112376j 0.00242318+0.00189949j 0.000962366+0.00032778j 0.00225778-0.00351222j -0.00166215+0.0028223j 0.00293254-0.00419017j 0.00525029+0.00280139j -0.000684844-0.00248775j 0.000406197+0.000312345j 0.00376852+0.00716654j -0.00174053-0.00301512j -0.00329924-0.00476834j 0.000563067+0.00249514j 0.00124204+0.000230111j 0.00353439+0.00176861j -7.30344e-05+7.52694e-06j 0.00315785-0.00373911j -0.00823033+0.00177298j 0.00690962+0.000257244j -0.00150755+0.00330557j 0.00135235+0.00214609j -0.00472554-0.000298039j -0.00202412+0.000310531j -0.0024024-0.00337201j 0.00384854+0.00509163j 0.00117222+0.00169286j -0.00530828-0.00668386j 0.000481213-0.00239092j 0.000112342+0.00398025j -0.000868656-0.00495867j 0.00940612-0.00011992j -0.000515302+0.00107422j -0.00111325-0.00580424j -0.00157311-0.00398296j -0.00162891+0.00335212j 0.00474491-0.00399769j -0.00137884-0.00251265j 0.00797663+0.00724983j -0.00179183+0.00428337j 0.00356729+0.00284559j 0.00206142-0.00271383j 0.00198811-0.000509825j -0.00145442+0.00621133j 0.00220085-7.63188e-05j 0.00360206-0.00236254j -0.00143862-0.00109821j 0.00448488+0.00340842j -0.000384548+0.000590131j 0.000932354+0.000597647j 0.00222975+0.00378785j 0.00602592-0.00188749j -7.46787e-05+0.0017531j -0.000398238+0.00107579j -0.0029706+0.00169209j 0.00118004-0.000481114j 0.000139686+0.00293876j -0.000639128-0.0068683j 0.00343984+0.00212883j 0.00390358-0.00417837j 0.00671075-0.00248715j 7.19699e-05+0.00145426j -0.00151265-0.00165621j -0.00240396-0.00443585j 0.00434687-0.00456067j -0.00351291-0.000234654j -0.00393625+0.00171977j -0.00461912-0.00198548j 0.00206024-0.00237137j -0.00235719+0.00902788j -0.0043656+0.00481635j 5.27851e-05-0.000879509j 0.00374146-0.00412061j -0.0020972-0.00189841j 0.00678986-0.000562488j -0.00466662+0.0023168j -0.00422396+0.00385217j 0.00124607-0.000514571j -0.000952478-0.00336813j -0.00656002-0.00415222j 0.00462064-0.000435694j -0.000851921+0.0015823j -0.00479769-0.000568113j -4.66641e-06+0.00656211j 0.00115117-0.00544511j -0.00212409-0.00402047j -0.00778172+0.00901296j -0.0106757-0.00950195j 
