0.0375118+0.01787j 0.020902-0.0362537j 0.0321028+0.0215107j -0.0143558+0.0305102j 0.00247533+0.0034603j 0.00323766-0.00598334j -0.00323835-0.00184531j -0.0118219+0.0127596j -0.00569163-0.0021335j -0.00809281-0.000101313j 0.00579359+0.00113257j 0.00642286+0.0110751j -0.00660943-0.00993361j -0.000126357-0.00472299j -0.00235813+0.00549501j -0.00726475+0.00511263j 0.000221668+0.0114254j -0.004823-0.00668588j -0.00194865+0.0057648j -0.0145864+0.00254829j -0.000298455+0.00608344j -0.00520973+0.00697782j 0.00158795+0.00756164j 0.00251649-0.00109378j -0.00408743+0.00622865j 0.00230621+0.0029223j -0.0027569-0.00906377j -0.00930228-0.000789827j 0.00285378+0.00765999j -0.0112004-0.00544524j 0.00104058+0.00856345j 0.00231978-0.00475078j 0.00285918-0.00421186j -0.00528588-0.00807619j 0.00508889-0.00352375j -0.00223708-0.00377886j -0.00263984-0.00489343j 0.00283461-0.00488264j 0.00231301-0.00675934j -0.00546514+0.00065101j 0.00382326-0.00721667j -0.000236612+0.00482994j -0.00370766-0.00164928j -0.00521381+0.00579287j -0.00132241+0.00140468j 0.00224396-0.00242453j 0.00457482-0.0102202j 0.00026356+0.00276465j 0.00217729-0.000654604j 0.00403408+0.00115038j 0.00179103-0.00146041j 0.0038029-0.00111635j -0.00302622+0.010425j 0.00160606-0.00101426j -0.00413531+0.00467205j 8.95512e-05-0.00385422j 0.00148753+0.00268071j 0.00554891+0.00283224j -0.0038494+0.00351613j -0.00165859+0.00976822j 0.00781221+0.00414243j -0.00689932+0.00473382j 0.0037429+0.00323612j 0.0006256+0.00836293j -0.00174234+0.00442389j -0.00147657+0.0157658j 0.00215564-0.00275805j 0.00481996-0.00477121j -0.00523953+0.0016576j 0.00686203+0.001048j 0.00493726+0.00138538j -0.00747736-0.00135305j 0.00321804-0.00654159j 0.00460296+0.00119019j -0.00522121-0.00861517j -0.0146464-0.000852684j -0.00232152+0.00948516j 0.0109022-0.000680164j -0.00642126-0.00818821j 0.00484497+0.00510164j 0.00493721-0.014978j 0.00152645+0.0152873j -0.00820836-0.00070235j -0.017761+0.0057898j 0.0215601+0.0025606j 0.000412371+0.00239852j 0.0109652-0.0014157j 0.00408888+0.00935662j -0.0240915-0.0190169j 0.0229935-0.0240888j 0.000676311+0.0401864j -0.0407251-0.000972234j 
0.0044099+0.00409243j 0.00560356-0.00573102j 0.00287507+0.00342508j -0.00224168+0.00731481j -0.000608935+0.00675828j -0.00177156+0.000115767j -0.0107913+0.0013397j 0.00120935+0.00489168j 0.0107431-0.0026585j -0.00209224+0.0065219j -0.00214608+0.001968j -0.00135336+0.00387491j -0.00851857+0.00100453j 0.00220198-0.000166549j 0.00218489-0.000819748j 0.00461132+0.00390843j -0.000915778+0.000347527j 0.00652683+0.000994603j 0.000253783+0.000580294j -0.000813891-0.000793348j 0.00547421-0.00160344j -0.00491551-0.00637552j 0.00823247+0.00227885j -0.00168389+0.000578364j 0.00241809+0.00267677j 0.00511656+0.00848561j -0.0022751-0.00453627j 8.9117e-06-0.00288546j -0.0022894+0.0072836j 0.00174686+0.00449059j 0.000237641+0.0024987j 0.00400408-0.00374386j 0.00238217-0.008099j -0.00422366+0.000620841j 0.0023729+0.00537188j -0.00378193-0.000600009j 0.000237866-0.00406121j 0.00321139+0.00550018j -0.00156133+5.73012e-05j 0.00658075+0.00028663j 0.00238593-0.00505918j 0.00247399+0.00773359j 0.00288583-0.00303516j -0.00115162+0.00134454j 0.00450453-0.00180435j 0.0015157-0.00443592j 0.00247324+0.00242896j 0.00372144-0.00179601j 0.00176485-0.0026586j 0.00133607+0.00544142j -0.00456902-0.0001545j 2.07702e-05+0.00601403j 0.00153621+0.00581693j 0.00231716-0.00240061j 0.00181328+0.00465408j -0.00244884+0.00174672j -0.00258054-0.000433279j 0.00579476-0.000317321j 0.00132975-0.0012147j -0.00398533+0.000296927j -0.00271946+0.000307664j 0.00358827+0.0038509j -0.00249836+0.00215094j -0.000275311-0.000806592j -0.00115151+0.00056169j -0.0044445-0.00561627j 0.00215226+0.00503773j 0.000746292+0.00056846j -0.00232517+0.001701j -0.00451029-0.00511749j -0.00104428-0.00292726j -0.00329532+0.00296905j -0.000617791-0.00236506j 0.00387004-0.00467182j -0.00252839-0.00450275j 0.000374075-0.00275034j -0.000289577-0.004596j 0.00211224+0.00329717j -0.00441987+0.00169358j -0.00159108+0.00264021j -0.000113444-0.00556078j -0.00180773+0.000312876j -0.00717768-0.00114369j -0.00253213-0.00292393j 0.00297012-0.00416529j 0.0034629+0.00306952j 0.00524505-0.00383242j 0.000762824+0.00378313j -0.00755386-3.60561e-05j 0.000977568-0.00475575j -0.001867+0.00600304j -0.0039769-0.00258155j 
0.00356498+0.00035913j -0.000923392-0.00530249j 0.00218049+0.0124347j -0.00332387+0.000968369j 0.00888408-0.0113338j 0.00710175-0.00293083j 0.00278594+0.00830622j -0.0100828-0.00376467j -0.00905052-0.00243028j -0.00870745-0.00504371j -0.00583277+0.00274537j 0.000256308+0.00842891j 0.00346038-0.00285677j 0.00709738-0.00611213j 0.00215073+6.04035e-05j 0.00950309-0.00326234j 0.00665637-0.00209065j 0.00651552+0.00705469j 0.0101012+0.00203005j 4.83817e-05+0.00248289j -0.00504128-0.00763136j 0.00201187+0.00152703j 0.00341504+0.00304558j 0.00987447-0.0018835j -0.000923658-0.000824842j -0.00109461-0.00533282j -0.00451795+0.00190668j 0.00184598+0.00155311j 0.001074-0.00227106j -0.00379834-0.00450601j -0.000799025+0.00708554j 0.00206677-0.00501263j 0.00281796+0.00583427j 0.000746739-0.000673444j 0.00106189+0.00306783j 0.00665068-0.00272001j -0.00412878-0.00331552j -0.00608558-0.00277895j -0.000119833-0.00040732j 0.000852892+0.00154907j -0.00216872-0.00316j -0.00083273+0.00936614j -0.00159376+0.00102343j -0.00366699-0.00289812j 0.00233381+0.00253061j 0.00489831-0.00361685j -0.0045653-0.00329193j 0.00865455+0.00237738j -0.00272714+0.000782145j 0.000676514+0.00135409j 0.00338958+8.48066e-05j -0.00501743+0.00190755j -0.000894647+0.00396036j -0.00142352-0.00332341j -0.00693738+0.00150138j -0.00420703+0.00323594j -0.00357746+0.0059424j -0.000270569+0.00147988j -0.00280557+0.00290255j -0.000885729+0.00325407j 0.00141747+0.000394063j -0.00114913-0.00536716j 0.00163392+0.00579546j 0.00459657-0.00140148j -0.00407589-0.000757098j -0.00241343+0.000769285j -0.00475214+0.00458143j 0.00535733-0.00337254j -0.00523813-0.0035049j 0.00094055-0.00159571j 0.00016353+0.00749296j 0.000540721+0.00128157j -0.00189499-0.00245769j 0.00305836+0.00146256j -0.00265123-0.000972771j 0.000823866-0.000498005j 0.00250506+0.00472719j -0.000891718-0.00336378j 0.000458694+0.00114286j 0.00344276+0.00220323j 0.00485025+0.000616172j 0.00206492-0.00115101j 4.61096e-05-0.00803953j -0.000589986-0.00483409j -0.0021918+0.00251458j 0.00391359+0.00543153j -0.00404102-0.00377585j 0.00411779-0.00570636j -0.00340748-0.00727142j 0.00346918-0.00237313j 0.00674028+0.00394842j -0.00264835+0.00512635j 
-0.00287144+0.00148182j -0.000566452+0.00517255j -0.00543082-0.00999799j 0.0111286-0.00864889j -0.0146425+0.000136565j 0.00100218+0.00941652j 0.00675337-0.00163828j 0.000167443-0.00561169j -0.00362839-0.00238602j 0.0134641+0.000733202j 0.00111529-4.92352e-08j 0.00010282+0.00330266j 0.00611586-0.002338j 0.00531217-0.00598763j 0.000340219+0.00350859j -0.00741369-0.00376961j 0.00606566+0.00656422j 0.00789777-0.00140116j -0.000717115+0.00301913j 0.00553853+0.0132044j -0.00158153+0.00239977j 0.00182082-0.00109915j -0.00173006-0.00755911j 0.0102103-0.00164041j -0.00978916-0.000425953j -0.00398557+0.0043156j 0.00262986-0.000693741j 0.00218907-0.00349694j -0.00272648-0.00562949j -0.00515851-0.00470786j 0.00254419-0.00144394j 0.00190909+0.000514548j -0.00257208-0.00179213j -0.00238139+0.00280383j -0.00662151-0.0018379j 0.0024058-0.000741184j -0.000828814+0.000299909j -0.00137666-0.000408147j 0.00251495+0.00500606j -0.00567533-0.00283905j -0.00111766+0.000439338j 0.00344402+0.00206559j -0.00224952+0.00514993j -0.000514922+0.000308761j 0.0037662-0.00262682j 0.000155362+0.00224768j -0.00861846-0.000801812j 0.00175667+0.00575418j 0.00143856-0.000181676j 0.00408632-0.00196269j -0.00305526-0.00236208j -0.00181316+0.00357536j 0.00430454-0.00233496j -0.00529844-0.00152672j -0.00147086+0.00125802j 0.000807706+0.00551699j -0.000337539+0.00350781j 0.00210457+0.00194303j 0.00719397+0.000170375j -0.00140114+0.0029104j -0.0058216-0.00160876j 0.00450749-0.00734961j -0.00124958+0.0111788j 0.00117303-0.00423212j -0.00572291-0.00940232j 0.0019843-0.0062714j 0.00446407-0.00592291j -0.000216594+0.00532408j 0.00542392-0.00191953j -0.00262145+9.01673e-05j -0.00300992+0.00613439j 0.00592365+0.00151384j -0.0010216+0.00363714j -0.00121986+0.00412821j 0.00640694+0.00591017j 0.002353+0.004011j 0.00117624+0.00669866j 0.00623415+0.00433545j 0.00175691-0.00514598j -0.0010427+0.00144989j 0.00236442+0.00369184j -0.000258495+0.000488213j 0.0054637-0.00510391j 0.00011877+0.00613969j 0.00395632-0.000871843j -0.00250521-0.00481834j -0.00182298+0.0121163j -0.00866385+0.00176272j 0.00221185+0.00809955j -0.00988523+0.00885647j -0.00145513-0.00509728j 0.00642096-0.00070785j 
-0.0103261-0.00888481j -0.00831059+0.00879481j -0.00427398-0.00653953j 0.00830581-0.00508372j 0.0018087-0.00295093j -0.00201648+0.00224892j -0.00468515-0.00574869j 0.0127652+0.0079402j 0.000824798+0.000397672j 0.00208615-0.0101608j -0.0063756-0.00605263j -0.0102023+0.00067333j -0.000480196+0.00250951j -0.000938226+0.00919198j 0.00310107-0.00794781j 0.00434651-0.00314397j 0.00291768-0.0102488j -0.00186537+0.00240783j 0.00705424-0.00231543j 0.00579813-0.0116276j -0.00418685+0.000587998j 0.00057093-0.00338854j 0.00358209+0.00423227j -0.00399342+0.00408952j -0.00643153+0.00302603j 0.00154691-0.00416833j -0.00127069+0.0081561j 0.00321498-0.00248864j 0.00352965-0.00169196j 0.00774612-0.00196326j -0.008448+0.00364837j -0.00685749+0.0062164j 0.00295913+0.00465839j 0.00650194+0.00458572j 0.00375897+0.00249223j 0.0030422+0.00651547j 0.00285192+0.00304184j -0.00533664-0.0020049j -0.000666597+0.00545743j 0.00684969+0.00319964j -0.0075173+0.00499805j -0.0039878-0.00611528j 0.00559817-0.00573877j 0.00516818-0.00163467j 0.00227251+0.00440434j -0.00239465+0.00171632j 0.00143217+0.00389331j 0.00338499-0.00165778j -0.00113013-0.000886512j 0.0035073-0.00143196j 0.00398695-0.00128499j -0.000100022-0.00295543j 0.00257688-0.0016765j -0.00358318+0.0017835j 0.00397709-0.00349922j -0.000428584+0.00229792j 0.000457894-0.00203208j -0.00432632-0.00121171j 0.00121129-0.00334456j -0.000604275-0.00206711j -0.00264799-0.00184907j 0.000534083+0.00336195j 0.00394191-0.00438991j -0.00171329-0.0100713j -0.00288546+0.00369801j 0.00122053-0.00298467j -0.00617784+0.00195731j -0.0018574-0.00182722j -0.00153587+0.00132725j -0.00613645-0.000969358j -0.00399637-0.00362459j 0.00525106-0.00191185j -0.000473201-0.000501227j 0.00090678+0.0046022j -0.00128563+0.00098338j 0.00234593-0.000204112j 0.00182623-0.00358648j -0.00517122-0.00402758j -0.00445769+0.00146129j -0.0041673-0.0117526j -0.0032199+0.0062732j -0.00138415-0.0026136j 0.00567275+0.00387167j 0.00281861-0.00105647j -0.00628845+0.00669293j 0.00298954-0.00271333j 0.00264119-0.00119967j 0.00157946+0.00159868j 0.00687911+0.00771376j -0.00275084+0.00875172j -0.00729728-0.0105766j 0.0112097-0.00567534j 
0.00834083-0.00233089j -0.0019787-0.00943316j 0.00113625+0.0110987j -0.00490084-0.00939143j 0.000667224-0.00213429j -0.00441304-0.000726851j -0.0118515+0.00588687j 0.00470903-0.00850994j -0.00781021-0.00878901j -0.0102168-0.00730804j 0.00439405-0.000158507j -0.000806774+0.00324453j -0.0010202-0.00635339j -0.000104857-0.00927883j -0.00703872-0.00202705j 0.0144314-0.00394283j -0.00750349-0.00635616j -0.00575412-0.00824943j -0.0103671-0.00143131j 0.00313241+0.000689693j 0.0108572+0.00241938j 0.00534954-0.00476566j 0.000677448+0.00526293j -0.00386144+0.00251486j 0.00673548-0.00670089j 0.00226583+0.000727406j 0.000397715-0.0024623j -0.00102091-0.00311579j -0.0082493+0.00439368j -0.00130174+0.00210039j -0.00550863-0.0106673j -0.00374182-0.00616959j 0.000544421-0.00100137j -0.00269986+0.00435731j -0.002499-0.00153246j -0.00469043-0.000258925j -0.00606378+0.0029522j 0.00117937+0.00738302j -0.00492351-0.00289455j -0.006705-0.000457869j 0.00503075-0.00881531j 0.00426502-0.00300928j -0.00740135+0.00103857j -0.00102736+0.00544832j -0.00453675+0.00390358j -0.00126823-0.00414782j -0.000119956+0.000532879j -0.00421511-0.00470036j 0.00261114+0.00673041j -0.00794071+0.00369767j -0.00270044-0.00604506j -0.00346355+0.000859556j -0.00523747+0.00565949j -0.00302719-0.00100533j 0.00758693+0.00518182j 0.000439639-0.00470813j -0.00186402-0.000955921j 0.00476351-0.00161896j 0.00528761-0.00336132j 0.000229434+0.00125302j 0.000185695-0.000225922j 0.00351705+0.00653512j -0.00593217-0.00453686j -0.00139574+0.0017258j 0.00197916+0.00297893j -0.00499952+0.00494171j -0.0031408+0.00305739j -0.00410965+0.00257292j -0.00214297+0.00344107j 0.00169689-0.000611603j -0.00626048-0.000886212j -0.00291119+0.000782379j -0.00220767+0.00345141j 0.00371973-0.00177027j -0.00591917-0.00318318j 0.00230109-0.00078517j 0.00368633+0.00376347j -0.000248666-0.00330104j -0.00423751+0.000869577j -0.00104205+0.00497089j 0.00504484-0.000588779j -0.00107298+0.00076104j -0.00403112-3.24244e-05j -0.000837481-0.00519121j 0.00226724+0.0044583j 0.00739958-0.00347673j -0.0073441-0.00534288j 0.00232268-0.00777286j 0.000497442-0.010159j 0.010343-0.000370826j 0.00581819+0.00342257j -0.00363631+0.00625116j 
-0.00152347+0.00238201j 0.000801346+0.000366653j -0.00221965+0.00304341j 0.00181926+0.00234908j 0.00989064+5.69385e-05j 0.000844114-0.00875875j -0.0123599-0.00088476j -0.000393432-0.00326602j 0.00614869+0.0108194j -0.00288889+0.00937625j -0.000876656+0.000456822j 0.00769513+0.008095j -0.00263508-0.0101276j 0.000718774+0.00410885j 0.00397518+0.0036206j -4.89533e-05-0.000604844j -0.00393142-0.00194313j -0.00464614+0.00104472j 0.0046194+0.00376812j 0.00285223-0.0046711j 0.00022642-0.000465028j -0.00164705+0.00609436j -0.000470249-0.00269771j 0.00673996+0.00304633j 0.00927445+0.00595291j -0.00134195+0.00219472j 0.00305906+0.00176311j -0.00596834-0.00287569j 0.00344357-0.0029414j -0.00302602-0.00631328j -0.00411103+0.00163764j -0.00012516-0.00759385j 0.00236986-0.000128038j 0.0014996+0.00461574j 0.00324717-0.00105649j -0.00174989+0.000268218j 0.0087893+0.00446903j 0.00536905+0.000381018j -0.0013977-0.00382911j -0.00415563-0.00105352j -0.00368471+0.00451282j 0.00082744-0.00517106j 0.00276961+0.0035449j -0.000435787-0.00455155j -0.000549493-0.0031975j -0.000559876+0.00144246j -0.00172586+0.00373403j 0.00156823+0.00325605j -0.000384465-0.00294578j -0.00220943-0.00237537j 0.00119454+0.00386545j -0.000573138-0.00120762j 0.00181771+0.00432861j 0.00571059+0.00419965j 0.000805194-0.00324575j -0.00393141+0.00264512j 0.000209212+0.00428462j -0.00331897+0.0065647j 0.00350861-0.00263114j -0.000502795+0.000158608j 0.00228143-0.000307519j -0.00811986-0.00260451j -0.000401545-0.00207791j -0.00293121-0.00296202j -0.000486825+0.00226496j 0.000805419+0.00890194j -0.00174074-0.00382789j -0.000890701+0.00143182j -0.00124682+0.000970613j -0.00344523-0.00356969j 0.00128864-0.00147782j 0.00100224+0.00280509j 0.000360815-0.0045696j -0.000656289+0.00125403j 0.000634252-0.00157755j 0.0013983+0.00274879j -0.00559242-0.00203592j -0.000393886+0.000227753j -0.000161403+0.00364174j 0.000348864+0.00134697j -0.000459842-0.0013554j -0.0039318-0.00356963j -0.00157718+0.00380528j 0.000906853-0.00530865j -0.00113049-0.00432883j -0.00161013+0.00141709j 0.00137101+0.000529475j 6.02363e-05+0.000683975j -0.00257769+0.00231629j -0.0040866-0.0047734j -0.0015517-0.000125445j 0.000287424-0.00247042j 
0.000301632+0.00319583j 0.00245872+0.00193635j 0.00424895-0.00422928j -0.00248634-0.00826857j -0.0123605-0.00456605j -0.00259212-0.00575173j 0.000279941+0.00760723j -0.00769505+0.00168283j -0.00604156-0.00243637j 0.00676727-0.00146461j -0.000218431-0.000676667j 0.0020186-0.00704173j -0.0035718+0.00158466j -0.000812981+0.00239075j -0.00604769+7.58184e-05j -0.00385679-0.00218357j 0.00408027+0.00348325j -0.0017747-0.0020424j -0.00784643+0.00325531j 0.00124293+0.000517409j -0.000222674-0.000226785j 0.000937057+0.00132836j -0.00318151-0.00137854j 0.00091248+0.000375608j -0.00327815-0.000266186j -0.00436274-0.00104896j 0.000379343+0.00147816j 0.00578357+0.00223505j 0.00127805-0.00282829j 0.00437023-0.000134856j 0.00529233-0.00686128j 0.00525339-0.00131543j -0.00204375+0.00297933j 0.000937042+0.000806935j -0.00167771+0.00358317j 0.0015964-0.0010601j -0.00833792-0.00102484j -0.00260711+0.00166423j -0.000412192-0.000476845j 0.000549298-0.00118456j 0.000935963-0.000925501j -0.00329584+0.0010308j 0.000660852+0.00571664j -0.000505327-0.00338106j -0.00363329+0.00245043j 0.00111464+0.00222062j -0.0013105-0.00109943j -0.000748368+0.00149684j -0.00357703+0.00126021j -0.00473639-0.00432385j 0.00111965-0.00245745j -0.000329974-0.00244923j -0.000930329-0.00373723j 0.00214559+0.00157081j 0.000146912+0.000893984j -0.00361972+0.000849056j 0.000134959-0.00504668j -0.00325262-0.000881553j 0.00135298+0.00433849j -0.00161218-0.00513701j -0.00148879-0.000469742j -0.00134527-0.000430137j -0.00122125-0.000955911j 0.0025269+0.005934j 0.00166989+0.00175649j 0.00186629-0.000203j 0.00143851-0.00320169j -0.0017508+0.00203748j 0.00281853-0.00587496j 0.00854169+0.000858952j 0.000202523-5.98131e-05j -0.00242907-0.00382385j 0.00100825+0.00702535j -0.00292945-0.00485807j 0.00114253+0.00497453j -0.00197962-0.000665168j 0.00531817+0.00195313j 0.00331199-0.0033304j 0.00389031-0.000592416j 0.000700516+0.00448914j -0.0013691+0.00117358j 0.00316219+0.00196486j 0.00312981-0.00108675j -0.00152183+0.00543948j 0.00322801+0.00493043j 0.00110788-0.00355229j 0.00135916+0.0023502j -0.00187898+0.00260053j 0.00136134+0.00194905j -0.000552746-0.0009811j -0.00107798-0.00279992j 0.0019531-0.00106269j 
0.0120496+0.00715255j 0.0091101-0.00850853j 0.0132702+0.00179482j -0.00982139+0.0121025j -0.00396259-0.000208395j 0.00340857-0.0101684j 0.00464259-0.00747252j -0.00808594+0.000205882j -0.00288076-0.00042852j -0.00117264+0.00687662j 0.010137+0.00104522j 0.00047535+5.54465e-05j -0.00159511+0.00482966j 0.00955333-0.00204829j 0.000216009+6.02936e-05j -0.00415992+0.00332482j 0.00684135+0.00730226j 0.00301836-0.00416901j -0.00148247-0.00127305j -0.00518143-0.000480889j 0.00164555+0.00282214j -0.005802+0.00636022j -9.77019e-05+0.000146641j 0.00298389-0.00105269j -0.00449554+0.00171838j 0.000966023+0.0054096j -5.97544e-05-0.000680891j -0.00113176-0.00504848j 0.00245197-0.00194863j -0.00266601-0.00364329j -0.000120912+0.00191089j 7.11182e-05-0.00157669j 0.00125369-0.00237386j -0.00320104-0.00153979j 0.00145228-0.00481063j -0.00249167+0.000367732j -0.00384101-0.00512213j 0.00334032-0.000459642j 0.00319589+0.000852459j -0.00297188-0.000428591j 0.00682085+0.000516088j -0.00241785+0.00113434j -0.00319271+0.000717056j -0.00356661+0.00461125j 0.00168506-0.000443842j 0.00398312+0.0028195j -0.00180005-0.00263223j -0.000785837+0.00223161j -0.00294017-0.00183952j 0.00616046+0.00348691j -0.000171138-0.00193397j 0.00449986-0.00114471j 0.00149826+0.0020177j 0.000293583-0.00134826j -0.00538342+0.000886599j 0.00649059+0.00126486j 0.000795915+0.00284663j 0.000234119+0.00183815j -0.00294228+0.000980631j 0.00100804+0.00298488j -0.000610894+0.000522199j -0.000466137-0.00365754j 6.42513e-05+0.000906878j 0.000525763-0.00162661j -0.00130514-0.00152402j 0.00197016+0.00612847j 0.00165718-0.0017443j 0.000782637+0.000175719j -0.00234596-0.00234237j 0.00166265+0.00182619j 0.00626328+0.00180365j 0.000817082+0.000734721j 0.00466483-0.00115478j -0.00156497+0.00236732j 0.00267029-0.00418182j -0.00753876+0.00444948j -0.00393842+0.00802599j 0.00390636+0.00580131j 0.000195933-0.00274634j 0.00211117+0.00250847j 0.00193131-0.00169329j 0.00280607+0.00264247j -0.00156731-0.00172245j -0.00490911+0.00392492j 0.00683385-0.00346055j -0.00166485+0.00329054j 0.00132302+0.00224785j -0.00311282-0.000319724j -0.00808034-0.00715244j 0.00514472-0.00915052j 0.00322772+0.0117228j -0.012269+0.00287333j 
-0.00492323+0.00312266j -0.00238619+0.00587047j 0.00346584-0.00396126j 0.00346521-0.000382416j 0.00425446+0.00592173j 0.0064554+0.00527799j -0.00340226+0.00700207j 0.00425847+0.00138244j -0.0043995+0.00318535j 0.000461828+0.00469385j 0.000792184-0.00155523j 0.00370088-0.00475671j -0.00398185+0.00268652j -0.0108525-0.00375324j 0.00730628+0.000298148j -0.00392954-0.00239011j -0.00701753+0.00528058j 0.00469132+0.00168224j -0.000168683+0.000736459j 0.00142806+0.00443691j -0.00408257+0.00010876j 0.000421832-0.0022149j 0.00256112-0.00518861j 0.000797099-0.000898121j 0.00137651+0.000562942j -0.00817693-0.00157589j -0.00362431-0.0030943j 0.00246532-0.000511445j -0.0047287+0.00405155j -0.00312797+0.00184649j 0.00177488+0.0007182j 0.00364503+0.00266572j 0.000470582-0.000465457j 0.0013054+0.00265339j 0.0034709-0.000739728j 0.000918664+0.0013106j -0.00282392+0.00173254j -0.00520778-0.000644696j -0.00126188-0.000573835j 0.00472655-0.000876552j 0.0041719+0.00117414j -0.00276523+0.00266264j -0.00293444+0.000346985j 0.00196601-0.00282987j -0.00138228-0.00267719j 0.00318122-0.00217634j 0.00110622-0.00140588j -0.00100296+0.000311951j -0.000878079-0.00193104j -0.00302737+0.00133153j -0.000477936+0.00257935j -0.00177229-0.00149963j 0.000651937-0.00264167j 0.000332748-0.00114585j 0.000723627+0.000409792j 0.000112608+0.00032894j 0.00241537+0.000825141j -0.00194878+0.000253716j -0.000495914-0.000967247j 0.00194971-0.00228722j 0.00108502+0.00227112j 0.00161163-0.00086656j -0.0035268+0.00273063j 0.00105931+0.00718334j 0.00468207+0.00297185j 0.00332661-0.00351967j 0.00277043+0.00201708j -0.00047752+0.00212452j 0.00111221+0.00151633j -0.00142735+0.000369022j 0.00120483-0.00230084j -0.000329333+0.000278897j 0.00154597-0.00129657j 0.00112016-0.00274502j -0.00144979+0.00179449j 0.000352598-0.0031891j -0.00453506-0.00436144j 0.00125516+0.000740396j 0.00229205-0.0050989j 0.000900187-0.000942415j -0.00367965-0.000635467j -0.00117505-0.00208993j -0.00212958+0.000634645j 0.00152687-0.00173038j -0.00250856-0.00431868j -0.00347192-0.000728574j 0.00345393+0.000121602j -0.000723513+0.00142309j 0.00140749+0.00458691j -0.00366141+0.00201018j -0.00406228-0.00401141j 0.00303878-0.00476376j 
0.0126814+0.00612894j 0.00597359-0.0066761j 0.0170252+0.000365931j -0.0031852-0.00440806j -0.0100778-0.00945997j 0.00352948+0.00303248j 0.0071348+0.000579013j -0.00740351-0.0077782j -0.00687538-0.0106217j -0.00101032-0.00436379j 0.00568683-0.000785977j -0.000915872+0.00675727j 0.00152671+0.00132551j 0.000695508-0.00217761j -0.000752153+0.00247773j -0.0100107-0.00186251j 0.0141095+0.00382466j 0.0015625-0.00538557j 0.00103377+0.00416379j -0.00458868+0.00638841j -0.00315601+0.00128177j 0.00282363+0.003836j -0.0021888+0.00429419j 0.000275873+0.00234768j -0.011104+0.0028357j -0.0029577+0.00111656j 0.000387699-0.00116943j -4.73698e-05+0.00373928j 0.00187451-0.00431708j -0.0039435-0.0045701j 0.00323887+0.00379679j 0.000922255-0.00028305j -0.00274085+0.000599082j 0.000965546-0.000568634j -0.0020423-0.00108961j 0.000510771+0.00168827j -0.00578584-0.000954437j -0.000468485-0.000917869j 0.000781542-0.00249969j -0.00692129-0.000875719j 0.00164087-0.00726892j 0.00349412+0.00300457j 0.00426916+0.0038372j 0.000573325-0.00133114j 0.00287309+0.000620061j -0.000281453+0.00415931j 0.000521843-0.00641832j 3.9079e-05+0.00335773j -0.00409375-0.00303808j 0.00319534+0.00147509j 0.00470151-0.00393227j 0.00144545-0.00227857j 0.00212383+0.000482943j 0.00353397-0.00324018j -0.00582939+0.00210382j 0.00113528-0.00110943j -0.00221555+0.00371513j 0.00163142+0.00117548j 0.00223621+0.00439834j -0.000893742+0.00144193j 0.00203074+0.000456492j -0.00493516-0.00596004j 0.00111882+0.00491026j 0.00387918+0.00258252j -0.00701109-0.00145021j 0.0033228+0.00419499j 0.00150512+0.000825925j 0.00530265+0.000302094j -0.000476303-0.00645824j 0.00424318+0.000851308j 0.00236244+0.00850203j 0.00180974+0.000480726j 0.00274405+0.00476678j -0.00485625-0.00244434j 0.00803175+0.00508605j -0.00364128-0.00208306j 0.00310564+0.00520874j 0.00529816+0.00219469j 0.000450809-0.00443694j -0.00046026+0.0020856j 0.0044574-0.000349262j 0.00489059+0.00228027j 0.00683288-0.00382473j -0.00153664+0.00916896j 0.00904154+0.00751633j -0.00219418+0.00243479j -0.00300681+0.00266511j -0.00672132+0.00184331j -0.00303527-0.00310052j 0.00406779-0.00541924j 0.00418335+0.0102628j -0.0111565+0.003873j 
