0.0205782+0.012651j -0.0141488+0.0201212j -0.0180703-0.0206572j -0.0186248+0.0136208j 0.000557193-0.00389148j -0.00397108+0.00107521j -0.00261786-0.00960242j 0.00723553-0.0105686j -0.00522322-0.00329144j 0.00601425+0.00395876j -0.00177176-0.00790524j 0.00748246+0.00207791j -0.00132472-0.00388114j 0.00147604-0.0106255j -0.00251796+0.000527017j 0.000486474-0.0015357j 0.00338223+0.00521744j -8.19752e-05+0.000207266j 0.00132627+0.00521775j 0.000922411+0.000811197j 0.00727564-0.00585886j -0.00592059+0.0105249j -0.00859631+0.00381187j -0.00261716+0.00524822j 0.00502153-0.00114887j -0.00477853+0.00156968j 0.00579651-0.00529633j -0.00144281+0.00358972j 0.000354475+0.00728979j 0.00273136+0.000602835j 0.00141574-0.0026896j 0.00106886+0.000648394j -0.00368779-0.00655762j -0.000877236-0.00245901j -0.00646636+0.00304668j -0.00456068+0.000792965j 0.004181+0.00405064j -0.00342207-0.00711567j 0.00864511-0.00254465j 0.00570807+0.00294787j -0.00437009+0.00462941j 0.00235+0.0123748j 0.00320612+0.00527962j -0.00977508+0.0048351j -0.0139557+0.00200912j -0.00143822+0.00199139j 0.00820536+0.00175734j 0.00181562+0.00525791j 0.0191531+0.00679759j -0.00969897+0.0184665j 0.00437366-0.0235353j -0.0238664-0.00666275j 
-0.0876539-0.0154487j 0.0223558-0.0747019j 0.00754441+0.0344737j 0.0237817+0.0067042j -0.00367221-0.0629391j -0.0881557+0.0140481j -0.0787829-0.0215087j -0.0310676-0.0104313j 0.0648016+0.0570333j 0.0123182-0.112554j -0.00566756+0.0209363j -0.00705538+0.00762833j -0.0282311-0.0297565j 0.00892666+0.0300756j 0.00148036+0.0227318j -0.0410761-0.0273982j -0.042452-0.00523609j 0.0390348-0.0370075j 0.017361-0.0299955j -0.0178042+0.0300612j -0.00766571+0.0181275j 0.0201097-0.0324965j 0.0436883-0.0471821j 0.0223014-0.018584j 0.00363358-0.0361318j 0.0283352-0.0111328j 0.0180437-0.0260369j 0.00519567+0.0192301j 0.0284535-0.0489882j 0.00866284-0.00937829j 0.00801026-0.00609908j 0.0123634+0.00945821j 0.0504445+0.0320124j -0.0461165-0.0293377j 0.0146039-0.0186751j 0.0574787-0.00611848j -0.0339508-1.82377e-05j 0.0252625-0.00826209j 0.0513334+0.0447993j -0.00860752+0.00588546j 0.0405678+0.0243351j -0.0152665-0.0224078j 0.0555839-0.0749032j 0.00846502-0.076684j 0.0838931+0.0518609j 0.0120982+0.0181558j 0.0197176-0.0310424j 0.0340123+0.000359786j 0.00225713-0.0328986j 0.0302778-0.00666254j 0.0466161+0.0716961j 0.0821805-0.0422339j 
-0.00330925-0.0450692j 0.0331472-0.00176997j 0.0785793-0.0967544j -0.0761362-0.0579138j -0.0824857-0.138347j -0.136967+0.134145j -0.153916-0.0358223j 0.00740299-0.0413042j 0.143005+0.134873j 0.0705136-0.120428j 0.0270438+0.0153571j -0.0396032+0.05221j -0.10464-0.0393968j -0.0237201+0.0231497j 0.026622-0.0269419j -0.00388216-0.159271j -0.0143128+0.044973j 0.0681394-0.128821j 0.0739285-0.0368056j -0.0564398+0.0789456j 0.00717718+0.0433052j 0.0230178+0.0291971j 0.0588815+0.00289309j 0.0405152-0.0155522j 0.0498391-0.0778475j 0.0116337+0.00355304j 0.0272884-0.0657245j -0.0559465+0.0183763j 0.0519225-0.0266159j 0.0121207+0.00852182j 0.0803877-0.0137283j -0.0139754+0.0286881j 0.0253367-0.0161077j -0.151022-0.0343005j 0.000963872-0.0165143j 0.15003-0.0187838j -0.0193218-0.027654j 0.0117967-0.0906317j 0.142954+0.0730624j -0.0622131-0.0979762j -0.0369902+0.0635539j -0.0795325-0.0115003j 0.132435-0.0630882j 0.0166091-0.240367j 0.133898+0.0421127j 0.115961+0.0804616j -0.0333379-0.158637j 0.125241-0.090594j 0.0472069+0.0761507j -0.0554585+0.0519202j -0.0216261+0.00942429j 0.0157215+0.015994j 
0.133371+0.0034826j -0.0247867+0.105177j 0.0430052-0.157875j -0.111202-0.0527845j -0.0614395-0.0260954j 0.00157332+0.0890341j 0.0276104-0.0099163j 0.057771+0.0129085j 0.0356513+0.00398444j 0.0224457+0.0513091j 0.0458275-0.0464641j 0.000525051+0.0229555j -0.0304664-0.0311783j -0.037126-0.0512927j 0.0123164-0.0529323j 0.0525007-0.0892046j 0.0634547+0.0527919j 0.0089047-0.0293065j 0.0634008+0.0196643j -0.0225988+0.00222825j 0.0638829+0.0200784j -0.0271377+0.0755556j -0.0405005+0.0480555j -0.000204368+0.0144081j 0.0302672-0.023665j -0.0547533+0.00812551j 0.0384543-0.0374746j -0.0379613-0.0174818j 0.00544479+0.0640659j 0.00697539-0.00448187j 0.036513-0.0157255j -0.0409567+0.000139969j -0.0612744-0.0749353j -0.0416634+0.0341825j -0.0177347+0.0205669j 0.0473819+0.000347707j 0.0284258+0.00302735j -0.0395865-0.0739044j 0.0397359-0.0254747j -0.0135694-0.103504j -0.0830739+0.0311983j -0.0305444+0.0427664j 0.03653+0.0540786j -0.0307065-0.0583048j -0.0248522+0.0150891j 0.0281997+0.0340186j -0.0590342-0.0725707j 0.0731666-0.06031j 0.0538659+0.103736j -0.0634646+0.0891934j -0.0893381-0.0960191j -0.118225+0.0756383j 
-0.0587821-0.013552j 0.0181158-0.0491814j 0.0221569+0.0276277j 0.0215065-0.00908712j -0.00124635-0.0652367j -0.0831842+0.0193567j -0.0856485-0.0235207j -0.0159708-0.0269224j 0.0644229+0.0628133j 0.0245544-0.0971665j -0.0168773+0.0131842j -0.0216148+0.0298391j -0.0535205-0.0372453j 0.0134162+0.0204686j -0.00293542+0.0166684j -0.0357317-0.0500537j -0.0326738+0.00587149j 0.0346764-0.0674794j 0.0202446-0.0253398j -0.0246244+0.04025j -0.00670756+0.0243531j 0.0229512-0.00589032j 0.0514618-0.0346541j 0.00978972-0.0161999j 0.0177152-0.0334458j 0.0320268-0.00199094j 0.0256738-0.0237063j -0.0169109+0.0214409j 0.0350867-0.0252367j 0.00875693+0.00971843j 0.0174316-0.00226182j 0.0154407+0.0117972j 0.0439787+0.0304877j -0.0835263-0.0274207j 0.000749964-0.0127146j 0.0642783-0.0165191j -0.0244549-0.023383j 0.0280395-0.0296876j 0.0626784+0.0536576j -0.0228985-0.0156629j 0.032256+0.0376822j -0.04332-0.000634069j 0.0677965-0.0611033j 0.0104594-0.103192j 0.0725243+0.0285303j 0.0286898+0.0194417j 0.0165954-0.0345153j 0.0206117-0.0180473j 0.00834112-0.0396183j 0.0332313-0.00806532j 0.0372949+0.050774j 0.0582705-0.0368371j 
-0.0347016-0.0280162j 0.0304942-0.0242489j 0.017409+0.0306228j 0.0233436-0.0182498j -0.0222587+0.0115092j 0.00785956+0.0236443j -0.0225341+0.00583619j -0.00769676-0.00223813j 0.0182965+0.00674879j -0.00525989-0.0182749j 0.00143166+0.0129009j -0.00868126+0.00091158j 0.000337976+0.00183336j -0.00288964+0.022028j -0.0068472+0.000599924j 0.00366445+0.00808191j -0.0221697-0.00324222j -0.00320663+0.0130631j -0.0127471-0.00907966j 0.00633772+0.0046158j -0.0149881+0.00999806j 0.00670769-0.0144046j 0.0207808-0.00496982j 0.00892013-0.0106318j -0.00946098+0.00193339j 0.00909-0.00732071j -0.00923683+0.0129296j 0.0147932-0.0153741j -0.0147799-0.0343664j -0.00200885+0.00176164j -0.00235453-0.00442807j -0.00263166-0.00568535j 0.0100021+0.00745253j 0.00809577-0.00333722j 0.0154782-0.00868835j 0.0131736-0.00608817j -0.00444433-0.00312615j 0.000985398+0.0224894j -0.014562+0.0113401j -0.0207004+0.00697377j 0.00101178-0.00645607j -0.00796797-0.0219186j 0.00911131+0.00489231j 0.0200867-0.0201283j 0.0232386-0.0108706j 0.00516575+0.0112553j 0.0162772-0.00416149j 0.00703001+0.0041463j -0.0166463-0.00528921j -0.00649642-0.0314856j 0.000636109+0.0281438j 0.0371065+0.00247668j 
-0.0110799-0.0223593j 0.0264944-0.00836757j 0.0171866+0.0644287j 0.0509419-0.0116146j 0.0223203+0.0503448j 0.0561289-0.0317441j 0.0276293+0.0445082j -0.0329447+0.0278687j -0.0413137-0.0211526j -0.0365814+0.0417636j -0.00486262+0.0382676j -0.0269133-0.0291397j 0.0330299+0.0480704j -0.0281458+0.0401862j 0.0143178-0.0219926j -3.47019e-05+0.02644j 0.00785934-0.0305082j -0.016279+0.0219186j -0.0161474+0.00571311j 0.0169047-0.0305812j -0.0331374-0.00782352j 0.0101912-0.0322438j 0.0123422+0.0199996j 0.00474693+0.000594732j -0.0269354+0.0205084j -0.00278541+0.00775443j -0.0431186+0.0241152j -0.00405263-0.0189078j -0.0204063-0.0138001j -0.0282657-0.0208696j -0.000491856+0.0243952j -0.0164438-0.0101927j -0.0240415+0.0108114j 0.0242708+0.00781163j 0.0160141-0.0192293j -0.0166179+0.000314396j 0.0217216-0.0171216j -0.00465282+0.0407443j -0.0646096-0.022314j 0.00876768-0.0127729j 0.0186421-0.0435135j -0.00441769-0.0173712j -0.0427565-0.00660831j 0.00150882+0.038975j -0.0305668-0.042047j -0.035378-0.0398253j -0.0266657+0.05013j -0.0277628-0.00145123j -0.0541915+0.00460417j -0.0165431-0.0630321j 0.000898274+0.0330366j 0.0371893+0.00830837j 
0.077528+0.0511001j -0.0623682+0.0563088j -0.0246296-0.10251j -0.0723093+0.0195239j -0.00407087-0.0363236j -0.021541+0.0203449j 0.0273473-0.0357928j 0.0496148-0.0157501j 0.00115812-0.0382097j 0.0106097+0.0195043j 0.0222074-0.0366844j 0.0683566-0.000210227j 0.0175875-0.0065684j 0.00356941-0.0611002j 0.00595966+0.000131876j 0.020659-0.00560919j 0.036082+0.0342567j 0.0030923+0.00168418j 0.0220891+0.0215643j -0.00257397-0.0155102j 0.0554621+0.00123822j -0.0179164+0.0608042j -0.0561348+0.0166085j -0.00579355+0.0152773j 0.0190683-0.00155091j -0.0371177+0.00191365j 0.0105993-0.0233454j -0.0120413+0.0152842j 0.000119248+0.0528129j 0.00410209+0.00760199j 6.00442e-05-0.0052177j -0.00443494+0.00290534j -0.024521-0.0295382j 0.0021287+0.00920904j -0.0316921+0.0017041j -0.00629359+0.00268376j 0.00303411+0.0328653j -0.0179416-0.0520096j 0.0252091-0.0273214j 0.027255-0.0152335j -0.023941+0.0344139j 0.0101826+0.0495804j 0.0211613+0.0367167j -0.0338208+0.0291563j -0.0440905+0.0379826j -0.0101534+0.0190182j -0.00107732-0.00563019j 0.00630405-0.0132391j 0.0623882+0.034151j -0.00236906+0.0880181j -0.0309289-0.0702406j -0.0881348+0.0168512j 
-0.035292+0.00765576j -0.0018175-0.0233837j -0.0106409+0.042542j 0.0232735+0.0133961j 0.0179256-0.00526858j -0.00987624-0.011365j -0.0494179-0.00787241j -0.00521897-0.0340326j 0.000545675-0.0015484j -0.0030776-0.0318862j -0.0182711+0.00827181j -0.00512866+0.00428569j 0.0103148+0.00485549j 0.0131114+0.018052j -0.0155025+0.0151468j -0.0268992+0.0126619j -0.0215852-0.0235134j -0.0103585+3.55569e-05j -0.00935931-0.00652969j 0.000473162+0.0128423j -0.00619325+0.0038299j 0.00863808-0.0187922j 0.0185231-0.00524111j 0.00563546+0.0052198j -0.00560893-0.000811198j 0.0181309+0.00206236j -0.00491022+0.011991j 0.00346833+0.00220397j 0.00236216-0.0306046j 0.00388164-0.00973245j -0.0138789+0.00803948j 0.016012-0.00529328j 0.0148154+0.0274326j -0.00665075+0.000827365j 0.0123475-0.0157892j -0.00034293-0.00397073j -0.0171036-0.0070223j 0.00608706+0.0106587j -0.0136804+0.0142362j 0.00528187+0.0158302j 0.0211667+0.0177256j -0.0115722+0.00382546j 0.00288183-0.0108043j 0.00202584+0.00715327j 0.00548193-0.00975887j 0.00141884+0.0006577j 0.0372153+0.00982689j 0.00789756+0.0279786j -0.00618829-0.0379652j 0.0276821-0.0100582j 0.0408661+0.0272321j 0.0395168-0.0363353j 
-0.0438987+0.00954146j -0.00704455-0.0383039j -0.00858034+0.0231058j 0.0200089+0.0159931j -0.00800673-0.0365975j -0.0423416+0.0101604j -0.0325177+0.00336855j -0.0267619-0.0114912j 0.00769318+0.0388012j 0.0088124-0.0228974j -0.0100539+0.00636646j -0.00517293+0.00461558j -0.0307347+0.00111199j 0.0237657+0.00673638j -0.000255108+0.023674j -0.000306352-0.00453101j -0.00833853-0.00935807j 0.0148365-0.00735591j -0.000611689-0.0194253j -0.00086296+0.0132873j -0.0279786-0.00624412j 0.00450963-0.00430486j 0.0213207-0.0175583j 0.0061574-0.014622j 0.00468034-0.0106335j 0.0204068+0.00525936j 0.00110405-0.0228487j -0.00639198-0.00480925j 0.0102594-0.0170966j 0.000202725+0.0118273j -0.00662762-0.00681453j 0.0111438+0.0181315j 0.0126506+0.0106225j -0.000141694-0.0245814j -0.00134433+0.0205055j 0.0229496+0.00878813j -0.000123092-0.0118074j 0.0205306+0.0169625j 0.0300004+0.0223682j -0.0171618+0.0166175j 0.00452011-0.0121289j 0.0235138-0.00113254j 0.0226677-0.0225867j 0.00954325-0.0400822j 0.0153937+0.0106777j -0.00112965-0.0107217j 0.0102667+0.00565406j 0.00328612+0.011992j 0.0128088-0.0227695j 0.0284198+0.00698165j 0.035608+0.0332053j 0.0382712-0.0347948j 
-0.0524894-0.0176475j 0.0205586-0.0439423j 0.0166337+0.0479857j 0.0372541-0.0122664j 0.00605424-0.00393632j -0.0135903-0.0115636j -0.0181337+0.00518548j -0.0226381+0.00113576j 0.0157984+0.00919185j -0.00341566-0.0398293j -0.00145791+0.0107031j -0.00680766-0.00222467j 0.00318252-0.00533116j 0.00639192+0.0234101j -0.00732687-5.44243e-05j -0.0241342+0.00136872j -0.019348-0.0170391j 0.00642276+0.00556646j 0.00974749-0.0159845j 0.00313102-0.00558172j -0.0186335+0.010272j 0.0169585-0.0187061j 0.0269013-0.0202901j 0.0103475-0.0100216j -0.0126643-0.00465087j 0.00726525-0.00489958j -0.00363834+0.00267589j 0.00738067+0.00442749j 0.0093047-0.0258451j -0.00842249-0.00565178j -0.0133771+0.000506509j 0.000738576+0.0066214j 0.0174248+0.027823j -0.00498953+0.00245898j 0.0105394-0.0155829j 0.0127441-0.000522253j -0.018386-0.000182902j 0.00555391+0.0194743j -0.00438391-0.00208603j 0.000110791-0.00211153j 0.0229382+0.00927953j -0.0137662-0.0201346j -0.00125578-0.0290034j 0.0060559-0.0216407j 0.025689+0.000196079j 0.00858063+0.00129171j 0.0153133-0.011759j 0.0178818+0.0129596j -0.0174912-0.025852j 0.0244598-0.0328809j 0.0222759+0.0465116j 0.0552257-0.0166444j 
-0.00104977-0.00849968j 0.00709209-0.00318483j 0.0245392-0.003246j 0.000101185-0.0247863j -0.0188373-0.00417994j 0.00417091+0.0253973j -0.00792039+0.0108442j 0.00400552-0.00368606j 0.00246408+0.0148898j 0.00662799+0.0240232j 0.00527827-9.9445e-05j -0.016162+0.0136766j -0.015809+0.00722823j 0.00687472-0.00138201j 0.000832294-0.0016697j 0.0224694-0.00805871j 0.00394862+0.00189503j -0.00687951-0.0119678j -0.00548037+0.000321589j -0.000979572+0.0136486j -0.0103728-0.00140418j -0.00265192+7.20887e-05j 0.00667199+0.0133508j -0.0040081-0.00310012j 0.00849942+0.00321282j 0.00108322+0.00272668j -0.00410449+0.00649795j -0.00643123-0.0118826j 0.00462465-0.00242401j 0.00717713+0.0140702j 0.00529201-0.00205418j 0.00241414+0.00418116j -0.00698508-0.0172399j -0.00494444+0.00240043j 0.00183072+0.0105628j 0.00504933+2.67089e-05j 0.0127455-0.0193689j -0.00394655+0.00357238j 0.0051217+0.00655581j -0.0286886-0.0112639j -0.0210884+0.00953481j -0.00290759-0.00790026j 0.00588272+0.0164891j 0.0163882-0.0175531j -0.000770657-0.00893201j 0.0176992+0.0144334j -0.0151944-0.0216107j 0.00169342-0.0211691j -0.00826884-0.000808159j 0.000358181-0.00748009j -0.0160548+0.0112725j 0.00818368+0.0141778j 
-0.0395661-0.018202j 0.0217577-0.0331531j 0.011108+0.0147798j 0.00800822-0.00478891j -0.00498274-0.00897468j -0.0154256-0.0011859j -0.0170451+0.00508606j -0.0195912+0.0138393j 0.00888056+0.036638j 0.00173268-0.023988j 0.0172564+0.0291288j -0.0160338-0.0171112j -0.00565952+0.00611359j -0.0119065+0.0231783j 0.0173906-0.00530909j -0.00882629-0.00695634j -0.0130225+0.000565304j 0.0161472-0.000741697j 0.00390461-0.00697415j -0.00422718-0.000699965j -0.0310027-0.00811985j 0.0112716-0.0259722j 0.0171858-0.0146642j 0.0178671-0.0173963j -0.00229675-0.0151096j -0.000756373+0.00347177j -0.005493-0.00082896j 0.0071375-0.000109871j 0.00294098-0.019528j 0.00362269-0.00604347j 0.00772909-0.00378469j -0.00532722+0.0104097j 0.0148736+0.00977981j -0.000931752-0.00522098j 0.0155857-0.00618363j 0.0225406+0.0119066j -0.00644582+0.000683548j 0.00724359+0.0118666j 0.0105126+0.00368907j -0.00647709+0.00199701j 0.00604196-0.0104524j 0.0206354-0.0249077j 0.00319647-0.0354895j 0.0020658-0.0267821j 0.0330146+0.00326074j -0.00436572-0.00149068j -0.0108216-0.0160753j 0.022722-0.0138805j -0.0164+0.00323475j 0.00350637-0.0252312j 0.00980711+0.0391022j 0.0451188-0.00685451j 
-0.0120166+0.00868547j -0.00437254-0.00838254j -0.0130349+5.76742e-05j -0.00448551+0.0104729j 0.0121505+0.00246388j -0.00474941-0.0244942j -0.000978707-0.0025966j -0.00681589-0.00776423j -0.00916471+0.0100969j 0.00975612-0.00490251j 0.00193399-0.000430171j 0.0010516+0.000492391j -0.00223525+0.000639176j 0.0233856+0.00248184j -0.000320265+0.0120489j -0.0147835+0.00332435j -0.00233393-0.00912153j 0.00365946+0.00125254j -0.00489542-0.00585029j -0.000888157+0.00440864j -0.0103583-0.00850622j 0.000582112-0.0078922j 0.00202318-0.00912754j -0.000994013-0.00944826j -0.00073755+0.000647182j 0.00981764-0.00182597j -0.000601069-0.00581986j 0.00165189+0.0043506j 0.0141923+0.00132317j -0.00403812+0.000109395j -0.0104807-0.0045581j 0.0076854+0.0130188j 0.00495021+0.00236524j 0.00789781-0.00552265j -0.00543193+0.0123974j -0.0077132+0.00567231j 0.000233154+0.00454503j -0.0068197+0.00561467j 0.0179434-0.00722444j 0.0108756+0.00782582j -0.000339079+0.00266107j 0.00897752+0.00241827j -0.0059461+0.000341639j 0.00387892+0.0054224j 0.0053303+0.0107078j 0.00278089-0.0070361j 0.0113746-0.00765497j -0.00409826+0.0120612j -0.00713237-0.0269146j 0.0166856-0.00738874j 0.0162504+0.00632611j 0.00715964-0.0174912j 
0.0260137+0.00336249j -0.00604754+0.0273305j -0.0126279-0.031976j -0.0291219+0.00883046j -0.0141343-0.00734437j -0.00662215+0.0141895j -0.0087006-0.010893j 0.010727-0.00754087j -0.0116584+0.0148344j 0.0165505+0.016434j 0.00799899-0.00138886j -0.00585631+0.00103898j -0.0118722+0.00171517j 0.000408437-0.00534777j 0.00310755-0.00359133j 0.00830402-0.0135538j 0.00534598+0.0090205j 0.00659703+0.000977589j 0.00168839+0.00495569j -0.000202209+0.00386396j 0.00170916-0.0110116j -0.00248801+0.00158921j -0.0118144+0.00577906j 0.00240602-0.0021347j 0.0137578-0.0117741j 4.42899e-05+0.00105703j 0.00184381-0.00884327j -0.00310361-0.00596877j 0.00204103+0.00329714j 0.011389+0.00133647j 0.0157347+0.00389529j -0.0164182+0.00174207j -0.00663929-0.00828761j -4.74778e-05-0.0070486j -0.000807334+0.010096j 0.000662539+0.0102291j 0.00440106+0.00308879j 0.00366849-0.0224579j 0.00945494-0.00451078j 0.0030203+0.00250472j -0.00765573+0.000591602j -0.00160432+0.0106863j -0.000795642-0.00172258j -0.0191599-0.00804706j 0.00510941-0.00608521j 0.0102055+0.0059015j -0.00578005-0.00922785j 0.0126522-0.00316155j 0.0190738+0.0256766j -0.0274398+0.0264441j -0.00483344-0.0312017j -0.0290026+0.0037788j 
0.0197684+0.00286762j -0.00320495+0.020982j -0.00415163-0.0156856j -0.0170116+0.00322236j -0.00389398-0.0055328j -0.00980538+0.0144906j -0.0222712-0.0209629j 0.0189606-0.00900644j 0.00691941+0.00750943j 0.0139259-0.00972616j 0.00363682-0.00120127j 0.0062478+0.00243007j -0.0152492-0.00168985j -0.0106314-0.0114944j -0.00593307-0.0052805j -0.0020345-0.00745239j -0.0112233+0.0180245j 0.0112589+0.00729321j 0.00213448+0.00158169j -0.00565076-0.000617107j 0.000844479-0.00177207j 0.0104786+0.0195414j -0.00676596+0.00138651j 0.00551274-0.00670046j 0.0052129-0.00919908j -0.00370812-0.00309147j 0.00362266-0.00135695j -0.00122712+0.0161604j -0.00115686+0.00427902j 0.00131869+0.0180989j 0.00695024-0.00343473j -0.00487831+0.0109275j 0.0208826+0.00507373j 0.000618885+0.00455525j 0.00396823-0.00414465j 0.00483348-0.00611657j -0.0109846+0.0155066j 0.00807972-0.0127922j 0.000186726+0.00856593j -1.26634e-05+0.000849049j -0.0148881+0.0018811j -0.00570827-0.00516559j 0.0104763+0.000954721j -0.0124196-0.0257938j 0.00517005-0.00629031j 0.0175338+0.00901884j -0.00278252-0.00986756j 0.00036451-0.00266886j 0.0147533+0.0116807j -0.01802+0.0217563j -0.00580543-0.0241343j -0.0230951+0.00402532j 
-0.00290352-0.000902345j -0.0027862-0.00419153j 0.000795628+0.00786743j 0.0109317-0.000738268j -0.00523346-0.00646908j 0.00010447+2.1581e-05j 0.0131562+0.00907835j -0.00958558+0.00153269j -0.00369803-0.00534959j -0.000222816+0.0114612j -0.00700946-0.0109779j 0.00159683+0.00379241j 0.00331043+0.00367382j 0.00778766-0.00371965j -0.00109293+0.000325867j 0.00719135-0.000593237j 0.00529805-0.00859775j -0.00113564-0.000379237j 0.00664829-0.00262947j 0.0039553-0.00456356j 0.0041107-0.000472398j -0.00253706-0.00616108j -0.00409243-0.000998562j -0.0113933+0.00977462j 0.00023184+0.00303053j 0.000987048-0.0029502j -0.00311272-0.00596778j 0.00154351-0.007435j 0.00174183-0.00482204j 0.00635028-0.00160234j 0.00529971+0.00727195j -0.00169415-0.0073992j -0.00766332-0.000764325j 0.00265226-0.00670914j -0.000962789+0.00177722j -0.00830754+0.00565234j 0.00412129-0.00726336j 0.00589303-0.00563706j -0.00862615+0.00231709j 0.000798645+0.00558608j 0.0138717+0.00159936j -0.0003938+0.00547021j -0.0110321-0.00267865j -0.00202622+0.0227596j -0.00767204-0.0112462j 0.00784217+0.00228387j 0.00188897+0.00383392j -0.00391407-0.00147498j 0.00931235+0.00907982j -0.0036355+0.00224393j -0.0019676-0.00365319j -0.0029278+0.00303869j 
-0.00257869-0.00423057j 0.00285036-0.00336325j 0.0133978+0.00840089j 0.0107253-0.0138613j -7.07021e-05-0.00138008j 0.000623137-0.00246122j 0.00653376-0.00159203j 0.00570066-0.00159515j -0.017403+0.00954251j 0.00856844+0.0219366j 0.0136859-0.00294765j -0.00460498-0.00462428j -0.00169386-0.000216607j 0.0130955-0.00381638j 0.00713863-0.00706553j -0.00187133-0.00838917j 0.00290975+0.00962936j 0.00808753+0.00782299j 0.00240668+0.000584916j 0.00388498-0.0139786j -0.01384+0.00150046j 0.00657751-0.00405213j -0.00459981-0.0110424j -0.0007167-0.00960394j 0.0041287-0.0150235j -0.00674779-0.00398181j 0.000766952+0.0079582j -0.00747667-0.00230653j 0.000503549+0.00372486j 0.0101038+0.00185368j 0.00646541+0.00716406j -0.0254182+0.0110882j -0.000502497+0.0106833j -0.00216566+0.00435004j 0.00763209-0.000414935j 0.00517524+0.0124795j -0.0043405+0.00275681j -0.00716223-0.0167568j -0.0117636-0.0220303j -0.000661296-0.00789709j 0.0116937+0.0102371j -0.00399164+0.0126764j -0.00354736-0.00151163j -0.0202219-2.80149e-05j 0.00721475-0.0130346j 0.00412225+0.003841j -0.00330697-0.00181697j -0.00396342-0.0121263j -0.00374268-0.00714454j 0.0076738-0.00648119j -0.0057014+0.0062116j 0.00556717+0.0044664j 
0.00529072+0.00367249j -0.00557939+0.00242362j -0.00405925-0.00288149j -0.00251241+0.00210055j 0.0190835+0.00419061j 0.0132582-0.0251602j 0.0140955+0.00978014j -0.00499591+0.00117337j -0.00565876-0.00718475j -0.00575024+0.00769761j -0.00120862-0.00156394j -0.00104435-0.00607374j 0.00781981+0.00586947j 0.000885426+0.00306013j 0.00571434-0.00187927j -0.00886345-0.00440436j -0.00265377-0.00463709j -0.00412317-0.00432068j -0.00476506-0.00248026j -0.010427+0.0016039j -0.00425343-0.0105652j 0.00291229+0.00145968j -0.00376237+0.0061753j 0.000280981+0.00873714j -0.00259719+0.00914733j -0.0030945+0.00838366j -0.00630055+0.0048509j 0.000675127+0.0154398j 0.00931202+0.0014293j -0.0025635-0.00352613j -0.00519709+0.00675486j 0.00904557+0.00100721j -0.00307354-0.00214885j 0.00419539+0.0079251j -0.0032137-0.00422024j -0.013514-0.00324395j -0.00311865+0.00471842j -0.00976659+0.00306518j 0.00186078-0.00614298j 0.010769+0.0031288j -0.0123561-0.00316032j 0.00691854-0.0125303j -0.0128593+0.00595389j 0.0012002+0.00953021j -0.00389915-0.00723764j 0.0127104-0.00619628j -0.00192403-0.00974427j 0.00594306+0.00809773j -0.00406334+0.00619023j -0.00142132-0.000382097j -0.00168615-0.00638684j -0.00699663+0.00440956j 
0.0163333-0.00558878j 0.00545018+0.0188935j -0.00549042-0.0232185j -0.0220965+0.0021119j -0.0141832+0.00702523j 0.00489879+0.00145769j 0.00809593-0.00983372j 0.00935971-0.00320756j -0.00383226-0.00575262j 0.0112997+0.00512416j 0.0061172+0.000646591j 0.0104034+0.00162813j 0.00339607+0.0039472j 0.00538252-0.00382444j 0.00260754+0.00247343j 0.00624419+0.00288828j 0.00819685+0.00653269j 0.00230081-0.00881842j -0.00582338+0.00328888j 0.0073746-0.0014534j 0.00582847-0.000305926j -0.004736+0.000361045j -0.00920178+0.00281625j -0.00475953-0.00297094j 0.00521557+0.00487532j -0.000712945-0.00359728j -0.0140001-0.00383977j -0.00123798-0.0114858j -0.000442895+0.00857771j -0.00464247+0.00146934j 0.00911714+0.00345729j -0.00166204+0.000842692j -0.00695228-0.00847686j -0.000210604-0.0159245j -0.0126164+0.000411812j 0.00134505-0.00268725j 0.00884979+0.00275646j -0.000847852-0.0103863j 0.0130103-0.0091037j 0.00130149-0.0020298j 0.00886334+0.00332228j -0.00916153+0.0130225j -0.00159511+0.00965764j 0.00431534+0.00616908j -0.00304833-0.00347874j -0.00104387+0.00362383j 0.00696064-0.00247801j -0.00319888+0.000458498j 0.00382144+0.0127155j -0.0175686+0.00210475j -0.0122151-0.0251867j -0.0233422+0.00932302j 
