0.0205782+0.012651j -0.0141488+0.0201212j -0.0180703-0.0206572j -0.0186248+0.0136208j 0.000557193-0.00389148j -0.00397108+0.00107521j -0.00261786-0.00960242j 0.00723553-0.0105686j -0.00522322-0.00329144j 0.00601425+0.00395876j -0.00177176-0.00790524j 0.00748246+0.00207791j -0.00132472-0.00388114j 0.00147604-0.0106255j -0.00251796+0.000527017j 0.000486474-0.0015357j 0.00338223+0.00521744j -8.19752e-05+0.000207266j 0.00132627+0.00521775j 0.000922411+0.000811197j 0.00727564-0.00585886j -0.00592059+0.0105249j -0.00859631+0.00381187j -0.00261716+0.00524822j 0.00502153-0.00114887j -0.00477853+0.00156968j 0.00579651-0.00529633j -0.00144281+0.00358972j 0.000354475+0.00728979j 0.00273136+0.000602835j 0.00141574-0.0026896j 0.00106886+0.000648394j -0.00368779-0.00655762j -0.000877236-0.00245901j -0.00646636+0.00304668j -0.00456068+0.000792965j 0.004181+0.00405064j -0.00342207-0.00711567j 0.00864511-0.00254465j 0.00570807+0.00294787j -0.00437009+0.00462941j 0.00235+0.0123748j 0.00320612+0.00527962j -0.00977508+0.0048351j -0.0139557+0.00200912j -0.00143822+0.00199139j 0.00820536+0.00175734j 0.00181562+0.00525791j 0.0191531+0.00679759j -0.00969897+0.0184665j 0.00437366-0.0235353j -0.0238664-0.00666275j 
0.0113247-0.00480308j 0.00276734+0.00963018j 0.00392344-0.00579247j -0.00394311-0.00501497j -0.000735343+0.00185399j 0.00472925+0.00242342j 0.00835908+0.00201711j 0.00437359+0.00716981j 0.00250977-0.00535507j 0.000613726+0.00679695j -0.00294443-0.00711111j -0.00345031+0.00292202j -0.00220139-0.000575945j -0.00360285-0.00106163j -0.000900928-0.00894156j 0.00357048-0.0101953j 0.000399402-0.00145486j 0.00337287+0.00453058j 0.00457947-3.16186e-05j -0.000335106-0.00404372j 0.00525535+0.00710917j 0.00138912+0.00363852j -0.00677392+0.000962188j -0.00688623+0.00271262j 0.0011413+0.00197907j -0.000148519-0.00317335j 0.00268189-0.00792063j -0.00164753-0.000252425j 0.00216308+0.00239614j -0.00828485-0.00368924j 0.00287588+0.00143914j -0.00694621-0.00220463j -0.00322752-0.00660747j 0.00614951-0.00296342j -0.00449378+0.00722672j 0.00123859-0.00639746j 0.0029985+0.00853115j -0.00505038-0.00238765j -0.000821568-0.00928264j 0.00329518-0.00681792j 0.00218616-0.00400856j -0.0100627+0.000300904j -0.00191925+0.00252207j -0.00561785-0.00280573j 0.00282922+0.00306156j 0.0111313-0.0012654j -0.00495887-0.00504544j -0.00242125+0.00668468j 0.000639015+0.0102758j -0.0148486+0.0108826j -0.00903565-0.0132j -0.0143122+0.0101227j 
0.00729302+0.00948661j -0.00879071+0.00486129j -0.00725831-0.0089273j -0.0057139+0.00782208j 0.000603082-0.00516023j -0.00568364+0.00118647j -0.00129984-0.0032737j 0.00679594-0.00526549j -0.00885746-0.00614217j -0.000339613+0.0126155j 0.00178855-0.00424872j -0.00105733-0.00392145j 0.0038128-0.00320334j 0.0119924-0.00694369j 0.0138711+0.00151938j -0.00648213-0.00104246j -0.00101672+0.00903086j 0.00388043-0.0100617j -0.00378253+0.00869579j -0.00364164+0.0131662j 0.0186112+0.00396498j -0.00258457-0.00359073j -0.0131553+0.000720191j 0.00732426+0.00384088j -0.00261077-0.00510872j 0.00324334-0.0127985j 0.00245114-0.00251477j 0.000651682+0.00780776j -0.00203719-0.000155175j 0.00213838-0.00905786j 0.00318486+0.00354425j 0.00111925+0.00306767j -0.00521915-0.00332152j 0.00338514-0.00135447j 0.00645832+0.00763506j -0.00711101-0.00780884j -0.0103217+0.0111417j -0.00506051-0.00131535j -0.00141775+0.000560077j 0.00808148+0.00659802j -0.0104094-0.00224577j -0.00346298+0.00815784j 0.010518+0.00985621j -0.00321492-0.00278944j -0.0045343+0.0111425j -0.00623959+0.00475918j 0.00213302+0.00374774j -0.00809222+0.000617436j 0.0111363+0.000277573j 0.00598649+0.00792402j -0.00435021-0.0015152j -0.00487427-0.000514869j 
-0.00680538-0.00127261j 0.00327157-0.00654603j 0.000405631+0.00715723j 0.00391835+0.000508453j -0.00173389-0.00179067j -0.000326526+0.00191534j -0.00336952+0.00310153j -0.00772509+1.86201e-05j -0.00791374+0.00688114j 0.000691881+0.00692142j -0.00231998-9.22653e-05j -0.00173223-0.0012722j -0.00164716+0.00580507j 0.000739355+0.00413099j -0.00641443+0.00836196j 0.011265+0.00957981j 0.00118211-0.000597828j -0.00113639+0.00342939j -0.0110957+0.000635049j -0.00255084+0.00606965j 0.00750931-0.00310258j -0.00307876-0.00336214j 0.00419575+0.00329209j 0.000865321-0.00576068j -0.00603072+0.00246363j 0.00670157-0.0128582j -0.00528412+0.00997944j 0.00210184+0.000157631j 0.00447142-0.00505557j -0.00024305-0.00259504j -0.00569721+0.0091119j 0.00169723+0.0125786j -0.00315854+0.00270274j -0.00248621+0.00448011j 0.00178749-0.00146616j -0.00245675-0.00570291j -0.00167923-0.0074515j -0.00474403+0.0049887j -0.00820551-0.00360092j 0.00588125+0.00329487j -0.00464508-0.00578534j -0.0104887-0.00309497j -0.00642804+0.000233288j -0.00380091+0.00010217j 0.00874435+0.010707j -0.00320961+0.00186521j -0.00880811+0.00273924j -0.00080833+0.00101029j -0.0103438-0.00769363j -0.00321672-0.00525327j 0.000928502+0.0119954j 0.00954419+0.000667463j 
-0.003625-0.00732857j 0.00636277-0.0034742j 0.00726554+0.00713111j 0.00649253-0.00644854j -0.00850473+0.00478912j 0.0027307-0.00689148j 0.0122188+0.00162806j -0.0142487+0.00579872j 0.00444754-0.0013898j 0.0047976+0.00256661j 0.00366107-0.0108891j 0.0043738-0.000915757j -0.00385962-0.00247622j 0.00466589+0.00424769j 0.000537246-0.000483306j 0.00678672+0.00225825j 0.00488554+0.00545172j -0.00192759+0.00329908j -0.00287175-0.00533556j -0.00609202+0.00567573j 0.000188665+0.00199844j 0.00319193+0.00240223j 0.00109386+0.000619392j 0.00124599-0.00788812j -0.00597811+0.00634346j 0.0107616-0.00242281j -0.00772833+0.000343172j 0.00180321-0.00323314j 0.00264379+0.00198953j -0.00231587-0.000743293j -0.00447782+0.0133092j -0.0054098+0.00996164j -0.00374193+0.00402275j 0.00631732+0.00111985j -0.00359211-0.00604848j -0.00258324-0.004978j 0.00043491+0.00150918j -0.00164698-0.00420456j -0.00396779-0.00223938j 0.00546893+0.000416084j -0.00592653-0.00671874j -0.00665007-0.00121189j -0.000886512+0.00252518j -0.00648996+0.000185204j 0.00647287-0.00202177j -0.000618291-0.00037943j -0.00050113+0.00171982j 0.00233718+0.000394364j -0.00806731-0.00102801j -0.00367343-0.00545263j -0.00645074+0.000538157j -4.42575e-05+0.00856319j 
0.00930292+0.0104373j -0.0109577+0.00910276j -0.0154761-0.00381089j -0.0016505+0.0130159j 0.00374455-0.00211596j -0.00773785-0.00637472j 0.000820678-0.0122312j 0.00457254-0.00508097j -0.00954922-0.0147486j 0.00255783+0.00377277j 0.000109146-0.00765023j 0.0133857-0.00306546j 0.00794508-0.00590055j 0.00716386-0.0142491j 0.00255782+0.00408609j -0.0140852+0.0038809j 0.0102223+0.00502246j 0.000146963-0.00810864j -0.00578879-0.00500982j 0.00504719-0.00358282j 0.00125905+0.00502547j -0.00449807-0.00125821j -0.0148148-0.00796495j 0.00984938-0.00166509j -0.00127858-0.00582037j -0.00193376+0.00406119j 0.0137903+0.00182046j -0.0119738+0.00889025j -0.00501602+0.0160172j 0.00662318-0.00979178j -0.00493565-0.00606665j 0.00617151-0.00314321j 0.00166247-0.00308593j 0.0079179+0.00216065j 0.00270756+0.00633496j -0.00948391+0.00968079j -0.00911161+0.0125158j -3.16761e-05+0.00462656j 0.0066991+0.008786j -0.00387141+0.00912535j -0.0107106+0.00703215j 0.00559134+0.0104114j -0.000737289+0.00827257j -0.00130798+0.00412783j -0.00490957-0.00250772j -0.00747125-0.000803723j 0.00928049+0.00800605j 0.00200864+0.00529893j 0.00820382-0.000447128j 0.0100251+0.00957483j 0.00419347-0.0140652j -0.0127545-0.00552618j 
0.00700326-0.0025078j 0.00207999+0.00655071j 0.00300294-0.00342356j -0.00341988-0.00332794j -0.0043779-0.00288767j -0.00253035+0.00553185j -0.000177117-0.00347061j 0.00403725+0.00155838j -0.00228833-0.000784817j -0.00153148+0.00153291j -0.0025057-0.000926148j -0.0042325-0.00103881j 0.00155714-0.000233366j -0.00146248-0.00492754j 0.00309629-0.000498664j -0.000601628-0.00344149j 0.00284254-0.00419458j 0.00179188-0.00452189j 0.00257917+0.00552274j -0.00198906-0.00110067j 0.0070224+0.00598082j -0.00328819-0.00291002j -0.00434275-8.24772e-05j 0.00466423-0.0018244j -0.00189079+0.00168516j 0.00068772+0.000447962j 0.00645402-0.00426783j -0.00930832+0.000421343j 0.00161209+0.00524183j -2.86202e-05-0.00810958j 0.00107755-0.00585957j 0.00247724-0.000844489j -0.000862081-0.0100964j 0.000558499+0.000937855j 0.0102727+0.00459489j -0.00155619-0.00539662j 0.00202233-0.000264356j -0.00448809-0.0039862j 0.00686769+0.00737654j -0.0058869-0.00751908j -0.00656924+0.00233443j -0.0121579+0.00262529j -0.00111768+0.00183323j -0.00221535-0.00406198j 0.00443349+0.00140603j 0.00162508+0.000189971j -0.00820041-0.000312834j 0.00738443-0.00233316j -0.0031237+0.00196174j -0.00328199+0.00723593j -0.00410963-0.0028679j -0.00323009+0.00533337j 
-0.0163342-0.00486232j 0.00499468-0.0138095j 0.00446271+0.0155212j 0.0109881-0.00403746j -0.00247904-0.00403866j -0.00436452+0.00050141j -0.00582708-0.000220037j -0.0078795-0.00258357j 0.00518292-0.00403695j -0.00366294-0.0116218j 0.00121307+0.0056395j 0.00387865-0.00259677j 0.0130461+0.00529185j -0.00181779+0.00310708j 0.00743119-0.00870756j -0.00822771+0.00295569j -0.00934123-0.00965071j 0.000350504-0.00384481j 0.00461229-0.00295948j 0.00901271+0.000230292j -0.00994209-0.00460497j 0.00640898-0.0169066j -0.00253762-0.00704985j -0.00688732-0.000200546j -0.00029632-0.000440288j 0.0119019+0.00163687j -0.00590228-0.00318694j -0.0034405+0.00659286j 0.0020025+0.00720154j 0.00199642-0.000918888j 0.00681738+0.00277218j 0.000135331-0.0113937j 0.0034191+0.00397446j 0.00383238-0.0134636j 0.0136271+0.00212961j -0.00326864-0.00394246j 0.005881-0.00627333j 0.00988032+0.00723755j 0.00112588+0.0144472j -0.00719622+0.0025248j 0.00326776-0.000545667j 0.00110774+0.000333835j -0.00415874+0.00340839j 0.00416039+0.00327321j 0.00424931-0.00493522j 0.0100102+0.00645112j -0.000280199-0.00579633j -0.0026265-0.00550733j -0.00427141-0.0104645j -0.00403435-0.0127199j 0.000951054+0.0148825j 0.0152123+5.94653e-05j 
0.00825859+0.000394202j -0.00276141+0.00680882j -0.00152694-0.0118102j -0.00827231+0.00145013j -0.0035405-0.000296234j 1.9702e-05+0.00220496j 0.00469745-0.00197443j -0.000996263+0.00536836j 0.00323305+0.0040618j 0.004154-0.000480115j 0.00529525-0.0061508j 0.00611414-0.00417935j -0.00875488-0.0057434j -0.00395114-0.00334781j -0.00209614+0.00424521j 0.00761219-0.000807815j 0.00502342+0.0119883j -0.00126991+0.00299314j -0.00248681-0.00296072j -0.00356552+0.00413597j 0.00165047-0.00223694j -0.00622889+0.0106963j -0.00138826+0.00417802j 0.00566126+0.00334747j 0.000515278-0.00187709j -0.00313328+0.00560208j -4.74157e-05-2.89966e-05j 0.00639123-0.00475014j -0.00612402-0.00165481j 0.00545405-0.000389244j -0.00195409+0.00180399j 0.00133405+0.00519643j -0.00254931-0.000326422j -0.00547195+0.00828015j -0.0103352-0.0066182j 0.0118905-0.00294601j -0.00466868-0.00240664j -0.00535633-0.00745339j 0.003741-0.00114345j -0.00209328-0.000770305j -0.00523281+0.00721959j 0.00125805+0.00260614j 0.00807549+0.00306794j -0.00209122-0.0054922j 0.000502276-0.00300005j -0.00249536+0.00324376j 0.00450697-0.000101029j 0.0112365+0.000149184j 0.00681399+0.0134565j -0.00020738+0.0104325j -0.00268275-0.0116589j -0.0107109+0.00315439j 
0.0038739+0.00772256j -0.00736436+0.00333992j -0.00754195-0.0034178j 0.000323087+0.00699898j 0.00165347-0.00326849j -0.00389771-0.00287884j -0.00017226+0.000203979j -0.00217052-0.000345672j -0.00378852-0.00281684j 0.000415257+0.00699146j -0.00442552-0.00601493j 0.00263954+0.00250966j -0.00662208-0.00372471j 0.00709331-0.00689546j 0.000233148-0.000624086j -0.0023926-0.0091295j -0.00521212+0.000226298j 0.0039969+0.00154372j 0.0084338-0.000466436j -0.00396754-0.00676918j 0.0101173-0.00302918j -0.00400106-0.000469002j -0.0047798-0.00328454j -0.00197889+0.00740671j -0.000978984-0.00145352j -0.00272438-0.00979949j 0.00732775-0.00474557j 0.0073065+0.00276864j 0.0026958-0.0101995j 0.00169447+0.00145171j 0.00322003-0.0101402j 0.00182757-0.00626062j 0.00196171-0.00484759j -0.00197337+0.00518068j -0.00476253+0.00176456j -0.00811394+0.000266577j -0.00806247+0.00381834j -0.00306929-0.00452646j -0.00684082-0.00243391j 0.00444006+0.00505112j -0.00711578+0.00188442j 0.00422692-0.00707852j 0.0100492-0.0010983j 0.00404236-0.000963874j -0.00718666-0.000906973j -0.00160705-0.00272868j 0.00806039-0.00175851j -0.0113786-0.00406554j 0.0113679+0.00415906j 0.00823884+0.00607523j 0.00207048-0.0047601j -0.00359275-0.00573341j 
-2.17594e-06-0.0047902j 0.00432248+0.000518393j 0.0044497-0.00115906j -0.00297699-0.0026579j 0.000313989-0.00147047j -0.000180823+0.00349281j -0.00451196-0.00284942j 0.00269588+0.000413869j 0.00561361-0.00121816j 0.00201097-0.00755989j -0.000321204+0.00390889j -0.00201056-0.00120648j 0.00272366-0.00194919j -0.000386878-0.0016855j 0.00785697-0.00299663j -0.00159289-0.00840217j -0.00311397+0.000320779j 0.000238498+0.0023402j -0.000393888-0.00265573j 0.00256184+0.00528422j -0.00424442+0.00787656j 0.00444418-0.0043894j -0.0035537+0.00379712j 0.0043065-0.00640505j 0.00228326+0.000615669j 0.00774189-0.00199347j 0.00730082-0.00388952j -0.00148632-0.002097j 0.00123643+0.00876611j -0.00430335-0.0065934j -0.004202-0.00629529j -0.00447932+0.0010916j -0.00248126-0.00337558j 0.000359308-0.00864928j 0.00662947+0.00718373j 0.00368257-0.0065217j 0.0104087+0.000573534j -0.000724719+0.000707558j 0.00366844+0.00789037j -0.00870724-0.00458964j -0.00419503-0.00483908j -0.00620917+0.00516494j -0.00367865+0.00263878j -0.00758167-0.00212611j 0.00922111+0.00437833j 0.0029689+0.00522664j -0.00561377-0.00192885j 0.00816556+0.00262527j -0.00591814-0.00259134j -0.00752476-0.00126476j -0.00267974+0.0007029j -0.000455201+0.0040526j 
0.00884047-0.000627435j -0.000137639+0.00737332j 0.0022458-0.0100258j -0.00780334-0.000378761j -0.000213864-0.00204603j -0.00255045+0.0103157j -0.00290836-0.0025428j 0.0114905-0.000814338j -0.00218622+0.00232312j 0.00143316+0.00025523j -0.00264349+0.00792569j 0.000252365+0.00113751j 0.00230911+0.00518466j -0.0097549-0.00311277j 0.000346271-0.000809974j 0.00204116-4.92571e-05j 0.00346966-0.000376905j 0.00221309+0.00331714j -0.000260817+0.00147648j 0.0019139-0.00336115j -0.000222856+0.00496404j -0.0013307+0.00339653j -0.00132029+0.00519647j -0.00147509+0.00288691j 0.00420698-0.00436017j -0.00344067+0.00427759j 0.00135269+0.00221934j -0.00594757-0.000655446j -0.00534169+0.00505665j 0.0011032+0.00167105j -0.00387917-0.00151415j -0.00326787+0.000487762j 0.00197677-0.0059j -0.00374504+0.000471343j -0.0101178-0.00299746j 0.00178116+0.00173451j 0.00331782+0.00269744j -0.00767327-0.00389247j 0.0013893-0.0060291j -0.00414759-0.000346861j -0.00271481+0.00457732j -0.00578572+0.00116412j 0.000269211+0.00208567j -0.00111529-0.00276457j 0.00475964-0.000961426j 0.00315335+0.00235692j -0.00143594+0.000201177j 0.00285436-0.00584617j -0.00187361+0.0116568j -0.00237499+0.00570336j -0.0046961-0.00788308j -0.00647471+0.00406584j 
-0.00223217+6.17096e-05j -0.00071141-0.00255672j -0.00417039+0.00077895j 0.00306105+0.00382732j -0.00360473-0.00489909j -0.0104494+0.00212593j -0.00560747-0.00567967j -0.00664216-0.00249431j -0.00144524+0.000513017j 0.00611628+0.00140163j -0.00105172-0.00526972j 0.00955126-0.000993979j -0.00018263-0.00203922j -0.0011278+0.000926864j -0.00011733+0.0114631j 0.00607088+0.00432616j 0.00624206-0.00273338j -0.00121556-0.00413581j -0.00619383-0.0112736j -0.00327222+0.00255801j 0.00760615+0.00594999j -0.00141474+0.00121468j 0.00184638-0.00359078j 0.00334229-0.00727115j -0.00571923-0.00177963j 0.00647899-0.00642949j 0.00496988+0.00345581j -0.0051917+0.00161775j 0.00163344-0.00533312j 0.00493284-0.00616307j -0.00627262+0.00455578j 0.00707435-0.00144297j 0.000220599+0.00341915j 0.0018617+0.00253216j 0.00210624-0.00632553j -0.00466847+0.00578551j -0.0114992-0.000645062j 0.00534248-0.00688493j 0.00131213+0.00892701j -0.00222858+0.00184599j -0.00571414+0.00325833j -0.00146063-0.00596805j -0.00649109-0.00842176j -0.000457555+0.0033228j 0.0099578-0.00336134j 0.00502009-0.000886894j -0.00028622-0.00225949j 0.00644742+0.000514387j 0.000894365+0.00614538j -0.00215558+0.00893401j 0.000227555-0.00266938j -0.00111149+0.00233961j 
-0.0108601-0.00127395j 0.00205284-0.0092351j 0.000632825+0.00887189j 0.00765988-0.00258813j -0.00259999+0.00431716j -0.00319668-0.00213733j -0.0022005-0.000838291j -0.00793732+0.00102072j 0.00630954+0.00111795j -0.00131665-0.00479952j 0.00251764-0.00450912j -0.0046106-0.00150659j -0.0029054-0.0115699j 0.00370427+0.00437293j 0.00335455+0.00131228j -0.00555096+0.00240405j -0.00451125-0.00224802j 0.000979085+0.000722947j 0.0039297-0.00401438j 0.00244606+0.00971576j 0.000327531+0.0040087j 0.00528539-0.000695184j 0.00200353-0.00693015j 0.000308909-0.00200629j -0.000368029-0.00401385j 0.00788861-0.000101577j -9.55808e-06-0.00661585j 0.00499774-0.000562214j 0.00289187-0.0108033j -0.00107682-0.00165673j 0.000351882+0.00427299j 0.00518317-0.00341751j 0.00154974+0.00840233j 0.00493653-0.00726446j 0.00640937-0.000424112j 0.00281024-0.00400301j -0.00491751+0.000635735j 0.00655845-5.4539e-06j 0.00164127+0.00582645j 0.00371101-0.00146472j 0.00449278-9.54209e-05j 0.00478811+0.00255663j 0.00697081-0.00451885j -0.00141702+0.00243031j -0.000566787+7.79247e-05j 0.00385098+0.000338516j 0.00874576+0.000433142j -0.00352399+0.00648591j 0.00343514-0.00864109j -0.00210355+0.00139047j 0.00465567+0.00668762j 0.00654556-0.00368511j 
0.00103574+0.00613161j -0.00422647+0.00139932j -0.00681277-0.0086864j -0.00740184+0.00462285j -0.0099441-0.00562589j -0.0142248+0.0088515j -0.00962666-0.00855755j 0.00304007-0.00744126j -0.00445594+0.00474552j 0.00784782-0.00153198j -0.00397641-0.00730781j 0.00353588+0.00464654j 0.00333569-0.00938818j 0.00169951-0.00337779j -0.00986922-0.00106248j 0.00445524-0.00165916j -0.00814721-0.0006798j 0.00181575-0.00373614j 0.00473447+0.00273403j 0.000839634+0.000299678j 0.0111359-0.0110802j -0.0082808+0.000579201j -0.00260386-0.00835102j -0.00596531+0.007057j 0.00424645-0.00157059j -0.00304649-0.00674377j 0.00403226+0.00227981j -0.00536829+0.000402658j 0.00780527-0.00380339j 0.0048916-0.0010971j 0.00419592+0.00072598j 0.00151579-0.0103813j -0.00179703-0.00139207j -0.00105412-0.00239879j 0.000787893+0.00195111j -0.00450982-0.00545682j -0.00927123+0.000587091j -0.00272081-0.0091441j 0.00198441+0.00178341j 0.00385437+0.00152122j -0.00351494+0.00619791j 0.00220877-0.0055261j 0.00223423-0.00588755j -0.00383702-0.00592029j -0.00860455+0.00187176j -0.0029685+0.00354668j 0.0026756-0.012446j -0.00159532-0.000489002j 0.0140897-0.00104047j 0.000892957+0.00641624j 0.000749227-0.00148428j -0.00187711-0.00507896j 
0.00926599-0.00284227j 0.00301905+0.00834086j 0.00643255-0.0109574j -0.00782074-0.00500941j -0.00280342+0.0115643j 0.00455983+0.00614042j -2.67445e-05-0.0017148j 0.00285741+0.00843649j 0.00543691+0.00508268j 0.0025286-0.00236887j 0.00760229+0.00148496j -0.00560883+0.000323147j -0.00504314-0.00518776j -0.00202182-0.00196157j 0.0093654-0.00219943j 0.00482859-0.00240152j -0.000574178+0.00220961j -0.00175719+0.00404786j 0.00733647+0.00556832j -0.00308991+0.0016321j -0.000362065+0.00113596j 0.000492126-0.00189208j 0.00388512+0.0109295j 0.00527613-0.0011124j -0.000326366+0.000699483j 0.00267096+0.000685621j -0.00694298-0.0042582j 0.00561184-0.0109961j 0.00177145+0.000392341j -0.0027221+0.00461484j -0.00102518+0.00253781j -0.00895944+0.00504669j -0.0027903-0.00185654j 0.000258693+0.00501978j -0.00378541-0.00218866j -0.00015139-0.00641042j 0.00400211-0.0015248j -0.000274241-0.00660361j 0.00170411-0.00271408j 0.00240202-0.00853166j -0.00296659+0.000573941j -0.0030631+0.00152205j 0.00333637+0.000864544j -0.000559423-0.00120593j -0.0047566-0.00362387j 0.000981084+0.000418928j -0.00482276+0.000963918j 0.000585958-0.0058417j -0.0020334+0.00896801j -0.00335046+0.00111752j -0.00665047-0.00444757j -0.004922+0.00592179j 
-0.0130657+0.00573384j -0.00574253-0.0116372j -0.00948423+0.0110083j 0.00922625+0.00587857j 0.00545045-0.00575553j -0.000419244-0.00445104j 0.0020698+0.00375679j -0.00822377+0.00185393j 0.00118215+0.00501723j -0.00475059-0.00403158j -0.00236027+0.000380221j -0.00233018-0.00329198j -0.0023811-0.00235845j 0.00259203-0.00152365j 0.00046787+0.00337881j -0.00663146+0.00742301j -0.00595736+0.00292324j 0.00675223+0.00455832j -0.00483095-0.00284405j 0.00100854+0.00227158j -0.000460984-0.00874104j 0.00165665-0.00605117j -0.00481205-0.00480989j -0.00196161+0.00545408j -0.00363129-0.0026826j -0.00138937-0.00506722j 0.00528291-2.66914e-05j 0.00986586+0.0042615j -0.00174876-0.00344014j 0.00501529-0.000375462j -0.00292255-7.60806e-05j 0.00182995+0.00250604j 0.00250063+0.0118589j -0.00496689-0.00271948j -0.00105593+0.0038j -0.00784071+0.000628738j -0.00557446-0.00391628j 0.00289395+0.00802134j -0.00572527-0.00277261j -9.05676e-05+0.0100391j 0.00288429-0.0015134j 0.00588117+0.00525139j 0.00435043+0.00306273j 0.00144735+0.000222943j -0.00461359+0.00753655j -0.00566006-0.00188882j 0.00806843+0.00315045j -0.00629029+0.00500642j 0.00820692-0.0145136j 0.0059455-0.0062196j 0.00982323+0.0111742j 0.00988841-0.0107385j 
-0.000978341+0.00449328j -0.00493798-0.00180486j -0.00526228-0.00866754j -0.00721751+0.00523921j 0.00170348-0.0122022j -0.0163104+0.00732183j -0.00939794-0.00339579j -0.000475843-0.00620919j -0.0016982+0.00952636j 0.0100469-0.0126607j -0.00547841-0.00389151j 0.00424352-0.00127902j 0.00349692-0.00726522j 0.000739316+0.00269795j -0.00386299+0.0029753j 0.00759127-0.00134339j -0.00272449-0.000170327j 0.0029371-0.00592022j 0.00321685-0.000624711j 0.000456442+0.00469687j 0.0118196-0.00222454j -0.00823859-0.000983412j 0.00414249+0.00579567j 0.000243336+0.00901046j -0.00111687-0.00119142j 0.00360511-0.0110503j -0.00103728+0.00083653j 0.00080437-0.000403168j -0.000512588-0.000253046j 0.00432876-0.00247962j -0.00063158-0.00204019j 0.000121157-0.00178823j -0.00479034+0.00667496j -0.0117662-0.00638895j 0.00315345+0.00216316j -0.00453547-0.00264955j -0.00826697-0.002569j -0.00304586-0.0108917j 0.000840691-0.000271119j 6.41075e-06+0.00158337j -0.00353802+0.00138631j -0.00101686-0.00192326j -0.00347571-0.00922706j -0.00722479-0.0112726j -0.00286108+0.00677237j 0.000741653+0.00280739j -0.00372748-0.0149605j 0.00525699-0.00376955j 0.01338+0.00131532j -0.00158665-0.00700408j 0.00134013+0.00360062j 0.00160136-0.00561458j 
-0.000608181+0.00771426j -0.00763014-0.00133451j -0.00776618+0.00268493j 0.00165486+0.0081238j 0.00662361+0.00412204j -0.00673293-0.00444041j -0.00327677+8.14338e-05j -0.00994937+0.00512547j 0.00435146-0.0054892j 0.00650787-0.00781233j -0.000370141-0.00927234j 0.00599017-0.0018934j -0.00165128-0.00367831j 0.00363777+0.00626758j -0.00806842-0.000211834j -0.00148129+0.00257325j 0.00317887+0.00111562j 0.000361796+0.00437504j -0.00756512-0.00521788j 0.00694695+0.00924535j 0.00152589-0.00574527j 0.00255885-0.00182791j -0.00750867+0.00405164j -0.00597347+0.00730035j -0.00238329-0.00771072j 0.00772343-0.0051943j -0.000607551-0.00478641j 0.00632178+0.00552523j 0.000894285+0.00521174j 0.00682584+0.00151418j 0.00332066+0.0102268j -0.00783593+0.00241103j 0.00362642+0.00272933j 0.00249-0.00166532j -0.00859185+2.35374e-05j -0.00207019+0.00272902j -0.000448286+0.000455553j 0.00318384-0.000231018j 0.000470234+0.00234122j 0.00332139+0.0108917j -0.00270035+0.00317907j 0.00893737+0.00533879j 0.00567806+0.00463156j 0.000873683+0.00602816j -0.00136174+0.00434625j -0.0047698+0.00290208j 0.004257+0.00464095j -0.00418187-0.000934519j -9.01366e-05-0.00202185j 0.00721527+0.00279959j 0.00590595-0.00114653j -0.00100826-0.00594374j 
0.00559925-0.00660667j 0.00408152+0.00521544j 0.0011122-0.000831029j -0.000387586-0.00275384j -0.00425777-0.00274707j 0.01007-0.000632763j 0.00998961+0.00167634j 0.00201786+0.00335188j 0.000885827+0.000284385j -0.00465866+0.00703717j 0.00189513-0.000652733j 0.00305689-0.00296963j -0.00186624+0.00843407j -0.00792033-0.0036208j 0.00546099-0.00234209j 0.00394573+0.00153399j 0.00265973+0.00627291j 0.000243147-0.0017785j -0.00347784-0.000660145j -0.00792271-0.00601395j -0.00323899-0.00252032j -0.00593002+0.000774684j -0.00436592-0.00396825j 0.0030273+0.00118005j -0.0022451+0.00659278j -0.00595264+0.010672j -3.19432e-05+0.00443924j -0.00514322-0.00247939j -0.00393351+0.00210543j 0.00336518-0.00504508j 0.000964323+0.00486901j 0.0049416-0.00132198j -0.00269628-0.00339921j 0.000110404+0.00469235j -0.00137377-0.00544865j -0.00246023-0.00343403j 0.000667074-0.00396515j -0.00160109-4.27168e-06j -0.0016869-0.00393986j -0.00909044-0.00378848j 0.00528021+0.00398431j -0.0052013-0.000209829j -0.00111568+0.00460334j 0.00248483+0.000532896j 0.00108411-0.0086057j 0.00396634-0.0013712j 0.000869247-0.00035699j 0.00222212+0.00427008j -0.000540466+0.010208j -0.0115585+0.00664099j -0.00585478-0.0101749j -0.00932205+0.00893115j 
