-0.426118+0.415913j -0.261512+0.416296j -0.980256+1.75408j -2.48628-0.589438j -0.657166-0.630923j -0.636624+0.413567j -0.547636-0.755803j -0.0374863+1.08336j -0.0489508+0.54778j -0.655173-0.109806j -0.185244-0.143807j 1.18571+1.06431j -0.150055+0.738038j 0.93233-0.613793j -0.171237-0.182441j -0.161687+0.483716j 0.283709-0.63874j 0.0417623+0.204554j 0.0591766+0.956544j 0.522236+0.749542j -0.307331-1.3499j -0.965598-0.440839j 0.0973617+0.642382j 1.00724+0.265046j -0.855232-0.0977655j -0.378832-0.284465j -0.2336-0.485964j 0.0739358-0.145444j 0.0438812-1.12568j 0.924599-0.838709j 0.367021+1.06846j -0.145125-0.175559j 0.325203-0.220473j -0.423213-1.08792j 0.157562-0.557874j -1.27143-1.0011j 0.165711-1.29151j 0.294532-0.326438j 1.54312-0.735702j -0.0834482-0.90701j 0.578113+2.01757j -3.65912+1.55385j 1.49602+2.78602j -2.02666+1.64231j -1.92396-2.45026j 0.610272-0.418052j -0.356939-0.461571j 0.807553-0.110416j 1.29771-0.271375j -1.29594+0.566679j 0.092544-0.734219j -0.577727-1.79979j -0.541337-2.18777j 1.33663+0.385414j -0.287724-0.298027j -0.478007+0.583411j 1.15584-0.412814j 0.953778-0.287006j -0.130683-0.393169j -0.808129+0.375731j 0.816682-0.230311j -0.617058+1.36961j -1.10361+2.24571j -0.243054-0.16198j -0.58409+0.630354j -0.076041+0.640025j -0.191744-0.358064j -0.5907-0.81654j 0.046464+0.993917j -0.999783-0.0231368j 0.686351+0.307156j -0.362753-0.0272909j -2.21368-0.513748j -0.990953+0.899601j 0.713028-0.850497j 0.825977-0.453568j -1.207+0.0377145j 0.0801862-0.357718j 0.0171635-0.408837j 0.354285+0.170055j 0.79158+0.249166j -0.763829+1.66515j -2.11968-0.882844j 0.246884-0.231128j -0.587216+0.58005j -0.59576-0.238134j -0.889045-0.980608j 0.35131+1.11501j -1.05037-0.593178j -0.054878+1.06213j -1.57696-2.13291j 1.87808-2.19431j 
0.0825772-0.826988j 0.146433+3.93891j -0.116371-2.74075j 0.164498-11.0718j -0.737584+4.69431j -0.366734-16.4688j 0.105312+1.82193j -0.292531-27.9423j -0.72513-5.06374j 0.0432535-1.87235j 0.156615+28.5965j -0.091409+0.178233j 0.588442-35.9306j -0.351383-10.4663j 0.981299+25.0729j 0.254715+19.2363j 0.61114+5.47665j 0.454469+15.8287j -0.346047-18.3515j 0.0838151-43.9944j -0.160366-10.2779j -0.582694-12.4674j -0.221352-18.9086j -0.105836-0.725973j -0.100219+15.6981j -0.586977+20.2198j -0.4683-11.0611j 0.027802-22.5719j 0.259037+2.92055j -0.219479-19.1949j 0.00595025-6.2744j 0.325177-11.6001j -0.411153-3.99263j 0.812049-0.25916j -0.382647-6.35755j 0.439628+3.95333j 0.128189-0.0781434j 0.239046-3.19457j -0.299766+15.2365j 0.752718-6.28178j 0.0960319-7.52114j -0.205568+23.9021j 0.836496-21.5635j 0.500448-7.11123j 0.212694+54.4967j 0.905408-107.909j 0.593659+25.597j 0.121266-128.945j 1.85576-174.549j -0.438818+52.3754j 0.421368-217.062j -1.4737+149.27j 0.798985-93.1089j -0.142327-194.706j -0.25169-76.4486j -1.09075+426.596j -1.51344+324.783j -0.916482-3.77679j 0.795798-105.297j 0.851705-27.0449j 0.0859059+133.807j -1.01481+451.347j -0.0670813+57.3995j 0.623958-387.724j 0.595681+10.2213j -0.267162+353.093j 1.47405-126.882j 0.318714+33.9909j 0.525594+338.669j 0.0594732-32.517j -1.32186+478.17j 0.230524-17.5298j -0.725254+105.793j -0.060081+118.436j 1.35427+33.2375j 0.290119+226.686j -0.317913-429.784j 0.897673+67.6433j 0.421907+210.547j -0.657824+125.844j 0.281848+117.979j -0.0270881-214.461j -0.232943-19.4103j 0.155031-96.6354j 0.0724697-161.741j -0.685411-15.5115j 0.444637+108.056j 1.18918+35.5092j -0.0467694+53.8731j -0.566078+32.6698j 0.20727-19.0076j 0.252457+2.56306j 
0.187666+0.4692j 0.555228-1.84963j 0.0969395+1.66791j -0.136281+5.54668j 0.558021-1.87447j -0.4318+9.56931j 0.21732-1.44047j -0.250083+15.6768j -0.24851+3.17008j -0.518548+0.584657j -0.283834-15.4768j -0.162697-0.430191j -0.389704+19.4016j -0.786847+4.93657j 0.49747-13.1216j 0.685385-9.82349j -0.11623-4.00986j 0.590497-8.35906j 0.264539+10.0912j -1.19133+24.4853j -0.00346157+4.40985j 0.16904+6.99643j -0.00428442+9.34976j -1.17821+1.25901j 1.5268-7.82461j -0.340068-11.1655j 0.651726+5.6194j 0.312231+12.5464j -0.533276-2.35903j -0.239097+11.1094j 1.00972+3.53048j 0.510424+6.14442j 0.799453+1.92124j -0.0922416+1.24103j 0.0653474+3.73582j 0.018107-2.06363j 1.73428-1.50291j 1.48088-0.175526j 0.132776-9.73637j -1.3194+2.00399j -1.05064+3.38193j -0.454561-13.1549j 0.443583+12.2683j -0.786323+3.01003j 1.21121-29.5463j -2.16396+58.153j 0.286119-14.7606j -2.18678+69.9152j -3.26858+94.7309j 1.07352-28.5345j -3.62321+117.07j 2.63057-80.316j -1.70908+50.2667j -3.69514+105.518j -1.226+41.5925j 7.45238-230.428j 5.29727-176.59j 0.2687+2.17897j -2.05295+57.1842j -0.065184+15.0126j 2.2647-71.6902j 7.57636-244.111j 0.919104-30.9863j -6.32217+210.653j 0.263241-5.01113j 6.07264-190.815j -2.64267+69.1992j 0.717502-17.8525j 5.34269-183.262j -0.938667+17.466j 7.9533-258.791j -1.09731+9.25632j 1.99745-56.0907j 1.2011-63.8146j 1.06089-18.2602j 3.74199-122.552j -7.4121+232.52j 1.19554-37.3373j 3.15375-113.058j 2.81676-68.4014j 1.52097-64.36j -3.8263+115.968j -0.620587+9.68844j -1.75992+52.9387j -3.03648+87.1319j 0.109866+8.71705j 1.40705-58.5502j 0.0169121-19.3553j 1.14821-29.9853j 0.979322-17.5538j 0.350704+9.95566j 0.204944-0.984213j 
0.30408+3.33325j 0.565968-17.2997j 0.0818345+11.1453j -0.254392+49.9169j 0.720954-20.1536j -0.697768+74.98j 0.388172-13.3214j -1.40823+126.29j -0.288762+25.2699j -0.432508+8.98118j 1.4564-129.62j 0.559649-1.56276j -1.98207+164.854j -1.8544+43.5191j 1.29117-117.018j 0.579719-85.2341j 0.497407-24.9974j 0.521279-68.1756j 0.338028+82.8759j -2.30353+198.87j -0.672045+44.9877j 0.0520573+56.2058j -1.93811+86.3131j 0.15345+8.77664j 0.904659-70.775j 1.29213-88.8991j -0.350331+49.0387j 0.0835427+105.288j 0.369625-11.7857j -0.967551+85.3089j -0.0885002+29.6384j 0.130538+51.0616j 0.621058+19.8738j -0.726747+2.10092j -0.900283+30.0879j 0.477781-19.2909j 1.4823-5.71139j -0.120805+15.4314j 0.377687-69.3484j -0.846888+28.3179j -1.03021+33.3539j 0.107608-109.31j -0.831297+100.177j -0.798601+33.8106j 3.25503-247.558j -4.88117+487.033j 2.2757-121.811j -5.60398+589.391j -8.30799+798.276j 3.0556-239.693j -8.85101+987.81j 6.29255-675.581j -3.44222+424.275j -8.50622+883.991j -3.82611+347.468j 17.159-1939.72j 13.2617-1485.62j -1.18188+18.8044j -4.20835+483.377j -1.89382+128.31j 5.60493-605.591j 16.2626-2054.9j 2.69739-257.01j -14.0375+1769.84j 1.01293-45.0164j 11.8048-1606.38j -4.62751+578.368j 1.28168-154.136j 12.0838-1538.66j -0.992423+144.755j 15.9693-2180.17j 0.227775+79.1784j 2.97395-479.495j 4.09343-536.469j 1.01578-150.869j 6.37097-1031.27j -12.4193+1958.71j 1.13387-310.019j 6.44058-958.897j 4.25417-575.153j 3.08361-538.872j -6.45743+977.968j -0.367296+84.7274j -1.38766+441.256j -3.55808+735.275j 0.527296+65.0523j 2.82132-491.642j 1.82589-164.34j 0.714956-243.814j 1.78495-146.585j -0.408621+86.0445j -0.0647438-10.8289j 
0.240268-0.664929j -0.4022+2.7591j 0.113489-2.11601j 0.0033922-9.25595j -0.477489+3.77353j 0.572309-15.2053j -0.428532+2.52668j 0.563688-23.1833j 0.20487-4.45124j 0.503226-2.23957j -1.16055+24.0418j -0.243983+0.54968j 1.88288-31.0653j 0.49874-8.17979j -0.96489+21.9366j -0.255288+15.7732j 0.940065+4.99738j -1.38609+12.9978j 1.12735-16.9242j 1.01957-37.123j 0.0414937-8.85161j 1.58122-11.0891j 0.454901-16.6601j 0.0356554-1.96749j -0.600161+13.8418j -1.03386+17.3623j -1.31131-9.93817j 1.06845-19.2298j 0.279549+1.82926j -0.136667-15.9231j 0.084543-6.08518j -0.467155-10.0285j -0.0966466-3.5875j 0.617128-0.667212j 0.285563-5.49688j 0.583401+3.90829j 0.103011+1.1982j 0.35513-3.00374j -1.17953+13.4887j 0.874961-5.41477j 0.48343-5.83211j -0.672559+20.7118j 0.955458-18.3464j 0.464148-5.6968j -3.17951+46.4883j 4.03198-89.0305j -1.34671+21.5174j 6.93355-109.373j 8.41818-149.099j -2.52203+44.2727j 10.0577-184.872j -6.10188+125.577j 4.60502-79.7956j 8.5433-164.786j 3.03321-64.9817j -18.8001+360.733j -14.1702+277.037j 0.421873-3.77427j 3.44027-89.1538j 1.94034-24.3034j -6.49395+111.621j -21.2985+382.825j -3.08633+47.734j 16.4999-328.968j -0.958901+8.53102j -15.8001+297.775j 5.80499-108.112j -1.26482+27.8197j -15.6786+286.122j 2.28162-28.053j -20.0688+405.377j 1.03195-16.729j -5.27154+89.3692j -5.62861+99.9635j -1.33507+27.9998j -10.5678+193.258j 19.7132-365.237j -1.8175+58.1291j -8.92255+177.344j -5.97226+107.846j -5.83058+99.291j 9.07056-182.04j 0.261204-16.12j 3.96838-83.5085j 6.79804-137.947j 0.258361-12.1391j -4.69683+91.2066j -2.34046+30.9799j -2.6802+45.2797j -2.06173+27.4384j 0.493037-15.8948j 0.00115447+2.36875j 
-0.468367-0.716657j 0.0909736+3.51617j -0.0638754-2.02539j 0.187221-9.54078j 0.00616345+4.32843j -1.67589-14.7082j -0.266756+2.3694j -1.18443-24.8701j -0.910093-4.81834j -0.31876-2.49825j 0.809803+26.1433j 0.111464+0.591931j -1.88235-32.8766j 0.324567-8.13513j 1.7339+22.1243j 0.629313+16.196j 0.870537+5.97079j 0.336324+13.4962j 0.877615-16.2382j -1.62579-38.5741j 0.00980581-8.27486j -0.341624-10.6333j -0.963263-16.7818j 0.325871-2.0422j 0.20746+14.4224j 1.17993+18.4548j 0.209594-10.5148j 0.69002-20.6936j -0.336285+3.3658j -0.496202-17.2033j 1.0406-4.60897j -0.303287-11.0527j 0.275963-4.33236j 0.239123-0.948742j 0.464276-6.66762j -0.123828+3.67505j 0.157983+0.505083j -0.877267-3.38475j 1.50722+13.7486j -0.223104-5.75193j 0.169618-7.41703j 1.62268+21.5254j -1.22066-20.5301j -0.453511-7.218j 3.25427+49.0602j -7.14066-96.9118j 0.914923+24.2109j -8.80715-116.795j -11.4935-157.69j 2.75009+47.7995j -14.3053-196.01j 9.74373+133.911j -6.21449-84.5999j -12.2631-176.364j -4.91726-68.7106j 29.0064+385.797j 22.3205+294.569j -0.99393-2.94025j -7.4743-95.6833j -1.74777-26.5505j 8.70833+119.941j 30.5396+408.259j 3.98834+50.7482j -26.7784-351.147j -0.215598+8.46051j 24.122+318.64j -8.71388-114.76j 3.38083+30.4708j 22.5171+306.137j -1.55982-28.8658j 32.6057+432.717j -1.23658-15.8969j 8.06939+94.5606j 8.49967+106.737j 2.1215+30.6919j 15.7061+204.669j -29.4202-388.94j 4.93097+61.4478j 14.8269+190.933j 8.73568+115.496j 7.57972+106.527j -13.8-195.182j -0.0691805-16.6138j -6.61966-87.653j -11.6307-145.845j -1.19909-12.8679j 7.19417+99.4699j 2.41073+32.3237j 4.31715+49.3178j 1.93886+28.8589j -1.05297-17.2153j 0.409965+1.96365j 
-0.435834-10.0919j -0.421213+54.7464j -0.732091-33.341j 0.29162-153.153j 0.298003+64.1535j -0.0589764-230.849j 0.117464+39.9332j -0.523833-387.723j -0.482038-77.2584j 0.339662-29.2762j 0.635946+398.802j -0.164091+9.7803j -0.134128-506.057j 0.106198-134.368j 0.674558+357.363j 0.348103+262.308j 0.162981+77.9033j 0.0212295+209.881j 0.984147-255.965j -0.592799-609.819j 0.240982-136.225j 0.85375-171.215j -1.44272-262.168j -1.05346-28.2814j 0.337265+220.212j 0.636198+276.377j 0.834068-151.466j 0.128201-320.102j -0.855315+34.9027j -1.17068-264.138j 0.778174-89.2842j -0.244486-154.914j 0.869219-57.0992j -0.0806534-7.58899j -1.51975-91.942j -0.304327+58.3379j -0.835641+16.0171j -0.361839-49.7838j 1.45382+213.655j -0.554332-87.0466j 0.101697-104.475j 3.89047+335.09j -0.352517-306.924j -0.458072-103.827j 1.87391+760.807j -6.10288-1493.82j -1.65652+373.101j -8.53202-1808.56j -6.9092-2448.83j 2.88022+735.335j -17.4923-3032.79j 10.2537+2072.49j -7.65109-1302.45j -13.5947-2714.56j -5.25121-1067.98j 33.4656+5951.73j 26.9942+4557.78j 0.171025-58.2222j -9.78037-1483.27j -1.14532-394.481j 11.2803+1857.8j 38.8751+6305.99j 4.05702+788.335j -36.3968-5432.25j -0.596323+138.414j 33.2532+4928.22j -11.7901-1774.3j 4.86324+471.613j 31.8902+4722.44j -2.81046-445.743j 49.955+6689.39j -2.36824-242.184j 13.0475+1470.16j 11.9996+1647.6j 3.19507+463.492j 25.4376+3164.68j -47.1726-6011.26j 8.1621+953.092j 24.2926+2937.97j 13.3052+1767.02j 15.9082+1651.32j -23.3117-3003.06j -2.56855-258.709j -15.1131-1353.55j -20.574-2255.03j -5.42583-202.416j 13.9016+1509.01j 5.24225+504.599j 8.96749+746.963j 1.87961+451.75j -1.75008-263.247j 0.767204+32.3598j 
0.116368-2.85207j -0.133476+14.108j 0.089082-9.10478j -0.0838574-41.0279j -0.347732+16.5193j 1.14185-61.3962j 0.00806045+10.3155j 1.77599-102.888j 0.663022-20.2827j 0.383206-7.23165j -0.730639+106.186j -0.00934354+1.87117j 0.904463-134.643j 0.477254-34.9881j -0.766738+94.4651j -0.247072+69.2977j 0.0846145+20.8765j -0.849704+55.468j -0.0615622-68.2068j 2.20604-161.182j 0.712829-36.3117j 0.324005-45.3304j 0.748742-69.2336j 0.331508-7.60125j -0.685229+57.8536j -0.247175+73.4129j 0.25526-39.7925j 1.03095-85.3674j -0.855896+8.88555j 0.480164-69.104j 0.137759-24.123j 0.38493-41.8353j 0.608624-15.9532j 0.266858-1.39326j 0.800323-24.1718j -0.386985+15.7091j -0.826716+3.57948j -0.562356-13.8954j -1.07557+56.4658j -0.250938-22.4892j -0.271094-27.3935j -1.13372+89.2297j 0.880191-81.7892j 1.01044-27.4463j -3.046+201.548j 6.09212-395.808j -1.73908+99.3545j 7.41321-480.071j 11.0652-650.165j -3.08609+195.23j 10.6706-805.712j -7.34908+550.019j 4.74176-345.517j 9.93455-720.563j 4.3827-283.101j -21.1077+1578.76j -15.7878+1208.84j -0.0228578-15.8026j 5.4807-394.165j 1.69389-104.406j -5.98873+493.191j -22.5824+1673.16j -2.26808+209.892j 18.5423-1441.85j -0.956426+36.3831j -16.7727+1307.35j 6.03938-470.955j -1.39479+125.07j -15.221+1253.27j 2.23347-118.247j -20.6053+1775.57j 0.227043-64.5575j -4.58864+391.399j -5.28622+437.061j -1.00438+122.733j -9.23362+840.384j 18.2879-1595.63j -3.57898+252.57j -7.65526+779.754j -5.4731+469.929j -3.8381+437.846j 10.0233-797.047j -0.911269-69.5658j 2.00287-359.303j 5.13937-599.072j -0.662988-54.0294j -4.6518+401.295j -0.715272+135.127j -0.64631+196.944j -1.34129+120.266j 1.3394-69.7689j -0.648052+7.981j 
-0.437512-0.481126j 0.219069+3.11488j -0.287959-1.64953j 0.431631-6.94821j -0.357832+2.97628j 0.369684-10.991j 0.0599631+2.24745j -1.05095-17.863j 0.551915-3.52025j -0.517974-1.22671j -0.0788485+18.4875j 0.304297-0.421236j -1.32275-23.0991j -0.0434768-7.15355j -0.339309+16.9491j 0.373941+11.9913j 0.189803+3.54447j -1.11692+8.47945j -0.398687-11.3525j -0.540881-27.4061j -0.980819-5.82335j -0.914599-8.46522j -0.811776-11.9574j -0.609672-0.818489j -0.109085+9.86015j -0.57535+12.6488j -0.125801-6.99898j 0.25055-14.348j 0.197952+0.884368j -0.0641541-12.3947j 0.286795-4.70668j 0.741541-7.32065j -0.121455-2.70987j 0.103496-0.175802j -0.0800239-4.32234j -0.460926+2.03029j -0.533166+0.996468j -0.670866-1.97134j 0.880173+9.11987j -0.150799-3.62052j -0.059497-4.83032j 0.298527+14.7693j -0.88959-14.0941j -0.382603-4.98988j 2.58399+35.8253j -4.10742-68.5645j 0.780012+17.5334j -2.31119-82.8479j -4.71732-112.779j 1.87374+33.2019j -7.59882-140.077j 4.68554+96.4084j -3.94972-59.4015j -4.52751-126.351j -2.53001-48.9798j 13.1994+274.729j 10.0888+211.094j -0.468728-2.07031j -3.7107-68.5756j 1.27029-18.5737j 3.35011+85.8175j 14.1651+292.816j 2.2906+36.0871j -12.1321-251.033j 0.152997+7.57383j 11.1097+227.337j -3.45674-82.2417j 1.43538+20.342j 10.5476+219.063j -1.57337-20.1192j 15.878+308.663j -0.970832-10.846j 3.65871+68.6719j 4.70923+77.4956j 0.627817+21.6349j 6.90507+147.074j -14.2041-277.318j 2.35077+43.8074j 7.67196+135.005j 4.07442+80.9567j 2.93143+76.1444j -7.35672-138.476j -1.00428-11.9551j -2.60007-61.5873j -4.53755-103.734j -0.97191-9.32054j 3.31504+69.8831j 0.805182+23.4167j 2.64339+35.0535j 1.07187+20.5572j -0.442142-12.4523j 0.244433+1.24561j 
0.251592+3.21077j 0.353458-15.6377j 0.110424+10.2447j -0.388644+45.5939j 0.126763-18.6565j 0.239084+68.2281j 0.364318-11.9854j -0.816688+114.767j 0.0814335+23.1468j -0.2818+8.51789j 1.44687-117.806j -0.398254-1.08008j -1.90833+149.539j -1.58058+39.5129j 0.769919-106.898j -0.190806-78.3575j -0.0703282-22.467j -0.13055-62.2431j -0.8594+76.1935j -0.534813+180.771j -0.403827+40.6282j -0.340856+51.2836j -2.13243+78.4732j 1.45034+7.85279j 0.157298-65.3211j 0.795955-80.2573j -0.255077+45.606j -0.471235+96.0685j 0.863773-10.1559j 1.0716+77.8865j -2.10077+26.695j -0.342813+46.954j -0.317339+17.7643j 0.0317722+1.08935j -0.273653+26.9006j 0.321611-17.303j 0.385421-3.69703j -1.46718+14.1701j -0.186469-63.1391j -1.06463+27.3056j -1.03719+30.2484j -0.382233-99.5349j -0.945729+90.955j -0.365426+30.4975j 1.84905-225.537j -3.30938+443.465j 1.73836-110.801j -3.60583+536.791j -5.83686+726.887j 1.20648-218.147j -4.79871+899.701j 3.77081-615.323j -1.72327+386.033j -4.88483+805.886j -1.73555+317.285j 9.39656-1765.56j 7.08781-1352.18j 0.0753069+17.1582j -2.33048+439.861j -0.952407+117.39j 2.76468-551.332j 9.47591-1870.63j 1.47833-233.747j -7.63213+1612.17j -0.0594958-40.8075j 6.60342-1461.96j -1.84991+526.626j -0.0985512-139.774j 5.90626-1401.55j -0.906152+132.318j 7.60429-1984.72j -0.416324+71.5607j 0.50353-436.818j 1.53642-489.183j 0.114202-137.29j 3.3385-939.14j -6.46217+1783.47j 1.22501-282.989j 2.06811-871.587j 1.5713-524.498j 0.791385-489.968j -3.26326+891.12j 0.0306366+76.3153j 0.01539+401.552j -1.08656+669.476j 0.950186+60.3431j 0.6484-448.046j -0.388822-149.262j -0.33696-221.081j 0.152261-134.648j -0.135999+77.6558j -0.398906-9.50423j 
-0.0952604-3.3885j -0.460429+17.7975j -0.410092-10.294j -0.634063-48.2475j 1.11056+19.1614j -0.745786-73.4024j 0.213937+12.5536j -1.3032-122.251j -0.235716-24.3089j -0.356345-9.15564j 0.755671+126.291j 0.484675+1.64773j 0.118721-160.671j -2.27515-42.7966j 0.774285+112.262j 0.690446+82.4727j -0.219632+25.3048j 0.731397+67.2229j 0.786516-80.2386j -0.523147-193.864j -1.43609-43.8205j 0.11102-53.0697j 1.69467-82.5659j 1.52422-8.65169j 0.352883+70.6721j 0.3897+86.7284j -0.869892-47.6838j -0.192675-101.872j -0.250561+10.6103j 0.252305-84.3297j 0.254463-27.7051j -0.259256-49.4708j -1.18098-18.8368j -0.560291-2.14512j -0.540811-26.984j 0.134496+17.721j -0.0337708+5.24224j -0.0227779-16.7202j 1.5888+67.4911j -0.735325-27.2757j -0.16471-33.1967j 2.83823+106.213j -1.63585-96.9117j -0.970251-32.4361j 3.09521+242.031j -7.74595-474.013j 1.23905+118.482j -9.72822-574.083j -12.0781-776.705j 4.0777+232.757j -18.4096-961.853j 12.2406+658.188j -7.56861-412.395j -16.7721-860.924j -5.82753-338.317j 35.533+1887.81j 25.9361+1446.37j -0.498146-18.8292j -8.60517-469.729j -0.766831-125.552j 11.1658+589.124j 38.1691+1999.05j 4.84827+249.447j -33.755-1723.24j 1.33579+43.7302j 31.4011+1563.12j -10.8346-562.469j 2.88591+149.943j 29.6408+1497.44j -1.80515-141.8j 42.6612+2121.7j -0.82405-77.1315j 10.4456+468.212j 10.8874+521.657j 2.61957+147.297j 19.9964+1003.94j -39.5805-1906.24j 6.50204+301.878j 19.4359+932.644j 11.742+559.774j 11.0905+523.34j -18.5676-952.307j -2.42345-81.5388j -10.4751-428.37j -15.9238-716.407j -2.58611-64.344j 12.0117+478.606j 3.52543+160.328j 5.83166+236.652j 2.6714+143.177j -1.52206-83.4809j 0.383928+10.1216j 
0.116183-3.86824j -0.513711+20.4115j -0.403149-12.6532j -0.177863-57.6838j 0.164683+24.0413j 1.44386-86.0955j 0.290298+15.0248j 1.35658-145.649j 0.796369-28.9544j 0.164142-10.0796j -0.0703076+149.345j -0.586993+3.58355j 1.27902-188.606j -0.424861-51.0205j -1.6988+133.752j -0.767511+98.4896j 0.204816+28.0441j -0.227869+78.6704j 0.583161-96.998j 1.5108-228.679j -0.293655-51.0654j 1.47242-63.4252j 0.144958-98.3924j -0.843145-11.0418j 0.255162+82.8383j -0.335606+102.387j -0.0210268-56.2017j -1.00543-120.098j -0.348032+12.2322j -0.665486-98.9839j 0.374585-35.2226j -0.929747-56.8566j -0.688771-20.2054j -0.732481-1.91435j -2.01178-33.9727j 0.14472+22.1629j -0.965563+5.73608j -0.085233-18.584j -0.915072+79.8267j -0.624368-32.2307j -0.243617-38.3523j -0.220347+125.29j 0.998874-114.581j 0.577893-38.9784j -2.88594+284.092j 3.98715-558.719j -1.9657+139.301j 4.28128-676.487j 6.60342-916.055j -2.42788+274.951j 6.08167-1134.07j -4.65179+775.615j 2.417-486.704j 6.26498-1015.8j 2.51123-399.395j -11.5583+2226.33j -9.06131+1704.7j -0.230715-21.3899j 2.61128-554.083j 1.74877-147.882j -3.91853+694.59j -11.6471+2358.28j -1.77811+294.725j 9.10897-2031.93j -0.508104+51.0488j -7.67394+1843.38j 3.06431-663.848j -0.169378+176.594j -7.89788+1766.85j 1.89154-167.054j -9.89873+2502.05j 0.732861-90.8412j -1.02718+550.731j -2.1925+616.298j -0.474059+173.765j -4.07259+1183.89j 7.49739-2248.52j -0.582206+356.486j -2.99385+1100.07j -2.22858+661.337j -1.78005+617.548j 4.44396-1123.46j 0.241673-96.4846j 0.0412917-506.079j 1.05542-844.366j -0.709149-75.5873j -0.815195+565.721j -0.146527+188.339j 0.284668+279.206j -0.944036+168.887j 0.0427777-98.275j 0.353424+12.3089j 
-0.0827956+8.82753j 0.390262-47.3005j 0.495027+29.0943j 0.178122+133.011j 0.2241-55.0252j -0.437978+200.352j -0.626972-34.7436j -0.77607+335.455j -0.215297+66.7749j -0.656557+25.1023j 0.227095-345.921j 0.789582-7.65931j -0.247532+439.864j 0.383428+116.399j -0.734868-309.855j -0.439226-227.15j 0.33332-68.36j 0.00183355-181.904j -0.706117+220.469j 0.129199+528.731j 0.687281+118.87j -0.0488554+147.66j 0.356582+228.264j -0.583752+24.3979j 0.322356-190.563j 0.274706-239.791j -0.477155+130.322j 0.252424+277.216j 0.999139-29.0876j -0.12599+228.802j 0.135071+76.8974j 0.0289929+134.593j 0.102524+49.663j -0.0417663+6.54376j -0.166728+79.2855j 0.463871-50.5178j 0.269108-14.0167j -0.289793+44.3336j -0.697216-184.982j 0.841562+75.6622j 0.0496544+90.3333j -2.7154-290.366j 0.27084+266.176j 0.082642+89.8107j -0.134606-659.131j 2.36062+1294.9j 1.94479-323.43j 4.04927+1567.43j 1.39471+2122.53j -1.27995-637.514j 9.55468+2628.57j -4.62652-1796.49j 4.5534+1129.03j 6.6719+2353.75j 2.38374+926.025j -18.7101-5159.04j -14.788-3950.07j 0.560532+50.065j 6.10283+1284.78j 0.2941+342.623j -6.10022-1609.77j -22.0923-5465.49j -1.98862-682.682j 21.3619+4708.37j 0.584254-120.116j -19.7671-4271.25j 6.93837+1538.04j -3.95118-408.42j -18.7217-4093.89j 0.718649+386.376j -30.6315-5797.66j 0.904667+209.591j -8.49715-1274.28j -7.65062-1428.36j -2.11738-402.499j -15.6039-2742.52j 29.0335+5210.09j -4.77789-826.218j -15.9886-2546.78j -8.69437-1532.54j -10.2604-1430.74j 13.9215+2603.68j 1.33757+223.97j 10.434+1173.04j 13.1222+1954.81j 3.89039+175.53j -9.21155-1309.44j -4.35734-437.227j -7.04538-647.616j -0.675166-392.012j 1.37769+228.204j -0.715632-28.1472j 
0.251855-5.48225j 0.178333+28.2461j 0.137881-17.8356j 0.247466-80.7643j -0.357527+33.2676j 0.424982-121.819j 0.0423642+20.7404j 1.02703-203.133j 0.280791-40.5717j 0.308556-14.9786j -0.936399+208.869j 0.401604+4.43076j 0.994681-265.56j 0.529675-69.7405j -1.02285+187.978j -0.294022+138.322j 0.223885+41.3146j -0.15739+110.273j 1.27438-133.617j 0.837872-320.478j -0.0530956-72.1488j 0.429883-89.8879j 1.19963-137.679j -0.339704-15.3965j -0.561778+115.196j -0.27757+144.343j 0.964333-79.3449j 0.490023-168.379j -0.484127+17.3285j 0.0296362-139.419j 0.620084-45.7844j 0.630527-81.8028j 0.126049-30.3136j -0.364884-3.9259j 0.0130941-48.1407j -0.794531+31.0264j 0.386403+8.23164j -0.00618174-25.6839j 0.460264+111.867j 0.593292-45.3102j 0.0528851-54.2856j 0.17635+176.354j 1.07403-161.686j 0.490178-54.5859j -2.59808+399.256j 2.78174-784.694j -2.28557+196.057j 3.47083-949.634j 6.69622-1286.51j -2.13285+385.769j 4.42611-1592.9j -3.71685+1088.92j 1.97151-684.102j 4.17103-1425.88j 1.72505-560.13j -8.49913+3126.47j -6.30726+2393.56j 0.577266-29.9107j 1.46316-779.011j 1.3094-206.636j -2.41038+975.603j -7.12814+3312.59j -1.49435+414.18j 4.16603-2852.96j -1.3836+72.3266j -3.89496+2589j 1.99084-931.542j 0.121059+247.573j -3.82257+2480.36j 0.732761-233.964j -3.49566+3513.85j -0.000559651-128.27j -0.224345+772.123j -0.635845+864.712j -0.133691+243.445j -0.593262+1662.92j 1.26851-3158.45j 1.27208+501.014j -1.15623+1543.9j -0.445819+928.061j 0.433853+866.862j 0.538374-1577.7j 0.36035-136.783j -1.95307-711.448j -0.929881-1185.23j -2.57543-105.728j 0.754701+792.939j -0.476113+264.202j 1.23473+392.304j -0.533458+236.291j 0.708269-138.519j -0.101398+16.8274j 
