-0.000229938-0.0892027j 0.00306125+0.0294453j -0.0530058+0.000262071j 0.0270589+0.00531534j -0.0330674-0.00211108j 0.0644964-0.00348912j -0.0212776-0.0014125j 0.00672913-0.00462915j 0.0846789-0.00366481j -0.0176644-0.00877581j 0.0206202+0.00696589j -0.00111613+0.000830379j -0.00558793-0.000822087j 0.00602099+0.00130217j 0.0105674-0.000555671j -0.0111297-0.000892849j 0.00302653-0.00184895j 0.00332463+0.00123486j 0.00434786-0.0014523j 0.000812337-0.00151367j 0.0016411+0.00219116j 0.00191835+0.00194142j 0.00133749-2.86188e-05j -0.00154063+0.000429021j -8.65394e-05-0.00327197j -0.00371767-0.00176814j 0.00289984+0.00319974j 0.00398363+0.00158596j 0.00869105-0.00108853j -0.00489648+0.00357432j 0.00431992+0.00190945j 0.00891785+0.000522911j -0.00872633+0.00772552j -0.00314601+0.00308896j 0.00573167+0.00197636j 0.00230789+0.00140758j 0.00178659-0.000322095j -0.00927929+0.000873195j -0.000617451-0.000250917j 0.00395423+0.000368522j -0.00324406-0.00217789j 0.00822751+0.0014917j -0.00125632+0.000234026j -0.00162565+0.000384779j 0.000803015-0.000361987j 0.000853503+1.06761e-05j -9.95657e-05+0.00139701j 0.00156406-0.000782654j 0.00296702+0.000884416j 0.00292141+6.74142e-05j 0.00125054-0.00020962j 0.00472401-0.00117624j 0.00364663+0.000112849j -0.00196704-0.00134186j 0.00229515-0.00129921j 0.0136173-0.00095726j -0.00558535-0.00124738j 0.00847088-0.000386869j 0.00497923-0.000307678j 0.00571186-0.000113997j -0.00117711-0.000345505j 0.00127441-3.34968e-05j 0.00149672-0.000471645j 0.00623014+0.000500186j -0.00591015-0.000342205j 0.00108144-0.000426435j 0.000513931-0.000940782j 0.00516652+0.000448937j -0.000883794+0.000215455j 
0.000271394-0.000578867j -0.00325072-0.00170633j 0.00188071+0.00430067j 0.00676979-0.00704355j -0.00623833+0.00601535j 0.00107229-0.0187669j -0.00329294-0.0246305j -0.0075971-0.00124143j -0.00621466+0.016591j 0.000105985+0.00666843j 0.0156496-0.000227681j 0.00151394-0.00166263j 0.00759197-0.00175709j -0.00727688+0.00884451j -0.00762659-0.00680321j 0.0304372+0.00608576j -0.0234577+0.00668204j 0.020978+0.00500641j 0.0253819-0.0145817j 0.00713611-0.0115822j 0.0671572-0.00387945j 0.00952991+0.00864865j 0.00429013+0.00968138j 0.0356591-0.0229812j 0.0583846-0.000436424j 0.0239943+0.0160149j -0.0113298-0.0138029j 0.0285441+0.0240851j 0.00523197-0.00336338j -0.0273884+0.0063441j 0.00354855+0.00244462j 0.00591052+0.00407977j -0.00509254-0.00813756j 0.0244189+0.0035252j 0.015586+0.00570842j -0.01279+0.00372873j -0.0107119-0.00388805j 0.00483873+0.000567295j -0.0223901+0.00198168j 0.00601569+0.00136063j 0.013876+0.00235612j 0.0228074-0.00314248j 0.0219016-0.00125516j 0.00944463+0.00140917j -0.0027313+0.00114217j -0.00358511+0.000496035j 0.000345258+0.00330736j 0.00992123-0.00182745j 0.00039449-0.000124823j -0.0179838-0.00213168j -0.00166432+0.00231786j 0.00595752+0.00120473j -0.000414029+0.0021759j -0.0146312+0.00245928j 0.0141712+0.00314565j -0.000332816-5.41581e-05j -0.0027043+0.00201113j -0.00698846-0.00205631j -0.00551403-0.000235686j -0.00509584+7.44073e-05j -0.00552278-0.000806773j 0.00163474+0.000719075j -0.00331805-0.00132827j -0.000285233-0.000440227j 0.00426049+0.000747899j 0.00584958+0.000388371j -0.00684044+0.000646078j -0.00794261-0.000142635j 0.00820685+0.0001606j 
-0.00274115+0.0003156j -0.0111404+0.001978j 0.0116363-0.0096949j -0.0120911-0.00448289j -0.00281601+0.0260369j 0.00843865+0.0254217j 0.00103511+0.00568208j 0.00513171-0.0271047j 0.00455614-0.013956j 0.00269199-0.00916979j 0.0234121+0.00733742j -0.00978173-0.0019034j 0.0244652+0.00059504j 0.0113928-0.00745718j -0.0282815+0.00902364j -0.00148609+0.00349631j 0.0206159+0.019944j -0.0222619+0.00240998j -0.010901+0.0153014j 0.0178451+0.00855934j 0.00866042-0.00842053j -0.0179968+0.0143154j -0.00854315+0.00678004j -0.0114568-0.0170104j -0.0184228+0.00972608j 0.0167392+0.0178661j -0.00592593+0.0191945j -0.0202343-0.0209448j 0.0189886-0.00254224j 0.0178941-0.0113222j 0.00271626-0.0075702j -0.010862+0.00757359j 0.0107242+0.016227j -0.0126575+0.00150831j 0.00502465+0.000396523j -0.0201969-0.00180346j -0.0111544+0.00020079j -0.01191+0.00119038j 0.0131125-0.000625593j -0.00636396+0.00683876j -0.0222046-0.00363957j 0.0076178+0.000264274j 0.000412102-0.00204629j 0.0204512+0.00226197j 0.00755822-0.00303253j -0.00311107+0.00310146j 0.0337568+0.00310936j 0.0403966-0.000177931j 0.00198258+0.00129911j -0.0336308+0.00217404j 0.0541233+0.000889638j -0.0282597+0.000167993j -0.0094639-0.0058592j 0.00991167-0.00184007j 0.00751014-0.000398555j 0.017171-0.00435616j -0.00746634+0.000961461j -0.0139045+0.00275505j 0.00711899+0.000902368j -0.00287725-0.000888831j -0.0148829-0.000848529j -0.000256218+0.000468606j -0.00412445-0.00147468j 0.00344729+0.0016048j -0.00893961-0.00049277j 0.00471265-0.00136312j -0.0123961-0.000330042j -0.00358433-0.00025011j 0.00912917+0.000499648j 
0.000449868+0.00389575j -0.00104042+0.00490405j 0.0109243-0.0142072j -0.011471+0.00179678j -0.0117826+0.00668127j 0.00861183+0.0467765j -0.00358417+0.0324538j -0.00295808-0.019636j -0.00488034-0.0374687j -0.000272167-0.0140823j 0.0214773+0.00525171j 0.00478009+0.00464711j 0.0263669-0.00324905j -0.0250105-0.0041107j -0.0644048+0.0102931j 0.0497472-0.0180567j 0.0482781+0.0122097j -0.0254483-0.000814026j 0.0207304-0.0107511j -0.00273675-0.00636201j 0.0648243+0.0096709j -0.0320782-0.00704733j 0.018766+0.00200053j 0.00303856+0.0106755j 0.00138224-0.0045468j 0.00296001+0.0170146j -0.00882013-0.00376498j 0.0322439+0.0183669j 0.0345882-0.00181663j 0.0005076+0.0205678j -0.0231429+0.0243162j -0.00214114-0.00214333j 0.0174419+0.0104317j 0.00593641+0.0101896j 0.018439-0.00522145j -0.0293445+0.00785136j -0.00833404+0.00566196j -0.0189922+0.00471052j -0.00796392+0.00141874j 0.0164402+0.00675512j -0.00618174-0.00682651j 0.0323617+0.00410349j -0.0161887-0.0053393j -0.0151633+0.0047349j 0.0190719-0.0011882j -0.00116785-0.0024512j 0.00221917+0.00129259j -0.0179584-0.00238669j -0.00204176+0.00264873j 0.0202977+0.000364584j 0.0101197-0.00140581j -0.00463903-0.00187346j -0.00987626+0.00134272j 0.000244433-0.00172619j -0.00208867-0.00363439j 0.0366345-0.00578925j 0.00459943+0.00249377j -0.00841539-0.0025444j -0.00613265-0.00489785j -0.00595807-0.000968342j -0.0176246-0.00128008j 0.00596358-5.59446e-05j 0.00411708-0.00203302j 0.015723+0.00105453j -0.00976697-0.000889944j 0.0182792-8.36147e-05j -0.00388002-0.000462987j -0.00259714+0.00100853j 0.0100671+0.000498028j 
0.000662124-0.00179945j 0.000256989-0.00141891j -0.00205935+0.00971542j 0.0102631-0.00340047j -0.0118017+0.0141409j -0.00209791-0.00248038j -0.00417639-0.0203811j 0.0104286-0.0111034j -0.00335331+0.00864509j -0.00216542-0.0136429j 0.00820996-0.00550014j 0.00587244-0.00463058j 0.0174506+0.00265431j -0.0724339-0.0179698j 0.0416262-0.00179172j 0.0191765-0.00218872j 0.035962+0.0013091j 0.00579443+0.00420424j 0.024977+0.0275143j -0.0341096-0.00274125j -0.0133569-0.00617774j 0.0305031-0.03087j -0.0131712-0.00975092j 0.00172227+0.0313747j 0.0232759-0.00905731j -0.0267984-0.000328288j -0.0399462+0.000546651j 0.0459012+0.00162861j -0.0140223-0.0108693j 0.0164797+0.00940163j -0.0434657+0.0160836j -0.0216011-0.00901558j 0.0291759-0.0186482j 0.0122784-0.0150215j 0.00421006+0.0107826j -0.013608-0.00183737j 0.0183542+0.0101927j 0.00992325+0.00614072j -0.00168583+0.000264476j 0.0180495-0.000521661j 0.0162727+0.00274856j 0.0231416-0.000746885j 0.018101-0.00122416j 0.00427485-0.000519001j 0.00690186+0.000526868j -0.00067577-3.24471e-06j 0.0005627-0.000509286j 0.0266032+0.000894094j -0.0196107-0.00403664j -0.0116594-6.15544e-05j 0.0146849-0.00245158j -0.00505359+0.00291264j -0.0160871-0.00344629j -0.00432713-0.00299657j 0.028352+0.00230058j -0.0125311+0.000338571j 0.0125349+0.00335009j -0.00401833+0.0024384j -0.0106119-0.00411716j -0.00449956-0.00285388j 0.0103225-0.00126975j 0.00175027+0.000296469j -0.00845174+0.000694638j 0.00776558-0.00169923j -0.000125862+0.00127567j 0.000789701+0.00168919j 0.00157172+0.000632144j 0.00862005+0.000110381j -0.00230538+0.000519815j 
-0.00154905+0.00118125j -0.0102149+0.00480371j -0.000650358-0.0101144j 0.0116889-0.00659969j -0.00193843-0.0198504j -0.0130205+0.00641146j 0.00471953+0.00577183j -0.00445909+0.00684097j -0.000923153-0.0143687j -0.00591861+0.0166114j 0.00785111+0.0112699j -0.0045147-0.0101175j -0.00847447-0.0040177j -0.00272364+0.000837744j 0.050931-0.00788869j -0.00421034+0.00662888j -0.0216438-0.0158401j 0.0198059+0.00517241j 0.0122376+0.00568218j -0.00186507+0.0169838j -0.0163674-0.00889069j 0.0574312+0.00451798j -0.037236+0.00261798j 0.00802887-0.00201681j 0.0524903-0.00347564j -0.00037284-0.0154176j -0.0319275+0.0202013j 0.0067029+0.0114199j -0.0335949-0.0101025j 0.016859+0.0192233j 0.0312653-0.0101542j 0.00310204-0.0169179j -0.0124939-0.0125749j 0.00203655-0.000636077j 0.000288421+0.015603j 0.00111319-0.0054445j 0.000531631-0.000888042j 0.00461495-0.00268274j -0.00860253+0.000138593j 0.0169537-0.00302376j 0.00805803-0.000669672j -0.00150256+0.000824433j -0.0121922+0.00585411j -0.0558372-0.00401786j 0.00881446-0.000173067j 0.00267418-0.00171994j 0.0191078+0.00158768j 0.0114825-0.000107887j -0.00470069+0.00342257j 0.0208211+0.00158366j -0.00562615+0.000697462j -0.01516-0.000142429j 0.00672634+0.00212399j 0.035798+0.00191106j -0.0231172-0.000537353j -0.00939218+0.00331545j -0.000536295+0.00407627j -0.00355148+0.00288956j 0.00182344+0.00101029j -0.0013264-0.00166348j 0.00809446-0.000622583j 0.00504092-0.000245076j -0.00625637+0.000732335j 0.000777526+0.000123375j 0.00358715-0.000246413j -0.0133931-0.000770245j -0.00852718+9.94695e-05j 0.00118761-0.00141858j -0.000334299+0.000427833j 
-0.000284431-0.000392616j 0.00188704+0.00251649j -0.00571842-0.0237453j 0.00533104+0.0147198j 0.00579328-0.0188299j -0.00520298+0.0381223j 0.00411579+0.0652457j 0.00599603-0.00391806j 0.00258122-0.0361043j 0.00307539+0.0259492j -0.0117312+0.0148334j 0.00734153-0.0132612j -0.0139176-0.00502132j -0.0258093+0.00659228j 0.0204806-0.0069277j -0.0386969-0.00357589j -0.0156725-0.00729566j 0.0493488+0.0026647j 0.0086771+0.00734512j -0.00604152-0.0191871j -0.0407835+0.0153734j 0.0465561+0.0121418j -0.0442986+0.0064027j 0.0011097-0.00774683j 0.0199856-0.0145933j -0.00581671-0.00163736j -0.0195141-0.00976539j 0.00476976-0.00795014j -0.0151755-0.0174788j 0.0100787-0.00724738j -0.00981228-0.0131832j -0.00541711-0.0058092j 0.00619962-0.0108772j -0.0103088-0.00866306j -0.0144416+0.0101564j 0.00714843-0.00391304j 0.0179011-0.00305133j 0.00714783-0.00373949j -0.0121008+0.00235846j 0.0126122-0.000738777j 0.000591326-0.00523103j -0.0194861+0.00289007j 0.0209641+0.00452824j 0.00841549-0.00385912j 0.00273088-0.000945204j -0.00135841+0.00110713j 0.00141284-0.000316514j 0.0177072+0.00110112j -0.00521085+0.00336782j -0.0189572-0.00502677j -0.017711-0.00441544j 0.0208202-0.00197808j 0.0140915-0.00149179j 0.00438566-0.00233174j -0.0173984-0.00127307j -0.0116316+0.000773464j 0.00530116+0.000570755j 0.00399519+0.000346918j -2.83691e-05-2.48466e-05j -0.000525075-0.00155995j 0.00787719+0.000451182j 0.00217804-0.00139545j 0.00147645+0.00176533j -0.00683306+0.00120127j -0.0030564-0.00172122j -0.00642277-3.47272e-05j 0.00497142+0.000214459j 0.00315157-0.000414346j -0.00597704-6.24039e-05j 
0.00106393+0.000575051j -0.00311301-0.000394016j 0.0133624-0.00586574j -0.00357447-0.00379248j -0.0113342+0.0326035j -0.00232917-0.00207017j 0.00378585-0.00872154j -0.00523566-0.0338762j 0.0056234+0.0128234j -0.000111368+0.00221639j 0.0306138+0.00838073j -0.00592279-0.0108506j 0.0457508+0.00885223j 0.00755781-0.00942585j 0.0152126+0.000927971j -0.00733522-0.00327099j 0.000373226-0.0120699j 0.00168149-0.00658819j 0.0116438+0.00241147j 0.0190615-0.0249475j -0.00213332+0.00671221j 0.0250498-0.00134441j -0.0299149-0.00516889j 0.00201185-0.00480558j 0.0270011-0.0150494j 0.020644+0.00297304j -0.0237128-0.025827j -0.00674722-0.0115974j -0.007685-0.000103655j -0.00774311-0.00884009j 0.0275441-0.00635808j -0.0428017+0.00805662j 0.00228856+0.0044973j 0.0287421-0.00298436j 0.00741991+0.00933101j -0.0210967-0.00501038j -0.0175245+0.00363721j 0.00715869+0.00155586j 0.031877-0.00328773j -0.0264428-0.0049939j -0.0128809-0.000563248j -0.00362453-0.00176073j 0.00445714-0.00108245j 0.00928053-0.00153957j -0.00422228-0.00150984j 0.00154955-0.00281588j 0.0380693+0.000381882j 0.0386453-0.000617269j 0.0171539-4.03719e-06j 0.0138074-0.000855621j -0.00385111-0.00142674j 0.00783518-0.00180178j -0.00651588-0.00333572j -0.019927-0.000253279j 0.0201976+0.000287781j 0.0102863-0.00337934j -0.0196562+0.00181628j -0.00116186+0.00491698j 0.0114388+0.00198703j 0.00128168-0.000268238j -0.00880199-0.00179477j 0.00248252+0.000237202j -0.0113767-0.00219816j 0.00231406-8.55859e-06j -0.00284352-0.000110574j -0.00252607-0.00100239j -0.0211562+0.000292831j -0.000334026-0.000861812j 0.0109792+0.00104866j 
0.00115708-0.00115702j 0.00647542+0.00143184j -0.00351743-0.00508134j 0.00408687-0.00293154j -0.00546645+0.0018681j -0.00528804-0.00817916j 0.00643117-0.00297514j 0.00329049+0.00113017j 0.00644217+0.00658221j 0.0026794+0.00978313j -0.00797274+0.0016423j 0.0101952-0.00132912j -0.000665525-0.00512346j -0.0452643-0.0116664j -0.00820729-0.00240904j -0.00889324+0.00506131j 0.0159366+0.00808111j 0.0247568+0.000909637j 0.00889213+0.00327976j -0.0139849+0.026373j -0.0117735+0.00576403j 0.00721539+0.0155444j -0.00957406+0.0214249j 0.00125711-0.0288609j -0.00442558+0.0172736j -0.0116504+0.00947647j -0.0106834+0.0252973j 0.0227144-0.00474128j 0.00642475-0.0121656j 0.00172324+0.00303271j -0.0424359-0.00324281j -0.00550853-0.00872191j 0.020765-0.00164895j -0.00581808-0.00632131j -0.0051681+0.00170069j -0.00233215+0.00131469j 0.0177407+0.00217871j 0.00490224+2.54136e-05j -0.00925389-0.000245866j 0.0105143+0.00415128j 0.00485085-0.00339549j 0.00242042-0.000280475j 0.0259106-0.000809321j 0.0317122-0.0020694j 0.00268733+0.00112036j 0.00289863+0.00322064j -0.012005-0.000870372j 0.00635118-0.000136311j -0.0105874-0.00148127j -0.0245981+0.000610968j -0.00424735+0.00148272j 0.0168913+0.00120275j 0.000342444-0.00163601j -0.0124738+0.000737168j 0.00526718+0.00143006j -0.00499677+0.0015186j 0.0116832-0.000842635j 0.000738508-0.00085772j -0.00755457-0.00257093j -0.0026754-0.00108422j 0.00347455-2.03134e-06j -0.00180236+0.000218427j 0.00142884+0.00141866j -0.000413441+0.000910902j -0.00220607-1.25459e-05j 0.00512853+0.000929567j 0.00862156+0.000253014j 0.00353554+0.000629192j -0.00375466-8.77533e-05j 
-0.00245902-0.00180262j -0.0158881-0.00761022j 0.00605314+0.0078309j 0.000838438+0.0156592j -0.00641729-0.0121812j -0.00470098+0.00447086j -0.00545763+0.0163133j -0.0101871+0.0120784j -0.00488572-0.000640116j -0.0056218+0.00852418j 0.0318247-0.00380023j -0.0204871-0.00125913j 0.0150453-0.0046762j 0.0341904+0.0156002j 0.0225979-0.0091375j 0.0135885+0.0171503j -0.0406088+0.010161j 0.00054478+0.00343927j -0.00477098+0.00490501j 0.0269786+0.00252388j 0.0497847-0.025809j -0.00539918-0.00280841j 0.0139373-0.0124586j 0.0263646+0.016202j 0.0505635+0.00122169j 0.0360709+0.00568564j 0.0046461+0.0129332j -0.00282098+0.00984211j 0.00164763+0.00017812j -0.0236338+0.00211597j 0.0340184-0.00520683j 0.0223463+0.00844526j -0.0236422+0.00355139j 0.00814048+0.00857138j 0.0216418+0.00756063j -0.0112683-0.000583377j -0.0242165-0.00482281j 0.00697829-0.00342041j -0.0257682+0.00298314j -0.000771328+0.00268786j 0.0126213+0.00339757j 0.00883798-0.000553898j 0.0182281-0.000403491j 0.00426578-0.00161413j -0.00360227+0.000351015j -0.00284508-0.0010093j 0.0156304+0.00224993j 0.0134721-0.00432377j 0.000914911+0.00320662j -0.0483524-0.00280659j 0.0134456+0.00038331j -0.0201865+0.000705977j 0.00105305+0.000731962j 0.0059926+0.00218148j -0.00949886+0.000808086j -0.00203342-0.00133988j -0.0149626+0.00336526j -0.0133965+0.00236172j 0.00792982+0.00369146j -0.00114723+0.000446411j -0.00920999-0.00220886j -0.000860422+0.000408024j -0.0151689-0.00138934j -0.00779462+0.000191235j -0.000221337+3.50915e-05j -0.00262711-0.00141752j -0.0223914+0.000314776j -0.00816773-0.00128701j 0.0130302+0.000603109j 
-0.00414042+0.00196576j -0.0209222+0.0101364j 0.0111592-0.00259503j 0.000346438-0.0169022j -0.0122954-0.0463908j -0.000938564-0.0133267j -0.00551955-0.0172974j 0.00682858+0.0383392j -0.00435233-0.0143596j -0.00282876+0.00559138j 0.039111+7.6607e-05j -0.00992635+0.00369622j 0.0216933-0.0113457j -0.0156483-0.00491694j 0.0223928-0.00121875j 0.0483877-0.0123337j 0.044272-0.0107021j -0.0598232-0.000940341j 0.0223546+0.00354078j -0.0210737+0.00141627j 0.0210608+0.00423902j -0.00200641+0.0062025j 0.0290017+0.0181888j 0.000205526-0.0308279j 0.0296677-0.00607987j -0.0210817+0.0227039j -0.0257541-0.00804573j 0.0223551+0.00626933j 0.0107529-0.00987597j 0.0211132+0.000618896j 0.00776401+0.0142968j 0.00181337+0.00390393j 0.00867783-0.00189323j 0.0027325+0.00133913j 0.0223428+0.00710023j -0.0294501-0.00124629j -0.0187438+0.00868142j 0.00812949+0.00468334j -0.0166302+0.00422013j 0.0268531+0.00260257j -0.0201816-0.00030401j -0.0345706+0.000152689j 0.00718992-0.000286555j -0.0292366+0.00285765j 0.00665036+0.00204962j -0.00429604-0.00065593j 0.0199046+0.00199276j -0.00930648-4.77604e-06j -0.00517681+0.00301423j 0.000690343-0.000673989j -0.0132964+0.00442579j 0.0105281+0.005917j 0.00223021+0.00251395j 0.00760881+0.00161006j -0.0193765-0.0017911j 0.0159538+0.000848739j -0.00969179+0.00509606j -0.00719025+0.00609656j 0.00672533-0.00117183j 0.00152894-0.00192247j -0.00563267-0.00336831j 0.0025815-0.000150529j -0.0164567-0.0011542j 0.0136121-0.000695607j -0.00392294-0.000230416j -0.00140285-0.00103229j -0.0207689-0.000308139j 0.00663703-0.000781784j 0.00932792+0.00122423j 
-0.0032537+0.00212167j -0.0138785+0.0010638j 0.0106133-0.00418619j -0.00468469-0.00837377j 0.00465841+0.030565j 0.00272541-0.00733761j 0.00260039-0.0182698j 0.00787384-0.0261956j 0.00402023+0.0148088j 0.00301934+0.00474152j 0.0188052+0.00582609j -0.00213648-0.00922674j -0.00513526+0.00857968j -0.0157679-0.0136795j -0.0174652-0.00101495j -0.0317511-0.00760079j 0.013663-0.0198252j 0.00705457-0.00656389j -0.0103358-0.00155468j 0.00855135+0.0163162j -0.0255142+0.00849524j 0.0144689+0.00857515j -0.0343406+0.00777869j -0.00815924-0.0148848j -0.0102619+0.00134546j 0.00454763-0.0199531j -0.00846502+0.0107844j -0.00572721+0.011282j -0.00394784+0.00792835j 0.000582814+0.016748j -0.00437684-0.00285875j -0.0301713-0.00796916j 0.00669465+0.00394391j 0.00454886+0.00103433j 0.00154997+0.00776401j -0.00998054-0.0022247j 0.00369783+0.00560044j 0.000927663-0.000766103j 0.0121945-0.00787433j 0.00367384-0.00517979j 0.0198267-0.00107208j 0.0410954+0.00219192j -0.0216225+0.00270259j -0.0238539+0.000862861j 0.0173731-0.00235169j -0.00855934+0.00297836j 0.0314607+0.00105938j 0.0175033-0.00274136j 0.00491759+0.00074288j 0.0341762+0.00239566j -0.00793781+0.00211333j -0.0126343-0.00223751j -0.00159842+0.00140931j 0.00235397+0.00223642j 0.00787976+0.00339312j 0.00986004-0.00140402j 0.00175091+0.00213224j -0.0100423+0.00292703j 0.00547435+0.000190379j -0.0020629-0.000238469j -0.00648722-0.00141817j 0.00604432+0.000705014j -0.00676713-0.00106232j 0.00538047+0.000649008j 0.00231601+0.000197617j -0.00254222-0.000234562j -0.0124966+0.000148075j 0.000600665-0.000988865j 0.00527619+0.000806735j 
0.00279821-0.000171095j 0.0120178+0.00285875j -0.00376445-0.0109679j 0.00348362-0.014845j -0.000106117+0.0247959j -0.00326507-7.55675e-05j -0.00215957-0.0159444j -0.00928476-0.0299605j 0.00214663+0.00530114j 0.00225551+0.00522632j -0.0138522+0.0110761j 0.00153383-0.0058165j 0.00994432+0.00195714j -0.0172734+0.00448115j -0.0267777-0.000514897j -0.00703337+0.00938123j -0.0256714+0.0220398j 0.0719199+0.00739771j 0.00496596-0.00923025j 0.0178456-0.0157549j 0.0427571-0.00538103j 0.0276469+0.00724185j -0.0363877+0.00326666j 0.0273632-0.0161673j 0.0316498-0.0041705j 0.0388054+0.0113191j -0.00416079-0.00842589j 0.0249027+0.00928129j -0.00143157-0.0129605j -0.00787097+0.000672043j -0.0180994-0.000759208j 0.0273291-0.0013086j -0.00836623-0.0121632j -0.00808832-0.00116335j 0.00491301+0.0041866j 0.00798444+0.00310119j 0.00669775-0.00676947j 0.000135006+0.000437804j 0.0183984+0.00134948j -0.017503+0.00226921j -0.0179061-0.000951642j 0.0128909-0.00178687j -0.0118696+0.00119884j -0.0127292+0.00342141j -0.000571683-0.000633939j 0.00475996-0.00110667j -0.0357493+0.00211266j -0.0221211-0.00105953j -0.00375045+0.000257799j 0.0249508+0.00172276j 0.0226068-0.00129987j -0.0190215-0.00106071j -0.00920869-0.00147057j 0.0178346-6.96691e-05j 0.000550286+0.00104343j -0.00185109-0.000147711j 0.0112695-0.000452788j -0.00138443-0.00456293j -0.00856802-0.00223492j -0.00388021-0.000539347j -0.00241612+0.00138616j 7.01515e-05+0.000349013j 0.00818289-0.000585708j -0.00213321+0.000319866j 0.00024048+0.00027959j 0.00722549+0.00095504j 0.00771014+0.00052788j -0.00291014+0.000565606j -0.000591949-0.00029979j 
-0.00469953+0.004712j -0.023103+0.0194615j 0.0197133-0.0310447j -0.0101675-0.0379543j -0.00928733-0.0139241j -0.000995719-0.00440184j 0.00795963-0.0235589j 0.0034385-0.00511823j 0.00368894-0.0199131j -0.000199711+0.0160916j 0.047901+0.0259549j -0.0164429-0.0109312j 0.0319069-0.0126647j -0.0233578-0.00338998j -0.0118645+0.00922123j -0.0362274+0.00581892j 0.0267175+0.00381995j 0.0128815+0.00599037j -0.00108067+0.0304196j 0.0191422+0.0105998j -0.00997854-0.019339j 0.0155293-0.0125508j -0.0393714-0.0116867j -0.00184497+0.0120548j 0.0129166-0.00501417j 0.016706+0.00415822j -0.0212129+0.0149567j 0.00653267-0.0184131j 0.0186692-0.00643589j -0.00494393-0.00389925j -0.00544428-0.00432762j -0.0208616+0.00732928j 0.00413521+0.0113043j -0.000161676+0.00197952j 0.0205745+0.0165561j -0.025919-0.0061393j -0.00723925+0.00370971j 0.00824071+0.00385138j 0.00384739+0.000636054j 0.00406183+0.00130054j -0.065578-0.00117794j -0.0391449+0.00528799j 0.0268479-0.00105839j 0.0061072-0.00131738j -0.000675673+0.000813687j -0.0031414-0.00227244j -0.012638+0.00371278j -0.0319981-0.00408331j 0.0053186+0.0037093j -0.00502519-0.00146124j 0.014566+0.00298305j 0.00831024+0.00324669j 0.00437165-0.00244143j 0.0118226-0.00033447j -0.0111077-0.00389607j 0.029676-0.00321151j -0.0176738+0.00469939j -0.0101751+0.0105556j 0.0201342+0.000976697j 0.00515383-0.00180525j -0.0187581-0.00354382j 0.00445947+1.47883e-05j -0.0186783-0.0032638j 0.015644+0.000924787j -0.0105204-0.0010651j -0.00558029-0.00264168j -0.0363632-0.000436656j 0.00923628-0.00165476j 0.0151366+0.00206275j 
0.00348767+0.0062879j 0.0224859+0.0234507j -0.0111116-0.0380405j -0.00932112-0.0532816j 0.0220125-0.0120235j 0.00450253-0.00518799j 0.000674809-0.0391436j -0.00297481-0.00405401j 0.00026547-0.0262537j 0.00480406+0.00789273j -0.0483632+0.0284828j 0.0305776+0.00309627j -0.0656699-0.00983007j 0.0371834+0.0156334j -0.0700957+0.0149885j -0.00910677+0.00411923j -0.0245211+0.00761767j 0.0163574+0.0144127j 0.0199814-0.0235191j 0.00760799-0.00670501j 0.00560635-0.000220306j 0.00560332+0.00342824j -0.0187345-0.0139984j -0.0137338+0.00954205j -0.00897628-0.00270063j -0.00955368-0.0102653j -0.00244238-0.0129556j -0.0336905+0.0094126j 0.0077969+0.00342798j 0.017645-0.000593318j 0.0191923-0.0072639j 0.00183952+0.00107375j -0.00197766-0.00587487j -0.0102666+0.00724411j -0.0319905-0.0102521j 0.023368+0.00277625j 0.00757482-0.0158397j -0.0402126-0.000138996j -0.0391896+0.00250521j 0.048809-3.8279e-05j -0.0106388-0.00107633j -0.00509659+0.00284605j -0.00189429-0.0015028j -0.000987156-0.000601712j -0.00272487+0.000134684j -8.60788e-05-0.00194831j 0.0152254-0.00259778j 0.0283814+0.00113691j 0.00839649-0.000490315j -0.00304244-0.00137543j 0.0264881+0.00056671j 0.0232859+0.00148163j 0.0146591+0.00413923j 0.0102531-0.00368734j 0.000835224-0.0049876j 0.00830477+0.00265764j 0.00127952-0.00538616j 0.0167536-0.00981818j -0.00664866+0.000561284j -0.00439056+0.000556379j 0.00461275+0.00646863j 1.45208e-05-0.000816157j 0.0377356-0.000205884j 0.00496488+0.000351067j 0.00256127-0.000803403j 0.00153033+4.34392e-05j 0.0344039-0.00116942j -0.0111869+0.00130315j -0.0143362-0.0020325j 
