-0.00801687-0.0696806j -0.0247033-0.0233761j 0.0726332-0.0951594j 0.0157804+0.0555585j -0.0255685+0.0315827j -0.0448722+0.0162466j -0.0463798-0.0676781j -0.000561653+0.217972j 0.128865+0.0140199j -0.0244355-0.0389244j 0.0186626+0.0699703j -0.098208+0.142116j 0.00719242-0.172641j -0.0422774+0.00365003j 0.0392618-0.0337848j 0.0177381-0.112101j 0.00957401-0.0415504j 0.0466842-0.0774122j 0.00730565-0.0325704j 0.0250047-0.00505091j 0.105859+0.170823j -0.0650656-0.0155037j 0.00664471-0.123976j 0.00823354-0.0280315j 0.0439152+0.064536j 0.00464628+0.0388503j 0.0418327-0.10192j 0.00925224+0.0518438j 0.0251216-0.0355373j -0.0678875-0.259083j 0.0742669-0.243528j -0.0343838+0.0622647j -0.0587909+0.0234669j -0.0204538+0.11125j 0.0732414+0.108284j 0.070166-0.128094j 0.00956006+0.143011j 0.0454393+0.0225055j 0.0387697+0.0361604j 0.0223784+0.00590775j 0.00689455+0.0276739j 0.0354804-0.0335022j 0.0180992-0.0021488j -0.0444107-0.0835855j -0.0139189-0.0248353j 0.0398966+0.0636545j -0.0555681-0.00287744j 0.0580133-0.00711283j -0.0441022+0.0549768j -0.0947035+0.000302743j -0.0373007-0.00278506j -0.0715046+0.0736381j 0.0280736-0.0289816j -1.77337e-05-0.0548797j -0.0599456-0.00256319j 0.0416205-0.00776871j 0.103299+0.0384371j 0.146457+0.205007j 0.0606703+0.0425706j 0.096769+0.0813746j 0.00319904+0.0398053j 0.0325313+0.00444428j 0.0562233-0.0171873j 0.0288223+0.0275048j 0.0662827+0.0709897j -0.0149945-0.0131873j -0.00215807-0.0483178j -0.140204-0.123707j 0.0387244+0.0353979j 
0.0147077-0.00379594j 0.0419716-0.0284179j 0.0147972-0.0571077j 0.0209212-0.0467931j 0.00448991+0.0113822j -0.0256754-0.0207805j -0.0187518+0.00475113j 0.0193875+0.00899335j 0.0182921+0.0260891j 0.023981-0.0176425j 0.0100529+0.0217387j 0.072732-0.00944521j 0.0318792-0.00882529j -0.0297048-0.00128321j -0.0303176+0.0165632j -0.0149279+0.00328771j 0.0443407+0.00952259j 0.0231584+0.0523225j 0.0168229-0.0268554j 0.0174823+0.00650002j 0.0538464-0.00532927j 0.0176987-0.017983j 0.00564252+0.00556018j -0.0159543-0.00404618j -0.0621325-0.013354j -0.0340962+0.0303492j 0.027816-0.0156005j 0.0194021-0.00132866j -0.0029764-0.0150917j 0.0392322-0.0300573j 0.0143295+0.00990472j -0.043395-0.0225277j -0.0408636+0.0159598j 0.00139937+0.00573904j -0.000943105+0.00342573j -0.026592+0.0289269j 0.0220966-0.0157941j -0.0442476-0.022465j -0.00193671+0.014809j 0.014734-0.0864241j 0.0138331-0.00824972j -0.00558498-0.0772652j -0.0119115+0.013401j 0.0164543-0.0388677j 0.00771514+0.0631435j 0.0011314+0.0203138j 0.0125684-0.026633j 0.0144355-0.0167627j 0.0360078-0.0114128j -0.0272105+0.0781702j -0.00991591-0.0428957j -0.0018467+0.066538j -0.00977852-0.0531289j -0.0118526-0.0258101j 0.0488464+0.0142759j -0.00563392-0.0181615j 0.0512302+0.0363696j 0.014059-0.00416043j -0.0319559+0.048495j 0.000464411-0.0125381j 0.0168742-0.0110944j -0.124576-0.000495089j -0.020271-0.0501943j -0.00531582+0.0408839j -0.167166-0.0334924j -0.0279091+0.0115273j 0.0275888+0.0453784j 0.0240931-0.00695099j -0.033562+0.0144524j 
-0.00265576+0.00374186j -0.0175829+0.0123985j -0.0132625-0.00391342j -0.00166424-0.00625217j 0.00373205-0.000162601j -0.00987395+0.0024701j 0.0129045-0.0101311j -0.00491514+0.00189442j -0.00751344-0.000741569j 0.000729362-0.00928591j -0.0144521-0.00838386j 0.0071731-0.0352078j 0.0227333-0.0191254j 0.00354203+0.00447353j 0.0317853+0.00185769j -0.0279611+0.0331131j -0.0360765-0.0275794j -0.0828024-0.00756505j 0.0407885+0.0180604j -0.0147105+0.000372298j 0.0200544-0.0549929j -0.00764338+0.00776578j 0.0201847-0.0058007j 0.0127522+0.031642j 0.000420844+0.0401695j 0.0785123-0.0189575j 0.00689222-0.0213357j -0.00447796-0.0272915j 0.00168753+0.00429386j -0.00138396-0.0295056j -0.0154318+0.00371883j 0.0125348+0.0483673j 0.0206742+0.00344605j -0.0210409-0.0200761j -0.0219663+0.00839298j 0.0328963-0.0233276j 0.00691774-0.0488968j 0.00752733+0.000810982j 0.00834053+0.0272947j 0.0441809-0.113655j 0.0567159-0.0840405j 0.058177-0.0397668j -0.0335796+0.0160422j 0.0939122-0.00616733j -0.0264693+0.0281979j 0.000728064+0.0109411j 0.0254338-0.00504482j 0.0390788+0.0122986j 0.0208007+0.042067j -0.0911208-0.0168816j 0.080365+0.00796743j -0.0447637-0.0032137j 0.0600632+0.124655j 0.00854065+0.014176j 0.0060403+0.0433084j -0.000335621-0.00360177j -0.03204-0.0200328j 0.0363807+0.0391287j 0.00310015+0.00921818j 0.000576259-0.0134116j 0.00787109-0.00563061j -0.0106136-0.0574941j -0.0152394-0.00963435j 0.0473542+0.00328539j 0.00744583+0.040934j -0.0165889-0.0159134j 0.00449348-0.00886703j -0.0486638-0.0214572j 0.00626596+0.00933594j 
-0.0104058+0.00487293j 0.00650262-0.0198227j 0.03805-0.0390704j 0.0125264-0.0528762j -0.0206911-0.00726479j 0.0134247-0.0220301j -0.0306176+0.0515069j 0.00310856-0.0241006j -0.0116233+0.0165335j 0.00667201+0.0131975j -0.00743234+0.0194159j 0.0125996-0.030382j 0.0704896-0.015734j -0.00542905-0.000582328j -0.00334797+0.0191251j -0.0822927+0.0343623j 0.0440886-0.0418968j -0.0757549+0.00442989j 0.0471943+0.00722606j -0.0216759+0.00054188j 0.0509491-0.0626521j -0.00233697+0.0281622j 0.0550217+0.00994162j -0.0260035+0.0139454j -0.0407223+0.0352234j 0.0357125-0.0411978j 0.00742599-0.0175821j 0.00296202-0.00820102j -0.00415228+0.0121581j 0.00115426-0.0355501j -0.0264049+0.00138154j 0.00268103+0.0260902j 0.00850077+0.00665498j 0.0252988-0.0375055j -0.0292196+0.0169373j 0.0319959-0.0194166j 0.0534622-0.0822209j 0.00229598-0.0136984j 0.00634316+0.0339214j 0.128173-0.172107j 0.00931403-0.123668j 0.0519701-0.121967j -0.0383822+0.0224078j 0.093597-0.0637002j -0.0934718+0.0959179j -0.00959651+0.00971111j 0.0358057-0.0172177j 0.057366+0.00990322j -0.0197486+0.0593097j -0.129838+0.0298598j 0.0835618-0.0607464j -0.0770217+0.0327139j 0.0142334+0.0998281j -0.0172978+0.0278608j 0.0649759+0.0851746j -0.0114395+0.0138215j -0.0093236-0.0152071j 0.0393523+0.00849804j -0.0676803-0.0323984j -0.0672519+0.00542104j 0.0500958-0.0496009j -0.147786-0.154465j -0.00431906-0.0594683j 0.133801+0.0215811j -0.106154+0.0795529j -0.0212878-0.0318816j 0.0333738-0.00723296j -0.0520214-0.00347152j -0.00198703+0.0442858j 
-0.00456816+0.000852217j 0.00290103-0.00445105j 0.0127335+0.0268258j -0.000869653+0.0195122j -0.0108075-0.0144081j 0.0148964+2.86284e-06j 0.0120282+0.00210045j -0.000745528+0.00658592j -0.00750416-0.0228634j -0.00626089-0.00919349j 0.0158677+0.00033863j -0.0433212+0.00847209j -0.029508-4.11862e-05j -8.7396e-05+0.0254534j 0.00175104+0.0142671j 0.0297288-0.00412757j 0.0118327+0.0227523j 0.0436943-0.0292683j -0.0138518+0.027686j 0.00677236-0.0119277j -0.0203+0.00589221j 0.00107784+0.0210593j -0.0195818+0.00436615j -0.00150444+0.0185474j 0.0164827-0.0099667j -0.0074556-0.0163551j -0.0158953+0.0122298j -0.0343128+0.024055j 0.0015598+0.00865622j -0.0233596+0.0166769j -0.00798673-0.00981414j 0.0482475-0.0057963j 0.00839462-0.00388523j 0.00660098+0.0259814j 0.0207018-0.0235271j -0.0168937-0.0053395j -0.010425+0.0203105j 0.0014221+0.00533473j -0.0109654-0.0133163j -0.0347216+0.0679491j -0.0196676+0.0706002j -0.0118397+0.0524417j 0.0195464-0.0414648j -0.0400374+0.0228365j -0.00324534-0.0366518j 0.0098919+0.011505j -0.00977871+0.0221027j -0.00937679+0.0130368j 0.0192253+0.00542932j 0.0531099-0.0271945j -0.0367966+0.0272147j 0.0220559-0.0513152j -0.0206949-0.00976834j 0.0178352+0.013449j -0.0206042-0.0246875j -0.00310322+0.00801013j 4.24687e-05-0.0233084j 0.017761-0.0420942j 0.000856529-0.0218991j -0.0548332+0.00288831j 0.00408852-0.0338974j 0.0692404+0.0700984j 0.0419305+0.0147271j -0.0789226+0.0342773j 0.068072-0.0301419j -0.0117192-0.0178829j 0.0342238-0.00600603j 0.0118233-0.00352935j 0.00423666+0.00787777j 
0.00753912+0.00601848j -0.0135595+0.0179495j 0.0188371-0.00659768j -0.0140325-0.0178757j -0.00348403+0.014837j -0.0287672-0.0145118j -0.00532554+0.00666196j -0.00352244+0.00568711j 0.0401987+0.0204189j 0.00852944-0.011666j 0.00150384+0.0313981j 0.0813668+0.0125278j 0.0517437-0.0344598j 0.00777391-0.0312186j -0.07503+0.000151678j 0.0202916-0.0350283j -0.0146404-0.0350981j 0.0257194+0.02549j 0.0403009-0.0127255j 0.00721038-0.0230732j 0.0394627+0.00671471j -0.0207681+0.000829865j -0.0380872+0.0192157j -0.0129096+0.00529407j -0.0621415-0.0123084j -0.00970657+0.0403371j 0.0368103+0.000345036j 0.0307689-0.010561j -0.0159381-0.026535j 0.0621208-0.0247067j 0.00311625-0.0166693j -0.0900344+0.00130101j -0.00728287+0.00439455j 0.0209138-0.0215776j -0.0206207-0.000378557j -0.0284894+0.05713j 0.0880574-0.0248959j -0.025006+0.000447905j -0.0112456+0.0334648j 0.0511991-0.0954014j 0.0605104-0.0710542j -0.0264383-0.0583261j 0.00382161+0.00961711j 0.0606775-0.0896376j -0.0249797+0.0290757j -0.0138849-0.00776277j 0.00810009-0.0167287j 0.00690029-0.0414124j -0.0546917-0.0515847j -0.0960114+0.0210096j 0.0599285+0.0138411j -0.0297479+0.0909967j -0.0651823-0.0108269j -0.0358245-0.0396786j 0.0491686-0.00407652j 0.024869-0.0253746j -0.00834519+0.00117948j -0.0375258+0.0358222j 0.0846799+0.0525632j 0.107227+0.00170999j -0.0317121+0.0631718j -0.0980949+0.0214885j -0.0711788+0.0258085j 0.0315625-0.0674783j -0.183405-0.0728516j 0.0868171+0.0740924j -0.117918-0.0296195j 0.0985836+0.0493794j 0.0255756-0.058202j 
0.00830479+0.00328435j -0.0395552+0.0220458j -0.00901233+0.00787095j 0.044916-0.0256896j -0.0088482+0.00903291j 0.0178181-0.0112984j -0.0294591-0.0060039j 0.00608338+0.0162403j -0.0291543+0.00331864j 0.00152966-0.00303468j -0.0788503-0.0620295j 0.0597765+0.0232927j -0.0708018-0.00460879j -0.000234626-0.0321799j 0.0377232-0.00486604j -0.0477927-0.0371481j -0.0387545+0.068358j -0.0295776+0.0928808j -0.038286-0.025383j -0.0275253-0.0120227j -0.0315947+0.0508791j 0.0353045-0.0306133j 0.0566261+0.00785368j 0.00817283-0.0512168j 0.0600295-0.0648534j 0.00203505+0.0330033j -0.016241+0.00162684j -0.00355671-0.0246744j 0.0171801+0.0197497j 0.0938381-0.0328592j 0.0585305-0.0171941j -0.0819632+0.000848361j -0.0286263-0.00971285j -0.0271834-0.0333902j 0.0845077+0.0101359j -0.00941958+0.0721432j -0.116741-0.00570755j 0.0326017-0.000153948j 0.0723222+0.0248958j -0.0425581-0.0107095j -0.0323751-0.00552238j -0.0267568-0.00889838j -0.0222312+0.0409037j 0.013142+0.106182j 0.0499974+0.0294038j 0.0113415+0.0277338j -0.00745194+0.0157072j -0.000587392-0.00517995j 0.0325981+0.00266052j 0.0153157-0.00240896j -0.00774095-0.0205302j 0.0295766+0.0114024j 0.0243255-0.0173933j 0.00078929-0.0328892j -0.0173544+0.00362226j -0.0111796-0.011105j 0.0553845+0.108192j -0.0712517+0.060002j -0.0583206-0.00446532j 0.157513-0.0186925j 0.0521585+0.0727504j 0.0745707-0.093225j -0.1245+0.036675j 0.0452235-0.0710383j 0.0859564+0.0270427j -0.00883195+0.031537j -0.121634+0.0576033j 0.0104237+0.0867289j -0.105437+0.105136j 
0.00462903+0.00371635j 0.0010137+0.0224681j -0.0266429-0.0104661j -0.0360586-0.0414729j -0.0065852+0.0128935j 0.00547384-0.0354424j 0.0248371+0.0184895j -0.00313014+0.0129216j -0.0179475+0.0245595j -0.00507965-0.00366983j 0.015963+0.0287549j 0.0701325-0.00476872j 0.0320571+0.0147738j 0.0185482-0.0565567j -0.0275051-0.0665557j 0.0173494-0.0956054j 0.020657-0.0395715j 0.0110155-0.0679401j -0.0165823-0.0188765j -0.00255002-0.033805j -0.0281837+0.0134814j 0.0160862+0.0316918j -0.0100651+0.0526257j -0.0043696+0.0276295j 0.00332459-0.00605945j -0.0508264+0.0587393j -0.0100295+0.0171968j -0.0197706-0.024793j 0.00927064-0.0213857j 0.00495791+0.019281j -0.0134928+0.00111429j -0.0228252+0.0187732j -0.0101079-4.64774e-05j -0.0395725-0.0222096j -0.0292402+0.0872023j 0.0343575+0.00697396j 0.135643-0.00887772j 0.0369004-0.015056j -0.0337166-0.00089963j 0.0988179+0.0376271j -0.011634-0.0384882j -0.0194083+0.0529414j 0.000429172-0.00130234j -0.0431509-0.0164928j -0.0631462-0.0587818j -0.0107798-0.0261326j -0.024125-0.0216241j -0.0150164+0.00146582j -0.149058-0.0463767j -0.045737-0.0927296j 0.086035+0.039564j -0.0108929-0.0129112j -0.105986+0.00745142j -0.0239178-0.0367101j 0.0353827+0.00132565j 0.00642406-0.0413989j -0.0229814-0.0116155j -0.0707989+0.0357067j 0.0662592-0.0152782j 0.0232981+0.0851713j -0.0406174+0.115172j 0.0494488-0.0733641j -0.00271652+0.0338704j 0.0782027-0.0969406j 0.0858659+0.0144671j 0.118688+0.0738827j -0.112524-0.0320939j 0.0450173+0.0923972j 0.0387363-0.108311j 
-0.00367708+0.00752288j -0.0114168+0.0231337j 0.0179014+0.0110105j 0.0250472-0.00596542j 0.00816693+0.00737274j 0.0174895-0.00544294j -0.00469537+0.00520774j -0.00747191+0.00361658j -0.0258124-0.0122135j -0.00026437-0.00035634j -0.0319443-0.00256584j -0.0203661+0.0289369j -0.0198133-0.0266334j -0.0105782+0.00250183j 0.0149282+0.0456989j -0.0041764-0.0388569j -0.0151022+0.0274617j 0.013836+0.0280425j -0.0144051+0.0166503j 0.00159348-0.0100612j -0.0134295+0.00790175j 0.00933074-0.0189411j -0.00463983+0.00619184j 0.0127885-0.00298716j 0.0138205-0.0281281j -0.00880731+0.021925j -0.00938217+0.00662893j 0.00964057+0.0160962j 0.00217253+0.0325534j 0.0315266-0.0085805j -0.000546348+0.00517102j -0.0347008+0.00903107j -0.0193302-0.0165041j 0.0154224-0.0172877j 0.0212196-0.00101481j -0.0390087+0.0560842j -0.0246012-0.0016589j -0.00904411+0.0310591j -0.0262868+0.0128788j 0.015727-0.00618447j -0.0112852+0.0452771j 0.00550619-0.00893892j 0.00890718-0.00904445j 0.00975688+0.018835j -0.019066+0.00578314j -0.00958064-0.0065827j 0.000909671+0.0113251j 0.00677418-0.00752237j -0.014729+0.0294867j -0.00488668-0.0028952j 0.0115454-0.0012263j -0.0221453-0.0159589j -0.0457241+0.0227757j 0.0183651-0.0197832j -0.0224741-0.0146836j -0.00362524-0.026359j 0.0270816+0.0139295j 0.00878815-0.00911049j -0.0251739-0.0290415j 0.00107552+0.0114547j 0.0308345+0.00767148j 0.0334379+0.0277841j -0.0168372-0.00450079j -0.0184375+0.00921223j 0.0235407+0.00529785j -0.00607122+0.0115348j -0.0279765+0.0182177j 0.0286605+0.0531246j -0.0404725+0.0433144j 
0.0164409-0.0165591j 0.107207-0.0425287j -0.0338205-0.0515896j -0.0108541-0.0293175j 0.00422469-0.00331403j 0.0348953-0.0147038j -0.00210369+0.0118013j 0.00398448+0.00570001j -0.0323443+0.0176808j 0.0174996-0.0130565j 0.0849241+0.0404096j 0.036217-0.0347912j 0.0517639-0.00134466j -0.0410396+0.0294502j 0.0170839+0.00397825j 0.0620181-0.0564789j 0.0434212-0.0294904j -0.011173-0.0383954j -0.000973484-0.00361029j 0.0213201-0.0403158j -0.00291198-0.0188238j -0.0200268-0.0072824j -0.014946+0.0275951j -0.0152581-0.00392846j -0.0232232-0.0179585j -0.0214862+0.0416981j -0.0200304+0.0345785j -0.00945589+0.00661571j -0.00299269+0.00461524j -0.0514359+0.00956009j -0.0436325+0.00666227j -0.0123495+0.0290554j -0.00237284+0.00581796j 0.00386816-0.0326421j -0.108049+0.118646j 0.000767631+0.0159989j 0.078578-0.0127877j -0.0415954+0.0405977j -0.0926202-0.0319508j 0.158362+0.0856122j -0.065759+0.0379103j -0.00613234-0.0153846j -0.00249256-0.0278757j -0.0844055-0.0147458j -0.112908-0.000482991j -0.0146167-0.00417055j -0.0314358+0.0123802j -0.0137205+0.0186452j -0.115608+0.0326414j -0.0480048-0.0183931j 0.0424186-0.0125055j -0.0383174-0.0196215j -0.0896005+0.00837944j -0.00606122-0.0186945j -0.0338446+0.00775124j -0.00337452-0.0656613j 0.013628-0.0233948j 0.0117525-0.019574j -0.0274686-0.0294915j -0.163086+0.0845779j 0.0109171+0.00503157j -0.0198034-0.0288889j 0.109023-0.0905518j 0.0174741+0.0868256j 0.0421764+0.0691657j -0.028791-0.00317585j 0.104141+0.0278849j -0.0404222+0.035757j -0.0212025-0.0670882j 
-0.012103-0.0122937j -0.0478306-0.0909964j -0.0817215+0.0280815j -0.0407692+0.0227692j 0.000322312-0.0202353j -0.0158389-0.0203401j 0.0365245-0.00308181j -0.00713636+0.00214935j 0.00257225+0.0143248j -0.0172267+0.00248666j 0.0786319-0.11131j -0.0529435+0.0104354j -0.0104288+0.0444015j 0.005976-0.0304289j 0.0158878-0.0450821j 0.00307507+0.00843397j -0.0458046+0.0276584j -0.0451679-0.0378451j 0.0048529-0.0117049j 0.00716701+0.0286031j 0.000895475+0.0222201j 0.0185186+0.025869j 0.0188463+0.00405722j 0.00585823-0.00377674j 0.00882834+0.0123684j 0.0099814-0.0319325j 0.00762486-0.0120608j -0.0109604-0.0308106j -0.0105747-0.00939129j -0.00547788-0.00265214j 0.0121087+0.00975026j 0.0246825-0.0157326j 0.0546466+0.0347295j -0.0192123-0.0198507j 0.045877-0.0634717j 0.0891328-0.0597003j -0.0481345+0.0493236j 0.109788-0.0868133j 0.0741288+0.0145935j -0.0252856+0.0490822j -0.00482191-0.0518699j -0.0525368+0.0165916j 0.00242849+0.0363291j -0.036426+0.0168679j 0.0046363-0.0245224j -0.011269-0.0266355j -0.0244397+0.0273636j -0.0422417+0.0216487j -0.0461954-0.0215303j -0.0171997-0.0281177j 0.00683377-0.0223887j 0.0222501-0.0040109j 0.0635645+0.00998161j 0.0208108+0.0358938j -0.0193803+0.0351621j 0.0279474+0.0538259j -0.112591+0.000563527j -0.0154245+0.0674663j 0.0531017+0.0180123j 0.0701304-0.0332667j -0.023624+0.0435559j 0.0549305-0.0982658j 0.0630313+0.00832841j 0.0711699-0.0726349j 0.0901492+0.0622941j 0.0489442-0.0148179j 0.00102045-0.047168j -0.078351-0.075741j 0.090227-0.0154348j 
-0.000253219-0.00831341j 0.00590971-0.0582666j -0.0119172-0.0264393j 0.0146689+0.017869j 0.00412196-0.00502544j 0.0176871-0.00952364j -0.00514304+0.00178376j 0.00183703-0.00815772j -0.0164441+0.000845045j -0.00585677-0.0105755j 0.0331507+0.0130462j -0.0239952-0.00237858j -0.0398306+0.00821971j -0.0119884+0.0516784j 0.019211+0.028396j -0.00590806+0.0334184j 0.0152622-0.00752731j 0.001517+0.00892025j -0.0117161+0.00965731j 0.0184347-0.00519429j 0.00360741-0.0127699j 0.00132943-0.0116911j 0.00281849-0.00902279j -0.00957753-0.016184j -0.00318379-0.00570956j -0.0164461-0.00943363j -0.00630508+0.00467296j -0.00610762+0.0313813j 0.00988214+0.000899075j -0.0197034-0.0327807j -0.0180176+0.0090017j 0.0328429+0.0139825j 0.00294157+0.0279733j 0.0336556-0.0268608j 0.00315861-0.0302982j -0.0232434-0.0299372j -0.0467423-0.00636835j 0.0138258-0.0416789j -0.0150697-0.0335856j -0.0192594+0.0340138j -0.0203317+0.0183047j -0.0111134-0.032069j 0.0046042+0.0222246j -0.0375331+0.00534151j -0.0353389+0.0229409j -0.00584041-0.0402375j -0.00208154+0.0380635j 0.00619096+0.0181446j 0.000523556+0.0468928j -0.0123444-0.0296439j 0.0207575-0.0545766j -0.0467306+0.0268861j 0.0333011+0.0272323j -0.0121864+0.0395262j -0.0266235-0.00488161j 0.00477396+0.0356428j -0.0493666-0.0155198j 0.0536765+0.0519753j -0.020137-0.000987135j -0.00907822-0.0376315j 0.0034852-0.0149102j -0.0464508+0.0133801j 0.119558-0.0651296j 0.0399637+0.0335792j 0.0019854+0.0595775j 0.0139851-0.0123294j 0.07639-0.0427592j -0.0345951-0.0357171j 0.108966+0.0311511j 
0.0118696-0.00979399j 0.0263032+0.00433879j 0.000134244-0.0258525j -0.00185831+0.00588015j -0.00451742+0.0023166j -0.00609345-0.0115709j -0.00643427-0.0191207j -0.00395169+0.00406514j -0.00248673-0.00926066j -0.0037896+0.00619593j 0.00805468+0.00582787j 0.0185385-0.00744538j 0.00563196-0.00340001j -0.0114643-0.00229578j 0.00166336+0.00206221j 0.0142062+0.00423184j 0.00266855-0.00645712j 0.0124435+0.0117271j 0.00278262-0.0344362j 0.0059024-0.0139383j 0.00560789-0.0129001j -0.00310294+0.00364527j -0.00459908+0.000141257j -0.00698479+0.00969463j 0.00079498+0.0022167j -0.00200399+0.020695j -0.00298266-0.00459809j -0.0208672-0.0138052j 0.00972737-0.0215091j -0.0217383+0.00336953j 0.00372338+0.00694317j -0.00162595-0.000786348j 0.0189906+0.00952648j -0.0260632-0.00376657j -0.00443513+0.0170543j -0.0131533+0.00203911j -0.00411758+0.0174621j -0.0122847+0.00911164j -0.0142462-0.0134241j 0.0243456+0.00326458j 0.00539962-0.00806741j 0.00482433-0.00148j -0.0219469+0.0182327j -0.018968-0.00504278j 0.00238095-0.0113584j -0.00932715+0.000295975j 0.00404483-0.00878753j 0.00720376-0.0126026j 0.00874903-0.0257949j 0.000617165-0.0089478j -0.00800301+0.00658197j 0.0100505+0.00877501j 0.0481468-0.00264281j -0.00257702-0.0185626j -0.0041017-0.00943786j 0.00112579-0.0172154j 0.00386932+0.0247972j 0.0202666+0.024052j -0.00692711+0.0307377j -0.038781-0.0132313j 0.0167311+0.00917992j -0.00782582+0.00931737j 0.0173682-0.00973347j -0.00740491+0.0376762j -0.00216086+0.0138177j -0.0221584+0.0287454j 0.0332377+0.0299556j -0.0357704-0.01173j 0.00296302+0.0281892j 
0.0015701+0.00089223j 0.00467822-0.0184355j 6.53607e-05-0.00679584j 0.0234779+0.0266913j 0.00110023+0.00895306j 0.0107955+0.00500737j -0.0133549-0.0121776j -0.000742531-0.000702732j -0.00746406-0.0143792j 0.00190888-0.00914506j 0.015325+0.00503163j 0.00673303-0.0040865j -0.00412395+0.00368702j -0.0140448+0.00518158j -0.00960224+0.025958j 0.0263747+0.022934j 0.0209073-0.019627j 0.0226883-0.0036904j -0.00222785-0.0339473j 0.0144912-0.00303748j -0.00252339-0.0252168j -0.000928482+0.00238737j -0.013757+0.00601j -0.00660997-0.00430659j -0.0048215-0.00606955j -0.0202619+0.0281649j -0.00691843+0.00617901j 0.00380405-0.0200589j -0.00384591-0.00469555j -0.0278997-0.00600765j -0.0343805+0.0389629j 0.0212078+0.00233172j 0.0200499+0.00292868j -0.0843202-0.0251935j 0.0329181-0.0155007j -0.0447303-0.0192109j -0.0323193+0.047167j 0.00524746-0.00288844j 0.00110069-0.0267868j 0.0239178+0.00948029j 0.023904-0.0182697j 0.010263+0.0247487j -0.0460278+0.0363205j -0.0435724-0.00826397j -0.0122149-0.0682127j -0.0179634-0.00558981j 0.0283225+0.0152317j 0.0216693-0.00685061j -0.00991749-0.0525902j -0.0195339-0.0154564j -0.00449729+0.0177885j 0.0308344-0.00657597j 0.0510867+0.0237098j -0.0178031-0.0197221j 0.00609929+0.0089296j 0.00176359+0.0311925j -0.00643734+0.0434578j 0.0638117+0.0121147j -0.0289256+0.0377028j -0.076689-0.086118j 0.0194845-0.053826j 0.0173638+0.00794284j 0.091128+0.0232886j -0.0132781+0.0747032j 0.0119775+0.00113811j 0.0215075+0.0638347j 0.042643+0.00105449j -0.0442369+0.0111325j 0.0655821+0.144963j 
-0.00522197-0.00296401j -0.0120513+0.00937332j 1.30728e-05+0.0134229j -0.00278789-0.00135289j -0.00455443-0.00851079j 0.00190607+0.00286161j 0.00477911+0.0014048j 0.0139584-0.000527503j -0.00213723+0.000574297j -0.00978903+0.00104482j -0.00274931+0.00268697j -0.0198236+0.00523185j -0.0221102-0.0201851j 0.013139+0.0114598j -0.00577188-0.00285158j -0.0219289-0.027039j -0.0281909+0.0162155j -0.00179752-0.0100108j 0.0120172+0.0402348j -0.00979784-0.00407969j 0.0130521+0.0253476j 0.00214081+0.0197857j -0.00471026+0.0198596j 0.00151851-0.00358004j -0.0044036-0.00259963j 0.0115622-0.0353307j 0.00713786-0.00429269j -0.00660991+0.0280847j -0.00457625+0.00881473j 0.0123465-0.0228446j 0.0268339-0.025447j 0.0262342+0.027286j -0.0290448-0.0195336j 0.0595009-0.0115338j -0.0297028-0.020594j 0.0128952-0.000726673j 0.00539793-0.0567065j 0.033772-0.0288965j 0.0615419-0.00454119j -0.0623575+0.0369365j 0.00873788+0.0406431j 0.0242395-0.000150598j 0.0356952-0.0315606j 0.0675953+0.016659j 0.0117179+0.0763079j 0.00719099+0.019557j -0.0171372+0.00215687j -0.0386053-0.00176587j -0.0275226+0.0974917j -0.0304918+0.0212603j 0.0180967-0.00030696j -0.0268884-0.0452317j -0.0893161-0.0308006j -0.0243703-0.0125824j 0.00705557+0.0238599j 0.0181653-0.0423054j 0.0152865-0.0416945j -0.0869409-0.0258551j 0.00372643-0.0192931j 0.0979383+0.0518098j -0.0599682+0.0563711j 0.0665379+0.0118328j -0.0152025-0.0752786j -0.0265835-0.075734j 0.00794946-0.0667485j 0.0666189-0.0664554j -0.0586619-0.0665922j 0.0397456-0.0613646j 0.00277583-0.169723j 
