-0.00801687-0.0696806j -0.0247033-0.0233761j 0.0726332-0.0951594j 0.0157804+0.0555585j -0.0255685+0.0315827j -0.0448722+0.0162466j -0.0463798-0.0676781j -0.000561653+0.217972j 0.128865+0.0140199j -0.0244355-0.0389244j 0.0186626+0.0699703j -0.098208+0.142116j 0.00719242-0.172641j -0.0422774+0.00365003j 0.0392618-0.0337848j 0.0177381-0.112101j 0.00957401-0.0415504j 0.0466842-0.0774122j 0.00730565-0.0325704j 0.0250047-0.00505091j 0.105859+0.170823j -0.0650656-0.0155037j 0.00664471-0.123976j 0.00823354-0.0280315j 0.0439152+0.064536j 0.00464628+0.0388503j 0.0418327-0.10192j 0.00925224+0.0518438j 0.0251216-0.0355373j -0.0678875-0.259083j 0.0742669-0.243528j -0.0343838+0.0622647j -0.0587909+0.0234669j -0.0204538+0.11125j 0.0732414+0.108284j 0.070166-0.128094j 0.00956006+0.143011j 0.0454393+0.0225055j 0.0387697+0.0361604j 0.0223784+0.00590775j 0.00689455+0.0276739j 0.0354804-0.0335022j 0.0180992-0.0021488j -0.0444107-0.0835855j -0.0139189-0.0248353j 0.0398966+0.0636545j -0.0555681-0.00287744j 0.0580133-0.00711283j -0.0441022+0.0549768j -0.0947035+0.000302743j -0.0373007-0.00278506j -0.0715046+0.0736381j 0.0280736-0.0289816j -1.77337e-05-0.0548797j -0.0599456-0.00256319j 0.0416205-0.00776871j 0.103299+0.0384371j 0.146457+0.205007j 0.0606703+0.0425706j 0.096769+0.0813746j 0.00319904+0.0398053j 0.0325313+0.00444428j 0.0562233-0.0171873j 0.0288223+0.0275048j 0.0662827+0.0709897j -0.0149945-0.0131873j -0.00215807-0.0483178j -0.140204-0.123707j 0.0387244+0.0353979j 
0.0480693-0.00636423j 0.0213783-0.0178272j -0.0323377-0.0174992j 0.0239847+0.0187541j -0.0454636-0.0117137j -0.0185069-0.0240322j -0.0408615-0.000382844j 0.0878047-0.0326024j -0.00512512+0.0135254j 0.0842039-0.0606248j 0.0450324-0.0324083j 0.0594478-0.0428006j 0.0303422+0.0440354j 0.00960976-0.106077j -0.0719939+0.0650224j 0.0448857+0.102738j -0.0174296+0.0286063j 0.0342478-0.00790073j 0.0202908-0.0522982j -0.0304709+0.0261839j 0.00698757-0.0566742j 0.066184-0.00878242j 0.00059027+0.0668984j 0.0152935+0.0856446j -0.0489942-0.031843j 0.00524335+0.0267184j -0.0507512-0.0141712j -0.147898-0.0968106j 0.000604027+0.104087j -0.0643079+0.113947j 0.0317894+0.0160472j -0.0619722+0.00123292j 0.029687-0.0192151j -0.0069426-0.000141629j -0.0398864-0.151911j 0.0231892-0.00260231j -0.137619-0.0196159j -0.00895005-0.0355962j 0.0245465-0.00644895j 0.140171+0.0106688j 0.0225877-0.0462758j 0.0114598-0.0185942j -0.0438712+0.0703191j -0.0455885+0.0197422j 0.0197021+0.103355j -0.0533951+0.0175302j -0.00235175+0.07875j -0.0921494-0.0121729j -0.0265694+0.0159611j -0.0587488+0.0448207j -0.101041+0.0685525j 0.0830148+0.0680076j 0.145116-0.0888791j -0.0621798-0.0866986j -0.130457+0.00067859j 0.0253899-0.0297692j -0.0581163+0.055183j -0.0727817+0.154935j 0.0497024+0.105592j 0.0966491+0.122099j 0.0821681+0.0239003j -0.020204-0.0176447j 0.0778421-0.0504892j 0.00143168+0.0851237j 0.0267914+0.0568181j -0.0727696+0.00309796j 0.137241+0.0673841j -0.228841-0.159404j -0.00702169-0.0233363j 
-0.0228882-0.0547901j 0.00165323-0.0152578j -0.0365081-0.0336434j 0.0574057+0.0209559j 0.0525381-0.00448981j -0.0368881-0.000217496j -0.0357723-0.0184416j 0.0565727-0.0307371j 0.064113-0.0656887j -0.0288817+0.0704182j 0.0438232-0.0477121j 0.0333523-0.0298892j 0.0507745-0.0429718j -0.0718907+0.0224327j -0.0115925+0.00738677j 0.031362+0.0161328j 0.113072+0.0455054j 0.0818448-0.0348906j -0.0102302+0.0215571j 0.0305733+0.0161389j -0.0129463+0.0150367j -0.0129084+0.0282768j -0.000940806+0.08214j -0.0652917-0.0531973j 0.0908843-0.046197j -0.0680077+0.00592597j -0.0586116+0.0361909j -0.0556511+0.00945553j 0.0134114+0.0499116j -0.0873399-0.0983197j -0.0243948+0.101011j 0.0553617+0.0452724j -0.0632469-0.0430041j -0.0584958-0.0343556j 0.0769374-0.0671227j 0.0859858-0.0173151j 0.0222257-0.0659804j 0.0391139-0.0316021j 0.0341148-0.0488448j -0.069018+0.0809569j 0.0607622+0.102982j 0.0539188-0.0455577j -0.100278-0.0293493j -0.0803995-0.0872513j 0.0321553+0.0430053j 0.0258082+0.13775j -0.0434749+0.00856399j -0.0575199-0.10232j 0.0475269+0.0191836j -0.0274834+0.210991j -0.00375464-0.00859545j -0.040872-0.10905j -0.145371+0.0276435j 0.0945643+0.0402272j 0.0473706+0.112323j 0.0658794-0.171916j -0.00896988-0.0934094j 0.00644457+0.102089j 0.064706+0.0524492j 0.0429241+0.07194j -0.160856+0.00939944j -0.0583106-0.0505778j 0.148151+0.0300052j -0.0486533-0.00977693j 0.0155117-0.128975j -0.163018+0.0193002j -0.0523896-0.0150282j 0.0858263+0.00208107j 0.0541077+0.00394347j 
-0.0360473+0.0490258j -0.0335515+0.0249924j -0.0333208+0.0100022j 0.00103132-0.0237303j -0.0786708-0.0307802j 0.0188915+0.0185444j 0.0327351+0.00211114j -0.00584239-0.00573656j -0.0374688+0.0011495j -0.0251245+0.00211373j -0.00951511+0.0509699j 0.0505602+0.0499975j 0.0258574+0.0472422j -0.0330668+0.0309879j -0.0107401-0.0173468j 0.0869478+0.0985487j -0.0267594-0.0577954j -0.0308418+0.0185642j 0.0555379+0.0344917j 0.00130471+0.0240422j -0.0342075-0.0940821j 0.0122979-0.00602922j 0.0668862-0.0774105j 0.0499176+0.0535481j 0.0620988+0.105048j 0.15676+0.0506768j 0.0490054+0.0483103j 0.133663-0.0700423j -0.0585885-0.0821403j -0.0032051+0.0491884j 0.014207+0.0502336j 0.100598+0.0486828j -0.0305886-0.0836115j -0.0334879+0.0941953j 0.0397147+0.0923338j -0.0448913-0.0207126j -0.0104019+0.0532245j 0.0682466+0.0244107j -0.0499343-0.000419116j 0.0803032-0.0282533j 0.0143683-0.0392317j 0.0388076+0.0086413j 0.0952107+0.126816j -0.016438-0.195539j -0.0284154-0.130111j -0.0429757-0.0285391j -0.0187383+0.121068j -0.066149+0.005753j 0.0691399+0.00321924j -0.241505+0.0876901j -0.143873+0.000400524j 0.0489526-0.19229j -0.168564+0.102218j 0.0734597-0.0165876j 0.166063+0.010854j -0.0242668-0.0660572j -0.0906648-0.0989968j 0.0311626-0.0229356j 0.0801974+0.0783524j 0.0202971+0.0335535j 0.0400857-0.0397191j 0.0250433-0.0484909j -0.00327393+0.0361814j -0.0534821+0.00268729j 0.0567887-0.034513j 0.0327955+0.0082033j 0.0551515+0.0265983j 0.0166427+0.0344357j -0.0228845-0.0149303j 
0.00677696+0.00992182j 0.0365049-0.0188062j 0.035281-0.0672003j 0.0155164+0.0152125j -0.0856341+0.0249095j -0.0200171-0.0220529j -0.0053768+0.0348997j 0.053433+0.00495469j 0.0237739-0.101173j 0.0163281+0.00802592j 0.00204903+0.00203974j 0.0274743+0.0429573j 0.0155288-0.00604108j -0.0256546+0.00335665j -0.0327724-0.0593362j 0.00630815-0.0664447j 0.107611-0.0294155j 0.00953187-0.00219131j -0.0788248+0.0124135j 0.0261976-0.00832867j -0.0956531+0.0829381j -0.0777959+0.0405743j 0.0807555+0.00952894j -0.0499659-0.00768426j -0.0465444+0.0463129j -0.000595296+0.0169302j 0.0493305-0.00815877j -0.152803+0.0199109j -0.0242985-0.0494718j 0.0814293+0.0159735j -0.119463+0.0123489j 0.0170469-0.0976575j 0.0585305+0.00352286j 0.0573001-0.0407192j 0.0138109+0.0462312j -0.0296183+0.0106548j -0.0146159-0.0466775j -0.0120865-0.0139278j -0.04184-0.0392258j -0.0282723+0.0115755j 0.10142+0.124696j -0.0323632+0.0403056j 0.091063-0.00679859j -0.134442-0.0595988j -0.0767327+0.00852985j -0.0570521-0.127074j 0.00331774+0.0635072j 0.016735-0.0220232j 0.0275404+0.0397473j -0.0352583-0.144065j 0.0577568-0.111696j 0.0566287+0.0743852j 0.0506139-0.0111001j -0.14426+0.0207138j -0.0656168-0.0322346j -0.0176994+0.0700713j -0.13559-0.0215668j -0.0240833+0.0113527j -0.0714363-0.013553j -0.00194786-0.0398367j 0.170334+0.055411j -0.0600752-0.00321628j 0.0309089-0.0391141j -0.0302216-0.0214716j 0.0177237-0.1261j -0.0299201-0.038296j 0.0925264-0.0166252j -0.0276288-0.0534039j -0.0248857+0.0227569j 
0.00964648-0.00498094j -0.0155974+0.0188692j -0.0584906+0.0106408j -0.0251602-0.026234j -0.0241206-0.0668304j -0.00124491-0.128322j -0.018401-0.0728194j 0.0191024+0.0305065j 0.0283476-0.092452j 0.0953021+0.0159715j -0.0378286-0.0186085j 0.0192784+0.0614688j -0.0948798+0.0279234j 0.0775798-0.0500685j -0.00863047-0.0332407j -0.0352545+0.0335202j -0.0386771-0.00165136j 0.0904933-0.0709473j 0.0449141-0.0147743j -0.0243129+0.00802384j -0.0487679+0.0182224j -0.0361187+0.0337992j 0.109139+0.0133529j -0.0311549+0.0290522j -0.0834293+0.122739j 0.0814896-0.0912665j 0.00629809-0.0127899j -0.192458+0.0458779j -0.0651258+0.0218909j -0.0217749-0.00312561j -0.104706+0.0377601j -0.166244-0.0591232j -0.0146188-0.0574316j -0.116163-0.0187457j 0.0375044-0.0119364j -0.0605059+0.0444291j -0.00307494+0.0259647j -0.0493204-0.0433823j -0.104223+0.0864049j -0.0668013+0.0230612j 0.150648+0.0677852j -0.0419776-0.00318603j 0.0241168-0.00294769j 0.088866-0.136973j -0.0428697-0.0311223j 0.0593299+0.0256082j 0.000275551-0.0426409j 0.0410182-0.0780912j 0.0204294-0.0826937j 0.124587+0.0130308j 0.119622-0.0934651j 0.11808+0.0206957j -0.0478771+0.0673385j -0.00757811-0.0320827j 0.0255812-0.0149381j -0.0675124-0.153336j 0.0044873+0.0291203j 0.0113461-0.0135831j 0.0617852+0.0641613j -0.0564443+0.0454966j 0.0245855+0.0734885j 0.0204708+0.0670477j -0.0567208+0.0147182j 0.00136637-0.019295j -0.0390422+0.0027772j 0.0436183+0.0880465j -0.00396605+0.0545665j 0.0780214+0.0466591j 0.0155912-0.0243681j 
0.00570541+0.0359359j -0.0201046+0.0091932j 0.027431-0.000648294j 0.00903716-0.0199121j 0.0253304+0.0255305j 0.0262226-0.0101251j -0.0342746-0.0105364j -0.0930779-0.061015j -0.0173438+0.00621947j -0.0513146-0.0162801j -0.0214892-0.0176797j 0.0410055+0.0224429j -0.0202852+0.0463505j -0.02386-0.0944272j -0.0400657+0.0531531j 0.0522819-0.00296682j 0.0771209+0.0688901j -0.0248023-0.0267518j 0.0736829+0.0128236j 0.00437238+0.0457045j 0.0776566-0.0198309j -0.0369319+0.0284761j -0.0191954-0.0229281j -0.0342942-0.0311898j -0.0233206-0.022459j -0.00756273-0.0161772j -0.00491826-0.0620752j 0.152007-0.0769861j -0.0863685-0.00797847j 0.0319088+0.0701123j 0.0188641-0.0342825j 0.00170085+0.0547773j 0.0722299+0.071225j 0.0418744+0.00746135j 0.0460506-0.0686838j -0.0378342+0.0435725j -0.0469556+0.0194187j 0.0637975-0.010825j 0.0213512+0.118921j 0.0102409-0.0194574j 0.0310059-0.0056027j -0.0575647-0.0204152j -0.0738605+0.0273619j 0.0671138-0.0141302j 0.0861373+0.021874j -0.00107146-0.0271208j -0.0124895+0.186713j -0.026333+0.0734139j -0.0920824+0.0407087j 0.115011+0.188533j -0.00832165-0.0106395j -0.024562-0.0176459j -0.0927062-0.142899j 0.0822887-0.006884j -0.0247641+0.0833605j 0.00539752-0.0402831j -0.0641382-0.0699904j -0.078935-0.0170885j -0.0252585+0.0737349j 0.0339113+0.0264189j 0.0149967-0.027404j 0.0212326+0.00205964j 0.02678-0.0283649j 0.00331084+0.0388948j -0.037037+0.00106265j 0.0151366-0.0221692j 0.058891+0.0478361j -0.0429408-0.037742j -0.00772548-0.000494685j 
-0.0442975+0.0438554j -0.0080502-0.0193754j 0.0141882-0.00120271j 0.026952+0.0154662j 0.00342971-0.0208273j 0.00273201+0.0198008j 0.0372011+0.0384459j 0.0860255+0.0342203j 0.00880938-0.0122561j -0.0332202+0.0937305j -0.0338496-0.0326809j -0.0851125+0.0444155j -0.0364302+0.0223034j -0.0262412+0.0204599j 0.0297389+0.00855j -0.0563503-0.00642418j -0.0138544+0.0392391j -0.0911413-0.0680684j -0.00914601-0.00162408j 0.116014+0.0470443j 0.0744239+0.10452j -0.0887278-0.00661934j 0.0791212-0.0548499j 0.00188668+0.0401474j 0.0693555+0.031133j 0.145677+0.0609954j 0.176942+0.0743941j 0.195211-0.204128j -0.074513-0.123622j 0.133766+0.0406302j -0.0473034+0.00841035j -0.0188477-0.0968008j 0.000565357-0.00384601j 0.0780918+0.0909687j 0.0198709-0.0273676j -0.0151068-0.0552683j -0.00441828+0.0518901j 0.0033327+0.0189982j 0.088968+0.0987922j -0.0609359-0.0988283j -0.000304067+0.113295j -0.0155334+0.0431877j -0.0569336+0.0696217j -0.0360547+0.0473231j -0.0955988+0.0280807j 0.088913-0.0755564j 0.0324645+0.085288j 0.0150509+0.0043758j 0.0224819+0.0163499j 0.119934-0.00402353j -0.0147157-0.0423668j 0.0355147+0.0132548j -0.0529678-0.0927308j -0.0108838+0.0964602j -0.048201-0.006447j 0.00262697+0.0466819j -0.0425684+0.042485j -0.0114337-0.080634j -0.136405-0.0573397j 0.00923902+0.0262804j -0.0400055-0.101454j 0.00766919+0.00504114j 0.0228368-0.0323961j 0.0161585+0.0201923j -0.0537976-0.0207621j 0.0139975-0.0921553j 0.0180095+0.0548106j 0.00571789-0.0304489j -0.0474635-0.00836367j 
-0.00603992-0.0275087j 0.0369314-0.0133198j -0.0531411+0.000248477j 0.0148639+0.0189629j -0.0680118+0.077555j -0.0289417-0.0387612j -0.0519287-0.0691994j 0.0459881-0.0255935j 0.00818216-0.0660154j 0.0458319+0.0492369j -0.0443906-0.0137839j 0.0472916-0.0131341j -0.000593378-0.0656398j 0.0808591-0.0847656j -0.0582334+0.0790203j -0.0182319-0.0223533j -0.0110809-0.016794j -0.0974612+0.00522609j -0.0589524+0.0449713j 0.0103992+0.0703431j 0.047334-0.0307996j 0.023695-0.0712754j 0.0312257-0.0027103j -0.0229198+0.00164813j 0.0680596-0.043329j -0.118897+0.026275j -0.0725365+0.0281922j -0.0939745+0.0770751j -0.0363258+0.0870013j 0.0376132+0.0341114j 0.12557+0.0163044j -0.00820949-0.0404057j -0.00427059-0.0574367j -0.115633+0.0931151j -0.0207878-0.106909j 0.0168357-0.0844262j -0.031093+0.00716681j 0.0894505-0.076672j 0.136052-0.0465439j 0.0164151-0.250225j -0.0504568+0.115784j 0.0169952+0.00409147j 0.0624448+0.0452357j -0.0198502+0.191103j -0.101122-0.0333379j 0.00781694+0.0717505j -0.0652432-0.1062j -0.0453657+0.000918538j 0.070547-0.0290494j -0.0181637-0.122858j -0.0561584+0.0524414j 0.0169123-0.13077j 0.0122995-0.0610425j 0.108534+0.0758751j 0.140274-0.0429322j 0.0151944-0.0335868j 0.0142497+0.108126j 0.0317839-0.0411819j -0.0428357+0.00506497j -0.0140992+0.0750786j -0.0938552+0.00982551j -0.0204167-0.00597424j 0.0591469+0.00196918j -0.0329653+0.0409895j -0.00353454-0.0234801j -0.0364649+0.0260205j -0.0392251+0.0742251j 0.0110758-0.0472701j 0.00828518-0.0145562j 
-8.15913e-05-0.00116195j 0.0392262-0.0305168j -0.0395134-0.00258788j 0.00665386+0.0272941j -0.15129+0.0628485j -0.094196+0.00675303j 0.0565849+0.0310238j 0.16328+0.0407481j 0.0509626+0.0229446j 0.0520866+0.0552214j 0.01467-0.0307571j -0.0184006-0.0129488j -0.0413403-0.0425643j 0.0168556-0.0509366j -0.0153382+0.057872j 0.04608-0.0137424j 0.00461148-0.0292741j -0.0419218+0.0226311j 0.00935994-0.0277935j 0.017039+0.0574646j -0.00526614-0.0454109j -0.035967+0.0469825j 0.052907+0.0819944j -0.0237263+0.0115295j 0.0256151+0.0603663j 0.0658382+0.0825386j 0.0033359+0.0608899j 0.0594223-0.0736566j -0.0435832+0.00470219j -0.00875101-0.0574303j -0.00717704-0.00821792j -0.0567437+0.00682626j 0.0609016-0.0394349j 0.0234128-0.0686696j -0.0673669-0.0375514j -0.00544409+0.0169954j 0.085557-0.0240724j -0.148012-0.0545564j -0.0404149+0.0490881j -0.0374395-0.0680962j 0.0952726-0.140814j 0.0495854+0.0541414j -0.0955248-0.0545747j 0.0399635+0.0571701j -0.158067-0.078325j 0.0628479+0.160952j -0.0470315+0.0110277j -0.025857+0.0179774j 0.102706-0.143786j -0.0615372+0.098851j 0.069731+0.119351j 0.0971619-0.0243732j 0.117701+0.00317949j -0.0880492+0.0299763j -0.143048+0.00446892j 0.0965623-0.0406208j -0.0689812+0.0075874j -0.0692463-0.00407302j 0.125176+0.0297402j -0.0302386-0.0236459j -0.0455396-0.0312433j -0.00448936+0.0681904j -0.0455674+0.119767j 0.0266152-0.00531909j -0.00440605+0.125531j 0.0019527+0.0498142j -0.0632783-0.0452749j -0.0639156+0.00299179j 0.0431445-0.00534969j 
-0.0113954+0.0162163j 0.0528026+0.00231177j -0.03665+0.000728913j 0.0901977-0.0279402j -0.154339-0.0290416j -0.0340394-0.0553823j 0.0136787-0.0369807j 0.176169+0.087454j 0.0476022+0.000187357j 0.117856+0.0456317j -0.0093071+0.0505268j 0.0518656-0.0102941j -0.0829772+0.0265754j 0.105877+0.0726672j 0.00823147+0.102392j 0.0175507+0.0368275j 0.0373416+0.0714454j 0.102492+0.0440257j -0.048743+0.0202215j 0.0803928+0.030259j -0.00932033+0.0125305j -0.0292104-0.0397643j 0.0104167-0.0236835j 0.0247406-0.0171216j 0.0676516+0.0660912j 0.0606234-0.00377696j 0.0459052+0.118774j 0.00206001+0.00654892j -0.015339-0.010539j 0.0140691-0.103101j 0.0646964+0.0045024j -0.0166436-0.00543246j -0.105765-0.0968066j -0.0440784-0.0468977j 0.0286988+0.0895031j -0.0380098+0.0428653j -0.0938106-0.0217112j 0.0413438-0.106659j 0.114221+0.00415751j 0.0304404+0.0707188j -0.118776+0.0656544j -0.145826-0.107647j 0.0715934-0.0339333j 0.0238996-0.0290582j -0.160129+0.0204222j 0.106344+0.0695382j -0.0746473+0.0416725j -0.0306167+0.0364139j 0.12402+0.00789243j -0.0703887-0.0258622j -0.113157-0.117124j 0.0272224-0.0769839j -0.0563531+0.0432362j -0.0549636+0.0141189j 0.0879808+0.0176383j 0.00650233-0.070132j 0.0452489+0.0248625j -0.0140985-0.000114944j -0.000467667-0.00551967j 0.0381937-0.0648252j 0.01841+0.0448621j 0.0606768+0.0068403j -0.00721515-0.110347j 0.00359893+0.0657857j 0.00891602+0.0347141j 0.061036-0.00694389j -0.00179999-0.0172287j -0.00452388+0.0172847j 0.00851555+0.0213543j 
-0.00549395+0.0608409j 0.0158254-0.0237839j -0.0312585-0.00521258j 0.0225038-0.0175587j 0.0486888-0.0496067j 0.0241847-0.0277999j 0.00929013+0.000628138j -0.0219033+0.0463888j 0.0558874+0.00872224j 0.0166087+0.0496012j 0.0424386-0.0185822j 0.0310291+0.00445514j 0.0881815-0.0198398j 0.0436103-0.0231637j -0.0618633+0.168125j 0.0613873+0.034566j 0.22286+0.150318j -0.0621808-0.0445497j -0.194694+0.0974242j 0.213375+0.0118502j 0.076728+0.0794412j -0.000383864+0.0177022j -0.0299229+0.00190016j -0.0835217-0.0247266j 0.0380172-0.0226459j -0.0219635-0.0444709j 0.156404+0.0638379j 0.0744757-0.142176j -0.00167539-0.093308j 0.0407793-0.0681379j 0.0351898+0.0285122j 0.0314375+0.058519j 0.0354505+0.0170419j -0.102129-0.109274j -0.0244117+0.0149051j 0.0507508+0.0431616j 0.0337548-0.0112244j 0.0392961-0.0682057j 0.0408315+0.0610805j 0.0981597-0.11821j 0.0672414-0.0570168j -0.0519472-0.0409562j 0.0587514+0.0284617j 0.0877406-0.0591631j 0.0183748-0.0201212j 0.0743356-0.0347175j 0.0102114+0.00806705j 0.00875905+0.178045j -0.0339282-0.0997687j 0.0604607-0.0127604j 0.0948282-0.0169279j -0.100623-0.0569956j 0.0326971-0.0346658j 0.0938046-0.0205043j 0.0136445+0.136843j 0.000659627+0.0294937j -0.0862673-0.0591717j -0.00161236-0.00154766j 0.0150996+0.0468883j -0.0315336-0.0593399j 0.0688188+0.0608971j -0.0233938+0.00207874j -0.0187775+0.045759j -0.0366572-0.0287745j 0.0478317-0.0138311j -0.0241481+0.0609226j 0.00861949-0.00236656j -0.074402-0.0113017j 0.0116776-0.00448131j 
-0.0265272-0.0289353j 0.0435488-0.0346724j 0.0241761+0.0342122j 0.0201443-0.0191764j -0.15983+0.105233j -0.0715872+0.040263j -0.0181662+0.0113069j 0.0607825+0.000953598j 0.00130524-0.0163176j 0.0382979+0.01457j 0.0441416+0.0229446j -0.0258965+0.00196779j -0.0375656+0.0794567j 0.057255-0.0457486j 0.0268462-0.00283799j -0.0263905-0.0843451j -0.00828101+0.0131854j 0.00544313+0.113362j -0.0196881-0.0389631j -0.135359+0.107476j -0.025734-0.0869945j -0.0179236-0.020669j -0.0411361+0.0152885j -0.00193895-0.0649527j -0.153393-0.0611765j -0.183463-0.0142593j -0.101316+0.0115208j -0.109487+0.086614j -0.0020739+0.13711j 0.0325796-0.0106315j 0.0467384-0.0101128j 0.0843118+0.0242135j 0.0685124+0.0601956j 0.0343743-0.0934538j -0.00461971-0.0465851j -0.0503821+0.0654483j -0.00334564+0.109937j -0.0343939+0.0214416j 0.0203985+0.0542149j 0.0878694+0.0188268j 0.00608946+0.0377271j -0.0735329-0.0522407j 0.0363776+0.0134405j 0.0688746-0.176438j -0.143336-0.0279572j -0.0138596-0.0214061j -0.0509034-0.0170282j -0.0381103+0.158337j 0.122406-0.00184899j 0.0697234+0.0413191j -0.0468407-0.109141j -0.0189726-0.0503844j -0.0964576+0.0532836j -0.0813915-0.0399734j 0.0116384+0.105336j -0.0163701-0.040375j -0.059974-0.0552325j -0.0242559-0.0109657j 0.00717999-0.0164453j -0.000315534+0.00528019j 0.0432039-0.0430933j 0.0156431-0.000757101j -0.026267-0.0152532j -0.0231473+0.00286411j 0.0240478-0.0163682j 0.0340706-0.0283102j 0.0418104-0.0119099j 0.00102574+0.0198826j -0.0189537-0.00583716j 
0.0125149+0.00242777j -0.0118591+0.0222747j 0.0765468-0.0250613j 0.0183354+0.117485j 0.0356381-0.0472854j 0.0210693+0.0599126j 0.00754464+0.0768396j 0.0254605+0.0643818j -0.0654266+0.0460343j -0.0430219+0.00344593j -0.015382+0.0301732j -0.0238765+0.0589768j 0.0316-0.0673586j 0.0481542+0.0461134j -0.0904273+0.0839323j -0.0946788+0.0319066j 0.0395493+0.0349641j 0.130231+0.0395528j -0.183918-0.0685186j -0.00569561-0.0891227j -0.0603241+0.0192033j 0.00330225-0.00624331j 0.0508117+0.0354901j -0.0963412-0.0185621j 0.0264785-0.119542j -0.0265614-0.0332562j 0.0185682+0.047989j -0.0668343-0.0452413j 0.04527+0.0141257j -0.118365-0.0150897j -0.0855995-0.0262556j 0.0770329+0.0123526j -0.0155706-0.0362538j -0.0110523-0.0332109j -0.0412613-0.050558j -0.0253872+0.0127704j 0.0366999-0.0696997j -0.0279577+0.0797327j 0.0525286-0.0568816j 0.0974481+0.0507758j -0.10748-0.0852083j 0.0696592+0.00518034j 0.0116868+0.00687462j 0.108027+0.0297154j 0.101827+0.0936358j 0.0596901+0.0276201j 0.0610999-0.0764279j 0.0227923-0.0120189j -0.0635487+0.095513j 0.0683702+0.0421684j -0.126728+0.0691379j 0.0115814+0.0133228j 0.100676+0.00666662j -0.113111-0.119022j 0.0144879+0.0166675j -0.0936712+0.067744j 0.0717009-0.00819616j -0.0704237+0.00722666j 0.0695071+0.00432265j 6.58767e-06+0.103401j 0.00614507-0.0593127j -0.0338512-0.0408825j 0.00279964+0.0302104j -0.00956454+0.0174891j 0.0292649-0.073809j 0.00203467-0.0466315j 0.0601704-0.0249458j 0.0993262+0.016958j 0.00657581+0.00627171j 
-0.0184504+0.0124577j -0.0394195+0.0431737j 0.0406673+0.013037j -0.0405535+0.0560916j 0.117198+0.0272691j 0.0460841-0.0462534j -0.005607+0.0969701j -0.102082-0.0320514j -0.0544894+0.034498j -0.0642029+0.043459j -0.0102787+0.00167442j -0.0446133+0.0766962j 0.0362283-0.0374657j 0.0767849+0.00901318j -0.102533+0.0280804j 0.0424784+0.0974237j -0.162577+0.0135499j 0.117016+0.0507313j -0.0418863+0.0413381j -0.0601704-0.0563284j -0.0889791-0.0918799j -0.061297-0.0516703j 0.102266-0.0293773j -0.106839+0.0263894j -0.0446039-0.02023j 0.0376145-0.0156948j 0.0792526+0.0159225j -0.0117014+0.0208648j -0.0870504+0.00420295j -0.0153447+0.0091602j -0.0604684-0.00789975j 0.0315863-0.0136502j -0.000675764+0.0369156j 0.0533366-0.0743833j -0.0248398+0.0680647j -0.0183187-0.100748j -0.0722457-0.00291523j 0.122075-0.0263609j -0.0702531-0.0546374j 0.0165243+0.0523049j -0.0629137-0.0871756j -0.0698373-0.0655287j 0.190571-0.108422j 0.0912293+0.0292076j 0.0719667+0.0215544j -0.0542488+0.0453628j -0.0245105-0.000490841j -0.0390654+0.0746144j -0.124361-0.037405j -0.16091+0.0634339j -0.0659821+0.0934225j -0.0087244-0.034868j -0.0443704+0.0713777j 0.0525365+0.00162351j 0.0779209-0.000130106j -0.0255636+0.00771568j -0.10137+0.00195942j -0.0255473-0.0148095j -0.0148617-0.0291147j -0.0101233-0.0571698j 0.0375244-0.039206j 0.0524263+0.0485173j 0.0100779+0.00230523j -0.0254173+0.0583316j -0.0272463+0.0543872j 0.0733214-0.0103827j -0.0183988-0.031733j -0.0690928+0.00688899j -0.00604948+0.000805943j 
