-0.00353645+0.00996267j -0.00852959-0.00222762j -0.00931588+0.00131014j -0.000169746+0.00926588j -0.00698711+0.00309356j -0.0046523-0.00590277j 0.00321693-0.00883263j 0.00986224-0.00131862j 0.000575459-0.0059765j -0.00191197-5.99142e-05j 1.83842e-05-0.00369979j -0.00494921+0.00607049j 0.00868856+0.00626967j -0.00378627+0.00354496j 0.00336026-0.00315892j 0.00204516-0.00126302j 0.000350954-0.00502556j -0.00329599-0.00384377j -0.00197791+0.00132235j -0.00215818+0.00307529j 0.0069504-0.000474801j 0.0011245+0.0060611j -0.00494783+0.00127247j 0.00247695+0.00162239j 0.00018917+0.00109807j -0.00159277+0.00181145j 0.00349848+0.00121639j 0.00515264-0.000359712j -0.00265529-0.00192538j -0.000275838-0.00265645j 0.000571978+0.000130256j -0.0077167-0.00289638j 0.00449448-0.00121299j 0.00458973+0.00138373j -0.000915493+0.000450466j 0.00170008+0.00208724j 0.00117318+0.00560624j -0.00488933+0.00955852j -0.00314991+0.00691494j 0.000938604-0.00261415j -7.5433e-05+0.00472951j -0.00143018+0.00507228j 0.00109622-0.00609341j 0.00263897+0.00127381j -0.00213374+0.0072844j 0.00529901-0.00223154j -0.00391681+0.000118379j -0.00124388+0.00471389j 0.00640315+0.00318415j 0.00255039-0.00320537j -0.00148035+0.00184396j 0.00395321+0.0023604j 0.00510671-0.000664749j -0.00651268-0.00190567j -0.00580309+0.00102579j -0.0106328-0.0085632j -0.00177874-0.00181478j 0.005323+0.0125923j -0.000845288-0.000742228j 0.00519732-0.00368415j -0.000198609-0.00887662j -0.00141758-0.00570669j -0.00519937-0.014326j -0.0028629+0.00286197j 0.00455515-0.00185189j -0.002847+0.00272906j -0.0263817+0.00495518j 0.0274704-0.0074928j -0.0187237-0.00481359j -7.01124e-05-0.00715398j 0.0074383+0.00343784j -0.0301793+0.00351575j -0.00555188+0.0111852j -0.00644286-0.0160855j 0.0172759+5.31482e-05j 0.0369257+0.0214873j 0.0262135-0.0337091j 
0.00218074+0.00156138j -0.00236927+5.15409e-05j -0.0050885-0.00119564j -0.000315307+0.00541955j 0.00196091-0.000459475j -0.000925914+0.00194135j -0.00519597-0.00709598j 0.00568305-0.00359958j -0.00250062-0.00369279j 0.00140179-0.00633758j 0.00839453-0.00432321j 0.00158146-0.00260721j -0.00322493+0.00752149j 0.00141846+2.48303e-05j -0.00673608+0.00160184j 0.0011476+0.0025618j -0.0109801+0.00813189j 0.0070109+0.00795168j -0.000910342+0.00810979j 0.00940654-0.00668249j 0.00254662-0.00290751j 0.00339837-0.000847061j 0.0100383-0.000394571j -0.00587381+0.0012042j 0.00449573-0.00675077j 0.00109822+0.00106986j -0.00640775-0.00668649j -0.015119+0.00161342j 0.00440609+0.00304653j -0.0099963+0.00545428j -0.00321533-0.00444859j -0.00345937+0.00546795j 0.008647-0.00308182j 0.0126503-0.00272558j -0.000668619+0.000876789j -0.00920316-0.00506241j -0.00501097-0.00646982j 0.0111124-0.009612j -0.00642875+0.00746262j -0.00359414-0.00628381j 0.0117633-0.00062666j -0.000905869+0.00152574j -0.00558035+0.0134116j -0.00439378-0.00589862j -0.00105824+0.00165607j -0.00101414+0.00757212j 0.0160999-0.0125929j -0.0158394-0.00139817j -0.00972863-0.00645048j -0.0117616+0.000116913j -0.000578562-0.000314255j 0.000390107+0.00888136j -0.0170444+0.00533505j 0.00935205+0.00430534j 0.00812995+0.00735812j 0.0089125+0.00581394j -0.00460426-0.00355293j -0.00820278-0.00720276j -0.00951872-0.000910692j 0.0242064+0.00491698j -0.00443413-0.0013648j -0.0202274-0.00426566j 0.00495311-0.00782717j -0.0231217+0.012429j -0.00288155+0.00734235j 0.00629696+0.00277833j -0.0152216+0.00882228j 0.0194501+0.0318828j -0.016535+0.0114264j -0.00484898-0.00211922j 0.0039427-0.00285479j -0.00170457+0.00437922j 0.00576205-0.0160873j 0.00680309+0.00174125j -0.00118675+0.00367557j -0.00253168+0.00255811j 0.00490946-0.00490963j 
7.31524e-06+0.00278583j -0.00200112-0.00102995j -5.25923e-05+0.00410279j 0.00581409+0.00447306j -0.000985604-0.00387355j 0.00420165-0.00497773j -0.00384569+0.00186008j -0.000189903-0.00081281j 0.00141209+0.000470531j -0.00357194-4.48948e-05j 0.00878144-0.00380226j 0.00938847-0.00314088j -0.00343802-0.00391241j -0.0039731+0.00917566j -0.00281349+0.00287357j -0.00131947-0.000793927j -0.00734208-0.00269803j -0.00646047+0.00204995j -0.00729085+0.00787733j 0.00626201-0.00247606j -0.00123095-0.00213442j 0.00158771-0.00482991j 0.0107515-0.00252257j -0.00433285-0.00257752j 0.00610129+0.00367104j 0.0132606-0.0048318j 0.00195705+0.000653194j 0.00619262-0.000768768j 0.0136172-0.0023522j 0.0135248+0.0029993j 0.00120827+0.000174566j 0.0149592+0.004892j 0.0143179-0.00530504j -0.00566146+0.00456431j 0.00912643+0.00228875j 3.85993e-05+0.00748697j 0.00137074-0.00514868j -0.0129682+0.00534869j 0.011636-0.00862046j -0.00837939+0.0101827j -0.0106344-0.00052752j -0.0021192+0.00141521j -0.0107846+0.00706591j -0.0117093+0.00894921j 0.000444922+0.00137981j -0.00794976-0.0051924j 0.00710724+0.0124565j 0.014899-0.00275016j -0.00405913+0.00439596j 0.00608059+0.00154767j -0.00737163-0.0103107j -0.0144127+0.00126762j 0.0032269+0.0022848j 0.00196439+0.0114959j 0.01086-0.0064209j -0.012656-0.00285525j -0.00296829-0.00297498j 0.00102139+0.00120323j -0.0034452+0.0065531j 0.0101718+0.006481j -0.0106204-0.0157382j 0.00262525+0.00620004j -0.00030226+0.00109973j -0.0138846-0.0214648j 0.00471599-0.0128425j 0.0149401+0.0123453j -0.0081044+0.0183824j 0.0126655+0.0150942j 0.00607493+0.0066529j 0.00317949-0.000900211j -0.0021301-0.000762876j 0.0112912+0.00522321j -0.00529202+0.00248236j 0.00578816-0.00289317j 0.00301675-0.00343239j -0.000636097+0.000819885j 0.00618175-0.00100901j 
0.00162167+0.00204789j 0.0019059+0.00123884j -0.000357132+0.00369172j 0.00061097+0.00044998j 0.00516316-0.00238611j 0.0103512-0.000553223j -0.0107755+0.00482477j -0.00456747-0.00195309j 0.00082703+0.00356727j -0.0115701+0.0043074j 0.00389272-0.00612726j 0.000333882-0.0023446j -0.00207173-0.00504622j -0.00033847+0.00604296j -0.00703735+0.00671129j 0.00160491+0.000179573j 0.00870273-0.00177601j 0.00586262-0.00422014j 0.000906476+0.00304981j 0.00169226-0.00638107j -0.0116411+0.000714264j -0.0103642-0.00294251j 0.00479842+0.00364526j -0.00192797-0.000550412j -0.0012875+0.00091557j -0.00646264+0.00317383j -0.00105003+0.000915646j -0.000633894+1.48813e-05j 0.00360293+0.00284432j 0.000850826+0.000322609j 0.00296603+0.000690953j 0.00128085-0.000536837j -0.00115913+0.00288367j 0.00882+0.00433346j 0.00505525-0.0100552j -0.000749303+0.00714478j -0.00354795-0.00213195j 0.00818911-0.00821343j -0.00127565-0.00936118j 0.0111038+0.00232563j 0.00186363+0.00213999j 0.000825968+0.00543652j -0.0107499-0.00549881j 0.0142107-0.000950347j -0.013885+0.00638494j -0.00834649-0.00360564j 0.00677578+0.00760562j -0.0159787+0.00116515j -0.020315-0.00435738j -0.00279264-0.00870956j -0.000137322-0.0020229j 0.0020165-0.00305408j -0.00238096+0.0017232j -0.024421+0.00391582j 0.00142469-0.00436403j -0.00907005+0.00622193j 0.00756846+0.00119801j 0.00239643-0.00751713j -0.0145311-0.00182199j -0.000656744-0.0103928j 0.00836532+0.0140926j -0.0137405-0.00297849j -0.0118598-0.00299765j 0.0101187+0.00929964j 0.00417345-0.00765934j 0.0267423+0.0117053j 0.00521029+0.028774j 0.0152525-0.000573127j 0.0143272+0.0173441j 0.00353075+0.0055913j -0.00875729-0.00862222j -0.00097191+0.00847683j 0.00378047+0.00115964j -0.00591509-0.00304273j 0.00561414-0.00469549j 0.00674933-0.00136639j 0.00585093-0.00262165j 
-0.00488286-0.000286358j 0.000927543+5.81315e-05j 0.00821689-0.00240569j 0.00613968-0.00196446j -0.00614267+0.00100801j -0.00420837+0.000431814j 0.00317621+0.000116343j -0.00152824-0.000383876j 0.000725765+0.00372418j 0.00420372+0.000102107j 0.00534955-0.0060746j -0.00529936-0.000434305j -0.0126194+0.00260744j 0.00125515-0.00114304j 0.00348453+0.00160312j 0.00069822+0.00334272j -0.00355296-0.00450968j -0.00920284+0.00301274j 0.00493464-0.00137743j 0.00704915+0.00437561j -0.0075515+0.00339253j 0.00124409-0.00154375j 0.0104181-0.00413956j -0.0041906+0.000805133j -0.00719863+0.000479114j -0.0101743+0.000352668j 0.00647495+0.000939488j -0.0043075-0.00143756j -0.00919872+0.00434402j -0.0142837+0.00338196j -0.0114502+0.00169962j 0.00682558-0.00650646j -0.00369915+0.00413683j -0.00340164+0.0093894j -0.00194595-0.0034248j 0.00594515-0.00533946j 0.00318141+0.000176752j -0.0098742+0.00381014j 0.0116833+0.00667615j -0.0162673-0.000600225j -0.00604732+0.00119005j 0.0127811+0.00395992j 0.00445105+0.00225583j -0.0014883-0.000455514j -0.00805438+0.00149436j 0.0145929-0.00216296j 8.79043e-05-0.00642099j -0.00205945+0.0049355j -0.00324848-0.00235481j 0.0160714+0.00556248j -0.0190917-0.00409917j 0.00986079+0.000984655j 0.000537247+0.00474851j -0.00789865-0.00379946j -0.0176566-0.00678001j -0.00152643+0.000449147j -0.000561409-0.0064178j 0.009643-0.00314171j -0.00268254-0.00374854j 0.00301779+0.00675263j -0.015938+0.00429187j -0.00536499-0.0189839j -0.000770759+0.0109912j -0.0128207+0.0162232j 0.0147189+0.00109586j -0.00121273-0.00733438j 0.0153402+0.0144208j 0.00444336-0.0178326j 0.00663066+0.0110868j -0.00195777-0.000908929j 0.000361972+0.00729022j -0.0126818-0.00102261j -0.0111377+0.000985008j 0.00263189+0.00606421j -0.00899405-0.007314j 0.00465125+0.000130788j -0.0033973-0.00286311j 
-0.00251593-0.00169249j -0.00185934-0.00340139j -0.00252135-0.00321043j 0.000641793-0.000330026j -0.00146167-0.00220385j 0.00317661-0.00392996j -0.00310224+0.00280748j -0.00068963+0.00379774j 0.00103836-0.00386426j 0.00502841-0.000174065j -0.0105846+0.00619674j 0.00496731+0.000263768j 0.00772125-0.00282624j -0.000867754+0.00365762j -0.000746563-0.00189194j 0.00670155-0.00479161j -0.00489144+0.00137345j -0.00546483-0.00320229j 0.00280483-6.78008e-07j -0.00410694+0.00331847j -0.000826692-0.00355104j 0.0110466+0.00145232j 0.0141889-0.00356794j -0.00199103+0.00267329j 0.00234167-0.00031192j -0.00806515+0.00235533j 0.00288645-0.00247793j -0.0166659+0.00312944j -0.00280739-0.00121431j -0.00126146+0.000748665j 0.000503261-0.00350648j 0.0056079+0.00126181j -0.0132638-0.00187944j -0.0081769-0.00931595j -0.00424349+0.00755166j 0.00387492+0.00267588j 0.013539-0.00642971j 0.0130492+0.014183j -0.00762041+0.00222246j -0.00414081+0.0046944j -0.00122801-0.0117861j 0.0079491-0.00180038j -0.00580963+0.00511405j -0.00132661+0.0023995j -0.00370361+0.00151646j -0.00330162-0.00283284j -0.000705842+0.0133456j -0.00759449+0.00600476j -0.00362094+0.0105667j 0.000195714+0.00811497j -0.00355893-0.00538149j -0.0019233-0.00214852j 0.0045726-0.0160803j -0.00822873-0.00382819j -0.0305755-0.0211362j 0.00563331+0.00307736j -0.00816169-0.00198519j -0.0143759-0.00345869j -0.0175064-0.00630226j 0.00879005-0.00920074j 0.00813237-0.00339004j -0.0110551+0.0113001j 0.00401254-0.00959414j 0.0130402-0.00723061j 0.027312+0.00795369j 0.00170035+0.0122568j -0.0188675-0.012868j -0.0115135+0.00279083j 0.00671277-0.00889784j 0.00868625+0.002687j -0.002856+0.00388214j 0.00281076-0.00172616j -0.00151541+0.00138316j 0.000576702-0.00527595j -0.00124194-0.00153051j -0.00725873+0.00350425j -0.00242551-0.000456179j 
7.79894e-05-0.00336954j 0.00280449+0.000706125j -0.00370801+0.00816348j 0.00205267+0.00111906j 0.00309222-0.0023142j -0.00346688+0.000819865j -0.000765554-0.0010123j 7.45605e-06+0.000145348j -0.00196777+0.00143503j -0.00702341-0.00331675j 0.00683278-0.00431188j 0.00430269+0.000155873j 0.000873749-0.000884617j 0.00321392-0.00161939j 0.0082369-0.00206929j -0.0126106+0.00342984j -0.0129227+0.00133049j 0.00072019+0.00177961j -0.00102276+0.0077997j -0.00900495-0.00442046j 0.0131651-0.000245963j -0.000733494+0.00260886j -0.00671335+0.00211821j 0.00672539-0.00380895j 0.00739458+0.00195435j -0.0143554-0.00051012j 0.00344481+0.00392275j 0.00576907+0.00176285j -0.0173828+0.0055137j -0.0228399+0.00600427j -0.00804251+0.00946723j 0.0121107-0.00305477j -0.0013791+0.00838102j -0.000948583+0.000489691j 0.000278366+0.00511092j -0.00382707+0.000353049j -0.0205561+0.00861659j -0.00566763-0.0047131j 0.00936839-0.00531305j -0.00865415+0.00597582j 0.00337763+0.011369j 0.0127566-0.000879718j -0.0156257+0.000814215j 0.00995876+0.000675163j 0.0108343-0.00202346j 0.00908285-0.00168914j -0.0183812-0.000384771j -0.0292959+0.0019197j -0.00315579-0.00283557j -0.00334117-0.00220506j -0.00159681-0.00515172j -0.0226525+0.0014329j 0.0200705+0.00424796j -0.00576656-0.00779973j -0.00851096+3.84145e-06j 0.0140683+0.0110811j -0.0129186-0.00683206j -0.00904882-0.00374418j 0.00493319+0.00210765j -0.0285973-0.0158653j 0.00219756-0.0102192j -0.00704578+0.000355978j 0.00496041+0.00564116j 0.0146763-0.00739882j -0.0118551-4.10028e-05j -0.00248866+0.00208576j -0.00443225+0.00188636j 0.00246315+0.0117996j -0.0041251+0.000832569j 0.00482408-0.00134988j -0.00173491+0.00259356j 0.00907526+1.84871e-06j 0.00150238+0.00318112j 0.00373051-0.00810169j 0.00652054+0.00228465j 0.00086088-0.000249123j -0.00116018+0.00367782j 
-0.000146877-0.00391347j -0.000906347-0.00217437j -0.00987394+0.00586653j -0.00439508-0.000603282j -0.00202079-0.000803566j 0.00637089+0.000117021j 0.0108999-0.000189148j -0.00328542+0.00033165j -0.00616763-0.000672832j 0.003352+0.00154422j 0.0104411-0.00436052j -0.00569741+2.6999e-05j -0.00366732-0.00106531j 0.00236432-0.000896404j -0.000686064-0.00260045j 0.00178503-0.00156393j -0.00279247+0.00224089j -0.000488694-0.00148981j -0.00753266+0.00372744j -0.00263619-0.00563527j -0.000273986+0.00188351j 0.00506186-4.07476e-06j 0.00647528+0.000615413j -0.00798218+0.00245619j 0.00337887+0.00230828j -0.00313232+0.000492038j 0.00367856+0.00744343j -0.00766231-0.000740989j 0.00172654+0.000921976j 0.00650932+0.00337514j 0.00263838+0.00358811j -0.00394391+0.0105628j 0.0067219+0.00319309j 0.00474344-0.00146057j -0.00620289+0.00856819j 0.00115576-0.00233146j 0.00204874-0.00653316j -0.00367823+0.00266026j -0.0144755+0.0064949j -0.00320962+0.00157064j 0.00267954+0.012578j -0.00856148+0.00208668j -0.000193035+0.00757275j -0.00373183-0.00102698j -0.0102551-0.0035458j -0.00660964-0.00551189j 0.0103596+0.00509045j -0.000965559+0.0051146j -0.00611+0.00118576j -0.00641387-0.00638429j -0.00711351-0.000394909j 0.0150558-0.00778283j 0.00919004+0.0135192j -0.00490935+0.00909669j 0.000592782-0.00202069j 0.0100447-0.000663686j 0.00396455-0.0131041j 0.00951096-0.00134963j 0.0162018-0.0172637j 0.00857809+0.00766072j -0.00481937-0.0176479j 0.00444466-0.00271083j -0.00993417+0.0130597j 0.0126802+0.00426817j -0.0155401+0.00695026j 0.00163555+0.00738912j 0.0106875-0.0128578j 0.00928222-0.00629268j 0.00777821-0.00720756j 0.00825182-0.004681j 0.0127582-0.00282712j -0.0101845-0.00340099j -0.000896866+0.00846205j -0.00641883-0.00889737j 0.0118599+0.0069636j -0.00169892-0.00702568j -0.00821201+0.00253938j 
-0.00151681+0.00442545j 0.00216902+0.00148228j 0.00621855-0.00123258j -0.000271057-0.00123588j -0.00216274+0.0023564j 0.00589632-0.0028335j -0.00176812+0.00477779j -0.00533014-0.00157671j -0.00455195+0.00347503j 0.0116909-0.0043336j 0.00179673+0.00486909j 0.000936327-0.00329359j -0.00443218-0.00448833j -0.00149454-0.000190709j 0.00149749-0.00147466j 0.0059903+0.00942217j -0.0128008+0.0035683j 0.0126026-0.00579218j -0.0103705+0.00096114j -0.0102512+0.00738812j 0.0135576-0.00394252j 0.000854335-0.000145926j -0.00718621+0.00446429j -0.0173717+0.00734084j 0.00754463+0.00433341j -0.00882005+0.00100561j -0.00715688+0.000991925j 0.00375628+0.000770736j 0.0101111-0.000595858j 0.00575141-0.00399923j 0.00403849-0.00297013j 0.00359707-0.00953459j -0.0121575+0.00242061j 0.00263865-0.00121649j 5.52955e-05+0.00386872j -0.000816731-0.00681348j -0.0105196+2.35459e-05j 0.00908137+0.000156172j -0.0039986+0.00080174j -0.0213129-0.000546568j 0.00984156-0.00484281j -0.0169725-0.00462695j 0.00797887+0.00117528j 0.00355837-0.00105724j 0.0090694+0.0107384j 0.00464899-0.00684964j 0.00253095+0.0042391j 0.00826376+0.000295341j 0.00951465-0.00538109j -0.00397258+0.00264211j 0.0125681+0.00433027j -0.00321914-0.00287959j 0.00858324-0.00648326j -0.0104788-0.00706971j 0.00437428+0.00198819j 0.00750543+0.00370879j -0.0116517-0.0110061j 0.00419358-0.0154667j 0.0132195-0.000526865j -0.00358968-0.0103858j -0.0219746-0.00254716j 0.00436696+0.0123917j -0.0160703+0.00231793j -0.00157323+0.00855364j 0.0106636-0.00443698j 0.00727717+0.00552757j 0.00330248+0.0118336j 0.00641603+0.00245435j 0.00297056+0.00775282j -0.00629733+0.00197188j -0.00766737-0.00839452j -0.00265971+0.00253286j -0.00124833+0.00404542j -0.00548216+0.00446203j -0.000217585-0.00407561j 0.00924147-0.000720833j 0.00477335-0.000498067j 
-0.00254144+0.00165498j -0.00287118+0.000158256j 0.00437846-0.00410809j -0.0026641-0.00246296j -0.0041717+0.00254671j -0.00241516-0.00210092j 0.00424529+0.0018065j 0.0102671-0.000158198j 0.00360558-0.000109961j 0.00745745+0.0031829j 0.0069793+0.00209457j 0.00615068-0.00283738j -0.0060349+0.00420383j -0.000676684+0.00382005j -0.011249+0.00292078j -0.0144135+0.000292607j 0.00501961-0.00680426j 0.0157072-0.00678401j -0.00195479-0.00226434j 0.00387446+0.00310689j -0.0123814-0.000495668j -0.00444753-0.00211235j 0.00912337-0.0038537j 0.0200299-0.00738427j 0.00408367-0.00411849j 0.0107582+0.000919713j 0.00202739-0.00477838j -0.000857667-0.00234938j 0.00420939+0.00226689j -0.0384043+4.85618e-05j 0.00189242-0.00310901j -0.0144053+0.00442753j -0.00110082-0.00300622j 0.00397692-0.00443842j 0.00351151-0.010787j -0.0129306+0.00168332j -0.0141955+0.00656612j 0.0055247+0.00620375j -0.0114651-0.00217541j -0.00058755+0.00688019j -0.00552801-0.0110973j 0.0115306-0.00284912j 0.00759851-0.00758944j -0.0104016+0.00639048j -0.00869593-0.00540486j 0.00836013-0.000371301j -0.00490871+0.00575142j -0.00942467-0.00332195j -0.0124819-0.000896875j -0.0161986+0.0017602j -0.0115025-0.00881505j 0.00493803+0.00653245j 0.00824112-0.00596137j -0.010338-0.00749297j -0.000768827-0.00353612j 0.00395143-0.00398633j 0.0027222+0.00447975j 0.00673398-0.000190199j -0.00989313-0.00891989j -0.00514349-0.00252991j 0.00230227-0.0112117j -0.00107709-0.00332072j -0.0192244-0.00428943j -0.00171434-0.00621143j 0.0101647-0.00767033j 0.00409367-0.000500179j 0.0146326-0.0029912j -0.00029082-0.0130016j 0.00483171-0.00338962j 5.85593e-05-0.00417776j -0.00205639-0.00268295j 0.00264124-0.00414843j -0.00616996+0.00348572j -0.00425893+0.00217055j -0.000702781+0.00059571j 0.000805081-0.000258419j -0.00368875-0.000667248j 
-0.00305569+0.00111412j 0.00208384+0.00484043j 0.00418743-0.000266021j -0.00365236-0.0028952j 0.00256083-0.00116672j 0.00628351-0.000252878j -0.00463306+0.00420697j 0.00822845-0.00105678j 0.00118604+0.00353081j -0.00949226+0.00360189j 0.00859884-0.0032508j -0.00772761-0.00322536j 0.00563552+0.00357186j 0.0106906-0.00218245j 0.00403524-0.007575j -0.00702409+0.00361263j 0.00270683-0.000654572j -0.0132332+0.00478394j -0.00228065-0.00281221j -0.0181764+0.00400668j 0.0148271-0.00340101j -0.00170429-0.000552692j 0.00443819-0.00237529j 0.0137428-0.00120076j 0.00520776-0.000949417j 0.0130769+0.00580737j -0.00674221+0.00946849j -0.0175393+3.86243e-06j -0.00900681-6.22043e-05j 0.0011229+0.00276518j 0.0199254-0.00736238j 0.00615891+0.00414508j -0.00195163-0.000853039j -0.00384913+0.00380495j -0.00509522-0.00476739j 0.00151246-0.000266015j 0.0199199+0.00115358j 0.0151174-0.00347132j -0.00132554-0.00334338j 0.00600238+0.00790741j 0.00196741+0.00351935j -0.0103356+0.00208041j 0.00694859-0.00157398j -0.00531474+0.00596827j -0.0107396-0.00367805j 0.0208979+0.000973603j 0.00254098-0.00370265j 0.013885+0.00262282j 0.0206621+0.00729431j 0.0129909-0.00153273j -0.00688719-0.000981825j -0.0155114-0.0054855j -0.000716367+0.00089132j 0.0133922+0.00521462j -0.00181776-0.003888j 0.00698937+0.00187897j -0.00331177+0.000597391j -0.0176409-0.0102661j -0.00135792-0.00298681j -0.0136645-0.000754818j -0.000297933+0.00628965j -0.00187593-0.00377445j 0.00327839+0.00354504j 0.00690822-0.00181955j -0.0026232-0.0053933j 0.00956046-0.00384908j 0.0174358+0.0167291j 0.00203003-0.0127318j -0.00932199+0.00520005j -0.00528331-0.000673037j -0.00497488-0.00950213j 0.00404989-0.00254987j 0.00299454+0.000173585j -0.00371359+0.00175658j -0.00397852+0.00219917j 0.0094535+0.00114274j -0.00342672+0.0014147j 
0.00311058-0.000495634j 0.0094546-0.00239417j 0.00727005+0.00558674j -0.000486908+0.00110414j 0.00261809-7.7149e-05j -0.0106901+0.0037618j 0.00095958+0.00122128j -0.0021696-0.0048634j 0.00464977-0.00374119j 0.00613657-0.00127764j -0.0100241-0.00106288j 0.00194737+0.00126076j -0.00505442-0.0028651j 0.010912-0.00397967j -0.00892455+0.00204509j 0.00082667-0.00741791j 0.00302555-0.00487913j -0.00498888-0.00161179j 0.00809936-0.000202751j 0.00029613-0.00639378j 0.00156812-0.00170458j 0.00425115+0.00486172j 0.000290611+0.00522247j -0.00285472-0.000670017j 0.00236525-0.00237095j 0.0100723-0.009158j -0.00216356-0.00303925j -0.00659159-0.000236786j 0.00121071-0.00246685j -0.00258962+0.00205938j 0.007405-0.00040547j -0.0126886-0.00345509j -0.00233163+0.0105192j -0.00228997+0.00168099j -0.00203007-0.00117808j -0.000240717-0.00448773j 0.00592455+0.00814149j 0.0116669+0.00381999j -0.00657969-0.00119853j -0.00334178-0.00286097j -0.00630546+0.006441j -0.00146531-0.00109026j 0.0175042-0.0118311j -0.00748553-0.00177143j 0.00636159-0.0146071j -0.000890143-7.53375e-05j 0.00180047-0.000221392j 0.0148902+0.00116875j -0.00705932-0.00442899j -0.00213265-0.000451172j -0.00262343+0.00681475j -0.00670289-0.00236648j 0.0111537+0.000906241j 0.000510448+0.000251348j -0.00664592+0.00517677j -0.00604577+0.00289541j 0.000156762-0.00604312j 0.00821125+0.00667555j -0.0244808-0.00601436j 0.0121787+0.00101522j -0.00608706-0.012269j 0.00536394-0.00483925j -0.02177-0.00137688j -0.0104769-0.00935593j -0.00757672-0.00183356j -0.0142983+0.00407732j -0.00429747+0.00849531j 0.0159219+0.00819407j 0.016739-0.0114778j -0.00135967+0.00786609j -0.00446625+0.00999406j 0.00165086+0.0102585j -0.00632103+0.00132701j 0.0071875-0.0065395j 0.0109382-0.00765732j 0.00220946-0.00518618j 0.0118869+0.00147727j 
-0.00238125-9.29859e-05j 0.00632382+0.0028917j 0.00231528+0.00230373j -0.00327725-0.00286605j -0.000293291+0.00177247j 0.00255098-0.000338153j 0.00561831+0.00102149j -0.00571549+0.00104221j -0.00215194+0.00189071j -0.0029644-0.00359442j -0.00513093+0.00112705j 0.00133178-0.000647305j 0.0221382-0.00454448j -0.00825747+0.000120523j 0.014063-0.00881756j -0.00409806+0.00143133j -0.0169783+0.00698468j 0.00445945-0.00282502j 0.00840748-0.00170056j 0.000339213-0.00357093j -0.00341983+0.00378998j -0.00253081+0.00884046j 0.0187994-0.00528868j 0.023594-0.00499461j 0.00477814-0.00213952j -0.0121005+0.00421465j -0.0029974+0.000432403j 0.00968582-0.00536084j -0.0118232+0.00291955j -0.0107986-0.0028501j -0.00419133+0.00457921j 0.0154421-0.00202293j 0.000610308+0.000864812j 0.00534485+0.00346719j -0.00264229+0.000998755j -0.00485675-0.000574788j -0.0116225+0.00172879j 0.0109294-0.0089391j -0.00129867+0.00308846j -0.00349473-0.00558093j -0.00796037+0.00143226j -0.000590763+0.0020741j -0.0047573+0.00332643j -0.0117329-0.00414299j -0.0122252-0.00263419j -0.0153741-0.00322603j 0.00968618+0.000728864j -0.0218469-0.0118921j 0.00823238+0.00270259j 0.0167382-0.000579046j -0.0108729-0.00402085j 0.00836222+0.000271383j 0.00279314+0.00249349j 0.00824215+0.00489344j 0.00405638+0.00767507j -0.0109714-0.00497639j -0.00414678-0.00481211j -0.000229934+0.00356306j 0.00450597+0.000532271j 0.00555663+0.00616089j -0.0144875+0.010617j 0.0138862+0.00570216j -0.00247599+0.00331056j -0.00575148+0.00194731j -0.0173442-0.001277j -0.000969845-0.00226827j 0.00538658+0.0136175j 0.00418948-0.00916745j 0.00104992-0.000401279j -0.00635993+0.00626705j -0.00376478+9.26321e-05j -0.00166208+0.00164765j 0.00539994+0.00209573j -0.00242489-0.000560032j 0.000172871-0.00206911j 0.00912577-0.00103789j 0.000342279+0.00224455j 
