-0.00353645+0.00996267j -0.00852959-0.00222762j -0.00931588+0.00131014j -0.000169746+0.00926588j -0.00698711+0.00309356j -0.0046523-0.00590277j 0.00321693-0.00883263j 0.00986224-0.00131862j 0.000575459-0.0059765j -0.00191197-5.99142e-05j 1.83842e-05-0.00369979j -0.00494921+0.00607049j 0.00868856+0.00626967j -0.00378627+0.00354496j 0.00336026-0.00315892j 0.00204516-0.00126302j 0.000350954-0.00502556j -0.00329599-0.00384377j -0.00197791+0.00132235j -0.00215818+0.00307529j 0.0069504-0.000474801j 0.0011245+0.0060611j -0.00494783+0.00127247j 0.00247695+0.00162239j 0.00018917+0.00109807j -0.00159277+0.00181145j 0.00349848+0.00121639j 0.00515264-0.000359712j -0.00265529-0.00192538j -0.000275838-0.00265645j 0.000571978+0.000130256j -0.0077167-0.00289638j 0.00449448-0.00121299j 0.00458973+0.00138373j -0.000915493+0.000450466j 0.00170008+0.00208724j 0.00117318+0.00560624j -0.00488933+0.00955852j -0.00314991+0.00691494j 0.000938604-0.00261415j -7.5433e-05+0.00472951j -0.00143018+0.00507228j 0.00109622-0.00609341j 0.00263897+0.00127381j -0.00213374+0.0072844j 0.00529901-0.00223154j -0.00391681+0.000118379j -0.00124388+0.00471389j 0.00640315+0.00318415j 0.00255039-0.00320537j -0.00148035+0.00184396j 0.00395321+0.0023604j 0.00510671-0.000664749j -0.00651268-0.00190567j -0.00580309+0.00102579j -0.0106328-0.0085632j -0.00177874-0.00181478j 0.005323+0.0125923j -0.000845288-0.000742228j 0.00519732-0.00368415j -0.000198609-0.00887662j -0.00141758-0.00570669j -0.00519937-0.014326j -0.0028629+0.00286197j 0.00455515-0.00185189j -0.002847+0.00272906j -0.0263817+0.00495518j 0.0274704-0.0074928j -0.0187237-0.00481359j -7.01124e-05-0.00715398j 0.0074383+0.00343784j -0.0301793+0.00351575j -0.00555188+0.0111852j -0.00644286-0.0160855j 0.0172759+5.31482e-05j 0.0369257+0.0214873j 0.0262135-0.0337091j 
-0.00267543-0.000750521j -0.00338766+0.00231714j 0.000191804+0.00608725j -0.000830894+0.00215263j -8.51382e-05-0.00278475j 0.0011111+0.00351459j -0.00260141+0.00671725j 0.00316136+0.00157146j -0.000957996-0.00402847j -0.00558904-0.00526388j 0.00302243+0.0125318j 0.00473397+0.00274585j -0.00171296-0.00267316j -0.0027193+0.00137327j -0.00402699-0.00913724j -0.00142524+0.0130588j -0.00209815-0.00913739j 0.00389069-0.0123463j -0.000359024+0.0151142j -0.00851485+0.0036911j -7.59395e-05+8.41857e-05j 0.00256232+0.0110342j 0.000644963+0.00342963j -0.00321781-0.00441264j 0.00724608+0.00128616j 0.00156856-0.0121799j 0.00123581-0.00303998j -0.00267948+0.0105965j 0.00284975+0.00210655j 0.00848763+0.00332438j -0.00256241+0.010257j 0.00636847-0.00508821j -0.0043046+0.0172244j -0.00363155-0.0119906j 0.0127026+0.00708314j -0.0111587-0.0065046j 0.00328208-0.0167794j 0.00879698+0.00134933j -0.00107484-0.00621682j 0.0100162-7.23372e-05j 0.00731866+0.0202938j -0.0049805+0.0137286j -0.00411649+0.0175383j -0.0119637+0.00721437j -0.00887896+0.0221164j -0.0130061+0.0193277j -0.006866+0.00435285j 0.00494409-0.0135542j 0.0055516+0.000700461j 0.0146574-0.0161801j -0.0039228+0.0178209j -0.00668893+0.00972685j -0.0121362-0.00734301j -0.00609329+0.00134889j -0.00663654-0.00329408j -0.00312077+0.00993645j 0.000312747-0.00964304j 0.00915265+0.00191674j -0.0151711+0.00991748j 0.0015096+0.00184514j 0.0145174+0.000641426j 0.0027663-0.00504557j 0.00202074-0.00986323j -0.00429681-0.00397124j -0.00596816+0.00657565j 0.00167665-0.00121533j 0.00505286-0.000514576j 0.00482157-0.00463908j -0.00023987-0.00153728j 0.000965053-0.00780242j 0.000255174+0.010393j -0.00284218-0.00294847j 0.00251323+0.00117336j -6.50693e-05-0.00599269j 0.000246162-0.00227754j 0.000995359-0.00116545j -0.00259861+0.00274264j 
0.000452338-0.00197405j 0.00249876-0.00106902j -0.00309594+0.000106628j 0.000703595-0.00408666j 0.00119332+0.00459832j 0.00301245-4.79724e-05j -0.00164377+0.000537236j 0.0011434+0.000500752j -0.000780777-0.00515835j 0.00579842+0.0142258j -0.00115704-0.0035361j -0.00120623+0.012849j 0.000166066-0.00801446j -0.000672983+0.010079j 0.00534622+0.00225515j 0.00195426-0.000433483j 0.00347055+0.00263672j 0.000357872-0.00424164j 0.00691067+0.00438641j 0.00794291+0.0125639j 0.00251492-0.00360068j 0.00456501+0.00842089j -0.00482845+0.00328145j 0.00291493+0.00340597j -0.00958732-0.00486816j -0.0119954-0.0121155j 0.00188618-0.00936739j -0.00160727+0.00841276j -0.0159518+0.00135008j 0.00716895+0.000371999j -0.00333648+0.00345832j -0.00153474-0.0116121j -0.00469889-0.00749306j -0.0036999+0.0114421j 0.00184494-0.0109614j 0.0164032-0.000456038j 0.00419362-0.00347472j 0.0093778-0.000716375j 0.00376507-0.0171508j 0.0166108-0.0171198j 0.00784481-0.00238305j -0.00825917-0.00484391j -0.00636237-0.00504918j 0.0152947-0.000302374j -0.000441746+0.00758208j -0.0067786-0.0116134j -0.0174982-0.0206137j -0.0061787+0.00205253j -0.00647294+0.010754j 0.00638235-0.007723j 0.00611359-0.00873738j -0.00928462+0.00186303j 0.000799605+0.0208012j 0.00408261-0.0114695j 0.00519978+0.00774238j 8.06251e-05+0.00105557j 0.00287181+0.0127906j -0.00498337-0.00109071j -0.0120103-0.00156086j 0.000105747+0.00609198j 0.00468534-0.0133358j -0.00171213-0.0108913j -0.000681196+0.0130308j -0.00191047+0.00757035j 0.000223057-0.0091597j 0.00359119-0.00428156j 0.000378575-0.00236439j 0.00200888-0.00121986j -0.00102593-0.0055569j 0.00115094+0.00346852j -0.00124301-0.00394409j 0.00131988+0.00326558j -0.000642819-0.00556782j 0.000249136+0.00843271j -0.00112586+0.00302148j 0.00198327+0.000381649j 0.000393926-0.00286829j 
0.00162713+0.00309484j 0.000141398+0.00110497j -0.00410772+0.00119089j 6.42914e-05-0.0041193j -0.00201011+0.00158003j -0.00126246-0.00364336j 0.000698452+0.000602521j 0.00352691-0.000226909j 0.00313522-0.00577121j -0.00148106-0.00465191j 0.00342476-0.0020632j 0.00361044-0.00445218j -0.00178447+0.00726213j -0.00329214-0.00450121j 0.00254959-0.00962436j 0.00670481+0.010424j 0.00169397+0.00342098j -0.00668509-0.0150015j -0.00158694-0.00787381j 0.0051504+0.00992929j 0.00522569+0.00139836j -0.00275023+0.00121508j -0.00662273-0.000855041j 0.0100595+0.00632353j -0.0125985-0.0100143j 0.0118841+0.0101484j -0.00229211+0.00442067j 0.00681349+0.0115219j -0.000826035+0.000187099j 0.000464065-0.00595841j 0.00955858+0.00556597j 0.000574872-0.00796549j 0.00311155+0.00362464j -0.00532394+0.00212155j -0.0207691-0.0077904j -0.0127313-0.0130865j 0.00210272+0.00612779j 0.000417884-0.00491684j 0.00175903-0.00546467j -0.00491613-0.019315j 0.00691548-0.0130697j 0.00200338-0.00076066j -0.00139153+0.00646023j 0.00336421-0.00407797j 0.011365-0.00879934j -0.00553081+0.0107454j 0.0117973+0.0352884j -0.0107479-0.00560543j -0.00256947-0.00524276j -0.00994649-0.0243688j -0.00107427-0.00548104j -0.0105083-0.00893579j -0.00117878+0.00754453j -0.00810507-0.016367j 0.00486357+0.00337804j 0.00284571-0.00288745j 0.00552563-0.0131461j -0.00261606-0.0199456j -0.00563918+0.00763503j 0.00485341-0.00816764j 0.00192335-0.00201359j -0.00404487+0.0109406j 0.00526347+0.00598821j -0.000909986+0.00389449j 0.00108636+0.00586877j 0.00561523+0.00143207j -0.00599026-0.00365434j 0.000276775+0.00128393j 0.00177989+0.00107624j 0.00232682+0.00650224j 0.002279-0.00484438j 0.00517211-0.000997486j -0.00359372-9.7759e-05j 0.000669873+0.00478144j 0.00106456+0.00376841j -0.000546624+0.00159265j 0.00092553-0.000735009j 
0.00141375+0.00315762j 0.000364807-0.00400302j -0.00292854+0.000868193j -0.000984177-0.00215307j -0.00120693+0.00124082j 0.000501899+0.00348696j 0.000474128+0.00349575j 0.00272413-0.003274j 0.000872551+0.000206234j -0.00211515-0.0047918j 0.00274007+0.0118741j 0.00406188-0.00590463j 0.00193622-0.00201669j -0.00133532+0.000431844j 0.00210282+0.000358123j 0.00114848+0.0104543j -0.00237524-0.0239554j 0.00150082-0.00840083j -0.0053266+0.00864582j -0.00216926-0.00226705j -0.000638501+0.00274462j 0.00292927-0.00753728j -0.00126585-0.00571206j -8.92148e-05+0.0106629j -0.000939342+0.0121394j 0.00664534+0.00537085j 0.000907862-0.000591513j -0.00896641+0.00458227j -0.00277474-0.000995377j 0.00894204-0.0127522j 0.00489814-0.0180194j 0.00661646-0.00524712j -0.00886904-0.0193502j -5.63048e-05+0.0175458j -0.00991538+0.0136363j 0.00758981+0.00251033j 0.0105096-0.011925j -0.00394928-0.00280115j 0.0017538-0.00718076j 0.00538154+0.00973851j 0.00898248+0.00873537j 0.00576012+0.00221683j -0.000626764-0.0112315j 0.00756725-0.0280409j 0.000658221-0.0116419j -0.000307308-0.0453783j 0.00399562-0.0181524j -0.0143583+0.0345739j 0.00246339-0.00546818j -0.00573314+0.00212077j -0.0048423-0.00440869j 0.00130304+0.00345396j -0.00626116+0.0080928j -0.00917811-0.00727899j -0.00473923+0.0106384j -0.00497708+0.00370069j 0.00114506-7.35558e-06j 0.000223384-0.0028525j -0.0100115-0.000300993j 0.00756546-0.00523725j -0.000557682+0.00635611j 0.00217463+0.000508308j 0.0154805-8.18822e-05j -0.000399563-0.001803j -0.00455023+0.000239208j -0.00138437+0.00561497j 2.61283e-05-0.00260768j -0.00203711-0.00012503j 0.00334522+0.00106803j 0.00497597+0.0022567j -0.00202341+0.000589344j 0.00020501-0.00196647j -0.000800433-0.00151714j -0.000628562+0.00580923j 0.0014465+0.00010631j -0.000852016-8.8309e-05j -1.22707e-05-0.00141093j 
0.00103262-0.0023776j 0.00147931-0.00167476j 0.00438741-0.00187998j 0.000457974+0.00821033j 0.00168223-0.00805959j -0.00298419+0.00456504j 0.00252588-0.000936786j -0.00280532-0.0037676j -0.00302653+0.00723885j 0.00409132+0.0127969j -0.00782917-0.00564441j -0.00400863+0.00493065j 0.00616906-0.00986286j 0.00323005+0.00318977j -0.00317881+0.00527168j -0.00484816-0.00823321j 0.00620541-0.00872817j -9.81202e-05+9.85677e-05j 0.0032743+0.00675048j -0.00306201-0.0120848j -0.00174684+0.00228423j 0.00462026+0.00876286j 0.00355419-0.00131125j -0.00348418+0.00488673j 0.000502967+0.0192745j -0.00364073+0.00163353j 0.00748618-0.00844459j 0.00115846-0.00481267j -6.81225e-05+0.00484905j 0.0108774+0.00647344j 0.024238-0.0126427j -0.00210253+0.0167642j 0.0102654+0.00190453j -0.0229153+0.0200661j -0.0108451+0.00116762j -0.00138724-0.000249414j 0.000673565+0.00128446j 0.00404273-0.0124859j 0.00454433-0.00836962j -0.00949667-0.00351544j -0.00773593+0.00249036j -8.08521e-05+0.00964334j 0.0191938+0.00440312j 0.0265117-0.00613787j 0.00667435+0.00224638j 0.0248352+0.00530673j 0.0214377+0.0125172j -0.0286505+0.00802732j 0.00158886+0.00143168j 0.0116198-0.0154288j 0.00658521-0.00560442j -0.00993509+0.00607294j -0.0107829+0.000276984j 0.00353378+0.000869329j -0.00753041-0.00886132j -0.00523105-0.00701188j -0.000826923-0.015433j 0.00174933+0.0059831j 0.00174697+0.000495869j 0.00407476+0.000159239j 0.00229478-0.011843j -0.00542893-0.00390112j -0.00361211-0.00489441j 0.00192808+0.00293083j -0.00321445-0.00634674j -0.00282026-0.00599071j 0.0079801+0.00494636j 0.000840449-0.0100439j -0.00164623+0.00273381j -0.00307492-0.000118178j -0.00166916-0.00483944j -0.00459562-0.00220761j 0.00319969+0.006734j -0.000778848-0.00506702j -0.000441375-0.00348651j 0.000625414-0.00205498j 0.000133138-0.00314255j 
0.00329828-0.00561247j -0.000348117-0.00765395j 0.00240566-0.00328401j 0.00167962-0.00154928j 0.00126016+0.0022923j 0.00073097+0.00103746j 0.00168444+0.00688996j 0.00104235-0.00699794j -0.00285235-0.00304995j -0.00221301+0.0104925j -0.00232177+0.00240231j -0.00231733+0.0102983j 0.00401156-0.0086308j -0.000146884+0.00414151j -0.000744392+0.0136705j -0.00455141+0.000485201j 0.00855566+7.84913e-05j 0.000756562-3.75186e-05j -0.0049882+0.00208418j -0.00493389-0.0086704j 0.00268824-0.000981221j 0.00104863+0.0127205j -0.010326-0.00096424j 0.00816309+0.00751972j 0.0045279-0.00335548j 0.0104338+0.0115577j 0.012024+0.00452805j -0.00723509+0.0030306j -0.00176008-0.00776995j -0.00935019+0.00540754j -0.0180786+0.00567972j 0.0116935-0.00129014j -0.00159467-0.0126749j -0.00112378-0.0111048j 0.00492812-0.00545471j -0.00440022-0.00369193j -0.00629911+0.0243969j -0.00254042+0.00486139j 0.00866312+0.00364328j 0.00895707+0.00520785j -0.00550893+0.0116627j -0.0114305-0.00195382j -0.00713965+0.00679321j -0.00808137-0.00678695j -0.0151431+0.00353447j -0.0144133-0.00526607j 0.00194739+0.0123896j 0.0192862-0.00459844j 0.00369956+0.00201183j 0.0127346+0.0126211j -0.00267145-0.00573105j -0.00692603-0.0153855j -0.00862724+0.00716973j 0.0108051-0.0065021j -0.0041197+0.00383651j -0.00371266-0.00671263j 0.00157374-0.00103432j 0.00150677-0.00120912j -0.00762919-0.0119831j -0.0050251-0.0104759j 0.00965646+0.00442865j 0.0055397+0.0019654j -0.00487933-0.00223117j -0.00330376-0.00602797j -0.00146637+0.00344626j -0.00228107+0.00595551j 0.00341929-0.00342376j 0.00326096+0.00336599j -0.00113134+0.00831324j 0.00108466+0.00724291j -0.00322702-0.00159141j -0.00379901+0.0020224j -0.000846099-0.00222789j 0.00268421+0.00475095j -0.000600963-0.00399055j -0.000189444+0.00350361j -0.000477992-0.00454254j 
5.92661e-05-0.000674538j -0.00176007+0.00322732j 0.0015497-0.00111941j -0.000145043-0.00199956j 0.000450704-0.00140327j 0.000441427-0.000134725j -0.00054544-0.00159896j -0.00202564+0.00345265j -0.00129271+0.00151035j -0.00436301-0.00903584j -0.000613933-0.0142943j -3.58493e-05+0.00751419j -0.00406845-0.00351577j 0.00488792+0.00117622j 0.00318356-0.0011136j -0.000318438-0.00857779j -0.00543286+0.0161687j -0.0030997-0.00684938j 0.0085313-0.00942907j -0.00528621+0.0011208j 0.00596058-0.00990289j 0.000445541+0.000453677j -0.00360246+0.00851815j 0.0123339+0.00157063j 0.00754158+0.00535084j 0.000210712-0.00656278j -0.00708396-0.00776574j 0.00578692+0.0123562j 0.00341278+0.0117501j -0.00944359-0.0147665j -0.0102292-0.0154486j -0.0052787+0.00315169j -0.0136295+0.00808575j 0.00558972+0.0265695j 0.00478593+0.025409j 0.000946315-0.0148992j -0.0167655+0.000181432j -0.00864569-0.00200482j -0.00549124-0.0145665j -0.00700205-0.00556927j 0.000693275-0.00466084j -0.00118455-0.0039732j -0.000254604-0.00083098j -0.00191819-0.0313287j -0.0103435-0.00925666j -0.0245802+0.00920864j 0.00140753-0.0022567j 0.0140318+0.0226783j -0.00350425+0.00375165j 0.00410937+0.00381661j 0.00173865-0.000748143j 0.000773086+0.0101887j 0.000996435+0.00796275j -0.00447983+0.00849305j 0.00738623+0.00246377j -0.00137011-0.00233411j 0.00251388+0.00147636j 0.00276013+0.00899758j -0.00193987+0.0175447j -0.0013418-0.0155259j -0.00124404-0.00267626j -0.00116056+0.00371456j -0.0127789-0.0110526j 0.000615466+0.00243312j 0.00239226+0.0063096j -0.00214295-0.00167233j 0.000219506-0.00580643j 0.0032749+0.00157383j -0.00550086+0.000820073j -0.0019834-0.000913226j 0.00148358+0.00227873j -0.00228344+0.00603814j -0.000560002-0.00125213j 0.000615554-0.003093j -0.000235357-0.000322021j 0.000767515+0.000141394j -0.000356556+0.000309573j 
-0.000314486+0.00312075j 0.000681588-0.00199405j 0.00136691-0.000553507j -0.00150139-0.00589913j -0.00145247+0.00334631j 0.00194594+0.0045543j 0.000141005+7.01663e-05j -0.00280314-0.00465955j -0.000939582+0.00262612j -0.00514759-0.0161952j -0.000647546-0.00260979j 0.00453181-0.0072759j -0.00156293-0.009172j 0.0057463+0.00230885j 0.0047743+0.00951324j -0.00386015-0.00770084j -0.00709821-0.0143911j -0.000731764+0.00599144j -0.00108132-0.000173811j -0.00574948+0.00259334j -0.00114124-0.00314345j 0.00907879-0.0162476j 0.00847783+0.00198612j 0.00195199-0.00122102j 0.0021155-0.000901885j 0.0144494+0.0050295j -0.0102834-0.014943j 0.00294765-0.00187521j 0.00909945+0.00857337j -0.00196731+0.00624437j 0.00202435+0.029804j -0.00285334-0.0154504j -0.00173055-0.0229325j 0.00275521-0.000952392j 0.0019874-0.0262691j 0.00432688+0.0203044j 0.0097357+0.00915768j -0.0142924-0.00596857j -0.0106557-0.00328032j -0.00385858-0.0190799j 0.00167685+0.00825159j 0.0106741+0.024693j 0.00448094+0.0131653j -0.00676743+0.00974197j -0.000797577+0.0138395j 0.0103194+0.00422614j -0.00339128+0.0218167j 0.00288913-0.0175256j 0.00402617-0.0104928j -0.0120329-0.000954428j 0.00188874+0.00158159j 0.00271591+0.0113543j 0.00804761-0.00395985j -0.0032254-0.0134437j -0.00160995+0.0111604j -0.00424596-0.00173078j -0.000935359+0.0050606j -0.00044779+0.00778176j 0.00407945+0.00954567j -0.000535071-0.00596987j -0.00618633-0.00238564j -5.24913e-05-0.0031436j 0.00188886-0.000163188j 0.0021018+0.00602751j -0.000592567-0.000743027j -0.00574841+0.00621347j -0.00185327-0.00171379j -0.00282849+0.00110435j 0.000813846+0.00217655j 0.00522233-6.69364e-05j -0.00379772+0.00254915j -0.000774757+0.00342101j 0.000268215-0.0010068j -0.00043533+0.000583478j 0.0023979-0.00157788j 0.000493465-0.00257513j -0.000713259+0.000437495j 
0.0029278+0.0016534j 0.000316023-0.00293418j -0.000809523-0.000955482j -0.000993695+0.00833064j 0.00177102-0.00347354j -0.00298516-0.00181238j 0.00199582-0.00303655j 0.00174376+0.00664978j -0.00228585-0.00214095j 0.00356836+0.00743535j 0.00170674+0.00660627j -0.00512882-0.00486136j 0.00183515+0.0125635j -0.00348917-0.00167913j 0.00118296+0.00257042j 0.00548402+0.00361558j -0.0028153-0.0231602j -0.0107178+0.00223857j -0.00580097+0.00726303j -0.00166563-0.00239268j -0.000195889+0.0127809j -0.00929042+0.0143199j -0.00669588+0.000232763j 0.00660133-0.016011j 0.00200822+0.0159138j -0.00182945+0.00948277j 0.00137464-0.0222661j 0.0064002-0.0117033j 0.00101545+0.0222017j -0.00835739-0.00754499j -0.0133135-0.00407533j -0.00185593+0.00889094j 0.00665441-0.00595949j 0.00824866+0.000712905j 0.0108827+0.0127915j -0.00869969+0.00430069j -0.00481719-0.0124429j 0.00354044-0.0107082j 0.00759695-0.0226444j 0.00861247-0.0120689j -0.00859652-0.00603016j 0.000487811-0.00913503j -0.000505886+0.012805j -0.0178667-0.0159365j -0.00734716+0.00160582j -0.00111331-0.0143255j -0.00525495-0.00102893j 0.0220786+0.00229116j -0.00800331+0.0046654j -0.00376571-0.017302j 0.00371925-0.00802492j 0.00237274-0.000322015j 0.00663757-0.00354565j 0.0042919-0.000869051j -0.00338503-0.00153602j -0.000560586-0.00231428j -0.0048422-0.00444888j -0.00852179+0.00654424j 0.000227983+0.0013064j 0.000886909-0.00331278j -0.00377357+0.00242994j 0.00401707-0.00137776j 0.00257892-0.00613064j 0.00149883-0.0038192j 0.00414424-0.00300347j 0.000763998-0.00130366j 0.00203111-0.0016666j -0.00632281-0.000422213j 0.00471249-0.00643226j -0.0016762-0.0030124j -0.000641359-0.0040618j 0.00243092-0.00769856j 0.000860364+0.00587515j -0.00179803+0.000623536j -0.000293398-0.000714645j -0.00246246+0.00210232j 0.00262278-0.00311456j 
-0.00121717-0.000801148j 0.000749812-0.000646313j 0.00126099-0.000696369j 0.00225419+0.00371153j -0.0010271+0.00862778j 0.00311404+0.00117571j 0.00271271+0.00190693j 0.00463331+0.00200517j 0.000559275-0.00843855j 0.000445989+0.00718178j -0.00314377+0.00433623j 0.00222099+0.0111502j -0.000903164+0.000628536j -0.00786402-0.0058497j 0.00310805+0.0188496j -0.00368606-0.0132351j 0.0139125+0.0138328j 0.00109598-0.00812293j 0.000592397-0.0125363j -0.00377969-0.00115153j 0.00954465+8.61828e-05j -0.00923663+0.00945939j 0.00231187-0.00282126j 0.00295904-0.0141081j -0.011366-0.0246616j 0.0130057-0.00679443j 0.00540766-0.0105143j -0.00884391+0.00304833j 0.00199701+0.018864j -0.0016698-0.0095635j 0.0122763+0.000280655j -0.00243009-0.00591936j -0.000901979-0.00971432j -0.00702985+0.018179j -0.0125609+0.0315254j 0.00810287-0.0118162j 0.00980836-0.00467518j -0.00533441+0.011219j 0.0099249-0.011727j -0.00361443-0.00077169j -0.000908537+0.0142235j 0.00428792-0.0159198j -0.00790077-0.00548113j 0.00803328-0.0135949j -0.010663+0.0120726j 0.00635735+0.00158673j 0.0182142-0.0119654j -0.00600316-0.0139731j -0.00502285-0.00299185j 0.00710974+0.00390558j -0.0026147-0.000940762j -0.00892985+0.00904828j 0.00161194+0.00170722j -0.000368006-0.00871994j 0.00569702-0.0012265j -0.000532986-0.00239315j 0.00989654+0.000897623j -0.00409834+0.00160916j 0.00246181-0.00509464j -0.00168398+0.00254587j -0.00155813+0.00518035j 0.00382769+0.00173808j -0.00455113+0.00797329j 0.00201977-0.00356192j 0.00663845-0.00483291j 0.00279345+0.00637903j 0.00121074-0.000272259j 0.0018367-0.000781903j -0.00305731+0.0127387j -0.00466392+0.0097526j -0.00174321-0.00205254j 0.00132542+0.00381275j -0.00106518-0.00299332j 0.000312588+0.00406076j -0.00369771+0.000460853j 0.00163013+0.00182204j 0.00155179-0.00105434j 
-0.000240554-0.000969344j -0.0034557+0.00582351j -0.00188842+0.000298956j 0.00069877+0.000414592j 2.40152e-05-0.0069913j -0.00247176-0.00206381j -0.00243157-0.00291621j 0.00102851+0.00826614j 0.00151744+0.00672181j -0.00306953-0.00786202j 0.00346589-0.00771073j -0.00341432+0.000149719j -0.000414733+0.00356672j -0.000686003-0.00506231j -0.00206453-0.0149744j 4.23098e-05-0.0113483j 0.00335396-0.00237819j 0.0100112+0.0007964j -0.00232257-0.0043348j -0.00162952+0.00135848j 0.00671838+0.0321754j -0.0116159-0.00431266j -0.00625263-0.00470526j -0.00418455+0.000432524j 0.00291265+0.00281814j -0.00133073+0.00273142j 0.00222782+0.00333255j -0.0121875-0.0280828j -0.0011961+0.00527736j 0.0118088-0.00188634j 0.00119048+0.0190821j 0.00153565-0.0110741j -0.0024979-0.00237425j -0.0177067-0.012985j -0.00959151-0.000803041j -0.00046711+0.0246817j -0.00718066-0.0111131j 0.0104016-0.0127305j 0.0108356+0.0132051j 0.0069087-0.0103863j 0.000716214-0.000640681j 0.0146044-0.0137123j -0.00289729+0.00175613j 0.0127798+0.00189332j 0.00187482-0.0141939j 0.000921174-0.0174426j -0.000418599+0.00415377j -0.00249699-0.0172357j -0.000740055-0.00277205j 0.00233402+0.00918028j 0.0145576-0.000567104j -0.00989979+0.000488786j -0.00912976-0.00489006j -0.00209516+0.00992636j -0.00736779+0.000517382j 0.00276555-0.00377758j 0.00292191+0.000300794j 0.00517514-0.00341353j -0.00885471-0.00203092j 0.0106443+0.00316659j 0.00387513+0.00307856j -0.00118084-0.000955146j -0.000359365-0.00830718j 0.000280544-0.00756346j -0.000150087+0.00146945j -0.000693795-0.00233744j 0.00023374+4.37149e-05j 0.00343966-0.000530976j -0.00271936-0.00100648j -0.00121149-0.00110562j 0.00118129+0.00477629j 0.000114927-0.00286535j 0.00100111-0.000864252j -0.00102333-0.00440624j 1.22166e-05+0.000124822j -0.000900221+0.00274208j 0.000188573+0.00221164j 
6.57991e-05-0.000655018j -0.00164298-0.00304999j -0.000532411-0.00288758j 0.000577064+0.00543744j 0.0022779+0.000518077j 0.00299949+0.00372007j 0.000810433+0.00545995j 0.00415884+0.00557118j -0.00219789-0.0134043j 0.00185682+0.00389855j 0.00511619+0.0256863j 0.00131323-0.000418848j -0.00454923+0.00480938j -0.00337882+0.00552524j 0.0118198+0.00869079j 0.0024322+0.0174819j -0.0122706-0.00353907j 0.00748011+0.00405914j 0.0155601+0.0209355j 0.00244802+0.00114185j 0.0100417+0.00208641j 0.000916673+0.0122075j -0.00542603+0.0131559j -0.000333961-0.00566812j 0.00236842+0.00558752j 0.00491433-0.00184078j -0.0122404+0.000798838j -0.00668746-0.0156375j 0.00703397+0.00714095j 0.0029904+0.0136086j 0.0156718+0.00792541j -0.0095198+0.0177725j -0.0172083+0.0101125j -0.0075422-0.00574166j -0.0127037+0.00869792j 0.018038+0.00160217j -0.00406445+0.0196157j -0.0087605+0.00517282j -0.00820027-0.00011438j -0.0175505-3.057e-05j 0.00979369+0.0035731j 0.00387892+0.00266361j 0.0135791+0.00404072j -0.00559798+0.00939398j 0.0156385-0.000364572j -0.0121375-0.0132501j 0.0128584+0.00183669j -0.007718-0.0125959j -0.00844663-0.00250211j -0.00294849-0.00474475j -0.00969123-0.00284517j 0.00259642+0.00198328j -0.00194173+0.00646956j -0.00586029-0.00861746j 0.0126925-0.00211666j -0.000197426-0.00177161j 0.00288066+0.000327183j -0.00255689+0.00738062j -0.00736406+0.00599377j -0.00619256+0.00237166j 0.00307167-0.00643246j 0.0047051-0.00775476j -0.00646379+0.00454055j -0.00111185+0.000976486j 0.00186876-0.00533143j 0.00243762+0.00213144j 0.00526727-0.00823932j -0.0042481+0.00744516j 0.000188495-0.00440987j -0.00431349+0.000389791j -1.01665e-05-3.56941e-06j -0.00204464+0.00255188j -0.000110816-0.00263435j 0.00169655+0.00341115j -0.00413101+0.00243498j -0.00157793+0.00145639j -0.000402118-0.000211544j 
