0.0120523+0.00310116j -0.0307754-0.0720559j 0.0314911-0.0709397j 0.0258466+0.0413046j -0.0467829+0.051301j 0.00274246+0.05499j -0.022211+0.0556681j 0.0471298-0.0178461j -0.0257137-0.0103956j 0.0353707-0.0042327j -0.0346711+0.00138076j 0.0782665-0.0393961j 0.0707216-0.0212543j 0.0165248-0.00900661j -0.0193811+0.0136346j -0.00246158-0.000268049j -0.00477584-0.000667033j -0.0405989+0.0194472j 0.058894-0.0435412j 0.0334025-0.0165265j -0.0241726+0.0116661j 0.0226306-0.0150078j -0.0168841-0.000921039j -0.0567153+0.0280935j 0.0184283-0.00625683j 0.0440798-0.0242839j 0.00554519-0.00322487j -0.0375208+0.0137605j 0.0244543-0.00928434j -0.0228097+0.00197259j -0.0230729-0.010221j -0.0349674+0.0307472j -0.0156846-0.00745625j 0.0384-0.0307649j -0.00426916+0.0389778j 0.00623256-0.0227839j -0.0041781+0.0175261j 0.0231762-0.0484557j -0.0266653-0.0439543j 0.0813395-0.12146j -0.0920512+0.0101199j 0.0261004-0.0203688j 0.0863975+0.0217549j -0.0794041+0.146696j -0.12097+0.106084j -0.112275-0.00514623j -0.112296+0.0625117j 0.041139+0.054838j 0.0244831-0.185352j 0.160534-0.168089j 0.164731-0.0523485j 0.00178926-0.0213915j 0.0685681-0.00340756j 0.0832982-0.0820121j -0.0950573+0.0018305j -0.0192535+0.0922554j 0.0383016-0.0252935j -0.0350217+0.0443685j 0.0155194-0.0129085j -0.0205623-0.0231403j 0.0822617-0.0627489j 0.0263137-0.0430878j 0.00563227+0.0210703j 0.00288802+0.0402036j 0.0573507-0.0318843j 0.0148152+0.00255001j -0.00952238+0.0202515j -0.00434787+0.0383678j -0.00744708+0.0182085j 0.0311956-0.0149549j -0.0248866+0.0103963j 0.0353997-0.0150304j -0.00167131-0.0185396j -0.017075-0.00236984j -0.00976861-0.00272634j 0.0063949-0.0206361j 0.0514727-0.0441294j -0.0180285+0.00633976j -0.0135961-0.00257625j -0.00514607+0.0155461j 0.00551313-0.00102593j 0.0236108-0.012127j -0.00863448-0.0103664j 0.00830306+0.00537046j 0.00554042-0.0126155j -0.00782436+0.019598j -0.0377027+0.0240847j -0.0212406+0.0318472j 0.00340758-0.00216174j -0.0202308+0.0130182j 0.00886122-0.0283335j 0.0346944-0.0250336j 0.0214694-0.0426977j 0.0178028+0.000996432j -0.0753372+0.143196j -0.104317-0.0205438j 0.0825186-0.12491j -0.0670046+0.0222844j 
0.00933683-0.00775131j 0.0127862+0.00164876j 0.0645508+0.00399868j -0.0298115+0.0185341j -0.051656-0.0543194j -0.00440803+0.0110472j -0.0701783-0.0366182j -0.041589+0.0524152j 0.0180764+0.0815341j -0.132538+0.0514401j 0.151901+0.128333j -0.138017+0.00238719j -0.0897248+0.0169605j -0.0384008-0.043192j 0.0217609-0.0718959j 0.0859556-0.0294085j -0.0112959+0.0425674j 0.00227531-0.0212217j -0.135295-0.0416133j -0.0935756+0.0482663j 0.0269801+0.0671622j 0.00219335+0.0263994j 0.0760001-0.0147246j 0.134402+0.0484559j -0.0552132-0.0482221j -0.0874966-0.0138648j -0.0729333-0.0662778j -0.0060092-0.0609795j -0.0565433+0.017122j -0.00316323-0.0667932j -0.088398+0.100214j 0.131986-0.0445974j 0.0871492+0.083447j 0.0779993-0.0811494j 0.0811974-0.0176211j -0.131254-0.181209j -0.0588711+0.0173125j -0.0358871+0.0151471j 0.0221014-0.0417207j -0.140319-0.0999245j 0.0601898-0.0229228j -0.0507714+0.0245701j -0.0396338+0.143135j 0.00942771+0.0648157j -0.0109234+0.0281168j 0.050842-0.121274j 0.0726804-0.0521753j -0.0459888+0.0903884j -0.0186812-0.134058j -0.0465914-0.0806168j -0.120198+0.00534779j -0.00714015-0.0722335j -0.0318356+0.00299199j -0.0156152-0.0231316j 0.0527742-0.0596261j 0.0200272+0.0760397j -0.00880389-0.00140065j -0.0101486-0.00499694j 0.00991188-0.029019j 0.0249917-0.0192651j -0.025337-0.00115347j -0.0212316-0.0462014j -0.00240448+0.0209141j 0.0293332+0.0317324j -0.0325705+0.00614541j -0.000137135+0.00826703j -0.0275063+0.0240102j 0.00536595+0.0252924j -0.00932855+0.0162481j -0.00258681-0.000571952j -0.00926532+0.0187157j -0.0103352-0.0116086j 0.00100281+0.00792713j -0.000725548-0.0320283j -0.00177993+0.00748746j -0.0134428-0.0118397j -0.0250508-0.0195534j 0.013661-0.0260264j 0.0153042+0.00045944j 0.00382138+0.00718319j -0.00630363+0.00701465j -0.00978857+0.0319353j 0.0218462+0.00912617j 0.0428897-0.020036j 0.00540844-0.0347452j 0.0475361-0.0184231j 0.0245457-0.0357139j 0.0385939+0.0125505j 0.00516214+0.00223611j 0.0218661+0.0390154j 0.00346883-0.0156835j -0.004404-0.0275569j -0.0136842+0.0151342j -0.0411468-0.00297634j 0.0403994+0.0267272j 0.00355552-0.0634458j -0.002657-0.038762j 0.0194563-0.011534j 
-0.0275764+0.0235165j 0.039488-0.0331121j 0.0354249+0.0255583j -0.0331581-0.0127442j 0.0547551-0.117886j 0.03408+0.0253209j 0.025084-0.0486812j -0.0794615+0.0312598j 0.0268316+0.193935j 0.0637668+0.00629651j 0.00393112-0.0506676j -0.0776619+0.0459661j -0.0394682-0.0111164j -0.0887772-0.0167532j 0.0759505-0.0965865j 0.0614078-0.112331j 0.00155809+0.081316j 0.0688251-0.0310914j 0.0652125-0.0297021j 0.0329472-0.0368708j 0.0584563-0.0471346j -0.000515672-0.0308016j 0.0683152-0.142105j 0.0168933+0.113554j 0.0173742-0.116179j -0.0986999-0.0271179j -0.0237777+0.0393114j 0.011918+0.022313j 0.0339321+5.40259e-05j 0.0396588+0.0581413j -0.0207563+0.0747341j -0.0658064+0.00935002j -0.0942054-0.0270516j -0.0713699-0.0857637j 0.215355-0.0515679j -0.155803+0.121398j -0.0310674+0.116677j 0.0177681-0.118256j 0.0429163-0.0527076j -0.0506894-0.0255155j 0.0127498+0.0651687j 0.000325657-0.0523902j -0.0969189+0.0134992j -0.145407+0.0174223j -0.0233191+0.168198j 0.0231302+0.0483101j 0.038898+0.0931404j -0.0662366+0.0124363j 0.118791-0.0383002j 0.00171336-0.125704j -0.0131257-0.105928j -0.0198512+0.02686j -0.0661245-0.0881363j -0.00637196-0.0860555j 0.0655858+0.0660757j -0.0551642-0.0184587j 0.0236673-0.0262745j -0.0399953+0.0298174j 0.0122171-0.00691462j 0.0092155+0.01569j 0.0233999-0.0693211j 0.0186109-0.0183368j -0.0337194+0.0116981j -0.0318518-0.0368188j 0.0419607-0.0134936j -0.0110749-0.0248008j 0.0284451+0.0293641j -0.0148731-0.0114945j -0.0153258+0.00584674j -0.0238179-0.023659j 0.0217225+0.0254764j -0.00646221-0.0435347j 0.0132562+0.00530015j -0.0235448+0.0129736j 0.0119282+0.0059873j -0.00268348+0.00430475j 0.00126657-0.021886j -0.0256681+0.0131497j 0.0229052+0.0037j 0.00315201-0.0230268j 0.0161317-0.0192525j 0.0203323-0.0152993j 0.0264509-0.0156499j -0.0203208-0.0258004j -0.0176613-0.00485386j -0.03318-0.0416978j 0.0410611+0.0132839j -0.0269822+0.00651616j 0.0299494-0.0151555j 0.010326-0.0348903j 0.00106563+0.000627028j -0.00344476-0.0255444j 0.00542272-0.0232105j -0.0292843-0.0157907j -0.0301735+0.0388657j 0.000436629+0.0148329j 0.0229105-0.0332412j 0.0418952+0.0498115j 
-0.0113268-0.0031821j -0.0273589+0.0490952j 0.0615491-0.0320435j -0.00873794-0.0135502j -0.144998+0.0607246j 0.0548995-0.00647172j -0.126238-0.0256278j 0.073854-0.0184992j 0.177485-0.0316043j 0.0804062-0.0282509j -0.0840456-0.00387453j 0.0560811-0.0343909j -0.0336908-0.0260184j 0.0142241+0.00534037j -0.0790315+0.0704753j -0.0753687+0.0426905j 0.0414375-0.0238313j -0.0576762+0.00692559j 0.0156956-0.0455945j -0.066152-0.0303245j -0.015286-0.0239514j -0.00259454+0.00619507j -0.119945+0.0285502j 0.0497947-0.0438021j -0.0552623+0.0145459j 0.0130094-0.0374355j 0.0142639-0.00454407j -0.0717235-0.0316968j 0.0466584-0.0154374j -0.0400648+0.0390971j 0.0589793-0.0564558j 0.0237857-0.00710629j 0.031737-0.0159459j 0.00620031+0.0280187j -0.0667654+0.00543746j 0.0972641+0.120699j -0.0524793+0.00449824j -0.0223549+0.00340028j -0.0111195+0.00408534j -0.102676+0.101017j -0.0316373-0.0199548j 0.0115831-0.0179313j 0.0457291+0.0562879j -0.156754+0.103365j -0.0908621+0.0393015j -0.0768768+0.115208j -0.030532+0.0917338j 0.00490247-0.0085795j 0.0611876+0.0560533j 0.124663+0.0186607j 0.0566713-0.0274953j 0.0146125+0.0187735j 0.00229311-0.0170063j 0.0436871+0.000853522j -0.0463583+0.0246131j -0.0128376-0.0300015j 0.0291847-0.0090857j -0.00569035+0.0135509j 0.000298998+0.0193377j -0.00724389+0.00482896j 0.0320634-0.0143677j -0.00131845+0.0119198j 0.0100908-0.00612291j 0.00704376-0.0196774j 0.00450614-0.0060601j 0.0170853-0.00410799j -0.00472506+0.00182351j -0.000509565-0.0167465j -0.00326003+0.00291299j 0.00880591-0.00819343j -0.00938346-0.00228414j 0.00570467-0.0152923j 0.00223375+0.0103937j -0.0158254+0.0236293j -0.00436873-0.00931666j 0.0040586+0.00583685j 0.0318808+0.00453223j -0.00855501+0.0301897j 0.00505079+0.0266563j 0.0145101-0.021381j 0.0119158-0.00801747j -0.00373238-0.00244767j -0.0143698-0.0190304j 0.00226711+0.00734444j 0.015261+0.0334383j -0.00818798-0.000103401j -0.0306911-0.00655099j 0.0182948-0.00673352j 0.00349845-0.00518439j 0.019237-0.00318172j 0.0129102+0.0184603j -0.000276882+0.0138738j 0.0027339-0.00630191j -0.0426769+0.0249846j 0.0169784+0.013634j -0.0249356-0.0033519j 0.0486021+0.0159247j -0.0238784+0.0338219j 
0.0322573-0.0206636j 0.0175931-0.0104873j 0.0663264+0.03818j 0.0496544+0.00320737j 0.0832445-0.0554024j -0.0136632+0.0153975j -0.0301574-0.0766206j -0.0568535+0.0602326j -0.0533336+0.130124j -0.0736077-0.0812558j 0.0492822+0.0114361j 0.0313916-0.0509846j 0.0246831-0.0714143j 0.0472883+0.0625907j 0.0475163-0.0257794j 0.0182185+0.0375589j -0.153606-0.116816j -0.0581897-0.06316j 0.00974388+0.0428603j -0.0567649-0.0105367j -0.0866677-0.0328966j 0.0847794+0.0844213j 0.133171+0.0572057j -0.166293+0.0740702j 0.0523791-0.0464125j 0.103461-0.0287064j -0.00661703+0.0236448j 0.0959594+0.0580943j -0.0881596-0.0834605j 0.0670825+0.0280039j -0.0652955-0.121748j 0.0786244-0.0387896j 0.0170738-0.0225772j 0.179489+0.00400505j -0.0466687+0.0947278j -0.00514109+0.0223377j -0.0408774-0.0290552j 0.00911879-0.0547471j -0.113858+0.0330922j 0.0387555+0.0966982j -0.00752398-0.101118j 0.0249101+0.0314734j 0.13137+0.0981746j 0.059817-0.108722j 0.0999073-0.0127632j 0.0573508-0.0971125j 0.08247-0.0738401j 0.070325+0.0825035j -0.0818601-0.0372453j -0.112922-0.0763883j 0.0131037+0.104134j 0.00702792+0.0268933j 0.0465871+0.0733192j 0.0116907+0.0200633j -0.00247513-0.0217544j 0.0653369+0.0532182j -0.0124731+0.00807131j 0.0145589+0.0232091j 0.000376961+0.0276265j -0.0205907-0.0131213j -0.0332439+0.00420062j 0.0122797+0.0162379j 0.0174811+0.0085948j 0.0118489+0.0185905j -0.0267456+0.0266978j 0.00446686+0.0147653j 0.0047516+0.0265587j -0.00290033+0.0244132j 0.0331369+0.0427536j -0.0167933-0.0126806j 0.00174689-0.0257689j -0.0174662+0.000130228j 0.00608066-0.0310518j 0.0146288+0.00498349j 0.0188979-0.000741698j 0.00135746+0.00430016j 0.0034835-0.0160092j 0.0299872-0.0128145j -0.0137212-0.0300374j 0.00225112+0.0145851j -0.0131518+0.00216337j -0.00599746+0.0144261j 0.00772746+0.0245579j 0.0248076-0.0120471j -0.00025199-0.0106348j 0.0501675+0.0153873j 0.006155+0.00575257j 0.01649+0.00653575j -0.0301953-0.000828212j 0.0125214-0.0201903j 0.00668142-0.0122129j 0.0162125-0.000688008j -0.0058927+0.00389347j 0.0436199-0.0135126j -0.00130641-0.0108612j 0.00925491-0.0198263j -0.0402577-0.0269697j 0.00358163-0.0264748j 
0.00554742-0.0209356j 0.0178194-0.0402196j -0.016537+0.00741417j -0.0183881+0.00386945j -0.00804595-0.0752042j -0.0745902+0.0327265j -0.0411882-0.037121j -0.049641-0.0194979j 0.0489898+0.0839109j -0.156771-0.0273087j 0.10491-0.0574726j -0.0166913-0.0451126j 0.00411588-0.0843952j -0.0551728+0.0179516j 0.0386648+0.0662747j 0.028012+0.041933j -0.0240556-0.056773j 0.0569597+0.0404385j -0.108525+0.145361j -0.0088323-0.106555j -0.0377045+0.0356963j 0.0181482-0.00479383j 0.0135926+0.0530049j 0.0259882+0.0329692j -0.0230904+0.0505712j -0.0644694+0.0155589j 0.00178326-0.151462j 0.0704858-0.161487j -0.0370287-0.0155181j 0.0167312-0.0221453j -0.0188798-0.124851j 0.0731063-0.00931551j -0.0637543+0.0504241j -0.104404-0.044845j 0.0503062+0.0764499j -0.0134781-0.00754012j 0.18471-0.0363646j -0.0190771+0.0358538j -0.00140935+0.0544665j -0.0282067+0.159461j 0.0469132-0.0866038j -0.0178123+0.0921364j -0.14297+0.0635624j -0.0280771+0.214299j 0.00495895-0.0258914j -0.0239316+0.0787469j -0.0466504+0.0517146j 0.0137477-0.076513j -0.038239+0.0472658j -0.00685039+0.0483419j 0.0674472+0.0329039j -0.00220688+0.00939061j 0.0684571+0.000968208j -0.0165808+0.0144705j -0.0212317+0.00560623j 0.0110931-0.0475246j -0.0215947-0.00198432j 0.00421196-0.0340271j -0.000579966+0.0336367j 0.0145622-0.0125489j 0.00705273+0.0171213j 0.00720729+0.0383667j 0.0226691-0.0388251j 0.00032051-0.00165421j 0.0236093+0.00785965j 0.00937395+0.00404316j 0.00649111-0.018073j 0.00281738+0.016602j 0.00470016-0.0214391j 0.0140687+0.000635092j -0.00383617-0.00907235j 0.0180541+0.00563801j -0.0203232+0.000983464j 0.0189341+0.0145504j -0.0154826-0.00242963j -0.0112525+0.0131341j -0.0225342+0.00534978j 0.0129814-0.0187167j -0.0146093-0.0157921j 0.0121186+0.0168589j -0.017648+0.0191507j 0.0200667-0.0318751j -0.0170575+0.0399342j -0.0168282+0.0121357j -0.0102792+0.0289192j 0.0162906-0.00295881j 0.00220467+0.00500508j 0.0055437-0.0187128j 0.00755654+0.0261033j 0.000432749-0.012493j -0.0248637-0.0281956j -0.0170655+0.0232043j -0.0264262+0.0439797j 0.0228928+0.0498897j -0.0495292+0.0300136j 0.0354305+0.0502926j -0.0144999+0.0334322j -0.0271284-0.00811402j 
0.014271-0.0107198j 0.01772-0.0289798j -0.0038447-0.00534463j 0.0274698-0.0407193j 0.0139134+0.0979711j -0.0263735-0.0441496j -0.0225308+0.0693059j -0.0140794-0.0626088j -0.0253271-0.0141931j 0.0249853+0.014872j -0.0484727-0.0229866j -0.0544639-0.022992j -0.0119775+0.112583j -0.0323673+0.0178358j -0.0375354-0.0452884j 0.00200043-0.101291j 0.000366654+0.0110577j 0.0813328+0.0671168j 0.0163026+0.0162817j 0.034305+0.00493148j 0.0129293-0.0117239j -0.00849224-0.0245776j 0.0980917+0.0507554j -0.0877473-0.0636167j 0.055682+0.0592233j 0.0680888+0.0172706j -0.0203207+0.0588047j -0.0273088+0.0963599j 0.0147214+0.136856j -0.0867975-0.0157481j 0.00292606+0.0406957j 0.0162177-0.0612205j -0.0113057-0.0731522j 0.0828153+0.0509624j 0.0459607-0.0690431j -0.111765-0.132793j -0.113835-0.106192j -0.0127553+0.0235318j 0.103726+0.0301528j 0.0496252+0.0404076j 0.00442966+0.10287j 0.0842437+0.137969j -0.0746734+0.0346684j 0.016367+0.114611j 0.119766+0.0650816j -0.0447035-0.0159585j -0.0320953+0.010106j -0.0231635-0.032208j -0.0104508-0.0429484j -0.0957901-0.00501017j 0.00470949+0.0565427j 0.0219975-0.0121085j 0.00127066+0.0378954j -0.00815357-0.0568995j 0.0233406-0.0283653j 0.0583545+0.0321892j 0.00509456-0.000347063j 0.0019686+0.00349451j -0.0184395-0.0245494j -0.0212488-0.0214004j -0.0212007+0.00108952j -0.0064844+0.00162259j -0.0296929-0.00196431j 0.013206-0.00391348j 0.00248423-0.0261245j -0.0202212+0.0378587j -0.00309821-0.00195947j 0.0139283+0.0119072j 0.0228269+0.00931024j -0.00827365+0.00928622j 0.000347431+0.019179j -0.0169638+0.00262672j 0.00788236+0.00649475j 0.00360143+0.00546414j -0.0115057-0.00350484j -0.0114776+0.00262696j -0.0331754+0.00834229j -0.0259122+0.00703329j -0.0128762-0.00712224j -0.00767023+0.0362216j 0.000453438-0.013422j -0.0109429+0.0012262j 0.0303177+0.00178168j -0.00101763-0.00172646j -0.00343587-0.0335175j 0.0102302+0.0265322j 0.0366117+0.00346079j 0.0197415-0.00576754j 0.00564126+0.0287907j -0.00825046-0.0226268j 0.00319043-0.00747391j 0.00472138-0.0319521j -0.015629+0.0114758j 0.011187+0.0140836j -0.0250528+0.0223879j 0.0383144+0.0223081j -0.0428563-0.00245992j 0.000381749-0.0238921j 
0.0237508-0.0129081j 0.000205595+0.00623367j -0.0123789+0.0300431j -0.0111665-0.00549307j 0.0307604-0.0352169j -0.048888-0.020966j 0.016368-0.0185694j -0.057964+0.0150376j -0.0972778+0.0684015j -0.134262-0.0271706j 0.0454774+0.0433652j 0.0725209-0.0156147j -0.0183841-0.0415592j 0.0627836+0.0839254j 0.00674584-0.0655495j 0.0358846-0.0358614j -0.129109-0.0185076j 0.00714649-0.0580299j -0.0341815+0.0109494j 0.0757941-3.55255e-05j 0.0995454-0.0742655j -0.00437255+0.0128739j 0.0915486-0.0408172j -0.0496793-0.0706416j 0.0961511-0.0533691j 0.0325852+0.02643j -0.0954653+0.0321996j 0.00486008+0.0808997j -0.0570461+0.00131286j 0.00279445+0.0357234j -0.0292249+0.0175463j -0.0757717+0.0553471j 0.0290824+0.0112574j -0.121348-0.0528942j -0.0204434-0.0392102j -0.0306508+0.0122305j 0.0998436+0.0430537j 0.0597464+0.00992003j -0.107971-0.0135696j 0.0342328+0.0222998j 0.119248-0.014565j 0.0132697+0.0750326j -0.170304-0.00603515j -0.0265358+0.0858313j -0.00851018-0.0704061j -0.0731825+0.0602628j -0.0799167+0.0382107j -0.00142803-0.0473662j -0.0643467+0.0341058j -0.0180955+0.0237347j 0.073006+0.047396j 0.00850504-0.013753j 0.0564128+0.0391084j 0.0248136+0.025479j -0.0330588-0.0276371j 0.00680045-0.00990249j -0.00814746+0.00691501j 0.00885158-0.0113989j 0.00426162+0.00741375j -0.0299973-0.010158j 0.018268+0.01179j 0.0103002+0.0542129j -0.0160262-0.00966606j -0.00393747+0.0160047j 0.00402383+0.0029056j 0.00328903+0.000393917j 0.00206044-0.00933153j 0.0208064+0.00580081j 0.00126413-0.00720425j 0.0180305+0.0108081j -0.0107054-0.00758689j 0.0290951+0.0156672j -0.0186955-0.00127587j 0.021062-0.0109144j -0.000332751+0.00298558j 0.0154132-0.00476934j -0.0131702+0.026525j -0.00224745+0.00788618j -0.0260771-0.00245378j -0.029729-0.00332654j 0.00598098+0.0234775j 0.0201147-0.0330549j -0.0120802-0.0192916j -0.0290564+0.0511428j -0.00805786+0.00125877j -0.0103512+0.0116759j -0.0293372+0.0234691j -0.00755915-0.0256849j -0.0313168-0.00359073j -0.0192071+0.00704615j -0.0384549-0.0183045j -0.0164698+0.0555376j 0.0086881-0.00346754j 0.00197085+0.0256169j -0.0251296+0.0178859j 0.0286374+0.020966j -0.0265594+0.0152963j -0.0209907-0.0267774j 
0.0172625-0.0196626j 0.0125206+0.00239489j 0.00359418-0.00979843j 0.00979679-0.0458625j 0.0552589+0.0374668j -0.0264339-0.00973557j 0.0591839+0.0891006j -0.0141763-0.051329j -0.0510064-0.055657j -0.0645001+0.0337931j 0.0857293-0.0089111j 0.0197564+0.0176532j 0.122901-0.0074878j -0.0970505-0.200709j 0.0161816-0.0228082j -0.00731758-0.0600242j 0.0532503+0.142466j 0.0618999+0.0872886j -0.037704-0.0454658j -0.0426654+0.0151798j -0.0287084+0.0243513j -0.0643619-0.0588262j -0.0355322-0.0792953j -0.00448961+0.0299747j 0.0087141+0.00283709j -0.00485059-0.00214082j 0.04436+0.0399216j 0.0607435-0.0656538j 0.0220632+0.0466462j 0.0374433+0.0103537j -0.0180731+0.0287993j -0.000608508+0.0197394j -0.0582799-0.0329073j 0.0488571-0.0751899j 0.0275093+0.0979756j 0.0167511-0.0260986j 0.0166656+0.0886951j 0.0856201-0.0541308j 0.0571536+0.0571061j 0.0286529+0.0912227j -0.00180036-0.0324822j 0.0690228+0.0206302j 0.0158629-0.0478239j 0.0894605-0.0290368j -0.0397844-0.00328148j 0.042167+0.00852879j 0.0330751-0.0343887j -0.0407161+0.0339316j 0.00953733-0.0182919j 0.00151463+0.00231566j -0.0105838-0.0192104j 0.00427422+0.0233824j -0.00161581-0.0151998j 0.0039734+0.0145213j -0.00866266-0.0109587j -0.0349752+0.0260341j 0.00461418-0.0153493j -0.021165-0.0264112j 0.00280572-0.0103685j 0.0303472+0.0121373j 0.0179575-0.0217513j 0.00837387-0.0112264j 0.00569179+0.00401183j 0.00449898+0.0210936j 0.0124879+0.0141599j -0.00353867-0.0103842j 0.00146965+0.00382013j 0.00153193+0.000521945j -0.00389985-0.000212891j 0.00762826-0.00670785j 0.00775062+0.00781287j 0.00227922-0.00485912j -0.000962826+0.00477168j -0.0261687+0.00954411j 0.0124533-0.0117302j -0.0152539-0.0200677j 0.00381573-0.0371056j 0.00713836-0.0122932j 0.00550915+0.00787187j 0.0155139+0.00121543j -0.00819323+0.00204144j -0.00835294-0.0124485j -0.00378031+0.00153073j 0.0240035-0.0136037j -0.013544+0.0235958j -0.035115-0.00593083j 0.0109327+0.00696471j -0.0121937+0.0265778j 0.00167805+0.0261584j 0.0215685+0.00440778j -0.0237717+0.012747j 0.0269871-0.00108025j -0.00764632-0.0286871j -0.00154875+0.00719684j -0.00933409-0.0167431j 0.0192171-0.00393964j 0.0122928-0.00446962j -0.00272893+0.00585814j 
-0.00572475+0.00630006j -0.0177966+0.00610059j -0.00205174+0.0026734j 0.00883259-0.0126846j 0.0784822-0.0107746j 0.00952505-0.0143014j 0.000586633+0.000389336j -0.0443758+0.106116j -0.0243209+0.0498652j 0.122489-0.0417427j -0.0678563+0.0109955j -0.0119961+0.0705405j -0.0120768-0.0457586j 0.0252311-0.0207634j -0.0387431-0.0379603j 0.0855251-0.0156565j 0.0252727+0.0237819j 0.0552903+0.0275714j 0.000565429-0.0471613j -0.0644948+0.0900589j -0.0432958+0.0549944j -0.0329293-0.0165081j -0.00780268-0.0608343j -0.003587-0.133965j 0.0461104-0.0155045j -0.035271+0.0177946j -0.0765929-0.131461j -0.0606487-0.111947j 0.00786975+0.0350805j -0.0177703+0.000383388j -0.135704+0.0810111j -0.0344888+0.0457585j -0.0664276+0.110195j 0.0299602-0.14306j -0.0321454-0.0168595j 0.0781147-0.0914504j 0.0505493+0.0914354j -0.0183021+0.00897921j -0.0554396-0.0160776j -0.0298965-0.114198j 0.0629663+0.00235025j 0.0530427+0.0693071j -0.0672916-0.0309652j -0.0201838+0.0616669j -0.092716-0.121616j -0.047211-0.00390226j -0.0469542+0.0194339j 0.012167+0.0282197j -0.0534419+0.00212744j 0.0234209+0.028462j 0.0876878+0.0364334j -0.00383464-0.0149462j -0.00672229+0.0096091j 0.0127075+0.0124716j -0.0346813-0.0262124j 0.0255265-0.00415221j 0.0234419+0.012028j 0.00859413-0.0226876j 0.0262749+0.00644998j 0.0191982-0.0243696j -0.0101392+0.00650154j 0.013492+0.0362519j -0.000171319-0.0378227j 0.00225069-0.00386918j 0.0182405+0.00362782j 0.0107213-0.00736054j -0.0119264-0.0254202j 0.0257467-2.79115e-06j -0.0364726-0.0237068j 0.0370031+0.00639905j -0.0199893-0.00281766j -0.0100241+0.0326542j -0.026315+0.0117059j 0.000357128+0.00679485j -0.0340628+0.00308338j 0.000558332-0.0079572j -0.0273809+0.00855122j -0.0288829+0.00357171j -0.00587578+0.00688136j -0.0239677-0.00971982j 0.00111311+0.038652j -0.00711832+0.0114236j -0.0150007-0.00689923j -0.0142396-0.000942932j 0.0198452-0.00516088j -0.00179813+0.0105378j -0.0188429-0.0175598j -0.00183474-0.0129096j -0.00326896+0.00829975j -0.0354763+0.0105288j -0.0164548-0.0146119j 0.00968626-0.0130076j -0.0177597+0.00377388j 0.0142544+0.018917j -0.00445937-0.00427197j -0.0143158+0.00140224j -0.00330228+0.015294j -0.0359776-0.0128433j 
0.0164095-0.0179685j 0.00915633-0.0031847j 0.00364577+0.0139961j 0.0338031-0.0268079j 0.00620194+0.0703998j 0.0120114+0.0165206j 0.169678+0.0244211j 0.041411-0.0685634j -0.0463125+0.0123333j 0.217515+0.0570247j -0.0123482-0.0101604j 0.000422276+0.00751317j 0.112654-0.000929495j -0.0126408-0.078914j 0.0288916-0.0438312j -0.000232013-0.0244863j 0.0788818+0.0137222j 0.0145722+0.049226j -0.01152+0.0884811j 0.062509+0.0188998j -0.136682+0.117486j -0.00859211+0.0220206j -0.0307983-0.0244616j -0.0237044+0.0966033j -0.0692728+0.00286762j 0.0497473-0.032769j 0.123875-0.0263756j -0.141572-0.0238225j 0.0449578+0.0263598j -0.0120562-0.0530457j -0.0747796+0.0659293j 0.0450155-0.0837123j 0.0184485-0.00586048j 0.0826417-0.0920654j -0.0151756+0.0932736j 0.134578-0.0806934j -0.00121146-0.0152852j -0.0386496-0.0288351j -0.0753708+0.0748593j -0.00132011-0.110266j -0.0406511+0.0164499j 0.00219533+0.0807406j -0.0554721-0.0375391j 0.0202363-0.103191j -0.0098973+0.00200318j -0.0127054-0.0876586j -0.0175118-0.0650249j -0.0287277+0.0506623j 0.00214618-0.0472133j -0.0373905-0.0225888j -0.00523757+0.0243837j 0.00762034-0.0142606j -0.0387686-0.0140829j -0.012503-0.0245549j 0.033566-0.0140987j 0.0340555+0.00601757j 0.00123805+0.00146833j 0.00957531+0.0127931j -0.00932509+0.00621449j 0.0114946-0.0243749j -0.00601725+0.00888891j 0.000867655-0.0239367j -0.0109305+0.010607j 0.00461278+0.0265051j 0.00667302-0.00259768j 0.00473693+0.0107946j -0.0143807+0.0137671j -0.00287785+0.0284782j -0.00849115+0.0223527j 0.00233679-0.00871525j 0.00619307-0.00270105j -0.012185-0.020141j 0.00902261+0.00279811j 0.00068745-0.00453945j -0.00987897+0.0153669j 0.0138989-0.00601748j 0.00757761-0.0396814j -0.0345785-6.98108e-05j 0.0103001+0.00420015j -0.00447687+0.00929103j 0.0143533-0.00634338j -0.000123656+0.0181013j 0.0028633+0.0162838j 0.0166942+0.00434061j -0.00212616-0.0377464j 0.00157487-0.0010537j -0.0255071+0.0172978j -0.00532158-0.0237211j -0.0217322+0.0146479j 0.00191672-0.0123608j 0.00311993-0.0107419j -0.0236618+0.00622399j 0.0121166+0.0234877j 0.00392472-0.0201218j 0.00581126+0.00205808j 0.0119296-0.0200738j -0.00589167-0.0134818j 0.00307075+0.00055012j 
