0.0120523+0.00310116j -0.0307754-0.0720559j 0.0314911-0.0709397j 0.0258466+0.0413046j -0.0467829+0.051301j 0.00274246+0.05499j -0.022211+0.0556681j 0.0471298-0.0178461j -0.0257137-0.0103956j 0.0353707-0.0042327j -0.0346711+0.00138076j 0.0782665-0.0393961j 0.0707216-0.0212543j 0.0165248-0.00900661j -0.0193811+0.0136346j -0.00246158-0.000268049j -0.00477584-0.000667033j -0.0405989+0.0194472j 0.058894-0.0435412j 0.0334025-0.0165265j -0.0241726+0.0116661j 0.0226306-0.0150078j -0.0168841-0.000921039j -0.0567153+0.0280935j 0.0184283-0.00625683j 0.0440798-0.0242839j 0.00554519-0.00322487j -0.0375208+0.0137605j 0.0244543-0.00928434j -0.0228097+0.00197259j -0.0230729-0.010221j -0.0349674+0.0307472j -0.0156846-0.00745625j 0.0384-0.0307649j -0.00426916+0.0389778j 0.00623256-0.0227839j -0.0041781+0.0175261j 0.0231762-0.0484557j -0.0266653-0.0439543j 0.0813395-0.12146j -0.0920512+0.0101199j 0.0261004-0.0203688j 0.0863975+0.0217549j -0.0794041+0.146696j -0.12097+0.106084j -0.112275-0.00514623j -0.112296+0.0625117j 0.041139+0.054838j 0.0244831-0.185352j 0.160534-0.168089j 0.164731-0.0523485j 0.00178926-0.0213915j 0.0685681-0.00340756j 0.0832982-0.0820121j -0.0950573+0.0018305j -0.0192535+0.0922554j 0.0383016-0.0252935j -0.0350217+0.0443685j 0.0155194-0.0129085j -0.0205623-0.0231403j 0.0822617-0.0627489j 0.0263137-0.0430878j 0.00563227+0.0210703j 0.00288802+0.0402036j 0.0573507-0.0318843j 0.0148152+0.00255001j -0.00952238+0.0202515j -0.00434787+0.0383678j -0.00744708+0.0182085j 0.0311956-0.0149549j -0.0248866+0.0103963j 0.0353997-0.0150304j -0.00167131-0.0185396j -0.017075-0.00236984j -0.00976861-0.00272634j 0.0063949-0.0206361j 0.0514727-0.0441294j -0.0180285+0.00633976j -0.0135961-0.00257625j -0.00514607+0.0155461j 0.00551313-0.00102593j 0.0236108-0.012127j -0.00863448-0.0103664j 0.00830306+0.00537046j 0.00554042-0.0126155j -0.00782436+0.019598j -0.0377027+0.0240847j -0.0212406+0.0318472j 0.00340758-0.00216174j -0.0202308+0.0130182j 0.00886122-0.0283335j 0.0346944-0.0250336j 0.0214694-0.0426977j 0.0178028+0.000996432j -0.0753372+0.143196j -0.104317-0.0205438j 0.0825186-0.12491j -0.0670046+0.0222844j 
-0.00471806-0.0554592j 0.00824828-0.00498642j -0.00179557-0.0362115j -0.0351132-0.00163964j 0.0378955+0.0184494j 0.0941111-0.01544j 0.0438037+0.0324791j 0.0540475+0.0104914j 0.0350423-0.05323j 0.0527762+0.0823911j -0.102338-0.0276787j -0.0155369-0.0582767j -0.0705149-0.0641798j -0.0986074+0.0272011j 0.024853-0.0422571j 0.102762-0.0665944j 0.0172296-0.130407j -0.0191362+0.0134214j -0.0377968-0.00477544j 0.0218682+0.0905829j 0.00921684-0.00626107j 0.0233792-0.0824521j -0.0744843+0.0636255j 0.00664372-0.009897j -0.0424735-0.0601985j 0.0362192+0.0559992j -0.0923457+0.0017586j 0.0763596+0.0464289j -0.00604672+0.0123847j 0.0735731+0.00170451j -0.0144836-0.0241297j 0.0276414+0.123687j 0.0292729+0.0318214j -0.0447476-0.0556419j -0.0262857+0.101012j -0.0772433+0.101249j -0.0574616-0.0663045j -0.0799372+0.043561j -0.0491753-0.0743481j 0.0363355-0.0365658j -0.03355-0.0191166j 0.017158-0.0653092j 0.0184983-0.0278396j 0.0963668+0.0355886j -0.0820078-0.00960091j 0.00204257+0.0580133j 0.0679609+0.0400444j -0.0179271+0.00472293j -0.0135081+0.0198368j -0.00790091-0.0208133j -0.0195706-0.0512447j 0.0135872-0.00503122j -0.0125305-0.00799989j -0.0160573+0.000922025j -0.00671531+0.00485077j 0.0409766+0.0160078j -0.00453103-0.0114656j -0.00127166+0.00837235j -0.00775969+0.0169477j -0.0108357-0.0215338j -0.00368683-0.00969508j -0.0116451+0.00772586j -0.0104112+0.0237396j 0.00407204-0.0128509j -0.0094463+0.00579694j 0.0111088-0.0161984j 0.0184318+0.0238677j 0.022412+0.0215586j 0.0116598+0.00523146j -0.00216446-0.000527605j 0.0172645-0.00661492j 0.00320209-0.000259735j -0.0273495-0.0194125j -0.0207635-0.0146553j 0.00579778-0.0337944j -0.0235602-0.0227771j -0.0273921+0.0111326j -0.00939611-0.00516904j -0.0264724-0.00290224j 0.00753924+0.0117922j -0.0042515+0.00411368j -0.00942549+0.00623549j -0.0219184+0.0121366j -0.0162985+0.00590554j 0.00960727+0.00866743j 0.0150098+0.00779286j -0.0119325+0.015263j -0.00947579-0.0115644j -0.00219137+0.0173008j -0.00574745+0.0204873j -0.0262524-0.000779003j 0.01076+0.00433151j -0.0145991-0.00648677j 0.00793586+0.0114436j 0.00255325-0.00339123j 0.0113577+0.0102154j -0.00517574-0.00445475j 0.000408524+0.0118941j 
-0.00568346+0.000122829j -0.0104797+0.0249146j -0.0598252+0.0136095j 0.0292172-0.0542187j -0.118711+0.0185139j 0.0864749-0.0222057j -0.046883-0.013811j -0.0113931-0.0407806j -0.0787129-0.0513373j -0.0155069+0.0231452j 0.0910408+0.114795j -0.0778166+0.178689j -0.107754+0.087142j -0.0882485-0.123242j -0.0527291-0.0512746j -0.0290574-0.0424121j 0.00611646-0.0243626j -0.0463665+0.0972942j 0.110043+0.10162j 0.0544758-0.0504661j -0.00721938+0.0101268j -0.167414-0.0329552j 0.119348-0.0433024j -0.196817+0.0570708j 0.00532096-0.100478j 0.10257+0.0850668j -0.0669366-0.010709j -0.100597-0.061139j 0.00699665-0.127758j 0.0437558+0.0423307j 0.0316276-0.0751841j 0.0528094+0.0844852j 0.0511581+0.100626j -0.0916006+0.0245823j 0.0364471+0.150694j -0.00874572+0.128308j -0.00164719+0.0259972j 0.0140459-0.023939j -0.104871+0.00283274j -0.0700019+0.0111436j -0.0804903-0.00925934j -0.0979994-0.0525404j -0.0507148-0.00417027j -0.0375044-0.0451456j -0.0262834+0.0123732j -0.0100396-0.00769676j 0.0278431-0.0406777j -0.0161481+0.0559617j -0.0508811-0.00773427j 0.0314864+0.0325883j -0.00141972+0.00964379j -0.00146511+0.0148495j 0.00113939+0.0131812j 0.0347928+0.0545366j -0.0511114-0.0103837j 0.0236196-0.020103j -0.00106998-0.00444365j -0.0453763-0.0322781j 0.0737752+0.0308875j -0.0362151+0.00568031j 0.0219021+0.011686j 0.0154922+0.0197996j 0.0163131+0.0401303j 0.029914-0.00448009j -0.00387908+0.00747118j -0.00627156-0.0174189j -0.0263399+0.00914582j 0.00562525-0.01138j -0.0183611-0.0195312j -0.0128708-0.0050704j 0.0200994+0.000167119j 0.0206259-0.00681637j -0.00200763-0.00463739j -0.0160911-1.04144e-05j -0.00308516-0.010548j 0.0319487+0.00688401j -0.00697206+0.0095182j 0.022619-0.00492478j 0.0092354+0.0109584j 0.0108357+0.000981995j 0.0219907+0.00380052j 0.00529017+0.00379237j -0.0410418+0.0092516j -0.0126679-0.00504745j 0.0206393+0.0189615j -0.00162943-0.0250674j -0.0046736-0.00871067j 0.0135607+0.010496j -0.0128518-0.0138768j -0.00853115-0.0178311j 0.00691188+0.006033j 0.0136091-0.00444036j -0.010986-0.0136873j -0.00422143+0.00279454j 0.0186658-0.00386839j -0.00110434-0.0229956j 0.00964586+0.0138052j -0.0174309-0.00332374j 
-0.00411162+0.0353725j -0.0216352-0.0178343j -0.0129945-0.0325853j 0.0682236-0.0509332j 0.0359932+0.0286254j 0.0272441-0.02722j 0.0863753+0.0679749j 0.0679543-0.0229659j 0.0717009+0.0416502j 0.0783245+0.0200345j -0.0752607+0.0460345j 0.0541426+0.00346294j -0.0218646-0.0133774j 0.0355511+0.091731j 0.032378-0.0613362j -0.0161604-0.000918063j -0.0256143-0.137653j -0.031514-0.0873808j -0.0606407+0.0195782j 0.0753925-0.101988j 0.0180934+0.0613684j 0.0620035-0.00709j 0.111156+0.0367402j 0.0767767-0.019219j 0.0105059-0.00890049j 0.0729694-0.0126908j -0.0903719+0.00129866j 0.109416-0.0944308j 0.068149+0.0330169j -0.164319-0.0701796j -0.028957-0.0173489j 0.0905439+0.0441263j -0.0773246+0.021756j -0.0260961+0.0346981j 0.0359158+0.0447372j 0.00100056+0.0318544j -0.0584645-0.0224121j 0.0964591+0.00750011j -0.0427523+0.125799j 0.00778456+0.0662794j -0.025625+0.0512137j -0.125827+0.074301j -0.0725599+0.0201027j -0.0269741+0.120698j -0.044123-0.0221498j 0.0379656+0.0354733j -0.0497263-0.00666546j -0.00565582-0.0905045j 0.0418697+0.0143733j -0.0476014+0.0187594j 0.0167866+0.0542544j -0.0034725-0.00979299j -0.000877731+0.0340318j 0.00652515+0.0359257j 0.0343212-0.0120415j 0.0106966+0.0137286j -0.0213568+0.0169097j 0.00136241-0.00378745j -0.0352641+0.0193464j -0.00440721-0.0192652j 0.0236783+0.0220892j -0.0214722+0.010983j -0.0145596-0.00934302j -0.0260233+0.0172439j -0.00525918-0.0297413j -0.00660527+0.00491324j 0.000658264-0.0361215j 0.00754661+0.00727322j 0.00340353-0.0139692j -0.0109294-0.000569772j 0.00108166+0.0191224j -0.010855-0.00230276j 0.0234902+0.00064755j 0.0171195-0.00979197j 0.00505767-0.0251659j -0.00734343+0.00710461j 0.00396691+0.0200918j -0.0090625-0.0306471j -0.000355213+0.0100141j 0.0249621+0.00221103j -0.00310697+0.00342333j 0.0145642+0.0183214j -0.0284851+0.0157344j -0.0053925+0.0105029j -0.000995801+0.00969797j 0.0103496-0.00753152j 0.0162551-0.0113j 0.00326099+0.010696j 0.00415289-0.00929716j 0.0199719-0.00803964j 0.00593365-0.00593081j 0.00269858+6.2042e-05j 0.00159651+0.0167292j 0.0109181+0.00305956j -0.0298292-0.000468034j 0.00308483+0.027842j -0.00745306+0.0133715j -0.00343426-0.0196787j 
-0.000821386-0.00226718j 0.0138079+0.0113538j 0.0214952+0.0283212j -0.0412664+0.0278534j 0.101817-0.0588709j -0.170193-0.0631114j -0.0359108+0.0611028j -0.0256774+0.0399055j -0.0139408+0.0259701j -0.125315-0.0122998j -0.0708889-0.0425122j 0.0544971+0.0745832j -0.0158702-0.045494j -0.082623+0.0314536j 0.0396543-0.000832246j 0.0117649+0.0733554j -0.0367169-0.0722745j -0.0686666+0.199437j 0.0518725+0.0830065j 0.15913-0.115616j -0.0116596-0.0230627j -0.0811079+0.0209996j 0.061901+0.115553j 0.121219-0.0314544j -0.0672657-0.127503j -0.0115692-0.0640115j 0.0715378-0.0178214j -0.163208+0.0138899j 0.161809+0.0932505j 0.15639-0.194277j 0.00221521-0.0475071j 0.191716-0.0953371j -0.0366298-0.0118354j 0.116619-0.0362651j 0.00444516+0.0129054j 0.0316125+0.000949695j -0.0761913-0.00411692j -0.0114394+0.0843316j 0.0293799-0.0857771j -0.0422655-0.0260341j 0.0353607+0.0283204j -0.00572243+0.0290457j 0.0125976+0.000923321j 0.0304131+0.0812894j 0.0372834-0.0117958j 0.00259274-0.00985073j -0.0427609-0.0264552j 0.0469924-0.0673391j 0.0325872+0.013362j 0.0150092-0.0200246j 0.0171856+0.00339117j 0.0474692+0.0308215j -0.00849087-0.0185549j 0.00216027+0.00597521j 0.012861+0.0275336j -0.00770575-0.015551j 0.00704487-0.025807j 0.0200299+0.0107022j -0.00566785-0.0106938j 0.00609504-0.00414848j 0.0214282-0.0449227j 0.0174452+0.0107423j 0.00465528-0.0314167j 0.00461356-0.00752145j 0.0139246-0.0140068j 0.0192999+0.0146231j -0.0272288+0.0177384j 0.00572959+0.0184352j -0.0114545-0.000770006j -0.0176402+0.00210713j -0.000689566-0.022291j 0.00264317+0.00275889j 0.034127+0.0137933j -0.0117409-0.00798332j 0.0108197-0.00246638j 0.00224928+0.00564858j 0.00760016-0.0114692j -0.00271867+0.0123867j -0.00369966+0.0274233j -0.00538683-0.000259428j -0.0170427-0.0377253j -0.0144543-0.00603823j -0.0136414-0.000530942j -0.0039732-0.0239387j 0.0069055-0.0189055j -0.00956041+0.00613014j 0.00921872-0.00184804j 0.00358825+0.0015501j 0.0110869+0.00721681j -0.00313527-0.00608637j 0.0123865-0.0102851j -0.016881-0.00652067j 0.00572536+0.00664198j -0.00497432+0.00258092j -0.00457429-0.000122135j -0.00342505+0.0202386j 0.00357038-0.00657754j 0.00231688+0.00330975j 
-0.0194828-0.0328807j 0.0113366+0.0370143j 0.0351418-0.0331515j -0.0240353+0.0522768j 0.0537306+0.00933497j 0.00559251+0.0389624j 0.072698-0.0334566j -0.0675323-0.0633674j 0.0358731-0.0261699j 0.0944791+0.107223j 0.152279+0.121868j -0.0669067-0.0208904j 0.125779-0.0348078j 0.0626578+0.0223726j -0.082438-0.0410981j -0.00496555+0.191985j 0.0246429-0.0185247j -0.0489337+0.115529j -0.0933867-0.0345754j 0.182684-0.137529j 0.0568325+0.128351j -0.00235004-0.0325042j 0.0037331-0.105477j 0.127714-0.0956553j 0.0187585-0.0915385j -0.0250926-0.0417972j -0.145291-0.0252437j 0.0444811+0.00716845j 0.011372+0.0460634j -0.0494687-0.0257285j -0.0436047-0.115823j -0.0215217+0.0129067j -0.0677576+0.139123j -0.0202204+0.270173j 0.11223+0.0123862j -0.0559062+0.0973358j -0.0193231+0.160077j 0.0460469-0.0293639j -0.0389699+0.0690238j 0.0493257-0.000985782j -0.00137579+0.056211j -0.0301227-0.0155698j 0.041657+0.0267057j 0.0616743-0.0199824j -0.0109132+0.0392622j 0.0206187+0.0245311j 0.0282767+0.0142145j -0.00682701+0.016743j -0.0267406-0.0203893j -0.0270978+0.0121197j 0.020294-0.0364337j -0.0724858-0.0271429j 0.00208002+0.00207938j 0.00686666+0.0407821j -0.0352088+0.0203114j 0.0329791+0.0177288j 0.0167003+0.0264272j -0.00323009+0.0179191j 0.0205826+0.0172392j -0.00599507+0.0314869j 0.0340944+0.00363371j -0.0198925+0.0117214j -0.00924855+0.000896459j -0.00167192+0.0027114j 0.0394742-0.018465j -0.0013503-0.012615j -0.0100089-0.0247191j 0.0024953-0.0304509j -0.0067287+0.00321968j -0.00613738-0.0203309j -0.0211088+0.0199695j 0.00148376+0.0182122j 0.00969345+0.0166452j -0.0144867+0.0122266j 0.019291+0.009589j -0.0153814-0.0111151j 0.00621209-0.00511403j 0.0165147+0.00563856j 0.0185668-0.00448145j 0.0214465-0.00515872j 0.0156501-0.0186786j 0.0139123+0.00724236j 0.0139303+0.0282648j -0.00735819+0.0166433j 0.0160391+0.00589551j -0.0191464+0.0142845j 0.00681764+0.0125451j 0.00835801+0.0130237j 0.0084542-0.0132307j -0.00285984+0.0141868j -0.00259783-0.00486296j -0.0236511+0.000835538j -0.00522273+0.00778404j 0.000937251+0.00378603j 0.0229274-0.00591215j -0.0105405-0.0148393j 0.00467067+0.00151543j -0.0105963+0.01212j 
0.00807714-0.0120373j -0.00961629+0.00397402j -0.0220682+0.020987j -0.00499125+0.00328301j -0.0270433-0.0376475j 0.0317228+0.121695j 0.132464-0.0869022j -0.0125801-0.0884713j 0.0663872+0.0281848j -0.0175675-0.04794j 0.0144384-0.0336486j 0.0503432+0.0302112j -0.0674775-0.0335582j 0.0776725+0.0923576j -0.0313285+0.123129j -0.0373076+0.0241715j 0.000289295+0.100068j -0.0272298+0.103068j -0.00994777-0.112812j -0.0295414+0.0884632j 0.000411199-0.0740468j 0.110717-0.0680796j 0.0342445+0.0985449j -0.165716-0.0835943j 0.00632341-0.0572111j 0.00411353+0.0392081j -0.0106547-0.0183526j 0.0740929-0.0920842j 0.0958081-0.025025j 0.0427638-0.125012j -0.00748644-0.0201506j 0.0354527-0.0635142j 0.0283903-0.0123624j 0.0280933+0.0208528j -0.0187095+0.0273742j -0.0346401+0.124953j -0.029674+0.0905535j 0.0598487+0.0206452j 0.0208929-0.0190872j -0.0851294+0.0368565j 0.0186803+0.0125284j 0.0250168+0.0181434j 0.0586411-0.0564127j -0.0615269+0.0222119j 0.00170352+0.0170408j 0.00772391+0.0186419j 0.0320325+0.0439325j -0.0324167+0.0198277j -0.027191-0.0197472j -0.00840434+0.0239273j -0.000428427+0.0457346j 0.0308261+0.0143409j 0.0206287-0.00339271j 0.008203-0.00618771j 0.00420285-0.00150847j 0.0108615-0.0235193j 0.0289129-0.0120548j -0.00963466+0.036653j 0.0126209-0.0107411j -0.00331863-0.0213958j 0.00156756-0.00448539j 0.0104273+0.0150943j -0.00046169+0.0068833j -0.0225995-0.00166538j -0.0274897-0.0240414j 0.0148105+0.00478232j -0.0185584+0.00143947j 0.00356953-0.00350935j 0.00561827-0.0254392j 0.00619501+0.0119806j -0.00539976+0.00123292j 0.008319+0.00915174j 0.00401673-0.000302341j 0.00346426-0.00270068j -0.019026-0.0251432j -0.0021394-0.0174211j -0.00862197-0.00421671j 0.00634559+0.0154194j -0.0126269-0.0289918j -0.00465919-0.00582512j 0.0246184+0.0213336j -0.00586395+0.00396911j 0.0061941-0.000973126j 0.00741652-0.00480262j -0.00648457+0.00976156j 0.00380213-0.00929826j 0.00699607+0.00590415j -0.00802854+0.00796736j -0.00158635+0.00534714j -0.000464116-0.00206954j 0.000380901-0.00696596j -0.00891298-0.00511887j 0.00302387+0.00428806j -0.00958045-0.000585284j 0.00400307+0.00153871j -0.00533321+0.00336937j -0.00405011+0.00184486j 0.000419875-0.00917359j 
0.0213488+0.00371073j -0.0132133-0.0332829j 0.016276+0.0210975j 0.0463879+0.00368759j -0.0853187+0.0186809j 0.0890825+0.0506064j -0.0140116-0.0809385j 0.0837355+0.037129j -0.043618-0.0650261j 0.0218948-0.144736j 0.11416-0.139869j 0.0852801+0.0105258j -0.0849191-0.0908777j 0.0264314+0.131944j 0.114098-0.00966053j 0.0249996+0.0941889j 0.0365393+0.0717578j -0.052048+0.0903918j 0.169235-0.0129245j 0.132053+0.114294j -0.00377894-0.0522994j 0.0754884-0.0599726j 0.0456914-0.0448067j 0.132587-0.113782j 0.0728925-0.1819j 0.116433+0.0395721j -0.0584367+0.0406358j 0.0288476+0.122002j 0.168016+0.0503939j 0.046916-0.0855349j -0.019068+0.0591544j 0.158079-0.0718947j -0.141293-0.0238941j -0.065045+0.0396953j -0.0745889+0.0409577j 0.0168926+0.00885953j -0.0352828+0.0190438j -0.00076138-0.0748326j -0.0114992+0.0172752j -0.00367617-0.0494249j -0.00907696-0.00982476j 0.0582456-0.00510462j -0.0568851-0.0216833j -0.00526171-0.0694187j -0.0164253-0.0148627j -0.0266131-0.0329187j 0.0223965+0.0256693j -0.0323827+0.0741578j -0.00810613-0.0175454j 0.00513426+0.0101674j -0.0300706+0.0106213j 0.000848584+0.0286289j 0.0358802+0.0220657j 0.00558413-0.0339629j 0.0327816+0.000626065j -0.0126309-0.00919312j -0.031987+0.017077j 0.00288627+0.0190278j -0.012363-0.0287955j 0.0475631+0.00319756j 0.00392462-0.0357878j 0.00888248+5.34669e-05j -0.0237939+0.00311591j -0.0168795+0.0388376j -0.0165771-0.0101339j 0.0187163-0.0310496j -0.00811777-0.00242769j 0.0182765+0.0304643j -0.0189585+0.0205432j -0.0377535-0.013409j -0.0051253-0.00203593j -0.0375335+0.0176043j -0.00357706+0.000841825j -0.0198973-0.0269983j 0.0144852-0.03007j -0.0216181+0.00157816j -0.00285884+0.00265116j -0.00794023-0.0146788j -0.00902684-0.00517288j -0.010382-0.0101838j -0.00282559-0.012148j 0.01543+0.0062395j -0.0053202-0.00467628j -0.00487112+0.00796084j -0.00562238-0.00214997j 0.0150665+0.00519988j 0.00274505-0.0111122j -0.000314427-0.00493517j -0.0122151-0.00987919j 0.0127232-0.0106169j -0.00717574+0.00931011j 0.0263749+0.00760915j 0.0071295-0.0150532j 0.0038531-0.00354937j -0.0113783+0.000260977j 0.0176986-0.00292453j -0.00554007-0.014113j 0.0127706-0.00579583j 
-0.0149258+0.0261647j 0.019313+0.0308398j 0.0128668-0.0281952j -0.0256576+0.036552j 0.0438488-0.00406272j 0.0626933-0.115251j -0.0386663+0.026585j -0.148926-0.0024285j -0.059815-0.115087j -0.106582+0.0102408j -0.0158413-0.178238j 0.020136+0.00395929j 0.0139842-0.0726651j 0.00709105-0.0268566j 0.0366915-0.0786589j -0.0156336+0.104353j 0.0582524+0.0461853j -0.0242184-0.0378977j 0.0562655-0.014102j 0.00521606+0.0423494j -0.0405176-0.101435j -0.0256031+0.0520031j 0.0829842+0.0417952j 0.0590353-0.00267226j 0.00213504-0.20489j 0.0745671-0.0942118j -0.133017+0.0590349j -0.0581485+0.0987033j 0.12341+0.0731166j 0.0679846+0.0561449j 0.068308+0.00955509j 0.0521137+0.0057549j -0.0255123-0.115847j -0.0135977+0.0393609j -0.0552186+0.10648j -0.134652-0.0971091j 0.0685001+0.0086323j 0.0549357+0.00322169j 0.0373967+0.0726812j 0.0916203-0.027813j 0.0709626-0.0654563j -0.00444081+0.0116152j 0.00648005+0.0368522j -0.0398098+0.055051j 0.0467234+0.022461j 0.025792-0.00170431j 0.0425083-0.0611343j 0.0420834-0.00462408j -0.0509066+0.0117283j 0.0249028+0.053118j 0.0241265-0.00471073j 0.00968481+0.00674969j -0.00220623-0.0463294j -0.00897392-0.0100745j -0.00112104+0.0176416j -0.0155488+0.00402846j -0.0134569+0.0226803j -0.00775082+0.00182004j 0.000704955-0.0117408j 0.016628-0.0107677j 0.0350738+0.0105247j 0.00740602+0.0219137j -0.020299+0.00835752j -0.00932563+0.0130192j 0.00309282+0.0101786j -0.00691518+0.0139161j 0.0038639+0.00453471j -0.011587-0.00948036j 0.0185146-0.00868214j -0.0070539-0.00122484j 0.00215173-0.00373585j 0.0218007+0.0056225j -0.00529432+0.0213885j -0.00382231-0.0114889j -0.00156284+0.00366604j -0.00928542+0.00204044j 0.00119759-0.0316065j 0.0117965+0.00501761j -0.0119798+0.0038319j -0.0141975-0.0137437j 0.00860219+0.00231098j -0.00324473-0.0237972j 0.0136863-0.0185738j 0.0104982-0.00733308j 0.00617582+0.0172367j -0.0133778-0.000578815j 0.00446171+0.000602413j -0.00376628-0.00016933j 0.0118525+0.00114142j -0.00758826+0.00870698j -0.000815781-0.00040631j -0.018327-0.00327943j 0.00097519+0.00742794j -0.00268089+0.000192897j 0.0114762+0.00754229j -0.0112928-0.00420758j 0.00606194+0.0109976j -0.00180814+0.000434439j 
-0.0209256-0.00973572j -0.0163831+0.0324745j 0.0157688+0.0250501j 0.0521005+0.02281j 0.0570894+0.013192j 0.108093-0.0348858j -0.0069129-0.00919665j 0.0952753+0.0453293j 0.0907416-0.024413j 0.0419676+0.0940786j -0.0964489+0.0904301j -0.0782686-0.0519219j 0.175424-0.0546965j 0.0795517+0.0288018j 0.0203376-0.0426752j 0.0603499+0.0281658j 0.0452111+0.0284772j 0.100227-0.0637119j -0.0616328-0.0201914j -0.0289392+0.0985995j -0.0086432+0.0558451j 0.114631+0.0292129j -0.14566+0.0400535j -0.0735508-0.0336409j -0.0602128+0.000157593j -0.00406905+0.0475521j -0.0138982-0.00416881j -0.0597516+0.0335745j -0.0365263-0.0800241j 0.0288046-0.0770951j -0.0874353-0.0459439j -0.104178-0.00465622j 0.185494+0.00404238j 0.0855349+0.0248821j 0.101843+0.00788647j -0.0370032+0.110183j 0.0147501+0.0298373j 0.0921924+0.017718j 0.00480132-0.00576097j -0.0371954-0.0634916j 0.086797+0.0119558j -0.0226396+0.0728748j -0.0061324-0.023755j 0.0109243+0.00068732j -0.01152-0.0407089j -0.0334108-0.0335417j 0.0237044-0.0394886j 0.0182238+0.00459154j 0.0441921+0.0255329j -0.0378167-0.0073175j 0.0358413-0.00595251j -0.0245545-0.0590866j 0.00324261+0.0417968j -0.055379+0.0394225j -0.0268563+0.00135004j -0.0225419+0.0628108j -0.0117495-0.0131273j -0.0073988-0.00699964j -0.011535-0.0142395j -0.0253997-0.00205861j -0.0140384+0.0225351j -0.0228623+0.0048668j 0.0158919-0.018793j 0.0239927+0.00642147j 0.0281453+0.00339675j 0.0178388+0.00735331j 0.0234639-0.0141982j -0.0129363+0.011499j -0.016199-0.0262934j 0.0238353+0.0228639j -0.000590827-0.0105975j -0.00499298-0.0034264j 0.0276102-0.0176411j 0.0120821-0.00845533j -0.00832333+0.0152353j 0.0134719-0.0113602j -0.00255883+0.00205858j -0.00778977-0.0147218j -0.00675194-0.00105788j -0.0275689-0.00424491j 0.00776936+0.0156362j 0.0118374-0.00653294j 0.00307181+0.000208651j -0.0106999-0.0227189j -0.00263448+0.00859978j 0.0189007+0.0209825j 0.0124999+0.00166568j -0.001964+0.0105451j 0.00909497-0.0260515j 0.0200675-0.00414416j -0.00193437-0.00731677j -0.0104282+0.0126736j 0.0153021+0.0117285j 0.00141965+0.00617716j 0.0022811-0.00801932j 0.00174423+0.0115669j -0.00822624-0.00471682j 0.000804479-0.0209975j 
-0.0120241-0.0295201j -0.0177175-0.0259786j 0.0191544+0.0150708j 0.0386995-0.0678934j -0.0994046+0.056169j 0.0732105+0.0342691j 0.0136726+0.0899979j 0.0587078+0.043727j 0.100162-0.0867905j -0.0253335-0.00896615j -0.032798-0.0252334j -0.013032-0.0847722j 0.0539911-0.110216j -0.0642-0.0313524j 0.0883332-0.0503661j 0.0336441+0.0213331j 0.0905438-0.0465232j 0.00559076-0.0751947j -0.0814043-0.0308113j 0.108572+0.0661412j 0.0330379+0.0807575j -0.0151577-0.091674j 0.121435-0.0829706j -0.0390228+0.070457j -0.042219-0.0675598j 0.0191656-0.0343591j -0.0700129+0.127074j 0.0984156+0.0192729j 0.000896824-0.013555j -0.0322183-0.114758j -0.0779623+0.181352j -0.103336+0.0542443j -0.0172395-0.119902j 0.0319413-0.0500199j 0.00788127+0.144649j 0.010847+0.00413975j 0.0603877+0.0506759j 0.0143266-0.0717891j -0.0442403+0.0936342j -0.00697395+0.0929959j 0.025588-0.0202662j -0.0534626+0.0206014j 0.00415016+0.0448241j -0.0168622-0.00851471j -0.00163066-0.0498839j -0.0203205+0.0211685j 0.00415985-0.00986074j -0.0224544+0.0075565j 0.0086637+4.8667e-06j -0.0279277-0.0114173j -0.0121263-0.0736612j -0.0341403-0.000849451j 0.00185449+0.0447384j -0.044959+0.0112839j 0.00278426+0.0153872j 0.0240852+0.0268859j 0.00272348+0.0119412j 0.000781263+0.00618205j 0.00295329-0.00726885j 0.000145421-0.0155265j -0.00361886+0.00460305j -0.00794782+0.028974j -0.00472425+0.0237832j -0.00506301+0.00208998j -0.0063401+0.0219412j 0.000420868+0.000741344j 0.0113313+0.00861135j 0.0220974+0.0198026j 0.00810802+0.00891169j -0.00105641-0.00729893j 0.0314519-0.00118576j 0.0024644-0.00984302j -0.0250194-0.00612778j 0.0123122+0.000161187j 0.0072029-0.0149192j 0.0127051-0.00725184j -0.00294855-0.000204426j 0.0134074-0.00478891j -0.0211343+0.00199012j 0.00230832-0.00203742j 0.00104509+0.00584305j -0.00399891-0.00181032j -0.00718959-0.0136674j -0.00523915+0.000656202j 0.00970721+0.00279429j 0.00960794-0.00563803j 0.00133232+0.00887152j -0.00895486-0.0110275j 0.000870722-0.0046521j -0.0103045+0.0115493j 0.00856696-0.0123144j -0.0166512+0.00356481j 0.00121779+0.00900158j -0.00785795-0.000213032j 0.00296563+0.00538487j 0.00238258-0.00216539j -0.00511205-0.00739559j 0.00517996+0.000540339j 
