-0.00485189+0.00692655j -0.00549765-0.00351678j -0.00407878+0.000883844j 0.00215998-0.00521406j 0.000592283-0.00376984j 0.000431766+0.00530935j -0.00440228-0.00189167j 0.00041965-0.0027131j -0.00200328-0.0011442j 0.000326656-0.00390147j -0.00378167+0.00126291j -0.00112158+0.00197711j 0.000638267-0.00482091j -0.00417775+0.00452016j -0.000755778+0.000258249j 0.00269982-0.000781167j -0.0037913-0.000421296j 0.00148827-0.000799424j 0.0055813-0.00453469j -0.0042843+0.00321775j 0.00135219+0.000158306j 0.00515835+0.000192293j -0.00072959-0.00062605j 0.00262718+0.000766751j 0.0060048-0.000449201j -0.000228145-0.00233383j 0.00300451-0.00127328j 0.00672443-0.00012608j 0.00330555-0.000844237j 0.000298087-0.00218016j 0.000133115-0.00153235j -0.000937222+0.00322256j 0.00470321+0.00115523j -0.00215391+0.000910867j 0.00297276-2.8044e-05j -0.000647235-0.00160953j -0.00139136+0.0030938j -0.000544935-0.000603925j -0.00329473+0.000798823j 0.00405412+0.0021724j 0.00307119+0.00346801j -0.00547622+0.00485557j 0.00147912-0.00104459j 0.00272036+0.00277971j 0.00250068-0.00191494j -0.00298264+0.00799492j -0.000750155+0.00499897j 0.012064-0.00183721j -0.000374699+0.00128675j 0.00318444+0.0296013j 0.0157092-0.00280512j 0.0184191-0.0238351j -0.00739985+0.0337508j 0.0748389+0.00468909j -0.0799832+0.028829j -0.268113-0.0223589j 
0.00247377+0.00266261j 0.000787813+0.00398337j 0.00302619+0.0096325j -0.00316253+0.00383163j -0.00040198+0.00251813j -0.000724359+0.00483164j 0.00362363-0.00318661j 0.000140013+0.00973549j 0.0020513-0.000438055j -0.000661067-0.00674001j -0.00402758-0.000910448j -0.00338894-1.79594e-06j 0.00415148-0.00562191j 0.00417855-0.0138884j -0.00315565+0.0161338j 0.00370442-0.00247246j -0.00393513-0.0109406j -0.00286849-0.00965644j 0.00195856-0.0100854j 0.00646319-0.00696532j 0.00152747-0.0362462j -0.0146714+0.0189013j 0.00511034-0.0243914j 0.000774031+0.0153346j 0.00125597-0.0166302j 0.00485254-0.00283972j -0.00817464-0.0064534j 0.00374655+0.0127655j -0.00268633-0.0194305j 0.00609481-0.0123174j 0.0149056+0.00857041j -0.000291739-0.0037467j 0.00260392-0.00790481j -0.00665347+0.0150576j -0.000482983-0.00697081j 0.00970327-0.0422233j -0.0120083-0.0147917j 0.00784274-0.0153409j 0.0202-0.00869531j 0.00400632+0.0142286j -0.010638+0.0147183j -0.0170106-0.0205623j 0.000881859+0.0931506j -0.00595762-0.0426291j -0.0143112-0.0474633j -0.0189629+0.00916519j -0.00422613-0.0478569j -0.0336348-0.0426077j 0.020218+0.00355148j 0.0265658+0.0174569j 0.0155562-0.0142974j -0.0111451-0.00261061j 0.000539808+0.000362788j 0.0130316+0.0108562j -0.0325112+0.00673014j 0.0124814+0.00942935j 
0.00502199+0.00191598j 0.0025454+0.0063492j 0.000363206-0.00355253j -0.0019711+0.0042713j -0.000441673-0.00792514j 0.00338089+0.0089442j 0.00100294+0.0158891j -0.000781323-0.00617653j -0.000837229-0.00541414j -0.00279894-0.00520908j 0.000343216+0.000233675j -0.00025078-0.0142764j -0.00148473-0.00925736j 0.00373523-0.00152842j -4.69064e-05+0.00723766j 0.000478878+0.0192405j 0.00148893+0.034245j -0.00354559+0.00759604j -0.00240698+0.00146017j 0.000298366+0.0159481j -0.000371217+0.0100022j 0.00864505-0.0160913j -0.00602767+0.028662j 0.00226441+0.00414113j -0.00647507-0.0414843j 0.00196526+0.0172102j 0.00354433+0.00262595j 0.000892211+0.00857599j 0.00441065+0.0314847j -0.00308231+0.0113012j 0.000727539-0.0155277j 0.00579775-0.0143843j -0.0153421+0.0504125j 0.00537866+0.0058881j -0.00735112+0.00940626j 0.00100691-0.00908886j 0.00344778-0.00519139j 0.0162496+0.000826329j 0.00836238-0.0502893j 0.0210012+0.0181531j -0.0233487-0.0461131j 0.0198204+0.00272769j -0.00967761+0.00753225j -0.0239201+0.0334295j 0.00327405-0.0179074j -0.0021874+0.00182217j -0.0131917-0.024624j -0.0253475+0.0103107j 0.035468+0.0164671j -0.0205611-0.00510811j 0.0141798+0.0206796j 0.0132483+0.0099019j -0.00267949-0.011825j 0.020096+0.00161702j -0.0155411-0.0110146j -0.0368288+0.00687285j 
0.00149636-0.000351111j 0.00176504+0.00369521j -0.000406444-0.0101569j 0.00206924+0.00501921j 0.000722165-0.00513223j 0.00402266+0.00620575j 0.000491221+0.023906j -4.6322e-05-0.0114125j -0.000277832+0.000677028j -0.000284808+0.0201172j 0.00352074+0.00605218j -0.000759567-0.0269381j -0.000597783-0.009347j 0.00450108-0.0104757j -0.00140198+0.00415784j 0.00228779-0.0115661j 0.00286063-0.0103356j -0.00352326-0.00820928j -0.00967888+0.0139248j 0.00229394+0.019552j -0.00298527+0.00440787j -0.0124072+0.0356278j 0.000110031-0.000881408j -0.00516319+0.0214674j 0.00889865-0.0397465j 0.000638255-0.00204353j -0.00266082+0.00654411j 0.00408485-0.020011j 0.00433944-0.0336995j -0.00883648-0.00870547j 0.00540697-0.0170721j -0.00869697+0.0215653j -0.00212383-0.00918767j 0.0126921-0.0146167j 0.0097858-0.0171341j 0.00605184+0.00166304j -0.00438151-0.0187376j -0.0085923-0.0707371j -0.00353779+0.0152598j -0.00963847+0.0117446j -0.0089855+0.0738118j -0.00712392+0.0226725j 6.71059e-06+0.0143282j -0.0210191-0.0213477j 0.0302021+0.000932086j -0.0058737-0.053337j -0.0291123-0.062751j 0.0100072-0.000142673j 0.0309122-0.00472126j 0.0039714+0.01241j 0.0112162+0.0106389j 0.0157947+0.00865238j 0.00152333-0.0032268j 0.00565507+0.000652932j -0.00674049-0.00126187j -0.00392912+0.0022002j 
-0.00150134-0.0018372j -0.000573501-0.00410889j -0.00296039-0.00434475j -0.000272038-0.00734493j 0.000312938-0.00278175j -0.00229921-0.00830965j 0.00102698+0.00695945j -0.00463408-0.00916319j -0.000565979+0.00803439j -0.00256201-0.00015982j 8.82559e-06-0.00732481j 0.00614647-0.0179606j 0.00296985-0.00646978j -0.00218812+0.00660499j -0.00358125+0.00615815j 0.00215674-0.0334577j -0.000815311-0.015903j 0.00435744-0.016355j 0.000633669-0.00602721j -0.00207626-0.00224584j 0.00148685-0.0384829j 0.0026491+0.01998j -0.00329673+0.0363389j 0.00250527-0.0147075j 0.00318472+0.00285582j -0.00270557+0.0239641j 0.00731557-0.0377826j -0.00740212+0.0439873j 0.00319989+0.000547958j -0.00497836+0.0106538j -0.00671389-0.00716898j -0.0130344-0.0187725j 0.000538819-0.0657456j -0.00181034-0.0317816j 0.000611528+0.0337678j -0.0106815-0.0230262j 0.00802562-0.00295697j 0.013987-0.0782378j 0.0117413+0.028926j 0.000859488+0.0331435j 0.0253641+0.0219119j 0.0243547+0.0111791j -0.000437964-0.013179j 0.018566-0.03086j -0.00650374-0.0188211j 0.00630947+0.0359659j 0.0127774+0.0108161j -0.00452409+0.0147009j -0.0216997-0.0085939j -0.00935234-0.0230868j -0.0360253-0.00479424j 0.000719364+0.00380001j 0.00710798-0.0024848j 0.0033114-0.00709064j 0.0228832-0.00821774j -0.0175645-0.00641109j 
-0.00223166-0.00966003j 0.00268518-0.0011398j 3.79774e-05-0.00804753j 0.00179302-0.00101712j -0.00225801-0.00392599j -0.00421544-0.0114656j -0.00266329-0.00243513j -0.000818629-0.00422009j 0.00132544-0.00112703j 0.00167861+0.0100735j 0.000239871+0.000751266j 0.00335052-0.0146061j -0.00875049-0.00411616j -0.00677491+0.0209489j 0.00496383-0.0037339j -0.000887709+0.00677154j -0.000432843+0.0335094j 0.0108746+0.00241889j -0.00451844+0.0159776j 0.00566331-0.0160721j -0.0028345+0.0174072j 0.00601127+0.00712198j 0.00796844+0.00635522j 0.0010884-0.00567029j 0.012659+0.00299956j -0.0108877+0.0338611j 0.00141192-0.0168466j 0.00811489-0.0254158j 0.00177024+0.00618315j 0.00289944-0.0267005j -0.00688128-0.0358703j 0.00620002+0.0275295j 0.0246179-0.0172582j -0.00483725-0.0112624j 0.0141-0.0222148j -0.00803424+0.020419j -0.00191523+0.0341751j -0.00252106+0.0278777j 0.00512718-0.0319339j 0.0102158+0.0409023j 0.00260006+0.0151206j -0.02706-0.0272438j 0.0175768+0.07327j 0.0113451-0.0104085j 0.00615307-0.0173296j -0.0278762-0.0131065j -0.0037465+0.00879137j -0.024072-0.0269928j -0.008939+0.0116918j -0.0135578+0.0109711j 0.0110967+0.00873676j -0.0220105-0.0166043j 0.0290131+0.0146816j -0.00609456-0.00647814j 0.0432531+0.00500617j 0.0257387-0.0180416j 
0.00124648+0.00355594j -0.00400484-0.00101458j -0.00291304-0.010681j 0.00257716+0.00473731j 0.00305326-0.00256681j 0.00149935-0.00902427j -0.00341592+0.00288271j -0.000287731-0.00586114j 2.62369e-05-0.00261191j 0.00290745+0.00241621j -0.00375235+0.00597333j -0.00540141-0.000489941j -0.00355736-0.0071742j -0.00150144-0.00304364j -0.00226631+0.00914622j 0.00379689+0.0370323j -0.00188585+0.0238758j -0.00243054+0.0291798j -0.000571404+0.0100933j 0.00160394-0.010167j -0.00249756-0.0188819j -0.00754728+0.0198406j -0.00446427-0.00383898j 0.00760104+0.0194343j 0.00415723-0.0135132j -0.00242912+0.0309339j 0.00832014-0.0259057j 0.0109422+0.00761313j 0.0103704-0.0410537j 0.00214039-0.0101147j -0.0119031-0.0215571j -0.0156452-0.00666169j 0.00284993-0.0394122j -0.0145863+0.00394564j -0.000681985+0.0291159j 0.0177805-0.00838884j -0.0202203-0.0305941j -0.00785389+0.019754j -0.0241783-0.000920955j -0.0322641-0.0379246j 0.0145242-0.015733j -0.00645296+0.0173522j 0.00354709-0.00169933j -0.0153049+0.0619892j -0.00915358+0.00298983j 0.0160407-0.00837873j 0.0117038-0.00159064j 0.0265599+0.00964716j 0.00466403-0.0126729j 0.0185541+0.0206674j 0.00233158+0.00121614j 0.0091721-0.00155658j -0.00748961+0.00586981j -0.0142017-0.0104962j 0.034651+0.0045431j 0.0187529-0.0142324j 
-0.00268756-0.00513011j 0.00171174-0.00616064j -0.00299618-0.000431668j -0.00309432-0.017377j -0.00411146-0.0134271j -0.00418031-0.00978231j 0.00194334+0.00288594j -0.00645743+0.00359069j -0.00103231+0.0130171j -0.002283+0.0080982j 0.0071056+0.00386814j 0.0072142-0.034146j 0.00359316+7.46708e-05j -6.46076e-05+0.0291155j -0.00311188+0.033415j -0.00151351-0.00735756j 0.000600836-0.00605386j -0.000709474+0.029074j -0.000663918-0.0085j 0.00522013+0.0216029j 0.000495116+0.000895515j 8.00277e-06+0.00859104j 0.00438544-0.0302991j -0.00308287+0.0162556j -0.00544141+0.0285146j -0.00469625+0.0330664j -0.0057463-0.0217273j -0.00600903-0.00978785j -0.00768225+0.0202953j 0.0145018-0.00719779j -0.00316057+0.0303784j -0.0150341+0.0416095j 0.00307621+0.0111154j 0.00365609+0.0269649j -0.0033744-0.0337567j -0.006823-0.0219881j -0.0133358-0.0404987j 0.0118212+0.0268313j -0.00385535-0.00580629j 0.0272417-0.0265417j 0.0143261+0.0252081j 0.0118191+0.0152915j 0.00251779-0.000598025j 0.0162653-0.0239502j 0.0209024+0.0358153j 0.0252604+0.0182204j -0.00165483-0.000960529j -0.00163339+0.0160412j -0.0244671+0.000532081j -0.0140758-0.0202688j -0.0279521-0.000247281j -0.0169024+0.00113798j 0.0310333-0.00511327j 0.00359075-0.00712445j 0.0172415-0.0151709j -0.0343714-0.00292151j 
0.000892912+0.00644299j -0.00430542-0.00291292j -0.00299861-0.00663198j 0.00155327+0.00110952j 0.00349307+0.000556129j 0.00318805-0.00351513j -0.00159452+0.00563446j -0.000902537-0.00914031j -0.00131092+0.00271432j 0.000751616-0.00344643j -0.00227326-0.0038854j -0.00308179+0.00138765j 0.00194474-0.0173268j 0.0012156-0.01314j -0.004594+0.00733149j 0.00223897+0.00646709j -0.000405389+0.012424j -0.00409907+0.00707456j -0.00215876+0.00848725j -0.00477725-0.00540512j 0.0014243-0.0263776j -0.00207528-0.00171861j -0.00783617+0.00864369j 0.00261578+0.0173209j -0.0100323+0.0171804j 0.00067285+0.00365357j 0.00102835-0.0162285j 0.011765-0.02761j 0.0113305+0.0471981j -0.0141025-0.0111835j -0.0143617+0.0604688j -0.00770315-0.0274049j -0.00366911+0.0200255j -0.012554+0.00449937j -0.0147773-0.0763151j 0.000390775+0.00222717j -0.00732507+0.012769j 0.00174851-0.00497282j -0.00845142+0.030505j -0.0256097-0.00303081j 0.0189187+0.0165934j -0.00885368-0.00145889j 0.00120672+0.0138334j -0.00130974+0.0195586j -0.0122283-0.0223138j 0.0121301+0.00685296j 0.0149878-0.0102352j 0.0153243+0.00898275j 0.00163938-0.0166018j 0.0192246+0.00215296j -0.0193959-0.00338216j 0.020398+0.00850191j -0.0206876-0.00410263j -0.00930401-0.0094199j 0.0195574-0.00438158j -0.0087113-0.00626666j 
0.00185117-0.00447495j 0.00159432+0.00569613j 0.00224329-0.00953119j 0.00243684+0.0129558j 0.00207261+0.00373757j 0.000550229+0.00822359j -0.00152451+0.0174994j 0.00016875-0.0275092j 0.00191695-0.00643819j 0.0026282+0.00135062j -0.00227425-0.00588054j 0.00546815-0.0301246j -0.0051135+0.0382045j -0.000668668-0.0141127j -0.00175004+0.00496151j -0.000208209-0.0114706j -0.00556467-0.00621771j 0.00505145-0.012078j 0.00529167-0.0390429j 0.00519819-0.00278136j 0.00959077-0.0394924j 0.00940651+0.0167733j 0.0106104+0.0121904j -0.00430225-0.00509865j 0.00460659-0.0133205j 0.00987298-0.0384122j -0.00133198+0.000158075j 0.0131343-0.00885488j -0.00997046+0.0487885j 0.00441973+0.0217617j 0.0191074-0.0211357j 0.0132613+0.048651j 0.00204178+0.012995j -0.0118349-0.00695925j -0.00550356+0.0263899j 0.0033973-0.0050128j 0.000836255-0.0553943j -0.00435902+0.00453202j 0.00227542+0.0753408j -0.00901323+0.0100588j -0.0249874+0.00647801j -0.000736106-0.0437799j -0.0202212-0.0784292j -0.00479077-0.0165006j -0.00414045+0.0153377j -0.00866886-0.0060245j -0.0106395+0.0194437j 0.00603296-0.00114425j -6.82248e-05-0.000275656j -0.0163554+0.00819095j 0.0223116+0.0126153j 0.00252967-0.0101234j 0.00392918+0.0115525j 0.00918686+0.000276589j 0.012753+0.0112416j 0.0321597-0.00857584j 
0.00235413+0.00299402j -0.0029528-9.55013e-05j -0.00111192-0.0148059j 0.00221301+0.0078517j 0.00413679-0.003942j 0.0032557-0.00356797j -0.00238541+0.00712926j -0.00241689-0.0323293j 0.000794526+0.00283722j 0.00161396+0.0273452j -0.0036194+0.0239132j -1.50467e-05+0.00419344j -0.00465155-0.0010308j 0.002137-0.0116543j -0.000230179-0.0162209j -0.000188182+0.0101295j 0.00436232+0.0148699j -0.00542555+0.0192399j 0.00301415-0.00932308j -0.00617178-0.00486112j 0.00606694+0.0219006j 0.0173796-0.0586039j -0.0102073-0.0253431j -0.000967546-0.000787712j -0.00404311+0.0313305j 0.00631246-0.0242133j 0.00569427+0.0308393j 0.00185015+0.0109569j 0.00891737+0.0271103j -0.0104871+0.0609468j -0.00703021+0.0213996j -0.00285408+0.0301175j 0.00721355-0.0164876j -0.0180347+0.0019971j -5.37374e-05-0.0454884j -0.0151103-0.0361604j -0.000889901-0.00472142j 0.00447412-0.0469081j 0.00576065-0.0189133j -0.0134031+0.0346861j 0.00703092+0.0267846j -0.00696535+0.00562601j 0.00962221+0.0147137j -0.00322001-0.0234547j -0.0125624-0.0276722j -0.0229078-0.0162797j 0.0141752+0.0107557j 0.00870285-0.0170509j -0.00189677-0.0128348j 0.0106998+0.0118352j 0.00496464+0.0101445j 0.0144585-0.00201063j -0.0140245+0.00346535j -0.00166479-0.0143977j 0.0436747-0.00299904j 0.00174247-0.0175746j 
0.00218392+0.00468965j -0.00208282+0.00210499j -0.0002619-0.00785236j 0.000183583+0.00444546j 0.00376512-0.00840038j 0.00125007-0.00420968j 0.00264743+0.0201825j -0.00437705-0.0304354j 0.00280365+0.00980448j -0.00203285+0.0310656j -0.00775546+0.0241298j 0.000815855-0.0241015j 0.00764805-0.0229937j 0.00329831-0.0140176j -0.00318125+0.000507466j 0.00529637-0.0457633j 0.000905254-0.0298873j -0.00176683-0.0362451j -0.00313619-0.00679194j 0.00495199-0.000204351j 0.00584308-0.0589108j -0.00813964-0.0176722j -0.00609304-0.0106561j -0.0128611+0.0366554j 0.00585428+0.0302945j 0.00985419-3.60489e-05j 0.00584606-0.0270488j 0.0018903+0.0115243j -2.36127e-06-0.0568033j 0.00626838-0.0477561j -0.00164292-0.0149907j -0.00179663-0.0128799j -0.00901662+0.0352716j -0.0184088-0.0126934j -0.00804689+0.00957444j -0.0261976+0.048055j 0.0189543-0.0022088j 0.011823+0.0507715j -0.00758215-0.046428j 0.0112064+0.021236j -0.000179107-0.0426403j 0.0002158-0.00158223j -0.00365472-0.0284041j -0.00568899-0.00153388j -0.0215279-0.0114754j 0.00038075+0.0162066j 0.023754+0.0244155j 0.0118135+8.53187e-05j -0.0105544-0.00958973j 0.00848335-0.00467993j -0.0162993-0.00586867j 0.00564021+0.0047532j 4.95901e-05-0.00390435j 0.0159644-0.00445478j 0.00161454-0.00521243j -0.0132702+0.000435383j 
-0.00119997+0.000605515j -0.000537667-0.0101674j -0.00400145-0.00517786j 0.000248354-0.0134054j -0.00103775-0.000524184j 0.00180878+0.00369152j -0.00181251-0.0150839j 0.00101568-0.0118917j -0.00441796+0.00872922j -0.00115752-0.00584415j 0.00914483-0.00195462j 0.00739193-0.00102383j -0.00172705+0.0159236j 0.00812044-0.0255535j 0.00204036+0.0103103j -0.00516111-0.0518246j 0.00277626-0.0261194j 0.00190341-0.0187569j -0.0147872+0.0147017j -0.00691163-0.00310909j 0.00714033+0.0211804j 0.0135115+0.000549426j -0.00132304-0.0159611j 0.0101861-0.0321245j 0.00313374-0.0288921j -0.015386+0.0157744j 0.0141742-0.0233679j 0.0241298-0.0131833j 0.0150222-0.0199541j -0.0106437-0.0416055j 0.000997312-0.010298j -0.00552736-0.0121258j 0.0104448+0.0372777j -0.0111228+0.00200609j 0.00155581+0.047625j 0.0108459-0.0459787j -0.0074538-0.00897451j -0.0100509+0.0292188j -0.00114479+0.0300546j -0.00774899-0.00641234j -0.0111636-0.0234244j -0.0165892-0.0390449j 0.00314113-0.0148682j 0.00378349+0.0123163j -0.000239501-0.00678477j -0.00987-0.0203653j 0.00105744+0.0219362j 0.0058987+0.000323179j -0.0133809-0.00288121j -0.00450511-0.00373635j 0.000872992+0.024349j 0.0111626+0.00160899j -0.0155862-0.00869697j -0.028162-0.0229936j 0.0589294-0.0232949j -0.0435903-0.0189737j 
-0.00204904+0.0110617j -0.00150582-0.00832451j -0.0022412+0.0173923j -0.00502137-0.0152368j -0.00407842-0.0177329j -0.00257557+0.0168129j 0.0023485-0.0348326j 0.00200285+0.0172014j 0.00159854-0.00194644j 0.00139108-0.0165855j -0.00334005+0.0369622j 0.0058678-0.0160849j 0.00119454+0.0117702j 0.0113901-0.0317844j -0.00121161+0.0168299j -0.00546485+0.044069j 0.00057394-0.00573371j -0.0103228+0.00371564j -0.00552128-0.0299203j 0.0148-0.0241819j -2.80997e-05+0.0177252j 0.000265112-0.0147805j -0.0133898+0.0493218j -0.00224411+0.00459395j -0.0151022-0.0235338j 0.00312117-0.00465165j 0.0117532+0.0251551j 0.00405729-0.00264231j 0.000811606-0.0155587j 0.00473254+0.013786j -0.010926-0.0143073j -0.00348227+0.0412769j 0.0119908-0.0300188j -0.00821443-0.0269727j 0.00475989-0.0210197j -0.0165651+0.0191804j -0.00651581-0.00690526j 0.0053893+0.00463476j -0.0123492-0.0142997j 0.00281914+0.0254478j 0.0233418+0.0312018j -0.00748287+0.00255088j 0.00558743+0.00961499j 0.0135946-0.00947458j -0.00609626-0.000265856j -0.000962253-0.016536j 0.00853751+0.0147909j 0.0158904+0.00735032j -0.0252712-0.0117486j 0.0206053-0.0170124j -0.0200749-0.00573649j -0.00694879+0.0134861j -0.0032191-0.0301634j -0.0252975-0.0062869j -0.0190612-0.0315493j -0.081367+0.0166052j 
0.00119571-0.00721216j 0.00248904-0.00200223j -0.00109589-0.011243j 0.00168532-0.00462361j -0.00222066+0.0125329j 0.000230749-0.000108061j -0.00174967+0.00127528j -0.000567798-0.000671381j -0.00231549-0.00320486j -0.000718626-0.0182943j 0.00975973-0.0114587j 0.00698076+0.0100825j -0.0128841+0.0670991j 0.00187597+0.00436841j -0.000134698-0.00377331j 0.00142462-0.0399711j -0.00874419+0.00579437j 0.00362171+0.0183091j 0.0167643-0.0498919j -0.0127336+0.0209386j 0.00978316-0.00187152j 0.0116623+0.0262515j -0.00513393+0.0494042j -0.00824269+0.0582105j -0.00417074+0.0289646j 0.00230779+0.0469219j -0.00149765+0.0598211j 0.00307204+0.0380922j 0.000957422-0.0765398j 0.00403451+0.00562504j -0.00119479+0.0232246j 0.00246733-0.0407398j -0.0120454-0.0102746j 0.00993649+0.00563584j 0.0054759-0.0361195j 0.00514046+0.0177064j 0.00674356+0.0481995j -0.0106065-0.00241992j 0.0052202-0.0296183j -0.00362228-0.00916538j -0.00784524-0.00792239j -0.00323647+0.0189024j 0.0146527+0.0307741j -0.00644696+0.0147015j 0.0158086-0.0089539j -0.0140421-0.0196685j -0.00847841-0.0074099j -0.00985961-0.00737612j 0.0147526+0.00820344j -0.0202987+0.00765714j 0.0176103+0.0227251j 0.0130998-0.00568378j -0.00462028+0.00970982j -0.000793953-0.0134866j 0.0534798-0.0024897j 0.00717544-0.0232211j 
0.00129911-0.0119583j 0.00658869-0.00367506j -0.00860399-0.00435892j 0.00185165-0.0349412j -0.00354355-0.0129924j -0.00409403-0.0466857j 0.0145202-0.0190403j -0.00417724+0.0652107j -0.00473823+0.0309081j -0.0105399+0.0201502j 0.00427859+0.0286394j 0.00464795+0.00507288j -0.0112876-0.0368189j 0.00173126+0.0259009j 0.0176492-0.0151936j 0.00172492+0.0221272j -0.016213+0.0625032j 0.0113488+0.00617746j -0.0015699-0.00139241j 0.00123546+0.0031872j 0.0131192-0.00552106j -0.0111901+0.0161763j 0.0107996-0.00248353j -0.00691319+0.0160827j 0.0170182+0.000452094j 0.023894-0.0469914j -0.0118729-0.0135508j 0.00420483+0.0162479j -0.00225155-0.00723478j -0.0107766-0.00954887j 0.0133239+0.0433928j 0.021937+0.0174911j -0.0157933+0.00443278j -0.000810591-0.0186772j -0.00230786-0.0142794j 0.0113844+0.0107995j 0.00794453-0.0174674j 0.00142324-0.0317825j 0.0070637+0.00540578j 0.0015645-0.00297482j -0.0162513-0.0312829j 0.0123304+0.0187755j -0.00787112-0.0173374j -0.0216975+0.00297754j 0.00381612-0.0158657j 0.00291496+0.0013068j -0.00317797-0.00862357j -0.00914688+0.00125484j 0.00338076+0.00489821j -0.0180299-0.00977819j -0.0128005+0.0168099j -0.0011624-0.00459684j 0.0373339-0.000663383j 0.00534979-0.0203455j 0.0473255-0.0143024j -0.0212994-0.0182377j 
0.00147105+0.00207332j 0.00324894-0.0048072j 0.00392899-0.014015j 0.001415-0.00842034j -0.00283258+0.0173412j 0.0188779-0.0240918j 0.00394625+0.0451378j -0.00881107+0.0214503j -0.00107677+0.0040938j -0.00729286-0.00799171j 0.00867267-0.00317156j -0.00126342-0.000284211j 0.00525655-0.0258824j 0.00403776+0.0119862j -0.0116533+0.00172024j -0.00330831+0.0546027j 0.0146586-0.034783j 0.0029298-0.0291672j 0.00816642+0.0130821j -0.0092903-0.0171673j -0.00881748-0.0608539j 0.00745205-0.0134382j -0.00459563-0.0391944j 0.00650579-0.0238406j 0.0082271+0.00295108j -0.00607205-0.008792j -0.00324197+0.0145437j 0.000112507-0.0185631j -0.00310473+0.0231861j 0.0026488+0.0326291j 0.00743754-0.0265865j 0.0047775+0.0018246j 0.000937977+0.00860051j 0.0164375+0.0119884j 0.00360118+0.0156507j 0.00676111-0.00333045j 0.00702679+0.0122273j -0.00919774+0.000425872j 0.0050586+0.0136861j -0.00314599-0.00470806j -0.0201224-0.014407j -0.0128176-0.0193656j 0.00423213-0.00704117j -0.00994702-0.00594068j 0.0134268-0.00908291j -0.0115491-0.0271859j -0.00257119-0.00258989j -0.000723214-0.00274069j 0.00943175+0.00378921j -0.022395-0.0167668j -0.00831767+0.0311725j 0.041132+0.010661j -0.0104479-0.0151719j 0.00418553-0.0290558j 0.0519536-0.03963j -0.0812287-0.0142889j 
-0.00509591+0.0107565j 0.000448117+0.00231766j 0.00773519-0.00412401j 0.0075983+0.00976206j 0.00555017+0.0113442j 0.00563705-0.0177735j 0.0171443-0.023347j 0.0194498-0.0100462j 0.00764562-0.0371441j -0.003354+0.0311993j 0.00240205-0.0218372j 0.00361488-0.0135973j -0.000999897+0.0216043j -0.00109652+0.0164255j 0.000752749-0.023042j -0.000855535-0.0220854j -0.00285321+0.05398j 0.00573261+0.0120734j 0.00379931+0.00437858j -0.0177239+0.0324772j 0.00948591-0.0180174j 0.0138924+0.0334973j 0.00486981-0.000652155j 0.00113198+0.00242879j 0.0183133+0.0339662j 0.00226616+0.0103067j -0.00199021+3.42832e-05j 0.0132205+0.0214156j 0.00507796-0.0186625j -0.00615765-0.00437535j 0.00124028+0.0371457j 0.0105961+0.00924804j 0.0028444+0.0113006j -0.00922381-0.0223693j 0.00361231-0.00127038j 0.00907266-0.0176022j -0.00238653+0.0152623j -0.00779514-0.00829499j -0.00288451+0.0107731j -0.00675457-0.00817512j -0.00161492-0.0224462j -0.0110209+0.00214019j 0.00673343+0.00882617j -0.00853438+0.00606395j -0.000722443-0.000437629j -0.00949792-0.0266647j 0.00862657-0.00552044j 0.0198746+0.00965273j 0.00270713-0.009403j 0.023438-0.025482j -0.037714-0.0239932j 0.0189813+0.0293872j -0.018024-0.042728j -0.021542+0.0190905j -0.105892-0.0211561j -0.0724209+0.0522196j 
-0.00698871+0.00576439j -0.00987105-0.0029227j -0.019799-0.0543618j 0.0293007-0.0447316j 0.00139748+0.00992329j -0.00964872-0.0181663j 0.000429599+0.00794944j -0.0137096+0.0224993j -0.00733635+0.0277258j -0.0159456-0.0125835j 0.0152204+0.032513j 0.00820573-0.0193826j -0.00358408-0.0369598j 0.0156154+0.0213172j -0.00140419+0.0246992j -0.0024999+0.0271987j 0.00465584-0.0193794j 0.00216981+0.000881965j 0.00318174-0.00257399j -0.00782437-0.000121936j 0.00439525-0.00945271j 0.0234503-0.00600175j -0.013457+0.00377556j 0.00818159-0.00675608j 0.00731268+0.0128656j -0.00544831+0.00297459j 0.0160955+0.00159492j 0.0212793+0.00651593j 0.0125123+0.00231273j -0.00804457+0.00444846j -0.00978328-0.00191513j 0.00238793+0.0135463j 0.0141378+0.0173602j -0.0153695-0.015643j 0.00408999+0.0085663j -0.0108232-0.0194512j 0.0079131+0.0101008j 0.00196666+0.00504862j -0.00931642+0.0027369j -0.000731006+0.0177386j 0.0113512+0.00512234j -0.00465688-0.00242131j -0.000724411-0.00223544j -0.00664641+0.0150235j -9.21242e-05+0.00740767j 0.00827765-0.00797622j 0.00788723-0.00976556j 0.0306917+0.0110391j 0.0214842-0.00705625j 0.0465945+0.0325374j -0.00804759-0.0292687j -0.00625234+0.0133164j -0.0576515+0.0231923j 0.0111959+0.0376606j -0.0437861+0.0495156j 0.106071+0.0104485j 
