0.155897-6.93889e-18j 0.0761025+0.0167851j -0.0475283-0.0858521j 0.0167134+0.041845j -0.0088575-0.0289277j 0.0480139-0.0346134j -0.00891298-0.0267212j 0.00126742+0.0283118j 0.00935732-0.0117445j -0.0154384+0.00205057j -0.0140908-0.0364923j 0.0922544-0.00236099j -0.0139298-0.0703589j 0.0398158-0.0374383j 0.00290391-0.0529292j -0.00269264+0.00687302j 0.0292147+0.0348644j 0.00677423+0.00466064j 0.0248563-0.0851404j -0.0466341-0.0675264j -0.0110989+0.00415073j -0.0412515+0.0618343j -0.0202617+0.0468788j -0.0423783-0.0382071j -0.0189838-0.0564924j -0.0120874+0.00870859j -0.00861149+0.0321753j 0.00406305+0.0379545j 0.00816543-0.0166539j -0.00914136-0.0138407j 0.00554681+0.031102j -0.010433+0.0397026j 0.000728303-0.0784015j -0.00155652-0.00917859j -0.00576957-0.0457026j 0.0467574+0.0148352j 0.00733337-0.0818514j 0.00666239-0.0181547j -0.0272563-0.0429361j -0.0433854-0.0131594j -0.0359149-0.0122819j -0.0199983-0.0647747j 0.134936+0.0161077j 0.0088459+0.0642474j 0.0275582-0.0380225j 0.0561503-0.00571709j 0.0172267+0.0181525j -0.0298689+0.0193244j 0.0606662-0.0309045j -0.0453052-0.0175104j -0.00196561-0.01209j -0.00339793-0.00448108j -0.003762+0.000349788j -0.0138914+0.0364403j 0.12219+0.0597523j -0.00326474+0.0344843j 0.0173417-0.0406966j -0.126185-0.111499j 0.0451277+0.101515j 0.0636572-0.0638784j -0.126096-0.0352088j -0.0197204+0.328379j 0.170401-0.0478614j 0.0132794-0.0499943j 0.119859-0.0217784j -0.00859029+0.152771j -0.132913-0.0759709j 0.0923796-0.0192982j -0.172887-0.0767215j 
0.0922544+0.00236099j -0.0100734-0.0242727j 0.019298-0.0060325j 0.0354045+0.00675713j 0.061994-0.0928677j -0.0815922+0.110677j 0.0405245+0.0141423j 0.00292823+0.0478852j -0.0339638-0.0871629j 0.00891088-0.0268987j 0.0645077-0.11664j -0.188222+7.70217e-16j 0.00377627-0.0323883j 0.0113744-0.0874886j -0.0475364+0.0599531j 0.0392447+0.0556387j -0.0479716+0.042131j 0.067446-0.0477607j 0.123399+0.0333672j 0.000399944+0.0480557j 0.112619-0.0451727j -0.0529913-0.0870843j 0.042768+0.0352651j 0.123356-0.0732786j 0.0661337+0.0167904j -0.0645731+0.0288839j 0.00643847-0.0377213j -0.0199159+0.152241j -0.138081+0.133597j 0.000552641-0.052089j -0.00727206-0.0816477j -0.0618879-0.0217195j 0.0319608-0.0175193j 0.0105474-0.0161326j 0.038545-0.0419592j 0.107428-0.112767j -0.00751878+0.0371749j 0.0194439-0.0712455j 0.0899686+0.152218j -0.127845-0.113146j -0.0393088+0.0768124j 0.0414914+0.133515j -0.0243467+0.0300764j -0.00882597-0.0793803j -0.0223733+0.0092405j 0.0180302+0.0107256j 0.0116119-0.00330474j -0.0415517+0.0632995j -0.0563714-0.00512091j -0.0355546+0.0151653j -0.109789-0.096536j 0.0261617+0.0517022j 0.0164681-0.0220085j -0.00790899-0.0491577j -0.0278845-0.114478j 0.0436398+0.0142542j 0.0130841+0.0228975j 0.0325733+0.0285222j 0.0145545-0.018633j 0.0253474+0.00159684j -0.0577745+0.059221j 0.00209231+0.0666009j 0.00831664-0.0405576j -0.0681882-0.00109173j 0.027347-0.00126754j 0.0321736+0.0154274j -0.00666427-0.00946636j -0.0249704-0.0750521j 0.0736522-0.0411769j 
-0.0139298+0.0703589j -0.00215714+0.013732j 0.0063626+0.0305263j -0.0496301-0.0315074j -0.0501487-0.0767138j 0.0545952-0.0893751j 0.0781772-0.0923294j 0.0208745-0.0720746j -0.0910082+0.094968j 0.00442429+0.0708034j -0.0385424-0.12692j 0.00377627+0.0323883j 0.0205764+9.96599e-16j -0.0291753+0.00114639j -0.043436+0.0846236j -0.0680184+0.00373379j -0.0412714-0.0368862j -0.0456376-0.0493273j 0.0257401-0.0857862j 0.0086175+0.0550908j 0.0581205-0.0240037j -0.0107977-0.085091j 0.0239318+0.0642059j -0.0389953-0.018846j 0.00386695+0.10964j -0.0905708-0.000628338j -0.00905501-0.0452302j -0.0343654+0.0157347j -0.116726-0.0255175j -0.0137079-0.0184646j 0.0956574-0.105639j 0.0100864-0.0681041j -0.0641811-0.107119j 0.0152055-0.024499j -0.071861+0.228408j -0.0142342-0.175404j 0.0158681-0.101799j 0.14189+0.0640481j -0.0386024-0.110562j 0.055114-0.0237891j -0.0431453-0.0562593j -0.0553315-0.0422737j -0.0104462-0.0674959j 0.151349+0.00740254j 0.0387506-0.0188864j -0.00651251-0.0763661j -0.0296025+0.00789663j -0.0243089+0.0149151j -0.028753+0.0897029j 0.0404096+0.0144899j 0.0649969+0.00320796j -0.00441016+0.000459531j -0.0465366+0.00793891j -0.00855121+0.0488129j 0.0241164-0.0153873j -0.0601734+0.025648j -0.0731182-0.135284j 0.0909786-0.0313975j -0.0119446+0.11173j 0.131358+0.0285774j 0.0434796-0.053938j 0.0375791+0.00306431j 0.0471424+0.0887813j 0.0136063+0.064567j -0.042575+0.0310426j 0.0358244+0.048948j 0.0566798+0.0643377j -0.0288633+0.0724881j -0.0424159-0.12372j 
0.0398158+0.0374383j 0.0346599+0.0185026j 0.0280292+0.0297193j -0.0275876-0.0568273j -0.0486609-0.050524j -0.0825738-0.00588136j 0.00454783+0.0603674j 0.059581-0.0132178j -0.0513433-0.153733j 0.0323072-0.11462j -0.0484841-0.0115726j 0.0113744+0.0874886j -0.0291753-0.00114639j 0.0596478+1.95677e-15j -0.040158-0.126974j -0.0125944-0.259117j 0.0114217-0.0703278j 0.00655915-0.000244224j -0.0493878+0.0742275j -0.0528202+0.0827748j 0.0822236-0.0496618j -0.0490011+0.12524j -0.0639037+0.0316096j 0.105863-0.0401087j 0.00363138-0.0481463j -0.012926+0.0287489j 0.0672384-0.0249189j 0.0740576-0.0193411j -0.0986548-0.0629495j -0.0182327+0.215096j 0.016386-0.0702409j -0.0393018+0.164805j 0.0129508-0.0218838j 0.0332136+0.0867055j 0.0346499+0.0923853j 0.0236267+0.0603081j 0.0218494-0.0304224j -0.0769479+0.0732978j 0.000620281+0.0308685j 0.0450569+0.0713546j -0.0649294+0.0207673j 0.0083361-0.113629j -0.0531962+0.0759193j 0.0816167+0.068547j 0.0264899-0.0383573j 0.111035-0.0129047j -0.0178814+0.0158691j -0.0431369-0.087216j -0.0649102+0.06863j 0.00422406+0.000850448j 0.0439468-0.0622672j 0.0407508+0.09749j -0.0410744-0.0873229j 0.00769341+0.0206702j 0.0191297+0.00870783j -0.0401798-0.021681j 0.0190663-0.101565j -0.0904687+0.0908046j -0.0170626-0.0459994j 0.0411118-0.0267845j 0.0415226-0.139769j 0.0556531-0.0191129j 0.0491461+0.0787829j 0.033494+0.0354224j -0.00351691-0.0516463j -0.0250549-0.0572859j -0.0137739+0.0274572j -0.00595259+0.097834j -0.0458284-0.00766164j 
0.00290391+0.0529292j 0.00685207+0.0498299j 0.0659467+0.130091j -0.0282015-0.0399659j -0.0108465-0.0123522j -0.0500136-0.0264145j 0.06776+0.0348403j -0.145539-0.0290921j -0.107347-0.191851j -0.083468+0.132423j -0.0255005+0.0529535j -0.0475364-0.0599531j -0.043436-0.0846236j -0.040158+0.126974j -0.0437854-2.38698e-15j 0.0183275+0.0471036j 0.0120807+0.0385478j -0.0404128+0.173005j -0.000159784+0.0613739j -0.0129183-0.0758246j -0.0203497+0.0710859j 0.0595069+0.0573107j -0.0645543+0.101913j 0.140031+0.0965806j 0.0326806-0.0747265j -0.0734768+0.000821277j -0.0192892+0.0972518j 0.0602547+0.0835128j 0.0398051-0.171926j -0.0247795+0.0499937j -0.0880401+0.0514178j 0.0115491-0.117882j -0.0326705-0.00547197j -0.0868631+0.0947048j -0.0230766+0.0211203j -0.0822406+0.0617834j -0.0194081+0.101169j 0.0307234-0.0243816j 0.0427032-0.0395977j -0.114215-0.0520367j -0.0288172+0.0168526j 0.0995888-0.0527398j 0.0116604-0.0357441j -0.0639172-0.0490113j 0.0126247+0.0254136j -0.022664+0.0750174j 0.04882-0.0625571j -0.00411873-0.0314245j 0.00547141-0.0211158j -0.0121372+0.00859411j 0.022781-0.135941j -0.00612265+0.0743372j 0.01294+0.0378304j -0.0593732-0.0229687j 0.0257617-0.037025j 0.00207207-0.0395843j 0.0110493+0.0187124j 0.062323-0.0107877j 0.0066362+0.0288408j 0.0232007+0.00606644j 0.0370117+0.00407502j -0.0583319+0.0150664j -0.00858793-0.0583912j -0.00249994-0.0177402j 0.0306677-0.00241476j 0.0125768+0.00765656j 0.00819525-0.0156752j 0.0738813-0.00479676j 0.0225604+0.058406j 
-0.00269264-0.00687302j 0.0252067+0.00218746j 0.0178931+0.0847911j -0.0299823-0.0520132j -0.0973622-0.032722j 0.0694047-0.017623j -0.0107497-0.00230898j -0.0724162-0.0073135j -0.0609714-0.126301j 0.0263738-0.049167j 0.0302798+0.0490003j 0.0392447-0.0556387j -0.0680184-0.00373379j -0.0125944+0.259117j 0.0183275-0.0471036j 0.0194076-3.05311e-16j -0.0171421-0.0701296j -0.0363126+0.0106459j -0.0262994-0.0617032j -0.0354518-0.0961758j 0.0262102-0.0188152j 0.0419619-0.0956501j 0.100088+0.0638304j 0.0569281+0.0375107j -0.0704031+0.00110363j 0.0837114-0.045636j 0.0317283+0.0249556j 0.0473612+0.100806j 0.0353347+0.0362534j -0.00901393-0.068605j -0.0546231+0.0193648j 0.00100311+0.103914j -0.0914172+0.0242274j -0.000576802-0.0460624j 0.0445522+0.0177092j -0.0233077+0.0296327j 6.27659e-05-0.0340696j 0.0312261+0.0218845j -0.0463739-0.0095557j 0.0957234+0.0376056j 0.0661677+0.0745348j -0.0771894+0.0411795j -0.000387181-0.0160027j 0.0428414-0.0101259j 0.0169689+0.0363901j 0.0220605-0.0116993j 0.0305169-0.00188131j 0.00622207+0.003123j 0.0426785+0.0133486j 0.00767722-0.0598979j -0.0498189-0.0258393j 0.0132068+0.0319044j 0.0140422-0.0355591j 0.141549+0.0678961j -0.0649841+0.0689452j 0.0365679+0.100422j -0.0533195+0.10013j 0.0433508+0.0235884j 0.068415-0.0485091j 0.056525-0.0056431j -0.0873464-0.029565j 0.0859498+0.0392547j 0.0140427+0.0014925j -0.0127703+0.0489025j 0.0467121+0.0349914j 0.0406809+0.0278732j 0.0373278+0.0128805j -0.216897-0.133548j 0.0797582-0.131619j 
0.0292147-0.0348644j -0.0318943+0.0468029j 0.0198773-0.034749j 0.0652859+0.043079j 0.00564823-0.00651226j -0.0902297+0.0393301j -0.0142538-0.0151896j -0.0524931-0.142026j -0.0693835-0.0466226j 0.107374+0.000575937j 0.0189137+0.0533917j -0.0479716-0.042131j -0.0412714+0.0368862j 0.0114217+0.0703278j 0.0120807-0.0385478j -0.0171421+0.0701296j -0.074495-2.63331e-15j 0.0119176-0.00600376j 0.0131246-0.0450714j 0.0419134-0.12665j -0.114272-0.0167642j -0.095733-0.0196673j -0.0440019+0.0674319j 0.0409787+0.0428657j 0.0523417+0.0120765j 0.0548349+0.0449128j -0.0536494-0.0283203j 0.0711769-0.026287j -0.0793626-0.00491931j 0.0799543-0.090913j 0.0693996+0.00110977j -0.0979737+0.0117345j 0.0149004-0.0167874j -0.016642+0.0167707j 0.0489784+0.0830195j -0.063526-0.107497j -0.0719365+0.0800284j 0.0512539+0.0761129j -0.103924-0.0230717j -0.00361113-0.0867584j -0.0600822-0.0070936j 0.000196768+0.0687852j -0.0544774+0.0214131j -0.081983-0.0362838j -0.0463838+0.0207466j -0.0187221-0.00185215j -0.0682411+0.040453j 0.0334078+0.114778j -0.00890844-0.0309674j -0.0745012+0.05481j 0.010907+0.0205183j -0.0860524+0.041377j -0.0197098-0.0917702j -0.00117259-0.0117719j -0.0541849+0.014487j 0.0272704-0.00844806j -0.0205245+0.0427434j 0.00291103-0.0789836j -0.204938-0.060711j -0.0482174+0.0348079j -0.0230894+0.0268824j -0.0420436+0.0472349j 0.10733+0.0370615j -0.0844607-0.0284003j 0.00896818+0.0153702j -0.058153+0.0985143j 0.0219029-0.0254912j 0.0140108+0.104078j -0.217774-0.04448j 
0.00677423-0.00466064j -0.0272632+0.0388219j -0.0175367-0.0230521j -0.00630037+0.0899193j -0.00914278+0.0799858j -0.0572124-0.0229547j 0.0629646+0.147235j 0.0176622-0.0546398j 0.0166862-0.00903078j -0.0721468+0.0108378j -0.130203-0.00228052j 0.067446+0.0477607j -0.0456376+0.0493273j 0.00655915+0.000244224j -0.0404128-0.173005j -0.0363126-0.0106459j 0.0119176+0.00600376j -0.115255-3.50414e-16j -0.032057-0.0361992j 0.0351386-0.08618j -0.0336775-0.0129443j -0.0223187+0.0279628j -0.0558189+0.0418193j 0.00267804-0.0369697j -0.0138958+0.0920649j -0.0413558-0.022128j 0.0721303-0.0426483j -0.00648971+0.0340595j -0.0481006-0.0181244j 0.00619621-0.035549j 0.0379494-0.0263817j -0.0369558-0.0450718j 0.104644-0.0301917j 0.00418258+0.0665332j -0.0959188-0.0156726j -0.00753028-0.0963801j -0.0169389-0.0546391j -0.0523056-0.174765j 0.000810297-0.00705335j -0.0588362-0.0235195j 0.0939736-0.0109562j 0.115778+0.0929323j -0.032421-0.0304786j -0.0660647-0.160798j -0.0516156-0.0230691j 0.0685823+0.0833451j 0.0145518+0.0457563j 0.00822115+0.0294863j 0.0117997+0.0209157j -0.0232527-0.0582724j 0.00751878-0.0512207j -0.0981568-0.0867671j -0.0265969-0.0809418j -0.073681+0.0426724j 4.10061e-05-0.0374744j 0.0249282+0.0304834j -0.0598571+0.0150222j 0.0943461+0.0588676j 0.0760566-0.122278j 0.0590962-0.0504223j -0.0194139-0.0541372j -0.0284472-0.0610746j -0.0248202+0.0739963j -0.115066+0.112349j 0.0826373-0.0249859j 0.0887405-0.0553909j 0.00995478+0.165219j 0.13492-0.0117063j 0.0367695+0.0627161j 
0.0248563+0.0851404j -0.023616-0.0123295j 0.00109939+0.0235056j 0.088596-0.0210045j 0.0312221-0.0288198j -0.110715-0.0810454j 0.100344-0.000190151j -0.0567876-0.0287556j -0.0896483-0.0537194j 0.0386899+0.129751j -0.0115455+0.00489064j 0.123399-0.0333672j 0.0257401+0.0857862j -0.0493878-0.0742275j -0.000159784-0.0613739j -0.0262994+0.0617032j 0.0131246+0.0450714j -0.032057+0.0361992j 0.112045-7.07767e-16j 0.108767+0.0952487j 0.0154855+0.00457601j -0.0238334-0.00826227j 0.0908319-0.030827j -0.0803868+0.0872379j -0.0337092-0.0397354j 0.0332881-0.0837135j 0.00638222-0.0446913j -0.00380701+0.0164222j 0.0519442+0.045734j -0.0249714-0.0167326j -0.0739841-0.010646j 0.0795417-0.0621271j 0.123628+0.0490034j 0.0422046+0.0311108j -0.105017-0.0887896j -0.0432971+0.00833827j -0.00868616-0.003981j -0.0437677-0.0460347j 0.0586152-0.0708675j -0.176238+0.0250145j 0.107477+0.0219958j 0.0175327-0.00140871j -0.0442088-0.0379264j -0.0195992+0.106082j 0.0449745-0.0462521j 0.0837083-0.0251042j -0.0434775-0.1301j 0.00575276+0.0526202j -0.0186531+0.0106309j 0.0203319+0.0856128j 0.105701+0.0653361j -0.0518136-0.0142644j 0.0268859+0.0865201j 0.0585551-0.0135278j 0.0386094-0.122188j -0.0317275+0.102226j 0.0245765-0.0612749j -0.0589205-0.0197222j -0.0507233-0.0061517j 0.03608-0.020694j -0.0382417+0.0742709j -0.097669-0.109907j -0.0111291-0.0849026j 0.0318539-0.137664j -0.0270903-0.00908907j -0.147792+0.164808j -0.0806005-0.18177j 0.00015181-0.0328776j 0.0657428-0.095203j 
-0.0466341+0.0675264j -0.0316749+0.0172518j -0.0332526+0.0388679j 0.00549292-0.0398538j -0.0110715+0.112047j 0.0356441+0.0148975j 0.00259944-0.0297202j -0.00364986+0.127898j 0.0410328+0.0506679j -0.00855198+0.0331192j -0.0513792-0.0623589j 0.000399944-0.0480557j 0.0086175-0.0550908j -0.0528202-0.0827748j -0.0129183+0.0758246j -0.0354518+0.0961758j 0.0419134+0.12665j 0.0351386+0.08618j 0.108767-0.0952487j 0.140381+2.69229e-15j 0.028136+0.000887107j -0.0713737-0.0441168j 0.0160702+0.0564546j -0.0145239-0.0364188j 0.10497-0.00620558j 0.025385-0.0847461j 0.0995705-0.0644456j 0.0210257+0.0255641j -0.0182759+0.0142842j 0.0120325+0.0510571j 0.00322881+0.109203j 0.0460753-0.00690736j -0.0741243+0.0795214j -0.0109217+0.0632599j -0.0816377-0.0553947j 0.0134719-0.0818316j 0.0509332-0.0379335j 0.0143111+0.0943474j -0.0418661+0.155633j -0.0370839+0.125121j -0.0327986-0.0186355j -0.0118653-0.083366j -0.0120305-0.0469134j 0.0653037-0.0210421j 0.031523-0.0330356j -0.0465828+0.0415943j 0.0727575-0.0884655j -0.00695533+0.0787556j -0.0816676+0.0301159j -0.0861481+0.00152649j -0.112943-0.11901j -0.0807127-0.0910348j 0.102735-0.199209j -0.00695845+0.0273846j 0.0530816+0.0367841j -0.0149467+0.0740749j 0.00417412-0.0759955j -0.157749+0.124559j -0.0357308-0.0544217j -0.0128852-0.026633j 0.0835336-0.0672736j -0.00999764-0.063033j 0.0825166-0.0889343j -0.0745323+0.167652j 0.20517+0.0453902j -0.0493247-0.0193677j 0.0754946-0.0728788j -0.02226+0.0522189j 0.00523322-0.0492061j 
-0.0110989-0.00415073j -0.0492348+0.0513546j 0.0745272+0.0344847j 0.0223874-0.061821j -0.01912+0.0041223j -0.0172337-0.0364765j -0.0094618+0.0907438j -0.0268172-0.139879j -0.0876855+0.0316719j 0.00759505-0.0337606j -0.00965148-0.0056548j 0.112619+0.0451727j 0.0581205+0.0240037j 0.0822236+0.0496618j -0.0203497-0.0710859j 0.0262102+0.0188152j -0.114272+0.0167642j -0.0336775+0.0129443j 0.0154855-0.00457601j 0.028136-0.000887107j 0.0490296+1.71391e-15j 0.0340626+0.0065194j -0.0734762+0.00630363j -0.0423567-0.0816829j -0.0247353+0.0172994j 0.0585677-0.0530439j -0.0699445+0.0169551j 0.0173308+0.0794087j -0.0445745+0.0386286j 0.0319369+0.0818286j 0.119259+0.0638868j -0.00499302-0.0428398j 0.0193034-0.0684164j -0.0795437+0.0609202j 0.071706-0.110372j 0.00592816-0.0620011j 0.0764663-0.0290118j 0.0920339+0.0367848j 0.0546294-0.00930609j 0.0526348-0.0619421j 0.000665418-0.00992097j 0.103825+0.0363333j 0.154005-0.000428677j -0.00559676+0.0250909j 0.0280482+0.0222895j -0.0268205-0.000359077j 0.0928737+0.00474884j 0.0127061-0.0437865j -0.0592332-0.0780077j 0.0740876-0.0581258j -0.017933+0.0310776j 0.0557102+0.00283022j 0.00709259+0.099525j -0.0449208-0.113858j 0.0485618+0.0169749j 0.124788-0.0324295j 0.0679406-0.0827939j 0.0845522-0.0765952j 0.0712363-0.0362103j 0.105466+0.0857861j -0.0486194-0.000265327j -0.00588046+0.0932752j -0.0979298+0.0508427j -0.0798942+0.0640751j -0.152505-0.0654651j 0.0529677+0.0946056j -0.0245992+0.0846027j -0.0211563+0.046896j -0.00281456-0.0477645j 
-0.0412515-0.0618343j 0.0422717+0.0041106j -0.0426283+0.0413254j -0.0181305-0.00265244j -0.000116204+0.0978436j 0.0350958+0.049579j -0.0484985-0.0116001j 0.0335552-0.153756j 0.0548598+0.0674098j -0.0437583+0.104988j -0.107994-0.0506442j -0.0529913+0.0870843j -0.0107977+0.085091j -0.0490011-0.12524j 0.0595069-0.0573107j 0.0419619+0.0956501j -0.095733+0.0196673j -0.0223187-0.0279628j -0.0238334+0.00826227j -0.0713737+0.0441168j 0.0340626-0.0065194j -0.127461+2.22045e-16j 0.0214549+0.0569044j 0.0169639-0.0212686j -0.0964475-0.0333693j 0.0716984+0.0738306j -0.00994796+0.00348709j 0.0781587+0.0433506j -0.107741-0.0421564j 0.0600271-0.0492661j 0.0832385-0.0404817j -0.0555343-0.0452194j 0.149886+0.0080394j 0.00439624+0.0454223j -0.0462003+0.0365175j 0.0781541+0.0136967j 0.0449305+0.052086j -0.0355976-0.0393752j 0.0773648-0.0773899j -0.149632-0.0115249j -0.073265-0.0961514j 0.124683+0.0910007j -0.0269006-0.0534884j 0.0473577-0.000234539j -0.0027905+0.082545j 0.0732695-0.011642j -0.101594+0.0954604j -0.0375702-0.00689307j -0.0306762+0.0191781j -0.0152-0.00772713j 0.000726205+0.0543079j 0.0645186+0.0331181j -0.0587369+0.0118071j 0.0589101+0.138404j 0.0812274+0.0693441j -0.0282638+0.0959297j -0.0630941+0.00224328j 0.0640745-0.0893349j 0.021708+0.0792306j -0.00489297+0.0652765j 0.0277105-9.64016e-07j 0.0764161+0.0144537j -0.0285065-0.0992664j 0.0161455-0.0686866j -0.0352538+0.0282844j 0.04676-0.0358715j 0.0167465+0.0050341j -0.0982776-0.021511j -0.0321157+0.0440694j 
-0.0202617-0.0468788j 0.00549807+0.0332033j -0.0220681+0.0893394j 0.0470348+0.0483605j -0.0723073+0.0354162j -0.0484037-0.0170239j 0.0684013+0.0216951j 0.000979509+0.0255864j 0.000100315+0.0693172j -0.0266462-0.0493861j -0.0480734+0.01581j 0.042768-0.0352651j 0.0239318-0.0642059j -0.0639037-0.0316096j -0.0645543-0.101913j 0.100088-0.0638304j -0.0440019-0.0674319j -0.0558189-0.0418193j 0.0908319+0.030827j 0.0160702-0.0564546j -0.0734762-0.00630363j 0.0214549-0.0569044j 0.0215152+8.82627e-15j -0.127743-0.0780368j -0.0306665+0.0104254j -0.00569785-0.05819j -0.0524575+0.0592771j 0.0802433-0.091798j -0.0422081+0.0631503j -0.107147+0.121182j -0.00496033+0.081856j -0.0119736+0.0140155j 0.0518049+0.0106303j 0.0657248+0.00662499j -0.0187225+0.0572841j -0.103805+0.035627j 0.0152703-0.191405j 0.140236+0.102492j 0.0529258-0.0427671j 0.010984+0.0289482j 0.0579002+0.157857j 0.0745225+0.0237042j 0.0995528-0.023807j -0.00556275+0.00547357j 0.0321804+0.0714011j -0.0218807+0.0664618j -0.0302513+0.0249376j -0.0135099-0.0106498j -0.0211955+0.069606j 0.0038946+0.0378091j 0.0573287-0.0108612j 0.00020055+0.109483j 0.0496161+0.0115788j -0.0685788-0.137144j -0.00304209-0.0508343j -0.0231868-0.0983652j -0.0242865+0.0340092j 0.0401282+0.0308741j 0.0519981+0.0855435j -0.146698-0.0289219j -0.0240449+0.0200157j -0.00714923+0.0711149j -0.0590475-0.118084j 0.0192017-0.0796015j -0.0376326+0.0825416j 0.0530557-0.109589j -0.0103268+0.080404j -0.00233039+0.00995406j 0.00675916+0.028307j 
-0.0423783+0.0382071j 0.0112127-0.014685j 0.00409147+0.0155254j -0.0127759+0.0321926j 0.00488212-0.0283677j -0.0183785-0.0549613j -0.00472569-0.102684j -0.0461777-0.127901j 0.0704246+0.0599824j -0.00616402-0.0358867j -0.0170951+0.0268427j 0.123356+0.0732786j -0.0389953+0.018846j 0.105863+0.0401087j 0.140031-0.0965806j 0.0569281-0.0375107j 0.0409787-0.0428657j 0.00267804+0.0369697j -0.0803868-0.0872379j -0.0145239+0.0364188j -0.0423567+0.0816829j 0.0169639+0.0212686j -0.127743+0.0780368j 0.0101673+6.16174e-15j -0.0697663+0.135599j 0.0723022-0.00467417j 0.0449896-0.0789758j -0.0657439-0.0265821j 0.00905876-0.0923934j 0.136773+0.0264957j -0.0228175+0.0516928j -0.0563857+0.0734572j 0.0187255-0.120769j -0.0938209+0.0526986j 0.0595731-0.149956j -0.0140588+0.0678624j -0.00689256+0.0309692j -0.00280119+0.107696j 0.106206-0.00254219j -0.00565807-0.00589565j 0.075754-0.0411663j 0.0275012+0.0525439j 0.0243714-0.0920123j 0.103113-0.0477714j -0.0618551+0.0735764j -0.0378261+0.0715291j 0.0324641+0.0239744j 0.0280703+0.0925102j -0.0228083+0.0308729j -0.065933+0.0560314j -0.0218525-0.0445799j -0.0208811-0.0305789j 0.0478952-0.0226443j 0.00441568-0.0886736j -0.0246075-0.00643499j -0.0119587-0.00853673j 0.0139971-0.00489071j -0.0368543+0.0736562j -0.012022+0.0390812j -0.00393006-0.0871997j -0.00492514+0.0283489j -0.0548777-0.0529187j 0.0302183-0.101616j -0.0397459+0.0205511j 0.0555838+0.0363392j -0.0153484+0.000554296j 0.00314062+0.0171104j -0.00257911-0.0411346j 0.0718034-0.0312607j 
-0.0189838+0.0564924j -0.0110366-0.0184005j -0.0436813-0.0764108j 0.00346399-0.0953851j -0.0786946+0.0649408j 0.0471883+0.0477816j -0.00756673-0.0376863j 0.0911873+0.0506496j -0.0536603+0.0733826j -0.0369564-0.0232837j 0.0485516-0.117353j 0.0661337-0.0167904j 0.00386695-0.10964j 0.00363138+0.0481463j 0.0326806+0.0747265j -0.0704031-0.00110363j 0.0523417-0.0120765j -0.0138958-0.0920649j -0.0337092+0.0397354j 0.10497+0.00620558j -0.0247353-0.0172994j -0.0964475+0.0333693j -0.0306665-0.0104254j -0.0697663-0.135599j 0.150547-2.28463e-15j -0.0556264-0.0253088j -0.0760395+0.0317241j -0.0529111+0.0687615j 0.000973505+0.0308708j -0.0707933+0.0352994j 0.0684462+0.0347851j -0.0532622+0.021418j -0.15996+0.00976355j -0.0403222+0.00509525j 0.0427226+0.0456944j 0.0654343+0.0175718j 0.0475395+0.0068189j 0.111144-0.0533728j -0.115753-0.0473561j 0.028169+0.0156519j -0.0873852-0.0315077j 0.0313514-0.0890042j -0.0073215+0.0118464j -0.0966821+0.00133909j -0.00375351+0.0321078j -0.0191521-0.0570208j 0.101816+0.0234415j 0.0327623+0.0282815j 0.00180213-0.131682j 0.0572358+0.00550588j 0.0426912+0.0228777j 0.0157664+0.0354098j -0.00394523+0.166647j -0.0414536+0.0157566j -0.0805566+0.0204877j 0.0257451-0.0170253j 0.0731999+0.0199747j 0.0639332-0.0175581j 0.0419127+0.00409106j 0.148426-0.00804992j 0.0294966-0.0418674j 0.00798397+0.0451156j 0.0461069-0.0973591j 0.00312847-0.0165019j -0.106915-0.118141j -0.0864188+0.0892123j -0.0124817-0.0109946j -0.00415881-0.0562945j 0.0675325-0.0265844j 
